actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,value,turnoverTotal,stealPlayerName,stealPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId
88,PT04M26.00S,2022-04-24T00:02:07.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201142,15.062417871222076,48.529411764705884,1610612751,20,19,2022-04-24T00:02:12Z,780000,7.0,89.0,1,left,K. Durant 8' fadeaway Jump Shot (5 PTS),[201142],1610612751.0,BKN,fadeaway,,,Durant,K. Durant,,,,,,,,,,8.94,Made,,,,,,,,,5.0,,,,,
89,PT04M07.00S,2022-04-24T00:02:27.5Z,1,REGULAR,turnover,lost ball,[],201143,,,1610612738,20,19,2022-04-24T00:02:31Z,790000,,,0,,A. Horford lost ball TURNOVER (1 TO),"[201143, 202681]",1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,1.0,Irving,202681.0,,,,,,
90,PT04M07.00S,2022-04-24T00:02:27.5Z,1,REGULAR,steal,,[],202681,,,1610612751,20,19,2022-04-24T00:02:29Z,800000,,,0,,K. Irving STEAL (1 STL),[202681],1610612751.0,BKN,,,,Irving,K. Irving,,,,,,,,,,,,,,,,,,,,,,,,,
91,PT04M01.00S,2022-04-24T00:02:34.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",203552,7.30946123521682,53.92156862745098,1610612751,20,19,2022-04-24T00:51:54Z,810000,-20.0,16.0,1,left,MISS S. Curry driving finger roll Layup - blocked,"[203552, 201143]",1610612751.0,BKN,driving finger roll,,,Curry,S. Curry,,,,,,,,,,2.54,Missed,,,,,,,,,,,,,Horford,201143.0
92,PT04M01.00S,2022-04-24T00:02:34.8Z,1,REGULAR,block,,[],201143,,,1610612751,20,19,2022-04-24T00:02:37Z,820000,,,0,,A. Horford BLOCK (2 BLK),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,,,,,,,,,
93,PT04M00.00S,2022-04-24T00:02:35.8Z,1,REGULAR,rebound,defensive,[],1627759,,,1610612738,20,19,2022-04-24T00:51:54Z,830000,,,0,,J. Brown REBOUND (Off:1 Def:1),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,91.0,2.0,1.0,1.0,,,,,,,,,,
94,PT03M58.00S,2022-04-24T00:02:41.8Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",202681,,,1610612738,20,19,2022-04-24T00:03:07Z,840000,,,0,,K. Irving take personal FOUL (1 PF) (Brown 2 FT),"[202681, 1627759]",1610612751.0,BKN,take,,,Irving,K. Irving,,,,,200834.0,1.0,0.0,Brown,1627759.0,,,,,,,,,,,,,,,,
96,PT03M58.00S,2022-04-24T00:03:06.4Z,1,REGULAR,freethrow,1 of 2,[],1627759,,,1610612738,20,20,2022-04-24T00:03:06Z,860000,,,0,,J. Brown Free Throw 1 of 2 (3 PTS),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,Made,,,,,,,,,3.0,,,,,
97,PT03M58.00S,2022-04-24T00:03:07.3Z,1,REGULAR,substitution,out,[],203552,,,1610612738,20,20,2022-04-24T00:03:13Z,870000,,,0,,SUB out: S. Curry,[203552],1610612751.0,BKN,,,,Curry,S. Curry,,,,,,,,,,,,,,,,,,,,,,,,,
98,PT03M58.00S,2022-04-24T00:03:07.3Z,1,REGULAR,substitution,in,[],201988,,,1610612738,20,20,2022-04-24T00:03:13Z,880000,,,0,,SUB in: P. Mills,[201988],1610612751.0,BKN,,,,Mills,P. Mills,,,,,,,,,,,,,,,,,,,,,,,,,
99,PT03M58.00S,2022-04-24T00:03:20.2Z,1,REGULAR,freethrow,2 of 2,[],1627759,,,1610612738,20,21,2022-04-24T00:03:20Z,890000,,,0,,J. Brown Free Throw 2 of 2 (4 PTS),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,Made,,,,,,,,,4.0,,,,,
100,PT03M49.00S,2022-04-24T00:03:31.4Z,1,REGULAR,3pt,Jump Shot,[],202681,27.94021024967148,21.813725490196077,1610612751,20,21,2022-04-24T00:03:37Z,900000,141.0,210.0,1,left,MISS K. Irving 25' 3PT,[202681],1610612751.0,BKN,,,,Irving,K. Irving,,,,,,,,,,25.3,Missed,,,,,,,,,,,,,,
101,PT03M45.00S,2022-04-24T00:03:34.6Z,1,REGULAR,rebound,offensive,[],201609,,,1610612751,20,21,2022-04-24T00:03:34Z,910000,,,0,,G. Dragic REBOUND (Off:1 Def:0),[201609],1610612751.0,BKN,,,,Dragic,G. Dragic,,,,,,,,,,,,100.0,1.0,0.0,1.0,,,,,,,,,,
102,PT03M43.00S,2022-04-24T00:03:36.5Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",201609,13.748357424441524,41.911764705882355,1610612751,20,21,2022-04-24T00:03:40Z,920000,40.0,77.0,1,left,MISS G. Dragic 8' turnaround Shot,[201609],1610612751.0,BKN,turnaround,,,Dragic,G. Dragic,,,,,,,,,,8.67,Missed,,,,,,,,,,,,,,
103,PT03M41.00S,2022-04-24T00:03:38.5Z,1,REGULAR,rebound,defensive,[],1628401,,,1610612738,20,21,2022-04-24T00:03:40Z,930000,,,0,,D. White REBOUND (Off:0 Def:1),[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,,,,,102.0,1.0,1.0,0.0,,,,,,,,,,
104,PT03M23.00S,2022-04-24T00:03:55.9Z,1,REGULAR,3pt,Jump Shot,[],203935,73.66951379763469,15.686274509803921,1610612738,20,24,2022-04-24T00:04:01Z,940000,-172.0,195.0,1,right,M. Smart 25' 3PT pullup (6 PTS) (J. Brown 2 AST),"[203935, 1627759]",1610612738.0,BOS,pullup,,,Smart,M. Smart,,,,,,,,,,25.98,Made,,,,,,,,,6.0,J. Brown,1627759.0,2.0,,
106,PT03M11.00S,2022-04-24T00:04:09.6Z,1,REGULAR,turnover,lost ball,[],201609,,,1610612751,20,24,2022-04-24T00:04:12Z,960000,,,0,,G. Dragic lost ball TURNOVER (1 TO),"[201609, 1628401]",1610612751.0,BKN,,,,Dragic,G. Dragic,,,,,,,,,,,,,,,,,1.0,White,1628401.0,,,,,,
107,PT03M11.00S,2022-04-24T00:04:09.6Z,1,REGULAR,steal,,[],1628401,,,1610612738,20,24,2022-04-24T00:04:11Z,970000,,,0,,D. White STEAL (1 STL),[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,,,,,,,,,,,,,,,,,,
108,PT03M06.00S,2022-04-24T00:04:13.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1628401,94.95729303547962,46.568627450980394,1610612738,20,26,2022-04-24T00:04:19Z,980000,-17.0,-5.0,1,right,D. White running Layup (2 PTS),[1628401],1610612738.0,BOS,running,,,White,D. White,,,,,,,,,,1.79,Made,,,,,,,,,2.0,,,,,
109,PT02M53.00S,2022-04-24T00:04:29.0Z,1,REGULAR,foul,personal,[],1629684,,,1610612751,20,26,2022-04-24T00:04:53Z,990000,,,0,,G. Williams personal FOUL (1 PF),"[1629684, 1629651]",1610612738.0,BOS,,,,Williams,G. Williams,,,,,200834.0,1.0,0.0,Claxton,1629651.0,,,,,,,,,,,,,,,,
111,PT02M53.00S,2022-04-24T00:04:45.4Z,1,REGULAR,substitution,out,[],202681,,,1610612751,20,26,2022-04-24T00:04:54Z,1010000,,,0,,SUB out: K. Irving,[202681],1610612751.0,BKN,,,,Irving,K. Irving,,,,,,,,,,,,,,,,,,,,,,,,,
112,PT02M53.00S,2022-04-24T00:04:45.4Z,1,REGULAR,substitution,out,[],1627759,,,1610612751,20,26,2022-04-24T00:04:54Z,1020000,,,0,,SUB out: J. Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,
113,PT02M53.00S,2022-04-24T00:04:45.4Z,1,REGULAR,substitution,in,[],1628971,,,1610612751,20,26,2022-04-24T00:04:54Z,1030000,,,0,,SUB in: B. Brown,[1628971],1610612751.0,BKN,,,,Brown,B. Brown,,,,,,,,,,,,,,,,,,,,,,,,,
114,PT02M53.00S,2022-04-24T00:04:45.4Z,1,REGULAR,substitution,in,[],1628369,,,1610612751,20,26,2022-04-24T00:04:54Z,1040000,,,0,,SUB in: J. Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,
122,PT02M53.00S,2022-04-24T00:04:45.4Z,1,REGULAR,substitution,out,[],201143,,,1610612751,20,26,2022-04-24T00:05:33Z,1045000,,,0,,SUB out: A. Horford,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,,,,,,,,,
123,PT02M53.00S,2022-04-24T00:04:45.4Z,1,REGULAR,substitution,in,[],1629057,,,1610612751,20,26,2022-04-24T00:05:33Z,1047500,,,0,,SUB in: R. Williams III,[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,,
115,PT02M47.00S,2022-04-24T00:05:03.8Z,1,REGULAR,3pt,Jump Shot,[],1628971,2.7102496714848883,97.79411764705883,1610612751,23,26,2022-04-24T00:05:08Z,1050000,-239.0,-27.0,1,left,B. Brown 24' 3PT  (10 PTS) (G. Dragic 1 AST),"[1628971, 201609]",1610612751.0,BKN,,,,Brown,B. Brown,,,,,,,,,,24.05,Made,,,,,,,,,10.0,G. Dragic,201609.0,1.0,,
117,PT02M38.00S,2022-04-24T00:05:12.1Z,1,REGULAR,3pt,Jump Shot,[],1628401,78.9257555847569,90.44117647058823,1610612738,23,26,2022-04-24T00:06:32Z,1070000,202.0,146.0,1,right,MISS D. White 24' running 3PT,[1628401],1610612738.0,BOS,running,,,White,D. White,,,,,,,,,,24.92,Missed,,,,,,,,,,,,,,
118,PT02M35.00S,2022-04-24T00:05:15.4Z,1,REGULAR,rebound,offensive,[],1628369,,,1610612738,23,26,2022-04-24T00:05:15Z,1080000,,,0,,J. Tatum REBOUND (Off:1 Def:0),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,117.0,1.0,0.0,1.0,,,,,,,,,,
119,PT02M32.00S,2022-04-24T00:05:18.7Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],203935,66.04796320630749,50.0,1610612738,23,26,2022-04-24T00:05:24Z,1090000,0.0,267.0,1,right,MISS M. Smart 26' 3PT,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,26.66,Missed,,,,,,,,,,,,,,
120,PT02M29.00S,2022-04-24T00:05:21.7Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612751,23,26,2022-04-24T00:05:24Z,1100000,,,0,,TEAM defensive REBOUND,[],1610612751.0,BKN,,,,,,,,,,,,,,,,,119.0,,,,,,,,,,,,,
121,PT02M29.00S,2022-04-24T00:05:25.7Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612751,23,26,2022-04-24T00:05:25Z,1110000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,PT02M13.00S,2022-04-24T00:05:48.2Z,1,REGULAR,turnover,bad pass,[],201609,,,1610612751,23,26,2022-04-24T00:05:52Z,1120000,,,0,,G. Dragic bad pass TURNOVER (2 TO),"[201609, 203935]",1610612751.0,BKN,,,,Dragic,G. Dragic,,,,,,,,,,,,,,,,,2.0,Smart,203935.0,,,,,,
125,PT02M13.00S,2022-04-24T00:05:48.2Z,1,REGULAR,steal,,[],203935,,,1610612738,23,26,2022-04-24T00:05:50Z,1130000,,,0,,M. Smart STEAL (1 STL),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,,
129,PT02M03.00S,2022-04-24T00:06:06.7Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612738,23,26,2022-04-24T00:06:06Z,1170000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,PT01M57.00S,2022-04-24T00:06:26.6Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1628369,71.82982917214193,21.07843137254902,1610612738,23,26,2022-04-24T00:11:25Z,1180000,-145.0,212.0,1,right,MISS J. Tatum 25' step back 3PT,[1628369],1610612738.0,BOS,step back,,,Tatum,J. Tatum,,,,,,,,,,25.69,Missed,,,,,,,,,,,,,,
131,PT01M55.00S,2022-04-24T00:06:31.3Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612751,23,26,2022-04-24T00:06:31Z,1190000,,,0,,TEAM defensive REBOUND,[],1610612751.0,BKN,,,,,,,,,,,,,,,,,130.0,,,,,,,,,,,,,
132,PT01M55.00S,2022-04-24T00:06:32.7Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612751,23,26,2022-04-24T00:06:32Z,1200000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,PT01M55.00S,2022-04-24T00:06:35.1Z,1,REGULAR,substitution,out,[],201609,,,1610612751,23,26,2022-04-24T00:06:44Z,1210000,,,0,,SUB out: G. Dragic,[201609],1610612751.0,BKN,,,,Dragic,G. Dragic,,,,,,,,,,,,,,,,,,,,,,,,,
134,PT01M55.00S,2022-04-24T00:06:35.1Z,1,REGULAR,substitution,out,[],203935,,,1610612751,23,26,2022-04-24T00:06:44Z,1220000,,,0,,SUB out: M. Smart,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,,
135,PT01M55.00S,2022-04-24T00:06:35.1Z,1,REGULAR,substitution,in,[],202681,,,1610612751,23,26,2022-04-24T00:06:44Z,1230000,,,0,,SUB in: K. Irving,[202681],1610612751.0,BKN,,,,Irving,K. Irving,,,,,,,,,,,,,,,,,,,,,,,,,
136,PT01M55.00S,2022-04-24T00:06:35.1Z,1,REGULAR,substitution,in,[],1630202,,,1610612751,23,26,2022-04-24T00:06:44Z,1240000,,,0,,SUB in: P. Pritchard,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,,,,,,,,
137,PT01M34.00S,2022-04-24T00:07:13.1Z,1,REGULAR,3pt,Jump Shot,[],1628971,32.933639947437584,41.66666666666667,1610612751,23,26,2022-04-24T00:07:17Z,1250000,42.0,257.0,1,left,MISS B. Brown 26' 3PT,[1628971],1610612751.0,BKN,,,,Brown,B. Brown,,,,,,,,,,26.05,Missed,,,,,,,,,,,,,,
138,PT01M30.00S,2022-04-24T00:07:17.1Z,1,REGULAR,rebound,defensive,[],1629684,,,1610612738,23,26,2022-04-24T00:07:17Z,1260000,,,0,,G. Williams REBOUND (Off:0 Def:1),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,137.0,1.0,1.0,0.0,,,,,,,,,,
139,PT01M10.00S,2022-04-24T00:07:36.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628369,82.21090670170827,40.931372549019606,1610612738,23,28,2022-04-24T00:10:27Z,1270000,-45.0,115.0,1,right,J. Tatum 12' driving floating Jump Shot (10 PTS),[1628369],1610612738.0,BOS,driving floating,,,Tatum,J. Tatum,,,,,,,,,,12.33,Made,,,,,,,,,10.0,,,,,
140,PT00M56.20S,2022-04-24T00:07:53.5Z,1,REGULAR,foul,personal,[],1628401,,,1610612751,23,28,2022-04-24T00:08:17Z,1280000,,,0,,D. White personal FOUL (1 PF),"[1628401, 201142]",1610612738.0,BOS,,,,White,D. White,,,,,202026.0,1.0,0.0,Durant,201142.0,,,,,,,,,,,,,,,,
142,PT00M47.80S,2022-04-24T00:08:24.5Z,1,REGULAR,turnover,traveling,[],202681,,,1610612751,23,28,2022-04-24T00:08:30Z,1300000,,,0,,K. Irving traveling TURNOVER (1 TO),[202681],1610612751.0,BKN,,,,Irving,K. Irving,,,,,200834.0,,,,,,,,,,,,1.0,,,,,,,,
143,PT00M26.10S,2022-04-24T00:08:56.0Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],1628369,86.67871222076215,19.362745098039216,1610612738,23,30,2022-04-24T00:09:00Z,1310000,-153.0,73.0,1,right,J. Tatum 16' pullup Jump Shot (12 PTS),[1628369],1610612738.0,BOS,pullup,,,Tatum,J. Tatum,,,,,,,,,,16.96,Made,,,,,,,,,12.0,,,,,
144,PT00M09.80S,2022-04-24T00:09:14.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202681,15.850854139290407,36.27450980392157,1610612751,25,30,2022-04-24T00:09:18Z,1320000,69.0,96.0,1,left,K. Irving 11' pullup Jump Shot (8 PTS),[202681],1610612751.0,BKN,pullup,,,Irving,K. Irving,,,,,,,,,,11.84,Made,,,,,,,,,8.0,,,,,
145,PT00M00.00S,2022-04-24T00:09:29.5Z,1,REGULAR,3pt,Jump Shot,[],1628369,67.88764783180025,60.78431372549019,1610612738,25,30,2022-04-24T00:09:34Z,1330000,54.0,249.0,1,right,MISS J. Tatum 25' 3PT - blocked,"[1628369, 1628971]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,25.52,Missed,,,,,,,,,,,,,Brown,1628971.0
146,PT00M00.00S,2022-04-24T00:09:29.5Z,1,REGULAR,block,,[],1628971,,,1610612738,25,30,2022-04-24T00:09:32Z,1340000,,,0,,B. Brown BLOCK (1 BLK),[1628971],1610612751.0,BKN,,,,Brown,B. Brown,,,,,,,,,,,,,,,,,,,,,,,,,
147,PT00M00.00S,2022-04-24T00:09:29.5Z,1,REGULAR,rebound,offensive,[],1628369,,,1610612738,25,30,2022-04-24T00:09:34Z,1350000,,,0,,J. Tatum REBOUND (Off:2 Def:0),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,145.0,2.0,0.0,2.0,,,,,,,,,,
148,PT00M00.00S,2022-04-24T00:09:33.7Z,1,REGULAR,period,end,[],0,,,1610612738,25,30,2022-04-24T00:09:33Z,1360000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,PT12M00.00S,2022-04-24T00:10:16.0Z,2,REGULAR,substitution,out,['startperiod'],201142,,,1610612738,25,30,2022-04-24T00:13:00Z,1370000,,,0,,SUB out: K. Durant,[201142],1610612751.0,BKN,,,,Durant,K. Durant,,,,,,,,,,,,,,,,,,,,,,,,,
150,PT12M00.00S,2022-04-24T00:10:16.0Z,2,REGULAR,substitution,out,['startperiod'],201988,,,1610612738,25,30,2022-04-24T00:13:00Z,1380000,,,0,,SUB out: P. Mills,[201988],1610612751.0,BKN,,,,Mills,P. Mills,,,,,,,,,,,,,,,,,,,,,,,,,
151,PT12M00.00S,2022-04-24T00:10:16.0Z,2,REGULAR,substitution,out,['startperiod'],1629651,,,1610612738,25,30,2022-04-24T00:13:00Z,1390000,,,0,,SUB out: N. Claxton,[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,,,,,,,,,,,,,,,,,,,,,
152,PT12M00.00S,2022-04-24T00:10:16.0Z,2,REGULAR,substitution,in,['startperiod'],203083,,,1610612738,25,30,2022-04-24T00:13:00Z,1400000,,,0,,SUB in: A. Drummond,[203083],1610612751.0,BKN,,,,Drummond,A. Drummond,,,,,,,,,,,,,,,,,,,,,,,,,
153,PT12M00.00S,2022-04-24T00:10:16.0Z,2,REGULAR,substitution,in,['startperiod'],203552,,,1610612738,25,30,2022-04-24T00:13:00Z,1410000,,,0,,SUB in: S. Curry,[203552],1610612751.0,BKN,,,,Curry,S. Curry,,,,,,,,,,,,,,,,,,,,,,,,,
154,PT12M00.00S,2022-04-24T00:10:16.0Z,2,REGULAR,substitution,in,['startperiod'],201609,,,1610612738,25,30,2022-04-24T00:13:00Z,1420000,,,0,,SUB in: G. Dragic,[201609],1610612751.0,BKN,,,,Dragic,G. Dragic,,,,,,,,,,,,,,,,,,,,,,,,,
155,PT12M00.00S,2022-04-24T00:13:09.2Z,2,REGULAR,period,start,[],0,,,1610612751,25,30,2022-04-24T00:13:09Z,1430000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156,PT11M52.00S,2022-04-24T00:13:19.6Z,2,REGULAR,foul,personal,[],1630202,,,1610612751,25,30,2022-04-24T00:13:27Z,1440000,,,0,,P. Pritchard personal FOUL (1 PF),"[1630202, 202681]",1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,202026.0,1.0,0.0,Irving,202681.0,,,,,,,,,,,,,,,,
181,PT11M36.00S,2022-04-24T00:13:36.2Z,2,REGULAR,3pt,Jump Shot,[],202681,41.96780551905388,85.04901960784314,1610612751,25,30,2022-04-24T00:21:04Z,1455000,-175.0,342.0,1,left,MISS K. Irving 38' 3PT,[202681],1610612751.0,BKN,,,,Irving,K. Irving,,,,,,,,,,38.43,Missed,,,,,,,,,,,,,,
182,PT11M36.00S,2022-04-24T00:13:36.2Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612751,25,30,2022-04-24T00:21:41Z,1457500,,,0,,TEAM offensive REBOUND,[],1610612751.0,BKN,,,,,,,,,,,,,,,,,181.0,,,,,,,,,,,,,
158,PT11M35.00S,2022-04-24T00:13:52.9Z,2,REGULAR,turnover,shot clock,['team'],0,,,1610612751,25,30,2022-04-24T00:14:04Z,1460000,,,0,,BKN shot clock Team TURNOVER,[],1610612751.0,BKN,,,,,,,,,,202026.0,,,,,,,,,,,,,,,,,,,,
159,PT11M26.00S,2022-04-24T00:14:26.8Z,2,REGULAR,foul,personal,[],201609,,,1610612738,25,30,2022-04-24T00:14:45Z,1470000,,,0,,G. Dragic personal FOUL (1 PF),"[201609, 1629057]",1610612751.0,BKN,,,,Dragic,G. Dragic,,,,,202026.0,1.0,0.0,Williams III,1629057.0,,,,,,,,,,,,,,,,
161,PT11M15.00S,2022-04-24T00:14:53.5Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1628401,73.66951379763469,16.176470588235293,1610612738,25,30,2022-04-24T00:14:58Z,1490000,-169.0,195.0,1,right,MISS D. White 25' 3PT,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,,,25.81,Missed,,,,,,,,,,,,,,
162,PT11M11.00S,2022-04-24T00:14:57.5Z,2,REGULAR,rebound,defensive,[],1628971,,,1610612751,25,30,2022-04-24T00:14:58Z,1500000,,,0,,B. Brown REBOUND (Off:1 Def:1),[1628971],1610612751.0,BKN,,,,Brown,B. Brown,,,,,,,,,,,,161.0,2.0,1.0,1.0,,,,,,,,,,
163,PT11M11.00S,2022-04-24T00:15:00.2Z,2,REGULAR,foul,personal,[],1629684,,,1610612751,25,30,2022-04-24T00:15:11Z,1510000,,,0,,G. Williams personal FOUL (2 PF),"[1629684, 1628971]",1610612738.0,BOS,,,,Williams,G. Williams,,,,,1148.0,2.0,0.0,Brown,1628971.0,,,,,,,,,,,,,,,,
165,PT10M52.00S,2022-04-24T00:15:28.4Z,2,REGULAR,3pt,Jump Shot,[],202681,32.276609724047304,50.73529411764706,1610612751,25,30,2022-04-24T00:15:47Z,1530000,-4.0,251.0,1,left,MISS K. Irving 25' step back 3PT,[202681],1610612751.0,BKN,step back,,,Irving,K. Irving,,,,,,,,,,25.09,Missed,,,,,,,,,,,,,,
166,PT10M48.00S,2022-04-24T00:15:32.4Z,2,REGULAR,rebound,offensive,[],203552,,,1610612751,25,30,2022-04-24T00:15:47Z,1540000,,,0,,S. Curry REBOUND (Off:1 Def:0),[203552],1610612751.0,BKN,,,,Curry,S. Curry,,,,,,,,,,,,165.0,1.0,0.0,1.0,,,,,,,,,,
167,PT10M36.00S,2022-04-24T00:15:44.4Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203083,6.521024967148489,43.872549019607845,1610612751,25,30,2022-04-24T00:15:50Z,1550000,31.0,9.0,1,left,MISS A. Drummond driving Layup - blocked,"[203083, 1629057]",1610612751.0,BKN,driving,,,Drummond,A. Drummond,,,,,,,,,,3.18,Missed,,,,,,,,,,,,,Williams III,1629057.0
168,PT10M36.00S,2022-04-24T00:15:44.4Z,2,REGULAR,block,,[],1629057,,,1610612751,25,30,2022-04-24T00:15:46Z,1560000,,,0,,R. Williams III BLOCK (1 BLK),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,,
169,PT10M36.00S,2022-04-24T00:15:44.4Z,2,REGULAR,rebound,defensive,[],1628401,,,1610612738,25,30,2022-04-24T00:15:50Z,1570000,,,0,,D. White REBOUND (Off:0 Def:2),[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,,,,,167.0,2.0,2.0,0.0,,,,,,,,,,
170,PT10M15.00S,2022-04-24T00:16:05.7Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630202,86.5473061760841,48.03921568627451,1610612738,25,32,2022-04-24T00:16:09Z,1580000,-10.0,74.0,1,right,P. Pritchard 7' driving floating Jump Shot (2 PTS) (R. Williams III 1 AST),"[1630202, 1629057]",1610612738.0,BOS,driving floating,,,Pritchard,P. Pritchard,,,,,,,,,,7.46,Made,,,,,,,,,2.0,R. Williams III,1629057.0,1.0,,
172,PT09M57.00S,2022-04-24T00:16:23.3Z,2,REGULAR,turnover,bad pass,[],203083,,,1610612751,25,32,2022-04-24T00:16:26Z,1600000,,,0,,A. Drummond bad pass TURNOVER (1 TO),"[203083, 1628369]",1610612751.0,BKN,,,,Drummond,A. Drummond,,,,,,,,,,,,,,,,,1.0,Tatum,1628369.0,,,,,,
173,PT09M57.00S,2022-04-24T00:16:23.3Z,2,REGULAR,steal,,[],1628369,,,1610612738,25,32,2022-04-24T00:16:25Z,1610000,,,0,,J. Tatum STEAL (2 STL),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,
174,PT09M54.00S,2022-04-24T00:16:27.3Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630202,94.43166885676742,49.01960784313725,1610612738,25,34,2022-04-24T00:16:33Z,1620000,-5.0,0.0,1,right,P. Pritchard running Layup (4 PTS),[1630202],1610612738.0,BOS,running,,,Pritchard,P. Pritchard,,,,,,,,,,0.49,Made,,,,,,,,,4.0,,,,,
176,PT09M54.00S,2022-04-24T00:16:31.9Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612751,25,34,2022-04-24T00:16:31Z,1640000,,,0,,BKN Timeout,[],1610612751.0,BKN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177,PT09M54.00S,2022-04-24T00:16:33.2Z,2,REGULAR,substitution,out,[],201609,,,1610612751,25,34,2022-04-24T00:19:49Z,1650000,,,0,,SUB out: G. Dragic,[201609],1610612751.0,BKN,,,,Dragic,G. Dragic,,,,,,,,,,,,,,,,,,,,,,,,,
178,PT09M54.00S,2022-04-24T00:16:33.2Z,2,REGULAR,substitution,in,[],201142,,,1610612751,25,34,2022-04-24T00:19:49Z,1660000,,,0,,SUB in: K. Durant,[201142],1610612751.0,BKN,,,,Durant,K. Durant,,,,,,,,,,,,,,,,,,,,,,,,,
