actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId,value
341,PT00M36.30S,2022-05-15T20:43:45.9Z,2,REGULAR,rebound,defensive,[],1628464,,,1610612738,45,43,2022-05-15T20:43:47Z,3390000,,,0,,D. Theis REBOUND (Off:1 Def:1),[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,340.0,,,,,2.0,1.0,1.0,,,,,,,,,,,
342,PT00M33.30S,2022-05-15T20:43:51.4Z,2,REGULAR,foul,offensive,['inpenalty'],1628369,,,1610612738,45,43,2022-05-15T20:44:12Z,3400000,,,0,,J. Tatum charge offensive FOUL (3 PF),"[1628369, 1628960]",1610612738.0,BOS,charge,,,Tatum,J. Tatum,,,,,,,,,,,,,,,201640.0,3.0,0.0,Allen,1628960.0,,,,,,
344,PT00M33.30S,2022-05-15T20:43:51.4Z,2,REGULAR,turnover,offensive foul,[],1628369,,,1610612738,45,43,2022-05-15T20:43:51Z,3420000,,,0,,J. Tatum offensive foul TURNOVER (5 TO),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,201640.0,,,,,5.0,,,,,
345,PT00M33.30S,2022-05-15T20:44:06.0Z,2,REGULAR,substitution,out,[],202083,,,1610612749,45,43,2022-05-15T20:44:18Z,3430000,,,0,,SUB out: W. Matthews,[202083],1610612749.0,MIL,,,,Matthews,W. Matthews,,,,,,,,,,,,,,,,,,,,,,,,,
346,PT00M33.30S,2022-05-15T20:44:06.0Z,2,REGULAR,substitution,out,[],1626171,,,1610612749,45,43,2022-05-15T20:44:18Z,3440000,,,0,,SUB out: B. Portis,[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,,,,,,,,,,,,,,,,,,,
347,PT00M33.30S,2022-05-15T20:44:06.0Z,2,REGULAR,substitution,in,[],203507,,,1610612749,45,43,2022-05-15T20:44:18Z,3450000,,,0,,SUB in: G. Antetokounmpo,[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,,,,,,,,,,,,,,,
348,PT00M33.30S,2022-05-15T20:44:06.0Z,2,REGULAR,substitution,in,[],1626192,,,1610612749,45,43,2022-05-15T20:44:18Z,3460000,,,0,,SUB in: P. Connaughton,[1626192],1610612749.0,MIL,,,,Connaughton,P. Connaughton,,,,,,,,,,,,,,,,,,,,,,,,,
349,PT00M33.30S,2022-05-15T20:44:22.0Z,2,REGULAR,timeout,full,['team'],0,,,1610612749,45,43,2022-05-15T20:44:22Z,3470000,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350,PT00M33.30S,2022-05-15T20:45:25.9Z,2,REGULAR,instantreplay,challenge,[],0,,,1610612749,45,43,2022-05-15T20:48:16Z,3480000,,,0,,,[],1610612738.0,BOS,stands,,,,,,,,,,,,,,,,,,,1148.0,,,,,,,,,,
351,PT00M33.30S,2022-05-15T20:45:33.6Z,2,REGULAR,substitution,out,[],1628369,,,1610612749,45,43,2022-05-15T20:46:09Z,3490000,,,0,,SUB out: J. Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,
352,PT00M33.30S,2022-05-15T20:45:33.6Z,2,REGULAR,substitution,in,[],1628401,,,1610612749,45,43,2022-05-15T20:46:09Z,3500000,,,0,,SUB in: D. White,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,,,,,,,,,,,,,,,,,,
353,PT00M27.70S,2022-05-15T20:46:19.8Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],201950,64.86530880420499,35.294117647058826,1610612749,45,43,2022-05-15T20:46:23Z,3510000,-74.0,278.0,1,right,MISS J. Holiday 28' 3PT,[201950],1610612749.0,MIL,,,,Holiday,J. Holiday,,,,,28.74,Missed,,,,,,,,,,,,,,,,,,,
354,PT00M25.00S,2022-05-15T20:46:22.5Z,2,REGULAR,rebound,defensive,[],1628464,,,1610612738,45,43,2022-05-15T20:46:23Z,3520000,,,0,,D. Theis REBOUND (Off:1 Def:2),[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,353.0,,,,,3.0,2.0,1.0,,,,,,,,,,,
355,PT00M08.40S,2022-05-15T20:46:39.1Z,2,REGULAR,2pt,Jump Shot,[],1627759,22.683968462549277,60.78431372549019,1610612738,45,43,2022-05-15T20:46:42Z,3530000,-54.0,161.0,1,left,MISS J. Brown 16' pullup Shot,[1627759],1610612738.0,BOS,pullup,,,Brown,J. Brown,,,,,16.95,Missed,,,,,,,,,,,,,,,,,,,
356,PT00M06.10S,2022-05-15T20:46:41.4Z,2,REGULAR,rebound,defensive,[],201572,,,1610612749,45,43,2022-05-15T20:46:41Z,3540000,,,0,,B. Lopez REBOUND (Off:2 Def:4),[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,,,355.0,,,,,6.0,4.0,2.0,,,,,,,,,,,
357,PT00M01.50S,2022-05-15T20:46:46.5Z,2,REGULAR,turnover,lost ball,[],203507,,,1610612749,45,43,2022-05-15T20:47:15Z,3550000,,,0,,G. Antetokounmpo lost ball TURNOVER (3 TO),"[203507, 203935]",1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,,,,,,,,,,3.0,,,Smart,203935.0,
358,PT00M01.50S,2022-05-15T20:46:46.5Z,2,REGULAR,steal,,[],203935,,,1610612738,45,43,2022-05-15T20:46:56Z,3560000,,,0,,M. Smart STEAL (1 STL),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,,
359,PT00M00.90S,2022-05-15T20:46:56.6Z,2,REGULAR,foul,personal,"['inpenalty', '3freethrow']",203507,,,1610612738,45,43,2022-05-15T20:47:56Z,3570000,,,0,,G. Antetokounmpo shooting personal FOUL (2 PF) (Smart 3 FT),"[203507, 203935]",1610612749.0,MIL,shooting,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,,,,,201640.0,2.0,0.0,Smart,203935.0,,,,,,
361,PT00M00.90S,2022-05-15T20:47:35.8Z,2,REGULAR,freethrow,1 of 3,['fromturnover'],203935,,,1610612738,46,43,2022-05-15T20:48:11Z,3590000,,,0,,M. Smart Free Throw 1 of 3 (3 PTS),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,Made,,3.0,,,,,,,,,,,,,,,,,
362,PT00M00.90S,2022-05-15T20:47:35.8Z,2,REGULAR,freethrow,2 of 3,['fromturnover'],203935,,,1610612738,47,43,2022-05-15T20:48:11Z,3600000,,,0,,M. Smart Free Throw 2 of 3 (4 PTS),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,Made,,4.0,,,,,,,,,,,,,,,,,
363,PT00M00.90S,2022-05-15T20:47:35.8Z,2,REGULAR,freethrow,3 of 3,['fromturnover'],203935,,,1610612738,48,43,2022-05-15T20:48:11Z,3610000,,,0,,M. Smart Free Throw 3 of 3 (5 PTS),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,Made,,5.0,,,,,,,,,,,,,,,,,
364,PT00M00.00S,2022-05-15T20:48:23.3Z,2,REGULAR,period,end,[],0,,,1610612749,48,43,2022-05-15T20:48:23Z,3620000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
365,PT12M00.00S,2022-05-15T21:03:07.8Z,3,REGULAR,substitution,out,['startperiod'],1628464,,,1610612749,48,43,2022-05-15T21:03:28Z,3630000,,,0,,SUB out: D. Theis,[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,,,,,,,,,,,,,,,
366,PT12M00.00S,2022-05-15T21:03:07.8Z,3,REGULAR,substitution,out,['startperiod'],1628401,,,1610612749,48,43,2022-05-15T21:03:28Z,3640000,,,0,,SUB out: D. White,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,,,,,,,,,,,,,,,,,,
367,PT12M00.00S,2022-05-15T21:03:07.8Z,3,REGULAR,substitution,out,['startperiod'],1626192,,,1610612749,48,43,2022-05-15T21:03:28Z,3650000,,,0,,SUB out: P. Connaughton,[1626192],1610612749.0,MIL,,,,Connaughton,P. Connaughton,,,,,,,,,,,,,,,,,,,,,,,,,
368,PT12M00.00S,2022-05-15T21:03:07.8Z,3,REGULAR,substitution,in,['startperiod'],1628369,,,1610612749,48,43,2022-05-15T21:03:28Z,3660000,,,0,,SUB in: J. Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,
369,PT12M00.00S,2022-05-15T21:03:07.8Z,3,REGULAR,substitution,in,['startperiod'],201143,,,1610612749,48,43,2022-05-15T21:03:28Z,3670000,,,0,,SUB in: A. Horford,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,,,,,,,,,
370,PT12M00.00S,2022-05-15T21:03:07.8Z,3,REGULAR,substitution,in,['startperiod'],202083,,,1610612749,48,43,2022-05-15T21:03:28Z,3680000,,,0,,SUB in: W. Matthews,[202083],1610612749.0,MIL,,,,Matthews,W. Matthews,,,,,,,,,,,,,,,,,,,,,,,,,
371,PT12M00.00S,2022-05-15T21:03:48.1Z,3,REGULAR,period,start,[],0,,,1610612738,48,43,2022-05-15T21:03:48Z,3690000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
373,PT11M40.00S,2022-05-15T21:04:07.2Z,3,REGULAR,2pt,Jump Shot,[],1627759,75.50919842312747,41.66666666666667,1610612738,50,43,2022-05-15T21:04:11Z,3700000,-42.0,178.0,1,right,J. Brown 18' pullup Jump Shot (12 PTS),[1627759],1610612738.0,BOS,pullup,,,Brown,J. Brown,,,,,18.25,Made,,12.0,,,,,,,,,,,,,,,,,
374,PT11M32.00S,2022-05-15T21:04:15.1Z,3,REGULAR,3pt,Jump Shot,[],203507,30.305519053876477,73.77450980392157,1610612749,50,43,2022-05-15T21:05:53Z,3710000,-119.0,232.0,1,left,MISS G. Antetokounmpo 26' running pullup 3PT,[203507],1610612749.0,MIL,running pullup,,,Antetokounmpo,G. Antetokounmpo,,,,,26.1,Missed,,,,,,,,,,,,,,,,,,,
375,PT11M30.00S,2022-05-15T21:04:17.6Z,3,REGULAR,rebound,offensive,[],201572,,,1610612749,50,43,2022-05-15T21:04:17Z,3720000,,,0,,B. Lopez REBOUND (Off:3 Def:4),[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,,,374.0,,,,,7.0,4.0,3.0,,,,,,,,,,,
376,PT11M26.00S,2022-05-15T21:04:22.3Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203507,7.440867279894875,50.98039215686274,1610612749,50,43,2022-05-15T21:06:40Z,3730000,-5.0,17.0,1,left,MISS G. Antetokounmpo finger roll Layup,[203507],1610612749.0,MIL,finger roll,,,Antetokounmpo,G. Antetokounmpo,,,,,1.81,Missed,,,,,,,,,,,,,,,,,,,
377,PT11M25.00S,2022-05-15T21:04:23.3Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612738,50,43,2022-05-15T21:04:32Z,3740000,,,0,,TEAM defensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,376.0,,,,,,,,,,,,,,,,,,
378,PT11M25.00S,2022-05-15T21:04:28.5Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612738,50,43,2022-05-15T21:04:28Z,3750000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
379,PT11M17.00S,2022-05-15T21:04:36.4Z,3,REGULAR,3pt,Jump Shot,[],1629684,88.51839684625493,4.166666666666666,1610612738,53,43,2022-05-15T21:04:42Z,3760000,-229.0,55.0,1,right,G. Williams 3PT  (14 PTS) (J. Tatum 3 AST),"[1629684, 1628369]",1610612738.0,BOS,,,,Williams,G. Williams,,,,,23.58,Made,,14.0,J. Tatum,1628369.0,3.0,,,,,,,,,,,,,,
381,PT11M03.00S,2022-05-15T21:04:50.5Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],201950,7.046649145860711,50.98039215686274,1610612749,53,45,2022-05-15T21:04:54Z,3780000,-5.0,14.0,1,left,J. Holiday driving finger roll Layup (8 PTS),[201950],1610612749.0,MIL,driving finger roll,,,Holiday,J. Holiday,,,,,1.45,Made,,8.0,,,,,,,,,,,,,,,,,
382,PT10M47.00S,2022-05-15T21:05:05.7Z,3,REGULAR,3pt,Jump Shot,[],1628369,71.96123521681997,18.137254901960784,1610612738,56,45,2022-05-15T21:05:10Z,3790000,-159.0,211.0,1,right,J. Tatum 26' 3PT  (20 PTS) (M. Smart 7 AST),"[1628369, 203935]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,26.45,Made,,20.0,M. Smart,203935.0,7.0,,,,,,,,,,,,,,
384,PT10M32.00S,2022-05-15T21:05:20.6Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201572,17.69053876478318,37.745098039215684,1610612749,56,47,2022-05-15T21:12:06Z,3810000,61.0,114.0,1,left,B. Lopez 12' driving floating Jump Shot (13 PTS) (J. Holiday 5 AST),"[201572, 201950]",1610612749.0,MIL,driving floating,,,Lopez,B. Lopez,,,,,12.93,Made,,13.0,J. Holiday,201950.0,5.0,,,,,,,,,,,,,,
386,PT10M16.00S,2022-05-15T21:05:36.9Z,3,REGULAR,3pt,Jump Shot,[],1628369,86.28449408672799,4.166666666666666,1610612738,56,47,2022-05-15T21:05:41Z,3830000,-229.0,76.0,1,right,MISS J. Tatum 24' 3PT,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,24.16,Missed,,,,,,,,,,,,,,,,,,,
387,PT10M14.00S,2022-05-15T21:05:38.9Z,3,REGULAR,rebound,offensive,[],1629684,,,1610612738,56,47,2022-05-15T21:05:41Z,3840000,,,0,,G. Williams REBOUND (Off:1 Def:0),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,386.0,,,,,1.0,0.0,1.0,,,,,,,,,,,
388,PT10M03.00S,2022-05-15T21:05:49.9Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1627759,79.84559789750328,93.62745098039215,1610612738,59,47,2022-05-15T21:05:53Z,3850000,218.0,137.0,1,right,J. Brown 25' 3PT  (15 PTS) (J. Tatum 4 AST),"[1627759, 1628369]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,25.76,Made,,15.0,J. Tatum,1628369.0,4.0,,,,,,,,,,,,,,
390,PT10M01.00S,2022-05-15T21:05:56.9Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612749,59,47,2022-05-15T21:05:56Z,3870000,,,0,,MIL Timeout,[],1610612749.0,MIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
391,PT09M51.00S,2022-05-15T21:09:54.9Z,3,REGULAR,2pt,Jump Shot,[],201950,21.632720105124836,58.333333333333336,1610612749,59,49,2022-05-15T21:09:58Z,3880000,-42.0,151.0,1,left,J. Holiday 15' pullup Jump Shot (10 PTS) (G. Antetokounmpo 8 AST),"[201950, 203507]",1610612749.0,MIL,pullup,,,Holiday,J. Holiday,,,,,15.65,Made,,10.0,G. Antetokounmpo,203507.0,8.0,,,,,,,,,,,,,,
392,PT09M36.00S,2022-05-15T21:10:11.6Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1627759,92.59198423127464,57.35294117647059,1610612738,61,49,2022-05-15T21:10:32Z,3890000,37.0,17.0,1,right,J. Brown alley-oop Layup (17 PTS) (J. Tatum 5 AST),"[1627759, 1628369]",1610612738.0,BOS,alley-oop,,,Brown,J. Brown,,,,,4.06,Made,,17.0,J. Tatum,1628369.0,5.0,,,,,,,,,,,,,,
394,PT09M36.00S,2022-05-15T21:10:16.9Z,3,REGULAR,foul,personal,['1freethrow'],201950,,,1610612738,61,49,2022-05-15T21:10:29Z,3910000,,,0,,J. Holiday shooting personal FOUL (3 PF) (Brown 1 FT),"[201950, 1627759]",1610612749.0,MIL,shooting,,,Holiday,J. Holiday,,,,,,,,,,,,,,,201640.0,3.0,0.0,Brown,1627759.0,,,,,,
396,PT09M36.00S,2022-05-15T21:10:39.0Z,3,REGULAR,freethrow,1 of 1,[],1627759,,,1610612738,61,49,2022-05-15T21:10:39Z,3930000,,,0,,MISS J. Brown Free Throw 1 of 1,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,Missed,,,,,,,,,,,,,,,,,,,
397,PT09M36.00S,2022-05-15T21:10:39.0Z,3,REGULAR,rebound,defensive,[],1628960,,,1610612749,61,49,2022-05-15T21:10:43Z,3940000,,,0,,G. Allen REBOUND (Off:0 Def:2),[1628960],1610612749.0,MIL,,,,Allen,G. Allen,,,,,,,396.0,,,,,2.0,2.0,0.0,,,,,,,,,,,
398,PT09M20.00S,2022-05-15T21:10:54.8Z,3,REGULAR,2pt,Jump Shot,[],201950,15.818002628120894,92.8921568627451,1610612749,61,49,2022-05-15T21:15:00Z,3950000,-214.0,96.0,1,left,MISS J. Holiday 23' pullup Shot,[201950],1610612749.0,MIL,pullup,,,Holiday,J. Holiday,,,,,23.51,Missed,,,,,,,,,,,,,,,,,,,
399,PT09M18.00S,2022-05-15T21:10:56.8Z,3,REGULAR,rebound,defensive,[],1629684,,,1610612738,61,49,2022-05-15T21:10:59Z,3960000,,,0,,G. Williams REBOUND (Off:1 Def:1),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,398.0,,,,,2.0,1.0,1.0,,,,,,,,,,,
401,PT09M02.00S,2022-05-15T21:11:13.6Z,3,REGULAR,3pt,Jump Shot,[],1629684,87.46714848883047,95.09803921568627,1610612738,61,49,2022-05-15T21:11:18Z,3970000,225.0,65.0,1,right,MISS G. Williams 3PT,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,23.48,Missed,,,,,,,,,,,,,,,,,,,
402,PT08M59.00S,2022-05-15T21:11:16.6Z,3,REGULAR,rebound,defensive,[],202083,,,1610612749,61,49,2022-05-15T21:11:18Z,3980000,,,0,,W. Matthews REBOUND (Off:1 Def:1),[202083],1610612749.0,MIL,,,,Matthews,W. Matthews,,,,,,,401.0,,,,,2.0,1.0,1.0,,,,,,,,,,,
403,PT08M52.00S,2022-05-15T21:11:24.9Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612749,61,49,2022-05-15T21:11:24Z,3990000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
426,PT08M52.00S,2022-05-15T21:11:41.4Z,3,REGULAR,stoppage,court clean up,[],0,,,1610612749,61,49,2022-05-15T21:16:53Z,3995000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
404,PT08M44.00S,2022-05-15T21:11:58.0Z,3,REGULAR,2pt,Jump Shot,[],203507,25.706307490144546,37.99019607843137,1610612749,61,49,2022-05-15T21:17:16Z,4000000,60.0,189.0,1,left,MISS G. Antetokounmpo 19' pullup Shot,[203507],1610612749.0,MIL,pullup,,,Antetokounmpo,G. Antetokounmpo,,,,,19.84,Missed,,,,,,,,,,,,,,,,,,,
405,PT08M42.00S,2022-05-15T21:12:00.0Z,3,REGULAR,rebound,offensive,[],201950,,,1610612749,61,49,2022-05-15T21:12:05Z,4010000,,,0,,J. Holiday REBOUND (Off:1 Def:0),[201950],1610612749.0,MIL,,,,Holiday,J. Holiday,,,,,,,404.0,,,,,1.0,0.0,1.0,,,,,,,,,,,
406,PT08M40.00S,2022-05-15T21:12:02.2Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",201950,6.652431011826544,47.794117647058826,1610612749,61,51,2022-05-15T21:12:08Z,4020000,11.0,10.0,1,left,J. Holiday putback Layup (12 PTS),[201950],1610612749.0,MIL,putback,,,Holiday,J. Holiday,,,,,1.49,Made,,12.0,,,,,,,,,,,,,,,,,
407,PT08M29.00S,2022-05-15T21:12:15.1Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612738,61,51,2022-05-15T21:12:15Z,4030000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
408,PT08M29.00S,2022-05-15T21:12:19.5Z,3,REGULAR,substitution,out,[],1628960,,,1610612738,61,51,2022-05-15T21:12:25Z,4040000,,,0,,SUB out: G. Allen,[1628960],1610612749.0,MIL,,,,Allen,G. Allen,,,,,,,,,,,,,,,,,,,,,,,,,
409,PT08M29.00S,2022-05-15T21:12:19.5Z,3,REGULAR,substitution,in,[],1626192,,,1610612738,61,51,2022-05-15T21:12:25Z,4050000,,,0,,SUB in: P. Connaughton,[1626192],1610612749.0,MIL,,,,Connaughton,P. Connaughton,,,,,,,,,,,,,,,,,,,,,,,,,
410,PT08M27.00S,2022-05-15T21:12:40.7Z,3,REGULAR,3pt,Jump Shot,[],1629684,67.49342969776609,29.65686274509804,1610612738,61,51,2022-05-15T21:12:46Z,4060000,-102.0,253.0,1,right,MISS G. Williams 27' 3PT,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,27.28,Missed,,,,,,,,,,,,,,,,,,,
411,PT08M24.00S,2022-05-15T21:12:43.7Z,3,REGULAR,rebound,defensive,[],201950,,,1610612749,61,51,2022-05-15T21:12:46Z,4070000,,,0,,J. Holiday REBOUND (Off:1 Def:1),[201950],1610612749.0,MIL,,,,Holiday,J. Holiday,,,,,,,410.0,,,,,2.0,1.0,1.0,,,,,,,,,,,
412,PT08M19.00S,2022-05-15T21:12:48.5Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",202083,9.017739816031538,43.38235294117647,1610612749,61,51,2022-05-15T21:12:52Z,4080000,33.0,32.0,1,left,MISS W. Matthews running Layup - blocked,"[202083, 1628369]",1610612749.0,MIL,running,,,Matthews,W. Matthews,,,,,4.62,Missed,,,,,,,,,,,,,,,Tatum,1628369.0,,,
413,PT08M19.00S,2022-05-15T21:12:48.5Z,3,REGULAR,block,,[],1628369,,,1610612749,61,51,2022-05-15T21:12:50Z,4090000,,,0,,J. Tatum BLOCK (1 BLK),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,
414,PT08M17.00S,2022-05-15T21:12:50.5Z,3,REGULAR,rebound,defensive,[],1629684,,,1610612738,61,51,2022-05-15T21:12:52Z,4100000,,,0,,G. Williams REBOUND (Off:1 Def:2),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,412.0,,,,,3.0,2.0,1.0,,,,,,,,,,,
415,PT08M10.00S,2022-05-15T21:12:57.6Z,3,REGULAR,foul,personal,['2freethrow'],201572,,,1610612738,61,51,2022-05-15T21:13:06Z,4110000,,,0,,B. Lopez shooting personal FOUL (1 PF) (Smart 2 FT),"[201572, 203935]",1610612749.0,MIL,shooting,,,Lopez,B. Lopez,,,,,,,,,,,,,,,101284.0,1.0,1.0,Smart,203935.0,,,,,,
417,PT08M10.00S,2022-05-15T21:13:26.5Z,3,REGULAR,freethrow,1 of 2,[],203935,,,1610612738,62,51,2022-05-15T21:13:26Z,4130000,,,0,,M. Smart Free Throw 1 of 2 (6 PTS),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,Made,,6.0,,,,,,,,,,,,,,,,,
418,PT08M10.00S,2022-05-15T21:13:42.2Z,3,REGULAR,freethrow,2 of 2,[],203935,,,1610612738,63,51,2022-05-15T21:13:42Z,4140000,,,0,,M. Smart Free Throw 2 of 2 (7 PTS),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,Made,,7.0,,,,,,,,,,,,,,,,,
419,PT07M59.00S,2022-05-15T21:13:55.1Z,3,REGULAR,2pt,Jump Shot,[],203507,22.28975032851511,64.2156862745098,1610612749,63,53,2022-05-15T21:19:28Z,4142500,-71.0,157.0,1,left,G. Antetokounmpo 17' floating Jump Shot (19 PTS) (J. Holiday 6 AST),"[203507, 201950]",1610612749.0,MIL,floating,,,Antetokounmpo,G. Antetokounmpo,,,,,17.23,Made,,19.0,J. Holiday,201950.0,6.0,,,,,,,,,,,,,,
421,PT07M59.00S,2022-05-15T21:14:08.8Z,3,REGULAR,stoppage,court clean up,[],0,,,1610612738,63,53,2022-05-15T21:15:06Z,4145000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
422,PT07M44.00S,2022-05-15T21:15:15.0Z,3,REGULAR,foul,offensive,[],1628369,,,1610612738,63,53,2022-05-15T21:19:55Z,4180000,,,0,,J. Tatum offensive FOUL (4 PF),"[1628369, 1626192]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,101284.0,4.0,0.0,Connaughton,1626192.0,,,,,,
424,PT07M44.00S,2022-05-15T21:15:15.0Z,3,REGULAR,turnover,offensive foul,[],1628369,,,1610612738,63,53,2022-05-15T21:15:15Z,4200000,,,0,,J. Tatum offensive foul TURNOVER (6 TO),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,101284.0,,,,,6.0,,,,,
425,PT07M44.00S,2022-05-15T21:16:31.0Z,3,REGULAR,instantreplay,request,[],0,,,1610612749,63,53,2022-05-15T21:16:40Z,4210000,,,0,,,[],,,support,,,,,,,,,,,,,,,,,,,1148.0,,,,,,,,,,Common Foul Upheld
427,PT07M44.00S,2022-05-15T21:16:39.2Z,3,REGULAR,substitution,out,[],1628369,,,1610612749,63,53,2022-05-15T21:17:11Z,4220000,,,0,,SUB out: J. Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,
428,PT07M44.00S,2022-05-15T21:16:39.2Z,3,REGULAR,substitution,in,[],1628401,,,1610612749,63,53,2022-05-15T21:17:11Z,4230000,,,0,,SUB in: D. White,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,,,,,,,,,,,,,,,,,,
429,PT07M30.00S,2022-05-15T21:17:32.9Z,3,REGULAR,turnover,lost ball,[],203507,,,1610612749,63,53,2022-05-15T21:17:36Z,4240000,,,0,,G. Antetokounmpo lost ball TURNOVER (4 TO),"[203507, 1628401]",1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,,,,,,,,,,4.0,,,White,1628401.0,
430,PT07M30.00S,2022-05-15T21:17:32.9Z,3,REGULAR,steal,,[],1628401,,,1610612738,63,53,2022-05-15T21:17:34Z,4250000,,,0,,D. White STEAL (1 STL),[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,,,,,,,,,,,,,,,,,,
431,PT07M23.00S,2022-05-15T21:17:40.5Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",201143,89.17542706964521,50.0,1610612738,65,53,2022-05-15T21:17:43Z,4260000,0.0,49.0,1,right,A. Horford cutting Layup (4 PTS) (M. Smart 8 AST),"[201143, 203935]",1610612738.0,BOS,cutting,,,Horford,A. Horford,,,,,4.93,Made,,4.0,M. Smart,203935.0,8.0,,,,,,,,,,,,,,
