actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,value
87,PT06M19.00S,2022-04-25T23:18:37.1Z,1,REGULAR,rebound,defensive,[],1629651,,,1610612751,12,15,2022-04-25T23:18:45Z,860000,,,0,,N. Claxton REBOUND (Off:0 Def:1),[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,,,86.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
88,PT06M15.00S,2022-04-25T23:18:41.0Z,1,REGULAR,turnover,lost ball,[],201609,,,1610612751,12,15,2022-04-25T23:18:47Z,870000,,,0,,G. Dragic lost ball TURNOVER (1 TO),"[201609, 1627759]",1610612751.0,BKN,,,,Dragic,G. Dragic,,,,,,,,,,,,,,,,,,,,1.0,Brown,1627759.0,,,
89,PT06M15.00S,2022-04-25T23:18:41.0Z,1,REGULAR,steal,,[],1627759,,,1610612738,12,15,2022-04-25T23:18:43Z,880000,,,0,,J. Brown STEAL (1 STL),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,
90,PT06M09.00S,2022-04-25T23:18:51.5Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",201609,,,1610612738,12,15,2022-04-25T23:19:04Z,890000,,,0,,G. Dragic personal FOUL (1 PF) (Brown 2 FT),"[201609, 1627759]",1610612751.0,BKN,,,,Dragic,G. Dragic,,,,,,,,,,,101283.0,1.0,0.0,Brown,1627759.0,,,,,,,,,,
92,PT06M09.00S,2022-04-25T23:19:17.7Z,1,REGULAR,freethrow,1 of 2,['fromturnover'],1627759,,,1610612738,12,16,2022-04-25T23:19:17Z,910000,,,0,,J. Brown Free Throw 1 of 2 (5 PTS),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,Made,,,,,,,,,,5.0,,,,,,,,,
93,PT06M09.00S,2022-04-25T23:19:21.9Z,1,REGULAR,substitution,out,[],1628369,,,1610612738,12,16,2022-04-25T23:19:27Z,920000,,,0,,SUB out: J. Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,
94,PT06M09.00S,2022-04-25T23:19:21.9Z,1,REGULAR,substitution,in,[],1628401,,,1610612738,12,16,2022-04-25T23:19:27Z,930000,,,0,,SUB in: D. White,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,,,,,,,,,,,,,,,,,,
95,PT06M09.00S,2022-04-25T23:19:40.7Z,1,REGULAR,freethrow,2 of 2,['fromturnover'],1627759,,,1610612738,12,17,2022-04-25T23:19:40Z,940000,,,0,,J. Brown Free Throw 2 of 2 (6 PTS),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,Made,,,,,,,,,,6.0,,,,,,,,,
96,PT05M55.00S,2022-04-25T23:19:57.6Z,1,REGULAR,3pt,Jump Shot,[],201609,5.206964520367937,97.05882352941177,1610612751,12,17,2022-04-25T23:20:05Z,950000,-235.0,-4.0,1,left,MISS G. Dragic 3PT,[201609],1610612751.0,BKN,,,,Dragic,G. Dragic,,,,,23.53,Missed,,,,,,,,,,,,,,,,,,,
97,PT05M52.00S,2022-04-25T23:20:00.6Z,1,REGULAR,rebound,offensive,[],201609,,,1610612751,12,17,2022-04-25T23:20:05Z,960000,,,0,,G. Dragic REBOUND (Off:1 Def:0),[201609],1610612751.0,BKN,,,,Dragic,G. Dragic,,,,,,,96.0,1.0,0.0,1.0,,,,,,,,,,,,,,,
98,PT05M50.00S,2022-04-25T23:20:03.5Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],201142,30.305519053876477,27.450980392156865,1610612751,12,17,2022-04-25T23:20:07Z,970000,113.0,232.0,1,left,MISS K. Durant 25' 3PT,[201142],1610612751.0,BKN,,,,Durant,K. Durant,,,,,25.83,Missed,,,,,,,,,,,,,,,,,,,
99,PT05M46.00S,2022-04-25T23:20:07.5Z,1,REGULAR,rebound,defensive,[],1628464,,,1610612738,12,17,2022-04-25T23:20:07Z,980000,,,0,,D. Theis REBOUND (Off:1 Def:4),[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,98.0,5.0,4.0,1.0,,,,,,,,,,,,,,,
100,PT05M32.00S,2022-04-25T23:20:21.4Z,1,REGULAR,2pt,Jump Shot,[],1627759,77.21747700394218,29.65686274509804,1610612738,12,17,2022-04-25T23:22:33Z,990000,-102.0,162.0,1,right,MISS J. Brown 19' step back Shot,[1627759],1610612738.0,BOS,step back,,,Brown,J. Brown,,,,,19.1,Missed,,,,,,,,,,,,,,,,,,,
101,PT05M29.00S,2022-04-25T23:20:24.4Z,1,REGULAR,rebound,offensive,[],1628464,,,1610612738,12,17,2022-04-25T23:20:26Z,1000000,,,0,,D. Theis REBOUND (Off:2 Def:4),[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,100.0,6.0,4.0,2.0,,,,,,,,,,,,,,,
102,PT05M28.00S,2022-04-25T23:20:25.2Z,1,REGULAR,turnover,lost ball,[],1628464,,,1610612738,12,17,2022-04-25T23:20:29Z,1010000,,,0,,D. Theis lost ball TURNOVER (2 TO),"[1628464, 201609]",1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,,,,,,,,,,2.0,Dragic,201609.0,,,
103,PT05M28.00S,2022-04-25T23:20:25.2Z,1,REGULAR,steal,,[],201609,,,1610612751,12,17,2022-04-25T23:20:27Z,1020000,,,0,,G. Dragic STEAL (1 STL),[201609],1610612751.0,BKN,,,,Dragic,G. Dragic,,,,,,,,,,,,,,,,,,,,,,,,,
105,PT05M22.00S,2022-04-25T23:20:41.3Z,1,REGULAR,foul,offensive,['inpenalty'],201609,,,1610612751,12,17,2022-04-25T23:23:36Z,1040000,,,0,,G. Dragic charge offensive FOUL (2 PF),"[201609, 203935]",1610612751.0,BKN,charge,,,Dragic,G. Dragic,,,,,,,,,,,101283.0,2.0,0.0,Smart,203935.0,,,,,,,,,,
107,PT05M22.00S,2022-04-25T23:20:41.3Z,1,REGULAR,turnover,offensive foul,[],201609,,,1610612751,12,17,2022-04-25T23:20:41Z,1060000,,,0,,G. Dragic offensive foul TURNOVER (2 TO),[201609],1610612751.0,BKN,,,,Dragic,G. Dragic,,,,,,,,,,,101283.0,,,,,,,,,2.0,,,,,
108,PT05M10.00S,2022-04-25T23:21:02.9Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1628401,87.86136662286465,49.01960784313725,1610612738,12,19,2022-04-25T23:21:07Z,1070000,-5.0,62.0,1,right,D. White 6' floating Jump Shot (2 PTS) (M. Smart 3 AST),"[1628401, 203935]",1610612738.0,BOS,floating,,,White,D. White,,,,,6.18,Made,,,,,,,,,,2.0,M. Smart,203935.0,3.0,,,,,,
110,PT04M53.00S,2022-04-25T23:21:19.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],202681,7.046649145860711,49.50980392156863,1610612751,12,19,2022-04-25T23:21:24Z,1090000,2.0,14.0,1,left,MISS K. Irving driving Layup - blocked,"[202681, 1628464]",1610612751.0,BKN,driving,,,Irving,K. Irving,,,,,1.39,Missed,,,,,,,,,,,,,,,,,Theis,1628464.0,
111,PT04M53.00S,2022-04-25T23:21:19.1Z,1,REGULAR,block,,[],1628464,,,1610612751,12,19,2022-04-25T23:21:21Z,1100000,,,0,,D. Theis BLOCK (1 BLK),[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,,,,,,,,,,,,,,,
112,PT04M50.00S,2022-04-25T23:21:22.1Z,1,REGULAR,rebound,defensive,[],203935,,,1610612738,12,19,2022-04-25T23:21:24Z,1110000,,,0,,M. Smart REBOUND (Off:0 Def:1),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,110.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
113,PT04M47.00S,2022-04-25T23:21:27.4Z,1,REGULAR,2pt,Jump Shot,"['fastbreak', 'pointsinthepaint']",1628401,91.80354796320631,61.51960784313726,1610612738,12,21,2022-04-25T23:22:13Z,1120000,58.0,25.0,1,right,D. White 6' driving bank Jump Shot (4 PTS) (M. Smart 4 AST),"[1628401, 203935]",1610612738.0,BOS,driving bank,,,White,D. White,,,,,6.26,Made,,,,,,,,,,4.0,M. Smart,203935.0,4.0,,,,,,
115,PT04M47.00S,2022-04-25T23:21:32.0Z,1,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1629651,,,1610612738,12,21,2022-04-25T23:21:51Z,1140000,,,0,,N. Claxton shooting personal FOUL (1 PF) (White 1 FT),"[1629651, 1628401]",1610612751.0,BKN,shooting,,,Claxton,N. Claxton,,,,,,,,,,,2882.0,1.0,0.0,White,1628401.0,,,,,,,,,,
117,PT04M47.00S,2022-04-25T23:21:43.6Z,1,REGULAR,substitution,out,[],1628464,,,1610612738,12,21,2022-04-25T23:21:48Z,1160000,,,0,,SUB out: D. Theis,[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,,,,,,,,,,,,,,,
118,PT04M47.00S,2022-04-25T23:21:43.6Z,1,REGULAR,substitution,in,[],1629057,,,1610612738,12,21,2022-04-25T23:21:48Z,1170000,,,0,,SUB in: R. Williams III,[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,,
119,PT04M47.00S,2022-04-25T23:22:12.2Z,1,REGULAR,freethrow,1 of 1,['fastbreak'],1628401,,,1610612738,12,22,2022-04-25T23:22:12Z,1180000,,,0,,D. White Free Throw 1 of 1 (5 PTS),[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,Made,,,,,,,,,,5.0,,,,,,,,,
120,PT04M30.00S,2022-04-25T23:22:31.6Z,1,REGULAR,2pt,Jump Shot,[],202681,21.632720105124836,34.31372549019608,1610612751,12,22,2022-04-25T23:22:43Z,1190000,78.0,151.0,1,left,MISS K. Irving 17' pullup Shot,[202681],1610612751.0,BKN,pullup,,,Irving,K. Irving,,,,,17.0,Missed,,,,,,,,,,,,,,,,,,,
121,PT04M26.00S,2022-04-25T23:22:35.6Z,1,REGULAR,rebound,defensive,[],1628401,,,1610612738,12,22,2022-04-25T23:22:43Z,1200000,,,0,,D. White REBOUND (Off:0 Def:1),[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,120.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
122,PT04M22.00S,2022-04-25T23:22:40.0Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1627759,93.9060446780552,55.14705882352941,1610612738,12,22,2022-04-25T23:22:47Z,1210000,26.0,5.0,1,right,MISS J. Brown running Layup,[1627759],1610612738.0,BOS,running,,,Brown,J. Brown,,,,,2.61,Missed,,,,,,,,,,,,,,,,,,,
123,PT04M19.00S,2022-04-25T23:22:43.0Z,1,REGULAR,rebound,defensive,[],201609,,,1610612751,12,22,2022-04-25T23:22:47Z,1220000,,,0,,G. Dragic REBOUND (Off:1 Def:1),[201609],1610612751.0,BKN,,,,Dragic,G. Dragic,,,,,,,122.0,2.0,1.0,1.0,,,,,,,,,,,,,,,
125,PT04M16.00S,2022-04-25T23:22:49.6Z,1,REGULAR,foul,personal,['2freethrow'],1628401,,,1610612751,12,22,2022-04-25T23:23:03Z,1230000,,,0,,D. White shooting personal FOUL (1 PF) (Claxton 2 FT),"[1628401, 1629651]",1610612738.0,BOS,shooting,,,White,D. White,,,,,,,,,,,2882.0,1.0,0.0,Claxton,1629651.0,,,,,,,,,,
127,PT04M16.00S,2022-04-25T23:23:22.4Z,1,REGULAR,freethrow,1 of 2,['fastbreak'],1629651,,,1610612751,12,22,2022-04-25T23:23:42Z,1250000,,,0,,MISS N. Claxton Free Throw 1 of 2,[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,,Missed,,,,,,,,,,,,,,,,,,,
128,PT04M16.00S,2022-04-25T23:23:22.4Z,1,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612751,12,22,2022-04-25T23:23:42Z,1260000,,,0,,TEAM offensive REBOUND,[],1610612751.0,BKN,,,,,,,,,,,,127.0,,,,,,,,,,,,,,,,,,
129,PT04M16.00S,2022-04-25T23:23:22.4Z,1,REGULAR,freethrow,2 of 2,['fastbreak'],1629651,,,1610612751,12,22,2022-04-25T23:23:42Z,1270000,,,0,,MISS N. Claxton Free Throw 2 of 2,[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,,Missed,,,,,,,,,,,,,,,,,,,
130,PT04M13.00S,2022-04-25T23:23:25.4Z,1,REGULAR,rebound,defensive,[],1627759,,,1610612738,12,22,2022-04-25T23:23:42Z,1280000,,,0,,J. Brown REBOUND (Off:0 Def:2),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,129.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
131,PT04M03.00S,2022-04-25T23:23:51.3Z,1,REGULAR,3pt,Jump Shot,[],1628401,93.64323258869908,3.431372549019608,1610612738,12,22,2022-04-25T23:23:55Z,1290000,-233.0,7.0,1,right,MISS D. White 3PT,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,23.29,Missed,,,,,,,,,,,,,,,,,,,
132,PT04M00.00S,2022-04-25T23:23:54.3Z,1,REGULAR,rebound,defensive,[],1629651,,,1610612751,12,22,2022-04-25T23:23:55Z,1300000,,,0,,N. Claxton REBOUND (Off:0 Def:2),[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,,,131.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
133,PT03M53.00S,2022-04-25T23:24:01.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629651,9.149145860709593,53.92156862745098,1610612751,14,22,2022-04-25T23:24:15Z,1310000,-20.0,34.0,1,left,N. Claxton turnaround Jump Shot (2 PTS) (K. Durant 1 AST),"[1629651, 201142]",1610612751.0,BKN,turnaround,,,Claxton,N. Claxton,,,,,3.88,Made,,,,,,,,,,2.0,K. Durant,201142.0,1.0,,,,,,
135,PT03M40.00S,2022-04-25T23:24:17.2Z,1,REGULAR,foul,offensive,[],1629057,,,1610612738,14,22,2022-04-25T23:24:34Z,1330000,,,0,,R. Williams III offensive FOUL (1 PF),"[1629057, 1629651]",1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,1162.0,1.0,0.0,Claxton,1629651.0,,,,,,,,,,
137,PT03M40.00S,2022-04-25T23:24:17.2Z,1,REGULAR,turnover,offensive foul,[],1629057,,,1610612738,14,22,2022-04-25T23:24:17Z,1350000,,,0,,R. Williams III offensive foul TURNOVER (1 TO),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,1162.0,,,,,,,,,1.0,,,,,
138,PT03M40.00S,2022-04-25T23:24:26.8Z,1,REGULAR,substitution,out,[],1629651,,,1610612751,14,22,2022-04-25T23:24:34Z,1360000,,,0,,SUB out: N. Claxton,[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,,,,,,,,,,,,,,,,,,,,,
139,PT03M40.00S,2022-04-25T23:24:26.8Z,1,REGULAR,substitution,in,[],1628971,,,1610612751,14,22,2022-04-25T23:24:34Z,1370000,,,0,,SUB in: B. Brown,[1628971],1610612751.0,BKN,,,,Brown,B. Brown,,,,,,,,,,,,,,,,,,,,,,,,,
140,PT03M30.00S,2022-04-25T23:24:44.0Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",201142,12.040078843626807,46.07843137254902,1610612751,16,22,2022-04-25T23:24:49Z,1380000,20.0,61.0,1,left,K. Durant 6' driving floating Jump Shot (9 PTS),[201142],1610612751.0,BKN,driving floating,,,Durant,K. Durant,,,,,6.38,Made,,,,,,,,,,9.0,,,,,,,,,
141,PT03M13.00S,2022-04-25T23:25:00.6Z,1,REGULAR,3pt,Jump Shot,[],1629684,92.72339027595268,3.1862745098039214,1610612738,16,25,2022-04-25T23:25:04Z,1390000,-234.0,16.0,1,right,G. Williams 3PT  (3 PTS) (M. Smart 5 AST),"[1629684, 203935]",1610612738.0,BOS,,,,Williams,G. Williams,,,,,23.46,Made,,,,,,,,,,3.0,M. Smart,203935.0,5.0,,,,,,
143,PT03M01.00S,2022-04-25T23:25:12.0Z,1,REGULAR,3pt,Jump Shot,[],202681,32.276609724047304,27.941176470588236,1610612751,19,25,2022-04-25T23:30:03Z,1410000,110.0,251.0,1,left,K. Irving 27' 3PT pullup (3 PTS),[202681],1610612751.0,BKN,pullup,,,Irving,K. Irving,,,,,27.41,Made,,,,,,,,,,3.0,,,,,,,,,
144,PT02M36.00S,2022-04-25T23:25:38.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203935,93.77463863337714,49.01960784313725,1610612738,19,27,2022-04-25T23:25:42Z,1420000,-5.0,6.0,1,right,M. Smart driving Layup (2 PTS),[203935],1610612738.0,BOS,driving,,,Smart,M. Smart,,,,,0.77,Made,,,,,,,,,,2.0,,,,,,,,,
180,PT02M22.00S,2022-04-25T23:25:51.3Z,1,REGULAR,turnover,out-of-bounds,[],201142,,,1610612751,19,27,2022-04-26T00:15:21Z,1437500,,,0,,K. Durant lost ball out-of-bounds TURNOVER (1 TO),[201142],1610612751.0,BKN,lost ball,,,Durant,K. Durant,,,,,,,,,,,1162.0,,,,,,,,,1.0,,,,,
149,PT02M22.00S,2022-04-25T23:26:04.4Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612738,19,27,2022-04-25T23:32:41Z,1455000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,PT02M22.00S,2022-04-25T23:26:08.8Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612738,19,27,2022-04-25T23:32:41Z,1460000,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,PT02M22.00S,2022-04-25T23:26:09.9Z,1,REGULAR,substitution,out,[],202681,,,1610612738,19,27,2022-04-25T23:32:41Z,1470000,,,0,,SUB out: K. Irving,[202681],1610612751.0,BKN,,,,Irving,K. Irving,,,,,,,,,,,,,,,,,,,,,,,,,
151,PT02M22.00S,2022-04-25T23:26:09.9Z,1,REGULAR,substitution,out,[],1627759,,,1610612738,19,27,2022-04-25T23:32:41Z,1480000,,,0,,SUB out: J. Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,
152,PT02M22.00S,2022-04-25T23:26:09.9Z,1,REGULAR,substitution,in,[],1629651,,,1610612738,19,27,2022-04-25T23:32:41Z,1490000,,,0,,SUB in: N. Claxton,[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,,,,,,,,,,,,,,,,,,,,,
153,PT02M22.00S,2022-04-25T23:26:09.9Z,1,REGULAR,substitution,in,[],1628369,,,1610612738,19,27,2022-04-25T23:32:41Z,1500000,,,0,,SUB in: J. Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,
154,PT02M04.00S,2022-04-25T23:29:51.3Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],203935,68.41327201051249,64.2156862745098,1610612738,19,27,2022-04-25T23:32:41Z,1510000,71.0,244.0,1,right,MISS M. Smart 25' 3PT,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,25.45,Missed,,,,,,,,,,,,,,,,,,,
155,PT02M01.00S,2022-04-25T23:29:54.3Z,1,REGULAR,rebound,defensive,[],201609,,,1610612751,19,27,2022-04-25T23:29:55Z,1520000,,,0,,G. Dragic REBOUND (Off:1 Def:2),[201609],1610612751.0,BKN,,,,Dragic,G. Dragic,,,,,,,154.0,3.0,2.0,1.0,,,,,,,,,,,,,,,
156,PT01M59.00S,2022-04-25T23:29:56.9Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",201142,5.469776609724048,50.245098039215684,1610612751,21,27,2022-04-25T23:30:02Z,1530000,-1.0,-1.0,1,left,K. Durant running DUNK (11 PTS) (G. Dragic 2 AST),"[201142, 201609]",1610612751.0,BKN,running,,,Durant,K. Durant,,,,,0.16,Made,,,,,,,,,,11.0,G. Dragic,201609.0,2.0,,,,,,
158,PT01M40.00S,2022-04-25T23:30:16.2Z,1,REGULAR,turnover,bad pass,[],1628369,,,1610612738,21,27,2022-04-25T23:30:22Z,1550000,,,0,,J. Tatum bad pass TURNOVER (1 TO),"[1628369, 1629651]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,1.0,Claxton,1629651.0,,,
159,PT01M40.00S,2022-04-25T23:30:16.2Z,1,REGULAR,steal,,[],1629651,,,1610612751,21,27,2022-04-26T00:27:14Z,1560000,,,0,,N. Claxton STEAL (2 STL),[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,,,,,,,,,,,,,,,,,,,,,
160,PT01M37.00S,2022-04-25T23:30:22.0Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203935,,,1610612751,21,27,2022-04-25T23:30:37Z,1570000,,,0,,M. Smart shooting personal FOUL (1 PF) (Claxton 2 FT),"[203935, 1629651]",1610612738.0,BOS,shooting,,,Smart,M. Smart,,,,,,,,,,,1162.0,1.0,0.0,Claxton,1629651.0,,,,,,,,,,
162,PT01M37.00S,2022-04-25T23:30:49.8Z,1,REGULAR,freethrow,1 of 2,"['fromturnover', 'fastbreak']",1629651,,,1610612751,21,27,2022-04-25T23:31:10Z,1590000,,,0,,MISS N. Claxton Free Throw 1 of 2,[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,,Missed,,,,,,,,,,,,,,,,,,,
163,PT01M37.00S,2022-04-25T23:30:49.8Z,1,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612751,21,27,2022-04-25T23:31:10Z,1600000,,,0,,TEAM offensive REBOUND,[],1610612751.0,BKN,,,,,,,,,,,,162.0,,,,,,,,,,,,,,,,,,
164,PT01M37.00S,2022-04-25T23:30:50.4Z,1,REGULAR,substitution,out,[],203935,,,1610612751,21,27,2022-04-25T23:31:02Z,1610000,,,0,,SUB out: M. Smart,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,,
165,PT01M37.00S,2022-04-25T23:30:50.4Z,1,REGULAR,substitution,in,[],1630202,,,1610612751,21,27,2022-04-25T23:31:02Z,1620000,,,0,,SUB in: P. Pritchard,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,,,,,,,,
166,PT01M37.00S,2022-04-25T23:30:49.8Z,1,REGULAR,freethrow,2 of 2,"['fastbreak', 'fromturnover']",1629651,,,1610612751,21,27,2022-04-25T23:31:10Z,1630000,,,0,,MISS N. Claxton Free Throw 2 of 2,[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,,Missed,,,,,,,,,,,,,,,,,,,
167,PT01M34.00S,2022-04-25T23:30:52.8Z,1,REGULAR,rebound,defensive,[],1628369,,,1610612738,21,27,2022-04-25T23:31:10Z,1640000,,,0,,J. Tatum REBOUND (Off:0 Def:1),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,166.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
168,PT01M22.00S,2022-04-25T23:31:22.8Z,1,REGULAR,3pt,Jump Shot,[],1628369,69.59592641261499,26.47058823529412,1610612738,21,27,2022-04-25T23:31:29Z,1650000,-118.0,233.0,1,right,MISS J. Tatum 26' 3PT,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,26.13,Missed,,,,,,,,,,,,,,,,,,,
169,PT01M19.00S,2022-04-25T23:31:25.8Z,1,REGULAR,rebound,offensive,[],1629057,,,1610612738,21,27,2022-04-25T23:31:29Z,1660000,,,0,,R. Williams III REBOUND (Off:1 Def:0),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,168.0,1.0,0.0,1.0,,,,,,,,,,,,,,,
170,PT01M19.00S,2022-04-25T23:31:27.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629057,92.32917214191852,50.245098039215684,1610612738,21,27,2022-04-25T23:31:40Z,1670000,1.0,20.0,1,right,MISS R. Williams III putback Layup,[1629057],1610612738.0,BOS,putback,,,Williams III,R. Williams III,,,,,1.96,Missed,,,,,,,,,,,,,,,,,,,
171,PT01M19.00S,2022-04-25T23:31:27.7Z,1,REGULAR,rebound,offensive,[],1629057,,,1610612738,21,27,2022-04-25T23:31:40Z,1680000,,,0,,R. Williams III REBOUND (Off:2 Def:0),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,170.0,2.0,0.0,2.0,,,,,,,,,,,,,,,
172,PT01M19.00S,2022-04-25T23:31:30.6Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",201609,,,1610612738,21,27,2022-04-25T23:31:42Z,1690000,,,0,,G. Dragic shooting personal FOUL (3 PF) (Williams III 2 FT),"[201609, 1629057]",1610612751.0,BKN,shooting,,,Dragic,G. Dragic,,,,,,,,,,,1162.0,3.0,0.0,Williams III,1629057.0,,,,,,,,,,
174,PT01M19.00S,2022-04-25T23:31:58.9Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],1629057,,,1610612738,21,27,2022-04-25T23:31:58Z,1710000,,,0,,MISS R. Williams III Free Throw 1 of 2,[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,Missed,,,,,,,,,,,,,,,,,,,
175,PT01M19.00S,2022-04-25T23:31:58.9Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612738,21,27,2022-04-25T23:31:58Z,1720000,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,174.0,,,,,,,,,,,,,,,,,,
176,PT01M19.00S,2022-04-25T23:32:00.5Z,1,REGULAR,substitution,out,[],201609,,,1610612738,21,27,2022-04-25T23:32:07Z,1730000,,,0,,SUB out: G. Dragic,[201609],1610612751.0,BKN,,,,Dragic,G. Dragic,,,,,,,,,,,,,,,,,,,,,,,,,
177,PT01M19.00S,2022-04-25T23:32:00.5Z,1,REGULAR,substitution,in,[],202681,,,1610612738,21,27,2022-04-25T23:32:07Z,1740000,,,0,,SUB in: K. Irving,[202681],1610612751.0,BKN,,,,Irving,K. Irving,,,,,,,,,,,,,,,,,,,,,,,,,
178,PT01M19.00S,2022-04-25T23:32:22.8Z,1,REGULAR,freethrow,2 of 2,['2ndchance'],1629057,,,1610612738,21,28,2022-04-25T23:32:22Z,1750000,,,0,,R. Williams III Free Throw 2 of 2 (1 PTS),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,Made,,,,,,,,,,1.0,,,,,,,,,
179,PT01M08.00S,2022-04-25T23:32:36.7Z,1,REGULAR,turnover,out-of-bounds,[],202681,,,1610612751,21,28,2022-04-25T23:32:48Z,1760000,,,0,,K. Irving bad pass out-of-bounds TURNOVER (1 TO),[202681],1610612751.0,BKN,bad pass,,,Irving,K. Irving,,,,,,,,,,,101283.0,,,,,,,,,1.0,,,,,
