actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,turnoverTotal,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,value
273,PT05M50.00S,2022-05-01T17:55:42.2Z,2,REGULAR,rebound,defensive,[],1628369,,,1610612738,34,39,2022-05-01T17:55:45Z,2670000,,,0,,J. Tatum REBOUND (Off:0 Def:3),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,272.0,3.0,3.0,0.0,,,,,,,,,
274,PT05M48.00S,2022-05-01T17:55:43.8Z,2,REGULAR,turnover,bad pass,[],1628369,,,1610612738,34,39,2022-05-01T17:55:47Z,2680000,,,0,,J. Tatum bad pass TURNOVER (2 TO),"[1628369, 1628960]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,2.0,,,,,,,,,,,Allen,1628960.0,,,,,,,
275,PT05M48.00S,2022-05-01T17:55:43.8Z,2,REGULAR,steal,,[],1628960,,,1610612749,34,39,2022-05-01T17:55:45Z,2690000,,,0,,G. Allen STEAL (2 STL),[1628960],1610612749.0,MIL,,,,Allen,G. Allen,,,,,,,,,,,,,,,,,,,,,,,,,
276,PT05M46.00S,2022-05-01T17:55:46.5Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1628960,71.30420499342969,79.90196078431373,1610612749,34,39,2022-05-01T17:55:51Z,2700000,150.0,217.0,1,right,MISS G. Allen 26' 3PT,[1628960],1610612749.0,MIL,,,,Allen,G. Allen,,,,,,,26.37,Missed,,,,,,,,,,,,,,,,,
277,PT05M43.00S,2022-05-01T17:55:48.6Z,2,REGULAR,rebound,defensive,[],1629057,,,1610612738,34,39,2022-05-01T17:55:48Z,2710000,,,0,,R. Williams III REBOUND (Off:3 Def:4),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,276.0,7.0,4.0,3.0,,,,,,,,,
278,PT05M36.00S,2022-05-01T17:55:55.4Z,2,REGULAR,turnover,lost ball,[],1627759,,,1610612738,34,39,2022-05-01T17:56:00Z,2720000,,,0,,J. Brown lost ball TURNOVER (3 TO),"[1627759, 201572]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,,3.0,,,,,,,,,,,Lopez,201572.0,,,,,,,
279,PT05M36.00S,2022-05-01T17:55:55.4Z,2,REGULAR,steal,,[],201572,,,1610612749,34,39,2022-05-01T17:55:57Z,2730000,,,0,,B. Lopez STEAL (1 STL),[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,,,,,,,,,,,,,,,,,,,,,
280,PT05M32.00S,2022-05-01T17:56:00.2Z,2,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",202083,89.96386333771353,95.09803921568627,1610612749,34,42,2022-05-01T18:05:29Z,2740000,225.0,42.0,1,right,W. Matthews 3PT running (5 PTS) (G. Antetokounmpo 6 AST),"[202083, 203507]",1610612749.0,MIL,running,,,Matthews,W. Matthews,,,,,,,22.93,Made,5.0,G. Antetokounmpo,203507.0,6.0,,,,,,,,,,,,,
282,PT05M31.00S,2022-05-01T17:56:07.0Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612738,34,42,2022-05-01T17:56:07Z,2760000,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
283,PT05M12.00S,2022-05-01T18:00:11.3Z,2,REGULAR,3pt,Jump Shot,[],203935,31.225361366622867,32.1078431372549,1610612738,34,42,2022-05-01T18:00:18Z,2770000,89.0,241.0,1,left,MISS M. Smart 25' 3PT,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,25.71,Missed,,,,,,,,,,,,,,,,,
284,PT05M08.00S,2022-05-01T18:00:15.3Z,2,REGULAR,rebound,offensive,[],1627759,,,1610612738,34,42,2022-05-01T18:00:18Z,2780000,,,0,,J. Brown REBOUND (Off:2 Def:2),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,283.0,4.0,2.0,2.0,,,,,,,,,
285,PT05M02.00S,2022-05-01T18:00:21.5Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1627759,32.276609724047304,50.49019607843137,1610612738,37,42,2022-05-01T18:00:26Z,2790000,-2.0,251.0,1,left,J. Brown 25' 3PT  (6 PTS) (M. Smart 3 AST),"[1627759, 203935]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,25.09,Made,6.0,M. Smart,203935.0,3.0,,,,,,,,,,,,,
287,PT04M42.00S,2022-05-01T18:00:41.0Z,2,REGULAR,3pt,Jump Shot,[],1628975,81.42247043363994,5.637254901960785,1610612749,37,42,2022-05-01T18:06:26Z,2810000,-222.0,122.0,1,right,MISS J. Carter 25' step back 3PT,[1628975],1610612749.0,MIL,step back,,,Carter,J. Carter,,,,,,,25.32,Missed,,,,,,,,,,,,,,,,,
288,PT04M40.00S,2022-05-01T18:00:43.0Z,2,REGULAR,rebound,defensive,[],1627759,,,1610612738,37,42,2022-05-01T18:00:46Z,2820000,,,0,,J. Brown REBOUND (Off:2 Def:3),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,287.0,5.0,3.0,2.0,,,,,,,,,
289,PT04M32.00S,2022-05-01T18:00:51.1Z,2,REGULAR,turnover,bad pass,[],1627759,,,1610612738,37,42,2022-05-01T18:00:59Z,2830000,,,0,,J. Brown bad pass TURNOVER (4 TO),"[1627759, 1628975]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,,4.0,,,,,,,,,,,Carter,1628975.0,,,,,,,
290,PT04M32.00S,2022-05-01T18:00:51.1Z,2,REGULAR,steal,,[],1628975,,,1610612749,37,42,2022-05-01T18:00:52Z,2840000,,,0,,J. Carter STEAL (1 STL),[1628975],1610612749.0,MIL,,,,Carter,J. Carter,,,,,,,,,,,,,,,,,,,,,,,,,
291,PT04M27.00S,2022-05-01T18:00:55.3Z,2,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1628960,72.35545335085413,81.12745098039215,1610612749,37,45,2022-05-01T18:01:02Z,2850000,156.0,207.0,1,right,G. Allen 25' 3PT  (6 PTS) (W. Matthews 1 AST),"[1628960, 202083]",1610612749.0,MIL,,,,Allen,G. Allen,,,,,,,25.93,Made,6.0,W. Matthews,202083.0,1.0,,,,,,,,,,,,,
293,PT04M10.00S,2022-05-01T18:01:12.6Z,2,REGULAR,3pt,Jump Shot,[],1628369,32.802233902759525,47.549019607843135,1610612738,40,45,2022-05-01T18:01:17Z,2870000,12.0,256.0,1,left,J. Tatum 25' 3PT pullup (6 PTS),[1628369],1610612738.0,BOS,pullup,,,Tatum,J. Tatum,,,,,,,25.61,Made,6.0,,,,,,,,,,,,,,,,
294,PT03M53.00S,2022-05-01T18:01:31.9Z,2,REGULAR,foul,personal,[],203935,,,1610612749,40,45,2022-05-01T18:01:42Z,2880000,,,0,,M. Smart personal FOUL (1 PF),"[203935, 1628960]",1610612738.0,BOS,,,,Smart,M. Smart,,,,,200832.0,,,,,,,,,,,,,,1.0,0.0,Allen,1628960.0,,,
296,PT03M53.00S,2022-05-01T18:01:41.8Z,2,REGULAR,substitution,out,[],1629057,,,1610612749,40,45,2022-05-01T18:01:50Z,2900000,,,0,,SUB out: R. Williams III,[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,,
297,PT03M53.00S,2022-05-01T18:01:41.8Z,2,REGULAR,substitution,out,[],203507,,,1610612749,40,45,2022-05-01T18:01:50Z,2910000,,,0,,SUB out: G. Antetokounmpo,[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,,,,,,,,,,,,,,,
298,PT03M53.00S,2022-05-01T18:01:41.8Z,2,REGULAR,substitution,in,[],1629684,,,1610612749,40,45,2022-05-01T18:01:50Z,2920000,,,0,,SUB in: G. Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
299,PT03M53.00S,2022-05-01T18:01:41.8Z,2,REGULAR,substitution,in,[],201950,,,1610612749,40,45,2022-05-01T18:01:50Z,2930000,,,0,,SUB in: J. Holiday,[201950],1610612749.0,MIL,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,
300,PT03M43.00S,2022-05-01T18:02:09.8Z,2,REGULAR,2pt,Jump Shot,[],201950,76.69185282522996,46.32352941176471,1610612749,40,45,2022-05-01T18:02:17Z,2940000,-18.0,167.0,1,right,MISS J. Holiday 16' pullup Shot,[201950],1610612749.0,MIL,pullup,,,Holiday,J. Holiday,,,,,,,16.76,Missed,,,,,,,,,,,,,,,,,
301,PT03M41.00S,2022-05-01T18:02:11.8Z,2,REGULAR,rebound,defensive,[],201143,,,1610612738,40,45,2022-05-01T18:02:17Z,2950000,,,0,,A. Horford REBOUND (Off:0 Def:3),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,300.0,3.0,3.0,0.0,,,,,,,,,
302,PT03M34.00S,2022-05-01T18:02:18.1Z,2,REGULAR,3pt,Jump Shot,[],201143,25.969119579500656,15.686274509803921,1610612738,43,45,2022-05-01T18:02:25Z,2960000,172.0,192.0,1,left,A. Horford 25' 3PT  (9 PTS) (M. Smart 4 AST),"[201143, 203935]",1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,25.72,Made,9.0,M. Smart,203935.0,4.0,,,,,,,,,,,,,
304,PT03M12.00S,2022-05-01T18:02:42.3Z,2,REGULAR,foul,personal,[],1629684,,,1610612749,43,45,2022-05-01T18:02:51Z,2980000,,,0,,G. Williams personal FOUL (1 PF),"[1629684, 201950]",1610612738.0,BOS,,,,Williams,G. Williams,,,,,200832.0,,,,,,,,,,,,,,1.0,0.0,Holiday,201950.0,,,
307,PT03M12.00S,2022-05-01T18:02:49.6Z,2,REGULAR,substitution,out,[],201572,,,1610612749,43,45,2022-05-01T18:03:01Z,3010000,,,0,,SUB out: B. Lopez,[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,,,,,,,,,,,,,,,,,,,,,
308,PT03M12.00S,2022-05-01T18:02:49.6Z,2,REGULAR,substitution,in,[],1626171,,,1610612749,43,45,2022-05-01T18:03:01Z,3020000,,,0,,SUB in: B. Portis,[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,,,,,,,,,,,,,,,,,,,
309,PT03M12.00S,2022-05-01T18:02:49.6Z,2,REGULAR,substitution,in,[],203507,,,1610612749,43,45,2022-05-01T18:03:01Z,3030000,,,0,,SUB in: G. Antetokounmpo,[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,,,,,,,,,,,,,,,
310,PT03M12.00S,2022-05-01T18:02:49.6Z,2,REGULAR,substitution,out,[],202083,,,1610612749,43,45,2022-05-01T18:03:07Z,3040000,,,0,,SUB out: W. Matthews,[202083],1610612749.0,MIL,,,,Matthews,W. Matthews,,,,,,,,,,,,,,,,,,,,,,,,,
311,PT03M03.00S,2022-05-01T18:03:21.1Z,2,REGULAR,3pt,Jump Shot,[],1628960,63.9454664914586,19.852941176470587,1610612749,43,48,2022-05-01T18:03:25Z,3050000,-151.0,286.0,1,right,G. Allen 32' 3PT  (9 PTS) (G. Antetokounmpo 7 AST),"[1628960, 203507]",1610612749.0,MIL,,,,Allen,G. Allen,,,,,,,32.36,Made,9.0,G. Antetokounmpo,203507.0,7.0,,,,,,,,,,,,,
313,PT02M39.00S,2022-05-01T18:03:44.3Z,2,REGULAR,3pt,Jump Shot,[],1628369,33.196452036793694,48.03921568627451,1610612738,43,48,2022-05-01T18:03:50Z,3070000,10.0,260.0,1,left,MISS J. Tatum 25' 3PT,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,25.97,Missed,,,,,,,,,,,,,,,,,
314,PT02M36.00S,2022-05-01T18:03:47.3Z,2,REGULAR,rebound,defensive,[],203507,,,1610612749,43,48,2022-05-01T18:04:05Z,3080000,,,0,,G. Antetokounmpo REBOUND (Off:0 Def:6),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,,,313.0,6.0,6.0,0.0,,,,,,,,,
315,PT02M30.00S,2022-05-01T18:03:52.9Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",203507,91.14651773981603,44.6078431372549,1610612749,43,50,2022-05-01T18:04:00Z,3090000,-27.0,31.0,1,right,G. Antetokounmpo cutting finger roll Layup (8 PTS) (J. Holiday 4 AST),"[203507, 201950]",1610612749.0,MIL,cutting finger roll,,,Antetokounmpo,G. Antetokounmpo,,,,,,,4.09,Made,8.0,J. Holiday,201950.0,4.0,,,,,,,,,,,,,
317,PT02M15.00S,2022-05-01T18:04:08.1Z,2,REGULAR,3pt,Jump Shot,[],1628369,27.283180026281208,78.43137254901961,1610612738,46,50,2022-05-01T18:04:12Z,3110000,-142.0,204.0,1,left,J. Tatum 24' 3PT  (9 PTS) (J. Brown 2 AST),"[1628369, 1627759]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,24.87,Made,9.0,J. Brown,1627759.0,2.0,,,,,,,,,,,,,
319,PT01M56.00S,2022-05-01T18:04:32.1Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",201143,,,1610612749,46,50,2022-05-01T18:05:18Z,3130000,,,0,,A. Horford shooting personal FOUL (1 PF) (Antetokounmpo 2 FT),"[201143, 203507]",1610612738.0,BOS,shooting,,,Horford,A. Horford,,,,,200832.0,,,,,,,,,,,,,,1.0,0.0,Antetokounmpo,203507.0,,,
321,PT01M56.00S,2022-05-01T18:05:15.6Z,2,REGULAR,freethrow,1 of 2,[],203507,,,1610612749,46,51,2022-05-01T18:05:15Z,3150000,,,0,,G. Antetokounmpo Free Throw 1 of 2 (9 PTS),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,Made,9.0,,,,,,,,,,,,,,,,
322,PT01M56.00S,2022-05-01T18:05:17.4Z,2,REGULAR,substitution,out,[],1628960,,,1610612749,46,51,2022-05-01T18:05:19Z,3160000,,,0,,SUB out: G. Allen,[1628960],1610612749.0,MIL,,,,Allen,G. Allen,,,,,,,,,,,,,,,,,,,,,,,,,
323,PT01M56.00S,2022-05-01T18:05:17.4Z,2,REGULAR,substitution,in,[],1626192,,,1610612749,46,51,2022-05-01T18:05:19Z,3170000,,,0,,SUB in: P. Connaughton,[1626192],1610612749.0,MIL,,,,Connaughton,P. Connaughton,,,,,,,,,,,,,,,,,,,,,,,,,
324,PT01M56.00S,2022-05-01T18:05:42.2Z,2,REGULAR,freethrow,2 of 2,[],203507,,,1610612749,46,52,2022-05-01T18:05:42Z,3180000,,,0,,G. Antetokounmpo Free Throw 2 of 2 (10 PTS),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,Made,10.0,,,,,,,,,,,,,,,,
325,PT01M43.00S,2022-05-01T18:05:57.0Z,2,REGULAR,3pt,Jump Shot,[],203935,23.078186596583443,87.5,1610612738,46,52,2022-05-01T18:06:02Z,3190000,-188.0,164.0,1,left,MISS M. Smart 24' 3PT,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,24.94,Missed,,,,,,,,,,,,,,,,,
326,PT01M41.00S,2022-05-01T18:05:59.0Z,2,REGULAR,rebound,defensive,[],1626171,,,1610612749,46,52,2022-05-01T18:06:02Z,3200000,,,0,,B. Portis REBOUND (Off:0 Def:5),[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,,,,,,,325.0,5.0,5.0,0.0,,,,,,,,,
327,PT01M28.00S,2022-05-01T18:06:12.2Z,2,REGULAR,2pt,Jump Shot,[],203507,76.95466491458606,36.029411764705884,1610612749,46,54,2022-05-01T18:06:17Z,3210000,-70.0,164.0,1,right,G. Antetokounmpo 17' pullup Jump Shot (12 PTS),[203507],1610612749.0,MIL,pullup,,,Antetokounmpo,G. Antetokounmpo,,,,,,,17.84,Made,12.0,,,,,,,,,,,,,,,,
328,PT01M12.00S,2022-05-01T18:06:32.4Z,2,REGULAR,foul,personal,[],1626192,,,1610612738,46,54,2022-05-01T18:07:02Z,3220000,,,0,,P. Connaughton personal FOUL (1 PF),"[1626192, 203935]",1610612749.0,MIL,,,,Connaughton,P. Connaughton,,,,,1162.0,,,,,,,,,,,,,,1.0,0.0,Smart,203935.0,,,
330,PT01M12.00S,2022-05-01T18:06:44.5Z,2,REGULAR,substitution,out,[],203935,,,1610612738,46,54,2022-05-01T18:07:06Z,3240000,,,0,,SUB out: M. Smart,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,,
331,PT01M12.00S,2022-05-01T18:06:44.5Z,2,REGULAR,substitution,out,[],201950,,,1610612738,46,54,2022-05-01T18:07:06Z,3250000,,,0,,SUB out: J. Holiday,[201950],1610612749.0,MIL,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,
332,PT01M12.00S,2022-05-01T18:06:44.5Z,2,REGULAR,substitution,out,[],1626192,,,1610612738,46,54,2022-05-01T18:07:06Z,3260000,,,0,,SUB out: P. Connaughton,[1626192],1610612749.0,MIL,,,,Connaughton,P. Connaughton,,,,,,,,,,,,,,,,,,,,,,,,,
333,PT01M12.00S,2022-05-01T18:06:44.5Z,2,REGULAR,substitution,in,[],1630202,,,1610612738,46,54,2022-05-01T18:07:06Z,3270000,,,0,,SUB in: P. Pritchard,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,,,,,,,,
334,PT01M12.00S,2022-05-01T18:06:44.5Z,2,REGULAR,substitution,in,[],1628960,,,1610612738,46,54,2022-05-01T18:07:06Z,3280000,,,0,,SUB in: G. Allen,[1628960],1610612749.0,MIL,,,,Allen,G. Allen,,,,,,,,,,,,,,,,,,,,,,,,,
335,PT01M12.00S,2022-05-01T18:06:44.5Z,2,REGULAR,substitution,in,[],202083,,,1610612738,46,54,2022-05-01T18:07:06Z,3290000,,,0,,SUB in: W. Matthews,[202083],1610612749.0,MIL,,,,Matthews,W. Matthews,,,,,,,,,,,,,,,,,,,,,,,,,
336,PT01M02.00S,2022-05-01T18:07:17.7Z,2,REGULAR,2pt,Jump Shot,[],1627759,20.844283837056505,35.78431372549019,1610612738,46,54,2022-05-01T18:07:24Z,3300000,71.0,143.0,1,left,MISS J. Brown 16' turnaround fadeaway Shot,[1627759],1610612738.0,BOS,turnaround fadeaway,,,Brown,J. Brown,,,,,,,16.01,Missed,,,,,,,,,,,,,,,,,
337,PT00M59.30S,2022-05-01T18:07:20.4Z,2,REGULAR,rebound,offensive,[],1630202,,,1610612738,46,54,2022-05-01T18:07:24Z,3310000,,,0,,P. Pritchard REBOUND (Off:1 Def:0),[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,336.0,1.0,0.0,1.0,,,,,,,,,
338,PT00M48.00S,2022-05-01T18:07:32.1Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628369,11.645860709592641,47.794117647058826,1610612738,46,54,2022-05-01T18:07:38Z,3320000,11.0,57.0,1,left,MISS J. Tatum driving Layup - blocked,"[1628369, 203507]",1610612738.0,BOS,driving,,,Tatum,J. Tatum,,,,,,,5.81,Missed,,,,,,,,,,,,,,,Antetokounmpo,203507.0,
339,PT00M48.00S,2022-05-01T18:07:32.1Z,2,REGULAR,block,,[],203507,,,1610612738,46,54,2022-05-01T18:07:34Z,3330000,,,0,,G. Antetokounmpo BLOCK (1 BLK),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,,,,,,,,,,,,,,,
340,PT00M46.20S,2022-05-01T18:07:33.9Z,2,REGULAR,rebound,defensive,[],1628960,,,1610612749,46,54,2022-05-01T18:07:38Z,3340000,,,0,,G. Allen REBOUND (Off:0 Def:1),[1628960],1610612749.0,MIL,,,,Allen,G. Allen,,,,,,,,,,,,,338.0,1.0,1.0,0.0,,,,,,,,,
341,PT00M43.70S,2022-05-01T18:07:37.0Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],202083,94.56307490144546,95.58823529411765,1610612749,46,54,2022-05-01T18:07:46Z,3350000,228.0,-1.0,1,right,MISS W. Matthews fadeaway 3PT,[202083],1610612749.0,MIL,fadeaway,,,Matthews,W. Matthews,,,,,,,22.79,Missed,,,,,,,,,,,,,,,,,
342,PT00M40.90S,2022-05-01T18:07:39.8Z,2,REGULAR,rebound,defensive,[],1630202,,,1610612738,46,54,2022-05-01T18:07:46Z,3360000,,,0,,P. Pritchard REBOUND (Off:1 Def:1),[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,341.0,2.0,1.0,1.0,,,,,,,,,
343,PT00M39.20S,2022-05-01T18:07:43.4Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1627759,30.56833114323259,67.8921568627451,1610612738,46,54,2022-05-01T18:07:56Z,3370000,-89.0,235.0,1,left,MISS J. Brown 25' running pullup 3PT,[1627759],1610612738.0,BOS,running pullup,,,Brown,J. Brown,,,,,,,25.13,Missed,,,,,,,,,,,,,,,,,
344,PT00M37.20S,2022-05-01T18:07:45.4Z,2,REGULAR,rebound,defensive,[],203507,,,1610612749,46,54,2022-05-01T18:07:56Z,3380000,,,0,,G. Antetokounmpo REBOUND (Off:0 Def:7),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,,,343.0,7.0,7.0,0.0,,,,,,,,,
345,PT00M28.30S,2022-05-01T18:07:54.3Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629684,,,1610612749,46,54,2022-05-01T18:08:05Z,3390000,,,0,,G. Williams shooting personal FOUL (2 PF) (Antetokounmpo 2 FT),"[1629684, 203507]",1610612738.0,BOS,shooting,,,Williams,G. Williams,,,,,1162.0,,,,,,,,,,,,,,2.0,0.0,Antetokounmpo,203507.0,,,
347,PT00M28.30S,2022-05-01T18:08:43.9Z,2,REGULAR,freethrow,1 of 2,['fastbreak'],203507,,,1610612749,46,55,2022-05-01T18:08:43Z,3410000,,,0,,G. Antetokounmpo Free Throw 1 of 2 (13 PTS),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,Made,13.0,,,,,,,,,,,,,,,,
348,PT00M28.30S,2022-05-01T18:08:45.2Z,2,REGULAR,substitution,out,[],1626171,,,1610612749,46,55,2022-05-01T18:08:51Z,3420000,,,0,,SUB out: B. Portis,[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,,,,,,,,,,,,,,,,,,,
349,PT00M28.30S,2022-05-01T18:08:45.2Z,2,REGULAR,substitution,out,[],1628960,,,1610612749,46,55,2022-05-01T18:08:51Z,3430000,,,0,,SUB out: G. Allen,[1628960],1610612749.0,MIL,,,,Allen,G. Allen,,,,,,,,,,,,,,,,,,,,,,,,,
350,PT00M28.30S,2022-05-01T18:08:45.2Z,2,REGULAR,substitution,in,[],1626192,,,1610612749,46,55,2022-05-01T18:08:51Z,3440000,,,0,,SUB in: P. Connaughton,[1626192],1610612749.0,MIL,,,,Connaughton,P. Connaughton,,,,,,,,,,,,,,,,,,,,,,,,,
351,PT00M28.30S,2022-05-01T18:08:45.2Z,2,REGULAR,substitution,in,[],201572,,,1610612749,46,55,2022-05-01T18:08:51Z,3450000,,,0,,SUB in: B. Lopez,[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,,,,,,,,,,,,,,,,,,,,,
352,PT00M28.30S,2022-05-01T18:09:12.2Z,2,REGULAR,freethrow,2 of 2,['fastbreak'],203507,,,1610612749,46,56,2022-05-01T18:09:12Z,3460000,,,0,,G. Antetokounmpo Free Throw 2 of 2 (14 PTS),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,Made,14.0,,,,,,,,,,,,,,,,
353,PT00M07.20S,2022-05-01T18:09:37.9Z,2,REGULAR,3pt,Jump Shot,[],1630202,29.77989487516426,28.921568627450984,1610612738,46,56,2022-05-01T18:12:59Z,3470000,105.0,227.0,1,left,MISS P. Pritchard 25' step back 3PT,[1630202],1610612738.0,BOS,step back,,,Pritchard,P. Pritchard,,,,,,,25.06,Missed,,,,,,,,,,,,,,,,,
354,PT00M04.00S,2022-05-01T18:09:41.1Z,2,REGULAR,rebound,defensive,[],203507,,,1610612749,46,56,2022-05-01T18:09:43Z,3480000,,,0,,G. Antetokounmpo REBOUND (Off:0 Def:8),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,,,353.0,8.0,8.0,0.0,,,,,,,,,
355,PT00M01.00S,2022-05-01T18:09:46.3Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612749,46,56,2022-05-01T18:09:46Z,3490000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
356,PT00M01.00S,2022-05-01T18:09:53.7Z,2,REGULAR,substitution,out,[],1630202,,,1610612749,46,56,2022-05-01T18:10:11Z,3500000,,,0,,SUB out: P. Pritchard,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,,,,,,,,
357,PT00M01.00S,2022-05-01T18:09:53.7Z,2,REGULAR,substitution,out,[],1628975,,,1610612749,46,56,2022-05-01T18:10:11Z,3510000,,,0,,SUB out: J. Carter,[1628975],1610612749.0,MIL,,,,Carter,J. Carter,,,,,,,,,,,,,,,,,,,,,,,,,
358,PT00M01.00S,2022-05-01T18:09:53.7Z,2,REGULAR,substitution,out,[],202083,,,1610612749,46,56,2022-05-01T18:10:11Z,3520000,,,0,,SUB out: W. Matthews,[202083],1610612749.0,MIL,,,,Matthews,W. Matthews,,,,,,,,,,,,,,,,,,,,,,,,,
359,PT00M01.00S,2022-05-01T18:09:53.7Z,2,REGULAR,substitution,out,[],201572,,,1610612749,46,56,2022-05-01T18:10:11Z,3530000,,,0,,SUB out: B. Lopez,[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,,,,,,,,,,,,,,,,,,,,,
360,PT00M01.00S,2022-05-01T18:09:53.7Z,2,REGULAR,substitution,in,[],1629057,,,1610612749,46,56,2022-05-01T18:10:11Z,3540000,,,0,,SUB in: R. Williams III,[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,,
361,PT00M01.00S,2022-05-01T18:09:53.7Z,2,REGULAR,substitution,in,[],201950,,,1610612749,46,56,2022-05-01T18:10:11Z,3550000,,,0,,SUB in: J. Holiday,[201950],1610612749.0,MIL,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,
362,PT00M01.00S,2022-05-01T18:09:53.7Z,2,REGULAR,substitution,in,[],1626171,,,1610612749,46,56,2022-05-01T18:10:11Z,3560000,,,0,,SUB in: B. Portis,[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,,,,,,,,,,,,,,,,,,,
