actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,value
89,PT04M25.00S,2022-05-03T23:16:53.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628960,91.14651773981603,49.26470588235294,1610612749,23,10,2022-05-03T23:17:04Z,870000,-4.0,31.0,1,right,G. Allen driving Layup (2 PTS),[1628960],1610612749.0,MIL,driving,,,Allen,G. Allen,,,,,3.09,Made,,,,,,,2.0,,,,,,,,,,,,
93,PT04M04.00S,2022-05-03T23:17:13.6Z,1,REGULAR,2pt,Jump Shot,[],1627759,23.603810775295663,40.68627450980392,1610612738,25,10,2022-05-03T23:17:21Z,890000,47.0,169.0,1,left,J. Brown 17' step back Jump Shot (12 PTS),[1627759],1610612738.0,BOS,step back,,,Brown,J. Brown,,,,,17.57,Made,,,,,,,12.0,,,,,,,,,,,,
94,PT03M47.00S,2022-05-03T23:17:31.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1626171,85.49605781865965,43.872549019607845,1610612749,25,12,2022-05-03T23:17:43Z,900000,-31.0,84.0,1,right,B. Portis 8' driving Layup (5 PTS) (J. Holiday 2 AST),"[1626171, 201950]",1610612749.0,MIL,driving,,,Portis,B. Portis,,,,,8.92,Made,,,,,,,5.0,J. Holiday,201950.0,2.0,,,,,,,,,
97,PT03M31.00S,2022-05-03T23:17:51.8Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612738,25,12,2022-05-03T23:17:51Z,920000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,PT03M31.00S,2022-05-03T23:17:55.9Z,1,REGULAR,substitution,out,[],1628369,,,1610612738,25,12,2022-05-03T23:18:10Z,930000,,,0,,SUB out: J. Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,
99,PT03M31.00S,2022-05-03T23:17:55.9Z,1,REGULAR,substitution,out,[],1628401,,,1610612738,25,12,2022-05-03T23:18:10Z,940000,,,0,,SUB out: D. White,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,,,,,,,,,,,,,,,,,,
100,PT03M31.00S,2022-05-03T23:17:55.9Z,1,REGULAR,substitution,out,[],1626171,,,1610612738,25,12,2022-05-03T23:18:10Z,950000,,,0,,SUB out: B. Portis,[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,,,,,,,,,,,,,,,,,,,
101,PT03M31.00S,2022-05-03T23:17:55.9Z,1,REGULAR,substitution,in,[],1630202,,,1610612738,25,12,2022-05-03T23:18:10Z,960000,,,0,,SUB in: P. Pritchard,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,,,,,,,,
102,PT03M31.00S,2022-05-03T23:17:55.9Z,1,REGULAR,substitution,in,[],201143,,,1610612738,25,12,2022-05-03T23:18:10Z,970000,,,0,,SUB in: A. Horford,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,,,,,,,,,
103,PT03M31.00S,2022-05-03T23:17:55.9Z,1,REGULAR,substitution,in,[],203507,,,1610612738,25,12,2022-05-03T23:18:10Z,980000,,,0,,SUB in: G. Antetokounmpo,[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,,,,,,,,,,,,,,,
108,PT03M31.00S,2022-05-03T23:17:55.9Z,1,REGULAR,substitution,out,[],201572,,,1610612738,25,12,2022-05-03T23:18:56Z,985000,,,0,,SUB out: B. Lopez,[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,,,,,,,,,,,,,,,,,,,,,
109,PT03M31.00S,2022-05-03T23:17:55.9Z,1,REGULAR,substitution,in,[],1628975,,,1610612738,25,12,2022-05-03T23:18:56Z,987500,,,0,,SUB in: J. Carter,[1628975],1610612749.0,MIL,,,,Carter,J. Carter,,,,,,,,,,,,,,,,,,,,,,,,,
104,PT03M21.00S,2022-05-03T23:18:25.6Z,1,REGULAR,2pt,Jump Shot,[],1627759,21.632720105124836,33.33333333333333,1610612738,27,12,2022-05-03T23:18:31Z,990000,83.0,151.0,1,left,J. Brown 17' fadeaway Jump Shot (14 PTS),[1627759],1610612738.0,BOS,fadeaway,,,Brown,J. Brown,,,,,17.23,Made,,,,,,,14.0,,,,,,,,,,,,
105,PT03M11.00S,2022-05-03T23:18:35.4Z,1,REGULAR,3pt,Jump Shot,[],1628960,73.53810775295663,90.19607843137256,1610612749,27,12,2022-05-03T23:18:40Z,1000000,201.0,196.0,1,right,MISS G. Allen 28' 3PT,[1628960],1610612749.0,MIL,,,,Allen,G. Allen,,,,,28.09,Missed,,,,,,,,,,,,,,,,,,,
106,PT03M09.00S,2022-05-03T23:18:37.4Z,1,REGULAR,rebound,defensive,[],1630202,,,1610612738,27,12,2022-05-03T23:19:11Z,1010000,,,0,,P. Pritchard REBOUND (Off:0 Def:1),[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,105.0,1.0,1.0,0.0,,,,,,,,,,,,,
107,PT03M00.00S,2022-05-03T23:18:48.3Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612738,27,12,2022-05-03T23:19:11Z,1020000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,PT02M46.00S,2022-05-03T23:19:02.8Z,1,REGULAR,turnover,shot clock,['team'],0,,,1610612738,27,12,2022-05-03T23:23:06Z,1025000,,,0,,BOS shot clock Team TURNOVER,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,2714.0,,,,,
122,PT02M46.00S,2022-05-03T23:18:55.5Z,1,REGULAR,instantreplay,request,[],0,,,1610612749,27,12,2022-05-03T23:26:05Z,1037500,,,0,,,[],,,overturned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Changed to 0 pts
112,PT02M33.00S,2022-05-03T23:19:30.0Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],201950,80.1084099868594,5.392156862745098,1610612749,27,12,2022-05-03T23:23:12Z,1050000,-223.0,134.0,1,right,MISS J. Holiday 26' 3PT,[201950],1610612749.0,MIL,,,,Holiday,J. Holiday,,,,,26.04,Missed,,,,,,,,,,,,,,,,,,,
113,PT02M30.00S,2022-05-03T23:19:33.0Z,1,REGULAR,rebound,defensive,[],201143,,,1610612738,27,12,2022-05-03T23:19:36Z,1060000,,,0,,A. Horford REBOUND (Off:0 Def:4),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,112.0,4.0,4.0,0.0,,,,,,,,,,,,,
114,PT02M09.00S,2022-05-03T23:19:57.6Z,1,REGULAR,2pt,Jump Shot,[],1629057,24.917871222076215,71.07843137254902,1610612738,27,12,2022-05-03T23:21:14Z,1070000,-105.0,182.0,1,left,MISS R. Williams III 21' pullup Shot,[1629057],1610612738.0,BOS,pullup,,,Williams III,R. Williams III,,,,,21.01,Missed,,,,,,,,,,,,,,,,,,,
115,PT02M07.00S,2022-05-03T23:19:59.6Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612738,27,12,2022-05-03T23:20:10Z,1080000,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,114.0,,,,,,,,,,,,,,,,
116,PT02M07.00S,2022-05-03T23:20:00.8Z,1,REGULAR,turnover,shot clock,['team'],0,,,1610612738,27,12,2022-05-03T23:20:24Z,1090000,,,0,,BOS shot clock Team TURNOVER,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,2714.0,,,,,
117,PT02M07.00S,2022-05-03T23:20:05.5Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612749,27,12,2022-05-03T23:20:05Z,1100000,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,PT02M07.00S,2022-05-03T23:23:16.8Z,1,REGULAR,substitution,out,[],1629684,,,1610612749,27,12,2022-05-03T23:23:32Z,1110000,,,0,,SUB out: G. Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
120,PT02M07.00S,2022-05-03T23:23:16.8Z,1,REGULAR,substitution,in,[],1628369,,,1610612749,27,12,2022-05-03T23:23:32Z,1120000,,,0,,SUB in: J. Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,
121,PT01M53.00S,2022-05-03T23:23:51.8Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1626192,86.5473061760841,97.05882352941177,1610612749,27,15,2022-05-03T23:24:02Z,1130000,235.0,74.0,1,right,P. Connaughton 24' 3PT  (3 PTS) (G. Allen 1 AST),"[1626192, 1628960]",1610612749.0,MIL,,,,Connaughton,P. Connaughton,,,,,24.67,Made,,,,,,,3.0,G. Allen,1628960.0,1.0,,,,,,,,,
124,PT01M36.00S,2022-05-03T23:24:10.8Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612738,27,15,2022-05-03T23:24:10Z,1150000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,PT01M30.00S,2022-05-03T23:24:36.5Z,1,REGULAR,2pt,Jump Shot,[],1628369,8.09789750328515,20.588235294117645,1610612738,27,15,2022-05-03T23:25:05Z,1160000,147.0,24.0,1,left,MISS J. Tatum 14' turnaround Shot,[1628369],1610612738.0,BOS,turnaround,,,Tatum,J. Tatum,,,,,14.9,Missed,,,,,,,,,,,,,,,,,,,
126,PT01M25.00S,2022-05-03T23:24:41.5Z,1,REGULAR,rebound,defensive,[],1626192,,,1610612749,27,15,2022-05-03T23:25:05Z,1170000,,,0,,P. Connaughton REBOUND (Off:0 Def:1),[1626192],1610612749.0,MIL,,,,Connaughton,P. Connaughton,,,,,,,,,125.0,1.0,1.0,0.0,,,,,,,,,,,,,
127,PT01M22.00S,2022-05-03T23:24:47.8Z,1,REGULAR,foul,personal,[],1627759,,,1610612749,27,15,2022-05-03T23:24:52Z,1180000,,,0,,J. Brown personal FOUL (1 PF),"[1627759, 203507]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,204059.0,1.0,0.0,Antetokounmpo,203507.0,
129,PT01M10.00S,2022-05-03T23:25:19.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1626192,92.85479632063075,52.94117647058824,1610612749,27,17,2022-05-03T23:27:22Z,1200000,15.0,15.0,1,right,P. Connaughton reverse Layup (5 PTS) (G. Antetokounmpo 1 AST),"[1626192, 203507]",1610612749.0,MIL,reverse,,,Connaughton,P. Connaughton,,,,,2.08,Made,,,,,,,5.0,G. Antetokounmpo,203507.0,1.0,,,,,,,,,
131,PT00M50.60S,2022-05-03T23:25:40.3Z,1,REGULAR,3pt,Jump Shot,[],201143,3.235873850197109,97.05882352941177,1610612738,27,17,2022-05-03T23:25:48Z,1220000,-235.0,-22.0,1,left,MISS A. Horford 3PT,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,23.63,Missed,,,,,,,,,,,,,,,,,,,
132,PT00M46.40S,2022-05-03T23:25:44.5Z,1,REGULAR,rebound,defensive,[],1628975,,,1610612749,27,17,2022-05-03T23:25:48Z,1230000,,,0,,J. Carter REBOUND (Off:0 Def:1),[1628975],1610612749.0,MIL,,,,Carter,J. Carter,,,,,,,,,131.0,1.0,1.0,0.0,,,,,,,,,,,,,
133,PT00M41.80S,2022-05-03T23:25:50.0Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],203507,91.27792378449409,47.30392156862745,1610612749,27,19,2022-05-03T23:26:06Z,1240000,-13.0,29.0,1,right,G. Antetokounmpo running DUNK (2 PTS) (J. Holiday 3 AST),"[203507, 201950]",1610612749.0,MIL,running,,,Antetokounmpo,G. Antetokounmpo,,,,,3.24,Made,,,,,,,2.0,J. Holiday,201950.0,3.0,,,,,,,,,
135,PT00M18.20S,2022-05-03T23:26:20.0Z,1,REGULAR,3pt,Jump Shot,[],1627759,18.610381077529567,90.93137254901961,1610612738,30,19,2022-05-03T23:26:25Z,1260000,-205.0,122.0,1,left,J. Brown 3PT step back (17 PTS) (P. Pritchard 1 AST),"[1627759, 1630202]",1610612738.0,BOS,step back,,,Brown,J. Brown,,,,,23.85,Made,,,,,,,17.0,P. Pritchard,1630202.0,1.0,,,,,,,,,
136,PT00M09.60S,2022-05-03T23:26:33.1Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628369,,,1610612749,30,19,2022-05-03T23:26:49Z,1270000,,,0,,J. Tatum personal FOUL (1 PF) (Holiday 2 FT),"[1628369, 201950]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,2004.0,1.0,0.0,Holiday,201950.0,
139,PT00M09.60S,2022-05-03T23:27:01.9Z,1,REGULAR,freethrow,1 of 2,[],201950,,,1610612749,30,20,2022-05-03T23:27:01Z,1290000,,,0,,J. Holiday Free Throw 1 of 2 (6 PTS),[201950],1610612749.0,MIL,,,,Holiday,J. Holiday,,,,,,Made,,,,,,,6.0,,,,,,,,,,,,
140,PT00M09.60S,2022-05-03T23:27:02.6Z,1,REGULAR,substitution,out,[],1629057,,,1610612749,30,20,2022-05-03T23:27:15Z,1300000,,,0,,SUB out: R. Williams III,[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,,
141,PT00M09.60S,2022-05-03T23:27:02.6Z,1,REGULAR,substitution,out,[],1628960,,,1610612749,30,20,2022-05-03T23:27:15Z,1310000,,,0,,SUB out: G. Allen,[1628960],1610612749.0,MIL,,,,Allen,G. Allen,,,,,,,,,,,,,,,,,,,,,,,,,
142,PT00M09.60S,2022-05-03T23:27:02.6Z,1,REGULAR,substitution,in,[],1629684,,,1610612749,30,20,2022-05-03T23:27:15Z,1320000,,,0,,SUB in: G. Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
143,PT00M09.60S,2022-05-03T23:27:02.6Z,1,REGULAR,substitution,in,[],202083,,,1610612749,30,20,2022-05-03T23:27:15Z,1330000,,,0,,SUB in: W. Matthews,[202083],1610612749.0,MIL,,,,Matthews,W. Matthews,,,,,,,,,,,,,,,,,,,,,,,,,
144,PT00M09.60S,2022-05-03T23:27:31.5Z,1,REGULAR,freethrow,2 of 2,[],201950,,,1610612749,30,21,2022-05-03T23:27:31Z,1340000,,,0,,J. Holiday Free Throw 2 of 2 (7 PTS),[201950],1610612749.0,MIL,,,,Holiday,J. Holiday,,,,,,Made,,,,,,,7.0,,,,,,,,,,,,
145,PT00M02.20S,2022-05-03T23:27:43.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628369,6.521024967148489,47.05882352941176,1610612738,32,21,2022-05-03T23:27:47Z,1350000,15.0,9.0,1,left,J. Tatum cutting Layup (5 PTS) (J. Brown 1 AST),"[1628369, 1627759]",1610612738.0,BOS,cutting,,,Tatum,J. Tatum,,,,,1.71,Made,,,,,,,5.0,J. Brown,1627759.0,1.0,,,,,,,,,
147,PT00M00.00S,2022-05-03T23:27:53.7Z,1,REGULAR,period,end,[],0,,,1610612749,32,21,2022-05-03T23:27:53Z,1370000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,PT12M00.00S,2022-05-03T23:31:05.5Z,2,REGULAR,substitution,out,['startperiod'],1627759,,,1610612749,32,21,2022-05-03T23:31:20Z,1380000,,,0,,SUB out: J. Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,
149,PT12M00.00S,2022-05-03T23:31:05.5Z,2,REGULAR,substitution,out,['startperiod'],201950,,,1610612749,32,21,2022-05-03T23:31:20Z,1390000,,,0,,SUB out: J. Holiday,[201950],1610612749.0,MIL,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,
150,PT12M00.00S,2022-05-03T23:31:05.5Z,2,REGULAR,substitution,in,['startperiod'],1628401,,,1610612749,32,21,2022-05-03T23:31:20Z,1400000,,,0,,SUB in: D. White,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,,,,,,,,,,,,,,,,,,
151,PT12M00.00S,2022-05-03T23:31:05.5Z,2,REGULAR,substitution,in,['startperiod'],1626171,,,1610612749,32,21,2022-05-03T23:31:20Z,1410000,,,0,,SUB in: B. Portis,[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,,,,,,,,,,,,,,,,,,,
152,PT12M00.00S,2022-05-03T23:31:31.5Z,2,REGULAR,period,start,[],0,,,1610612749,32,21,2022-05-03T23:31:31Z,1420000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153,PT11M39.00S,2022-05-03T23:31:52.2Z,2,REGULAR,3pt,Jump Shot,[],203507,91.5407358738502,3.1862745098039214,1610612749,32,21,2022-05-03T23:31:58Z,1430000,-234.0,27.0,1,right,MISS G. Antetokounmpo 3PT,[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,23.57,Missed,,,,,,,,,,,,,,,,,,,
154,PT11M35.00S,2022-05-03T23:31:56.2Z,2,REGULAR,rebound,defensive,[],201143,,,1610612738,32,21,2022-05-03T23:31:58Z,1440000,,,0,,A. Horford REBOUND (Off:0 Def:5),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,153.0,5.0,5.0,0.0,,,,,,,,,,,,,
155,PT11M20.00S,2022-05-03T23:32:10.0Z,2,REGULAR,turnover,bad pass,[],1630202,,,1610612738,32,21,2022-05-03T23:32:16Z,1450000,,,0,,P. Pritchard bad pass TURNOVER (1 TO),"[1630202, 1628975]",1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,1.0,Carter,1628975.0,,,,,,
156,PT11M20.00S,2022-05-03T23:32:10.0Z,2,REGULAR,steal,,[],1628975,,,1610612749,32,21,2022-05-03T23:32:11Z,1460000,,,0,,J. Carter STEAL (1 STL),[1628975],1610612749.0,MIL,,,,Carter,J. Carter,,,,,,,,,,,,,,,,,,,,,,,,,
157,PT11M17.00S,2022-05-03T23:32:13.0Z,2,REGULAR,turnover,lost ball,[],1628975,,,1610612749,32,21,2022-05-03T23:32:20Z,1470000,,,0,,J. Carter lost ball TURNOVER (1 TO),"[1628975, 201143]",1610612749.0,MIL,,,,Carter,J. Carter,,,,,,,,,,,,,,,,,1.0,Horford,201143.0,,,,,,
158,PT11M17.00S,2022-05-03T23:32:13.0Z,2,REGULAR,steal,,[],201143,,,1610612738,32,21,2022-05-03T23:32:14Z,1480000,,,0,,A. Horford STEAL (2 STL),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,,,,,,,,,
159,PT11M12.00S,2022-05-03T23:32:18.1Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1630202,24.917871222076215,83.08823529411765,1610612738,35,21,2022-05-03T23:32:22Z,1490000,-165.0,182.0,1,left,P. Pritchard 24' 3PT  (3 PTS) (D. White 1 AST),"[1630202, 1628401]",1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,24.57,Made,,,,,,,3.0,D. White,1628401.0,1.0,,,,,,,,,
161,PT10M52.00S,2022-05-03T23:32:38.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203507,90.88370565045992,45.34313725490196,1610612749,35,21,2022-05-03T23:32:45Z,1510000,-23.0,33.0,1,right,MISS G. Antetokounmpo driving Layup,[203507],1610612749.0,MIL,driving,,,Antetokounmpo,G. Antetokounmpo,,,,,4.06,Missed,,,,,,,,,,,,,,,,,,,
162,PT10M50.00S,2022-05-03T23:32:40.7Z,2,REGULAR,rebound,defensive,[],1628401,,,1610612738,35,21,2022-05-03T23:32:45Z,1520000,,,0,,D. White REBOUND (Off:0 Def:1),[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,,161.0,1.0,1.0,0.0,,,,,,,,,,,,,
163,PT10M46.00S,2022-05-03T23:32:44.6Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",201143,6.389618922470433,49.01960784313725,1610612738,37,21,2022-05-03T23:34:36Z,1530000,5.0,8.0,1,left,A. Horford running Layup (4 PTS) (D. White 2 AST),"[201143, 1628401]",1610612738.0,BOS,running,,,Horford,A. Horford,,,,,0.9,Made,,,,,,,4.0,D. White,1628401.0,2.0,,,,,,,,,
165,PT10M33.00S,2022-05-03T23:32:59.4Z,2,REGULAR,foul,personal,[],1628401,,,1610612749,37,21,2022-05-03T23:33:10Z,1550000,,,0,,D. White personal FOUL (2 PF),"[1628401, 202083]",1610612738.0,BOS,,,,White,D. White,,,,,,,,,,,,,,,,,,,,2714.0,2.0,0.0,Matthews,202083.0,
167,PT10M23.00S,2022-05-03T23:33:30.1Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202083,84.83902759526939,49.26470588235294,1610612749,37,23,2022-05-03T23:35:15Z,1570000,-4.0,90.0,1,right,W. Matthews 9' driving floating Jump Shot (2 PTS) (G. Antetokounmpo 2 AST),"[202083, 203507]",1610612749.0,MIL,driving floating,,,Matthews,W. Matthews,,,,,9.01,Made,,,,,,,2.0,G. Antetokounmpo,203507.0,2.0,,,,,,,,,
169,PT10M01.00S,2022-05-03T23:33:51.2Z,2,REGULAR,3pt,Jump Shot,[],201143,31.488173455978973,45.34313725490196,1610612738,37,23,2022-05-03T23:34:01Z,1590000,23.0,243.0,1,left,MISS A. Horford 24' 3PT,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,24.46,Missed,,,,,,,,,,,,,,,,,,,
170,PT09M58.00S,2022-05-03T23:33:54.2Z,2,REGULAR,rebound,defensive,[],1626171,,,1610612749,37,23,2022-05-03T23:34:01Z,1600000,,,0,,B. Portis REBOUND (Off:0 Def:2),[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,,,169.0,2.0,2.0,0.0,,,,,,,,,,,,,
171,PT09M45.00S,2022-05-03T23:34:07.6Z,2,REGULAR,turnover,bad pass,[],1626192,,,1610612749,37,23,2022-05-03T23:34:12Z,1610000,,,0,,P. Connaughton bad pass TURNOVER (1 TO),"[1626192, 201143]",1610612749.0,MIL,,,,Connaughton,P. Connaughton,,,,,,,,,,,,,,,,,1.0,Horford,201143.0,,,,,,
172,PT09M45.00S,2022-05-03T23:34:07.6Z,2,REGULAR,steal,,[],201143,,,1610612738,37,23,2022-05-03T23:37:32Z,1620000,,,0,,A. Horford STEAL (3 STL),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,,,,,,,,,
174,PT09M41.00S,2022-05-03T23:34:22.1Z,2,REGULAR,turnover,offensive goaltending,[],201143,,,1610612738,37,23,2022-05-03T23:34:38Z,1640000,,,0,,A. Horford offensive goaltending TURNOVER (1 TO),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,1.0,,,204059.0,,,,,
175,PT09M24.00S,2022-05-03T23:34:41.9Z,2,REGULAR,2pt,Jump Shot,['fromturnover'],1628975,72.61826544021025,38.72549019607843,1610612749,37,25,2022-05-03T23:34:51Z,1650000,-56.0,205.0,1,right,J. Carter 21' pullup Jump Shot (2 PTS) (G. Antetokounmpo 3 AST),"[1628975, 203507]",1610612749.0,MIL,pullup,,,Carter,J. Carter,,,,,21.25,Made,,,,,,,2.0,G. Antetokounmpo,203507.0,3.0,,,,,,,,,
177,PT09M03.00S,2022-05-03T23:35:02.9Z,2,REGULAR,2pt,Jump Shot,[],1628401,7.884362680683312,72.32689950980392,1610612738,37,25,2022-05-03T23:35:10Z,1670000,-112.0,22.0,1,left,MISS D. White 11' driving floating Shot,[1628401],1610612738.0,BOS,driving floating,,,White,D. White,,,,,11.37,Missed,,,,,,,,,,,,,,,,,,,
178,PT09M01.00S,2022-05-03T23:35:04.9Z,2,REGULAR,rebound,defensive,[],203507,,,1610612749,37,25,2022-05-03T23:35:10Z,1680000,,,0,,G. Antetokounmpo REBOUND (Off:0 Def:1),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,177.0,1.0,1.0,0.0,,,,,,,,,,,,,
179,PT08M50.00S,2022-05-03T23:35:16.6Z,2,REGULAR,turnover,lost ball,[],1626171,,,1610612749,37,25,2022-05-03T23:35:25Z,1690000,,,0,,B. Portis lost ball TURNOVER (1 TO),"[1626171, 1628401]",1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,,,,,,,,,,,1.0,White,1628401.0,,,,,,
180,PT08M50.00S,2022-05-03T23:35:16.6Z,2,REGULAR,steal,,[],1628401,,,1610612738,37,25,2022-05-03T23:35:25Z,1700000,,,0,,D. White STEAL (1 STL),[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,,,,,,,,,,,,,,,,,,
181,PT08M44.00S,2022-05-03T23:35:28.1Z,2,REGULAR,foul,personal,[],1628975,,,1610612738,37,25,2022-05-03T23:35:46Z,1710000,,,0,,J. Carter personal FOUL (1 PF),"[1628975, 1628401]",1610612749.0,MIL,,,,Carter,J. Carter,,,,,,,,,,,,,,,,,,,,204059.0,1.0,0.0,White,1628401.0,
183,PT08M44.00S,2022-05-03T23:35:34.2Z,2,REGULAR,substitution,out,[],201143,,,1610612738,37,25,2022-05-03T23:35:44Z,1730000,,,0,,SUB out: A. Horford,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,,,,,,,,,
184,PT08M44.00S,2022-05-03T23:35:34.2Z,2,REGULAR,substitution,out,[],1626192,,,1610612738,37,25,2022-05-03T23:35:44Z,1740000,,,0,,SUB out: P. Connaughton,[1626192],1610612749.0,MIL,,,,Connaughton,P. Connaughton,,,,,,,,,,,,,,,,,,,,,,,,,
185,PT08M44.00S,2022-05-03T23:35:34.2Z,2,REGULAR,substitution,in,[],1629057,,,1610612738,37,25,2022-05-03T23:35:44Z,1750000,,,0,,SUB in: R. Williams III,[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,,
186,PT08M44.00S,2022-05-03T23:35:34.2Z,2,REGULAR,substitution,in,[],201572,,,1610612738,37,25,2022-05-03T23:35:44Z,1760000,,,0,,SUB in: B. Lopez,[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,,,,,,,,,,,,,,,,,,,,,
187,PT08M29.00S,2022-05-03T23:36:04.1Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1629684,10.5946123521682,62.254901960784316,1610612738,37,25,2022-05-03T23:36:10Z,1770000,-61.0,47.0,1,left,MISS G. Williams 7' driving floating Shot,[1629684],1610612738.0,BOS,driving floating,,,Williams,G. Williams,,,,,7.73,Missed,,,,,,,,,,,,,,,,,,,
