actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,turnoverTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId,value
462,PT03M52.00S,2022-04-21T00:55:33.7Z,3,REGULAR,block,,[],1629684,,,1610612751,77,79,2022-04-21T00:58:49Z,4620000,,,0,,G. Williams BLOCK (2 BLK),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
463,PT03M49.00S,2022-04-21T00:55:36.7Z,3,REGULAR,rebound,defensive,[],1628464,,,1610612738,77,79,2022-04-21T00:55:50Z,4630000,,,0,,D. Theis REBOUND (Off:0 Def:6),[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,,,461.0,6.0,6.0,0.0,,,,,,,,,
464,PT03M46.00S,2022-04-21T00:55:39.4Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1628369,8.09789750328515,54.65686274509803,1610612738,77,79,2022-04-21T00:55:55Z,4640000,-23.0,24.0,1,left,MISS J. Tatum running Layup,[1628369],1610612738.0,BOS,running,,,Tatum,J. Tatum,,,,,3.32,Missed,,,,,,,,,,,,,,,,,,,
465,PT03M45.00S,2022-04-21T00:55:40.8Z,3,REGULAR,rebound,offensive,[],1629684,,,1610612738,77,79,2022-04-21T00:55:40Z,4650000,,,0,,G. Williams REBOUND (Off:3 Def:1),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,464.0,4.0,1.0,3.0,,,,,,,,,
466,PT03M40.00S,2022-04-21T00:55:45.9Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1628369,17.0335085413929,94.36274509803921,1610612738,77,79,2022-04-21T00:55:58Z,4660000,-222.0,108.0,1,left,MISS J. Tatum 24' 3PT - blocked,"[1628369, 1628971]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,24.65,Missed,,,,,,,,,,,,,,,Brown,1628971.0,,,
467,PT03M40.00S,2022-04-21T00:55:45.9Z,3,REGULAR,block,,[],1628971,,,1610612738,77,79,2022-04-21T00:55:48Z,4670000,,,0,,B. Brown BLOCK (2 BLK),[1628971],1610612751.0,BKN,,,,Brown,B. Brown,,,,,,,,,,,,,,,,,,,,,,,,,
468,PT03M37.00S,2022-04-21T00:55:48.9Z,3,REGULAR,rebound,defensive,[],202681,,,1610612751,77,79,2022-04-21T00:55:58Z,4680000,,,0,,K. Irving REBOUND (Off:2 Def:5),[202681],1610612751.0,BKN,,,,Irving,K. Irving,,,,,,,,,,,,,466.0,7.0,5.0,2.0,,,,,,,,,
469,PT03M27.00S,2022-04-21T00:55:58.9Z,3,REGULAR,3pt,Jump Shot,[],202681,77.87450722733246,92.40196078431373,1610612751,77,79,2022-04-21T00:56:06Z,4690000,212.0,155.0,1,right,MISS K. Irving 26' 3PT,[202681],1610612751.0,BKN,,,,Irving,K. Irving,,,,,26.29,Missed,,,,,,,,,,,,,,,,,,,
470,PT03M24.00S,2022-04-21T00:56:01.9Z,3,REGULAR,rebound,defensive,[],1628369,,,1610612738,77,79,2022-04-21T00:56:06Z,4700000,,,0,,J. Tatum REBOUND (Off:1 Def:4),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,469.0,5.0,4.0,1.0,,,,,,,,,
471,PT03M13.00S,2022-04-21T00:56:12.4Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628464,18.478975032851512,50.245098039215684,1610612738,79,79,2022-04-21T00:56:16Z,4710000,-1.0,121.0,1,left,D. Theis 12' Jump Shot (15 PTS) (M. Smart 5 AST),"[1628464, 203935]",1610612738.0,BOS,,,,Theis,D. Theis,,,,,12.12,Made,15.0,M. Smart,203935.0,5.0,,,,,,,,,,,,,,,
473,PT02M52.00S,2022-04-21T00:56:32.7Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628971,92.46057818659659,53.18627450980392,1610612751,79,81,2022-04-21T00:56:36Z,4730000,16.0,18.0,1,right,B. Brown driving Layup (18 PTS) (K. Durant 4 AST),"[1628971, 201142]",1610612751.0,BKN,driving,,,Brown,B. Brown,,,,,2.43,Made,18.0,K. Durant,201142.0,4.0,,,,,,,,,,,,,,,
475,PT02M40.00S,2022-04-21T00:56:52.7Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",201142,,,1610612738,79,81,2022-04-21T00:57:00Z,4750000,,,0,,K. Durant personal FOUL (4 PF) (Smart 2 FT),"[201142, 203935]",1610612751.0,BKN,,,,Durant,K. Durant,,,,,,,,,,,1627962.0,,,,,,4.0,0.0,Smart,203935.0,,,,,
477,PT02M40.00S,2022-04-21T00:57:05.8Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612738,79,81,2022-04-21T00:57:05Z,4770000,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
478,PT02M40.00S,2022-04-21T01:00:49.3Z,3,REGULAR,freethrow,1 of 2,[],203935,,,1610612738,80,81,2022-04-21T01:00:49Z,4780000,,,0,,M. Smart Free Throw 1 of 2 (7 PTS),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,Made,7.0,,,,,,,,,,,,,,,,,,
479,PT02M40.00S,2022-04-21T01:01:01.7Z,3,REGULAR,freethrow,2 of 2,[],203935,,,1610612738,81,81,2022-04-21T01:01:01Z,4790000,,,0,,M. Smart Free Throw 2 of 2 (8 PTS),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,Made,8.0,,,,,,,,,,,,,,,,,,
480,PT02M26.00S,2022-04-21T01:01:18.8Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203935,,,1610612751,81,81,2022-04-21T01:03:06Z,4800000,,,0,,M. Smart personal FOUL (2 PF) (Irving 2 FT),"[203935, 202681]",1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,2715.0,,,,,,2.0,0.0,Irving,202681.0,,,,,
482,PT02M26.00S,2022-04-21T01:01:48.2Z,3,REGULAR,freethrow,1 of 2,[],202681,,,1610612751,81,82,2022-04-21T01:03:12Z,4820000,,,0,,K. Irving Free Throw 1 of 2 (7 PTS),[202681],1610612751.0,BKN,,,,Irving,K. Irving,,,,,,Made,7.0,,,,,,,,,,,,,,,,,,
485,PT02M26.00S,2022-04-21T01:01:48.2Z,3,REGULAR,freethrow,2 of 2,[],202681,,,1610612751,81,83,2022-04-21T01:03:12Z,4825000,,,0,,K. Irving Free Throw 2 of 2 (8 PTS),[202681],1610612751.0,BKN,,,,Irving,K. Irving,,,,,,Made,8.0,,,,,,,,,,,,,,,,,,
483,PT02M26.00S,2022-04-21T01:01:48.8Z,3,REGULAR,substitution,out,[],1628971,,,1610612738,81,83,2022-04-21T01:02:58Z,4830000,,,0,,SUB out: B. Brown,[1628971],1610612751.0,BKN,,,,Brown,B. Brown,,,,,,,,,,,,,,,,,,,,,,,,,
484,PT02M26.00S,2022-04-21T01:01:48.8Z,3,REGULAR,substitution,in,[],201609,,,1610612738,81,83,2022-04-21T01:02:58Z,4840000,,,0,,SUB in: G. Dragic,[201609],1610612751.0,BKN,,,,Dragic,G. Dragic,,,,,,,,,,,,,,,,,,,,,,,,,
486,PT02M19.00S,2022-04-21T01:02:28.9Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203935,10.5946123521682,44.11764705882353,1610612738,81,83,2022-04-21T01:02:44Z,4845000,29.0,47.0,1,left,MISS M. Smart driving Layup,[203935],1610612738.0,BOS,driving,,,Smart,M. Smart,,,,,5.55,Missed,,,,,,,,,,,,,,,,,,,
487,PT02M18.00S,2022-04-21T01:02:29.9Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612751,81,83,2022-04-21T01:02:44Z,4847500,,,0,,TEAM defensive REBOUND,[],1610612751.0,BKN,,,,,,,,,,,,,,,,,,486.0,,,,,,,,,,,,
488,PT02M18.00S,2022-04-21T01:02:38.5Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628464,,,1610612751,81,83,2022-04-21T01:03:50Z,4880000,,,0,,D. Theis loose ball personal FOUL (4 PF) (Durant 2 FT),"[1628464, 201142]",1610612738.0,BOS,loose ball,,,Theis,D. Theis,,,,,,,,,,,2715.0,,,,,,4.0,0.0,Durant,201142.0,,,,,
491,PT02M18.00S,2022-04-21T01:03:11.8Z,3,REGULAR,freethrow,1 of 2,[],201142,,,1610612751,81,84,2022-04-21T01:03:11Z,4910000,,,0,,K. Durant Free Throw 1 of 2 (18 PTS),[201142],1610612751.0,BKN,,,,Durant,K. Durant,,,,,,Made,18.0,,,,,,,,,,,,,,,,,,
492,PT02M18.00S,2022-04-21T01:03:12.6Z,3,REGULAR,substitution,out,[],202681,,,1610612751,81,84,2022-04-21T01:03:15Z,4920000,,,0,,SUB out: K. Irving,[202681],1610612751.0,BKN,,,,Irving,K. Irving,,,,,,,,,,,,,,,,,,,,,,,,,
493,PT02M18.00S,2022-04-21T01:03:12.6Z,3,REGULAR,substitution,in,[],1628971,,,1610612751,81,84,2022-04-21T01:03:15Z,4930000,,,0,,SUB in: B. Brown,[1628971],1610612751.0,BKN,,,,Brown,B. Brown,,,,,,,,,,,,,,,,,,,,,,,,,
494,PT02M18.00S,2022-04-21T01:03:31.2Z,3,REGULAR,freethrow,2 of 2,[],201142,,,1610612751,81,85,2022-04-21T01:03:31Z,4940000,,,0,,K. Durant Free Throw 2 of 2 (19 PTS),[201142],1610612751.0,BKN,,,,Durant,K. Durant,,,,,,Made,19.0,,,,,,,,,,,,,,,,,,
495,PT02M07.00S,2022-04-21T01:03:45.2Z,3,REGULAR,turnover,bad pass,[],1628464,,,1610612738,81,85,2022-04-21T01:04:19Z,4950000,,,0,,D. Theis bad pass TURNOVER (3 TO),"[1628464, 1629651]",1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,,3.0,,,,,,,,,,,Claxton,1629651.0,
496,PT02M07.00S,2022-04-21T01:03:45.2Z,3,REGULAR,steal,,[],1629651,,,1610612751,81,85,2022-04-21T01:03:47Z,4960000,,,0,,N. Claxton STEAL (2 STL),[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,,,,,,,,,,,,,,,,,,,,,
497,PT02M05.00S,2022-04-21T01:03:53.1Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203935,,,1610612751,81,85,2022-04-21T01:04:05Z,4970000,,,0,,M. Smart shooting personal FOUL (3 PF) (Claxton 2 FT),"[203935, 1629651]",1610612738.0,BOS,shooting,,,Smart,M. Smart,,,,,,,,,,,204059.0,,,,,,3.0,0.0,Claxton,1629651.0,,,,,
499,PT02M05.00S,2022-04-21T01:04:29.0Z,3,REGULAR,freethrow,1 of 2,['fromturnover'],1629651,,,1610612751,81,85,2022-04-21T01:04:29Z,4990000,,,0,,MISS N. Claxton Free Throw 1 of 2,[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,,Missed,,,,,,,,,,,,,,,,,,,
500,PT02M05.00S,2022-04-21T01:04:29.0Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612751,81,85,2022-04-21T01:04:29Z,5000000,,,0,,TEAM offensive REBOUND,[],1610612751.0,BKN,,,,,,,,,,,,,,,,,,499.0,,,,,,,,,,,,
501,PT02M05.00S,2022-04-21T01:04:33.2Z,3,REGULAR,substitution,out,[],1628369,,,1610612751,81,85,2022-04-21T01:04:37Z,5010000,,,0,,SUB out: J. Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,
502,PT02M05.00S,2022-04-21T01:04:33.2Z,3,REGULAR,substitution,out,[],203935,,,1610612751,81,85,2022-04-21T01:04:37Z,5020000,,,0,,SUB out: M. Smart,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,,
503,PT02M05.00S,2022-04-21T01:04:33.2Z,3,REGULAR,substitution,in,[],1627759,,,1610612751,81,85,2022-04-21T01:04:37Z,5030000,,,0,,SUB in: J. Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,
504,PT02M05.00S,2022-04-21T01:04:33.2Z,3,REGULAR,substitution,in,[],1630202,,,1610612751,81,85,2022-04-21T01:04:37Z,5040000,,,0,,SUB in: P. Pritchard,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,,,,,,,,
505,PT02M05.00S,2022-04-21T01:04:29.0Z,3,REGULAR,freethrow,2 of 2,['fromturnover'],1629651,,,1610612751,81,85,2022-04-21T01:04:55Z,5050000,,,0,,MISS N. Claxton Free Throw 2 of 2,[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,,Missed,,,,,,,,,,,,,,,,,,,
506,PT02M05.00S,2022-04-21T01:04:29.0Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612738,81,85,2022-04-21T01:04:55Z,5060000,,,0,,TEAM defensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,505.0,,,,,,,,,,,,
507,PT02M05.00S,2022-04-21T01:05:00.5Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612738,81,85,2022-04-21T01:05:00Z,5070000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
508,PT01M49.00S,2022-04-21T01:05:19.2Z,3,REGULAR,2pt,Jump Shot,[],1627759,21.50131406044678,70.83333333333334,1610612738,81,85,2022-04-21T01:05:23Z,5080000,-104.0,150.0,1,left,MISS J. Brown 18' pullup Shot,[1627759],1610612738.0,BOS,pullup,,,Brown,J. Brown,,,,,18.23,Missed,,,,,,,,,,,,,,,,,,,
509,PT01M45.00S,2022-04-21T01:05:23.2Z,3,REGULAR,rebound,defensive,[],1629651,,,1610612751,81,85,2022-04-21T01:05:23Z,5090000,,,0,,N. Claxton REBOUND (Off:0 Def:3),[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,,,,,,,,,508.0,3.0,3.0,0.0,,,,,,,,,
510,PT01M22.00S,2022-04-21T01:05:45.9Z,3,REGULAR,3pt,Jump Shot,[],201609,68.15045992115637,29.901960784313726,1610612751,81,85,2022-04-21T01:05:51Z,5100000,-100.0,247.0,1,right,MISS G. Dragic 26' 3PT,[201609],1610612751.0,BKN,,,,Dragic,G. Dragic,,,,,26.66,Missed,,,,,,,,,,,,,,,,,,,
511,PT01M20.00S,2022-04-21T01:05:49.0Z,3,REGULAR,rebound,offensive,[],1628971,,,1610612751,81,85,2022-04-21T01:05:49Z,5110000,,,0,,B. Brown REBOUND (Off:2 Def:4),[1628971],1610612751.0,BKN,,,,Brown,B. Brown,,,,,,,,,,,,,510.0,6.0,4.0,2.0,,,,,,,,,
512,PT01M18.00S,2022-04-21T01:05:50.5Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],201988,73.01248357424441,16.42156862745098,1610612751,81,88,2022-04-21T01:05:54Z,5120000,-168.0,201.0,1,right,P. Mills 26' 3PT  (5 PTS) (B. Brown 4 AST),"[201988, 1628971]",1610612751.0,BKN,,,,Mills,P. Mills,,,,,26.21,Made,5.0,B. Brown,1628971.0,4.0,,,,,,,,,,,,,,,
514,PT00M55.00S,2022-04-21T01:06:13.4Z,3,REGULAR,2pt,Jump Shot,[],1630202,22.815374507227332,62.745098039215684,1610612738,83,88,2022-04-21T01:06:17Z,5140000,-64.0,162.0,1,left,P. Pritchard 17' pullup Jump Shot (2 PTS) (D. White 1 AST),"[1630202, 1628401]",1610612738.0,BOS,pullup,,,Pritchard,P. Pritchard,,,,,17.41,Made,2.0,D. White,1628401.0,1.0,,,,,,,,,,,,,,,
516,PT00M44.90S,2022-04-21T01:06:32.3Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630202,,,1610612751,83,88,2022-04-21T01:06:48Z,5160000,,,0,,P. Pritchard personal FOUL (1 PF) (Durant 2 FT),"[1630202, 201142]",1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,204059.0,,,,,,1.0,0.0,Durant,201142.0,,,,,
518,PT00M44.90S,2022-04-21T01:06:59.4Z,3,REGULAR,freethrow,1 of 2,[],201142,,,1610612751,83,89,2022-04-21T01:06:59Z,5180000,,,0,,K. Durant Free Throw 1 of 2 (20 PTS),[201142],1610612751.0,BKN,,,,Durant,K. Durant,,,,,,Made,20.0,,,,,,,,,,,,,,,,,,
519,PT00M44.90S,2022-04-21T01:07:14.3Z,3,REGULAR,freethrow,2 of 2,[],201142,,,1610612751,83,90,2022-04-21T01:07:14Z,5190000,,,0,,K. Durant Free Throw 2 of 2 (21 PTS),[201142],1610612751.0,BKN,,,,Durant,K. Durant,,,,,,Made,21.0,,,,,,,,,,,,,,,,,,
520,PT00M34.30S,2022-04-21T01:07:28.9Z,3,REGULAR,2pt,Layup,[],1628401,11.12023653088042,66.66666666666666,1610612738,83,90,2022-04-21T01:07:35Z,5200000,-83.0,52.0,1,left,MISS D. White 9' driving Layup,[1628401],1610612738.0,BOS,driving,,,White,D. White,,,,,9.82,Missed,,,,,,,,,,,,,,,,,,,
521,PT00M31.00S,2022-04-21T01:07:32.0Z,3,REGULAR,rebound,offensive,[],1628401,,,1610612738,83,90,2022-04-21T01:07:32Z,5210000,,,0,,D. White REBOUND (Off:1 Def:1),[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,,,,,,520.0,2.0,1.0,1.0,,,,,,,,,
522,PT00M19.20S,2022-04-21T01:07:44.4Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1627759,9.411957950065702,43.872549019607845,1610612738,85,90,2022-04-21T01:07:48Z,5220000,31.0,36.0,1,left,J. Brown driving Layup (12 PTS),[1627759],1610612738.0,BOS,driving,,,Brown,J. Brown,,,,,4.72,Made,12.0,,,,,,,,,,,,,,,,,,
523,PT00M00.00S,2022-04-21T01:08:13.4Z,3,REGULAR,2pt,Jump Shot,[],201142,80.3712220762155,76.9607843137255,1610612751,85,90,2022-04-21T01:08:18Z,5230000,135.0,132.0,1,right,MISS K. Durant 18' pullup Shot,[201142],1610612751.0,BKN,pullup,,,Durant,K. Durant,,,,,18.87,Missed,,,,,,,,,,,,,,,,,,,
524,PT00M00.00S,2022-04-21T01:08:14.8Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612751,85,90,2022-04-21T01:08:14Z,5240000,,,0,,TEAM offensive REBOUND,[],1610612751.0,BKN,,,,,,,,,,,,,,,,,,523.0,,,,,,,,,,,,
525,PT00M00.00S,2022-04-21T01:08:17.0Z,3,REGULAR,period,end,[],0,,,1610612751,85,90,2022-04-21T01:08:17Z,5250000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
526,PT12M00.00S,2022-04-21T01:11:15.8Z,4,REGULAR,substitution,out,['startperiod'],1628971,,,1610612751,85,90,2022-04-21T01:11:44Z,5260000,,,0,,SUB out: B. Brown,[1628971],1610612751.0,BKN,,,,Brown,B. Brown,,,,,,,,,,,,,,,,,,,,,,,,,
527,PT12M00.00S,2022-04-21T01:11:15.8Z,4,REGULAR,substitution,out,['startperiod'],201142,,,1610612751,85,90,2022-04-21T01:11:44Z,5270000,,,0,,SUB out: K. Durant,[201142],1610612751.0,BKN,,,,Durant,K. Durant,,,,,,,,,,,,,,,,,,,,,,,,,
528,PT12M00.00S,2022-04-21T01:11:15.8Z,4,REGULAR,substitution,in,['startperiod'],202681,,,1610612751,85,90,2022-04-21T01:11:44Z,5280000,,,0,,SUB in: K. Irving,[202681],1610612751.0,BKN,,,,Irving,K. Irving,,,,,,,,,,,,,,,,,,,,,,,,,
529,PT12M00.00S,2022-04-21T01:11:15.8Z,4,REGULAR,substitution,in,['startperiod'],203552,,,1610612751,85,90,2022-04-21T01:11:44Z,5290000,,,0,,SUB in: S. Curry,[203552],1610612751.0,BKN,,,,Curry,S. Curry,,,,,,,,,,,,,,,,,,,,,,,,,
530,PT12M00.00S,2022-04-21T01:11:55.2Z,4,REGULAR,period,start,[],0,,,1610612751,85,90,2022-04-21T01:11:55Z,5300000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
531,PT11M38.00S,2022-04-21T01:12:16.4Z,4,REGULAR,2pt,Jump Shot,[],203552,75.16425755584757,23.307291666666664,1610612751,85,92,2022-04-21T01:16:19Z,5310000,-133.0,181.0,1,right,S. Curry 22' Jump Shot (16 PTS),[203552],1610612751.0,BKN,,,,Curry,S. Curry,,,,,22.49,Made,16.0,,,,,,,,,,,,,,,,,,
551,PT11M38.00S,2022-04-21T01:12:23.3Z,4,REGULAR,instantreplay,request,[],0,,,1610612738,85,92,2022-04-21T01:16:54Z,5315000,,,0,,,[],,,overturned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Changed to 2-pt FG
532,PT11M24.00S,2022-04-21T01:12:30.2Z,4,REGULAR,3pt,Jump Shot,[],1630202,27.808804204993432,75.98039215686273,1610612738,85,92,2022-04-21T01:12:33Z,5320000,-130.0,209.0,1,left,MISS P. Pritchard 24' 3PT,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,24.6,Missed,,,,,,,,,,,,,,,,,,,
533,PT11M22.00S,2022-04-21T01:12:32.2Z,4,REGULAR,rebound,defensive,[],201609,,,1610612751,85,92,2022-04-21T01:12:33Z,5330000,,,0,,G. Dragic REBOUND (Off:0 Def:3),[201609],1610612751.0,BKN,,,,Dragic,G. Dragic,,,,,,,,,,,,,532.0,3.0,3.0,0.0,,,,,,,,,
534,PT11M15.00S,2022-04-21T01:12:38.7Z,4,REGULAR,3pt,Jump Shot,[],201988,66.3107752956636,51.71568627450981,1610612751,85,92,2022-04-21T01:12:43Z,5340000,9.0,264.0,1,right,MISS P. Mills 26' 3PT,[201988],1610612751.0,BKN,,,,Mills,P. Mills,,,,,26.43,Missed,,,,,,,,,,,,,,,,,,,
535,PT11M13.00S,2022-04-21T01:12:41.4Z,4,REGULAR,rebound,offensive,[],203552,,,1610612751,85,92,2022-04-21T01:12:41Z,5350000,,,0,,S. Curry REBOUND (Off:1 Def:1),[203552],1610612751.0,BKN,,,,Curry,S. Curry,,,,,,,,,,,,,534.0,2.0,1.0,1.0,,,,,,,,,
536,PT10M59.00S,2022-04-21T01:12:55.2Z,4,REGULAR,2pt,Jump Shot,['2ndchance'],201609,90.22667542706965,22.794117647058822,1610612751,85,92,2022-04-21T01:13:00Z,5360000,-136.0,39.0,1,right,MISS G. Dragic 14' turnaround fadeaway Shot,[201609],1610612751.0,BKN,turnaround fadeaway,,,Dragic,G. Dragic,,,,,14.16,Missed,,,,,,,,,,,,,,,,,,,
537,PT10M56.00S,2022-04-21T01:12:57.8Z,4,REGULAR,rebound,defensive,[],1628401,,,1610612738,85,92,2022-04-21T01:12:57Z,5370000,,,0,,D. White REBOUND (Off:1 Def:2),[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,,,,,,536.0,3.0,2.0,1.0,,,,,,,,,
538,PT10M54.00S,2022-04-21T01:13:02.2Z,4,REGULAR,foul,personal,[],202681,,,1610612738,85,92,2022-04-21T01:13:08Z,5380000,,,0,,K. Irving personal FOUL (2 PF),"[202681, 1628401]",1610612751.0,BKN,,,,Irving,K. Irving,,,,,,,,,,,204059.0,,,,,,2.0,0.0,White,1628401.0,,,,,
540,PT10M42.00S,2022-04-21T01:13:31.5Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1627759,8.492115637319317,57.107843137254896,1610612738,85,92,2022-04-21T01:13:35Z,5400000,-36.0,27.0,1,left,MISS J. Brown driving reverse Layup,[1627759],1610612738.0,BOS,driving reverse,,,Brown,J. Brown,,,,,4.48,Missed,,,,,,,,,,,,,,,,,,,
541,PT10M40.00S,2022-04-21T01:13:33.5Z,4,REGULAR,rebound,defensive,[],1629651,,,1610612751,85,92,2022-04-21T01:13:35Z,5410000,,,0,,N. Claxton REBOUND (Off:0 Def:4),[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,,,,,,,,,540.0,4.0,4.0,0.0,,,,,,,,,
542,PT10M31.00S,2022-04-21T01:13:42.5Z,4,REGULAR,2pt,Jump Shot,[],201609,75.24638633377135,29.411764705882355,1610612751,85,92,2022-04-21T01:13:46Z,5420000,-103.0,180.0,1,right,MISS G. Dragic 20' step back Shot,[201609],1610612751.0,BKN,step back,,,Dragic,G. Dragic,,,,,20.75,Missed,,,,,,,,,,,,,,,,,,,
543,PT10M29.00S,2022-04-21T01:13:44.5Z,4,REGULAR,rebound,defensive,[],1629684,,,1610612738,85,92,2022-04-21T01:13:46Z,5430000,,,0,,G. Williams REBOUND (Off:3 Def:2),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,542.0,5.0,2.0,3.0,,,,,,,,,
544,PT10M20.00S,2022-04-21T01:13:52.9Z,4,REGULAR,turnover,bad pass,[],1630202,,,1610612738,85,92,2022-04-21T01:13:57Z,5440000,,,0,,P. Pritchard bad pass TURNOVER (1 TO),"[1630202, 201609]",1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,1.0,,,,,,,,,,,Dragic,201609.0,
545,PT10M20.00S,2022-04-21T01:13:52.9Z,4,REGULAR,steal,,[],201609,,,1610612751,85,92,2022-04-21T01:13:54Z,5450000,,,0,,G. Dragic STEAL (1 STL),[201609],1610612751.0,BKN,,,,Dragic,G. Dragic,,,,,,,,,,,,,,,,,,,,,,,,,
546,PT10M09.00S,2022-04-21T01:14:03.8Z,4,REGULAR,2pt,Jump Shot,['fromturnover'],203552,83.78777923784494,80.63725490196079,1610612751,85,92,2022-04-21T01:14:07Z,5460000,153.0,100.0,1,right,MISS S. Curry 18' pullup Shot,[203552],1610612751.0,BKN,pullup,,,Curry,S. Curry,,,,,18.29,Missed,,,,,,,,,,,,,,,,,,,
547,PT10M08.00S,2022-04-21T01:14:04.8Z,4,REGULAR,rebound,defensive,[],1630202,,,1610612738,85,92,2022-04-21T01:14:07Z,5470000,,,0,,P. Pritchard REBOUND (Off:0 Def:2),[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,546.0,2.0,2.0,0.0,,,,,,,,,
548,PT09M57.00S,2022-04-21T01:14:16.6Z,4,REGULAR,2pt,Jump Shot,[],1630202,21.23850197109067,45.09803921568628,1610612738,87,92,2022-04-21T01:14:20Z,5480000,25.0,147.0,1,left,P. Pritchard 14' pullup Jump Shot (4 PTS),[1630202],1610612738.0,BOS,pullup,,,Pritchard,P. Pritchard,,,,,14.91,Made,4.0,,,,,,,,,,,,,,,,,,
549,PT09M47.00S,2022-04-21T01:14:30.4Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612751,87,92,2022-04-21T01:14:30Z,5490000,,,0,,BKN Timeout,[],1610612751.0,BKN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
552,PT09M47.00S,2022-04-21T01:17:21.6Z,4,REGULAR,substitution,out,[],1628401,,,1610612751,87,92,2022-04-21T01:17:59Z,5510000,,,0,,SUB out: D. White,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,,,,,,,,,,,,,,,,,,
