actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,turnoverTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
469,PT00M00.10S,2022-06-14T02:55:09.1Z,3,REGULAR,3pt,Jump Shot,[],1629673,62.122207621550594,4.434742647058823,1610612744,75,74,2022-06-14T02:56:17Z,4620000,-228.0,304.0,1,right,J. Poole 37' 3PT bank (9 PTS) (A. Wiggins 2 AST),"[1629673, 203952]",1610612744.0,GSW,bank,,,Poole,J. Poole,,,,,37.96,Made,9.0,A. Wiggins,203952.0,2.0,,,,,,,,,,,,,,
471,PT00M00.00S,2022-06-14T02:55:19.1Z,3,REGULAR,period,end,[],0,,,1610612738,75,74,2022-06-14T02:55:19Z,4640000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
473,PT12M00.00S,2022-06-14T02:56:30.7Z,4,REGULAR,substitution,out,['startperiod'],1627780,,,1610612738,75,74,2022-06-14T02:59:21Z,4660000,,,0,,SUB out: G. Payton II,[1627780],1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,,,,,,,,,,,,,,,,,,,,
474,PT12M00.00S,2022-06-14T02:56:30.7Z,4,REGULAR,substitution,out,['startperiod'],201939,,,1610612738,75,74,2022-06-14T02:59:21Z,4670000,,,0,,SUB out: S. Curry,[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,,,,,,,,,,,,,,,,,,,,
475,PT12M00.00S,2022-06-14T02:56:30.7Z,4,REGULAR,substitution,in,['startperiod'],1626172,,,1610612738,75,74,2022-06-14T02:59:21Z,4680000,,,0,,SUB in: K. Looney,[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,,,,,,,,,,,,,,,,,,,
476,PT12M00.00S,2022-06-14T02:56:30.7Z,4,REGULAR,substitution,in,['startperiod'],202691,,,1610612738,75,74,2022-06-14T02:59:21Z,4690000,,,0,,SUB in: K. Thompson,[202691],1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,,,,,,,,,,,,,,,,,,,,
477,PT12M00.00S,2022-06-14T02:59:31.0Z,4,REGULAR,period,start,[],0,,,1610612744,75,74,2022-06-14T02:59:31Z,4700000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
478,PT11M51.00S,2022-06-14T02:59:39.1Z,4,REGULAR,3pt,Jump Shot,[],1629673,68.54467805519053,15.441176470588236,1610612744,75,74,2022-06-14T02:59:42Z,4710000,-173.0,243.0,1,right,MISS J. Poole 29' pullup 3PT,[1629673],1610612744.0,GSW,pullup,,,Poole,J. Poole,,,,,29.83,Missed,,,,,,,,,,,,,,,,,,
479,PT11M49.00S,2022-06-14T02:59:43.6Z,4,REGULAR,rebound,defensive,['team'],0,,,1610612738,75,74,2022-06-14T02:59:43Z,4720000,,,0,,TEAM defensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,478.0,,,,,,,,,,,
481,PT11M30.00S,2022-06-14T03:00:08.2Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1628369,9.937582128777924,59.068627450980394,1610612738,75,74,2022-06-14T03:00:10Z,4740000,-45.0,41.0,1,left,MISS J. Tatum 6' driving Layup,[1628369],1610612738.0,BOS,driving,,,Tatum,J. Tatum,,,,,6.1,Missed,,,,,,,,,,,,,,,,,,
482,PT11M27.00S,2022-06-14T03:00:10.9Z,4,REGULAR,rebound,defensive,[],203952,,,1610612744,75,74,2022-06-14T03:00:10Z,4750000,,,0,,A. Wiggins REBOUND (Off:1 Def:8),[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,481.0,9.0,8.0,1.0,,,,,,,,
483,PT11M23.00S,2022-06-14T03:00:15.9Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],203952,89.96386333771353,43.627450980392155,1610612744,77,74,2022-06-14T03:01:27Z,4760000,-32.0,42.0,1,right,A. Wiggins driving Layup (18 PTS),[203952],1610612744.0,GSW,driving,,,Wiggins,A. Wiggins,,,,,5.26,Made,18.0,,,,,,,,,,,,,,,,,
484,PT11M02.00S,2022-06-14T03:00:35.8Z,4,REGULAR,3pt,Jump Shot,[],1628401,28.86005256241787,16.42156862745098,1610612738,77,74,2022-06-14T03:00:39Z,4770000,168.0,219.0,1,left,MISS D. White 27' step back 3PT,[1628401],1610612738.0,BOS,step back,,,White,D. White,,,,,27.58,Missed,,,,,,,,,,,,,,,,,,
485,PT10M59.00S,2022-06-14T03:00:39.7Z,4,REGULAR,rebound,defensive,[],203952,,,1610612744,77,74,2022-06-14T03:00:39Z,4780000,,,0,,A. Wiggins REBOUND (Off:1 Def:9),[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,484.0,10.0,9.0,1.0,,,,,,,,
486,PT10M52.00S,2022-06-14T03:00:46.3Z,4,REGULAR,3pt,Jump Shot,[],203952,66.44218134034165,60.5392156862745,1610612744,77,74,2022-06-14T03:00:48Z,4790000,53.0,263.0,1,right,MISS A. Wiggins 26' 3PT,[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,26.81,Missed,,,,,,,,,,,,,,,,,,
487,PT10M49.00S,2022-06-14T03:00:49.1Z,4,REGULAR,rebound,defensive,[],1628401,,,1610612738,77,74,2022-06-14T03:00:49Z,4800000,,,0,,D. White REBOUND (Off:0 Def:1),[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,,,,,,486.0,1.0,1.0,0.0,,,,,,,,
488,PT10M41.00S,2022-06-14T03:00:57.9Z,4,REGULAR,3pt,Jump Shot,[],1628401,21.895532194480946,89.2156862745098,1610612738,77,74,2022-06-14T03:01:00Z,4810000,-196.0,153.0,1,left,MISS D. White 24' 3PT,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,24.89,Missed,,,,,,,,,,,,,,,,,,
489,PT10M39.00S,2022-06-14T03:00:59.9Z,4,REGULAR,rebound,defensive,[],1626172,,,1610612744,77,74,2022-06-14T03:01:56Z,4820000,,,0,,K. Looney REBOUND (Off:1 Def:2),[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,,,,,,,,488.0,3.0,2.0,1.0,,,,,,,,
490,PT10M24.00S,2022-06-14T03:01:15.0Z,4,REGULAR,foul,personal,['2freethrow'],1628401,,,1610612744,77,74,2022-06-14T03:01:25Z,4830000,,,0,,D. White shooting personal FOUL (1 PF) (Poole 2 FT),"[1628401, 1629673]",1610612738.0,BOS,shooting,,,White,D. White,,,,,,,,,,,201639.0,,,,,,1.0,0.0,Poole,1629673.0,,,,
492,PT10M24.00S,2022-06-14T03:01:45.1Z,4,REGULAR,freethrow,1 of 2,[],1629673,,,1610612744,78,74,2022-06-14T03:03:12Z,4850000,,,0,,J. Poole Free Throw 1 of 2 (10 PTS),[1629673],1610612744.0,GSW,,,,Poole,J. Poole,,,,,,Made,10.0,,,,,,,,,,,,,,,,,
495,PT10M24.00S,2022-06-14T03:01:45.1Z,4,REGULAR,freethrow,2 of 2,[],1629673,,,1610612744,79,74,2022-06-14T03:03:12Z,4855000,,,0,,J. Poole Free Throw 2 of 2 (11 PTS),[1629673],1610612744.0,GSW,,,,Poole,J. Poole,,,,,,Made,11.0,,,,,,,,,,,,,,,,,
493,PT10M24.00S,2022-06-14T03:01:45.8Z,4,REGULAR,substitution,out,[],1628401,,,1610612738,79,74,2022-06-14T03:03:12Z,4860000,,,0,,SUB out: D. White,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,,,,,,,,,,,,,,,,,
494,PT10M24.00S,2022-06-14T03:01:45.8Z,4,REGULAR,substitution,in,[],203935,,,1610612738,79,74,2022-06-14T03:03:12Z,4870000,,,0,,SUB in: M. Smart,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,
496,PT10M15.00S,2022-06-14T03:02:16.0Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],203935,7.30946123521682,59.80392156862745,1610612738,79,74,2022-06-14T03:02:44Z,4875000,-49.0,16.0,1,left,MISS M. Smart driving Layup,[203935],1610612738.0,BOS,driving,,,Smart,M. Smart,,,,,5.16,Missed,,,,,,,,,,,,,,,,,,
497,PT10M14.00S,2022-06-14T03:02:17.0Z,4,REGULAR,rebound,defensive,[],202691,,,1610612744,79,74,2022-06-14T03:02:44Z,4877500,,,0,,K. Thompson REBOUND (Off:0 Def:3),[202691],1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,,,,,,,,,496.0,3.0,3.0,0.0,,,,,,,,
498,PT10M12.00S,2022-06-14T03:02:22.2Z,4,REGULAR,foul,personal,[],1629684,,,1610612744,79,74,2022-06-14T03:03:05Z,4910000,,,0,,G. Williams take personal FOUL (3 PF),"[1629684, 202691]",1610612738.0,BOS,take,,,Williams,G. Williams,,,,,,,,,,,1830.0,,,,,,3.0,0.0,Thompson,202691.0,,,,
500,PT10M01.00S,2022-06-14T03:02:52.8Z,4,REGULAR,3pt,Jump Shot,[],202691,70.64717477003943,15.441176470588236,1610612744,79,74,2022-06-14T03:02:55Z,4930000,-173.0,223.0,1,right,MISS K. Thompson 28' 3PT,[202691],1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,28.24,Missed,,,,,,,,,,,,,,,,,,
501,PT09M59.00S,2022-06-14T03:02:54.8Z,4,REGULAR,rebound,defensive,[],201143,,,1610612738,79,74,2022-06-14T03:03:18Z,4940000,,,0,,A. Horford REBOUND (Off:1 Def:6),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,500.0,7.0,6.0,1.0,,,,,,,,
502,PT09M49.00S,2022-06-14T03:03:06.1Z,4,REGULAR,turnover,traveling,[],1628369,,,1610612738,79,74,2022-06-14T03:03:08Z,4950000,,,0,,J. Tatum traveling TURNOVER (4 TO),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,1830.0,4.0,,,,,,,,,,,,
503,PT09M31.00S,2022-06-14T03:03:33.0Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],202691,76.82325886990802,8.333333333333332,1610612744,82,74,2022-06-14T03:03:36Z,4960000,-208.0,165.0,1,right,K. Thompson 26' 3PT pullup (18 PTS),[202691],1610612744.0,GSW,pullup,,,Thompson,K. Thompson,,,,,26.6,Made,18.0,,,,,,,,,,,,,,,,,
504,PT09M30.00S,2022-06-14T03:03:40.1Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612738,82,74,2022-06-14T03:03:40Z,4970000,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
505,PT09M30.00S,2022-06-14T03:06:10.1Z,4,REGULAR,substitution,out,[],1629684,,,1610612738,82,74,2022-06-14T03:07:18Z,4980000,,,0,,SUB out: G. Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,
506,PT09M30.00S,2022-06-14T03:06:10.1Z,4,REGULAR,substitution,in,[],1629057,,,1610612738,82,74,2022-06-14T03:07:18Z,4990000,,,0,,SUB in: R. Williams III,[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,
507,PT09M16.00S,2022-06-14T03:07:52.0Z,4,REGULAR,foul,personal,[],203110,,,1610612738,82,74,2022-06-14T03:07:55Z,5000000,,,0,,D. Green personal FOUL (4 PF),"[203110, 1627759]",1610612744.0,GSW,,,,Green,D. Green,,,,,,,,,,,1146.0,,,,,,4.0,0.0,Brown,1627759.0,,,,
509,PT09M16.00S,2022-06-14T03:08:00.3Z,4,REGULAR,foul,technical,['1freethrow'],203935,,,1610612738,82,74,2022-06-14T03:08:09Z,5020000,,,0,,M. Smart technical FOUL (1 Tech),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,201639.0,,,,,,3.0,1.0,,,,,,
510,PT09M16.00S,2022-06-14T03:08:25.4Z,4,REGULAR,freethrow,1 of 1,[],1629673,,,1610612738,83,74,2022-06-14T03:08:25Z,5030000,,,0,,J. Poole technical Free Throw 1 of 1 (12 PTS),[1629673],1610612744.0,GSW,technical,,,Poole,J. Poole,,,,,,Made,12.0,,,,,,,,,,,,,,,,,
511,PT09M15.00S,2022-06-14T03:08:48.7Z,4,REGULAR,foul,offensive,[],203935,,,1610612738,83,74,2022-06-14T03:08:54Z,5040000,,,0,,M. Smart offensive FOUL (4 PF),"[203935, 1629673]",1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,1146.0,,,,,,4.0,1.0,Poole,1629673.0,,,,
513,PT09M15.00S,2022-06-14T03:08:48.7Z,4,REGULAR,turnover,offensive foul,[],203935,,,1610612738,83,74,2022-06-14T03:08:48Z,5060000,,,0,,M. Smart offensive foul TURNOVER (4 TO),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,1146.0,4.0,,,,,,,,,,,,
514,PT09M15.00S,2022-06-14T03:09:06.6Z,4,REGULAR,violation,delay-of-game,['team'],0,,,1610612744,83,74,2022-06-14T03:09:08Z,5070000,,,0,,TEAM delay-of-game VIOLATION,[],1610612738.0,BOS,,,,,,,,,,,,,,,,1146.0,,,,,,,,,,,,,
515,PT09M05.00S,2022-06-14T03:09:19.0Z,4,REGULAR,2pt,Jump Shot,['fromturnover'],1629673,81.2910643889619,79.41176470588235,1610612744,85,74,2022-06-14T03:09:22Z,5080000,147.0,123.0,1,right,J. Poole 19' pullup Jump Shot (14 PTS),[1629673],1610612744.0,GSW,pullup,,,Poole,J. Poole,,,,,19.2,Made,14.0,,,,,,,,,,,,,,,,,
516,PT08M50.00S,2022-06-14T03:09:33.2Z,4,REGULAR,3pt,Jump Shot,[],1627759,30.699737187910642,21.813725490196077,1610612738,85,74,2022-06-14T03:09:36Z,5090000,141.0,236.0,1,left,MISS J. Brown 27' step back 3PT,[1627759],1610612738.0,BOS,step back,,,Brown,J. Brown,,,,,27.49,Missed,,,,,,,,,,,,,,,,,,
517,PT08M48.00S,2022-06-14T03:09:35.2Z,4,REGULAR,rebound,defensive,[],203952,,,1610612744,85,74,2022-06-14T03:10:13Z,5100000,,,0,,A. Wiggins REBOUND (Off:1 Def:10),[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,516.0,11.0,10.0,1.0,,,,,,,,
518,PT08M33.00S,2022-06-14T03:09:51.2Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1626172,92.85479632063075,59.31372549019608,1610612744,85,74,2022-06-14T03:09:53Z,5110000,47.0,15.0,1,right,MISS K. Looney reverse Layup,[1626172],1610612744.0,GSW,reverse,,,Looney,K. Looney,,,,,4.89,Missed,,,,,,,,,,,,,,,,,,
519,PT08M31.00S,2022-06-14T03:09:53.2Z,4,REGULAR,rebound,defensive,[],1627759,,,1610612738,85,74,2022-06-14T03:10:10Z,5120000,,,0,,J. Brown REBOUND (Off:2 Def:5),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,518.0,7.0,5.0,2.0,,,,,,,,
520,PT08M21.00S,2022-06-14T03:10:02.6Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1627759,7.835085413929041,49.01960784313725,1610612738,85,76,2022-06-14T03:10:05Z,5130000,5.0,21.0,1,left,J. Brown driving finger roll Layup (15 PTS) (M. Smart 2 AST),"[1627759, 203935]",1610612738.0,BOS,driving finger roll,,,Brown,J. Brown,,,,,2.17,Made,15.0,M. Smart,203935.0,2.0,,,,,,,,,,,,,,
522,PT08M05.00S,2022-06-14T03:10:18.7Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1629673,91.80354796320631,54.166666666666664,1610612744,85,76,2022-06-14T03:10:21Z,5150000,21.0,25.0,1,right,MISS J. Poole driving finger roll Layup,[1629673],1610612744.0,GSW,driving finger roll,,,Poole,J. Poole,,,,,3.21,Missed,,,,,,,,,,,,,,,,,,
523,PT08M03.00S,2022-06-14T03:10:20.7Z,4,REGULAR,rebound,defensive,[],201143,,,1610612738,85,76,2022-06-14T03:11:00Z,5160000,,,0,,A. Horford REBOUND (Off:1 Def:7),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,522.0,8.0,7.0,1.0,,,,,,,,
525,PT07M44.00S,2022-06-14T03:10:44.3Z,4,REGULAR,foul,personal,['2freethrow'],203110,,,1610612738,85,76,2022-06-14T03:10:54Z,5180000,,,0,,D. Green shooting personal FOUL (5 PF) (Tatum 2 FT),"[203110, 1628369]",1610612744.0,GSW,shooting,,,Green,D. Green,,,,,,,,,,,1830.0,,,,,,5.0,0.0,Tatum,1628369.0,,,,
527,PT07M44.00S,2022-06-14T03:11:14.6Z,4,REGULAR,freethrow,1 of 2,[],1628369,,,1610612738,85,77,2022-06-14T03:11:14Z,5200000,,,0,,J. Tatum Free Throw 1 of 2 (23 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,Made,23.0,,,,,,,,,,,,,,,,,
528,PT07M44.00S,2022-06-14T03:11:22.8Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612738,85,77,2022-06-14T03:11:22Z,5210000,,,0,,GSW Timeout,[],1610612744.0,GSW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
530,PT07M44.00S,2022-06-14T03:14:24.0Z,4,REGULAR,substitution,out,[],1629673,,,1610612738,85,77,2022-06-14T03:14:51Z,5220000,,,0,,SUB out: J. Poole,[1629673],1610612744.0,GSW,,,,Poole,J. Poole,,,,,,,,,,,,,,,,,,,,,,,,
531,PT07M44.00S,2022-06-14T03:14:24.0Z,4,REGULAR,substitution,out,[],203110,,,1610612738,85,77,2022-06-14T03:14:51Z,5230000,,,0,,SUB out: D. Green,[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,,,,,,,,,,,,,,,,,,,,
532,PT07M44.00S,2022-06-14T03:14:24.0Z,4,REGULAR,substitution,in,[],1627780,,,1610612738,85,77,2022-06-14T03:14:51Z,5240000,,,0,,SUB in: G. Payton II,[1627780],1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,,,,,,,,,,,,,,,,,,,,
533,PT07M44.00S,2022-06-14T03:14:24.0Z,4,REGULAR,substitution,in,[],201939,,,1610612738,85,77,2022-06-14T03:14:51Z,5250000,,,0,,SUB in: S. Curry,[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,,,,,,,,,,,,,,,,,,,,
534,PT07M44.00S,2022-06-14T03:15:20.3Z,4,REGULAR,freethrow,2 of 2,[],1628369,,,1610612738,85,78,2022-06-14T03:15:20Z,5260000,,,0,,J. Tatum Free Throw 2 of 2 (24 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,Made,24.0,,,,,,,,,,,,,,,,,
535,PT07M26.00S,2022-06-14T03:15:41.9Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],203952,90.09526938239159,46.32352941176471,1610612744,87,78,2022-06-14T03:15:44Z,5270000,-18.0,41.0,1,right,A. Wiggins driving Layup (20 PTS) (S. Curry 6 AST),"[203952, 201939]",1610612744.0,GSW,driving,,,Wiggins,A. Wiggins,,,,,4.46,Made,20.0,S. Curry,201939.0,6.0,,,,,,,,,,,,,,
537,PT07M00.00S,2022-06-14T03:16:07.0Z,4,REGULAR,turnover,lost ball,[],1627759,,,1610612738,87,78,2022-06-14T03:16:08Z,5290000,,,0,,J. Brown lost ball TURNOVER (4 TO),"[1627759, 1627780]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,4.0,,,,,,,,,Payton II,1627780.0,,
538,PT07M00.00S,2022-06-14T03:16:07.0Z,4,REGULAR,steal,,[],1627780,,,1610612744,87,78,2022-06-14T03:16:08Z,5300000,,,0,,G. Payton II STEAL (3 STL),[1627780],1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,,,,,,,,,,,,,,,,,,,,
539,PT06M50.00S,2022-06-14T03:16:17.6Z,4,REGULAR,2pt,Jump Shot,['fromturnover'],201939,85.49605781865965,75.49019607843137,1610612744,87,78,2022-06-14T03:16:20Z,5310000,127.0,84.0,1,right,MISS S. Curry 15' pullup Shot,[201939],1610612744.0,GSW,pullup,,,Curry,S. Curry,,,,,15.26,Missed,,,,,,,,,,,,,,,,,,
540,PT06M48.00S,2022-06-14T03:16:19.6Z,4,REGULAR,rebound,defensive,[],1627759,,,1610612738,87,78,2022-06-14T03:16:25Z,5320000,,,0,,J. Brown REBOUND (Off:2 Def:6),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,539.0,8.0,6.0,2.0,,,,,,,,
541,PT06M34.00S,2022-06-14T03:16:33.4Z,4,REGULAR,turnover,bad pass,[],1627759,,,1610612738,87,78,2022-06-14T03:16:35Z,5330000,,,0,,J. Brown bad pass TURNOVER (5 TO),"[1627759, 202691]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,5.0,,,,,,,,,Thompson,202691.0,,
542,PT06M34.00S,2022-06-14T03:16:33.4Z,4,REGULAR,steal,,[],202691,,,1610612744,87,78,2022-06-14T03:19:37Z,5340000,,,0,,K. Thompson STEAL (2 STL),[202691],1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,,,,,,,,,,,,,,,,,,,,
543,PT06M24.00S,2022-06-14T03:16:43.5Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],201939,64.07687253613666,66.66666666666666,1610612744,87,78,2022-06-14T03:16:46Z,5350000,83.0,285.0,1,right,MISS S. Curry 29' 3PT,[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,29.71,Missed,,,,,,,,,,,,,,,,,,
544,PT06M22.00S,2022-06-14T03:16:45.5Z,4,REGULAR,rebound,defensive,[],203935,,,1610612738,87,78,2022-06-14T03:16:51Z,5360000,,,0,,M. Smart REBOUND (Off:0 Def:3),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,543.0,3.0,3.0,0.0,,,,,,,,
545,PT06M07.00S,2022-06-14T03:17:01.8Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1627759,9.674770039421814,51.470588235294116,1610612738,87,78,2022-06-14T03:18:28Z,5370000,-7.0,38.0,1,left,MISS J. Brown driving Layup,[1627759],1610612738.0,BOS,driving,,,Brown,J. Brown,,,,,3.91,Missed,,,,,,,,,,,,,,,,,,
546,PT06M06.00S,2022-06-14T03:17:02.8Z,4,REGULAR,rebound,offensive,[],1627759,,,1610612738,87,78,2022-06-14T03:18:28Z,5380000,,,0,,J. Brown REBOUND (Off:3 Def:6),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,545.0,9.0,6.0,3.0,,,,,,,,
547,PT06M06.00S,2022-06-14T03:17:20.4Z,4,REGULAR,foul,personal,[],1626172,,,1610612738,87,78,2022-06-14T03:17:23Z,5390000,,,0,,K. Looney personal FOUL (5 PF),"[1626172, 1627759]",1610612744.0,GSW,,,,Looney,K. Looney,,,,,,,,,,,201639.0,,,,,,5.0,0.0,Brown,1627759.0,,,,
549,PT05M58.00S,2022-06-14T03:17:38.3Z,4,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1628369,18.610381077529567,49.50980392156863,1610612738,87,78,2022-06-14T03:17:41Z,5410000,2.0,122.0,1,left,MISS J. Tatum 12' step back Shot,[1628369],1610612738.0,BOS,step back,,,Tatum,J. Tatum,,,,,12.24,Missed,,,,,,,,,,,,,,,,,,
550,PT05M56.00S,2022-06-14T03:17:40.3Z,4,REGULAR,rebound,defensive,[],1627780,,,1610612744,87,78,2022-06-14T03:18:21Z,5420000,,,0,,G. Payton II REBOUND (Off:0 Def:4),[1627780],1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,,,,,,,,,549.0,4.0,4.0,0.0,,,,,,,,
551,PT05M38.00S,2022-06-14T03:17:56.7Z,4,REGULAR,2pt,Hook,['pointsinthepaint'],203952,85.62746386333771,62.254901960784316,1610612744,89,78,2022-06-14T03:18:00Z,5430000,61.0,83.0,1,right,A. Wiggins 10' driving Hook (22 PTS) (S. Curry 7 AST),"[203952, 201939]",1610612744.0,GSW,driving,,,Wiggins,A. Wiggins,,,,,10.29,Made,22.0,S. Curry,201939.0,7.0,,,,,,,,,,,,,,
553,PT05M28.00S,2022-06-14T03:18:10.1Z,4,REGULAR,foul,personal,['2freethrow'],1627780,,,1610612738,89,78,2022-06-14T03:18:16Z,5450000,,,0,,G. Payton II shooting personal FOUL (2 PF) (Brown 2 FT),"[1627780, 1627759]",1610612744.0,GSW,shooting,,,Payton II,G. Payton II,,,,,,,,,,,1830.0,,,,,,2.0,0.0,Brown,1627759.0,,,,
555,PT05M28.00S,2022-06-14T03:18:35.5Z,4,REGULAR,freethrow,1 of 2,[],1627759,,,1610612738,89,79,2022-06-14T03:18:35Z,5470000,,,0,,J. Brown Free Throw 1 of 2 (16 PTS),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,Made,16.0,,,,,,,,,,,,,,,,,
556,PT05M28.00S,2022-06-14T03:18:54.9Z,4,REGULAR,freethrow,2 of 2,[],1627759,,,1610612738,89,79,2022-06-14T03:18:54Z,5480000,,,0,,MISS J. Brown Free Throw 2 of 2,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,Missed,,,,,,,,,,,,,,,,,,
557,PT05M26.00S,2022-06-14T03:18:55.5Z,4,REGULAR,rebound,defensive,[],1626172,,,1610612744,89,79,2022-06-14T03:18:55Z,5490000,,,0,,K. Looney REBOUND (Off:1 Def:3),[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,,,,,,,,556.0,4.0,3.0,1.0,,,,,,,,
559,PT05M10.00S,2022-06-14T03:19:23.8Z,4,REGULAR,3pt,Jump Shot,[],202691,95.0886990801577,95.83333333333334,1610612744,89,79,2022-06-14T03:19:26Z,5510000,229.0,-6.0,1,right,MISS K. Thompson 3PT,[202691],1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,22.93,Missed,,,,,,,,,,,,,,,,,,
560,PT05M08.00S,2022-06-14T03:19:25.8Z,4,REGULAR,rebound,defensive,[],1629057,,,1610612738,89,79,2022-06-14T03:20:13Z,5520000,,,0,,R. Williams III REBOUND (Off:3 Def:5),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,559.0,8.0,5.0,3.0,,,,,,,,
561,PT05M00.00S,2022-06-14T03:19:35.4Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203952,,,1610612738,89,79,2022-06-14T03:19:43Z,5530000,,,0,,A. Wiggins shooting personal FOUL (2 PF) (Tatum 2 FT),"[203952, 1628369]",1610612744.0,GSW,shooting,,,Wiggins,A. Wiggins,,,,,,,,,,,1146.0,,,,,,2.0,0.0,Tatum,1628369.0,,,,
564,PT05M00.00S,2022-06-14T03:20:01.0Z,4,REGULAR,freethrow,1 of 2,[],1628369,,,1610612738,89,79,2022-06-14T03:20:01Z,5550000,,,0,,MISS J. Tatum Free Throw 1 of 2,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,Missed,,,,,,,,,,,,,,,,,,
