actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotResult,pointsTotal,shotDistance,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
386,PT07M26.00S,2022-06-17T02:31:07.9Z,3,REGULAR,2pt,Jump Shot,[],203935,13.354139290407357,69.36274509803921,1610612738,47,63,2022-06-17T02:31:58Z,3620000,-97.0,73.0,1,left,MISS M. Smart 12' bank Shot,[203935],1610612738.0,BOS,bank,,,Smart,M. Smart,,,,,,,,,,Missed,,12.12,,,,,,,,,,,,
387,PT07M23.00S,2022-06-17T02:31:10.9Z,3,REGULAR,rebound,defensive,[],203110,,,1610612744,47,63,2022-06-17T02:31:13Z,3630000,,,0,,D. Green REBOUND (Off:3 Def:5),[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,,,,,,,,,,,,386.0,8.0,5.0,3.0,,,,,
388,PT07M14.00S,2022-06-17T02:31:20.7Z,3,REGULAR,3pt,Jump Shot,[],201939,69.72733245729303,69.6078431372549,1610612744,47,66,2022-06-17T02:34:09Z,3640000,98.0,232.0,1,right,S. Curry 25' 3PT step back (18 PTS) (D. Green 6 AST),"[201939, 203110]",1610612744.0,GSW,step back,,,Curry,S. Curry,,,,,,,,,,Made,18.0,25.19,D. Green,203110.0,6.0,,,,,,,,,
390,PT06M53.00S,2022-06-17T02:31:41.5Z,3,REGULAR,3pt,Jump Shot,[],201143,29.122864651773984,82.84313725490196,1610612738,50,66,2022-06-17T02:31:45Z,3660000,-164.0,221.0,1,left,A. Horford 27' 3PT  (13 PTS) (J. Tatum 5 AST),"[201143, 1628369]",1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,Made,13.0,27.56,J. Tatum,1628369.0,5.0,,,,,,,,,
392,PT06M34.00S,2022-06-17T02:32:00.4Z,3,REGULAR,3pt,Jump Shot,[],203490,69.99014454664915,27.941176470588236,1610612744,50,69,2022-06-17T02:32:05Z,3680000,-110.0,230.0,1,right,O. Porter Jr. 25' 3PT  (6 PTS) (S. Curry 6 AST),"[203490, 201939]",1610612744.0,GSW,,,,Porter Jr.,O. Porter Jr.,,,,,,,,,,Made,6.0,25.47,S. Curry,201939.0,6.0,,,,,,,,,
394,PT06M22.00S,2022-06-17T02:32:11.7Z,3,REGULAR,3pt,Jump Shot,[],203935,29.517082785808146,79.41176470588235,1610612738,50,69,2022-06-17T02:32:18Z,3700000,-147.0,225.0,1,left,MISS M. Smart 26' pullup 3PT,[203935],1610612738.0,BOS,pullup,,,Smart,M. Smart,,,,,,,,,,Missed,,26.88,,,,,,,,,,,,
395,PT06M20.00S,2022-06-17T02:32:13.7Z,3,REGULAR,rebound,defensive,[],203110,,,1610612744,50,69,2022-06-17T02:32:18Z,3710000,,,0,,D. Green REBOUND (Off:3 Def:6),[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,,,,,,,,,,,,394.0,9.0,6.0,3.0,,,,,
396,PT06M15.00S,2022-06-17T02:32:20.3Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],201939,66.83639947437582,26.225490196078432,1610612744,50,72,2022-06-17T02:35:06Z,3720000,-119.0,259.0,1,right,S. Curry 28' 3PT running (21 PTS) (D. Green 7 AST),"[201939, 203110]",1610612744.0,GSW,running,,,Curry,S. Curry,,,,,,,,,,Made,21.0,28.52,D. Green,203110.0,7.0,,,,,,,,,
398,PT06M12.00S,2022-06-17T02:32:27.3Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612738,50,72,2022-06-17T02:32:27Z,3740000,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
399,PT06M12.00S,2022-06-17T02:35:29.6Z,3,REGULAR,substitution,out,[],203490,,,1610612738,50,72,2022-06-17T02:35:54Z,3750000,,,0,,SUB out: O. Porter Jr.,[203490],1610612744.0,GSW,,,,Porter Jr.,O. Porter Jr.,,,,,,,,,,,,,,,,,,,,,,,,
400,PT06M12.00S,2022-06-17T02:35:29.6Z,3,REGULAR,substitution,in,[],1626172,,,1610612738,50,72,2022-06-17T02:35:54Z,3760000,,,0,,SUB in: K. Looney,[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,,,,,,,,,,,,,,,,,,,
401,PT05M58.00S,2022-06-17T02:36:20.0Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203935,11.038107752956636,36.841299019607845,1610612738,50,72,2022-06-17T02:36:30Z,3770000,66.0,51.0,1,left,MISS M. Smart 8' driving Layup,[203935],1610612738.0,BOS,driving,,,Smart,M. Smart,,,,,,,,,,Missed,,8.34,,,,,,,,,,,,
402,PT05M56.00S,2022-06-17T02:36:22.0Z,3,REGULAR,rebound,offensive,[],1629057,,,1610612738,50,72,2022-06-17T02:36:30Z,3780000,,,0,,R. Williams III REBOUND (Off:2 Def:2),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,401.0,4.0,2.0,2.0,,,,,
403,PT05M56.00S,2022-06-17T02:36:22.6Z,3,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1629057,5.590000152587891,50.0,1610612738,52,72,2022-06-17T02:36:33Z,3790000,0.0,0.0,1,left,R. Williams III tip Layup (8 PTS),[1629057],1610612738.0,BOS,tip,,,Williams III,R. Williams III,,,,,,,,,,Made,8.0,0.0,,,,,,,,,,,,
404,PT05M38.00S,2022-06-17T02:36:40.9Z,3,REGULAR,2pt,Layup,[],203110,93.11760840998686,65.93137254901961,1610612744,52,72,2022-06-17T02:36:48Z,3800000,80.0,12.0,1,right,MISS D. Green 8' driving Layup,[203110],1610612744.0,GSW,driving,,,Green,D. Green,,,,,,,,,,Missed,,8.06,,,,,,,,,,,,
405,PT05M36.00S,2022-06-17T02:36:42.9Z,3,REGULAR,rebound,offensive,[],1626172,,,1610612744,52,72,2022-06-17T02:36:48Z,3810000,,,0,,K. Looney REBOUND (Off:5 Def:1),[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,,,,,,,,,,,404.0,6.0,1.0,5.0,,,,,
406,PT05M36.00S,2022-06-17T02:36:44.5Z,3,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1626172,94.40999984741211,50.0,1610612744,52,72,2022-06-17T02:36:57Z,3820000,0.0,0.0,1,right,MISS K. Looney tip Layup,[1626172],1610612744.0,GSW,tip,,,Looney,K. Looney,,,,,,,,,,Missed,,0.0,,,,,,,,,,,,
407,PT05M34.00S,2022-06-17T02:36:46.5Z,3,REGULAR,rebound,defensive,[],1627759,,,1610612738,52,72,2022-06-17T02:36:57Z,3830000,,,0,,J. Brown REBOUND (Off:0 Def:3),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,406.0,3.0,3.0,0.0,,,,,
409,PT05M23.00S,2022-06-17T02:37:08.9Z,3,REGULAR,2pt,Jump Shot,[],1628369,23.078186596583443,48.529411764705884,1610612738,52,72,2022-06-17T02:39:38Z,3850000,7.0,164.0,1,left,MISS J. Tatum 16' fadeaway Shot,[1628369],1610612738.0,BOS,fadeaway,,,Tatum,J. Tatum,,,,,,,,,,Missed,,16.46,,,,,,,,,,,,
410,PT05M21.00S,2022-06-17T02:37:10.9Z,3,REGULAR,rebound,offensive,[],201143,,,1610612738,52,72,2022-06-17T02:37:26Z,3860000,,,0,,A. Horford REBOUND (Off:2 Def:7),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,,,,409.0,9.0,7.0,2.0,,,,,
411,PT05M17.00S,2022-06-17T02:37:18.0Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628369,16.113666228646515,39.950980392156865,1610612738,52,72,2022-06-17T02:37:33Z,3870000,50.0,99.0,1,left,MISS J. Tatum 11' driving Layup - blocked,"[1628369, 201939]",1610612738.0,BOS,driving,,,Tatum,J. Tatum,,,,,,,,,,Missed,,11.1,,,,,,,,,,,Curry,201939.0
412,PT05M17.00S,2022-06-17T02:37:18.0Z,3,REGULAR,block,,[],201939,,,1610612738,52,72,2022-06-17T02:37:20Z,3880000,,,0,,S. Curry BLOCK (1 BLK),[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,,,,,,,,,,,,,,,,,,,,
413,PT05M16.00S,2022-06-17T02:37:19.0Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612738,52,72,2022-06-17T02:37:33Z,3890000,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,411.0,,,,,,,,
415,PT05M14.00S,2022-06-17T02:37:35.3Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1627759,19.66162943495401,95.83333333333334,1610612738,52,72,2022-06-17T02:37:41Z,3910000,-229.0,132.0,1,left,MISS J. Brown 26' 3PT,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,Missed,,26.46,,,,,,,,,,,,
416,PT05M12.00S,2022-06-17T02:37:37.3Z,3,REGULAR,rebound,defensive,[],202691,,,1610612744,52,72,2022-06-17T02:37:41Z,3920000,,,0,,K. Thompson REBOUND (Off:0 Def:4),[202691],1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,,,,,,,,,,,,415.0,4.0,4.0,0.0,,,,,
417,PT05M01.00S,2022-06-17T02:37:47.7Z,3,REGULAR,2pt,Jump Shot,[],202691,77.87450722733246,41.17647058823529,1610612744,52,72,2022-06-17T02:37:52Z,3930000,-44.0,155.0,1,right,MISS K. Thompson 16' fadeaway Shot,[202691],1610612744.0,GSW,fadeaway,,,Thompson,K. Thompson,,,,,,,,,,Missed,,16.16,,,,,,,,,,,,
418,PT04M59.00S,2022-06-17T02:37:49.7Z,3,REGULAR,rebound,defensive,[],203935,,,1610612738,52,72,2022-06-17T02:37:52Z,3940000,,,0,,M. Smart REBOUND (Off:0 Def:4),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,417.0,4.0,4.0,0.0,,,,,
419,PT04M54.00S,2022-06-17T02:37:55.5Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],203935,34.510512483574246,46.32352941176471,1610612738,55,72,2022-06-17T02:38:04Z,3950000,18.0,272.0,1,left,M. Smart 27' 3PT  (5 PTS) (J. Tatum 6 AST),"[203935, 1628369]",1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,Made,5.0,27.25,J. Tatum,1628369.0,6.0,,,,,,,,,
421,PT04M52.00S,2022-06-17T02:38:00.3Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612744,55,72,2022-06-17T02:38:00Z,3970000,,,0,,GSW Timeout,[],1610612744.0,GSW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
423,PT04M52.00S,2022-06-17T02:41:05.2Z,3,REGULAR,substitution,out,[],1629057,,,1610612744,55,72,2022-06-17T02:41:21Z,3980000,,,0,,SUB out: R. Williams III,[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,
424,PT04M52.00S,2022-06-17T02:41:05.2Z,3,REGULAR,substitution,in,[],1629684,,,1610612744,55,72,2022-06-17T02:41:21Z,3990000,,,0,,SUB in: G. Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,
425,PT04M41.00S,2022-06-17T02:41:54.7Z,3,REGULAR,foul,offensive,[],1626172,,,1610612744,55,72,2022-06-17T02:42:01Z,4000000,,,0,,K. Looney offensive FOUL (4 PF),"[1626172, 1629684]",1610612744.0,GSW,,,,Looney,K. Looney,,,,,2534.0,4.0,0.0,Williams,1629684.0,,,,,,,,,,,,,,,
427,PT04M41.00S,2022-06-17T02:41:54.7Z,3,REGULAR,turnover,offensive foul,[],1626172,,,1610612744,55,72,2022-06-17T02:41:54Z,4020000,,,0,,K. Looney offensive foul TURNOVER (1 TO),[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,2534.0,,,,,,,,,,,,,,,1.0,,,,
429,PT04M41.00S,2022-06-17T02:43:45.2Z,3,REGULAR,substitution,out,[],203110,,,1610612738,55,72,2022-06-17T02:43:54Z,4040000,,,0,,SUB out: D. Green,[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,,,,,,,,,,,,,,,,,,,,
430,PT04M41.00S,2022-06-17T02:43:45.2Z,3,REGULAR,substitution,in,[],1627780,,,1610612738,55,72,2022-06-17T02:43:54Z,4050000,,,0,,SUB in: G. Payton II,[1627780],1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,,,,,,,,,,,,,,,,,,,,
431,PT04M27.00S,2022-06-17T02:44:16.0Z,3,REGULAR,turnover,out-of-bounds,[],201143,,,1610612738,55,72,2022-06-17T02:44:21Z,4060000,,,0,,A. Horford bad pass out-of-bounds TURNOVER (1 TO),[201143],1610612738.0,BOS,bad pass,,,Horford,A. Horford,,,,,2534.0,,,,,,,,,,,,,,,1.0,,,,
432,PT04M11.00S,2022-06-17T02:44:36.4Z,3,REGULAR,2pt,Jump Shot,['fromturnover'],203952,78.40013140604468,49.50980392156863,1610612744,55,72,2022-06-17T02:44:41Z,4070000,-2.0,151.0,1,right,MISS A. Wiggins 15' pullup Shot,[203952],1610612744.0,GSW,pullup,,,Wiggins,A. Wiggins,,,,,,,,,,Missed,,15.05,,,,,,,,,,,,
433,PT04M09.00S,2022-06-17T02:44:38.4Z,3,REGULAR,rebound,defensive,[],1627759,,,1610612738,55,72,2022-06-17T02:44:41Z,4080000,,,0,,J. Brown REBOUND (Off:0 Def:4),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,432.0,4.0,4.0,0.0,,,,,
434,PT04M01.00S,2022-06-17T02:44:47.2Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627759,15.062417871222076,39.705882352941174,1610612738,57,72,2022-06-17T02:44:52Z,4090000,51.0,89.0,1,left,J. Brown 10' driving floating Jump Shot (18 PTS),[1627759],1610612738.0,BOS,driving floating,,,Brown,J. Brown,,,,,,,,,,Made,18.0,10.29,,,,,,,,,,,,
435,PT03M43.00S,2022-06-17T02:45:03.8Z,3,REGULAR,3pt,Jump Shot,[],201939,68.15045992115637,35.53921568627451,1610612744,57,72,2022-06-17T02:45:13Z,4100000,-72.0,247.0,1,right,MISS S. Curry 25' step back 3PT,[201939],1610612744.0,GSW,step back,,,Curry,S. Curry,,,,,,,,,,Missed,,25.73,,,,,,,,,,,,
436,PT03M41.00S,2022-06-17T02:45:05.8Z,3,REGULAR,rebound,offensive,[],203952,,,1610612744,57,72,2022-06-17T02:45:13Z,4110000,,,0,,A. Wiggins REBOUND (Off:3 Def:2),[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,,,435.0,5.0,2.0,3.0,,,,,
437,PT03M41.00S,2022-06-17T02:45:08.1Z,3,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",203952,94.40999984741211,50.0,1610612744,57,74,2022-06-17T02:45:20Z,4120000,0.0,0.0,1,right,A. Wiggins tip Layup (12 PTS),[203952],1610612744.0,GSW,tip,,,Wiggins,A. Wiggins,,,,,,,,,,Made,12.0,0.0,,,,,,,,,,,,
438,PT03M34.00S,2022-06-17T02:45:15.4Z,3,REGULAR,foul,personal,[],1627780,,,1610612738,57,74,2022-06-17T02:45:23Z,4130000,,,0,,G. Payton II personal FOUL (2 PF),"[1627780, 1627759]",1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,101284.0,2.0,0.0,Brown,1627759.0,,,,,,,,,,,,,,,
440,PT03M26.00S,2022-06-17T02:45:40.5Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628369,8.492115637319317,56.372549019607845,1610612738,57,74,2022-06-17T02:45:46Z,4150000,-32.0,27.0,1,left,MISS J. Tatum driving Layup - blocked,"[1628369, 203952]",1610612738.0,BOS,driving,,,Tatum,J. Tatum,,,,,,,,,,Missed,,4.2,,,,,,,,,,,Wiggins,203952.0
474,PT03M26.00S,2022-06-17T02:45:40.5Z,3,REGULAR,block,,[],203952,,,1610612738,57,74,2022-06-17T02:51:34Z,4160000,,,0,,A. Wiggins BLOCK (2 BLK),[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,,,,,,,,,,,
442,PT03M24.00S,2022-06-17T02:45:42.5Z,3,REGULAR,rebound,defensive,[],201939,,,1610612744,57,74,2022-06-17T02:45:46Z,4170000,,,0,,S. Curry REBOUND (Off:0 Def:5),[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,,,,,,,,,,,,440.0,5.0,5.0,0.0,,,,,
443,PT03M24.00S,2022-06-17T02:45:45.4Z,3,REGULAR,foul,offensive,[],1627780,,,1610612744,57,74,2022-06-17T02:46:01Z,4180000,,,0,,G. Payton II offensive FOUL (3 PF),"[1627780, 1627759]",1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,101284.0,3.0,0.0,Brown,1627759.0,,,,,,,,,,,,,,,
445,PT03M24.00S,2022-06-17T02:45:45.4Z,3,REGULAR,turnover,offensive foul,[],1627780,,,1610612744,57,74,2022-06-17T02:45:45Z,4200000,,,0,,G. Payton II offensive foul TURNOVER (1 TO),[1627780],1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,101284.0,,,,,,,,,,,,,,,1.0,,,,
446,PT03M24.00S,2022-06-17T02:45:56.4Z,3,REGULAR,substitution,out,[],202691,,,1610612738,57,74,2022-06-17T02:46:00Z,4210000,,,0,,SUB out: K. Thompson,[202691],1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,,,,,,,,,,,,,,,,,,,,
447,PT03M24.00S,2022-06-17T02:45:56.4Z,3,REGULAR,substitution,in,[],1629673,,,1610612738,57,74,2022-06-17T02:46:00Z,4220000,,,0,,SUB in: J. Poole,[1629673],1610612744.0,GSW,,,,Poole,J. Poole,,,,,,,,,,,,,,,,,,,,,,,,
448,PT03M13.00S,2022-06-17T02:46:17.8Z,3,REGULAR,turnover,lost ball,[],1627759,,,1610612738,57,74,2022-06-17T02:46:22Z,4230000,,,0,,J. Brown lost ball TURNOVER (4 TO),"[1627759, 1627780]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,4.0,Payton II,1627780.0,,
449,PT03M13.00S,2022-06-17T02:46:17.8Z,3,REGULAR,steal,,[],1627780,,,1610612744,57,74,2022-06-17T02:46:19Z,4240000,,,0,,G. Payton II STEAL (3 STL),[1627780],1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,,,,,,,,,,,,,,,,,,,,
450,PT02M58.00S,2022-06-17T02:46:33.1Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],201939,67.7562417871222,38.970588235294116,1610612744,57,74,2022-06-17T02:46:37Z,4250000,-55.0,251.0,1,right,MISS S. Curry 25' step back 3PT,[201939],1610612744.0,GSW,step back,,,Curry,S. Curry,,,,,,,,,,Missed,,25.66,,,,,,,,,,,,
451,PT02M55.00S,2022-06-17T02:46:36.1Z,3,REGULAR,rebound,defensive,[],201143,,,1610612738,57,74,2022-06-17T02:46:37Z,4260000,,,0,,A. Horford REBOUND (Off:2 Def:8),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,,,,450.0,10.0,8.0,2.0,,,,,
452,PT02M49.00S,2022-06-17T02:46:43.3Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203935,8.935611038107753,59.091605392156865,1610612738,57,74,2022-06-17T02:47:01Z,4270000,-45.0,31.0,1,left,MISS M. Smart driving Layup,[203935],1610612738.0,BOS,driving,,,Smart,M. Smart,,,,,,,,,,Missed,,5.53,,,,,,,,,,,,
453,PT02M48.00S,2022-06-17T02:46:44.3Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612738,57,74,2022-06-17T02:47:01Z,4280000,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,452.0,,,,,,,,
455,PT02M48.00S,2022-06-17T02:47:09.0Z,3,REGULAR,foul,personal,[],1627780,,,1610612738,57,74,2022-06-17T02:47:27Z,4300000,,,0,,G. Payton II personal FOUL (4 PF),"[1627780, 1627759]",1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,101284.0,4.0,0.0,Brown,1627759.0,,,,,,,,,,,,,,,
457,PT02M48.00S,2022-06-17T02:47:33.6Z,3,REGULAR,substitution,out,[],1627780,,,1610612738,57,74,2022-06-17T02:47:38Z,4320000,,,0,,SUB out: G. Payton II,[1627780],1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,,,,,,,,,,,,,,,,,,,,
458,PT02M48.00S,2022-06-17T02:47:33.6Z,3,REGULAR,substitution,in,[],202691,,,1610612738,57,74,2022-06-17T02:47:38Z,4330000,,,0,,SUB in: K. Thompson,[202691],1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,,,,,,,,,,,,,,,,,,,,
459,PT02M38.00S,2022-06-17T02:48:01.2Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1627759,32.013797634691194,70.34313725490196,1610612738,60,74,2022-06-17T02:48:05Z,4340000,-102.0,248.0,1,left,J. Brown 26' 3PT  (21 PTS) (M. Smart 6 AST),"[1627759, 203935]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,Made,21.0,26.84,M. Smart,203935.0,6.0,,,,,,,,,
461,PT02M22.00S,2022-06-17T02:48:16.1Z,3,REGULAR,3pt,Jump Shot,[],202691,71.43561103810775,22.30392156862745,1610612744,60,74,2022-06-17T02:48:22Z,4360000,-138.0,216.0,1,right,MISS K. Thompson 25' 3PT,[202691],1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,,,,,,Missed,,25.66,,,,,,,,,,,,
462,PT02M20.00S,2022-06-17T02:48:18.1Z,3,REGULAR,rebound,defensive,[],1628369,,,1610612738,60,74,2022-06-17T02:48:22Z,4370000,,,0,,J. Tatum REBOUND (Off:0 Def:3),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,461.0,3.0,3.0,0.0,,,,,
463,PT02M10.00S,2022-06-17T02:48:28.2Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627759,8.409986859395532,52.89905024509803,1610612738,62,74,2022-06-17T02:49:16Z,4380000,-14.0,27.0,1,left,J. Brown driving floating Jump Shot (23 PTS),[1627759],1610612738.0,BOS,driving floating,,,Brown,J. Brown,,,,,,,,,,Made,23.0,3.03,,,,,,,,,,,,
464,PT02M06.00S,2022-06-17T02:48:39.5Z,3,REGULAR,timeout,full,['team'],0,,,1610612744,62,74,2022-06-17T02:48:39Z,4390000,,,0,,GSW Timeout,[],1610612744.0,GSW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
465,PT02M06.00S,2022-06-17T02:49:59.1Z,3,REGULAR,substitution,out,[],1626172,,,1610612744,62,74,2022-06-17T02:50:12Z,4400000,,,0,,SUB out: K. Looney,[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,,,,,,,,,,,,,,,,,,,
466,PT02M06.00S,2022-06-17T02:49:59.1Z,3,REGULAR,substitution,in,[],203110,,,1610612744,62,74,2022-06-17T02:50:12Z,4410000,,,0,,SUB in: D. Green,[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,,,,,,,,,,,,,,,,,,,,
467,PT01M51.00S,2022-06-17T02:50:32.0Z,3,REGULAR,turnover,traveling,[],203952,,,1610612744,62,74,2022-06-17T02:50:37Z,4420000,,,0,,A. Wiggins traveling TURNOVER (3 TO),[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,101284.0,,,,,,,,,,,,,,,3.0,,,,
468,PT01M42.00S,2022-06-17T02:50:58.2Z,3,REGULAR,turnover,lost ball,[],201143,,,1610612738,62,74,2022-06-17T02:51:07Z,4430000,,,0,,A. Horford lost ball TURNOVER (2 TO),"[201143, 201939]",1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,,,,2.0,Curry,201939.0,,
469,PT01M42.00S,2022-06-17T02:50:58.2Z,3,REGULAR,steal,,[],201939,,,1610612744,62,74,2022-06-17T02:51:18Z,4440000,,,0,,S. Curry STEAL (1 STL),[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,,,,,,,,,,,,,,,,,,,,
470,PT01M41.00S,2022-06-17T02:51:02.4Z,3,REGULAR,foul,personal,[],201143,,,1610612744,62,74,2022-06-17T02:51:06Z,4450000,,,0,,A. Horford personal FOUL (1 PF),"[201143, 203110]",1610612738.0,BOS,,,,Horford,A. Horford,,,,,2534.0,1.0,0.0,Green,203110.0,,,,,,,,,,,,,,,
472,PT01M27.00S,2022-06-17T02:51:25.8Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1629673,71.04139290407359,77.20588235294117,1610612744,62,74,2022-06-17T02:52:46Z,4470000,136.0,220.0,1,right,MISS J. Poole 25' pullup 3PT,[1629673],1610612744.0,GSW,pullup,,,Poole,J. Poole,,,,,,,,,,Missed,,25.84,,,,,,,,,,,,
473,PT01M25.00S,2022-06-17T02:51:28.2Z,3,REGULAR,rebound,defensive,[],1627759,,,1610612738,62,74,2022-06-17T02:51:28Z,4480000,,,0,,J. Brown REBOUND (Off:0 Def:5),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,472.0,5.0,5.0,0.0,,,,,
475,PT01M15.00S,2022-06-17T02:51:37.6Z,3,REGULAR,turnover,bad pass,[],1628369,,,1610612738,62,74,2022-06-17T02:51:41Z,4490000,,,0,,J. Tatum bad pass TURNOVER (4 TO),"[1628369, 203110]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,4.0,Green,203110.0,,
476,PT01M15.00S,2022-06-17T02:51:37.6Z,3,REGULAR,steal,,[],203110,,,1610612744,62,74,2022-06-17T02:51:39Z,4500000,,,0,,D. Green STEAL (2 STL),[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,,,,,,,,,,,,,,,,,,,,
477,PT00M59.90S,2022-06-17T02:51:58.1Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",201939,89.63945466491458,44.27083333333333,1610612744,62,74,2022-06-17T02:52:07Z,4510000,-29.0,45.0,1,right,MISS S. Curry driving Layup - blocked,"[201939, 1628369]",1610612744.0,GSW,driving,,,Curry,S. Curry,,,,,,,,,,Missed,,5.32,,,,,,,,,,,Tatum,1628369.0
478,PT00M59.90S,2022-06-17T02:51:58.1Z,3,REGULAR,block,,[],1628369,,,1610612744,62,74,2022-06-17T02:52:00Z,4520000,,,0,,J. Tatum BLOCK (1 BLK),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,
479,PT00M58.90S,2022-06-17T02:51:59.1Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612744,62,74,2022-06-17T02:52:07Z,4530000,,,0,,TEAM offensive REBOUND,[],1610612744.0,GSW,,,,,,,,,,,,,,,,,,,,,477.0,,,,,,,,
