actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
79,PT04M52.00S,2022-05-26T01:00:42.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",200782,93.51182654402102,54.166666666666664,1610612748,8,11,2022-05-26T01:00:49Z,790000,21.0,8.0,1,right,P. Tucker cutting Layup (2 PTS) (J. Butler 1 AST),"[200782, 202710]",1610612748.0,MIA,cutting,,,Tucker,P. Tucker,,,,,2.25,Made,,,,,,,,,,2.0,J. Butler,202710.0,1.0,,,,,
81,PT04M34.00S,2022-05-26T01:01:00.0Z,1,REGULAR,turnover,lost ball,[],1627759,,,1610612738,8,11,2022-05-26T01:01:04Z,810000,,,0,,J. Brown lost ball TURNOVER (2 TO),"[1627759, 203506]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,2.0,Oladipo,203506.0,,
82,PT04M34.00S,2022-05-26T01:01:00.0Z,1,REGULAR,steal,,[],203506,,,1610612748,8,11,2022-05-26T01:01:21Z,820000,,,0,,V. Oladipo STEAL (1 STL),[203506],1610612748.0,MIA,,,,Oladipo,V. Oladipo,,,,,,,,,,,,,,,,,,,,,,,,
83,PT04M24.00S,2022-05-26T01:01:10.6Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1629216,90.62089356110381,50.0,1610612748,10,11,2022-05-26T01:02:05Z,830000,0.0,36.0,1,right,G. Vincent turnaround fadeaway bank Jump Shot (2 PTS),[1629216],1610612748.0,MIA,turnaround fadeaway bank,,,Vincent,G. Vincent,,,,,3.57,Made,,,,,,,,,,2.0,,,,,,,,
84,PT04M08.00S,2022-05-26T01:01:25.9Z,1,REGULAR,3pt,Jump Shot,[],1627759,26.49474375821288,16.42156862745098,1610612738,10,14,2022-05-26T01:01:31Z,840000,168.0,197.0,1,left,J. Brown 25' 3PT  (3 PTS) (D. White 2 AST),"[1627759, 1628401]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,25.85,Made,,,,,,,,,,3.0,D. White,1628401.0,2.0,,,,,
86,PT03M48.00S,2022-05-26T01:01:45.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629622,94.82588699080158,53.18627450980392,1610612748,10,14,2022-05-26T01:01:51Z,860000,16.0,-4.0,1,right,MISS M. Strus driving Layup,[1629622],1610612748.0,MIA,driving,,,Strus,M. Strus,,,,,1.64,Missed,,,,,,,,,,,,,,,,,,
87,PT03M46.00S,2022-05-26T01:01:47.9Z,1,REGULAR,rebound,defensive,[],201143,,,1610612738,10,14,2022-05-26T01:01:51Z,870000,,,0,,A. Horford REBOUND (Off:0 Def:3),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,86.0,3.0,3.0,0.0,,,,,,,,,,,,,,
88,PT03M40.00S,2022-05-26T01:01:54.0Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1627759,6.783837056504599,53.67647058823529,1610612738,10,14,2022-05-26T01:03:15Z,880000,-18.0,11.0,1,left,MISS J. Brown running reverse Layup,[1627759],1610612738.0,BOS,running reverse,,,Brown,J. Brown,,,,,2.16,Missed,,,,,,,,,,,,,,,,,,
89,PT03M38.00S,2022-05-26T01:01:56.0Z,1,REGULAR,rebound,offensive,[],1628369,,,1610612738,10,14,2022-05-26T01:02:04Z,890000,,,0,,J. Tatum REBOUND (Off:1 Def:1),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,88.0,2.0,1.0,1.0,,,,,,,,,,,,,,
90,PT03M38.00S,2022-05-26T01:02:00.3Z,1,REGULAR,2pt,DUNK,"['2ndchance', 'pointsinthepaint']",1628369,5.590000152587891,50.0,1610612738,10,14,2022-05-26T01:03:59Z,900000,0.0,0.0,1,left,MISS J. Tatum tip DUNK,[1628369],1610612738.0,BOS,tip,,,Tatum,J. Tatum,,,,,0.0,Missed,,,,,,,,,,,,,,,,,,
91,PT03M38.00S,2022-05-26T01:02:00.3Z,1,REGULAR,rebound,defensive,[],203506,,,1610612748,10,14,2022-05-26T01:02:08Z,910000,,,0,,V. Oladipo REBOUND (Off:0 Def:1),[203506],1610612748.0,MIA,,,,Oladipo,V. Oladipo,,,,,,,90.0,1.0,1.0,0.0,,,,,,,,,,,,,,
92,PT03M38.00S,2022-05-26T01:02:09.9Z,1,REGULAR,foul,personal,[],1629684,,,1610612748,10,14,2022-05-26T01:02:21Z,920000,,,0,,G. Williams take personal FOUL (1 PF),"[1629684, 203506]",1610612738.0,BOS,take,,,Williams,G. Williams,,,,,,,,,,,201639.0,1.0,0.0,Oladipo,203506.0,,,,,,,,,
94,PT03M29.00S,2022-05-26T01:02:27.7Z,1,REGULAR,3pt,Jump Shot,[],202710,66.3107752956636,46.81372549019608,1610612748,13,14,2022-05-26T01:08:44Z,940000,-16.0,264.0,1,right,J. Butler 26' 3PT pullup (5 PTS),[202710],1610612748.0,MIA,pullup,,,Butler,J. Butler,,,,,26.47,Made,,,,,,,,,,5.0,,,,,,,,
95,PT03M10.00S,2022-05-26T01:02:46.4Z,1,REGULAR,3pt,Jump Shot,[],1628369,15.850854139290407,98.0392156862745,1610612738,13,14,2022-05-26T01:02:51Z,950000,-240.0,96.0,1,left,MISS J. Tatum 25' 3PT,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,25.89,Missed,,,,,,,,,,,,,,,,,,
96,PT03M07.00S,2022-05-26T01:02:49.4Z,1,REGULAR,rebound,defensive,[],203506,,,1610612748,13,14,2022-05-26T01:02:51Z,960000,,,0,,V. Oladipo REBOUND (Off:0 Def:2),[203506],1610612748.0,MIA,,,,Oladipo,V. Oladipo,,,,,,,95.0,2.0,2.0,0.0,,,,,,,,,,,,,,
97,PT02M59.00S,2022-05-26T01:02:58.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203506,92.9862023653088,47.794117647058826,1610612748,15,14,2022-05-26T01:05:12Z,970000,-11.0,13.0,1,right,V. Oladipo driving reverse Layup (2 PTS),[203506],1610612748.0,MIA,driving reverse,,,Oladipo,V. Oladipo,,,,,1.73,Made,,,,,,,,,,2.0,,,,,,,,
98,PT02M38.00S,2022-05-26T01:03:18.3Z,1,REGULAR,turnover,lost ball,[],1628401,,,1610612738,15,14,2022-05-26T01:03:42Z,980000,,,0,,D. White lost ball TURNOVER (1 TO),"[1628401, 1629216]",1610612738.0,BOS,,,,White,D. White,,,,,,,,,,,,,,,,,,,,1.0,Vincent,1629216.0,,
99,PT02M38.00S,2022-05-26T01:03:18.3Z,1,REGULAR,steal,,[],1629216,,,1610612748,15,14,2022-05-26T01:03:20Z,990000,,,0,,G. Vincent STEAL (1 STL),[1629216],1610612748.0,MIA,,,,Vincent,G. Vincent,,,,,,,,,,,,,,,,,,,,,,,,
100,PT02M37.00S,2022-05-26T01:03:21.6Z,1,REGULAR,turnover,bad pass,[],1629216,,,1610612748,15,14,2022-05-26T01:03:51Z,1000000,,,0,,G. Vincent bad pass TURNOVER (1 TO),"[1629216, 201143]",1610612748.0,MIA,,,,Vincent,G. Vincent,,,,,,,,,,,,,,,,,,,,1.0,Horford,201143.0,,
101,PT02M37.00S,2022-05-26T01:03:21.6Z,1,REGULAR,steal,,[],201143,,,1610612738,15,14,2022-05-26T01:03:38Z,1010000,,,0,,A. Horford STEAL (1 STL),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,,,,,,,,
102,PT02M37.00S,2022-05-26T01:03:55.2Z,1,REGULAR,foul,personal,['2freethrow'],1629622,,,1610612738,15,14,2022-05-26T01:04:45Z,1020000,,,0,,M. Strus shooting personal FOUL (1 PF) (Horford 2 FT),"[1629622, 201143]",1610612748.0,MIA,shooting,,,Strus,M. Strus,,,,,,,,,,,200834.0,1.0,0.0,Horford,201143.0,,,,,,,,,
104,PT02M37.00S,2022-05-26T01:04:53.1Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612738,15,14,2022-05-26T01:04:53Z,1040000,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,PT02M37.00S,2022-05-26T01:04:59.2Z,1,REGULAR,substitution,out,[],1629622,,,1610612738,15,14,2022-05-26T01:06:56Z,1050000,,,0,,SUB out: M. Strus,[1629622],1610612748.0,MIA,,,,Strus,M. Strus,,,,,,,,,,,,,,,,,,,,,,,,
106,PT02M37.00S,2022-05-26T01:04:59.2Z,1,REGULAR,substitution,out,[],1628369,,,1610612738,15,14,2022-05-26T01:06:56Z,1060000,,,0,,SUB out: J. Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,
107,PT02M37.00S,2022-05-26T01:04:59.2Z,1,REGULAR,substitution,in,[],1629130,,,1610612738,15,14,2022-05-26T01:06:56Z,1070000,,,0,,SUB in: D. Robinson,[1629130],1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,,,,,,,,,,,,,,,,,,,,
108,PT02M37.00S,2022-05-26T01:04:59.2Z,1,REGULAR,substitution,in,[],1630202,,,1610612738,15,14,2022-05-26T01:06:56Z,1080000,,,0,,SUB in: P. Pritchard,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,,,,,,,
109,PT02M37.00S,2022-05-26T01:07:20.7Z,1,REGULAR,freethrow,1 of 2,['fromturnover'],201143,,,1610612738,15,15,2022-05-26T01:07:20Z,1090000,,,0,,A. Horford Free Throw 1 of 2 (3 PTS),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,Made,,,,,,,,,,3.0,,,,,,,,
110,PT02M37.00S,2022-05-26T01:07:20.7Z,1,REGULAR,freethrow,2 of 2,['fromturnover'],201143,,,1610612738,15,15,2022-05-26T01:07:44Z,1100000,,,0,,MISS A. Horford Free Throw 2 of 2,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,Missed,,,,,,,,,,,,,,,,,,
111,PT02M35.00S,2022-05-26T01:07:22.7Z,1,REGULAR,rebound,defensive,[],202710,,,1610612748,15,15,2022-05-26T01:07:44Z,1110000,,,0,,J. Butler REBOUND (Off:1 Def:2),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,110.0,3.0,2.0,1.0,,,,,,,,,,,,,,
112,PT02M14.00S,2022-05-26T01:08:03.0Z,1,REGULAR,turnover,lost ball,[],203506,,,1610612748,15,15,2022-05-26T01:08:07Z,1120000,,,0,,V. Oladipo lost ball TURNOVER (2 TO),"[203506, 1628401]",1610612748.0,MIA,,,,Oladipo,V. Oladipo,,,,,,,,,,,,,,,,,,,,2.0,White,1628401.0,,
113,PT02M14.00S,2022-05-26T01:08:03.0Z,1,REGULAR,steal,,[],1628401,,,1610612738,15,15,2022-05-26T01:08:05Z,1130000,,,0,,D. White STEAL (1 STL),[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,,,,,,,,,,,,,,,,,
114,PT02M12.00S,2022-05-26T01:08:11.9Z,1,REGULAR,foul,offensive,[],1628401,,,1610612738,15,15,2022-05-26T01:08:26Z,1140000,,,0,,D. White charge offensive FOUL (1 PF),"[1628401, 1629216]",1610612738.0,BOS,charge,,,White,D. White,,,,,,,,,,,1830.0,1.0,0.0,Vincent,1629216.0,,,,,,,,,
116,PT02M12.00S,2022-05-26T01:08:11.9Z,1,REGULAR,turnover,offensive foul,[],1628401,,,1610612738,15,15,2022-05-26T01:08:11Z,1160000,,,0,,D. White offensive foul TURNOVER (2 TO),[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,,,,1830.0,,,,,,,,,2.0,,,,
117,PT02M12.00S,2022-05-26T01:08:26.1Z,1,REGULAR,substitution,out,[],200782,,,1610612748,15,15,2022-05-26T01:08:33Z,1170000,,,0,,SUB out: P. Tucker,[200782],1610612748.0,MIA,,,,Tucker,P. Tucker,,,,,,,,,,,,,,,,,,,,,,,,
118,PT02M12.00S,2022-05-26T01:08:26.1Z,1,REGULAR,substitution,in,[],1628389,,,1610612748,15,15,2022-05-26T01:08:33Z,1180000,,,0,,SUB in: B. Adebayo,[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,,,,,,,,,,,,,,,
119,PT02M00.00S,2022-05-26T01:08:46.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",203506,86.94152431011827,63.725490196078425,1610612748,15,15,2022-05-26T01:10:01Z,1190000,69.0,70.0,1,right,MISS V. Oladipo 9' driving finger roll Layup - blocked,"[203506, 1627759]",1610612748.0,MIA,driving finger roll,,,Oladipo,V. Oladipo,,,,,9.82,Missed,,,,,,,,,,,,,,,,,Brown,1627759.0
120,PT02M00.00S,2022-05-26T01:08:46.3Z,1,REGULAR,block,,[],1627759,,,1610612748,15,15,2022-05-26T01:08:49Z,1200000,,,0,,J. Brown BLOCK (1 BLK),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,
121,PT01M56.00S,2022-05-26T01:08:50.3Z,1,REGULAR,rebound,defensive,[],1629684,,,1610612738,15,15,2022-05-26T01:11:52Z,1210000,,,0,,G. Williams REBOUND (Off:0 Def:1),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,119.0,1.0,1.0,0.0,,,,,,,,,,,,,,
122,PT01M44.00S,2022-05-26T01:09:02.3Z,1,REGULAR,turnover,bad pass,[],201143,,,1610612738,15,15,2022-05-26T01:14:24Z,1220000,,,0,,A. Horford bad pass TURNOVER (1 TO),"[201143, 1629130]",1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,,,,1.0,Robinson,1629130.0,,
123,PT01M44.00S,2022-05-26T01:09:02.3Z,1,REGULAR,steal,,[],1629130,,,1610612748,15,15,2022-05-26T01:14:24Z,1230000,,,0,,D. Robinson STEAL (1 STL),[1629130],1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,,,,,,,,,,,,,,,,,,,,
124,PT01M36.00S,2022-05-26T01:09:09.9Z,1,REGULAR,3pt,Jump Shot,"['fastbreak', 'fromturnover']",1629216,65.25952693823915,45.83333333333333,1610612748,15,15,2022-05-26T01:15:37Z,1240000,-21.0,274.0,1,right,MISS G. Vincent 27' 3PT,[1629216],1610612748.0,MIA,,,,Vincent,G. Vincent,,,,,27.49,Missed,,,,,,,,,,,,,,,,,,
125,PT01M33.00S,2022-05-26T01:09:12.9Z,1,REGULAR,rebound,offensive,[],1628389,,,1610612748,15,15,2022-05-26T01:15:37Z,1250000,,,0,,B. Adebayo REBOUND (Off:2 Def:0),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,124.0,2.0,0.0,2.0,,,,,,,,,,,,,,
126,PT01M24.00S,2022-05-26T01:09:21.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1628389,93.11760840998686,49.50980392156863,1610612748,17,15,2022-05-26T01:09:26Z,1260000,-2.0,12.0,1,right,B. Adebayo alley-oop Layup (6 PTS) (G. Vincent 1 AST),"[1628389, 1629216]",1610612748.0,MIA,alley-oop,,,Adebayo,B. Adebayo,,,,,1.25,Made,,,,,,,,,,6.0,G. Vincent,1629216.0,1.0,,,,,
128,PT01M01.00S,2022-05-26T01:09:45.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628401,8.886333771353483,57.84313725490197,1610612738,17,17,2022-05-26T01:09:50Z,1280000,-39.0,31.0,1,left,D. White driving floating Jump Shot (6 PTS),[1628401],1610612738.0,BOS,driving floating,,,White,D. White,,,,,5.0,Made,,,,,,,,,,6.0,,,,,,,,
129,PT00M45.30S,2022-05-26T01:10:03.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203506,84.70762155059133,46.568627450980394,1610612748,17,17,2022-05-26T01:10:09Z,1290000,-17.0,91.0,1,right,MISS V. Oladipo 9' turnaround fadeaway Shot,[203506],1610612748.0,MIA,turnaround fadeaway,,,Oladipo,V. Oladipo,,,,,9.28,Missed,,,,,,,,,,,,,,,,,,
130,PT00M42.80S,2022-05-26T01:10:06.5Z,1,REGULAR,rebound,defensive,[],1629684,,,1610612738,17,17,2022-05-26T01:10:06Z,1300000,,,0,,G. Williams REBOUND (Off:0 Def:2),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,129.0,2.0,2.0,0.0,,,,,,,,,,,,,,
131,PT00M34.90S,2022-05-26T01:10:17.6Z,1,REGULAR,turnover,out-of-bounds,[],1627759,,,1610612738,17,17,2022-05-26T01:10:24Z,1310000,,,0,,J. Brown lost ball out-of-bounds TURNOVER (3 TO),[1627759],1610612738.0,BOS,lost ball,,,Brown,J. Brown,,,,,,,,,,,1830.0,,,,,,,,,3.0,,,,
132,PT00M34.90S,2022-05-26T01:10:21.0Z,1,REGULAR,substitution,out,[],202710,,,1610612748,17,17,2022-05-26T01:10:40Z,1320000,,,0,,SUB out: J. Butler,[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,,,,,,,,,,,,,,,,,
133,PT00M34.90S,2022-05-26T01:10:21.0Z,1,REGULAR,substitution,out,[],1627759,,,1610612748,17,17,2022-05-26T01:10:40Z,1330000,,,0,,SUB out: J. Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,
134,PT00M34.90S,2022-05-26T01:10:21.0Z,1,REGULAR,substitution,out,[],201143,,,1610612748,17,17,2022-05-26T01:10:40Z,1340000,,,0,,SUB out: A. Horford,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,,,,,,,,
135,PT00M34.90S,2022-05-26T01:10:21.0Z,1,REGULAR,substitution,in,[],1628997,,,1610612748,17,17,2022-05-26T01:10:40Z,1350000,,,0,,SUB in: C. Martin,[1628997],1610612748.0,MIA,,,,Martin,C. Martin,,,,,,,,,,,,,,,,,,,,,,,,
136,PT00M34.90S,2022-05-26T01:10:21.0Z,1,REGULAR,substitution,in,[],1628369,,,1610612748,17,17,2022-05-26T01:10:40Z,1360000,,,0,,SUB in: J. Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,
137,PT00M34.90S,2022-05-26T01:10:21.0Z,1,REGULAR,substitution,in,[],1629057,,,1610612748,17,17,2022-05-26T01:10:40Z,1370000,,,0,,SUB in: R. Williams III,[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,
138,PT00M18.40S,2022-05-26T01:11:00.5Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],1629216,76.2976346911958,36.27450980392157,1610612748,19,17,2022-05-26T01:17:01Z,1380000,-69.0,170.0,1,right,G. Vincent 18' pullup Jump Shot (4 PTS),[1629216],1610612748.0,MIA,pullup,,,Vincent,G. Vincent,,,,,18.36,Made,,,,,,,,,,4.0,,,,,,,,
139,PT00M01.90S,2022-05-26T01:11:19.2Z,1,REGULAR,3pt,Jump Shot,[],1630202,6.783837056504599,97.05882352941177,1610612738,19,17,2022-05-26T01:11:31Z,1390000,-235.0,11.0,1,left,MISS P. Pritchard 3PT,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,23.56,Missed,,,,,,,,,,,,,,,,,,
140,PT00M01.90S,2022-05-26T01:11:19.2Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612738,19,17,2022-05-26T01:11:31Z,1400000,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,139.0,,,,,,,,,,,,,,,,,
141,PT00M00.00S,2022-05-26T01:11:32.3Z,1,REGULAR,period,end,[],0,,,1610612738,19,17,2022-05-26T01:11:32Z,1410000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142,PT12M00.00S,2022-05-26T01:11:37.0Z,2,REGULAR,substitution,out,['startperiod'],1628401,,,1610612738,19,17,2022-05-26T01:15:00Z,1420000,,,0,,SUB out: D. White,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,,,,,,,,,,,,,,,,,
143,PT12M00.00S,2022-05-26T01:11:37.0Z,2,REGULAR,substitution,in,['startperiod'],203935,,,1610612738,19,17,2022-05-26T01:15:00Z,1430000,,,0,,SUB in: M. Smart,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,
144,PT12M00.00S,2022-05-26T01:15:13.1Z,2,REGULAR,period,start,[],0,,,1610612738,19,17,2022-05-26T01:15:13Z,1440000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,PT11M43.00S,2022-05-26T01:15:30.0Z,2,REGULAR,3pt,Jump Shot,[],1630202,9.017739816031538,2.941176470588235,1610612738,19,17,2022-05-26T01:18:05Z,1450000,235.0,32.0,1,left,MISS P. Pritchard step back 3PT,[1630202],1610612738.0,BOS,step back,,,Pritchard,P. Pritchard,,,,,23.75,Missed,,,,,,,,,,,,,,,,,,
146,PT11M37.00S,2022-05-26T01:15:36.0Z,2,REGULAR,rebound,defensive,[],203506,,,1610612748,19,17,2022-05-26T01:15:36Z,1460000,,,0,,V. Oladipo REBOUND (Off:0 Def:3),[203506],1610612748.0,MIA,,,,Oladipo,V. Oladipo,,,,,,,145.0,3.0,3.0,0.0,,,,,,,,,,,,,,
147,PT11M29.00S,2022-05-26T01:15:42.8Z,2,REGULAR,3pt,Jump Shot,[],203506,66.70499342969777,46.568627450980394,1610612748,19,17,2022-05-26T01:15:49Z,1470000,-17.0,260.0,1,right,MISS V. Oladipo 26' step back 3PT,[203506],1610612748.0,MIA,step back,,,Oladipo,V. Oladipo,,,,,26.11,Missed,,,,,,,,,,,,,,,,,,
148,PT11M26.00S,2022-05-26T01:15:45.8Z,2,REGULAR,rebound,defensive,[],1630202,,,1610612738,19,17,2022-05-26T01:15:49Z,1480000,,,0,,P. Pritchard REBOUND (Off:0 Def:1),[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,147.0,1.0,1.0,0.0,,,,,,,,,,,,,,
149,PT11M15.00S,2022-05-26T01:15:56.7Z,2,REGULAR,3pt,Jump Shot,[],203935,12.302890932982917,1.715686274509804,1610612738,19,17,2022-05-26T01:16:03Z,1490000,241.0,63.0,1,left,MISS M. Smart 24' 3PT,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,24.95,Missed,,,,,,,,,,,,,,,,,,
150,PT11M12.00S,2022-05-26T01:15:59.7Z,2,REGULAR,rebound,defensive,[],1628997,,,1610612748,19,17,2022-05-26T01:16:03Z,1500000,,,0,,C. Martin REBOUND (Off:0 Def:1),[1628997],1610612748.0,MIA,,,,Martin,C. Martin,,,,,,,149.0,1.0,1.0,0.0,,,,,,,,,,,,,,
151,PT11M01.00S,2022-05-26T01:16:14.9Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612748,19,17,2022-05-26T01:16:14Z,1510000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,PT10M58.00S,2022-05-26T01:16:39.4Z,2,REGULAR,3pt,Jump Shot,[],1628997,65.52233902759527,51.71568627450981,1610612748,19,17,2022-05-26T01:16:47Z,1520000,9.0,272.0,1,right,MISS C. Martin 27' 3PT,[1628997],1610612748.0,MIA,,,,Martin,C. Martin,,,,,27.17,Missed,,,,,,,,,,,,,,,,,,
153,PT10M51.00S,2022-05-26T01:16:46.4Z,2,REGULAR,rebound,offensive,[],1628997,,,1610612748,19,17,2022-05-26T01:16:47Z,1530000,,,0,,C. Martin REBOUND (Off:1 Def:1),[1628997],1610612748.0,MIA,,,,Martin,C. Martin,,,,,,,152.0,2.0,1.0,1.0,,,,,,,,,,,,,,
154,PT10M51.00S,2022-05-26T01:16:46.1Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628997,94.40999984741211,50.0,1610612748,21,17,2022-05-26T01:16:46Z,1540000,0.0,0.0,1,right,C. Martin tip Layup (2 PTS),[1628997],1610612748.0,MIA,tip,,,Martin,C. Martin,,,,,0.0,Made,,,,,,,,,,2.0,,,,,,,,
155,PT10M45.00S,2022-05-26T01:16:53.7Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612738,21,17,2022-05-26T01:16:53Z,1550000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156,PT10M34.00S,2022-05-26T01:17:10.7Z,2,REGULAR,3pt,Jump Shot,[],1628369,32.276609724047304,26.715686274509803,1610612738,21,17,2022-05-26T01:19:15Z,1560000,116.0,251.0,1,left,MISS J. Tatum 27' pullup 3PT,[1628369],1610612738.0,BOS,pullup,,,Tatum,J. Tatum,,,,,27.66,Missed,,,,,,,,,,,,,,,,,,
157,PT10M31.00S,2022-05-26T01:17:13.7Z,2,REGULAR,rebound,defensive,[],203506,,,1610612748,21,17,2022-05-26T01:17:16Z,1570000,,,0,,V. Oladipo REBOUND (Off:0 Def:4),[203506],1610612748.0,MIA,,,,Oladipo,V. Oladipo,,,,,,,156.0,4.0,4.0,0.0,,,,,,,,,,,,,,
158,PT10M13.00S,2022-05-26T01:17:31.9Z,2,REGULAR,3pt,Jump Shot,[],1629216,92.46057818659659,2.941176470588235,1610612748,21,17,2022-05-26T01:17:41Z,1580000,-235.0,18.0,1,right,MISS G. Vincent 3PT - blocked,"[1629216, 1629057]",1610612748.0,MIA,,,,Vincent,G. Vincent,,,,,23.6,Missed,,,,,,,,,,,,,,,,,Williams III,1629057.0
159,PT10M13.00S,2022-05-26T01:17:31.9Z,2,REGULAR,block,,[],1629057,,,1610612748,21,17,2022-05-26T01:17:38Z,1590000,,,0,,R. Williams III BLOCK (1 BLK),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,
160,PT10M06.00S,2022-05-26T01:17:38.9Z,2,REGULAR,rebound,defensive,[],1629684,,,1610612738,21,17,2022-05-26T01:17:41Z,1600000,,,0,,G. Williams REBOUND (Off:0 Def:3),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,158.0,3.0,3.0,0.0,,,,,,,,,,,,,,
161,PT09M59.00S,2022-05-26T01:17:47.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628369,6.783837056504599,50.49019607843137,1610612738,21,17,2022-05-26T01:17:52Z,1610000,-2.0,11.0,1,left,MISS J. Tatum driving Layup,[1628369],1610612738.0,BOS,driving,,,Tatum,J. Tatum,,,,,1.16,Missed,,,,,,,,,,,,,,,,,,
162,PT09M57.00S,2022-05-26T01:17:49.1Z,2,REGULAR,rebound,defensive,[],1628997,,,1610612748,21,17,2022-05-26T01:17:52Z,1620000,,,0,,C. Martin REBOUND (Off:1 Def:2),[1628997],1610612748.0,MIA,,,,Martin,C. Martin,,,,,,,161.0,3.0,2.0,1.0,,,,,,,,,,,,,,
