actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
163,PT09M57.00S,2022-05-26T01:17:53.0Z,2,REGULAR,foul,personal,[],1629057,,,1610612748,21,17,2022-05-26T01:20:15Z,1630000,,,0,,R. Williams III take personal FOUL (1 PF),"[1629057, 1628997]",1610612738.0,BOS,take,,,Williams III,R. Williams III,,,,,,,,,,,1830.0,1.0,0.0,Martin,1628997.0,,,,,,,,,
165,PT09M47.00S,2022-05-26T01:18:20.6Z,2,REGULAR,3pt,Jump Shot,[],1629130,71.43561103810775,77.45098039215686,1610612748,21,17,2022-05-26T01:18:27Z,1650000,137.0,216.0,1,right,MISS D. Robinson 25' pullup 3PT,[1629130],1610612748.0,MIA,pullup,,,Robinson,D. Robinson,,,,,25.59,Missed,,,,,,,,,,,,,,,,,,
166,PT09M44.00S,2022-05-26T01:18:23.6Z,2,REGULAR,rebound,defensive,[],1628369,,,1610612738,21,17,2022-05-26T01:18:27Z,1660000,,,0,,J. Tatum REBOUND (Off:1 Def:2),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,165.0,3.0,2.0,1.0,,,,,,,,,,,,,,
167,PT09M35.00S,2022-05-26T01:18:32.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203935,6.915243101182654,52.69607843137255,1610612738,21,17,2022-05-26T01:21:41Z,1670000,-13.0,13.0,1,left,MISS M. Smart driving Layup,[203935],1610612738.0,BOS,driving,,,Smart,M. Smart,,,,,1.84,Missed,,,,,,,,,,,,,,,,,,
168,PT09M34.00S,2022-05-26T01:18:33.2Z,2,REGULAR,rebound,defensive,[],1628997,,,1610612748,21,17,2022-05-26T01:18:39Z,1680000,,,0,,C. Martin REBOUND (Off:1 Def:3),[1628997],1610612748.0,MIA,,,,Martin,C. Martin,,,,,,,167.0,4.0,3.0,1.0,,,,,,,,,,,,,,
169,PT09M34.00S,2022-05-26T01:18:46.8Z,2,REGULAR,foul,personal,[],1629684,,,1610612748,21,17,2022-05-26T01:22:50Z,1690000,,,0,,G. Williams take personal FOUL (2 PF),"[1629684, 1629216]",1610612738.0,BOS,take,,,Williams,G. Williams,,,,,,,,,,,1830.0,2.0,0.0,Vincent,1629216.0,,,,,,,,,
171,PT09M21.00S,2022-05-26T01:19:10.8Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628389,81.8166885676741,49.01960784313725,1610612748,21,17,2022-05-26T01:24:02Z,1710000,-5.0,118.0,1,right,MISS B. Adebayo 11' pullup Shot,[1628389],1610612748.0,MIA,pullup,,,Adebayo,B. Adebayo,,,,,11.85,Missed,,,,,,,,,,,,,,,,,,
172,PT09M19.00S,2022-05-26T01:19:12.8Z,2,REGULAR,rebound,defensive,[],1629057,,,1610612738,21,17,2022-05-26T01:19:15Z,1720000,,,0,,R. Williams III REBOUND (Off:1 Def:4),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,171.0,5.0,4.0,1.0,,,,,,,,,,,,,,
173,PT09M03.00S,2022-05-26T01:19:28.7Z,2,REGULAR,turnover,lost ball,[],203935,,,1610612738,21,17,2022-05-26T01:24:58Z,1730000,,,0,,M. Smart lost ball TURNOVER (1 TO),"[203935, 203506]",1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,1.0,Oladipo,203506.0,,
174,PT09M03.00S,2022-05-26T01:19:28.7Z,2,REGULAR,steal,,[],203506,,,1610612748,21,17,2022-05-26T01:22:35Z,1740000,,,0,,V. Oladipo STEAL (2 STL),[203506],1610612748.0,MIA,,,,Oladipo,V. Oladipo,,,,,,,,,,,,,,,,,,,,,,,,
175,PT09M01.00S,2022-05-26T01:19:36.1Z,2,REGULAR,turnover,out-of-bounds,[],203506,,,1610612748,21,17,2022-05-26T01:25:58Z,1750000,,,0,,V. Oladipo bad pass out-of-bounds TURNOVER (3 TO),[203506],1610612748.0,MIA,bad pass,,,Oladipo,V. Oladipo,,,,,,,,,,,200834.0,,,,,,,,,3.0,,,,
176,PT08M47.00S,2022-05-26T01:19:55.0Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],203935,22.158344283837057,94.11764705882352,1610612738,21,17,2022-05-26T01:20:02Z,1760000,-221.0,156.0,1,left,MISS M. Smart 27' 3PT,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,27.01,Missed,,,,,,,,,,,,,,,,,,
177,PT08M44.00S,2022-05-26T01:19:58.0Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612748,21,17,2022-05-26T01:20:02Z,1770000,,,0,,TEAM defensive REBOUND,[],1610612748.0,MIA,,,,,,,,,,,,176.0,,,,,,,,,,,,,,,,,
178,PT08M44.00S,2022-05-26T01:20:02.4Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612748,21,17,2022-05-26T01:20:02Z,1780000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179,PT08M32.00S,2022-05-26T01:20:33.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628997,91.80354796320631,48.28431372549019,1610612748,21,17,2022-05-26T01:20:42Z,1790000,-9.0,25.0,1,right,MISS C. Martin driving Layup - blocked,"[1628997, 1629057]",1610612748.0,MIA,driving,,,Martin,C. Martin,,,,,2.6,Missed,,,,,,,,,,,,,,,,,Williams III,1629057.0
180,PT08M32.00S,2022-05-26T01:20:33.0Z,2,REGULAR,block,,[],1629057,,,1610612748,21,17,2022-05-26T01:20:35Z,1800000,,,0,,R. Williams III BLOCK (2 BLK),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,
181,PT08M32.00S,2022-05-26T01:20:33.0Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612748,21,17,2022-05-26T01:20:42Z,1810000,,,0,,TEAM offensive REBOUND,[],1610612748.0,MIA,,,,,,,,,,,,179.0,,,,,,,,,,,,,,,,,
182,PT08M32.00S,2022-05-26T01:20:37.9Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612748,21,17,2022-05-26T01:20:37Z,1820000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
183,PT08M32.00S,2022-05-26T01:20:39.0Z,2,REGULAR,substitution,out,[],1630202,,,1610612748,21,17,2022-05-26T01:20:48Z,1830000,,,0,,SUB out: P. Pritchard,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,,,,,,,
184,PT08M32.00S,2022-05-26T01:20:39.0Z,2,REGULAR,substitution,out,[],1629057,,,1610612748,21,17,2022-05-26T01:20:48Z,1840000,,,0,,SUB out: R. Williams III,[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,
185,PT08M32.00S,2022-05-26T01:20:39.0Z,2,REGULAR,substitution,in,[],201143,,,1610612748,21,17,2022-05-26T01:20:48Z,1850000,,,0,,SUB in: A. Horford,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,,,,,,,,
186,PT08M32.00S,2022-05-26T01:20:39.0Z,2,REGULAR,substitution,in,[],1627759,,,1610612748,21,17,2022-05-26T01:20:48Z,1860000,,,0,,SUB in: J. Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,
187,PT08M27.00S,2022-05-26T01:20:57.4Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1629130,68.67608409986859,52.450980392156865,1610612748,24,17,2022-05-26T01:21:10Z,1870000,12.0,242.0,1,right,D. Robinson 24' 3PT  (3 PTS) (C. Martin 1 AST),"[1629130, 1628997]",1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,24.22,Made,,,,,,,,,,3.0,C. Martin,1628997.0,1.0,,,,,
189,PT08M07.00S,2022-05-26T01:21:16.8Z,2,REGULAR,3pt,Jump Shot,[],1628369,26.363337713534822,12.254901960784313,1610612738,24,20,2022-05-26T01:21:22Z,1890000,189.0,195.0,1,left,J. Tatum 27' 3PT  (4 PTS) (A. Horford 1 AST),"[1628369, 201143]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,27.16,Made,,,,,,,,,,4.0,A. Horford,201143.0,1.0,,,,,
191,PT07M55.00S,2022-05-26T01:21:29.0Z,2,REGULAR,3pt,Jump Shot,[],1629216,78.66294349540078,92.64705882352942,1610612748,24,20,2022-05-26T01:21:33Z,1910000,213.0,148.0,1,right,MISS G. Vincent 25' pullup 3PT,[1629216],1610612748.0,MIA,pullup,,,Vincent,G. Vincent,,,,,25.96,Missed,,,,,,,,,,,,,,,,,,
192,PT07M53.00S,2022-05-26T01:21:31.0Z,2,REGULAR,rebound,defensive,[],1629684,,,1610612738,24,20,2022-05-26T01:21:33Z,1920000,,,0,,G. Williams REBOUND (Off:0 Def:4),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,191.0,4.0,4.0,0.0,,,,,,,,,,,,,,
193,PT07M44.00S,2022-05-26T01:21:43.5Z,2,REGULAR,foul,personal,['2freethrow'],1629130,,,1610612738,24,20,2022-05-26T01:21:51Z,1930000,,,0,,D. Robinson shooting personal FOUL (1 PF) (Smart 2 FT),"[1629130, 203935]",1610612748.0,MIA,shooting,,,Robinson,D. Robinson,,,,,,,,,,,1830.0,1.0,0.0,Smart,203935.0,,,,,,,,,
195,PT07M44.00S,2022-05-26T01:22:17.6Z,2,REGULAR,freethrow,1 of 2,[],203935,,,1610612738,24,21,2022-05-26T01:22:17Z,1950000,,,0,,M. Smart Free Throw 1 of 2 (1 PTS),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,Made,,,,,,,,,,1.0,,,,,,,,
196,PT07M44.00S,2022-05-26T01:22:18.6Z,2,REGULAR,substitution,out,[],1629216,,,1610612738,24,21,2022-05-26T01:22:28Z,1960000,,,0,,SUB out: G. Vincent,[1629216],1610612748.0,MIA,,,,Vincent,G. Vincent,,,,,,,,,,,,,,,,,,,,,,,,
197,PT07M44.00S,2022-05-26T01:22:18.6Z,2,REGULAR,substitution,out,[],203506,,,1610612738,24,21,2022-05-26T01:22:28Z,1970000,,,0,,SUB out: V. Oladipo,[203506],1610612748.0,MIA,,,,Oladipo,V. Oladipo,,,,,,,,,,,,,,,,,,,,,,,,
198,PT07M44.00S,2022-05-26T01:22:18.6Z,2,REGULAR,substitution,in,[],202710,,,1610612738,24,21,2022-05-26T01:22:28Z,1980000,,,0,,SUB in: J. Butler,[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,,,,,,,,,,,,,,,,,
199,PT07M44.00S,2022-05-26T01:22:18.6Z,2,REGULAR,substitution,in,[],200768,,,1610612738,24,21,2022-05-26T01:22:28Z,1990000,,,0,,SUB in: K. Lowry,[200768],1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,,,,,,,,,,,,,,,,,,,,
200,PT07M44.00S,2022-05-26T01:22:49.3Z,2,REGULAR,freethrow,2 of 2,[],203935,,,1610612738,24,22,2022-05-26T01:22:49Z,2000000,,,0,,M. Smart Free Throw 2 of 2 (2 PTS),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,Made,,,,,,,,,,2.0,,,,,,,,
201,PT07M24.00S,2022-05-26T01:23:10.6Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628389,85.3646517739816,50.245098039215684,1610612748,24,22,2022-05-26T01:23:15Z,2010000,1.0,85.0,1,right,MISS B. Adebayo 8' Jump Shot - blocked,"[1628389, 201143]",1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,8.51,Missed,,,,,,,,,,,,,,,,,Horford,201143.0
202,PT07M24.00S,2022-05-26T01:23:10.6Z,2,REGULAR,block,,[],201143,,,1610612748,24,22,2022-05-26T01:23:13Z,2020000,,,0,,A. Horford BLOCK (1 BLK),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,,,,,,,,
203,PT07M21.00S,2022-05-26T01:23:13.6Z,2,REGULAR,rebound,offensive,[],1628389,,,1610612748,24,22,2022-05-26T01:23:15Z,2030000,,,0,,B. Adebayo REBOUND (Off:3 Def:0),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,201.0,3.0,0.0,3.0,,,,,,,,,,,,,,
204,PT07M19.00S,2022-05-26T01:23:15.5Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1628997,90.75229960578186,95.58823529411765,1610612748,27,22,2022-05-26T01:23:24Z,2040000,228.0,34.0,1,right,C. Martin 3PT  (5 PTS) (J. Butler 2 AST),"[1628997, 202710]",1610612748.0,MIA,,,,Martin,C. Martin,,,,,23.05,Made,,,,,,,,,,5.0,J. Butler,202710.0,2.0,,,,,
206,PT07M04.00S,2022-05-26T01:23:38.3Z,2,REGULAR,2pt,Jump Shot,[],1628369,5.732588699080158,73.77450980392157,1610612738,27,22,2022-05-26T01:23:51Z,2060000,-119.0,1.0,1,left,MISS J. Tatum 11' fadeaway Shot,[1628369],1610612738.0,BOS,fadeaway,,,Tatum,J. Tatum,,,,,11.89,Missed,,,,,,,,,,,,,,,,,,
207,PT07M03.00S,2022-05-26T01:23:39.3Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612748,27,22,2022-05-26T01:23:51Z,2070000,,,0,,TEAM defensive REBOUND,[],1610612748.0,MIA,,,,,,,,,,,,206.0,,,,,,,,,,,,,,,,,
208,PT07M03.00S,2022-05-26T01:23:54.1Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612748,27,22,2022-05-26T01:23:54Z,2080000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
209,PT06M49.00S,2022-05-26T01:24:17.2Z,2,REGULAR,3pt,Jump Shot,[],1629130,72.61826544021025,15.196078431372548,1610612748,27,22,2022-05-26T01:30:36Z,2090000,-174.0,205.0,1,right,MISS D. Robinson 26' pullup 3PT,[1629130],1610612748.0,MIA,pullup,,,Robinson,D. Robinson,,,,,26.88,Missed,,,,,,,,,,,,,,,,,,
210,PT06M44.00S,2022-05-26T01:24:22.2Z,2,REGULAR,rebound,defensive,[],1627759,,,1610612738,27,22,2022-05-26T01:24:27Z,2100000,,,0,,J. Brown REBOUND (Off:0 Def:2),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,209.0,2.0,2.0,0.0,,,,,,,,,,,,,,
211,PT06M34.00S,2022-05-26T01:24:31.8Z,2,REGULAR,turnover,lost ball,[],1627759,,,1610612738,27,22,2022-05-26T01:24:38Z,2110000,,,0,,J. Brown lost ball TURNOVER (4 TO),"[1627759, 202710]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,4.0,Butler,202710.0,,
212,PT06M34.00S,2022-05-26T01:24:31.8Z,2,REGULAR,steal,,[],202710,,,1610612748,27,22,2022-05-26T01:24:33Z,2120000,,,0,,J. Butler STEAL (1 STL),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,,,,,,,,,,,,,,,,,
213,PT06M22.00S,2022-05-26T01:24:49.5Z,2,REGULAR,foul,personal,['2freethrow'],1628369,,,1610612748,27,22,2022-05-26T01:24:56Z,2130000,,,0,,J. Tatum shooting personal FOUL (1 PF) (Butler 2 FT),"[1628369, 202710]",1610612738.0,BOS,shooting,,,Tatum,J. Tatum,,,,,,,,,,,1830.0,1.0,0.0,Butler,202710.0,,,,,,,,,
215,PT06M22.00S,2022-05-26T01:24:59.7Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612748,27,22,2022-05-26T01:24:59Z,2150000,,,0,,MIA Timeout,[],1610612748.0,MIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
216,PT06M22.00S,2022-05-26T01:25:06.3Z,2,REGULAR,substitution,out,[],1629684,,,1610612748,27,22,2022-05-26T01:28:28Z,2160000,,,0,,SUB out: G. Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,
217,PT06M22.00S,2022-05-26T01:25:06.3Z,2,REGULAR,substitution,in,[],1628401,,,1610612748,27,22,2022-05-26T01:28:28Z,2170000,,,0,,SUB in: D. White,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,,,,,,,,,,,,,,,,,
218,PT06M22.00S,2022-05-26T01:28:46.2Z,2,REGULAR,freethrow,1 of 2,['fromturnover'],202710,,,1610612748,28,22,2022-05-26T01:28:46Z,2180000,,,0,,J. Butler Free Throw 1 of 2 (6 PTS),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,Made,,,,,,,,,,6.0,,,,,,,,
219,PT06M22.00S,2022-05-26T01:29:01.9Z,2,REGULAR,freethrow,2 of 2,['fromturnover'],202710,,,1610612748,29,22,2022-05-26T01:29:01Z,2190000,,,0,,J. Butler Free Throw 2 of 2 (7 PTS),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,Made,,,,,,,,,,7.0,,,,,,,,
220,PT06M08.00S,2022-05-26T01:29:20.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628401,5.469776609724048,49.754901960784316,1610612738,29,24,2022-05-26T01:33:27Z,2200000,1.0,-1.0,1,left,D. White cutting Layup (8 PTS) (J. Tatum 3 AST),"[1628401, 1628369]",1610612738.0,BOS,cutting,,,White,D. White,,,,,0.16,Made,,,,,,,,,,8.0,J. Tatum,1628369.0,3.0,,,,,
222,PT06M08.00S,2022-05-26T01:29:24.2Z,2,REGULAR,foul,personal,['1freethrow'],1629130,,,1610612738,29,24,2022-05-26T01:29:31Z,2220000,,,0,,D. Robinson shooting personal FOUL (2 PF) (White 1 FT),"[1629130, 1628401]",1610612748.0,MIA,shooting,,,Robinson,D. Robinson,,,,,,,,,,,201639.0,2.0,0.0,White,1628401.0,,,,,,,,,
224,PT06M08.00S,2022-05-26T01:29:47.8Z,2,REGULAR,freethrow,1 of 1,[],1628401,,,1610612738,29,25,2022-05-26T01:29:47Z,2240000,,,0,,D. White Free Throw 1 of 1 (9 PTS),[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,Made,,,,,,,,,,9.0,,,,,,,,
225,PT05M52.00S,2022-05-26T01:30:05.5Z,2,REGULAR,3pt,Jump Shot,[],1629130,67.7562417871222,37.254901960784316,1610612748,29,25,2022-05-26T01:30:09Z,2250000,-64.0,251.0,1,right,MISS D. Robinson 25' 3PT,[1629130],1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,25.86,Missed,,,,,,,,,,,,,,,,,,
226,PT05M50.00S,2022-05-26T01:30:07.5Z,2,REGULAR,rebound,defensive,[],1628369,,,1610612738,29,25,2022-05-26T01:30:09Z,2260000,,,0,,J. Tatum REBOUND (Off:1 Def:3),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,225.0,4.0,3.0,1.0,,,,,,,,,,,,,,
227,PT05M37.00S,2022-05-26T01:30:20.0Z,2,REGULAR,3pt,Jump Shot,[],1627759,30.17411300919842,77.20588235294117,1610612738,29,25,2022-05-26T01:30:24Z,2270000,-136.0,231.0,1,left,MISS J. Brown 26' 3PT,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,26.81,Missed,,,,,,,,,,,,,,,,,,
228,PT05M35.00S,2022-05-26T01:30:22.0Z,2,REGULAR,rebound,defensive,[],1628997,,,1610612748,29,25,2022-05-26T01:30:24Z,2280000,,,0,,C. Martin REBOUND (Off:1 Def:4),[1628997],1610612748.0,MIA,,,,Martin,C. Martin,,,,,,,227.0,5.0,4.0,1.0,,,,,,,,,,,,,,
230,PT05M34.00S,2022-05-26T01:30:37.4Z,2,REGULAR,turnover,out-of-bounds,[],200768,,,1610612748,29,25,2022-05-26T01:30:50Z,2300000,,,0,,K. Lowry bad pass out-of-bounds TURNOVER (2 TO),[200768],1610612748.0,MIA,bad pass,,,Lowry,K. Lowry,,,,,,,,,,,201639.0,,,,,,,,,2.0,,,,
231,PT05M20.00S,2022-05-26T01:31:00.1Z,2,REGULAR,turnover,bad pass,[],1628369,,,1610612738,29,25,2022-05-26T01:31:04Z,2310000,,,0,,J. Tatum bad pass TURNOVER (1 TO),"[1628369, 202710]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,1.0,Butler,202710.0,,
232,PT05M20.00S,2022-05-26T01:31:00.1Z,2,REGULAR,steal,,[],202710,,,1610612748,29,25,2022-05-26T01:46:12Z,2320000,,,0,,J. Butler STEAL (2 STL),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,,,,,,,,,,,,,,,,,
233,PT05M15.00S,2022-05-26T01:31:04.8Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1628997,92.59198423127464,47.05882352941176,1610612748,31,25,2022-05-26T01:31:15Z,2330000,-15.0,17.0,1,right,C. Martin running finger roll Layup (7 PTS) (J. Butler 3 AST),"[1628997, 202710]",1610612748.0,MIA,running finger roll,,,Martin,C. Martin,,,,,2.25,Made,,,,,,,,,,7.0,J. Butler,202710.0,3.0,,,,,
235,PT04M59.00S,2022-05-26T01:31:20.8Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628401,8.229303547963205,43.38235294117647,1610612738,31,27,2022-05-26T01:38:30Z,2350000,33.0,25.0,1,left,D. White driving floating bank Jump Shot (11 PTS) (A. Horford 2 AST),"[1628401, 201143]",1610612738.0,BOS,driving floating bank,,,White,D. White,,,,,4.14,Made,,,,,,,,,,11.0,A. Horford,201143.0,2.0,,,,,
237,PT04M39.00S,2022-05-26T01:31:50.9Z,2,REGULAR,foul,offensive,[],200768,,,1610612748,31,27,2022-05-26T01:32:02Z,2370000,,,0,,K. Lowry offensive FOUL (1 PF),"[200768, 1628401]",1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,,,,,,,200834.0,1.0,0.0,White,1628401.0,,,,,,,,,
239,PT04M39.00S,2022-05-26T01:31:50.9Z,2,REGULAR,turnover,offensive foul,[],200768,,,1610612748,31,27,2022-05-26T01:31:50Z,2390000,,,0,,K. Lowry offensive foul TURNOVER (3 TO),[200768],1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,,,,,,,200834.0,,,,,,,,,3.0,,,,
240,PT04M39.00S,2022-05-26T01:32:05.7Z,2,REGULAR,substitution,out,[],1628389,,,1610612738,31,27,2022-05-26T01:32:08Z,2400000,,,0,,SUB out: B. Adebayo,[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,,,,,,,,,,,,,,,
241,PT04M39.00S,2022-05-26T01:32:05.7Z,2,REGULAR,substitution,in,[],200782,,,1610612738,31,27,2022-05-26T01:32:08Z,2410000,,,0,,SUB in: P. Tucker,[200782],1610612748.0,MIA,,,,Tucker,P. Tucker,,,,,,,,,,,,,,,,,,,,,,,,
242,PT04M20.00S,2022-05-26T01:32:19.3Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1627759,12.697109067017081,4.411764705882353,1610612738,31,30,2022-05-26T01:32:24Z,2420000,228.0,67.0,1,left,J. Brown 3PT  (6 PTS) (J. Tatum 4 AST),"[1627759, 1628369]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,23.75,Made,,,,,,,,,,6.0,J. Tatum,1628369.0,4.0,,,,,
244,PT04M06.00S,2022-05-26T01:32:33.5Z,2,REGULAR,3pt,Jump Shot,[],200782,93.9060446780552,2.2058823529411766,1610612748,34,30,2022-05-26T01:32:40Z,2440000,-239.0,5.0,1,right,P. Tucker 3PT  (5 PTS) (J. Butler 4 AST),"[200782, 202710]",1610612748.0,MIA,,,,Tucker,P. Tucker,,,,,23.9,Made,,,,,,,,,,5.0,J. Butler,202710.0,4.0,,,,,
246,PT03M46.00S,2022-05-26T01:32:53.3Z,2,REGULAR,3pt,Jump Shot,[],1627759,19.267411300919843,3.6764705882352944,1610612738,34,30,2022-05-26T01:32:59Z,2460000,232.0,129.0,1,left,MISS J. Brown 26' 3PT,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,26.49,Missed,,,,,,,,,,,,,,,,,,
247,PT03M43.00S,2022-05-26T01:32:56.3Z,2,REGULAR,rebound,defensive,[],1629130,,,1610612748,34,30,2022-05-26T01:32:59Z,2470000,,,0,,D. Robinson REBOUND (Off:0 Def:1),[1629130],1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,,,246.0,1.0,1.0,0.0,,,,,,,,,,,,,,
248,PT03M25.00S,2022-05-26T01:33:14.1Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629130,92.9862023653088,58.57843137254902,1610612748,36,30,2022-05-26T01:33:28Z,2480000,43.0,13.0,1,right,D. Robinson driving bank Jump Shot (5 PTS) (P. Tucker 1 AST),"[1629130, 200782]",1610612748.0,MIA,driving bank,,,Robinson,D. Robinson,,,,,4.49,Made,,,,,,,,,,5.0,P. Tucker,200782.0,1.0,,,,,
250,PT03M04.00S,2022-05-26T01:33:39.7Z,2,REGULAR,foul,personal,['2freethrow'],200782,,,1610612738,36,30,2022-05-26T01:33:49Z,2500000,,,0,,P. Tucker shooting personal FOUL (1 PF) (Horford 2 FT),"[200782, 201143]",1610612748.0,MIA,shooting,,,Tucker,P. Tucker,,,,,,,,,,,201639.0,1.0,0.0,Horford,201143.0,,,,,,,,,
252,PT03M04.00S,2022-05-26T01:34:10.2Z,2,REGULAR,freethrow,1 of 2,[],201143,,,1610612738,36,31,2022-05-26T01:34:10Z,2520000,,,0,,A. Horford Free Throw 1 of 2 (4 PTS),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,Made,,,,,,,,,,4.0,,,,,,,,
253,PT03M04.00S,2022-05-26T01:34:10.9Z,2,REGULAR,substitution,out,[],1629130,,,1610612738,36,31,2022-05-26T01:34:16Z,2530000,,,0,,SUB out: D. Robinson,[1629130],1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,,,,,,,,,,,,,,,,,,,,
254,PT03M04.00S,2022-05-26T01:34:10.9Z,2,REGULAR,substitution,in,[],1629622,,,1610612738,36,31,2022-05-26T01:34:16Z,2540000,,,0,,SUB in: M. Strus,[1629622],1610612748.0,MIA,,,,Strus,M. Strus,,,,,,,,,,,,,,,,,,,,,,,,
255,PT03M04.00S,2022-05-26T01:34:30.2Z,2,REGULAR,freethrow,2 of 2,[],201143,,,1610612738,36,32,2022-05-26T01:34:30Z,2550000,,,0,,A. Horford Free Throw 2 of 2 (5 PTS),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,Made,,,,,,,,,,5.0,,,,,,,,
256,PT02M48.00S,2022-05-26T01:34:49.7Z,2,REGULAR,3pt,Jump Shot,[],1629622,68.41327201051249,72.05882352941177,1610612748,36,32,2022-05-26T01:34:55Z,2560000,110.0,244.0,1,right,MISS M. Strus 26' 3PT,[1629622],1610612748.0,MIA,,,,Strus,M. Strus,,,,,26.81,Missed,,,,,,,,,,,,,,,,,,
