actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,value
100,PT05M30.00S,2022-04-17T19:57:29.1Z,1,REGULAR,steal,,[],1628401,,,1610612738,16,12,2022-04-17T19:57:30Z,980000,,,0,,D. White STEAL (1 STL),[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,,,,,,,,,,,,,,,,,,
101,PT05M25.00S,2022-04-17T19:57:32.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1629684,92.32917214191852,48.529411764705884,1610612738,18,12,2022-04-17T19:57:39Z,990000,-7.0,20.0,1,right,G. Williams running Layup (5 PTS) (D. White 1 AST),"[1629684, 1628401]",1610612738.0,BOS,running,,,Williams,G. Williams,,,,,2.1,Made,,,,,,,,,,5.0,D. White,1628401.0,1.0,,,,,,
103,PT05M03.00S,2022-04-17T19:58:03.8Z,1,REGULAR,turnover,lost ball,[],201142,,,1610612751,18,12,2022-04-17T19:58:08Z,1010000,,,0,,K. Durant lost ball TURNOVER (3 TO),"[201142, 203935]",1610612751.0,BKN,,,,Durant,K. Durant,,,,,,,,,,,,,,,,,,,,3.0,Smart,203935.0,,,
104,PT05M03.00S,2022-04-17T19:58:03.8Z,1,REGULAR,steal,,[],203935,,,1610612738,18,12,2022-04-17T19:58:05Z,1020000,,,0,,M. Smart STEAL (1 STL),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,,
105,PT04M57.00S,2022-04-17T19:58:10.0Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",201143,92.59198423127464,51.9607843137255,1610612738,18,12,2022-04-17T19:58:32Z,1030000,10.0,17.0,1,right,MISS A. Horford running Layup - blocked,"[201143, 201142]",1610612738.0,BOS,running,,,Horford,A. Horford,,,,,1.97,Missed,,,,,,,,,,,,,,,,,Durant,201142.0,
107,PT04M57.00S,2022-04-17T19:58:10.0Z,1,REGULAR,block,,[],201142,,,1610612738,18,12,2022-04-17T19:58:32Z,1035000,,,0,,K. Durant BLOCK (1 BLK),[201142],1610612751.0,BKN,,,,Durant,K. Durant,,,,,,,,,,,,,,,,,,,,,,,,,
106,PT04M56.00S,2022-04-17T19:58:11.0Z,1,REGULAR,rebound,defensive,[],203552,,,1610612751,18,12,2022-04-17T19:58:32Z,1040000,,,0,,S. Curry REBOUND (Off:0 Def:1),[203552],1610612751.0,BKN,,,,Curry,S. Curry,,,,,,,105.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
108,PT04M35.00S,2022-04-17T19:58:33.2Z,1,REGULAR,3pt,Jump Shot,[],202681,5.338370565045992,95.34313725490196,1610612751,18,12,2022-04-17T19:58:39Z,1050000,-227.0,-2.0,1,left,MISS K. Irving 3PT,[202681],1610612751.0,BKN,,,,Irving,K. Irving,,,,,22.67,Missed,,,,,,,,,,,,,,,,,,,
109,PT04M32.00S,2022-04-17T19:58:36.2Z,1,REGULAR,rebound,offensive,[],202681,,,1610612751,18,12,2022-04-17T19:58:39Z,1060000,,,0,,K. Irving REBOUND (Off:1 Def:0),[202681],1610612751.0,BKN,,,,Irving,K. Irving,,,,,,,108.0,1.0,0.0,1.0,,,,,,,,,,,,,,,
110,PT04M26.00S,2022-04-17T19:58:41.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203083,8.886333771353483,48.77450980392157,1610612751,18,14,2022-04-17T19:58:46Z,1070000,6.0,31.0,1,left,A. Drummond driving Layup (6 PTS) (B. Brown 2 AST),"[203083, 1628971]",1610612751.0,BKN,driving,,,Drummond,A. Drummond,,,,,3.16,Made,,,,,,,,,,6.0,B. Brown,1628971.0,2.0,,,,,,
112,PT04M07.00S,2022-04-17T19:58:59.9Z,1,REGULAR,3pt,Jump Shot,[],201143,67.36202365308804,34.55882352941176,1610612738,21,14,2022-04-17T19:59:05Z,1090000,-77.0,254.0,1,right,A. Horford 26' 3PT  (8 PTS) (J. Brown 1 AST),"[201143, 1627759]",1610612738.0,BOS,,,,Horford,A. Horford,,,,,26.58,Made,,,,,,,,,,8.0,J. Brown,1627759.0,1.0,,,,,,
114,PT03M51.00S,2022-04-17T19:59:15.9Z,1,REGULAR,3pt,Jump Shot,[],203552,30.56833114323259,66.17647058823529,1610612751,21,17,2022-04-17T19:59:36Z,1110000,-81.0,235.0,1,left,S. Curry 24' 3PT step back (7 PTS) (K. Durant 1 AST),"[203552, 201142]",1610612751.0,BKN,step back,,,Curry,S. Curry,,,,,24.83,Made,,,,,,,,,,7.0,K. Durant,201142.0,1.0,,,,,,
115,PT03M36.00S,2022-04-17T19:59:31.7Z,1,REGULAR,3pt,Jump Shot,[],1628401,75.24638633377135,86.76470588235294,1610612738,21,17,2022-04-17T19:59:44Z,1120000,184.0,180.0,1,right,MISS D. White 25' 3PT,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,25.74,Missed,,,,,,,,,,,,,,,,,,,
116,PT03M35.00S,2022-04-17T19:59:32.7Z,1,REGULAR,rebound,defensive,[],201142,,,1610612751,21,17,2022-04-17T19:59:44Z,1130000,,,0,,K. Durant REBOUND (Off:0 Def:2),[201142],1610612751.0,BKN,,,,Durant,K. Durant,,,,,,,115.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
118,PT03M28.00S,2022-04-17T19:59:39.5Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],201142,31.09395532194481,63.970588235294116,1610612751,21,17,2022-04-17T19:59:54Z,1140000,-70.0,240.0,1,left,MISS K. Durant 24' 3PT,[201142],1610612751.0,BKN,,,,Durant,K. Durant,,,,,24.98,Missed,,,,,,,,,,,,,,,,,,,
119,PT03M25.00S,2022-04-17T19:59:42.5Z,1,REGULAR,rebound,defensive,[],1628401,,,1610612738,21,17,2022-04-17T19:59:54Z,1150000,,,0,,D. White REBOUND (Off:0 Def:1),[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,118.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
120,PT03M23.00S,2022-04-17T19:59:45.4Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1629684,81.94809461235218,95.34313725490196,1610612738,21,17,2022-04-17T20:03:31Z,1160000,227.0,117.0,1,right,MISS G. Williams 25' step back 3PT,[1629684],1610612738.0,BOS,step back,,,Williams,G. Williams,,,,,25.52,Missed,,,,,,,,,,,,,,,,,,,
121,PT03M21.00S,2022-04-17T19:59:47.4Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612751,21,17,2022-04-17T20:00:00Z,1170000,,,0,,TEAM defensive REBOUND,[],1610612751.0,BKN,,,,,,,,,,,,120.0,,,,,,,,,,,,,,,,,,
122,PT03M21.00S,2022-04-17T19:59:51.1Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",201143,,,1610612751,21,17,2022-04-17T20:00:10Z,1180000,,,0,,A. Horford loose ball personal FOUL (1 PF) (Irving 2 FT),"[201143, 202681]",1610612738.0,BOS,loose ball,,,Horford,A. Horford,,,,,,,,,,,2534.0,1.0,0.0,Irving,202681.0,,,,,,,,,,
124,PT03M21.00S,2022-04-17T20:00:34.2Z,1,REGULAR,freethrow,1 of 2,[],202681,,,1610612751,21,18,2022-04-17T20:00:34Z,1200000,,,0,,K. Irving Free Throw 1 of 2 (3 PTS),[202681],1610612751.0,BKN,,,,Irving,K. Irving,,,,,,Made,,,,,,,,,,3.0,,,,,,,,,
125,PT03M21.00S,2022-04-17T20:00:34.9Z,1,REGULAR,substitution,out,[],203083,,,1610612751,21,18,2022-04-17T20:00:43Z,1210000,,,0,,SUB out: A. Drummond,[203083],1610612751.0,BKN,,,,Drummond,A. Drummond,,,,,,,,,,,,,,,,,,,,,,,,,
126,PT03M21.00S,2022-04-17T20:00:34.9Z,1,REGULAR,substitution,out,[],203552,,,1610612751,21,18,2022-04-17T20:00:43Z,1220000,,,0,,SUB out: S. Curry,[203552],1610612751.0,BKN,,,,Curry,S. Curry,,,,,,,,,,,,,,,,,,,,,,,,,
127,PT03M21.00S,2022-04-17T20:00:34.9Z,1,REGULAR,substitution,in,[],201988,,,1610612751,21,18,2022-04-17T20:00:43Z,1230000,,,0,,SUB in: P. Mills,[201988],1610612751.0,BKN,,,,Mills,P. Mills,,,,,,,,,,,,,,,,,,,,,,,,,
128,PT03M21.00S,2022-04-17T20:00:34.9Z,1,REGULAR,substitution,in,[],1629651,,,1610612751,21,18,2022-04-17T20:00:43Z,1240000,,,0,,SUB in: N. Claxton,[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,,,,,,,,,,,,,,,,,,,,,
129,PT03M21.00S,2022-04-17T20:01:04.5Z,1,REGULAR,freethrow,2 of 2,[],202681,,,1610612751,21,19,2022-04-17T20:01:04Z,1250000,,,0,,K. Irving Free Throw 2 of 2 (4 PTS),[202681],1610612751.0,BKN,,,,Irving,K. Irving,,,,,,Made,,,,,,,,,,4.0,,,,,,,,,
130,PT03M09.00S,2022-04-17T20:01:20.1Z,1,REGULAR,turnover,bad pass,[],203935,,,1610612738,21,19,2022-04-17T20:05:14Z,1260000,,,0,,M. Smart bad pass TURNOVER (2 TO),"[203935, 1628971]",1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,2.0,Brown,1628971.0,,,
131,PT03M09.00S,2022-04-17T20:01:20.1Z,1,REGULAR,steal,,[],1628971,,,1610612751,21,19,2022-04-17T20:01:22Z,1270000,,,0,,B. Brown STEAL (1 STL),[1628971],1610612751.0,BKN,,,,Brown,B. Brown,,,,,,,,,,,,,,,,,,,,,,,,,
132,PT03M05.00S,2022-04-17T20:01:24.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1629651,6.783837056504599,50.73529411764706,1610612751,21,21,2022-04-17T20:01:31Z,1280000,-4.0,11.0,1,left,N. Claxton running Layup (2 PTS) (K. Irving 1 AST),"[1629651, 202681]",1610612751.0,BKN,running,,,Claxton,N. Claxton,,,,,1.19,Made,,,,,,,,,,2.0,K. Irving,202681.0,1.0,,,,,,
134,PT02M47.00S,2022-04-17T20:01:43.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628401,89.30683311432325,44.85294117647059,1610612738,21,21,2022-04-17T20:02:27Z,1300000,-26.0,48.0,1,right,MISS D. White driving Layup,[1628401],1610612738.0,BOS,driving,,,White,D. White,,,,,5.44,Missed,,,,,,,,,,,,,,,,,,,
135,PT02M45.00S,2022-04-17T20:01:45.8Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612738,21,21,2022-04-17T20:12:54Z,1310000,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,134.0,,,,,,,,,,,,,,,,,,
138,PT02M45.00S,2022-04-17T20:02:04.3Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",201988,,,1610612738,21,21,2022-04-17T20:02:13Z,1340000,,,0,,P. Mills loose ball personal FOUL (1 PF) (Horford 2 FT),"[201988, 201143]",1610612751.0,BKN,loose ball,,,Mills,P. Mills,,,,,,,,,,,202058.0,1.0,0.0,Horford,201143.0,,,,,,,,,,
140,PT02M45.00S,2022-04-17T20:02:15.3Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612738,21,21,2022-04-17T20:02:15Z,1360000,,,0,,BKN Timeout,[],1610612751.0,BKN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,PT02M45.00S,2022-04-17T20:04:57.7Z,1,REGULAR,substitution,out,[],1627759,,,1610612738,21,21,2022-04-17T20:05:31Z,1370000,,,0,,SUB out: J. Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,
142,PT02M45.00S,2022-04-17T20:04:57.7Z,1,REGULAR,substitution,out,[],1628971,,,1610612738,21,21,2022-04-17T20:05:31Z,1380000,,,0,,SUB out: B. Brown,[1628971],1610612751.0,BKN,,,,Brown,B. Brown,,,,,,,,,,,,,,,,,,,,,,,,,
143,PT02M45.00S,2022-04-17T20:04:57.7Z,1,REGULAR,substitution,out,[],202681,,,1610612738,21,21,2022-04-17T20:05:31Z,1390000,,,0,,SUB out: K. Irving,[202681],1610612751.0,BKN,,,,Irving,K. Irving,,,,,,,,,,,,,,,,,,,,,,,,,
144,PT02M45.00S,2022-04-17T20:04:57.7Z,1,REGULAR,substitution,in,[],1628369,,,1610612738,21,21,2022-04-17T20:05:31Z,1400000,,,0,,SUB in: J. Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,
145,PT02M45.00S,2022-04-17T20:04:57.7Z,1,REGULAR,substitution,in,[],1630556,,,1610612738,21,21,2022-04-17T20:05:31Z,1410000,,,0,,SUB in: K. Edwards,[1630556],1610612751.0,BKN,,,,Edwards,K. Edwards,,,,,,,,,,,,,,,,,,,,,,,,,
146,PT02M45.00S,2022-04-17T20:04:57.7Z,1,REGULAR,substitution,in,[],201609,,,1610612738,21,21,2022-04-17T20:05:31Z,1420000,,,0,,SUB in: G. Dragic,[201609],1610612751.0,BKN,,,,Dragic,G. Dragic,,,,,,,,,,,,,,,,,,,,,,,,,
147,PT02M45.00S,2022-04-17T20:05:43.3Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],201143,,,1610612738,22,21,2022-04-17T20:05:43Z,1430000,,,0,,A. Horford Free Throw 1 of 2 (9 PTS),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,Made,,,,,,,,,,9.0,,,,,,,,,
148,PT02M45.00S,2022-04-17T20:06:02.1Z,1,REGULAR,freethrow,2 of 2,['2ndchance'],201143,,,1610612738,23,21,2022-04-17T20:06:02Z,1440000,,,0,,A. Horford Free Throw 2 of 2 (10 PTS),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,Made,,,,,,,,,,10.0,,,,,,,,,
149,PT02M34.00S,2022-04-17T20:06:21.0Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629684,,,1610612751,23,21,2022-04-17T20:06:27Z,1450000,,,0,,G. Williams personal FOUL (1 PF) (Durant 2 FT),"[1629684, 201142]",1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,1179.0,1.0,0.0,Durant,201142.0,,,,,,,,,,
151,PT02M34.00S,2022-04-17T20:06:40.8Z,1,REGULAR,freethrow,1 of 2,[],201142,,,1610612751,23,22,2022-04-17T20:06:40Z,1470000,,,0,,K. Durant Free Throw 1 of 2 (3 PTS),[201142],1610612751.0,BKN,,,,Durant,K. Durant,,,,,,Made,,,,,,,,,,3.0,,,,,,,,,
152,PT02M34.00S,2022-04-17T20:06:41.8Z,1,REGULAR,substitution,out,[],203935,,,1610612751,23,22,2022-04-17T20:06:44Z,1480000,,,0,,SUB out: M. Smart,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,,
153,PT02M34.00S,2022-04-17T20:06:41.8Z,1,REGULAR,substitution,in,[],1630202,,,1610612751,23,22,2022-04-17T20:06:44Z,1490000,,,0,,SUB in: P. Pritchard,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,,,,,,,,
154,PT02M34.00S,2022-04-17T20:06:58.4Z,1,REGULAR,freethrow,2 of 2,[],201142,,,1610612751,23,23,2022-04-17T20:06:58Z,1500000,,,0,,K. Durant Free Throw 2 of 2 (4 PTS),[201142],1610612751.0,BKN,,,,Durant,K. Durant,,,,,,Made,,,,,,,,,,4.0,,,,,,,,,
155,PT02M17.00S,2022-04-17T20:07:18.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628401,92.59198423127464,47.30392156862745,1610612738,23,23,2022-04-17T20:07:23Z,1510000,-13.0,17.0,1,right,MISS D. White driving Layup - blocked,"[1628401, 1629651]",1610612738.0,BOS,driving,,,White,D. White,,,,,2.18,Missed,,,,,,,,,,,,,,,,,Claxton,1629651.0,
156,PT02M17.00S,2022-04-17T20:07:18.2Z,1,REGULAR,block,,[],1629651,,,1610612738,23,23,2022-04-17T20:07:20Z,1520000,,,0,,N. Claxton BLOCK (1 BLK),[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,,,,,,,,,,,,,,,,,,,,,
157,PT02M15.00S,2022-04-17T20:07:20.2Z,1,REGULAR,rebound,defensive,[],1629651,,,1610612751,23,23,2022-04-17T20:07:23Z,1530000,,,0,,N. Claxton REBOUND (Off:0 Def:1),[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,,,155.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
158,PT01M57.00S,2022-04-17T20:07:38.6Z,1,REGULAR,2pt,Jump Shot,[],201609,8.754927726675426,15.686274509803921,1610612751,23,25,2022-04-17T20:07:42Z,1540000,172.0,30.0,1,left,G. Dragic 17' Jump Shot (2 PTS) (K. Edwards 1 AST),"[201609, 1630556]",1610612751.0,BKN,,,,Dragic,G. Dragic,,,,,17.42,Made,,,,,,,,,,2.0,K. Edwards,1630556.0,1.0,,,,,,
160,PT01M44.00S,2022-04-17T20:07:56.7Z,1,REGULAR,turnover,out-of-bounds,[],1628369,,,1610612738,23,25,2022-04-17T20:08:01Z,1560000,,,0,,J. Tatum lost ball out-of-bounds TURNOVER (2 TO),[1628369],1610612738.0,BOS,lost ball,,,Tatum,J. Tatum,,,,,,,,,,,202058.0,,,,,,,,,2.0,,,,,
161,PT01M31.00S,2022-04-17T20:08:15.2Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],201609,30.305519053876477,68.38235294117648,1610612751,23,25,2022-04-17T20:08:20Z,1570000,-92.0,232.0,1,left,MISS G. Dragic 24' 3PT,[201609],1610612751.0,BKN,,,,Dragic,G. Dragic,,,,,24.99,Missed,,,,,,,,,,,,,,,,,,,
162,PT01M27.00S,2022-04-17T20:08:19.2Z,1,REGULAR,rebound,defensive,[],201143,,,1610612738,23,25,2022-04-17T20:08:20Z,1580000,,,0,,A. Horford REBOUND (Off:0 Def:1),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,161.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
163,PT01M11.00S,2022-04-17T20:08:35.0Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1629684,92.19776609724047,48.77450980392157,1610612738,25,25,2022-04-17T20:08:39Z,1590000,-6.0,21.0,1,right,G. Williams driving DUNK (7 PTS) (J. Tatum 3 AST),"[1629684, 1628369]",1610612738.0,BOS,driving,,,Williams,G. Williams,,,,,2.17,Made,,,,,,,,,,7.0,J. Tatum,1628369.0,3.0,,,,,,
165,PT00M56.30S,2022-04-17T20:08:51.0Z,1,REGULAR,2pt,Jump Shot,[],201142,18.74178712220762,25.0,1610612751,25,25,2022-04-17T20:08:55Z,1610000,125.0,124.0,1,left,MISS K. Durant 17' pullup Shot,[201142],1610612751.0,BKN,pullup,,,Durant,K. Durant,,,,,17.59,Missed,,,,,,,,,,,,,,,,,,,
166,PT00M53.90S,2022-04-17T20:08:53.4Z,1,REGULAR,rebound,defensive,[],201143,,,1610612738,25,25,2022-04-17T20:08:55Z,1620000,,,0,,A. Horford REBOUND (Off:0 Def:2),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,165.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
167,PT00M48.70S,2022-04-17T20:08:58.6Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1628401,93.24901445466492,95.83333333333334,1610612738,28,25,2022-04-17T20:09:05Z,1630000,229.0,11.0,1,right,D. White 3PT  (3 PTS) (J. Tatum 4 AST),"[1628401, 1628369]",1610612738.0,BOS,,,,White,D. White,,,,,22.95,Made,,,,,,,,,,3.0,J. Tatum,1628369.0,4.0,,,,,,
169,PT00M34.60S,2022-04-17T20:09:15.2Z,1,REGULAR,2pt,Jump Shot,[],201142,14.14257555847569,74.75490196078431,1610612751,28,25,2022-04-17T20:09:32Z,1650000,-124.0,80.0,1,left,MISS K. Durant 14' pullup Shot,[201142],1610612751.0,BKN,pullup,,,Durant,K. Durant,,,,,14.76,Missed,,,,,,,,,,,,,,,,,,,
170,PT00M32.40S,2022-04-17T20:09:17.4Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612751,28,25,2022-04-17T20:09:32Z,1660000,,,0,,TEAM offensive REBOUND,[],1610612751.0,BKN,,,,,,,,,,,,169.0,,,,,,,,,,,,,,,,,,
171,PT00M32.40S,2022-04-17T20:09:24.8Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",201143,,,1610612751,28,25,2022-04-17T20:09:40Z,1670000,,,0,,A. Horford loose ball personal FOUL (2 PF) (Claxton 2 FT),"[201143, 1629651]",1610612738.0,BOS,loose ball,,,Horford,A. Horford,,,,,,,,,,,202058.0,2.0,0.0,Claxton,1629651.0,,,,,,,,,,
173,PT00M32.40S,2022-04-17T20:09:53.5Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],1629651,,,1610612751,28,25,2022-04-17T20:09:53Z,1690000,,,0,,MISS N. Claxton Free Throw 1 of 2,[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,,Missed,,,,,,,,,,,,,,,,,,,
174,PT00M32.40S,2022-04-17T20:09:53.5Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612751,28,25,2022-04-17T20:09:53Z,1700000,,,0,,TEAM offensive REBOUND,[],1610612751.0,BKN,,,,,,,,,,,,173.0,,,,,,,,,,,,,,,,,,
175,PT00M32.40S,2022-04-17T20:09:58.0Z,1,REGULAR,substitution,out,[],201143,,,1610612751,28,25,2022-04-17T20:10:00Z,1710000,,,0,,SUB out: A. Horford,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,,,,,,,,,
176,PT00M32.40S,2022-04-17T20:09:58.0Z,1,REGULAR,substitution,in,[],1628464,,,1610612751,28,25,2022-04-17T20:10:00Z,1720000,,,0,,SUB in: D. Theis,[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,,,,,,,,,,,,,,,
177,PT00M32.40S,2022-04-17T20:10:07.7Z,1,REGULAR,substitution,out,[],201988,,,1610612751,28,25,2022-04-17T20:10:09Z,1730000,,,0,,SUB out: P. Mills,[201988],1610612751.0,BKN,,,,Mills,P. Mills,,,,,,,,,,,,,,,,,,,,,,,,,
178,PT00M32.40S,2022-04-17T20:10:07.7Z,1,REGULAR,substitution,in,[],1628971,,,1610612751,28,25,2022-04-17T20:10:09Z,1740000,,,0,,SUB in: B. Brown,[1628971],1610612751.0,BKN,,,,Brown,B. Brown,,,,,,,,,,,,,,,,,,,,,,,,,
179,PT00M32.40S,2022-04-17T20:10:22.6Z,1,REGULAR,freethrow,2 of 2,['2ndchance'],1629651,,,1610612751,28,26,2022-04-17T20:10:22Z,1750000,,,0,,N. Claxton Free Throw 2 of 2 (3 PTS),[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,,Made,,,,,,,,,,3.0,,,,,,,,,
180,PT00M25.40S,2022-04-17T20:10:40.4Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630556,,,1610612738,28,26,2022-04-17T20:10:45Z,1760000,,,0,,K. Edwards personal FOUL (1 PF) (Tatum 2 FT),"[1630556, 1628369]",1610612751.0,BKN,,,,Edwards,K. Edwards,,,,,,,,,,,1179.0,1.0,0.0,Tatum,1628369.0,,,,,,,,,,
182,PT00M25.40S,2022-04-17T20:11:10.8Z,1,REGULAR,freethrow,1 of 2,[],1628369,,,1610612738,28,26,2022-04-17T20:11:10Z,1780000,,,0,,MISS J. Tatum Free Throw 1 of 2,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,Missed,,,,,,,,,,,,,,,,,,,
183,PT00M25.40S,2022-04-17T20:11:10.8Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612738,28,26,2022-04-17T20:11:10Z,1790000,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,182.0,,,,,,,,,,,,,,,,,,
184,PT00M25.40S,2022-04-17T20:11:12.5Z,1,REGULAR,substitution,out,[],1630202,,,1610612738,28,26,2022-04-17T20:11:35Z,1800000,,,0,,SUB out: P. Pritchard,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,,,,,,,,
185,PT00M25.40S,2022-04-17T20:11:12.5Z,1,REGULAR,substitution,out,[],1628464,,,1610612738,28,26,2022-04-17T20:11:35Z,1810000,,,0,,SUB out: D. Theis,[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,,,,,,,,,,,,,,,
186,PT00M25.40S,2022-04-17T20:11:12.5Z,1,REGULAR,substitution,out,[],1630556,,,1610612738,28,26,2022-04-17T20:11:35Z,1820000,,,0,,SUB out: K. Edwards,[1630556],1610612751.0,BKN,,,,Edwards,K. Edwards,,,,,,,,,,,,,,,,,,,,,,,,,
187,PT00M25.40S,2022-04-17T20:11:12.5Z,1,REGULAR,substitution,out,[],1629651,,,1610612738,28,26,2022-04-17T20:11:35Z,1830000,,,0,,SUB out: N. Claxton,[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,,,,,,,,,,,,,,,,,,,,,
188,PT00M25.40S,2022-04-17T20:11:12.5Z,1,REGULAR,substitution,out,[],1628971,,,1610612738,28,26,2022-04-17T20:11:35Z,1840000,,,0,,SUB out: B. Brown,[1628971],1610612751.0,BKN,,,,Brown,B. Brown,,,,,,,,,,,,,,,,,,,,,,,,,
189,PT00M25.40S,2022-04-17T20:11:12.5Z,1,REGULAR,substitution,in,[],1627759,,,1610612738,28,26,2022-04-17T20:11:35Z,1850000,,,0,,SUB in: J. Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,
190,PT00M25.40S,2022-04-17T20:11:12.5Z,1,REGULAR,substitution,in,[],203935,,,1610612738,28,26,2022-04-17T20:11:35Z,1860000,,,0,,SUB in: M. Smart,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,,
191,PT00M25.40S,2022-04-17T20:11:12.5Z,1,REGULAR,substitution,in,[],201988,,,1610612738,28,26,2022-04-17T20:11:35Z,1870000,,,0,,SUB in: P. Mills,[201988],1610612751.0,BKN,,,,Mills,P. Mills,,,,,,,,,,,,,,,,,,,,,,,,,
192,PT00M25.40S,2022-04-17T20:11:12.5Z,1,REGULAR,substitution,in,[],202681,,,1610612738,28,26,2022-04-17T20:11:35Z,1880000,,,0,,SUB in: K. Irving,[202681],1610612751.0,BKN,,,,Irving,K. Irving,,,,,,,,,,,,,,,,,,,,,,,,,
193,PT00M25.40S,2022-04-17T20:11:12.5Z,1,REGULAR,substitution,in,[],203552,,,1610612738,28,26,2022-04-17T20:11:35Z,1890000,,,0,,SUB in: S. Curry,[203552],1610612751.0,BKN,,,,Curry,S. Curry,,,,,,,,,,,,,,,,,,,,,,,,,
