actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,value
356,PT00M57.70S,2022-05-07T20:45:35.3Z,2,REGULAR,substitution,in,[],202083,,,1610612738,46,44,2022-05-07T20:45:51Z,3470000,,,0,,SUB in: W. Matthews,[202083],1610612749.0,MIL,,,,Matthews,W. Matthews,,,,,,,,,,,,,,,,,,,,,,,,,
357,PT00M57.70S,2022-05-07T20:45:35.3Z,2,REGULAR,substitution,in,[],1629057,,,1610612738,46,44,2022-05-07T20:45:51Z,3480000,,,0,,SUB in: R. Williams III,[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,,
358,PT00M57.70S,2022-05-07T20:46:02.3Z,2,REGULAR,freethrow,2 of 2,[],1629684,,,1610612738,46,45,2022-05-07T20:46:02Z,3490000,,,0,,G. Williams Free Throw 2 of 2 (4 PTS),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,Made,,,,,,,4.0,,,,,,,,,,,,
359,PT00M46.00S,2022-05-07T20:46:14.7Z,2,REGULAR,3pt,Jump Shot,[],1626171,80.23981603153744,94.36274509803921,1610612749,46,45,2022-05-07T20:47:00Z,3500000,222.0,133.0,1,right,MISS B. Portis 25' step back 3PT,[1626171],1610612749.0,MIL,step back,,,Portis,B. Portis,,,,,25.87,Missed,,,,,,,,,,,,,,,,,,,
360,PT00M41.20S,2022-05-07T20:46:19.6Z,2,REGULAR,rebound,defensive,[],1628401,,,1610612738,46,45,2022-05-07T20:46:19Z,3510000,,,0,,D. White REBOUND (Off:0 Def:2),[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,359.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
361,PT00M38.50S,2022-05-07T20:46:25.2Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1626192,,,1610612738,46,45,2022-05-07T20:46:51Z,3520000,,,0,,P. Connaughton shooting personal FOUL (1 PF) (White 2 FT),"[1626192, 1628401]",1610612749.0,MIL,shooting,,,Connaughton,P. Connaughton,,,,,,,,,,,,,,,,,2534.0,1.0,0.0,White,1628401.0,,,,
363,PT00M38.50S,2022-05-07T20:46:52.8Z,2,REGULAR,freethrow,1 of 2,[],1628401,,,1610612738,46,46,2022-05-07T20:46:52Z,3540000,,,0,,D. White Free Throw 1 of 2 (6 PTS),[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,Made,,,,,,,6.0,,,,,,,,,,,,
364,PT00M38.50S,2022-05-07T20:47:12.0Z,2,REGULAR,freethrow,2 of 2,[],1628401,,,1610612738,46,47,2022-05-07T20:47:12Z,3550000,,,0,,D. White Free Throw 2 of 2 (7 PTS),[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,Made,,,,,,,7.0,,,,,,,,,,,,
365,PT00M17.60S,2022-05-07T20:47:34.1Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],201950,90.75229960578186,46.81372549019608,1610612749,46,47,2022-05-07T20:47:41Z,3560000,-16.0,34.0,1,right,MISS J. Holiday driving Hook,[201950],1610612749.0,MIL,driving,,,Holiday,J. Holiday,,,,,3.79,Missed,,,,,,,,,,,,,,,,,,,
366,PT00M12.30S,2022-05-07T20:47:39.4Z,2,REGULAR,rebound,defensive,[],1629684,,,1610612738,46,47,2022-05-07T20:47:41Z,3570000,,,0,,G. Williams REBOUND (Off:1 Def:2),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,365.0,3.0,2.0,1.0,,,,,,,,,,,,,,,
367,PT00M00.90S,2022-05-07T20:47:51.7Z,2,REGULAR,3pt,Jump Shot,[],1629684,9.280551905387648,97.30392156862744,1610612738,46,50,2022-05-07T20:47:58Z,3580000,-237.0,35.0,1,left,G. Williams 3PT  (7 PTS) (J. Brown 3 AST),"[1629684, 1627759]",1610612738.0,BOS,,,,Williams,G. Williams,,,,,23.9,Made,,,,,,,7.0,J. Brown,1627759.0,3.0,,,,,,,,,
369,PT00M00.00S,2022-05-07T20:48:01.3Z,2,REGULAR,period,end,[],0,,,1610612749,46,50,2022-05-07T20:48:01Z,3600000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
372,PT12M00.00S,2022-05-07T21:03:02.9Z,3,REGULAR,substitution,out,['startperiod'],1626192,,,1610612749,46,50,2022-05-07T21:03:25Z,3610000,,,0,,SUB out: P. Connaughton,[1626192],1610612749.0,MIL,,,,Connaughton,P. Connaughton,,,,,,,,,,,,,,,,,,,,,,,,,
373,PT12M00.00S,2022-05-07T21:03:02.9Z,3,REGULAR,substitution,out,['startperiod'],1626171,,,1610612749,46,50,2022-05-07T21:03:25Z,3620000,,,0,,SUB out: B. Portis,[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,,,,,,,,,,,,,,,,,,,
374,PT12M00.00S,2022-05-07T21:03:02.9Z,3,REGULAR,substitution,out,['startperiod'],1628401,,,1610612749,46,50,2022-05-07T21:03:25Z,3630000,,,0,,SUB out: D. White,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,,,,,,,,,,,,,,,,,,
375,PT12M00.00S,2022-05-07T21:03:02.9Z,3,REGULAR,substitution,out,['startperiod'],1629684,,,1610612749,46,50,2022-05-07T21:03:25Z,3640000,,,0,,SUB out: G. Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
376,PT12M00.00S,2022-05-07T21:03:02.9Z,3,REGULAR,substitution,in,['startperiod'],201572,,,1610612749,46,50,2022-05-07T21:03:25Z,3650000,,,0,,SUB in: B. Lopez,[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,,,,,,,,,,,,,,,,,,,,,
377,PT12M00.00S,2022-05-07T21:03:02.9Z,3,REGULAR,substitution,in,['startperiod'],203507,,,1610612749,46,50,2022-05-07T21:03:25Z,3660000,,,0,,SUB in: G. Antetokounmpo,[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,,,,,,,,,,,,,,,
378,PT12M00.00S,2022-05-07T21:03:02.9Z,3,REGULAR,substitution,in,['startperiod'],201143,,,1610612749,46,50,2022-05-07T21:03:25Z,3670000,,,0,,SUB in: A. Horford,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,,,,,,,,,
379,PT12M00.00S,2022-05-07T21:03:02.9Z,3,REGULAR,substitution,in,['startperiod'],203935,,,1610612749,46,50,2022-05-07T21:03:25Z,3680000,,,0,,SUB in: M. Smart,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,,
380,PT12M00.00S,2022-05-07T21:03:26.6Z,3,REGULAR,period,start,[],0,,,1610612738,46,50,2022-05-07T21:03:26Z,3690000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
381,PT11M46.00S,2022-05-07T21:03:39.6Z,3,REGULAR,turnover,bad pass,[],1627759,,,1610612738,46,50,2022-05-07T21:03:46Z,3700000,,,0,,J. Brown bad pass TURNOVER (2 TO),"[1627759, 203507]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,2.0,Antetokounmpo,203507.0,
382,PT11M46.00S,2022-05-07T21:03:39.6Z,3,REGULAR,steal,,[],203507,,,1610612749,46,50,2022-05-07T21:03:42Z,3710000,,,0,,G. Antetokounmpo STEAL (1 STL),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,,,,,,,,,,,,,,,
383,PT11M42.00S,2022-05-07T21:03:44.4Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",203507,8.229303547963205,49.26470588235294,1610612749,48,50,2022-05-07T21:03:50Z,3720000,4.0,25.0,1,left,G. Antetokounmpo running Layup (22 PTS),[203507],1610612749.0,MIL,running,,,Antetokounmpo,G. Antetokounmpo,,,,,2.52,Made,,,,,,,22.0,,,,,,,,,,,,
384,PT11M24.00S,2022-05-07T21:04:01.8Z,3,REGULAR,2pt,Jump Shot,[],1628369,78.79434954007884,49.01960784313725,1610612738,48,50,2022-05-07T21:04:07Z,3730000,-5.0,147.0,1,right,MISS J. Tatum 14' pullup Shot,[1628369],1610612738.0,BOS,pullup,,,Tatum,J. Tatum,,,,,14.69,Missed,,,,,,,,,,,,,,,,,,,
385,PT11M20.00S,2022-05-07T21:04:05.3Z,3,REGULAR,rebound,defensive,[],201572,,,1610612749,48,50,2022-05-07T21:04:05Z,3740000,,,0,,B. Lopez REBOUND (Off:2 Def:6),[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,,,384.0,8.0,6.0,2.0,,,,,,,,,,,,,,,
386,PT11M16.00S,2022-05-07T21:04:10.6Z,3,REGULAR,3pt,Jump Shot,[],203507,27.54599211563732,16.911764705882355,1610612749,48,50,2022-05-07T21:04:16Z,3750000,165.0,206.0,1,left,MISS G. Antetokounmpo 26' 3PT,[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,26.45,Missed,,,,,,,,,,,,,,,,,,,
387,PT11M16.00S,2022-05-07T21:04:10.6Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612738,48,50,2022-05-07T21:04:16Z,3760000,,,0,,TEAM defensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,386.0,,,,,,,,,,,,,,,,,,
388,PT11M16.00S,2022-05-07T21:04:17.2Z,3,REGULAR,foul,personal,[],201572,,,1610612738,48,50,2022-05-07T21:07:47Z,3770000,,,0,,B. Lopez loose ball personal FOUL (4 PF),"[201572, 1629057]",1610612749.0,MIL,loose ball,,,Lopez,B. Lopez,,,,,,,,,,,,,,,,,2882.0,4.0,0.0,Williams III,1629057.0,,,,
390,PT11M01.00S,2022-05-07T21:04:38.8Z,3,REGULAR,turnover,bad pass,[],203935,,,1610612738,48,50,2022-05-07T21:04:47Z,3790000,,,0,,M. Smart bad pass TURNOVER (2 TO),"[203935, 201572]",1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,2.0,Lopez,201572.0,
391,PT11M01.00S,2022-05-07T21:04:38.8Z,3,REGULAR,steal,,[],201572,,,1610612749,48,50,2022-05-07T21:04:41Z,3800000,,,0,,B. Lopez STEAL (2 STL),[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,,,,,,,,,,,,,,,,,,,,,
392,PT10M47.00S,2022-05-07T21:04:53.0Z,3,REGULAR,2pt,Jump Shot,['fromturnover'],201572,8.623521681997373,32.35294117647059,1610612749,48,50,2022-05-07T21:05:52Z,3810000,88.0,29.0,1,left,MISS B. Lopez 9' turnaround fadeaway Shot,[201572],1610612749.0,MIL,turnaround fadeaway,,,Lopez,B. Lopez,,,,,9.27,Missed,,,,,,,,,,,,,,,,,,,
393,PT10M45.00S,2022-05-07T21:04:55.0Z,3,REGULAR,rebound,offensive,[],203507,,,1610612749,48,50,2022-05-07T21:07:00Z,3820000,,,0,,G. Antetokounmpo REBOUND (Off:2 Def:8),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,392.0,10.0,8.0,2.0,,,,,,,,,,,,,,,
394,PT10M45.00S,2022-05-07T21:04:59.2Z,3,REGULAR,foul,personal,[],1629057,,,1610612749,48,50,2022-05-07T21:07:41Z,3830000,,,0,,R. Williams III personal FOUL (2 PF),"[1629057, 203507]",1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,2882.0,2.0,0.0,Antetokounmpo,203507.0,,,,
396,PT10M45.00S,2022-05-07T21:05:16.1Z,3,REGULAR,substitution,out,[],201572,,,1610612749,48,50,2022-05-07T21:05:25Z,3850000,,,0,,SUB out: B. Lopez,[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,,,,,,,,,,,,,,,,,,,,,
397,PT10M45.00S,2022-05-07T21:05:16.1Z,3,REGULAR,substitution,in,[],1626171,,,1610612749,48,50,2022-05-07T21:05:25Z,3860000,,,0,,SUB in: B. Portis,[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,,,,,,,,,,,,,,,,,,,
398,PT10M41.00S,2022-05-07T21:05:34.5Z,3,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",203507,32.40801576872536,62.254901960784316,1610612749,48,50,2022-05-07T21:05:39Z,3870000,-61.0,252.0,1,left,MISS G. Antetokounmpo 25' 3PT,[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,25.94,Missed,,,,,,,,,,,,,,,,,,,
399,PT10M37.00S,2022-05-07T21:05:37.2Z,3,REGULAR,rebound,defensive,[],1627759,,,1610612738,48,50,2022-05-07T21:05:37Z,3880000,,,0,,J. Brown REBOUND (Off:0 Def:8),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,398.0,8.0,8.0,0.0,,,,,,,,,,,,,,,
400,PT10M28.00S,2022-05-07T21:05:52.0Z,3,REGULAR,foul,personal,[],1628960,,,1610612738,48,50,2022-05-07T21:05:58Z,3890000,,,0,,G. Allen personal FOUL (4 PF),"[1628960, 1628369]",1610612749.0,MIL,,,,Allen,G. Allen,,,,,,,,,,,,,,,,,2882.0,4.0,0.0,Tatum,1628369.0,,,,
402,PT10M22.00S,2022-05-07T21:06:15.7Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1627759,92.32917214191852,55.392156862745104,1610612738,48,50,2022-05-07T21:09:57Z,3910000,27.0,20.0,1,right,MISS J. Brown driving Layup - blocked,"[1627759, 1626171]",1610612738.0,BOS,driving,,,Brown,J. Brown,,,,,3.34,Missed,,,,,Portis,1626171.0,,,,,,,,,,,,,
403,PT10M22.00S,2022-05-07T21:06:15.7Z,3,REGULAR,block,,[],1626171,,,1610612738,48,50,2022-05-07T21:06:19Z,3920000,,,0,,B. Portis BLOCK (1 BLK),[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,,,,,,,,,,,,,,,,,,,
409,PT10M22.00S,2022-05-07T21:06:15.7Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612738,48,50,2022-05-07T21:11:25Z,3925000,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,402.0,,,,,,,,,,,,,,,,,,
404,PT10M22.00S,2022-05-07T21:06:36.2Z,3,REGULAR,substitution,out,[],1628960,,,1610612738,48,50,2022-05-07T21:06:41Z,3937500,,,0,,SUB out: G. Allen,[1628960],1610612749.0,MIL,,,,Allen,G. Allen,,,,,,,,,,,,,,,,,,,,,,,,,
405,PT10M22.00S,2022-05-07T21:06:36.2Z,3,REGULAR,substitution,in,[],1626192,,,1610612738,48,50,2022-05-07T21:06:41Z,3943750,,,0,,SUB in: P. Connaughton,[1626192],1610612749.0,MIL,,,,Connaughton,P. Connaughton,,,,,,,,,,,,,,,,,,,,,,,,,
406,PT10M22.00S,2022-05-07T21:06:46.3Z,3,REGULAR,jumpball,recovered,[],1629057,,,1610612738,48,50,2022-05-07T21:11:39Z,3950000,,,0,,Jump Ball J. Brown vs. B. Portis: Tip to R. Williams III,"[1629057, 1627759, 1626171]",1610612738.0,BOS,heldball,R. Williams III,1629057.0,Williams III,R. Williams III,Brown,1627759.0,Portis,1626171.0,,,,,,,,,,,,,,,,,,,,,
410,PT10M13.00S,2022-05-07T21:06:49.6Z,3,REGULAR,3pt,Jump Shot,"['fastbreak', '2ndchance']",203935,66.3107752956636,36.27450980392157,1610612738,48,50,2022-05-07T21:12:36Z,3980000,-69.0,264.0,1,right,MISS M. Smart 27' pullup 3PT,[203935],1610612738.0,BOS,pullup,,,Smart,M. Smart,,,,,27.3,Missed,,,,,,,,,,,,,,,,,,,
411,PT10M10.00S,2022-05-07T21:06:52.6Z,3,REGULAR,rebound,defensive,[],203507,,,1610612749,48,50,2022-05-07T21:07:10Z,3990000,,,0,,G. Antetokounmpo REBOUND (Off:2 Def:9),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,410.0,11.0,9.0,2.0,,,,,,,,,,,,,,,
412,PT10M05.00S,2022-05-07T21:06:58.7Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],201950,29.517082785808146,23.774509803921568,1610612749,51,50,2022-05-07T21:07:16Z,4000000,131.0,225.0,1,left,J. Holiday 26' 3PT running (12 PTS) (G. Antetokounmpo 3 AST),"[201950, 203507]",1610612749.0,MIL,running,,,Holiday,J. Holiday,,,,,26.04,Made,,,,,,,12.0,G. Antetokounmpo,203507.0,3.0,,,,,,,,,
414,PT09M48.00S,2022-05-07T21:07:14.5Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],201143,87.33574244415243,53.431372549019606,1610612738,51,50,2022-05-07T21:07:24Z,4020000,17.0,67.0,1,right,MISS A. Horford 6' driving Layup - blocked,"[201143, 203507]",1610612738.0,BOS,driving,,,Horford,A. Horford,,,,,6.87,Missed,,,,,Antetokounmpo,203507.0,,,,,,,,,,,,,
415,PT09M48.00S,2022-05-07T21:07:14.5Z,3,REGULAR,block,,[],203507,,,1610612738,51,50,2022-05-07T21:07:17Z,4030000,,,0,,G. Antetokounmpo BLOCK (2 BLK),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,,,,,,,,,,,,,,,
416,PT09M48.00S,2022-05-07T21:07:14.5Z,3,REGULAR,rebound,offensive,[],201143,,,1610612738,51,50,2022-05-07T21:07:24Z,4040000,,,0,,A. Horford REBOUND (Off:2 Def:6),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,414.0,8.0,6.0,2.0,,,,,,,,,,,,,,,
417,PT09M40.00S,2022-05-07T21:07:23.1Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",201143,94.40999984741211,50.0,1610612738,51,52,2022-05-07T21:07:23Z,4050000,0.0,0.0,1,right,A. Horford putback Layup (10 PTS),[201143],1610612738.0,BOS,putback,,,Horford,A. Horford,,,,,0.0,Made,,,,,,,10.0,,,,,,,,,,,,
418,PT09M39.00S,2022-05-07T21:07:27.9Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203507,9.674770039421814,48.77450980392157,1610612749,53,52,2022-05-07T21:07:33Z,4060000,6.0,38.0,1,left,G. Antetokounmpo driving Layup (24 PTS),[203507],1610612749.0,MIL,driving,,,Antetokounmpo,G. Antetokounmpo,,,,,3.89,Made,,,,,,,24.0,,,,,,,,,,,,
419,PT09M39.00S,2022-05-07T21:07:32.5Z,3,REGULAR,foul,personal,['1freethrow'],201143,,,1610612749,53,52,2022-05-07T21:07:59Z,4070000,,,0,,A. Horford shooting personal FOUL (3 PF) (Antetokounmpo 1 FT),"[201143, 203507]",1610612738.0,BOS,shooting,,,Horford,A. Horford,,,,,,,,,,,,,,,,,2534.0,3.0,0.0,Antetokounmpo,203507.0,,,,
421,PT09M39.00S,2022-05-07T21:08:07.0Z,3,REGULAR,substitution,out,[],201143,,,1610612749,53,52,2022-05-07T21:08:58Z,4090000,,,0,,SUB out: A. Horford,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,,,,,,,,,
422,PT09M39.00S,2022-05-07T21:08:07.0Z,3,REGULAR,substitution,in,[],1629684,,,1610612749,53,52,2022-05-07T21:08:58Z,4100000,,,0,,SUB in: G. Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
423,PT09M39.00S,2022-05-07T21:08:30.5Z,3,REGULAR,freethrow,1 of 1,[],203507,,,1610612749,54,52,2022-05-07T21:08:30Z,4110000,,,0,,G. Antetokounmpo Free Throw 1 of 1 (25 PTS),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,Made,,,,,,,25.0,,,,,,,,,,,,
424,PT09M26.00S,2022-05-07T21:08:48.8Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1627759,92.46057818659659,50.49019607843137,1610612738,54,54,2022-05-07T21:08:54Z,4120000,2.0,18.0,1,right,J. Brown driving Layup (12 PTS),[1627759],1610612738.0,BOS,driving,,,Brown,J. Brown,,,,,1.86,Made,,,,,,,12.0,,,,,,,,,,,,
425,PT09M20.00S,2022-05-07T21:08:58.9Z,3,REGULAR,foul,offensive,[],1626171,,,1610612749,54,54,2022-05-07T21:09:07Z,4130000,,,0,,B. Portis offensive FOUL (2 PF),"[1626171, 203935]",1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,,,,,,,,,,,2534.0,2.0,0.0,Smart,203935.0,,,,
427,PT09M20.00S,2022-05-07T21:08:58.9Z,3,REGULAR,turnover,offensive foul,[],1626171,,,1610612749,54,54,2022-05-07T21:08:58Z,4150000,,,0,,B. Portis offensive foul TURNOVER (1 TO),[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,,,,,,,,,,,2534.0,,,,,1.0,,,
428,PT09M02.00S,2022-05-07T21:09:25.8Z,3,REGULAR,2pt,Hook,"['pointsinthepaint', 'fromturnover']",1628369,87.86136662286465,49.754901960784316,1610612738,54,54,2022-05-07T21:09:31Z,4160000,-1.0,62.0,1,right,MISS J. Tatum 6' driving Hook,[1628369],1610612738.0,BOS,driving,,,Tatum,J. Tatum,,,,,6.16,Missed,,,,,,,,,,,,,,,,,,,
429,PT09M00.00S,2022-05-07T21:09:27.8Z,3,REGULAR,rebound,defensive,[],203507,,,1610612749,54,54,2022-05-07T21:09:31Z,4170000,,,0,,G. Antetokounmpo REBOUND (Off:2 Def:10),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,428.0,12.0,10.0,2.0,,,,,,,,,,,,,,,
430,PT08M57.00S,2022-05-07T21:09:33.3Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612749,54,54,2022-05-07T21:09:33Z,4180000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
431,PT08M57.00S,2022-05-07T21:09:51.4Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],202083,9.674770039421814,53.18627450980392,1610612749,54,54,2022-05-07T21:12:53Z,4190000,-16.0,38.0,1,left,MISS W. Matthews Layup - blocked,"[202083, 1628369]",1610612749.0,MIL,,,,Matthews,W. Matthews,,,,,4.16,Missed,,,,,Tatum,1628369.0,,,,,,,,,,,,,
432,PT08M57.00S,2022-05-07T21:09:51.4Z,3,REGULAR,block,,[],1628369,,,1610612749,54,54,2022-05-07T21:09:54Z,4200000,,,0,,J. Tatum BLOCK (2 BLK),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,
433,PT08M55.00S,2022-05-07T21:09:53.4Z,3,REGULAR,rebound,offensive,[],202083,,,1610612749,54,54,2022-05-07T21:12:53Z,4210000,,,0,,W. Matthews REBOUND (Off:1 Def:0),[202083],1610612749.0,MIL,,,,Matthews,W. Matthews,,,,,,,431.0,1.0,0.0,1.0,,,,,,,,,,,,,,,
434,PT08M53.00S,2022-05-07T21:09:56.3Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",202083,5.206964520367937,56.127450980392155,1610612749,54,54,2022-05-07T21:13:08Z,4220000,-31.0,-4.0,1,left,MISS W. Matthews Layup - blocked,"[202083, 1628369]",1610612749.0,MIL,,,,Matthews,W. Matthews,,,,,3.08,Missed,,,,,Tatum,1628369.0,,,,,,,,,,,,,
435,PT08M53.00S,2022-05-07T21:09:56.3Z,3,REGULAR,block,,[],1628369,,,1610612749,54,54,2022-05-07T21:09:59Z,4230000,,,0,,J. Tatum BLOCK (3 BLK),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,
436,PT08M52.00S,2022-05-07T21:09:57.3Z,3,REGULAR,rebound,offensive,[],202083,,,1610612749,54,54,2022-05-07T21:15:17Z,4240000,,,0,,W. Matthews REBOUND (Off:2 Def:0),[202083],1610612749.0,MIL,,,,Matthews,W. Matthews,,,,,,,434.0,2.0,0.0,2.0,,,,,,,,,,,,,,,
447,PT08M51.00S,2022-05-07T21:10:01.8Z,3,REGULAR,turnover,bad pass,[],1626171,,,1610612749,54,54,2022-05-07T21:15:57Z,4245000,,,0,,B. Portis bad pass TURNOVER (2 TO),"[1626171, 203935]",1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,,,,,,,,,,,,,,,,2.0,Smart,203935.0,
451,PT08M51.00S,2022-05-07T21:10:01.8Z,3,REGULAR,steal,,[],203935,,,1610612738,54,54,2022-05-07T21:18:21Z,4247500,,,0,,M. Smart STEAL (1 STL),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,,
437,PT08M49.00S,2022-05-07T21:10:07.3Z,3,REGULAR,foul,personal,[],202083,,,1610612738,54,54,2022-05-07T21:17:15Z,4250000,,,0,,W. Matthews take personal FOUL (1 PF),"[202083, 203935]",1610612749.0,MIL,take,,,Matthews,W. Matthews,,,,,,,,,,,,,,,,,2534.0,1.0,0.0,Smart,203935.0,,,,
439,PT08M39.00S,2022-05-07T21:10:21.9Z,3,REGULAR,turnover,bad pass,[],1627759,,,1610612738,54,54,2022-05-07T21:10:34Z,4270000,,,0,,J. Brown bad pass TURNOVER (3 TO),"[1627759, 201950]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,3.0,Holiday,201950.0,
440,PT08M39.00S,2022-05-07T21:10:21.9Z,3,REGULAR,steal,,[],201950,,,1610612749,54,54,2022-05-07T21:10:24Z,4280000,,,0,,J. Holiday STEAL (2 STL),[201950],1610612749.0,MIL,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,
441,PT08M36.00S,2022-05-07T21:11:04.1Z,3,REGULAR,foul,personal,['2freethrow'],1629684,,,1610612749,54,54,2022-05-07T21:11:14Z,4290000,,,0,,G. Williams shooting personal FOUL (2 PF) (Antetokounmpo 2 FT),"[1629684, 203507]",1610612738.0,BOS,shooting,,,Williams,G. Williams,,,,,,,,,,,,,,,,,2534.0,2.0,0.0,Antetokounmpo,203507.0,,,,
443,PT08M36.00S,2022-05-07T21:11:20.4Z,3,REGULAR,instantreplay,request,[],0,,,1610612749,54,54,2022-05-07T21:12:32Z,4310000,,,0,,,[],,,stands,,,,,,,,,,,,,,,,,,,,,2534.0,,,,,,,,Common Foul Upheld
444,PT08M36.00S,2022-05-07T21:13:26.2Z,3,REGULAR,freethrow,1 of 2,"['fromturnover', 'fastbreak']",203507,,,1610612749,55,54,2022-05-07T21:13:26Z,4320000,,,0,,G. Antetokounmpo Free Throw 1 of 2 (26 PTS),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,Made,,,,,,,26.0,,,,,,,,,,,,
