actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,turnoverTotal,stealPlayerName,stealPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,value
259,PT05M06.00S,2022-05-30T01:36:34.4Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629639,80.76544021024968,50.0,1610612748,32,45,2022-05-30T01:36:38Z,2520000,0.0,128.0,1,right,MISS T. Herro 12' pullup Shot,[1629639],1610612748.0,MIA,pullup,,,Herro,T. Herro,,,,,12.83,Missed,,,,,,,,,,,,,,,,,,,
260,PT05M03.00S,2022-05-30T01:36:37.4Z,2,REGULAR,rebound,defensive,[],203935,,,1610612738,32,45,2022-05-30T01:36:38Z,2530000,,,0,,M. Smart REBOUND (Off:0 Def:3),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,259.0,3.0,3.0,0.0,,,,,,,,,,,,,,,
261,PT04M54.00S,2022-05-30T01:36:52.8Z,2,REGULAR,foul,personal,['2freethrow'],200782,,,1610612738,32,45,2022-05-30T01:37:04Z,2540000,,,0,,P. Tucker shooting personal FOUL (1 PF) (Brown 2 FT),"[200782, 1627759]",1610612748.0,MIA,shooting,,,Tucker,P. Tucker,,,,,,,,,,,,,,,,,,2714.0,1.0,0.0,Brown,1627759.0,,,
263,PT04M54.00S,2022-05-30T01:37:23.7Z,2,REGULAR,freethrow,1 of 2,[],1627759,,,1610612738,32,46,2022-05-30T01:37:23Z,2560000,,,0,,J. Brown Free Throw 1 of 2 (12 PTS),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,Made,,,,,12.0,,,,,,,,,,,,,,
264,PT04M54.00S,2022-05-30T01:37:25.2Z,2,REGULAR,substitution,out,[],1629216,,,1610612738,32,46,2022-05-30T01:37:31Z,2570000,,,0,,SUB out: G. Vincent,[1629216],1610612748.0,MIA,,,,Vincent,G. Vincent,,,,,,,,,,,,,,,,,,,,,,,,,
265,PT04M54.00S,2022-05-30T01:37:25.2Z,2,REGULAR,substitution,out,[],1629639,,,1610612738,32,46,2022-05-30T01:37:31Z,2580000,,,0,,SUB out: T. Herro,[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,,,,,,,,,,,,,,,,,,,,,
266,PT04M54.00S,2022-05-30T01:37:25.2Z,2,REGULAR,substitution,in,[],1629622,,,1610612738,32,46,2022-05-30T01:37:31Z,2590000,,,0,,SUB in: M. Strus,[1629622],1610612748.0,MIA,,,,Strus,M. Strus,,,,,,,,,,,,,,,,,,,,,,,,,
267,PT04M54.00S,2022-05-30T01:37:25.2Z,2,REGULAR,substitution,in,[],200768,,,1610612738,32,46,2022-05-30T01:37:31Z,2600000,,,0,,SUB in: K. Lowry,[200768],1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,,,,,,,,,,,,,,,,,,,,,
268,PT04M54.00S,2022-05-30T01:37:47.6Z,2,REGULAR,freethrow,2 of 2,[],1627759,,,1610612738,32,47,2022-05-30T01:37:47Z,2610000,,,0,,J. Brown Free Throw 2 of 2 (13 PTS),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,Made,,,,,13.0,,,,,,,,,,,,,,
269,PT04M43.00S,2022-05-30T01:38:04.4Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",201143,,,1610612748,32,47,2022-05-30T01:38:12Z,2620000,,,0,,A. Horford shooting personal FOUL (2 PF) (Butler 2 FT),"[201143, 202710]",1610612738.0,BOS,shooting,,,Horford,A. Horford,,,,,,,,,,,,,,,,,,2714.0,2.0,0.0,Butler,202710.0,,,
271,PT04M43.00S,2022-05-30T01:38:26.8Z,2,REGULAR,freethrow,1 of 2,[],202710,,,1610612748,33,47,2022-05-30T01:38:26Z,2640000,,,0,,J. Butler Free Throw 1 of 2 (18 PTS),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,Made,,,,,18.0,,,,,,,,,,,,,,
272,PT04M43.00S,2022-05-30T01:38:27.7Z,2,REGULAR,substitution,out,[],200782,,,1610612748,33,47,2022-05-30T01:38:32Z,2650000,,,0,,SUB out: P. Tucker,[200782],1610612748.0,MIA,,,,Tucker,P. Tucker,,,,,,,,,,,,,,,,,,,,,,,,,
273,PT04M43.00S,2022-05-30T01:38:27.7Z,2,REGULAR,substitution,in,[],203506,,,1610612748,33,47,2022-05-30T01:38:32Z,2660000,,,0,,SUB in: V. Oladipo,[203506],1610612748.0,MIA,,,,Oladipo,V. Oladipo,,,,,,,,,,,,,,,,,,,,,,,,,
274,PT04M43.00S,2022-05-30T01:38:44.5Z,2,REGULAR,freethrow,2 of 2,[],202710,,,1610612748,34,47,2022-05-30T01:38:44Z,2670000,,,0,,J. Butler Free Throw 2 of 2 (19 PTS),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,Made,,,,,19.0,,,,,,,,,,,,,,
275,PT04M30.00S,2022-05-30T01:39:01.3Z,2,REGULAR,3pt,Jump Shot,[],1628401,28.07161629434954,81.12745098039215,1610612738,34,50,2022-05-30T01:39:06Z,2680000,-156.0,211.0,1,left,D. White 26' 3PT  (8 PTS) (J. Brown 3 AST),"[1628401, 1627759]",1610612738.0,BOS,,,,White,D. White,,,,,26.25,Made,,,,,8.0,,,,J. Brown,1627759.0,3.0,,,,,,,,
277,PT04M19.00S,2022-05-30T01:39:19.2Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628401,,,1610612748,34,50,2022-05-30T01:39:32Z,2700000,,,0,,D. White shooting personal FOUL (3 PF) (Butler 2 FT),"[1628401, 202710]",1610612738.0,BOS,shooting,,,White,D. White,,,,,,,,,,,,,,,,,,1162.0,3.0,0.0,Butler,202710.0,,,
279,PT04M19.00S,2022-05-30T01:39:47.4Z,2,REGULAR,freethrow,1 of 2,[],202710,,,1610612748,34,50,2022-05-30T01:39:47Z,2720000,,,0,,MISS J. Butler Free Throw 1 of 2,[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,Missed,,,,,,,,,,,,,,,,,,,
280,PT04M19.00S,2022-05-30T01:39:47.4Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612748,34,50,2022-05-30T01:39:47Z,2730000,,,0,,TEAM offensive REBOUND,[],1610612748.0,MIA,,,,,,,,,,,,279.0,,,,,,,,,,,,,,,,,,
281,PT04M19.00S,2022-05-30T01:39:47.4Z,2,REGULAR,freethrow,2 of 2,[],202710,,,1610612748,34,50,2022-05-30T01:40:04Z,2740000,,,0,,MISS J. Butler Free Throw 2 of 2,[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,Missed,,,,,,,,,,,,,,,,,,,
282,PT04M16.00S,2022-05-30T01:39:50.4Z,2,REGULAR,rebound,defensive,[],1628369,,,1610612738,34,50,2022-05-30T01:40:04Z,2750000,,,0,,J. Tatum REBOUND (Off:1 Def:6),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,281.0,7.0,6.0,1.0,,,,,,,,,,,,,,,
283,PT04M04.00S,2022-05-30T01:40:15.0Z,2,REGULAR,2pt,Jump Shot,[],203935,7.30946123521682,72.05882352941177,1610612738,34,50,2022-05-30T01:40:54Z,2760000,-110.0,16.0,1,left,MISS M. Smart 11' pullup Shot,[203935],1610612738.0,BOS,pullup,,,Smart,M. Smart,,,,,11.15,Missed,,,,,,,,,,,,,,,,,,,
284,PT04M01.00S,2022-05-30T01:40:18.0Z,2,REGULAR,rebound,defensive,[],1629622,,,1610612748,34,50,2022-05-30T01:40:19Z,2770000,,,0,,M. Strus REBOUND (Off:0 Def:3),[1629622],1610612748.0,MIA,,,,Strus,M. Strus,,,,,,,283.0,3.0,3.0,0.0,,,,,,,,,,,,,,,
285,PT03M43.00S,2022-05-30T01:40:35.9Z,2,REGULAR,2pt,Jump Shot,[],1628389,78.79434954007884,48.28431372549019,1610612748,34,50,2022-05-30T01:40:42Z,2780000,-9.0,147.0,1,right,MISS B. Adebayo 14' Jump Shot,[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,14.71,Missed,,,,,,,,,,,,,,,,,,,
286,PT03M40.00S,2022-05-30T01:40:38.9Z,2,REGULAR,rebound,defensive,[],201143,,,1610612738,34,50,2022-05-30T01:40:42Z,2790000,,,0,,A. Horford REBOUND (Off:0 Def:4),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,285.0,4.0,4.0,0.0,,,,,,,,,,,,,,,
287,PT03M35.00S,2022-05-30T01:40:43.7Z,2,REGULAR,3pt,Jump Shot,[],201143,22.026938239159,11.27450980392157,1610612738,34,50,2022-05-30T01:40:49Z,2800000,194.0,155.0,1,left,MISS A. Horford 24' 3PT,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,24.78,Missed,,,,,,,,,,,,,,,,,,,
288,PT03M32.00S,2022-05-30T01:40:46.7Z,2,REGULAR,rebound,defensive,[],203506,,,1610612748,34,50,2022-05-30T01:40:49Z,2810000,,,0,,V. Oladipo REBOUND (Off:0 Def:3),[203506],1610612748.0,MIA,,,,Oladipo,V. Oladipo,,,,,,,287.0,3.0,3.0,0.0,,,,,,,,,,,,,,,
289,PT03M25.00S,2022-05-30T01:40:53.5Z,2,REGULAR,2pt,Jump Shot,"['fastbreak', 'pointsinthepaint']",203506,79.71419185282524,46.81372549019608,1610612748,36,50,2022-05-30T01:42:04Z,2820000,-16.0,138.0,1,right,V. Oladipo 13' pullup Jump Shot (2 PTS),[203506],1610612748.0,MIA,pullup,,,Oladipo,V. Oladipo,,,,,13.91,Made,,,,,2.0,,,,,,,,,,,,,,
290,PT03M03.00S,2022-05-30T01:41:24.9Z,2,REGULAR,3pt,Jump Shot,[],1627759,21.50131406044678,91.91176470588235,1610612738,36,50,2022-05-30T01:41:28Z,2830000,-210.0,150.0,1,left,MISS J. Brown 25' 3PT,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,25.75,Missed,,,,,,,,,,,,,,,,,,,
291,PT03M01.00S,2022-05-30T01:41:26.9Z,2,REGULAR,rebound,defensive,[],202710,,,1610612748,36,50,2022-05-30T01:41:28Z,2840000,,,0,,J. Butler REBOUND (Off:0 Def:3),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,290.0,3.0,3.0,0.0,,,,,,,,,,,,,,,
292,PT02M50.00S,2022-05-30T01:41:38.6Z,2,REGULAR,2pt,Jump Shot,[],202710,93.77463863337714,70.83333333333334,1610612748,38,50,2022-05-30T01:41:42Z,2850000,104.0,6.0,1,right,J. Butler 10' turnaround fadeaway Jump Shot (21 PTS),[202710],1610612748.0,MIA,turnaround fadeaway,,,Butler,J. Butler,,,,,10.44,Made,,,,,21.0,,,,,,,,,,,,,,
293,PT02M36.00S,2022-05-30T01:41:52.3Z,2,REGULAR,3pt,Jump Shot,[],1628369,18.610381077529567,4.166666666666666,1610612738,38,53,2022-05-30T01:41:57Z,2860000,229.0,122.0,1,left,J. Tatum 25' 3PT  (13 PTS) (D. White 1 AST),"[1628369, 1628401]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,25.98,Made,,,,,13.0,,,,D. White,1628401.0,1.0,,,,,,,,
295,PT02M21.00S,2022-05-30T01:42:08.3Z,2,REGULAR,turnover,lost ball,[],202710,,,1610612748,38,53,2022-05-30T01:42:14Z,2880000,,,0,,J. Butler lost ball TURNOVER (1 TO),"[202710, 1628369]",1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,,,,,1.0,Tatum,1628369.0,,,,,,,,,,,
296,PT02M21.00S,2022-05-30T01:42:08.3Z,2,REGULAR,steal,,[],1628369,,,1610612738,38,53,2022-05-30T01:42:31Z,2890000,,,0,,J. Tatum STEAL (1 STL),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,
297,PT02M12.00S,2022-05-30T01:42:56.8Z,2,REGULAR,stoppage,court clean up,[],0,,,1610612738,38,53,2022-05-30T01:42:56Z,2900000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
298,PT02M12.00S,2022-05-30T01:43:16.8Z,2,REGULAR,jumpball,recovered,[],1628389,,,1610612738,38,53,2022-05-30T01:43:51Z,2910000,,,0,,Jump Ball M. Strus vs. J. Tatum: Tip to B. Adebayo,"[1628389, 1629622, 1628369]",1610612748.0,MIA,heldball,B. Adebayo,1628389.0,Adebayo,B. Adebayo,Strus,1629622.0,Tatum,1628369.0,,,,,,,,,,,,,,,,,,,,,
312,PT02M12.00S,2022-05-30T01:43:16.8Z,2,REGULAR,turnover,lost ball,[],1628369,,,1610612738,38,53,2022-05-30T01:46:24Z,2935000,,,0,,J. Tatum lost ball TURNOVER (1 TO),"[1628369, 1629622]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,1.0,Strus,1629622.0,,,,,,,,,,,
313,PT02M12.00S,2022-05-30T01:43:16.8Z,2,REGULAR,steal,,[],1629622,,,1610612748,38,53,2022-05-30T01:46:24Z,2937500,,,0,,M. Strus STEAL (1 STL),[1629622],1610612748.0,MIA,,,,Strus,M. Strus,,,,,,,,,,,,,,,,,,,,,,,,,
303,PT01M59.00S,2022-05-30T01:43:24.4Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1629622,69.99014454664915,21.323529411764707,1610612748,41,53,2022-05-30T01:43:32Z,2960000,-143.0,230.0,1,right,M. Strus 27' 3PT pullup (3 PTS) (B. Adebayo 1 AST),"[1629622, 1628389]",1610612748.0,MIA,pullup,,,Strus,M. Strus,,,,,27.07,Made,,,,,3.0,,,,B. Adebayo,1628389.0,1.0,,,,,,,,
305,PT01M35.00S,2022-05-30T01:43:48.7Z,2,REGULAR,3pt,Jump Shot,[],1628369,22.026938239159,93.13725490196079,1610612738,41,53,2022-05-30T01:43:55Z,2980000,-216.0,155.0,1,left,MISS J. Tatum 26' 3PT,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,26.54,Missed,,,,,,,,,,,,,,,,,,,
306,PT01M29.00S,2022-05-30T01:43:54.7Z,2,REGULAR,rebound,defensive,[],202710,,,1610612748,41,53,2022-05-30T01:43:55Z,2990000,,,0,,J. Butler REBOUND (Off:0 Def:4),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,305.0,4.0,4.0,0.0,,,,,,,,,,,,,,,
307,PT01M26.00S,2022-05-30T01:43:58.0Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],202710,71.96123521681997,78.43137254901961,1610612748,44,53,2022-05-30T01:47:23Z,3000000,142.0,211.0,1,right,J. Butler 25' 3PT running pullup (24 PTS),[202710],1610612748.0,MIA,running pullup,,,Butler,J. Butler,,,,,25.45,Made,,,,,24.0,,,,,,,,,,,,,,
308,PT01M26.00S,2022-05-30T01:44:05.6Z,2,REGULAR,timeout,full,['team'],0,,,1610612738,44,53,2022-05-30T01:44:24Z,3010000,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
309,PT01M07.00S,2022-05-30T01:45:51.9Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627759,18.347568988173457,51.71568627450981,1610612738,44,55,2022-05-30T01:46:25Z,3020000,-9.0,120.0,1,left,J. Brown 12' floating Jump Shot (15 PTS),[1627759],1610612738.0,BOS,floating,,,Brown,J. Brown,,,,,12.03,Made,,,,,15.0,,,,,,,,,,,,,,
310,PT00M44.70S,2022-05-30T01:46:15.2Z,2,REGULAR,3pt,Jump Shot,[],203506,73.80091984231275,82.59803921568627,1610612748,44,55,2022-05-30T01:47:00Z,3030000,163.0,194.0,1,right,MISS V. Oladipo 25' step back 3PT,[203506],1610612748.0,MIA,step back,,,Oladipo,V. Oladipo,,,,,25.32,Missed,,,,,,,,,,,,,,,,,,,
311,PT00M43.50S,2022-05-30T01:46:16.4Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612748,44,55,2022-05-30T01:46:23Z,3040000,,,0,,TEAM offensive REBOUND,[],1610612748.0,MIA,,,,,,,,,,,,310.0,,,,,,,,,,,,,,,,,,
314,PT00M43.50S,2022-05-30T01:46:25.2Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628369,,,1610612748,44,55,2022-05-30T01:46:33Z,3050000,,,0,,J. Tatum loose ball personal FOUL (2 PF) (Adebayo 2 FT),"[1628369, 1628389]",1610612738.0,BOS,loose ball,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,1162.0,2.0,0.0,Adebayo,1628389.0,,,
316,PT00M43.50S,2022-05-30T01:46:49.5Z,2,REGULAR,freethrow,1 of 2,['2ndchance'],1628389,,,1610612748,45,55,2022-05-30T01:46:49Z,3070000,,,0,,B. Adebayo Free Throw 1 of 2 (11 PTS),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,Made,,,,,11.0,,,,,,,,,,,,,,
317,PT00M43.50S,2022-05-30T01:46:49.5Z,2,REGULAR,freethrow,2 of 2,['2ndchance'],1628389,,,1610612748,45,55,2022-05-30T01:47:16Z,3080000,,,0,,MISS B. Adebayo Free Throw 2 of 2,[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,Missed,,,,,,,,,,,,,,,,,,,
318,PT00M40.40S,2022-05-30T01:46:52.6Z,2,REGULAR,rebound,defensive,[],203935,,,1610612738,45,55,2022-05-30T01:47:16Z,3090000,,,0,,M. Smart REBOUND (Off:0 Def:4),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,317.0,4.0,4.0,0.0,,,,,,,,,,,,,,,
319,PT00M35.20S,2022-05-30T01:47:25.6Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612738,45,55,2022-05-30T01:47:25Z,3100000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
320,PT00M28.90S,2022-05-30T01:47:40.5Z,2,REGULAR,3pt,Jump Shot,[],1628401,7.440867279894875,4.6568627450980395,1610612738,45,55,2022-05-30T01:47:45Z,3110000,227.0,17.0,1,left,MISS D. White 3PT,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,22.74,Missed,,,,,,,,,,,,,,,,,,,
321,PT00M28.80S,2022-05-30T01:47:40.6Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612748,45,55,2022-05-30T01:47:45Z,3120000,,,0,,TEAM defensive REBOUND,[],1610612748.0,MIA,,,,,,,,,,,,320.0,,,,,,,,,,,,,,,,,,
322,PT00M28.80S,2022-05-30T01:47:47.6Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",201143,,,1610612748,45,55,2022-05-30T01:48:03Z,3130000,,,0,,A. Horford loose ball personal FOUL (3 PF) (Lowry 2 FT),"[201143, 200768]",1610612738.0,BOS,loose ball,,,Horford,A. Horford,,,,,,,,,,,,,,,,,,1148.0,3.0,0.0,Lowry,200768.0,,,
324,PT00M28.80S,2022-05-30T01:48:20.8Z,2,REGULAR,freethrow,1 of 2,[],200768,,,1610612748,46,55,2022-05-30T01:48:20Z,3150000,,,0,,K. Lowry Free Throw 1 of 2 (2 PTS),[200768],1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,,Made,,,,,2.0,,,,,,,,,,,,,,
325,PT00M28.80S,2022-05-30T01:48:33.7Z,2,REGULAR,freethrow,2 of 2,[],200768,,,1610612748,47,55,2022-05-30T01:48:33Z,3160000,,,0,,K. Lowry Free Throw 2 of 2 (3 PTS),[200768],1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,,Made,,,,,3.0,,,,,,,,,,,,,,
326,PT00M07.00S,2022-05-30T01:49:00.1Z,2,REGULAR,3pt,Jump Shot,[],1627759,8.360709592641262,4.6568627450980395,1610612738,47,55,2022-05-30T01:49:04Z,3170000,227.0,26.0,1,left,MISS J. Brown 3PT,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,22.82,Missed,,,,,,,,,,,,,,,,,,,
327,PT00M04.30S,2022-05-30T01:49:02.8Z,2,REGULAR,rebound,defensive,[],200768,,,1610612748,47,55,2022-05-30T01:49:04Z,3180000,,,0,,K. Lowry REBOUND (Off:0 Def:3),[200768],1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,,,326.0,3.0,3.0,0.0,,,,,,,,,,,,,,,
328,PT00M01.70S,2022-05-30T01:49:11.9Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203935,,,1610612748,47,55,2022-05-30T01:49:23Z,3190000,,,0,,M. Smart personal FOUL (2 PF) (Lowry 2 FT),"[203935, 200768]",1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,1162.0,2.0,0.0,Lowry,200768.0,,,
330,PT00M01.70S,2022-05-30T01:49:30.2Z,2,REGULAR,stoppage,court clean up,[],0,,,1610612748,47,55,2022-05-30T01:49:30Z,3210000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
331,PT00M01.70S,2022-05-30T01:49:46.6Z,2,REGULAR,freethrow,1 of 2,[],200768,,,1610612748,48,55,2022-05-30T01:49:46Z,3220000,,,0,,K. Lowry Free Throw 1 of 2 (4 PTS),[200768],1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,,Made,,,,,4.0,,,,,,,,,,,,,,
332,PT00M01.70S,2022-05-30T01:50:04.9Z,2,REGULAR,freethrow,2 of 2,[],200768,,,1610612748,49,55,2022-05-30T01:50:04Z,3230000,,,0,,K. Lowry Free Throw 2 of 2 (5 PTS),[200768],1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,,Made,,,,,5.0,,,,,,,,,,,,,,
333,PT00M00.60S,2022-05-30T01:50:15.3Z,2,REGULAR,2pt,Jump Shot,[],1628401,7.178055190538765,14.215686274509803,1610612738,49,55,2022-05-30T01:50:43Z,3240000,179.0,15.0,1,left,MISS D. White 17' fadeaway Shot,[1628401],1610612738.0,BOS,fadeaway,,,White,D. White,,,,,17.95,Missed,,,,,,,,,,,,,,,,,,,
334,PT00M00.10S,2022-05-30T01:50:15.8Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612738,49,55,2022-05-30T01:50:35Z,3250000,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,333.0,,,,,,,,,,,,,,,,,,
335,PT00M00.00S,2022-05-30T01:50:21.7Z,2,REGULAR,period,end,[],0,,,1610612738,49,55,2022-05-30T01:50:21Z,3260000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
336,PT12M00.00S,2022-05-30T01:50:45.8Z,3,REGULAR,substitution,out,['startperiod'],203506,,,1610612738,49,55,2022-05-30T02:06:22Z,3270000,,,0,,SUB out: V. Oladipo,[203506],1610612748.0,MIA,,,,Oladipo,V. Oladipo,,,,,,,,,,,,,,,,,,,,,,,,,
337,PT12M00.00S,2022-05-30T01:50:45.8Z,3,REGULAR,substitution,out,['startperiod'],1628401,,,1610612738,49,55,2022-05-30T02:06:22Z,3280000,,,0,,SUB out: D. White,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,,,,,,,,,,,,,,,,,,
338,PT12M00.00S,2022-05-30T01:50:45.8Z,3,REGULAR,substitution,in,['startperiod'],200782,,,1610612738,49,55,2022-05-30T02:06:22Z,3290000,,,0,,SUB in: P. Tucker,[200782],1610612748.0,MIA,,,,Tucker,P. Tucker,,,,,,,,,,,,,,,,,,,,,,,,,
339,PT12M00.00S,2022-05-30T01:50:45.8Z,3,REGULAR,substitution,in,['startperiod'],1629057,,,1610612738,49,55,2022-05-30T02:06:22Z,3300000,,,0,,SUB in: R. Williams III,[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,,
340,PT12M00.00S,2022-05-30T02:06:29.0Z,3,REGULAR,period,start,[],0,,,1610612748,49,55,2022-05-30T02:06:29Z,3310000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
341,PT11M38.00S,2022-05-30T02:06:49.5Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628389,12.565703022339028,58.57843137254902,1610612748,51,55,2022-05-30T02:06:54Z,3320000,-43.0,66.0,1,left,B. Adebayo 7' pullup Jump Shot (13 PTS) (M. Strus 1 AST),"[1628389, 1629622]",1610612748.0,MIA,pullup,,,Adebayo,B. Adebayo,,,,,7.84,Made,,,,,13.0,,,,M. Strus,1629622.0,1.0,,,,,,,,
343,PT11M23.00S,2022-05-30T02:07:09.9Z,3,REGULAR,foul,personal,['2freethrow'],1628389,,,1610612738,51,55,2022-05-30T02:07:17Z,3340000,,,0,,B. Adebayo shooting personal FOUL (2 PF) (Smart 2 FT),"[1628389, 203935]",1610612748.0,MIA,shooting,,,Adebayo,B. Adebayo,,,,,,,,,,,,,,,,,,2714.0,2.0,0.0,Smart,203935.0,,,
345,PT11M23.00S,2022-05-30T02:07:40.7Z,3,REGULAR,freethrow,1 of 2,[],203935,,,1610612738,51,56,2022-05-30T02:08:03Z,3360000,,,0,,M. Smart Free Throw 1 of 2 (10 PTS),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,Made,,,,,10.0,,,,,,,,,,,,,,
346,PT11M23.00S,2022-05-30T02:07:40.7Z,3,REGULAR,freethrow,2 of 2,[],203935,,,1610612738,51,56,2022-05-30T02:08:03Z,3370000,,,0,,MISS M. Smart Free Throw 2 of 2,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,Missed,,,,,,,,,,,,,,,,,,,
347,PT11M20.00S,2022-05-30T02:07:43.7Z,3,REGULAR,rebound,defensive,[],200768,,,1610612748,51,56,2022-05-30T02:08:03Z,3380000,,,0,,K. Lowry REBOUND (Off:0 Def:4),[200768],1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,,,346.0,4.0,4.0,0.0,,,,,,,,,,,,,,,
384,PT11M04.00S,2022-05-30T02:08:02.8Z,3,REGULAR,instantreplay,request,[],0,,,1610612748,51,56,2022-05-30T02:14:49Z,3392500,,,0,,,[],,,overturned,,,,,,,,,,,,,,,,,,,,,,1162.0,,,,,,,Out of Bounds - Overturn Call
375,PT11M04.00S,2022-05-30T02:08:25.0Z,3,REGULAR,turnover,out-of-bounds,[],1629622,,,1610612748,51,56,2022-05-30T02:13:28Z,3405000,,,0,,M. Strus step out-of-bounds TURNOVER (2 TO),[1629622],1610612748.0,MIA,step,,,Strus,M. Strus,,,,,,,,,,,,2.0,,,,,,1162.0,,,,,,,
350,PT10M51.00S,2022-05-30T02:08:31.5Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",203935,92.9862023653088,51.9607843137255,1610612738,51,58,2022-05-30T02:13:28Z,3410000,10.0,13.0,1,right,M. Smart driving Layup (12 PTS),[203935],1610612738.0,BOS,driving,,,Smart,M. Smart,,,,,1.66,Made,,,,,12.0,,,,,,,,,,,,,,
351,PT10M44.00S,2022-05-30T02:08:45.4Z,3,REGULAR,foul,personal,[],1627759,,,1610612748,51,58,2022-05-30T02:08:56Z,3420000,,,0,,J. Brown personal FOUL (2 PF),"[1627759, 1629622]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,2714.0,2.0,0.0,Strus,1629622.0,,,
