actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,turnoverTotal,stealPlayerName,stealPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,value
84,PT05M14.00S,2022-05-30T01:00:38.7Z,1,REGULAR,2pt,Jump Shot,[],203935,5.995400788436268,28.676470588235293,1610612738,9,20,2022-05-30T01:00:43Z,790000,107.0,4.0,1,left,MISS M. Smart 10' turnaround fadeaway Shot,[203935],1610612738.0,BOS,turnaround fadeaway,,,Smart,M. Smart,,,,,10.67,Missed,,,,,,,,,,,,,,,,,,,
85,PT05M10.00S,2022-05-30T01:00:42.7Z,1,REGULAR,rebound,defensive,[],200782,,,1610612748,9,20,2022-05-30T01:00:43Z,800000,,,0,,P. Tucker REBOUND (Off:0 Def:2),[200782],1610612748.0,MIA,,,,Tucker,P. Tucker,,,,,,,84.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
86,PT05M01.00S,2022-05-30T01:00:52.1Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1629622,93.11760840998686,51.225490196078425,1610612748,9,20,2022-05-30T01:01:04Z,810000,6.0,12.0,1,right,MISS M. Strus driving DUNK - blocked,"[1629622, 201143]",1610612748.0,MIA,driving,,,Strus,M. Strus,,,,,1.36,Missed,,,,,,,,,,,,,,,,,Horford,201143.0,
87,PT05M01.00S,2022-05-30T01:00:52.1Z,1,REGULAR,block,,[],201143,,,1610612748,9,20,2022-05-30T01:00:56Z,820000,,,0,,A. Horford BLOCK (1 BLK),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,,,,,,,,,
88,PT04M59.00S,2022-05-30T01:00:54.1Z,1,REGULAR,rebound,defensive,[],1627759,,,1610612738,9,20,2022-05-30T01:01:04Z,830000,,,0,,J. Brown REBOUND (Off:0 Def:1),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,86.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
89,PT04M53.00S,2022-05-30T01:00:59.3Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1629684,6.1268068331143235,48.03921568627451,1610612738,9,22,2022-05-30T01:01:19Z,840000,10.0,5.0,1,left,G. Williams running Layup (5 PTS) (J. Brown 1 AST),"[1629684, 1627759]",1610612738.0,BOS,running,,,Williams,G. Williams,,,,,1.1,Made,,,,,5.0,,,,J. Brown,1627759.0,1.0,,,,,,,,
91,PT04M37.00S,2022-05-30T01:01:15.0Z,1,REGULAR,3pt,Jump Shot,[],200782,96.00854139290408,96.07843137254902,1610612748,9,22,2022-05-30T01:01:22Z,860000,230.0,-15.0,1,right,MISS P. Tucker 3PT,[200782],1610612748.0,MIA,,,,Tucker,P. Tucker,,,,,23.09,Missed,,,,,,,,,,,,,,,,,,,
92,PT04M37.00S,2022-05-30T01:01:15.0Z,1,REGULAR,rebound,offensive,[],1628389,,,1610612748,9,22,2022-05-30T01:01:22Z,870000,,,0,,B. Adebayo REBOUND (Off:2 Def:1),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,91.0,3.0,1.0,2.0,,,,,,,,,,,,,,,
93,PT04M36.00S,2022-05-30T01:01:23.4Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612748,9,22,2022-05-30T01:01:23Z,880000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,PT04M36.00S,2022-05-30T01:01:24.4Z,1,REGULAR,substitution,out,[],1628389,,,1610612748,9,22,2022-05-30T01:01:35Z,890000,,,0,,SUB out: B. Adebayo,[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,,,,,,,,,,,,,,,,
95,PT04M36.00S,2022-05-30T01:01:24.4Z,1,REGULAR,substitution,out,[],1627759,,,1610612748,9,22,2022-05-30T01:01:35Z,900000,,,0,,SUB out: J. Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,
96,PT04M36.00S,2022-05-30T01:01:24.4Z,1,REGULAR,substitution,in,[],203506,,,1610612748,9,22,2022-05-30T01:01:35Z,910000,,,0,,SUB in: V. Oladipo,[203506],1610612748.0,MIA,,,,Oladipo,V. Oladipo,,,,,,,,,,,,,,,,,,,,,,,,,
97,PT04M36.00S,2022-05-30T01:01:24.4Z,1,REGULAR,substitution,in,[],1628401,,,1610612748,9,22,2022-05-30T01:01:35Z,920000,,,0,,SUB in: D. White,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,,,,,,,,,,,,,,,,,,
98,PT04M26.00S,2022-05-30T01:01:52.9Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],203506,70.51576872536137,77.69607843137256,1610612748,9,22,2022-05-30T01:03:52Z,930000,138.0,225.0,1,right,MISS V. Oladipo 26' pullup 3PT,[203506],1610612748.0,MIA,pullup,,,Oladipo,V. Oladipo,,,,,26.4,Missed,,,,,,,,,,,,,,,,,,,
99,PT04M23.00S,2022-05-30T01:01:55.9Z,1,REGULAR,rebound,defensive,[],1628369,,,1610612738,9,22,2022-05-30T01:01:58Z,940000,,,0,,J. Tatum REBOUND (Off:1 Def:3),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,98.0,4.0,3.0,1.0,,,,,,,,,,,,,,,
100,PT04M19.00S,2022-05-30T01:02:00.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1629684,6.915243101182654,47.549019607843135,1610612738,9,24,2022-05-30T01:02:13Z,950000,12.0,13.0,1,left,G. Williams cutting Layup (7 PTS) (M. Smart 1 AST),"[1629684, 203935]",1610612738.0,BOS,cutting,,,Williams,G. Williams,,,,,1.75,Made,,,,,7.0,,,,M. Smart,203935.0,1.0,,,,,,,,
102,PT04M09.00S,2022-05-30T01:02:11.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202710,92.59198423127464,37.99019607843137,1610612748,9,24,2022-05-30T01:05:18Z,970000,-60.0,17.0,1,right,MISS J. Butler 6' pullup bank Shot,[202710],1610612748.0,MIA,pullup bank,,,Butler,J. Butler,,,,,6.24,Missed,,,,,,,,,,,,,,,,,,,
103,PT04M09.00S,2022-05-30T01:02:11.6Z,1,REGULAR,rebound,defensive,[],1628369,,,1610612738,9,24,2022-05-30T01:02:17Z,980000,,,0,,J. Tatum REBOUND (Off:1 Def:4),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,102.0,5.0,4.0,1.0,,,,,,,,,,,,,,,
104,PT04M01.00S,2022-05-30T01:02:19.5Z,1,REGULAR,3pt,Jump Shot,[],203935,30.831143232588698,17.647058823529413,1610612738,9,24,2022-05-30T01:02:28Z,990000,162.0,237.0,1,left,MISS M. Smart 28' 3PT,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,28.72,Missed,,,,,,,,,,,,,,,,,,,
105,PT03M56.00S,2022-05-30T01:02:23.6Z,1,REGULAR,rebound,offensive,[],1628401,,,1610612738,9,24,2022-05-30T01:02:23Z,1000000,,,0,,D. White REBOUND (Off:1 Def:0),[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,104.0,1.0,0.0,1.0,,,,,,,,,,,,,,,
106,PT03M54.00S,2022-05-30T01:02:25.9Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1628369,13.748357424441524,97.05882352941177,1610612738,9,24,2022-05-30T01:02:32Z,1010000,-235.0,77.0,1,left,MISS J. Tatum 24' 3PT,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,24.75,Missed,,,,,,,,,,,,,,,,,,,
107,PT03M54.00S,2022-05-30T01:02:25.9Z,1,REGULAR,rebound,defensive,[],203506,,,1610612748,9,24,2022-05-30T01:02:32Z,1020000,,,0,,V. Oladipo REBOUND (Off:0 Def:1),[203506],1610612748.0,MIA,,,,Oladipo,V. Oladipo,,,,,,,106.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
108,PT03M41.00S,2022-05-30T01:02:38.3Z,1,REGULAR,turnover,bad pass,[],1629622,,,1610612748,9,24,2022-05-30T01:02:44Z,1030000,,,0,,M. Strus bad pass TURNOVER (1 TO),"[1629622, 203935]",1610612748.0,MIA,,,,Strus,M. Strus,,,,,,,,,,,,1.0,Smart,203935.0,,,,,,,,,,,
109,PT03M41.00S,2022-05-30T01:02:38.3Z,1,REGULAR,steal,,[],203935,,,1610612738,9,24,2022-05-30T01:02:40Z,1040000,,,0,,M. Smart STEAL (2 STL),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,,
110,PT03M36.00S,2022-05-30T01:02:43.3Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1628369,6.258212877792378,54.90196078431373,1610612738,9,24,2022-05-30T01:07:05Z,1050000,-25.0,6.0,1,left,MISS J. Tatum running Layup,[1628369],1610612738.0,BOS,running,,,Tatum,J. Tatum,,,,,2.53,Missed,,,,,,,,,,,,,,,,,,,
111,PT03M33.00S,2022-05-30T01:02:46.3Z,1,REGULAR,rebound,defensive,[],1629622,,,1610612748,9,24,2022-05-30T01:07:05Z,1060000,,,0,,M. Strus REBOUND (Off:0 Def:1),[1629622],1610612748.0,MIA,,,,Strus,M. Strus,,,,,,,110.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
112,PT03M29.00S,2022-05-30T01:02:50.6Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",202710,92.9862023653088,55.63725490196079,1610612748,11,24,2022-05-30T01:08:11Z,1070000,28.0,13.0,1,right,J. Butler driving Layup (4 PTS) (V. Oladipo 1 AST),"[202710, 203506]",1610612748.0,MIA,driving,,,Butler,J. Butler,,,,,3.12,Made,,,,,4.0,,,,V. Oladipo,203506.0,1.0,,,,,,,,
114,PT03M04.00S,2022-05-30T01:03:15.2Z,1,REGULAR,2pt,Jump Shot,[],1628369,22.552562417871222,76.9607843137255,1610612738,11,24,2022-05-30T01:03:20Z,1090000,-135.0,159.0,1,left,MISS J. Tatum 20' pullup Shot,[1628369],1610612738.0,BOS,pullup,,,Tatum,J. Tatum,,,,,20.88,Missed,,,,,,,,,,,,,,,,,,,
115,PT03M00.00S,2022-05-30T01:03:19.6Z,1,REGULAR,rebound,defensive,[],1629622,,,1610612748,11,24,2022-05-30T01:03:19Z,1100000,,,0,,M. Strus REBOUND (Off:0 Def:2),[1629622],1610612748.0,MIA,,,,Strus,M. Strus,,,,,,,114.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
116,PT02M53.00S,2022-05-30T01:03:26.2Z,1,REGULAR,3pt,Jump Shot,[],1629216,67.49342969776609,47.794117647058826,1610612748,14,24,2022-05-30T01:03:32Z,1110000,-11.0,253.0,1,right,G. Vincent 25' 3PT step back (3 PTS),[1629216],1610612748.0,MIA,step back,,,Vincent,G. Vincent,,,,,25.33,Made,,,,,3.0,,,,,,,,,,,,,,
117,PT02M53.00S,2022-05-30T01:03:35.4Z,1,REGULAR,foul,personal,['1freethrow'],201143,,,1610612748,14,24,2022-05-30T01:03:48Z,1120000,,,0,,A. Horford shooting personal FOUL (1 PF) (Vincent 1 FT),"[201143, 1629216]",1610612738.0,BOS,shooting,,,Horford,A. Horford,,,,,,,,,,,,,,,,,,2714.0,1.0,0.0,Vincent,1629216.0,,,
119,PT02M53.00S,2022-05-30T01:03:50.3Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612748,14,24,2022-05-30T01:05:18Z,1140000,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,PT02M53.00S,2022-05-30T01:04:14.5Z,1,REGULAR,substitution,out,[],200782,,,1610612748,14,24,2022-05-30T01:06:59Z,1150000,,,0,,SUB out: P. Tucker,[200782],1610612748.0,MIA,,,,Tucker,P. Tucker,,,,,,,,,,,,,,,,,,,,,,,,,
121,PT02M53.00S,2022-05-30T01:04:14.5Z,1,REGULAR,substitution,out,[],1629622,,,1610612748,14,24,2022-05-30T01:06:59Z,1160000,,,0,,SUB out: M. Strus,[1629622],1610612748.0,MIA,,,,Strus,M. Strus,,,,,,,,,,,,,,,,,,,,,,,,,
122,PT02M53.00S,2022-05-30T01:04:14.5Z,1,REGULAR,substitution,out,[],203935,,,1610612748,14,24,2022-05-30T01:06:59Z,1170000,,,0,,SUB out: M. Smart,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,,
123,PT02M53.00S,2022-05-30T01:04:14.5Z,1,REGULAR,substitution,in,[],1628389,,,1610612748,14,24,2022-05-30T01:06:59Z,1180000,,,0,,SUB in: B. Adebayo,[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,,,,,,,,,,,,,,,,
124,PT02M53.00S,2022-05-30T01:04:14.5Z,1,REGULAR,substitution,in,[],200768,,,1610612748,14,24,2022-05-30T01:06:59Z,1190000,,,0,,SUB in: K. Lowry,[200768],1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,,,,,,,,,,,,,,,,,,,,,
125,PT02M53.00S,2022-05-30T01:04:14.5Z,1,REGULAR,substitution,in,[],1627759,,,1610612748,14,24,2022-05-30T01:06:59Z,1200000,,,0,,SUB in: J. Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,
126,PT02M53.00S,2022-05-30T01:07:22.5Z,1,REGULAR,freethrow,1 of 1,[],1629216,,,1610612748,15,24,2022-05-30T01:07:22Z,1210000,,,0,,G. Vincent Free Throw 1 of 1 (4 PTS),[1629216],1610612748.0,MIA,,,,Vincent,G. Vincent,,,,,,Made,,,,,4.0,,,,,,,,,,,,,,
127,PT02M39.00S,2022-05-30T01:07:37.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627759,19.398817345597898,50.0,1610612738,15,24,2022-05-30T01:07:42Z,1220000,0.0,130.0,1,left,MISS J. Brown 12' pullup Shot,[1627759],1610612738.0,BOS,pullup,,,Brown,J. Brown,,,,,12.98,Missed,,,,,,,,,,,,,,,,,,,
128,PT02M35.00S,2022-05-30T01:07:41.9Z,1,REGULAR,rebound,defensive,[],202710,,,1610612748,15,24,2022-05-30T01:07:42Z,1230000,,,0,,J. Butler REBOUND (Off:0 Def:1),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,127.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
129,PT02M25.00S,2022-05-30T01:07:51.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202710,92.46057818659659,58.82352941176471,1610612748,17,24,2022-05-30T01:07:58Z,1240000,44.0,18.0,1,right,J. Butler turnaround bank Jump Shot (6 PTS),[202710],1610612748.0,MIA,turnaround bank,,,Butler,J. Butler,,,,,4.78,Made,,,,,6.0,,,,,,,,,,,,,,
130,PT02M08.00S,2022-05-30T01:08:08.4Z,1,REGULAR,3pt,Jump Shot,[],1628401,12.434296977660972,95.09803921568627,1610612738,17,27,2022-05-30T01:08:22Z,1250000,-225.0,64.0,1,left,D. White 3PT  (5 PTS) (J. Brown 2 AST),"[1628401, 1627759]",1610612738.0,BOS,,,,White,D. White,,,,,23.45,Made,,,,,5.0,,,,J. Brown,1627759.0,2.0,,,,,,,,
132,PT01M40.00S,2022-05-30T01:08:38.2Z,1,REGULAR,3pt,Jump Shot,[],200768,69.33311432325887,28.921568627450984,1610612748,17,27,2022-05-30T01:09:45Z,1270000,-105.0,236.0,1,right,MISS K. Lowry 25' turnaround fadeaway 3PT,[200768],1610612748.0,MIA,turnaround fadeaway,,,Lowry,K. Lowry,,,,,25.83,Missed,,,,,,,,,,,,,,,,,,,
133,PT01M40.00S,2022-05-30T01:08:38.2Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612748,17,27,2022-05-30T01:08:53Z,1280000,,,0,,TEAM offensive REBOUND,[],1610612748.0,MIA,,,,,,,,,,,,132.0,,,,,,,,,,,,,,,,,,
135,PT01M40.00S,2022-05-30T01:08:54.5Z,1,REGULAR,turnover,shot clock,['team'],0,,,1610612748,17,27,2022-05-30T01:09:07Z,1300000,,,0,,MIA shot clock Team TURNOVER,[],1610612748.0,MIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,PT01M32.00S,2022-05-30T01:09:04.5Z,1,REGULAR,violation,kicked ball,[],1629216,,,1610612738,17,27,2022-05-30T01:09:12Z,1310000,,,0,,G. Vincent kicked ball VIOLATION,[1629216],1610612748.0,MIA,,,,Vincent,G. Vincent,,,,,,,,,,,,,,,,,,2714.0,,,,,,,
137,PT01M22.00S,2022-05-30T01:09:22.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1629684,5.995400788436268,46.07843137254902,1610612738,17,27,2022-05-30T01:09:33Z,1320000,20.0,4.0,1,left,MISS G. Williams driving Layup,[1629684],1610612738.0,BOS,driving,,,Williams,G. Williams,,,,,2.0,Missed,,,,,,,,,,,,,,,,,,,
138,PT01M18.00S,2022-05-30T01:09:26.0Z,1,REGULAR,rebound,defensive,[],1628389,,,1610612748,17,27,2022-05-30T01:09:26Z,1330000,,,0,,B. Adebayo REBOUND (Off:2 Def:2),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,137.0,4.0,2.0,2.0,,,,,,,,,,,,,,,
155,PT01M11.00S,2022-05-30T01:09:41.3Z,1,REGULAR,turnover,out-of-bounds,[],1629216,,,1610612748,17,27,2022-05-30T01:15:20Z,1355000,,,0,,G. Vincent bad pass out-of-bounds TURNOVER (1 TO),[1629216],1610612748.0,MIA,bad pass,,,Vincent,G. Vincent,,,,,,,,,,,,1.0,,,,,,1162.0,,,,,,,
142,PT01M00.00S,2022-05-30T01:09:51.4Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1628369,28.728646517739815,76.9607843137255,1610612738,17,30,2022-05-30T01:15:04Z,1370000,-135.0,218.0,1,left,J. Tatum 25' 3PT pullup (8 PTS),[1628369],1610612738.0,BOS,pullup,,,Tatum,J. Tatum,,,,,25.59,Made,,,,,8.0,,,,,,,,,,,,,,
143,PT00M41.60S,2022-05-30T01:10:11.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628389,83.39356110381078,63.48039215686274,1610612748,17,30,2022-05-30T01:13:40Z,1380000,67.0,104.0,1,right,MISS B. Adebayo 12' floating Shot,[1628389],1610612748.0,MIA,floating,,,Adebayo,B. Adebayo,,,,,12.36,Missed,,,,,,,,,,,,,,,,,,,
144,PT00M38.20S,2022-05-30T01:10:14.8Z,1,REGULAR,rebound,defensive,[],1628369,,,1610612738,17,30,2022-05-30T01:13:40Z,1390000,,,0,,J. Tatum REBOUND (Off:1 Def:5),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,143.0,6.0,5.0,1.0,,,,,,,,,,,,,,,
145,PT00M32.30S,2022-05-30T01:10:20.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1628369,5.995400788436268,45.83333333333333,1610612738,17,30,2022-05-30T01:10:49Z,1400000,21.0,4.0,1,left,MISS J. Tatum driving Layup,[1628369],1610612738.0,BOS,driving,,,Tatum,J. Tatum,,,,,2.12,Missed,,,,,,,,,,,,,,,,,,,
146,PT00M30.10S,2022-05-30T01:10:22.9Z,1,REGULAR,rebound,defensive,[],200768,,,1610612748,17,30,2022-05-30T01:10:49Z,1410000,,,0,,K. Lowry REBOUND (Off:0 Def:2),[200768],1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,,,145.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
147,PT00M29.20S,2022-05-30T01:10:32.7Z,1,REGULAR,turnover,out-of-bounds,[],200768,,,1610612748,17,30,2022-05-30T01:11:04Z,1420000,,,0,,K. Lowry bad pass out-of-bounds TURNOVER (1 TO),[200768],1610612748.0,MIA,bad pass,,,Lowry,K. Lowry,,,,,,,,,,,,1.0,,,,,,2714.0,,,,,,,
148,PT00M10.50S,2022-05-30T01:11:03.0Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1627759,14.799605781865965,40.44117647058824,1610612738,17,32,2022-05-30T01:12:09Z,1430000,48.0,87.0,1,left,J. Brown 9' driving floating Jump Shot (6 PTS),[1627759],1610612738.0,BOS,driving floating,,,Brown,J. Brown,,,,,9.89,Made,,,,,6.0,,,,,,,,,,,,,,
149,PT00M00.00S,2022-05-30T01:11:21.4Z,1,REGULAR,period,end,[],0,,,1610612748,17,32,2022-05-30T01:11:21Z,1440000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,PT12M00.00S,2022-05-30T01:11:33.4Z,2,REGULAR,substitution,out,['startperiod'],1628369,,,1610612748,17,32,2022-05-30T01:14:58Z,1450000,,,0,,SUB out: J. Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,
151,PT12M00.00S,2022-05-30T01:11:33.4Z,2,REGULAR,substitution,out,['startperiod'],201143,,,1610612748,17,32,2022-05-30T01:14:58Z,1460000,,,0,,SUB out: A. Horford,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,,,,,,,,,
152,PT12M00.00S,2022-05-30T01:11:33.4Z,2,REGULAR,substitution,in,['startperiod'],1630202,,,1610612748,17,32,2022-05-30T01:14:58Z,1470000,,,0,,SUB in: P. Pritchard,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,,,,,,,,
153,PT12M00.00S,2022-05-30T01:11:33.4Z,2,REGULAR,substitution,in,['startperiod'],1629057,,,1610612748,17,32,2022-05-30T01:14:58Z,1480000,,,0,,SUB in: R. Williams III,[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,,
154,PT12M00.00S,2022-05-30T01:15:00.7Z,2,REGULAR,period,start,[],0,,,1610612748,17,32,2022-05-30T01:15:00Z,1490000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156,PT11M42.00S,2022-05-30T01:15:18.0Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],200768,90.22667542706965,41.42156862745098,1610612748,17,32,2022-05-30T01:15:36Z,1500000,-43.0,39.0,1,right,MISS K. Lowry Jump Shot - blocked,"[200768, 1628401]",1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,5.82,Missed,,,,,,,,,,,,,,,,,White,1628401.0,
157,PT11M42.00S,2022-05-30T01:15:18.0Z,2,REGULAR,block,,[],1628401,,,1610612748,17,32,2022-05-30T01:15:21Z,1510000,,,0,,D. White BLOCK (1 BLK),[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,,,,,,,,,,,,,,,,,,
158,PT11M38.00S,2022-05-30T01:15:22.0Z,2,REGULAR,rebound,defensive,[],1628401,,,1610612738,17,32,2022-05-30T01:15:36Z,1520000,,,0,,D. White REBOUND (Off:1 Def:1),[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,156.0,2.0,1.0,1.0,,,,,,,,,,,,,,,
159,PT11M37.00S,2022-05-30T01:15:27.6Z,2,REGULAR,foul,personal,['2freethrow'],1629216,,,1610612738,17,32,2022-05-30T01:15:36Z,1530000,,,0,,G. Vincent shooting personal FOUL (1 PF) (Williams 2 FT),"[1629216, 1629684]",1610612748.0,MIA,shooting,,,Vincent,G. Vincent,,,,,,,,,,,,,,,,,,1148.0,1.0,0.0,Williams,1629684.0,,,
161,PT11M37.00S,2022-05-30T01:15:53.3Z,2,REGULAR,freethrow,1 of 2,['fastbreak'],1629684,,,1610612738,17,32,2022-05-30T01:15:53Z,1550000,,,0,,MISS G. Williams Free Throw 1 of 2,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,Missed,,,,,,,,,,,,,,,,,,,
162,PT11M37.00S,2022-05-30T01:15:53.3Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612738,17,32,2022-05-30T01:15:53Z,1560000,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,161.0,,,,,,,,,,,,,,,,,,
163,PT11M37.00S,2022-05-30T01:15:54.1Z,2,REGULAR,substitution,out,[],1629216,,,1610612738,17,32,2022-05-30T01:16:02Z,1570000,,,0,,SUB out: G. Vincent,[1629216],1610612748.0,MIA,,,,Vincent,G. Vincent,,,,,,,,,,,,,,,,,,,,,,,,,
164,PT11M37.00S,2022-05-30T01:15:54.1Z,2,REGULAR,substitution,in,[],1629639,,,1610612738,17,32,2022-05-30T01:16:02Z,1580000,,,0,,SUB in: T. Herro,[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,,,,,,,,,,,,,,,,,,,,,
165,PT11M37.00S,2022-05-30T01:15:53.3Z,2,REGULAR,freethrow,2 of 2,['fastbreak'],1629684,,,1610612738,17,32,2022-05-30T01:16:17Z,1590000,,,0,,MISS G. Williams Free Throw 2 of 2,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,Missed,,,,,,,,,,,,,,,,,,,
166,PT11M33.00S,2022-05-30T01:15:57.3Z,2,REGULAR,rebound,defensive,[],202710,,,1610612748,17,32,2022-05-30T01:16:17Z,1600000,,,0,,J. Butler REBOUND (Off:0 Def:2),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,165.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
167,PT11M17.00S,2022-05-30T01:16:33.2Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628389,91.14651773981603,48.77450980392157,1610612748,17,32,2022-05-30T01:19:08Z,1610000,-6.0,31.0,1,right,MISS B. Adebayo driving floating Shot,[1628389],1610612748.0,MIA,driving floating,,,Adebayo,B. Adebayo,,,,,3.13,Missed,,,,,,,,,,,,,,,,,,,
168,PT11M14.00S,2022-05-30T01:16:36.2Z,2,REGULAR,rebound,defensive,[],1629057,,,1610612738,17,32,2022-05-30T01:16:37Z,1620000,,,0,,R. Williams III REBOUND (Off:0 Def:1),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,167.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
169,PT10M54.00S,2022-05-30T01:16:56.4Z,2,REGULAR,turnover,bad pass,[],1628401,,,1610612738,17,32,2022-05-30T01:17:02Z,1630000,,,0,,D. White bad pass TURNOVER (2 TO),"[1628401, 202710]",1610612738.0,BOS,,,,White,D. White,,,,,,,,,,,,2.0,Butler,202710.0,,,,,,,,,,,
170,PT10M54.00S,2022-05-30T01:16:56.4Z,2,REGULAR,steal,,[],202710,,,1610612748,17,32,2022-05-30T01:17:02Z,1640000,,,0,,J. Butler STEAL (1 STL),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,,,,,,,,,,,,,,,,,,
