actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotActionNumber,turnoverTotal,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId
80,PT05M44.00S,2022-06-11T01:21:32.8Z,1,REGULAR,rebound,defensive,[],1626172,,,1610612744,12,9,2022-06-11T01:21:35Z,800000,,,0,,K. Looney REBOUND (Off:1 Def:2),[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,,,,,,,,,,,79.0,,3.0,2.0,1.0,,,,
81,PT05M32.00S,2022-06-11T01:21:45.0Z,1,REGULAR,3pt,Jump Shot,[],201939,38.481438896189225,43.59298406862745,1610612744,12,9,2022-06-11T01:22:38Z,810000,32.0,309.0,1,left,MISS S. Curry 31' pullup 3PT,[201939],1610612744.0,GSW,pullup,,,Curry,S. Curry,,,,,31.09,Missed,,,,,,,,,,,,,,,,,,
82,PT05M29.00S,2022-06-11T01:21:48.0Z,1,REGULAR,rebound,offensive,[],1626172,,,1610612744,12,9,2022-06-11T01:21:52Z,820000,,,0,,K. Looney REBOUND (Off:2 Def:2),[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,,,,,,,,,,,81.0,,4.0,2.0,2.0,,,,
83,PT05M24.00S,2022-06-11T01:21:53.3Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],203952,30.699737187910642,24.264705882352942,1610612744,12,12,2022-06-11T01:21:57Z,830000,129.0,236.0,1,left,A. Wiggins 26' 3PT  (3 PTS) (S. Curry 1 AST),"[203952, 201939]",1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,26.89,Made,3.0,S. Curry,201939.0,1.0,,,,,,,,,,,,,,
85,PT05M08.00S,2022-06-11T01:22:09.4Z,1,REGULAR,2pt,Jump Shot,[],1628369,88.51839684625493,22.54901960784314,1610612738,14,12,2022-06-11T01:22:13Z,850000,-137.0,55.0,1,right,J. Tatum 14' turnaround fadeaway Jump Shot (9 PTS) (J. Brown 1 AST),"[1628369, 1627759]",1610612738.0,BOS,turnaround fadeaway,,,Tatum,J. Tatum,,,,,14.81,Made,9.0,J. Brown,1627759.0,1.0,,,,,,,,,,,,,,
87,PT04M53.00S,2022-06-11T01:22:24.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202691,17.0335085413929,54.90196078431373,1610612744,14,12,2022-06-11T01:22:29Z,870000,-25.0,108.0,1,left,MISS K. Thompson 11' fadeaway Shot,[202691],1610612744.0,GSW,fadeaway,,,Thompson,K. Thompson,,,,,11.04,Missed,,,,,,,,,,,,,,,,,,
88,PT04M51.00S,2022-06-11T01:22:26.1Z,1,REGULAR,rebound,defensive,[],1628369,,,1610612738,14,12,2022-06-11T01:24:26Z,880000,,,0,,J. Tatum REBOUND (Off:0 Def:3),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,87.0,,3.0,3.0,0.0,,,,
89,PT04M44.00S,2022-06-11T01:22:34.7Z,1,REGULAR,foul,personal,['2freethrow'],203110,,,1610612738,14,12,2022-06-11T01:22:44Z,890000,,,0,,D. Green shooting personal FOUL (1 PF) (White 2 FT),"[203110, 1628401]",1610612744.0,GSW,shooting,,,Green,D. Green,,,,,,,,,,,201640.0,1.0,0.0,White,1628401.0,,,,,,,,,
91,PT04M44.00S,2022-06-11T01:23:05.0Z,1,REGULAR,freethrow,1 of 2,[],1628401,,,1610612738,15,12,2022-06-11T01:23:05Z,910000,,,0,,D. White Free Throw 1 of 2 (1 PTS),[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
92,PT04M44.00S,2022-06-11T01:23:06.6Z,1,REGULAR,substitution,out,[],1628369,,,1610612738,15,12,2022-06-11T01:23:15Z,920000,,,0,,SUB out: J. Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,
93,PT04M44.00S,2022-06-11T01:23:06.6Z,1,REGULAR,substitution,in,[],1629684,,,1610612738,15,12,2022-06-11T01:23:15Z,930000,,,0,,SUB in: G. Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,
94,PT04M44.00S,2022-06-11T01:23:27.7Z,1,REGULAR,freethrow,2 of 2,[],1628401,,,1610612738,16,12,2022-06-11T01:23:27Z,940000,,,0,,D. White Free Throw 2 of 2 (2 PTS),[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,Made,2.0,,,,,,,,,,,,,,,,,
95,PT04M35.00S,2022-06-11T01:23:42.4Z,1,REGULAR,foul,personal,[],1629684,,,1610612744,16,12,2022-06-11T01:23:48Z,950000,,,0,,G. Williams personal FOUL (1 PF),"[1629684, 201939]",1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,2715.0,1.0,0.0,Curry,201939.0,,,,,,,,,
97,PT04M23.00S,2022-06-11T01:24:16.8Z,1,REGULAR,violation,kicked ball,[],201143,,,1610612744,16,12,2022-06-11T01:24:23Z,970000,,,0,,A. Horford kicked ball VIOLATION,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,201640.0,,,,,,,,,,,,,
98,PT04M18.00S,2022-06-11T01:24:35.7Z,1,REGULAR,foul,offensive,[],203110,,,1610612744,16,12,2022-06-11T01:24:42Z,980000,,,0,,D. Green offensive FOUL (2 PF),"[203110, 203935]",1610612744.0,GSW,,,,Green,D. Green,,,,,,,,,,,201640.0,2.0,0.0,Smart,203935.0,,,,,,,,,
100,PT04M18.00S,2022-06-11T01:24:35.7Z,1,REGULAR,turnover,offensive foul,[],203110,,,1610612744,16,12,2022-06-11T01:24:35Z,1000000,,,0,,D. Green offensive foul TURNOVER (1 TO),[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,,,,,,,201640.0,,,,,,1.0,,,,,,,
101,PT04M18.00S,2022-06-11T01:24:49.9Z,1,REGULAR,substitution,out,[],203110,,,1610612738,16,12,2022-06-11T01:24:53Z,1010000,,,0,,SUB out: D. Green,[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,,,,,,,,,,,,,,,,,,,,
102,PT04M18.00S,2022-06-11T01:24:49.9Z,1,REGULAR,substitution,in,[],203490,,,1610612738,16,12,2022-06-11T01:24:53Z,1020000,,,0,,SUB in: O. Porter Jr.,[203490],1610612744.0,GSW,,,,Porter Jr.,O. Porter Jr.,,,,,,,,,,,,,,,,,,,,,,,,
103,PT03M57.00S,2022-06-11T01:25:21.7Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1629684,86.67871222076215,4.411764705882353,1610612738,16,12,2022-06-11T01:25:27Z,1030000,-228.0,73.0,1,right,MISS G. Williams 3PT,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,23.92,Missed,,,,,,,,,,,,,,,,,,
104,PT03M55.00S,2022-06-11T01:25:23.7Z,1,REGULAR,rebound,defensive,[],1626172,,,1610612744,16,12,2022-06-11T01:25:27Z,1040000,,,0,,K. Looney REBOUND (Off:2 Def:3),[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,,,,,,,,,,,103.0,,5.0,3.0,2.0,,,,
105,PT03M44.00S,2022-06-11T01:25:34.5Z,1,REGULAR,3pt,Jump Shot,[],203952,34.11629434954008,63.48039215686274,1610612744,16,15,2022-06-11T01:26:13Z,1050000,-67.0,268.0,1,left,A. Wiggins 27' 3PT step back (6 PTS) (K. Looney 1 AST),"[203952, 1626172]",1610612744.0,GSW,step back,,,Wiggins,A. Wiggins,,,,,27.65,Made,6.0,K. Looney,1626172.0,1.0,,,,,,,,,,,,,,
107,PT03M25.00S,2022-06-11T01:25:57.1Z,1,REGULAR,foul,personal,['2freethrow'],1626172,,,1610612738,16,15,2022-06-11T01:26:06Z,1070000,,,0,,K. Looney shooting personal FOUL (2 PF) (White 2 FT),"[1626172, 1628401]",1610612744.0,GSW,shooting,,,Looney,K. Looney,,,,,,,,,,,201640.0,2.0,0.0,White,1628401.0,,,,,,,,,
109,PT03M25.00S,2022-06-11T01:26:28.1Z,1,REGULAR,freethrow,1 of 2,[],1628401,,,1610612738,17,15,2022-06-11T01:26:28Z,1090000,,,0,,D. White Free Throw 1 of 2 (3 PTS),[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
110,PT03M25.00S,2022-06-11T01:26:28.7Z,1,REGULAR,substitution,out,[],202691,,,1610612738,17,15,2022-06-11T01:26:33Z,1100000,,,0,,SUB out: K. Thompson,[202691],1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,,,,,,,,,,,,,,,,,,,,
111,PT03M25.00S,2022-06-11T01:26:28.7Z,1,REGULAR,substitution,in,[],1627780,,,1610612738,17,15,2022-06-11T01:26:33Z,1110000,,,0,,SUB in: G. Payton II,[1627780],1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,,,,,,,,,,,,,,,,,,,,
112,PT03M25.00S,2022-06-11T01:26:47.8Z,1,REGULAR,freethrow,2 of 2,[],1628401,,,1610612738,18,15,2022-06-11T01:26:47Z,1120000,,,0,,D. White Free Throw 2 of 2 (4 PTS),[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,Made,4.0,,,,,,,,,,,,,,,,,
113,PT03M06.00S,2022-06-11T01:27:08.5Z,1,REGULAR,2pt,Jump Shot,[],203952,8.541392904073588,78.69944852941177,1610612744,18,17,2022-06-11T01:27:16Z,1130000,-143.0,28.0,1,left,A. Wiggins 14' turnaround fadeaway Jump Shot (8 PTS),[203952],1610612744.0,GSW,turnaround fadeaway,,,Wiggins,A. Wiggins,,,,,14.62,Made,8.0,,,,,,,,,,,,,,,,,
114,PT02M54.00S,2022-06-11T01:27:20.1Z,1,REGULAR,turnover,lost ball,[],1628401,,,1610612738,18,17,2022-06-11T01:27:24Z,1140000,,,0,,D. White lost ball TURNOVER (1 TO),"[1628401, 1627780]",1610612738.0,BOS,,,,White,D. White,,,,,,,,,,,,,,,,,1.0,,,,,,Payton II,1627780.0
115,PT02M54.00S,2022-06-11T01:27:20.1Z,1,REGULAR,steal,,[],1627780,,,1610612744,18,17,2022-06-11T01:27:24Z,1150000,,,0,,G. Payton II STEAL (1 STL),[1627780],1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,,,,,,,,,,,,,,,,,,,,
116,PT02M48.00S,2022-06-11T01:27:25.9Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],201939,33.85348226018397,41.66666666666667,1610612744,18,20,2022-06-11T01:27:30Z,1160000,42.0,266.0,1,left,S. Curry 26' 3PT step back (7 PTS),[201939],1610612744.0,GSW,step back,,,Curry,S. Curry,,,,,26.9,Made,7.0,,,,,,,,,,,,,,,,,
117,PT02M18.00S,2022-06-11T01:27:57.6Z,1,REGULAR,3pt,Jump Shot,[],203935,67.23061760840999,37.254901960784316,1610612738,18,20,2022-06-11T01:28:15Z,1170000,-64.0,256.0,1,right,MISS M. Smart 26' pullup 3PT,[203935],1610612738.0,BOS,pullup,,,Smart,M. Smart,,,,,26.33,Missed,,,,,,,,,,,,,,,,,,
118,PT02M17.00S,2022-06-11T01:27:58.6Z,1,REGULAR,rebound,defensive,[],201939,,,1610612744,18,20,2022-06-11T01:28:15Z,1180000,,,0,,S. Curry REBOUND (Off:0 Def:2),[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,,,,,,,,,,,,117.0,,2.0,2.0,0.0,,,,
119,PT02M03.00S,2022-06-11T01:28:11.6Z,1,REGULAR,3pt,Jump Shot,[],201939,33.196452036793694,78.18627450980392,1610612744,18,23,2022-06-11T01:29:23Z,1190000,-141.0,260.0,1,left,S. Curry 29' 3PT step back (10 PTS),[201939],1610612744.0,GSW,step back,,,Curry,S. Curry,,,,,29.53,Made,10.0,,,,,,,,,,,,,,,,,
120,PT02M01.00S,2022-06-11T01:28:17.3Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612738,18,23,2022-06-11T01:28:17Z,1200000,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,PT02M01.00S,2022-06-11T01:31:24.8Z,1,REGULAR,substitution,out,[],203935,,,1610612738,18,23,2022-06-11T01:31:46Z,1210000,,,0,,SUB out: M. Smart,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,
122,PT02M01.00S,2022-06-11T01:31:24.8Z,1,REGULAR,substitution,out,[],201143,,,1610612738,18,23,2022-06-11T01:31:46Z,1220000,,,0,,SUB out: A. Horford,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,,,,,,,,
123,PT02M01.00S,2022-06-11T01:31:24.8Z,1,REGULAR,substitution,out,[],203952,,,1610612738,18,23,2022-06-11T01:31:46Z,1230000,,,0,,SUB out: A. Wiggins,[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,,,,,,,,,,,
124,PT02M01.00S,2022-06-11T01:31:24.8Z,1,REGULAR,substitution,in,[],1629057,,,1610612738,18,23,2022-06-11T01:31:46Z,1240000,,,0,,SUB in: R. Williams III,[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,
125,PT02M01.00S,2022-06-11T01:31:24.8Z,1,REGULAR,substitution,in,[],1628369,,,1610612738,18,23,2022-06-11T01:31:46Z,1250000,,,0,,SUB in: J. Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,
126,PT02M01.00S,2022-06-11T01:31:24.8Z,1,REGULAR,substitution,in,[],1629673,,,1610612738,18,23,2022-06-11T01:31:46Z,1260000,,,0,,SUB in: J. Poole,[1629673],1610612744.0,GSW,,,,Poole,J. Poole,,,,,,,,,,,,,,,,,,,,,,,,
127,PT01M41.00S,2022-06-11T01:32:23.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627759,93.64323258869908,43.627450980392155,1610612738,18,23,2022-06-11T01:32:28Z,1270000,-32.0,7.0,1,right,MISS J. Brown driving Layup,[1627759],1610612738.0,BOS,driving,,,Brown,J. Brown,,,,,3.27,Missed,,,,,,,,,,,,,,,,,,
128,PT01M39.00S,2022-06-11T01:32:25.6Z,1,REGULAR,rebound,defensive,[],201939,,,1610612744,18,23,2022-06-11T01:32:28Z,1280000,,,0,,S. Curry REBOUND (Off:0 Def:3),[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,,,,,,,,,,,,127.0,,3.0,3.0,0.0,,,,
129,PT01M27.00S,2022-06-11T01:32:37.4Z,1,REGULAR,3pt,Jump Shot,[],201939,32.042542706964525,77.47395833333334,1610612744,18,23,2022-06-11T01:32:45Z,1290000,-137.0,249.0,1,left,MISS S. Curry 28' 3PT,[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,28.41,Missed,,,,,,,,,,,,,,,,,,
130,PT01M25.00S,2022-06-11T01:32:39.4Z,1,REGULAR,rebound,defensive,[],1629057,,,1610612738,18,23,2022-06-11T01:32:45Z,1300000,,,0,,R. Williams III REBOUND (Off:2 Def:2),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,129.0,,4.0,2.0,2.0,,,,
131,PT01M19.00S,2022-06-11T01:32:46.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1627759,94.30026281208936,61.029411764705884,1610612738,20,23,2022-06-11T01:32:50Z,1310000,55.0,1.0,1,right,J. Brown running Layup (2 PTS) (J. Tatum 2 AST),"[1627759, 1628369]",1610612738.0,BOS,running,,,Brown,J. Brown,,,,,5.51,Made,2.0,J. Tatum,1628369.0,2.0,,,,,,,,,,,,,,
133,PT01M08.00S,2022-06-11T01:32:57.8Z,1,REGULAR,turnover,out-of-bounds,[],1626172,,,1610612744,20,23,2022-06-11T01:33:03Z,1330000,,,0,,K. Looney bad pass out-of-bounds TURNOVER (2 TO),[1626172],1610612744.0,GSW,bad pass,,,Looney,K. Looney,,,,,,,,,,,2715.0,,,,,,2.0,,,,,,,
134,PT00M58.60S,2022-06-11T01:33:22.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1628369,93.31882391590013,60.071997549019606,1610612738,20,23,2022-06-11T01:33:29Z,1340000,50.0,10.0,1,right,MISS J. Tatum driving Layup,[1628369],1610612738.0,BOS,driving,,,Tatum,J. Tatum,,,,,5.14,Missed,,,,,,,,,,,,,,,,,,
135,PT00M57.80S,2022-06-11T01:33:22.9Z,1,REGULAR,rebound,offensive,[],1629057,,,1610612738,20,23,2022-06-11T01:33:37Z,1350000,,,0,,R. Williams III REBOUND (Off:3 Def:2),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,134.0,,5.0,2.0,3.0,,,,
136,PT00M56.60S,2022-06-11T01:33:24.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1629057,90.95351511169514,54.27006740196079,1610612738,22,23,2022-06-11T01:34:18Z,1360000,21.0,33.0,1,right,R. Williams III putback Layup (5 PTS),[1629057],1610612738.0,BOS,putback,,,Williams III,R. Williams III,,,,,3.89,Made,5.0,,,,,,,,,,,,,,,,,
137,PT00M42.50S,2022-06-11T01:33:42.8Z,1,REGULAR,foul,personal,[],1629684,,,1610612744,22,23,2022-06-11T01:33:53Z,1370000,,,0,,G. Williams personal FOUL (2 PF),"[1629684, 201939]",1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,1148.0,2.0,0.0,Curry,201939.0,,,,,,,,,
139,PT00M38.50S,2022-06-11T01:34:07.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201939,8.804204993429698,65.46415441176471,1610612744,22,25,2022-06-11T01:34:14Z,1390000,-77.0,30.0,1,left,S. Curry 8' driving floating bank Jump Shot (12 PTS),[201939],1610612744.0,GSW,driving floating bank,,,Curry,S. Curry,,,,,8.3,Made,12.0,,,,,,,,,,,,,,,,,
140,PT00M30.70S,2022-06-11T01:34:16.9Z,1,REGULAR,3pt,Jump Shot,[],1628369,72.22404730617609,76.22549019607843,1610612738,25,25,2022-06-11T01:36:18Z,1400000,131.0,209.0,1,right,J. Tatum 24' 3PT pullup (12 PTS),[1628369],1610612738.0,BOS,pullup,,,Tatum,J. Tatum,,,,,24.64,Made,12.0,,,,,,,,,,,,,,,,,
141,PT00M08.40S,2022-06-11T01:34:47.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629673,8.14717477003942,57.866115196078425,1610612744,25,27,2022-06-11T01:34:52Z,1410000,-39.0,24.0,1,left,J. Poole driving Layup (2 PTS) (S. Curry 2 AST),"[1629673, 201939]",1610612744.0,GSW,driving,,,Poole,J. Poole,,,,,4.61,Made,2.0,S. Curry,201939.0,2.0,,,,,,,,,,,,,,
143,PT00M01.40S,2022-06-11T01:34:59.7Z,1,REGULAR,3pt,Jump Shot,[],1629684,89.43823915900131,4.411764705882353,1610612738,28,27,2022-06-11T01:35:04Z,1430000,-228.0,47.0,1,right,G. Williams 3PT  (3 PTS) (R. Williams III 1 AST),"[1629684, 1629057]",1610612738.0,BOS,,,,Williams,G. Williams,,,,,23.27,Made,3.0,R. Williams III,1629057.0,1.0,,,,,,,,,,,,,,
145,PT00M00.00S,2022-06-11T01:35:11.2Z,1,REGULAR,period,end,[],0,,,1610612744,28,27,2022-06-11T01:35:11Z,1450000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,PT12M00.00S,2022-06-11T01:38:16.1Z,2,REGULAR,substitution,out,['startperiod'],1627759,,,1610612744,28,27,2022-06-11T01:38:34Z,1460000,,,0,,SUB out: J. Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,
148,PT12M00.00S,2022-06-11T01:38:16.1Z,2,REGULAR,substitution,out,['startperiod'],1627780,,,1610612744,28,27,2022-06-11T01:38:34Z,1470000,,,0,,SUB out: G. Payton II,[1627780],1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,,,,,,,,,,,,,,,,,,,,
149,PT12M00.00S,2022-06-11T01:38:16.1Z,2,REGULAR,substitution,out,['startperiod'],1626172,,,1610612744,28,27,2022-06-11T01:38:34Z,1480000,,,0,,SUB out: K. Looney,[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,,,,,,,,,,,,,,,,,,,
150,PT12M00.00S,2022-06-11T01:38:16.1Z,2,REGULAR,substitution,out,['startperiod'],201939,,,1610612744,28,27,2022-06-11T01:38:34Z,1490000,,,0,,SUB out: S. Curry,[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,,,,,,,,,,,,,,,,,,,,
151,PT12M00.00S,2022-06-11T01:38:16.1Z,2,REGULAR,substitution,out,['startperiod'],203490,,,1610612744,28,27,2022-06-11T01:38:34Z,1500000,,,0,,SUB out: O. Porter Jr.,[203490],1610612744.0,GSW,,,,Porter Jr.,O. Porter Jr.,,,,,,,,,,,,,,,,,,,,,,,,
152,PT12M00.00S,2022-06-11T01:38:16.1Z,2,REGULAR,substitution,in,['startperiod'],1630202,,,1610612744,28,27,2022-06-11T01:38:34Z,1510000,,,0,,SUB in: P. Pritchard,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,,,,,,,
153,PT12M00.00S,2022-06-11T01:38:16.1Z,2,REGULAR,substitution,in,['startperiod'],202357,,,1610612744,28,27,2022-06-11T01:38:34Z,1520000,,,0,,SUB in: N. Bjelica,[202357],1610612744.0,GSW,,,,Bjelica,N. Bjelica,,,,,,,,,,,,,,,,,,,,,,,,
154,PT12M00.00S,2022-06-11T01:38:16.1Z,2,REGULAR,substitution,in,['startperiod'],202691,,,1610612744,28,27,2022-06-11T01:38:34Z,1530000,,,0,,SUB in: K. Thompson,[202691],1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,,,,,,,,,,,,,,,,,,,,
155,PT12M00.00S,2022-06-11T01:38:16.1Z,2,REGULAR,substitution,in,['startperiod'],203110,,,1610612744,28,27,2022-06-11T01:38:34Z,1540000,,,0,,SUB in: D. Green,[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,,,,,,,,,,,,,,,,,,,,
156,PT12M00.00S,2022-06-11T01:38:16.1Z,2,REGULAR,substitution,in,['startperiod'],203952,,,1610612744,28,27,2022-06-11T01:38:34Z,1550000,,,0,,SUB in: A. Wiggins,[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,,,,,,,,,,,
157,PT12M00.00S,2022-06-11T01:38:48.4Z,2,REGULAR,period,start,[],0,,,1610612744,28,27,2022-06-11T01:38:48Z,1560000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158,PT11M42.00S,2022-06-11T01:39:05.8Z,2,REGULAR,2pt,Jump Shot,[],1629673,16.63929040735874,21.813725490196077,1610612744,28,27,2022-06-11T01:39:10Z,1570000,141.0,104.0,1,left,MISS J. Poole 17' fadeaway Shot,[1629673],1610612744.0,GSW,fadeaway,,,Poole,J. Poole,,,,,17.51,Missed,,,,,,,,,,,,,,,,,,
159,PT11M39.00S,2022-06-11T01:39:08.8Z,2,REGULAR,rebound,defensive,[],1629684,,,1610612738,28,27,2022-06-11T01:39:10Z,1580000,,,0,,G. Williams REBOUND (Off:0 Def:1),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,158.0,,1.0,1.0,0.0,,,,
160,PT11M31.00S,2022-06-11T01:39:16.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628369,88.38699080157687,42.15686274509804,1610612738,28,27,2022-06-11T01:39:24Z,1590000,-39.0,57.0,1,right,MISS J. Tatum 6' driving Layup,[1628369],1610612738.0,BOS,driving,,,Tatum,J. Tatum,,,,,6.89,Missed,,,,,,,,,,,,,,,,,,
161,PT11M27.00S,2022-06-11T01:39:20.4Z,2,REGULAR,rebound,defensive,[],203952,,,1610612744,28,27,2022-06-11T01:39:24Z,1600000,,,0,,A. Wiggins REBOUND (Off:0 Def:1),[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,,,160.0,,1.0,1.0,0.0,,,,
162,PT11M18.00S,2022-06-11T01:39:29.0Z,2,REGULAR,2pt,Jump Shot,[],202691,7.752956636005257,76.00337009803921,1610612744,28,27,2022-06-11T01:39:35Z,1610000,-130.0,20.0,1,left,MISS K. Thompson 13' turnaround fadeaway Shot,[202691],1610612744.0,GSW,turnaround fadeaway,,,Thompson,K. Thompson,,,,,13.16,Missed,,,,,,,,,,,,,,,,,,
163,PT11M15.00S,2022-06-11T01:39:32.0Z,2,REGULAR,rebound,defensive,[],1629057,,,1610612738,28,27,2022-06-11T01:39:35Z,1620000,,,0,,R. Williams III REBOUND (Off:3 Def:3),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,162.0,,6.0,3.0,3.0,,,,
164,PT11M01.00S,2022-06-11T01:39:45.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628401,93.5611038107753,57.62101715686274,1610612738,28,27,2022-06-11T01:39:59Z,1630000,38.0,8.0,1,right,MISS D. White driving Layup,[1628401],1610612738.0,BOS,driving,,,White,D. White,,,,,3.89,Missed,,,,,,,,,,,,,,,,,,
166,PT11M00.00S,2022-06-11T01:39:46.7Z,2,REGULAR,rebound,offensive,[],1629057,,,1610612738,28,27,2022-06-11T01:39:59Z,1650000,,,0,,R. Williams III REBOUND (Off:4 Def:3),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,164.0,,7.0,3.0,4.0,,,,
167,PT10M58.00S,2022-06-11T01:39:49.5Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1630202,73.85019710906701,83.6014093137255,1610612738,28,27,2022-06-11T01:40:03Z,1660000,168.0,193.0,1,right,MISS P. Pritchard 25' 3PT,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,25.61,Missed,,,,,,,,,,,,,,,,,,
168,PT10M56.00S,2022-06-11T01:39:51.5Z,2,REGULAR,rebound,defensive,[],203952,,,1610612744,28,27,2022-06-11T01:40:03Z,1670000,,,0,,A. Wiggins REBOUND (Off:0 Def:2),[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,,,167.0,,2.0,2.0,0.0,,,,
169,PT10M49.00S,2022-06-11T01:39:58.3Z,2,REGULAR,3pt,Jump Shot,[],1629673,25.706307490144546,91.66666666666666,1610612744,28,27,2022-06-11T01:40:08Z,1680000,-208.0,189.0,1,left,MISS J. Poole 28' 3PT,[1629673],1610612744.0,GSW,,,,Poole,J. Poole,,,,,28.13,Missed,,,,,,,,,,,,,,,,,,
170,PT10M47.00S,2022-06-11T01:40:00.3Z,2,REGULAR,rebound,defensive,[],1629057,,,1610612738,28,27,2022-06-11T01:40:08Z,1690000,,,0,,R. Williams III REBOUND (Off:4 Def:4),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,169.0,,8.0,4.0,4.0,,,,
