actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotActionNumber,turnoverTotal,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId
263,PT04M36.00S,2022-06-11T01:59:30.7Z,2,REGULAR,rebound,defensive,[],1626172,,,1610612744,39,40,2022-06-11T01:59:38Z,2610000,,,0,,K. Looney REBOUND (Off:2 Def:5),[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,,,,,,,,,,,262.0,,7.0,5.0,2.0,,,,
264,PT04M29.00S,2022-06-11T01:59:37.1Z,2,REGULAR,3pt,Jump Shot,[],203952,14.273981603153747,3.9215686274509802,1610612744,39,40,2022-06-11T01:59:49Z,2620000,230.0,82.0,1,left,MISS A. Wiggins 24' 3PT,[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,24.45,Missed,,,,,,,,,,,,,,,,,,
265,PT04M27.00S,2022-06-11T01:59:39.1Z,2,REGULAR,rebound,offensive,[],1627780,,,1610612744,39,40,2022-06-11T01:59:49Z,2630000,,,0,,G. Payton II REBOUND (Off:1 Def:0),[1627780],1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,,,,,,,,,,,,264.0,,1.0,0.0,1.0,,,,
266,PT04M25.00S,2022-06-11T01:59:42.2Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1627780,7.835085413929041,51.225490196078425,1610612744,39,42,2022-06-11T01:59:52Z,2640000,-6.0,21.0,1,left,G. Payton II putback Layup (2 PTS),[1627780],1610612744.0,GSW,putback,,,Payton II,G. Payton II,,,,,2.2,Made,2.0,,,,,,,,,,,,,,,,,
267,PT04M10.00S,2022-06-11T01:59:56.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1627759,93.69250985545335,60.56219362745098,1610612738,41,42,2022-06-11T02:00:02Z,2650000,53.0,7.0,1,right,J. Brown driving Layup (12 PTS),[1627759],1610612738.0,BOS,driving,,,Brown,J. Brown,,,,,5.32,Made,12.0,,,,,,,,,,,,,,,,,
268,PT03M58.00S,2022-06-11T02:00:08.2Z,2,REGULAR,3pt,Jump Shot,[],201939,35.43035479632063,23.52941176470588,1610612744,41,42,2022-06-11T02:01:17Z,2660000,132.0,281.0,1,left,MISS S. Curry 31' pullup 3PT,[201939],1610612744.0,GSW,pullup,,,Curry,S. Curry,,,,,31.02,Missed,,,,,,,,,,,,,,,,,,
269,PT03M56.00S,2022-06-11T02:00:10.2Z,2,REGULAR,rebound,defensive,[],1628369,,,1610612738,41,42,2022-06-11T02:00:14Z,2670000,,,0,,J. Tatum REBOUND (Off:0 Def:5),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,268.0,,5.0,5.0,0.0,,,,
270,PT03M53.00S,2022-06-11T02:00:13.4Z,2,REGULAR,turnover,bad pass,[],1628369,,,1610612738,41,42,2022-06-11T02:00:17Z,2680000,,,0,,J. Tatum bad pass TURNOVER (4 TO),"[1628369, 202691]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,4.0,,,,,,Thompson,202691.0
271,PT03M53.00S,2022-06-11T02:00:13.4Z,2,REGULAR,steal,,[],202691,,,1610612744,41,42,2022-06-11T02:00:15Z,2690000,,,0,,K. Thompson STEAL (1 STL),[202691],1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,,,,,,,,,,,,,,,,,,,,
272,PT03M51.00S,2022-06-11T02:00:15.6Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],202691,29.6484888304862,25.49019607843137,1610612744,41,42,2022-06-11T02:00:21Z,2700000,123.0,226.0,1,left,MISS K. Thompson 25' 3PT,[202691],1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,25.72,Missed,,,,,,,,,,,,,,,,,,
273,PT03M49.00S,2022-06-11T02:00:17.3Z,2,REGULAR,rebound,defensive,[],1628369,,,1610612738,41,42,2022-06-11T02:00:17Z,2710000,,,0,,J. Tatum REBOUND (Off:0 Def:6),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,272.0,,6.0,6.0,0.0,,,,
274,PT03M42.00S,2022-06-11T02:00:24.4Z,2,REGULAR,3pt,Jump Shot,[],203935,88.51839684625493,4.411764705882353,1610612738,44,42,2022-06-11T02:00:28Z,2720000,-228.0,55.0,1,right,M. Smart 3PT  (5 PTS) (A. Horford 2 AST),"[203935, 201143]",1610612738.0,BOS,,,,Smart,M. Smart,,,,,23.45,Made,5.0,A. Horford,201143.0,2.0,,,,,,,,,,,,,,
276,PT03M27.00S,2022-06-11T02:00:40.3Z,2,REGULAR,turnover,bad pass,[],201939,,,1610612744,44,42,2022-06-11T02:00:50Z,2740000,,,0,,S. Curry bad pass TURNOVER (2 TO),"[201939, 1628369]",1610612744.0,GSW,,,,Curry,S. Curry,,,,,,,,,,,,,,,,,2.0,,,,,,Tatum,1628369.0
277,PT03M27.00S,2022-06-11T02:00:40.3Z,2,REGULAR,steal,,[],1628369,,,1610612738,44,42,2022-06-11T02:00:42Z,2750000,,,0,,J. Tatum STEAL (1 STL),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,
278,PT03M24.00S,2022-06-11T02:00:44.1Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203952,,,1610612738,44,42,2022-06-11T02:00:53Z,2760000,,,0,,A. Wiggins shooting personal FOUL (2 PF) (Horford 2 FT),"[203952, 201143]",1610612744.0,GSW,shooting,,,Wiggins,A. Wiggins,,,,,,,,,,,2715.0,2.0,0.0,Horford,201143.0,,,,,,,,,
280,PT03M24.00S,2022-06-11T02:01:17.4Z,2,REGULAR,freethrow,1 of 2,"['fromturnover', 'fastbreak']",201143,,,1610612738,45,42,2022-06-11T02:01:17Z,2780000,,,0,,A. Horford Free Throw 1 of 2 (1 PTS),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
281,PT03M24.00S,2022-06-11T02:01:38.8Z,2,REGULAR,freethrow,2 of 2,"['fastbreak', 'fromturnover']",201143,,,1610612738,46,42,2022-06-11T02:01:38Z,2790000,,,0,,A. Horford Free Throw 2 of 2 (2 PTS),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,Made,2.0,,,,,,,,,,,,,,,,,
282,PT03M06.00S,2022-06-11T02:01:57.5Z,2,REGULAR,3pt,Jump Shot,[],1627780,12.171484888304862,97.54901960784314,1610612744,46,42,2022-06-11T02:02:09Z,2800000,-238.0,62.0,1,left,MISS G. Payton II 24' 3PT,[1627780],1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,24.56,Missed,,,,,,,,,,,,,,,,,,
283,PT03M04.00S,2022-06-11T02:01:59.5Z,2,REGULAR,rebound,defensive,[],201143,,,1610612738,46,42,2022-06-11T02:02:09Z,2810000,,,0,,A. Horford REBOUND (Off:0 Def:4),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,,,,282.0,,4.0,4.0,0.0,,,,
284,PT02M58.00S,2022-06-11T02:02:08.3Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1628401,89.30683311432325,52.20588235294118,1610612738,48,42,2022-06-11T02:02:45Z,2820000,11.0,48.0,1,right,D. White running Layup (6 PTS),[1628401],1610612738.0,BOS,running,,,White,D. White,,,,,4.92,Made,6.0,,,,,,,,,,,,,,,,,
285,PT02M58.00S,2022-06-11T02:02:15.2Z,2,REGULAR,foul,personal,"['inpenalty', '1freethrow']",202691,,,1610612738,48,42,2022-06-11T02:02:21Z,2830000,,,0,,K. Thompson shooting personal FOUL (2 PF) (White 1 FT),"[202691, 1628401]",1610612744.0,GSW,shooting,,,Thompson,K. Thompson,,,,,,,,,,,1148.0,2.0,0.0,White,1628401.0,,,,,,,,,
287,PT02M58.00S,2022-06-11T02:02:27.4Z,2,REGULAR,substitution,out,[],1627780,,,1610612738,48,42,2022-06-11T02:03:19Z,2850000,,,0,,SUB out: G. Payton II,[1627780],1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,,,,,,,,,,,,,,,,,,,,
288,PT02M58.00S,2022-06-11T02:02:27.4Z,2,REGULAR,substitution,in,[],203110,,,1610612738,48,42,2022-06-11T02:03:19Z,2860000,,,0,,SUB in: D. Green,[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,,,,,,,,,,,,,,,,,,,,
289,PT02M58.00S,2022-06-11T02:02:54.1Z,2,REGULAR,freethrow,1 of 1,['fastbreak'],1628401,,,1610612738,49,42,2022-06-11T02:02:54Z,2870000,,,0,,D. White Free Throw 1 of 1 (7 PTS),[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,Made,7.0,,,,,,,,,,,,,,,,,
290,PT02M46.00S,2022-06-11T02:03:14.7Z,2,REGULAR,foul,personal,[],1627759,,,1610612744,49,42,2022-06-11T02:03:19Z,2880000,,,0,,J. Brown personal FOUL (2 PF),"[1627759, 201939]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,201640.0,2.0,0.0,Curry,201939.0,,,,,,,,,
292,PT02M42.00S,2022-06-11T02:03:37.5Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201939,18.922470433639948,46.85968137254902,1610612744,49,44,2022-06-11T02:04:05Z,2900000,16.0,125.0,1,left,S. Curry 12' driving floating Jump Shot (18 PTS) (K. Looney 2 AST),"[201939, 1626172]",1610612744.0,GSW,driving floating,,,Curry,S. Curry,,,,,12.64,Made,18.0,K. Looney,1626172.0,2.0,,,,,,,,,,,,,,
294,PT02M42.00S,2022-06-11T02:03:42.7Z,2,REGULAR,foul,personal,['1freethrow'],1627759,,,1610612744,49,44,2022-06-11T02:03:50Z,2920000,,,0,,J. Brown shooting personal FOUL (3 PF) (Curry 1 FT),"[1627759, 201939]",1610612738.0,BOS,shooting,,,Brown,J. Brown,,,,,,,,,,,1148.0,3.0,0.0,Curry,201939.0,,,,,,,,,
296,PT02M42.00S,2022-06-11T02:03:53.2Z,2,REGULAR,substitution,out,[],1627759,,,1610612744,49,44,2022-06-11T02:04:05Z,2940000,,,0,,SUB out: J. Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,
297,PT02M42.00S,2022-06-11T02:03:53.2Z,2,REGULAR,substitution,in,[],1629057,,,1610612744,49,44,2022-06-11T02:04:05Z,2950000,,,0,,SUB in: R. Williams III,[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,
298,PT02M42.00S,2022-06-11T02:04:14.4Z,2,REGULAR,freethrow,1 of 1,[],201939,,,1610612744,49,45,2022-06-11T02:04:14Z,2960000,,,0,,S. Curry Free Throw 1 of 1 (19 PTS),[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,,Made,19.0,,,,,,,,,,,,,,,,,
299,PT02M25.00S,2022-06-11T02:04:34.8Z,2,REGULAR,turnover,bad pass,[],1628401,,,1610612738,49,45,2022-06-11T02:04:39Z,2970000,,,0,,D. White bad pass TURNOVER (3 TO),"[1628401, 1626172]",1610612738.0,BOS,,,,White,D. White,,,,,,,,,,,,,,,,,3.0,,,,,,Looney,1626172.0
300,PT02M25.00S,2022-06-11T02:04:34.8Z,2,REGULAR,steal,,[],1626172,,,1610612744,49,45,2022-06-11T02:04:36Z,2980000,,,0,,K. Looney STEAL (1 STL),[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,,,,,,,,,,,,,,,,,,,
301,PT02M18.00S,2022-06-11T02:04:41.1Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],203952,33.459264126149804,38.970588235294116,1610612744,49,45,2022-06-11T02:04:48Z,2990000,55.0,262.0,1,left,MISS A. Wiggins 26' 3PT,[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,26.77,Missed,,,,,,,,,,,,,,,,,,
302,PT02M16.00S,2022-06-11T02:04:43.1Z,2,REGULAR,rebound,defensive,[],1628369,,,1610612738,49,45,2022-06-11T02:04:48Z,3000000,,,0,,J. Tatum REBOUND (Off:0 Def:7),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,301.0,,7.0,7.0,0.0,,,,
303,PT01M55.00S,2022-06-11T02:05:03.8Z,2,REGULAR,2pt,Jump Shot,[],1628401,91.80354796320631,21.813725490196077,1610612738,49,45,2022-06-11T02:05:09Z,3010000,-141.0,25.0,1,right,MISS D. White 14' pullup Shot,[1628401],1610612738.0,BOS,pullup,,,White,D. White,,,,,14.3,Missed,,,,,,,,,,,,,,,,,,
304,PT01M53.00S,2022-06-11T02:05:05.8Z,2,REGULAR,rebound,defensive,[],203952,,,1610612744,49,45,2022-06-11T02:05:09Z,3020000,,,0,,A. Wiggins REBOUND (Off:0 Def:5),[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,,,303.0,,5.0,5.0,0.0,,,,
305,PT01M49.00S,2022-06-11T02:05:11.4Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",203952,9.543363994743759,47.794117647058826,1610612744,49,47,2022-06-11T02:05:15Z,3030000,11.0,37.0,1,left,A. Wiggins running Layup (11 PTS),[203952],1610612744.0,GSW,running,,,Wiggins,A. Wiggins,,,,,3.88,Made,11.0,,,,,,,,,,,,,,,,,
306,PT01M31.00S,2022-06-11T02:05:29.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628369,93.11760840998686,55.88235294117647,1610612738,49,47,2022-06-11T02:05:35Z,3040000,29.0,12.0,1,right,MISS J. Tatum driving Layup,[1628369],1610612738.0,BOS,driving,,,Tatum,J. Tatum,,,,,3.18,Missed,,,,,,,,,,,,,,,,,,
307,PT01M29.00S,2022-06-11T02:05:31.1Z,2,REGULAR,rebound,defensive,[],201939,,,1610612744,49,47,2022-06-11T02:05:35Z,3050000,,,0,,S. Curry REBOUND (Off:1 Def:4),[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,,,,,,,,,,,,306.0,,5.0,4.0,1.0,,,,
308,PT01M22.00S,2022-06-11T02:05:38.7Z,2,REGULAR,foul,offensive,['inpenalty'],201939,,,1610612744,49,47,2022-06-11T02:05:50Z,3060000,,,0,,S. Curry offensive FOUL (2 PF),"[201939, 1628401]",1610612744.0,GSW,,,,Curry,S. Curry,,,,,,,,,,,2715.0,2.0,0.0,White,1628401.0,,,,,,,,,
310,PT01M22.00S,2022-06-11T02:05:38.7Z,2,REGULAR,turnover,offensive foul,[],201939,,,1610612744,49,47,2022-06-11T02:05:38Z,3080000,,,0,,S. Curry offensive foul TURNOVER (3 TO),[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,,,,,,,2715.0,,,,,,3.0,,,,,,,
311,PT01M08.00S,2022-06-11T02:06:09.8Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1628401,77.7431011826544,87.5,1610612738,52,47,2022-06-11T02:06:14Z,3090000,188.0,157.0,1,right,D. White 24' 3PT  (10 PTS) (M. Smart 3 AST),"[1628401, 203935]",1610612738.0,BOS,,,,White,D. White,,,,,24.44,Made,10.0,M. Smart,203935.0,3.0,,,,,,,,,,,,,,
313,PT00M54.10S,2022-06-11T02:06:25.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],201939,10.85742444152431,46.07843137254902,1610612744,52,47,2022-06-11T02:06:32Z,3110000,20.0,50.0,1,left,MISS S. Curry driving Layup,[201939],1610612744.0,GSW,driving,,,Curry,S. Curry,,,,,5.33,Missed,,,,,,,,,,,,,,,,,,
314,PT00M53.90S,2022-06-11T02:06:25.3Z,2,REGULAR,rebound,offensive,[],203110,,,1610612744,52,47,2022-06-11T02:06:32Z,3120000,,,0,,D. Green REBOUND (Off:1 Def:2),[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,,,,,,,,,,,,313.0,,3.0,2.0,1.0,,,,
315,PT00M52.40S,2022-06-11T02:06:27.8Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203110,6.438896189224705,45.955882352941174,1610612744,52,47,2022-06-11T02:06:42Z,3130000,20.0,8.0,1,left,MISS D. Green putback Layup,[203110],1610612744.0,GSW,putback,,,Green,D. Green,,,,,2.17,Missed,,,,,,,,,,,,,,,,,,
316,PT00M50.70S,2022-06-11T02:06:29.5Z,2,REGULAR,rebound,defensive,[],201143,,,1610612738,52,47,2022-06-11T02:06:42Z,3140000,,,0,,A. Horford REBOUND (Off:0 Def:5),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,,,,315.0,,5.0,5.0,0.0,,,,
317,PT00M34.30S,2022-06-11T02:06:45.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628369,93.9060446780552,52.69607843137255,1610612738,54,47,2022-06-11T02:06:48Z,3150000,13.0,5.0,1,right,J. Tatum driving finger roll Layup (16 PTS),[1628369],1610612738.0,BOS,driving finger roll,,,Tatum,J. Tatum,,,,,1.43,Made,16.0,,,,,,,,,,,,,,,,,
318,PT00M24.10S,2022-06-11T02:06:58.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203952,8.278580814717477,58.35631127450981,1610612744,54,47,2022-06-11T02:07:07Z,3160000,-42.0,25.0,1,left,MISS A. Wiggins driving Layup - blocked,"[203952, 1629057]",1610612744.0,GSW,driving,,,Wiggins,A. Wiggins,,,,,4.89,Missed,,,,,,,,,,,,,,,Williams III,1629057.0,,
319,PT00M24.10S,2022-06-11T02:06:58.9Z,2,REGULAR,block,,[],1629057,,,1610612744,54,47,2022-06-11T02:07:01Z,3170000,,,0,,R. Williams III BLOCK (2 BLK),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,
320,PT00M23.00S,2022-06-11T02:07:00.0Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612744,54,47,2022-06-11T02:07:07Z,3180000,,,0,,TEAM offensive REBOUND,[],1610612744.0,GSW,,,,,,,,,,,,,,,,,,,,,318.0,,,,,,,,
323,PT00M13.30S,2022-06-11T02:07:34.8Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",203952,15.456636005256241,42.8921568627451,1610612744,54,47,2022-06-11T02:07:40Z,3200000,36.0,93.0,1,left,MISS A. Wiggins 9' driving floating Shot,[203952],1610612744.0,GSW,driving floating,,,Wiggins,A. Wiggins,,,,,9.94,Missed,,,,,,,,,,,,,,,,,,
324,PT00M12.20S,2022-06-11T02:07:35.9Z,2,REGULAR,rebound,offensive,[],1626172,,,1610612744,54,47,2022-06-11T02:07:40Z,3210000,,,0,,K. Looney REBOUND (Off:3 Def:5),[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,,,,,,,,,,,323.0,,8.0,5.0,3.0,,,,
325,PT00M12.20S,2022-06-11T02:07:38.5Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1626172,5.590000152587891,50.0,1610612744,54,49,2022-06-11T02:07:38Z,3220000,0.0,0.0,1,left,K. Looney tip DUNK (2 PTS),[1626172],1610612744.0,GSW,tip,,,Looney,K. Looney,,,,,0.0,Made,2.0,,,,,,,,,,,,,,,,,
326,PT00M01.30S,2022-06-11T02:07:49.4Z,2,REGULAR,2pt,Jump Shot,[],1628369,94.03745072273325,89.95098039215686,1610612738,54,49,2022-06-11T02:07:54Z,3230000,200.0,4.0,1,right,MISS J. Tatum 19' fadeaway Shot,[1628369],1610612738.0,BOS,fadeaway,,,Tatum,J. Tatum,,,,,19.98,Missed,,,,,,,,,,,,,,,,,,
327,PT00M00.10S,2022-06-11T02:07:50.6Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612738,54,49,2022-06-11T02:14:24Z,3240000,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,326.0,,,,,,,,
328,PT00M00.00S,2022-06-11T02:07:53.7Z,2,REGULAR,period,end,[],0,,,1610612738,54,49,2022-06-11T02:14:13Z,3250000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
329,PT12M00.00S,2022-06-11T02:23:44.3Z,3,REGULAR,substitution,out,['startperiod'],1628401,,,1610612738,54,49,2022-06-11T02:24:00Z,3260000,,,0,,SUB out: D. White,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,,,,,,,,,,,,,,,,,
330,PT12M00.00S,2022-06-11T02:23:44.3Z,3,REGULAR,substitution,out,['startperiod'],1626172,,,1610612738,54,49,2022-06-11T02:24:00Z,3270000,,,0,,SUB out: K. Looney,[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,,,,,,,,,,,,,,,,,,,
331,PT12M00.00S,2022-06-11T02:23:44.3Z,3,REGULAR,substitution,in,['startperiod'],1627759,,,1610612738,54,49,2022-06-11T02:24:00Z,3280000,,,0,,SUB in: J. Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,
332,PT12M00.00S,2022-06-11T02:23:44.3Z,3,REGULAR,substitution,in,['startperiod'],203490,,,1610612738,54,49,2022-06-11T02:24:00Z,3290000,,,0,,SUB in: O. Porter Jr.,[203490],1610612744.0,GSW,,,,Porter Jr.,O. Porter Jr.,,,,,,,,,,,,,,,,,,,,,,,,
333,PT12M00.00S,2022-06-11T02:24:12.4Z,3,REGULAR,period,start,[],0,,,1610612744,54,49,2022-06-11T02:24:12Z,3300000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
334,PT11M46.00S,2022-06-11T02:24:25.4Z,3,REGULAR,2pt,Jump Shot,[],201939,80.946123521682,20.121017156862745,1610612744,54,51,2022-06-11T02:24:38Z,3310000,-149.0,127.0,1,right,S. Curry 19' pullup bank Jump Shot (21 PTS) (D. Green 3 AST),"[201939, 203110]",1610612744.0,GSW,pullup bank,,,Curry,S. Curry,,,,,19.58,Made,21.0,D. Green,203110.0,3.0,,,,,,,,,,,,,,
335,PT11M29.00S,2022-06-11T02:24:42.6Z,3,REGULAR,turnover,bad pass,[],201143,,,1610612738,54,51,2022-06-11T02:25:01Z,3320000,,,0,,A. Horford bad pass TURNOVER (1 TO),"[201143, 203110]",1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,1.0,,,,,,Green,203110.0
336,PT11M29.00S,2022-06-11T02:24:42.6Z,3,REGULAR,steal,,[],203110,,,1610612744,54,51,2022-06-11T02:25:06Z,3330000,,,0,,D. Green STEAL (3 STL),[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,,,,,,,,,,,,,,,,,,,,
337,PT11M22.00S,2022-06-11T02:24:49.3Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],202691,67.49342969776609,26.47058823529412,1610612744,54,54,2022-06-11T02:25:03Z,3340000,-118.0,253.0,1,right,K. Thompson 27' 3PT  (8 PTS) (D. Green 4 AST),"[202691, 203110]",1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,27.91,Made,8.0,D. Green,203110.0,4.0,,,,,,,,,,,,,,
339,PT11M01.00S,2022-06-11T02:25:10.1Z,3,REGULAR,3pt,Jump Shot,[],1627759,20.318659658344284,96.56862745098039,1610612738,54,54,2022-06-11T02:25:32Z,3360000,-233.0,138.0,1,left,MISS J. Brown 27' 3PT,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,27.09,Missed,,,,,,,,,,,,,,,,,,
340,PT10M58.00S,2022-06-11T02:25:13.1Z,3,REGULAR,rebound,defensive,[],203952,,,1610612744,54,54,2022-06-11T02:25:32Z,3370000,,,0,,A. Wiggins REBOUND (Off:0 Def:6),[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,,,339.0,,6.0,6.0,0.0,,,,
341,PT10M50.00S,2022-06-11T02:25:20.7Z,3,REGULAR,3pt,Jump Shot,[],202691,69.07030223390277,70.83333333333334,1610612744,54,54,2022-06-11T02:25:51Z,3380000,104.0,238.0,1,right,MISS K. Thompson 26' 3PT,[202691],1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,26.0,Missed,,,,,,,,,,,,,,,,,,
342,PT10M44.00S,2022-06-11T02:25:26.7Z,3,REGULAR,rebound,offensive,[],202691,,,1610612744,54,54,2022-06-11T02:34:54Z,3390000,,,0,,K. Thompson REBOUND (Off:1 Def:1),[202691],1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,,,,,,,,,,,,341.0,,2.0,1.0,1.0,,,,
343,PT10M39.00S,2022-06-11T02:25:32.7Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],203490,85.3646517739816,96.56862745098039,1610612744,54,54,2022-06-11T02:25:46Z,3400000,233.0,85.0,1,right,MISS O. Porter Jr. 24' 3PT,[203490],1610612744.0,GSW,,,,Porter Jr.,O. Porter Jr.,,,,,24.79,Missed,,,,,,,,,,,,,,,,,,
344,PT10M37.00S,2022-06-11T02:25:34.7Z,3,REGULAR,rebound,defensive,[],203935,,,1610612738,54,54,2022-06-11T02:25:46Z,3410000,,,0,,M. Smart REBOUND (Off:0 Def:1),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,343.0,,1.0,1.0,0.0,,,,
345,PT10M27.00S,2022-06-11T02:25:45.9Z,3,REGULAR,foul,personal,[],202691,,,1610612738,54,54,2022-06-11T02:26:11Z,3420000,,,0,,K. Thompson personal FOUL (3 PF),"[202691, 1628369]",1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,,,,,,,1148.0,3.0,0.0,Tatum,1628369.0,,,,,,,,,
347,PT10M20.00S,2022-06-11T02:26:12.1Z,3,REGULAR,3pt,Jump Shot,[],203935,27.677398160315374,87.74509803921569,1610612738,57,54,2022-06-11T02:26:16Z,3440000,-189.0,208.0,1,left,M. Smart 28' 3PT  (8 PTS) (A. Horford 3 AST),"[203935, 201143]",1610612738.0,BOS,,,,Smart,M. Smart,,,,,28.06,Made,8.0,A. Horford,201143.0,3.0,,,,,,,,,,,,,,
349,PT10M10.00S,2022-06-11T02:26:22.3Z,3,REGULAR,turnover,lost ball,[],203110,,,1610612744,57,54,2022-06-11T02:26:27Z,3460000,,,0,,D. Green lost ball TURNOVER (2 TO),"[203110, 203935]",1610612744.0,GSW,,,,Green,D. Green,,,,,,,,,,,,,,,,,2.0,,,,,,Smart,203935.0
350,PT10M10.00S,2022-06-11T02:26:22.3Z,3,REGULAR,steal,,[],203935,,,1610612738,57,54,2022-06-11T02:26:24Z,3470000,,,0,,M. Smart STEAL (2 STL),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,
351,PT10M06.00S,2022-06-11T02:26:26.0Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",203935,8.09789750328515,49.50980392156863,1610612738,59,54,2022-06-11T02:26:31Z,3480000,2.0,24.0,1,left,M. Smart running DUNK (10 PTS),[203935],1610612738.0,BOS,running,,,Smart,M. Smart,,,,,2.37,Made,10.0,,,,,,,,,,,,,,,,,
