actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,value
517,PT07M25.00S,2021-05-13T01:53:50.3Z,4,REGULAR,substitution,out,[],1628436,,,1610612738,80,72,2021-05-13T01:54:28Z,5130000,,,0,,SUB out: L. Kornet,[1628436],1610612738.0,BOS,,,,Kornet,L. Kornet,,,,,,,,,,,,,,,,,,,,,,,,,
518,PT07M25.00S,2021-05-13T01:53:50.3Z,4,REGULAR,substitution,out,[],1630174,,,1610612738,80,72,2021-05-13T01:54:28Z,5140000,,,0,,SUB out: A. Nesmith,[1630174],1610612738.0,BOS,,,,Nesmith,A. Nesmith,,,,,,,,,,,,,,,,,,,,,,,,,
519,PT07M25.00S,2021-05-13T01:53:50.3Z,4,REGULAR,substitution,in,[],202684,,,1610612738,80,72,2021-05-13T01:54:28Z,5150000,,,0,,SUB in: T. Thompson,[202684],1610612738.0,BOS,,,,Thompson,T. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,
520,PT07M25.00S,2021-05-13T01:53:50.3Z,4,REGULAR,substitution,in,[],1628369,,,1610612738,80,72,2021-05-13T01:54:28Z,5160000,,,0,,SUB in: J. Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,
521,PT07M25.00S,2021-05-13T01:53:50.3Z,4,REGULAR,substitution,in,[],1629682,,,1610612738,80,72,2021-05-13T01:54:28Z,5170000,,,0,,SUB in: T. Waters,[1629682],1610612738.0,BOS,,,,Waters,T. Waters,,,,,,,,,,,,,,,,,,,,,,,,,
522,PT07M12.00S,2021-05-13T01:54:53.4Z,4,REGULAR,3pt,Jump Shot,[],1629682,20.318659658344284,94.43167892156863,1610612738,80,72,2021-05-13T01:55:00Z,5180000,-222.0,138.0,1,left,MISS T. Waters 26' 3PT,[1629682],1610612738.0,BOS,,,,Waters,T. Waters,,,,,,,,26.18,Missed,,,,,,,,,,,,,,,,
523,PT07M11.00S,2021-05-13T01:54:54.4Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612738,80,72,2021-05-13T01:55:00Z,5190000,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,,522.0,,,,,,,,,,,,,,,
524,PT07M11.00S,2021-05-13T01:55:01.3Z,4,REGULAR,stoppage,out-of-bounds,[],0,,,1610612738,80,72,2021-05-13T01:55:01Z,5200000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
525,PT06M58.00S,2021-05-13T01:55:20.6Z,4,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1628369,6.389618922470433,63.549325980392155,1610612738,80,72,2021-05-13T01:55:25Z,5210000,-68.0,8.0,1,left,MISS J. Tatum 6' turnaround Shot,[1628369],1610612738.0,BOS,turnaround,,,Tatum,J. Tatum,,,,,,,,6.81,Missed,,,,,,,,,,,,,,,,
526,PT06M56.00S,2021-05-13T01:55:22.6Z,4,REGULAR,rebound,defensive,[],1629662,,,1610612739,80,72,2021-05-13T01:55:25Z,5220000,,,0,,M. Kabengele REBOUND (Off:1 Def:4),[1629662],1610612739.0,CLE,,,,Kabengele,M. Kabengele,,,,,,,,,,525.0,5.0,4.0,1.0,,,,,,,,,,,,
527,PT06M38.00S,2021-05-13T01:55:41.5Z,4,REGULAR,turnover,out-of-bounds,[],1630171,,,1610612739,80,72,2021-05-13T01:55:49Z,5230000,,,0,,I. Okoro lost ball out-of-bounds TURNOVER (1 TO),[1630171],1610612739.0,CLE,lost ball,,,Okoro,I. Okoro,,,,,1.0,,,,,,,,,,,,,101283.0,,,,,,,
528,PT06M38.00S,2021-05-13T01:55:46.2Z,4,REGULAR,substitution,out,[],1630271,,,1610612738,80,72,2021-05-13T01:55:57Z,5240000,,,0,,SUB out: B. Thomas,[1630271],1610612739.0,CLE,,,,Thomas,B. Thomas,,,,,,,,,,,,,,,,,,,,,,,,,
529,PT06M38.00S,2021-05-13T01:55:46.2Z,4,REGULAR,substitution,in,[],1629731,,,1610612738,80,72,2021-05-13T01:55:57Z,5250000,,,0,,SUB in: D. Wade,[1629731],1610612739.0,CLE,,,,Wade,D. Wade,,,,,,,,,,,,,,,,,,,,,,,,,
530,PT06M24.00S,2021-05-13T01:56:18.0Z,4,REGULAR,foul,personal,['2freethrow'],1629731,,,1610612738,80,72,2021-05-13T01:56:26Z,5260000,,,0,,D. Wade shooting personal FOUL (5 PF) (Tatum 2 FT),"[1629731, 1628369]",1610612739.0,CLE,shooting,,,Wade,D. Wade,,,,,,,,,,,,,,,,,,1626301.0,5.0,0.0,Tatum,1628369.0,,,
532,PT06M24.00S,2021-05-13T01:56:36.0Z,4,REGULAR,freethrow,1 of 2,['fromturnover'],1628369,,,1610612738,80,73,2021-05-13T01:56:36Z,5280000,,,0,,J. Tatum Free Throw 1 of 2 (21 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,Made,,,,,21.0,,,,,,,,,,,
533,PT06M24.00S,2021-05-13T01:56:39.1Z,4,REGULAR,substitution,out,[],1629662,,,1610612738,80,73,2021-05-13T01:56:55Z,5290000,,,0,,SUB out: M. Kabengele,[1629662],1610612739.0,CLE,,,,Kabengele,M. Kabengele,,,,,,,,,,,,,,,,,,,,,,,,,
534,PT06M24.00S,2021-05-13T01:56:39.1Z,4,REGULAR,substitution,out,[],1630171,,,1610612738,80,73,2021-05-13T01:56:55Z,5300000,,,0,,SUB out: I. Okoro,[1630171],1610612739.0,CLE,,,,Okoro,I. Okoro,,,,,,,,,,,,,,,,,,,,,,,,,
535,PT06M24.00S,2021-05-13T01:56:39.1Z,4,REGULAR,substitution,in,[],1628386,,,1610612738,80,73,2021-05-13T01:56:55Z,5310000,,,0,,SUB in: J. Allen,[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,,,,,,,,,,,,,,,,,,,,,
536,PT06M24.00S,2021-05-13T01:56:39.1Z,4,REGULAR,substitution,in,[],1629012,,,1610612738,80,73,2021-05-13T01:56:55Z,5320000,,,0,,SUB in: C. Sexton,[1629012],1610612739.0,CLE,,,,Sexton,C. Sexton,,,,,,,,,,,,,,,,,,,,,,,,,
537,PT06M24.00S,2021-05-13T01:56:56.3Z,4,REGULAR,freethrow,2 of 2,['fromturnover'],1628369,,,1610612738,80,74,2021-05-13T01:56:56Z,5330000,,,0,,J. Tatum Free Throw 2 of 2 (22 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,Made,,,,,22.0,,,,,,,,,,,
538,PT06M08.00S,2021-05-13T01:57:17.3Z,4,REGULAR,foul,personal,['2freethrow'],1629682,,,1610612739,80,74,2021-05-13T01:57:24Z,5340000,,,0,,T. Waters shooting personal FOUL (2 PF) (Sexton 2 FT),"[1629682, 1629012]",1610612738.0,BOS,shooting,,,Waters,T. Waters,,,,,,,,,,,,,,,,,,2148.0,2.0,0.0,Sexton,1629012.0,,,
540,PT06M08.00S,2021-05-13T01:57:41.0Z,4,REGULAR,freethrow,1 of 2,[],1629012,,,1610612739,80,74,2021-05-13T01:57:41Z,5360000,,,0,,MISS C. Sexton Free Throw 1 of 2,[1629012],1610612739.0,CLE,,,,Sexton,C. Sexton,,,,,,,,,Missed,,,,,,,,,,,,,,,,
541,PT06M08.00S,2021-05-13T01:57:41.0Z,4,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612739,80,74,2021-05-13T01:57:41Z,5370000,,,0,,TEAM offensive REBOUND,[],1610612739.0,CLE,,,,,,,,,,,,,,,540.0,,,,,,,,,,,,,,,
542,PT06M08.00S,2021-05-13T01:57:44.4Z,4,REGULAR,substitution,out,[],1629731,,,1610612739,80,74,2021-05-13T01:57:50Z,5380000,,,0,,SUB out: D. Wade,[1629731],1610612739.0,CLE,,,,Wade,D. Wade,,,,,,,,,,,,,,,,,,,,,,,,,
543,PT06M08.00S,2021-05-13T01:57:44.4Z,4,REGULAR,substitution,in,[],1630271,,,1610612739,80,74,2021-05-13T01:57:50Z,5390000,,,0,,SUB in: B. Thomas,[1630271],1610612739.0,CLE,,,,Thomas,B. Thomas,,,,,,,,,,,,,,,,,,,,,,,,,
544,PT06M08.00S,2021-05-13T01:58:01.9Z,4,REGULAR,freethrow,2 of 2,[],1629012,,,1610612739,81,74,2021-05-13T01:58:01Z,5400000,,,0,,C. Sexton Free Throw 2 of 2 (19 PTS),[1629012],1610612739.0,CLE,,,,Sexton,C. Sexton,,,,,,,,,Made,,,,,19.0,,,,,,,,,,,
545,PT05M47.00S,2021-05-13T01:58:24.9Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],202684,5.863994743758213,48.59834558823529,1610612738,81,74,2021-05-13T01:58:29Z,5410000,7.0,3.0,1,left,MISS T. Thompson Layup - blocked,"[202684, 1628386]",1610612738.0,BOS,,,,Thompson,T. Thompson,,,,,,,,0.75,Missed,,,,,,,,,,,,,,Allen,1628386.0,
546,PT05M47.00S,2021-05-13T01:58:24.9Z,4,REGULAR,block,,[],1628386,,,1610612738,81,74,2021-05-13T01:58:27Z,5420000,,,0,,J. Allen BLOCK (1 BLK),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,,,,,,,,,,,,,,,,,,,,,
547,PT05M47.00S,2021-05-13T01:58:24.9Z,4,REGULAR,rebound,defensive,[],201567,,,1610612739,81,74,2021-05-13T01:58:29Z,5430000,,,0,,K. Love REBOUND (Off:0 Def:13),[201567],1610612739.0,CLE,,,,Love,K. Love,,,,,,,,,,545.0,13.0,13.0,0.0,,,,,,,,,,,,
549,PT05M47.00S,2021-05-13T01:58:34.6Z,4,REGULAR,foul,personal,[],202684,,,1610612739,81,74,2021-05-13T01:58:43Z,5450000,,,0,,T. Thompson personal FOUL (3 PF),"[202684, 201567]",1610612738.0,BOS,,,,Thompson,T. Thompson,,,,,,,,,,,,,,,,,,2148.0,3.0,0.0,Love,201567.0,,,
551,PT05M21.00S,2021-05-13T01:59:02.0Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1628422,92.72339027595268,51.294424019607845,1610612739,83,74,2021-05-13T01:59:06Z,5470000,6.0,16.0,1,right,D. Dotson driving Layup (9 PTS) (B. Thomas 3 AST),"[1628422, 1630271]",1610612739.0,CLE,driving,,,Dotson,D. Dotson,,,,,,,,1.72,Made,,,,,9.0,B. Thomas,1630271.0,3.0,,,,,,,,
553,PT05M01.00S,2021-05-13T01:59:21.4Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1629684,6.783837056504599,49.333639705882355,1610612738,83,74,2021-05-13T01:59:26Z,5490000,3.0,11.0,1,left,MISS G. Williams driving Layup,[1629684],1610612738.0,BOS,driving,,,Williams,G. Williams,,,,,,,,1.18,Missed,,,,,,,,,,,,,,,,
554,PT04M57.00S,2021-05-13T01:59:25.4Z,4,REGULAR,rebound,offensive,[],202684,,,1610612738,83,74,2021-05-13T01:59:25Z,5500000,,,0,,T. Thompson REBOUND (Off:3 Def:3),[202684],1610612738.0,BOS,,,,Thompson,T. Thompson,,,,,,,,,,553.0,6.0,3.0,3.0,,,,,,,,,,,,
555,PT04M57.00S,2021-05-13T01:59:25.4Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",202684,5.590000152587891,50.0,1610612738,83,76,2021-05-13T01:59:25Z,5510000,0.0,0.0,1,left,T. Thompson tip Layup (8 PTS),[202684],1610612738.0,BOS,tip,,,Thompson,T. Thompson,,,,,,,,0.0,Made,,,,,8.0,,,,,,,,,,,
556,PT04M50.00S,2021-05-13T01:59:32.8Z,4,REGULAR,3pt,Jump Shot,[],201567,70.38436268068331,75.3140318627451,1610612739,86,76,2021-05-13T01:59:37Z,5520000,127.0,226.0,1,right,K. Love 25' 3PT  (28 PTS) (C. Sexton 6 AST),"[201567, 1629012]",1610612739.0,CLE,,,,Love,K. Love,,,,,,,,25.9,Made,,,,,28.0,C. Sexton,1629012.0,6.0,,,,,,,,
558,PT04M37.00S,2021-05-13T01:59:45.2Z,4,REGULAR,2pt,Jump Shot,[],203095,25.57490144546649,66.00030637254902,1610612738,86,76,2021-05-13T01:59:49Z,5540000,-80.0,188.0,1,left,MISS E. Fournier 20' pullup Shot,[203095],1610612738.0,BOS,pullup,,,Fournier,E. Fournier,,,,,,,,20.42,Missed,,,,,,,,,,,,,,,,
559,PT04M35.00S,2021-05-13T01:59:47.2Z,4,REGULAR,rebound,defensive,[],1630271,,,1610612739,86,76,2021-05-13T01:59:49Z,5550000,,,0,,B. Thomas REBOUND (Off:0 Def:10),[1630271],1610612739.0,CLE,,,,Thomas,B. Thomas,,,,,,,,,,558.0,10.0,10.0,0.0,,,,,,,,,,,,
560,PT04M24.00S,2021-05-13T01:59:59.4Z,4,REGULAR,3pt,Jump Shot,[],1629012,66.5735873850197,28.990502450980394,1610612739,89,76,2021-05-13T02:00:05Z,5560000,-105.0,262.0,1,right,C. Sexton 28' 3PT pullup (22 PTS),[1629012],1610612739.0,CLE,pullup,,,Sexton,C. Sexton,,,,,,,,28.2,Made,,,,,22.0,,,,,,,,,,,
561,PT04M09.00S,2021-05-13T02:00:16.4Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1629682,6.389618922470433,52.27481617647059,1610612738,89,76,2021-05-13T02:12:15Z,5575000,-11.0,8.0,1,left,MISS T. Waters driving Layup,[1629682],1610612738.0,BOS,driving,,,Waters,T. Waters,,,,,,,,1.37,Missed,,,,,,,,,,,,,,,,
562,PT04M07.00S,2021-05-13T02:00:18.4Z,4,REGULAR,rebound,offensive,[],1629682,,,1610612738,89,76,2021-05-13T02:14:25Z,5582500,,,0,,T. Waters REBOUND (Off:2 Def:1),[1629682],1610612738.0,BOS,,,,Waters,T. Waters,,,,,,,,,,561.0,3.0,1.0,2.0,,,,,,,,,,,,
565,PT04M03.00S,2021-05-13T02:00:25.1Z,4,REGULAR,foul,personal,[],201567,,,1610612738,89,76,2021-05-13T02:00:41Z,5610000,,,0,,K. Love personal FOUL (1 PF),"[201567, 202684]",1610612739.0,CLE,,,,Love,K. Love,,,,,,,,,,,,,,,,,,2148.0,1.0,0.0,Thompson,202684.0,,,
567,PT04M03.00S,2021-05-13T02:00:40.5Z,4,REGULAR,substitution,out,[],201567,,,1610612738,89,76,2021-05-13T02:00:59Z,5630000,,,0,,SUB out: K. Love,[201567],1610612739.0,CLE,,,,Love,K. Love,,,,,,,,,,,,,,,,,,,,,,,,,
568,PT04M03.00S,2021-05-13T02:00:40.5Z,4,REGULAR,substitution,out,[],1628422,,,1610612738,89,76,2021-05-13T02:00:59Z,5640000,,,0,,SUB out: D. Dotson,[1628422],1610612739.0,CLE,,,,Dotson,D. Dotson,,,,,,,,,,,,,,,,,,,,,,,,,
569,PT04M03.00S,2021-05-13T02:00:40.5Z,4,REGULAR,substitution,out,[],1629684,,,1610612738,89,76,2021-05-13T02:00:59Z,5650000,,,0,,SUB out: G. Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
570,PT04M03.00S,2021-05-13T02:00:40.5Z,4,REGULAR,substitution,out,[],1629682,,,1610612738,89,76,2021-05-13T02:00:59Z,5660000,,,0,,SUB out: T. Waters,[1629682],1610612738.0,BOS,,,,Waters,T. Waters,,,,,,,,,,,,,,,,,,,,,,,,,
571,PT04M03.00S,2021-05-13T02:00:40.5Z,4,REGULAR,substitution,in,[],1629731,,,1610612738,89,76,2021-05-13T02:00:59Z,5670000,,,0,,SUB in: D. Wade,[1629731],1610612739.0,CLE,,,,Wade,D. Wade,,,,,,,,,,,,,,,,,,,,,,,,,
572,PT04M03.00S,2021-05-13T02:00:40.5Z,4,REGULAR,substitution,in,[],1630171,,,1610612738,89,76,2021-05-13T02:00:59Z,5680000,,,0,,SUB in: I. Okoro,[1630171],1610612739.0,CLE,,,,Okoro,I. Okoro,,,,,,,,,,,,,,,,,,,,,,,,,
573,PT04M03.00S,2021-05-13T02:00:40.5Z,4,REGULAR,substitution,in,[],1630202,,,1610612738,89,76,2021-05-13T02:00:59Z,5690000,,,0,,SUB in: P. Pritchard,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,,,,,,,,
574,PT04M03.00S,2021-05-13T02:00:40.5Z,4,REGULAR,substitution,in,[],1630174,,,1610612738,89,76,2021-05-13T02:00:59Z,5700000,,,0,,SUB in: A. Nesmith,[1630174],1610612738.0,BOS,,,,Nesmith,A. Nesmith,,,,,,,,,,,,,,,,,,,,,,,,,
575,PT04M01.00S,2021-05-13T02:01:05.3Z,4,REGULAR,foul,personal,[],1630271,,,1610612738,89,76,2021-05-13T02:01:12Z,5710000,,,0,,B. Thomas personal FOUL (2 PF),"[1630271, 1628369]",1610612739.0,CLE,,,,Thomas,B. Thomas,,,,,,,,,,,,,,,,,,101283.0,2.0,0.0,Tatum,1628369.0,,,
577,PT03M49.00S,2021-05-13T02:01:24.7Z,4,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1630174,9.411957950065702,57.421875,1610612738,89,76,2021-05-13T02:01:37Z,5730000,-37.0,36.0,1,left,MISS A. Nesmith floating Shot,[1630174],1610612738.0,BOS,floating,,,Nesmith,A. Nesmith,,,,,,,,5.17,Missed,,,,,,,,,,,,,,,,
578,PT03M45.00S,2021-05-13T02:01:28.7Z,4,REGULAR,rebound,offensive,[],202684,,,1610612738,89,76,2021-05-13T02:01:37Z,5740000,,,0,,T. Thompson REBOUND (Off:4 Def:3),[202684],1610612738.0,BOS,,,,Thompson,T. Thompson,,,,,,,,,,577.0,7.0,3.0,4.0,,,,,,,,,,,,
579,PT03M45.00S,2021-05-13T02:01:28.8Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",202684,5.590000152587891,50.0,1610612738,89,78,2021-05-13T02:01:28Z,5750000,0.0,0.0,1,left,T. Thompson tip Layup (10 PTS),[202684],1610612738.0,BOS,tip,,,Thompson,T. Thompson,,,,,,,,0.0,Made,,,,,10.0,,,,,,,,,,,
580,PT03M38.00S,2021-05-13T02:01:46.3Z,4,REGULAR,foul,personal,[],1630202,,,1610612739,89,78,2021-05-13T02:03:02Z,5760000,,,0,,P. Pritchard personal FOUL (1 PF),"[1630202, 1629012]",1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,101283.0,1.0,0.0,Sexton,1629012.0,,,
582,PT03M31.00S,2021-05-13T02:02:10.9Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1628386,93.11760840998686,51.53952205882353,1610612739,91,78,2021-05-13T02:12:45Z,5785000,8.0,12.0,1,right,J. Allen Layup (8 PTS) (C. Sexton 7 AST),"[1628386, 1629012]",1610612739.0,CLE,,,,Allen,J. Allen,,,,,,,,1.44,Made,,,,,8.0,C. Sexton,1629012.0,7.0,,,,,,,,
584,PT03M22.00S,2021-05-13T02:02:23.4Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1628369,5.995400788436268,50.06893382352941,1610612738,91,80,2021-05-13T02:11:19Z,5800000,0.0,4.0,1,left,J. Tatum Layup (24 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,0.39,Made,,,,,24.0,,,,,,,,,,,
585,PT03M22.00S,2021-05-13T02:03:27.3Z,4,REGULAR,stoppage,equipment issue,[],0,,,1610612739,91,80,2021-05-13T02:12:32Z,5810000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
586,PT03M00.00S,2021-05-13T02:03:52.4Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630171,94.69448094612353,51.53952205882353,1610612739,93,80,2021-05-13T02:03:57Z,5820000,8.0,-3.0,1,right,I. Okoro driving Layup (15 PTS) (D. Wade 2 AST),"[1630171, 1629731]",1610612739.0,CLE,driving,,,Okoro,I. Okoro,,,,,,,,0.81,Made,,,,,15.0,D. Wade,1629731.0,2.0,,,,,,,,
588,PT02M54.00S,2021-05-13T02:04:02.5Z,4,REGULAR,foul,personal,[],1629731,,,1610612738,93,80,2021-05-13T02:04:32Z,5840000,,,0,,D. Wade personal FOUL (6 PF),"[1629731, 1628369]",1610612739.0,CLE,,,,Wade,D. Wade,,,,,,,,,,,,,,,,,,101283.0,6.0,0.0,Tatum,1628369.0,,,
590,PT02M54.00S,2021-05-13T02:04:33.2Z,4,REGULAR,substitution,out,[],1629731,,,1610612738,93,80,2021-05-13T02:04:47Z,5860000,,,0,,SUB out: D. Wade,[1629731],1610612739.0,CLE,,,,Wade,D. Wade,,,,,,,,,,,,,,,,,,,,,,,,,
591,PT02M54.00S,2021-05-13T02:04:33.2Z,4,REGULAR,substitution,in,[],201567,,,1610612738,93,80,2021-05-13T02:04:47Z,5870000,,,0,,SUB in: K. Love,[201567],1610612739.0,CLE,,,,Love,K. Love,,,,,,,,,,,,,,,,,,,,,,,,,
592,PT02M47.00S,2021-05-13T02:05:06.8Z,4,REGULAR,3pt,Jump Shot,[],203095,6.915243101182654,4.970894607843137,1610612738,93,83,2021-05-13T02:05:13Z,5880000,225.0,13.0,1,left,E. Fournier 3PT  (15 PTS) (J. Tatum 1 AST),"[203095, 1628369]",1610612738.0,BOS,,,,Fournier,E. Fournier,,,,,,,,22.54,Made,,,,,15.0,J. Tatum,1628369.0,1.0,,,,,,,,
594,PT02M30.00S,2021-05-13T02:05:26.2Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'defensivegoaltending']",1629012,93.77463863337714,51.049325980392155,1610612739,95,83,2021-05-13T02:05:43Z,5900000,5.0,6.0,1,right,C. Sexton driving Layup (24 PTS) (J. Allen 2 AST),"[1629012, 1628386]",1610612739.0,CLE,driving,,,Sexton,C. Sexton,,,,,,,,0.79,Made,,,,,24.0,J. Allen,1628386.0,2.0,,,,,,,,
596,PT02M30.00S,2021-05-13T02:05:37.0Z,4,REGULAR,violation,defensive goaltending,[],202684,,,1610612739,95,83,2021-05-13T02:05:43Z,5920000,,,0,,T. Thompson defensive goaltending VIOLATION,[202684],1610612738.0,BOS,,,,Thompson,T. Thompson,,,,,,,,,,,,,,,,,,101283.0,,,,,,,
597,PT02M24.00S,2021-05-13T02:05:55.7Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630171,,,1610612738,95,83,2021-05-13T02:06:02Z,5930000,,,0,,I. Okoro shooting personal FOUL (2 PF) (Tatum 2 FT),"[1630171, 1628369]",1610612739.0,CLE,shooting,,,Okoro,I. Okoro,,,,,,,,,,,,,,,,,,1626301.0,2.0,0.0,Tatum,1628369.0,,,
599,PT02M24.00S,2021-05-13T02:06:13.1Z,4,REGULAR,freethrow,1 of 2,[],1628369,,,1610612738,95,84,2021-05-13T02:06:54Z,5950000,,,0,,J. Tatum Free Throw 1 of 2 (25 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,Made,,,,,25.0,,,,,,,,,,,
600,PT02M24.00S,2021-05-13T02:06:14.6Z,4,REGULAR,substitution,out,[],1630174,,,1610612738,95,84,2021-05-13T02:06:21Z,5960000,,,0,,SUB out: A. Nesmith,[1630174],1610612738.0,BOS,,,,Nesmith,A. Nesmith,,,,,,,,,,,,,,,,,,,,,,,,,
601,PT02M24.00S,2021-05-13T02:06:14.6Z,4,REGULAR,substitution,in,[],1629684,,,1610612738,95,84,2021-05-13T02:06:21Z,5970000,,,0,,SUB in: G. Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
602,PT02M24.00S,2021-05-13T02:06:13.1Z,4,REGULAR,freethrow,2 of 2,[],1628369,,,1610612738,95,84,2021-05-13T02:06:54Z,5980000,,,0,,MISS J. Tatum Free Throw 2 of 2,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,Missed,,,,,,,,,,,,,,,,
603,PT02M19.00S,2021-05-13T02:06:18.1Z,4,REGULAR,rebound,defensive,[],201567,,,1610612739,95,84,2021-05-13T02:06:54Z,5990000,,,0,,K. Love REBOUND (Off:0 Def:14),[201567],1610612739.0,CLE,,,,Love,K. Love,,,,,,,,,,602.0,14.0,14.0,0.0,,,,,,,,,,,,
604,PT02M08.00S,2021-05-13T02:06:50.3Z,4,REGULAR,turnover,out-of-bounds,[],201567,,,1610612739,95,84,2021-05-13T02:07:00Z,6000000,,,0,,K. Love bad pass out-of-bounds TURNOVER (3 TO),[201567],1610612739.0,CLE,bad pass,,,Love,K. Love,,,,,3.0,,,,,,,,,,,,,1626301.0,,,,,,,
605,PT02M02.00S,2021-05-13T02:07:04.1Z,4,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1628369,7.046649145860711,48.84344362745098,1610612738,95,86,2021-05-13T02:07:09Z,6010000,6.0,14.0,1,left,J. Tatum driving DUNK (27 PTS),[1628369],1610612738.0,BOS,driving,,,Tatum,J. Tatum,,,,,,,,1.49,Made,,,,,27.0,,,,,,,,,,,
606,PT01M37.00S,2021-05-13T02:07:33.1Z,4,REGULAR,turnover,shot clock,['team'],0,,,1610612739,95,86,2021-05-13T02:08:08Z,6020000,,,0,,CLE shot clock Team TURNOVER,[],1610612739.0,CLE,,,,,,,,,,,,,,,,,,,,,,,101283.0,,,,,,,
607,PT01M37.00S,2021-05-13T02:08:35.7Z,4,REGULAR,memo,,[],0,,,1610612738,95,86,2021-05-13T02:08:35Z,6030000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Brodric Thomas sets career high in rebounds
608,PT01M28.00S,2021-05-13T02:08:45.2Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1628369,6.389618922470433,52.27481617647059,1610612738,95,86,2021-05-13T02:08:54Z,6040000,-11.0,8.0,1,left,MISS J. Tatum driving reverse Layup,[1628369],1610612738.0,BOS,driving reverse,,,Tatum,J. Tatum,,,,,,,,1.37,Missed,,,,,,,,,,,,,,,,
609,PT01M28.00S,2021-05-13T02:08:45.2Z,4,REGULAR,rebound,defensive,['team'],0,,,1610612739,95,86,2021-05-13T02:09:24Z,6050000,,,0,,TEAM defensive REBOUND,[],1610612739.0,CLE,,,,,,,,,,,,,,,608.0,,,,,,,,,,,,,,,
610,PT01M28.00S,2021-05-13T02:08:55.0Z,4,REGULAR,foul,personal,[],202684,,,1610612739,95,86,2021-05-13T02:09:04Z,6060000,,,0,,T. Thompson personal FOUL (4 PF),"[202684, 1628386]",1610612738.0,BOS,,,,Thompson,T. Thompson,,,,,,,,,,,,,,,,,,1626301.0,4.0,0.0,Allen,1628386.0,,,
612,PT01M08.00S,2021-05-13T02:09:30.6Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],201567,93.64323258869908,50.314031862745104,1610612739,97,86,2021-05-13T02:09:34Z,6080000,2.0,7.0,1,right,K. Love Layup (30 PTS) (C. Sexton 8 AST),"[201567, 1629012]",1610612739.0,CLE,,,,Love,K. Love,,,,,,,,0.75,Made,,,,,30.0,C. Sexton,1629012.0,8.0,,,,,,,,
