actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,value
89,PT03M35.00S,2021-05-23T00:36:25.9Z,1,REGULAR,rebound,defensive,[],1628971,,,1610612751,16,18,2021-05-23T00:36:27Z,880000,,,0,,B. Brown REBOUND (Off:0 Def:1),[1628971],1610612751.0,BKN,,,,Brown,B. Brown,,,,,,,,,,88.0,1.0,1.0,0.0,,,,,,,,,,,,
90,PT03M29.00S,2021-05-23T00:36:32.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],202681,8.754927726675426,47.86305147058824,1610612751,16,18,2021-05-23T00:36:55Z,890000,11.0,30.0,1,left,MISS K. Irving driving finger roll Layup - blocked,"[202681, 1629057]",1610612751.0,BKN,driving finger roll,,,Irving,K. Irving,,,,,,,,3.17,Missed,,,,,,,,,,,,,,Williams III,1629057.0,
91,PT03M29.00S,2021-05-23T00:36:32.8Z,1,REGULAR,block,,[],1629057,,,1610612751,16,18,2021-05-23T00:36:35Z,900000,,,0,,R. Williams III BLOCK (1 BLK),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,,
92,PT03M28.00S,2021-05-23T00:36:33.8Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612751,16,18,2021-05-23T00:36:49Z,910000,,,0,,TEAM offensive REBOUND,[],1610612751.0,BKN,,,,,,,,,,,,,,,90.0,,,,,,,,,,,,,,,
93,PT03M28.00S,2021-05-23T00:36:47.1Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612751,16,18,2021-05-23T00:36:47Z,920000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,PT03M25.00S,2021-05-23T00:36:56.7Z,1,REGULAR,2pt,Jump Shot,['2ndchance'],201142,9.149145860709593,74.08854166666666,1610612751,16,18,2021-05-23T00:37:00Z,930000,-120.0,34.0,1,left,MISS K. Durant 12' Jump Shot,[201142],1610612751.0,BKN,,,,Durant,K. Durant,,,,,,,,12.5,Missed,,,,,,,,,,,,,,,,
95,PT03M22.00S,2021-05-23T00:36:59.7Z,1,REGULAR,rebound,defensive,[],1629057,,,1610612738,16,18,2021-05-23T00:37:00Z,940000,,,0,,R. Williams III REBOUND (Off:0 Def:1),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,94.0,1.0,1.0,0.0,,,,,,,,,,,,
96,PT03M15.00S,2021-05-23T00:37:06.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202689,87.86136662286465,47.372855392156865,1610612738,16,18,2021-05-23T00:37:13Z,950000,-13.0,62.0,1,right,MISS K. Walker 6' driving floating Shot,[202689],1610612738.0,BOS,driving floating,,,Walker,K. Walker,,,,,,,,6.3,Missed,,,,,,,,,,,,,,,,
97,PT03M14.00S,2021-05-23T00:37:07.1Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612751,16,18,2021-05-23T00:37:13Z,960000,,,0,,TEAM defensive REBOUND,[],1610612751.0,BKN,,,,,,,,,,,,,,,96.0,,,,,,,,,,,,,,,
98,PT03M14.00S,2021-05-23T00:37:10.9Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612751,16,18,2021-05-23T00:37:10Z,970000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,PT03M00.00S,2021-05-23T00:37:30.3Z,1,REGULAR,2pt,Jump Shot,[],201142,21.107095926412615,42.22579656862745,1610612751,16,18,2021-05-23T00:37:35Z,980000,39.0,146.0,1,left,MISS K. Durant 15' pullup Shot,[201142],1610612751.0,BKN,pullup,,,Durant,K. Durant,,,,,,,,15.1,Missed,,,,,,,,,,,,,,,,
100,PT02M56.00S,2021-05-23T00:37:34.3Z,1,REGULAR,rebound,offensive,[],1628971,,,1610612751,16,18,2021-05-23T00:37:35Z,990000,,,0,,B. Brown REBOUND (Off:1 Def:1),[1628971],1610612751.0,BKN,,,,Brown,B. Brown,,,,,,,,,,99.0,2.0,1.0,1.0,,,,,,,,,,,,
102,PT02M55.00S,2021-05-23T00:37:42.3Z,1,REGULAR,foul,offensive,[],203925,,,1610612751,16,18,2021-05-23T00:38:04Z,1010000,,,0,,J. Harris charge offensive FOUL (1 PF),"[203925, 202689]",1610612751.0,BKN,charge,,,Harris,J. Harris,,,,,,,,,,,,,,1198.0,,,,,1.0,0.0,Walker,202689.0,,,
104,PT02M55.00S,2021-05-23T00:37:42.3Z,1,REGULAR,turnover,offensive foul,[],203925,,,1610612751,16,18,2021-05-23T00:37:42Z,1030000,,,0,,J. Harris offensive foul TURNOVER (1 TO),[203925],1610612751.0,BKN,,,,Harris,J. Harris,,,,,1.0,,,,,,,,,1198.0,,,,,,,,,,,
105,PT02M55.00S,2021-05-23T00:37:54.5Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612738,16,18,2021-05-23T00:37:54Z,1040000,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,PT02M55.00S,2021-05-23T00:38:00.4Z,1,REGULAR,substitution,out,[],203925,,,1610612738,16,18,2021-05-23T00:40:50Z,1050000,,,0,,SUB out: J. Harris,[203925],1610612751.0,BKN,,,,Harris,J. Harris,,,,,,,,,,,,,,,,,,,,,,,,,
107,PT02M55.00S,2021-05-23T00:38:00.4Z,1,REGULAR,substitution,out,[],202689,,,1610612738,16,18,2021-05-23T00:40:50Z,1060000,,,0,,SUB out: K. Walker,[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,,,,,,,,,,,,,,,,,,,
108,PT02M55.00S,2021-05-23T00:38:00.4Z,1,REGULAR,substitution,in,[],1629013,,,1610612738,16,18,2021-05-23T00:40:50Z,1070000,,,0,,SUB in: L. Shamet,[1629013],1610612751.0,BKN,,,,Shamet,L. Shamet,,,,,,,,,,,,,,,,,,,,,,,,,
109,PT02M55.00S,2021-05-23T00:38:00.4Z,1,REGULAR,substitution,in,[],1628369,,,1610612738,16,18,2021-05-23T00:40:50Z,1080000,,,0,,SUB in: J. Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,
110,PT02M48.00S,2021-05-23T00:41:34.0Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",203935,93.9060446780552,52.76501225490197,1610612738,16,18,2021-05-23T00:41:45Z,1090000,14.0,5.0,1,right,MISS M. Smart running Layup - blocked,"[203935, 202681]",1610612738.0,BOS,running,,,Smart,M. Smart,,,,,,,,1.46,Missed,,,,,,,,,,,,,,Irving,202681.0,
111,PT02M48.00S,2021-05-23T00:41:34.0Z,1,REGULAR,block,,[],202681,,,1610612738,16,18,2021-05-23T00:41:37Z,1100000,,,0,,K. Irving BLOCK (1 BLK),[202681],1610612751.0,BKN,,,,Irving,K. Irving,,,,,,,,,,,,,,,,,,,,,,,,,
112,PT02M45.00S,2021-05-23T00:41:37.0Z,1,REGULAR,rebound,defensive,[],201142,,,1610612751,16,18,2021-05-23T00:41:45Z,1110000,,,0,,K. Durant REBOUND (Off:0 Def:5),[201142],1610612751.0,BKN,,,,Durant,K. Durant,,,,,,,,,,110.0,5.0,5.0,0.0,,,,,,,,,,,,
113,PT02M42.00S,2021-05-23T00:41:39.5Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fastbreak']",201142,13.748357424441524,50.314031862745104,1610612751,16,18,2021-05-23T00:41:49Z,1120000,-2.0,77.0,1,left,MISS K. Durant 7' running pullup Shot,[201142],1610612751.0,BKN,running pullup,,,Durant,K. Durant,,,,,,,,7.67,Missed,,,,,,,,,,,,,,,,
114,PT02M40.00S,2021-05-23T00:41:41.5Z,1,REGULAR,rebound,defensive,[],1628369,,,1610612738,16,18,2021-05-23T00:41:49Z,1130000,,,0,,J. Tatum REBOUND (Off:0 Def:3),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,113.0,3.0,3.0,0.0,,,,,,,,,,,,
115,PT02M29.00S,2021-05-23T00:41:55.1Z,1,REGULAR,foul,personal,[],1629013,,,1610612738,16,18,2021-05-23T00:42:05Z,1140000,,,0,,L. Shamet personal FOUL (1 PF),"[1629013, 1630174]",1610612751.0,BKN,,,,Shamet,L. Shamet,,,,,,,,,,,,,,1198.0,,,,,1.0,0.0,Nesmith,1630174.0,,,
117,PT02M20.00S,2021-05-23T00:42:18.3Z,1,REGULAR,3pt,Jump Shot,[],1628369,62.92501642575559,49.95787377450981,1610612738,16,18,2021-05-23T00:42:26Z,1160000,0.0,296.0,1,right,MISS J. Tatum 29' step back 3PT,[1628369],1610612738.0,BOS,step back,,,Tatum,J. Tatum,,,,,,,,29.6,Missed,,,,,,,,,,,,,,,,
118,PT02M17.00S,2021-05-23T00:42:21.3Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612751,16,18,2021-05-23T00:42:21Z,1170000,,,0,,TEAM defensive REBOUND,[],1610612751.0,BKN,,,,,,,,,,,,,,,117.0,,,,,,,,,,,,,,,
119,PT02M17.00S,2021-05-23T00:42:22.5Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612751,16,18,2021-05-23T00:42:22Z,1180000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,PT02M03.00S,2021-05-23T00:42:39.7Z,1,REGULAR,3pt,Jump Shot,[],202681,30.17411300919842,31.196384803921568,1610612751,16,18,2021-05-23T00:42:45Z,1190000,94.0,231.0,1,left,MISS K. Irving 24' pullup 3PT,[202681],1610612751.0,BKN,pullup,,,Irving,K. Irving,,,,,,,,24.95,Missed,,,,,,,,,,,,,,,,
121,PT02M00.00S,2021-05-23T00:42:42.7Z,1,REGULAR,rebound,offensive,[],201145,,,1610612751,16,18,2021-05-23T00:42:45Z,1200000,,,0,,J. Green REBOUND (Off:1 Def:0),[201145],1610612751.0,BKN,,,,Green,J. Green,,,,,,,,,,120.0,1.0,0.0,1.0,,,,,,,,,,,,
122,PT02M00.00S,2021-05-23T00:42:43.6Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",201145,5.995400788436268,48.353247549019606,1610612751,16,18,2021-05-23T00:42:47Z,1210000,8.0,4.0,1,left,MISS J. Green putback Layup - blocked,"[201145, 1629057]",1610612751.0,BKN,putback,,,Green,J. Green,,,,,,,,0.91,Missed,,,,,,,,,,,,,,Williams III,1629057.0,
123,PT02M00.00S,2021-05-23T00:42:43.6Z,1,REGULAR,block,,[],1629057,,,1610612751,16,18,2021-05-23T00:42:45Z,1220000,,,0,,R. Williams III BLOCK (2 BLK),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,,
124,PT02M00.00S,2021-05-23T00:42:43.6Z,1,REGULAR,rebound,offensive,[],1628971,,,1610612751,16,18,2021-05-23T00:42:47Z,1230000,,,0,,B. Brown REBOUND (Off:2 Def:1),[1628971],1610612751.0,BKN,,,,Brown,B. Brown,,,,,,,,,,122.0,3.0,1.0,2.0,,,,,,,,,,,,
125,PT01M54.00S,2021-05-23T00:42:49.6Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],202681,32.013797634691194,63.30422794117647,1610612751,16,18,2021-05-23T00:43:45Z,1240000,-67.0,248.0,1,left,MISS K. Irving 25' 3PT,[202681],1610612751.0,BKN,,,,Irving,K. Irving,,,,,,,,25.71,Missed,,,,,,,,,,,,,,,,
126,PT01M50.00S,2021-05-23T00:42:53.6Z,1,REGULAR,rebound,offensive,[],1629013,,,1610612751,16,18,2021-05-23T00:42:54Z,1250000,,,0,,L. Shamet REBOUND (Off:1 Def:0),[1629013],1610612751.0,BKN,,,,Shamet,L. Shamet,,,,,,,,,,125.0,1.0,0.0,1.0,,,,,,,,,,,,
127,PT01M47.00S,2021-05-23T00:42:56.3Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",201142,14.799605781865965,47.372855392156865,1610612751,16,18,2021-05-23T00:43:05Z,1260000,13.0,87.0,1,left,MISS K. Durant 8' driving floating Shot,[201142],1610612751.0,BKN,driving floating,,,Durant,K. Durant,,,,,,,,8.76,Missed,,,,,,,,,,,,,,,,
128,PT01M41.00S,2021-05-23T00:43:02.3Z,1,REGULAR,rebound,defensive,[],203935,,,1610612738,16,18,2021-05-23T00:43:05Z,1270000,,,0,,M. Smart REBOUND (Off:0 Def:1),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,127.0,1.0,1.0,0.0,,,,,,,,,,,,
129,PT01M29.00S,2021-05-23T00:43:13.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203953,80.3712220762155,50.06893382352941,1610612738,16,18,2021-05-23T00:44:42Z,1280000,0.0,132.0,1,right,MISS J. Parker 13' step back Shot,[203953],1610612738.0,BOS,step back,,,Parker,J. Parker,,,,,,,,13.2,Missed,,,,,,,,,,,,,,,,
130,PT01M26.00S,2021-05-23T00:43:16.9Z,1,REGULAR,rebound,offensive,[],1629057,,,1610612738,16,18,2021-05-23T00:43:33Z,1290000,,,0,,R. Williams III REBOUND (Off:1 Def:1),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,129.0,2.0,1.0,1.0,,,,,,,,,,,,
131,PT01M24.00S,2021-05-23T00:43:18.9Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1630174,80.1084099868594,91.00030637254902,1610612738,16,21,2021-05-23T00:45:03Z,1300000,205.0,134.0,1,right,A. Nesmith 24' 3PT  (3 PTS) (R. Williams III 1 AST),"[1630174, 1629057]",1610612738.0,BOS,,,,Nesmith,A. Nesmith,,,,,,,,24.52,Made,,,,,,3.0,R. Williams III,1629057.0,1.0,,,,,,,
133,PT01M00.00S,2021-05-23T00:43:43.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201142,15.193823915900131,46.14736519607843,1610612751,16,21,2021-05-23T00:43:47Z,1320000,19.0,90.0,1,left,MISS K. Durant 9' floating Shot,[201142],1610612751.0,BKN,floating,,,Durant,K. Durant,,,,,,,,9.23,Missed,,,,,,,,,,,,,,,,
134,PT00M58.50S,2021-05-23T00:43:44.5Z,1,REGULAR,rebound,defensive,[],203953,,,1610612738,16,21,2021-05-23T00:43:47Z,1330000,,,0,,J. Parker REBOUND (Off:0 Def:1),[203953],1610612738.0,BOS,,,,Parker,J. Parker,,,,,,,,,,133.0,1.0,1.0,0.0,,,,,,,,,,,,
135,PT00M53.60S,2021-05-23T00:43:52.2Z,1,REGULAR,turnover,out-of-bounds,[],1628369,,,1610612738,16,21,2021-05-23T00:44:06Z,1340000,,,0,,J. Tatum bad pass out-of-bounds TURNOVER (1 TO),[1628369],1610612738.0,BOS,bad pass,,,Tatum,J. Tatum,,,,,1.0,,,,,,,,,2004.0,,,,,,,,,,,
136,PT00M53.60S,2021-05-23T00:43:54.9Z,1,REGULAR,substitution,out,[],202681,,,1610612751,16,21,2021-05-23T00:44:05Z,1350000,,,0,,SUB out: K. Irving,[202681],1610612751.0,BKN,,,,Irving,K. Irving,,,,,,,,,,,,,,,,,,,,,,,,,
137,PT00M53.60S,2021-05-23T00:43:54.9Z,1,REGULAR,substitution,in,[],201935,,,1610612751,16,21,2021-05-23T00:44:05Z,1360000,,,0,,SUB in: J. Harden,[201935],1610612751.0,BKN,,,,Harden,J. Harden,,,,,,,,,,,,,,,,,,,,,,,,,
138,PT00M38.60S,2021-05-23T00:44:24.8Z,1,REGULAR,foul,offensive,[],201935,,,1610612751,16,21,2021-05-23T00:44:41Z,1370000,,,0,,J. Harden offensive FOUL (1 PF),"[201935, 1629057]",1610612751.0,BKN,,,,Harden,J. Harden,,,,,,,,,,,,,,201639.0,,,,,1.0,0.0,Williams III,1629057.0,,,
140,PT00M38.60S,2021-05-23T00:44:24.8Z,1,REGULAR,turnover,offensive foul,[],201935,,,1610612751,16,21,2021-05-23T00:44:24Z,1390000,,,0,,J. Harden offensive foul TURNOVER (1 TO),[201935],1610612751.0,BKN,,,,Harden,J. Harden,,,,,1.0,,,,,,,,,201639.0,,,,,,,,,,,
141,PT00M30.90S,2021-05-23T00:44:51.7Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],1628369,88.38699080157687,29.235600490196077,1610612738,16,21,2021-05-23T00:44:58Z,1400000,-104.0,57.0,1,right,MISS J. Tatum 11' turnaround fadeaway Shot,[1628369],1610612738.0,BOS,turnaround fadeaway,,,Tatum,J. Tatum,,,,,,,,11.83,Missed,,,,,,,,,,,,,,,,
142,PT00M26.60S,2021-05-23T00:44:56.0Z,1,REGULAR,rebound,defensive,[],201145,,,1610612751,16,21,2021-05-23T00:44:58Z,1410000,,,0,,J. Green REBOUND (Off:1 Def:1),[201145],1610612751.0,BKN,,,,Green,J. Green,,,,,,,,,,141.0,2.0,1.0,1.0,,,,,,,,,,,,
143,PT00M05.50S,2021-05-23T00:45:17.0Z,1,REGULAR,3pt,Jump Shot,[],201142,31.61957950065703,41.73560049019608,1610612751,16,21,2021-05-23T00:45:22Z,1420000,41.0,245.0,1,left,MISS K. Durant 24' pullup 3PT,[201142],1610612751.0,BKN,pullup,,,Durant,K. Durant,,,,,,,,24.82,Missed,,,,,,,,,,,,,,,,
144,PT00M02.60S,2021-05-23T00:45:19.9Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612738,16,21,2021-05-23T00:45:22Z,1430000,,,0,,TEAM defensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,,143.0,,,,,,,,,,,,,,,
145,PT00M02.60S,2021-05-23T00:45:23.1Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612738,16,21,2021-05-23T00:45:23Z,1440000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,PT00M00.00S,2021-05-23T00:45:45.6Z,1,REGULAR,period,end,[],0,,,1610612738,16,21,2021-05-23T00:47:01Z,1460000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,PT00M00.00S,2021-05-23T00:46:05.6Z,1,REGULAR,instantreplay,request,[],0,,,1610612738,16,21,2021-05-23T00:57:44Z,1470000,,,0,,,[],,,support,,,,,,,,,,,,,,,,,,201639.0,,,,,,,,,,,End Period - No Basket
149,PT12M00.00S,2021-05-23T00:47:17.0Z,2,REGULAR,substitution,out,['startperiod'],1628971,,,1610612738,16,21,2021-05-23T00:49:00Z,1480000,,,0,,SUB out: B. Brown,[1628971],1610612751.0,BKN,,,,Brown,B. Brown,,,,,,,,,,,,,,,,,,,,,,,,,
150,PT12M00.00S,2021-05-23T00:47:17.0Z,2,REGULAR,substitution,out,['startperiod'],201142,,,1610612738,16,21,2021-05-23T00:49:00Z,1490000,,,0,,SUB out: K. Durant,[201142],1610612751.0,BKN,,,,Durant,K. Durant,,,,,,,,,,,,,,,,,,,,,,,,,
152,PT12M00.00S,2021-05-23T00:47:17.0Z,2,REGULAR,substitution,out,['startperiod'],203935,,,1610612738,16,21,2021-05-23T00:49:00Z,1510000,,,0,,SUB out: M. Smart,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,,
153,PT12M00.00S,2021-05-23T00:47:17.0Z,2,REGULAR,substitution,out,['startperiod'],1629057,,,1610612738,16,21,2021-05-23T00:49:00Z,1520000,,,0,,SUB out: R. Williams III,[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,,
154,PT12M00.00S,2021-05-23T00:47:17.0Z,2,REGULAR,substitution,in,['startperiod'],1629651,,,1610612738,16,21,2021-05-23T00:49:00Z,1530000,,,0,,SUB in: N. Claxton,[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,,,,,,,,,,,,,,,,,,,,,
155,PT12M00.00S,2021-05-23T00:47:17.0Z,2,REGULAR,substitution,in,['startperiod'],203925,,,1610612738,16,21,2021-05-23T00:49:00Z,1540000,,,0,,SUB in: J. Harris,[203925],1610612751.0,BKN,,,,Harris,J. Harris,,,,,,,,,,,,,,,,,,,,,,,,,
156,PT12M00.00S,2021-05-23T00:47:17.0Z,2,REGULAR,substitution,in,['startperiod'],1630202,,,1610612738,16,21,2021-05-23T00:49:00Z,1550000,,,0,,SUB in: P. Pritchard,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,,,,,,,,
157,PT12M00.00S,2021-05-23T00:47:17.0Z,2,REGULAR,substitution,in,['startperiod'],202684,,,1610612738,16,21,2021-05-23T00:49:00Z,1560000,,,0,,SUB in: T. Thompson,[202684],1610612738.0,BOS,,,,Thompson,T. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,
158,PT12M00.00S,2021-05-23T00:47:17.0Z,2,REGULAR,substitution,in,['startperiod'],203095,,,1610612738,16,21,2021-05-23T00:49:00Z,1570000,,,0,,SUB in: E. Fournier,[203095],1610612738.0,BOS,,,,Fournier,E. Fournier,,,,,,,,,,,,,,,,,,,,,,,,,
159,PT12M00.00S,2021-05-23T00:47:17.0Z,2,REGULAR,substitution,out,['startperiod'],1630174,,,1610612738,16,21,2021-05-23T00:49:09Z,1580000,,,0,,SUB out: A. Nesmith,[1630174],1610612738.0,BOS,,,,Nesmith,A. Nesmith,,,,,,,,,,,,,,,,,,,,,,,,,
160,PT12M00.00S,2021-05-23T00:49:09.3Z,2,REGULAR,period,start,[],0,,,1610612738,16,21,2021-05-23T00:49:09Z,1590000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161,PT11M42.00S,2021-05-23T00:49:27.2Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],203953,89.70105124835742,36.833639705882355,1610612738,16,23,2021-05-23T00:49:48Z,1600000,-66.0,44.0,1,right,J. Parker 7' turnaround Hook (2 PTS) (E. Fournier 1 AST),"[203953, 203095]",1610612738.0,BOS,turnaround,,,Parker,J. Parker,,,,,,,,7.93,Made,,,,,,2.0,E. Fournier,203095.0,1.0,,,,,,,
162,PT11M26.00S,2021-05-23T00:49:42.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629651,4.944152431011826,47.372855392156865,1610612751,18,23,2021-05-23T00:49:52Z,1610000,13.0,-6.0,1,left,N. Claxton cutting Layup (2 PTS) (J. Harden 4 AST),"[1629651, 201935]",1610612751.0,BKN,cutting,,,Claxton,N. Claxton,,,,,,,,1.44,Made,,,,,,2.0,J. Harden,201935.0,4.0,,,,,,,
164,PT11M03.00S,2021-05-23T00:50:07.3Z,2,REGULAR,foul,personal,['2freethrow'],1629651,,,1610612738,18,23,2021-05-23T00:50:33Z,1630000,,,0,,N. Claxton shooting personal FOUL (1 PF) (Fournier 2 FT),"[1629651, 203095]",1610612751.0,BKN,shooting,,,Claxton,N. Claxton,,,,,,,,,,,,,,2004.0,,,,,1.0,0.0,Fournier,203095.0,,,
167,PT11M03.00S,2021-05-23T00:50:33.9Z,2,REGULAR,freethrow,1 of 2,[],203095,,,1610612738,18,24,2021-05-23T00:50:34Z,1650000,,,0,,E. Fournier Free Throw 1 of 2 (4 PTS),[203095],1610612738.0,BOS,,,,Fournier,E. Fournier,,,,,,,,,Made,,,,,,4.0,,,,,,,,,,
168,PT11M03.00S,2021-05-23T00:50:48.3Z,2,REGULAR,freethrow,2 of 2,[],203095,,,1610612738,18,25,2021-05-23T00:50:48Z,1660000,,,0,,E. Fournier Free Throw 2 of 2 (5 PTS),[203095],1610612738.0,BOS,,,,Fournier,E. Fournier,,,,,,,,,Made,,,,,,5.0,,,,,,,,,,
169,PT10M52.00S,2021-05-23T00:51:03.4Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203925,8.623521681997373,51.53952205882353,1610612751,20,25,2021-05-23T00:51:09Z,1670000,-8.0,29.0,1,left,J. Harris pullup bank Jump Shot (4 PTS) (J. Harden 5 AST),"[203925, 201935]",1610612751.0,BKN,pullup bank,,,Harris,J. Harris,,,,,,,,2.96,Made,,,,,,4.0,J. Harden,201935.0,5.0,,,,,,,
171,PT10M28.00S,2021-05-23T00:51:27.0Z,2,REGULAR,3pt,Jump Shot,[],1630202,71.96123521681997,80.7061887254902,1610612738,20,25,2021-05-23T00:51:32Z,1690000,154.0,211.0,1,right,MISS P. Pritchard 26' 3PT,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,26.1,Missed,,,,,,,,,,,,,,,,
172,PT10M25.00S,2021-05-23T00:51:30.0Z,2,REGULAR,rebound,offensive,[],202684,,,1610612738,20,25,2021-05-23T00:51:32Z,1700000,,,0,,T. Thompson REBOUND (Off:1 Def:1),[202684],1610612738.0,BOS,,,,Thompson,T. Thompson,,,,,,,,,,171.0,2.0,1.0,1.0,,,,,,,,,,,,
173,PT10M22.00S,2021-05-23T00:51:35.8Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628369,87.20433639947439,41.00030637254902,1610612738,20,25,2021-05-23T00:51:48Z,1710000,-45.0,68.0,1,right,MISS J. Tatum 8' driving Layup - blocked,"[1628369, 201935]",1610612738.0,BOS,driving,,,Tatum,J. Tatum,,,,,,,,8.14,Missed,,,,,,,,,,,,,,Harden,201935.0,
174,PT10M22.00S,2021-05-23T00:51:35.8Z,2,REGULAR,block,,[],201935,,,1610612738,20,25,2021-05-23T00:51:43Z,1720000,,,0,,J. Harden BLOCK (1 BLK),[201935],1610612751.0,BKN,,,,Harden,J. Harden,,,,,,,,,,,,,,,,,,,,,,,,,
175,PT10M22.00S,2021-05-23T00:51:35.8Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612738,20,25,2021-05-23T00:51:48Z,1730000,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,,173.0,,,,,,,,,,,,,,,
176,PT10M21.00S,2021-05-23T00:51:45.5Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612738,20,25,2021-05-23T00:51:45Z,1740000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177,PT10M12.00S,2021-05-23T00:51:55.0Z,2,REGULAR,foul,personal,['2freethrow'],1629651,,,1610612738,20,25,2021-05-23T00:52:31Z,1750000,,,0,,N. Claxton shooting personal FOUL (2 PF) (Tatum 2 FT),"[1629651, 1628369]",1610612751.0,BKN,shooting,,,Claxton,N. Claxton,,,,,,,,,,,,,,1198.0,,,,,2.0,0.0,Tatum,1628369.0,,,
179,PT10M12.00S,2021-05-23T00:52:27.0Z,2,REGULAR,instantreplay,request,[],0,,,1610612738,20,25,2021-05-23T00:52:38Z,1770000,,,0,,,[],,,support,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Support 2 FTs
180,PT10M12.00S,2021-05-23T00:52:43.2Z,2,REGULAR,freethrow,1 of 2,['2ndchance'],1628369,,,1610612738,20,26,2021-05-23T00:52:43Z,1780000,,,0,,J. Tatum Free Throw 1 of 2 (8 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,Made,,,,,,8.0,,,,,,,,,,
