actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId
562,PT05M40.00S,2021-03-05T02:07:33.4Z,4,REGULAR,turnover,bad pass,[],200768,,,1610612761,116,108,2021-03-05T02:07:37Z,5520000,,,0,,K. Lowry bad pass TURNOVER (4 TO),"[200768, 1629684]",1610612761.0,TOR,,,,Lowry,K. Lowry,,,,,,,,,,,,,,,,,,,,4.0,,,Williams,1629684.0
563,PT05M40.00S,2021-03-05T02:07:33.4Z,4,REGULAR,steal,,[],1629684,,,1610612738,116,108,2021-03-05T02:08:13Z,5530000,,,0,,G. Williams STEAL (1 STL),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,
564,PT05M34.00S,2021-03-05T02:07:41.0Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",202684,6.915243101182654,51.78462009803921,1610612738,118,108,2021-03-05T02:07:47Z,5540000,-9.0,13.0,1,left,T. Thompson cutting Layup (12 PTS) (J. Tatum 5 AST),"[202684, 1628369]",1610612738.0,BOS,cutting,,,Thompson,T. Thompson,,,,,1.53,Made,12.0,J. Tatum,1628369.0,5.0,,,,,,,,,,,,,,
566,PT05M34.00S,2021-03-05T02:07:44.1Z,4,REGULAR,foul,personal,['1freethrow'],200768,,,1610612738,118,108,2021-03-05T02:07:56Z,5560000,,,0,,K. Lowry shooting personal FOUL (2 PF) (Thompson 1 FT),"[200768, 202684]",1610612761.0,TOR,shooting,,,Lowry,K. Lowry,,,,,,,,,,,,,,,202049.0,2.0,0.0,Thompson,202684.0,,,,,
568,PT05M34.00S,2021-03-05T02:08:06.0Z,4,REGULAR,substitution,out,[],1628778,,,1610612738,118,108,2021-03-05T02:08:18Z,5580000,,,0,,SUB out: P. Watson,[1628778],1610612761.0,TOR,,,,Watson,P. Watson,,,,,,,,,,,,,,,,,,,,,,,,
569,PT05M34.00S,2021-03-05T02:08:06.0Z,4,REGULAR,substitution,in,[],1626181,,,1610612738,118,108,2021-03-05T02:08:18Z,5590000,,,0,,SUB in: N. Powell,[1626181],1610612761.0,TOR,,,,Powell,N. Powell,,,,,,,,,,,,,,,,,,,,,,,,
570,PT05M34.00S,2021-03-05T02:08:33.9Z,4,REGULAR,freethrow,1 of 1,['fromturnover'],202684,,,1610612738,119,108,2021-03-05T02:08:33Z,5600000,,,0,,T. Thompson Free Throw 1 of 1 (13 PTS),[202684],1610612738.0,BOS,,,,Thompson,T. Thompson,,,,,,Made,13.0,,,,,,,,,,,,,,,,,
571,PT05M28.00S,2021-03-05T02:08:45.9Z,4,REGULAR,foul,personal,['2freethrow'],1630202,,,1610612761,119,108,2021-03-05T02:09:07Z,5610000,,,0,,P. Pritchard shooting personal FOUL (4 PF) (Lowry 2 FT),"[1630202, 200768]",1610612738.0,BOS,shooting,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,1162.0,4.0,0.0,Lowry,200768.0,,,,,
575,PT05M28.00S,2021-03-05T02:09:10.2Z,4,REGULAR,substitution,out,[],1630202,,,1610612761,119,108,2021-03-05T02:09:17Z,5650000,,,0,,SUB out: P. Pritchard,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,,,,,,,
576,PT05M28.00S,2021-03-05T02:09:10.2Z,4,REGULAR,substitution,in,[],202689,,,1610612761,119,108,2021-03-05T02:09:17Z,5660000,,,0,,SUB in: K. Walker,[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,,,,,,,,,,,,,,,,,,
573,PT05M28.00S,2021-03-05T02:09:10.5Z,4,REGULAR,freethrow,1 of 2,[],200768,,,1610612761,119,108,2021-03-05T02:24:53Z,5662500,,,0,,MISS K. Lowry Free Throw 1 of 2,[200768],1610612761.0,TOR,,,,Lowry,K. Lowry,,,,,,Missed,,,,,,,,,,,,,,,,,,
574,PT05M28.00S,2021-03-05T02:09:10.5Z,4,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612761,119,108,2021-03-05T02:24:53Z,5663750,,,0,,TEAM offensive REBOUND,[],1610612761.0,TOR,,,,,,,,,,,,,,,,573.0,,,,,,,,,,,,,
577,PT05M28.00S,2021-03-05T02:09:10.5Z,4,REGULAR,freethrow,2 of 2,[],200768,,,1610612761,119,109,2021-03-05T02:24:53Z,5664375,,,0,,K. Lowry Free Throw 2 of 2 (14 PTS),[200768],1610612761.0,TOR,,,,Lowry,K. Lowry,,,,,,Made,14.0,,,,,,,,,,,,,,,,,
578,PT05M11.00S,2021-03-05T02:09:49.3Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1628369,7.835085413929041,44.921875,1610612738,119,109,2021-03-05T02:23:50Z,5665000,25.0,21.0,1,left,MISS J. Tatum driving Layup,[1628369],1610612738.0,BOS,driving,,,Tatum,J. Tatum,,,,,3.3,Missed,,,,,,,,,,,,,,,,,,
579,PT05M08.00S,2021-03-05T02:09:52.3Z,4,REGULAR,rebound,defensive,[],200768,,,1610612761,119,109,2021-03-05T02:23:50Z,5667500,,,0,,K. Lowry REBOUND (Off:1 Def:2),[200768],1610612761.0,TOR,,,,Lowry,K. Lowry,,,,,,,,,,,578.0,3.0,2.0,1.0,,,,,,,,,,
582,PT05M03.00S,2021-03-05T02:09:55.6Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",200768,90.48948751642575,56.44148284313726,1610612761,119,109,2021-03-05T02:10:19Z,5720000,32.0,37.0,1,right,MISS K. Lowry Layup,[200768],1610612761.0,TOR,,,,Lowry,K. Lowry,,,,,4.9,Missed,,,,,,,,,,,,,,,,,,
583,PT05M01.00S,2021-03-05T02:09:57.6Z,4,REGULAR,rebound,defensive,[],1629684,,,1610612738,119,109,2021-03-05T02:10:19Z,5730000,,,0,,G. Williams REBOUND (Off:2 Def:2),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,582.0,4.0,2.0,2.0,,,,,,,,,,
584,PT04M55.00S,2021-03-05T02:10:03.9Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1627759,8.09789750328515,45.166973039215684,1610612738,121,109,2021-03-05T02:10:31Z,5740000,24.0,24.0,1,left,J. Brown driving finger roll Layup (17 PTS) (K. Walker 6 AST),"[1627759, 202689]",1610612738.0,BOS,driving finger roll,,,Brown,J. Brown,,,,,3.38,Made,17.0,K. Walker,202689.0,6.0,,,,,,,,,,,,,,
586,PT04M27.00S,2021-03-05T02:10:30.7Z,4,REGULAR,3pt,Jump Shot,[],1629056,66.70499342969777,43.451286764705884,1610612761,121,109,2021-03-05T02:10:51Z,5760000,-33.0,260.0,1,right,MISS T. Davis 26' 3PT,[1629056],1610612761.0,TOR,,,,Davis,T. Davis,,,,,26.25,Missed,,,,,,,,,,,,,,,,,,
587,PT04M25.00S,2021-03-05T02:10:33.7Z,4,REGULAR,rebound,offensive,[],1626169,,,1610612761,121,109,2021-03-05T02:10:33Z,5770000,,,0,,S. Johnson REBOUND (Off:1 Def:1),[1626169],1610612761.0,TOR,,,,Johnson,S. Johnson,,,,,,,,,,,586.0,2.0,1.0,1.0,,,,,,,,,,
588,PT04M23.00S,2021-03-05T02:10:35.2Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],1626169,76.2976346911958,8.15716911764706,1610612761,121,112,2021-03-05T02:11:00Z,5780000,-209.0,170.0,1,right,S. Johnson 26' 3PT  (11 PTS),[1626169],1610612761.0,TOR,,,,Johnson,S. Johnson,,,,,26.98,Made,11.0,,,,,,,,,,,,,,,,,
589,PT03M57.00S,2021-03-05T02:11:00.7Z,4,REGULAR,3pt,Jump Shot,[],1627759,32.14520367936925,63.794424019607845,1610612738,121,112,2021-03-05T02:11:16Z,5790000,-69.0,250.0,1,left,MISS J. Brown 25' 3PT,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,25.91,Missed,,,,,,,,,,,,,,,,,,
590,PT03M55.00S,2021-03-05T02:11:02.7Z,4,REGULAR,rebound,defensive,[],1629056,,,1610612761,121,112,2021-03-05T02:11:16Z,5800000,,,0,,T. Davis REBOUND (Off:1 Def:2),[1629056],1610612761.0,TOR,,,,Davis,T. Davis,,,,,,,,,,,589.0,3.0,2.0,1.0,,,,,,,,,,
591,PT03M48.00S,2021-03-05T02:11:11.0Z,4,REGULAR,2pt,DUNK,['pointsinthepaint'],1628449,91.01511169513797,49.57873774509804,1610612761,121,114,2021-03-05T02:11:21Z,5810000,-2.0,32.0,1,right,C. Boucher cutting DUNK (22 PTS) (K. Lowry 17 AST),"[1628449, 200768]",1610612761.0,TOR,cutting,,,Boucher,C. Boucher,,,,,3.21,Made,22.0,K. Lowry,200768.0,17.0,,,,,,,,,,,,,,
593,PT03M46.00S,2021-03-05T02:11:15.2Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612738,121,114,2021-03-05T02:11:15Z,5830000,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
594,PT03M46.00S,2021-03-05T02:13:35.0Z,4,REGULAR,substitution,out,[],1629684,,,1610612738,121,114,2021-03-05T02:13:53Z,5840000,,,0,,SUB out: G. Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,
595,PT03M46.00S,2021-03-05T02:13:35.0Z,4,REGULAR,substitution,out,[],202684,,,1610612738,121,114,2021-03-05T02:13:53Z,5850000,,,0,,SUB out: T. Thompson,[202684],1610612738.0,BOS,,,,Thompson,T. Thompson,,,,,,,,,,,,,,,,,,,,,,,,
596,PT03M46.00S,2021-03-05T02:13:35.0Z,4,REGULAR,substitution,in,[],1629057,,,1610612738,121,114,2021-03-05T02:13:53Z,5860000,,,0,,SUB in: R. Williams III,[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,
597,PT03M46.00S,2021-03-05T02:13:35.0Z,4,REGULAR,substitution,in,[],201952,,,1610612738,121,114,2021-03-05T02:13:53Z,5870000,,,0,,SUB in: J. Teague,[201952],1610612738.0,BOS,,,,Teague,J. Teague,,,,,,,,,,,,,,,,,,,,,,,,
598,PT03M33.00S,2021-03-05T02:14:19.5Z,4,REGULAR,2pt,Jump Shot,[],202689,9.806176084099869,81.93167892156863,1610612738,121,114,2021-03-05T02:14:27Z,5880000,-160.0,40.0,1,left,MISS K. Walker 16' pullup Shot,[202689],1610612738.0,BOS,pullup,,,Walker,K. Walker,,,,,16.46,Missed,,,,,,,,,,,,,,,,,,
599,PT03M31.00S,2021-03-05T02:14:21.5Z,4,REGULAR,rebound,offensive,[],1629057,,,1610612738,121,114,2021-03-05T02:14:27Z,5890000,,,0,,R. Williams III REBOUND (Off:3 Def:4),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,598.0,7.0,4.0,3.0,,,,,,,,,,
600,PT03M30.00S,2021-03-05T02:14:24.6Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],1627759,32.013797634691194,40.75520833333333,1610612738,121,114,2021-03-05T02:14:31Z,5900000,46.0,248.0,1,left,MISS J. Brown 25' 3PT,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,25.27,Missed,,,,,,,,,,,,,,,,,,
601,PT03M28.00S,2021-03-05T02:14:26.6Z,4,REGULAR,rebound,defensive,[],1628449,,,1610612761,121,114,2021-03-05T02:14:31Z,5910000,,,0,,C. Boucher REBOUND (Off:1 Def:4),[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,,,,,,,600.0,5.0,4.0,1.0,,,,,,,,,,
602,PT03M16.00S,2021-03-05T02:14:37.1Z,4,REGULAR,3pt,Jump Shot,[],1628449,68.41327201051249,73.84344362745098,1610612761,121,117,2021-03-05T02:14:43Z,5920000,119.0,244.0,1,right,C. Boucher 27' 3PT  (25 PTS) (K. Lowry 18 AST),"[1628449, 200768]",1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,27.19,Made,25.0,K. Lowry,200768.0,18.0,,,,,,,,,,,,,,
604,PT02M59.00S,2021-03-05T02:14:56.6Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628449,,,1610612738,121,117,2021-03-05T02:15:05Z,5940000,,,0,,C. Boucher personal FOUL (5 PF) (Brown 2 FT),"[1628449, 1627759]",1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,,,,,,,,,,,1162.0,5.0,0.0,Brown,1627759.0,,,,,
606,PT02M59.00S,2021-03-05T02:15:29.8Z,4,REGULAR,freethrow,1 of 2,[],1627759,,,1610612738,121,117,2021-03-05T02:15:29Z,5960000,,,0,,MISS J. Brown Free Throw 1 of 2,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,Missed,,,,,,,,,,,,,,,,,,
607,PT02M59.00S,2021-03-05T02:15:29.8Z,4,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612738,121,117,2021-03-05T02:15:29Z,5970000,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,,,606.0,,,,,,,,,,,,,
608,PT02M59.00S,2021-03-05T02:15:42.5Z,4,REGULAR,freethrow,2 of 2,[],1627759,,,1610612738,122,117,2021-03-05T02:15:42Z,5980000,,,0,,J. Brown Free Throw 2 of 2 (18 PTS),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,Made,18.0,,,,,,,,,,,,,,,,,
609,PT02M45.00S,2021-03-05T02:15:59.6Z,4,REGULAR,foul,personal,['2freethrow'],1627759,,,1610612761,122,117,2021-03-05T02:16:07Z,5990000,,,0,,J. Brown shooting personal FOUL (4 PF) (Boucher 2 FT),"[1627759, 1628449]",1610612738.0,BOS,shooting,,,Brown,J. Brown,,,,,,,,,,,,,,,1162.0,4.0,0.0,Boucher,1628449.0,,,,,
611,PT02M45.00S,2021-03-05T02:16:18.8Z,4,REGULAR,freethrow,1 of 2,[],1628449,,,1610612761,122,118,2021-03-05T02:16:18Z,6010000,,,0,,C. Boucher Free Throw 1 of 2 (26 PTS),[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,,Made,26.0,,,,,,,,,,,,,,,,,
612,PT02M45.00S,2021-03-05T02:16:30.6Z,4,REGULAR,freethrow,2 of 2,[],1628449,,,1610612761,122,119,2021-03-05T02:16:30Z,6020000,,,0,,C. Boucher Free Throw 2 of 2 (27 PTS),[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,,Made,27.0,,,,,,,,,,,,,,,,,
613,PT02M26.00S,2021-03-05T02:16:54.2Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1626181,,,1610612738,122,119,2021-03-05T02:17:01Z,6030000,,,0,,N. Powell personal FOUL (4 PF) (Brown 2 FT),"[1626181, 1627759]",1610612761.0,TOR,,,,Powell,N. Powell,,,,,,,,,,,,,,,202049.0,4.0,0.0,Brown,1627759.0,,,,,
615,PT02M26.00S,2021-03-05T02:17:25.5Z,4,REGULAR,freethrow,1 of 2,[],1627759,,,1610612738,122,119,2021-03-05T02:17:25Z,6050000,,,0,,MISS J. Brown Free Throw 1 of 2,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,Missed,,,,,,,,,,,,,,,,,,
616,PT02M26.00S,2021-03-05T02:17:25.5Z,4,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612738,122,119,2021-03-05T02:17:25Z,6060000,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,,,615.0,,,,,,,,,,,,,
617,PT02M26.00S,2021-03-05T02:17:39.5Z,4,REGULAR,freethrow,2 of 2,[],1627759,,,1610612738,123,119,2021-03-05T02:17:39Z,6070000,,,0,,J. Brown Free Throw 2 of 2 (19 PTS),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,Made,19.0,,,,,,,,,,,,,,,,,
618,PT02M10.00S,2021-03-05T02:18:03.5Z,4,REGULAR,foul,offensive,['inpenalty'],1626181,,,1610612761,123,119,2021-03-05T02:18:21Z,6080000,,,0,,N. Powell charge offensive FOUL (5 PF),"[1626181, 202689]",1610612761.0,TOR,charge,,,Powell,N. Powell,,,,,,,,,,,,,,,202049.0,5.0,0.0,Walker,202689.0,,,,,
620,PT02M10.00S,2021-03-05T02:18:03.5Z,4,REGULAR,turnover,offensive foul,[],1626181,,,1610612761,123,119,2021-03-05T02:18:03Z,6100000,,,0,,N. Powell offensive foul TURNOVER (1 TO),[1626181],1610612761.0,TOR,,,,Powell,N. Powell,,,,,,,,,,,,,,,202049.0,,,,,1.0,,,,
621,PT01M53.00S,2021-03-05T02:18:41.5Z,4,REGULAR,2pt,Jump Shot,['fromturnover'],1628369,23.078186596583443,30.95128676470588,1610612738,125,119,2021-03-05T02:18:49Z,6110000,95.0,164.0,1,left,J. Tatum 19' step back Jump Shot (24 PTS),[1628369],1610612738.0,BOS,step back,,,Tatum,J. Tatum,,,,,19.0,Made,24.0,,,,,,,,,,,,,,,,,
622,PT01M43.00S,2021-03-05T02:18:56.4Z,4,REGULAR,3pt,Jump Shot,[],1629056,88.51839684625493,3.5003063725490198,1610612761,125,119,2021-03-05T02:19:07Z,6120000,-232.0,55.0,1,right,MISS T. Davis 3PT,[1629056],1610612761.0,TOR,,,,Davis,T. Davis,,,,,23.9,Missed,,,,,,,,,,,,,,,,,,
623,PT01M41.00S,2021-03-05T02:18:58.4Z,4,REGULAR,rebound,defensive,[],1627759,,,1610612738,125,119,2021-03-05T02:19:07Z,6130000,,,0,,J. Brown REBOUND (Off:0 Def:7),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,622.0,7.0,7.0,0.0,,,,,,,,,,
624,PT01M17.00S,2021-03-05T02:19:22.4Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201952,7.752956636005257,63.32720588235294,1610612738,127,119,2021-03-05T02:19:29Z,6140000,-67.0,20.0,1,left,J. Teague 6' driving floating Jump Shot (14 PTS),[201952],1610612738.0,BOS,driving floating,,,Teague,J. Teague,,,,,6.97,Made,14.0,,,,,,,,,,,,,,,,,
625,PT01M16.00S,2021-03-05T02:19:33.7Z,4,REGULAR,timeout,full,['team'],0,,,1610612761,127,119,2021-03-05T02:19:33Z,6150000,,,0,,TOR Timeout,[],1610612761.0,TOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
626,PT01M16.00S,2021-03-05T02:20:42.4Z,4,REGULAR,substitution,out,[],1629056,,,1610612761,127,119,2021-03-05T02:21:02Z,6160000,,,0,,SUB out: T. Davis,[1629056],1610612761.0,TOR,,,,Davis,T. Davis,,,,,,,,,,,,,,,,,,,,,,,,
627,PT01M16.00S,2021-03-05T02:20:42.4Z,4,REGULAR,substitution,in,[],1628778,,,1610612761,127,119,2021-03-05T02:21:02Z,6170000,,,0,,SUB in: P. Watson,[1628778],1610612761.0,TOR,,,,Watson,P. Watson,,,,,,,,,,,,,,,,,,,,,,,,
628,PT01M01.00S,2021-03-05T02:21:17.2Z,4,REGULAR,3pt,Jump Shot,[],1626169,69.59592641261499,78.74540441176471,1610612761,127,122,2021-03-05T02:21:22Z,6180000,144.0,233.0,1,right,S. Johnson 27' 3PT  (14 PTS) (N. Powell 4 AST),"[1626169, 1626181]",1610612761.0,TOR,,,,Johnson,S. Johnson,,,,,27.4,Made,14.0,N. Powell,1626181.0,4.0,,,,,,,,,,,,,,
630,PT00M38.60S,2021-03-05T02:21:44.0Z,4,REGULAR,2pt,Jump Shot,[],1628369,21.50131406044678,20.657169117647058,1610612738,129,122,2021-03-05T02:22:00Z,6200000,147.0,150.0,1,left,J. Tatum 20' Jump Shot (26 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,20.95,Made,26.0,,,,,,,,,,,,,,,,,
631,PT00M31.70S,2021-03-05T02:21:55.9Z,4,REGULAR,3pt,Jump Shot,[],1628449,65.65374507227332,56.196384803921575,1610612761,129,125,2021-03-05T02:22:03Z,6210000,31.0,270.0,1,right,C. Boucher 27' 3PT  (30 PTS) (K. Lowry 19 AST),"[1628449, 200768]",1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,27.22,Made,30.0,K. Lowry,200768.0,19.0,,,,,,,,,,,,,,
633,PT00M29.10S,2021-03-05T02:22:12.1Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628778,,,1610612738,129,125,2021-03-05T02:30:59Z,6230000,,,0,,P. Watson take personal FOUL (2 PF) (Brown 2 FT),"[1628778, 1627759]",1610612761.0,TOR,take,,,Watson,P. Watson,,,,,,,,,,,,,,,202049.0,2.0,0.0,Brown,1627759.0,,,,,
635,PT00M29.10S,2021-03-05T02:22:38.8Z,4,REGULAR,freethrow,1 of 2,[],1627759,,,1610612738,129,125,2021-03-05T02:22:38Z,6250000,,,0,,MISS J. Brown Free Throw 1 of 2,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,Missed,,,,,,,,,,,,,,,,,,
636,PT00M29.10S,2021-03-05T02:22:38.8Z,4,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612738,129,125,2021-03-05T02:22:38Z,6260000,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,,,635.0,,,,,,,,,,,,,
637,PT00M29.10S,2021-03-05T02:22:39.7Z,4,REGULAR,substitution,out,[],1629057,,,1610612738,129,125,2021-03-05T02:22:42Z,6270000,,,0,,SUB out: R. Williams III,[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,
638,PT00M29.10S,2021-03-05T02:22:39.7Z,4,REGULAR,substitution,in,[],1629684,,,1610612738,129,125,2021-03-05T02:22:42Z,6280000,,,0,,SUB in: G. Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,
639,PT00M29.10S,2021-03-05T02:23:07.8Z,4,REGULAR,freethrow,2 of 2,[],1627759,,,1610612738,130,125,2021-03-05T02:23:07Z,6290000,,,0,,J. Brown Free Throw 2 of 2 (20 PTS),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,Made,20.0,,,,,,,,,,,,,,,,,
640,PT00M24.00S,2021-03-05T02:23:16.0Z,4,REGULAR,3pt,Jump Shot,['fastbreak'],200768,66.17936925098554,27.76501225490196,1610612761,130,125,2021-03-05T02:23:28Z,6300000,-111.0,265.0,1,right,MISS K. Lowry 28' running pullup 3PT,[200768],1610612761.0,TOR,running pullup,,,Lowry,K. Lowry,,,,,28.78,Missed,,,,,,,,,,,,,,,,,,
641,PT00M22.50S,2021-03-05T02:23:17.5Z,4,REGULAR,rebound,defensive,[],1628369,,,1610612738,130,125,2021-03-05T02:23:28Z,6310000,,,0,,J. Tatum REBOUND (Off:1 Def:10),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,640.0,11.0,10.0,1.0,,,,,,,,,,
642,PT00M12.80S,2021-03-05T02:23:28.4Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628449,,,1610612738,130,125,2021-03-05T02:23:37Z,6320000,,,0,,C. Boucher take personal FOUL (6 PF) (Brown 2 FT),"[1628449, 1627759]",1610612761.0,TOR,take,,,Boucher,C. Boucher,,,,,,,,,,,,,,,1162.0,6.0,0.0,Brown,1627759.0,,,,,
644,PT00M12.80S,2021-03-05T02:24:02.3Z,4,REGULAR,substitution,out,[],1628449,,,1610612738,130,125,2021-03-05T02:24:04Z,6340000,,,0,,SUB out: C. Boucher,[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,,,,,,,,,,,,,,,,,,,,
645,PT00M12.80S,2021-03-05T02:24:02.3Z,4,REGULAR,substitution,in,[],1627761,,,1610612738,130,125,2021-03-05T02:24:04Z,6350000,,,0,,SUB in: D. Bembry,[1627761],1610612761.0,TOR,,,,Bembry,D. Bembry,,,,,,,,,,,,,,,,,,,,,,,,
646,PT00M12.80S,2021-03-05T02:24:13.8Z,4,REGULAR,freethrow,1 of 2,[],1627759,,,1610612738,131,125,2021-03-05T02:24:36Z,6360000,,,0,,J. Brown Free Throw 1 of 2 (21 PTS),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,Made,21.0,,,,,,,,,,,,,,,,,
647,PT00M12.80S,2021-03-05T02:24:13.8Z,4,REGULAR,freethrow,2 of 2,[],1627759,,,1610612738,131,125,2021-03-05T02:24:36Z,6370000,,,0,,MISS J. Brown Free Throw 2 of 2,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,Missed,,,,,,,,,,,,,,,,,,
648,PT00M12.80S,2021-03-05T02:24:13.8Z,4,REGULAR,rebound,defensive,[],1628778,,,1610612761,131,125,2021-03-05T02:24:36Z,6380000,,,0,,P. Watson REBOUND (Off:0 Def:1),[1628778],1610612761.0,TOR,,,,Watson,P. Watson,,,,,,,,,,,647.0,1.0,1.0,0.0,,,,,,,,,,
649,PT00M12.00S,2021-03-05T02:24:35.1Z,4,REGULAR,timeout,full,['team'],0,,,1610612761,131,125,2021-03-05T02:24:35Z,6390000,,,0,,TOR Timeout,[],1610612761.0,TOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
650,PT00M09.30S,2021-03-05T02:26:05.7Z,4,REGULAR,3pt,Jump Shot,[],1626169,68.9388961892247,25.06893382352941,1610612761,131,125,2021-03-05T02:26:13Z,6400000,-125.0,239.0,1,right,MISS S. Johnson 27' pullup 3PT,[1626169],1610612761.0,TOR,pullup,,,Johnson,S. Johnson,,,,,27.0,Missed,,,,,,,,,,,,,,,,,,
651,PT00M07.70S,2021-03-05T02:26:07.3Z,4,REGULAR,rebound,defensive,[],1628369,,,1610612738,131,125,2021-03-05T02:26:13Z,6410000,,,0,,J. Tatum REBOUND (Off:1 Def:11),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,650.0,12.0,11.0,1.0,,,,,,,,,,
652,PT00M03.40S,2021-03-05T02:26:12.7Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1626181,,,1610612738,131,125,2021-03-05T02:26:41Z,6420000,,,0,,N. Powell take personal FOUL (6 PF) (Tatum 2 FT),"[1626181, 1628369]",1610612761.0,TOR,take,,,Powell,N. Powell,,,,,,,,,,,,,,,201638.0,6.0,0.0,Tatum,1628369.0,,,,,
654,PT00M03.40S,2021-03-05T02:26:32.5Z,4,REGULAR,substitution,out,[],1626181,,,1610612738,131,125,2021-03-05T02:26:40Z,6440000,,,0,,SUB out: N. Powell,[1626181],1610612761.0,TOR,,,,Powell,N. Powell,,,,,,,,,,,,,,,,,,,,,,,,
655,PT00M03.40S,2021-03-05T02:26:32.5Z,4,REGULAR,substitution,in,[],203382,,,1610612738,131,125,2021-03-05T02:26:40Z,6450000,,,0,,SUB in: A. Baynes,[203382],1610612761.0,TOR,,,,Baynes,A. Baynes,,,,,,,,,,,,,,,,,,,,,,,,
