actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,value
17,PT10M56.00S,2021-03-01T00:11:36.9Z,1,REGULAR,turnover,offensive foul,[],1629021,,,1610612764,2,0,2021-03-01T00:11:36Z,170000,,,0,,M. Wagner offensive foul TURNOVER (1 TO),[1629021],1610612764.0,WAS,,,,Wagner,M. Wagner,,,,,,,,,,,,,,,2715.0,,,,,1.0,,,,,
19,PT10M48.00S,2021-03-01T00:12:06.4Z,1,REGULAR,violation,kicked ball,[],1629021,,,1610612738,2,0,2021-03-01T00:12:14Z,190000,,,0,,M. Wagner kicked ball VIOLATION,[1629021],1610612764.0,WAS,,,,Wagner,M. Wagner,,,,,,,,,,,,,,,1198.0,,,,,,,,,,
20,PT10M34.00S,2021-03-01T00:12:22.0Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],202689,86.2023653088042,87.83700980392157,1610612738,2,0,2021-03-01T00:12:33Z,200000,189.0,77.0,1,right,MISS K. Walker 20' step back Shot,[202689],1610612738.0,BOS,step back,,,Walker,K. Walker,,,,,20.43,Missed,,,,,,,,,,,,,,,,,,,
21,PT10M32.00S,2021-03-01T00:12:24.0Z,1,REGULAR,rebound,defensive,[],1629726,,,1610612764,2,0,2021-03-01T00:12:33Z,210000,,,0,,G. Mathews REBOUND (Off:0 Def:1),[1629726],1610612764.0,WAS,,,,Mathews,G. Mathews,,,,,,,20.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
22,PT10M23.00S,2021-03-01T00:12:33.7Z,1,REGULAR,turnover,lost ball,[],203078,,,1610612764,2,0,2021-03-01T00:12:38Z,220000,,,0,,B. Beal lost ball TURNOVER (1 TO),"[203078, 202689]",1610612764.0,WAS,,,,Beal,B. Beal,,,,,,,,,,,,,,,,,,,,1.0,Walker,202689.0,,,
23,PT10M23.00S,2021-03-01T00:12:33.7Z,1,REGULAR,steal,,[],202689,,,1610612738,2,0,2021-03-01T00:12:36Z,230000,,,0,,K. Walker STEAL (1 STL),[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,,,,,,,,,,,,,,,,,,,
24,PT10M13.00S,2021-03-01T00:12:43.5Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1628464,72.40062417871222,18.964460784313726,1610612738,2,0,2021-03-01T00:12:49Z,240000,-155.0,207.0,1,right,MISS D. Theis 25' 3PT,[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,25.86,Missed,,,,,,,,,,,,,,,,,,,
25,PT10M11.00S,2021-03-01T00:12:45.5Z,1,REGULAR,rebound,defensive,[],1629726,,,1610612764,2,0,2021-03-01T00:12:49Z,250000,,,0,,G. Mathews REBOUND (Off:0 Def:2),[1629726],1610612764.0,WAS,,,,Mathews,G. Mathews,,,,,,,24.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
26,PT10M00.00S,2021-03-01T00:12:56.5Z,1,REGULAR,3pt,Jump Shot,[],1629021,32.53942181340342,41.98069852941176,1610612764,2,0,2021-03-01T00:13:05Z,260000,40.0,253.0,1,left,MISS M. Wagner 25' 3PT,[1629021],1610612764.0,WAS,,,,Wagner,M. Wagner,,,,,25.66,Missed,,,,,,,,,,,,,,,,,,,
27,PT09M57.00S,2021-03-01T00:12:59.5Z,1,REGULAR,rebound,defensive,[],202689,,,1610612738,2,0,2021-03-01T00:13:05Z,270000,,,0,,K. Walker REBOUND (Off:0 Def:1),[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,26.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
28,PT09M45.00S,2021-03-01T00:13:11.3Z,1,REGULAR,3pt,Jump Shot,[],202689,66.90415571616293,59.16053921568627,1610612738,5,0,2021-03-01T00:13:18Z,280000,46.0,259.0,1,right,K. Walker 26' 3PT  (3 PTS) (J. Tatum 1 AST),"[202689, 1628369]",1610612738.0,BOS,,,,Walker,K. Walker,,,,,26.26,Made,,,,,3.0,J. Tatum,1628369.0,1.0,,,,,,,,,,,
30,PT09M32.00S,2021-03-01T00:13:23.9Z,1,REGULAR,3pt,Jump Shot,[],1629726,30.042706964520367,75.06893382352942,1610612764,5,0,2021-03-01T00:13:29Z,300000,-125.0,230.0,1,left,MISS G. Mathews 26' 3PT,[1629726],1610612764.0,WAS,,,,Mathews,G. Mathews,,,,,26.18,Missed,,,,,,,,,,,,,,,,,,,
31,PT09M30.00S,2021-03-01T00:13:25.9Z,1,REGULAR,rebound,defensive,[],1628369,,,1610612738,5,0,2021-03-01T00:13:29Z,310000,,,0,,J. Tatum REBOUND (Off:0 Def:1),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,30.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
32,PT09M24.00S,2021-03-01T00:13:33.2Z,1,REGULAR,2pt,Jump Shot,[],1628369,81.8659658344284,24.184283088235293,1610612738,5,0,2021-03-01T00:13:45Z,320000,-129.0,118.0,1,right,MISS J. Tatum 17' pullup Shot,[1628369],1610612738.0,BOS,pullup,,,Tatum,J. Tatum,,,,,17.49,Missed,,,,,,,,,,,,,,,,,,,
33,PT09M22.00S,2021-03-01T00:13:35.2Z,1,REGULAR,rebound,offensive,[],1628464,,,1610612738,5,0,2021-03-01T00:13:45Z,330000,,,0,,D. Theis REBOUND (Off:1 Def:0),[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,32.0,1.0,0.0,1.0,,,,,,,,,,,,,,,
34,PT09M21.00S,2021-03-01T00:13:39.4Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1628464,94.08672798948751,52.420343137254896,1610612738,7,0,2021-03-01T00:13:57Z,340000,12.0,3.0,1,right,D. Theis putback Layup (2 PTS),[1628464],1610612738.0,BOS,putback,,,Theis,D. Theis,,,,,1.25,Made,,,,,2.0,,,,,,,,,,,,,,
35,PT09M19.00S,2021-03-01T00:13:44.9Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612764,7,0,2021-03-01T00:13:44Z,350000,,,0,,WAS Timeout,[],1610612764.0,WAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,PT09M10.00S,2021-03-01T00:16:46.0Z,1,REGULAR,foul,personal,[],1628464,,,1610612764,7,0,2021-03-01T00:16:52Z,360000,,,0,,D. Theis personal FOUL (1 PF),"[1628464, 203078]",1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,,,,,2715.0,1.0,0.0,Beal,203078.0,,,,,,
38,PT09M04.00S,2021-03-01T00:17:01.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],201566,7.5722733245729295,40.01991421568628,1610612764,7,0,2021-03-01T00:17:09Z,380000,50.0,19.0,1,left,MISS R. Westbrook driving Layup,[201566],1610612764.0,WAS,driving,,,Westbrook,R. Westbrook,,,,,5.33,Missed,,,,,,,,,,,,,,,,,,,
39,PT09M02.00S,2021-03-01T00:17:03.8Z,1,REGULAR,rebound,defensive,[],1628369,,,1610612738,7,0,2021-03-01T00:17:09Z,390000,,,0,,J. Tatum REBOUND (Off:0 Def:2),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,38.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
40,PT08M56.00S,2021-03-01T00:17:09.7Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],202689,71.96123521681997,87.32383578431373,1610612738,7,0,2021-03-01T00:17:43Z,400000,187.0,211.0,1,right,MISS K. Walker 28' 3PT,[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,28.17,Missed,,,,,,,,,,,,,,,,,,,
41,PT08M54.00S,2021-03-01T00:17:11.7Z,1,REGULAR,rebound,defensive,[],203078,,,1610612764,7,0,2021-03-01T00:17:43Z,410000,,,0,,B. Beal REBOUND (Off:0 Def:1),[203078],1610612764.0,WAS,,,,Beal,B. Beal,,,,,,,40.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
42,PT08M50.00S,2021-03-01T00:17:18.3Z,1,REGULAR,foul,personal,['2freethrow'],202684,,,1610612764,7,0,2021-03-01T00:17:27Z,420000,,,0,,T. Thompson shooting personal FOUL (1 PF) (Beal 2 FT),"[202684, 203078]",1610612738.0,BOS,shooting,,,Thompson,T. Thompson,,,,,,,,,,,,,,,1198.0,1.0,0.0,Beal,203078.0,,,,,,
44,PT08M50.00S,2021-03-01T00:17:44.1Z,1,REGULAR,freethrow,1 of 2,[],203078,,,1610612764,7,1,2021-03-01T00:17:44Z,440000,,,0,,B. Beal Free Throw 1 of 2 (1 PTS),[203078],1610612764.0,WAS,,,,Beal,B. Beal,,,,,,Made,,,,,1.0,,,,,,,,,,,,,,
45,PT08M50.00S,2021-03-01T00:17:59.0Z,1,REGULAR,freethrow,2 of 2,[],203078,,,1610612764,7,2,2021-03-01T00:17:59Z,450000,,,0,,B. Beal Free Throw 2 of 2 (2 PTS),[203078],1610612764.0,WAS,,,,Beal,B. Beal,,,,,,Made,,,,,2.0,,,,,,,,,,,,,,
46,PT08M39.00S,2021-03-01T00:18:11.8Z,1,REGULAR,3pt,Jump Shot,[],1628369,72.10906701708278,19.201899509803923,1610612738,7,2,2021-03-01T00:18:19Z,460000,-154.0,210.0,1,right,MISS J. Tatum 26' 3PT,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,26.02,Missed,,,,,,,,,,,,,,,,,,,
47,PT08M37.00S,2021-03-01T00:18:13.8Z,1,REGULAR,rebound,defensive,[],201566,,,1610612764,7,2,2021-03-01T00:18:19Z,470000,,,0,,R. Westbrook REBOUND (Off:0 Def:2),[201566],1610612764.0,WAS,,,,Westbrook,R. Westbrook,,,,,,,46.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
48,PT08M35.00S,2021-03-01T00:18:19.0Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612764,7,2,2021-03-01T00:18:19Z,480000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,PT08M30.00S,2021-03-01T00:18:32.7Z,1,REGULAR,turnover,out-of-bounds,[],201566,,,1610612764,7,2,2021-03-01T00:18:41Z,490000,,,0,,R. Westbrook bad pass out-of-bounds TURNOVER (1 TO),[201566],1610612764.0,WAS,bad pass,,,Westbrook,R. Westbrook,,,,,,,,,,,,,,,1198.0,,,,,1.0,,,,,
50,PT08M20.00S,2021-03-01T00:18:52.0Z,1,REGULAR,turnover,bad pass,[],202684,,,1610612738,7,2,2021-03-01T00:18:57Z,500000,,,0,,T. Thompson bad pass TURNOVER (1 TO),"[202684, 1629021]",1610612738.0,BOS,,,,Thompson,T. Thompson,,,,,,,,,,,,,,,,,,,,1.0,Wagner,1629021.0,,,
51,PT08M20.00S,2021-03-01T00:18:52.0Z,1,REGULAR,steal,,[],1629021,,,1610612764,7,2,2021-03-01T00:18:54Z,510000,,,0,,M. Wagner STEAL (1 STL),[1629021],1610612764.0,WAS,,,,Wagner,M. Wagner,,,,,,,,,,,,,,,,,,,,,,,,,
52,PT08M10.00S,2021-03-01T00:19:01.3Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",203078,11.777266754270697,44.921875,1610612764,7,2,2021-03-01T00:19:09Z,520000,25.0,58.0,1,left,MISS B. Beal 6' driving floating Shot,[203078],1610612764.0,WAS,driving floating,,,Beal,B. Beal,,,,,6.35,Missed,,,,,,,,,,,,,,,,,,,
53,PT08M08.00S,2021-03-01T00:19:03.3Z,1,REGULAR,rebound,defensive,[],1628464,,,1610612738,7,2,2021-03-01T00:19:09Z,530000,,,0,,D. Theis REBOUND (Off:1 Def:1),[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,52.0,2.0,1.0,1.0,,,,,,,,,,,,,,,
54,PT07M55.00S,2021-03-01T00:19:19.7Z,1,REGULAR,turnover,out-of-bounds,[],1628369,,,1610612738,7,2,2021-03-01T00:19:43Z,540000,,,0,,J. Tatum step out-of-bounds TURNOVER (1 TO),[1628369],1610612738.0,BOS,step,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,1.0,,,,,
55,PT07M44.00S,2021-03-01T00:19:40.9Z,1,REGULAR,foul,personal,['2freethrow'],1629750,,,1610612764,7,2,2021-03-01T00:19:55Z,550000,,,0,,J. Green shooting personal FOUL (1 PF) (Westbrook 2 FT),"[1629750, 201566]",1610612738.0,BOS,shooting,,,Green,J. Green,,,,,,,,,,,,,,,2715.0,1.0,0.0,Westbrook,201566.0,,,,,,
57,PT07M44.00S,2021-03-01T00:20:14.0Z,1,REGULAR,freethrow,1 of 2,['fromturnover'],201566,,,1610612764,7,3,2021-03-01T00:20:14Z,570000,,,0,,R. Westbrook Free Throw 1 of 2 (1 PTS),[201566],1610612764.0,WAS,,,,Westbrook,R. Westbrook,,,,,,Made,,,,,1.0,,,,,,,,,,,,,,
58,PT07M44.00S,2021-03-01T00:20:31.1Z,1,REGULAR,freethrow,2 of 2,['fromturnover'],201566,,,1610612764,7,4,2021-03-01T00:20:31Z,580000,,,0,,R. Westbrook Free Throw 2 of 2 (2 PTS),[201566],1610612764.0,WAS,,,,Westbrook,R. Westbrook,,,,,,Made,,,,,2.0,,,,,,,,,,,,,,
59,PT07M32.00S,2021-03-01T00:20:47.5Z,1,REGULAR,foul,personal,[],1629726,,,1610612738,7,4,2021-03-01T00:20:58Z,590000,,,0,,G. Mathews personal FOUL (1 PF),"[1629726, 202689]",1610612764.0,WAS,,,,Mathews,G. Mathews,,,,,,,,,,,,,,,1198.0,1.0,0.0,Walker,202689.0,,,,,,
61,PT07M24.00S,2021-03-01T00:21:14.2Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],202684,87.99277266754271,46.392463235294116,1610612738,7,4,2021-03-01T00:21:26Z,610000,-18.0,60.0,1,right,MISS T. Thompson 6' driving Hook,[202684],1610612738.0,BOS,driving,,,Thompson,T. Thompson,,,,,6.3,Missed,,,,,,,,,,,,,,,,,,,
62,PT07M22.00S,2021-03-01T00:21:16.2Z,1,REGULAR,rebound,offensive,[],202684,,,1610612738,7,4,2021-03-01T00:21:26Z,620000,,,0,,T. Thompson REBOUND (Off:1 Def:2),[202684],1610612738.0,BOS,,,,Thompson,T. Thompson,,,,,,,61.0,3.0,2.0,1.0,,,,,,,,,,,,,,,
63,PT07M12.00S,2021-03-01T00:21:25.9Z,1,REGULAR,2pt,Jump Shot,['2ndchance'],1628464,79.45137976346912,37.8140318627451,1610612738,7,4,2021-03-01T00:21:31Z,630000,-61.0,141.0,1,right,MISS D. Theis 15' Jump Shot,[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,15.33,Missed,,,,,,,,,,,,,,,,,,,
64,PT07M10.00S,2021-03-01T00:21:27.9Z,1,REGULAR,rebound,defensive,[],1629060,,,1610612764,7,4,2021-03-01T00:21:31Z,640000,,,0,,R. Hachimura REBOUND (Off:0 Def:1),[1629060],1610612764.0,WAS,,,,Hachimura,R. Hachimura,,,,,,,63.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
65,PT07M02.00S,2021-03-01T00:21:36.3Z,1,REGULAR,3pt,Jump Shot,[],1629726,24.917871222076215,86.09834558823529,1610612764,7,4,2021-03-01T00:21:42Z,650000,-180.0,182.0,1,left,MISS G. Mathews 25' pullup 3PT,[1629726],1610612764.0,WAS,pullup,,,Mathews,G. Mathews,,,,,25.61,Missed,,,,,,,,,,,,,,,,,,,
66,PT07M00.00S,2021-03-01T00:21:38.3Z,1,REGULAR,rebound,defensive,[],1628464,,,1610612738,7,4,2021-03-01T00:21:42Z,660000,,,0,,D. Theis REBOUND (Off:1 Def:2),[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,65.0,3.0,2.0,1.0,,,,,,,,,,,,,,,
67,PT06M49.00S,2021-03-01T00:21:50.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],202689,93.69250985545335,53.49264705882353,1610612738,7,4,2021-03-01T00:22:03Z,670000,17.0,7.0,1,right,MISS K. Walker driving Layup,[202689],1610612738.0,BOS,driving,,,Walker,K. Walker,,,,,1.88,Missed,,,,,,,,,,,,,,,,,,,
68,PT06M48.00S,2021-03-01T00:21:51.4Z,1,REGULAR,rebound,offensive,[],1628464,,,1610612738,7,4,2021-03-01T00:22:03Z,680000,,,0,,D. Theis REBOUND (Off:2 Def:2),[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,67.0,4.0,2.0,2.0,,,,,,,,,,,,,,,
69,PT06M47.00S,2021-03-01T00:21:56.0Z,1,REGULAR,2pt,DUNK,"['2ndchance', 'pointsinthepaint']",1628464,94.40999984741211,50.0,1610612738,9,4,2021-03-01T00:22:09Z,690000,0.0,0.0,1,right,D. Theis tip DUNK (4 PTS),[1628464],1610612738.0,BOS,tip,,,Theis,D. Theis,,,,,0.0,Made,,,,,4.0,,,,,,,,,,,,,,
70,PT06M26.00S,2021-03-01T00:22:12.5Z,1,REGULAR,turnover,bad pass,[],201566,,,1610612764,9,4,2021-03-01T00:22:18Z,700000,,,0,,R. Westbrook bad pass TURNOVER (2 TO),"[201566, 1628464]",1610612764.0,WAS,,,,Westbrook,R. Westbrook,,,,,,,,,,,,,,,,,,,,2.0,Theis,1628464.0,,,
71,PT06M26.00S,2021-03-01T00:22:12.5Z,1,REGULAR,steal,,[],1628464,,,1610612738,9,4,2021-03-01T00:22:14Z,710000,,,0,,D. Theis STEAL (1 STL),[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,,,,,,,,,,,,,,,
72,PT06M23.00S,2021-03-01T00:22:18.7Z,1,REGULAR,foul,personal,[],201566,,,1610612738,9,4,2021-03-01T00:22:30Z,720000,,,0,,R. Westbrook personal FOUL (1 PF),"[201566, 202684]",1610612764.0,WAS,,,,Westbrook,R. Westbrook,,,,,,,,,,,,,,,1627526.0,1.0,0.0,Thompson,202684.0,,,,,,
74,PT06M23.00S,2021-03-01T00:22:29.6Z,1,REGULAR,substitution,out,[],1628369,,,1610612738,9,4,2021-03-01T00:22:45Z,740000,,,0,,SUB out: J. Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,
75,PT06M23.00S,2021-03-01T00:22:29.6Z,1,REGULAR,substitution,out,[],202684,,,1610612738,9,4,2021-03-01T00:22:45Z,750000,,,0,,SUB out: T. Thompson,[202684],1610612738.0,BOS,,,,Thompson,T. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,
76,PT06M23.00S,2021-03-01T00:22:29.6Z,1,REGULAR,substitution,out,[],201566,,,1610612738,9,4,2021-03-01T00:22:45Z,760000,,,0,,SUB out: R. Westbrook,[201566],1610612764.0,WAS,,,,Westbrook,R. Westbrook,,,,,,,,,,,,,,,,,,,,,,,,,
77,PT06M23.00S,2021-03-01T00:22:29.6Z,1,REGULAR,substitution,out,[],1629726,,,1610612738,9,4,2021-03-01T00:22:45Z,770000,,,0,,SUB out: G. Mathews,[1629726],1610612764.0,WAS,,,,Mathews,G. Mathews,,,,,,,,,,,,,,,,,,,,,,,,,
78,PT06M23.00S,2021-03-01T00:22:29.6Z,1,REGULAR,substitution,in,[],1628400,,,1610612738,9,4,2021-03-01T00:22:45Z,780000,,,0,,SUB in: S. Ojeleye,[1628400],1610612738.0,BOS,,,,Ojeleye,S. Ojeleye,,,,,,,,,,,,,,,,,,,,,,,,,
79,PT06M23.00S,2021-03-01T00:22:29.6Z,1,REGULAR,substitution,in,[],1630202,,,1610612738,9,4,2021-03-01T00:22:45Z,790000,,,0,,SUB in: P. Pritchard,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,,,,,,,,
80,PT06M23.00S,2021-03-01T00:22:29.6Z,1,REGULAR,substitution,in,[],202722,,,1610612738,9,4,2021-03-01T00:22:45Z,800000,,,0,,SUB in: D. Bertans,[202722],1610612764.0,WAS,,,,Bertans,D. Bertans,,,,,,,,,,,,,,,,,,,,,,,,,
81,PT06M23.00S,2021-03-01T00:22:29.6Z,1,REGULAR,substitution,in,[],203526,,,1610612738,9,4,2021-03-01T00:22:45Z,810000,,,0,,SUB in: R. Neto,[203526],1610612764.0,WAS,,,,Neto,R. Neto,,,,,,,,,,,,,,,,,,,,,,,,,
82,PT06M18.00S,2021-03-01T00:23:07.3Z,1,REGULAR,foul,personal,['3freethrow'],203526,,,1610612738,9,4,2021-03-01T00:23:27Z,820000,,,0,,R. Neto shooting personal FOUL (1 PF) (Walker 3 FT),"[203526, 202689]",1610612764.0,WAS,shooting,,,Neto,R. Neto,,,,,,,,,,,,,,,1627526.0,1.0,0.0,Walker,202689.0,,,,,,
84,PT06M18.00S,2021-03-01T00:23:32.6Z,1,REGULAR,freethrow,1 of 3,['fromturnover'],202689,,,1610612738,10,4,2021-03-01T00:23:32Z,840000,,,0,,K. Walker Free Throw 1 of 3 (4 PTS),[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,Made,,,,,4.0,,,,,,,,,,,,,,
85,PT06M18.00S,2021-03-01T00:23:49.6Z,1,REGULAR,freethrow,2 of 3,['fromturnover'],202689,,,1610612738,11,4,2021-03-01T00:23:49Z,850000,,,0,,K. Walker Free Throw 2 of 3 (5 PTS),[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,Made,,,,,5.0,,,,,,,,,,,,,,
86,PT06M18.00S,2021-03-01T00:24:06.6Z,1,REGULAR,freethrow,3 of 3,['fromturnover'],202689,,,1610612738,12,4,2021-03-01T00:24:06Z,860000,,,0,,K. Walker Free Throw 3 of 3 (6 PTS),[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,Made,,,,,6.0,,,,,,,,,,,,,,
87,PT06M09.00S,2021-03-01T00:24:16.7Z,1,REGULAR,3pt,Jump Shot,[],203078,23.078186596583443,88.54932598039215,1610612764,12,4,2021-03-01T00:24:25Z,870000,-193.0,164.0,1,left,MISS B. Beal 25' pullup 3PT,[203078],1610612764.0,WAS,pullup,,,Beal,B. Beal,,,,,25.33,Missed,,,,,,,,,,,,,,,,,,,
88,PT06M07.00S,2021-03-01T00:24:18.7Z,1,REGULAR,rebound,defensive,[],1630202,,,1610612738,12,4,2021-03-01T00:24:25Z,880000,,,0,,P. Pritchard REBOUND (Off:0 Def:1),[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,87.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
