actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,value
75,PT06M19.00S,2021-05-30T23:15:20.1Z,1,REGULAR,block,,[],201935,,,1610612738,21,13,2021-05-30T23:16:52Z,750000,,,0,,J. Harden BLOCK (1 BLK),[201935],1610612751.0,BKN,,,,Harden,J. Harden,,,,,,,,,,,,,,,,,,,,,,,,,
76,PT06M17.00S,2021-05-30T23:15:22.1Z,1,REGULAR,rebound,defensive,[],201142,,,1610612751,21,13,2021-05-30T23:15:33Z,760000,,,0,,K. Durant REBOUND (Off:0 Def:1),[201142],1610612751.0,BKN,,,,Durant,K. Durant,,,,,,,,,,,,,,74.0,1.0,1.0,0.0,,,,,,,,
77,PT06M07.00S,2021-05-30T23:15:32.5Z,1,REGULAR,2pt,Jump Shot,[],201142,19.530223390275953,32.666973039215684,1610612751,21,15,2021-05-30T23:15:41Z,770000,87.0,131.0,1,left,K. Durant 15' pullup Jump Shot (6 PTS) (J. Harden 1 AST),"[201142, 201935]",1610612751.0,BKN,pullup,,,Durant,K. Durant,,,,,15.72,Made,6.0,J. Harden,201935.0,1.0,,,,,,,,,,,,,,,
79,PT06M06.00S,2021-05-30T23:15:45.0Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612738,21,15,2021-05-30T23:15:45Z,790000,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,PT06M06.00S,2021-05-30T23:18:43.7Z,1,REGULAR,substitution,out,[],1629641,,,1610612738,21,15,2021-05-30T23:19:06Z,800000,,,0,,SUB out: R. Langford,[1629641],1610612738.0,BOS,,,,Langford,R. Langford,,,,,,,,,,,,,,,,,,,,,,,,,
81,PT06M06.00S,2021-05-30T23:18:43.7Z,1,REGULAR,substitution,out,[],201935,,,1610612738,21,15,2021-05-30T23:19:06Z,810000,,,0,,SUB out: J. Harden,[201935],1610612751.0,BKN,,,,Harden,J. Harden,,,,,,,,,,,,,,,,,,,,,,,,,
82,PT06M06.00S,2021-05-30T23:18:43.7Z,1,REGULAR,substitution,in,[],1630202,,,1610612738,21,15,2021-05-30T23:19:06Z,820000,,,0,,SUB in: P. Pritchard,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,,,,,,,,
83,PT06M06.00S,2021-05-30T23:18:43.7Z,1,REGULAR,substitution,in,[],204020,,,1610612738,21,15,2021-05-30T23:19:06Z,830000,,,0,,SUB in: T. Johnson,[204020],1610612751.0,BKN,,,,Johnson,T. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,
84,PT05M53.00S,2021-05-30T23:19:27.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628369,81.553876478318,43.94148284313725,1610612738,23,15,2021-05-30T23:19:33Z,840000,-30.0,121.0,1,right,J. Tatum 12' driving floating Jump Shot (11 PTS) (M. Smart 2 AST),"[1628369, 203935]",1610612738.0,BOS,driving floating,,,Tatum,J. Tatum,,,,,12.46,Made,11.0,M. Smart,203935.0,2.0,,,,,,,,,,,,,,,
86,PT05M53.00S,2021-05-30T23:19:30.6Z,1,REGULAR,foul,personal,['1freethrow'],201933,,,1610612738,23,15,2021-05-30T23:19:44Z,860000,,,0,,B. Griffin shooting personal FOUL (2 PF) (Tatum 1 FT),"[201933, 1628369]",1610612751.0,BKN,shooting,,,Griffin,B. Griffin,,,,,,,,,,,,,,,,,,1179.0,2.0,0.0,Tatum,1628369.0,,,
88,PT05M53.00S,2021-05-30T23:19:53.3Z,1,REGULAR,freethrow,1 of 1,[],1628369,,,1610612738,24,15,2021-05-30T23:19:53Z,880000,,,0,,J. Tatum Free Throw 1 of 1 (12 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,Made,12.0,,,,,,,,,,,,,,,,,,
89,PT05M39.00S,2021-05-30T23:20:09.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],201142,5.863994743758213,51.78462009803921,1610612751,24,17,2021-05-30T23:20:23Z,890000,-9.0,3.0,1,left,K. Durant driving Layup (8 PTS),[201142],1610612751.0,BKN,driving,,,Durant,K. Durant,,,,,0.93,Made,8.0,,,,,,,,,,,,,,,,,,
90,PT05M24.00S,2021-05-30T23:20:24.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628369,92.32917214191852,51.78462009803921,1610612738,24,17,2021-05-30T23:20:30Z,900000,9.0,20.0,1,right,MISS J. Tatum cutting finger roll Layup,[1628369],1610612738.0,BOS,cutting finger roll,,,Tatum,J. Tatum,,,,,2.15,Missed,,,,,,,,,,,,,,,,,,,
91,PT05M22.00S,2021-05-30T23:20:26.1Z,1,REGULAR,rebound,defensive,[],203925,,,1610612751,24,17,2021-05-30T23:20:30Z,910000,,,0,,J. Harris REBOUND (Off:0 Def:2),[203925],1610612751.0,BKN,,,,Harris,J. Harris,,,,,,,,,,,,,,90.0,2.0,2.0,0.0,,,,,,,,
92,PT05M20.00S,2021-05-30T23:20:28.4Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],202681,31.488173455978973,61.34344362745098,1610612751,24,20,2021-05-30T23:20:35Z,920000,-57.0,243.0,1,left,K. Irving 25' 3PT running pullup (8 PTS),[202681],1610612751.0,BKN,running pullup,,,Irving,K. Irving,,,,,25.0,Made,8.0,,,,,,,,,,,,,,,,,,
94,PT05M04.00S,2021-05-30T23:20:44.6Z,1,REGULAR,2pt,Jump Shot,[],203095,79.58278580814718,48.353247549019606,1610612738,26,20,2021-05-30T23:20:53Z,930000,-8.0,139.0,1,right,E. Fournier 13' driving floating Jump Shot (4 PTS) (M. Smart 3 AST),"[203095, 203935]",1610612738.0,BOS,driving floating,,,Fournier,E. Fournier,,,,,13.96,Made,4.0,M. Smart,203935.0,3.0,,,,,,,,,,,,,,,
96,PT05M04.00S,2021-05-30T23:20:48.8Z,1,REGULAR,foul,personal,"['inpenalty', '1freethrow']",202681,,,1610612738,26,20,2021-05-30T23:21:01Z,950000,,,0,,K. Irving shooting personal FOUL (1 PF) (Fournier 1 FT),"[202681, 203095]",1610612751.0,BKN,shooting,,,Irving,K. Irving,,,,,,,,,,,,,,,,,,201246.0,1.0,0.0,Fournier,203095.0,,,
98,PT05M04.00S,2021-05-30T23:21:16.0Z,1,REGULAR,substitution,out,[],1628369,,,1610612738,26,20,2021-05-30T23:21:54Z,970000,,,0,,SUB out: J. Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,
99,PT05M04.00S,2021-05-30T23:21:16.0Z,1,REGULAR,substitution,in,[],1630174,,,1610612738,26,20,2021-05-30T23:21:54Z,980000,,,0,,SUB in: A. Nesmith,[1630174],1610612738.0,BOS,,,,Nesmith,A. Nesmith,,,,,,,,,,,,,,,,,,,,,,,,,
100,PT05M04.00S,2021-05-30T23:21:35.3Z,1,REGULAR,freethrow,1 of 1,[],203095,,,1610612738,27,20,2021-05-30T23:21:35Z,990000,,,0,,E. Fournier Free Throw 1 of 1 (5 PTS),[203095],1610612738.0,BOS,,,,Fournier,E. Fournier,,,,,,Made,5.0,,,,,,,,,,,,,,,,,,
101,PT04M49.00S,2021-05-30T23:21:53.8Z,1,REGULAR,2pt,Jump Shot,[],201142,7.046649145860711,74.08854166666666,1610612751,27,22,2021-05-30T23:22:17Z,1000000,-120.0,14.0,1,left,K. Durant 12' driving floating bank Jump Shot (10 PTS),[201142],1610612751.0,BKN,driving floating bank,,,Durant,K. Durant,,,,,12.12,Made,10.0,,,,,,,,,,,,,,,,,,
102,PT04M49.00S,2021-05-30T23:21:57.1Z,1,REGULAR,foul,personal,"['inpenalty', '1freethrow']",202684,,,1610612751,27,22,2021-05-30T23:22:02Z,1010000,,,0,,T. Thompson shooting personal FOUL (2 PF) (Durant 1 FT),"[202684, 201142]",1610612738.0,BOS,shooting,,,Thompson,T. Thompson,,,,,,,,,,,,,,,,,,1179.0,2.0,0.0,Durant,201142.0,,,
104,PT04M49.00S,2021-05-30T23:22:05.5Z,1,REGULAR,substitution,out,[],202684,,,1610612751,27,22,2021-05-30T23:22:24Z,1030000,,,0,,SUB out: T. Thompson,[202684],1610612738.0,BOS,,,,Thompson,T. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,
105,PT04M49.00S,2021-05-30T23:22:05.5Z,1,REGULAR,substitution,out,[],201933,,,1610612751,27,22,2021-05-30T23:22:24Z,1040000,,,0,,SUB out: B. Griffin,[201933],1610612751.0,BKN,,,,Griffin,B. Griffin,,,,,,,,,,,,,,,,,,,,,,,,,
106,PT04M49.00S,2021-05-30T23:22:05.5Z,1,REGULAR,substitution,in,[],1629684,,,1610612751,27,22,2021-05-30T23:22:24Z,1050000,,,0,,SUB in: G. Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
107,PT04M49.00S,2021-05-30T23:22:05.5Z,1,REGULAR,substitution,in,[],1629651,,,1610612751,27,22,2021-05-30T23:22:24Z,1060000,,,0,,SUB in: N. Claxton,[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,,,,,,,,,,,,,,,,,,,,,
108,PT04M49.00S,2021-05-30T23:22:33.1Z,1,REGULAR,freethrow,1 of 1,[],201142,,,1610612751,27,23,2021-05-30T23:22:33Z,1070000,,,0,,K. Durant Free Throw 1 of 1 (11 PTS),[201142],1610612751.0,BKN,,,,Durant,K. Durant,,,,,,Made,11.0,,,,,,,,,,,,,,,,,,
109,PT04M42.00S,2021-05-30T23:22:42.4Z,1,REGULAR,3pt,Jump Shot,[],203935,64.86530880420499,51.294424019607845,1610612738,27,23,2021-05-30T23:22:47Z,1080000,6.0,278.0,1,right,MISS M. Smart 27' 3PT,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,27.79,Missed,,,,,,,,,,,,,,,,,,,
110,PT04M39.00S,2021-05-30T23:22:45.4Z,1,REGULAR,rebound,defensive,[],202681,,,1610612751,27,23,2021-05-30T23:22:47Z,1090000,,,0,,K. Irving REBOUND (Off:1 Def:1),[202681],1610612751.0,BKN,,,,Irving,K. Irving,,,,,,,,,,,,,,109.0,2.0,1.0,1.0,,,,,,,,
112,PT04M34.00S,2021-05-30T23:22:58.9Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203935,,,1610612751,27,23,2021-05-30T23:23:04Z,1110000,,,0,,M. Smart shooting personal FOUL (2 PF) (Irving 2 FT),"[203935, 202681]",1610612738.0,BOS,shooting,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,101284.0,2.0,0.0,Irving,202681.0,,,
114,PT04M34.00S,2021-05-30T23:23:25.9Z,1,REGULAR,freethrow,1 of 2,[],202681,,,1610612751,27,24,2021-05-30T23:23:25Z,1130000,,,0,,K. Irving Free Throw 1 of 2 (9 PTS),[202681],1610612751.0,BKN,,,,Irving,K. Irving,,,,,,Made,9.0,,,,,,,,,,,,,,,,,,
115,PT04M34.00S,2021-05-30T23:23:26.9Z,1,REGULAR,substitution,out,[],203935,,,1610612751,27,24,2021-05-30T23:23:32Z,1140000,,,0,,SUB out: M. Smart,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,,
116,PT04M34.00S,2021-05-30T23:23:26.9Z,1,REGULAR,substitution,in,[],1628369,,,1610612751,27,24,2021-05-30T23:23:32Z,1150000,,,0,,SUB in: J. Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,
117,PT04M34.00S,2021-05-30T23:23:46.7Z,1,REGULAR,freethrow,2 of 2,[],202681,,,1610612751,27,25,2021-05-30T23:23:46Z,1160000,,,0,,K. Irving Free Throw 2 of 2 (10 PTS),[202681],1610612751.0,BKN,,,,Irving,K. Irving,,,,,,Made,10.0,,,,,,,,,,,,,,,,,,
118,PT04M17.00S,2021-05-30T23:24:05.1Z,1,REGULAR,3pt,Jump Shot,[],1628369,71.56701708278581,18.206188725490197,1610612738,27,25,2021-05-30T23:24:12Z,1170000,-159.0,215.0,1,right,MISS J. Tatum 26' 3PT,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,26.72,Missed,,,,,,,,,,,,,,,,,,,
119,PT04M15.00S,2021-05-30T23:24:07.1Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612738,27,25,2021-05-30T23:24:12Z,1180000,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,118.0,,,,,,,,,,,
120,PT04M15.00S,2021-05-30T23:24:10.8Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612738,27,25,2021-05-30T23:24:10Z,1190000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,PT04M15.00S,2021-05-30T23:24:20.8Z,1,REGULAR,substitution,out,[],203925,,,1610612738,27,25,2021-05-30T23:24:25Z,1200000,,,0,,SUB out: J. Harris,[203925],1610612751.0,BKN,,,,Harris,J. Harris,,,,,,,,,,,,,,,,,,,,,,,,,
122,PT04M15.00S,2021-05-30T23:24:20.8Z,1,REGULAR,substitution,in,[],1629013,,,1610612738,27,25,2021-05-30T23:24:25Z,1210000,,,0,,SUB in: L. Shamet,[1629013],1610612751.0,BKN,,,,Shamet,L. Shamet,,,,,,,,,,,,,,,,,,,,,,,,,
123,PT04M05.00S,2021-05-30T23:24:44.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628369,87.86136662286465,50.314031862745104,1610612738,27,25,2021-05-30T23:24:52Z,1220000,2.0,62.0,1,right,MISS J. Tatum 6' driving Layup - blocked,"[1628369, 1629651]",1610612738.0,BOS,driving,,,Tatum,J. Tatum,,,,,6.16,Missed,,,,,,,,,,,,,,,,,Claxton,1629651.0,
124,PT04M05.00S,2021-05-30T23:24:44.1Z,1,REGULAR,block,,[],1629651,,,1610612738,27,25,2021-05-30T23:25:25Z,1230000,,,0,,N. Claxton BLOCK (1 BLK),[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,,,,,,,,,,,,,,,,,,,,,
125,PT04M02.00S,2021-05-30T23:24:47.1Z,1,REGULAR,rebound,offensive,[],1629684,,,1610612738,27,25,2021-05-30T23:24:52Z,1240000,,,0,,G. Williams REBOUND (Off:1 Def:0),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,123.0,1.0,0.0,1.0,,,,,,,,
126,PT04M01.00S,2021-05-30T23:24:47.9Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1630202,92.19776609724047,95.16697303921569,1610612738,27,25,2021-05-30T23:24:57Z,1250000,226.0,21.0,1,right,MISS P. Pritchard 3PT,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,22.68,Missed,,,,,,,,,,,,,,,,,,,
127,PT03M59.00S,2021-05-30T23:24:49.9Z,1,REGULAR,rebound,defensive,[],202681,,,1610612751,27,25,2021-05-30T23:24:57Z,1260000,,,0,,K. Irving REBOUND (Off:1 Def:2),[202681],1610612751.0,BKN,,,,Irving,K. Irving,,,,,,,,,,,,,,126.0,3.0,2.0,1.0,,,,,,,,
128,PT03M45.00S,2021-05-30T23:25:05.3Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630174,,,1610612751,27,25,2021-05-30T23:25:28Z,1270000,,,0,,A. Nesmith shooting personal FOUL (1 PF) (Irving 2 FT),"[1630174, 202681]",1610612738.0,BOS,shooting,,,Nesmith,A. Nesmith,,,,,,,,,,,,,,,,,,1179.0,1.0,0.0,Irving,202681.0,,,
130,PT03M45.00S,2021-05-30T23:25:39.3Z,1,REGULAR,freethrow,1 of 2,[],202681,,,1610612751,27,26,2021-05-30T23:25:39Z,1290000,,,0,,K. Irving Free Throw 1 of 2 (11 PTS),[202681],1610612751.0,BKN,,,,Irving,K. Irving,,,,,,Made,11.0,,,,,,,,,,,,,,,,,,
131,PT03M45.00S,2021-05-30T23:26:02.8Z,1,REGULAR,freethrow,2 of 2,[],202681,,,1610612751,27,27,2021-05-30T23:26:02Z,1300000,,,0,,K. Irving Free Throw 2 of 2 (12 PTS),[202681],1610612751.0,BKN,,,,Irving,K. Irving,,,,,,Made,12.0,,,,,,,,,,,,,,,,,,
132,PT03M30.00S,2021-05-30T23:26:19.9Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629013,,,1610612738,27,27,2021-05-30T23:26:28Z,1310000,,,0,,L. Shamet shooting personal FOUL (1 PF) (Tatum 2 FT),"[1629013, 1628369]",1610612751.0,BKN,shooting,,,Shamet,L. Shamet,,,,,,,,,,,,,,,,,,201246.0,1.0,0.0,Tatum,1628369.0,,,
134,PT03M30.00S,2021-05-30T23:26:52.6Z,1,REGULAR,freethrow,1 of 2,[],1628369,,,1610612738,28,27,2021-05-30T23:26:52Z,1330000,,,0,,J. Tatum Free Throw 1 of 2 (13 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,Made,13.0,,,,,,,,,,,,,,,,,,
135,PT03M30.00S,2021-05-30T23:26:53.7Z,1,REGULAR,substitution,out,[],1630174,,,1610612738,28,27,2021-05-30T23:27:04Z,1340000,,,0,,SUB out: A. Nesmith,[1630174],1610612738.0,BOS,,,,Nesmith,A. Nesmith,,,,,,,,,,,,,,,,,,,,,,,,,
136,PT03M30.00S,2021-05-30T23:26:53.7Z,1,REGULAR,substitution,in,[],203953,,,1610612738,28,27,2021-05-30T23:27:04Z,1350000,,,0,,SUB in: J. Parker,[203953],1610612738.0,BOS,,,,Parker,J. Parker,,,,,,,,,,,,,,,,,,,,,,,,,
137,PT03M30.00S,2021-05-30T23:27:16.1Z,1,REGULAR,freethrow,2 of 2,[],1628369,,,1610612738,29,27,2021-05-30T23:27:16Z,1360000,,,0,,J. Tatum Free Throw 2 of 2 (14 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,Made,14.0,,,,,,,,,,,,,,,,,,
138,PT03M20.00S,2021-05-30T23:27:28.2Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],201142,7.30946123521682,48.353247549019606,1610612751,29,29,2021-05-30T23:27:33Z,1370000,8.0,16.0,1,left,K. Durant driving DUNK (13 PTS) (K. Irving 1 AST),"[201142, 202681]",1610612751.0,BKN,driving,,,Durant,K. Durant,,,,,1.82,Made,13.0,K. Irving,202681.0,1.0,,,,,,,,,,,,,,,
140,PT03M03.00S,2021-05-30T23:27:47.4Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612738,29,29,2021-05-30T23:27:47Z,1390000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,PT02M58.00S,2021-05-30T23:28:00.3Z,1,REGULAR,2pt,Jump Shot,[],1630202,79.45137976346912,41.24540441176471,1610612738,29,29,2021-05-30T23:28:09Z,1400000,-44.0,141.0,1,right,MISS P. Pritchard 14' pullup Shot,[1630202],1610612738.0,BOS,pullup,,,Pritchard,P. Pritchard,,,,,14.74,Missed,,,,,,,,,,,,,,,,,,,
142,PT02M56.00S,2021-05-30T23:28:02.3Z,1,REGULAR,rebound,defensive,[],202681,,,1610612751,29,29,2021-05-30T23:28:09Z,1410000,,,0,,K. Irving REBOUND (Off:1 Def:3),[202681],1610612751.0,BKN,,,,Irving,K. Irving,,,,,,,,,,,,,,141.0,4.0,3.0,1.0,,,,,,,,
143,PT02M45.00S,2021-05-30T23:28:12.5Z,1,REGULAR,2pt,Jump Shot,[],202681,10.463206307490145,33.892463235294116,1610612751,29,29,2021-05-30T23:28:19Z,1420000,81.0,46.0,1,left,MISS K. Irving 9' turnaround fadeaway bank Shot,[202681],1610612751.0,BKN,turnaround fadeaway bank,,,Irving,K. Irving,,,,,9.27,Missed,,,,,,,,,,,,,,,,,,,
144,PT02M43.00S,2021-05-30T23:28:14.5Z,1,REGULAR,rebound,defensive,[],203953,,,1610612738,29,29,2021-05-30T23:28:19Z,1430000,,,0,,J. Parker REBOUND (Off:0 Def:1),[203953],1610612738.0,BOS,,,,Parker,J. Parker,,,,,,,,,,,,,,143.0,1.0,1.0,0.0,,,,,,,,
145,PT02M35.00S,2021-05-30T23:28:23.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203095,92.59198423127464,54.970894607843135,1610612738,29,29,2021-05-30T23:28:27Z,1440000,25.0,17.0,1,right,MISS E. Fournier driving finger roll Layup - blocked,"[203095, 1629651]",1610612738.0,BOS,driving finger roll,,,Fournier,E. Fournier,,,,,3.02,Missed,,,,,,,,,,,,,,,,,Claxton,1629651.0,
146,PT02M35.00S,2021-05-30T23:28:23.5Z,1,REGULAR,block,,[],1629651,,,1610612738,29,29,2021-05-30T23:28:25Z,1450000,,,0,,N. Claxton BLOCK (2 BLK),[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,,,,,,,,,,,,,,,,,,,,,
147,PT02M33.00S,2021-05-30T23:28:25.5Z,1,REGULAR,rebound,defensive,[],1629013,,,1610612751,29,29,2021-05-30T23:28:27Z,1460000,,,0,,L. Shamet REBOUND (Off:0 Def:1),[1629013],1610612751.0,BKN,,,,Shamet,L. Shamet,,,,,,,,,,,,,,145.0,1.0,1.0,0.0,,,,,,,,
148,PT02M26.00S,2021-05-30T23:28:38.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629013,8.229303547963205,45.90226715686275,1610612751,29,29,2021-05-30T23:28:48Z,1470000,20.0,25.0,1,left,MISS L. Shamet driving Layup - blocked,"[1629013, 1628369]",1610612751.0,BKN,driving,,,Shamet,L. Shamet,,,,,3.23,Missed,,,,,,,,,,,,,,,,,Tatum,1628369.0,
152,PT02M26.00S,2021-05-30T23:28:38.0Z,1,REGULAR,block,,[],1628369,,,1610612751,29,29,2021-05-30T23:28:48Z,1475000,,,0,,J. Tatum BLOCK (1 BLK),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,
149,PT02M26.00S,2021-05-30T23:28:38.0Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612751,29,29,2021-05-30T23:28:48Z,1480000,,,0,,TEAM offensive REBOUND,[],1610612751.0,BKN,,,,,,,,,,,,,,,,,,,148.0,,,,,,,,,,,
150,PT02M26.00S,2021-05-30T23:28:42.3Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612751,29,29,2021-05-30T23:28:42Z,1490000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151,PT02M26.00S,2021-05-30T23:28:46.0Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612751,29,29,2021-05-30T23:28:46Z,1500000,,,0,,BKN Timeout,[],1610612751.0,BKN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153,PT02M26.00S,2021-05-30T23:31:47.8Z,1,REGULAR,substitution,out,[],203095,,,1610612751,29,29,2021-05-30T23:32:13Z,1510000,,,0,,SUB out: E. Fournier,[203095],1610612738.0,BOS,,,,Fournier,E. Fournier,,,,,,,,,,,,,,,,,,,,,,,,,
154,PT02M26.00S,2021-05-30T23:31:47.8Z,1,REGULAR,substitution,out,[],1629651,,,1610612751,29,29,2021-05-30T23:32:13Z,1520000,,,0,,SUB out: N. Claxton,[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,,,,,,,,,,,,,,,,,,,,,
155,PT02M26.00S,2021-05-30T23:31:47.8Z,1,REGULAR,substitution,in,[],1628400,,,1610612751,29,29,2021-05-30T23:32:13Z,1530000,,,0,,SUB in: S. Ojeleye,[1628400],1610612738.0,BOS,,,,Ojeleye,S. Ojeleye,,,,,,,,,,,,,,,,,,,,,,,,,
156,PT02M26.00S,2021-05-30T23:31:47.8Z,1,REGULAR,substitution,in,[],201935,,,1610612751,29,29,2021-05-30T23:32:13Z,1540000,,,0,,SUB in: J. Harden,[201935],1610612751.0,BKN,,,,Harden,J. Harden,,,,,,,,,,,,,,,,,,,,,,,,,
157,PT02M14.00S,2021-05-30T23:32:32.6Z,1,REGULAR,2pt,Jump Shot,['2ndchance'],201142,13.091327201051248,76.53952205882352,1610612751,29,29,2021-05-30T23:32:39Z,1550000,-133.0,71.0,1,left,MISS K. Durant 15' Jump Shot,[201142],1610612751.0,BKN,,,,Durant,K. Durant,,,,,15.03,Missed,,,,,,,,,,,,,,,,,,,
158,PT02M12.00S,2021-05-30T23:32:34.6Z,1,REGULAR,rebound,defensive,[],203953,,,1610612738,29,29,2021-05-30T23:32:39Z,1560000,,,0,,J. Parker REBOUND (Off:0 Def:2),[203953],1610612738.0,BOS,,,,Parker,J. Parker,,,,,,,,,,,,,,157.0,2.0,2.0,0.0,,,,,,,,
159,PT01M58.00S,2021-05-30T23:32:48.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203953,89.96386333771353,39.28462009803921,1610612738,31,29,2021-05-30T23:32:54Z,1570000,-54.0,42.0,1,right,J. Parker 6' driving Layup (2 PTS) (P. Pritchard 1 AST),"[203953, 1630202]",1610612738.0,BOS,driving,,,Parker,J. Parker,,,,,6.8,Made,2.0,P. Pritchard,1630202.0,1.0,,,,,,,,,,,,,,,
161,PT01M44.00S,2021-05-30T23:33:02.5Z,1,REGULAR,turnover,lost ball,[],201142,,,1610612751,31,29,2021-05-30T23:33:06Z,1590000,,,0,,K. Durant lost ball TURNOVER (1 TO),"[201142, 1628400]",1610612751.0,BKN,,,,Durant,K. Durant,,,,,,,,,,,1.0,Ojeleye,1628400.0,,,,,,,,,,,,
162,PT01M44.00S,2021-05-30T23:33:02.5Z,1,REGULAR,steal,,[],1628400,,,1610612738,31,29,2021-05-30T23:33:04Z,1600000,,,0,,S. Ojeleye STEAL (1 STL),[1628400],1610612738.0,BOS,,,,Ojeleye,S. Ojeleye,,,,,,,,,,,,,,,,,,,,,,,,,
163,PT01M39.00S,2021-05-30T23:33:07.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630202,93.51182654402102,46.14736519607843,1610612738,33,29,2021-05-30T23:33:25Z,1610000,-19.0,8.0,1,right,P. Pritchard running finger roll Layup (2 PTS),[1630202],1610612738.0,BOS,running finger roll,,,Pritchard,P. Pritchard,,,,,2.11,Made,2.0,,,,,,,,,,,,,,,,,,
164,PT01M22.00S,2021-05-30T23:33:24.2Z,1,REGULAR,2pt,Layup,[],202681,10.068988173455978,72.61795343137256,1610612751,33,29,2021-05-30T23:33:30Z,1620000,-113.0,42.0,1,left,MISS K. Irving 12' driving Layup,[202681],1610612751.0,BKN,driving,,,Irving,K. Irving,,,,,12.07,Missed,,,,,,,,,,,,,,,,,,,
165,PT01M20.00S,2021-05-30T23:33:26.2Z,1,REGULAR,rebound,defensive,[],203953,,,1610612738,33,29,2021-05-30T23:33:30Z,1630000,,,0,,J. Parker REBOUND (Off:0 Def:3),[203953],1610612738.0,BOS,,,,Parker,J. Parker,,,,,,,,,,,,,,164.0,3.0,3.0,0.0,,,,,,,,
