actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,value
184,PT11M32.00S,2021-03-15T00:42:47.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630237,6.389618922470433,54.72579656862745,1610612745,34,40,2021-03-15T00:42:55Z,1830000,-24.0,8.0,1,left,MISS A. Lamb driving Layup - blocked,"[1630237, 1629057]",1610612745.0,HOU,driving,,,Lamb,A. Lamb,,,,,2.48,Missed,,,,,,,,,,,,,,,,,Williams III,1629057.0,
185,PT11M32.00S,2021-03-15T00:42:47.6Z,2,REGULAR,block,,[],1629057,,,1610612745,34,40,2021-03-15T00:42:49Z,1840000,,,0,,R. Williams III BLOCK (1 BLK),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,,
186,PT11M30.00S,2021-03-15T00:42:49.6Z,2,REGULAR,rebound,defensive,[],1629057,,,1610612738,34,40,2021-03-15T00:42:55Z,1850000,,,0,,R. Williams III REBOUND (Off:1 Def:5),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,184.0,6.0,5.0,1.0,,,,,,
187,PT11M27.00S,2021-03-15T00:42:56.1Z,2,REGULAR,foul,personal,[],203463,,,1610612738,34,40,2021-03-15T00:43:46Z,1860000,,,0,,B. McLemore personal FOUL (1 PF),"[203463, 1627759]",1610612745.0,HOU,,,,McLemore,B. McLemore,,,,,,,,,,,203593.0,1.0,0.0,Brown,1627759.0,,,,,,,,,,
189,PT11M08.00S,2021-03-15T00:43:34.4Z,2,REGULAR,3pt,Jump Shot,[],202689,69.07030223390277,69.921875,1610612738,34,40,2021-03-15T00:43:51Z,1880000,100.0,238.0,1,right,MISS K. Walker 25' 3PT,[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,25.82,Missed,,,,,,,,,,,,,,,,,,,
190,PT11M06.00S,2021-03-15T00:43:36.8Z,2,REGULAR,rebound,defensive,[],1628021,,,1610612745,34,40,2021-03-15T00:43:36Z,1890000,,,0,,D. Nwaba REBOUND (Off:0 Def:4),[1628021],1610612745.0,HOU,,,,Nwaba,D. Nwaba,,,,,,,,,,,,,,,,189.0,4.0,4.0,0.0,,,,,,
191,PT11M02.00S,2021-03-15T00:43:41.3Z,2,REGULAR,3pt,Jump Shot,[],203463,30.17411300919842,72.37285539215686,1610612745,34,40,2021-03-15T00:44:11Z,1900000,-112.0,231.0,1,left,MISS B. McLemore 25' 3PT,[203463],1610612745.0,HOU,,,,McLemore,B. McLemore,,,,,25.68,Missed,,,,,,,,,,,,,,,,,,,
192,PT11M00.00S,2021-03-15T00:43:43.3Z,2,REGULAR,rebound,defensive,[],202689,,,1610612738,34,40,2021-03-15T00:44:11Z,1910000,,,0,,K. Walker REBOUND (Off:0 Def:4),[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,,,,,,,,,,191.0,4.0,4.0,0.0,,,,,,
193,PT10M51.00S,2021-03-15T00:43:51.3Z,2,REGULAR,3pt,Jump Shot,[],201952,69.33311432325887,31.44148284313725,1610612738,34,40,2021-03-15T00:44:40Z,1920000,-93.0,236.0,1,right,MISS J. Teague 25' pullup 3PT,[201952],1610612738.0,BOS,pullup,,,Teague,J. Teague,,,,,25.34,Missed,,,,,,,,,,,,,,,,,,,
194,PT10M50.00S,2021-03-15T00:43:52.3Z,2,REGULAR,rebound,defensive,[],1629645,,,1610612745,34,40,2021-03-15T00:44:25Z,1930000,,,0,,K. Porter Jr. REBOUND (Off:0 Def:1),[1629645],1610612745.0,HOU,,,,Porter Jr.,K. Porter Jr.,,,,,,,,,,,,,,,,193.0,1.0,1.0,0.0,,,,,,
195,PT10M50.00S,2021-03-15T00:43:56.5Z,2,REGULAR,foul,personal,[],1627759,,,1610612745,34,40,2021-03-15T00:44:00Z,1940000,,,0,,J. Brown personal FOUL (1 PF),"[1627759, 1629645]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,1199.0,1.0,0.0,Porter Jr.,1629645.0,,,,,,,,,,
197,PT10M50.00S,2021-03-15T00:44:09.0Z,2,REGULAR,substitution,out,[],1629057,,,1610612745,34,40,2021-03-15T00:44:12Z,1960000,,,0,,SUB out: R. Williams III,[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,,
198,PT10M50.00S,2021-03-15T00:44:09.0Z,2,REGULAR,substitution,in,[],202684,,,1610612745,34,40,2021-03-15T00:44:12Z,1970000,,,0,,SUB in: T. Thompson,[202684],1610612738.0,BOS,,,,Thompson,T. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,
199,PT10M32.00S,2021-03-15T00:44:36.7Z,2,REGULAR,3pt,Jump Shot,[],203463,29.25427069645204,27.519914215686274,1610612745,34,40,2021-03-15T00:44:43Z,1980000,112.0,222.0,1,left,MISS B. McLemore 24' 3PT,[203463],1610612745.0,HOU,,,,McLemore,B. McLemore,,,,,24.93,Missed,,,,,,,,,,,,,,,,,,,
200,PT10M30.00S,2021-03-15T00:44:38.7Z,2,REGULAR,rebound,defensive,[],1627759,,,1610612738,34,40,2021-03-15T00:44:43Z,1990000,,,0,,J. Brown REBOUND (Off:0 Def:1),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,199.0,1.0,1.0,0.0,,,,,,
201,PT10M23.00S,2021-03-15T00:44:46.7Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1627759,89.43823915900131,51.049325980392155,1610612738,34,42,2021-03-15T00:44:55Z,2000000,5.0,47.0,1,right,J. Brown turnaround Hook (9 PTS),[1627759],1610612738.0,BOS,turnaround,,,Brown,J. Brown,,,,,4.71,Made,9.0,,,,,,,,,,,,,,,,,,
202,PT10M12.00S,2021-03-15T00:44:57.0Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629645,18.084756898817346,62.07873774509803,1610612745,34,42,2021-03-15T00:45:16Z,2010000,-60.0,117.0,1,left,MISS K. Porter Jr. 13' driving floating Shot,[1629645],1610612745.0,HOU,driving floating,,,Porter Jr.,K. Porter Jr.,,,,,13.21,Missed,,,,,,,,,,,,,,,,,,,
203,PT10M11.00S,2021-03-15T00:44:58.0Z,2,REGULAR,rebound,defensive,[],1628400,,,1610612738,34,42,2021-03-15T00:46:43Z,2020000,,,0,,S. Ojeleye REBOUND (Off:0 Def:1),[1628400],1610612738.0,BOS,,,,Ojeleye,S. Ojeleye,,,,,,,,,,,,,,,,202.0,1.0,1.0,0.0,,,,,,
204,PT10M11.00S,2021-03-15T00:45:25.2Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612738,34,42,2021-03-15T00:45:30Z,2030000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
205,PT09M52.00S,2021-03-15T00:45:32.1Z,2,REGULAR,3pt,Jump Shot,[],202689,69.46452036793693,25.80422794117647,1610612738,34,42,2021-03-15T00:46:14Z,2040000,-121.0,235.0,1,right,MISS K. Walker 26' pullup 3PT,[202689],1610612738.0,BOS,pullup,,,Walker,K. Walker,,,,,26.39,Missed,,,,,,,,,,,,,,,,,,,
206,PT09M50.00S,2021-03-15T00:45:34.1Z,2,REGULAR,rebound,defensive,[],1630237,,,1610612745,34,42,2021-03-15T00:45:41Z,2050000,,,0,,A. Lamb REBOUND (Off:0 Def:1),[1630237],1610612745.0,HOU,,,,Lamb,A. Lamb,,,,,,,,,,,,,,,,205.0,1.0,1.0,0.0,,,,,,
207,PT09M46.00S,2021-03-15T00:45:38.1Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1629645,30.56833114323259,23.353247549019606,1610612745,34,42,2021-03-15T00:46:04Z,2060000,133.0,235.0,1,left,MISS K. Porter Jr. 27' pullup 3PT,[1629645],1610612745.0,HOU,pullup,,,Porter Jr.,K. Porter Jr.,,,,,27.0,Missed,,,,,,,,,,,,,,,,,,,
208,PT09M43.00S,2021-03-15T00:45:41.1Z,2,REGULAR,rebound,defensive,[],201952,,,1610612738,34,42,2021-03-15T00:46:04Z,2070000,,,0,,J. Teague REBOUND (Off:0 Def:1),[201952],1610612738.0,BOS,,,,Teague,J. Teague,,,,,,,,,,,,,,,,207.0,1.0,1.0,0.0,,,,,,
209,PT09M39.00S,2021-03-15T00:45:44.7Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1628400,79.97700394218134,6.931678921568627,1610612738,34,45,2021-03-15T00:47:03Z,2080000,-215.0,136.0,1,right,S. Ojeleye 25' 3PT running (9 PTS) (J. Teague 2 AST),"[1628400, 201952]",1610612738.0,BOS,running,,,Ojeleye,S. Ojeleye,,,,,25.45,Made,9.0,J. Teague,201952.0,2.0,,,,,,,,,,,,,,,
211,PT09M39.00S,2021-03-15T00:45:51.2Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612745,34,45,2021-03-15T00:45:51Z,2100000,,,0,,HOU Timeout,[],1610612745.0,HOU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212,PT09M39.00S,2021-03-15T00:47:36.1Z,2,REGULAR,substitution,out,[],1628021,,,1610612745,34,45,2021-03-15T00:48:21Z,2110000,,,0,,SUB out: D. Nwaba,[1628021],1610612745.0,HOU,,,,Nwaba,D. Nwaba,,,,,,,,,,,,,,,,,,,,,,,,,
213,PT09M39.00S,2021-03-15T00:47:36.1Z,2,REGULAR,substitution,out,[],203463,,,1610612745,34,45,2021-03-15T00:48:21Z,2120000,,,0,,SUB out: B. McLemore,[203463],1610612745.0,HOU,,,,McLemore,B. McLemore,,,,,,,,,,,,,,,,,,,,,,,,,
214,PT09M39.00S,2021-03-15T00:47:36.1Z,2,REGULAR,substitution,out,[],1630237,,,1610612745,34,45,2021-03-15T00:48:21Z,2130000,,,0,,SUB out: A. Lamb,[1630237],1610612745.0,HOU,,,,Lamb,A. Lamb,,,,,,,,,,,,,,,,,,,,,,,,,
215,PT09M39.00S,2021-03-15T00:47:36.1Z,2,REGULAR,substitution,in,[],1628425,,,1610612745,34,45,2021-03-15T00:48:21Z,2140000,,,0,,SUB in: S. Brown,[1628425],1610612745.0,HOU,,,,Brown,S. Brown,,,,,,,,,,,,,,,,,,,,,,,,,
216,PT09M39.00S,2021-03-15T00:47:36.1Z,2,REGULAR,substitution,in,[],203506,,,1610612745,34,45,2021-03-15T00:48:21Z,2150000,,,0,,SUB in: V. Oladipo,[203506],1610612745.0,HOU,,,,Oladipo,V. Oladipo,,,,,,,,,,,,,,,,,,,,,,,,,
217,PT09M39.00S,2021-03-15T00:47:36.1Z,2,REGULAR,substitution,in,[],1630256,,,1610612745,34,45,2021-03-15T00:48:21Z,2160000,,,0,,SUB in: J. Tate,[1630256],1610612745.0,HOU,,,,Tate,J. Tate,,,,,,,,,,,,,,,,,,,,,,,,,
218,PT09M19.00S,2021-03-15T00:48:57.7Z,2,REGULAR,3pt,Jump Shot,[],203506,7.178055190538765,4.725796568627451,1610612745,34,45,2021-03-15T00:49:10Z,2170000,226.0,15.0,1,left,MISS V. Oladipo 3PT,[203506],1610612745.0,HOU,,,,Oladipo,V. Oladipo,,,,,22.69,Missed,,,,,,,,,,,,,,,,,,,
219,PT09M17.00S,2021-03-15T00:48:59.7Z,2,REGULAR,rebound,defensive,[],1628400,,,1610612738,34,45,2021-03-15T00:49:10Z,2180000,,,0,,S. Ojeleye REBOUND (Off:0 Def:2),[1628400],1610612738.0,BOS,,,,Ojeleye,S. Ojeleye,,,,,,,,,,,,,,,,218.0,2.0,2.0,0.0,,,,,,
220,PT09M15.00S,2021-03-15T00:49:07.0Z,2,REGULAR,foul,offensive,[],1627759,,,1610612738,34,45,2021-03-15T00:49:36Z,2190000,,,0,,J. Brown offensive FOUL (2 PF),"[1627759, 1630256]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,1628953.0,2.0,0.0,Tate,1630256.0,,,,,,,,,,
222,PT09M15.00S,2021-03-15T00:49:07.0Z,2,REGULAR,turnover,offensive foul,[],1627759,,,1610612738,34,45,2021-03-15T00:49:07Z,2210000,,,0,,J. Brown offensive foul TURNOVER (2 TO),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,1628953.0,,,,,,,,,2.0,,,,,
223,PT09M04.00S,2021-03-15T00:49:31.2Z,2,REGULAR,2pt,Hook,"['pointsinthepaint', 'fromturnover']",1628383,14.011169513797633,48.10814950980392,1610612745,34,45,2021-03-15T00:49:44Z,2220000,9.0,79.0,1,left,MISS J. Patton 7' turnaround Hook,[1628383],1610612745.0,HOU,turnaround,,,Patton,J. Patton,,,,,7.98,Missed,,,,,,,,,,,,,,,,,,,
224,PT09M03.00S,2021-03-15T00:49:32.2Z,2,REGULAR,rebound,defensive,[],201952,,,1610612738,34,45,2021-03-15T00:49:54Z,2230000,,,0,,J. Teague REBOUND (Off:0 Def:2),[201952],1610612738.0,BOS,,,,Teague,J. Teague,,,,,,,,,,,,,,,,223.0,2.0,2.0,0.0,,,,,,
225,PT08M57.00S,2021-03-15T00:49:38.8Z,2,REGULAR,3pt,Jump Shot,[],202689,70.77858081471747,23.598345588235293,1610612738,34,45,2021-03-15T00:50:11Z,2240000,-132.0,222.0,1,right,MISS K. Walker 25' pullup 3PT,[202689],1610612738.0,BOS,pullup,,,Walker,K. Walker,,,,,25.85,Missed,,,,,,,,,,,,,,,,,,,
226,PT08M55.00S,2021-03-15T00:49:40.8Z,2,REGULAR,rebound,defensive,[],203506,,,1610612745,34,45,2021-03-15T00:49:57Z,2250000,,,0,,V. Oladipo REBOUND (Off:1 Def:1),[203506],1610612745.0,HOU,,,,Oladipo,V. Oladipo,,,,,,,,,,,,,,,,225.0,2.0,1.0,1.0,,,,,,
227,PT08M44.00S,2021-03-15T00:49:59.5Z,2,REGULAR,foul,personal,[],201952,,,1610612745,34,45,2021-03-15T00:50:24Z,2260000,,,0,,J. Teague personal FOUL (1 PF),"[201952, 1630256]",1610612738.0,BOS,,,,Teague,J. Teague,,,,,,,,,,,1199.0,1.0,0.0,Tate,1630256.0,,,,,,,,,,
229,PT08M37.00S,2021-03-15T00:50:19.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630256,7.178055190538765,52.76501225490197,1610612745,36,45,2021-03-15T00:50:47Z,2280000,-14.0,15.0,1,left,J. Tate Layup (6 PTS),[1630256],1610612745.0,HOU,,,,Tate,J. Tate,,,,,2.04,Made,6.0,,,,,,,,,,,,,,,,,,
230,PT08M16.00S,2021-03-15T00:50:38.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1627759,94.1688567674113,55.21599264705882,1610612738,36,47,2021-03-15T00:51:26Z,2290000,26.0,2.0,1,right,J. Brown driving Layup (11 PTS),[1627759],1610612738.0,BOS,driving,,,Brown,J. Brown,,,,,2.62,Made,11.0,,,,,,,,,,,,,,,,,,
231,PT08M08.00S,2021-03-15T00:50:47.6Z,2,REGULAR,3pt,Jump Shot,[],1628425,7.178055190538765,3.990502450980392,1610612745,36,47,2021-03-15T00:50:57Z,2300000,230.0,15.0,1,left,MISS S. Brown 3PT,[1628425],1610612745.0,HOU,,,,Brown,S. Brown,,,,,23.05,Missed,,,,,,,,,,,,,,,,,,,
232,PT08M08.00S,2021-03-15T00:50:47.6Z,2,REGULAR,rebound,defensive,[],201952,,,1610612738,36,47,2021-03-15T00:50:57Z,2310000,,,0,,J. Teague REBOUND (Off:0 Def:3),[201952],1610612738.0,BOS,,,,Teague,J. Teague,,,,,,,,,,,,,,,,231.0,3.0,3.0,0.0,,,,,,
233,PT07M56.00S,2021-03-15T00:50:58.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1627759,92.19776609724047,53.990502450980394,1610612738,36,47,2021-03-15T00:51:08Z,2320000,20.0,21.0,1,right,MISS J. Brown Layup,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,2.89,Missed,,,,,,,,,,,,,,,,,,,
234,PT07M55.00S,2021-03-15T00:50:59.9Z,2,REGULAR,rebound,offensive,[],202684,,,1610612738,36,47,2021-03-15T00:51:53Z,2330000,,,0,,T. Thompson REBOUND (Off:3 Def:2),[202684],1610612738.0,BOS,,,,Thompson,T. Thompson,,,,,,,,,,,,,,,,233.0,5.0,2.0,3.0,,,,,,
235,PT07M55.00S,2021-03-15T00:51:02.6Z,2,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",202684,94.40999984741211,50.0,1610612738,36,47,2021-03-15T00:51:59Z,2340000,0.0,0.0,1,right,MISS T. Thompson tip Layup,[202684],1610612738.0,BOS,tip,,,Thompson,T. Thompson,,,,,0.0,Missed,,,,,,,,,,,,,,,,,,,
236,PT07M54.00S,2021-03-15T00:51:03.6Z,2,REGULAR,rebound,defensive,[],1630256,,,1610612745,36,47,2021-03-15T00:51:59Z,2350000,,,0,,J. Tate REBOUND (Off:0 Def:4),[1630256],1610612745.0,HOU,,,,Tate,J. Tate,,,,,,,,,,,,,,,,235.0,4.0,4.0,0.0,,,,,,
237,PT07M46.00S,2021-03-15T00:51:09.4Z,2,REGULAR,turnover,lost ball,[],203506,,,1610612745,36,47,2021-03-15T00:51:21Z,2360000,,,0,,V. Oladipo lost ball TURNOVER (1 TO),"[203506, 1627759]",1610612745.0,HOU,,,,Oladipo,V. Oladipo,,,,,,,,,,,,,,,,,,,,1.0,Brown,1627759.0,,,
238,PT07M46.00S,2021-03-15T00:51:09.4Z,2,REGULAR,steal,,[],1627759,,,1610612738,36,47,2021-03-15T00:51:11Z,2370000,,,0,,J. Brown STEAL (1 STL),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,
239,PT07M40.00S,2021-03-15T00:51:17.4Z,2,REGULAR,foul,personal,[],203506,,,1610612738,36,47,2021-03-15T00:51:54Z,2380000,,,0,,V. Oladipo personal FOUL (2 PF),"[203506, 1627759]",1610612745.0,HOU,,,,Oladipo,V. Oladipo,,,,,,,,,,,203593.0,2.0,0.0,Brown,1627759.0,,,,,,,,,,
241,PT07M40.00S,2021-03-15T00:51:24.6Z,2,REGULAR,substitution,out,[],202689,,,1610612738,36,47,2021-03-15T00:51:33Z,2400000,,,0,,SUB out: K. Walker,[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,,,,,,,,,,,,,,,,,,,
242,PT07M40.00S,2021-03-15T00:51:24.6Z,2,REGULAR,substitution,in,[],203935,,,1610612738,36,47,2021-03-15T00:51:33Z,2410000,,,0,,SUB in: M. Smart,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,,
243,PT07M26.00S,2021-03-15T00:52:00.8Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",201952,85.75886990801577,51.049325980392155,1610612738,36,47,2021-03-15T00:53:17Z,2420000,5.0,81.0,1,right,MISS J. Teague 8' driving Layup,[201952],1610612738.0,BOS,driving,,,Teague,J. Teague,,,,,8.16,Missed,,,,,,,,,,,,,,,,,,,
244,PT07M25.00S,2021-03-15T00:52:01.8Z,2,REGULAR,rebound,offensive,[],202684,,,1610612738,36,47,2021-03-15T00:52:16Z,2430000,,,0,,T. Thompson REBOUND (Off:4 Def:2),[202684],1610612738.0,BOS,,,,Thompson,T. Thompson,,,,,,,,,,,,,,,,243.0,6.0,2.0,4.0,,,,,,
245,PT07M25.00S,2021-03-15T00:52:04.1Z,2,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint', 'fromturnover']",202684,94.40999984741211,50.0,1610612738,36,49,2021-03-15T00:52:19Z,2440000,0.0,0.0,1,right,T. Thompson tip Layup (4 PTS),[202684],1610612738.0,BOS,tip,,,Thompson,T. Thompson,,,,,0.0,Made,4.0,,,,,,,,,,,,,,,,,,
246,PT07M17.00S,2021-03-15T00:52:09.8Z,2,REGULAR,2pt,Jump Shot,[],203506,25.04927726675427,50.55912990196079,1610612745,36,49,2021-03-15T00:53:34Z,2450000,-3.0,183.0,1,left,MISS V. Oladipo 18' pullup Shot,[203506],1610612745.0,HOU,pullup,,,Oladipo,V. Oladipo,,,,,18.3,Missed,,,,,,,,,,,,,,,,,,,
247,PT07M14.00S,2021-03-15T00:52:12.8Z,2,REGULAR,rebound,defensive,[],202684,,,1610612738,36,49,2021-03-15T00:52:19Z,2460000,,,0,,T. Thompson REBOUND (Off:4 Def:3),[202684],1610612738.0,BOS,,,,Thompson,T. Thompson,,,,,,,,,,,,,,,,246.0,7.0,3.0,4.0,,,,,,
248,PT06M59.00S,2021-03-15T00:52:27.5Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],202684,87.20433639947439,51.294424019607845,1610612738,36,51,2021-03-15T00:52:34Z,2470000,6.0,68.0,1,right,T. Thompson 6' Hook (6 PTS),[202684],1610612738.0,BOS,,,,Thompson,T. Thompson,,,,,6.81,Made,6.0,,,,,,,,,,,,,,,,,,
249,PT06M42.00S,2021-03-15T00:52:45.7Z,2,REGULAR,2pt,Jump Shot,[],203506,11.251642575558476,30.46109068627451,1610612745,36,51,2021-03-15T00:55:51Z,2480000,98.0,53.0,1,left,MISS V. Oladipo 11' driving floating bank Shot,[203506],1610612745.0,HOU,driving floating bank,,,Oladipo,V. Oladipo,,,,,11.13,Missed,,,,,,,,,,,,,,,,,,,
250,PT06M41.00S,2021-03-15T00:52:46.7Z,2,REGULAR,rebound,offensive,[],1630256,,,1610612745,36,51,2021-03-15T00:55:51Z,2490000,,,0,,J. Tate REBOUND (Off:1 Def:4),[1630256],1610612745.0,HOU,,,,Tate,J. Tate,,,,,,,,,,,,,,,,249.0,5.0,4.0,1.0,,,,,,
261,PT06M41.00S,2021-03-15T00:52:52.9Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630256,8.409986859395532,53.002450980392155,1610612745,36,51,2021-03-15T00:57:08Z,2495000,-15.0,27.0,1,left,MISS J. Tate tip Layup,[1630256],1610612745.0,HOU,tip,,,Tate,J. Tate,,,,,3.05,Missed,,,,,,,,,,,,,,,,,,,
262,PT06M39.00S,2021-03-15T00:52:54.9Z,2,REGULAR,rebound,defensive,[],202684,,,1610612738,36,51,2021-03-15T00:57:08Z,2497500,,,0,,T. Thompson REBOUND (Off:4 Def:4),[202684],1610612738.0,BOS,,,,Thompson,T. Thompson,,,,,,,,,,,,,,,,261.0,8.0,4.0,4.0,,,,,,
251,PT06M26.00S,2021-03-15T00:53:00.2Z,2,REGULAR,3pt,Jump Shot,[],1627759,68.9388961892247,17.96109068627451,1610612738,36,54,2021-03-15T00:53:07Z,2500000,-160.0,239.0,1,right,J. Brown 28' 3PT  (14 PTS) (M. Smart 2 AST),"[1627759, 203935]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,28.81,Made,14.0,M. Smart,203935.0,2.0,,,,,,,,,,,,,,,
253,PT06M25.00S,2021-03-15T00:53:09.5Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612745,36,54,2021-03-15T00:53:09Z,2520000,,,0,,HOU Timeout,[],1610612745.0,HOU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
254,PT06M04.00S,2021-03-15T00:56:14.7Z,2,REGULAR,3pt,Jump Shot,[],1629645,7.5722733245729295,4.4806985294117645,1610612745,36,54,2021-03-15T00:56:25Z,2530000,228.0,19.0,1,left,MISS K. Porter Jr. step back 3PT,[1629645],1610612745.0,HOU,step back,,,Porter Jr.,K. Porter Jr.,,,,,22.84,Missed,,,,,,,,,,,,,,,,,,,
255,PT05M59.00S,2021-03-15T00:56:19.1Z,2,REGULAR,rebound,offensive,[],1628383,,,1610612745,36,54,2021-03-15T00:56:19Z,2540000,,,0,,J. Patton REBOUND (Off:1 Def:0),[1628383],1610612745.0,HOU,,,,Patton,J. Patton,,,,,,,,,,,,,,,,254.0,1.0,0.0,1.0,,,,,,
256,PT05M50.00S,2021-03-15T00:56:31.2Z,2,REGULAR,foul,personal,['2freethrow'],202684,,,1610612745,36,54,2021-03-15T00:56:37Z,2550000,,,0,,T. Thompson shooting personal FOUL (1 PF) (Tate 2 FT),"[202684, 1630256]",1610612738.0,BOS,shooting,,,Thompson,T. Thompson,,,,,,,,,,,1199.0,1.0,0.0,Tate,1630256.0,,,,,,,,,,
258,PT05M50.00S,2021-03-15T00:56:53.9Z,2,REGULAR,freethrow,1 of 2,['2ndchance'],1630256,,,1610612745,36,54,2021-03-15T00:56:53Z,2570000,,,0,,MISS J. Tate Free Throw 1 of 2,[1630256],1610612745.0,HOU,,,,Tate,J. Tate,,,,,,Missed,,,,,,,,,,,,,,,,,,,
259,PT05M50.00S,2021-03-15T00:56:53.9Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612745,36,54,2021-03-15T00:56:53Z,2580000,,,0,,TEAM offensive REBOUND,[],1610612745.0,HOU,,,,,,,,,,,,,,,,,,,,,258.0,,,,,,,,,
260,PT05M50.00S,2021-03-15T00:57:07.6Z,2,REGULAR,freethrow,2 of 2,['2ndchance'],1630256,,,1610612745,37,54,2021-03-15T00:57:07Z,2590000,,,0,,J. Tate Free Throw 2 of 2 (7 PTS),[1630256],1610612745.0,HOU,,,,Tate,J. Tate,,,,,,Made,7.0,,,,,,,,,,,,,,,,,,
263,PT05M36.00S,2021-03-15T00:57:23.8Z,2,REGULAR,2pt,Jump Shot,[],1627759,75.1149802890933,47.61795343137255,1610612738,37,54,2021-03-15T00:57:51Z,2600000,-12.0,181.0,1,right,MISS J. Brown 18' pullup Shot,[1627759],1610612738.0,BOS,pullup,,,Brown,J. Brown,,,,,18.18,Missed,,,,,,,,,,,,,,,,,,,
264,PT05M35.00S,2021-03-15T00:57:24.8Z,2,REGULAR,rebound,offensive,[],202684,,,1610612738,37,54,2021-03-15T00:57:54Z,2610000,,,0,,T. Thompson REBOUND (Off:5 Def:4),[202684],1610612738.0,BOS,,,,Thompson,T. Thompson,,,,,,,,,,,,,,,,263.0,9.0,4.0,5.0,,,,,,
265,PT05M35.00S,2021-03-15T00:57:28.3Z,2,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",202684,94.40999984741211,50.0,1610612738,37,54,2021-03-15T00:58:21Z,2620000,0.0,0.0,1,right,MISS T. Thompson tip Layup,[202684],1610612738.0,BOS,tip,,,Thompson,T. Thompson,,,,,0.0,Missed,,,,,,,,,,,,,,,,,,,
266,PT05M34.00S,2021-03-15T00:57:29.3Z,2,REGULAR,rebound,offensive,[],201952,,,1610612738,37,54,2021-03-15T00:58:21Z,2630000,,,0,,J. Teague REBOUND (Off:1 Def:3),[201952],1610612738.0,BOS,,,,Teague,J. Teague,,,,,,,,,,,,,,,,265.0,4.0,3.0,1.0,,,,,,
267,PT05M26.00S,2021-03-15T00:57:37.8Z,2,REGULAR,foul,personal,['2freethrow'],203506,,,1610612738,37,54,2021-03-15T00:57:45Z,2640000,,,0,,V. Oladipo shooting personal FOUL (3 PF) (Brown 2 FT),"[203506, 1627759]",1610612745.0,HOU,shooting,,,Oladipo,V. Oladipo,,,,,,,,,,,203593.0,3.0,0.0,Brown,1627759.0,,,,,,,,,,
