actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,turnoverTotal,playerName,playerNameI,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId
363,PT06M34.00S,2021-04-07T01:12:54.4Z,3,REGULAR,block,,[],203954,,,1610612738,58,70,2021-04-07T01:12:56Z,3570000,,,0,,J. Embiid BLOCK (1 BLK),[203954],1610612755.0,PHI,,,,,,,,,Embiid,J. Embiid,,,,,,,,,,,,,,,,,,
364,PT06M31.00S,2021-04-07T01:12:57.4Z,3,REGULAR,rebound,defensive,[],203954,,,1610612755,58,70,2021-04-07T01:13:02Z,3580000,,,0,,J. Embiid REBOUND (Off:3 Def:2),[203954],1610612755.0,PHI,,,,,,,,,Embiid,J. Embiid,,,,362.0,5.0,2.0,3.0,,,,,,,,,,,
365,PT06M22.00S,2021-04-07T01:13:10.8Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],202699,90.75229960578186,45.166973039215684,1610612755,58,72,2021-04-07T01:13:23Z,3590000,-24.0,34.0,1,right,T. Harris driving Layup (6 PTS),[202699],1610612755.0,PHI,driving,,,,,,,,Harris,T. Harris,4.21,Made,6.0,,,,,,,,,,,,,,,
366,PT06M22.00S,2021-04-07T01:13:14.8Z,3,REGULAR,foul,personal,['1freethrow'],1627759,,,1610612755,58,72,2021-04-07T01:13:31Z,3600000,,,0,,J. Brown shooting personal FOUL (2 PF) (Harris 1 FT),"[1627759, 202699]",1610612738.0,BOS,shooting,,,,,,202056.0,,Brown,J. Brown,,,,,,,,2.0,0.0,Harris,202699.0,,,,,,,
368,PT06M22.00S,2021-04-07T01:13:38.3Z,3,REGULAR,freethrow,1 of 1,[],202699,,,1610612755,58,73,2021-04-07T01:13:38Z,3620000,,,0,,T. Harris Free Throw 1 of 1 (7 PTS),[202699],1610612755.0,PHI,,,,,,,,,Harris,T. Harris,,Made,7.0,,,,,,,,,,,,,,,
369,PT06M07.00S,2021-04-07T01:13:57.4Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612738,58,73,2021-04-07T01:13:57Z,3630000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
370,PT06M00.00S,2021-04-07T01:14:19.6Z,3,REGULAR,3pt,Jump Shot,[],202689,30.56833114323259,73.10814950980392,1610612738,58,73,2021-04-07T01:14:26Z,3640000,-116.0,235.0,1,left,MISS K. Walker 26' pullup 3PT,[202689],1610612738.0,BOS,pullup,,,,,,,,Walker,K. Walker,26.17,Missed,,,,,,,,,,,,,,,,
371,PT05M58.00S,2021-04-07T01:14:21.6Z,3,REGULAR,rebound,defensive,[],201980,,,1610612755,58,73,2021-04-07T01:14:26Z,3650000,,,0,,D. Green REBOUND (Off:0 Def:2),[201980],1610612755.0,PHI,,,,,,,,,Green,D. Green,,,,370.0,2.0,2.0,0.0,,,,,,,,,,,
372,PT05M52.00S,2021-04-07T01:14:29.1Z,3,REGULAR,foul,personal,['2freethrow'],1628369,,,1610612755,58,73,2021-04-07T01:14:39Z,3660000,,,0,,J. Tatum shooting personal FOUL (1 PF) (Simmons 2 FT),"[1628369, 1627732]",1610612738.0,BOS,shooting,,,,,,202049.0,,Tatum,J. Tatum,,,,,,,,1.0,0.0,Simmons,1627732.0,,,,,,,
374,PT05M52.00S,2021-04-07T01:14:56.9Z,3,REGULAR,freethrow,1 of 2,['fastbreak'],1627732,,,1610612755,58,74,2021-04-07T01:14:56Z,3680000,,,0,,B. Simmons Free Throw 1 of 2 (9 PTS),[1627732],1610612755.0,PHI,,,,,,,,,Simmons,B. Simmons,,Made,9.0,,,,,,,,,,,,,,,
375,PT05M52.00S,2021-04-07T01:15:11.5Z,3,REGULAR,freethrow,2 of 2,['fastbreak'],1627732,,,1610612755,58,75,2021-04-07T01:15:11Z,3690000,,,0,,B. Simmons Free Throw 2 of 2 (10 PTS),[1627732],1610612755.0,PHI,,,,,,,,,Simmons,B. Simmons,,Made,10.0,,,,,,,,,,,,,,,
376,PT05M37.00S,2021-04-07T01:15:29.6Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628369,9.149145860709593,57.91207107843137,1610612738,58,75,2021-04-07T01:15:35Z,3700000,-40.0,34.0,1,left,MISS J. Tatum driving Layup,[1628369],1610612738.0,BOS,driving,,,,,,,,Tatum,J. Tatum,5.19,Missed,,,,,,,,,,,,,,,,
377,PT05M35.00S,2021-04-07T01:15:31.6Z,3,REGULAR,rebound,defensive,[],1627732,,,1610612755,58,75,2021-04-07T01:15:35Z,3710000,,,0,,B. Simmons REBOUND (Off:0 Def:4),[1627732],1610612755.0,PHI,,,,,,,,,Simmons,B. Simmons,,,,376.0,4.0,4.0,0.0,,,,,,,,,,,
378,PT05M19.00S,2021-04-07T01:15:52.1Z,3,REGULAR,foul,personal,['2freethrow'],1627759,,,1610612755,58,75,2021-04-07T01:16:01Z,3720000,,,0,,J. Brown shooting personal FOUL (3 PF) (Embiid 2 FT),"[1627759, 203954]",1610612738.0,BOS,shooting,,,,,,202056.0,,Brown,J. Brown,,,,,,,,3.0,0.0,Embiid,203954.0,,,,,,,
380,PT05M19.00S,2021-04-07T01:16:17.4Z,3,REGULAR,freethrow,1 of 2,[],203954,,,1610612755,58,76,2021-04-07T01:16:17Z,3740000,,,0,,J. Embiid Free Throw 1 of 2 (23 PTS),[203954],1610612755.0,PHI,,,,,,,,,Embiid,J. Embiid,,Made,23.0,,,,,,,,,,,,,,,
381,PT05M19.00S,2021-04-07T01:16:18.9Z,3,REGULAR,substitution,out,[],1627759,,,1610612755,58,76,2021-04-07T01:16:23Z,3750000,,,0,,SUB out: J. Brown,[1627759],1610612738.0,BOS,,,,,,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,
382,PT05M19.00S,2021-04-07T01:16:18.9Z,3,REGULAR,substitution,in,[],1629641,,,1610612755,58,76,2021-04-07T01:16:23Z,3760000,,,0,,SUB in: R. Langford,[1629641],1610612738.0,BOS,,,,,,,,,Langford,R. Langford,,,,,,,,,,,,,,,,,,
383,PT05M19.00S,2021-04-07T01:16:39.5Z,3,REGULAR,freethrow,2 of 2,[],203954,,,1610612755,58,77,2021-04-07T01:16:39Z,3770000,,,0,,J. Embiid Free Throw 2 of 2 (24 PTS),[203954],1610612755.0,PHI,,,,,,,,,Embiid,J. Embiid,,Made,24.0,,,,,,,,,,,,,,,
384,PT05M04.00S,2021-04-07T01:16:55.7Z,3,REGULAR,3pt,Jump Shot,[],1628369,14.98028909329829,2.7879901960784315,1610612738,58,77,2021-04-07T01:17:01Z,3780000,236.0,88.0,1,left,MISS J. Tatum 25' 3PT,[1628369],1610612738.0,BOS,,,,,,,,,Tatum,J. Tatum,25.21,Missed,,,,,,,,,,,,,,,,
385,PT05M01.00S,2021-04-07T01:16:58.7Z,3,REGULAR,rebound,defensive,[],203954,,,1610612755,58,77,2021-04-07T01:17:01Z,3790000,,,0,,J. Embiid REBOUND (Off:3 Def:3),[203954],1610612755.0,PHI,,,,,,,,,Embiid,J. Embiid,,,,384.0,6.0,3.0,3.0,,,,,,,,,,,
386,PT04M56.00S,2021-04-07T01:17:03.4Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1627732,90.88370565045992,53.01011029411765,1610612755,58,79,2021-04-07T01:17:11Z,3800000,15.0,33.0,1,right,B. Simmons running Layup (12 PTS),[1627732],1610612755.0,PHI,running,,,,,,,,Simmons,B. Simmons,3.65,Made,12.0,,,,,,,,,,,,,,,
388,PT04M56.00S,2021-04-07T01:17:15.8Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612738,58,79,2021-04-07T01:17:15Z,3820000,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
389,PT04M56.00S,2021-04-07T01:19:27.4Z,3,REGULAR,substitution,out,[],202699,,,1610612738,58,79,2021-04-07T01:20:17Z,3830000,,,0,,SUB out: T. Harris,[202699],1610612755.0,PHI,,,,,,,,,Harris,T. Harris,,,,,,,,,,,,,,,,,,
390,PT04M56.00S,2021-04-07T01:19:27.4Z,3,REGULAR,substitution,in,[],203118,,,1610612738,58,79,2021-04-07T01:20:17Z,3840000,,,0,,SUB in: M. Scott,[203118],1610612755.0,PHI,,,,,,,,,Scott,M. Scott,,,,,,,,,,,,,,,,,,
391,PT04M33.00S,2021-04-07T01:20:49.2Z,3,REGULAR,3pt,Jump Shot,[],1628369,10.726018396846255,97.37285539215686,1610612738,61,79,2021-04-07T01:20:53Z,3850000,-237.0,48.0,1,left,J. Tatum 24' 3PT  (15 PTS) (M. Smart 2 AST),"[1628369, 203935]",1610612738.0,BOS,,,,,,,,,Tatum,J. Tatum,24.18,Made,15.0,,,,,,,,,,,M. Smart,203935.0,2.0,,
393,PT04M10.00S,2021-04-07T01:21:13.0Z,3,REGULAR,2pt,Jump Shot,[],203954,89.61892247043363,22.123927696078432,1610612755,61,81,2021-04-07T01:21:19Z,3870000,-139.0,45.0,1,right,J. Embiid 14' Jump Shot (26 PTS),[203954],1610612755.0,PHI,,,,,,,,,Embiid,J. Embiid,14.65,Made,26.0,,,,,,,,,,,,,,,
394,PT03M44.00S,2021-04-07T01:21:38.8Z,3,REGULAR,3pt,Jump Shot,[],202689,23.209592641261498,90.75520833333334,1610612738,64,81,2021-04-07T01:21:43Z,3880000,-204.0,166.0,1,left,K. Walker 26' 3PT  (10 PTS) (M. Smart 3 AST),"[202689, 203935]",1610612738.0,BOS,,,,,,,,,Walker,K. Walker,26.27,Made,10.0,,,,,,,,,,,M. Smart,203935.0,3.0,,
396,PT03M25.00S,2021-04-07T01:21:58.7Z,3,REGULAR,turnover,lost ball,[],203954,,,1610612755,64,81,2021-04-07T01:22:02Z,3900000,,,0,,J. Embiid lost ball TURNOVER (3 TO),"[203954, 1629605]",1610612755.0,PHI,,,,,,,,3.0,Embiid,J. Embiid,,,,,,,,,,,,Fall,1629605.0,,,,,
397,PT03M25.00S,2021-04-07T01:21:58.7Z,3,REGULAR,steal,,[],1629605,,,1610612738,64,81,2021-04-07T01:22:00Z,3910000,,,0,,T. Fall STEAL (1 STL),[1629605],1610612738.0,BOS,,,,,,,,,Fall,T. Fall,,,,,,,,,,,,,,,,,,
398,PT03M16.00S,2021-04-07T01:22:12.6Z,3,REGULAR,foul,personal,[],203118,,,1610612738,64,81,2021-04-07T01:22:21Z,3920000,,,0,,M. Scott personal FOUL (1 PF),"[203118, 202689]",1610612755.0,PHI,,,,,,,1146.0,,Scott,M. Scott,,,,,,,,1.0,0.0,Walker,202689.0,,,,,,,
400,PT03M16.00S,2021-04-07T01:22:22.4Z,3,REGULAR,substitution,out,[],1629605,,,1610612738,64,81,2021-04-07T01:22:47Z,3940000,,,0,,SUB out: T. Fall,[1629605],1610612738.0,BOS,,,,,,,,,Fall,T. Fall,,,,,,,,,,,,,,,,,,
401,PT03M16.00S,2021-04-07T01:22:22.4Z,3,REGULAR,substitution,out,[],201980,,,1610612738,64,81,2021-04-07T01:22:47Z,3950000,,,0,,SUB out: D. Green,[201980],1610612755.0,PHI,,,,,,,,,Green,D. Green,,,,,,,,,,,,,,,,,,
402,PT03M16.00S,2021-04-07T01:22:22.4Z,3,REGULAR,substitution,out,[],203954,,,1610612738,64,81,2021-04-07T01:22:47Z,3960000,,,0,,SUB out: J. Embiid,[203954],1610612755.0,PHI,,,,,,,,,Embiid,J. Embiid,,,,,,,,,,,,,,,,,,
403,PT03M16.00S,2021-04-07T01:22:22.4Z,3,REGULAR,substitution,out,[],203552,,,1610612738,64,81,2021-04-07T01:22:47Z,3970000,,,0,,SUB out: S. Curry,[203552],1610612755.0,PHI,,,,,,,,,Curry,S. Curry,,,,,,,,,,,,,,,,,,
404,PT03M16.00S,2021-04-07T01:22:22.4Z,3,REGULAR,substitution,in,[],1629057,,,1610612738,64,81,2021-04-07T01:22:47Z,3980000,,,0,,SUB in: R. Williams III,[1629057],1610612738.0,BOS,,,,,,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,
405,PT03M16.00S,2021-04-07T01:22:22.4Z,3,REGULAR,substitution,in,[],1629003,,,1610612738,64,81,2021-04-07T01:22:47Z,3990000,,,0,,SUB in: S. Milton,[1629003],1610612755.0,PHI,,,,,,,,,Milton,S. Milton,,,,,,,,,,,,,,,,,,
406,PT03M16.00S,2021-04-07T01:22:22.4Z,3,REGULAR,substitution,in,[],2730,,,1610612738,64,81,2021-04-07T01:22:47Z,4000000,,,0,,SUB in: D. Howard,[2730],1610612755.0,PHI,,,,,,,,,Howard,D. Howard,,,,,,,,,,,,,,,,,,
407,PT03M16.00S,2021-04-07T01:22:22.4Z,3,REGULAR,substitution,in,[],1629680,,,1610612738,64,81,2021-04-07T01:22:47Z,4010000,,,0,,SUB in: M. Thybulle,[1629680],1610612755.0,PHI,,,,,,,,,Thybulle,M. Thybulle,,,,,,,,,,,,,,,,,,
408,PT03M02.00S,2021-04-07T01:22:55.9Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1628369,4.155716162943495,95.90226715686273,1610612738,64,81,2021-04-07T01:23:07Z,4020000,-230.0,-13.0,1,left,MISS J. Tatum 3PT,[1628369],1610612738.0,BOS,,,,,,,,,Tatum,J. Tatum,22.99,Missed,,,,,,,,,,,,,,,,
409,PT03M01.00S,2021-04-07T01:22:56.9Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612738,64,81,2021-04-07T01:23:07Z,4030000,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,408.0,,,,,,,,,,,,,,
410,PT03M01.00S,2021-04-07T01:23:01.1Z,3,REGULAR,turnover,shot clock,['team'],0,,,1610612738,64,81,2021-04-07T01:23:13Z,4040000,,,0,,BOS shot clock Team TURNOVER,[],1610612738.0,BOS,,,,,,,1146.0,,,,,,,,,,,,,,,,,,,,,
411,PT02M50.00S,2021-04-07T01:23:15.0Z,3,REGULAR,2pt,Jump Shot,['fromturnover'],1629003,85.3646517739816,30.46109068627451,1610612755,64,81,2021-04-07T01:30:38Z,4050000,-98.0,85.0,1,right,MISS S. Milton 12' pullup Shot - blocked,"[1629003, 1629057]",1610612755.0,PHI,pullup,,,,,,,,Milton,S. Milton,12.96,Missed,,,,,,,,,,,,,,,Williams III,1629057.0
412,PT02M50.00S,2021-04-07T01:23:15.0Z,3,REGULAR,block,,[],1629057,,,1610612755,64,81,2021-04-07T01:23:42Z,4060000,,,0,,R. Williams III BLOCK (1 BLK),[1629057],1610612738.0,BOS,,,,,,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,
413,PT02M48.00S,2021-04-07T01:23:17.0Z,3,REGULAR,rebound,defensive,[],202689,,,1610612738,64,81,2021-04-07T01:24:50Z,4070000,,,0,,K. Walker REBOUND (Off:0 Def:3),[202689],1610612738.0,BOS,,,,,,,,,Walker,K. Walker,,,,411.0,3.0,3.0,0.0,,,,,,,,,,,
414,PT02M44.00S,2021-04-07T01:23:22.3Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1629641,7.046649145860711,53.990502450980394,1610612738,66,81,2021-04-07T01:23:29Z,4080000,-20.0,14.0,1,left,R. Langford running reverse Layup (2 PTS) (K. Walker 5 AST),"[1629641, 202689]",1610612738.0,BOS,running reverse,,,,,,,,Langford,R. Langford,2.42,Made,2.0,,,,,,,,,,,K. Walker,202689.0,5.0,,
416,PT02M44.00S,2021-04-07T01:23:30.6Z,3,REGULAR,timeout,full,['team'],0,,,1610612755,66,81,2021-04-07T01:23:30Z,4100000,,,0,,PHI Timeout,[],1610612755.0,PHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,
417,PT02M44.00S,2021-04-07T01:24:35.1Z,3,REGULAR,substitution,out,[],1627732,,,1610612755,66,81,2021-04-07T01:24:56Z,4110000,,,0,,SUB out: B. Simmons,[1627732],1610612755.0,PHI,,,,,,,,,Simmons,B. Simmons,,,,,,,,,,,,,,,,,,
418,PT02M44.00S,2021-04-07T01:24:35.1Z,3,REGULAR,substitution,in,[],1627788,,,1610612755,66,81,2021-04-07T01:24:56Z,4120000,,,0,,SUB in: F. Korkmaz,[1627788],1610612755.0,PHI,,,,,,,,,Korkmaz,F. Korkmaz,,,,,,,,,,,,,,,,,,
419,PT02M25.00S,2021-04-07T01:25:24.3Z,3,REGULAR,3pt,Jump Shot,[],1627788,69.46452036793693,80.21599264705883,1610612755,66,84,2021-04-07T01:25:29Z,4130000,151.0,235.0,1,right,F. Korkmaz 27' 3PT turnaround (9 PTS) (M. Thybulle 1 AST),"[1627788, 1629680]",1610612755.0,PHI,turnaround,,,,,,,,Korkmaz,F. Korkmaz,27.9,Made,9.0,,,,,,,,,,,M. Thybulle,1629680.0,1.0,,
421,PT02M05.00S,2021-04-07T01:25:44.5Z,3,REGULAR,3pt,Jump Shot,[],1629641,23.078186596583443,8.402267156862745,1610612738,66,84,2021-04-07T01:25:49Z,4150000,208.0,164.0,1,left,MISS R. Langford 26' 3PT,[1629641],1610612738.0,BOS,,,,,,,,,Langford,R. Langford,26.51,Missed,,,,,,,,,,,,,,,,
422,PT02M03.00S,2021-04-07T01:25:46.5Z,3,REGULAR,rebound,defensive,[],2730,,,1610612755,66,84,2021-04-07T01:25:49Z,4160000,,,0,,D. Howard REBOUND (Off:0 Def:2),[2730],1610612755.0,PHI,,,,,,,,,Howard,D. Howard,,,,421.0,2.0,2.0,0.0,,,,,,,,,,,
423,PT01M48.00S,2021-04-07T01:26:01.9Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629003,83.65637319316689,59.3826593137255,1610612755,66,84,2021-04-07T01:26:07Z,4170000,47.0,101.0,1,right,MISS S. Milton 11' fadeaway Shot,[1629003],1610612755.0,PHI,fadeaway,,,,,,,,Milton,S. Milton,11.14,Missed,,,,,,,,,,,,,,,,
424,PT01M46.00S,2021-04-07T01:26:03.9Z,3,REGULAR,rebound,defensive,[],1629057,,,1610612738,66,84,2021-04-07T01:26:07Z,4180000,,,0,,R. Williams III REBOUND (Off:2 Def:5),[1629057],1610612738.0,BOS,,,,,,,,,Williams III,R. Williams III,,,,423.0,7.0,5.0,2.0,,,,,,,,,,,
425,PT01M42.00S,2021-04-07T01:26:12.6Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak', 'defensivegoaltending']",202689,7.046649145860711,45.41207107843137,1610612738,68,84,2021-04-07T01:26:27Z,4190000,23.0,14.0,1,left,K. Walker running finger roll Layup (12 PTS),[202689],1610612738.0,BOS,running finger roll,,,,,,,,Walker,K. Walker,2.67,Made,12.0,,,,,,,,,,,,,,,
426,PT01M42.00S,2021-04-07T01:26:17.2Z,3,REGULAR,violation,defensive goaltending,[],2730,,,1610612738,68,84,2021-04-07T01:26:37Z,4200000,,,0,,D. Howard defensive goaltending VIOLATION,[2730],1610612755.0,PHI,,,,,,,202049.0,,Howard,D. Howard,,,,,,,,,,,,,,,,,,
427,PT01M31.00S,2021-04-07T01:26:41.5Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612755,68,84,2021-04-07T01:26:41Z,4210000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
428,PT01M31.00S,2021-04-07T01:26:42.5Z,3,REGULAR,substitution,out,[],1628369,,,1610612755,68,84,2021-04-07T01:26:49Z,4220000,,,0,,SUB out: J. Tatum,[1628369],1610612738.0,BOS,,,,,,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,
429,PT01M31.00S,2021-04-07T01:26:42.5Z,3,REGULAR,substitution,out,[],202689,,,1610612755,68,84,2021-04-07T01:26:49Z,4230000,,,0,,SUB out: K. Walker,[202689],1610612738.0,BOS,,,,,,,,,Walker,K. Walker,,,,,,,,,,,,,,,,,,
430,PT01M31.00S,2021-04-07T01:26:42.5Z,3,REGULAR,substitution,in,[],1630202,,,1610612755,68,84,2021-04-07T01:26:49Z,4240000,,,0,,SUB in: P. Pritchard,[1630202],1610612738.0,BOS,,,,,,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,
431,PT01M31.00S,2021-04-07T01:26:42.5Z,3,REGULAR,substitution,in,[],1627759,,,1610612755,68,84,2021-04-07T01:26:49Z,4250000,,,0,,SUB in: J. Brown,[1627759],1610612738.0,BOS,,,,,,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,
432,PT01M26.00S,2021-04-07T01:27:01.9Z,3,REGULAR,3pt,Jump Shot,[],1627788,68.01905387647832,79.23560049019608,1610612755,68,84,2021-04-07T01:27:07Z,4260000,146.0,248.0,1,right,MISS F. Korkmaz 28' pullup 3PT,[1627788],1610612755.0,PHI,pullup,,,,,,,,Korkmaz,F. Korkmaz,28.8,Missed,,,,,,,,,,,,,,,,
433,PT01M23.00S,2021-04-07T01:27:04.9Z,3,REGULAR,rebound,defensive,[],1629057,,,1610612738,68,84,2021-04-07T01:27:07Z,4270000,,,0,,R. Williams III REBOUND (Off:2 Def:6),[1629057],1610612738.0,BOS,,,,,,,,,Williams III,R. Williams III,,,,432.0,8.0,6.0,2.0,,,,,,,,,,,
434,PT01M19.00S,2021-04-07T01:27:08.2Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1627759,32.14520367936925,59.3826593137255,1610612738,68,84,2021-04-07T01:27:17Z,4280000,-47.0,250.0,1,left,MISS J. Brown 25' running pullup 3PT,[1627759],1610612738.0,BOS,running pullup,,,,,,,,Brown,J. Brown,25.41,Missed,,,,,,,,,,,,,,,,
435,PT01M17.00S,2021-04-07T01:27:10.2Z,3,REGULAR,rebound,offensive,[],1630202,,,1610612738,68,84,2021-04-07T01:27:17Z,4290000,,,0,,P. Pritchard REBOUND (Off:1 Def:0),[1630202],1610612738.0,BOS,,,,,,,,,Pritchard,P. Pritchard,,,,434.0,1.0,0.0,1.0,,,,,,,,,,,
436,PT01M10.00S,2021-04-07T01:27:17.3Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1629641,8.754927726675426,58.40226715686274,1610612738,68,84,2021-04-07T01:27:29Z,4300000,-42.0,30.0,1,left,MISS R. Langford pullup Shot - blocked,"[1629641, 1629680]",1610612738.0,BOS,pullup,,,,,,,,Langford,R. Langford,5.15,Missed,,,,,,,,,,,,,,,Thybulle,1629680.0
437,PT01M10.00S,2021-04-07T01:27:17.3Z,3,REGULAR,block,,[],1629680,,,1610612738,68,84,2021-04-07T01:27:20Z,4310000,,,0,,M. Thybulle BLOCK (1 BLK),[1629680],1610612755.0,PHI,,,,,,,,,Thybulle,M. Thybulle,,,,,,,,,,,,,,,,,,
438,PT01M07.00S,2021-04-07T01:27:20.3Z,3,REGULAR,rebound,defensive,[],2730,,,1610612755,68,84,2021-04-07T01:27:23Z,4320000,,,0,,D. Howard REBOUND (Off:0 Def:3),[2730],1610612755.0,PHI,,,,,,,,,Howard,D. Howard,,,,436.0,3.0,3.0,0.0,,,,,,,,,,,
439,PT00M59.90S,2021-04-07T01:27:27.8Z,3,REGULAR,turnover,bad pass,[],1629003,,,1610612755,68,84,2021-04-07T01:30:46Z,4330000,,,0,,S. Milton bad pass TURNOVER (1 TO),"[1629003, 1629641]",1610612755.0,PHI,,,,,,,,1.0,Milton,S. Milton,,,,,,,,,,,,Langford,1629641.0,,,,,
440,PT00M59.90S,2021-04-07T01:27:27.8Z,3,REGULAR,steal,,[],1629641,,,1610612738,68,84,2021-04-07T01:27:29Z,4340000,,,0,,R. Langford STEAL (1 STL),[1629641],1610612738.0,BOS,,,,,,,,,Langford,R. Langford,,,,,,,,,,,,,,,,,,
441,PT00M51.40S,2021-04-07T01:27:38.6Z,3,REGULAR,2pt,Jump Shot,['fromturnover'],1629057,10.90670170827858,74.35661764705883,1610612738,70,84,2021-04-07T01:27:44Z,4350000,-122.0,50.0,1,left,R. Williams III 13' Jump Shot (4 PTS) (R. Langford 1 AST),"[1629057, 1629641]",1610612738.0,BOS,,,,,,,,,Williams III,R. Williams III,13.17,Made,4.0,,,,,,,,,,,R. Langford,1629641.0,1.0,,
443,PT00M39.30S,2021-04-07T01:27:55.5Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630202,,,1610612755,70,84,2021-04-07T01:28:04Z,4370000,,,0,,P. Pritchard personal FOUL (1 PF) (Korkmaz 2 FT),"[1630202, 1627788]",1610612738.0,BOS,,,,,,,202056.0,,Pritchard,P. Pritchard,,,,,,,,1.0,0.0,Korkmaz,1627788.0,,,,,,,
445,PT00M39.30S,2021-04-07T01:28:17.1Z,3,REGULAR,freethrow,1 of 2,[],1627788,,,1610612755,70,84,2021-04-07T01:28:17Z,4390000,,,0,,MISS F. Korkmaz Free Throw 1 of 2,[1627788],1610612755.0,PHI,,,,,,,,,Korkmaz,F. Korkmaz,,Missed,,,,,,,,,,,,,,,,
446,PT00M39.30S,2021-04-07T01:28:17.1Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612755,70,84,2021-04-07T01:28:17Z,4400000,,,0,,TEAM offensive REBOUND,[],1610612755.0,PHI,,,,,,,,,,,,,,445.0,,,,,,,,,,,,,,
447,PT00M39.30S,2021-04-07T01:28:36.0Z,3,REGULAR,freethrow,2 of 2,[],1627788,,,1610612755,70,85,2021-04-07T01:28:36Z,4410000,,,0,,F. Korkmaz Free Throw 2 of 2 (10 PTS),[1627788],1610612755.0,PHI,,,,,,,,,Korkmaz,F. Korkmaz,,Made,10.0,,,,,,,,,,,,,,,
448,PT00M25.10S,2021-04-07T01:28:53.5Z,3,REGULAR,2pt,Jump Shot,[],203935,26.10052562417871,66.24540441176471,1610612738,70,85,2021-04-07T01:29:01Z,4420000,-81.0,193.0,1,left,MISS M. Smart 20' pullup Shot,[203935],1610612738.0,BOS,pullup,,,,,,,,Smart,M. Smart,20.92,Missed,,,,,,,,,,,,,,,,
449,PT00M23.50S,2021-04-07T01:28:55.1Z,3,REGULAR,rebound,defensive,[],1629003,,,1610612755,70,85,2021-04-07T01:29:01Z,4430000,,,0,,S. Milton REBOUND (Off:1 Def:2),[1629003],1610612755.0,PHI,,,,,,,,,Milton,S. Milton,,,,448.0,3.0,2.0,1.0,,,,,,,,,,,
450,PT00M01.30S,2021-04-07T01:29:17.4Z,3,REGULAR,3pt,Jump Shot,[],2730,71.96123521681997,83.15716911764706,1610612755,70,85,2021-04-07T01:29:28Z,4440000,166.0,211.0,1,right,MISS D. Howard 26' turnaround 3PT,[2730],1610612755.0,PHI,turnaround,,,,,,,,Howard,D. Howard,26.84,Missed,,,,,,,,,,,,,,,,
451,PT00M01.00S,2021-04-07T01:29:17.7Z,3,REGULAR,rebound,defensive,[],1629641,,,1610612738,70,85,2021-04-07T01:29:28Z,4450000,,,0,,R. Langford REBOUND (Off:0 Def:1),[1629641],1610612738.0,BOS,,,,,,,,,Langford,R. Langford,,,,450.0,1.0,1.0,0.0,,,,,,,,,,,
452,PT00M00.00S,2021-04-07T01:29:24.8Z,3,REGULAR,period,end,[],0,,,1610612738,70,85,2021-04-07T01:29:24Z,4460000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
