actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,value
178,PT10M18.00S,2021-05-29T01:12:58.8Z,2,REGULAR,3pt,Jump Shot,[],203925,21.50131406044678,6.931678921568627,1610612751,37,34,2021-05-29T01:13:04Z,1780000,215.0,150.0,1,left,MISS J. Harris 26' 3PT,[203925],1610612751.0,BKN,,,,Harris,J. Harris,,,,,26.22,Missed,,,,,,,,,,,,,,,,,,,
179,PT10M15.00S,2021-05-29T01:13:01.8Z,2,REGULAR,rebound,defensive,[],1628369,,,1610612738,37,34,2021-05-29T01:13:04Z,1790000,,,0,,J. Tatum REBOUND (Off:0 Def:5),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,178.0,5.0,5.0,0.0,,,,,,,,,,,,,,,
180,PT09M58.00S,2021-05-29T01:13:18.4Z,2,REGULAR,3pt,Jump Shot,[],1628369,91.5407358738502,3.010110294117647,1610612738,40,34,2021-05-29T01:13:22Z,1800000,-235.0,27.0,1,right,J. Tatum 3PT  (16 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,23.64,Made,,,,,16.0,,,,,,,,,,,,,,
181,PT09M33.00S,2021-05-29T01:13:42.5Z,2,REGULAR,3pt,Jump Shot,[],204020,4.5499342969776615,3.5003063725490198,1610612751,40,37,2021-05-29T01:14:15Z,1810000,232.0,-10.0,1,left,T. Johnson 3PT bank (5 PTS) (J. Harden 6 AST),"[204020, 201935]",1610612751.0,BKN,bank,,,Johnson,T. Johnson,,,,,23.27,Made,,,,,5.0,,,,,,J. Harden,201935.0,6.0,,,,,,
183,PT09M10.00S,2021-05-29T01:14:05.2Z,2,REGULAR,3pt,Jump Shot,[],1629641,87.20433639947439,3.990502450980392,1610612738,43,37,2021-05-29T01:14:09Z,1830000,-230.0,68.0,1,right,R. Langford 3PT  (6 PTS) (J. Tatum 2 AST),"[1629641, 1628369]",1610612738.0,BOS,,,,Langford,R. Langford,,,,,23.98,Made,,,,,6.0,,,,,,J. Tatum,1628369.0,2.0,,,,,,
185,PT08M42.00S,2021-05-29T01:14:33.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203925,7.966491458607096,46.88265931372549,1610612751,43,39,2021-05-29T01:14:37Z,1850000,16.0,22.0,1,left,J. Harris driving Layup (8 PTS) (J. Harden 7 AST),"[203925, 201935]",1610612751.0,BKN,driving,,,Harris,J. Harris,,,,,2.73,Made,,,,,8.0,,,,,,J. Harden,201935.0,7.0,,,,,,
187,PT08M21.00S,2021-05-29T01:14:54.6Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],202684,85.89027595269383,49.333639705882355,1610612738,45,39,2021-05-29T01:15:02Z,1870000,-3.0,80.0,1,right,T. Thompson 8' turnaround Hook (10 PTS),[202684],1610612738.0,BOS,turnaround,,,Thompson,T. Thompson,,,,,8.02,Made,,,,,10.0,,,,,,,,,,,,,,
188,PT08M16.00S,2021-05-29T01:15:15.0Z,2,REGULAR,stoppage,other,[],0,,,1610612751,45,39,2021-05-29T01:15:15Z,1880000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
189,PT08M05.00S,2021-05-29T01:15:25.1Z,2,REGULAR,3pt,Jump Shot,[],201935,27.414586070959263,20.657169117647058,1610612751,45,39,2021-05-29T01:15:37Z,1890000,147.0,205.0,1,left,MISS J. Harden 25' 3PT,[201935],1610612751.0,BKN,,,,Harden,J. Harden,,,,,25.22,Missed,,,,,,,,,,,,,,,,,,,
190,PT08M01.00S,2021-05-29T01:15:29.0Z,2,REGULAR,rebound,offensive,[],1629651,,,1610612751,45,39,2021-05-29T01:15:29Z,1900000,,,0,,N. Claxton REBOUND (Off:1 Def:1),[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,,,189.0,2.0,1.0,1.0,,,,,,,,,,,,,,,
191,PT08M01.00S,2021-05-29T01:15:32.9Z,2,REGULAR,foul,offensive,[],203925,,,1610612751,45,39,2021-05-29T01:16:08Z,1910000,,,0,,J. Harris offensive FOUL (3 PF),"[203925, 1629641]",1610612751.0,BKN,,,,Harris,J. Harris,,,,,,,,,,,,2715.0,3.0,0.0,Langford,1629641.0,,,,,,,,,
193,PT08M01.00S,2021-05-29T01:15:32.9Z,2,REGULAR,turnover,offensive foul,[],203925,,,1610612751,45,39,2021-05-29T01:15:32Z,1930000,,,0,,J. Harris offensive foul TURNOVER (1 TO),[203925],1610612751.0,BKN,,,,Harris,J. Harris,,,,,,,,,,,,2715.0,,,,,,,,1.0,,,,,
194,PT08M01.00S,2021-05-29T01:15:42.9Z,2,REGULAR,substitution,out,[],204020,,,1610612738,45,39,2021-05-29T01:16:05Z,1940000,,,0,,SUB out: T. Johnson,[204020],1610612751.0,BKN,,,,Johnson,T. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,
195,PT08M01.00S,2021-05-29T01:15:42.9Z,2,REGULAR,substitution,out,[],1629651,,,1610612738,45,39,2021-05-29T01:16:05Z,1950000,,,0,,SUB out: N. Claxton,[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,,,,,,,,,,,,,,,,,,,,,
196,PT08M01.00S,2021-05-29T01:15:42.9Z,2,REGULAR,substitution,out,[],203925,,,1610612738,45,39,2021-05-29T01:16:05Z,1960000,,,0,,SUB out: J. Harris,[203925],1610612751.0,BKN,,,,Harris,J. Harris,,,,,,,,,,,,,,,,,,,,,,,,,
197,PT08M01.00S,2021-05-29T01:15:42.9Z,2,REGULAR,substitution,in,[],1628971,,,1610612738,45,39,2021-05-29T01:16:05Z,1970000,,,0,,SUB in: B. Brown,[1628971],1610612751.0,BKN,,,,Brown,B. Brown,,,,,,,,,,,,,,,,,,,,,,,,,
198,PT08M01.00S,2021-05-29T01:15:42.9Z,2,REGULAR,substitution,in,[],201933,,,1610612738,45,39,2021-05-29T01:16:05Z,1980000,,,0,,SUB in: B. Griffin,[201933],1610612751.0,BKN,,,,Griffin,B. Griffin,,,,,,,,,,,,,,,,,,,,,,,,,
199,PT08M01.00S,2021-05-29T01:15:42.9Z,2,REGULAR,substitution,in,[],202681,,,1610612738,45,39,2021-05-29T01:16:05Z,1990000,,,0,,SUB in: K. Irving,[202681],1610612751.0,BKN,,,,Irving,K. Irving,,,,,,,,,,,,,,,,,,,,,,,,,
200,PT07M43.00S,2021-05-29T01:16:20.6Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",203095,81.42247043363994,42.470894607843135,1610612738,47,39,2021-05-29T01:16:27Z,2000000,-38.0,122.0,1,right,E. Fournier 12' fadeaway Jump Shot (2 PTS) (R. Langford 1 AST),"[203095, 1629641]",1610612738.0,BOS,fadeaway,,,Fournier,E. Fournier,,,,,12.78,Made,,,,,2.0,,,,,,R. Langford,1629641.0,1.0,,,,,,
202,PT07M29.00S,2021-05-29T01:16:33.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],201935,13.61695137976347,57.176776960784316,1610612751,47,41,2021-05-29T01:16:37Z,2020000,-36.0,75.0,1,left,J. Harden 8' driving Layup (15 PTS),[201935],1610612751.0,BKN,driving,,,Harden,J. Harden,,,,,8.36,Made,,,,,15.0,,,,,,,,,,,,,,
203,PT07M11.00S,2021-05-29T01:16:51.9Z,2,REGULAR,3pt,Jump Shot,[],1629641,91.40932982917214,95.90226715686273,1610612738,47,41,2021-05-29T01:16:59Z,2030000,230.0,28.0,1,right,MISS R. Langford 3PT,[1629641],1610612738.0,BOS,,,,Langford,R. Langford,,,,,23.12,Missed,,,,,,,,,,,,,,,,,,,
204,PT07M10.00S,2021-05-29T01:16:52.9Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612738,47,41,2021-05-29T01:16:59Z,2040000,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,203.0,,,,,,,,,,,,,,,,,,
205,PT07M10.00S,2021-05-29T01:16:56.5Z,2,REGULAR,foul,personal,[],1629013,,,1610612738,47,41,2021-05-29T01:17:14Z,2050000,,,0,,L. Shamet loose ball personal FOUL (1 PF),"[1629013, 202684]",1610612751.0,BKN,loose ball,,,Shamet,L. Shamet,,,,,,,,,,,,200832.0,1.0,0.0,Thompson,202684.0,,,,,,,,,
207,PT07M10.00S,2021-05-29T01:17:12.7Z,2,REGULAR,substitution,out,[],1628369,,,1610612738,47,41,2021-05-29T01:17:16Z,2070000,,,0,,SUB out: J. Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,
208,PT07M10.00S,2021-05-29T01:17:12.7Z,2,REGULAR,substitution,in,[],202689,,,1610612738,47,41,2021-05-29T01:17:16Z,2080000,,,0,,SUB in: K. Walker,[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,,,,,,,,,,,,,,,,,,,
209,PT06M59.00S,2021-05-29T01:17:36.4Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],203095,86.02168199737189,95.65716911764706,1610612738,47,41,2021-05-29T01:17:41Z,2090000,228.0,79.0,1,right,MISS E. Fournier 24' 3PT,[203095],1610612738.0,BOS,,,,Fournier,E. Fournier,,,,,24.15,Missed,,,,,,,,,,,,,,,,,,,
210,PT06M56.00S,2021-05-29T01:17:39.4Z,2,REGULAR,rebound,defensive,[],201933,,,1610612751,47,41,2021-05-29T01:17:41Z,2100000,,,0,,B. Griffin REBOUND (Off:0 Def:2),[201933],1610612751.0,BKN,,,,Griffin,B. Griffin,,,,,,,209.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
211,PT06M47.00S,2021-05-29T01:17:48.4Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202681,17.95335085413929,37.56893382352941,1610612751,47,43,2021-05-29T01:17:54Z,2110000,62.0,116.0,1,left,K. Irving 13' pullup Jump Shot (2 PTS),[202681],1610612751.0,BKN,pullup,,,Irving,K. Irving,,,,,13.19,Made,,,,,2.0,,,,,,,,,,,,,,
212,PT06M36.00S,2021-05-29T01:17:59.1Z,2,REGULAR,2pt,Jump Shot,[],202689,78.40013140604468,59.3826593137255,1610612738,47,43,2021-05-29T01:18:06Z,2120000,47.0,151.0,1,right,MISS K. Walker 15' pullup Shot,[202689],1610612738.0,BOS,pullup,,,Walker,K. Walker,,,,,15.76,Missed,,,,,,,,,,,,,,,,,,,
213,PT06M31.00S,2021-05-29T01:18:04.1Z,2,REGULAR,rebound,defensive,[],202681,,,1610612751,47,43,2021-05-29T01:18:06Z,2130000,,,0,,K. Irving REBOUND (Off:0 Def:2),[202681],1610612751.0,BKN,,,,Irving,K. Irving,,,,,,,212.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
214,PT06M21.00S,2021-05-29T01:18:13.9Z,2,REGULAR,3pt,Jump Shot,[],201933,27.283180026281208,18.45128676470588,1610612751,47,43,2021-05-29T01:18:23Z,2140000,158.0,204.0,1,left,MISS B. Griffin 25' 3PT,[201933],1610612751.0,BKN,,,,Griffin,B. Griffin,,,,,25.78,Missed,,,,,,,,,,,,,,,,,,,
215,PT06M18.00S,2021-05-29T01:18:16.9Z,2,REGULAR,rebound,defensive,[],1629641,,,1610612738,47,43,2021-05-29T01:18:23Z,2150000,,,0,,R. Langford REBOUND (Off:1 Def:2),[1629641],1610612738.0,BOS,,,,Langford,R. Langford,,,,,,,214.0,3.0,2.0,1.0,,,,,,,,,,,,,,,
216,PT06M18.00S,2021-05-29T01:18:21.4Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612738,47,43,2021-05-29T01:18:21Z,2160000,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
217,PT06M18.00S,2021-05-29T01:18:56.2Z,2,REGULAR,substitution,out,[],1630202,,,1610612738,47,43,2021-05-29T01:21:35Z,2170000,,,0,,SUB out: P. Pritchard,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,,,,,,,,
218,PT06M18.00S,2021-05-29T01:18:56.2Z,2,REGULAR,substitution,out,[],201935,,,1610612738,47,43,2021-05-29T01:21:35Z,2180000,,,0,,SUB out: J. Harden,[201935],1610612751.0,BKN,,,,Harden,J. Harden,,,,,,,,,,,,,,,,,,,,,,,,,
219,PT06M18.00S,2021-05-29T01:18:56.2Z,2,REGULAR,substitution,in,[],203935,,,1610612738,47,43,2021-05-29T01:21:35Z,2190000,,,0,,SUB in: M. Smart,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,,
220,PT06M18.00S,2021-05-29T01:18:56.2Z,2,REGULAR,substitution,in,[],201142,,,1610612738,47,43,2021-05-29T01:21:35Z,2200000,,,0,,SUB in: K. Durant,[201142],1610612751.0,BKN,,,,Durant,K. Durant,,,,,,,,,,,,,,,,,,,,,,,,,
221,PT06M00.00S,2021-05-29T01:22:15.1Z,2,REGULAR,turnover,bad pass,[],202684,,,1610612738,47,43,2021-05-29T01:22:19Z,2210000,,,0,,T. Thompson bad pass TURNOVER (2 TO),"[202684, 201142]",1610612738.0,BOS,,,,Thompson,T. Thompson,,,,,,,,,,,,,,,,,,,,2.0,Durant,201142.0,,,
222,PT06M00.00S,2021-05-29T01:22:15.1Z,2,REGULAR,steal,,[],201142,,,1610612751,47,43,2021-05-29T01:22:17Z,2220000,,,0,,K. Durant STEAL (3 STL),[201142],1610612751.0,BKN,,,,Durant,K. Durant,,,,,,,,,,,,,,,,,,,,,,,,,
223,PT05M48.00S,2021-05-29T01:22:29.4Z,2,REGULAR,foul,personal,[],202689,,,1610612751,47,43,2021-05-29T01:22:37Z,2230000,,,0,,K. Walker personal FOUL (2 PF),"[202689, 201142]",1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,,,,,,2715.0,2.0,0.0,Durant,201142.0,,,,,,,,,
225,PT05M48.00S,2021-05-29T01:22:38.8Z,2,REGULAR,substitution,out,[],202684,,,1610612751,47,43,2021-05-29T01:22:46Z,2250000,,,0,,SUB out: T. Thompson,[202684],1610612738.0,BOS,,,,Thompson,T. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,
226,PT05M48.00S,2021-05-29T01:22:38.8Z,2,REGULAR,substitution,in,[],1629684,,,1610612751,47,43,2021-05-29T01:22:46Z,2260000,,,0,,SUB in: G. Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
227,PT05M41.00S,2021-05-29T01:23:00.2Z,2,REGULAR,2pt,Jump Shot,['fromturnover'],201142,7.703679369250986,75.3140318627451,1610612751,47,45,2021-05-29T01:23:11Z,2270000,-127.0,20.0,1,left,K. Durant 12' turnaround fadeaway Jump Shot (11 PTS),[201142],1610612751.0,BKN,turnaround fadeaway,,,Durant,K. Durant,,,,,12.82,Made,,,,,11.0,,,,,,,,,,,,,,
228,PT05M32.00S,2021-05-29T01:23:10.7Z,2,REGULAR,foul,personal,[],1629013,,,1610612738,47,45,2021-05-29T01:23:20Z,2280000,,,0,,L. Shamet personal FOUL (2 PF),"[1629013, 202689]",1610612751.0,BKN,,,,Shamet,L. Shamet,,,,,,,,,,,,200832.0,2.0,0.0,Walker,202689.0,,,,,,,,,
230,PT05M28.00S,2021-05-29T01:23:29.7Z,2,REGULAR,3pt,Jump Shot,[],203935,66.5735873850197,64.5297181372549,1610612738,47,45,2021-05-29T01:23:35Z,2300000,73.0,262.0,1,right,MISS M. Smart 27' 3PT,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,27.16,Missed,,,,,,,,,,,,,,,,,,,
231,PT05M25.00S,2021-05-29T01:23:33.1Z,2,REGULAR,rebound,offensive,[],203095,,,1610612738,47,45,2021-05-29T01:23:33Z,2310000,,,0,,E. Fournier REBOUND (Off:1 Def:1),[203095],1610612738.0,BOS,,,,Fournier,E. Fournier,,,,,,,230.0,2.0,1.0,1.0,,,,,,,,,,,,,,,
232,PT05M23.00S,2021-05-29T01:23:35.3Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1629641,82.21090670170827,95.41207107843137,1610612738,47,45,2021-05-29T01:23:40Z,2320000,227.0,115.0,1,right,MISS R. Langford 25' pullup 3PT,[1629641],1610612738.0,BOS,pullup,,,Langford,R. Langford,,,,,25.44,Missed,,,,,,,,,,,,,,,,,,,
233,PT05M20.00S,2021-05-29T01:23:38.2Z,2,REGULAR,rebound,defensive,[],201142,,,1610612751,47,45,2021-05-29T01:23:38Z,2330000,,,0,,K. Durant REBOUND (Off:0 Def:3),[201142],1610612751.0,BKN,,,,Durant,K. Durant,,,,,,,232.0,3.0,3.0,0.0,,,,,,,,,,,,,,,
234,PT05M09.00S,2021-05-29T01:23:48.7Z,2,REGULAR,2pt,Jump Shot,[],202681,22.421156373193167,47.372855392156865,1610612751,47,45,2021-05-29T01:23:56Z,2340000,13.0,158.0,1,left,MISS K. Irving 15' pullup Shot,[202681],1610612751.0,BKN,pullup,,,Irving,K. Irving,,,,,15.88,Missed,,,,,,,,,,,,,,,,,,,
235,PT05M05.00S,2021-05-29T01:23:52.7Z,2,REGULAR,rebound,offensive,[],1628971,,,1610612751,47,45,2021-05-29T01:23:56Z,2350000,,,0,,B. Brown REBOUND (Off:1 Def:0),[1628971],1610612751.0,BKN,,,,Brown,B. Brown,,,,,,,234.0,1.0,0.0,1.0,,,,,,,,,,,,,,,
236,PT05M05.00S,2021-05-29T01:23:53.3Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628971,5.590000152587891,50.0,1610612751,47,45,2021-05-29T01:23:53Z,2360000,0.0,0.0,1,left,MISS B. Brown tip Layup,[1628971],1610612751.0,BKN,tip,,,Brown,B. Brown,,,,,0.0,Missed,,,,,,,,,,,,,,,,,,,
237,PT05M03.00S,2021-05-29T01:23:54.6Z,2,REGULAR,rebound,defensive,[],202689,,,1610612738,47,45,2021-05-29T01:23:54Z,2370000,,,0,,K. Walker REBOUND (Off:0 Def:4),[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,236.0,4.0,4.0,0.0,,,,,,,,,,,,,,,
238,PT04M54.00S,2021-05-29T01:24:03.9Z,2,REGULAR,3pt,Jump Shot,[],203095,92.06636005256242,4.4806985294117645,1610612738,50,45,2021-05-29T01:24:09Z,2380000,-228.0,22.0,1,right,E. Fournier 3PT  (5 PTS) (M. Smart 2 AST),"[203095, 203935]",1610612738.0,BOS,,,,Fournier,E. Fournier,,,,,22.87,Made,,,,,5.0,,,,,,M. Smart,203935.0,2.0,,,,,,
240,PT04M39.00S,2021-05-29T01:24:18.6Z,2,REGULAR,2pt,Jump Shot,[],201142,19.004599211563733,69.921875,1610612751,50,47,2021-05-29T01:24:23Z,2400000,-100.0,126.0,1,left,K. Durant 16' pullup Jump Shot (13 PTS),[201142],1610612751.0,BKN,pullup,,,Durant,K. Durant,,,,,16.07,Made,,,,,13.0,,,,,,,,,,,,,,
241,PT04M27.00S,2021-05-29T01:24:31.4Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1629684,85.49605781865965,42.470894607843135,1610612738,52,47,2021-05-29T01:24:39Z,2410000,-38.0,84.0,1,right,G. Williams 9' turnaround Hook (2 PTS) (E. Fournier 1 AST),"[1629684, 203095]",1610612738.0,BOS,turnaround,,,Williams,G. Williams,,,,,9.18,Made,,,,,2.0,,,,,,E. Fournier,203095.0,1.0,,,,,,
243,PT04M09.00S,2021-05-29T01:24:49.8Z,2,REGULAR,2pt,Jump Shot,[],201142,16.90210249671485,22.127757352941178,1610612751,52,47,2021-05-29T01:24:56Z,2430000,139.0,106.0,1,left,MISS K. Durant 17' fadeaway Shot,[201142],1610612751.0,BKN,fadeaway,,,Durant,K. Durant,,,,,17.54,Missed,,,,,,,,,,,,,,,,,,,
244,PT04M06.00S,2021-05-29T01:24:52.8Z,2,REGULAR,rebound,defensive,[],202689,,,1610612738,52,47,2021-05-29T01:24:56Z,2440000,,,0,,K. Walker REBOUND (Off:0 Def:5),[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,243.0,5.0,5.0,0.0,,,,,,,,,,,,,,,
245,PT04M01.00S,2021-05-29T01:24:57.7Z,2,REGULAR,turnover,lost ball,[],202689,,,1610612738,52,47,2021-05-29T01:25:03Z,2450000,,,0,,K. Walker lost ball TURNOVER (2 TO),"[202689, 1629013]",1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,,,,,,,,,,,,,,2.0,Shamet,1629013.0,,,
246,PT04M01.00S,2021-05-29T01:24:57.7Z,2,REGULAR,steal,,[],1629013,,,1610612751,52,47,2021-05-29T01:24:59Z,2460000,,,0,,L. Shamet STEAL (1 STL),[1629013],1610612751.0,BKN,,,,Shamet,L. Shamet,,,,,,,,,,,,,,,,,,,,,,,,,
247,PT04M01.00S,2021-05-29T01:25:01.2Z,2,REGULAR,foul,personal,[],1629684,,,1610612751,52,47,2021-05-29T01:25:10Z,2470000,,,0,,G. Williams personal FOUL (1 PF),"[1629684, 1629013]",1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,201638.0,1.0,0.0,Shamet,1629013.0,,,,,,,,,
249,PT04M01.00S,2021-05-29T01:25:08.7Z,2,REGULAR,substitution,out,[],1629641,,,1610612751,52,47,2021-05-29T01:25:19Z,2490000,,,0,,SUB out: R. Langford,[1629641],1610612738.0,BOS,,,,Langford,R. Langford,,,,,,,,,,,,,,,,,,,,,,,,,
250,PT04M01.00S,2021-05-29T01:25:08.7Z,2,REGULAR,substitution,out,[],1629013,,,1610612751,52,47,2021-05-29T01:25:19Z,2500000,,,0,,SUB out: L. Shamet,[1629013],1610612751.0,BKN,,,,Shamet,L. Shamet,,,,,,,,,,,,,,,,,,,,,,,,,
251,PT04M01.00S,2021-05-29T01:25:08.7Z,2,REGULAR,substitution,in,[],1628369,,,1610612751,52,47,2021-05-29T01:25:19Z,2510000,,,0,,SUB in: J. Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,
252,PT04M01.00S,2021-05-29T01:25:08.7Z,2,REGULAR,substitution,in,[],201935,,,1610612751,52,47,2021-05-29T01:25:19Z,2520000,,,0,,SUB in: J. Harden,[201935],1610612751.0,BKN,,,,Harden,J. Harden,,,,,,,,,,,,,,,,,,,,,,,,,
253,PT03M47.00S,2021-05-29T01:25:35.6Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1628971,7.30946123521682,40.01991421568628,1610612751,52,47,2021-05-29T01:25:44Z,2530000,50.0,16.0,1,left,MISS B. Brown driving Layup,[1628971],1610612751.0,BKN,driving,,,Brown,B. Brown,,,,,5.25,Missed,,,,,,,,,,,,,,,,,,,
254,PT03M42.00S,2021-05-29T01:25:40.6Z,2,REGULAR,rebound,defensive,[],203095,,,1610612738,52,47,2021-05-29T01:25:44Z,2540000,,,0,,E. Fournier REBOUND (Off:1 Def:2),[203095],1610612738.0,BOS,,,,Fournier,E. Fournier,,,,,,,253.0,3.0,2.0,1.0,,,,,,,,,,,,,,,
255,PT03M34.00S,2021-05-29T01:25:47.2Z,2,REGULAR,3pt,Jump Shot,[],1628369,72.88107752956637,16.980698529411764,1610612738,55,47,2021-05-29T01:25:52Z,2550000,-165.0,202.0,1,right,J. Tatum 26' 3PT  (19 PTS) (K. Walker 2 AST),"[1628369, 202689]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,26.12,Made,,,,,19.0,,,,,,K. Walker,202689.0,2.0,,,,,,
257,PT03M15.00S,2021-05-29T01:26:07.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],201933,8.229303547963205,49.82383578431372,1610612751,55,49,2021-05-29T01:26:12Z,2570000,1.0,25.0,1,left,B. Griffin driving reverse Layup (2 PTS),[201933],1610612751.0,BKN,driving reverse,,,Griffin,B. Griffin,,,,,2.49,Made,,,,,2.0,,,,,,,,,,,,,,
258,PT03M04.00S,2021-05-29T01:26:18.0Z,2,REGULAR,2pt,Jump Shot,[],203095,86.02168199737189,81.93167892156863,1610612738,57,49,2021-05-29T01:26:23Z,2580000,160.0,79.0,1,right,E. Fournier 17' step back Jump Shot (7 PTS),[203095],1610612738.0,BOS,step back,,,Fournier,E. Fournier,,,,,17.81,Made,,,,,7.0,,,,,,,,,,,,,,
259,PT02M35.00S,2021-05-29T01:26:47.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],201935,5.732588699080158,39.28462009803921,1610612751,57,49,2021-05-29T01:27:03Z,2590000,54.0,1.0,1,left,MISS J. Harden driving Layup - blocked,"[201935, 1629684]",1610612751.0,BKN,driving,,,Harden,J. Harden,,,,,5.36,Missed,,,,,,,,,,,,,,,,,Williams,1629684.0,
260,PT02M35.00S,2021-05-29T01:26:47.8Z,2,REGULAR,block,,[],1629684,,,1610612751,57,49,2021-05-29T01:26:51Z,2600000,,,0,,G. Williams BLOCK (1 BLK),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
261,PT02M34.00S,2021-05-29T01:26:48.8Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612751,57,49,2021-05-29T01:27:23Z,2610000,,,0,,TEAM offensive REBOUND,[],1610612751.0,BKN,,,,,,,,,,,,259.0,,,,,,,,,,,,,,,,,,
262,PT02M34.00S,2021-05-29T01:26:57.2Z,2,REGULAR,turnover,shot clock,['team'],0,,,1610612751,57,49,2021-05-29T01:27:12Z,2620000,,,0,,BKN shot clock Team TURNOVER,[],1610612751.0,BKN,,,,,,,,,,,,,,,,,2715.0,,,,,,,,,,,,,
263,PT02M27.00S,2021-05-29T01:27:13.9Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1628369,94.03745072273325,51.294424019607845,1610612738,59,49,2021-05-29T01:27:18Z,2630000,6.0,4.0,1,right,J. Tatum driving finger roll Layup (21 PTS) (K. Walker 3 AST),"[1628369, 202689]",1610612738.0,BOS,driving finger roll,,,Tatum,J. Tatum,,,,,0.74,Made,,,,,21.0,,,,,,K. Walker,202689.0,3.0,,,,,,
264,PT02M08.00S,2021-05-29T01:27:32.8Z,2,REGULAR,2pt,Jump Shot,[],201142,11.514454664914586,32.666973039215684,1610612751,59,51,2021-05-29T01:27:45Z,2640000,87.0,56.0,1,left,K. Durant 10' driving bank Jump Shot (15 PTS) (B. Brown 1 AST),"[201142, 1628971]",1610612751.0,BKN,driving bank,,,Durant,K. Durant,,,,,10.31,Made,,,,,15.0,,,,,,B. Brown,1628971.0,1.0,,,,,,
265,PT02M00.00S,2021-05-29T01:27:39.8Z,2,REGULAR,turnover,lost ball,[],203935,,,1610612738,59,51,2021-05-29T01:28:19Z,2650000,,,0,,M. Smart lost ball TURNOVER (2 TO),"[203935, 201933]",1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,2.0,Griffin,201933.0,,,
