actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,value
16,PT10M49.00S,2021-03-12T00:47:08.2Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],201599,5.075558475689881,49.08854166666667,1610612751,2,2,2021-03-12T00:47:19Z,160000,5.0,-5.0,1,left,D. Jordan DUNK (2 PTS) (B. Brown 1 AST),"[201599, 1628971]",1610612751.0,BKN,,,,Jordan,D. Jordan,,,,,0.66,Made,,,,,2.0,B. Brown,1628971.0,1.0,,,,,,,,,,,
18,PT10M31.00S,2021-03-12T00:47:26.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202684,88.78120893561103,48.84344362745098,1610612738,2,2,2021-03-12T00:48:42Z,180000,-6.0,53.0,1,right,MISS T. Thompson floating Shot,[202684],1610612738.0,BOS,floating,,,Thompson,T. Thompson,,,,,5.33,Missed,,,,,,,,,,,,,,,,,,,
19,PT10M27.00S,2021-03-12T00:47:29.2Z,1,REGULAR,rebound,defensive,[],201935,,,1610612751,2,2,2021-03-12T00:47:29Z,190000,,,0,,J. Harden REBOUND (Off:0 Def:1),[201935],1610612751.0,BKN,,,,Harden,J. Harden,,,,,,,18.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
20,PT10M24.00S,2021-03-12T00:47:34.3Z,1,REGULAR,foul,personal,['2freethrow'],202684,,,1610612751,2,2,2021-03-12T00:47:50Z,200000,,,0,,T. Thompson shooting personal FOUL (1 PF) (Harden 2 FT),"[202684, 201935]",1610612738.0,BOS,shooting,,,Thompson,T. Thompson,,,,,,,,,,,,,,,1627529.0,1.0,0.0,Harden,201935.0,,,,,,
22,PT10M24.00S,2021-03-12T00:47:59.6Z,1,REGULAR,freethrow,1 of 2,['fastbreak'],201935,,,1610612751,3,2,2021-03-12T00:47:59Z,220000,,,0,,J. Harden Free Throw 1 of 2 (1 PTS),[201935],1610612751.0,BKN,,,,Harden,J. Harden,,,,,,Made,,,,,1.0,,,,,,,,,,,,,,
23,PT10M24.00S,2021-03-12T00:48:15.6Z,1,REGULAR,freethrow,2 of 2,['fastbreak'],201935,,,1610612751,4,2,2021-03-12T00:48:15Z,230000,,,0,,J. Harden Free Throw 2 of 2 (2 PTS),[201935],1610612751.0,BKN,,,,Harden,J. Harden,,,,,,Made,,,,,2.0,,,,,,,,,,,,,,
24,PT10M12.00S,2021-03-12T00:48:30.2Z,1,REGULAR,3pt,Jump Shot,[],202689,66.70499342969777,50.80422794117647,1610612738,4,5,2021-03-12T00:50:53Z,240000,4.0,260.0,1,right,K. Walker 26' 3PT pullup (3 PTS),[202689],1610612738.0,BOS,pullup,,,Walker,K. Walker,,,,,26.05,Made,,,,,3.0,,,,,,,,,,,,,,
25,PT09M58.00S,2021-03-12T00:48:45.2Z,1,REGULAR,turnover,bad pass,[],201935,,,1610612751,4,5,2021-03-12T00:48:51Z,250000,,,0,,J. Harden bad pass TURNOVER (1 TO),"[201935, 1628464]",1610612751.0,BKN,,,,Harden,J. Harden,,,,,,,,,,,,,,,,,,,,1.0,Theis,1628464.0,,,
26,PT09M58.00S,2021-03-12T00:48:45.2Z,1,REGULAR,steal,,[],1628464,,,1610612738,4,5,2021-03-12T00:48:47Z,260000,,,0,,D. Theis STEAL (1 STL),[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,,,,,,,,,,,,,,,
27,PT09M49.00S,2021-03-12T00:48:53.4Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",202684,92.85479632063075,50.55912990196079,1610612738,4,7,2021-03-12T00:49:08Z,270000,3.0,15.0,1,right,T. Thompson DUNK (2 PTS) (J. Tatum 2 AST),"[202684, 1628369]",1610612738.0,BOS,,,,Thompson,T. Thompson,,,,,1.5,Made,,,,,2.0,J. Tatum,1628369.0,2.0,,,,,,,,,,,
29,PT09M36.00S,2021-03-12T00:49:08.5Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612751,4,7,2021-03-12T00:49:08Z,290000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,PT09M36.00S,2021-03-12T00:49:20.3Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612751,4,7,2021-03-12T00:49:20Z,300000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,PT09M28.00S,2021-03-12T00:49:38.7Z,1,REGULAR,3pt,Jump Shot,[],1628971,12.434296977660972,4.725796568627451,1610612751,4,7,2021-03-12T00:49:44Z,310000,226.0,64.0,1,left,MISS B. Brown 3PT,[1628971],1610612751.0,BKN,,,,Brown,B. Brown,,,,,23.54,Missed,,,,,,,,,,,,,,,,,,,
32,PT09M22.00S,2021-03-12T00:49:44.7Z,1,REGULAR,rebound,defensive,[],202689,,,1610612738,4,7,2021-03-12T00:49:44Z,320000,,,0,,K. Walker REBOUND (Off:0 Def:1),[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,31.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
33,PT09M12.00S,2021-03-12T00:49:54.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627759,84.31340341655716,36.833639705882355,1610612738,4,7,2021-03-12T00:49:59Z,330000,-66.0,95.0,1,right,MISS J. Brown 11' pullup Shot,[1627759],1610612738.0,BOS,pullup,,,Brown,J. Brown,,,,,11.56,Missed,,,,,,,,,,,,,,,,,,,
34,PT09M09.00S,2021-03-12T00:49:57.8Z,1,REGULAR,rebound,defensive,[],202681,,,1610612751,4,7,2021-03-12T00:49:59Z,340000,,,0,,K. Irving REBOUND (Off:0 Def:1),[202681],1610612751.0,BKN,,,,Irving,K. Irving,,,,,,,33.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
35,PT09M06.00S,2021-03-12T00:50:01.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1628971,6.1268068331143235,48.10814950980392,1610612751,4,7,2021-03-12T00:50:08Z,350000,9.0,5.0,1,left,MISS B. Brown driving Layup - blocked,"[1628971, 202689]",1610612751.0,BKN,driving,,,Brown,B. Brown,,,,,1.08,Missed,,,,,,,,,,,,,,,,,Walker,202689.0,
36,PT09M06.00S,2021-03-12T00:50:01.5Z,1,REGULAR,block,,[],202689,,,1610612751,4,7,2021-03-12T00:50:04Z,360000,,,0,,K. Walker BLOCK (1 BLK),[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,,,,,,,,,,,,,,,,,,,
37,PT09M06.00S,2021-03-12T00:50:01.5Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612751,4,7,2021-03-12T00:50:08Z,370000,,,0,,TEAM offensive REBOUND,[],1610612751.0,BKN,,,,,,,,,,,,35.0,,,,,,,,,,,,,,,,,,
38,PT09M06.00S,2021-03-12T00:50:08.1Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612751,4,7,2021-03-12T00:50:08Z,380000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,PT09M04.00S,2021-03-12T00:50:25.5Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],203925,15.325229960578188,4.725796568627451,1610612751,4,7,2021-03-12T00:50:30Z,390000,226.0,92.0,1,left,MISS J. Harris 24' 3PT,[203925],1610612751.0,BKN,,,,Harris,J. Harris,,,,,24.42,Missed,,,,,,,,,,,,,,,,,,,
40,PT09M00.00S,2021-03-12T00:50:29.5Z,1,REGULAR,rebound,defensive,[],1628464,,,1610612738,4,7,2021-03-12T00:50:30Z,400000,,,0,,D. Theis REBOUND (Off:0 Def:2),[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,39.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
41,PT08M51.00S,2021-03-12T00:50:38.5Z,1,REGULAR,3pt,Jump Shot,[],1627759,89.43823915900131,97.61795343137256,1610612738,4,7,2021-03-12T00:50:46Z,410000,238.0,47.0,1,right,MISS J. Brown 24' 3PT,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,24.27,Missed,,,,,,,,,,,,,,,,,,,
42,PT08M44.00S,2021-03-12T00:50:45.5Z,1,REGULAR,rebound,offensive,[],202684,,,1610612738,4,7,2021-03-12T00:50:46Z,420000,,,0,,T. Thompson REBOUND (Off:1 Def:1),[202684],1610612738.0,BOS,,,,Thompson,T. Thompson,,,,,,,41.0,2.0,1.0,1.0,,,,,,,,,,,,,,,
43,PT08M44.00S,2021-03-12T00:50:45.2Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",202684,94.40999984741211,50.0,1610612738,4,7,2021-03-12T00:50:45Z,430000,0.0,0.0,1,right,MISS T. Thompson tip Layup,[202684],1610612738.0,BOS,tip,,,Thompson,T. Thompson,,,,,0.0,Missed,,,,,,,,,,,,,,,,,,,
44,PT08M43.00S,2021-03-12T00:50:45.7Z,1,REGULAR,rebound,defensive,[],201935,,,1610612751,4,7,2021-03-12T00:50:45Z,440000,,,0,,J. Harden REBOUND (Off:0 Def:2),[201935],1610612751.0,BKN,,,,Harden,J. Harden,,,,,,,43.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
45,PT08M39.00S,2021-03-12T00:50:50.7Z,1,REGULAR,turnover,bad pass,[],1628971,,,1610612751,4,7,2021-03-12T00:50:55Z,450000,,,0,,B. Brown bad pass TURNOVER (1 TO),"[1628971, 1627759]",1610612751.0,BKN,,,,Brown,B. Brown,,,,,,,,,,,,,,,,,,,,1.0,Brown,1627759.0,,,
46,PT08M39.00S,2021-03-12T00:50:50.7Z,1,REGULAR,steal,,[],1627759,,,1610612738,4,7,2021-03-12T00:50:52Z,460000,,,0,,J. Brown STEAL (1 STL),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,
47,PT08M35.00S,2021-03-12T00:50:54.7Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1628464,92.19776609724047,3.7454044117647056,1610612738,4,7,2021-03-12T00:51:06Z,470000,-231.0,21.0,1,right,MISS D. Theis 3PT,[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,23.22,Missed,,,,,,,,,,,,,,,,,,,
48,PT08M31.00S,2021-03-12T00:50:58.7Z,1,REGULAR,rebound,defensive,[],201599,,,1610612751,4,7,2021-03-12T00:51:06Z,480000,,,0,,D. Jordan REBOUND (Off:0 Def:2),[201599],1610612751.0,BKN,,,,Jordan,D. Jordan,,,,,,,47.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
49,PT08M24.00S,2021-03-12T00:51:05.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],201935,5.863994743758213,47.86305147058824,1610612751,6,7,2021-03-12T00:51:19Z,490000,11.0,3.0,1,left,J. Harden running Layup (4 PTS),[201935],1610612751.0,BKN,running,,,Harden,J. Harden,,,,,1.1,Made,,,,,4.0,,,,,,,,,,,,,,
50,PT08M10.00S,2021-03-12T00:51:18.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],202689,94.43166885676742,48.84344362745098,1610612738,6,9,2021-03-12T00:51:31Z,500000,-6.0,0.0,1,right,K. Walker cutting Layup (5 PTS) (T. Thompson 1 AST),"[202689, 202684]",1610612738.0,BOS,cutting,,,Walker,K. Walker,,,,,0.58,Made,,,,,5.0,T. Thompson,202684.0,1.0,,,,,,,,,,,
52,PT08M07.00S,2021-03-12T00:51:25.5Z,1,REGULAR,turnover,out-of-bounds,[],201935,,,1610612751,6,9,2021-03-12T00:51:35Z,520000,,,0,,J. Harden bad pass out-of-bounds TURNOVER (2 TO),[201935],1610612751.0,BKN,bad pass,,,Harden,J. Harden,,,,,,,,,,,,,,,1830.0,,,,,2.0,,,,,
53,PT07M57.00S,2021-03-12T00:51:45.3Z,1,REGULAR,foul,personal,[],202681,,,1610612738,6,9,2021-03-12T00:51:52Z,530000,,,0,,K. Irving personal FOUL (1 PF),"[202681, 1627759]",1610612751.0,BKN,,,,Irving,K. Irving,,,,,,,,,,,,,,,1830.0,1.0,0.0,Brown,1627759.0,,,,,,
55,PT07M50.00S,2021-03-12T00:52:09.2Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1628369,94.1688567674113,50.55912990196079,1610612738,6,11,2021-03-12T00:52:19Z,550000,3.0,2.0,1,right,J. Tatum driving Layup (2 PTS) (J. Brown 1 AST),"[1628369, 1627759]",1610612738.0,BOS,driving,,,Tatum,J. Tatum,,,,,0.36,Made,,,,,2.0,J. Brown,1627759.0,1.0,,,,,,,,,,,
57,PT07M36.00S,2021-03-12T00:52:23.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202681,9.543363994743759,50.55912990196079,1610612751,6,11,2021-03-12T00:52:27Z,570000,-3.0,37.0,1,left,MISS K. Irving driving floating Shot,[202681],1610612751.0,BKN,driving floating,,,Irving,K. Irving,,,,,3.73,Missed,,,,,,,,,,,,,,,,,,,
58,PT07M32.00S,2021-03-12T00:52:25.9Z,1,REGULAR,rebound,defensive,[],1628464,,,1610612738,6,11,2021-03-12T00:52:25Z,580000,,,0,,D. Theis REBOUND (Off:0 Def:3),[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,57.0,3.0,3.0,0.0,,,,,,,,,,,,,,,
59,PT07M29.00S,2021-03-12T00:52:29.8Z,1,REGULAR,2pt,Jump Shot,['fastbreak'],202689,76.42904073587385,58.40226715686274,1610612738,6,11,2021-03-12T00:52:38Z,590000,42.0,169.0,1,right,MISS K. Walker 17' pullup Shot,[202689],1610612738.0,BOS,pullup,,,Walker,K. Walker,,,,,17.42,Missed,,,,,,,,,,,,,,,,,,,
60,PT07M24.00S,2021-03-12T00:52:34.8Z,1,REGULAR,rebound,offensive,[],202684,,,1610612738,6,11,2021-03-12T00:52:38Z,600000,,,0,,T. Thompson REBOUND (Off:2 Def:1),[202684],1610612738.0,BOS,,,,Thompson,T. Thompson,,,,,,,59.0,3.0,1.0,2.0,,,,,,,,,,,,,,,
61,PT07M24.00S,2021-03-12T00:52:34.3Z,1,REGULAR,2pt,Layup,"['2ndchance', 'fastbreak', 'pointsinthepaint']",202684,94.40999984741211,50.0,1610612738,6,13,2021-03-12T00:53:09Z,610000,0.0,0.0,1,right,T. Thompson tip Layup (4 PTS),[202684],1610612738.0,BOS,tip,,,Thompson,T. Thompson,,,,,0.0,Made,,,,,4.0,,,,,,,,,,,,,,
62,PT07M24.00S,2021-03-12T00:52:38.8Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612751,6,13,2021-03-12T00:52:38Z,620000,,,0,,BKN Timeout,[],1610612751.0,BKN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,PT07M08.00S,2021-03-12T00:56:32.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],202681,6.1268068331143235,49.08854166666667,1610612751,8,13,2021-03-12T00:56:37Z,630000,5.0,5.0,1,left,K. Irving driving Layup (2 PTS),[202681],1610612751.0,BKN,driving,,,Irving,K. Irving,,,,,0.69,Made,,,,,2.0,,,,,,,,,,,,,,
64,PT06M46.00S,2021-03-12T00:56:57.5Z,1,REGULAR,turnover,out-of-bounds,[],1628369,,,1610612738,8,13,2021-03-12T00:57:06Z,640000,,,0,,J. Tatum step out-of-bounds TURNOVER (1 TO),[1628369],1610612738.0,BOS,step,,,Tatum,J. Tatum,,,,,,,,,,,,,,,1627529.0,,,,,1.0,,,,,
65,PT06M37.00S,2021-03-12T00:57:13.8Z,1,REGULAR,turnover,lost ball,[],201599,,,1610612751,8,13,2021-03-12T00:57:17Z,650000,,,0,,D. Jordan lost ball TURNOVER (1 TO),"[201599, 1627759]",1610612751.0,BKN,,,,Jordan,D. Jordan,,,,,,,,,,,,,,,,,,,,1.0,Brown,1627759.0,,,
66,PT06M37.00S,2021-03-12T00:57:13.8Z,1,REGULAR,steal,,[],1627759,,,1610612738,8,13,2021-03-12T00:57:15Z,660000,,,0,,J. Brown STEAL (2 STL),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,
67,PT06M33.00S,2021-03-12T00:57:22.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1627759,93.9060446780552,45.65716911764706,1610612738,8,13,2021-03-12T00:57:30Z,670000,-22.0,5.0,1,right,MISS J. Brown driving Layup - blocked,"[1627759, 202681]",1610612738.0,BOS,driving,,,Brown,J. Brown,,,,,2.22,Missed,,,,,,,,,,,,,,,,,Irving,202681.0,
68,PT06M33.00S,2021-03-12T00:57:22.5Z,1,REGULAR,block,,[],202681,,,1610612738,8,13,2021-03-12T00:57:27Z,680000,,,0,,K. Irving BLOCK (1 BLK),[202681],1610612751.0,BKN,,,,Irving,K. Irving,,,,,,,,,,,,,,,,,,,,,,,,,
69,PT06M33.00S,2021-03-12T00:57:22.5Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612738,8,13,2021-03-12T00:57:30Z,690000,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,67.0,,,,,,,,,,,,,,,,,,
70,PT06M33.00S,2021-03-12T00:57:29.0Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612738,8,13,2021-03-12T00:57:29Z,700000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,PT06M29.00S,2021-03-12T00:57:41.0Z,1,REGULAR,violation,kicked ball,[],201599,,,1610612738,8,13,2021-03-12T00:57:54Z,710000,,,0,,D. Jordan kicked ball VIOLATION,[201599],1610612751.0,BKN,,,,Jordan,D. Jordan,,,,,,,,,,,,,,,1627529.0,,,,,,,,,,
72,PT06M23.00S,2021-03-12T00:58:01.3Z,1,REGULAR,2pt,Jump Shot,"['fromturnover', '2ndchance']",202689,75.1149802890933,50.06893382352941,1610612738,8,15,2021-03-12T00:58:05Z,720000,0.0,181.0,1,right,K. Walker 18' pullup Jump Shot (7 PTS) (J. Brown 2 AST),"[202689, 1627759]",1610612738.0,BOS,pullup,,,Walker,K. Walker,,,,,18.14,Made,,,,,7.0,J. Brown,1627759.0,2.0,,,,,,,,,,,
74,PT06M01.00S,2021-03-12T00:58:23.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628971,10.5946123521682,59.872855392156865,1610612751,8,15,2021-03-12T00:58:29Z,740000,-49.0,47.0,1,left,MISS B. Brown 6' floating Shot,[1628971],1610612751.0,BKN,floating,,,Brown,B. Brown,,,,,6.83,Missed,,,,,,,,,,,,,,,,,,,
75,PT05M59.00S,2021-03-12T00:58:25.0Z,1,REGULAR,rebound,defensive,[],1628464,,,1610612738,8,15,2021-03-12T00:58:29Z,750000,,,0,,D. Theis REBOUND (Off:0 Def:4),[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,74.0,4.0,4.0,0.0,,,,,,,,,,,,,,,
76,PT05M52.00S,2021-03-12T00:58:32.1Z,1,REGULAR,3pt,Jump Shot,[],1628369,66.96780551905388,49.57873774509804,1610612738,8,15,2021-03-12T00:58:44Z,760000,-2.0,258.0,1,right,MISS J. Tatum 25' pullup 3PT,[1628369],1610612738.0,BOS,pullup,,,Tatum,J. Tatum,,,,,25.8,Missed,,,,,,,,,,,,,,,,,,,
77,PT05M50.00S,2021-03-12T00:58:34.1Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612738,8,15,2021-03-12T00:58:44Z,770000,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,76.0,,,,,,,,,,,,,,,,,,
78,PT05M50.00S,2021-03-12T00:58:39.6Z,1,REGULAR,foul,personal,[],1628971,,,1610612738,8,15,2021-03-12T00:58:51Z,780000,,,0,,B. Brown loose ball personal FOUL (1 PF),"[1628971, 1628464]",1610612751.0,BKN,loose ball,,,Brown,B. Brown,,,,,,,,,,,,,,,1627529.0,1.0,0.0,Theis,1628464.0,,,,,,
80,PT05M50.00S,2021-03-12T00:58:50.4Z,1,REGULAR,substitution,out,[],202681,,,1610612738,8,15,2021-03-12T00:58:53Z,800000,,,0,,SUB out: K. Irving,[202681],1610612751.0,BKN,,,,Irving,K. Irving,,,,,,,,,,,,,,,,,,,,,,,,,
81,PT05M50.00S,2021-03-12T00:58:50.4Z,1,REGULAR,substitution,in,[],1629013,,,1610612738,8,15,2021-03-12T00:58:53Z,810000,,,0,,SUB in: L. Shamet,[1629013],1610612751.0,BKN,,,,Shamet,L. Shamet,,,,,,,,,,,,,,,,,,,,,,,,,
82,PT05M41.00S,2021-03-12T00:59:07.9Z,1,REGULAR,2pt,Jump Shot,['2ndchance'],202689,71.04139290407359,61.09834558823529,1610612738,8,17,2021-03-12T01:02:01Z,820000,55.0,220.0,1,right,K. Walker 22' pullup Jump Shot (9 PTS),[202689],1610612738.0,BOS,pullup,,,Walker,K. Walker,,,,,22.66,Made,,,,,9.0,,,,,,,,,,,,,,
83,PT05M27.00S,2021-03-12T00:59:21.6Z,1,REGULAR,turnover,lost ball,[],201935,,,1610612751,8,17,2021-03-12T00:59:27Z,830000,,,0,,J. Harden lost ball TURNOVER (3 TO),"[201935, 1628369]",1610612751.0,BKN,,,,Harden,J. Harden,,,,,,,,,,,,,,,,,,,,3.0,Tatum,1628369.0,,,
84,PT05M27.00S,2021-03-12T00:59:21.6Z,1,REGULAR,steal,,[],1628369,,,1610612738,8,17,2021-03-12T00:59:24Z,840000,,,0,,J. Tatum STEAL (1 STL),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,
85,PT05M27.00S,2021-03-12T00:59:26.5Z,1,REGULAR,foul,personal,[],201599,,,1610612738,8,17,2021-03-12T01:06:29Z,850000,,,0,,D. Jordan take personal FOUL (1 PF),"[201599, 1628369]",1610612751.0,BKN,take,,,Jordan,D. Jordan,,,,,,,,,,,,,,,1830.0,1.0,0.0,Tatum,1628369.0,,,,,,
87,PT05M15.00S,2021-03-12T00:59:56.5Z,1,REGULAR,foul,personal,['2freethrow'],201599,,,1610612738,8,17,2021-03-12T01:01:16Z,870000,,,0,,D. Jordan shooting personal FOUL (2 PF) (Thompson 2 FT),"[201599, 202684]",1610612751.0,BKN,shooting,,,Jordan,D. Jordan,,,,,,,,,,,,,,,1627529.0,2.0,0.0,Thompson,202684.0,,,,,,
89,PT05M15.00S,2021-03-12T01:00:16.3Z,1,REGULAR,instantreplay,request,[],0,,,1610612738,8,17,2021-03-12T01:00:44Z,890000,,,0,,,[],,,overturned,,,,,,,,,,,,,,,,,,,1830.0,,,,,,,,,,Changed to 2-pt FG
