actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,value
90,PT05M15.00S,2021-03-12T01:00:32.1Z,1,REGULAR,freethrow,1 of 2,['fromturnover'],202684,,,1610612738,8,17,2021-03-12T01:01:05Z,900000,,,0,,MISS T. Thompson Free Throw 1 of 2,[202684],1610612738.0,BOS,,,,Thompson,T. Thompson,,,,,,Missed,,,,,,,,,,,,,,,,,,,
91,PT05M15.00S,2021-03-12T01:00:32.1Z,1,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612738,8,17,2021-03-12T01:01:05Z,910000,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,90.0,,,,,,,,,,,,,,,,,,
92,PT05M15.00S,2021-03-12T01:00:33.0Z,1,REGULAR,substitution,out,[],1628369,,,1610612738,8,17,2021-03-12T01:00:38Z,920000,,,0,,SUB out: J. Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,
93,PT05M15.00S,2021-03-12T01:00:33.0Z,1,REGULAR,substitution,in,[],203935,,,1610612738,8,17,2021-03-12T01:00:38Z,930000,,,0,,SUB in: M. Smart,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,,
94,PT05M15.00S,2021-03-12T01:00:32.1Z,1,REGULAR,freethrow,2 of 2,['fromturnover'],202684,,,1610612738,8,17,2021-03-12T01:01:05Z,940000,,,0,,MISS T. Thompson Free Throw 2 of 2,[202684],1610612738.0,BOS,,,,Thompson,T. Thompson,,,,,,Missed,,,,,,,,,,,,,,,,,,,
95,PT05M12.00S,2021-03-12T01:00:35.1Z,1,REGULAR,rebound,defensive,[],201599,,,1610612751,8,17,2021-03-12T01:01:05Z,950000,,,0,,D. Jordan REBOUND (Off:0 Def:3),[201599],1610612751.0,BKN,,,,Jordan,D. Jordan,,,,,,,94.0,3.0,3.0,0.0,,,,,,,,,,,,,,,
96,PT04M57.00S,2021-03-12T01:01:11.0Z,1,REGULAR,3pt,Jump Shot,[],201935,30.56833114323259,67.22579656862744,1610612751,8,17,2021-03-12T01:07:00Z,960000,-86.0,235.0,1,left,MISS J. Harden 25' pullup 3PT,[201935],1610612751.0,BKN,pullup,,,Harden,J. Harden,,,,,25.01,Missed,,,,,,,,,,,,,,,,,,,
97,PT04M55.00S,2021-03-12T01:01:13.0Z,1,REGULAR,rebound,offensive,[],1628971,,,1610612751,8,17,2021-03-12T01:07:12Z,970000,,,0,,B. Brown REBOUND (Off:1 Def:0),[1628971],1610612751.0,BKN,,,,Brown,B. Brown,,,,,,,96.0,1.0,0.0,1.0,,,,,,,,,,,,,,,
98,PT04M54.00S,2021-03-12T01:01:16.5Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1628971,5.590000152587891,50.0,1610612751,10,17,2021-03-12T01:07:17Z,980000,0.0,0.0,1,left,B. Brown tip Layup (2 PTS),[1628971],1610612751.0,BKN,tip,,,Brown,B. Brown,,,,,0.0,Made,,,,,2.0,,,,,,,,,,,,,,
99,PT04M40.00S,2021-03-12T01:01:31.2Z,1,REGULAR,turnover,out-of-bounds,[],202689,,,1610612738,10,17,2021-03-12T01:01:46Z,990000,,,0,,K. Walker bad pass out-of-bounds TURNOVER (1 TO),[202689],1610612738.0,BOS,bad pass,,,Walker,K. Walker,,,,,,,,,,,,,,,1830.0,,,,,1.0,,,,,
100,PT04M40.00S,2021-03-12T01:01:34.2Z,1,REGULAR,substitution,out,[],203925,,,1610612751,10,17,2021-03-12T01:01:47Z,1000000,,,0,,SUB out: J. Harris,[203925],1610612751.0,BKN,,,,Harris,J. Harris,,,,,,,,,,,,,,,,,,,,,,,,,
101,PT04M40.00S,2021-03-12T01:01:34.2Z,1,REGULAR,substitution,in,[],204020,,,1610612751,10,17,2021-03-12T01:01:47Z,1010000,,,0,,SUB in: T. Johnson,[204020],1610612751.0,BKN,,,,Johnson,T. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,
102,PT04M25.00S,2021-03-12T01:02:00.0Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],201935,31.61957950065703,41.490502450980394,1610612751,10,17,2021-03-12T01:02:04Z,1020000,43.0,245.0,1,left,MISS J. Harden 24' 3PT,[201935],1610612751.0,BKN,,,,Harden,J. Harden,,,,,24.84,Missed,,,,,,,,,,,,,,,,,,,
103,PT04M22.00S,2021-03-12T01:02:03.0Z,1,REGULAR,rebound,offensive,[],1628971,,,1610612751,10,17,2021-03-12T01:02:04Z,1030000,,,0,,B. Brown REBOUND (Off:2 Def:0),[1628971],1610612751.0,BKN,,,,Brown,B. Brown,,,,,,,102.0,2.0,0.0,2.0,,,,,,,,,,,,,,,
104,PT04M20.00S,2021-03-12T01:02:05.6Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",1629013,30.699737187910642,69.67677696078431,1610612751,13,17,2021-03-12T01:02:09Z,1040000,-98.0,236.0,1,left,L. Shamet 25' 3PT  (3 PTS) (B. Brown 2 AST),"[1629013, 1628971]",1610612751.0,BKN,,,,Shamet,L. Shamet,,,,,25.58,Made,,,,,3.0,B. Brown,1628971.0,2.0,,,,,,,,,,,
106,PT03M58.00S,2021-03-12T01:02:26.7Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],202684,84.44480946123521,57.91207107843137,1610612738,13,19,2021-03-12T01:02:31Z,1060000,40.0,94.0,1,right,T. Thompson 10' turnaround Hook (6 PTS) (K. Walker 1 AST),"[202684, 202689]",1610612738.0,BOS,turnaround,,,Thompson,T. Thompson,,,,,10.17,Made,,,,,6.0,K. Walker,202689.0,1.0,,,,,,,,,,,
107,PT03M43.00S,2021-03-12T01:02:41.5Z,1,REGULAR,3pt,Jump Shot,[],1629013,6.521024967148489,4.4806985294117645,1610612751,16,19,2021-03-12T01:02:45Z,1070000,228.0,9.0,1,left,L. Shamet 3PT  (6 PTS) (J. Harden 1 AST),"[1629013, 201935]",1610612751.0,BKN,,,,Shamet,L. Shamet,,,,,22.78,Made,,,,,6.0,J. Harden,201935.0,1.0,,,,,,,,,,,
169,PT03M22.00S,2021-03-12T01:03:07.7Z,1,REGULAR,turnover,lost ball,[],202684,,,1610612738,16,19,2021-03-12T01:15:45Z,1085000,,,0,,T. Thompson lost ball TURNOVER (1 TO),[202684],1610612738.0,BOS,,,,Thompson,T. Thompson,,,,,,,,,,,,,,,,,,,,1.0,,,,,
109,PT03M22.00S,2021-03-12T01:03:09.9Z,1,REGULAR,foul,personal,[],202684,,,1610612751,16,19,2021-03-12T01:14:25Z,1090000,,,0,,T. Thompson loose ball personal FOUL (2 PF),"[202684, 201935]",1610612738.0,BOS,loose ball,,,Thompson,T. Thompson,,,,,,,,,,,,,,,1627529.0,2.0,0.0,Harden,201935.0,,,,,,
112,PT03M22.00S,2021-03-12T01:03:22.7Z,1,REGULAR,substitution,out,[],1628971,,,1610612751,16,19,2021-03-12T01:03:46Z,1120000,,,0,,SUB out: B. Brown,[1628971],1610612751.0,BKN,,,,Brown,B. Brown,,,,,,,,,,,,,,,,,,,,,,,,,
113,PT03M22.00S,2021-03-12T01:03:22.7Z,1,REGULAR,substitution,out,[],201599,,,1610612751,16,19,2021-03-12T01:03:46Z,1130000,,,0,,SUB out: D. Jordan,[201599],1610612751.0,BKN,,,,Jordan,D. Jordan,,,,,,,,,,,,,,,,,,,,,,,,,
114,PT03M22.00S,2021-03-12T01:03:22.7Z,1,REGULAR,substitution,out,[],202689,,,1610612751,16,19,2021-03-12T01:03:46Z,1140000,,,0,,SUB out: K. Walker,[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,,,,,,,,,,,,,,,,,,,
115,PT03M22.00S,2021-03-12T01:03:22.7Z,1,REGULAR,substitution,out,[],202684,,,1610612751,16,19,2021-03-12T01:03:46Z,1150000,,,0,,SUB out: T. Thompson,[202684],1610612738.0,BOS,,,,Thompson,T. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,
116,PT03M22.00S,2021-03-12T01:03:22.7Z,1,REGULAR,substitution,out,[],1628464,,,1610612751,16,19,2021-03-12T01:03:46Z,1160000,,,0,,SUB out: D. Theis,[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,,,,,,,,,,,,,,,
117,PT03M22.00S,2021-03-12T01:03:22.7Z,1,REGULAR,substitution,in,[],1629651,,,1610612751,16,19,2021-03-12T01:03:46Z,1170000,,,0,,SUB in: N. Claxton,[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,,,,,,,,,,,,,,,,,,,,,
118,PT03M22.00S,2021-03-12T01:03:22.7Z,1,REGULAR,substitution,in,[],201145,,,1610612751,16,19,2021-03-12T01:03:46Z,1180000,,,0,,SUB in: J. Green,[201145],1610612751.0,BKN,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,
119,PT03M22.00S,2021-03-12T01:03:22.7Z,1,REGULAR,substitution,in,[],1630202,,,1610612751,16,19,2021-03-12T01:03:46Z,1190000,,,0,,SUB in: P. Pritchard,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,,,,,,,,
120,PT03M22.00S,2021-03-12T01:03:22.7Z,1,REGULAR,substitution,in,[],1629684,,,1610612751,16,19,2021-03-12T01:03:46Z,1200000,,,0,,SUB in: G. Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
121,PT03M22.00S,2021-03-12T01:03:22.7Z,1,REGULAR,substitution,in,[],1629057,,,1610612751,16,19,2021-03-12T01:03:46Z,1210000,,,0,,SUB in: R. Williams III,[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,,
122,PT03M12.00S,2021-03-12T01:03:53.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",201145,6.389618922470433,46.392463235294116,1610612751,16,19,2021-03-12T01:04:00Z,1220000,18.0,8.0,1,left,MISS J. Green driving Layup,[201145],1610612751.0,BKN,driving,,,Green,J. Green,,,,,1.95,Missed,,,,,,,,,,,,,,,,,,,
123,PT03M10.00S,2021-03-12T01:03:55.7Z,1,REGULAR,rebound,defensive,[],1629684,,,1610612738,16,19,2021-03-12T01:03:55Z,1230000,,,0,,G. Williams REBOUND (Off:0 Def:1),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,122.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
124,PT03M07.00S,2021-03-12T01:04:00.3Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612738,16,19,2021-03-12T01:04:00Z,1240000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,PT03M07.00S,2021-03-12T01:04:14.0Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612738,16,19,2021-03-12T01:04:14Z,1250000,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,PT03M07.00S,2021-03-12T01:04:16.0Z,1,REGULAR,substitution,out,[],201935,,,1610612738,16,19,2021-03-12T01:06:51Z,1260000,,,0,,SUB out: J. Harden,[201935],1610612751.0,BKN,,,,Harden,J. Harden,,,,,,,,,,,,,,,,,,,,,,,,,
127,PT03M07.00S,2021-03-12T01:04:16.0Z,1,REGULAR,substitution,in,[],202681,,,1610612738,16,19,2021-03-12T01:06:51Z,1270000,,,0,,SUB in: K. Irving,[202681],1610612751.0,BKN,,,,Irving,K. Irving,,,,,,,,,,,,,,,,,,,,,,,,,
128,PT02M52.00S,2021-03-12T01:07:50.7Z,1,REGULAR,3pt,Jump Shot,[],1630202,68.15045992115637,74.33363970588235,1610612738,16,19,2021-03-12T01:07:57Z,1280000,122.0,247.0,1,right,MISS P. Pritchard 27' 3PT,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,27.53,Missed,,,,,,,,,,,,,,,,,,,
129,PT02M46.00S,2021-03-12T01:07:56.7Z,1,REGULAR,rebound,offensive,[],1629057,,,1610612738,16,19,2021-03-12T01:07:57Z,1290000,,,0,,R. Williams III REBOUND (Off:1 Def:0),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,128.0,1.0,0.0,1.0,,,,,,,,,,,,,,,
130,PT02M46.00S,2021-03-12T01:07:56.0Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1629057,94.40999984741211,50.0,1610612738,16,19,2021-03-12T01:08:00Z,1300000,0.0,0.0,1,right,MISS R. Williams III tip Layup,[1629057],1610612738.0,BOS,tip,,,Williams III,R. Williams III,,,,,0.0,Missed,,,,,,,,,,,,,,,,,,,
131,PT02M46.00S,2021-03-12T01:07:56.0Z,1,REGULAR,rebound,defensive,[],201145,,,1610612751,16,19,2021-03-12T01:08:00Z,1310000,,,0,,J. Green REBOUND (Off:0 Def:1),[201145],1610612751.0,BKN,,,,Green,J. Green,,,,,,,130.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
132,PT02M34.00S,2021-03-12T01:08:09.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],204020,13.485545335085414,60.36305147058824,1610612751,16,19,2021-03-12T01:08:13Z,1320000,-52.0,74.0,1,left,MISS T. Johnson 9' driving floating Shot,[204020],1610612751.0,BKN,driving floating,,,Johnson,T. Johnson,,,,,9.06,Missed,,,,,,,,,,,,,,,,,,,
133,PT02M31.00S,2021-03-12T01:08:12.0Z,1,REGULAR,rebound,defensive,[],1629684,,,1610612738,16,19,2021-03-12T01:08:13Z,1330000,,,0,,G. Williams REBOUND (Off:0 Def:2),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,132.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
134,PT02M21.00S,2021-03-12T01:08:21.5Z,1,REGULAR,3pt,Jump Shot,[],203935,71.17279894875165,75.3140318627451,1610612738,16,22,2021-03-12T01:08:32Z,1340000,127.0,218.0,1,right,M. Smart 25' 3PT  (3 PTS) (R. Williams III 1 AST),"[203935, 1629057]",1610612738.0,BOS,,,,Smart,M. Smart,,,,,25.25,Made,,,,,3.0,R. Williams III,1629057.0,1.0,,,,,,,,,,,
136,PT02M05.00S,2021-03-12T01:08:36.6Z,1,REGULAR,3pt,Jump Shot,[],201145,31.09395532194481,62.32383578431373,1610612751,16,22,2021-03-12T01:08:44Z,1360000,-62.0,240.0,1,left,MISS J. Green 24' 3PT,[201145],1610612751.0,BKN,,,,Green,J. Green,,,,,24.76,Missed,,,,,,,,,,,,,,,,,,,
137,PT02M04.00S,2021-03-12T01:08:37.6Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612738,16,22,2021-03-12T01:08:44Z,1370000,,,0,,TEAM defensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,136.0,,,,,,,,,,,,,,,,,,
138,PT02M04.00S,2021-03-12T01:08:41.6Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612738,16,22,2021-03-12T01:08:41Z,1380000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139,PT01M52.00S,2021-03-12T01:09:00.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627759,85.75886990801577,38.05912990196079,1610612738,16,24,2021-03-12T01:09:15Z,1390000,-60.0,81.0,1,right,J. Brown 10' turnaround Jump Shot (2 PTS) (R. Williams III 2 AST),"[1627759, 1629057]",1610612738.0,BOS,turnaround,,,Brown,J. Brown,,,,,10.09,Made,,,,,2.0,R. Williams III,1629057.0,2.0,,,,,,,,,,,
140,PT01M52.00S,2021-03-12T01:09:04.9Z,1,REGULAR,foul,personal,"['inpenalty', '1freethrow']",204020,,,1610612738,16,24,2021-03-12T01:09:22Z,1400000,,,0,,T. Johnson shooting personal FOUL (1 PF) (Brown 1 FT),"[204020, 1627759]",1610612751.0,BKN,shooting,,,Johnson,T. Johnson,,,,,,,,,,,,,,,1830.0,1.0,0.0,Brown,1627759.0,,,,,,
143,PT01M52.00S,2021-03-12T01:09:34.9Z,1,REGULAR,freethrow,1 of 1,[],1627759,,,1610612738,16,24,2021-03-12T01:09:37Z,1420000,,,0,,MISS J. Brown Free Throw 1 of 1,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,Missed,,,,,,,,,,,,,,,,,,,
144,PT01M49.00S,2021-03-12T01:09:37.9Z,1,REGULAR,rebound,defensive,[],1629013,,,1610612751,16,24,2021-03-12T01:09:37Z,1430000,,,0,,L. Shamet REBOUND (Off:0 Def:1),[1629013],1610612751.0,BKN,,,,Shamet,L. Shamet,,,,,,,143.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
145,PT01M39.00S,2021-03-12T01:09:47.3Z,1,REGULAR,3pt,Jump Shot,[],202681,13.091327201051248,3.7454044117647056,1610612751,16,24,2021-03-12T01:09:52Z,1440000,231.0,71.0,1,left,MISS K. Irving 24' step back 3PT,[202681],1610612751.0,BKN,step back,,,Irving,K. Irving,,,,,24.18,Missed,,,,,,,,,,,,,,,,,,,
146,PT01M36.00S,2021-03-12T01:09:50.3Z,1,REGULAR,rebound,defensive,[],1627759,,,1610612738,16,24,2021-03-12T01:09:52Z,1450000,,,0,,J. Brown REBOUND (Off:0 Def:1),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,145.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
147,PT01M32.00S,2021-03-12T01:09:53.6Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1630202,72.22404730617609,20.657169117647058,1610612738,16,27,2021-03-12T01:19:10Z,1460000,-147.0,209.0,1,right,P. Pritchard 25' 3PT running (3 PTS) (J. Brown 3 AST),"[1630202, 1627759]",1610612738.0,BOS,running,,,Pritchard,P. Pritchard,,,,,25.5,Made,,,,,3.0,J. Brown,1627759.0,3.0,,,,,,,,,,,
149,PT01M16.00S,2021-03-12T01:10:19.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202681,8.09789750328515,59.3826593137255,1610612751,18,27,2021-03-12T01:19:38Z,1480000,-47.0,24.0,1,left,K. Irving driving floating Jump Shot (4 PTS),[202681],1610612751.0,BKN,driving floating,,,Irving,K. Irving,,,,,5.25,Made,,,,,4.0,,,,,,,,,,,,,,
150,PT01M06.00S,2021-03-12T01:10:33.5Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629013,,,1610612738,18,27,2021-03-12T01:10:55Z,1490000,,,0,,L. Shamet personal FOUL (1 PF) (Smart 2 FT),"[1629013, 203935]",1610612751.0,BKN,,,,Shamet,L. Shamet,,,,,,,,,,,,,,,1830.0,1.0,0.0,Smart,203935.0,,,,,,
152,PT01M06.00S,2021-03-12T01:11:04.2Z,1,REGULAR,freethrow,1 of 2,[],203935,,,1610612738,18,28,2021-03-12T01:11:04Z,1510000,,,0,,M. Smart Free Throw 1 of 2 (4 PTS),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,Made,,,,,4.0,,,,,,,,,,,,,,
154,PT01M06.00S,2021-03-12T01:11:05.0Z,1,REGULAR,substitution,out,[],1627759,,,1610612738,18,28,2021-03-12T01:11:08Z,1520000,,,0,,SUB out: J. Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,
155,PT01M06.00S,2021-03-12T01:11:05.0Z,1,REGULAR,substitution,in,[],1628369,,,1610612738,18,28,2021-03-12T01:11:08Z,1530000,,,0,,SUB in: J. Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,
156,PT01M06.00S,2021-03-12T01:11:18.3Z,1,REGULAR,freethrow,2 of 2,[],203935,,,1610612738,18,29,2021-03-12T01:11:18Z,1540000,,,0,,M. Smart Free Throw 2 of 2 (5 PTS),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,Made,,,,,5.0,,,,,,,,,,,,,,
157,PT00M57.60S,2021-03-12T01:11:28.5Z,1,REGULAR,3pt,Jump Shot,[],1629013,29.77989487516426,70.16697303921569,1610612751,21,29,2021-03-12T01:11:33Z,1550000,-101.0,227.0,1,left,L. Shamet 24' 3PT  (9 PTS) (K. Irving 1 AST),"[1629013, 202681]",1610612751.0,BKN,,,,Shamet,L. Shamet,,,,,24.87,Made,,,,,9.0,K. Irving,202681.0,1.0,,,,,,,,,,,
159,PT00M46.70S,2021-03-12T01:11:44.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628369,92.06636005256242,65.75520833333334,1610612738,21,29,2021-03-12T01:11:51Z,1570000,79.0,22.0,1,right,MISS J. Tatum 8' turnaround Shot,[1628369],1610612738.0,BOS,turnaround,,,Tatum,J. Tatum,,,,,8.18,Missed,,,,,,,,,,,,,,,,,,,
160,PT00M44.20S,2021-03-12T01:11:47.2Z,1,REGULAR,rebound,defensive,[],1629013,,,1610612751,21,29,2021-03-12T01:11:51Z,1580000,,,0,,L. Shamet REBOUND (Off:0 Def:2),[1629013],1610612751.0,BKN,,,,Shamet,L. Shamet,,,,,,,159.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
161,PT00M35.90S,2021-03-12T01:11:55.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202681,15.062417871222076,49.08854166666667,1610612751,23,29,2021-03-12T01:12:00Z,1590000,5.0,89.0,1,left,K. Irving 8' pullup Jump Shot (6 PTS),[202681],1610612751.0,BKN,pullup,,,Irving,K. Irving,,,,,8.92,Made,,,,,6.0,,,,,,,,,,,,,,
162,PT00M23.80S,2021-03-12T01:12:11.4Z,1,REGULAR,3pt,Jump Shot,[],1630202,68.41327201051249,66.49050245098039,1610612738,23,29,2021-03-12T01:12:16Z,1600000,82.0,244.0,1,right,MISS P. Pritchard 25' step back 3PT,[1630202],1610612738.0,BOS,step back,,,Pritchard,P. Pritchard,,,,,25.79,Missed,,,,,,,,,,,,,,,,,,,
163,PT00M20.00S,2021-03-12T01:12:15.2Z,1,REGULAR,rebound,defensive,[],201145,,,1610612751,23,29,2021-03-12T01:12:15Z,1610000,,,0,,J. Green REBOUND (Off:0 Def:2),[201145],1610612751.0,BKN,,,,Green,J. Green,,,,,,,162.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
164,PT00M06.50S,2021-03-12T01:12:28.7Z,1,REGULAR,3pt,Jump Shot,[],202681,34.11629434954008,54.48069852941176,1610612751,23,29,2021-03-12T01:12:37Z,1620000,-22.0,268.0,1,left,MISS K. Irving 26' pullup 3PT,[202681],1610612751.0,BKN,pullup,,,Irving,K. Irving,,,,,26.91,Missed,,,,,,,,,,,,,,,,,,,
165,PT00M02.60S,2021-03-12T01:12:32.6Z,1,REGULAR,rebound,defensive,[],1629684,,,1610612738,23,29,2021-03-12T01:12:32Z,1630000,,,0,,G. Williams REBOUND (Off:0 Def:3),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,164.0,3.0,3.0,0.0,,,,,,,,,,,,,,,
166,PT00M00.00S,2021-03-12T01:12:35.5Z,1,REGULAR,3pt,Jump Shot,[],1628369,51.98751642575559,50.06893382352941,1610612738,23,29,2021-03-12T01:20:57Z,1640000,0.0,399.0,1,right,MISS J. Tatum 39' running pullup 3PT,[1628369],1610612738.0,BOS,running pullup,,,Tatum,J. Tatum,,,,,39.88,Missed,,,,,,,,,,,,,,,,,,,
167,PT00M00.00S,2021-03-12T01:12:35.5Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612738,23,29,2021-03-12T01:20:57Z,1650000,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,166.0,,,,,,,,,,,,,,,,,,
168,PT00M00.00S,2021-03-12T01:12:40.9Z,1,REGULAR,period,end,[],0,,,1610612738,23,29,2021-03-12T01:12:40Z,1660000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170,PT12M00.00S,2021-03-12T01:12:51.6Z,2,REGULAR,substitution,out,['startperiod'],204020,,,1610612738,23,29,2021-03-12T01:16:00Z,1670000,,,0,,SUB out: T. Johnson,[204020],1610612751.0,BKN,,,,Johnson,T. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,
171,PT12M00.00S,2021-03-12T01:12:51.6Z,2,REGULAR,substitution,out,['startperiod'],202681,,,1610612738,23,29,2021-03-12T01:16:00Z,1680000,,,0,,SUB out: K. Irving,[202681],1610612751.0,BKN,,,,Irving,K. Irving,,,,,,,,,,,,,,,,,,,,,,,,,
172,PT12M00.00S,2021-03-12T01:12:51.6Z,2,REGULAR,substitution,out,['startperiod'],203935,,,1610612738,23,29,2021-03-12T01:16:00Z,1690000,,,0,,SUB out: M. Smart,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,,
173,PT12M00.00S,2021-03-12T01:12:51.6Z,2,REGULAR,substitution,in,['startperiod'],203925,,,1610612738,23,29,2021-03-12T01:16:00Z,1700000,,,0,,SUB in: J. Harris,[203925],1610612751.0,BKN,,,,Harris,J. Harris,,,,,,,,,,,,,,,,,,,,,,,,,
174,PT12M00.00S,2021-03-12T01:12:51.6Z,2,REGULAR,substitution,in,['startperiod'],201935,,,1610612738,23,29,2021-03-12T01:16:00Z,1710000,,,0,,SUB in: J. Harden,[201935],1610612751.0,BKN,,,,Harden,J. Harden,,,,,,,,,,,,,,,,,,,,,,,,,
175,PT12M00.00S,2021-03-12T01:12:51.6Z,2,REGULAR,substitution,in,['startperiod'],201952,,,1610612738,23,29,2021-03-12T01:16:00Z,1720000,,,0,,SUB in: J. Teague,[201952],1610612738.0,BOS,,,,Teague,J. Teague,,,,,,,,,,,,,,,,,,,,,,,,,
176,PT12M00.00S,2021-03-12T01:16:17.0Z,2,REGULAR,period,start,[],0,,,1610612738,23,29,2021-03-12T01:16:17Z,1730000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177,PT11M42.00S,2021-03-12T01:16:36.8Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612738,23,29,2021-03-12T01:16:36Z,1740000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178,PT11M36.00S,2021-03-12T01:16:54.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629057,89.17542706964521,42.96109068627451,1610612738,23,29,2021-03-12T01:16:58Z,1750000,-35.0,49.0,1,right,MISS R. Williams III 6' driving Layup,[1629057],1610612738.0,BOS,driving,,,Williams III,R. Williams III,,,,,6.06,Missed,,,,,,,,,,,,,,,,,,,
179,PT11M33.00S,2021-03-12T01:16:57.8Z,2,REGULAR,rebound,defensive,[],203925,,,1610612751,23,29,2021-03-12T01:16:58Z,1760000,,,0,,J. Harris REBOUND (Off:0 Def:1),[203925],1610612751.0,BKN,,,,Harris,J. Harris,,,,,,,178.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
