actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId
84,PT05M00.00S,2021-03-24T23:59:04.2Z,1,REGULAR,substitution,out,[],1628464,,,1610612738,22,18,2021-03-24T23:59:11Z,750000,,,0,,SUB out: D. Theis,[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,,,,,,,,,,,,,,
85,PT05M00.00S,2021-03-24T23:59:04.2Z,1,REGULAR,substitution,in,[],1626171,,,1610612738,22,18,2021-03-24T23:59:11Z,760000,,,0,,SUB in: B. Portis,[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,,,,,,,,,,,,,,,,,,
86,PT05M00.00S,2021-03-24T23:59:04.2Z,1,REGULAR,substitution,in,[],1629057,,,1610612738,22,18,2021-03-24T23:59:11Z,770000,,,0,,SUB in: R. Williams III,[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,
87,PT04M48.00S,2021-03-24T23:59:19.4Z,1,REGULAR,3pt,Jump Shot,[],1627759,30.831143232588698,74.57873774509804,1610612738,22,18,2021-03-24T23:59:24Z,780000,-123.0,237.0,1,left,MISS J. Brown 26' step back 3PT,[1627759],1610612738.0,BOS,step back,,,Brown,J. Brown,,,,,26.72,Missed,,,,,,,,,,,,,,,,,,
88,PT04M45.00S,2021-03-24T23:59:22.4Z,1,REGULAR,rebound,defensive,[],203114,,,1610612749,22,18,2021-03-24T23:59:24Z,790000,,,0,,K. Middleton REBOUND (Off:1 Def:3),[203114],1610612749.0,MIL,,,,Middleton,K. Middleton,,,,,,,,,,,87.0,4.0,3.0,1.0,,,,,,,,,,
89,PT04M37.00S,2021-03-24T23:59:29.8Z,1,REGULAR,3pt,Jump Shot,[],1626192,72.09264126149803,80.21599264705883,1610612749,25,18,2021-03-24T23:59:33Z,800000,151.0,210.0,1,right,P. Connaughton 25' 3PT  (3 PTS) (D. DiVincenzo 1 AST),"[1626192, 1628978]",1610612749.0,MIL,,,,Connaughton,P. Connaughton,,,,,25.85,Made,3.0,D. DiVincenzo,1628978.0,1.0,,,,,,,,,,,,,,
91,PT04M22.00S,2021-03-24T23:59:45.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627759,8.360709592641262,51.53952205882353,1610612738,25,20,2021-03-24T23:59:50Z,820000,-8.0,26.0,1,left,J. Brown cutting Layup (12 PTS) (M. Smart 3 AST),"[1627759, 203935]",1610612738.0,BOS,cutting,,,Brown,J. Brown,,,,,2.72,Made,12.0,M. Smart,203935.0,3.0,,,,,,,,,,,,,,
93,PT04M05.00S,2021-03-25T00:00:01.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203114,92.85479632063075,55.21599264705882,1610612749,25,20,2021-03-25T00:00:05Z,840000,26.0,15.0,1,right,MISS K. Middleton driving reverse Layup,[203114],1610612749.0,MIL,driving reverse,,,Middleton,K. Middleton,,,,,3.0,Missed,,,,,,,,,,,,,,,,,,
94,PT04M03.00S,2021-03-25T00:00:03.3Z,1,REGULAR,rebound,defensive,[],1629684,,,1610612738,25,20,2021-03-25T00:00:05Z,850000,,,0,,G. Williams REBOUND (Off:0 Def:2),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,93.0,2.0,2.0,0.0,,,,,,,,,,
95,PT03M57.00S,2021-03-25T00:00:10.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627759,6.783837056504599,48.59834558823529,1610612738,25,22,2021-03-25T00:00:14Z,860000,7.0,11.0,1,left,J. Brown Layup (14 PTS) (M. Smart 4 AST),"[1627759, 203935]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,1.33,Made,14.0,M. Smart,203935.0,4.0,,,,,,,,,,,,,,
97,PT03M42.00S,2021-03-25T00:00:29.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626171,79.97700394218134,46.88265931372549,1610612749,27,22,2021-03-25T00:00:33Z,880000,-16.0,136.0,1,right,B. Portis 13' turnaround fadeaway Jump Shot (2 PTS),[1626171],1610612749.0,MIL,turnaround fadeaway,,,Portis,B. Portis,,,,,13.66,Made,2.0,,,,,,,,,,,,,,,,,
98,PT03M42.00S,2021-03-25T00:00:34.6Z,1,REGULAR,foul,personal,['1freethrow'],203935,,,1610612749,27,22,2021-03-25T00:01:16Z,890000,,,0,,M. Smart shooting personal FOUL (1 PF) (Portis 1 FT),"[203935, 1626171]",1610612738.0,BOS,shooting,,,Smart,M. Smart,,,,,,,,,,,,,,,,,1627961.0,1.0,0.0,Portis,1626171.0,,,
100,PT03M42.00S,2021-03-25T00:00:47.0Z,1,REGULAR,substitution,out,[],1628978,,,1610612749,27,22,2021-03-25T00:01:00Z,910000,,,0,,SUB out: D. DiVincenzo,[1628978],1610612749.0,MIL,,,,DiVincenzo,D. DiVincenzo,,,,,,,,,,,,,,,,,,,,,,,,
101,PT03M42.00S,2021-03-25T00:00:47.0Z,1,REGULAR,substitution,out,[],203114,,,1610612749,27,22,2021-03-25T00:01:00Z,920000,,,0,,SUB out: K. Middleton,[203114],1610612749.0,MIL,,,,Middleton,K. Middleton,,,,,,,,,,,,,,,,,,,,,,,,
102,PT03M42.00S,2021-03-25T00:00:47.0Z,1,REGULAR,substitution,out,[],202689,,,1610612749,27,22,2021-03-25T00:01:00Z,930000,,,0,,SUB out: K. Walker,[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,,,,,,,,,,,,,,,,,,
103,PT03M42.00S,2021-03-25T00:00:47.0Z,1,REGULAR,substitution,in,[],203648,,,1610612749,27,22,2021-03-25T00:01:00Z,940000,,,0,,SUB in: T. Antetokounmpo,[203648],1610612749.0,MIL,,,,Antetokounmpo,T. Antetokounmpo,,,,,,,,,,,,,,,,,,,,,,,,
104,PT03M42.00S,2021-03-25T00:00:47.0Z,1,REGULAR,substitution,in,[],201950,,,1610612749,27,22,2021-03-25T00:01:00Z,950000,,,0,,SUB in: J. Holiday,[201950],1610612749.0,MIL,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,,,,,,,
105,PT03M42.00S,2021-03-25T00:00:47.0Z,1,REGULAR,substitution,in,[],201952,,,1610612749,27,22,2021-03-25T00:01:00Z,960000,,,0,,SUB in: J. Teague,[201952],1610612738.0,BOS,,,,Teague,J. Teague,,,,,,,,,,,,,,,,,,,,,,,,
106,PT03M42.00S,2021-03-25T00:01:19.9Z,1,REGULAR,freethrow,1 of 1,[],1626171,,,1610612749,28,22,2021-03-25T00:01:19Z,970000,,,0,,B. Portis Free Throw 1 of 1 (3 PTS),[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
107,PT03M26.00S,2021-03-25T00:01:37.1Z,1,REGULAR,3pt,Jump Shot,[],201952,33.196452036793694,63.794424019607845,1610612738,28,25,2021-03-25T00:01:42Z,980000,-69.0,260.0,1,left,J. Teague 26' 3PT step back (3 PTS),[201952],1610612738.0,BOS,step back,,,Teague,J. Teague,,,,,26.85,Made,3.0,,,,,,,,,,,,,,,,,
108,PT03M12.00S,2021-03-25T00:01:51.3Z,1,REGULAR,3pt,Jump Shot,[],1626171,66.44218134034165,44.921875,1610612749,28,25,2021-03-25T00:01:56Z,990000,-25.0,263.0,1,right,MISS B. Portis 26' 3PT,[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,26.41,Missed,,,,,,,,,,,,,,,,,,
109,PT03M08.00S,2021-03-25T00:01:55.3Z,1,REGULAR,rebound,defensive,[],1627759,,,1610612738,28,25,2021-03-25T00:01:56Z,1000000,,,0,,J. Brown REBOUND (Off:1 Def:1),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,108.0,2.0,1.0,1.0,,,,,,,,,,
110,PT03M02.00S,2021-03-25T00:02:00.6Z,1,REGULAR,turnover,lost ball,[],1629057,,,1610612738,28,25,2021-03-25T00:02:05Z,1010000,,,0,,R. Williams III lost ball TURNOVER (1 TO),"[1629057, 201950]",1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,1.0,Holiday,201950.0
111,PT03M02.00S,2021-03-25T00:02:00.6Z,1,REGULAR,steal,,[],201950,,,1610612749,28,25,2021-03-25T00:02:03Z,1020000,,,0,,J. Holiday STEAL (1 STL),[201950],1610612749.0,MIL,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,,,,,,,
112,PT02M42.00S,2021-03-25T00:02:20.5Z,1,REGULAR,2pt,Hook,"['pointsinthepaint', 'fromturnover']",203648,89.56964520367937,42.22579656862745,1610612749,28,25,2021-03-25T00:02:24Z,1030000,-39.0,46.0,1,right,MISS T. Antetokounmpo Hook,[203648],1610612749.0,MIL,,,,Antetokounmpo,T. Antetokounmpo,,,,,5.99,Missed,,,,,,,,,,,,,,,,,,
113,PT02M40.00S,2021-03-25T00:02:22.5Z,1,REGULAR,rebound,defensive,[],1629057,,,1610612738,28,25,2021-03-25T00:02:24Z,1040000,,,0,,R. Williams III REBOUND (Off:0 Def:1),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,112.0,1.0,1.0,0.0,,,,,,,,,,
114,PT02M36.00S,2021-03-25T00:02:34.6Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612738,28,25,2021-03-25T00:02:34Z,1050000,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,PT02M36.00S,2021-03-25T00:05:27.3Z,1,REGULAR,substitution,out,[],203648,,,1610612738,28,25,2021-03-25T00:05:53Z,1060000,,,0,,SUB out: T. Antetokounmpo,[203648],1610612749.0,MIL,,,,Antetokounmpo,T. Antetokounmpo,,,,,,,,,,,,,,,,,,,,,,,,
116,PT02M36.00S,2021-03-25T00:05:27.3Z,1,REGULAR,substitution,out,[],203935,,,1610612738,28,25,2021-03-25T00:05:53Z,1070000,,,0,,SUB out: M. Smart,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,
117,PT02M36.00S,2021-03-25T00:05:27.3Z,1,REGULAR,substitution,in,[],203507,,,1610612738,28,25,2021-03-25T00:05:53Z,1080000,,,0,,SUB in: G. Antetokounmpo,[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,,,,,,,,,,,,,,
118,PT02M36.00S,2021-03-25T00:05:27.3Z,1,REGULAR,substitution,in,[],1628369,,,1610612738,28,25,2021-03-25T00:05:53Z,1090000,,,0,,SUB in: J. Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,
119,PT02M26.00S,2021-03-25T00:06:08.9Z,1,REGULAR,2pt,Jump Shot,[],1628369,7.30946123521682,72.61795343137256,1610612738,28,27,2021-03-25T00:06:15Z,1100000,-113.0,16.0,1,left,J. Tatum 11' fadeaway Jump Shot (2 PTS),[1628369],1610612738.0,BOS,fadeaway,,,Tatum,J. Tatum,,,,,11.43,Made,2.0,,,,,,,,,,,,,,,,,
120,PT02M13.00S,2021-03-25T00:06:26.2Z,1,REGULAR,foul,personal,['2freethrow'],1629057,,,1610612749,28,27,2021-03-25T00:06:42Z,1110000,,,0,,R. Williams III shooting personal FOUL (1 PF) (Portis 2 FT),"[1629057, 1626171]",1610612738.0,BOS,shooting,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,1830.0,1.0,0.0,Portis,1626171.0,,,
122,PT02M13.00S,2021-03-25T00:06:56.9Z,1,REGULAR,freethrow,1 of 2,[],1626171,,,1610612749,29,27,2021-03-25T00:06:56Z,1130000,,,0,,B. Portis Free Throw 1 of 2 (4 PTS),[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,Made,4.0,,,,,,,,,,,,,,,,,
123,PT02M13.00S,2021-03-25T00:07:10.6Z,1,REGULAR,substitution,out,[],1627759,,,1610612749,29,27,2021-03-25T00:07:15Z,1140000,,,0,,SUB out: J. Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,
124,PT02M13.00S,2021-03-25T00:07:10.6Z,1,REGULAR,substitution,in,[],1628400,,,1610612749,29,27,2021-03-25T00:07:15Z,1150000,,,0,,SUB in: S. Ojeleye,[1628400],1610612738.0,BOS,,,,Ojeleye,S. Ojeleye,,,,,,,,,,,,,,,,,,,,,,,,
125,PT02M13.00S,2021-03-25T00:07:29.1Z,1,REGULAR,freethrow,2 of 2,[],1626171,,,1610612749,30,27,2021-03-25T00:07:29Z,1160000,,,0,,B. Portis Free Throw 2 of 2 (5 PTS),[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,Made,5.0,,,,,,,,,,,,,,,,,
126,PT01M55.00S,2021-03-25T00:07:48.7Z,1,REGULAR,3pt,Jump Shot,[],1628369,27.414586070959263,82.421875,1610612738,30,27,2021-03-25T00:07:54Z,1170000,-162.0,205.0,1,left,MISS J. Tatum 26' step back 3PT,[1628369],1610612738.0,BOS,step back,,,Tatum,J. Tatum,,,,,26.15,Missed,,,,,,,,,,,,,,,,,,
127,PT01M52.00S,2021-03-25T00:07:51.7Z,1,REGULAR,rebound,defensive,[],200782,,,1610612749,30,27,2021-03-25T00:07:54Z,1180000,,,0,,P. Tucker REBOUND (Off:0 Def:1),[200782],1610612749.0,MIL,,,,Tucker,P. Tucker,,,,,,,,,,,126.0,1.0,1.0,0.0,,,,,,,,,,
128,PT01M42.00S,2021-03-25T00:08:01.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203507,93.11760840998686,37.8140318627451,1610612749,30,27,2021-03-25T00:08:05Z,1190000,-61.0,12.0,1,right,MISS G. Antetokounmpo 6' turnaround fadeaway Shot,[203507],1610612749.0,MIL,turnaround fadeaway,,,Antetokounmpo,G. Antetokounmpo,,,,,6.21,Missed,,,,,,,,,,,,,,,,,,
129,PT01M40.00S,2021-03-25T00:08:03.5Z,1,REGULAR,rebound,defensive,[],201952,,,1610612738,30,27,2021-03-25T00:08:05Z,1200000,,,0,,J. Teague REBOUND (Off:0 Def:1),[201952],1610612738.0,BOS,,,,Teague,J. Teague,,,,,,,,,,,128.0,1.0,1.0,0.0,,,,,,,,,,
130,PT01M34.00S,2021-03-25T00:08:09.7Z,1,REGULAR,3pt,Jump Shot,[],1628400,35.29894875164258,29.480698529411764,1610612738,30,30,2021-03-25T00:08:14Z,1210000,103.0,279.0,1,left,S. Ojeleye 29' 3PT  (3 PTS) (J. Tatum 1 AST),"[1628400, 1628369]",1610612738.0,BOS,,,,Ojeleye,S. Ojeleye,,,,,29.75,Made,3.0,J. Tatum,1628369.0,1.0,,,,,,,,,,,,,,
132,PT01M14.00S,2021-03-25T00:08:29.5Z,1,REGULAR,2pt,Jump Shot,[],1626171,76.5604467805519,31.196384803921568,1610612749,32,30,2021-03-25T00:08:34Z,1230000,-94.0,168.0,1,right,B. Portis 19' pullup Jump Shot (7 PTS),[1626171],1610612749.0,MIL,pullup,,,Portis,B. Portis,,,,,19.23,Made,7.0,,,,,,,,,,,,,,,,,
133,PT01M05.00S,2021-03-25T00:08:41.5Z,1,REGULAR,turnover,out-of-bounds,[],1628369,,,1610612738,32,30,2021-03-25T00:08:46Z,1240000,,,0,,J. Tatum bad pass out-of-bounds TURNOVER (1 TO),[1628369],1610612738.0,BOS,bad pass,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,201246.0,,,,,1.0,,
134,PT01M05.00S,2021-03-25T00:08:47.9Z,1,REGULAR,substitution,out,[],200782,,,1610612749,32,30,2021-03-25T00:08:53Z,1250000,,,0,,SUB out: P. Tucker,[200782],1610612749.0,MIL,,,,Tucker,P. Tucker,,,,,,,,,,,,,,,,,,,,,,,,
135,PT01M05.00S,2021-03-25T00:08:47.9Z,1,REGULAR,substitution,in,[],1630241,,,1610612749,32,30,2021-03-25T00:08:53Z,1260000,,,0,,SUB in: S. Merrill,[1630241],1610612749.0,MIL,,,,Merrill,S. Merrill,,,,,,,,,,,,,,,,,,,,,,,,
136,PT00M52.50S,2021-03-25T00:09:04.8Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1626192,65.78515111695138,43.94148284313725,1610612749,32,30,2021-03-25T00:09:09Z,1270000,-30.0,269.0,1,right,MISS P. Connaughton 27' 3PT,[1626192],1610612749.0,MIL,,,,Connaughton,P. Connaughton,,,,,27.08,Missed,,,,,,,,,,,,,,,,,,
137,PT00M49.00S,2021-03-25T00:09:08.3Z,1,REGULAR,rebound,defensive,[],1628369,,,1610612738,32,30,2021-03-25T00:09:09Z,1280000,,,0,,J. Tatum REBOUND (Off:0 Def:3),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,136.0,3.0,3.0,0.0,,,,,,,,,,
138,PT00M38.10S,2021-03-25T00:09:19.7Z,1,REGULAR,3pt,Jump Shot,[],1628369,33.327858081471746,62.814031862745104,1610612738,32,30,2021-03-25T00:10:14Z,1290000,-64.0,261.0,1,left,MISS J. Tatum 26' pullup 3PT,[1628369],1610612738.0,BOS,pullup,,,Tatum,J. Tatum,,,,,26.86,Missed,,,,,,,,,,,,,,,,,,
139,PT00M34.40S,2021-03-25T00:09:23.3Z,1,REGULAR,rebound,defensive,[],203507,,,1610612749,32,30,2021-03-25T00:09:23Z,1300000,,,0,,G. Antetokounmpo REBOUND (Off:0 Def:4),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,138.0,4.0,4.0,0.0,,,,,,,,,,
140,PT00M31.30S,2021-03-25T00:09:29.7Z,1,REGULAR,foul,personal,[],201952,,,1610612749,32,30,2021-03-25T00:09:39Z,1310000,,,0,,J. Teague personal FOUL (1 PF),"[201952, 203507]",1610612738.0,BOS,,,,Teague,J. Teague,,,,,,,,,,,,,,,,,201246.0,1.0,0.0,Antetokounmpo,203507.0,,,
142,PT00M31.30S,2021-03-25T00:09:40.0Z,1,REGULAR,substitution,out,[],1629684,,,1610612749,32,30,2021-03-25T00:09:43Z,1330000,,,0,,SUB out: G. Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,
143,PT00M31.30S,2021-03-25T00:09:40.0Z,1,REGULAR,substitution,in,[],1630202,,,1610612749,32,30,2021-03-25T00:09:43Z,1340000,,,0,,SUB in: P. Pritchard,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,,,,,,,
144,PT00M26.60S,2021-03-25T00:09:55.7Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630202,,,1610612749,32,30,2021-03-25T00:10:13Z,1350000,,,0,,P. Pritchard shooting personal FOUL (1 PF) (Antetokounmpo 2 FT),"[1630202, 203507]",1610612738.0,BOS,shooting,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,1627961.0,1.0,0.0,Antetokounmpo,203507.0,,,
146,PT00M26.60S,2021-03-25T00:10:34.4Z,1,REGULAR,freethrow,1 of 2,[],203507,,,1610612749,33,30,2021-03-25T00:11:16Z,1370000,,,0,,G. Antetokounmpo Free Throw 1 of 2 (1 PTS),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
147,PT00M26.60S,2021-03-25T00:10:35.7Z,1,REGULAR,substitution,out,[],1626171,,,1610612749,33,30,2021-03-25T00:10:55Z,1380000,,,0,,SUB out: B. Portis,[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,,,,,,,,,,,,,,,,,,
148,PT00M26.60S,2021-03-25T00:10:35.7Z,1,REGULAR,substitution,out,[],1630241,,,1610612749,33,30,2021-03-25T00:10:55Z,1390000,,,0,,SUB out: S. Merrill,[1630241],1610612749.0,MIL,,,,Merrill,S. Merrill,,,,,,,,,,,,,,,,,,,,,,,,
149,PT00M26.60S,2021-03-25T00:10:35.7Z,1,REGULAR,substitution,out,[],201952,,,1610612749,33,30,2021-03-25T00:10:55Z,1400000,,,0,,SUB out: J. Teague,[201952],1610612738.0,BOS,,,,Teague,J. Teague,,,,,,,,,,,,,,,,,,,,,,,,
150,PT00M26.60S,2021-03-25T00:10:35.7Z,1,REGULAR,substitution,out,[],1630202,,,1610612749,33,30,2021-03-25T00:10:55Z,1410000,,,0,,SUB out: P. Pritchard,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,,,,,,,
151,PT00M26.60S,2021-03-25T00:10:35.7Z,1,REGULAR,substitution,in,[],203648,,,1610612749,33,30,2021-03-25T00:10:55Z,1420000,,,0,,SUB in: T. Antetokounmpo,[203648],1610612749.0,MIL,,,,Antetokounmpo,T. Antetokounmpo,,,,,,,,,,,,,,,,,,,,,,,,
152,PT00M26.60S,2021-03-25T00:10:35.7Z,1,REGULAR,substitution,in,[],200782,,,1610612749,33,30,2021-03-25T00:10:55Z,1430000,,,0,,SUB in: P. Tucker,[200782],1610612749.0,MIL,,,,Tucker,P. Tucker,,,,,,,,,,,,,,,,,,,,,,,,
153,PT00M26.60S,2021-03-25T00:10:35.7Z,1,REGULAR,substitution,in,[],202689,,,1610612749,33,30,2021-03-25T00:10:55Z,1440000,,,0,,SUB in: K. Walker,[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,,,,,,,,,,,,,,,,,,
154,PT00M26.60S,2021-03-25T00:10:35.7Z,1,REGULAR,substitution,in,[],1627759,,,1610612749,33,30,2021-03-25T00:10:55Z,1450000,,,0,,SUB in: J. Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,
155,PT00M26.60S,2021-03-25T00:10:34.4Z,1,REGULAR,freethrow,2 of 2,[],203507,,,1610612749,33,30,2021-03-25T00:11:16Z,1460000,,,0,,MISS G. Antetokounmpo Free Throw 2 of 2,[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,Missed,,,,,,,,,,,,,,,,,,
156,PT00M20.00S,2021-03-25T00:10:41.0Z,1,REGULAR,rebound,offensive,[],203648,,,1610612749,33,30,2021-03-25T00:11:16Z,1470000,,,0,,T. Antetokounmpo REBOUND (Off:1 Def:0),[203648],1610612749.0,MIL,,,,Antetokounmpo,T. Antetokounmpo,,,,,,,,,,,155.0,1.0,0.0,1.0,,,,,,,,,,
157,PT00M11.40S,2021-03-25T00:11:24.7Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",203648,93.11760840998686,48.84344362745098,1610612749,35,30,2021-03-25T00:11:30Z,1480000,-6.0,12.0,1,right,T. Antetokounmpo cutting DUNK (2 PTS) (G. Antetokounmpo 1 AST),"[203648, 203507]",1610612749.0,MIL,cutting,,,Antetokounmpo,T. Antetokounmpo,,,,,1.35,Made,2.0,G. Antetokounmpo,203507.0,1.0,,,,,,,,,,,,,,
159,PT00M00.00S,2021-03-25T00:11:40.8Z,1,REGULAR,2pt,Jump Shot,[],202689,22.158344283837057,27.27481617647059,1610612738,35,30,2021-03-25T00:11:59Z,1500000,114.0,156.0,1,left,MISS K. Walker 19' pullup Shot,[202689],1610612738.0,BOS,pullup,,,Walker,K. Walker,,,,,19.28,Missed,,,,,,,,,,,,,,,,,,
160,PT00M00.00S,2021-03-25T00:11:40.8Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612738,35,30,2021-03-25T00:11:48Z,1510000,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,,,159.0,,,,,,,,,,,,,
161,PT00M00.00S,2021-03-25T00:11:48.5Z,1,REGULAR,period,end,[],0,,,1610612738,35,30,2021-03-25T00:11:48Z,1520000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162,PT12M00.00S,2021-03-25T00:14:46.5Z,2,REGULAR,substitution,out,['startperiod'],203648,,,1610612738,35,30,2021-03-25T00:15:24Z,1530000,,,0,,SUB out: T. Antetokounmpo,[203648],1610612749.0,MIL,,,,Antetokounmpo,T. Antetokounmpo,,,,,,,,,,,,,,,,,,,,,,,,
163,PT12M00.00S,2021-03-25T00:14:46.5Z,2,REGULAR,substitution,out,['startperiod'],200782,,,1610612738,35,30,2021-03-25T00:15:24Z,1540000,,,0,,SUB out: P. Tucker,[200782],1610612749.0,MIL,,,,Tucker,P. Tucker,,,,,,,,,,,,,,,,,,,,,,,,
164,PT12M00.00S,2021-03-25T00:14:46.5Z,2,REGULAR,substitution,out,['startperiod'],202689,,,1610612738,35,30,2021-03-25T00:15:24Z,1550000,,,0,,SUB out: K. Walker,[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,,,,,,,,,,,,,,,,,,
165,PT12M00.00S,2021-03-25T00:14:46.5Z,2,REGULAR,substitution,out,['startperiod'],1627759,,,1610612738,35,30,2021-03-25T00:15:24Z,1560000,,,0,,SUB out: J. Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,
166,PT12M00.00S,2021-03-25T00:14:46.5Z,2,REGULAR,substitution,in,['startperiod'],1626171,,,1610612738,35,30,2021-03-25T00:15:24Z,1570000,,,0,,SUB in: B. Portis,[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,,,,,,,,,,,,,,,,,,
167,PT12M00.00S,2021-03-25T00:14:46.5Z,2,REGULAR,substitution,in,['startperiod'],1630241,,,1610612738,35,30,2021-03-25T00:15:24Z,1580000,,,0,,SUB in: S. Merrill,[1630241],1610612749.0,MIL,,,,Merrill,S. Merrill,,,,,,,,,,,,,,,,,,,,,,,,
168,PT12M00.00S,2021-03-25T00:14:46.5Z,2,REGULAR,substitution,in,['startperiod'],1630202,,,1610612738,35,30,2021-03-25T00:15:24Z,1590000,,,0,,SUB in: P. Pritchard,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,,,,,,,
169,PT12M00.00S,2021-03-25T00:14:46.5Z,2,REGULAR,substitution,in,['startperiod'],201952,,,1610612738,35,30,2021-03-25T00:15:24Z,1600000,,,0,,SUB in: J. Teague,[201952],1610612738.0,BOS,,,,Teague,J. Teague,,,,,,,,,,,,,,,,,,,,,,,,
170,PT12M00.00S,2021-03-25T00:15:17.7Z,2,REGULAR,period,start,[],0,,,1610612738,35,30,2021-03-25T00:15:24Z,1610000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171,PT11M47.00S,2021-03-25T00:15:32.9Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612738,35,30,2021-03-25T00:15:32Z,1620000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
