actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId
172,PT11M37.00S,2021-03-25T00:15:50.4Z,2,REGULAR,3pt,Jump Shot,[],201952,31.750985545335087,22.61795343137255,1610612738,35,30,2021-03-25T00:15:59Z,1630000,137.0,246.0,1,left,MISS J. Teague 28' 3PT - blocked,"[201952, 1626192]",1610612738.0,BOS,,,,Teague,J. Teague,,,,,28.15,Missed,,,,,,,,,Connaughton,1626192.0,,,,,,,,
173,PT11M37.00S,2021-03-25T00:15:50.4Z,2,REGULAR,block,,[],1626192,,,1610612738,35,30,2021-03-25T00:15:54Z,1640000,,,0,,P. Connaughton BLOCK (1 BLK),[1626192],1610612749.0,MIL,,,,Connaughton,P. Connaughton,,,,,,,,,,,,,,,,,,,,,,,,
174,PT11M36.00S,2021-03-25T00:15:51.4Z,2,REGULAR,rebound,offensive,[],201952,,,1610612738,35,30,2021-03-25T00:16:28Z,1650000,,,0,,J. Teague REBOUND (Off:1 Def:1),[201952],1610612738.0,BOS,,,,Teague,J. Teague,,,,,,,,,,,172.0,2.0,1.0,1.0,,,,,,,,,,
175,PT11M35.00S,2021-03-25T00:15:59.2Z,2,REGULAR,turnover,shot clock,['team'],0,,,1610612738,35,30,2021-03-25T00:16:09Z,1660000,,,0,,BOS shot clock Team TURNOVER,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,1830.0,,,,,,,
176,PT11M25.00S,2021-03-25T00:16:22.2Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1630241,68.54467805519053,68.2061887254902,1610612749,38,30,2021-03-25T00:16:27Z,1670000,91.0,243.0,1,right,S. Merrill 25' 3PT  (3 PTS) (G. Antetokounmpo 2 AST),"[1630241, 203507]",1610612749.0,MIL,,,,Merrill,S. Merrill,,,,,25.97,Made,3.0,G. Antetokounmpo,203507.0,2.0,,,,,,,,,,,,,,
178,PT11M17.00S,2021-03-25T00:16:31.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],201952,9.017739816031538,50.55912990196079,1610612738,38,32,2021-03-25T00:16:35Z,1690000,-3.0,32.0,1,left,J. Teague driving Layup (5 PTS),[201952],1610612738.0,BOS,driving,,,Teague,J. Teague,,,,,3.24,Made,5.0,,,,,,,,,,,,,,,,,
179,PT11M00.00S,2021-03-25T00:16:46.9Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201950,90.62089356110381,50.55912990196079,1610612749,38,32,2021-03-25T00:18:07Z,1700000,3.0,36.0,1,right,MISS J. Holiday floating Shot,[201950],1610612749.0,MIL,floating,,,Holiday,J. Holiday,,,,,3.58,Missed,,,,,,,,,,,,,,,,,,
180,PT10M59.00S,2021-03-25T00:16:47.9Z,2,REGULAR,rebound,offensive,[],201950,,,1610612749,38,32,2021-03-25T00:19:04Z,1710000,,,0,,J. Holiday REBOUND (Off:1 Def:0),[201950],1610612749.0,MIL,,,,Holiday,J. Holiday,,,,,,,,,,,179.0,1.0,0.0,1.0,,,,,,,,,,
181,PT10M57.00S,2021-03-25T00:16:50.4Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",201950,92.85479632063075,50.314031862745104,1610612749,40,32,2021-03-25T00:16:56Z,1720000,2.0,15.0,1,right,J. Holiday putback Layup (7 PTS),[201950],1610612749.0,MIL,putback,,,Holiday,J. Holiday,,,,,1.48,Made,7.0,,,,,,,,,,,,,,,,,
183,PT10M46.00S,2021-03-25T00:17:01.1Z,2,REGULAR,3pt,Jump Shot,[],1630202,34.641918528252305,24.333639705882355,1610612738,40,32,2021-03-25T00:17:12Z,1740000,128.0,273.0,1,left,MISS P. Pritchard 30' 3PT,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,30.17,Missed,,,,,,,,,,,,,,,,,,
184,PT10M45.00S,2021-03-25T00:17:02.1Z,2,REGULAR,rebound,offensive,[],1629057,,,1610612738,40,32,2021-03-25T00:19:47Z,1750000,,,0,,R. Williams III REBOUND (Off:1 Def:1),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,183.0,2.0,1.0,1.0,,,,,,,,,,
185,PT10M45.00S,2021-03-25T00:17:12.6Z,2,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1629057,5.590000152587891,50.0,1610612738,40,34,2021-03-25T00:19:54Z,1760000,0.0,0.0,1,left,R. Williams III putback Layup (2 PTS),[1629057],1610612738.0,BOS,putback,,,Williams III,R. Williams III,,,,,0.0,Made,2.0,,,,,,,,,,,,,,,,,
186,PT10M29.00S,2021-03-25T00:17:18.5Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626171,82.7365308804205,43.94148284313725,1610612749,40,34,2021-03-25T00:17:27Z,1770000,-30.0,110.0,1,right,MISS B. Portis 11' turnaround fadeaway Shot,[1626171],1610612749.0,MIL,turnaround fadeaway,,,Portis,B. Portis,,,,,11.39,Missed,,,,,,,,,,,,,,,,,,
187,PT10M26.00S,2021-03-25T00:17:21.5Z,2,REGULAR,rebound,defensive,[],1628369,,,1610612738,40,34,2021-03-25T00:17:27Z,1780000,,,0,,J. Tatum REBOUND (Off:0 Def:4),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,186.0,4.0,4.0,0.0,,,,,,,,,,
188,PT10M05.00S,2021-03-25T00:17:42.5Z,2,REGULAR,3pt,Jump Shot,[],1630202,35.955978975032856,29.480698529411764,1610612738,40,34,2021-03-25T00:17:46Z,1790000,103.0,285.0,1,left,MISS P. Pritchard 30' 3PT,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,30.34,Missed,,,,,,,,,,,,,,,,,,
189,PT10M03.00S,2021-03-25T00:17:44.6Z,2,REGULAR,rebound,offensive,[],1628400,,,1610612738,40,34,2021-03-25T00:17:44Z,1800000,,,0,,S. Ojeleye REBOUND (Off:1 Def:0),[1628400],1610612738.0,BOS,,,,Ojeleye,S. Ojeleye,,,,,,,,,,,188.0,1.0,0.0,1.0,,,,,,,,,,
190,PT09M54.00S,2021-03-25T00:17:54.0Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1630202,34.11629434954008,30.95128676470588,1610612738,40,37,2021-03-25T00:18:00Z,1810000,95.0,268.0,1,left,P. Pritchard 28' 3PT pullup (3 PTS) (J. Tatum 2 AST),"[1630202, 1628369]",1610612738.0,BOS,pullup,,,Pritchard,P. Pritchard,,,,,28.46,Made,3.0,J. Tatum,1628369.0,2.0,,,,,,,,,,,,,,
192,PT09M37.00S,2021-03-25T00:18:10.9Z,2,REGULAR,3pt,Jump Shot,[],1626171,94.82588699080158,95.65716911764706,1610612749,43,37,2021-03-25T00:18:15Z,1830000,228.0,-4.0,1,right,B. Portis 3PT  (10 PTS) (G. Antetokounmpo 3 AST),"[1626171, 203507]",1610612749.0,MIL,,,,Portis,B. Portis,,,,,22.83,Made,10.0,G. Antetokounmpo,203507.0,3.0,,,,,,,,,,,,,,
194,PT09M31.00S,2021-03-25T00:18:25.2Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612738,43,37,2021-03-25T00:18:25Z,1850000,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
195,PT09M31.00S,2021-03-25T00:21:12.0Z,2,REGULAR,substitution,out,[],1626192,,,1610612738,43,37,2021-03-25T00:21:49Z,1860000,,,0,,SUB out: P. Connaughton,[1626192],1610612749.0,MIL,,,,Connaughton,P. Connaughton,,,,,,,,,,,,,,,,,,,,,,,,
196,PT09M31.00S,2021-03-25T00:21:12.0Z,2,REGULAR,substitution,out,[],1628400,,,1610612738,43,37,2021-03-25T00:21:49Z,1870000,,,0,,SUB out: S. Ojeleye,[1628400],1610612738.0,BOS,,,,Ojeleye,S. Ojeleye,,,,,,,,,,,,,,,,,,,,,,,,
197,PT09M31.00S,2021-03-25T00:21:12.0Z,2,REGULAR,substitution,out,[],1629057,,,1610612738,43,37,2021-03-25T00:21:49Z,1880000,,,0,,SUB out: R. Williams III,[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,
198,PT09M31.00S,2021-03-25T00:21:12.0Z,2,REGULAR,substitution,in,[],1628978,,,1610612738,43,37,2021-03-25T00:21:49Z,1890000,,,0,,SUB in: D. DiVincenzo,[1628978],1610612749.0,MIL,,,,DiVincenzo,D. DiVincenzo,,,,,,,,,,,,,,,,,,,,,,,,
199,PT09M31.00S,2021-03-25T00:21:12.0Z,2,REGULAR,substitution,in,[],1629684,,,1610612738,43,37,2021-03-25T00:21:49Z,1900000,,,0,,SUB in: G. Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,
200,PT09M31.00S,2021-03-25T00:21:12.0Z,2,REGULAR,substitution,in,[],1628464,,,1610612738,43,37,2021-03-25T00:21:49Z,1910000,,,0,,SUB in: D. Theis,[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,,,,,,,,,,,,,,
201,PT09M12.00S,2021-03-25T00:22:07.7Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628369,15.588042049934298,65.01991421568627,1610612738,43,39,2021-03-25T00:22:13Z,1920000,-75.0,94.0,1,left,J. Tatum 12' step back Jump Shot (4 PTS) (G. Williams 1 AST),"[1628369, 1629684]",1610612738.0,BOS,step back,,,Tatum,J. Tatum,,,,,12.03,Made,4.0,G. Williams,1629684.0,1.0,,,,,,,,,,,,,,
203,PT08M57.00S,2021-03-25T00:22:22.0Z,2,REGULAR,3pt,Jump Shot,[],1626171,65.91655716162943,53.74540441176471,1610612749,46,39,2021-03-25T00:22:27Z,1940000,19.0,268.0,1,right,B. Portis 26' 3PT  (13 PTS) (G. Antetokounmpo 4 AST),"[1626171, 203507]",1610612749.0,MIL,,,,Portis,B. Portis,,,,,26.86,Made,13.0,G. Antetokounmpo,203507.0,4.0,,,,,,,,,,,,,,
205,PT08M44.00S,2021-03-25T00:22:34.3Z,2,REGULAR,turnover,bad pass,[],201952,,,1610612738,46,39,2021-03-25T00:22:41Z,1960000,,,0,,J. Teague bad pass TURNOVER (1 TO),"[201952, 1626171]",1610612738.0,BOS,,,,Teague,J. Teague,,,,,,,,,,,,,,,,,,,,,,1.0,Portis,1626171.0
206,PT08M44.00S,2021-03-25T00:22:34.3Z,2,REGULAR,steal,,[],1626171,,,1610612749,46,39,2021-03-25T00:22:37Z,1970000,,,0,,B. Portis STEAL (1 STL),[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,,,,,,,,,,,,,,,,,,
207,PT08M40.00S,2021-03-25T00:22:38.3Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1626171,93.11760840998686,52.029718137254896,1610612749,48,39,2021-03-25T00:22:45Z,1980000,10.0,12.0,1,right,B. Portis running DUNK (15 PTS),[1626171],1610612749.0,MIL,running,,,Portis,B. Portis,,,,,1.58,Made,15.0,,,,,,,,,,,,,,,,,
208,PT08M33.00S,2021-03-25T00:22:45.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],201952,8.623521681997373,50.06893382352941,1610612738,48,39,2021-03-25T00:23:15Z,1990000,0.0,29.0,1,left,MISS J. Teague driving finger roll Layup,[201952],1610612738.0,BOS,driving finger roll,,,Teague,J. Teague,,,,,2.86,Missed,,,,,,,,,,,,,,,,,,
209,PT08M31.00S,2021-03-25T00:22:47.8Z,2,REGULAR,rebound,defensive,[],1626171,,,1610612749,48,39,2021-03-25T00:22:51Z,2000000,,,0,,B. Portis REBOUND (Off:0 Def:1),[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,,,,,208.0,1.0,1.0,0.0,,,,,,,,,,
210,PT08M25.00S,2021-03-25T00:22:54.3Z,2,REGULAR,turnover,bad pass,[],1630241,,,1610612749,48,39,2021-03-25T00:22:59Z,2010000,,,0,,S. Merrill bad pass TURNOVER (1 TO),"[1630241, 1628369]",1610612749.0,MIL,,,,Merrill,S. Merrill,,,,,,,,,,,,,,,,,,,,,,1.0,Tatum,1628369.0
211,PT08M25.00S,2021-03-25T00:22:54.3Z,2,REGULAR,steal,,[],1628369,,,1610612738,48,39,2021-03-25T00:22:57Z,2020000,,,0,,J. Tatum STEAL (1 STL),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,
212,PT08M16.00S,2021-03-25T00:23:02.7Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],201952,10.5946123521682,3.5003063725490198,1610612738,48,42,2021-03-25T00:24:16Z,2030000,232.0,47.0,1,left,J. Teague 3PT pullup (8 PTS),[201952],1610612738.0,BOS,pullup,,,Teague,J. Teague,,,,,23.72,Made,8.0,,,,,,,,,,,,,,,,,
213,PT07M58.00S,2021-03-25T00:23:25.5Z,2,REGULAR,foul,personal,[],1630202,,,1610612749,48,42,2021-03-25T00:23:32Z,2040000,,,0,,P. Pritchard personal FOUL (2 PF),"[1630202, 201950]",1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,201246.0,2.0,0.0,Holiday,201950.0,,,
215,PT07M58.00S,2021-03-25T00:23:32.8Z,2,REGULAR,substitution,out,[],201950,,,1610612749,48,42,2021-03-25T00:23:45Z,2060000,,,0,,SUB out: J. Holiday,[201950],1610612749.0,MIL,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,,,,,,,
216,PT07M58.00S,2021-03-25T00:23:32.8Z,2,REGULAR,substitution,out,[],1630202,,,1610612749,48,42,2021-03-25T00:23:45Z,2070000,,,0,,SUB out: P. Pritchard,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,,,,,,,
217,PT07M58.00S,2021-03-25T00:23:32.8Z,2,REGULAR,substitution,out,[],201952,,,1610612749,48,42,2021-03-25T00:23:45Z,2080000,,,0,,SUB out: J. Teague,[201952],1610612738.0,BOS,,,,Teague,J. Teague,,,,,,,,,,,,,,,,,,,,,,,,
218,PT07M58.00S,2021-03-25T00:23:32.8Z,2,REGULAR,substitution,in,[],203114,,,1610612749,48,42,2021-03-25T00:23:45Z,2090000,,,0,,SUB in: K. Middleton,[203114],1610612749.0,MIL,,,,Middleton,K. Middleton,,,,,,,,,,,,,,,,,,,,,,,,
219,PT07M58.00S,2021-03-25T00:23:32.8Z,2,REGULAR,substitution,in,[],202689,,,1610612749,48,42,2021-03-25T00:23:45Z,2100000,,,0,,SUB in: K. Walker,[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,,,,,,,,,,,,,,,,,,
220,PT07M58.00S,2021-03-25T00:23:32.8Z,2,REGULAR,substitution,in,[],203935,,,1610612749,48,42,2021-03-25T00:23:45Z,2110000,,,0,,SUB in: M. Smart,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,
221,PT07M48.00S,2021-03-25T00:23:57.6Z,2,REGULAR,3pt,Jump Shot,[],1630241,72.7496714848883,82.66697303921569,1610612749,48,42,2021-03-25T00:25:15Z,2120000,163.0,204.0,1,right,MISS S. Merrill 26' 3PT,[1630241],1610612749.0,MIL,,,,Merrill,S. Merrill,,,,,26.11,Missed,,,,,,,,,,,,,,,,,,
222,PT07M46.00S,2021-03-25T00:23:59.6Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612738,48,42,2021-03-25T00:25:15Z,2130000,,,0,,TEAM defensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,,,221.0,,,,,,,,,,,,,
223,PT07M46.00S,2021-03-25T00:24:05.6Z,2,REGULAR,foul,personal,[],1626171,,,1610612738,48,42,2021-03-25T00:24:15Z,2140000,,,0,,B. Portis loose ball personal FOUL (1 PF),"[1626171, 1628464]",1610612749.0,MIL,loose ball,,,Portis,B. Portis,,,,,,,,,,,,,,,,,1627961.0,1.0,0.0,Theis,1628464.0,,,
225,PT07M46.00S,2021-03-25T00:24:15.4Z,2,REGULAR,substitution,out,[],1626171,,,1610612738,48,42,2021-03-25T00:24:18Z,2160000,,,0,,SUB out: B. Portis,[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,,,,,,,,,,,,,,,,,,
226,PT07M46.00S,2021-03-25T00:24:15.4Z,2,REGULAR,substitution,in,[],201572,,,1610612738,48,42,2021-03-25T00:24:18Z,2170000,,,0,,SUB in: B. Lopez,[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,,,,,,,,,,,,,,,,,,,,
227,PT07M32.00S,2021-03-25T00:24:33.7Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1628369,7.440867279894875,46.392463235294116,1610612738,48,44,2021-03-25T00:24:43Z,2180000,18.0,17.0,1,left,J. Tatum driving bank Hook (6 PTS),[1628369],1610612738.0,BOS,driving bank,,,Tatum,J. Tatum,,,,,2.5,Made,6.0,,,,,,,,,,,,,,,,,
228,PT07M11.00S,2021-03-25T00:24:54.8Z,2,REGULAR,2pt,Jump Shot,[],203507,93.11760840998686,68.69638480392157,1610612749,48,44,2021-03-25T00:26:07Z,2190000,93.0,12.0,1,right,MISS G. Antetokounmpo 9' turnaround fadeaway Shot,[203507],1610612749.0,MIL,turnaround fadeaway,,,Antetokounmpo,G. Antetokounmpo,,,,,9.43,Missed,,,,,,,,,,,,,,,,,,
229,PT07M07.00S,2021-03-25T00:24:58.8Z,2,REGULAR,rebound,offensive,[],201572,,,1610612749,48,44,2021-03-25T00:25:00Z,2200000,,,0,,B. Lopez REBOUND (Off:2 Def:0),[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,,,,,,,228.0,2.0,0.0,2.0,,,,,,,,,,
230,PT07M04.00S,2021-03-25T00:25:07.9Z,2,REGULAR,turnover,3-second-violation,[],203507,,,1610612749,48,44,2021-03-25T00:25:17Z,2210000,,,0,,G. Antetokounmpo 3-second-violation TURNOVER (2 TO),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,,,,,,,1830.0,,,,,2.0,,
231,PT07M04.00S,2021-03-25T00:25:17.7Z,2,REGULAR,substitution,out,[],1630241,,,1610612738,48,44,2021-03-25T00:25:21Z,2220000,,,0,,SUB out: S. Merrill,[1630241],1610612749.0,MIL,,,,Merrill,S. Merrill,,,,,,,,,,,,,,,,,,,,,,,,
232,PT07M04.00S,2021-03-25T00:25:17.7Z,2,REGULAR,substitution,in,[],1626192,,,1610612738,48,44,2021-03-25T00:25:21Z,2230000,,,0,,SUB in: P. Connaughton,[1626192],1610612749.0,MIL,,,,Connaughton,P. Connaughton,,,,,,,,,,,,,,,,,,,,,,,,
233,PT06M56.00S,2021-03-25T00:25:31.6Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1628464,34.37910643889619,54.970894607843135,1610612738,48,44,2021-03-25T00:25:35Z,2240000,-25.0,271.0,1,left,MISS D. Theis 27' 3PT,[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,27.18,Missed,,,,,,,,,,,,,,,,,,
234,PT06M53.00S,2021-03-25T00:25:34.6Z,2,REGULAR,rebound,defensive,[],1628978,,,1610612749,48,44,2021-03-25T00:25:35Z,2250000,,,0,,D. DiVincenzo REBOUND (Off:0 Def:2),[1628978],1610612749.0,MIL,,,,DiVincenzo,D. DiVincenzo,,,,,,,,,,,233.0,2.0,2.0,0.0,,,,,,,,,,
235,PT06M49.00S,2021-03-25T00:25:40.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203507,93.51182654402102,49.333639705882355,1610612749,50,44,2021-03-25T00:25:48Z,2260000,-3.0,8.0,1,right,G. Antetokounmpo driving finger roll Layup (3 PTS),[203507],1610612749.0,MIL,driving finger roll,,,Antetokounmpo,G. Antetokounmpo,,,,,0.91,Made,3.0,,,,,,,,,,,,,,,,,
236,PT06M49.00S,2021-03-25T00:25:43.7Z,2,REGULAR,foul,personal,['1freethrow'],1629684,,,1610612749,50,44,2021-03-25T00:26:22Z,2270000,,,0,,G. Williams shooting personal FOUL (1 PF) (Antetokounmpo 1 FT),"[1629684, 203507]",1610612738.0,BOS,shooting,,,Williams,G. Williams,,,,,,,,,,,,,,,,,1830.0,1.0,0.0,Antetokounmpo,203507.0,,,
238,PT06M49.00S,2021-03-25T00:25:57.9Z,2,REGULAR,substitution,out,[],1626192,,,1610612749,50,44,2021-03-25T00:26:08Z,2290000,,,0,,SUB out: P. Connaughton,[1626192],1610612749.0,MIL,,,,Connaughton,P. Connaughton,,,,,,,,,,,,,,,,,,,,,,,,
239,PT06M49.00S,2021-03-25T00:25:57.9Z,2,REGULAR,substitution,out,[],1628369,,,1610612749,50,44,2021-03-25T00:26:08Z,2300000,,,0,,SUB out: J. Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,
240,PT06M49.00S,2021-03-25T00:25:57.9Z,2,REGULAR,substitution,in,[],200782,,,1610612749,50,44,2021-03-25T00:26:08Z,2310000,,,0,,SUB in: P. Tucker,[200782],1610612749.0,MIL,,,,Tucker,P. Tucker,,,,,,,,,,,,,,,,,,,,,,,,
241,PT06M49.00S,2021-03-25T00:25:57.9Z,2,REGULAR,substitution,in,[],1627759,,,1610612749,50,44,2021-03-25T00:26:08Z,2320000,,,0,,SUB in: J. Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,
242,PT06M49.00S,2021-03-25T00:26:15.1Z,2,REGULAR,substitution,out,[],1629684,,,1610612749,50,44,2021-03-25T00:26:19Z,2330000,,,0,,SUB out: G. Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,
243,PT06M49.00S,2021-03-25T00:26:15.1Z,2,REGULAR,substitution,in,[],1629057,,,1610612749,50,44,2021-03-25T00:26:19Z,2340000,,,0,,SUB in: R. Williams III,[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,
244,PT06M49.00S,2021-03-25T00:26:36.3Z,2,REGULAR,freethrow,1 of 1,[],203507,,,1610612749,51,44,2021-03-25T00:26:36Z,2350000,,,0,,G. Antetokounmpo Free Throw 1 of 1 (4 PTS),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,Made,4.0,,,,,,,,,,,,,,,,,
245,PT06M39.00S,2021-03-25T00:26:49.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],202689,13.091327201051248,49.333639705882355,1610612738,51,44,2021-03-25T00:26:56Z,2360000,3.0,71.0,1,left,MISS K. Walker 7' driving Layup,[202689],1610612738.0,BOS,driving,,,Walker,K. Walker,,,,,7.07,Missed,,,,,,,,,,,,,,,,,,
246,PT06M33.00S,2021-03-25T00:26:55.9Z,2,REGULAR,rebound,offensive,[],1629057,,,1610612738,51,44,2021-03-25T00:26:56Z,2370000,,,0,,R. Williams III REBOUND (Off:2 Def:1),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,245.0,3.0,1.0,2.0,,,,,,,,,,
247,PT06M33.00S,2021-03-25T00:26:55.3Z,2,REGULAR,2pt,DUNK,"['2ndchance', 'pointsinthepaint']",1629057,5.590000152587891,50.0,1610612738,51,46,2021-03-25T00:27:14Z,2380000,0.0,0.0,1,left,R. Williams III tip DUNK (4 PTS),[1629057],1610612738.0,BOS,tip,,,Williams III,R. Williams III,,,,,0.0,Made,4.0,,,,,,,,,,,,,,,,,
248,PT06M17.00S,2021-03-25T00:27:11.8Z,2,REGULAR,3pt,Jump Shot,[],1628978,67.62483574244416,20.902267156862745,1610612749,51,46,2021-03-25T00:27:50Z,2390000,-145.0,252.0,1,right,MISS D. DiVincenzo 29' pullup 3PT,[1628978],1610612749.0,MIL,pullup,,,DiVincenzo,D. DiVincenzo,,,,,29.08,Missed,,,,,,,,,,,,,,,,,,
249,PT06M15.00S,2021-03-25T00:27:14.3Z,2,REGULAR,rebound,offensive,[],200782,,,1610612749,51,46,2021-03-25T00:27:14Z,2400000,,,0,,P. Tucker REBOUND (Off:1 Def:1),[200782],1610612749.0,MIL,,,,Tucker,P. Tucker,,,,,,,,,,,248.0,2.0,1.0,1.0,,,,,,,,,,
250,PT06M15.00S,2021-03-25T00:27:17.4Z,2,REGULAR,foul,personal,['2freethrow'],1629057,,,1610612749,51,46,2021-03-25T00:27:30Z,2410000,,,0,,R. Williams III shooting personal FOUL (2 PF) (DiVincenzo 2 FT),"[1629057, 1628978]",1610612738.0,BOS,shooting,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,1830.0,2.0,0.0,DiVincenzo,1628978.0,,,
252,PT06M15.00S,2021-03-25T00:27:44.4Z,2,REGULAR,freethrow,1 of 2,['2ndchance'],1628978,,,1610612749,52,46,2021-03-25T00:27:44Z,2430000,,,0,,D. DiVincenzo Free Throw 1 of 2 (4 PTS),[1628978],1610612749.0,MIL,,,,DiVincenzo,D. DiVincenzo,,,,,,Made,4.0,,,,,,,,,,,,,,,,,
253,PT06M15.00S,2021-03-25T00:27:45.8Z,2,REGULAR,substitution,out,[],203507,,,1610612749,52,46,2021-03-25T00:27:51Z,2440000,,,0,,SUB out: G. Antetokounmpo,[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,,,,,,,,,,,,,,
254,PT06M15.00S,2021-03-25T00:27:45.8Z,2,REGULAR,substitution,in,[],1626192,,,1610612749,52,46,2021-03-25T00:27:51Z,2450000,,,0,,SUB in: P. Connaughton,[1626192],1610612749.0,MIL,,,,Connaughton,P. Connaughton,,,,,,,,,,,,,,,,,,,,,,,,
255,PT06M15.00S,2021-03-25T00:28:01.1Z,2,REGULAR,freethrow,2 of 2,['2ndchance'],1628978,,,1610612749,53,46,2021-03-25T00:28:01Z,2460000,,,0,,D. DiVincenzo Free Throw 2 of 2 (5 PTS),[1628978],1610612749.0,MIL,,,,DiVincenzo,D. DiVincenzo,,,,,,Made,5.0,,,,,,,,,,,,,,,,,
256,PT06M07.00S,2021-03-25T00:28:19.0Z,2,REGULAR,turnover,out-of-bounds,[],202689,,,1610612738,53,46,2021-03-25T00:28:27Z,2470000,,,0,,K. Walker lost ball out-of-bounds TURNOVER (1 TO),[202689],1610612738.0,BOS,lost ball,,,Walker,K. Walker,,,,,,,,,,,,,,,,,201246.0,,,,,1.0,,
257,PT05M56.00S,2021-03-25T00:28:35.4Z,2,REGULAR,2pt,Jump Shot,['fromturnover'],203114,94.1688567674113,29.725796568627448,1610612749,55,46,2021-03-25T00:28:41Z,2480000,-101.0,2.0,1,right,K. Middleton 10' fadeaway Jump Shot (7 PTS),[203114],1610612749.0,MIL,fadeaway,,,Middleton,K. Middleton,,,,,10.14,Made,7.0,,,,,,,,,,,,,,,,,
