actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId
445,PT05M57.00S,2021-02-14T19:38:14.8Z,3,REGULAR,substitution,in,[],1629684,,,1610612738,77,53,2021-02-14T19:38:30Z,4390000,,,0,,SUB in: G. Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,
446,PT05M44.00S,2021-02-14T19:38:34.4Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1627759,19.004599211563733,96.39246323529412,1610612738,77,56,2021-02-14T19:38:38Z,4400000,-232.0,126.0,1,left,J. Brown 26' 3PT  (20 PTS) (K. Walker 2 AST),"[1627759, 202689]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,26.41,Made,20.0,K. Walker,202689.0,2.0,,,,,,,,,
448,PT05M29.00S,2021-02-14T19:38:49.5Z,3,REGULAR,3pt,Jump Shot,[],1629726,68.54467805519053,14.284620098039216,1610612764,77,56,2021-02-14T19:38:55Z,4420000,-179.0,243.0,1,right,MISS G. Mathews 30' 3PT,[1629726],1610612764.0,WAS,,,,Mathews,G. Mathews,,,,,,,,,,30.17,Missed,,,,,,,,,,,,,
449,PT05M24.00S,2021-02-14T19:38:54.5Z,3,REGULAR,rebound,defensive,[],202689,,,1610612738,77,56,2021-02-14T19:38:55Z,4430000,,,0,,K. Walker REBOUND (Off:0 Def:4),[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,,,,,,,,,,448.0,4.0,4.0,0.0,,,,,
450,PT05M19.00S,2021-02-14T19:38:59.3Z,3,REGULAR,3pt,Jump Shot,[],202689,24.78646517739816,92.47089460784314,1610612738,77,59,2021-02-14T19:39:07Z,4440000,-212.0,180.0,1,left,K. Walker 27' 3PT pullup (20 PTS),[202689],1610612738.0,BOS,pullup,,,Walker,K. Walker,,,,,,,,,,27.87,Made,20.0,,,,,,,,,,,,
451,PT05M08.00S,2021-02-14T19:39:10.3Z,3,REGULAR,3pt,Jump Shot,[],203078,81.2910643889619,3.5003063725490198,1610612764,77,59,2021-02-14T19:39:15Z,4450000,-232.0,123.0,1,right,MISS B. Beal 26' 3PT,[203078],1610612764.0,WAS,,,,Beal,B. Beal,,,,,,,,,,26.32,Missed,,,,,,,,,,,,,
452,PT05M05.00S,2021-02-14T19:39:13.3Z,3,REGULAR,rebound,defensive,[],202689,,,1610612738,77,59,2021-02-14T19:39:15Z,4460000,,,0,,K. Walker REBOUND (Off:0 Def:5),[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,,,,,,,,,,451.0,5.0,5.0,0.0,,,,,
453,PT04M56.00S,2021-02-14T19:39:22.7Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],202689,10.200394218134035,42.22579656862745,1610612738,77,59,2021-02-14T19:39:29Z,4470000,39.0,43.0,1,left,MISS K. Walker driving Layup,[202689],1610612738.0,BOS,driving,,,Walker,K. Walker,,,,,,,,,,5.83,Missed,,,,,,,,,,,,,
454,PT04M55.00S,2021-02-14T19:39:25.6Z,3,REGULAR,rebound,offensive,[],202684,,,1610612738,77,59,2021-02-14T19:39:25Z,4480000,,,0,,T. Thompson REBOUND (Off:3 Def:4),[202684],1610612738.0,BOS,,,,Thompson,T. Thompson,,,,,,,,,,,,,,,,453.0,7.0,4.0,3.0,,,,,
455,PT04M55.00S,2021-02-14T19:39:27.5Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629726,,,1610612738,77,59,2021-02-14T19:39:38Z,4490000,,,0,,G. Mathews shooting personal FOUL (2 PF) (Thompson 2 FT),"[1629726, 202684]",1610612764.0,WAS,shooting,,,Mathews,G. Mathews,,,,,200833.0,2.0,0.0,Thompson,202684.0,,,,,,,,,,,,,,,
457,PT04M55.00S,2021-02-14T19:39:57.1Z,3,REGULAR,freethrow,1 of 2,['2ndchance'],202684,,,1610612738,77,59,2021-02-14T19:40:29Z,4510000,,,0,,MISS T. Thompson Free Throw 1 of 2,[202684],1610612738.0,BOS,,,,Thompson,T. Thompson,,,,,,,,,,,Missed,,,,,,,,,,,,,
458,PT04M55.00S,2021-02-14T19:39:57.1Z,3,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612738,77,59,2021-02-14T19:40:29Z,4520000,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,457.0,,,,,,,,
459,PT04M55.00S,2021-02-14T19:39:58.2Z,3,REGULAR,substitution,out,[],1629060,,,1610612738,77,59,2021-02-14T19:40:05Z,4530000,,,0,,SUB out: R. Hachimura,[1629060],1610612764.0,WAS,,,,Hachimura,R. Hachimura,,,,,,,,,,,,,,,,,,,,,,,,
460,PT04M55.00S,2021-02-14T19:39:58.2Z,3,REGULAR,substitution,out,[],1629726,,,1610612738,77,59,2021-02-14T19:40:05Z,4540000,,,0,,SUB out: G. Mathews,[1629726],1610612764.0,WAS,,,,Mathews,G. Mathews,,,,,,,,,,,,,,,,,,,,,,,,
461,PT04M55.00S,2021-02-14T19:39:58.2Z,3,REGULAR,substitution,in,[],1630166,,,1610612738,77,59,2021-02-14T19:40:05Z,4550000,,,0,,SUB in: D. Avdija,[1630166],1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,,,,,,,,,,,,,,,,,,,,
462,PT04M55.00S,2021-02-14T19:39:58.2Z,3,REGULAR,substitution,in,[],202722,,,1610612738,77,59,2021-02-14T19:40:05Z,4560000,,,0,,SUB in: D. Bertans,[202722],1610612764.0,WAS,,,,Bertans,D. Bertans,,,,,,,,,,,,,,,,,,,,,,,,
463,PT04M55.00S,2021-02-14T19:39:57.1Z,3,REGULAR,freethrow,2 of 2,['2ndchance'],202684,,,1610612738,77,59,2021-02-14T19:40:29Z,4570000,,,0,,MISS T. Thompson Free Throw 2 of 2,[202684],1610612738.0,BOS,,,,Thompson,T. Thompson,,,,,,,,,,,Missed,,,,,,,,,,,,,
464,PT04M53.00S,2021-02-14T19:39:59.1Z,3,REGULAR,rebound,defensive,[],1629021,,,1610612764,77,59,2021-02-14T19:40:29Z,4580000,,,0,,M. Wagner REBOUND (Off:0 Def:4),[1629021],1610612764.0,WAS,,,,Wagner,M. Wagner,,,,,,,,,,,,,,,,463.0,4.0,4.0,0.0,,,,,
465,PT04M40.00S,2021-02-14T19:40:41.5Z,3,REGULAR,turnover,lost ball,[],203078,,,1610612764,77,59,2021-02-14T19:40:47Z,4590000,,,0,,B. Beal lost ball TURNOVER (3 TO),"[203078, 202689]",1610612764.0,WAS,,,,Beal,B. Beal,,,,,,,,,,,,,,,,,,,,3.0,,,Walker,202689.0
466,PT04M40.00S,2021-02-14T19:40:41.5Z,3,REGULAR,steal,,[],202689,,,1610612738,77,59,2021-02-14T19:40:43Z,4600000,,,0,,K. Walker STEAL (2 STL),[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,,,,,,,,,,,,,,,,,,
467,PT04M36.00S,2021-02-14T19:40:45.2Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",202689,9.411957950065702,62.814031862745104,1610612738,77,61,2021-02-14T19:40:51Z,4610000,-64.0,36.0,1,left,K. Walker 7' driving Layup (22 PTS),[202689],1610612738.0,BOS,driving,,,Walker,K. Walker,,,,,,,,,,7.35,Made,22.0,,,,,,,,,,,,
468,PT04M25.00S,2021-02-14T19:41:01.0Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612764,77,61,2021-02-14T19:41:01Z,4620000,,,0,,WAS Timeout,[],1610612764.0,WAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
471,PT04M15.00S,2021-02-14T19:44:02.9Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203078,94.03745072273325,63.794424019607845,1610612764,77,61,2021-02-14T19:44:07Z,4630000,69.0,4.0,1,right,MISS B. Beal 6' driving Layup - blocked,"[203078, 1627759]",1610612764.0,WAS,driving,,,Beal,B. Beal,,,,,,,,,,6.91,Missed,,,,,,,,,,Brown,1627759.0,,
472,PT04M15.00S,2021-02-14T19:44:02.9Z,3,REGULAR,block,,[],1627759,,,1610612764,77,61,2021-02-14T19:44:04Z,4640000,,,0,,J. Brown BLOCK (1 BLK),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,
473,PT04M15.00S,2021-02-14T19:44:02.9Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612764,77,61,2021-02-14T19:44:07Z,4650000,,,0,,TEAM offensive REBOUND,[],1610612764.0,WAS,,,,,,,,,,,,,,,,,,,,,471.0,,,,,,,,
474,PT04M15.00S,2021-02-14T19:44:08.0Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612764,77,61,2021-02-14T19:44:08Z,4660000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
475,PT04M10.00S,2021-02-14T19:44:21.5Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",202689,,,1610612764,77,61,2021-02-14T19:44:38Z,4670000,,,0,,K. Walker personal FOUL (1 PF) (Wagner 2 FT),"[202689, 1629021]",1610612738.0,BOS,,,,Walker,K. Walker,,,,,1627519.0,1.0,0.0,Wagner,1629021.0,,,,,,,,,,,,,,,
477,PT04M10.00S,2021-02-14T19:44:45.1Z,3,REGULAR,freethrow,1 of 2,['2ndchance'],1629021,,,1610612764,78,61,2021-02-14T19:45:07Z,4690000,,,0,,M. Wagner Free Throw 1 of 2 (11 PTS),[1629021],1610612764.0,WAS,,,,Wagner,M. Wagner,,,,,,,,,,,Made,11.0,,,,,,,,,,,,
478,PT04M10.00S,2021-02-14T19:44:45.1Z,3,REGULAR,freethrow,2 of 2,['2ndchance'],1629021,,,1610612764,78,61,2021-02-14T19:45:07Z,4700000,,,0,,MISS M. Wagner Free Throw 2 of 2,[1629021],1610612764.0,WAS,,,,Wagner,M. Wagner,,,,,,,,,,,Missed,,,,,,,,,,,,,
479,PT04M07.00S,2021-02-14T19:44:48.1Z,3,REGULAR,rebound,defensive,[],202684,,,1610612738,78,61,2021-02-14T19:45:07Z,4710000,,,0,,T. Thompson REBOUND (Off:3 Def:5),[202684],1610612738.0,BOS,,,,Thompson,T. Thompson,,,,,,,,,,,,,,,,478.0,8.0,5.0,3.0,,,,,
480,PT03M55.00S,2021-02-14T19:45:17.7Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],202689,8.886333771353483,55.951286764705884,1610612738,78,61,2021-02-14T19:45:22Z,4720000,-30.0,31.0,1,left,MISS K. Walker driving Layup,[202689],1610612738.0,BOS,driving,,,Walker,K. Walker,,,,,,,,,,4.3,Missed,,,,,,,,,,,,,
481,PT03M52.00S,2021-02-14T19:45:20.7Z,3,REGULAR,rebound,defensive,[],203078,,,1610612764,78,61,2021-02-14T19:45:22Z,4730000,,,0,,B. Beal REBOUND (Off:0 Def:5),[203078],1610612764.0,WAS,,,,Beal,B. Beal,,,,,,,,,,,,,,,,480.0,5.0,5.0,0.0,,,,,
482,PT03M50.00S,2021-02-14T19:45:25.1Z,3,REGULAR,turnover,traveling,[],203078,,,1610612764,78,61,2021-02-14T19:45:33Z,4740000,,,0,,B. Beal traveling TURNOVER (4 TO),[203078],1610612764.0,WAS,,,,Beal,B. Beal,,,,,200833.0,,,,,,,,,,,,,,,4.0,,,,
483,PT03M41.00S,2021-02-14T19:45:49.9Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1627759,8.492115637319317,50.314031862745104,1610612738,78,63,2021-02-14T19:45:57Z,4750000,-2.0,27.0,1,left,J. Brown driving reverse Layup (22 PTS),[1627759],1610612738.0,BOS,driving reverse,,,Brown,J. Brown,,,,,,,,,,2.73,Made,22.0,,,,,,,,,,,,
484,PT03M41.00S,2021-02-14T19:45:51.3Z,3,REGULAR,foul,personal,"['inpenalty', '1freethrow']",202722,,,1610612738,78,63,2021-02-14T19:45:59Z,4760000,,,0,,D. Bertans shooting personal FOUL (3 PF) (Brown 1 FT),"[202722, 1627759]",1610612764.0,WAS,shooting,,,Bertans,D. Bertans,,,,,1146.0,3.0,0.0,Brown,1627759.0,,,,,,,,,,,,,,,
486,PT03M41.00S,2021-02-14T19:46:13.2Z,3,REGULAR,freethrow,1 of 1,['fromturnover'],1627759,,,1610612738,78,64,2021-02-14T19:46:13Z,4780000,,,0,,J. Brown Free Throw 1 of 1 (23 PTS),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,Made,23.0,,,,,,,,,,,,
487,PT03M35.00S,2021-02-14T19:46:27.0Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629684,,,1610612764,78,64,2021-02-14T19:46:37Z,4790000,,,0,,G. Williams personal FOUL (2 PF) (Beal 2 FT),"[1629684, 203078]",1610612738.0,BOS,,,,Williams,G. Williams,,,,,1146.0,2.0,0.0,Beal,203078.0,,,,,,,,,,,,,,,
489,PT03M35.00S,2021-02-14T19:46:53.7Z,3,REGULAR,freethrow,1 of 2,[],203078,,,1610612764,79,64,2021-02-14T19:46:53Z,4810000,,,0,,B. Beal Free Throw 1 of 2 (28 PTS),[203078],1610612764.0,WAS,,,,Beal,B. Beal,,,,,,,,,,,Made,28.0,,,,,,,,,,,,
490,PT03M35.00S,2021-02-14T19:47:00.4Z,3,REGULAR,substitution,out,[],1629021,,,1610612764,79,64,2021-02-14T19:47:10Z,4820000,,,0,,SUB out: M. Wagner,[1629021],1610612764.0,WAS,,,,Wagner,M. Wagner,,,,,,,,,,,,,,,,,,,,,,,,
491,PT03M35.00S,2021-02-14T19:47:00.4Z,3,REGULAR,substitution,in,[],201577,,,1610612764,79,64,2021-02-14T19:47:10Z,4830000,,,0,,SUB in: R. Lopez,[201577],1610612764.0,WAS,,,,Lopez,R. Lopez,,,,,,,,,,,,,,,,,,,,,,,,
492,PT03M35.00S,2021-02-14T19:47:24.0Z,3,REGULAR,freethrow,2 of 2,[],203078,,,1610612764,80,64,2021-02-14T19:47:24Z,4840000,,,0,,B. Beal Free Throw 2 of 2 (29 PTS),[203078],1610612764.0,WAS,,,,Beal,B. Beal,,,,,,,,,,,Made,29.0,,,,,,,,,,,,
493,PT03M21.00S,2021-02-14T19:47:38.6Z,3,REGULAR,2pt,Jump Shot,[],202689,23.603810775295663,52.27481617647059,1610612738,80,64,2021-02-14T19:47:44Z,4850000,-11.0,169.0,1,left,MISS K. Walker 16' step back Shot,[202689],1610612738.0,BOS,step back,,,Walker,K. Walker,,,,,,,,,,16.98,Missed,,,,,,,,,,,,,
494,PT03M20.00S,2021-02-14T19:47:39.6Z,3,REGULAR,rebound,defensive,[],1630166,,,1610612764,80,64,2021-02-14T19:47:44Z,4860000,,,0,,D. Avdija REBOUND (Off:0 Def:6),[1630166],1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,,,,,,,,,,,,493.0,6.0,6.0,0.0,,,,,
495,PT03M20.00S,2021-02-14T19:47:43.9Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629684,,,1610612764,80,64,2021-02-14T19:47:49Z,4870000,,,0,,G. Williams personal FOUL (3 PF) (Avdija 2 FT),"[1629684, 1630166]",1610612738.0,BOS,,,,Williams,G. Williams,,,,,1146.0,3.0,0.0,Avdija,1630166.0,,,,,,,,,,,,,,,
497,PT03M20.00S,2021-02-14T19:48:09.5Z,3,REGULAR,freethrow,1 of 2,[],1630166,,,1610612764,81,64,2021-02-14T19:48:09Z,4890000,,,0,,D. Avdija Free Throw 1 of 2 (6 PTS),[1630166],1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,,,,,,,Made,6.0,,,,,,,,,,,,
498,PT03M20.00S,2021-02-14T19:48:24.2Z,3,REGULAR,freethrow,2 of 2,[],1630166,,,1610612764,82,64,2021-02-14T19:48:24Z,4900000,,,0,,D. Avdija Free Throw 2 of 2 (7 PTS),[1630166],1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,,,,,,,Made,7.0,,,,,,,,,,,,
499,PT03M06.00S,2021-02-14T19:48:40.3Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1627759,9.411957950065702,53.990502450980394,1610612738,82,64,2021-02-14T19:48:49Z,4910000,-20.0,36.0,1,left,MISS J. Brown Layup,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,4.12,Missed,,,,,,,,,,,,,
500,PT03M05.00S,2021-02-14T19:48:41.3Z,3,REGULAR,rebound,offensive,[],1627759,,,1610612738,82,64,2021-02-14T19:55:48Z,4920000,,,0,,J. Brown REBOUND (Off:3 Def:3),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,499.0,6.0,3.0,3.0,,,,,
501,PT03M04.00S,2021-02-14T19:48:48.1Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1627759,9.674770039421814,47.372855392156865,1610612738,82,64,2021-02-14T19:55:58Z,4930000,13.0,38.0,1,left,MISS J. Brown Layup,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,4.06,Missed,,,,,,,,,,,,,
502,PT03M03.00S,2021-02-14T19:48:49.1Z,3,REGULAR,rebound,defensive,[],203078,,,1610612764,82,64,2021-02-14T19:55:58Z,4940000,,,0,,B. Beal REBOUND (Off:0 Def:6),[203078],1610612764.0,WAS,,,,Beal,B. Beal,,,,,,,,,,,,,,,,501.0,6.0,6.0,0.0,,,,,
503,PT03M00.00S,2021-02-14T19:48:52.8Z,3,REGULAR,foul,offensive,['inpenalty'],203078,,,1610612764,82,64,2021-02-14T19:49:02Z,4950000,,,0,,B. Beal charge offensive FOUL (2 PF),"[203078, 202689]",1610612764.0,WAS,charge,,,Beal,B. Beal,,,,,200833.0,2.0,0.0,Walker,202689.0,,,,,,,,,,,,,,,
505,PT03M00.00S,2021-02-14T19:48:52.8Z,3,REGULAR,turnover,offensive foul,[],203078,,,1610612764,82,64,2021-02-14T19:48:52Z,4970000,,,0,,B. Beal offensive foul TURNOVER (5 TO),[203078],1610612764.0,WAS,,,,Beal,B. Beal,,,,,200833.0,,,,,,,,,,,,,,,5.0,,,,
506,PT03M00.00S,2021-02-14T19:49:04.8Z,3,REGULAR,substitution,out,[],1627759,,,1610612738,82,64,2021-02-14T19:49:15Z,4980000,,,0,,SUB out: J. Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,
507,PT03M00.00S,2021-02-14T19:49:04.8Z,3,REGULAR,substitution,out,[],1629684,,,1610612738,82,64,2021-02-14T19:49:15Z,4990000,,,0,,SUB out: G. Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,
508,PT03M00.00S,2021-02-14T19:49:04.8Z,3,REGULAR,substitution,in,[],1628400,,,1610612738,82,64,2021-02-14T19:49:15Z,5000000,,,0,,SUB in: S. Ojeleye,[1628400],1610612738.0,BOS,,,,Ojeleye,S. Ojeleye,,,,,,,,,,,,,,,,,,,,,,,,
509,PT03M00.00S,2021-02-14T19:49:04.8Z,3,REGULAR,substitution,in,[],1628464,,,1610612738,82,64,2021-02-14T19:49:15Z,5010000,,,0,,SUB in: D. Theis,[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,,,,,,,,,,,,,,
510,PT02M44.00S,2021-02-14T19:49:38.2Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1630174,26.363337713534822,9.627757352941178,1610612738,82,64,2021-02-14T19:49:43Z,5020000,202.0,195.0,1,left,MISS A. Nesmith 28' 3PT,[1630174],1610612738.0,BOS,,,,Nesmith,A. Nesmith,,,,,,,,,,28.09,Missed,,,,,,,,,,,,,
511,PT02M41.00S,2021-02-14T19:49:41.2Z,3,REGULAR,rebound,defensive,[],1630166,,,1610612764,82,64,2021-02-14T19:49:43Z,5030000,,,0,,D. Avdija REBOUND (Off:0 Def:7),[1630166],1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,,,,,,,,,,,,510.0,7.0,7.0,0.0,,,,,
512,PT02M18.00S,2021-02-14T19:50:03.3Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630166,85.75886990801577,58.15716911764706,1610612764,82,64,2021-02-14T19:50:16Z,5040000,41.0,81.0,1,right,MISS D. Avdija 9' pullup Shot,[1630166],1610612764.0,WAS,pullup,,,Avdija,D. Avdija,,,,,,,,,,9.11,Missed,,,,,,,,,,,,,
513,PT02M12.00S,2021-02-14T19:50:09.3Z,3,REGULAR,rebound,defensive,[],1628464,,,1610612738,82,64,2021-02-14T19:50:16Z,5050000,,,0,,D. Theis REBOUND (Off:0 Def:2),[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,,,,,,512.0,2.0,2.0,0.0,,,,,
514,PT02M10.00S,2021-02-14T19:50:11.8Z,3,REGULAR,turnover,lost ball,[],1630174,,,1610612738,82,64,2021-02-14T19:54:49Z,5060000,,,0,,A. Nesmith lost ball TURNOVER (1 TO),"[1630174, 203078]",1610612738.0,BOS,,,,Nesmith,A. Nesmith,,,,,,,,,,,,,,,,,,,,1.0,,,Beal,203078.0
515,PT02M10.00S,2021-02-14T19:50:11.8Z,3,REGULAR,steal,,[],203078,,,1610612764,82,64,2021-02-14T19:50:20Z,5070000,,,0,,B. Beal STEAL (2 STL),[203078],1610612764.0,WAS,,,,Beal,B. Beal,,,,,,,,,,,,,,,,,,,,,,,,
516,PT01M57.00S,2021-02-14T19:50:26.0Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",201577,89.96386333771353,51.78462009803921,1610612764,82,64,2021-02-14T19:50:32Z,5080000,9.0,42.0,1,right,MISS R. Lopez Layup,[201577],1610612764.0,WAS,,,,Lopez,R. Lopez,,,,,,,,,,4.27,Missed,,,,,,,,,,,,,
517,PT01M53.00S,2021-02-14T19:50:30.0Z,3,REGULAR,rebound,offensive,[],201577,,,1610612764,82,64,2021-02-14T19:50:32Z,5090000,,,0,,R. Lopez REBOUND (Off:1 Def:0),[201577],1610612764.0,WAS,,,,Lopez,R. Lopez,,,,,,,,,,,,,,,,516.0,1.0,0.0,1.0,,,,,
518,PT01M53.00S,2021-02-14T19:50:29.5Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",201577,94.40999984741211,50.0,1610612764,84,64,2021-02-14T19:50:29Z,5100000,0.0,0.0,1,right,R. Lopez tip Layup (4 PTS),[201577],1610612764.0,WAS,tip,,,Lopez,R. Lopez,,,,,,,,,,0.0,Made,4.0,,,,,,,,,,,,
519,PT01M38.00S,2021-02-14T19:50:43.7Z,3,REGULAR,3pt,Jump Shot,[],202689,27.414586070959263,13.549325980392158,1610612738,84,67,2021-02-14T19:50:47Z,5110000,182.0,205.0,1,left,K. Walker 27' 3PT  (25 PTS) (D. Theis 1 AST),"[202689, 1628464]",1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,,,,27.45,Made,25.0,D. Theis,1628464.0,1.0,,,,,,,,,
521,PT01M21.00S,2021-02-14T19:51:01.3Z,3,REGULAR,3pt,Jump Shot,[],202722,73.40670170827858,85.85324754901961,1610612764,84,67,2021-02-14T19:51:07Z,5130000,179.0,197.0,1,right,MISS D. Bertans 26' 3PT,[202722],1610612764.0,WAS,,,,Bertans,D. Bertans,,,,,,,,,,26.67,Missed,,,,,,,,,,,,,
522,PT01M17.00S,2021-02-14T19:51:05.3Z,3,REGULAR,rebound,offensive,[],203526,,,1610612764,84,67,2021-02-14T19:51:07Z,5140000,,,0,,R. Neto REBOUND (Off:1 Def:0),[203526],1610612764.0,WAS,,,,Neto,R. Neto,,,,,,,,,,,,,,,,521.0,1.0,0.0,1.0,,,,,
523,PT01M09.00S,2021-02-14T19:51:16.1Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203078,93.38042049934296,53.74540441176471,1610612764,86,67,2021-02-14T19:51:21Z,5150000,19.0,10.0,1,right,B. Beal driving Layup (31 PTS) (D. Bertans 1 AST),"[203078, 202722]",1610612764.0,WAS,driving,,,Beal,B. Beal,,,,,,,,,,2.11,Made,31.0,D. Bertans,202722.0,1.0,,,,,,,,,
525,PT01M09.00S,2021-02-14T19:51:26.4Z,3,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1628464,,,1610612764,86,67,2021-02-14T19:58:47Z,5170000,,,0,,D. Theis shooting personal FOUL (3 PF) (Beal 1 FT),"[1628464, 203078]",1610612738.0,BOS,shooting,,,Theis,D. Theis,,,,,1146.0,3.0,0.0,Beal,203078.0,,,,,,,,,,,,,,,
527,PT01M09.00S,2021-02-14T19:51:41.0Z,3,REGULAR,substitution,out,[],1630166,,,1610612764,86,67,2021-02-14T19:51:26Z,5190000,,,0,,SUB out: D. Avdija,[1630166],1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,,,,,,,,,,,,,,,,,,,,
528,PT01M09.00S,2021-02-14T19:51:41.0Z,3,REGULAR,substitution,out,[],202689,,,1610612764,86,67,2021-02-14T19:51:26Z,5200000,,,0,,SUB out: K. Walker,[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,,,,,,,,,,,,,,,,,,
529,PT01M09.00S,2021-02-14T19:51:41.0Z,3,REGULAR,substitution,out,[],202684,,,1610612764,86,67,2021-02-14T19:51:26Z,5210000,,,0,,SUB out: T. Thompson,[202684],1610612738.0,BOS,,,,Thompson,T. Thompson,,,,,,,,,,,,,,,,,,,,,,,,
530,PT01M09.00S,2021-02-14T19:51:41.0Z,3,REGULAR,substitution,in,[],201566,,,1610612764,86,67,2021-02-14T19:51:26Z,5220000,,,0,,SUB in: R. Westbrook,[201566],1610612764.0,WAS,,,,Westbrook,R. Westbrook,,,,,,,,,,,,,,,,,,,,,,,,
531,PT01M09.00S,2021-02-14T19:51:41.0Z,3,REGULAR,substitution,in,[],1628369,,,1610612764,86,67,2021-02-14T19:51:26Z,5230000,,,0,,SUB in: J. Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,
532,PT01M09.00S,2021-02-14T19:51:41.0Z,3,REGULAR,substitution,in,[],1630202,,,1610612764,86,67,2021-02-14T19:51:26Z,5240000,,,0,,SUB in: P. Pritchard,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,,,,,,,
533,PT01M09.00S,2021-02-14T19:52:08.7Z,3,REGULAR,freethrow,1 of 1,['2ndchance'],203078,,,1610612764,87,67,2021-02-14T19:58:47Z,5250000,,,0,,B. Beal Free Throw 1 of 1 (32 PTS),[203078],1610612764.0,WAS,,,,Beal,B. Beal,,,,,,,,,,,Made,32.0,,,,,,,,,,,,
534,PT00M52.80S,2021-02-14T19:52:09.9Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628369,7.046649145860711,46.88265931372549,1610612738,87,67,2021-02-14T19:52:19Z,5260000,16.0,14.0,1,left,MISS J. Tatum Layup - blocked,"[1628369, 202722]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,2.08,Missed,,,,,,,,,,Bertans,202722.0,,
