actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,value
86,PT04M14.00S,2021-03-23T01:23:09.9Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1628415,93.24901445466492,50.314031862745104,1610612763,18,21,2021-03-23T01:23:14Z,860000,2.0,11.0,1,right,D. Brooks running alley-oop DUNK (4 PTS) (J. Morant 3 AST),"[1628415, 1629630]",1610612763.0,MEM,running alley-oop,,,Brooks,D. Brooks,,,,,1.11,Made,4.0,J. Morant,1629630.0,3.0,,,,,,,,,,,,,,,
88,PT04M14.00S,2021-03-23T01:23:13.9Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612738,18,21,2021-03-23T01:23:13Z,880000,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,PT04M14.00S,2021-03-23T01:25:02.5Z,1,REGULAR,substitution,out,[],1628960,,,1610612738,18,21,2021-03-23T01:26:04Z,890000,,,0,,SUB out: G. Allen,[1628960],1610612763.0,MEM,,,,Allen,G. Allen,,,,,,,,,,,,,,,,,,,,,,,,,
91,PT04M14.00S,2021-03-23T01:25:02.5Z,1,REGULAR,substitution,out,[],1628415,,,1610612738,18,21,2021-03-23T01:26:04Z,900000,,,0,,SUB out: D. Brooks,[1628415],1610612763.0,MEM,,,,Brooks,D. Brooks,,,,,,,,,,,,,,,,,,,,,,,,,
92,PT04M14.00S,2021-03-23T01:25:02.5Z,1,REGULAR,substitution,out,[],1627759,,,1610612738,18,21,2021-03-23T01:26:04Z,910000,,,0,,SUB out: J. Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,
93,PT04M14.00S,2021-03-23T01:25:02.5Z,1,REGULAR,substitution,out,[],1628464,,,1610612738,18,21,2021-03-23T01:26:04Z,920000,,,0,,SUB out: D. Theis,[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,,,,,,,,,,,,,,,
94,PT04M14.00S,2021-03-23T01:25:02.5Z,1,REGULAR,substitution,in,[],1630217,,,1610612738,18,21,2021-03-23T01:26:04Z,930000,,,0,,SUB in: D. Bane,[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,,,,,,,,,,,,,,,,,,,,,
95,PT04M14.00S,2021-03-23T01:25:02.5Z,1,REGULAR,substitution,in,[],1629001,,,1610612738,18,21,2021-03-23T01:26:04Z,940000,,,0,,SUB in: D. Melton,[1629001],1610612763.0,MEM,,,,Melton,D. Melton,,,,,,,,,,,,,,,,,,,,,,,,,
96,PT04M14.00S,2021-03-23T01:25:02.5Z,1,REGULAR,substitution,in,[],1630174,,,1610612738,18,21,2021-03-23T01:26:04Z,950000,,,0,,SUB in: A. Nesmith,[1630174],1610612738.0,BOS,,,,Nesmith,A. Nesmith,,,,,,,,,,,,,,,,,,,,,,,,,
97,PT04M14.00S,2021-03-23T01:25:02.5Z,1,REGULAR,substitution,in,[],1629057,,,1610612738,18,21,2021-03-23T01:26:04Z,960000,,,0,,SUB in: R. Williams III,[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,,
98,PT04M06.00S,2021-03-23T01:26:12.7Z,1,REGULAR,3pt,Jump Shot,[],203935,23.866622864651774,85.11795343137256,1610612738,18,24,2021-03-23T01:26:19Z,970000,-176.0,172.0,1,left,M. Smart 24' 3PT  (9 PTS) (G. Williams 2 AST),"[203935, 1629684]",1610612738.0,BOS,,,,Smart,M. Smart,,,,,24.57,Made,9.0,G. Williams,1629684.0,2.0,,,,,,,,,,,,,,,
100,PT04M04.00S,2021-03-23T01:26:17.2Z,1,REGULAR,timeout,full,['team'],0,,,1610612763,18,24,2021-03-23T01:26:17Z,990000,,,0,,MEM Timeout,[],1610612763.0,MEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,PT03M49.00S,2021-03-23T01:27:53.3Z,1,REGULAR,3pt,Jump Shot,[],203937,91.40932982917214,96.39246323529412,1610612763,18,24,2021-03-23T01:27:58Z,1000000,232.0,28.0,1,right,MISS K. Anderson 3PT,[203937],1610612763.0,MEM,,,,Anderson,K. Anderson,,,,,23.37,Missed,,,,,,,,,,,,,,,,,,,
102,PT03M46.00S,2021-03-23T01:27:56.3Z,1,REGULAR,rebound,defensive,[],1630174,,,1610612738,18,24,2021-03-23T01:27:58Z,1010000,,,0,,A. Nesmith REBOUND (Off:0 Def:1),[1630174],1610612738.0,BOS,,,,Nesmith,A. Nesmith,,,,,,,,,,,101.0,1.0,1.0,0.0,,,,,,,,,,,
103,PT03M32.00S,2021-03-23T01:28:11.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201952,13.354139290407357,48.353247549019606,1610612738,18,26,2021-03-23T01:28:15Z,1020000,8.0,73.0,1,left,J. Teague 7' driving floating Jump Shot (5 PTS) (R. Williams III 1 AST),"[201952, 1629057]",1610612738.0,BOS,driving floating,,,Teague,J. Teague,,,,,7.35,Made,5.0,R. Williams III,1629057.0,1.0,,,,,,,,,,,,,,,
105,PT03M11.00S,2021-03-23T01:28:32.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203937,87.46714848883047,49.08854166666667,1610612763,20,26,2021-03-23T01:28:35Z,1040000,-5.0,65.0,1,right,K. Anderson 6' turnaround Jump Shot (2 PTS) (B. Clarke 1 AST),"[203937, 1629634]",1610612763.0,MEM,turnaround,,,Anderson,K. Anderson,,,,,6.55,Made,2.0,B. Clarke,1629634.0,1.0,,,,,,,,,,,,,,,
107,PT02M45.00S,2021-03-23T01:28:57.9Z,1,REGULAR,3pt,Jump Shot,[],203935,28.991458607095925,21.88265931372549,1610612738,20,26,2021-03-23T01:29:01Z,1060000,141.0,220.0,1,left,MISS M. Smart 26' pullup 3PT,[203935],1610612738.0,BOS,pullup,,,Smart,M. Smart,,,,,26.11,Missed,,,,,,,,,,,,,,,,,,,
108,PT02M42.00S,2021-03-23T01:29:00.9Z,1,REGULAR,rebound,defensive,[],1629634,,,1610612763,20,26,2021-03-23T01:29:01Z,1070000,,,0,,B. Clarke REBOUND (Off:0 Def:1),[1629634],1610612763.0,MEM,,,,Clarke,B. Clarke,,,,,,,,,,,107.0,1.0,1.0,0.0,,,,,,,,,,,
109,PT02M34.00S,2021-03-23T01:29:11.4Z,1,REGULAR,foul,personal,[],1629684,,,1610612763,20,26,2021-03-23T01:29:15Z,1080000,,,0,,G. Williams personal FOUL (1 PF),"[1629684, 1629001]",1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,1148.0,1.0,0.0,Melton,1629001.0,,,,,,
111,PT02M34.00S,2021-03-23T01:29:16.9Z,1,REGULAR,substitution,out,[],203937,,,1610612763,20,26,2021-03-23T01:29:26Z,1100000,,,0,,SUB out: K. Anderson,[203937],1610612763.0,MEM,,,,Anderson,K. Anderson,,,,,,,,,,,,,,,,,,,,,,,,,
112,PT02M34.00S,2021-03-23T01:29:16.9Z,1,REGULAR,substitution,out,[],1629630,,,1610612763,20,26,2021-03-23T01:29:26Z,1110000,,,0,,SUB out: J. Morant,[1629630],1610612763.0,MEM,,,,Morant,J. Morant,,,,,,,,,,,,,,,,,,,,,,,,,
113,PT02M34.00S,2021-03-23T01:29:16.9Z,1,REGULAR,substitution,out,[],201952,,,1610612763,20,26,2021-03-23T01:29:26Z,1120000,,,0,,SUB out: J. Teague,[201952],1610612738.0,BOS,,,,Teague,J. Teague,,,,,,,,,,,,,,,,,,,,,,,,,
114,PT02M34.00S,2021-03-23T01:29:16.9Z,1,REGULAR,substitution,in,[],1626159,,,1610612763,20,26,2021-03-23T01:29:26Z,1130000,,,0,,SUB in: J. Winslow,[1626159],1610612763.0,MEM,,,,Winslow,J. Winslow,,,,,,,,,,,,,,,,,,,,,,,,,
115,PT02M34.00S,2021-03-23T01:29:16.9Z,1,REGULAR,substitution,in,[],1626145,,,1610612763,20,26,2021-03-23T01:29:26Z,1140000,,,0,,SUB in: T. Jones,[1626145],1610612763.0,MEM,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,,,,,,,,
116,PT02M34.00S,2021-03-23T01:29:16.9Z,1,REGULAR,substitution,in,[],1630202,,,1610612763,20,26,2021-03-23T01:29:26Z,1150000,,,0,,SUB in: P. Pritchard,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,,,,,,,,
117,PT02M25.00S,2021-03-23T01:29:39.8Z,1,REGULAR,3pt,Jump Shot,[],1629001,91.67214191852825,3.5003063725490198,1610612763,20,26,2021-03-23T01:29:43Z,1160000,-232.0,26.0,1,right,MISS D. Melton 3PT,[1629001],1610612763.0,MEM,,,,Melton,D. Melton,,,,,23.39,Missed,,,,,,,,,,,,,,,,,,,
118,PT02M23.00S,2021-03-23T01:29:41.8Z,1,REGULAR,rebound,defensive,[],203935,,,1610612738,20,26,2021-03-23T01:29:43Z,1170000,,,0,,M. Smart REBOUND (Off:0 Def:3),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,117.0,3.0,3.0,0.0,,,,,,,,,,,
119,PT02M18.00S,2021-03-23T01:29:47.3Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1629057,7.178055190538765,50.06893382352941,1610612738,20,28,2021-03-23T01:29:53Z,1180000,0.0,15.0,1,left,R. Williams III running DUNK (2 PTS) (M. Smart 2 AST),"[1629057, 203935]",1610612738.0,BOS,running,,,Williams III,R. Williams III,,,,,1.5,Made,2.0,M. Smart,203935.0,2.0,,,,,,,,,,,,,,,
121,PT02M08.00S,2021-03-23T01:29:57.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629634,81.68528252299606,61.83363970588235,1610612763,22,28,2021-03-23T01:30:01Z,1200000,59.0,120.0,1,right,B. Clarke 13' floating Jump Shot (2 PTS) (T. Jones 1 AST),"[1629634, 1626145]",1610612763.0,MEM,floating,,,Clarke,B. Clarke,,,,,13.35,Made,2.0,T. Jones,1626145.0,1.0,,,,,,,,,,,,,,,
123,PT01M50.00S,2021-03-23T01:30:15.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629684,12.828515111695138,38.549325980392155,1610612738,22,30,2021-03-23T01:30:19Z,1220000,57.0,68.0,1,left,G. Williams 8' turnaround Jump Shot (5 PTS),[1629684],1610612738.0,BOS,turnaround,,,Williams,G. Williams,,,,,8.9,Made,5.0,,,,,,,,,,,,,,,,,,
124,PT01M31.00S,2021-03-23T01:30:33.5Z,1,REGULAR,3pt,Jump Shot,[],1626159,91.27792378449409,3.7454044117647056,1610612763,22,30,2021-03-23T01:30:39Z,1230000,-231.0,29.0,1,right,MISS J. Winslow 3PT,[1626159],1610612763.0,MEM,,,,Winslow,J. Winslow,,,,,23.32,Missed,,,,,,,,,,,,,,,,,,,
125,PT01M29.00S,2021-03-23T01:30:35.5Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612763,22,30,2021-03-23T01:30:39Z,1240000,,,0,,TEAM offensive REBOUND,[],1610612763.0,MEM,,,,,,,,,,,,,,,,124.0,,,,,,,,,,,,,,
126,PT01M29.00S,2021-03-23T01:30:39.7Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612763,22,30,2021-03-23T01:30:39Z,1250000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,PT01M21.00S,2021-03-23T01:30:59.6Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1629001,77.61169513797634,88.05912990196079,1610612763,22,30,2021-03-23T01:31:28Z,1260000,190.0,158.0,1,right,MISS D. Melton 24' 3PT,[1629001],1610612763.0,MEM,,,,Melton,D. Melton,,,,,24.73,Missed,,,,,,,,,,,,,,,,,,,
128,PT01M18.00S,2021-03-23T01:31:22.8Z,1,REGULAR,rebound,defensive,[],1630174,,,1610612738,22,30,2021-03-23T01:31:22Z,1270000,,,0,,A. Nesmith REBOUND (Off:0 Def:2),[1630174],1610612738.0,BOS,,,,Nesmith,A. Nesmith,,,,,,,,,,,127.0,2.0,2.0,0.0,,,,,,,,,,,
147,PT01M18.00S,2021-03-23T01:31:17.3Z,1,REGULAR,turnover,lost ball,[],1630174,,,1610612738,22,30,2021-03-23T01:35:58Z,1275000,,,0,,A. Nesmith lost ball TURNOVER (1 TO),"[1630174, 1629001]",1610612738.0,BOS,,,,Nesmith,A. Nesmith,,,,,,,,,,,,,,,,,,,,1.0,Melton,1629001.0,,,
148,PT01M18.00S,2021-03-23T01:31:17.3Z,1,REGULAR,steal,,[],1629001,,,1610612763,22,30,2021-03-23T01:35:58Z,1277500,,,0,,D. Melton STEAL (1 STL),[1629001],1610612763.0,MEM,,,,Melton,D. Melton,,,,,,,,,,,,,,,,,,,,,,,,,
129,PT01M18.00S,2021-03-23T01:31:35.1Z,1,REGULAR,jumpball,recovered,[],1626159,,,1610612763,22,30,2021-03-23T01:35:58Z,1280000,,,0,,Jump Ball D. Melton vs. A. Nesmith: Tip to J. Winslow,"[1626159, 1629001, 1630174]",1610612763.0,MEM,heldball,J. Winslow,1626159.0,Winslow,J. Winslow,Melton,1629001.0,Nesmith,1630174.0,,,,,,,,,,,,,,,,,,,,,
146,PT01M15.00S,2021-03-23T01:31:43.8Z,1,REGULAR,turnover,out-of-bounds,[],1626159,,,1610612763,22,30,2021-03-23T01:35:09Z,1305000,,,0,,J. Winslow step out-of-bounds TURNOVER (1 TO),[1626159],1610612763.0,MEM,step,,,Winslow,J. Winslow,,,,,,,,,,,,,,,201637.0,,,,,1.0,,,,,
132,PT01M01.00S,2021-03-23T01:31:52.5Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1630202,31.750985545335087,28.010110294117645,1610612738,22,30,2021-03-23T01:35:09Z,1310000,110.0,246.0,1,left,MISS P. Pritchard 26' 3PT,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,26.94,Missed,,,,,,,,,,,,,,,,,,,
133,PT00M57.90S,2021-03-23T01:31:55.6Z,1,REGULAR,rebound,defensive,[],1630217,,,1610612763,22,30,2021-03-23T01:31:57Z,1320000,,,0,,D. Bane REBOUND (Off:0 Def:1),[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,,,,,,,132.0,1.0,1.0,0.0,,,,,,,,,,,
134,PT00M46.00S,2021-03-23T01:32:09.0Z,1,REGULAR,3pt,Jump Shot,[],1626145,70.90998685939553,21.637561274509803,1610612763,22,30,2021-03-23T01:32:20Z,1330000,-142.0,221.0,1,right,MISS T. Jones 26' pullup 3PT,[1626145],1610612763.0,MEM,pullup,,,Jones,T. Jones,,,,,26.25,Missed,,,,,,,,,,,,,,,,,,,
135,PT00M42.30S,2021-03-23T01:32:12.6Z,1,REGULAR,rebound,defensive,[],1630202,,,1610612738,22,30,2021-03-23T01:32:12Z,1340000,,,0,,P. Pritchard REBOUND (Off:0 Def:1),[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,134.0,1.0,1.0,0.0,,,,,,,,,,,
136,PT00M39.20S,2021-03-23T01:32:19.6Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612738,22,30,2021-03-23T01:32:19Z,1350000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,PT00M33.00S,2021-03-23T01:32:35.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629057,8.623521681997373,46.14736519607843,1610612738,22,30,2021-03-23T01:32:38Z,1360000,19.0,29.0,1,left,MISS R. Williams III alley-oop Layup,[1629057],1610612738.0,BOS,alley-oop,,,Williams III,R. Williams III,,,,,3.45,Missed,,,,,,,,,,,,,,,,,,,
138,PT00M29.40S,2021-03-23T01:32:38.6Z,1,REGULAR,rebound,defensive,[],1626159,,,1610612763,22,30,2021-03-23T01:32:38Z,1370000,,,0,,J. Winslow REBOUND (Off:0 Def:1),[1626159],1610612763.0,MEM,,,,Winslow,J. Winslow,,,,,,,,,,,137.0,1.0,1.0,0.0,,,,,,,,,,,
139,PT00M27.30S,2021-03-23T01:32:41.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1626159,94.03745072273325,49.82383578431372,1610612763,24,30,2021-03-23T01:32:45Z,1380000,-1.0,4.0,1,right,J. Winslow running finger roll Layup (2 PTS),[1626159],1610612763.0,MEM,running finger roll,,,Winslow,J. Winslow,,,,,0.36,Made,2.0,,,,,,,,,,,,,,,,,,
140,PT00M03.70S,2021-03-23T01:33:08.6Z,1,REGULAR,3pt,Jump Shot,[],203935,28.728646517739815,77.76501225490196,1610612738,24,30,2021-03-23T01:33:19Z,1390000,-139.0,218.0,1,left,MISS M. Smart 25' pullup 3PT,[203935],1610612738.0,BOS,pullup,,,Smart,M. Smart,,,,,25.8,Missed,,,,,,,,,,,,,,,,,,,
141,PT00M03.30S,2021-03-23T01:33:09.0Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612738,24,30,2021-03-23T01:33:19Z,1400000,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,,,140.0,,,,,,,,,,,,,,
142,PT00M03.30S,2021-03-23T01:33:17.1Z,1,REGULAR,turnover,shot clock,['team'],0,,,1610612738,24,30,2021-03-23T01:33:24Z,1410000,,,0,,BOS shot clock Team TURNOVER,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,1148.0,,,,,,,,,,
143,PT00M00.00S,2021-03-23T01:33:29.5Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1626145,82.21090670170827,41.73560049019608,1610612763,24,30,2021-03-23T01:33:35Z,1420000,-41.0,115.0,1,right,MISS T. Jones 12' driving floating Shot,[1626145],1610612763.0,MEM,driving floating,,,Jones,T. Jones,,,,,12.19,Missed,,,,,,,,,,,,,,,,,,,
144,PT00M00.00S,2021-03-23T01:33:31.4Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612763,24,30,2021-03-23T01:33:31Z,1430000,,,0,,TEAM offensive REBOUND,[],1610612763.0,MEM,,,,,,,,,,,,,,,,143.0,,,,,,,,,,,,,,
145,PT00M00.00S,2021-03-23T01:33:39.5Z,1,REGULAR,period,end,[],0,,,1610612763,24,30,2021-03-23T01:33:39Z,1440000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,PT12M00.00S,2021-03-23T01:35:11.5Z,2,REGULAR,substitution,out,['startperiod'],1629634,,,1610612763,24,30,2021-03-23T01:36:13Z,1450000,,,0,,SUB out: B. Clarke,[1629634],1610612763.0,MEM,,,,Clarke,B. Clarke,,,,,,,,,,,,,,,,,,,,,,,,,
150,PT12M00.00S,2021-03-23T01:35:11.5Z,2,REGULAR,substitution,out,['startperiod'],203935,,,1610612763,24,30,2021-03-23T01:36:13Z,1460000,,,0,,SUB out: M. Smart,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,,
151,PT12M00.00S,2021-03-23T01:35:11.5Z,2,REGULAR,substitution,in,['startperiod'],202685,,,1610612763,24,30,2021-03-23T01:36:13Z,1470000,,,0,,SUB in: J. Valanciunas,[202685],1610612763.0,MEM,,,,Valanciunas,J. Valanciunas,,,,,,,,,,,,,,,,,,,,,,,,,
152,PT12M00.00S,2021-03-23T01:35:11.5Z,2,REGULAR,substitution,in,['startperiod'],1629750,,,1610612763,24,30,2021-03-23T01:36:13Z,1480000,,,0,,SUB in: J. Green,[1629750],1610612738.0,BOS,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,
153,PT12M00.00S,2021-03-23T01:36:13.5Z,2,REGULAR,period,start,[],0,,,1610612763,24,30,2021-03-23T01:36:13Z,1490000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154,PT11M46.00S,2021-03-23T01:36:27.0Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626159,85.75886990801577,51.049325980392155,1610612763,26,30,2021-03-23T01:36:30Z,1500000,5.0,81.0,1,right,J. Winslow 8' driving floating Jump Shot (4 PTS) (J. Valanciunas 1 AST),"[1626159, 202685]",1610612763.0,MEM,driving floating,,,Winslow,J. Winslow,,,,,8.16,Made,4.0,J. Valanciunas,202685.0,1.0,,,,,,,,,,,,,,,
156,PT11M31.00S,2021-03-23T01:36:41.1Z,2,REGULAR,3pt,Jump Shot,[],1630174,31.61957950065703,57.666973039215684,1610612738,26,33,2021-03-23T01:36:45Z,1520000,-38.0,245.0,1,left,A. Nesmith 24' 3PT  (3 PTS) (J. Green 1 AST),"[1630174, 1629750]",1610612738.0,BOS,,,,Nesmith,A. Nesmith,,,,,24.77,Made,3.0,J. Green,1629750.0,1.0,,,,,,,,,,,,,,,
158,PT11M10.00S,2021-03-23T01:37:02.6Z,2,REGULAR,3pt,Jump Shot,[],1630217,66.5735873850197,41.73560049019608,1610612763,29,33,2021-03-23T01:37:06Z,1540000,-41.0,262.0,1,right,D. Bane 26' 3PT  (3 PTS) (J. Winslow 1 AST),"[1630217, 1626159]",1610612763.0,MEM,,,,Bane,D. Bane,,,,,26.49,Made,3.0,J. Winslow,1626159.0,1.0,,,,,,,,,,,,,,,
160,PT10M51.00S,2021-03-23T01:37:24.0Z,2,REGULAR,foul,personal,['2freethrow'],1630217,,,1610612738,29,33,2021-03-23T01:37:36Z,1560000,,,0,,D. Bane shooting personal FOUL (1 PF) (Nesmith 2 FT),"[1630217, 1630174]",1610612763.0,MEM,shooting,,,Bane,D. Bane,,,,,,,,,,,,,,,1155.0,1.0,0.0,Nesmith,1630174.0,,,,,,
162,PT10M51.00S,2021-03-23T01:37:47.2Z,2,REGULAR,freethrow,1 of 2,[],1630174,,,1610612738,29,34,2021-03-23T01:37:47Z,1580000,,,0,,A. Nesmith Free Throw 1 of 2 (4 PTS),[1630174],1610612738.0,BOS,,,,Nesmith,A. Nesmith,,,,,,Made,4.0,,,,,,,,,,,,,,,,,,
163,PT10M51.00S,2021-03-23T01:38:02.5Z,2,REGULAR,freethrow,2 of 2,[],1630174,,,1610612738,29,35,2021-03-23T01:38:02Z,1590000,,,0,,A. Nesmith Free Throw 2 of 2 (5 PTS),[1630174],1610612738.0,BOS,,,,Nesmith,A. Nesmith,,,,,,Made,5.0,,,,,,,,,,,,,,,,,,
164,PT10M33.00S,2021-03-23T01:38:22.8Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630217,87.99277266754271,48.353247549019606,1610612763,31,35,2021-03-23T01:38:27Z,1600000,-8.0,60.0,1,right,D. Bane 6' driving floating Jump Shot (5 PTS) (J. Valanciunas 2 AST),"[1630217, 202685]",1610612763.0,MEM,driving floating,,,Bane,D. Bane,,,,,6.1,Made,5.0,J. Valanciunas,202685.0,2.0,,,,,,,,,,,,,,,
166,PT10M22.00S,2021-03-23T01:38:33.4Z,2,REGULAR,3pt,Jump Shot,[],1629684,30.831143232588698,34.13756127450981,1610612738,31,35,2021-03-23T01:38:37Z,1620000,79.0,237.0,1,left,MISS G. Williams 25' 3PT,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,25.02,Missed,,,,,,,,,,,,,,,,,,,
167,PT10M19.00S,2021-03-23T01:38:36.4Z,2,REGULAR,rebound,defensive,[],1626145,,,1610612763,31,35,2021-03-23T01:38:37Z,1630000,,,0,,T. Jones REBOUND (Off:0 Def:1),[1626145],1610612763.0,MEM,,,,Jones,T. Jones,,,,,,,,,,,166.0,1.0,1.0,0.0,,,,,,,,,,,
168,PT10M12.00S,2021-03-23T01:38:43.9Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630217,86.5473061760841,50.06893382352941,1610612763,33,35,2021-03-23T01:38:47Z,1640000,0.0,74.0,1,right,D. Bane 7' driving floating Jump Shot (7 PTS) (D. Melton 1 AST),"[1630217, 1629001]",1610612763.0,MEM,driving floating,,,Bane,D. Bane,,,,,7.4,Made,7.0,D. Melton,1629001.0,1.0,,,,,,,,,,,,,,,
170,PT09M57.00S,2021-03-23T01:38:59.7Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1629057,6.652431011826544,49.333639705882355,1610612738,33,37,2021-03-23T01:39:04Z,1660000,3.0,10.0,1,left,R. Williams III alley-oop DUNK (4 PTS) (P. Pritchard 1 AST),"[1629057, 1630202]",1610612738.0,BOS,alley-oop,,,Williams III,R. Williams III,,,,,1.05,Made,4.0,P. Pritchard,1630202.0,1.0,,,,,,,,,,,,,,,
172,PT09M41.00S,2021-03-23T01:39:17.7Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612763,33,37,2021-03-23T01:39:17Z,1680000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
173,PT09M31.00S,2021-03-23T01:39:42.2Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630217,92.32917214191852,45.65716911764706,1610612763,33,37,2021-03-23T01:39:45Z,1690000,-22.0,20.0,1,right,MISS D. Bane driving floating bank Shot,[1630217],1610612763.0,MEM,driving floating bank,,,Bane,D. Bane,,,,,2.92,Missed,,,,,,,,,,,,,,,,,,,
174,PT09M29.00S,2021-03-23T01:39:44.2Z,2,REGULAR,rebound,defensive,[],1630174,,,1610612738,33,37,2021-03-23T01:39:45Z,1700000,,,0,,A. Nesmith REBOUND (Off:0 Def:3),[1630174],1610612738.0,BOS,,,,Nesmith,A. Nesmith,,,,,,,,,,,173.0,3.0,3.0,0.0,,,,,,,,,,,
175,PT09M16.00S,2021-03-23T01:39:56.9Z,2,REGULAR,turnover,bad pass,[],1629750,,,1610612738,33,37,2021-03-23T01:40:02Z,1710000,,,0,,J. Green bad pass TURNOVER (1 TO),"[1629750, 1626159]",1610612738.0,BOS,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,1.0,Winslow,1626159.0,,,
176,PT09M16.00S,2021-03-23T01:39:56.9Z,2,REGULAR,steal,,[],1626159,,,1610612763,33,37,2021-03-23T01:39:58Z,1720000,,,0,,J. Winslow STEAL (1 STL),[1626159],1610612763.0,MEM,,,,Winslow,J. Winslow,,,,,,,,,,,,,,,,,,,,,,,,,
177,PT09M14.00S,2021-03-23T01:40:03.3Z,2,REGULAR,foul,personal,[],1629750,,,1610612763,33,37,2021-03-23T01:40:19Z,1730000,,,0,,J. Green personal FOUL (1 PF),"[1629750, 1629001]",1610612738.0,BOS,,,,Green,J. Green,,,,,,,,,,,,,,,1155.0,1.0,0.0,Melton,1629001.0,,,,,,
179,PT09M14.00S,2021-03-23T01:40:23.3Z,2,REGULAR,substitution,out,[],1629001,,,1610612763,33,37,2021-03-23T01:40:33Z,1750000,,,0,,SUB out: D. Melton,[1629001],1610612763.0,MEM,,,,Melton,D. Melton,,,,,,,,,,,,,,,,,,,,,,,,,
180,PT09M14.00S,2021-03-23T01:40:23.3Z,2,REGULAR,substitution,out,[],1629684,,,1610612763,33,37,2021-03-23T01:40:33Z,1760000,,,0,,SUB out: G. Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
