actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,shotDistance,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId,value
524,PT08M29.00S,2021-04-08T01:32:02.5Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612738,73,78,2021-04-08T01:32:45Z,5100000,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,523.0,,,,,,,,,,,,,
525,PT08M29.00S,2021-04-08T01:32:10.5Z,4,REGULAR,turnover,shot clock,['team'],0,,,1610612738,73,78,2021-04-08T01:32:38Z,5110000,,,0,,BOS shot clock Team TURNOVER,[],1610612738.0,BOS,,,,,,,,,,1146.0,,,,,,,,,,,,,,,,,,,,
526,PT08M20.00S,2021-04-08T01:32:27.9Z,4,REGULAR,foul,personal,['2freethrow'],203935,,,1610612752,73,78,2021-04-08T01:32:53Z,5120000,,,0,,M. Smart shooting personal FOUL (4 PF) (Rose 2 FT),"[203935, 201565]",1610612738.0,BOS,shooting,,,Smart,M. Smart,,,,,1628484.0,4.0,0.0,Rose,201565.0,,,,,,,,,,,,,,,,
528,PT08M20.00S,2021-04-08T01:33:04.8Z,4,REGULAR,freethrow,1 of 2,['fromturnover'],201565,,,1610612752,73,79,2021-04-08T01:33:04Z,5140000,,,0,,D. Rose Free Throw 1 of 2 (8 PTS),[201565],1610612752.0,NYK,,,,Rose,D. Rose,,,,,,,,,,Made,8.0,,,,,,,,,,,,,,
529,PT08M20.00S,2021-04-08T01:33:23.0Z,4,REGULAR,freethrow,2 of 2,['fromturnover'],201565,,,1610612752,73,80,2021-04-08T01:33:23Z,5150000,,,0,,D. Rose Free Throw 2 of 2 (9 PTS),[201565],1610612752.0,NYK,,,,Rose,D. Rose,,,,,,,,,,Made,9.0,,,,,,,,,,,,,,
530,PT08M09.00S,2021-04-08T01:33:41.6Z,4,REGULAR,stoppage,out-of-bounds,[],0,,,1610612738,73,80,2021-04-08T01:33:41Z,5160000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
531,PT08M09.00S,2021-04-08T01:33:45.2Z,4,REGULAR,substitution,out,[],1630167,,,1610612738,73,80,2021-04-08T01:33:50Z,5170000,,,0,,SUB out: O. Toppin,[1630167],1610612752.0,NYK,,,,Toppin,O. Toppin,,,,,,,,,,,,,,,,,,,,,,,,,
532,PT08M09.00S,2021-04-08T01:33:45.2Z,4,REGULAR,substitution,in,[],1629628,,,1610612738,73,80,2021-04-08T01:33:50Z,5180000,,,0,,SUB in: R. Barrett,[1629628],1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,,,,,,,,,,,,,,,,,,,,,
533,PT08M04.00S,2021-04-08T01:34:03.0Z,4,REGULAR,foul,personal,['2freethrow'],1630193,,,1610612738,73,80,2021-04-08T01:34:14Z,5190000,,,0,,I. Quickley shooting personal FOUL (1 PF) (Smart 2 FT),"[1630193, 203935]",1610612752.0,NYK,shooting,,,Quickley,I. Quickley,,,,,1628484.0,1.0,0.0,Smart,203935.0,,,,,,,,,,,,,,,,
535,PT08M04.00S,2021-04-08T01:34:33.1Z,4,REGULAR,freethrow,1 of 2,[],203935,,,1610612738,74,80,2021-04-08T01:34:33Z,5210000,,,0,,M. Smart Free Throw 1 of 2 (4 PTS),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,Made,4.0,,,,,,,,,,,,,,
536,PT08M04.00S,2021-04-08T01:34:49.6Z,4,REGULAR,freethrow,2 of 2,[],203935,,,1610612738,75,80,2021-04-08T01:34:49Z,5220000,,,0,,M. Smart Free Throw 2 of 2 (5 PTS),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,Made,5.0,,,,,,,,,,,,,,
537,PT07M41.00S,2021-04-08T01:35:14.7Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1629628,91.67214191852825,59.3826593137255,1610612752,75,80,2021-04-08T01:35:19Z,5230000,47.0,26.0,1,right,MISS R. Barrett driving Layup - blocked,"[1629628, 202684]",1610612752.0,NYK,driving,,,Barrett,R. Barrett,,,,,,,,,,Missed,,,,,,5.35,,,,,Thompson,202684.0,,,
538,PT07M41.00S,2021-04-08T01:35:14.7Z,4,REGULAR,block,,[],202684,,,1610612752,75,80,2021-04-08T01:35:17Z,5240000,,,0,,T. Thompson BLOCK (2 BLK),[202684],1610612738.0,BOS,,,,Thompson,T. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,
539,PT07M38.00S,2021-04-08T01:35:17.7Z,4,REGULAR,rebound,defensive,[],1627759,,,1610612738,75,80,2021-04-08T01:35:19Z,5250000,,,0,,J. Brown REBOUND (Off:2 Def:5),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,537.0,7.0,5.0,2.0,,,,,,,,,,
540,PT07M34.00S,2021-04-08T01:35:24.5Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1627759,9.411957950065702,55.21599264705882,1610612738,77,80,2021-04-08T01:35:29Z,5260000,-26.0,36.0,1,left,J. Brown driving Layup (27 PTS) (M. Smart 7 AST),"[1627759, 203935]",1610612738.0,BOS,driving,,,Brown,J. Brown,,,,,,,,,,Made,27.0,,,,,4.45,M. Smart,203935.0,7.0,,,,,,
541,PT07M34.00S,2021-04-08T01:35:28.7Z,4,REGULAR,foul,personal,['1freethrow'],1629628,,,1610612738,77,80,2021-04-08T01:35:56Z,5270000,,,0,,R. Barrett shooting personal FOUL (2 PF) (Brown 1 FT),"[1629628, 1627759]",1610612752.0,NYK,shooting,,,Barrett,R. Barrett,,,,,1151.0,2.0,0.0,Brown,1627759.0,,,,,,,,,,,,,,,,
544,PT07M34.00S,2021-04-08T01:35:42.1Z,4,REGULAR,substitution,out,[],1629641,,,1610612738,77,80,2021-04-08T01:35:53Z,5290000,,,0,,SUB out: R. Langford,[1629641],1610612738.0,BOS,,,,Langford,R. Langford,,,,,,,,,,,,,,,,,,,,,,,,,
545,PT07M34.00S,2021-04-08T01:35:42.1Z,4,REGULAR,substitution,out,[],1630193,,,1610612738,77,80,2021-04-08T01:35:53Z,5300000,,,0,,SUB out: I. Quickley,[1630193],1610612752.0,NYK,,,,Quickley,I. Quickley,,,,,,,,,,,,,,,,,,,,,,,,,
546,PT07M34.00S,2021-04-08T01:35:42.1Z,4,REGULAR,substitution,in,[],1629684,,,1610612738,77,80,2021-04-08T01:35:53Z,5310000,,,0,,SUB in: G. Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
547,PT07M34.00S,2021-04-08T01:35:42.1Z,4,REGULAR,substitution,in,[],203944,,,1610612738,77,80,2021-04-08T01:35:53Z,5320000,,,0,,SUB in: J. Randle,[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,,,,,,,,,,,,,,,,,,,,,
548,PT07M34.00S,2021-04-08T01:36:08.0Z,4,REGULAR,freethrow,1 of 1,[],1627759,,,1610612738,77,80,2021-04-08T01:36:12Z,5330000,,,0,,MISS J. Brown Free Throw 1 of 1,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,Missed,,,,,,,,,,,,,,,
549,PT07M31.00S,2021-04-08T01:36:11.0Z,4,REGULAR,rebound,defensive,[],203944,,,1610612752,77,80,2021-04-08T01:36:12Z,5340000,,,0,,J. Randle REBOUND (Off:0 Def:9),[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,,,,,,,,548.0,9.0,9.0,0.0,,,,,,,,,,
550,PT07M15.00S,2021-04-08T01:36:25.8Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],201565,91.67214191852825,61.83363970588235,1610612752,77,82,2021-04-08T01:36:30Z,5350000,59.0,26.0,1,right,D. Rose 6' driving finger roll Layup (11 PTS) (J. Randle 5 AST),"[201565, 203944]",1610612752.0,NYK,driving finger roll,,,Rose,D. Rose,,,,,,,,,,Made,11.0,,,,,6.46,J. Randle,203944.0,5.0,,,,,,
552,PT06M58.00S,2021-04-08T01:36:42.2Z,4,REGULAR,3pt,Jump Shot,[],1628369,27.677398160315374,78.25520833333334,1610612738,80,82,2021-04-08T01:36:47Z,5370000,-141.0,208.0,1,left,J. Tatum 25' 3PT  (21 PTS) (M. Smart 8 AST),"[1628369, 203935]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,Made,21.0,,,,,25.12,M. Smart,203935.0,8.0,,,,,,
554,PT06M57.00S,2021-04-08T01:36:48.6Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612752,80,82,2021-04-08T01:36:48Z,5390000,,,0,,NYK Timeout,[],1610612752.0,NYK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
555,PT06M32.00S,2021-04-08T01:40:06.9Z,4,REGULAR,3pt,Jump Shot,[],1629628,90.09526938239159,96.6375612745098,1610612752,80,85,2021-04-08T01:40:11Z,5400000,233.0,41.0,1,right,R. Barrett 3PT  (21 PTS) (D. Rose 3 AST),"[1629628, 201565]",1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,,,,,,Made,21.0,,,,,23.67,D. Rose,201565.0,3.0,,,,,,
557,PT06M14.00S,2021-04-08T01:40:24.3Z,4,REGULAR,3pt,Jump Shot,[],1627759,9.543363994743759,2.2748161764705883,1610612738,80,85,2021-04-08T01:40:28Z,5420000,239.0,37.0,1,left,MISS J. Brown 24' 3PT,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,Missed,,,,,,24.15,,,,,,,,,
558,PT06M12.00S,2021-04-08T01:40:26.3Z,4,REGULAR,rebound,defensive,[],202692,,,1610612752,80,85,2021-04-08T01:40:28Z,5430000,,,0,,A. Burks REBOUND (Off:0 Def:8),[202692],1610612752.0,NYK,,,,Burks,A. Burks,,,,,,,,,,,,557.0,8.0,8.0,0.0,,,,,,,,,,
559,PT05M55.00S,2021-04-08T01:40:43.8Z,4,REGULAR,2pt,Jump Shot,[],203944,85.3646517739816,75.80422794117648,1610612752,80,85,2021-04-08T01:40:49Z,5440000,129.0,85.0,1,right,MISS J. Randle 15' pullup Shot,[203944],1610612752.0,NYK,pullup,,,Randle,J. Randle,,,,,,,,,,Missed,,,,,,15.45,,,,,,,,,
560,PT05M52.00S,2021-04-08T01:40:46.8Z,4,REGULAR,rebound,defensive,[],202684,,,1610612738,80,85,2021-04-08T01:40:49Z,5450000,,,0,,T. Thompson REBOUND (Off:2 Def:5),[202684],1610612738.0,BOS,,,,Thompson,T. Thompson,,,,,,,,,,,,559.0,7.0,5.0,2.0,,,,,,,,,,
561,PT05M50.00S,2021-04-08T01:40:51.8Z,4,REGULAR,foul,personal,['2freethrow'],203457,,,1610612738,80,85,2021-04-08T01:41:01Z,5460000,,,0,,N. Noel shooting personal FOUL (3 PF) (Smart 2 FT),"[203457, 203935]",1610612752.0,NYK,shooting,,,Noel,N. Noel,,,,,1146.0,3.0,0.0,Smart,203935.0,,,,,,,,,,,,,,,,
563,PT05M50.00S,2021-04-08T01:41:21.8Z,4,REGULAR,freethrow,1 of 2,['fastbreak'],203935,,,1610612738,81,85,2021-04-08T01:41:21Z,5480000,,,0,,M. Smart Free Throw 1 of 2 (6 PTS),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,Made,6.0,,,,,,,,,,,,,,
564,PT05M50.00S,2021-04-08T01:41:35.2Z,4,REGULAR,freethrow,2 of 2,['fastbreak'],203935,,,1610612738,82,85,2021-04-08T01:41:35Z,5490000,,,0,,M. Smart Free Throw 2 of 2 (7 PTS),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,Made,7.0,,,,,,,,,,,,,,
565,PT05M31.00S,2021-04-08T01:41:56.5Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],201565,86.67871222076215,53.74540441176471,1610612752,82,85,2021-04-08T01:42:04Z,5500000,19.0,73.0,1,right,MISS D. Rose 7' driving finger roll Layup - blocked,"[201565, 202684]",1610612752.0,NYK,driving finger roll,,,Rose,D. Rose,,,,,,,,,,Missed,,,,,,7.51,,,,,Thompson,202684.0,,,
566,PT05M31.00S,2021-04-08T01:41:56.5Z,4,REGULAR,block,,[],202684,,,1610612752,82,85,2021-04-08T01:41:59Z,5510000,,,0,,T. Thompson BLOCK (3 BLK),[202684],1610612738.0,BOS,,,,Thompson,T. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,
567,PT05M28.00S,2021-04-08T01:41:59.5Z,4,REGULAR,rebound,defensive,[],1627759,,,1610612738,82,85,2021-04-08T01:42:04Z,5520000,,,0,,J. Brown REBOUND (Off:2 Def:6),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,565.0,8.0,6.0,2.0,,,,,,,,,,
568,PT05M26.00S,2021-04-08T01:42:01.5Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1627759,7.440867279894875,54.48069852941176,1610612738,84,85,2021-04-08T01:42:09Z,5530000,-22.0,17.0,1,left,J. Brown running Layup (29 PTS),[1627759],1610612738.0,BOS,running,,,Brown,J. Brown,,,,,,,,,,Made,29.0,,,,,2.84,,,,,,,,,
569,PT05M09.00S,2021-04-08T01:42:18.2Z,4,REGULAR,3pt,Jump Shot,[],202692,65.25952693823915,59.872855392156865,1610612752,84,85,2021-04-08T01:42:22Z,5540000,49.0,274.0,1,right,MISS A. Burks 27' 3PT,[202692],1610612752.0,NYK,,,,Burks,A. Burks,,,,,,,,,,Missed,,,,,,27.85,,,,,,,,,
570,PT05M07.00S,2021-04-08T01:42:20.2Z,4,REGULAR,rebound,defensive,[],1627759,,,1610612738,84,85,2021-04-08T01:42:22Z,5550000,,,0,,J. Brown REBOUND (Off:2 Def:7),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,569.0,9.0,7.0,2.0,,,,,,,,,,
571,PT05M04.00S,2021-04-08T01:42:29.6Z,4,REGULAR,turnover,out-of-bounds,[],1627759,,,1610612738,84,85,2021-04-08T01:42:37Z,5560000,,,0,,J. Brown lost ball out-of-bounds TURNOVER (2 TO),[1627759],1610612738.0,BOS,lost ball,,,Brown,J. Brown,,,,,1628484.0,,,,,,,,,,,,,,,2.0,,,,,
572,PT04M45.00S,2021-04-08T01:42:55.1Z,4,REGULAR,2pt,Jump Shot,['fromturnover'],203944,82.7365308804205,22.863051470588236,1610612752,84,85,2021-04-08T01:43:00Z,5570000,-136.0,110.0,1,right,MISS J. Randle 17' pullup Shot,[203944],1610612752.0,NYK,pullup,,,Randle,J. Randle,,,,,,,,,,Missed,,,,,,17.46,,,,,,,,,
573,PT04M43.00S,2021-04-08T01:42:57.1Z,4,REGULAR,rebound,defensive,[],1628369,,,1610612738,84,85,2021-04-08T01:43:00Z,5580000,,,0,,J. Tatum REBOUND (Off:0 Def:9),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,572.0,9.0,9.0,0.0,,,,,,,,,,
574,PT04M32.00S,2021-04-08T01:43:07.5Z,4,REGULAR,3pt,Jump Shot,[],203935,32.53942181340342,64.28462009803921,1610612738,87,85,2021-04-08T01:43:12Z,5590000,-71.0,253.0,1,left,M. Smart 26' 3PT  (10 PTS) (J. Brown 3 AST),"[203935, 1627759]",1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,Made,10.0,,,,,26.33,J. Brown,1627759.0,3.0,,,,,,
576,PT04M32.00S,2021-04-08T01:43:14.1Z,4,REGULAR,timeout,full,['team'],0,,,1610612752,87,85,2021-04-08T01:43:14Z,5610000,,,0,,NYK Timeout,[],1610612752.0,NYK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
577,PT04M32.00S,2021-04-08T01:44:37.3Z,4,REGULAR,substitution,out,[],202692,,,1610612752,87,85,2021-04-08T01:44:47Z,5620000,,,0,,SUB out: A. Burks,[202692],1610612752.0,NYK,,,,Burks,A. Burks,,,,,,,,,,,,,,,,,,,,,,,,,
578,PT04M32.00S,2021-04-08T01:44:37.3Z,4,REGULAR,substitution,in,[],203493,,,1610612752,87,85,2021-04-08T01:44:47Z,5630000,,,0,,SUB in: R. Bullock,[203493],1610612752.0,NYK,,,,Bullock,R. Bullock,,,,,,,,,,,,,,,,,,,,,,,,,
579,PT04M14.00S,2021-04-08T01:45:21.8Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201565,90.3580814717477,59.13756127450981,1610612752,87,85,2021-04-08T01:45:32Z,5640000,46.0,38.0,1,right,MISS D. Rose driving floating Shot,[201565],1610612752.0,NYK,driving floating,,,Rose,D. Rose,,,,,,,,,,Missed,,,,,,5.95,,,,,,,,,
580,PT04M12.00S,2021-04-08T01:45:23.8Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612752,87,85,2021-04-08T01:45:32Z,5650000,,,0,,TEAM offensive REBOUND,[],1610612752.0,NYK,,,,,,,,,,,,,,,,,579.0,,,,,,,,,,,,,
581,PT04M12.00S,2021-04-08T01:45:29.8Z,4,REGULAR,stoppage,out-of-bounds,[],0,,,1610612752,87,85,2021-04-08T01:45:29Z,5660000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
582,PT04M09.00S,2021-04-08T01:45:51.9Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],203944,80.3712220762155,95.16697303921569,1610612752,87,85,2021-04-08T01:45:55Z,5670000,226.0,132.0,1,right,MISS J. Randle 26' 3PT,[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,,,,,,Missed,,,,,,26.16,,,,,,,,,
583,PT04M07.00S,2021-04-08T01:45:53.9Z,4,REGULAR,rebound,defensive,[],1628369,,,1610612738,87,85,2021-04-08T01:45:55Z,5680000,,,0,,J. Tatum REBOUND (Off:0 Def:10),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,582.0,10.0,10.0,0.0,,,,,,,,,,
584,PT03M52.00S,2021-04-08T01:46:09.3Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1628369,8.623521681997373,41.98069852941176,1610612738,89,85,2021-04-08T01:46:13Z,5690000,40.0,29.0,1,left,J. Tatum driving Layup (23 PTS),[1628369],1610612738.0,BOS,driving,,,Tatum,J. Tatum,,,,,,,,,,Made,23.0,,,,,4.93,,,,,,,,,
585,PT03M33.00S,2021-04-08T01:46:28.2Z,4,REGULAR,2pt,Jump Shot,[],1629628,78.580814717477,37.85998774509804,1610612752,89,87,2021-04-08T01:46:36Z,5700000,-61.0,149.0,1,right,R. Barrett 16' pullup Jump Shot (23 PTS),[1629628],1610612752.0,NYK,pullup,,,Barrett,R. Barrett,,,,,,,,,,Made,23.0,,,,,16.07,,,,,,,,,
586,PT03M12.00S,2021-04-08T01:46:48.7Z,4,REGULAR,3pt,Jump Shot,[],1627759,28.07161629434954,85.11795343137256,1610612738,89,87,2021-04-08T01:46:56Z,5710000,-176.0,211.0,1,left,MISS J. Brown 27' 3PT,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,Missed,,,,,,27.48,,,,,,,,,
587,PT03M10.00S,2021-04-08T01:46:50.7Z,4,REGULAR,rebound,offensive,[],202684,,,1610612738,89,87,2021-04-08T01:46:56Z,5720000,,,0,,T. Thompson REBOUND (Off:3 Def:5),[202684],1610612738.0,BOS,,,,Thompson,T. Thompson,,,,,,,,,,,,586.0,8.0,5.0,3.0,,,,,,,,,,
588,PT03M01.00S,2021-04-08T01:47:00.9Z,4,REGULAR,2pt,Jump Shot,['2ndchance'],1628369,7.703679369250986,15.265012254901961,1610612738,89,87,2021-04-08T01:47:46Z,5730000,174.0,20.0,1,left,MISS J. Tatum 17' fadeaway Shot,[1628369],1610612738.0,BOS,fadeaway,,,Tatum,J. Tatum,,,,,,,,,,Missed,,,,,,17.48,,,,,,,,,
589,PT02M54.00S,2021-04-08T01:47:07.9Z,4,REGULAR,rebound,offensive,[],203935,,,1610612738,89,87,2021-04-08T01:47:13Z,5740000,,,0,,M. Smart REBOUND (Off:1 Def:2),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,588.0,3.0,2.0,1.0,,,,,,,,,,
590,PT02M54.00S,2021-04-08T01:47:07.0Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203935,5.590000152587891,50.0,1610612738,91,87,2021-04-08T01:47:07Z,5750000,0.0,0.0,1,left,M. Smart putback Layup (12 PTS),[203935],1610612738.0,BOS,putback,,,Smart,M. Smart,,,,,,,,,,Made,12.0,,,,,0.0,,,,,,,,,
591,PT02M40.00S,2021-04-08T01:47:28.6Z,4,REGULAR,foul,personal,['2freethrow'],202684,,,1610612752,91,87,2021-04-08T01:48:39Z,5760000,,,0,,T. Thompson shooting personal FOUL (2 PF) (Noel 2 FT),"[202684, 203457]",1610612738.0,BOS,shooting,,,Thompson,T. Thompson,,,,,1628484.0,2.0,0.0,Noel,203457.0,,,,,,,,,,,,,,,,
593,PT02M40.00S,2021-04-08T01:48:00.4Z,4,REGULAR,freethrow,1 of 2,[],203457,,,1610612752,91,88,2021-04-08T01:48:00Z,5780000,,,0,,N. Noel Free Throw 1 of 2 (7 PTS),[203457],1610612752.0,NYK,,,,Noel,N. Noel,,,,,,,,,,Made,7.0,,,,,,,,,,,,,,
594,PT02M40.00S,2021-04-08T01:48:06.3Z,4,REGULAR,substitution,out,[],201565,,,1610612752,91,88,2021-04-08T01:48:13Z,5790000,,,0,,SUB out: D. Rose,[201565],1610612752.0,NYK,,,,Rose,D. Rose,,,,,,,,,,,,,,,,,,,,,,,,,
595,PT02M40.00S,2021-04-08T01:48:06.3Z,4,REGULAR,substitution,in,[],203901,,,1610612752,91,88,2021-04-08T01:48:13Z,5800000,,,0,,SUB in: E. Payton,[203901],1610612752.0,NYK,,,,Payton,E. Payton,,,,,,,,,,,,,,,,,,,,,,,,,
596,PT02M40.00S,2021-04-08T01:48:00.4Z,4,REGULAR,freethrow,2 of 2,[],203457,,,1610612752,91,88,2021-04-08T01:48:30Z,5810000,,,0,,MISS N. Noel Free Throw 2 of 2,[203457],1610612752.0,NYK,,,,Noel,N. Noel,,,,,,,,,,Missed,,,,,,,,,,,,,,,
597,PT02M37.00S,2021-04-08T01:48:03.4Z,4,REGULAR,rebound,defensive,[],1629684,,,1610612738,91,88,2021-04-08T01:48:30Z,5820000,,,0,,G. Williams REBOUND (Off:1 Def:2),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,596.0,3.0,2.0,1.0,,,,,,,,,,
598,PT02M25.00S,2021-04-08T01:48:42.6Z,4,REGULAR,foul,personal,[],1629628,,,1610612738,91,88,2021-04-08T01:49:13Z,5830000,,,0,,R. Barrett personal FOUL (3 PF),"[1629628, 1627759]",1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,1151.0,3.0,0.0,Brown,1627759.0,,,,,,,,,,,,,,,,
600,PT02M25.00S,2021-04-08T01:48:53.1Z,4,REGULAR,substitution,out,[],203457,,,1610612738,91,88,2021-04-08T01:49:01Z,5850000,,,0,,SUB out: N. Noel,[203457],1610612752.0,NYK,,,,Noel,N. Noel,,,,,,,,,,,,,,,,,,,,,,,,,
601,PT02M25.00S,2021-04-08T01:48:53.1Z,4,REGULAR,substitution,in,[],201959,,,1610612738,91,88,2021-04-08T01:49:01Z,5860000,,,0,,SUB in: T. Gibson,[201959],1610612752.0,NYK,,,,Gibson,T. Gibson,,,,,,,,,,,,,,,,,,,,,,,,,
602,PT02M22.00S,2021-04-08T01:49:11.2Z,4,REGULAR,turnover,out-of-bounds,[],203935,,,1610612738,91,88,2021-04-08T01:49:18Z,5870000,,,0,,M. Smart bad pass out-of-bounds TURNOVER (2 TO),[203935],1610612738.0,BOS,bad pass,,,Smart,M. Smart,,,,,1146.0,,,,,,,,,,,,,,,2.0,,,,,
603,PT02M04.00S,2021-04-08T01:49:35.4Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],203493,74.32654402102497,86.83363970588235,1610612752,91,88,2021-04-08T01:49:41Z,5880000,184.0,189.0,1,right,MISS R. Bullock 26' turnaround 3PT,[203493],1610612752.0,NYK,turnaround,,,Bullock,R. Bullock,,,,,,,,,,Missed,,,,,,26.38,,,,,,,,,
604,PT02M02.00S,2021-04-08T01:49:37.4Z,4,REGULAR,rebound,defensive,[],1627759,,,1610612738,91,88,2021-04-08T01:49:41Z,5890000,,,0,,J. Brown REBOUND (Off:2 Def:8),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,603.0,10.0,8.0,2.0,,,,,,,,,,
605,PT01M40.00S,2021-04-08T01:49:59.9Z,4,REGULAR,turnover,bad pass,[],1628369,,,1610612738,91,88,2021-04-08T01:50:06Z,5900000,,,0,,J. Tatum bad pass TURNOVER (8 TO),"[1628369, 203493]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,8.0,,,Bullock,203493.0,
606,PT01M40.00S,2021-04-08T01:49:59.9Z,4,REGULAR,steal,,[],203493,,,1610612752,91,88,2021-04-08T01:50:01Z,5910000,,,0,,R. Bullock STEAL (1 STL),[203493],1610612752.0,NYK,,,,Bullock,R. Bullock,,,,,,,,,,,,,,,,,,,,,,,,,
607,PT01M39.00S,2021-04-08T01:50:03.1Z,4,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",203944,90.22667542706965,48.10814950980392,1610612752,91,90,2021-04-08T01:50:11Z,5920000,-9.0,39.0,1,right,J. Randle running DUNK (22 PTS) (R. Bullock 1 AST),"[203944, 203493]",1610612752.0,NYK,running,,,Randle,J. Randle,,,,,,,,,,Made,22.0,,,,,4.05,R. Bullock,203493.0,1.0,,,,,,
609,PT01M24.00S,2021-04-08T01:50:23.0Z,4,REGULAR,3pt,Jump Shot,[],203935,18.873193166885677,4.970894607843137,1610612738,91,90,2021-04-08T01:50:29Z,5940000,225.0,125.0,1,left,MISS M. Smart 25' 3PT,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,Missed,,,,,,25.74,,,,,,,,,
610,PT01M20.00S,2021-04-08T01:50:27.0Z,4,REGULAR,rebound,defensive,[],203493,,,1610612752,91,90,2021-04-08T01:50:29Z,5950000,,,0,,R. Bullock REBOUND (Off:0 Def:3),[203493],1610612752.0,NYK,,,,Bullock,R. Bullock,,,,,,,,,,,,609.0,3.0,3.0,0.0,,,,,,,,,,
611,PT01M05.00S,2021-04-08T01:50:42.7Z,4,REGULAR,turnover,bad pass,[],1629628,,,1610612752,91,90,2021-04-08T01:51:17Z,5960000,,,0,,R. Barrett bad pass TURNOVER (3 TO),"[1629628, 1629684]",1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,,,,,,,,,,,,,,,,3.0,,,Williams,1629684.0,
612,PT01M05.00S,2021-04-08T01:50:42.7Z,4,REGULAR,steal,,[],1629684,,,1610612738,91,90,2021-04-08T01:50:44Z,5970000,,,0,,G. Williams STEAL (1 STL),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
