actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId
510,PT09M44.00S,2021-03-28T02:49:00.9Z,4,REGULAR,3pt,Jump Shot,[],1628436,65.91655716162943,40.01991421568628,1610612738,82,88,2021-03-28T02:49:05Z,5020000,-50.0,268.0,1,right,L. Kornet 27' 3PT  (6 PTS) (J. Tatum 3 AST),"[1628436, 1628369]",1610612738.0,BOS,,,,Kornet,L. Kornet,,,,,27.25,Made,,,,,6.0,J. Tatum,1628369.0,3.0,,,,,,,,,,
512,PT09M43.00S,2021-03-28T02:49:09.6Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612760,82,88,2021-03-28T02:49:09Z,5040000,,,0,,OKC Timeout,[],1610612760.0,OKC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
513,PT09M28.00S,2021-03-28T02:52:06.4Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630221,5.863994743758213,44.43167892156863,1610612760,82,88,2021-03-28T02:52:11Z,5050000,28.0,3.0,1,left,MISS J. Hall driving Layup,[1630221],1610612760.0,OKC,driving,,,Hall,J. Hall,,,,,2.79,Missed,,,,,,,,,,,,,,,,,,
514,PT09M26.00S,2021-03-28T02:52:08.4Z,4,REGULAR,rebound,defensive,[],1628436,,,1610612738,82,88,2021-03-28T02:52:11Z,5060000,,,0,,L. Kornet REBOUND (Off:1 Def:1),[1628436],1610612738.0,BOS,,,,Kornet,L. Kornet,,,,,,,513.0,2.0,1.0,1.0,,,,,,,,,,,,,,
515,PT09M10.00S,2021-03-28T02:52:26.7Z,4,REGULAR,turnover,out-of-bounds,[],1630174,,,1610612738,82,88,2021-03-28T02:52:34Z,5070000,,,0,,A. Nesmith bad pass out-of-bounds TURNOVER (2 TO),[1630174],1610612738.0,BOS,bad pass,,,Nesmith,A. Nesmith,,,,,,,,,,,,,,,1627541.0,,,,,,,2.0,,
516,PT09M10.00S,2021-03-28T02:52:29.7Z,4,REGULAR,substitution,out,[],1629650,,,1610612760,82,88,2021-03-28T02:52:41Z,5080000,,,0,,SUB out: M. Brown,[1629650],1610612760.0,OKC,,,,Brown,M. Brown,,,,,,,,,,,,,,,,,,,,,,,,
517,PT09M10.00S,2021-03-28T02:52:29.7Z,4,REGULAR,substitution,out,[],1630221,,,1610612760,82,88,2021-03-28T02:52:41Z,5090000,,,0,,SUB out: J. Hall,[1630221],1610612760.0,OKC,,,,Hall,J. Hall,,,,,,,,,,,,,,,,,,,,,,,,
518,PT09M10.00S,2021-03-28T02:52:29.7Z,4,REGULAR,substitution,out,[],1629660,,,1610612760,82,88,2021-03-28T02:52:41Z,5100000,,,0,,SUB out: T. Jerome,[1629660],1610612760.0,OKC,,,,Jerome,T. Jerome,,,,,,,,,,,,,,,,,,,,,,,,
519,PT09M10.00S,2021-03-28T02:52:29.7Z,4,REGULAR,substitution,in,[],1629676,,,1610612760,82,88,2021-03-28T02:52:41Z,5110000,,,0,,SUB in: I. Roby,[1629676],1610612760.0,OKC,,,,Roby,I. Roby,,,,,,,,,,,,,,,,,,,,,,,,
520,PT09M10.00S,2021-03-28T02:52:29.7Z,4,REGULAR,substitution,in,[],1630197,,,1610612760,82,88,2021-03-28T02:52:41Z,5120000,,,0,,SUB in: A. Pokusevski,[1630197],1610612760.0,OKC,,,,Pokusevski,A. Pokusevski,,,,,,,,,,,,,,,,,,,,,,,,
521,PT09M10.00S,2021-03-28T02:52:29.7Z,4,REGULAR,substitution,in,[],1629026,,,1610612760,82,88,2021-03-28T02:52:41Z,5130000,,,0,,SUB in: K. Williams,[1629026],1610612760.0,OKC,,,,Williams,K. Williams,,,,,,,,,,,,,,,,,,,,,,,,
522,PT08M57.00S,2021-03-28T02:52:58.2Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],1629004,32.14520367936925,41.73560049019608,1610612760,82,88,2021-03-28T02:53:02Z,5140000,41.0,250.0,1,left,MISS S. Mykhailiuk 25' 3PT,[1629004],1610612760.0,OKC,,,,Mykhailiuk,S. Mykhailiuk,,,,,25.31,Missed,,,,,,,,,,,,,,,,,,
523,PT08M55.00S,2021-03-28T02:53:00.2Z,4,REGULAR,rebound,defensive,[],1628436,,,1610612738,82,88,2021-03-28T02:53:02Z,5150000,,,0,,L. Kornet REBOUND (Off:1 Def:2),[1628436],1610612738.0,BOS,,,,Kornet,L. Kornet,,,,,,,522.0,3.0,2.0,1.0,,,,,,,,,,,,,,
524,PT08M46.00S,2021-03-28T02:53:11.9Z,4,REGULAR,stoppage,out-of-bounds,[],0,,,1610612738,82,88,2021-03-28T02:53:11Z,5160000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
525,PT08M31.00S,2021-03-28T02:53:38.9Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],203935,92.19776609724047,44.43167892156863,1610612738,82,90,2021-03-28T02:53:43Z,5170000,-28.0,21.0,1,right,M. Smart driving Layup (5 PTS),[203935],1610612738.0,BOS,driving,,,Smart,M. Smart,,,,,3.47,Made,,,,,5.0,,,,,,,,,,,,,
526,PT08M22.00S,2021-03-28T02:53:48.1Z,4,REGULAR,3pt,Jump Shot,[],1630177,32.670827858081466,57.666973039215684,1610612760,82,90,2021-03-28T02:53:52Z,5180000,-38.0,255.0,1,left,MISS T. Maledon 25' pullup 3PT,[1630177],1610612760.0,OKC,pullup,,,Maledon,T. Maledon,,,,,25.75,Missed,,,,,,,,,,,,,,,,,,
527,PT08M20.00S,2021-03-28T02:53:50.1Z,4,REGULAR,rebound,defensive,[],1628369,,,1610612738,82,90,2021-03-28T02:53:52Z,5190000,,,0,,J. Tatum REBOUND (Off:0 Def:4),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,526.0,4.0,4.0,0.0,,,,,,,,,,,,,,
528,PT08M14.00S,2021-03-28T02:53:56.0Z,4,REGULAR,3pt,Jump Shot,[],1628369,68.41327201051249,31.686580882352942,1610612738,82,93,2021-03-28T02:54:01Z,5200000,-92.0,244.0,1,right,J. Tatum 26' 3PT pullup (22 PTS),[1628369],1610612738.0,BOS,pullup,,,Tatum,J. Tatum,,,,,26.1,Made,,,,,22.0,,,,,,,,,,,,,
529,PT07M53.00S,2021-03-28T02:54:19.5Z,4,REGULAR,stoppage,out-of-bounds,[],0,,,1610612760,82,93,2021-03-28T02:54:19Z,5210000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
530,PT07M48.00S,2021-03-28T02:54:39.1Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630177,19.793035479632064,63.794424019607845,1610612760,82,93,2021-03-28T02:54:48Z,5220000,-69.0,134.0,1,left,MISS T. Maledon 15' driving floating Shot,[1630177],1610612760.0,OKC,driving floating,,,Maledon,T. Maledon,,,,,15.04,Missed,,,,,,,,,,,,,,,,,,
531,PT07M44.00S,2021-03-28T02:54:42.1Z,4,REGULAR,rebound,defensive,[],1630174,,,1610612738,82,93,2021-03-28T02:54:42Z,5230000,,,0,,A. Nesmith REBOUND (Off:0 Def:2),[1630174],1610612738.0,BOS,,,,Nesmith,A. Nesmith,,,,,,,530.0,2.0,2.0,0.0,,,,,,,,,,,,,,
532,PT07M39.00S,2021-03-28T02:54:46.9Z,4,REGULAR,3pt,Jump Shot,[],1628369,80.23981603153744,91.00030637254902,1610612738,82,93,2021-03-28T02:55:08Z,5240000,205.0,133.0,1,right,MISS J. Tatum 24' 3PT,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,24.45,Missed,,,,,,,,,,,,,,,,,,
533,PT07M37.00S,2021-03-28T02:54:48.9Z,4,REGULAR,rebound,defensive,[],1630177,,,1610612760,82,93,2021-03-28T02:54:55Z,5250000,,,0,,T. Maledon REBOUND (Off:0 Def:6),[1630177],1610612760.0,OKC,,,,Maledon,T. Maledon,,,,,,,532.0,6.0,6.0,0.0,,,,,,,,,,,,,,
534,PT07M30.00S,2021-03-28T02:54:56.9Z,4,REGULAR,3pt,Jump Shot,[],1630197,32.14520367936925,38.30422794117647,1610612760,82,93,2021-03-28T02:55:03Z,5260000,58.0,250.0,1,left,MISS A. Pokusevski 25' step back 3PT,[1630197],1610612760.0,OKC,step back,,,Pokusevski,A. Pokusevski,,,,,25.65,Missed,,,,,,,,,,,,,,,,,,
535,PT07M26.00S,2021-03-28T02:55:00.9Z,4,REGULAR,rebound,defensive,[],1628369,,,1610612738,82,93,2021-03-28T02:55:03Z,5270000,,,0,,J. Tatum REBOUND (Off:0 Def:5),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,534.0,5.0,5.0,0.0,,,,,,,,,,,,,,
536,PT07M09.00S,2021-03-28T02:55:16.7Z,4,REGULAR,turnover,bad pass,[],1628436,,,1610612738,82,93,2021-03-28T02:55:20Z,5280000,,,0,,L. Kornet bad pass TURNOVER (1 TO),"[1628436, 1630197]",1610612738.0,BOS,,,,Kornet,L. Kornet,,,,,,,,,,,,,,,,,,,,,,1.0,Pokusevski,1630197.0
537,PT07M09.00S,2021-03-28T02:55:16.7Z,4,REGULAR,steal,,[],1630197,,,1610612760,82,93,2021-03-28T02:55:18Z,5290000,,,0,,A. Pokusevski STEAL (1 STL),[1630197],1610612760.0,OKC,,,,Pokusevski,A. Pokusevski,,,,,,,,,,,,,,,,,,,,,,,,
587,PT07M02.00S,2021-03-28T02:55:22.4Z,4,REGULAR,turnover,bad pass,[],1630177,,,1610612760,82,93,2021-03-28T03:08:30Z,5310000,,,0,,T. Maledon bad pass TURNOVER (2 TO),"[1630177, 1630174]",1610612760.0,OKC,,,,Maledon,T. Maledon,,,,,,,,,,,,,,,,,,,,,,2.0,Nesmith,1630174.0
588,PT07M02.00S,2021-03-28T02:55:22.4Z,4,REGULAR,steal,,[],1630174,,,1610612738,82,93,2021-03-28T03:08:30Z,5320000,,,0,,A. Nesmith STEAL (1 STL),[1630174],1610612738.0,BOS,,,,Nesmith,A. Nesmith,,,,,,,,,,,,,,,,,,,,,,,,
541,PT06M59.00S,2021-03-28T02:55:28.1Z,4,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak', 'fromturnover']",1628369,93.38042049934296,50.80422794117647,1610612738,82,95,2021-03-28T03:08:30Z,5330000,4.0,10.0,1,right,J. Tatum running DUNK (24 PTS) (G. Williams 1 AST),"[1628369, 1629684]",1610612738.0,BOS,running,,,Tatum,J. Tatum,,,,,1.05,Made,,,,,24.0,G. Williams,1629684.0,1.0,,,,,,,,,,
543,PT06M58.00S,2021-03-28T02:55:34.5Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612760,82,95,2021-03-28T02:55:34Z,5350000,,,0,,OKC Timeout,[],1610612760.0,OKC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
544,PT06M41.00S,2021-03-28T02:58:34.0Z,4,REGULAR,turnover,lost ball,[],1630197,,,1610612760,82,95,2021-03-28T02:58:40Z,5360000,,,0,,A. Pokusevski lost ball TURNOVER (2 TO),"[1630197, 1630174]",1610612760.0,OKC,,,,Pokusevski,A. Pokusevski,,,,,,,,,,,,,,,,,,,,,,2.0,Nesmith,1630174.0
545,PT06M41.00S,2021-03-28T02:58:34.0Z,4,REGULAR,steal,,[],1630174,,,1610612738,82,95,2021-03-28T02:58:36Z,5370000,,,0,,A. Nesmith STEAL (2 STL),[1630174],1610612738.0,BOS,,,,Nesmith,A. Nesmith,,,,,,,,,,,,,,,,,,,,,,,,
546,PT06M37.00S,2021-03-28T02:58:37.6Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630174,93.11760840998686,52.029718137254896,1610612738,82,97,2021-03-28T02:58:46Z,5380000,10.0,12.0,1,right,A. Nesmith running Layup (2 PTS),[1630174],1610612738.0,BOS,running,,,Nesmith,A. Nesmith,,,,,1.58,Made,,,,,2.0,,,,,,,,,,,,,
547,PT06M19.00S,2021-03-28T02:58:56.5Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630197,10.988830486202366,35.60814950980392,1610612760,84,97,2021-03-28T02:59:01Z,5390000,72.0,51.0,1,left,A. Pokusevski 8' floating Jump Shot (8 PTS) (T. Maledon 3 AST),"[1630197, 1630177]",1610612760.0,OKC,floating,,,Pokusevski,A. Pokusevski,,,,,8.81,Made,,,,,8.0,T. Maledon,1630177.0,3.0,,,,,,,,,,
549,PT05M58.00S,2021-03-28T02:59:16.4Z,4,REGULAR,3pt,Jump Shot,[],1628369,64.86530880420499,42.470894607843135,1610612738,84,100,2021-03-28T03:06:42Z,5410000,-38.0,278.0,1,right,J. Tatum 28' 3PT step back (27 PTS),[1628369],1610612738.0,BOS,step back,,,Tatum,J. Tatum,,,,,28.03,Made,,,,,27.0,,,,,,,,,,,,,
550,PT05M47.00S,2021-03-28T02:59:28.6Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1629676,5.601182654402102,52.27481617647059,1610612760,86,100,2021-03-28T02:59:33Z,5420000,-11.0,0.0,1,left,I. Roby cutting Layup (4 PTS) (K. Williams 2 AST),"[1629676, 1629026]",1610612760.0,OKC,cutting,,,Roby,I. Roby,,,,,1.14,Made,,,,,4.0,K. Williams,1629026.0,2.0,,,,,,,,,,
552,PT05M29.00S,2021-03-28T02:59:46.9Z,4,REGULAR,3pt,Jump Shot,[],1628369,86.67871222076215,95.41207107843137,1610612738,86,100,2021-03-28T02:59:56Z,5440000,227.0,73.0,1,right,MISS J. Tatum 3PT,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,23.85,Missed,,,,,,,,,,,,,,,,,,
553,PT05M26.00S,2021-03-28T02:59:49.9Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612738,86,100,2021-03-28T02:59:56Z,5450000,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,552.0,,,,,,,,,,,,,,,,,
554,PT05M26.00S,2021-03-28T02:59:55.2Z,4,REGULAR,stoppage,out-of-bounds,[],0,,,1610612738,86,100,2021-03-28T02:59:55Z,5460000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
555,PT05M26.00S,2021-03-28T02:59:57.9Z,4,REGULAR,substitution,out,[],1629676,,,1610612738,86,100,2021-03-28T03:00:01Z,5470000,,,0,,SUB out: I. Roby,[1629676],1610612760.0,OKC,,,,Roby,I. Roby,,,,,,,,,,,,,,,,,,,,,,,,
556,PT05M26.00S,2021-03-28T02:59:57.9Z,4,REGULAR,substitution,in,[],1629650,,,1610612738,86,100,2021-03-28T03:00:01Z,5480000,,,0,,SUB in: M. Brown,[1629650],1610612760.0,OKC,,,,Brown,M. Brown,,,,,,,,,,,,,,,,,,,,,,,,
557,PT05M26.00S,2021-03-28T03:00:11.5Z,4,REGULAR,timeout,full,['team'],0,,,1610612738,86,100,2021-03-28T03:01:10Z,5490000,,,0,,OKC Timeout,[],1610612760.0,OKC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
558,PT05M26.00S,2021-03-28T03:01:19.0Z,4,REGULAR,instantreplay,challenge,[],0,,,1610612738,86,100,2021-03-28T03:01:47Z,5500000,,,0,,,[],1610612760.0,OKC,stands,,,,,,,,,,,,,,,,,,,1151.0,,,,,,,,,
559,PT05M26.00S,2021-03-28T03:01:55.5Z,4,REGULAR,substitution,out,[],1630174,,,1610612738,86,100,2021-03-28T03:02:05Z,5510000,,,0,,SUB out: A. Nesmith,[1630174],1610612738.0,BOS,,,,Nesmith,A. Nesmith,,,,,,,,,,,,,,,,,,,,,,,,
560,PT05M26.00S,2021-03-28T03:01:55.5Z,4,REGULAR,substitution,in,[],1627759,,,1610612738,86,100,2021-03-28T03:02:05Z,5520000,,,0,,SUB in: J. Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,
561,PT05M16.00S,2021-03-28T03:02:31.0Z,4,REGULAR,foul,personal,[],1630177,,,1610612738,86,100,2021-03-28T03:02:39Z,5530000,,,0,,T. Maledon personal FOUL (2 PF),"[1630177, 203935]",1610612760.0,OKC,,,,Maledon,T. Maledon,,,,,,,,,,,,,,,1627524.0,2.0,0.0,Smart,203935.0,,,,,
563,PT05M06.00S,2021-03-28T03:02:55.6Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],1627759,70.77858081471747,71.8826593137255,1610612738,86,100,2021-03-28T03:03:00Z,5550000,109.0,222.0,1,right,MISS J. Brown 24' pullup 3PT,[1627759],1610612738.0,BOS,pullup,,,Brown,J. Brown,,,,,24.77,Missed,,,,,,,,,,,,,,,,,,
564,PT05M03.00S,2021-03-28T03:02:58.6Z,4,REGULAR,rebound,defensive,[],1629026,,,1610612760,86,100,2021-03-28T03:03:00Z,5560000,,,0,,K. Williams REBOUND (Off:0 Def:1),[1629026],1610612760.0,OKC,,,,Williams,K. Williams,,,,,,,563.0,1.0,1.0,0.0,,,,,,,,,,,,,,
565,PT04M56.00S,2021-03-28T03:03:04.6Z,4,REGULAR,3pt,Jump Shot,[],1629004,17.95335085413929,94.921875,1610612760,86,100,2021-03-28T03:03:09Z,5570000,-225.0,116.0,1,left,MISS S. Mykhailiuk 25' 3PT,[1629004],1610612760.0,OKC,,,,Mykhailiuk,S. Mykhailiuk,,,,,25.29,Missed,,,,,,,,,,,,,,,,,,
566,PT04M53.00S,2021-03-28T03:03:07.6Z,4,REGULAR,rebound,defensive,[],1629684,,,1610612738,86,100,2021-03-28T03:03:09Z,5580000,,,0,,G. Williams REBOUND (Off:0 Def:5),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,565.0,5.0,5.0,0.0,,,,,,,,,,,,,,
567,PT04M46.00S,2021-03-28T03:03:15.0Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1627759,92.72339027595268,49.82383578431372,1610612738,86,102,2021-03-28T03:03:20Z,5590000,-1.0,16.0,1,right,J. Brown Layup (25 PTS) (M. Smart 8 AST),"[1627759, 203935]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,1.59,Made,,,,,25.0,M. Smart,203935.0,8.0,,,,,,,,,,
569,PT04M29.00S,2021-03-28T03:03:31.0Z,4,REGULAR,3pt,Jump Shot,[],1629026,29.6484888304862,71.6375612745098,1610612760,89,102,2021-03-28T03:03:35Z,5610000,-108.0,226.0,1,left,K. Williams 25' 3PT  (12 PTS),[1629026],1610612760.0,OKC,,,,Williams,K. Williams,,,,,25.07,Made,,,,,12.0,,,,,,,,,,,,,
571,PT04M04.00S,2021-03-28T03:03:56.7Z,4,REGULAR,3pt,Jump Shot,[],1628369,80.89684625492772,93.45128676470588,1610612738,89,102,2021-03-28T03:04:02Z,5630000,217.0,127.0,1,right,MISS J. Tatum 25' step back 3PT,[1628369],1610612738.0,BOS,step back,,,Tatum,J. Tatum,,,,,25.17,Missed,,,,,,,,,,,,,,,,,,
572,PT04M00.00S,2021-03-28T03:04:00.7Z,4,REGULAR,rebound,defensive,[],1630197,,,1610612760,89,102,2021-03-28T03:04:02Z,5640000,,,0,,A. Pokusevski REBOUND (Off:0 Def:2),[1630197],1610612760.0,OKC,,,,Pokusevski,A. Pokusevski,,,,,,,571.0,2.0,2.0,0.0,,,,,,,,,,,,,,
573,PT03M57.00S,2021-03-28T03:04:06.2Z,4,REGULAR,foul,personal,['2freethrow'],1628436,,,1610612760,89,102,2021-03-28T03:04:10Z,5650000,,,0,,L. Kornet shooting personal FOUL (1 PF) (Brown 2 FT),"[1628436, 1629650]",1610612738.0,BOS,shooting,,,Kornet,L. Kornet,,,,,,,,,,,,,,,1627524.0,1.0,0.0,Brown,1629650.0,,,,,
575,PT03M57.00S,2021-03-28T03:04:20.2Z,4,REGULAR,timeout,full,['team'],0,,,1610612760,89,102,2021-03-28T03:04:20Z,5670000,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
576,PT03M57.00S,2021-03-28T03:04:38.3Z,4,REGULAR,instantreplay,challenge,[],0,,,1610612760,89,102,2021-03-28T03:05:44Z,5680000,,,0,,,[],1610612738.0,BOS,support,,,,,,,,,,,,,,,,,,,1151.0,,,,,,,,,
577,PT03M57.00S,2021-03-28T03:07:04.8Z,4,REGULAR,freethrow,1 of 2,[],1629650,,,1610612760,89,102,2021-03-28T03:07:23Z,5690000,,,0,,MISS M. Brown Free Throw 1 of 2,[1629650],1610612760.0,OKC,,,,Brown,M. Brown,,,,,,Missed,,,,,,,,,,,,,,,,,,
578,PT03M57.00S,2021-03-28T03:07:04.8Z,4,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612760,89,102,2021-03-28T03:07:23Z,5700000,,,0,,TEAM offensive REBOUND,[],1610612760.0,OKC,,,,,,,,,,,,577.0,,,,,,,,,,,,,,,,,
579,PT03M57.00S,2021-03-28T03:07:04.8Z,4,REGULAR,freethrow,2 of 2,[],1629650,,,1610612760,89,102,2021-03-28T03:07:23Z,5710000,,,0,,MISS M. Brown Free Throw 2 of 2,[1629650],1610612760.0,OKC,,,,Brown,M. Brown,,,,,,Missed,,,,,,,,,,,,,,,,,,
580,PT03M54.00S,2021-03-28T03:07:07.8Z,4,REGULAR,rebound,defensive,[],1628436,,,1610612738,89,102,2021-03-28T03:07:23Z,5720000,,,0,,L. Kornet REBOUND (Off:1 Def:3),[1628436],1610612738.0,BOS,,,,Kornet,L. Kornet,,,,,,,579.0,4.0,3.0,1.0,,,,,,,,,,,,,,
581,PT03M42.00S,2021-03-28T03:07:32.2Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627759,82.47371879106439,41.490502450980394,1610612738,89,102,2021-03-28T03:14:15Z,5730000,-43.0,112.0,1,right,MISS J. Brown 12' floating Shot,[1627759],1610612738.0,BOS,floating,,,Brown,J. Brown,,,,,12.0,Missed,,,,,,,,,,,,,,,,,,
582,PT03M42.00S,2021-03-28T03:07:32.2Z,4,REGULAR,rebound,offensive,[],1628436,,,1610612738,89,102,2021-03-28T03:14:39Z,5740000,,,0,,L. Kornet REBOUND (Off:2 Def:3),[1628436],1610612738.0,BOS,,,,Kornet,L. Kornet,,,,,,,581.0,5.0,3.0,2.0,,,,,,,,,,,,,,
583,PT03M42.00S,2021-03-28T03:07:41.5Z,4,REGULAR,2pt,DUNK,"['2ndchance', 'pointsinthepaint']",1628436,94.40999984741211,50.0,1610612738,89,104,2021-03-28T03:14:55Z,5750000,0.0,0.0,1,right,L. Kornet tip DUNK (8 PTS),[1628436],1610612738.0,BOS,tip,,,Kornet,L. Kornet,,,,,0.0,Made,,,,,8.0,,,,,,,,,,,,,
584,PT03M20.00S,2021-03-28T03:07:56.0Z,4,REGULAR,foul,personal,[],1629684,,,1610612760,89,104,2021-03-28T03:08:04Z,5760000,,,0,,G. Williams personal FOUL (4 PF),"[1629684, 1630177]",1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,1627524.0,4.0,0.0,Maledon,1630177.0,,,,,
586,PT03M05.00S,2021-03-28T03:08:25.4Z,4,REGULAR,turnover,shot clock,['team'],0,,,1610612760,89,104,2021-03-28T03:08:32Z,5780000,,,0,,OKC shot clock Team TURNOVER,[],1610612760.0,OKC,,,,,,,,,,,,,,,,,,,,1627524.0,,,,,,,,,
589,PT02M49.00S,2021-03-28T03:08:53.5Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],203935,90.88370565045992,96.39246323529412,1610612738,89,107,2021-03-28T03:08:57Z,5790000,232.0,33.0,1,right,M. Smart 3PT  (8 PTS) (G. Williams 2 AST),"[203935, 1629684]",1610612738.0,BOS,,,,Smart,M. Smart,,,,,23.44,Made,,,,,8.0,G. Williams,1629684.0,2.0,,,,,,,,,,
591,PT02M30.00S,2021-03-28T03:09:11.0Z,4,REGULAR,3pt,Jump Shot,[],1629004,30.56833114323259,66.73560049019608,1610612760,89,107,2021-03-28T03:09:16Z,5810000,-84.0,235.0,1,left,MISS S. Mykhailiuk 24' pullup 3PT,[1629004],1610612760.0,OKC,pullup,,,Mykhailiuk,S. Mykhailiuk,,,,,24.93,Missed,,,,,,,,,,,,,,,,,,
592,PT02M28.00S,2021-03-28T03:09:13.0Z,4,REGULAR,rebound,defensive,[],1629684,,,1610612738,89,107,2021-03-28T03:09:16Z,5820000,,,0,,G. Williams REBOUND (Off:0 Def:6),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,591.0,6.0,6.0,0.0,,,,,,,,,,,,,,
593,PT02M08.00S,2021-03-28T03:09:33.9Z,4,REGULAR,3pt,Jump Shot,[],1628369,80.23981603153744,93.69638480392157,1610612738,89,107,2021-03-28T03:09:39Z,5830000,218.0,133.0,1,right,MISS J. Tatum 25' step back 3PT,[1628369],1610612738.0,BOS,step back,,,Tatum,J. Tatum,,,,,25.59,Missed,,,,,,,,,,,,,,,,,,
594,PT02M04.00S,2021-03-28T03:09:37.9Z,4,REGULAR,rebound,defensive,[],1629650,,,1610612760,89,107,2021-03-28T03:09:39Z,5840000,,,0,,M. Brown REBOUND (Off:6 Def:16),[1629650],1610612760.0,OKC,,,,Brown,M. Brown,,,,,,,593.0,22.0,16.0,6.0,,,,,,,,,,,,,,
595,PT01M59.00S,2021-03-28T03:09:42.1Z,4,REGULAR,3pt,Jump Shot,[],1630177,29.517082785808146,69.921875,1610612760,92,107,2021-03-28T03:09:47Z,5850000,-100.0,225.0,1,left,T. Maledon 24' 3PT  (22 PTS) (S. Mykhailiuk 2 AST),"[1630177, 1629004]",1610612760.0,OKC,,,,Maledon,T. Maledon,,,,,24.61,Made,,,,,22.0,S. Mykhailiuk,1629004.0,2.0,,,,,,,,,,
597,PT01M44.00S,2021-03-28T03:10:02.1Z,4,REGULAR,3pt,Jump Shot,[],1628436,65.91655716162943,46.63756127450981,1610612738,92,107,2021-03-28T03:10:06Z,5870000,-17.0,268.0,1,right,MISS L. Kornet 26' 3PT,[1628436],1610612738.0,BOS,,,,Kornet,L. Kornet,,,,,26.84,Missed,,,,,,,,,,,,,,,,,,
598,PT01M40.00S,2021-03-28T03:10:06.1Z,4,REGULAR,rebound,defensive,[],1630177,,,1610612760,92,107,2021-03-28T03:10:06Z,5880000,,,0,,T. Maledon REBOUND (Off:0 Def:7),[1630177],1610612760.0,OKC,,,,Maledon,T. Maledon,,,,,,,597.0,7.0,7.0,0.0,,,,,,,,,,,,,,
599,PT01M35.00S,2021-03-28T03:10:10.9Z,4,REGULAR,3pt,Jump Shot,[],1630177,6.783837056504599,97.37285539215686,1610612760,92,107,2021-03-28T03:10:23Z,5890000,-237.0,11.0,1,left,MISS T. Maledon 3PT,[1630177],1610612760.0,OKC,,,,Maledon,T. Maledon,,,,,23.72,Missed,,,,,,,,,,,,,,,,,,
600,PT01M31.00S,2021-03-28T03:10:14.9Z,4,REGULAR,rebound,defensive,[],1629684,,,1610612738,92,107,2021-03-28T03:10:23Z,5900000,,,0,,G. Williams REBOUND (Off:0 Def:7),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,599.0,7.0,7.0,0.0,,,,,,,,,,,,,,
