actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,value
276,PT04M14.00S,2021-04-10T00:25:43.9Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1629006,7.835085413929041,49.57873774509804,1610612750,46,60,2021-04-10T00:25:50Z,2730000,2.0,21.0,1,left,J. Okogie cutting DUNK (9 PTS) (R. Rubio 5 AST),"[1629006, 201937]",1610612750.0,MIN,cutting,,,Okogie,J. Okogie,,,,,2.12,Made,9.0,R. Rubio,201937.0,5.0,,,,,,,,,,,,,,,
278,PT03M56.00S,2021-04-10T00:26:01.0Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627759,86.2023653088042,54.74877450980392,1610612738,48,60,2021-04-10T00:26:07Z,2750000,24.0,77.0,1,right,J. Brown 8' turnaround fadeaway Jump Shot (12 PTS),[1627759],1610612738.0,BOS,turnaround fadeaway,,,Brown,J. Brown,,,,,8.08,Made,12.0,,,,,,,,,,,,,,,,,,
279,PT03M46.00S,2021-04-10T00:26:11.0Z,2,REGULAR,3pt,Jump Shot,[],1626157,33.327858081471746,55.4610906862745,1610612750,48,60,2021-04-10T00:26:16Z,2760000,-27.0,261.0,1,left,MISS K. Towns 26' 3PT,[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,26.22,Missed,,,,,,,,,,,,,,,,,,,
280,PT03M44.00S,2021-04-10T00:26:13.0Z,2,REGULAR,rebound,defensive,[],1629684,,,1610612738,48,60,2021-04-10T00:26:16Z,2770000,,,0,,G. Williams REBOUND (Off:0 Def:2),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,279.0,2.0,2.0,0.0,,,,,,,,,
281,PT03M36.00S,2021-04-10T00:26:22.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],202684,92.59198423127464,45.65716911764706,1610612738,48,60,2021-04-10T00:26:33Z,2780000,-22.0,17.0,1,right,MISS T. Thompson reverse Layup,[202684],1610612738.0,BOS,reverse,,,Thompson,T. Thompson,,,,,2.76,Missed,,,,,,,,,,,,,,,,,,,
282,PT03M34.00S,2021-04-10T00:26:24.5Z,2,REGULAR,rebound,defensive,[],201937,,,1610612750,48,60,2021-04-10T00:26:33Z,2790000,,,0,,R. Rubio REBOUND (Off:0 Def:4),[201937],1610612750.0,MIN,,,,Rubio,R. Rubio,,,,,,,,,,,,,281.0,4.0,4.0,0.0,,,,,,,,,
283,PT03M34.00S,2021-04-10T00:26:25.2Z,2,REGULAR,foul,personal,[],1627759,,,1610612750,48,60,2021-04-10T00:42:49Z,2800000,,,0,,J. Brown take personal FOUL (3 PF),"[1627759, 1629006]",1610612738.0,BOS,take,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,1151.0,3.0,0.0,Okogie,1629006.0,
285,PT03M34.00S,2021-04-10T00:26:38.8Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612750,48,60,2021-04-10T00:26:38Z,2820000,,,0,,MIN Timeout,[],1610612750.0,MIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
286,PT03M34.00S,2021-04-10T00:28:56.1Z,2,REGULAR,substitution,out,[],1627759,,,1610612750,48,60,2021-04-10T00:29:29Z,2830000,,,0,,SUB out: J. Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,
287,PT03M34.00S,2021-04-10T00:28:56.1Z,2,REGULAR,substitution,out,[],203935,,,1610612750,48,60,2021-04-10T00:29:29Z,2840000,,,0,,SUB out: M. Smart,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,,
288,PT03M34.00S,2021-04-10T00:28:56.1Z,2,REGULAR,substitution,out,[],201937,,,1610612750,48,60,2021-04-10T00:29:29Z,2850000,,,0,,SUB out: R. Rubio,[201937],1610612750.0,MIN,,,,Rubio,R. Rubio,,,,,,,,,,,,,,,,,,,,,,,,,
289,PT03M34.00S,2021-04-10T00:28:56.1Z,2,REGULAR,substitution,in,[],1628369,,,1610612750,48,60,2021-04-10T00:29:29Z,2860000,,,0,,SUB in: J. Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,
290,PT03M34.00S,2021-04-10T00:28:56.1Z,2,REGULAR,substitution,in,[],202689,,,1610612750,48,60,2021-04-10T00:29:29Z,2870000,,,0,,SUB in: K. Walker,[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,,,,,,,,,,,,,,,,,,,
291,PT03M34.00S,2021-04-10T00:28:56.1Z,2,REGULAR,substitution,in,[],1626156,,,1610612750,48,60,2021-04-10T00:29:29Z,2880000,,,0,,SUB in: D. Russell,[1626156],1610612750.0,MIN,,,,Russell,D. Russell,,,,,,,,,,,,,,,,,,,,,,,,,
292,PT03M20.00S,2021-04-10T00:29:42.8Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1626157,12.302890932982917,53.01011029411765,1610612750,48,62,2021-04-10T00:29:48Z,2890000,-15.0,63.0,1,left,K. Towns 6' turnaround Hook (12 PTS),[1626157],1610612750.0,MIN,turnaround,,,Towns,K. Towns,,,,,6.49,Made,12.0,,,,,,,,,,,,,,,,,,
293,PT02M57.00S,2021-04-10T00:30:06.3Z,2,REGULAR,3pt,Jump Shot,[],1628400,88.12417871222075,4.235600490196079,1610612738,48,62,2021-04-10T00:30:14Z,2900000,-229.0,59.0,1,right,MISS S. Ojeleye 3PT,[1628400],1610612738.0,BOS,,,,Ojeleye,S. Ojeleye,,,,,23.63,Missed,,,,,,,,,,,,,,,,,,,
294,PT02M55.00S,2021-04-10T00:30:08.3Z,2,REGULAR,rebound,defensive,[],1630183,,,1610612750,48,62,2021-04-10T00:30:14Z,2910000,,,0,,J. McDaniels REBOUND (Off:0 Def:1),[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,,,,,,,,,293.0,1.0,1.0,0.0,,,,,,,,,
295,PT02M34.00S,2021-04-10T00:30:28.5Z,2,REGULAR,3pt,Jump Shot,[],1630162,18.478975032851512,93.2061887254902,1610612750,48,62,2021-04-10T00:30:35Z,2920000,-216.0,121.0,1,left,MISS A. Edwards 24' step back 3PT,[1630162],1610612750.0,MIN,step back,,,Edwards,A. Edwards,,,,,24.77,Missed,,,,,,,,,,,,,,,,,,,
296,PT02M33.00S,2021-04-10T00:30:29.5Z,2,REGULAR,rebound,defensive,[],1628369,,,1610612738,48,62,2021-04-10T00:30:35Z,2930000,,,0,,J. Tatum REBOUND (Off:1 Def:4),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,295.0,5.0,4.0,1.0,,,,,,,,,
297,PT02M27.00S,2021-04-10T00:30:37.6Z,2,REGULAR,foul,personal,['2freethrow'],1630183,,,1610612738,48,62,2021-04-10T00:30:49Z,2940000,,,0,,J. McDaniels shooting personal FOUL (1 PF) (Thompson 2 FT),"[1630183, 202684]",1610612750.0,MIN,shooting,,,McDaniels,J. McDaniels,,,,,,,,,,,,,,,,,,,,1151.0,1.0,0.0,Thompson,202684.0,
299,PT02M27.00S,2021-04-10T00:31:08.4Z,2,REGULAR,freethrow,1 of 2,[],202684,,,1610612738,49,62,2021-04-10T00:31:08Z,2960000,,,0,,T. Thompson Free Throw 1 of 2 (4 PTS),[202684],1610612738.0,BOS,,,,Thompson,T. Thompson,,,,,,Made,4.0,,,,,,,,,,,,,,,,,,
300,PT02M27.00S,2021-04-10T00:31:30.3Z,2,REGULAR,freethrow,2 of 2,[],202684,,,1610612738,50,62,2021-04-10T00:31:30Z,2970000,,,0,,T. Thompson Free Throw 2 of 2 (5 PTS),[202684],1610612738.0,BOS,,,,Thompson,T. Thompson,,,,,,Made,5.0,,,,,,,,,,,,,,,,,,
301,PT02M14.00S,2021-04-10T00:31:44.4Z,2,REGULAR,3pt,Jump Shot,[],1630183,30.831143232588698,29.480698529411764,1610612750,50,62,2021-04-10T00:31:50Z,2980000,103.0,237.0,1,left,MISS J. McDaniels 25' 3PT,[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,25.85,Missed,,,,,,,,,,,,,,,,,,,
302,PT02M12.00S,2021-04-10T00:31:46.4Z,2,REGULAR,rebound,defensive,[],1628369,,,1610612738,50,62,2021-04-10T00:31:50Z,2990000,,,0,,J. Tatum REBOUND (Off:1 Def:5),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,301.0,6.0,5.0,1.0,,,,,,,,,
303,PT01M57.00S,2021-04-10T00:32:00.8Z,2,REGULAR,3pt,Jump Shot,[],1628400,92.46057818659659,95.65716911764706,1610612738,53,62,2021-04-10T00:32:05Z,3000000,228.0,18.0,1,right,S. Ojeleye 3PT  (3 PTS) (J. Tatum 2 AST),"[1628400, 1628369]",1610612738.0,BOS,,,,Ojeleye,S. Ojeleye,,,,,22.9,Made,3.0,J. Tatum,1628369.0,2.0,,,,,,,,,,,,,,,
305,PT01M46.00S,2021-04-10T00:32:11.6Z,2,REGULAR,3pt,Jump Shot,[],1626156,24.655059132720105,85.60814950980392,1610612750,53,65,2021-04-10T00:32:16Z,3020000,-178.0,179.0,1,left,D. Russell 25' 3PT pullup (7 PTS),[1626156],1610612750.0,MIN,pullup,,,Russell,D. Russell,,,,,25.27,Made,7.0,,,,,,,,,,,,,,,,,,
306,PT01M34.00S,2021-04-10T00:32:27.1Z,2,REGULAR,foul,offensive,[],1629684,,,1610612738,53,65,2021-04-10T00:32:36Z,3030000,,,0,,G. Williams offensive FOUL (2 PF),"[1629684, 1629006]",1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,202053.0,2.0,0.0,Okogie,1629006.0,
308,PT01M34.00S,2021-04-10T00:32:27.1Z,2,REGULAR,turnover,offensive foul,[],1629684,,,1610612738,53,65,2021-04-10T00:32:27Z,3050000,,,0,,G. Williams offensive foul TURNOVER (1 TO),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,1.0,,,202053.0,,,,,
309,PT01M16.00S,2021-04-10T00:32:56.2Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1630162,11.383048620236531,38.549325980392155,1610612750,53,65,2021-04-10T00:33:09Z,3060000,57.0,55.0,1,left,MISS A. Edwards 7' driving floating Shot,[1630162],1610612750.0,MIN,driving floating,,,Edwards,A. Edwards,,,,,7.91,Missed,,,,,,,,,,,,,,,,,,,
310,PT01M14.00S,2021-04-10T00:32:58.2Z,2,REGULAR,rebound,defensive,[],1628400,,,1610612738,53,65,2021-04-10T00:33:09Z,3070000,,,0,,S. Ojeleye REBOUND (Off:0 Def:1),[1628400],1610612738.0,BOS,,,,Ojeleye,S. Ojeleye,,,,,,,,,,,,,309.0,1.0,1.0,0.0,,,,,,,,,
311,PT01M14.00S,2021-04-10T00:33:20.1Z,2,REGULAR,turnover,out-of-bounds,[],1628400,,,1610612738,53,65,2021-04-10T00:33:32Z,3080000,,,0,,S. Ojeleye step out-of-bounds TURNOVER (1 TO),[1628400],1610612738.0,BOS,step,,,Ojeleye,S. Ojeleye,,,,,,,,,,,,,,,,,1.0,,,,,,,,
312,PT01M07.00S,2021-04-10T00:33:26.4Z,2,REGULAR,turnover,bad pass,[],1626156,,,1610612750,53,65,2021-04-10T00:34:04Z,3090000,,,0,,D. Russell bad pass TURNOVER (1 TO),"[1626156, 1629684]",1610612750.0,MIN,,,,Russell,D. Russell,,,,,,,,,,,,,,,,,1.0,Williams,1629684.0,,,,,,
313,PT01M07.00S,2021-04-10T00:33:26.4Z,2,REGULAR,steal,,[],1629684,,,1610612738,53,65,2021-04-10T00:33:29Z,3100000,,,0,,G. Williams STEAL (1 STL),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
314,PT00M57.60S,2021-04-10T00:34:29.2Z,2,REGULAR,jumpball,recovered,[],1630183,,,1610612738,53,65,2021-04-10T00:48:12Z,3110000,,,0,,Jump Ball J. Okogie vs. T. Thompson: Tip to J. McDaniels,"[1630183, 1629006, 202684]",1610612750.0,MIN,heldball,J. McDaniels,1630183.0,McDaniels,J. McDaniels,Okogie,1629006.0,Thompson,202684.0,,,,,,,,,,,,,,,,,,,,,
317,PT00M57.60S,2021-04-10T00:34:29.2Z,2,REGULAR,turnover,lost ball,[],202689,,,1610612738,53,65,2021-04-10T00:51:28Z,3140000,,,0,,K. Walker lost ball TURNOVER (3 TO),"[202689, 1629006]",1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,,,,,,,,,,,3.0,Okogie,1629006.0,,,,,,
318,PT00M57.60S,2021-04-10T00:34:29.2Z,2,REGULAR,steal,,[],1629006,,,1610612750,53,65,2021-04-10T00:34:29Z,3150000,,,0,,J. Okogie STEAL (3 STL),[1629006],1610612750.0,MIN,,,,Okogie,J. Okogie,,,,,,,,,,,,,,,,,,,,,,,,,
319,PT00M37.80S,2021-04-10T00:34:45.3Z,2,REGULAR,2pt,Hook,"['pointsinthepaint', 'fromturnover']",1626157,11.251642575558476,36.833639705882355,1610612750,53,65,2021-04-10T00:35:08Z,3160000,66.0,53.0,1,left,MISS K. Towns 8' driving Hook,[1626157],1610612750.0,MIN,driving,,,Towns,K. Towns,,,,,8.47,Missed,,,,,,,,,,,,,,,,,,,
320,PT00M34.00S,2021-04-10T00:34:49.1Z,2,REGULAR,rebound,offensive,[],1630162,,,1610612750,53,65,2021-04-10T00:34:49Z,3170000,,,0,,A. Edwards REBOUND (Off:1 Def:1),[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,,,,,,,,319.0,2.0,1.0,1.0,,,,,,,,,
321,PT00M31.30S,2021-04-10T00:34:53.1Z,2,REGULAR,foul,personal,[],1628369,,,1610612750,53,65,2021-04-10T00:35:20Z,3180000,,,0,,J. Tatum personal FOUL (1 PF),"[1628369, 1626157]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,202053.0,1.0,0.0,Towns,1626157.0,
323,PT00M31.30S,2021-04-10T00:35:17.3Z,2,REGULAR,foul,technical,['1freethrow'],1628369,,,1610612750,53,65,2021-04-10T00:35:27Z,3200000,,,0,,J. Tatum technical FOUL (1 Tech),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,1628954.0,1.0,1.0,,,
324,PT00M31.30S,2021-04-10T00:35:33.5Z,2,REGULAR,freethrow,1 of 1,[],1626157,,,1610612750,53,66,2021-04-10T00:35:33Z,3210000,,,0,,K. Towns technical Free Throw 1 of 1 (13 PTS),[1626157],1610612750.0,MIN,technical,,,Towns,K. Towns,,,,,,Made,13.0,,,,,,,,,,,,,,,,,,
325,PT00M31.30S,2021-04-10T00:35:36.6Z,2,REGULAR,substitution,out,[],202684,,,1610612750,53,66,2021-04-10T00:35:50Z,3220000,,,0,,SUB out: T. Thompson,[202684],1610612738.0,BOS,,,,Thompson,T. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,
326,PT00M31.30S,2021-04-10T00:35:36.6Z,2,REGULAR,substitution,in,[],1629057,,,1610612750,53,66,2021-04-10T00:35:50Z,3230000,,,0,,SUB in: R. Williams III,[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,,
327,PT00M21.30S,2021-04-10T00:36:05.8Z,2,REGULAR,2pt,Jump Shot,"['fromturnover', '2ndchance']",1626157,12.959921156373195,32.666973039215684,1610612750,53,66,2021-04-10T00:53:09Z,3240000,87.0,69.0,1,left,MISS K. Towns 11' Jump Shot,[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,11.1,Missed,,,,,,,,,,,,,,,,,,,
328,PT00M20.50S,2021-04-10T00:36:06.6Z,2,REGULAR,rebound,offensive,[],1626157,,,1610612750,53,66,2021-04-10T00:36:31Z,3250000,,,0,,K. Towns REBOUND (Off:1 Def:7),[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,,,,,,,,,327.0,8.0,7.0,1.0,,,,,,,,,
329,PT00M18.40S,2021-04-10T00:36:09.7Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1626157,8.360709592641262,41.98069852941176,1610612750,53,66,2021-04-10T00:36:47Z,3260000,40.0,26.0,1,left,MISS K. Towns putback Layup,[1626157],1610612750.0,MIN,putback,,,Towns,K. Towns,,,,,4.78,Missed,,,,,,,,,,,,,,,,,,,
330,PT00M16.60S,2021-04-10T00:36:11.5Z,2,REGULAR,rebound,defensive,[],1628369,,,1610612738,53,66,2021-04-10T00:37:26Z,3270000,,,0,,J. Tatum REBOUND (Off:1 Def:6),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,329.0,7.0,6.0,1.0,,,,,,,,,
331,PT00M14.80S,2021-04-10T00:36:21.2Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630162,,,1610612738,53,66,2021-04-10T00:36:35Z,3280000,,,0,,A. Edwards personal FOUL (2 PF) (Tatum 2 FT),"[1630162, 1628369]",1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,,,,,,,,,,,,,,,1628954.0,2.0,0.0,Tatum,1628369.0,
333,PT00M14.80S,2021-04-10T00:36:42.8Z,2,REGULAR,freethrow,1 of 2,[],1628369,,,1610612738,54,66,2021-04-10T00:36:42Z,3300000,,,0,,J. Tatum Free Throw 1 of 2 (17 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,Made,17.0,,,,,,,,,,,,,,,,,,
334,PT00M14.80S,2021-04-10T00:36:43.2Z,2,REGULAR,substitution,out,[],1628400,,,1610612738,54,66,2021-04-10T00:36:51Z,3310000,,,0,,SUB out: S. Ojeleye,[1628400],1610612738.0,BOS,,,,Ojeleye,S. Ojeleye,,,,,,,,,,,,,,,,,,,,,,,,,
335,PT00M14.80S,2021-04-10T00:36:43.2Z,2,REGULAR,substitution,out,[],1629006,,,1610612738,54,66,2021-04-10T00:36:51Z,3320000,,,0,,SUB out: J. Okogie,[1629006],1610612750.0,MIN,,,,Okogie,J. Okogie,,,,,,,,,,,,,,,,,,,,,,,,,
336,PT00M14.80S,2021-04-10T00:36:43.2Z,2,REGULAR,substitution,in,[],203935,,,1610612738,54,66,2021-04-10T00:36:51Z,3330000,,,0,,SUB in: M. Smart,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,,
337,PT00M14.80S,2021-04-10T00:36:43.2Z,2,REGULAR,substitution,in,[],1627823,,,1610612738,54,66,2021-04-10T00:36:51Z,3340000,,,0,,SUB in: J. Hernangomez,[1627823],1610612750.0,MIN,,,,Hernangomez,J. Hernangomez,,,,,,,,,,,,,,,,,,,,,,,,,
338,PT00M14.80S,2021-04-10T00:37:08.7Z,2,REGULAR,freethrow,2 of 2,[],1628369,,,1610612738,55,66,2021-04-10T00:37:08Z,3350000,,,0,,J. Tatum Free Throw 2 of 2 (18 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,Made,18.0,,,,,,,,,,,,,,,,,,
339,PT00M02.00S,2021-04-10T00:37:24.7Z,2,REGULAR,turnover,bad pass,[],1630183,,,1610612750,55,66,2021-04-10T00:37:29Z,3360000,,,0,,J. McDaniels bad pass TURNOVER (1 TO),"[1630183, 202689]",1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,,,,,,,,,,,,,1.0,Walker,202689.0,,,,,,
340,PT00M02.00S,2021-04-10T00:37:24.7Z,2,REGULAR,steal,,[],202689,,,1610612738,55,66,2021-04-10T00:37:26Z,3370000,,,0,,K. Walker STEAL (1 STL),[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,,,,,,,,,,,,,,,,,,,
341,PT00M01.90S,2021-04-10T00:37:27.2Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1626156,,,1610612738,55,66,2021-04-10T00:37:56Z,3380000,,,0,,D. Russell take personal FOUL (1 PF) (Walker 2 FT),"[1626156, 202689]",1610612750.0,MIN,take,,,Russell,D. Russell,,,,,,,,,,,,,,,,,,,,202053.0,1.0,0.0,Walker,202689.0,
345,PT00M01.90S,2021-04-10T00:37:58.4Z,2,REGULAR,instantreplay,request,[],0,,,1610612738,55,66,2021-04-10T00:38:47Z,3420000,,,0,,,[],,,support,,,,,,,,,,,,,,,,,,,,,,,,1151.0,,,,,Common Foul Upheld
346,PT00M01.90S,2021-04-10T00:39:28.9Z,2,REGULAR,freethrow,1 of 2,['fromturnover'],202689,,,1610612738,56,66,2021-04-10T00:39:28Z,3430000,,,0,,K. Walker Free Throw 1 of 2 (3 PTS),[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,Made,3.0,,,,,,,,,,,,,,,,,,
347,PT00M01.90S,2021-04-10T00:39:46.0Z,2,REGULAR,freethrow,2 of 2,['fromturnover'],202689,,,1610612738,57,66,2021-04-10T00:39:46Z,3440000,,,0,,K. Walker Free Throw 2 of 2 (4 PTS),[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,Made,4.0,,,,,,,,,,,,,,,,,,
348,PT00M00.50S,2021-04-10T00:39:54.3Z,2,REGULAR,3pt,Jump Shot,[],1630183,53.95860709592641,82.17677696078431,1610612750,57,66,2021-04-10T00:40:56Z,3450000,-161.0,455.0,1,left,MISS J. McDaniels 48' 3PT,[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,48.23,Missed,,,,,,,,,,,,,,,,,,,
349,PT00M00.10S,2021-04-10T00:39:54.7Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612750,57,66,2021-04-10T00:40:56Z,3460000,,,0,,TEAM offensive REBOUND,[],1610612750.0,MIN,,,,,,,,,,,,,,,,,,348.0,,,,,,,,,,,,
350,PT00M00.00S,2021-04-10T00:39:58.6Z,2,REGULAR,period,end,[],0,,,1610612750,57,66,2021-04-10T00:39:58Z,3470000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351,PT12M00.00S,2021-04-10T00:54:59.4Z,3,REGULAR,substitution,out,['startperiod'],1629684,,,1610612750,57,66,2021-04-10T00:55:16Z,3480000,,,0,,SUB out: G. Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
352,PT12M00.00S,2021-04-10T00:54:59.4Z,3,REGULAR,substitution,out,['startperiod'],1626156,,,1610612750,57,66,2021-04-10T00:55:16Z,3490000,,,0,,SUB out: D. Russell,[1626156],1610612750.0,MIN,,,,Russell,D. Russell,,,,,,,,,,,,,,,,,,,,,,,,,
353,PT12M00.00S,2021-04-10T00:54:59.4Z,3,REGULAR,substitution,out,['startperiod'],1627823,,,1610612750,57,66,2021-04-10T00:55:16Z,3500000,,,0,,SUB out: J. Hernangomez,[1627823],1610612750.0,MIN,,,,Hernangomez,J. Hernangomez,,,,,,,,,,,,,,,,,,,,,,,,,
354,PT12M00.00S,2021-04-10T00:54:59.4Z,3,REGULAR,substitution,in,['startperiod'],1627759,,,1610612750,57,66,2021-04-10T00:55:16Z,3510000,,,0,,SUB in: J. Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,
355,PT12M00.00S,2021-04-10T00:54:59.4Z,3,REGULAR,substitution,in,['startperiod'],201937,,,1610612750,57,66,2021-04-10T00:55:16Z,3520000,,,0,,SUB in: R. Rubio,[201937],1610612750.0,MIN,,,,Rubio,R. Rubio,,,,,,,,,,,,,,,,,,,,,,,,,
356,PT12M00.00S,2021-04-10T00:54:59.4Z,3,REGULAR,substitution,in,['startperiod'],1629006,,,1610612750,57,66,2021-04-10T00:55:16Z,3530000,,,0,,SUB in: J. Okogie,[1629006],1610612750.0,MIN,,,,Okogie,J. Okogie,,,,,,,,,,,,,,,,,,,,,,,,,
357,PT12M00.00S,2021-04-10T00:55:34.1Z,3,REGULAR,period,start,[],0,,,1610612750,57,66,2021-04-10T00:55:34Z,3540000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
358,PT11M49.00S,2021-04-10T00:55:46.1Z,3,REGULAR,foul,personal,['2freethrow'],202689,,,1610612750,57,66,2021-04-10T00:55:57Z,3550000,,,0,,K. Walker shooting personal FOUL (1 PF) (Edwards 2 FT),"[202689, 1630162]",1610612738.0,BOS,shooting,,,Walker,K. Walker,,,,,,,,,,,,,,,,,,,,202053.0,1.0,0.0,Edwards,1630162.0,
360,PT11M49.00S,2021-04-10T00:56:06.9Z,3,REGULAR,freethrow,1 of 2,[],1630162,,,1610612750,57,67,2021-04-10T00:56:06Z,3570000,,,0,,A. Edwards Free Throw 1 of 2 (13 PTS),[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,Made,13.0,,,,,,,,,,,,,,,,,,
361,PT11M49.00S,2021-04-10T00:56:21.7Z,3,REGULAR,freethrow,2 of 2,[],1630162,,,1610612750,57,68,2021-04-10T00:56:21Z,3580000,,,0,,A. Edwards Free Throw 2 of 2 (14 PTS),[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,Made,14.0,,,,,,,,,,,,,,,,,,
362,PT11M36.00S,2021-04-10T00:56:36.6Z,3,REGULAR,turnover,bad pass,[],1628369,,,1610612738,57,68,2021-04-10T00:56:42Z,3590000,,,0,,J. Tatum bad pass TURNOVER (2 TO),"[1628369, 201937]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,2.0,Rubio,201937.0,,,,,,
363,PT11M36.00S,2021-04-10T00:56:36.6Z,3,REGULAR,steal,,[],201937,,,1610612750,57,68,2021-04-10T00:56:38Z,3600000,,,0,,R. Rubio STEAL (4 STL),[201937],1610612750.0,MIN,,,,Rubio,R. Rubio,,,,,,,,,,,,,,,,,,,,,,,,,
364,PT11M32.00S,2021-04-10T00:56:40.9Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630183,92.32917214191852,49.333639705882355,1610612750,57,68,2021-04-10T00:56:55Z,3610000,-3.0,20.0,1,right,MISS J. McDaniels running Layup,[1630183],1610612750.0,MIN,running,,,McDaniels,J. McDaniels,,,,,1.99,Missed,,,,,,,,,,,,,,,,,,,
365,PT11M31.00S,2021-04-10T00:56:41.9Z,3,REGULAR,rebound,offensive,[],1629006,,,1610612750,57,68,2021-04-10T00:56:55Z,3620000,,,0,,J. Okogie REBOUND (Off:2 Def:0),[1629006],1610612750.0,MIN,,,,Okogie,J. Okogie,,,,,,,,,,,,,364.0,2.0,0.0,2.0,,,,,,,,,
366,PT11M30.00S,2021-04-10T00:56:44.0Z,3,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint', 'fromturnover']",1629006,94.40999984741211,50.0,1610612750,57,70,2021-04-10T00:57:01Z,3630000,0.0,0.0,1,right,J. Okogie tip Layup (11 PTS),[1629006],1610612750.0,MIN,tip,,,Okogie,J. Okogie,,,,,0.0,Made,11.0,,,,,,,,,,,,,,,,,,
