actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,officialId,turnoverTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,value
264,PT04M18.00S,2021-02-20T01:22:42.0Z,2,REGULAR,3pt,Jump Shot,[],1628989,3.1044678055190538,95.41207107843137,1610612737,49,34,2021-02-20T01:22:58Z,2510000,-227.0,-23.0,1,left,MISS K. Huerter 3PT,[1628989],1610612737.0,ATL,,,,Huerter,K. Huerter,,,,,22.83,Missed,,,,,,,,,,,,,,,,,,,
265,PT04M16.00S,2021-02-20T01:22:44.0Z,2,REGULAR,rebound,defensive,[],1627759,,,1610612738,49,34,2021-02-20T01:27:46Z,2520000,,,0,,J. Brown REBOUND (Off:0 Def:4),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,264.0,4.0,4.0,0.0,,,,,,,,,,,,,,,
266,PT03M56.00S,2021-02-20T01:23:04.7Z,2,REGULAR,2pt,Jump Shot,[],202689,79.84559789750328,67.47089460784314,1610612738,49,34,2021-02-20T01:23:13Z,2530000,87.0,137.0,1,right,MISS K. Walker 16' Jump Shot - blocked,"[202689, 1628989]",1610612738.0,BOS,,,,Walker,K. Walker,,,,,16.25,Missed,,,,,,,,,Huerter,1628989.0,,,,,,,,,
268,PT03M56.00S,2021-02-20T01:23:04.7Z,2,REGULAR,block,,[],1628989,,,1610612738,49,34,2021-02-20T01:23:07Z,2540000,,,0,,K. Huerter BLOCK (1 BLK),[1628989],1610612737.0,ATL,,,,Huerter,K. Huerter,,,,,,,,,,,,,,,,,,,,,,,,,
269,PT03M54.00S,2021-02-20T01:23:06.7Z,2,REGULAR,rebound,defensive,[],1629027,,,1610612737,49,34,2021-02-20T01:23:13Z,2550000,,,0,,T. Young REBOUND (Off:0 Def:2),[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,,266.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
270,PT03M49.00S,2021-02-20T01:23:15.1Z,2,REGULAR,foul,offensive,[],1628381,,,1610612737,49,34,2021-02-20T01:23:29Z,2560000,,,0,,J. Collins charge offensive FOUL (1 PF),"[1628381, 202689]",1610612737.0,ATL,charge,,,Collins,J. Collins,,,,,,,,,,,,,,,,,1188.0,,,,1.0,0.0,Walker,202689.0,
272,PT03M49.00S,2021-02-20T01:23:15.1Z,2,REGULAR,turnover,offensive foul,[],1628381,,,1610612737,49,34,2021-02-20T01:23:15Z,2580000,,,0,,J. Collins offensive foul TURNOVER (2 TO),[1628381],1610612737.0,ATL,,,,Collins,J. Collins,,,,,,,,,,,,,,,,,1188.0,2.0,,,,,,,
273,PT03M49.00S,2021-02-20T01:23:29.2Z,2,REGULAR,substitution,out,[],1629057,,,1610612738,49,34,2021-02-20T01:23:36Z,2590000,,,0,,SUB out: R. Williams III,[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,,
275,PT03M49.00S,2021-02-20T01:23:29.2Z,2,REGULAR,substitution,in,[],202684,,,1610612738,49,34,2021-02-20T01:23:36Z,2610000,,,0,,SUB in: T. Thompson,[202684],1610612738.0,BOS,,,,Thompson,T. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,
276,PT03M49.00S,2021-02-20T01:23:29.2Z,2,REGULAR,substitution,in,[],1630202,,,1610612738,49,34,2021-02-20T01:23:36Z,2620000,,,0,,SUB in: P. Pritchard,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,,,,,,,,
292,PT03M49.00S,2021-02-20T01:23:29.2Z,2,REGULAR,substitution,out,[],202689,,,1610612738,49,34,2021-02-20T01:27:31Z,2625000,,,0,,SUB out: K. Walker,[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,,,,,,,,,,,,,,,,,,,
279,PT03M31.00S,2021-02-20T01:23:58.3Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1628464,77.34888304862024,91.98069852941177,1610612738,49,34,2021-02-20T01:24:05Z,2650000,210.0,160.0,1,right,MISS D. Theis 26' 3PT,[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,26.42,Missed,,,,,,,,,,,,,,,,,,,
280,PT03M29.00S,2021-02-20T01:24:00.3Z,2,REGULAR,rebound,defensive,[],203991,,,1610612737,49,34,2021-02-20T01:24:05Z,2660000,,,0,,C. Capela REBOUND (Off:5 Def:4),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,279.0,9.0,4.0,5.0,,,,,,,,,,,,,,,
281,PT03M26.00S,2021-02-20T01:24:06.8Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612737,49,34,2021-02-20T01:24:06Z,2670000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
282,PT03M24.00S,2021-02-20T01:24:19.6Z,2,REGULAR,foul,personal,[],1630202,,,1610612737,49,34,2021-02-20T01:24:33Z,2680000,,,0,,P. Pritchard personal FOUL (1 PF),"[1630202, 1628381]",1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,202026.0,,,,1.0,0.0,Collins,1628381.0,
284,PT03M17.00S,2021-02-20T01:24:40.8Z,2,REGULAR,2pt,Jump Shot,[],1629027,21.107095926412615,43.94148284313725,1610612737,49,34,2021-02-20T01:24:49Z,2700000,30.0,146.0,1,left,MISS T. Young 14' step back Shot,[1629027],1610612737.0,ATL,step back,,,Young,T. Young,,,,,14.9,Missed,,,,,,,,,,,,,,,,,,,
285,PT03M15.00S,2021-02-20T01:24:42.8Z,2,REGULAR,rebound,defensive,[],1628464,,,1610612738,49,34,2021-02-20T01:24:49Z,2710000,,,0,,D. Theis REBOUND (Off:1 Def:3),[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,284.0,4.0,3.0,1.0,,,,,,,,,,,,,,,
286,PT02M55.00S,2021-02-20T01:25:02.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],202684,91.01511169513797,56.44148284313726,1610612738,51,34,2021-02-20T01:25:12Z,2720000,32.0,32.0,1,right,T. Thompson alley-oop Layup (9 PTS) (J. Brown 5 AST),"[202684, 1627759]",1610612738.0,BOS,alley-oop,,,Thompson,T. Thompson,,,,,4.54,Made,,,,,9.0,J. Brown,1627759.0,5.0,,,,,,,,,,,
288,PT02M39.00S,2021-02-20T01:25:17.9Z,2,REGULAR,3pt,Jump Shot,[],1629027,32.013797634691194,64.77481617647058,1610612737,51,37,2021-02-20T01:25:23Z,2740000,-74.0,248.0,1,left,T. Young 25' 3PT  (12 PTS),[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,25.92,Made,,,,,12.0,,,,,,,,,,,,,,
289,PT02M32.00S,2021-02-20T01:25:31.4Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612738,51,37,2021-02-20T01:25:31Z,2750000,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
293,PT02M32.00S,2021-02-20T01:27:49.6Z,2,REGULAR,substitution,out,[],1630174,,,1610612738,51,37,2021-02-20T01:28:18Z,2760000,,,0,,SUB out: A. Nesmith,[1630174],1610612738.0,BOS,,,,Nesmith,A. Nesmith,,,,,,,,,,,,,,,,,,,,,,,,,
294,PT02M32.00S,2021-02-20T01:27:49.6Z,2,REGULAR,substitution,out,[],1630202,,,1610612738,51,37,2021-02-20T01:28:18Z,2770000,,,0,,SUB out: P. Pritchard,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,,,,,,,,
295,PT02M32.00S,2021-02-20T01:27:49.6Z,2,REGULAR,substitution,in,[],1628369,,,1610612738,51,37,2021-02-20T01:28:18Z,2780000,,,0,,SUB in: J. Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,
296,PT02M32.00S,2021-02-20T01:27:49.6Z,2,REGULAR,substitution,in,[],202689,,,1610612738,51,37,2021-02-20T01:28:18Z,2790000,,,0,,SUB in: K. Walker,[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,,,,,,,,,,,,,,,,,,,
297,PT02M26.00S,2021-02-20T01:28:31.6Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628464,80.1084099868594,55.951286764705884,1610612738,53,37,2021-02-20T01:28:48Z,2800000,30.0,134.0,1,right,D. Theis 13' Jump Shot (4 PTS) (K. Walker 3 AST),"[1628464, 202689]",1610612738.0,BOS,,,,Theis,D. Theis,,,,,13.78,Made,,,,,4.0,K. Walker,202689.0,3.0,,,,,,,,,,,
299,PT02M11.00S,2021-02-20T01:28:46.7Z,2,REGULAR,3pt,Jump Shot,[],1629629,30.305519053876477,24.823835784313726,1610612737,53,37,2021-02-20T01:28:53Z,2820000,126.0,232.0,1,left,MISS C. Reddish 26' 3PT,[1629629],1610612737.0,ATL,,,,Reddish,C. Reddish,,,,,26.43,Missed,,,,,,,,,,,,,,,,,,,
300,PT02M09.00S,2021-02-20T01:28:48.7Z,2,REGULAR,rebound,defensive,[],202689,,,1610612738,53,37,2021-02-20T01:28:53Z,2830000,,,0,,K. Walker REBOUND (Off:0 Def:3),[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,299.0,3.0,3.0,0.0,,,,,,,,,,,,,,,
301,PT02M02.00S,2021-02-20T01:28:55.8Z,2,REGULAR,3pt,Jump Shot,[],202689,70.77858081471747,85.11795343137256,1610612738,56,37,2021-02-20T01:29:05Z,2840000,176.0,222.0,1,right,K. Walker 28' 3PT pullup (14 PTS),[202689],1610612738.0,BOS,pullup,,,Walker,K. Walker,,,,,28.32,Made,,,,,14.0,,,,,,,,,,,,,,
302,PT01M50.00S,2021-02-20T01:29:08.4Z,2,REGULAR,turnover,bad pass,[],203991,,,1610612737,56,37,2021-02-20T01:29:14Z,2850000,,,0,,C. Capela bad pass TURNOVER (2 TO),"[203991, 1628464]",1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,,,,,,,,,,,,2.0,Theis,1628464.0,,,,,
303,PT01M50.00S,2021-02-20T01:29:08.4Z,2,REGULAR,steal,,[],1628464,,,1610612738,56,37,2021-02-20T01:29:12Z,2860000,,,0,,D. Theis STEAL (1 STL),[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,,,,,,,,,,,,,,,
304,PT01M43.00S,2021-02-20T01:29:15.2Z,2,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",202689,66.44218134034165,35.11795343137255,1610612738,59,37,2021-02-20T01:29:21Z,2870000,-74.0,263.0,1,right,K. Walker 27' 3PT running pullup (17 PTS),[202689],1610612738.0,BOS,running pullup,,,Walker,K. Walker,,,,,27.32,Made,,,,,17.0,,,,,,,,,,,,,,
305,PT01M29.00S,2021-02-20T01:29:28.1Z,2,REGULAR,3pt,Jump Shot,[],1629027,35.955978975032856,51.78462009803921,1610612737,59,37,2021-02-20T01:29:35Z,2880000,-9.0,285.0,1,left,MISS T. Young 28' 3PT,[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,28.56,Missed,,,,,,,,,,,,,,,,,,,
306,PT01M27.00S,2021-02-20T01:29:30.1Z,2,REGULAR,rebound,defensive,[],1628369,,,1610612738,59,37,2021-02-20T01:29:35Z,2890000,,,0,,J. Tatum REBOUND (Off:0 Def:3),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,305.0,3.0,3.0,0.0,,,,,,,,,,,,,,,
307,PT01M23.00S,2021-02-20T01:29:37.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],202689,90.3580814717477,57.176776960784316,1610612738,61,37,2021-02-20T01:29:43Z,2900000,36.0,38.0,1,right,K. Walker driving Layup (19 PTS),[202689],1610612738.0,BOS,driving,,,Walker,K. Walker,,,,,5.23,Made,,,,,19.0,,,,,,,,,,,,,,
308,PT01M23.00S,2021-02-20T01:29:44.3Z,2,REGULAR,foul,personal,['1freethrow'],1628381,,,1610612738,61,37,2021-02-20T01:30:02Z,2910000,,,0,,J. Collins shooting personal FOUL (2 PF) (Walker 1 FT),"[1628381, 202689]",1610612737.0,ATL,shooting,,,Collins,J. Collins,,,,,,,,,,,,,,,,,1188.0,,,,2.0,0.0,Walker,202689.0,
310,PT01M23.00S,2021-02-20T01:29:52.5Z,2,REGULAR,substitution,out,[],1628989,,,1610612738,61,37,2021-02-20T01:29:58Z,2930000,,,0,,SUB out: K. Huerter,[1628989],1610612737.0,ATL,,,,Huerter,K. Huerter,,,,,,,,,,,,,,,,,,,,,,,,,
311,PT01M23.00S,2021-02-20T01:29:52.5Z,2,REGULAR,substitution,out,[],1628381,,,1610612738,61,37,2021-02-20T01:29:58Z,2940000,,,0,,SUB out: J. Collins,[1628381],1610612737.0,ATL,,,,Collins,J. Collins,,,,,,,,,,,,,,,,,,,,,,,,,
312,PT01M23.00S,2021-02-20T01:29:52.5Z,2,REGULAR,substitution,in,[],203524,,,1610612738,61,37,2021-02-20T01:29:58Z,2950000,,,0,,SUB in: S. Hill,[203524],1610612737.0,ATL,,,,Hill,S. Hill,,,,,,,,,,,,,,,,,,,,,,,,,
313,PT01M23.00S,2021-02-20T01:29:52.5Z,2,REGULAR,substitution,in,[],201568,,,1610612738,61,37,2021-02-20T01:29:58Z,2960000,,,0,,SUB in: D. Gallinari,[201568],1610612737.0,ATL,,,,Gallinari,D. Gallinari,,,,,,,,,,,,,,,,,,,,,,,,,
314,PT01M23.00S,2021-02-20T01:30:09.8Z,2,REGULAR,freethrow,1 of 1,[],202689,,,1610612738,62,37,2021-02-20T01:30:09Z,2970000,,,0,,K. Walker Free Throw 1 of 1 (20 PTS),[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,Made,,,,,20.0,,,,,,,,,,,,,,
315,PT01M15.00S,2021-02-20T01:30:24.4Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",202689,,,1610612737,62,37,2021-02-20T01:30:43Z,2980000,,,0,,K. Walker shooting personal FOUL (1 PF) (Young 2 FT),"[202689, 1629027]",1610612738.0,BOS,shooting,,,Walker,K. Walker,,,,,,,,,,,,,,,,,1188.0,,,,1.0,0.0,Young,1629027.0,
319,PT01M15.00S,2021-02-20T01:30:47.9Z,2,REGULAR,freethrow,1 of 2,[],1629027,,,1610612737,62,38,2021-02-20T01:30:47Z,3000000,,,0,,T. Young Free Throw 1 of 2 (13 PTS),[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,Made,,,,,13.0,,,,,,,,,,,,,,
320,PT01M15.00S,2021-02-20T01:30:49.9Z,2,REGULAR,substitution,out,[],202684,,,1610612737,62,38,2021-02-20T01:30:55Z,3010000,,,0,,SUB out: T. Thompson,[202684],1610612738.0,BOS,,,,Thompson,T. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,
321,PT01M15.00S,2021-02-20T01:30:49.9Z,2,REGULAR,substitution,in,[],1628400,,,1610612737,62,38,2021-02-20T01:30:55Z,3020000,,,0,,SUB in: S. Ojeleye,[1628400],1610612738.0,BOS,,,,Ojeleye,S. Ojeleye,,,,,,,,,,,,,,,,,,,,,,,,,
322,PT01M15.00S,2021-02-20T01:31:06.3Z,2,REGULAR,freethrow,2 of 2,[],1629027,,,1610612737,62,39,2021-02-20T01:31:06Z,3030000,,,0,,T. Young Free Throw 2 of 2 (14 PTS),[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,Made,,,,,14.0,,,,,,,,,,,,,,
323,PT00M57.80S,2021-02-20T01:31:24.9Z,2,REGULAR,3pt,Jump Shot,[],1628400,95.9264126149803,5.484068627450981,1610612738,62,39,2021-02-20T01:31:37Z,3040000,-223.0,-14.0,1,right,MISS S. Ojeleye 3PT,[1628400],1610612738.0,BOS,,,,Ojeleye,S. Ojeleye,,,,,22.31,Missed,,,,,,,,,,,,,,,,,,,
324,PT00M54.30S,2021-02-20T01:31:28.4Z,2,REGULAR,rebound,defensive,[],203524,,,1610612737,62,39,2021-02-20T01:31:37Z,3050000,,,0,,S. Hill REBOUND (Off:0 Def:2),[203524],1610612737.0,ATL,,,,Hill,S. Hill,,,,,,,323.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
325,PT00M51.30S,2021-02-20T01:31:31.5Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],203991,7.440867279894875,43.69638480392157,1610612737,62,41,2021-02-20T01:31:51Z,3060000,32.0,17.0,1,left,C. Capela alley-oop DUNK (14 PTS) (T. Young 3 AST),"[203991, 1629027]",1610612737.0,ATL,alley-oop,,,Capela,C. Capela,,,,,3.6,Made,,,,,14.0,T. Young,1629027.0,3.0,,,,,,,,,,,
327,PT00M36.90S,2021-02-20T01:31:52.0Z,2,REGULAR,3pt,Jump Shot,[],1628369,74.45795006570303,87.56893382352942,1610612738,65,41,2021-02-20T01:31:58Z,3080000,188.0,188.0,1,right,J. Tatum 26' 3PT fadeaway (12 PTS),[1628369],1610612738.0,BOS,fadeaway,,,Tatum,J. Tatum,,,,,26.54,Made,,,,,12.0,,,,,,,,,,,,,,
328,PT00M29.20S,2021-02-20T01:32:02.3Z,2,REGULAR,turnover,lost ball,[],1629027,,,1610612737,65,41,2021-02-20T01:32:43Z,3090000,,,0,,T. Young lost ball TURNOVER (4 TO),"[1629027, 202689]",1610612737.0,ATL,,,,Young,T. Young,,,,,,,,,,,,,,,,,,4.0,Walker,202689.0,,,,,
329,PT00M29.20S,2021-02-20T01:32:02.3Z,2,REGULAR,steal,,[],202689,,,1610612738,65,41,2021-02-20T01:32:12Z,3100000,,,0,,K. Walker STEAL (3 STL),[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,,,,,,,,,,,,,,,,,,,
330,PT00M27.80S,2021-02-20T01:32:13.8Z,2,REGULAR,turnover,out-of-bounds,[],202689,,,1610612738,65,41,2021-02-20T01:40:00Z,3110000,,,0,,K. Walker bad pass out-of-bounds TURNOVER (2 TO),[202689],1610612738.0,BOS,bad pass,,,Walker,K. Walker,,,,,,,,,,,,,,,,,,2.0,,,,,,,
333,PT00M05.50S,2021-02-20T01:32:40.2Z,2,REGULAR,turnover,bad pass,[],1629027,,,1610612737,65,41,2021-02-20T01:32:53Z,3140000,,,0,,T. Young bad pass TURNOVER (5 TO),"[1629027, 1627759]",1610612737.0,ATL,,,,Young,T. Young,,,,,,,,,,,,,,,,,,5.0,Brown,1627759.0,,,,,
334,PT00M05.50S,2021-02-20T01:32:40.2Z,2,REGULAR,steal,,[],1627759,,,1610612738,65,41,2021-02-20T01:32:45Z,3150000,,,0,,J. Brown STEAL (1 STL),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,
335,PT00M05.50S,2021-02-20T01:32:46.6Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",201568,,,1610612738,65,41,2021-02-20T01:32:59Z,3160000,,,0,,D. Gallinari personal FOUL (1 PF) (Brown 2 FT),"[201568, 1627759]",1610612737.0,ATL,,,,Gallinari,D. Gallinari,,,,,,,,,,,,,,,,,1188.0,,,,1.0,0.0,Brown,1627759.0,
337,PT00M05.50S,2021-02-20T01:33:11.5Z,2,REGULAR,freethrow,1 of 2,['fromturnover'],1627759,,,1610612738,65,41,2021-02-20T01:33:11Z,3180000,,,0,,MISS J. Brown Free Throw 1 of 2,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,Missed,,,,,,,,,,,,,,,,,,,
338,PT00M05.50S,2021-02-20T01:33:11.5Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612738,65,41,2021-02-20T01:33:11Z,3190000,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,337.0,,,,,,,,,,,,,,,,,,
339,PT00M05.50S,2021-02-20T01:33:40.2Z,2,REGULAR,freethrow,2 of 2,['fromturnover'],1627759,,,1610612738,66,41,2021-02-20T01:33:40Z,3200000,,,0,,J. Brown Free Throw 2 of 2 (8 PTS),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,Made,,,,,8.0,,,,,,,,,,,,,,
340,PT00M01.90S,2021-02-20T01:33:47.7Z,2,REGULAR,3pt,Jump Shot,[],201568,40.55519053876478,76.29442401960785,1610612737,66,41,2021-02-20T01:33:58Z,3210000,-131.0,329.0,1,left,MISS D. Gallinari 35' pullup 3PT,[201568],1610612737.0,ATL,pullup,,,Gallinari,D. Gallinari,,,,,35.4,Missed,,,,,,,,,,,,,,,,,,,
341,PT00M00.90S,2021-02-20T01:33:48.7Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612737,66,41,2021-02-20T01:33:58Z,3220000,,,0,,TEAM offensive REBOUND,[],1610612737.0,ATL,,,,,,,,,,,,340.0,,,,,,,,,,,,,,,,,,
342,PT00M00.00S,2021-02-20T01:33:55.2Z,2,REGULAR,period,end,[],0,,,1610612737,66,41,2021-02-20T01:33:55Z,3230000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
346,PT12M00.00S,2021-02-20T01:48:18.2Z,3,REGULAR,substitution,out,['startperiod'],1628400,,,1610612737,66,41,2021-02-20T01:49:03Z,3240000,,,0,,SUB out: S. Ojeleye,[1628400],1610612738.0,BOS,,,,Ojeleye,S. Ojeleye,,,,,,,,,,,,,,,,,,,,,,,,,
347,PT12M00.00S,2021-02-20T01:48:18.2Z,3,REGULAR,substitution,out,['startperiod'],201568,,,1610612737,66,41,2021-02-20T01:49:03Z,3250000,,,0,,SUB out: D. Gallinari,[201568],1610612737.0,ATL,,,,Gallinari,D. Gallinari,,,,,,,,,,,,,,,,,,,,,,,,,
348,PT12M00.00S,2021-02-20T01:48:18.2Z,3,REGULAR,substitution,out,['startperiod'],203524,,,1610612737,66,41,2021-02-20T01:49:03Z,3260000,,,0,,SUB out: S. Hill,[203524],1610612737.0,ATL,,,,Hill,S. Hill,,,,,,,,,,,,,,,,,,,,,,,,,
349,PT12M00.00S,2021-02-20T01:48:18.2Z,3,REGULAR,substitution,in,['startperiod'],202684,,,1610612737,66,41,2021-02-20T01:49:03Z,3270000,,,0,,SUB in: T. Thompson,[202684],1610612738.0,BOS,,,,Thompson,T. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,
350,PT12M00.00S,2021-02-20T01:48:18.2Z,3,REGULAR,substitution,in,['startperiod'],1628989,,,1610612737,66,41,2021-02-20T01:49:03Z,3280000,,,0,,SUB in: K. Huerter,[1628989],1610612737.0,ATL,,,,Huerter,K. Huerter,,,,,,,,,,,,,,,,,,,,,,,,,
351,PT12M00.00S,2021-02-20T01:48:18.2Z,3,REGULAR,substitution,in,['startperiod'],1628381,,,1610612737,66,41,2021-02-20T01:49:03Z,3290000,,,0,,SUB in: J. Collins,[1628381],1610612737.0,ATL,,,,Collins,J. Collins,,,,,,,,,,,,,,,,,,,,,,,,,
352,PT12M00.00S,2021-02-20T01:49:12.3Z,3,REGULAR,period,start,[],0,,,1610612738,66,41,2021-02-20T01:49:12Z,3300000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
353,PT11M48.00S,2021-02-20T01:49:23.5Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],1627759,10.988830486202366,45.166973039215684,1610612738,66,41,2021-02-20T01:49:30Z,3310000,24.0,51.0,1,left,MISS J. Brown Hook,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,5.63,Missed,,,,,,,,,,,,,,,,,,,
354,PT11M46.00S,2021-02-20T01:49:25.5Z,3,REGULAR,rebound,defensive,[],1628989,,,1610612737,66,41,2021-02-20T01:49:30Z,3320000,,,0,,K. Huerter REBOUND (Off:0 Def:2),[1628989],1610612737.0,ATL,,,,Huerter,K. Huerter,,,,,,,353.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
355,PT11M38.00S,2021-02-20T01:49:35.4Z,3,REGULAR,foul,personal,['2freethrow'],1628464,,,1610612737,66,41,2021-02-20T01:49:43Z,3330000,,,0,,D. Theis shooting personal FOUL (2 PF) (Collins 2 FT),"[1628464, 1628381]",1610612738.0,BOS,shooting,,,Theis,D. Theis,,,,,,,,,,,,,,,,,1188.0,,,,2.0,0.0,Collins,1628381.0,
357,PT11M38.00S,2021-02-20T01:49:55.7Z,3,REGULAR,freethrow,1 of 2,[],1628381,,,1610612737,66,42,2021-02-20T01:49:55Z,3350000,,,0,,J. Collins Free Throw 1 of 2 (1 PTS),[1628381],1610612737.0,ATL,,,,Collins,J. Collins,,,,,,Made,,,,,1.0,,,,,,,,,,,,,,
358,PT11M38.00S,2021-02-20T01:50:07.6Z,3,REGULAR,freethrow,2 of 2,[],1628381,,,1610612737,66,43,2021-02-20T01:50:07Z,3360000,,,0,,J. Collins Free Throw 2 of 2 (2 PTS),[1628381],1610612737.0,ATL,,,,Collins,J. Collins,,,,,,Made,,,,,2.0,,,,,,,,,,,,,,
359,PT11M26.00S,2021-02-20T01:50:22.0Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],202684,12.959921156373195,44.921875,1610612738,68,43,2021-02-20T01:50:31Z,3370000,25.0,69.0,1,left,T. Thompson 7' turnaround Hook (11 PTS),[202684],1610612738.0,BOS,turnaround,,,Thompson,T. Thompson,,,,,7.38,Made,,,,,11.0,,,,,,,,,,,,,,
360,PT11M09.00S,2021-02-20T01:50:39.9Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],203991,92.11563731931669,43.271292892156865,1610612737,68,45,2021-02-20T01:50:46Z,3380000,-34.0,22.0,1,right,C. Capela alley-oop DUNK (16 PTS) (T. Young 4 AST),"[203991, 1629027]",1610612737.0,ATL,alley-oop,,,Capela,C. Capela,,,,,3.99,Made,,,,,16.0,T. Young,1629027.0,4.0,,,,,,,,,,,
362,PT10M56.00S,2021-02-20T01:50:55.3Z,3,REGULAR,foul,personal,[],1628381,,,1610612738,68,45,2021-02-20T01:51:03Z,3400000,,,0,,J. Collins personal FOUL (3 PF),"[1628381, 202689]",1610612737.0,ATL,,,,Collins,J. Collins,,,,,,,,,,,,,,,,,202026.0,,,,3.0,0.0,Walker,202689.0,
364,PT10M47.00S,2021-02-20T01:51:20.1Z,3,REGULAR,turnover,lost ball,[],1627759,,,1610612738,68,45,2021-02-20T01:51:26Z,3420000,,,0,,J. Brown lost ball TURNOVER (1 TO),"[1627759, 1629629]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,1.0,Reddish,1629629.0,,,,,
365,PT10M47.00S,2021-02-20T01:51:20.1Z,3,REGULAR,steal,,[],1629629,,,1610612737,68,45,2021-02-20T01:51:23Z,3430000,,,0,,C. Reddish STEAL (3 STL),[1629629],1610612737.0,ATL,,,,Reddish,C. Reddish,,,,,,,,,,,,,,,,,,,,,,,,,
366,PT10M37.00S,2021-02-20T01:51:30.0Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1629629,89.04402102496715,55.70618872549019,1610612737,68,45,2021-02-20T01:51:38Z,3440000,29.0,50.0,1,right,MISS C. Reddish driving Layup,[1629629],1610612737.0,ATL,driving,,,Reddish,C. Reddish,,,,,5.8,Missed,,,,,,,,,,,,,,,,,,,
