actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
265,PT04M04.00S,2021-04-01T00:30:14.1Z,2,REGULAR,substitution,in,[],1628369,,,1610612738,36,47,2021-04-01T00:30:23Z,2620000,,,0,,SUB in: J. Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,
266,PT04M04.00S,2021-04-01T00:30:14.1Z,2,REGULAR,substitution,in,[],1629029,,,1610612738,36,47,2021-04-01T00:30:23Z,2630000,,,0,,SUB in: L. Doncic,[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,,,,,,,,,,,,,,,,,,
267,PT04M04.00S,2021-04-01T00:30:14.1Z,2,REGULAR,substitution,in,[],1627827,,,1610612738,36,47,2021-04-01T00:30:23Z,2640000,,,0,,SUB in: D. Finney-Smith,[1627827],1610612742.0,DAL,,,,Finney-Smith,D. Finney-Smith,,,,,,,,,,,,,,,,,,,,,,,,
268,PT04M04.00S,2021-04-01T00:30:44.1Z,2,REGULAR,freethrow,2 of 2,[],203935,,,1610612738,37,47,2021-04-01T00:30:44Z,2650000,,,0,,M. Smart Free Throw 2 of 2 (7 PTS),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,Made,,,,,7.0,,,,,,,,,,,,,
269,PT03M48.00S,2021-04-01T00:31:02.8Z,2,REGULAR,3pt,Jump Shot,[],1629029,32.933639947437584,37.07873774509804,1610612742,37,50,2021-04-01T00:31:08Z,2660000,65.0,257.0,1,left,L. Doncic 26' 3PT step back (16 PTS),[1629029],1610612742.0,DAL,step back,,,Doncic,L. Doncic,,,,,26.51,Made,,,,,16.0,,,,,,,,,,,,,
270,PT03M33.00S,2021-04-01T00:31:18.8Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203935,89.56964520367937,51.049325980392155,1610612738,37,50,2021-04-01T00:31:27Z,2670000,5.0,46.0,1,right,MISS M. Smart driving floating Shot,[203935],1610612738.0,BOS,driving floating,,,Smart,M. Smart,,,,,4.58,Missed,,,,,,,,,,,,,,,,,,
271,PT03M30.00S,2021-04-01T00:31:21.8Z,2,REGULAR,rebound,defensive,[],204001,,,1610612742,37,50,2021-04-01T00:31:27Z,2680000,,,0,,K. Porzingis REBOUND (Off:1 Def:5),[204001],1610612742.0,DAL,,,,Porzingis,K. Porzingis,,,,,,,270.0,6.0,5.0,1.0,,,,,,,,,,,,,,
272,PT03M21.00S,2021-04-01T00:31:29.6Z,2,REGULAR,3pt,Jump Shot,[],1626196,20.581471747700395,89.03952205882352,1610612742,37,53,2021-04-01T00:31:34Z,2690000,-195.0,141.0,1,left,J. Richardson 24' 3PT  (8 PTS) (K. Porzingis 2 AST),"[1626196, 204001]",1610612742.0,DAL,,,,Richardson,J. Richardson,,,,,24.08,Made,,,,,8.0,K. Porzingis,204001.0,2.0,,,,,,,,,,
274,PT03M07.00S,2021-04-01T00:31:43.7Z,2,REGULAR,3pt,Jump Shot,[],1628436,65.52233902759527,59.62775735294118,1610612738,37,53,2021-04-01T00:31:54Z,2710000,48.0,272.0,1,right,MISS L. Kornet 27' 3PT,[1628436],1610612738.0,BOS,,,,Kornet,L. Kornet,,,,,27.58,Missed,,,,,,,,,,,,,,,,,,
275,PT03M05.00S,2021-04-01T00:31:45.7Z,2,REGULAR,rebound,defensive,[],1629029,,,1610612742,37,53,2021-04-01T00:31:54Z,2720000,,,0,,L. Doncic REBOUND (Off:0 Def:4),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,274.0,4.0,4.0,0.0,,,,,,,,,,,,,,
276,PT02M56.00S,2021-04-01T00:31:55.5Z,2,REGULAR,3pt,Jump Shot,[],1628973,25.04927726675427,88.05912990196079,1610612742,37,56,2021-04-01T00:32:00Z,2730000,-190.0,183.0,1,left,J. Brunson 26' 3PT  (9 PTS) (L. Doncic 3 AST),"[1628973, 1629029]",1610612742.0,DAL,,,,Brunson,J. Brunson,,,,,26.4,Made,,,,,9.0,L. Doncic,1629029.0,3.0,,,,,,,,,,
278,PT02M55.00S,2021-04-01T00:32:07.0Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612738,37,56,2021-04-01T00:32:07Z,2750000,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
280,PT02M55.00S,2021-04-01T00:33:58.2Z,2,REGULAR,substitution,out,[],1628436,,,1610612738,37,56,2021-04-01T00:34:55Z,2760000,,,0,,SUB out: L. Kornet,[1628436],1610612738.0,BOS,,,,Kornet,L. Kornet,,,,,,,,,,,,,,,,,,,,,,,,
281,PT02M55.00S,2021-04-01T00:33:58.2Z,2,REGULAR,substitution,in,[],1629684,,,1610612738,37,56,2021-04-01T00:34:55Z,2770000,,,0,,SUB in: G. Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,
282,PT02M51.00S,2021-04-01T00:35:31.0Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629029,,,1610612738,37,56,2021-04-01T00:35:38Z,2780000,,,0,,L. Doncic personal FOUL (1 PF) (Smart 2 FT),"[1629029, 203935]",1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,,,,,,,,,,,,,,101283.0,1.0,0.0,Smart,203935.0
284,PT02M51.00S,2021-04-01T00:35:55.9Z,2,REGULAR,freethrow,1 of 2,[],203935,,,1610612738,38,56,2021-04-01T00:35:56Z,2800000,,,0,,M. Smart Free Throw 1 of 2 (8 PTS),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,Made,,,,,8.0,,,,,,,,,,,,,
285,PT02M51.00S,2021-04-01T00:36:11.5Z,2,REGULAR,freethrow,2 of 2,[],203935,,,1610612738,39,56,2021-04-01T00:36:11Z,2810000,,,0,,M. Smart Free Throw 2 of 2 (9 PTS),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,Made,,,,,9.0,,,,,,,,,,,,,
286,PT02M42.00S,2021-04-01T00:36:23.2Z,2,REGULAR,2pt,Jump Shot,[],1629029,22.552562417871222,26.294424019607842,1610612742,39,58,2021-04-01T00:36:28Z,2820000,119.0,159.0,1,left,L. Doncic 19' step back Jump Shot (18 PTS),[1629029],1610612742.0,DAL,step back,,,Doncic,L. Doncic,,,,,19.87,Made,,,,,18.0,,,,,,,,,,,,,
287,PT02M22.00S,2021-04-01T00:36:42.1Z,2,REGULAR,3pt,Jump Shot,[],203935,66.96780551905388,65.51011029411765,1610612738,39,58,2021-04-01T00:36:47Z,2830000,78.0,258.0,1,right,MISS M. Smart 26' 3PT,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,26.94,Missed,,,,,,,,,,,,,,,,,,
288,PT02M18.00S,2021-04-01T00:36:46.1Z,2,REGULAR,rebound,defensive,[],204001,,,1610612742,39,58,2021-04-01T00:36:53Z,2840000,,,0,,K. Porzingis REBOUND (Off:1 Def:6),[204001],1610612742.0,DAL,,,,Porzingis,K. Porzingis,,,,,,,287.0,7.0,6.0,1.0,,,,,,,,,,,,,,
289,PT02M05.00S,2021-04-01T00:36:58.9Z,2,REGULAR,3pt,Jump Shot,[],1629029,30.042706964520367,22.37285539215686,1610612742,39,61,2021-04-01T00:37:04Z,2850000,138.0,230.0,1,left,L. Doncic 26' 3PT step back (21 PTS),[1629029],1610612742.0,DAL,step back,,,Doncic,L. Doncic,,,,,26.82,Made,,,,,21.0,,,,,,,,,,,,,
290,PT01M53.00S,2021-04-01T00:37:11.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628369,92.59198423127464,45.41207107843137,1610612738,41,61,2021-04-01T00:37:15Z,2860000,-23.0,17.0,1,right,J. Tatum cutting Layup (9 PTS) (M. Smart 2 AST),"[1628369, 203935]",1610612738.0,BOS,cutting,,,Tatum,J. Tatum,,,,,2.86,Made,,,,,9.0,M. Smart,203935.0,2.0,,,,,,,,,,
292,PT01M40.00S,2021-04-01T00:37:24.1Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],204001,9.543363994743759,63.794424019607845,1610612742,41,61,2021-04-01T00:37:30Z,2880000,-69.0,37.0,1,left,MISS K. Porzingis 7' Jump Shot,[204001],1610612742.0,DAL,,,,Porzingis,K. Porzingis,,,,,7.84,Missed,,,,,,,,,,,,,,,,,,
293,PT01M36.00S,2021-04-01T00:37:28.1Z,2,REGULAR,rebound,defensive,[],203935,,,1610612738,41,61,2021-04-01T00:37:30Z,2890000,,,0,,M. Smart REBOUND (Off:1 Def:2),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,292.0,3.0,2.0,1.0,,,,,,,,,,,,,,
294,PT01M32.00S,2021-04-01T00:37:32.1Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1627759,91.5407358738502,46.392463235294116,1610612738,43,61,2021-04-01T00:37:37Z,2900000,-18.0,27.0,1,right,J. Brown running finger roll Layup (12 PTS) (M. Smart 3 AST),"[1627759, 203935]",1610612738.0,BOS,running finger roll,,,Brown,J. Brown,,,,,3.24,Made,,,,,12.0,M. Smart,203935.0,3.0,,,,,,,,,,
296,PT01M10.00S,2021-04-01T00:37:54.5Z,2,REGULAR,3pt,Jump Shot,[],1629029,34.510512483574246,29.235600490196077,1610612742,43,64,2021-04-01T00:38:00Z,2920000,104.0,272.0,1,left,L. Doncic 29' 3PT step back (24 PTS),[1629029],1610612742.0,DAL,step back,,,Doncic,L. Doncic,,,,,29.1,Made,,,,,24.0,,,,,,,,,,,,,
297,PT00M58.00S,2021-04-01T00:38:07.5Z,2,REGULAR,3pt,Jump Shot,[],1629684,69.72733245729303,22.127757352941178,1610612738,43,64,2021-04-01T00:38:12Z,2930000,-139.0,232.0,1,right,MISS G. Williams 27' 3PT,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,27.07,Missed,,,,,,,,,,,,,,,,,,
298,PT00M54.30S,2021-04-01T00:38:11.2Z,2,REGULAR,rebound,defensive,[],1628973,,,1610612742,43,64,2021-04-01T00:38:12Z,2940000,,,0,,J. Brunson REBOUND (Off:0 Def:2),[1628973],1610612742.0,DAL,,,,Brunson,J. Brunson,,,,,,,297.0,2.0,2.0,0.0,,,,,,,,,,,,,,
299,PT00M29.50S,2021-04-01T00:38:36.0Z,2,REGULAR,2pt,Jump Shot,[],1627827,22.815374507227332,73.35324754901961,1610612742,43,64,2021-04-01T00:38:40Z,2950000,-117.0,162.0,1,left,MISS D. Finney-Smith 19' pullup Shot,[1627827],1610612742.0,DAL,pullup,,,Finney-Smith,D. Finney-Smith,,,,,19.97,Missed,,,,,,,,,,,,,,,,,,
300,PT00M27.50S,2021-04-01T00:38:38.0Z,2,REGULAR,rebound,defensive,[],202689,,,1610612738,43,64,2021-04-01T00:38:38Z,2960000,,,0,,K. Walker REBOUND (Off:0 Def:3),[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,299.0,3.0,3.0,0.0,,,,,,,,,,,,,,
301,PT00M20.20S,2021-04-01T00:38:46.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],202689,91.80354796320631,47.372855392156865,1610612738,45,64,2021-04-01T00:38:49Z,2970000,-13.0,25.0,1,right,K. Walker driving Layup (4 PTS),[202689],1610612738.0,BOS,driving,,,Walker,K. Walker,,,,,2.78,Made,,,,,4.0,,,,,,,,,,,,,
302,PT00M06.30S,2021-04-01T00:39:02.4Z,2,REGULAR,3pt,Jump Shot,[],1626196,20.45006570302234,90.01991421568627,1610612742,45,64,2021-04-01T00:39:12Z,2980000,-200.0,140.0,1,left,MISS J. Richardson 24' 3PT,[1626196],1610612742.0,DAL,,,,Richardson,J. Richardson,,,,,24.4,Missed,,,,,,,,,,,,,,,,,,
303,PT00M03.60S,2021-04-01T00:39:05.2Z,2,REGULAR,rebound,defensive,[],1629684,,,1610612738,45,64,2021-04-01T00:39:05Z,2990000,,,0,,G. Williams REBOUND (Off:0 Def:1),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,302.0,1.0,1.0,0.0,,,,,,,,,,,,,,
304,PT00M00.00S,2021-04-01T00:39:09.5Z,2,REGULAR,3pt,Jump Shot,[],202689,54.61563731931669,50.06893382352941,1610612738,45,64,2021-04-01T00:39:15Z,3000000,0.0,374.0,1,right,MISS K. Walker 37' 3PT,[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,37.41,Missed,,,,,,,,,,,,,,,,,,
305,PT00M00.00S,2021-04-01T00:39:11.6Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612738,45,64,2021-04-01T00:39:11Z,3010000,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,304.0,,,,,,,,,,,,,,,,,
306,PT00M00.00S,2021-04-01T00:39:12.6Z,2,REGULAR,period,end,[],0,,,1610612738,45,64,2021-04-01T00:39:12Z,3020000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
307,PT12M00.00S,2021-04-01T00:54:01.5Z,3,REGULAR,substitution,out,['startperiod'],1629684,,,1610612738,45,64,2021-04-01T00:54:19Z,3030000,,,0,,SUB out: G. Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,
308,PT12M00.00S,2021-04-01T00:54:01.5Z,3,REGULAR,substitution,out,['startperiod'],1628973,,,1610612738,45,64,2021-04-01T00:54:19Z,3040000,,,0,,SUB out: J. Brunson,[1628973],1610612742.0,DAL,,,,Brunson,J. Brunson,,,,,,,,,,,,,,,,,,,,,,,,
309,PT12M00.00S,2021-04-01T00:54:01.5Z,3,REGULAR,substitution,in,['startperiod'],1629021,,,1610612738,45,64,2021-04-01T00:54:19Z,3050000,,,0,,SUB in: M. Wagner,[1629021],1610612738.0,BOS,,,,Wagner,M. Wagner,,,,,,,,,,,,,,,,,,,,,,,,
310,PT12M00.00S,2021-04-01T00:54:01.5Z,3,REGULAR,substitution,in,['startperiod'],1628467,,,1610612738,45,64,2021-04-01T00:54:19Z,3060000,,,0,,SUB in: M. Kleber,[1628467],1610612742.0,DAL,,,,Kleber,M. Kleber,,,,,,,,,,,,,,,,,,,,,,,,
311,PT12M00.00S,2021-04-01T00:54:41.2Z,3,REGULAR,period,start,[],0,,,1610612742,45,64,2021-04-01T00:54:41Z,3070000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
312,PT11M43.00S,2021-04-01T00:54:57.9Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],204001,85.10183968462549,50.80422794117647,1610612742,45,66,2021-04-01T00:55:04Z,3080000,4.0,88.0,1,right,K. Porzingis 8' turnaround Jump Shot (11 PTS) (M. Kleber 2 AST),"[204001, 1628467]",1610612742.0,DAL,turnaround,,,Porzingis,K. Porzingis,,,,,8.76,Made,,,,,11.0,M. Kleber,1628467.0,2.0,,,,,,,,,,
314,PT11M23.00S,2021-04-01T00:55:16.4Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629021,9.149145860709593,47.61795343137255,1610612738,45,66,2021-04-01T00:55:22Z,3100000,12.0,34.0,1,left,MISS M. Wagner driving floating Shot - blocked,"[1629021, 204001]",1610612738.0,BOS,driving floating,,,Wagner,M. Wagner,,,,,3.56,Missed,,,,,,,,,Porzingis,204001.0,,,,,,,,
315,PT11M23.00S,2021-04-01T00:55:16.4Z,3,REGULAR,block,,[],204001,,,1610612738,45,66,2021-04-01T00:55:18Z,3110000,,,0,,K. Porzingis BLOCK (2 BLK),[204001],1610612742.0,DAL,,,,Porzingis,K. Porzingis,,,,,,,,,,,,,,,,,,,,,,,,
316,PT11M22.00S,2021-04-01T00:55:17.4Z,3,REGULAR,rebound,defensive,[],204001,,,1610612742,45,66,2021-04-01T00:55:22Z,3120000,,,0,,K. Porzingis REBOUND (Off:1 Def:7),[204001],1610612742.0,DAL,,,,Porzingis,K. Porzingis,,,,,,,314.0,8.0,7.0,1.0,,,,,,,,,,,,,,
317,PT11M16.00S,2021-04-01T00:55:24.4Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1628467,86.81011826544021,3.5003063725490198,1610612742,45,66,2021-04-01T00:55:33Z,3130000,-232.0,71.0,1,right,MISS M. Kleber 24' 3PT,[1628467],1610612742.0,DAL,,,,Kleber,M. Kleber,,,,,24.32,Missed,,,,,,,,,,,,,,,,,,
318,PT11M13.00S,2021-04-01T00:55:27.4Z,3,REGULAR,rebound,defensive,[],1628369,,,1610612738,45,66,2021-04-01T00:55:33Z,3140000,,,0,,J. Tatum REBOUND (Off:0 Def:3),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,317.0,3.0,3.0,0.0,,,,,,,,,,,,,,
319,PT11M06.00S,2021-04-01T00:55:34.6Z,3,REGULAR,3pt,Jump Shot,[],1627759,12.828515111695138,97.86305147058823,1610612738,45,66,2021-04-01T00:55:45Z,3150000,-239.0,68.0,1,left,MISS J. Brown 24' 3PT,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,24.88,Missed,,,,,,,,,,,,,,,,,,
320,PT11M05.00S,2021-04-01T00:55:35.6Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612742,45,66,2021-04-01T00:55:45Z,3160000,,,0,,TEAM defensive REBOUND,[],1610612742.0,DAL,,,,,,,,,,,,319.0,,,,,,,,,,,,,,,,,
321,PT11M05.00S,2021-04-01T00:55:41.1Z,3,REGULAR,foul,personal,[],1629021,,,1610612742,45,66,2021-04-01T00:55:51Z,3170000,,,0,,M. Wagner loose ball personal FOUL (2 PF),"[1629021, 204001]",1610612738.0,BOS,loose ball,,,Wagner,M. Wagner,,,,,,,,,,,,,,,,,,,,2529.0,2.0,0.0,Porzingis,204001.0
323,PT10M54.00S,2021-04-01T00:56:02.1Z,3,REGULAR,3pt,Jump Shot,[],1627827,86.94152431011827,3.010110294117647,1610612742,45,66,2021-04-01T00:56:06Z,3190000,-235.0,70.0,1,right,MISS D. Finney-Smith 24' 3PT,[1627827],1610612742.0,DAL,,,,Finney-Smith,D. Finney-Smith,,,,,24.52,Missed,,,,,,,,,,,,,,,,,,
324,PT10M50.00S,2021-04-01T00:56:06.1Z,3,REGULAR,rebound,defensive,[],203935,,,1610612738,45,66,2021-04-01T00:56:06Z,3200000,,,0,,M. Smart REBOUND (Off:1 Def:3),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,323.0,4.0,3.0,1.0,,,,,,,,,,,,,,
325,PT10M44.00S,2021-04-01T00:56:12.6Z,3,REGULAR,foul,personal,['2freethrow'],1628467,,,1610612738,45,66,2021-04-01T00:56:19Z,3210000,,,0,,M. Kleber shooting personal FOUL (2 PF) (Tatum 2 FT),"[1628467, 1628369]",1610612742.0,DAL,shooting,,,Kleber,M. Kleber,,,,,,,,,,,,,,,,,,,,1626300.0,2.0,0.0,Tatum,1628369.0
327,PT10M44.00S,2021-04-01T00:56:35.2Z,3,REGULAR,freethrow,1 of 2,[],1628369,,,1610612738,46,66,2021-04-01T00:56:35Z,3230000,,,0,,J. Tatum Free Throw 1 of 2 (10 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,Made,,,,,10.0,,,,,,,,,,,,,
328,PT10M44.00S,2021-04-01T00:56:50.5Z,3,REGULAR,freethrow,2 of 2,[],1628369,,,1610612738,47,66,2021-04-01T00:56:50Z,3240000,,,0,,J. Tatum Free Throw 2 of 2 (11 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,Made,,,,,11.0,,,,,,,,,,,,,
329,PT10M31.00S,2021-04-01T00:57:04.8Z,3,REGULAR,3pt,Jump Shot,[],1629029,66.3107752956636,25.314031862745097,1610612742,47,66,2021-04-01T00:57:09Z,3250000,-123.0,264.0,1,right,MISS L. Doncic 29' 3PT,[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,29.16,Missed,,,,,,,,,,,,,,,,,,
330,PT10M28.00S,2021-04-01T00:57:07.8Z,3,REGULAR,rebound,defensive,[],1628369,,,1610612738,47,66,2021-04-01T00:57:09Z,3260000,,,0,,J. Tatum REBOUND (Off:0 Def:4),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,329.0,4.0,4.0,0.0,,,,,,,,,,,,,,
331,PT10M14.00S,2021-04-01T00:57:22.1Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629021,10.200394218134035,38.794424019607845,1610612738,49,66,2021-04-01T00:57:27Z,3270000,56.0,43.0,1,left,M. Wagner 7' driving Layup (2 PTS) (K. Walker 2 AST),"[1629021, 202689]",1610612738.0,BOS,driving,,,Wagner,M. Wagner,,,,,7.08,Made,,,,,2.0,K. Walker,202689.0,2.0,,,,,,,,,,
333,PT09M57.00S,2021-04-01T00:57:40.4Z,3,REGULAR,foul,personal,['2freethrow'],203935,,,1610612742,49,66,2021-04-01T00:57:50Z,3290000,,,0,,M. Smart shooting personal FOUL (1 PF) (Porzingis 2 FT),"[203935, 204001]",1610612738.0,BOS,shooting,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,101283.0,1.0,0.0,Porzingis,204001.0
335,PT09M57.00S,2021-04-01T00:58:12.6Z,3,REGULAR,freethrow,1 of 2,[],204001,,,1610612742,49,66,2021-04-01T00:58:12Z,3310000,,,0,,MISS K. Porzingis Free Throw 1 of 2,[204001],1610612742.0,DAL,,,,Porzingis,K. Porzingis,,,,,,Missed,,,,,,,,,,,,,,,,,,
336,PT09M57.00S,2021-04-01T00:58:12.6Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612742,49,66,2021-04-01T00:58:12Z,3320000,,,0,,TEAM offensive REBOUND,[],1610612742.0,DAL,,,,,,,,,,,,335.0,,,,,,,,,,,,,,,,,
337,PT09M57.00S,2021-04-01T00:58:32.2Z,3,REGULAR,freethrow,2 of 2,[],204001,,,1610612742,49,67,2021-04-01T00:58:32Z,3330000,,,0,,K. Porzingis Free Throw 2 of 2 (12 PTS),[204001],1610612742.0,DAL,,,,Porzingis,K. Porzingis,,,,,,Made,,,,,12.0,,,,,,,,,,,,,
338,PT09M38.00S,2021-04-01T00:58:53.2Z,3,REGULAR,turnover,bad pass,[],1628369,,,1610612738,49,67,2021-04-01T00:58:57Z,3340000,,,0,,J. Tatum bad pass TURNOVER (1 TO),"[1628369, 1627827]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,1.0,Finney-Smith,1627827.0,,,,,
339,PT09M38.00S,2021-04-01T00:58:53.2Z,3,REGULAR,steal,,[],1627827,,,1610612742,49,67,2021-04-01T00:58:54Z,3350000,,,0,,D. Finney-Smith STEAL (2 STL),[1627827],1610612742.0,DAL,,,,Finney-Smith,D. Finney-Smith,,,,,,,,,,,,,,,,,,,,,,,,
340,PT09M32.00S,2021-04-01T00:59:02.4Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612742,49,67,2021-04-01T00:59:02Z,3360000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
341,PT09M22.00S,2021-04-01T00:59:26.3Z,3,REGULAR,turnover,lost ball,[],204001,,,1610612742,49,67,2021-04-01T00:59:29Z,3370000,,,0,,K. Porzingis lost ball TURNOVER (2 TO),"[204001, 1627759]",1610612742.0,DAL,,,,Porzingis,K. Porzingis,,,,,,,,,,,,,,,,,2.0,Brown,1627759.0,,,,,
342,PT09M22.00S,2021-04-01T00:59:26.3Z,3,REGULAR,steal,,[],1627759,,,1610612738,49,67,2021-04-01T00:59:28Z,3380000,,,0,,J. Brown STEAL (3 STL),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,
343,PT09M14.00S,2021-04-01T00:59:35.0Z,3,REGULAR,turnover,bad pass,[],1627759,,,1610612738,49,67,2021-04-01T01:00:03Z,3390000,,,0,,J. Brown bad pass TURNOVER (2 TO),"[1627759, 1628467]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,2.0,Kleber,1628467.0,,,,,
344,PT09M14.00S,2021-04-01T00:59:35.0Z,3,REGULAR,steal,,[],1628467,,,1610612742,49,67,2021-04-01T00:59:36Z,3400000,,,0,,M. Kleber STEAL (1 STL),[1628467],1610612742.0,DAL,,,,Kleber,M. Kleber,,,,,,,,,,,,,,,,,,,,,,,,
345,PT09M13.00S,2021-04-01T00:59:39.4Z,3,REGULAR,foul,personal,['2freethrow'],202689,,,1610612742,49,67,2021-04-01T00:59:55Z,3410000,,,0,,K. Walker shooting personal FOUL (1 PF) (Kleber 2 FT),"[202689, 1628467]",1610612738.0,BOS,shooting,,,Walker,K. Walker,,,,,,,,,,,,,,,,,,,,101283.0,1.0,0.0,Kleber,1628467.0
347,PT09M13.00S,2021-04-01T01:00:04.1Z,3,REGULAR,freethrow,1 of 2,"['fromturnover', 'fastbreak']",1628467,,,1610612742,49,68,2021-04-01T01:00:04Z,3430000,,,0,,M. Kleber Free Throw 1 of 2 (1 PTS),[1628467],1610612742.0,DAL,,,,Kleber,M. Kleber,,,,,,Made,,,,,1.0,,,,,,,,,,,,,
348,PT09M13.00S,2021-04-01T01:00:17.2Z,3,REGULAR,freethrow,2 of 2,"['fastbreak', 'fromturnover']",1628467,,,1610612742,49,69,2021-04-01T01:00:17Z,3440000,,,0,,M. Kleber Free Throw 2 of 2 (2 PTS),[1628467],1610612742.0,DAL,,,,Kleber,M. Kleber,,,,,,Made,,,,,2.0,,,,,,,,,,,,,
349,PT09M04.00S,2021-04-01T01:00:29.3Z,3,REGULAR,foul,personal,['2freethrow'],204001,,,1610612738,49,69,2021-04-01T01:00:37Z,3450000,,,0,,K. Porzingis shooting personal FOUL (2 PF) (Walker 2 FT),"[204001, 202689]",1610612742.0,DAL,shooting,,,Porzingis,K. Porzingis,,,,,,,,,,,,,,,,,,,,101283.0,2.0,0.0,Walker,202689.0
351,PT09M04.00S,2021-04-01T01:01:00.2Z,3,REGULAR,freethrow,1 of 2,[],202689,,,1610612738,50,69,2021-04-01T01:01:00Z,3470000,,,0,,K. Walker Free Throw 1 of 2 (5 PTS),[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,Made,,,,,5.0,,,,,,,,,,,,,
352,PT09M04.00S,2021-04-01T01:01:12.2Z,3,REGULAR,freethrow,2 of 2,[],202689,,,1610612738,51,69,2021-04-01T01:01:12Z,3480000,,,0,,K. Walker Free Throw 2 of 2 (6 PTS),[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,Made,,,,,6.0,,,,,,,,,,,,,
353,PT08M52.00S,2021-04-01T01:01:30.0Z,3,REGULAR,turnover,backcourt,[],1629029,,,1610612742,51,69,2021-04-01T01:01:36Z,3490000,,,0,,L. Doncic backcourt TURNOVER (3 TO),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,,,,,,,,,,,3.0,,,1626300.0,,,,
