actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,value
86,PT04M14.00S,2021-04-22T23:23:23.4Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],202684,6.915243101182654,48.10814950980392,1610612738,21,11,2021-04-22T23:23:28Z,820000,9.0,13.0,1,left,T. Thompson cutting DUNK (4 PTS) (K. Walker 1 AST),"[202684, 202689]",1610612738.0,BOS,cutting,,,Thompson,T. Thompson,,,,,1.57,Made,,,,,4.0,K. Walker,202689.0,1.0,,,,,,,,,,,
88,PT04M14.00S,2021-04-22T23:23:27.9Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612756,21,11,2021-04-22T23:23:27Z,840000,,,0,,PHX Timeout,[],1610612756.0,PHX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,PT04M14.00S,2021-04-22T23:25:53.2Z,1,REGULAR,substitution,out,[],1629028,,,1610612756,21,11,2021-04-22T23:26:06Z,850000,,,0,,SUB out: D. Ayton,[1629028],1610612756.0,PHX,,,,Ayton,D. Ayton,,,,,,,,,,,,,,,,,,,,,,,,,
90,PT04M14.00S,2021-04-22T23:25:53.2Z,1,REGULAR,substitution,in,[],203967,,,1610612756,21,11,2021-04-22T23:26:06Z,860000,,,0,,SUB in: D. Saric,[203967],1610612756.0,PHX,,,,Saric,D. Saric,,,,,,,,,,,,,,,,,,,,,,,,,
91,PT03M50.00S,2021-04-22T23:26:43.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1626164,92.9862023653088,54.72579656862745,1610612756,21,13,2021-04-22T23:26:49Z,870000,24.0,13.0,1,right,D. Booker driving finger roll Layup (5 PTS),[1626164],1610612756.0,PHX,driving finger roll,,,Booker,D. Booker,,,,,2.71,Made,,,,,5.0,,,,,,,,,,,,,,
92,PT03M31.00S,2021-04-22T23:27:01.7Z,1,REGULAR,turnover,bad pass,[],202689,,,1610612738,21,13,2021-04-22T23:27:06Z,880000,,,0,,K. Walker bad pass TURNOVER (1 TO),"[202689, 203967]",1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,,,,,,,,,,,,,,1.0,Saric,203967.0,,,
93,PT03M31.00S,2021-04-22T23:27:01.7Z,1,REGULAR,steal,,[],203967,,,1610612756,21,13,2021-04-22T23:27:03Z,890000,,,0,,D. Saric STEAL (1 STL),[203967],1610612756.0,PHX,,,,Saric,D. Saric,,,,,,,,,,,,,,,,,,,,,,,,,
94,PT03M25.00S,2021-04-22T23:27:07.5Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1628470,85.62746386333771,4.235600490196079,1610612756,21,16,2021-04-22T23:27:13Z,900000,-229.0,83.0,1,right,T. Craig 24' 3PT  (3 PTS) (M. Bridges 1 AST),"[1628470, 1628969]",1610612756.0,PHX,,,,Craig,T. Craig,,,,,24.33,Made,,,,,3.0,M. Bridges,1628969.0,1.0,,,,,,,,,,,
97,PT03M05.00S,2021-04-22T23:27:27.6Z,1,REGULAR,3pt,Jump Shot,[],203935,30.962549277266753,28.010110294117645,1610612738,21,16,2021-04-22T23:27:36Z,920000,110.0,239.0,1,left,MISS M. Smart 26' 3PT,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,26.26,Missed,,,,,,,,,,,,,,,,,,,
98,PT03M03.00S,2021-04-22T23:27:29.6Z,1,REGULAR,rebound,defensive,[],1626166,,,1610612756,21,16,2021-04-22T23:27:36Z,930000,,,0,,C. Payne REBOUND (Off:0 Def:1),[1626166],1610612756.0,PHX,,,,Payne,C. Payne,,,,,,,97.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
99,PT02M48.00S,2021-04-22T23:27:44.9Z,1,REGULAR,3pt,Jump Shot,[],1628969,88.38699080157687,3.5003063725490198,1610612756,21,16,2021-04-22T23:27:50Z,940000,-232.0,57.0,1,right,MISS M. Bridges 3PT,[1628969],1610612756.0,PHX,,,,Bridges,M. Bridges,,,,,23.93,Missed,,,,,,,,,,,,,,,,,,,
100,PT02M45.00S,2021-04-22T23:27:47.9Z,1,REGULAR,rebound,offensive,[],1628470,,,1610612756,21,16,2021-04-22T23:27:50Z,950000,,,0,,T. Craig REBOUND (Off:1 Def:0),[1628470],1610612756.0,PHX,,,,Craig,T. Craig,,,,,,,99.0,1.0,0.0,1.0,,,,,,,,,,,,,,,
101,PT02M37.00S,2021-04-22T23:27:55.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203967,91.67214191852825,47.86305147058824,1610612756,21,18,2021-04-22T23:28:00Z,960000,-11.0,26.0,1,right,D. Saric cutting Layup (2 PTS) (D. Booker 1 AST),"[203967, 1626164]",1610612756.0,PHX,cutting,,,Saric,D. Saric,,,,,2.79,Made,,,,,2.0,D. Booker,1626164.0,1.0,,,,,,,,,,,
103,PT02M08.00S,2021-04-22T23:28:26.1Z,1,REGULAR,turnover,shot clock,['team'],0,,,1610612738,21,18,2021-04-22T23:28:31Z,980000,,,0,,BOS shot clock Team TURNOVER,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,1662.0,,,,,,,,,,
104,PT02M08.00S,2021-04-22T23:28:29.2Z,1,REGULAR,substitution,out,[],202684,,,1610612756,21,18,2021-04-22T23:28:44Z,990000,,,0,,SUB out: T. Thompson,[202684],1610612738.0,BOS,,,,Thompson,T. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,
105,PT02M08.00S,2021-04-22T23:28:29.2Z,1,REGULAR,substitution,out,[],1628969,,,1610612756,21,18,2021-04-22T23:28:44Z,1000000,,,0,,SUB out: M. Bridges,[1628969],1610612756.0,PHX,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,,,,,,,,
106,PT02M08.00S,2021-04-22T23:28:29.2Z,1,REGULAR,substitution,in,[],1629684,,,1610612756,21,18,2021-04-22T23:28:44Z,1010000,,,0,,SUB in: G. Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
119,PT02M08.00S,2021-04-22T23:28:29.2Z,1,REGULAR,substitution,in,[],1629661,,,1610612756,21,18,2021-04-22T23:29:53Z,1025000,,,0,,SUB in: C. Johnson,[1629661],1610612756.0,PHX,,,,Johnson,C. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,
108,PT02M00.00S,2021-04-22T23:28:59.4Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1626166,62.76281208935611,54.23560049019608,1610612756,21,21,2021-04-22T23:29:06Z,1030000,21.0,298.0,1,right,C. Payne 29' 3PT  (3 PTS) (C. Johnson 1 AST),"[1626166, 1629661]",1610612756.0,PHX,,,,Payne,C. Payne,,,,,29.83,Made,,,,,3.0,C. Johnson,1629661.0,1.0,,,,,,,,,,,
110,PT01M33.00S,2021-04-22T23:29:27.0Z,1,REGULAR,turnover,lost ball,[],202689,,,1610612738,21,21,2021-04-22T23:29:59Z,1050000,,,0,,K. Walker lost ball TURNOVER (2 TO),"[202689, 203967]",1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,,,,,,,,,,,,,,2.0,Saric,203967.0,,,
111,PT01M33.00S,2021-04-22T23:29:27.0Z,1,REGULAR,steal,,[],203967,,,1610612756,21,21,2021-04-22T23:29:30Z,1060000,,,0,,D. Saric STEAL (2 STL),[203967],1610612756.0,PHX,,,,Saric,D. Saric,,,,,,,,,,,,,,,,,,,,,,,,,
112,PT01M23.00S,2021-04-22T23:29:36.8Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1628470,79.58278580814718,6.931678921568627,1610612756,21,21,2021-04-22T23:30:03Z,1070000,-215.0,139.0,1,right,MISS T. Craig 25' 3PT,[1628470],1610612756.0,PHX,,,,Craig,T. Craig,,,,,25.65,Missed,,,,,,,,,,,,,,,,,,,
113,PT01M21.00S,2021-04-22T23:29:38.8Z,1,REGULAR,rebound,defensive,[],202689,,,1610612738,21,21,2021-04-22T23:34:48Z,1080000,,,0,,K. Walker REBOUND (Off:0 Def:1),[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,112.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
114,PT01M20.00S,2021-04-22T23:29:46.5Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612738,21,21,2021-04-22T23:29:46Z,1090000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,PT01M20.00S,2021-04-22T23:29:47.1Z,1,REGULAR,substitution,out,[],202689,,,1610612738,21,21,2021-04-22T23:29:51Z,1100000,,,0,,SUB out: K. Walker,[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,,,,,,,,,,,,,,,,,,,
116,PT01M20.00S,2021-04-22T23:29:47.1Z,1,REGULAR,substitution,out,[],1629641,,,1610612738,21,21,2021-04-22T23:29:51Z,1110000,,,0,,SUB out: R. Langford,[1629641],1610612738.0,BOS,,,,Langford,R. Langford,,,,,,,,,,,,,,,,,,,,,,,,,
117,PT01M20.00S,2021-04-22T23:29:47.1Z,1,REGULAR,substitution,in,[],1628369,,,1610612738,21,21,2021-04-22T23:29:51Z,1120000,,,0,,SUB in: J. Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,
118,PT01M20.00S,2021-04-22T23:29:47.1Z,1,REGULAR,substitution,in,[],1630202,,,1610612738,21,21,2021-04-22T23:29:51Z,1130000,,,0,,SUB in: P. Pritchard,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,,,,,,,,
120,PT01M06.00S,2021-04-22T23:30:12.2Z,1,REGULAR,3pt,Jump Shot,[],203935,31.09395532194481,31.93167892156863,1610612738,24,21,2021-04-22T23:30:17Z,1140000,90.0,240.0,1,left,M. Smart 25' 3PT pullup (5 PTS),[203935],1610612738.0,BOS,pullup,,,Smart,M. Smart,,,,,25.62,Made,,,,,5.0,,,,,,,,,,,,,,
121,PT00M48.70S,2021-04-22T23:30:29.7Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],203967,87.72996057818659,52.029718137254896,1610612756,24,21,2021-04-22T23:30:37Z,1150000,10.0,63.0,1,right,MISS D. Saric 6' Hook,[203967],1610612756.0,PHX,,,,Saric,D. Saric,,,,,6.36,Missed,,,,,,,,,,,,,,,,,,,
122,PT00M46.60S,2021-04-22T23:30:32.8Z,1,REGULAR,rebound,defensive,[],203953,,,1610612738,24,21,2021-04-22T23:30:32Z,1160000,,,0,,J. Parker REBOUND (Off:0 Def:1),[203953],1610612738.0,BOS,,,,Parker,J. Parker,,,,,,,121.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
123,PT00M40.90S,2021-04-22T23:30:39.7Z,1,REGULAR,foul,offensive,[],1629684,,,1610612738,24,21,2021-04-22T23:35:52Z,1170000,,,0,,G. Williams offensive FOUL (1 PF),"[1629684, 1626164]",1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,1627962.0,1.0,0.0,Booker,1626164.0,,,,,,
125,PT00M40.90S,2021-04-22T23:30:39.7Z,1,REGULAR,turnover,offensive foul,[],1629684,,,1610612738,24,21,2021-04-22T23:30:39Z,1190000,,,0,,G. Williams offensive foul TURNOVER (1 TO),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,1627962.0,,,,,1.0,,,,,
126,PT00M40.90S,2021-04-22T23:30:51.7Z,1,REGULAR,substitution,out,[],1626166,,,1610612756,24,21,2021-04-22T23:30:55Z,1200000,,,0,,SUB out: C. Payne,[1626166],1610612756.0,PHX,,,,Payne,C. Payne,,,,,,,,,,,,,,,,,,,,,,,,,
127,PT00M40.90S,2021-04-22T23:30:51.7Z,1,REGULAR,substitution,in,[],101108,,,1610612756,24,21,2021-04-22T23:30:55Z,1210000,,,0,,SUB in: C. Paul,[101108],1610612756.0,PHX,,,,Paul,C. Paul,,,,,,,,,,,,,,,,,,,,,,,,,
128,PT00M40.90S,2021-04-22T23:31:13.1Z,1,REGULAR,substitution,out,[],1628470,,,1610612756,24,21,2021-04-22T23:31:18Z,1220000,,,0,,SUB out: T. Craig,[1628470],1610612756.0,PHX,,,,Craig,T. Craig,,,,,,,,,,,,,,,,,,,,,,,,,
129,PT00M40.90S,2021-04-22T23:31:13.1Z,1,REGULAR,substitution,in,[],1626166,,,1610612756,24,21,2021-04-22T23:31:18Z,1230000,,,0,,SUB in: C. Payne,[1626166],1610612756.0,PHX,,,,Payne,C. Payne,,,,,,,,,,,,,,,,,,,,,,,,,
130,PT00M34.50S,2021-04-22T23:31:21.0Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],1626164,78.0059132720105,34.38265931372549,1610612756,24,21,2021-04-22T23:36:38Z,1240000,-78.0,154.0,1,right,MISS D. Booker 17' pullup Shot,[1626164],1610612756.0,PHX,pullup,,,Booker,D. Booker,,,,,17.29,Missed,,,,,,,,,,,,,,,,,,,
131,PT00M32.70S,2021-04-22T23:31:22.8Z,1,REGULAR,rebound,defensive,[],1630202,,,1610612738,24,21,2021-04-22T23:31:37Z,1250000,,,0,,P. Pritchard REBOUND (Off:0 Def:1),[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,130.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
132,PT00M25.30S,2021-04-22T23:31:30.6Z,1,REGULAR,foul,personal,['2freethrow'],1629661,,,1610612738,24,21,2021-04-22T23:31:40Z,1260000,,,0,,C. Johnson shooting personal FOUL (2 PF) (Tatum 2 FT),"[1629661, 1628369]",1610612756.0,PHX,shooting,,,Johnson,C. Johnson,,,,,,,,,,,,,,,1627962.0,2.0,0.0,Tatum,1628369.0,,,,,,
134,PT00M25.30S,2021-04-22T23:32:02.9Z,1,REGULAR,freethrow,1 of 2,[],1628369,,,1610612738,25,21,2021-04-22T23:32:02Z,1280000,,,0,,J. Tatum Free Throw 1 of 2 (3 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,Made,,,,,3.0,,,,,,,,,,,,,,
135,PT00M25.30S,2021-04-22T23:32:16.2Z,1,REGULAR,freethrow,2 of 2,[],1628369,,,1610612738,26,21,2021-04-22T23:32:16Z,1290000,,,0,,J. Tatum Free Throw 2 of 2 (4 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,Made,,,,,4.0,,,,,,,,,,,,,,
136,PT00M06.00S,2021-04-22T23:32:41.7Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612756,26,21,2021-04-22T23:32:41Z,1300000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,PT00M06.00S,2021-04-22T23:32:54.2Z,1,REGULAR,substitution,out,[],203953,,,1610612756,26,21,2021-04-22T23:32:59Z,1310000,,,0,,SUB out: J. Parker,[203953],1610612738.0,BOS,,,,Parker,J. Parker,,,,,,,,,,,,,,,,,,,,,,,,,
138,PT00M06.00S,2021-04-22T23:32:54.2Z,1,REGULAR,substitution,in,[],202684,,,1610612756,26,21,2021-04-22T23:32:59Z,1320000,,,0,,SUB in: T. Thompson,[202684],1610612738.0,BOS,,,,Thompson,T. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,
139,PT00M02.70S,2021-04-22T23:33:09.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629661,85.62746386333771,47.127757352941174,1610612756,26,21,2021-04-22T23:33:18Z,1330000,-14.0,83.0,1,right,MISS C. Johnson 8' driving floating Shot,[1629661],1610612756.0,PHX,driving floating,,,Johnson,C. Johnson,,,,,8.38,Missed,,,,,,,,,,,,,,,,,,,
140,PT00M01.30S,2021-04-22T23:33:10.6Z,1,REGULAR,rebound,defensive,[],1630202,,,1610612738,26,21,2021-04-22T23:33:18Z,1340000,,,0,,P. Pritchard REBOUND (Off:0 Def:2),[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,139.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
141,PT00M00.30S,2021-04-22T23:33:13.2Z,1,REGULAR,3pt,Jump Shot,[],1630202,51.593298291721425,49.08854166666667,1610612738,26,21,2021-04-22T23:33:32Z,1350000,5.0,432.0,1,left,MISS P. Pritchard 43' running pullup 3PT,[1630202],1610612738.0,BOS,running pullup,,,Pritchard,P. Pritchard,,,,,43.25,Missed,,,,,,,,,,,,,,,,,,,
142,PT00M00.10S,2021-04-22T23:33:13.4Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612738,26,21,2021-04-22T23:33:32Z,1360000,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,141.0,,,,,,,,,,,,,,,,,,
143,PT00M00.00S,2021-04-22T23:33:18.3Z,1,REGULAR,period,end,[],0,,,1610612738,26,21,2021-04-22T23:33:18Z,1370000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,PT12M00.00S,2021-04-22T23:35:30.9Z,2,REGULAR,substitution,out,['startperiod'],203935,,,1610612738,26,21,2021-04-22T23:35:57Z,1380000,,,0,,SUB out: M. Smart,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,,
145,PT12M00.00S,2021-04-22T23:35:30.9Z,2,REGULAR,substitution,out,['startperiod'],202684,,,1610612738,26,21,2021-04-22T23:35:57Z,1390000,,,0,,SUB out: T. Thompson,[202684],1610612738.0,BOS,,,,Thompson,T. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,
146,PT12M00.00S,2021-04-22T23:35:30.9Z,2,REGULAR,substitution,out,['startperiod'],1626164,,,1610612738,26,21,2021-04-22T23:35:57Z,1400000,,,0,,SUB out: D. Booker,[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,,,,,,,,,,,,,,,,,,,,,
147,PT12M00.00S,2021-04-22T23:35:30.9Z,2,REGULAR,substitution,out,['startperiod'],1626166,,,1610612738,26,21,2021-04-22T23:35:57Z,1410000,,,0,,SUB out: C. Payne,[1626166],1610612756.0,PHX,,,,Payne,C. Payne,,,,,,,,,,,,,,,,,,,,,,,,,
148,PT12M00.00S,2021-04-22T23:35:30.9Z,2,REGULAR,substitution,out,['startperiod'],1629661,,,1610612738,26,21,2021-04-22T23:35:57Z,1420000,,,0,,SUB out: C. Johnson,[1629661],1610612756.0,PHX,,,,Johnson,C. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,
149,PT12M00.00S,2021-04-22T23:35:30.9Z,2,REGULAR,substitution,in,['startperiod'],203953,,,1610612738,26,21,2021-04-22T23:35:57Z,1430000,,,0,,SUB in: J. Parker,[203953],1610612738.0,BOS,,,,Parker,J. Parker,,,,,,,,,,,,,,,,,,,,,,,,,
150,PT12M00.00S,2021-04-22T23:35:30.9Z,2,REGULAR,substitution,in,['startperiod'],1628400,,,1610612738,26,21,2021-04-22T23:35:57Z,1440000,,,0,,SUB in: S. Ojeleye,[1628400],1610612738.0,BOS,,,,Ojeleye,S. Ojeleye,,,,,,,,,,,,,,,,,,,,,,,,,
151,PT12M00.00S,2021-04-22T23:35:30.9Z,2,REGULAR,substitution,in,['startperiod'],1628975,,,1610612738,26,21,2021-04-22T23:35:57Z,1450000,,,0,,SUB in: J. Carter,[1628975],1610612756.0,PHX,,,,Carter,J. Carter,,,,,,,,,,,,,,,,,,,,,,,,,
152,PT12M00.00S,2021-04-22T23:35:30.9Z,2,REGULAR,substitution,in,['startperiod'],1628470,,,1610612738,26,21,2021-04-22T23:35:57Z,1460000,,,0,,SUB in: T. Craig,[1628470],1610612756.0,PHX,,,,Craig,T. Craig,,,,,,,,,,,,,,,,,,,,,,,,,
153,PT12M00.00S,2021-04-22T23:35:30.9Z,2,REGULAR,substitution,in,['startperiod'],1628969,,,1610612738,26,21,2021-04-22T23:35:57Z,1470000,,,0,,SUB in: M. Bridges,[1628969],1610612756.0,PHX,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,,,,,,,,
154,PT12M00.00S,2021-04-22T23:36:03.6Z,2,REGULAR,period,start,[],0,,,1610612738,26,21,2021-04-22T23:36:03Z,1480000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155,PT11M49.00S,2021-04-22T23:36:13.3Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],203953,7.178055190538765,47.61795343137255,1610612738,28,21,2021-04-22T23:36:17Z,1490000,12.0,15.0,1,left,J. Parker driving DUNK (4 PTS) (J. Tatum 5 AST),"[203953, 1628369]",1610612738.0,BOS,driving,,,Parker,J. Parker,,,,,1.91,Made,,,,,4.0,J. Tatum,1628369.0,5.0,,,,,,,,,,,
157,PT11M23.00S,2021-04-22T23:36:38.9Z,2,REGULAR,3pt,Jump Shot,[],1628470,66.44218134034165,69.67677696078431,1610612756,28,21,2021-04-22T23:36:43Z,1510000,98.0,263.0,1,right,MISS T. Craig 28' 3PT,[1628470],1610612756.0,PHX,,,,Craig,T. Craig,,,,,28.07,Missed,,,,,,,,,,,,,,,,,,,
158,PT11M21.00S,2021-04-22T23:36:40.9Z,2,REGULAR,rebound,defensive,[],203953,,,1610612738,28,21,2021-04-22T23:36:43Z,1520000,,,0,,J. Parker REBOUND (Off:0 Def:2),[203953],1610612738.0,BOS,,,,Parker,J. Parker,,,,,,,157.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
159,PT11M14.00S,2021-04-22T23:36:48.6Z,2,REGULAR,3pt,Jump Shot,[],1628369,27.020367936925098,80.21599264705883,1610612738,28,21,2021-04-22T23:36:55Z,1530000,-151.0,201.0,1,left,MISS J. Tatum 25' pullup 3PT,[1628369],1610612738.0,BOS,pullup,,,Tatum,J. Tatum,,,,,25.19,Missed,,,,,,,,,,,,,,,,,,,
160,PT11M12.00S,2021-04-22T23:36:50.6Z,2,REGULAR,rebound,defensive,[],1628470,,,1610612756,28,21,2021-04-22T23:36:55Z,1540000,,,0,,T. Craig REBOUND (Off:1 Def:1),[1628470],1610612756.0,PHX,,,,Craig,T. Craig,,,,,,,159.0,2.0,1.0,1.0,,,,,,,,,,,,,,,
161,PT11M03.00S,2021-04-22T23:36:59.6Z,2,REGULAR,turnover,bad pass,[],203967,,,1610612756,28,21,2021-04-22T23:37:04Z,1550000,,,0,,D. Saric bad pass TURNOVER (1 TO),"[203967, 1628369]",1610612756.0,PHX,,,,Saric,D. Saric,,,,,,,,,,,,,,,,,,,,1.0,Tatum,1628369.0,,,
162,PT11M03.00S,2021-04-22T23:36:59.6Z,2,REGULAR,steal,,[],1628369,,,1610612738,28,21,2021-04-22T23:37:01Z,1560000,,,0,,J. Tatum STEAL (1 STL),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,
163,PT10M49.00S,2021-04-22T23:37:13.5Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],203953,32.14520367936925,40.01991421568628,1610612738,28,21,2021-04-22T23:37:19Z,1570000,50.0,250.0,1,left,MISS J. Parker 25' 3PT,[203953],1610612738.0,BOS,,,,Parker,J. Parker,,,,,25.46,Missed,,,,,,,,,,,,,,,,,,,
164,PT10M47.00S,2021-04-22T23:37:15.5Z,2,REGULAR,rebound,defensive,[],1628470,,,1610612756,28,21,2021-04-22T23:37:19Z,1580000,,,0,,T. Craig REBOUND (Off:1 Def:2),[1628470],1610612756.0,PHX,,,,Craig,T. Craig,,,,,,,163.0,3.0,2.0,1.0,,,,,,,,,,,,,,,
165,PT10M42.00S,2021-04-22T23:37:20.2Z,2,REGULAR,turnover,bad pass,[],1628470,,,1610612756,28,21,2021-04-22T23:37:25Z,1590000,,,0,,T. Craig bad pass TURNOVER (1 TO),"[1628470, 1630202]",1610612756.0,PHX,,,,Craig,T. Craig,,,,,,,,,,,,,,,,,,,,1.0,Pritchard,1630202.0,,,
166,PT10M42.00S,2021-04-22T23:37:20.2Z,2,REGULAR,steal,,[],1630202,,,1610612738,28,21,2021-04-22T23:37:22Z,1600000,,,0,,P. Pritchard STEAL (1 STL),[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,,,,,,,,
167,PT10M39.00S,2021-04-22T23:37:25.2Z,2,REGULAR,foul,personal,['2freethrow'],1628470,,,1610612738,28,21,2021-04-22T23:37:34Z,1610000,,,0,,T. Craig shooting personal FOUL (1 PF) (Pritchard 2 FT),"[1628470, 1630202]",1610612756.0,PHX,shooting,,,Craig,T. Craig,,,,,,,,,,,,,,,1627962.0,1.0,0.0,Pritchard,1630202.0,,,,,,
169,PT10M39.00S,2021-04-22T23:37:49.7Z,2,REGULAR,freethrow,1 of 2,"['fromturnover', 'fastbreak']",1630202,,,1610612738,29,21,2021-04-22T23:38:25Z,1630000,,,0,,P. Pritchard Free Throw 1 of 2 (1 PTS),[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,Made,,,,,1.0,,,,,,,,,,,,,,
170,PT10M39.00S,2021-04-22T23:37:49.7Z,2,REGULAR,freethrow,2 of 2,"['fastbreak', 'fromturnover']",1630202,,,1610612738,30,21,2021-04-22T23:38:25Z,1640000,,,0,,P. Pritchard Free Throw 2 of 2 (2 PTS),[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,Made,,,,,2.0,,,,,,,,,,,,,,
171,PT10M20.00S,2021-04-22T23:38:26.6Z,2,REGULAR,turnover,bad pass,[],1628975,,,1610612756,30,21,2021-04-22T23:38:30Z,1650000,,,0,,J. Carter bad pass TURNOVER (1 TO),"[1628975, 203953]",1610612756.0,PHX,,,,Carter,J. Carter,,,,,,,,,,,,,,,,,,,,1.0,Parker,203953.0,,,
172,PT10M20.00S,2021-04-22T23:38:26.6Z,2,REGULAR,steal,,[],203953,,,1610612738,30,21,2021-04-22T23:38:28Z,1660000,,,0,,J. Parker STEAL (1 STL),[203953],1610612738.0,BOS,,,,Parker,J. Parker,,,,,,,,,,,,,,,,,,,,,,,,,
173,PT10M16.00S,2021-04-22T23:38:30.4Z,2,REGULAR,3pt,Jump Shot,"['fastbreak', 'fromturnover']",1628400,28.86005256241787,24.333639705882355,1610612738,33,21,2021-04-22T23:38:45Z,1670000,128.0,219.0,1,left,S. Ojeleye 25' 3PT running pullup (3 PTS) (J. Parker 1 AST),"[1628400, 203953]",1610612738.0,BOS,running pullup,,,Ojeleye,S. Ojeleye,,,,,25.36,Made,,,,,3.0,J. Parker,203953.0,1.0,,,,,,,,,,,
175,PT10M05.00S,2021-04-22T23:38:43.0Z,2,REGULAR,3pt,Jump Shot,[],101108,68.15045992115637,73.84344362745098,1610612756,33,21,2021-04-22T23:38:51Z,1690000,119.0,247.0,1,right,MISS C. Paul 27' 3PT,[101108],1610612756.0,PHX,,,,Paul,C. Paul,,,,,27.42,Missed,,,,,,,,,,,,,,,,,,,
176,PT10M03.00S,2021-04-22T23:38:45.0Z,2,REGULAR,rebound,defensive,[],1628400,,,1610612738,33,21,2021-04-22T23:38:51Z,1700000,,,0,,S. Ojeleye REBOUND (Off:0 Def:1),[1628400],1610612738.0,BOS,,,,Ojeleye,S. Ojeleye,,,,,,,175.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
