actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,value
20,PT10M11.00S,2021-04-22T23:12:37.0Z,1,REGULAR,2pt,Jump Shot,[],1628369,19.398817345597898,31.196384803921568,1610612738,4,2,2021-04-22T23:12:56Z,200000,94.0,130.0,1,left,MISS J. Tatum 16' step back Shot,[1628369],1610612738.0,BOS,step back,,,Tatum,J. Tatum,,,,,16.03,Missed,,,,,,,,,,,,,,,,,,,
23,PT10M09.00S,2021-04-22T23:12:39.0Z,1,REGULAR,rebound,defensive,[],1626164,,,1610612756,4,2,2021-04-22T23:14:06Z,205000,,,0,,D. Booker REBOUND (Off:0 Def:1),[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,,,20.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
21,PT10M00.00S,2021-04-22T23:12:48.2Z,1,REGULAR,2pt,Jump Shot,[],1629028,76.16622864651774,49.82383578431372,1610612756,4,2,2021-04-22T23:13:01Z,210000,-1.0,172.0,1,right,MISS D. Ayton 17' Jump Shot,[1629028],1610612756.0,PHX,,,,Ayton,D. Ayton,,,,,17.15,Missed,,,,,,,,,,,,,,,,,,,
22,PT09M58.00S,2021-04-22T23:12:50.2Z,1,REGULAR,rebound,defensive,[],1628369,,,1610612738,4,2,2021-04-22T23:13:01Z,220000,,,0,,J. Tatum REBOUND (Off:0 Def:4),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,21.0,4.0,4.0,0.0,,,,,,,,,,,,,,,
24,PT09M43.00S,2021-04-22T23:13:05.1Z,1,REGULAR,2pt,Hook,[],202684,11.383048620236531,33.15716911764706,1610612738,4,2,2021-04-22T23:13:12Z,230000,84.0,55.0,1,left,MISS T. Thompson 10' driving Hook,[202684],1610612738.0,BOS,driving,,,Thompson,T. Thompson,,,,,10.03,Missed,,,,,,,,,,,,,,,,,,,
25,PT09M41.00S,2021-04-22T23:13:07.1Z,1,REGULAR,rebound,defensive,[],101108,,,1610612756,4,2,2021-04-22T23:13:12Z,240000,,,0,,C. Paul REBOUND (Off:0 Def:1),[101108],1610612756.0,PHX,,,,Paul,C. Paul,,,,,,,24.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
26,PT09M34.00S,2021-04-22T23:13:14.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628969,87.07293035479631,64.28462009803921,1610612756,4,4,2021-04-22T23:13:21Z,250000,71.0,69.0,1,right,M. Bridges 9' fadeaway Jump Shot (2 PTS),[1628969],1610612756.0,PHX,fadeaway,,,Bridges,M. Bridges,,,,,9.93,Made,,,,,2.0,,,,,,,,,,,,,,
27,PT09M19.00S,2021-04-22T23:13:30.1Z,1,REGULAR,foul,personal,[],1629661,,,1610612738,4,4,2021-04-22T23:13:45Z,260000,,,0,,C. Johnson personal FOUL (1 PF),"[1629661, 202689]",1610612756.0,PHX,,,,Johnson,C. Johnson,,,,,,,,,,,,,,,1627961.0,1.0,0.0,Walker,202689.0,,,,,,
29,PT09M10.00S,2021-04-22T23:13:56.3Z,1,REGULAR,3pt,Jump Shot,[],202689,12.040078843626807,3.7454044117647056,1610612738,7,4,2021-04-22T23:14:01Z,280000,231.0,61.0,1,left,K. Walker 3PT  (5 PTS) (J. Tatum 3 AST),"[202689, 1628369]",1610612738.0,BOS,,,,Walker,K. Walker,,,,,23.91,Made,,,,,5.0,J. Tatum,1628369.0,3.0,,,,,,,,,,,
31,PT08M49.00S,2021-04-22T23:14:17.3Z,1,REGULAR,2pt,Jump Shot,[],1626164,79.31997371879106,45.166973039215684,1610612756,7,6,2021-04-22T23:14:26Z,300000,-24.0,142.0,1,right,D. Booker 14' driving floating Jump Shot (2 PTS),[1626164],1610612756.0,PHX,driving floating,,,Booker,D. Booker,,,,,14.39,Made,,,,,2.0,,,,,,,,,,,,,,
32,PT08M35.00S,2021-04-22T23:14:31.0Z,1,REGULAR,2pt,Jump Shot,[],1628369,21.50131406044678,44.676776960784316,1610612738,7,6,2021-04-22T23:14:39Z,310000,27.0,150.0,1,left,MISS J. Tatum 15' turnaround fadeaway Shot,[1628369],1610612738.0,BOS,turnaround fadeaway,,,Tatum,J. Tatum,,,,,15.19,Missed,,,,,,,,,,,,,,,,,,,
33,PT08M32.00S,2021-04-22T23:14:34.8Z,1,REGULAR,rebound,offensive,[],202684,,,1610612738,7,6,2021-04-22T23:14:34Z,320000,,,0,,T. Thompson REBOUND (Off:1 Def:0),[202684],1610612738.0,BOS,,,,Thompson,T. Thompson,,,,,,,32.0,1.0,0.0,1.0,,,,,,,,,,,,,,,
34,PT08M30.00S,2021-04-22T23:14:36.6Z,1,REGULAR,turnover,lost ball,[],202684,,,1610612738,7,6,2021-04-22T23:14:42Z,330000,,,0,,T. Thompson lost ball TURNOVER (1 TO),"[202684, 1629661]",1610612738.0,BOS,,,,Thompson,T. Thompson,,,,,,,,,,,,,,,,,,,,1.0,Johnson,1629661.0,,,
35,PT08M30.00S,2021-04-22T23:14:36.6Z,1,REGULAR,steal,,[],1629661,,,1610612756,7,6,2021-04-22T23:14:38Z,340000,,,0,,C. Johnson STEAL (1 STL),[1629661],1610612756.0,PHX,,,,Johnson,C. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,
36,PT08M29.00S,2021-04-22T23:14:39.6Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1629661,93.11760840998686,63.30422794117647,1610612756,7,6,2021-04-22T23:18:35Z,350000,67.0,12.0,1,right,MISS C. Johnson 6' running Layup,[1629661],1610612756.0,PHX,running,,,Johnson,C. Johnson,,,,,6.76,Missed,,,,,,,,,,,,,,,,,,,
37,PT08M28.00S,2021-04-22T23:14:40.6Z,1,REGULAR,rebound,offensive,[],1626164,,,1610612756,7,6,2021-04-22T23:18:35Z,360000,,,0,,D. Booker REBOUND (Off:1 Def:1),[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,,,36.0,2.0,1.0,1.0,,,,,,,,,,,,,,,
38,PT08M27.00S,2021-04-22T23:14:44.1Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint', 'fromturnover']",1626164,94.40999984741211,50.0,1610612756,7,6,2021-04-22T23:18:45Z,370000,0.0,0.0,1,right,MISS D. Booker tip Layup,[1626164],1610612756.0,PHX,tip,,,Booker,D. Booker,,,,,0.0,Missed,,,,,,,,,,,,,,,,,,,
39,PT08M26.00S,2021-04-22T23:14:45.1Z,1,REGULAR,rebound,offensive,[],1628969,,,1610612756,7,6,2021-04-22T23:18:45Z,380000,,,0,,M. Bridges REBOUND (Off:1 Def:0),[1628969],1610612756.0,PHX,,,,Bridges,M. Bridges,,,,,,,38.0,1.0,0.0,1.0,,,,,,,,,,,,,,,
54,PT08M26.00S,2021-04-22T23:14:50.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1628969,93.77463863337714,49.333639705882355,1610612756,7,6,2021-04-22T23:18:53Z,385000,-3.0,6.0,1,right,MISS M. Bridges tip Layup - blocked,"[1628969, 1629641]",1610612756.0,PHX,tip,,,Bridges,M. Bridges,,,,,0.68,Missed,,,,,,,,,,,,,,,,,Langford,1629641.0,
55,PT08M26.00S,2021-04-22T23:14:50.8Z,1,REGULAR,block,,[],1629641,,,1610612756,7,6,2021-04-22T23:18:11Z,387500,,,0,,R. Langford BLOCK (1 BLK),[1629641],1610612738.0,BOS,,,,Langford,R. Langford,,,,,,,,,,,,,,,,,,,,,,,,,
56,PT08M24.00S,2021-04-22T23:14:52.8Z,1,REGULAR,rebound,defensive,[],203935,,,1610612738,7,6,2021-04-22T23:18:53Z,388750,,,0,,M. Smart REBOUND (Off:0 Def:1),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,54.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
40,PT08M09.00S,2021-04-22T23:14:57.5Z,1,REGULAR,3pt,Jump Shot,[],203935,31.35676741130092,68.94148284313727,1610612738,7,6,2021-04-22T23:15:02Z,390000,-95.0,242.0,1,left,MISS M. Smart 26' 3PT,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,26.01,Missed,,,,,,,,,,,,,,,,,,,
41,PT08M07.00S,2021-04-22T23:14:59.5Z,1,REGULAR,rebound,defensive,[],1629661,,,1610612756,7,6,2021-04-22T23:15:02Z,400000,,,0,,C. Johnson REBOUND (Off:0 Def:1),[1629661],1610612756.0,PHX,,,,Johnson,C. Johnson,,,,,,,40.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
42,PT07M53.00S,2021-04-22T23:15:14.1Z,1,REGULAR,2pt,Jump Shot,[],101108,79.7634691195795,31.594669117647058,1610612756,7,8,2021-04-22T23:15:19Z,410000,-92.0,138.0,1,right,C. Paul 16' Jump Shot (4 PTS),[101108],1610612756.0,PHX,,,,Paul,C. Paul,,,,,16.56,Made,,,,,4.0,,,,,,,,,,,,,,
43,PT07M31.00S,2021-04-22T23:15:35.1Z,1,REGULAR,2pt,Jump Shot,[],1628369,6.915243101182654,72.86305147058823,1610612738,9,8,2021-04-22T23:15:39Z,420000,-114.0,13.0,1,left,J. Tatum 11' Jump Shot (2 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,11.5,Made,,,,,2.0,,,,,,,,,,,,,,
44,PT07M22.00S,2021-04-22T23:15:44.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628969,80.50262812089356,41.00030637254902,1610612756,9,10,2021-04-22T23:15:49Z,430000,-45.0,131.0,1,right,M. Bridges 13' pullup Jump Shot (4 PTS),[1628969],1610612756.0,PHX,pullup,,,Bridges,M. Bridges,,,,,13.83,Made,,,,,4.0,,,,,,,,,,,,,,
45,PT07M05.00S,2021-04-22T23:16:00.9Z,1,REGULAR,3pt,Jump Shot,[],1628369,25.837713534822605,85.11795343137256,1610612738,9,10,2021-04-22T23:16:07Z,440000,-176.0,190.0,1,left,MISS J. Tatum 25' step back 3PT,[1628369],1610612738.0,BOS,step back,,,Tatum,J. Tatum,,,,,25.9,Missed,,,,,,,,,,,,,,,,,,,
46,PT07M02.00S,2021-04-22T23:16:03.9Z,1,REGULAR,rebound,offensive,[],203935,,,1610612738,9,10,2021-04-22T23:16:07Z,450000,,,0,,M. Smart REBOUND (Off:1 Def:1),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,45.0,2.0,1.0,1.0,,,,,,,,,,,,,,,
47,PT06M53.00S,2021-04-22T23:16:14.0Z,1,REGULAR,2pt,Jump Shot,['2ndchance'],203935,15.768725361366624,29.013480392156865,1610612738,11,10,2021-04-22T23:16:21Z,460000,105.0,96.0,1,left,M. Smart 14' pullup bank Jump Shot (2 PTS),[203935],1610612738.0,BOS,pullup bank,,,Smart,M. Smart,,,,,14.2,Made,,,,,2.0,,,,,,,,,,,,,,
48,PT06M36.00S,2021-04-22T23:16:33.6Z,1,REGULAR,turnover,lost ball,[],101108,,,1610612756,11,10,2021-04-22T23:16:40Z,470000,,,0,,C. Paul lost ball TURNOVER (1 TO),"[101108, 202684]",1610612756.0,PHX,,,,Paul,C. Paul,,,,,,,,,,,,,,,,,,,,1.0,Thompson,202684.0,,,
49,PT06M36.00S,2021-04-22T23:16:33.6Z,1,REGULAR,steal,,[],202684,,,1610612738,11,10,2021-04-22T23:16:36Z,480000,,,0,,T. Thompson STEAL (1 STL),[202684],1610612738.0,BOS,,,,Thompson,T. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,
50,PT06M36.00S,2021-04-22T23:16:43.2Z,1,REGULAR,foul,personal,[],101108,,,1610612738,11,10,2021-04-22T23:16:50Z,490000,,,0,,C. Paul take personal FOUL (1 PF),"[101108, 202684]",1610612756.0,PHX,take,,,Paul,C. Paul,,,,,,,,,,,,,,,1627961.0,1.0,0.0,Thompson,202684.0,,,,,,
52,PT06M36.00S,2021-04-22T23:16:50.2Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612738,11,10,2021-04-22T23:16:50Z,510000,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,PT06M36.00S,2021-04-22T23:17:15.1Z,1,REGULAR,instantreplay,request,[],0,,,1610612738,11,10,2021-04-22T23:18:57Z,520000,,,0,,,[],,,support,,,,,,,,,,,,,,,,,,,1662.0,,,,,,,,,,Common Foul Upheld
57,PT06M22.00S,2021-04-22T23:19:52.6Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],202689,30.962549277266753,34.13756127450981,1610612738,14,10,2021-04-22T23:21:42Z,530000,79.0,239.0,1,left,K. Walker 25' 3PT  (8 PTS),[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,25.13,Made,,,,,8.0,,,,,,,,,,,,,,
96,PT06M22.00S,2021-04-22T23:20:02.2Z,1,REGULAR,instantreplay,request,[],0,,,1610612756,14,10,2021-04-22T23:27:11Z,535000,,,0,,,[],,,overturned,,,,,,,,,,,,,,,,,,,1662.0,,,,,,,,,,Changed to 3-pt FG
58,PT06M02.00S,2021-04-22T23:20:11.9Z,1,REGULAR,2pt,Jump Shot,[],1629028,86.5473061760841,23.84344362745098,1610612756,14,10,2021-04-22T23:20:19Z,540000,-131.0,74.0,1,right,MISS D. Ayton 15' Jump Shot,[1629028],1610612756.0,PHX,,,,Ayton,D. Ayton,,,,,15.03,Missed,,,,,,,,,,,,,,,,,,,
59,PT06M00.00S,2021-04-22T23:20:13.9Z,1,REGULAR,rebound,defensive,[],1628369,,,1610612738,14,10,2021-04-22T23:20:19Z,550000,,,0,,J. Tatum REBOUND (Off:0 Def:5),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,58.0,5.0,5.0,0.0,,,,,,,,,,,,,,,
60,PT05M57.00S,2021-04-22T23:20:18.2Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],202689,29.202940210249672,18.229166666666664,1610612738,17,10,2021-04-22T23:20:40Z,560000,159.0,222.0,1,left,K. Walker 27' 3PT pullup (11 PTS) (J. Tatum 4 AST),"[202689, 1628369]",1610612738.0,BOS,pullup,,,Walker,K. Walker,,,,,27.3,Made,,,,,11.0,J. Tatum,1628369.0,4.0,,,,,,,,,,,
62,PT05M33.00S,2021-04-22T23:20:41.6Z,1,REGULAR,foul,personal,['2freethrow'],1629641,,,1610612756,17,10,2021-04-22T23:20:54Z,580000,,,0,,R. Langford shooting personal FOUL (1 PF) (Booker 2 FT),"[1629641, 1626164]",1610612738.0,BOS,shooting,,,Langford,R. Langford,,,,,,,,,,,,,,,1627961.0,1.0,0.0,Booker,1626164.0,,,,,,
64,PT05M33.00S,2021-04-22T23:21:10.0Z,1,REGULAR,freethrow,1 of 2,[],1626164,,,1610612756,17,11,2021-04-22T23:22:03Z,600000,,,0,,D. Booker Free Throw 1 of 2 (3 PTS),[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,,Made,,,,,3.0,,,,,,,,,,,,,,
65,PT05M33.00S,2021-04-22T23:21:11.1Z,1,REGULAR,substitution,out,[],1629661,,,1610612756,17,11,2021-04-22T23:21:16Z,610000,,,0,,SUB out: C. Johnson,[1629661],1610612756.0,PHX,,,,Johnson,C. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,
66,PT05M33.00S,2021-04-22T23:21:11.1Z,1,REGULAR,substitution,out,[],101108,,,1610612756,17,11,2021-04-22T23:21:16Z,620000,,,0,,SUB out: C. Paul,[101108],1610612756.0,PHX,,,,Paul,C. Paul,,,,,,,,,,,,,,,,,,,,,,,,,
67,PT05M33.00S,2021-04-22T23:21:11.1Z,1,REGULAR,substitution,in,[],1628470,,,1610612756,17,11,2021-04-22T23:21:16Z,630000,,,0,,SUB in: T. Craig,[1628470],1610612756.0,PHX,,,,Craig,T. Craig,,,,,,,,,,,,,,,,,,,,,,,,,
68,PT05M33.00S,2021-04-22T23:21:11.1Z,1,REGULAR,substitution,in,[],1626166,,,1610612756,17,11,2021-04-22T23:21:16Z,640000,,,0,,SUB in: C. Payne,[1626166],1610612756.0,PHX,,,,Payne,C. Payne,,,,,,,,,,,,,,,,,,,,,,,,,
69,PT05M33.00S,2021-04-22T23:21:10.0Z,1,REGULAR,freethrow,2 of 2,[],1626164,,,1610612756,17,11,2021-04-22T23:22:03Z,650000,,,0,,MISS D. Booker Free Throw 2 of 2,[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,,Missed,,,,,,,,,,,,,,,,,,,
70,PT05M33.00S,2021-04-22T23:21:10.0Z,1,REGULAR,rebound,defensive,[],202684,,,1610612738,17,11,2021-04-22T23:22:03Z,660000,,,0,,T. Thompson REBOUND (Off:1 Def:1),[202684],1610612738.0,BOS,,,,Thompson,T. Thompson,,,,,,,69.0,2.0,1.0,1.0,,,,,,,,,,,,,,,
71,PT05M18.00S,2021-04-22T23:21:44.5Z,1,REGULAR,turnover,out-of-bounds,[],1628369,,,1610612738,17,11,2021-04-22T23:21:52Z,670000,,,0,,J. Tatum bad pass out-of-bounds TURNOVER (1 TO),[1628369],1610612738.0,BOS,bad pass,,,Tatum,J. Tatum,,,,,,,,,,,,,,,1627962.0,,,,,1.0,,,,,
72,PT05M18.00S,2021-04-22T23:21:50.3Z,1,REGULAR,substitution,out,[],1628369,,,1610612756,17,11,2021-04-22T23:21:54Z,680000,,,0,,SUB out: J. Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,
73,PT05M18.00S,2021-04-22T23:21:50.3Z,1,REGULAR,substitution,in,[],203953,,,1610612756,17,11,2021-04-22T23:21:54Z,690000,,,0,,SUB in: J. Parker,[203953],1610612738.0,BOS,,,,Parker,J. Parker,,,,,,,,,,,,,,,,,,,,,,,,,
74,PT05M05.00S,2021-04-22T23:22:11.0Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],1626164,91.40932982917214,66.98069852941177,1610612756,17,11,2021-04-22T23:22:18Z,700000,85.0,28.0,1,right,MISS D. Booker 8' Jump Shot,[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,8.95,Missed,,,,,,,,,,,,,,,,,,,
75,PT05M03.00S,2021-04-22T23:22:13.0Z,1,REGULAR,rebound,defensive,[],203935,,,1610612738,17,11,2021-04-22T23:23:14Z,710000,,,0,,M. Smart REBOUND (Off:1 Def:2),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,74.0,3.0,2.0,1.0,,,,,,,,,,,,,,,
76,PT04M57.00S,2021-04-22T23:22:20.0Z,1,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint']",203953,5.995400788436268,51.53952205882353,1610612738,19,11,2021-04-22T23:22:43Z,720000,-8.0,4.0,1,left,J. Parker cutting DUNK (2 PTS) (M. Smart 1 AST),"[203953, 203935]",1610612738.0,BOS,cutting,,,Parker,J. Parker,,,,,0.86,Made,,,,,2.0,M. Smart,203935.0,1.0,,,,,,,,,,,
78,PT04M41.00S,2021-04-22T23:22:37.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628470,88.91261498028909,34.38265931372549,1610612756,19,11,2021-04-22T23:22:51Z,740000,-78.0,52.0,1,right,MISS T. Craig 9' Jump Shot,[1628470],1610612756.0,PHX,,,,Craig,T. Craig,,,,,9.37,Missed,,,,,,,,,,,,,,,,,,,
79,PT04M39.00S,2021-04-22T23:22:39.4Z,1,REGULAR,rebound,offensive,[],1629028,,,1610612756,19,11,2021-04-22T23:22:51Z,750000,,,0,,D. Ayton REBOUND (Off:1 Def:1),[1629028],1610612756.0,PHX,,,,Ayton,D. Ayton,,,,,,,78.0,2.0,1.0,1.0,,,,,,,,,,,,,,,
80,PT04M34.00S,2021-04-22T23:22:43.2Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1626166,90.62089356110381,95.65716911764706,1610612756,19,11,2021-04-22T23:22:58Z,760000,228.0,36.0,1,right,MISS C. Payne 3PT,[1626166],1610612756.0,PHX,,,,Payne,C. Payne,,,,,23.11,Missed,,,,,,,,,,,,,,,,,,,
81,PT04M32.00S,2021-04-22T23:22:45.2Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612756,19,11,2021-04-22T23:22:58Z,770000,,,0,,TEAM offensive REBOUND,[],1610612756.0,PHX,,,,,,,,,,,,80.0,,,,,,,,,,,,,,,,,,
82,PT04M32.00S,2021-04-22T23:22:50.1Z,1,REGULAR,foul,personal,[],1629641,,,1610612756,19,11,2021-04-22T23:22:55Z,780000,,,0,,R. Langford loose ball personal FOUL (2 PF),"[1629641, 1628470]",1610612738.0,BOS,loose ball,,,Langford,R. Langford,,,,,,,,,,,,,,,1627962.0,2.0,0.0,Craig,1628470.0,,,,,,
84,PT04M24.00S,2021-04-22T23:23:14.3Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1626166,83.52496714848883,42.96109068627451,1610612756,19,11,2021-04-22T23:23:22Z,800000,-35.0,102.0,1,right,MISS C. Payne 10' driving floating Shot,[1626166],1610612756.0,PHX,driving floating,,,Payne,C. Payne,,,,,10.83,Missed,,,,,,,,,,,,,,,,,,,
85,PT04M22.00S,2021-04-22T23:23:16.3Z,1,REGULAR,rebound,defensive,[],202684,,,1610612738,19,11,2021-04-22T23:23:22Z,810000,,,0,,T. Thompson REBOUND (Off:1 Def:2),[202684],1610612738.0,BOS,,,,Thompson,T. Thompson,,,,,,,84.0,3.0,2.0,1.0,,,,,,,,,,,,,,,
