actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,pointsTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId
364,PT11M34.00S,2021-04-29T00:51:35.3Z,3,REGULAR,rebound,defensive,[],1628984,,,1610612766,58,47,2021-04-29T00:51:43Z,3530000,,,0,,D. Graham REBOUND (Off:0 Def:4),[1628984],1610612766.0,CHA,,,,Graham,D. Graham,,,,,,,363.0,4.0,4.0,0.0,,,,,,,,,,,,,,
365,PT11M17.00S,2021-04-29T00:51:52.0Z,3,REGULAR,turnover,lost ball,[],1628998,,,1610612766,58,47,2021-04-29T00:51:56Z,3540000,,,0,,C. Martin lost ball TURNOVER (2 TO),"[1628998, 1629682]",1610612766.0,CHA,,,,Martin,C. Martin,,,,,,,,,,,,,,,,,,,,,,2.0,Waters,1629682.0
366,PT11M17.00S,2021-04-29T00:51:52.0Z,3,REGULAR,steal,,[],1629682,,,1610612738,58,47,2021-04-29T00:51:53Z,3550000,,,0,,T. Waters STEAL (2 STL),[1629682],1610612738.0,BOS,,,,Waters,T. Waters,,,,,,,,,,,,,,,,,,,,,,,,
367,PT11M11.00S,2021-04-29T00:51:57.5Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1629682,6.652431011826544,45.90226715686275,1610612738,60,47,2021-04-29T00:52:05Z,3560000,20.0,10.0,1,left,T. Waters running finger roll Layup (6 PTS),[1629682],1610612738.0,BOS,running finger roll,,,Waters,T. Waters,,,,,2.28,Made,,,,,,,6.0,,,,,,,,,,,
368,PT11M05.00S,2021-04-29T00:52:03.5Z,3,REGULAR,3pt,Jump Shot,[],1628970,86.5473061760841,95.90226715686273,1610612766,60,50,2021-04-29T00:52:09Z,3570000,230.0,74.0,1,right,M. Bridges 24' 3PT  (12 PTS) (T. Rozier 2 AST),"[1628970, 1626179]",1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,24.11,Made,,,,,,,12.0,,,,,,T. Rozier,1626179.0,2.0,,,
370,PT10M45.00S,2021-04-29T00:52:24.2Z,3,REGULAR,3pt,Jump Shot,[],1628369,6.521024967148489,96.8826593137255,1610612738,63,50,2021-04-29T00:52:28Z,3590000,-234.0,9.0,1,left,J. Tatum 3PT  (18 PTS) (T. Thompson 2 AST),"[1628369, 202684]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,23.46,Made,,,,,,,18.0,,,,,,T. Thompson,202684.0,2.0,,,
372,PT10M38.00S,2021-04-29T00:52:31.7Z,3,REGULAR,3pt,Jump Shot,[],1626179,71.30420499342969,83.89246323529412,1610612766,63,50,2021-04-29T00:52:37Z,3610000,169.0,217.0,1,right,MISS T. Rozier 27' pullup 3PT,[1626179],1610612766.0,CHA,pullup,,,Rozier,T. Rozier,,,,,27.55,Missed,,,,,,,,,,,,,,,,,,
373,PT10M36.00S,2021-04-29T00:52:33.7Z,3,REGULAR,rebound,defensive,[],1629682,,,1610612738,63,50,2021-04-29T00:52:37Z,3620000,,,0,,T. Waters REBOUND (Off:0 Def:1),[1629682],1610612738.0,BOS,,,,Waters,T. Waters,,,,,,,372.0,1.0,1.0,0.0,,,,,,,,,,,,,,
374,PT10M30.00S,2021-04-29T00:52:39.8Z,3,REGULAR,3pt,Jump Shot,[],1628369,31.225361366622867,63.549325980392155,1610612738,63,50,2021-04-29T00:52:47Z,3630000,-68.0,241.0,1,left,MISS J. Tatum 25' 3PT,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,25.03,Missed,,,,,,,,,,,,,,,,,,
375,PT10M27.00S,2021-04-29T00:52:42.8Z,3,REGULAR,rebound,offensive,[],202684,,,1610612738,63,50,2021-04-29T00:53:28Z,3640000,,,0,,T. Thompson REBOUND (Off:6 Def:3),[202684],1610612738.0,BOS,,,,Thompson,T. Thompson,,,,,,,374.0,9.0,3.0,6.0,,,,,,,,,,,,,,
376,PT10M27.00S,2021-04-29T00:52:47.6Z,3,REGULAR,foul,personal,[],1628970,,,1610612738,63,50,2021-04-29T00:52:58Z,3650000,,,0,,M. Bridges personal FOUL (2 PF),"[1628970, 202684]",1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,,,,,,,,,202035.0,2.0,0.0,Thompson,202684.0,,,,,,
378,PT10M15.00S,2021-04-29T00:53:12.9Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",202684,6.521024967148489,53.990502450980394,1610612738,65,50,2021-04-29T00:53:18Z,3670000,-20.0,9.0,1,left,T. Thompson driving reverse Layup (11 PTS) (J. Brown 3 AST),"[202684, 1627759]",1610612738.0,BOS,driving reverse,,,Thompson,T. Thompson,,,,,2.19,Made,,,,,,,11.0,,,,,,J. Brown,1627759.0,3.0,,,
380,PT10M04.00S,2021-04-29T00:53:34.9Z,3,REGULAR,2pt,Jump Shot,[],1626179,83.919185282523,31.44148284313725,1610612766,65,52,2021-04-29T00:53:50Z,3690000,-93.0,99.0,1,right,T. Rozier 13' pullup Jump Shot (6 PTS) (D. Graham 3 AST),"[1626179, 1628984]",1610612766.0,CHA,pullup,,,Rozier,T. Rozier,,,,,13.55,Made,,,,,,,6.0,,,,,,D. Graham,1628984.0,3.0,,,
382,PT09M43.00S,2021-04-29T00:53:44.4Z,3,REGULAR,turnover,bad pass,[],1629682,,,1610612738,65,52,2021-04-29T00:53:57Z,3710000,,,0,,T. Waters bad pass TURNOVER (1 TO),"[1629682, 1628970]",1610612738.0,BOS,,,,Waters,T. Waters,,,,,,,,,,,,,,,,,,,,,,1.0,Bridges,1628970.0
383,PT09M43.00S,2021-04-29T00:53:44.4Z,3,REGULAR,steal,,[],1628970,,,1610612766,65,52,2021-04-29T00:54:06Z,3720000,,,0,,M. Bridges STEAL (2 STL),[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,,,,,,,
384,PT09M39.00S,2021-04-29T00:53:49.0Z,3,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1628984,68.28186596583443,72.61795343137256,1610612766,65,55,2021-04-29T00:54:02Z,3730000,113.0,246.0,1,right,D. Graham 27' 3PT running pullup (9 PTS) (T. Rozier 3 AST),"[1628984, 1626179]",1610612766.0,CHA,running pullup,,,Graham,D. Graham,,,,,27.05,Made,,,,,,,9.0,,,,,,T. Rozier,1626179.0,3.0,,,
386,PT09M28.00S,2021-04-29T00:54:03.7Z,3,REGULAR,foul,personal,['2freethrow'],1628984,,,1610612738,65,55,2021-04-29T00:54:23Z,3750000,,,0,,D. Graham shooting personal FOUL (3 PF) (Brown 2 FT),"[1628984, 1627759]",1610612766.0,CHA,shooting,,,Graham,D. Graham,,,,,,,,,,,,,,202049.0,3.0,0.0,Brown,1627759.0,,,,,,
388,PT09M28.00S,2021-04-29T00:54:29.1Z,3,REGULAR,freethrow,1 of 2,[],1627759,,,1610612738,65,55,2021-04-29T00:54:29Z,3770000,,,0,,MISS J. Brown Free Throw 1 of 2,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,Missed,,,,,,,,,,,,,,,,,,
389,PT09M28.00S,2021-04-29T00:54:29.1Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612738,65,55,2021-04-29T00:54:29Z,3780000,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,388.0,,,,,,,,,,,,,,,,,
390,PT09M28.00S,2021-04-29T00:54:43.7Z,3,REGULAR,freethrow,2 of 2,[],1627759,,,1610612738,66,55,2021-04-29T00:54:43Z,3790000,,,0,,J. Brown Free Throw 2 of 2 (21 PTS),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,Made,,,,,,,21.0,,,,,,,,,,,
392,PT09M20.00S,2021-04-29T00:54:56.7Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628984,91.01511169513797,55.70618872549019,1610612766,66,57,2021-04-29T00:55:02Z,3800000,29.0,32.0,1,right,D. Graham driving finger roll Layup (11 PTS),[1628984],1610612766.0,CHA,driving finger roll,,,Graham,D. Graham,,,,,4.29,Made,,,,,,,11.0,,,,,,,,,,,
393,PT09M20.00S,2021-04-29T00:55:00.0Z,3,REGULAR,foul,personal,['1freethrow'],1629682,,,1610612766,66,57,2021-04-29T00:55:15Z,3810000,,,0,,T. Waters shooting personal FOUL (1 PF) (Graham 1 FT),"[1629682, 1628984]",1610612738.0,BOS,shooting,,,Waters,T. Waters,,,,,,,,,,,,,,202049.0,1.0,0.0,Graham,1628984.0,,,,,,
395,PT09M20.00S,2021-04-29T00:55:25.8Z,3,REGULAR,freethrow,1 of 1,[],1628984,,,1610612766,66,58,2021-04-29T00:55:25Z,3830000,,,0,,D. Graham Free Throw 1 of 1 (12 PTS),[1628984],1610612766.0,CHA,,,,Graham,D. Graham,,,,,,Made,,,,,,,12.0,,,,,,,,,,,
396,PT09M10.00S,2021-04-29T00:55:38.7Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1627759,7.30946123521682,56.68658088235294,1610612738,66,58,2021-04-29T00:55:43Z,3840000,-33.0,16.0,1,left,MISS J. Brown driving finger roll Layup,[1627759],1610612738.0,BOS,driving finger roll,,,Brown,J. Brown,,,,,3.71,Missed,,,,,,,,,,,,,,,,,,
397,PT09M08.00S,2021-04-29T00:55:40.7Z,3,REGULAR,rebound,defensive,[],1628998,,,1610612766,66,58,2021-04-29T00:55:43Z,3850000,,,0,,C. Martin REBOUND (Off:4 Def:3),[1628998],1610612766.0,CHA,,,,Martin,C. Martin,,,,,,,396.0,7.0,3.0,4.0,,,,,,,,,,,,,,
398,PT09M00.00S,2021-04-29T00:55:48.7Z,3,REGULAR,3pt,Jump Shot,[],1628984,68.80749014454665,75.3140318627451,1610612766,66,61,2021-04-29T00:55:53Z,3860000,127.0,241.0,1,right,D. Graham 27' 3PT  (15 PTS) (T. Rozier 4 AST),"[1628984, 1626179]",1610612766.0,CHA,,,,Graham,D. Graham,,,,,27.2,Made,,,,,,,15.0,,,,,,T. Rozier,1626179.0,4.0,,,
400,PT08M59.00S,2021-04-29T00:55:55.1Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612738,66,61,2021-04-29T00:55:55Z,3880000,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401,PT08M46.00S,2021-04-29T00:58:55.1Z,3,REGULAR,2pt,Jump Shot,[],203095,7.440867279894875,12.814031862745098,1610612738,66,61,2021-04-29T00:59:06Z,3890000,186.0,17.0,1,left,MISS E. Fournier 18' Jump Shot,[203095],1610612738.0,BOS,,,,Fournier,E. Fournier,,,,,18.67,Missed,,,,,,,,,,,,,,,,,,
402,PT08M44.00S,2021-04-29T00:58:57.1Z,3,REGULAR,rebound,defensive,[],1628970,,,1610612766,66,61,2021-04-29T00:59:06Z,3900000,,,0,,M. Bridges REBOUND (Off:1 Def:2),[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,,401.0,3.0,2.0,1.0,,,,,,,,,,,,,,
403,PT08M36.00S,2021-04-29T00:59:09.3Z,3,REGULAR,foul,personal,['2freethrow'],1627759,,,1610612766,66,61,2021-04-29T00:59:22Z,3910000,,,0,,J. Brown shooting personal FOUL (1 PF) (Bridges 2 FT),"[1627759, 1628970]",1610612738.0,BOS,shooting,,,Brown,J. Brown,,,,,,,,,,,,,,202035.0,1.0,0.0,Bridges,1628970.0,,,,,,
405,PT08M36.00S,2021-04-29T00:59:30.5Z,3,REGULAR,freethrow,1 of 2,[],1628970,,,1610612766,66,62,2021-04-29T00:59:30Z,3930000,,,0,,M. Bridges Free Throw 1 of 2 (13 PTS),[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,Made,,,,,,,13.0,,,,,,,,,,,
406,PT08M36.00S,2021-04-29T00:59:42.9Z,3,REGULAR,freethrow,2 of 2,[],1628970,,,1610612766,66,63,2021-04-29T00:59:42Z,3940000,,,0,,M. Bridges Free Throw 2 of 2 (14 PTS),[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,Made,,,,,,,14.0,,,,,,,,,,,
407,PT08M25.00S,2021-04-29T00:59:57.8Z,3,REGULAR,3pt,Jump Shot,[],1629682,31.225361366622867,69.43167892156863,1610612738,66,63,2021-04-29T01:00:02Z,3950000,-97.0,241.0,1,left,MISS T. Waters 25' 3PT,[1629682],1610612738.0,BOS,,,,Waters,T. Waters,,,,,25.99,Missed,,,,,,,,,,,,,,,,,,
408,PT08M23.00S,2021-04-29T01:00:00.6Z,3,REGULAR,rebound,offensive,[],202684,,,1610612738,66,63,2021-04-29T01:00:00Z,3960000,,,0,,T. Thompson REBOUND (Off:7 Def:3),[202684],1610612738.0,BOS,,,,Thompson,T. Thompson,,,,,,,407.0,10.0,3.0,7.0,,,,,,,,,,,,,,
409,PT08M20.00S,2021-04-29T01:00:03.6Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1627759,28.597240473061763,20.166973039215684,1610612738,69,63,2021-04-29T01:00:09Z,3970000,149.0,216.0,1,left,J. Brown 26' 3PT step back (24 PTS) (T. Thompson 3 AST),"[1627759, 202684]",1610612738.0,BOS,step back,,,Brown,J. Brown,,,,,26.28,Made,,,,,,,24.0,,,,,,T. Thompson,202684.0,3.0,,,
411,PT08M01.00S,2021-04-29T01:00:21.7Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1629023,89.70105124835742,48.84344362745098,1610612766,69,65,2021-04-29T01:00:26Z,3990000,-6.0,44.0,1,right,P. Washington cutting DUNK (12 PTS) (C. Martin 3 AST),"[1629023, 1628998]",1610612766.0,CHA,cutting,,,Washington,P. Washington,,,,,4.47,Made,,,,,,,12.0,,,,,,C. Martin,1628998.0,3.0,,,
413,PT07M42.00S,2021-04-29T01:00:40.6Z,3,REGULAR,2pt,Jump Shot,[],1628369,22.552562417871222,55.70618872549019,1610612738,69,65,2021-04-29T01:03:40Z,4010000,-29.0,159.0,1,left,MISS J. Tatum 16' step back Shot,[1628369],1610612738.0,BOS,step back,,,Tatum,J. Tatum,,,,,16.2,Missed,,,,,,,,,,,,,,,,,,
414,PT07M39.00S,2021-04-29T01:00:43.6Z,3,REGULAR,rebound,defensive,[],1628998,,,1610612766,69,65,2021-04-29T01:03:40Z,4020000,,,0,,C. Martin REBOUND (Off:4 Def:4),[1628998],1610612766.0,CHA,,,,Martin,C. Martin,,,,,,,413.0,8.0,4.0,4.0,,,,,,,,,,,,,,
417,PT07M37.00S,2021-04-29T01:00:50.2Z,3,REGULAR,foul,personal,[],1627759,,,1610612766,69,65,2021-04-29T01:04:49Z,4050000,,,0,,J. Brown personal FOUL (2 PF),"[1627759, 1628998]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,1155.0,2.0,0.0,Martin,1628998.0,,,,,,
419,PT07M37.00S,2021-04-29T01:00:59.1Z,3,REGULAR,substitution,out,[],1629682,,,1610612766,69,65,2021-04-29T01:00:50Z,4070000,,,0,,SUB out: T. Waters,[1629682],1610612738.0,BOS,,,,Waters,T. Waters,,,,,,,,,,,,,,,,,,,,,,,,
420,PT07M37.00S,2021-04-29T01:00:59.1Z,3,REGULAR,substitution,in,[],1630202,,,1610612766,69,65,2021-04-29T01:00:50Z,4080000,,,0,,SUB in: P. Pritchard,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,,,,,,,
422,PT07M29.00S,2021-04-29T01:01:20.2Z,3,REGULAR,3pt,Jump Shot,[],1629023,67.49342969776609,31.93167892156863,1610612766,69,65,2021-04-29T01:04:49Z,4090000,-90.0,253.0,1,right,MISS P. Washington 26' 3PT,[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,26.87,Missed,,,,,,,,,,,,,,,,,,
423,PT07M27.00S,2021-04-29T01:01:22.7Z,3,REGULAR,rebound,defensive,[],1628369,,,1610612738,69,65,2021-04-29T01:01:22Z,4100000,,,0,,J. Tatum REBOUND (Off:1 Def:3),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,422.0,4.0,3.0,1.0,,,,,,,,,,,,,,
424,PT07M18.00S,2021-04-29T01:01:31.7Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628369,8.886333771353483,47.127757352941174,1610612738,71,65,2021-04-29T01:01:37Z,4110000,14.0,31.0,1,left,J. Tatum driving finger roll Layup (20 PTS),[1628369],1610612738.0,BOS,driving finger roll,,,Tatum,J. Tatum,,,,,3.42,Made,,,,,,,20.0,,,,,,,,,,,
425,PT07M09.00S,2021-04-29T01:01:44.1Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629023,90.22667542706965,54.23560049019608,1610612766,71,65,2021-04-29T01:02:20Z,4120000,21.0,39.0,1,right,MISS P. Washington driving Layup - blocked,"[1629023, 202684]",1610612766.0,CHA,driving,,,Washington,P. Washington,,,,,4.47,Missed,,,,,Thompson,202684.0,,,,,,,,,,,,
426,PT07M09.00S,2021-04-29T01:01:44.1Z,3,REGULAR,block,,[],202684,,,1610612766,71,65,2021-04-29T01:01:46Z,4130000,,,0,,T. Thompson BLOCK (1 BLK),[202684],1610612738.0,BOS,,,,Thompson,T. Thompson,,,,,,,,,,,,,,,,,,,,,,,,
430,PT07M08.00S,2021-04-29T01:01:45.1Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612738,71,65,2021-04-29T01:02:20Z,4140000,,,0,,TEAM defensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,425.0,,,,,,,,,,,,,,,,,
427,PT07M04.00S,2021-04-29T01:02:15.8Z,3,REGULAR,jumpball,recovered,[],1627759,,,1610612738,71,65,2021-04-29T01:02:15Z,4150000,,,0,,Jump Ball T. Thompson vs. P. Washington: Tip to J. Brown,"[1627759, 202684, 1629023]",1610612738.0,BOS,heldball,J. Brown,1627759.0,Brown,J. Brown,Thompson,202684.0,Washington,1629023.0,,,,,,,,,,,,,,,,,,,,
431,PT07M01.00S,2021-04-29T01:02:19.2Z,3,REGULAR,turnover,lost ball,[],1627759,,,1610612738,71,65,2021-04-29T01:02:24Z,4180000,,,0,,J. Brown lost ball TURNOVER (1 TO),"[1627759, 1628998]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,1.0,Martin,1628998.0
432,PT07M01.00S,2021-04-29T01:02:19.2Z,3,REGULAR,steal,,[],1628998,,,1610612766,71,65,2021-04-29T01:02:22Z,4190000,,,0,,C. Martin STEAL (1 STL),[1628998],1610612766.0,CHA,,,,Martin,C. Martin,,,,,,,,,,,,,,,,,,,,,,,,
433,PT06M58.00S,2021-04-29T01:02:24.0Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1628984,90.09526938239159,52.029718137254896,1610612766,71,65,2021-04-29T01:02:28Z,4200000,10.0,41.0,1,right,MISS D. Graham driving Layup - blocked,"[1628984, 1627759]",1610612766.0,CHA,driving,,,Graham,D. Graham,,,,,4.18,Missed,,,,,Brown,1627759.0,,,,,,,,,,,,
434,PT06M58.00S,2021-04-29T01:02:24.0Z,3,REGULAR,block,,[],1627759,,,1610612766,71,65,2021-04-29T01:02:26Z,4210000,,,0,,J. Brown BLOCK (1 BLK),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,
435,PT06M58.00S,2021-04-29T01:02:24.0Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612766,71,65,2021-04-29T01:02:28Z,4220000,,,0,,TEAM offensive REBOUND,[],1610612766.0,CHA,,,,,,,,,,,,433.0,,,,,,,,,,,,,,,,,
436,PT06M50.00S,2021-04-29T01:02:48.8Z,3,REGULAR,2pt,Jump Shot,"['fromturnover', '2ndchance']",1628984,75.24638633377135,67.22579656862744,1610612766,71,67,2021-04-29T01:03:01Z,4230000,86.0,180.0,1,right,D. Graham 19' pullup Jump Shot (17 PTS) (M. Bridges 4 AST),"[1628984, 1628970]",1610612766.0,CHA,pullup,,,Graham,D. Graham,,,,,19.97,Made,,,,,,,17.0,,,,,,M. Bridges,1628970.0,4.0,,,
438,PT06M39.00S,2021-04-29T01:03:03.1Z,3,REGULAR,foul,personal,['2freethrow'],1626179,,,1610612738,71,67,2021-04-29T01:03:11Z,4250000,,,0,,T. Rozier shooting personal FOUL (2 PF) (Tatum 2 FT),"[1626179, 1628369]",1610612766.0,CHA,shooting,,,Rozier,T. Rozier,,,,,,,,,,,,,,1155.0,2.0,0.0,Tatum,1628369.0,,,,,,
440,PT06M39.00S,2021-04-29T01:03:22.7Z,3,REGULAR,freethrow,1 of 2,[],1628369,,,1610612738,72,67,2021-04-29T01:03:22Z,4270000,,,0,,J. Tatum Free Throw 1 of 2 (21 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,Made,,,,,,,21.0,,,,,,,,,,,
441,PT06M39.00S,2021-04-29T01:03:36.9Z,3,REGULAR,freethrow,2 of 2,[],1628369,,,1610612738,73,67,2021-04-29T01:03:36Z,4280000,,,0,,J. Tatum Free Throw 2 of 2 (22 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,Made,,,,,,,22.0,,,,,,,,,,,
442,PT06M27.00S,2021-04-29T01:03:51.5Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629023,90.48948751642575,56.93167892156863,1610612766,73,69,2021-04-29T01:04:09Z,4290000,35.0,37.0,1,right,P. Washington driving Layup (14 PTS) (D. Graham 4 AST),"[1629023, 1628984]",1610612766.0,CHA,driving,,,Washington,P. Washington,,,,,5.07,Made,,,,,,,14.0,,,,,,D. Graham,1628984.0,4.0,,,
444,PT06M27.00S,2021-04-29T01:03:55.7Z,3,REGULAR,foul,personal,['1freethrow'],202684,,,1610612766,73,69,2021-04-29T01:04:11Z,4310000,,,0,,T. Thompson shooting personal FOUL (2 PF) (Washington 1 FT),"[202684, 1629023]",1610612738.0,BOS,shooting,,,Thompson,T. Thompson,,,,,,,,,,,,,,202049.0,2.0,0.0,Washington,1629023.0,,,,,,
446,PT06M27.00S,2021-04-29T01:04:23.0Z,3,REGULAR,freethrow,1 of 1,[],1629023,,,1610612766,73,69,2021-04-29T01:04:28Z,4330000,,,0,,MISS P. Washington Free Throw 1 of 1,[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,,Missed,,,,,,,,,,,,,,,,,,
447,PT06M27.00S,2021-04-29T01:04:23.0Z,3,REGULAR,rebound,defensive,[],202684,,,1610612738,73,69,2021-04-29T01:04:28Z,4340000,,,0,,T. Thompson REBOUND (Off:7 Def:4),[202684],1610612738.0,BOS,,,,Thompson,T. Thompson,,,,,,,446.0,11.0,4.0,7.0,,,,,,,,,,,,,,
448,PT06M18.00S,2021-04-29T01:04:37.5Z,3,REGULAR,foul,personal,['2freethrow'],1626179,,,1610612738,73,69,2021-04-29T01:05:12Z,4350000,,,0,,T. Rozier shooting personal FOUL (3 PF) (Brown 2 FT),"[1626179, 1627759]",1610612766.0,CHA,shooting,,,Rozier,T. Rozier,,,,,,,,,,,,,,1155.0,3.0,0.0,Brown,1627759.0,,,,,,
450,PT06M18.00S,2021-04-29T01:05:14.8Z,3,REGULAR,freethrow,1 of 2,[],1627759,,,1610612738,74,69,2021-04-29T01:05:14Z,4370000,,,0,,J. Brown Free Throw 1 of 2 (25 PTS),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,Made,,,,,,,25.0,,,,,,,,,,,
451,PT06M18.00S,2021-04-29T01:05:20.1Z,3,REGULAR,substitution,out,[],203095,,,1610612738,74,69,2021-04-29T01:05:29Z,4380000,,,0,,SUB out: E. Fournier,[203095],1610612738.0,BOS,,,,Fournier,E. Fournier,,,,,,,,,,,,,,,,,,,,,,,,
452,PT06M18.00S,2021-04-29T01:05:20.1Z,3,REGULAR,substitution,in,[],1630174,,,1610612738,74,69,2021-04-29T01:05:29Z,4390000,,,0,,SUB in: A. Nesmith,[1630174],1610612738.0,BOS,,,,Nesmith,A. Nesmith,,,,,,,,,,,,,,,,,,,,,,,,
453,PT06M18.00S,2021-04-29T01:05:43.6Z,3,REGULAR,freethrow,2 of 2,[],1627759,,,1610612738,75,69,2021-04-29T01:05:43Z,4400000,,,0,,J. Brown Free Throw 2 of 2 (26 PTS),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,Made,,,,,,,26.0,,,,,,,,,,,
454,PT06M09.00S,2021-04-29T01:05:55.9Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630202,,,1610612766,75,69,2021-04-29T01:06:07Z,4410000,,,0,,P. Pritchard shooting personal FOUL (2 PF) (Graham 2 FT),"[1630202, 1628984]",1610612738.0,BOS,shooting,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,202049.0,2.0,0.0,Graham,1628984.0,,,,,,
456,PT06M09.00S,2021-04-29T01:06:21.6Z,3,REGULAR,freethrow,1 of 2,[],1628984,,,1610612766,75,70,2021-04-29T01:06:48Z,4430000,,,0,,D. Graham Free Throw 1 of 2 (18 PTS),[1628984],1610612766.0,CHA,,,,Graham,D. Graham,,,,,,Made,,,,,,,18.0,,,,,,,,,,,
457,PT06M09.00S,2021-04-29T01:06:21.6Z,3,REGULAR,freethrow,2 of 2,[],1628984,,,1610612766,75,70,2021-04-29T01:06:48Z,4440000,,,0,,MISS D. Graham Free Throw 2 of 2,[1628984],1610612766.0,CHA,,,,Graham,D. Graham,,,,,,Missed,,,,,,,,,,,,,,,,,,
458,PT06M09.00S,2021-04-29T01:06:21.6Z,3,REGULAR,rebound,offensive,[],1628998,,,1610612766,75,70,2021-04-29T01:06:48Z,4450000,,,0,,C. Martin REBOUND (Off:5 Def:4),[1628998],1610612766.0,CHA,,,,Martin,C. Martin,,,,,,,457.0,9.0,4.0,5.0,,,,,,,,,,,,,,
459,PT05M53.00S,2021-04-29T01:06:57.0Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1626179,88.91261498028909,43.451286764705884,1610612766,75,70,2021-04-29T01:07:03Z,4460000,-33.0,52.0,1,right,MISS T. Rozier 6' turnaround Shot,[1626179],1610612766.0,CHA,turnaround,,,Rozier,T. Rozier,,,,,6.12,Missed,,,,,,,,,,,,,,,,,,
460,PT05M51.00S,2021-04-29T01:06:59.0Z,3,REGULAR,rebound,offensive,[],1626179,,,1610612766,75,70,2021-04-29T01:06:59Z,4470000,,,0,,T. Rozier REBOUND (Off:1 Def:0),[1626179],1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,,,459.0,1.0,0.0,1.0,,,,,,,,,,,,,,
461,PT05M41.00S,2021-04-29T01:07:08.7Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1628998,88.64980289093299,96.14736519607843,1610612766,75,70,2021-04-29T01:07:13Z,4480000,231.0,54.0,1,right,MISS C. Martin 3PT,[1628998],1610612766.0,CHA,,,,Martin,C. Martin,,,,,23.7,Missed,,,,,,,,,,,,,,,,,,
