actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,value,blockPlayerName,blockPersonId
358,PT11M37.00S,2021-05-01T00:55:33.5Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629057,90.3580814717477,46.63756127450981,1610612738,50,77,2021-05-01T00:55:38Z,3530000,-17.0,38.0,1,right,R. Williams III cutting Layup (4 PTS) (J. Tatum 2 AST),"[1629057, 1628369]",1610612738.0,BOS,cutting,,,Williams III,R. Williams III,,,,,4.16,Made,4.0,,,,,,,,J. Tatum,1628369.0,2.0,,,,,,,,
360,PT11M37.00S,2021-05-01T00:55:37.0Z,3,REGULAR,foul,personal,['1freethrow'],1630170,,,1610612738,50,77,2021-05-01T00:55:45Z,3550000,,,0,,D. Vassell shooting personal FOUL (4 PF) (Williams III 1 FT),"[1630170, 1629057]",1610612759.0,SAS,shooting,,,Vassell,D. Vassell,,,,,,,,,,,,,,,,,,1179.0,4.0,0.0,Williams III,1629057.0,,,
362,PT11M37.00S,2021-05-01T00:55:52.0Z,3,REGULAR,substitution,out,[],1630170,,,1610612738,50,77,2021-05-01T00:56:13Z,3570000,,,0,,SUB out: D. Vassell,[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,,,,,,,,,,,,,,,,,,,,,
363,PT11M37.00S,2021-05-01T00:55:52.0Z,3,REGULAR,substitution,in,[],1629022,,,1610612738,50,77,2021-05-01T00:56:13Z,3580000,,,0,,SUB in: L. Walker IV,[1629022],1610612759.0,SAS,,,,Walker IV,L. Walker IV,,,,,,,,,,,,,,,,,,,,,,,,,
364,PT11M37.00S,2021-05-01T00:56:10.0Z,3,REGULAR,freethrow,1 of 1,[],1629057,,,1610612738,50,77,2021-05-01T00:56:20Z,3590000,,,0,,MISS R. Williams III Free Throw 1 of 1,[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,Missed,,,,,,,,,,,,,,,,,,,
365,PT11M36.00S,2021-05-01T00:56:11.0Z,3,REGULAR,rebound,offensive,[],203935,,,1610612738,50,77,2021-05-01T01:00:03Z,3600000,,,0,,M. Smart REBOUND (Off:1 Def:1),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,364.0,2.0,1.0,1.0,,,,,,,,,,,,,,
382,PT11M35.00S,2021-05-01T00:56:12.7Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1627759,92.46057818659659,51.294424019607845,1610612738,50,77,2021-05-01T01:24:39Z,3605000,6.0,18.0,1,right,MISS J. Brown Layup,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,1.95,Missed,,,,,,,,,,,,,,,,,,,
383,PT11M34.00S,2021-05-01T00:56:13.7Z,3,REGULAR,rebound,offensive,[],1629057,,,1610612738,50,77,2021-05-01T01:02:09Z,3607500,,,0,,R. Williams III REBOUND (Off:1 Def:2),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,382.0,3.0,2.0,1.0,,,,,,,,,,,,,,
366,PT11M34.00S,2021-05-01T00:56:15.5Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629057,90.48948751642575,47.61795343137255,1610612738,50,77,2021-05-01T01:02:25Z,3610000,-12.0,37.0,1,right,MISS R. Williams III putback Layup,[1629057],1610612738.0,BOS,putback,,,Williams III,R. Williams III,,,,,3.88,Missed,,,,,,,,,,,,,,,,,,,
367,PT11M32.00S,2021-05-01T00:56:17.5Z,3,REGULAR,rebound,defensive,[],1627751,,,1610612759,50,77,2021-05-01T01:02:25Z,3620000,,,0,,J. Poeltl REBOUND (Off:1 Def:3),[1627751],1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,,,,366.0,4.0,3.0,1.0,,,,,,,,,,,,,,
368,PT11M21.00S,2021-05-01T00:56:24.3Z,3,REGULAR,3pt,Jump Shot,[],1629022,5.732588699080158,96.8826593137255,1610612759,50,80,2021-05-01T00:56:30Z,3630000,-234.0,1.0,1,left,L. Walker IV 3PT  (9 PTS) (K. Johnson 1 AST),"[1629022, 1629640]",1610612759.0,SAS,,,,Walker IV,L. Walker IV,,,,,23.44,Made,9.0,,,,,,,,K. Johnson,1629640.0,1.0,,,,,,,,
370,PT11M03.00S,2021-05-01T00:56:43.1Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627759,89.43823915900131,45.41207107843137,1610612738,50,80,2021-05-01T00:56:55Z,3650000,-23.0,47.0,1,right,MISS J. Brown Jump Shot,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,5.21,Missed,,,,,,,,,,,,,,,,,,,
371,PT11M01.00S,2021-05-01T00:56:44.8Z,3,REGULAR,rebound,offensive,[],1629057,,,1610612738,50,80,2021-05-01T00:56:44Z,3660000,,,0,,R. Williams III REBOUND (Off:2 Def:2),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,370.0,4.0,2.0,2.0,,,,,,,,,,,,,,
372,PT10M59.00S,2021-05-01T00:56:46.8Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],203095,95.0886990801577,3.2552083333333335,1610612738,53,80,2021-05-01T00:56:58Z,3670000,-234.0,-6.0,1,right,E. Fournier 3PT  (3 PTS) (R. Williams III 2 AST),"[203095, 1629057]",1610612738.0,BOS,,,,Fournier,E. Fournier,,,,,23.38,Made,3.0,,,,,,,,R. Williams III,1629057.0,2.0,,,,,,,,
374,PT10M39.00S,2021-05-01T00:57:08.8Z,3,REGULAR,foul,personal,['2freethrow'],203095,,,1610612759,53,80,2021-05-01T01:07:20Z,3690000,,,0,,E. Fournier shooting personal FOUL (1 PF) (Johnson 2 FT),"[203095, 1629640]",1610612738.0,BOS,shooting,,,Fournier,E. Fournier,,,,,,,,,,,,,,,,,,1179.0,1.0,0.0,Johnson,1629640.0,,,
376,PT10M39.00S,2021-05-01T00:57:39.5Z,3,REGULAR,freethrow,1 of 2,[],1629640,,,1610612759,53,81,2021-05-01T00:57:39Z,3710000,,,0,,K. Johnson Free Throw 1 of 2 (9 PTS),[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,,Made,9.0,,,,,,,,,,,,,,,,,,
377,PT10M39.00S,2021-05-01T00:57:51.4Z,3,REGULAR,freethrow,2 of 2,[],1629640,,,1610612759,53,82,2021-05-01T00:57:51Z,3720000,,,0,,K. Johnson Free Throw 2 of 2 (10 PTS),[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,,Made,10.0,,,,,,,,,,,,,,,,,,
378,PT10M26.00S,2021-05-01T00:58:06.6Z,3,REGULAR,3pt,Jump Shot,[],1627759,65.78515111695138,46.392463235294116,1610612738,53,82,2021-05-01T00:58:44Z,3730000,-18.0,269.0,1,right,MISS J. Brown 26' 3PT,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,26.97,Missed,,,,,,,,,,,,,,,,,,,
379,PT10M23.00S,2021-05-01T00:58:09.5Z,3,REGULAR,rebound,defensive,[],1627749,,,1610612759,53,82,2021-05-01T00:58:09Z,3740000,,,0,,D. Murray REBOUND (Off:1 Def:4),[1627749],1610612759.0,SAS,,,,Murray,D. Murray,,,,,,,,378.0,5.0,4.0,1.0,,,,,,,,,,,,,,
380,PT10M07.00S,2021-05-01T00:58:25.3Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201942,11.777266754270697,49.08854166666667,1610612759,53,84,2021-05-01T01:01:37Z,3750000,5.0,58.0,1,left,D. DeRozan driving floating Jump Shot (14 PTS),[201942],1610612759.0,SAS,driving floating,,,DeRozan,D. DeRozan,,,,,5.84,Made,14.0,,,,,,,,,,,,,,,,,,
381,PT09M58.00S,2021-05-01T00:58:35.0Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203935,91.5407358738502,56.68658088235294,1610612738,55,84,2021-05-01T00:58:54Z,3760000,33.0,27.0,1,right,M. Smart driving Layup (6 PTS),[203935],1610612738.0,BOS,driving,,,Smart,M. Smart,,,,,4.29,Made,6.0,,,,,,,,,,,,,,,,,,
384,PT09M42.00S,2021-05-01T00:58:53.2Z,3,REGULAR,foul,personal,['2freethrow'],203095,,,1610612759,55,84,2021-05-01T00:59:10Z,3770000,,,0,,E. Fournier shooting personal FOUL (2 PF) (DeRozan 2 FT),"[203095, 201942]",1610612738.0,BOS,shooting,,,Fournier,E. Fournier,,,,,,,,,,,,,,,,,,1198.0,2.0,0.0,DeRozan,201942.0,,,
386,PT09M42.00S,2021-05-01T00:59:20.1Z,3,REGULAR,freethrow,1 of 2,[],201942,,,1610612759,55,84,2021-05-01T00:59:20Z,3790000,,,0,,MISS D. DeRozan Free Throw 1 of 2,[201942],1610612759.0,SAS,,,,DeRozan,D. DeRozan,,,,,,Missed,,,,,,,,,,,,,,,,,,,
387,PT09M42.00S,2021-05-01T00:59:20.1Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612759,55,84,2021-05-01T00:59:20Z,3800000,,,0,,TEAM offensive REBOUND,[],1610612759.0,SAS,,,,,,,,,,,,,386.0,,,,,,,,,,,,,,,,,
388,PT09M42.00S,2021-05-01T00:59:38.3Z,3,REGULAR,freethrow,2 of 2,[],201942,,,1610612759,55,85,2021-05-01T00:59:38Z,3810000,,,0,,D. DeRozan Free Throw 2 of 2 (15 PTS),[201942],1610612759.0,SAS,,,,DeRozan,D. DeRozan,,,,,,Made,15.0,,,,,,,,,,,,,,,,,,
389,PT09M27.00S,2021-05-01T00:59:55.1Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1629057,90.48948751642575,45.90226715686275,1610612738,57,85,2021-05-01T01:03:50Z,3820000,-20.0,37.0,1,right,R. Williams III cutting DUNK (6 PTS) (M. Smart 5 AST),"[1629057, 203935]",1610612738.0,BOS,cutting,,,Williams III,R. Williams III,,,,,4.22,Made,6.0,,,,,,,,M. Smart,203935.0,5.0,,,,,,,,
391,PT09M14.00S,2021-05-01T01:00:09.1Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629640,9.017739816031538,49.08854166666667,1610612759,57,85,2021-05-01T01:00:28Z,3840000,5.0,32.0,1,left,MISS K. Johnson driving Layup - blocked,"[1629640, 1629057]",1610612759.0,SAS,driving,,,Johnson,K. Johnson,,,,,3.26,Missed,,,,,,,,,,,,,,,,,,Williams III,1629057.0
392,PT09M14.00S,2021-05-01T01:00:09.1Z,3,REGULAR,block,,[],1629057,,,1610612759,57,85,2021-05-01T01:01:16Z,3850000,,,0,,R. Williams III BLOCK (1 BLK),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,,
393,PT09M13.00S,2021-05-01T01:00:10.1Z,3,REGULAR,rebound,defensive,[],203095,,,1610612738,57,85,2021-05-01T01:00:28Z,3860000,,,0,,E. Fournier REBOUND (Off:0 Def:2),[203095],1610612738.0,BOS,,,,Fournier,E. Fournier,,,,,,,,391.0,2.0,2.0,0.0,,,,,,,,,,,,,,
394,PT09M06.00S,2021-05-01T01:00:19.2Z,3,REGULAR,turnover,out-of-bounds,[],203095,,,1610612738,57,85,2021-05-01T01:00:33Z,3870000,,,0,,E. Fournier bad pass out-of-bounds TURNOVER (2 TO),[203095],1610612738.0,BOS,bad pass,,,Fournier,E. Fournier,,,,,,,,,,,,2.0,,,,,,1198.0,,,,,,,
395,PT08M42.00S,2021-05-01T01:00:47.2Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],201942,6.652431011826544,97.61795343137256,1610612759,57,85,2021-05-01T01:00:52Z,3880000,-238.0,10.0,1,left,MISS D. DeRozan 3PT,[201942],1610612759.0,SAS,,,,DeRozan,D. DeRozan,,,,,23.83,Missed,,,,,,,,,,,,,,,,,,,
396,PT08M40.00S,2021-05-01T01:00:49.5Z,3,REGULAR,rebound,defensive,[],1628369,,,1610612738,57,85,2021-05-01T01:00:49Z,3890000,,,0,,J. Tatum REBOUND (Off:2 Def:3),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,395.0,5.0,3.0,2.0,,,,,,,,,,,,,,
397,PT08M34.00S,2021-05-01T01:00:58.2Z,3,REGULAR,foul,personal,['2freethrow'],1627751,,,1610612738,57,85,2021-05-01T01:03:20Z,3900000,,,0,,J. Poeltl flagrant-type-1 personal FOUL (2 PF) (Brown 2 FT),"[1627751, 1627759]",1610612759.0,SAS,flagrant-type-1,,,Poeltl,J. Poeltl,,,,,,,,,,,,,,,,,,1198.0,2.0,0.0,Brown,1627759.0,,,
399,PT08M34.00S,2021-05-01T01:01:37.4Z,3,REGULAR,instantreplay,request,[],0,,,1610612738,57,85,2021-05-01T01:02:36Z,3920000,,,0,,,[],,,overturned,,,,,,,,,,,,,,,,,,,,,,1179.0,,,,,Common Foul to Flagrant 1,,
400,PT08M34.00S,2021-05-01T01:03:03.0Z,3,REGULAR,freethrow,1 of 2,[],1627759,,,1610612738,58,85,2021-05-01T01:04:03Z,3930000,,,0,,J. Brown flagrant Free Throw 1 of 2 (4 PTS),[1627759],1610612738.0,BOS,flagrant,,,Brown,J. Brown,,,,,,Made,4.0,,,,,,,,,,,,,,,,,,
401,PT08M34.00S,2021-05-01T01:03:03.0Z,3,REGULAR,freethrow,2 of 2,[],1627759,,,1610612738,59,85,2021-05-01T01:04:03Z,3940000,,,0,,J. Brown flagrant Free Throw 2 of 2 (5 PTS),[1627759],1610612738.0,BOS,flagrant,,,Brown,J. Brown,,,,,,Made,5.0,,,,,,,,,,,,,,,,,,
402,PT08M28.00S,2021-05-01T01:03:36.0Z,3,REGULAR,foul,personal,['2freethrow'],1627751,,,1610612738,59,85,2021-05-01T01:04:22Z,3950000,,,0,,J. Poeltl shooting personal FOUL (3 PF) (Smart 2 FT),"[1627751, 203935]",1610612759.0,SAS,shooting,,,Poeltl,J. Poeltl,,,,,,,,,,,,,,,,,,1198.0,3.0,0.0,Smart,203935.0,,,
405,PT08M28.00S,2021-05-01T01:03:59.9Z,3,REGULAR,freethrow,1 of 2,[],203935,,,1610612738,60,85,2021-05-01T01:03:59Z,3980000,,,0,,M. Smart Free Throw 1 of 2 (7 PTS),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,Made,7.0,,,,,,,,,,,,,,,,,,
406,PT08M28.00S,2021-05-01T01:03:59.9Z,3,REGULAR,freethrow,2 of 2,[],203935,,,1610612738,60,85,2021-05-01T01:04:25Z,3990000,,,0,,MISS M. Smart Free Throw 2 of 2,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,Missed,,,,,,,,,,,,,,,,,,,
407,PT08M25.00S,2021-05-01T01:04:02.9Z,3,REGULAR,rebound,defensive,[],1629640,,,1610612759,60,85,2021-05-01T01:04:25Z,4000000,,,0,,K. Johnson REBOUND (Off:0 Def:4),[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,,,,406.0,4.0,4.0,0.0,,,,,,,,,,,,,,
408,PT08M11.00S,2021-05-01T01:04:31.0Z,3,REGULAR,2pt,Jump Shot,[],201942,19.267411300919843,71.8826593137255,1610612759,60,85,2021-05-01T01:07:35Z,4010000,-109.0,129.0,1,left,MISS D. DeRozan 16' fadeaway Shot,[201942],1610612759.0,SAS,fadeaway,,,DeRozan,D. DeRozan,,,,,16.88,Missed,,,,,,,,,,,,,,,,,,,
409,PT08M09.00S,2021-05-01T01:04:33.0Z,3,REGULAR,rebound,offensive,[],1627751,,,1610612759,60,85,2021-05-01T01:04:36Z,4020000,,,0,,J. Poeltl REBOUND (Off:2 Def:3),[1627751],1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,,,,408.0,5.0,3.0,2.0,,,,,,,,,,,,,,
410,PT08M07.00S,2021-05-01T01:04:35.4Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1629022,7.30946123521682,96.39246323529412,1610612759,60,88,2021-05-01T01:04:39Z,4030000,-232.0,16.0,1,left,L. Walker IV 3PT  (12 PTS) (D. DeRozan 9 AST),"[1629022, 201942]",1610612759.0,SAS,,,,Walker IV,L. Walker IV,,,,,23.26,Made,12.0,,,,,,,,D. DeRozan,201942.0,9.0,,,,,,,,
412,PT07M56.00S,2021-05-01T01:04:45.7Z,3,REGULAR,3pt,Jump Shot,[],1627759,65.65374507227332,55.4610906862745,1610612738,63,88,2021-05-01T01:04:49Z,4050000,27.0,270.0,1,right,J. Brown 27' 3PT  (8 PTS) (M. Smart 6 AST),"[1627759, 203935]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,27.18,Made,8.0,,,,,,,,M. Smart,203935.0,6.0,,,,,,,,
414,PT07M48.00S,2021-05-01T01:04:59.5Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612759,63,88,2021-05-01T01:04:59Z,4070000,,,0,,SAS Timeout,[],1610612759.0,SAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
415,PT07M34.00S,2021-05-01T01:08:06.8Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629640,16.90210249671485,37.32383578431372,1610612759,63,90,2021-05-01T01:09:26Z,4080000,63.0,106.0,1,left,K. Johnson 12' pullup Jump Shot (12 PTS) (D. DeRozan 10 AST),"[1629640, 201942]",1610612759.0,SAS,pullup,,,Johnson,K. Johnson,,,,,12.39,Made,12.0,,,,,,,,D. DeRozan,201942.0,10.0,,,,,,,,
416,PT07M18.00S,2021-05-01T01:08:22.6Z,3,REGULAR,3pt,Jump Shot,[],203935,67.49342969776609,28.500306372549016,1610612738,63,90,2021-05-01T01:08:31Z,4090000,-107.0,253.0,1,right,MISS M. Smart 27' 3PT,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,27.5,Missed,,,,,,,,,,,,,,,,,,,
418,PT07M15.00S,2021-05-01T01:08:25.6Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612738,63,90,2021-05-01T01:08:31Z,4100000,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,416.0,,,,,,,,,,,,,,,,,
419,PT07M15.00S,2021-05-01T01:08:31.1Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612738,63,90,2021-05-01T01:08:31Z,4110000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
420,PT07M08.00S,2021-05-01T01:08:52.1Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628369,90.22667542706965,44.43167892156863,1610612738,65,90,2021-05-01T01:08:57Z,4120000,-28.0,39.0,1,right,J. Tatum driving finger roll Layup (26 PTS) (R. Williams III 3 AST),"[1628369, 1629057]",1610612738.0,BOS,driving finger roll,,,Tatum,J. Tatum,,,,,4.82,Made,26.0,,,,,,,,R. Williams III,1629057.0,3.0,,,,,,,,
421,PT06M47.00S,2021-05-01T01:09:12.9Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1629640,9.280551905387648,48.59834558823529,1610612759,65,90,2021-05-01T01:09:24Z,4130000,7.0,35.0,1,left,MISS K. Johnson driving DUNK,[1629640],1610612759.0,SAS,driving,,,Johnson,K. Johnson,,,,,3.54,Missed,,,,,,,,,,,,,,,,,,,
423,PT06M44.00S,2021-05-01T01:09:15.9Z,3,REGULAR,rebound,offensive,[],1629022,,,1610612759,65,90,2021-05-01T01:09:24Z,4150000,,,0,,L. Walker IV REBOUND (Off:1 Def:1),[1629022],1610612759.0,SAS,,,,Walker IV,L. Walker IV,,,,,,,,421.0,2.0,1.0,1.0,,,,,,,,,,,,,,
424,PT06M41.00S,2021-05-01T01:09:18.4Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1629022,30.436925098554536,28.255208333333332,1610612759,65,93,2021-05-01T01:09:26Z,4160000,109.0,234.0,1,left,L. Walker IV 25' 3PT  (15 PTS),[1629022],1610612759.0,SAS,,,,Walker IV,L. Walker IV,,,,,25.77,Made,15.0,,,,,,,,,,,,,,,,,,
425,PT06M34.00S,2021-05-01T01:09:25.9Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629057,91.93495400788436,54.48069852941176,1610612738,67,93,2021-05-01T01:09:31Z,4170000,22.0,23.0,1,right,R. Williams III driving Layup (8 PTS) (M. Smart 7 AST),"[1629057, 203935]",1610612738.0,BOS,driving,,,Williams III,R. Williams III,,,,,3.23,Made,8.0,,,,,,,,M. Smart,203935.0,7.0,,,,,,,,
427,PT06M23.00S,2021-05-01T01:09:37.3Z,3,REGULAR,3pt,Jump Shot,[],1629022,28.203022339027594,77.51991421568627,1610612759,67,93,2021-05-01T01:09:42Z,4190000,-138.0,213.0,1,left,MISS L. Walker IV 25' 3PT,[1629022],1610612759.0,SAS,,,,Walker IV,L. Walker IV,,,,,25.32,Missed,,,,,,,,,,,,,,,,,,,
428,PT06M20.00S,2021-05-01T01:09:40.3Z,3,REGULAR,rebound,defensive,[],1629057,,,1610612738,67,93,2021-05-01T01:09:42Z,4200000,,,0,,R. Williams III REBOUND (Off:2 Def:3),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,427.0,5.0,3.0,2.0,,,,,,,,,,,,,,
429,PT06M14.00S,2021-05-01T01:09:46.0Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1628369,64.47109067017082,49.57873774509804,1610612738,70,93,2021-05-01T01:09:58Z,4210000,-2.0,281.0,1,right,J. Tatum 28' 3PT running (29 PTS),[1628369],1610612738.0,BOS,running,,,Tatum,J. Tatum,,,,,28.15,Made,29.0,,,,,,,,,,,,,,,,,,
430,PT05M51.00S,2021-05-01T01:10:08.7Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627749,18.74178712220762,45.65716911764706,1610612759,70,93,2021-05-01T01:10:14Z,4220000,22.0,124.0,1,left,MISS D. Murray 12' pullup Shot,[1627749],1610612759.0,SAS,pullup,,,Murray,D. Murray,,,,,12.56,Missed,,,,,,,,,,,,,,,,,,,
431,PT05M48.00S,2021-05-01T01:10:11.7Z,3,REGULAR,rebound,defensive,[],1629057,,,1610612738,70,93,2021-05-01T01:10:14Z,4230000,,,0,,R. Williams III REBOUND (Off:2 Def:4),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,430.0,6.0,4.0,2.0,,,,,,,,,,,,,,
432,PT05M43.00S,2021-05-01T01:10:16.8Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],203095,73.27529566360053,13.794424019607842,1610612738,73,93,2021-05-01T01:10:22Z,4240000,-181.0,199.0,1,right,E. Fournier 26' 3PT  (6 PTS) (J. Tatum 3 AST),"[203095, 1628369]",1610612738.0,BOS,,,,Fournier,E. Fournier,,,,,26.88,Made,6.0,,,,,,,,J. Tatum,1628369.0,3.0,,,,,,,,
434,PT05M43.00S,2021-05-01T01:10:28.1Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612759,73,93,2021-05-01T01:10:28Z,4260000,,,0,,SAS Timeout,[],1610612759.0,SAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
436,PT05M43.00S,2021-05-01T01:12:29.3Z,3,REGULAR,substitution,out,[],1627749,,,1610612759,73,93,2021-05-01T01:12:48Z,4270000,,,0,,SUB out: D. Murray,[1627749],1610612759.0,SAS,,,,Murray,D. Murray,,,,,,,,,,,,,,,,,,,,,,,,,
437,PT05M43.00S,2021-05-01T01:12:29.3Z,3,REGULAR,substitution,out,[],1627751,,,1610612759,73,93,2021-05-01T01:12:48Z,4280000,,,0,,SUB out: J. Poeltl,[1627751],1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,,,,,,,,,,,,,,,,,,,,,
438,PT05M43.00S,2021-05-01T01:12:29.3Z,3,REGULAR,substitution,in,[],201988,,,1610612759,73,93,2021-05-01T01:12:48Z,4290000,,,0,,SUB in: P. Mills,[201988],1610612759.0,SAS,,,,Mills,P. Mills,,,,,,,,,,,,,,,,,,,,,,,,,
439,PT05M43.00S,2021-05-01T01:12:29.3Z,3,REGULAR,substitution,in,[],1629234,,,1610612759,73,93,2021-05-01T01:12:48Z,4300000,,,0,,SUB in: D. Eubanks,[1629234],1610612759.0,SAS,,,,Eubanks,D. Eubanks,,,,,,,,,,,,,,,,,,,,,,,,,
440,PT05M31.00S,2021-05-01T01:13:28.3Z,3,REGULAR,turnover,bad pass,[],201942,,,1610612759,73,93,2021-05-01T01:13:36Z,4310000,,,0,,D. DeRozan bad pass TURNOVER (1 TO),"[201942, 1627759]",1610612759.0,SAS,,,,DeRozan,D. DeRozan,,,,,,,,,,,,1.0,Brown,1627759.0,,,,,,,,,,,
441,PT05M31.00S,2021-05-01T01:13:28.3Z,3,REGULAR,steal,,[],1627759,,,1610612738,73,93,2021-05-01T01:13:29Z,4320000,,,0,,J. Brown STEAL (1 STL),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,
442,PT05M27.00S,2021-05-01T01:13:32.6Z,3,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1628369,90.48948751642575,45.166973039215684,1610612738,73,93,2021-05-01T01:13:49Z,4330000,-24.0,37.0,1,right,MISS J. Tatum running finger roll Layup,[1628369],1610612738.0,BOS,running finger roll,,,Tatum,J. Tatum,,,,,4.41,Missed,,,,,,,,,,,,,,,,,,,
443,PT05M26.00S,2021-05-01T01:13:33.6Z,3,REGULAR,rebound,defensive,[],1629234,,,1610612759,73,93,2021-05-01T01:13:49Z,4340000,,,0,,D. Eubanks REBOUND (Off:0 Def:3),[1629234],1610612759.0,SAS,,,,Eubanks,D. Eubanks,,,,,,,,442.0,3.0,3.0,0.0,,,,,,,,,,,,,,
444,PT05M26.00S,2021-05-01T01:13:36.7Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612759,73,93,2021-05-01T01:13:36Z,4350000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445,PT05M14.00S,2021-05-01T01:13:59.6Z,3,REGULAR,turnover,lost ball,[],1629234,,,1610612759,73,93,2021-05-01T01:14:10Z,4360000,,,0,,D. Eubanks lost ball TURNOVER (1 TO),"[1629234, 1627759]",1610612759.0,SAS,,,,Eubanks,D. Eubanks,,,,,,,,,,,,1.0,Brown,1627759.0,,,,,,,,,,,
446,PT05M14.00S,2021-05-01T01:13:59.6Z,3,REGULAR,steal,,[],1627759,,,1610612738,73,93,2021-05-01T01:22:01Z,4370000,,,0,,J. Brown STEAL (2 STL),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,
447,PT05M11.00S,2021-05-01T01:14:02.9Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",203095,91.5407358738502,51.53952205882353,1610612738,75,93,2021-05-01T01:14:15Z,4380000,8.0,27.0,1,right,E. Fournier running Layup (8 PTS),[203095],1610612738.0,BOS,running,,,Fournier,E. Fournier,,,,,2.81,Made,8.0,,,,,,,,,,,,,,,,,,
