actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,turnoverTotal,shotDistance,shotResult,pointsTotal,stealPlayerName,stealPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,value
262,PT04M02.00S,2021-03-20T00:23:30.7Z,2,REGULAR,substitution,in,[],1628464,,,1610612738,34,49,2021-03-20T00:23:53Z,2540000,,,0,,SUB in: D. Theis,[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,,,,,,,,,,,,,,,
263,PT03M47.00S,2021-03-20T00:24:20.9Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628464,83.78777923784494,64.03952205882352,1610612738,36,49,2021-03-20T00:24:25Z,2550000,70.0,100.0,1,right,D. Theis 12' Jump Shot (6 PTS) (K. Walker 1 AST),"[1628464, 202689]",1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,12.21,Made,6.0,,,,,,,K. Walker,202689.0,1.0,,,,,,,
268,PT03M25.00S,2021-03-20T00:24:42.6Z,2,REGULAR,2pt,Jump Shot,[],1629713,12.434296977660972,73.35324754901961,1610612758,36,49,2021-03-20T00:46:49Z,2600000,-117.0,64.0,1,left,MISS J. James 13' Jump Shot,[1629713],1610612758.0,SAC,,,,James,J. James,,,,,,,13.34,Missed,,,,,,,,,,,,,,,,,
269,PT03M24.00S,2021-03-20T00:24:44.5Z,2,REGULAR,rebound,offensive,[],1626158,,,1610612758,36,49,2021-03-20T00:24:44Z,2610000,,,0,,R. Holmes REBOUND (Off:1 Def:3),[1626158],1610612758.0,SAC,,,,Holmes,R. Holmes,,,,,,,,,,,,268.0,4.0,3.0,1.0,,,,,,,,,,
270,PT03M13.00S,2021-03-20T00:24:54.4Z,2,REGULAR,turnover,bad pass,[],1630169,,,1610612758,36,49,2021-03-20T00:25:00Z,2620000,,,0,,T. Haliburton bad pass TURNOVER (3 TO),"[1630169, 1629684]",1610612758.0,SAC,,,,Haliburton,T. Haliburton,,,,,,3.0,,,,Williams,1629684.0,,,,,,,,,,,,,,
271,PT03M13.00S,2021-03-20T00:24:54.4Z,2,REGULAR,steal,,[],1629684,,,1610612738,36,49,2021-03-20T00:24:56Z,2630000,,,0,,G. Williams STEAL (1 STL),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
272,PT03M08.00S,2021-03-20T00:24:59.4Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1628464,91.14651773981603,54.48069852941176,1610612738,38,49,2021-03-20T00:25:05Z,2640000,22.0,31.0,1,right,D. Theis running DUNK (8 PTS) (M. Smart 3 AST),"[1628464, 203935]",1610612738.0,BOS,running,,,Theis,D. Theis,,,,,,,3.8,Made,8.0,,,,,,,M. Smart,203935.0,3.0,,,,,,,
274,PT02M41.00S,2021-03-20T00:25:26.7Z,2,REGULAR,3pt,Jump Shot,[],1630169,37.79566360052563,21.147365196078432,1610612758,38,49,2021-03-20T00:25:39Z,2660000,144.0,303.0,1,left,MISS T. Haliburton 33' 3PT,[1630169],1610612758.0,SAC,,,,Haliburton,T. Haliburton,,,,,,,33.54,Missed,,,,,,,,,,,,,,,,,
275,PT02M36.00S,2021-03-20T00:25:31.3Z,2,REGULAR,rebound,defensive,[],1628464,,,1610612738,38,49,2021-03-20T00:25:31Z,2670000,,,0,,D. Theis REBOUND (Off:0 Def:2),[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,,274.0,2.0,2.0,0.0,,,,,,,,,,
276,PT02M21.00S,2021-03-20T00:25:46.4Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627759,86.94152431011827,43.451286764705884,1610612738,38,49,2021-03-20T00:25:54Z,2680000,-33.0,70.0,1,right,MISS J. Brown 7' Jump Shot - blocked,"[1627759, 1626158]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,7.74,Missed,,,,,,,,,,,Holmes,1626158.0,,,,,
277,PT02M21.00S,2021-03-20T00:25:46.4Z,2,REGULAR,block,,[],1626158,,,1610612738,38,49,2021-03-20T00:25:49Z,2690000,,,0,,R. Holmes BLOCK (1 BLK),[1626158],1610612758.0,SAC,,,,Holmes,R. Holmes,,,,,,,,,,,,,,,,,,,,,,,,,
278,PT02M15.00S,2021-03-20T00:25:52.4Z,2,REGULAR,rebound,offensive,[],1627759,,,1610612738,38,49,2021-03-20T00:25:54Z,2700000,,,0,,J. Brown REBOUND (Off:2 Def:4),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,276.0,6.0,4.0,2.0,,,,,,,,,,
279,PT02M14.00S,2021-03-20T00:25:53.5Z,2,REGULAR,turnover,bad pass,[],1627759,,,1610612738,38,49,2021-03-20T00:25:59Z,2710000,,,0,,J. Brown bad pass TURNOVER (4 TO),"[1627759, 1630169]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,,4.0,,,,Haliburton,1630169.0,,,,,,,,,,,,,,
280,PT02M14.00S,2021-03-20T00:25:53.5Z,2,REGULAR,steal,,[],1630169,,,1610612758,38,49,2021-03-20T00:25:55Z,2720000,,,0,,T. Haliburton STEAL (2 STL),[1630169],1610612758.0,SAC,,,,Haliburton,T. Haliburton,,,,,,,,,,,,,,,,,,,,,,,,,
281,PT02M10.00S,2021-03-20T00:25:56.8Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1627741,23.603810775295663,87.07873774509804,1610612758,38,49,2021-03-20T00:26:14Z,2730000,-185.0,169.0,1,left,MISS B. Hield 25' 3PT,[1627741],1610612758.0,SAC,,,,Hield,B. Hield,,,,,,,25.11,Missed,,,,,,,,,,,,,,,,,
282,PT02M07.00S,2021-03-20T00:25:59.8Z,2,REGULAR,rebound,defensive,[],203935,,,1610612738,38,49,2021-03-20T00:26:22Z,2740000,,,0,,M. Smart REBOUND (Off:0 Def:3),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,281.0,3.0,3.0,0.0,,,,,,,,,,
283,PT02M05.00S,2021-03-20T00:26:07.4Z,2,REGULAR,foul,personal,['2freethrow'],1629713,,,1610612738,38,49,2021-03-20T00:26:21Z,2750000,,,0,,J. James shooting personal FOUL (2 PF) (Smart 2 FT),"[1629713, 203935]",1610612758.0,SAC,shooting,,,James,J. James,,,,,1628953.0,,,,,,,,,,,,,,,,2.0,0.0,Smart,203935.0,
285,PT02M05.00S,2021-03-20T00:26:30.7Z,2,REGULAR,freethrow,1 of 2,['fastbreak'],203935,,,1610612738,39,49,2021-03-20T00:26:30Z,2770000,,,0,,M. Smart Free Throw 1 of 2 (3 PTS),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,Made,3.0,,,,,,,,,,,,,,,,
286,PT02M05.00S,2021-03-20T00:26:33.9Z,2,REGULAR,substitution,out,[],1629684,,,1610612738,39,49,2021-03-20T00:26:41Z,2780000,,,0,,SUB out: G. Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
287,PT02M05.00S,2021-03-20T00:26:33.9Z,2,REGULAR,substitution,out,[],1629713,,,1610612738,39,49,2021-03-20T00:26:41Z,2790000,,,0,,SUB out: J. James,[1629713],1610612758.0,SAC,,,,James,J. James,,,,,,,,,,,,,,,,,,,,,,,,,
288,PT02M05.00S,2021-03-20T00:26:33.9Z,2,REGULAR,substitution,in,[],1628369,,,1610612738,39,49,2021-03-20T00:26:41Z,2800000,,,0,,SUB in: J. Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,
289,PT02M05.00S,2021-03-20T00:26:33.9Z,2,REGULAR,substitution,in,[],1628368,,,1610612738,39,49,2021-03-20T00:26:41Z,2810000,,,0,,SUB in: D. Fox,[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,,,,,,,,,,,,,,,,,,,,,
290,PT02M05.00S,2021-03-20T00:26:54.4Z,2,REGULAR,freethrow,2 of 2,['fastbreak'],203935,,,1610612738,40,49,2021-03-20T00:26:54Z,2820000,,,0,,M. Smart Free Throw 2 of 2 (4 PTS),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,Made,4.0,,,,,,,,,,,,,,,,
291,PT01M54.00S,2021-03-20T00:27:09.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1626158,10.38107752956636,42.19132965686275,1610612758,40,51,2021-03-20T00:27:15Z,2830000,39.0,45.0,1,left,R. Holmes cutting Layup (13 PTS) (D. Fox 4 AST),"[1626158, 1628368]",1610612758.0,SAC,cutting,,,Holmes,R. Holmes,,,,,,,5.96,Made,13.0,,,,,,,D. Fox,1628368.0,4.0,,,,,,,
294,PT01M41.00S,2021-03-20T00:27:29.5Z,2,REGULAR,foul,personal,[],1630169,,,1610612738,40,51,2021-03-20T00:31:46Z,2860000,,,0,,T. Haliburton personal FOUL (1 PF),"[1630169, 202689]",1610612758.0,SAC,,,,Haliburton,T. Haliburton,,,,,1628953.0,,,,,,,,,,,,,,,,1.0,0.0,Walker,202689.0,
297,PT01M41.00S,2021-03-20T00:27:58.9Z,2,REGULAR,timeout,full,['team'],0,,,1610612738,40,51,2021-03-20T00:28:34Z,2880000,,,0,,SAC Timeout,[],1610612758.0,SAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
298,PT01M41.00S,2021-03-20T00:28:43.2Z,2,REGULAR,instantreplay,challenge,[],0,,,1610612738,40,51,2021-03-20T00:30:34Z,2890000,,,0,,,[],1610612758.0,SAC,stands,,,,,,,,,1174.0,,,,,,,,,,,,,,,,,,,,
299,PT01M28.00S,2021-03-20T00:31:09.4Z,2,REGULAR,3pt,Jump Shot,[],1628369,65.78515111695138,37.8140318627451,1610612738,43,51,2021-03-20T00:33:14Z,2900000,-61.0,269.0,1,right,J. Tatum 27' 3PT  (12 PTS) (K. Walker 2 AST),"[1628369, 202689]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,27.59,Made,12.0,,,,,,,K. Walker,202689.0,2.0,,,,,,,
301,PT01M02.00S,2021-03-20T00:31:36.8Z,2,REGULAR,3pt,Jump Shot,[],1628368,33.590670170827856,37.07873774509804,1610612758,43,54,2021-03-20T00:31:49Z,2920000,65.0,263.0,1,left,D. Fox 27' 3PT  (10 PTS),[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,,,27.11,Made,10.0,,,,,,,,,,,,,,,,
302,PT00M49.40S,2021-03-20T00:31:52.3Z,2,REGULAR,2pt,Jump Shot,[],202689,77.87450722733246,79.23560049019608,1610612738,43,54,2021-03-20T00:32:31Z,2930000,146.0,155.0,1,right,MISS K. Walker 21' Jump Shot,[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,21.34,Missed,,,,,,,,,,,,,,,,,
303,PT00M49.40S,2021-03-20T00:31:52.3Z,2,REGULAR,rebound,offensive,[],1628464,,,1610612738,43,54,2021-03-20T00:32:31Z,2940000,,,0,,D. Theis REBOUND (Off:1 Def:2),[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,,302.0,3.0,2.0,1.0,,,,,,,,,,
304,PT00M47.70S,2021-03-20T00:31:56.9Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1626158,,,1610612738,43,54,2021-03-20T00:32:22Z,2950000,,,0,,R. Holmes shooting personal FOUL (1 PF) (Theis 2 FT),"[1626158, 1628464]",1610612758.0,SAC,shooting,,,Holmes,R. Holmes,,,,,1174.0,,,,,,,,,,,,,,,,1.0,0.0,Theis,1628464.0,
306,PT00M47.70S,2021-03-20T00:32:23.7Z,2,REGULAR,freethrow,1 of 2,['2ndchance'],1628464,,,1610612738,44,54,2021-03-20T00:32:23Z,2970000,,,0,,D. Theis Free Throw 1 of 2 (9 PTS),[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,Made,9.0,,,,,,,,,,,,,,,,
307,PT00M47.70S,2021-03-20T00:32:34.8Z,2,REGULAR,freethrow,2 of 2,['2ndchance'],1628464,,,1610612738,45,54,2021-03-20T00:32:34Z,2980000,,,0,,D. Theis Free Throw 2 of 2 (10 PTS),[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,Made,10.0,,,,,,,,,,,,,,,,
308,PT00M30.70S,2021-03-20T00:32:54.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203084,7.046649145860711,58.647365196078425,1610612758,45,54,2021-03-20T00:33:30Z,2990000,-43.0,14.0,1,left,MISS H. Barnes Layup,[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,,,4.53,Missed,,,,,,,,,,,,,,,,,
309,PT00M29.80S,2021-03-20T00:32:58.3Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612738,45,54,2021-03-20T00:32:58Z,3000000,,,0,,TEAM defensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,308.0,,,,,,,,,,,,,
310,PT00M29.80S,2021-03-20T00:32:59.8Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612738,45,54,2021-03-20T00:32:59Z,3010000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
311,PT00M12.50S,2021-03-20T00:33:32.0Z,2,REGULAR,foul,offensive,['inpenalty'],1628464,,,1610612738,45,54,2021-03-20T00:33:41Z,3020000,,,0,,D. Theis offensive FOUL (1 PF),"[1628464, 1626158]",1610612738.0,BOS,,,,Theis,D. Theis,,,,,1174.0,,,,,,,,,,,,,,,,1.0,0.0,Holmes,1626158.0,
313,PT00M12.50S,2021-03-20T00:33:32.0Z,2,REGULAR,turnover,offensive foul,[],1628464,,,1610612738,45,54,2021-03-20T00:33:32Z,3040000,,,0,,D. Theis offensive foul TURNOVER (1 TO),[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,1174.0,1.0,,,,,,,,,,,,,,,,,,,
315,PT00M03.40S,2021-03-20T00:34:00.9Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203935,,,1610612758,45,54,2021-03-20T00:34:13Z,3050000,,,0,,M. Smart personal FOUL (1 PF) (Fox 2 FT),"[203935, 1628368]",1610612738.0,BOS,,,,Smart,M. Smart,,,,,1628953.0,,,,,,,,,,,,,,,,1.0,0.0,Fox,1628368.0,
317,PT00M03.40S,2021-03-20T00:34:27.6Z,2,REGULAR,freethrow,1 of 2,['fromturnover'],1628368,,,1610612758,45,55,2021-03-20T00:34:27Z,3070000,,,0,,D. Fox Free Throw 1 of 2 (11 PTS),[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,,,,Made,11.0,,,,,,,,,,,,,,,,
318,PT00M03.40S,2021-03-20T00:34:27.6Z,2,REGULAR,freethrow,2 of 2,['fromturnover'],1628368,,,1610612758,45,55,2021-03-20T00:34:46Z,3080000,,,0,,MISS D. Fox Free Throw 2 of 2,[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,,,,Missed,,,,,,,,,,,,,,,,,
319,PT00M01.00S,2021-03-20T00:34:30.0Z,2,REGULAR,rebound,defensive,[],1628464,,,1610612738,45,55,2021-03-20T00:34:46Z,3090000,,,0,,D. Theis REBOUND (Off:1 Def:3),[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,,318.0,4.0,3.0,1.0,,,,,,,,,,
320,PT00M00.50S,2021-03-20T00:34:46.7Z,2,REGULAR,3pt,Jump Shot,[],1628464,43.314717477003946,66.98069852941177,1610612738,45,55,2021-03-20T00:35:38Z,3100000,85.0,480.0,1,right,MISS D. Theis 48' 3PT,[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,48.77,Missed,,,,,,,,,,,,,,,,,
321,PT00M00.10S,2021-03-20T00:34:47.1Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612738,45,55,2021-03-20T00:35:38Z,3110000,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,320.0,,,,,,,,,,,,,
322,PT00M00.00S,2021-03-20T00:34:54.6Z,2,REGULAR,period,end,[],0,,,1610612738,45,55,2021-03-20T00:34:54Z,3120000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
323,PT12M00.00S,2021-03-20T00:50:44.5Z,3,REGULAR,period,start,[],0,,,1610612738,45,55,2021-03-20T00:50:44Z,3130000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
324,PT11M52.00S,2021-03-20T00:50:54.5Z,3,REGULAR,foul,personal,[],1627741,,,1610612738,45,55,2021-03-20T00:51:04Z,3140000,,,0,,B. Hield personal FOUL (1 PF),"[1627741, 1627759]",1610612758.0,SAC,,,,Hield,B. Hield,,,,,1628953.0,,,,,,,,,,,,,,,,1.0,0.0,Brown,1627759.0,
326,PT11M39.00S,2021-03-20T00:51:23.5Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1627759,8.09789750328515,54.72579656862745,1610612738,45,55,2021-03-20T00:51:27Z,3160000,-24.0,24.0,1,left,MISS J. Brown driving Layup,[1627759],1610612738.0,BOS,driving,,,Brown,J. Brown,,,,,,,3.34,Missed,,,,,,,,,,,,,,,,,
327,PT11M37.00S,2021-03-20T00:51:25.5Z,3,REGULAR,rebound,defensive,[],1626158,,,1610612758,45,55,2021-03-20T00:51:27Z,3170000,,,0,,R. Holmes REBOUND (Off:1 Def:4),[1626158],1610612758.0,SAC,,,,Holmes,R. Holmes,,,,,,,,,,,,326.0,5.0,4.0,1.0,,,,,,,,,,
328,PT11M33.00S,2021-03-20T00:51:29.3Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1627741,70.38436268068331,17.22579656862745,1610612758,45,58,2021-03-20T00:51:39Z,3180000,-164.0,226.0,1,right,B. Hield 27' 3PT  (14 PTS) (D. Fox 5 AST),"[1627741, 1628368]",1610612758.0,SAC,,,,Hield,B. Hield,,,,,,,27.91,Made,14.0,,,,,,,D. Fox,1628368.0,5.0,,,,,,,
329,PT11M23.00S,2021-03-20T00:51:41.0Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203935,7.440867279894875,53.01011029411765,1610612738,47,58,2021-03-20T00:57:02Z,3190000,-15.0,17.0,1,left,M. Smart Layup (6 PTS) (D. Theis 1 AST),"[203935, 1628464]",1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,2.3,Made,6.0,,,,,,,D. Theis,1628464.0,1.0,,,,,,,
331,PT11M08.00S,2021-03-20T00:51:55.5Z,3,REGULAR,3pt,Jump Shot,[],1627741,66.83639947437582,30.95128676470588,1610612758,47,58,2021-03-20T00:52:19Z,3210000,-95.0,259.0,1,right,MISS B. Hield 27' 3PT,[1627741],1610612758.0,SAC,,,,Hield,B. Hield,,,,,,,27.61,Missed,,,,,,,,,,,,,,,,,
332,PT11M07.00S,2021-03-20T00:51:56.5Z,3,REGULAR,rebound,offensive,[],1626158,,,1610612758,47,58,2021-03-20T00:52:19Z,3220000,,,0,,R. Holmes REBOUND (Off:2 Def:4),[1626158],1610612758.0,SAC,,,,Holmes,R. Holmes,,,,,,,,,,,,331.0,6.0,4.0,2.0,,,,,,,,,,
333,PT11M06.00S,2021-03-20T00:52:02.4Z,3,REGULAR,foul,personal,['2freethrow'],203935,,,1610612758,47,58,2021-03-20T00:52:10Z,3230000,,,0,,M. Smart shooting personal FOUL (2 PF) (Holmes 2 FT),"[203935, 1626158]",1610612738.0,BOS,shooting,,,Smart,M. Smart,,,,,1628953.0,,,,,,,,,,,,,,,,2.0,0.0,Holmes,1626158.0,
335,PT11M06.00S,2021-03-20T00:52:23.4Z,3,REGULAR,freethrow,1 of 2,['2ndchance'],1626158,,,1610612758,47,59,2021-03-20T00:52:23Z,3250000,,,0,,R. Holmes Free Throw 1 of 2 (14 PTS),[1626158],1610612758.0,SAC,,,,Holmes,R. Holmes,,,,,,,,Made,14.0,,,,,,,,,,,,,,,,
336,PT11M06.00S,2021-03-20T00:52:38.3Z,3,REGULAR,freethrow,2 of 2,['2ndchance'],1626158,,,1610612758,47,60,2021-03-20T00:52:38Z,3260000,,,0,,R. Holmes Free Throw 2 of 2 (15 PTS),[1626158],1610612758.0,SAC,,,,Holmes,R. Holmes,,,,,,,,Made,15.0,,,,,,,,,,,,,,,,
338,PT10M54.00S,2021-03-20T00:52:55.0Z,3,REGULAR,foul,personal,['2freethrow'],1626158,,,1610612738,47,60,2021-03-20T00:53:05Z,3270000,,,0,,R. Holmes shooting personal FOUL (2 PF) (Tatum 2 FT),"[1626158, 1628369]",1610612758.0,SAC,shooting,,,Holmes,R. Holmes,,,,,1628953.0,,,,,,,,,,,,,,,,2.0,0.0,Tatum,1628369.0,
340,PT10M54.00S,2021-03-20T00:53:18.6Z,3,REGULAR,freethrow,1 of 2,[],1628369,,,1610612738,47,60,2021-03-20T00:53:18Z,3290000,,,0,,MISS J. Tatum Free Throw 1 of 2,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,Missed,,,,,,,,,,,,,,,,,
341,PT10M54.00S,2021-03-20T00:53:18.6Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612738,47,60,2021-03-20T00:53:18Z,3300000,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,340.0,,,,,,,,,,,,,
342,PT10M54.00S,2021-03-20T00:53:33.9Z,3,REGULAR,freethrow,2 of 2,[],1628369,,,1610612738,48,60,2021-03-20T00:53:33Z,3310000,,,0,,J. Tatum Free Throw 2 of 2 (13 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,Made,13.0,,,,,,,,,,,,,,,,
343,PT10M48.00S,2021-03-20T00:53:43.6Z,3,REGULAR,foul,personal,['2freethrow'],1628464,,,1610612758,48,60,2021-03-20T00:53:52Z,3320000,,,0,,D. Theis shooting personal FOUL (2 PF) (Fox 2 FT),"[1628464, 1628368]",1610612738.0,BOS,shooting,,,Theis,D. Theis,,,,,1628953.0,,,,,,,,,,,,,,,,2.0,0.0,Fox,1628368.0,
345,PT10M48.00S,2021-03-20T00:54:10.1Z,3,REGULAR,freethrow,1 of 2,[],1628368,,,1610612758,48,61,2021-03-20T00:54:10Z,3340000,,,0,,D. Fox Free Throw 1 of 2 (12 PTS),[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,,,,Made,12.0,,,,,,,,,,,,,,,,
346,PT10M48.00S,2021-03-20T00:54:23.2Z,3,REGULAR,freethrow,2 of 2,[],1628368,,,1610612758,48,62,2021-03-20T00:54:23Z,3350000,,,0,,D. Fox Free Throw 2 of 2 (13 PTS),[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,,,,Made,13.0,,,,,,,,,,,,,,,,
347,PT10M35.00S,2021-03-20T00:54:38.3Z,3,REGULAR,2pt,Jump Shot,[],1628464,17.95335085413929,67.47089460784314,1610612738,50,62,2021-03-20T00:56:31Z,3360000,-87.0,116.0,1,left,D. Theis 14' Jump Shot (12 PTS) (K. Walker 3 AST),"[1628464, 202689]",1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,14.55,Made,12.0,,,,,,,K. Walker,202689.0,3.0,,,,,,,
349,PT10M22.00S,2021-03-20T00:54:51.1Z,3,REGULAR,3pt,Jump Shot,[],1627741,69.72733245729303,24.823835784313726,1610612758,50,62,2021-03-20T00:54:55Z,3380000,-126.0,232.0,1,right,MISS B. Hield 26' 3PT,[1627741],1610612758.0,SAC,,,,Hield,B. Hield,,,,,,,26.4,Missed,,,,,,,,,,,,,,,,,
350,PT10M20.00S,2021-03-20T00:54:53.1Z,3,REGULAR,rebound,defensive,[],1628464,,,1610612738,50,62,2021-03-20T00:54:55Z,3390000,,,0,,D. Theis REBOUND (Off:1 Def:4),[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,,349.0,5.0,4.0,1.0,,,,,,,,,,
351,PT10M15.00S,2021-03-20T00:55:01.7Z,3,REGULAR,foul,personal,[],1627741,,,1610612738,50,62,2021-03-20T00:55:08Z,3400000,,,0,,B. Hield personal FOUL (2 PF),"[1627741, 1627759]",1610612758.0,SAC,,,,Hield,B. Hield,,,,,1174.0,,,,,,,,,,,,,,,,2.0,0.0,Brown,1627759.0,
353,PT10M08.00S,2021-03-20T00:55:23.8Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1628464,8.623521681997373,51.53952205882353,1610612738,52,62,2021-03-20T00:55:28Z,3420000,-8.0,29.0,1,left,D. Theis cutting DUNK (14 PTS) (J. Brown 1 AST),"[1628464, 1627759]",1610612738.0,BOS,cutting,,,Theis,D. Theis,,,,,,,2.96,Made,14.0,,,,,,,J. Brown,1627759.0,1.0,,,,,,,
355,PT09M47.00S,2021-03-20T00:55:43.9Z,3,REGULAR,3pt,Jump Shot,[],1628368,66.96780551905388,70.90226715686273,1610612758,52,62,2021-03-20T00:55:47Z,3440000,105.0,258.0,1,right,MISS D. Fox 27' 3PT,[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,,,27.84,Missed,,,,,,,,,,,,,,,,,
356,PT09M45.00S,2021-03-20T00:55:45.9Z,3,REGULAR,rebound,defensive,[],1627759,,,1610612738,52,62,2021-03-20T00:55:47Z,3450000,,,0,,J. Brown REBOUND (Off:2 Def:5),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,355.0,7.0,5.0,2.0,,,,,,,,,,
357,PT09M38.00S,2021-03-20T00:55:53.7Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1627759,6.389618922470433,46.392463235294116,1610612738,54,62,2021-03-20T00:55:58Z,3460000,18.0,8.0,1,left,J. Brown driving DUNK (9 PTS),[1627759],1610612738.0,BOS,driving,,,Brown,J. Brown,,,,,,,1.95,Made,9.0,,,,,,,,,,,,,,,,
358,PT09M38.00S,2021-03-20T00:55:59.5Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612758,54,62,2021-03-20T00:55:59Z,3470000,,,0,,SAC Timeout,[],1610612758.0,SAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
359,PT09M28.00S,2021-03-20T00:58:59.8Z,3,REGULAR,2pt,Jump Shot,[],1628368,79.71419185282524,67.47089460784314,1610612758,54,64,2021-03-20T00:59:07Z,3480000,87.0,138.0,1,right,D. Fox 16' pullup Jump Shot (15 PTS) (T. Haliburton 5 AST),"[1628368, 1630169]",1610612758.0,SAC,pullup,,,Fox,D. Fox,,,,,,,16.35,Made,15.0,,,,,,,T. Haliburton,1630169.0,5.0,,,,,,,
361,PT09M02.00S,2021-03-20T00:59:26.8Z,3,REGULAR,3pt,Jump Shot,[],1628464,32.40801576872536,50.55912990196079,1610612738,54,64,2021-03-20T00:59:33Z,3500000,-3.0,252.0,1,left,MISS D. Theis 25' step back 3PT,[1628464],1610612738.0,BOS,step back,,,Theis,D. Theis,,,,,,,25.21,Missed,,,,,,,,,,,,,,,,,
