actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,turnoverTotal,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId
438,PT06M46.00S,2021-05-19T02:36:52.2Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628369,7.703679369250986,56.196384803921575,1610612738,74,60,2021-05-19T02:37:00Z,4340000,-31.0,20.0,1,left,MISS J. Tatum driving finger roll Layup - blocked,"[1628369, 1629655]",1610612738.0,BOS,driving finger roll,,,Tatum,J. Tatum,,,,,,3.68,Missed,,,,,,,,,Gafford,1629655.0,,,,,,,
439,PT06M46.00S,2021-05-19T02:36:52.2Z,3,REGULAR,block,,[],1629655,,,1610612738,74,60,2021-05-19T02:36:54Z,4350000,,,0,,D. Gafford BLOCK (1 BLK),[1629655],1610612764.0,WAS,,,,Gafford,D. Gafford,,,,,,,,,,,,,,,,,,,,,,,,
440,PT06M42.00S,2021-05-19T02:36:56.2Z,3,REGULAR,rebound,defensive,[],203078,,,1610612764,74,60,2021-05-19T02:37:00Z,4360000,,,0,,B. Beal REBOUND (Off:1 Def:7),[203078],1610612764.0,WAS,,,,Beal,B. Beal,,,,,,,,438.0,8.0,7.0,1.0,,,,,,,,,,,,,
441,PT06M40.00S,2021-05-19T02:36:58.3Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],201566,76.69185282522996,11.833639705882353,1610612764,74,60,2021-05-19T02:37:11Z,4370000,-191.0,167.0,1,right,MISS R. Westbrook 25' running pullup 3PT,[201566],1610612764.0,WAS,running pullup,,,Westbrook,R. Westbrook,,,,,,25.33,Missed,,,,,,,,,,,,,,,,,
442,PT06M37.00S,2021-05-19T02:37:02.4Z,3,REGULAR,rebound,offensive,[],202397,,,1610612764,74,60,2021-05-19T02:37:02Z,4380000,,,0,,I. Smith REBOUND (Off:1 Def:5),[202397],1610612764.0,WAS,,,,Smith,I. Smith,,,,,,,,441.0,6.0,5.0,1.0,,,,,,,,,,,,,
443,PT06M34.00S,2021-05-19T02:37:06.7Z,3,REGULAR,foul,offensive,[],201566,,,1610612764,74,60,2021-05-19T02:37:20Z,4390000,,,0,,R. Westbrook offensive FOUL (3 PF),"[201566, 202689]",1610612764.0,WAS,,,,Westbrook,R. Westbrook,,,,,,,,,,,,,,,,,,1179.0,3.0,0.0,Walker,202689.0,,
445,PT06M34.00S,2021-05-19T02:37:06.7Z,3,REGULAR,turnover,offensive foul,[],201566,,,1610612764,74,60,2021-05-19T02:37:06Z,4410000,,,0,,R. Westbrook offensive foul TURNOVER (4 TO),[201566],1610612764.0,WAS,,,,Westbrook,R. Westbrook,,,,,4.0,,,,,,,,,,,,,1179.0,,,,,,
446,PT06M25.00S,2021-05-19T02:37:32.9Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],202689,32.013797634691194,36.09834558823529,1610612738,74,60,2021-05-19T02:37:38Z,4420000,70.0,248.0,1,left,MISS K. Walker 25' 3PT,[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,25.79,Missed,,,,,,,,,,,,,,,,,
447,PT06M21.00S,2021-05-19T02:37:36.9Z,3,REGULAR,rebound,defensive,[],1629655,,,1610612764,74,60,2021-05-19T02:37:38Z,4430000,,,0,,D. Gafford REBOUND (Off:1 Def:3),[1629655],1610612764.0,WAS,,,,Gafford,D. Gafford,,,,,,,,446.0,4.0,3.0,1.0,,,,,,,,,,,,,
448,PT06M17.00S,2021-05-19T02:37:40.3Z,3,REGULAR,foul,personal,['2freethrow'],203095,,,1610612764,74,60,2021-05-19T02:37:51Z,4440000,,,0,,E. Fournier shooting personal FOUL (2 PF) (Westbrook 2 FT),"[203095, 201566]",1610612738.0,BOS,shooting,,,Fournier,E. Fournier,,,,,,,,,,,,,,,,,,1162.0,2.0,0.0,Westbrook,201566.0,,
450,PT06M17.00S,2021-05-19T02:38:04.0Z,3,REGULAR,freethrow,1 of 2,['fastbreak'],201566,,,1610612764,74,61,2021-05-19T02:42:27Z,4460000,,,0,,R. Westbrook Free Throw 1 of 2 (11 PTS),[201566],1610612764.0,WAS,,,,Westbrook,R. Westbrook,,,,,,,Made,,,,,11.0,,,,,,,,,,,,
452,PT06M17.00S,2021-05-19T02:38:04.0Z,3,REGULAR,freethrow,2 of 2,['fastbreak'],201566,,,1610612764,74,62,2021-05-19T02:42:27Z,4480000,,,0,,R. Westbrook Free Throw 2 of 2 (12 PTS),[201566],1610612764.0,WAS,,,,Westbrook,R. Westbrook,,,,,,,Made,,,,,12.0,,,,,,,,,,,,
453,PT06M01.00S,2021-05-19T02:38:38.4Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],202684,7.30946123521682,42.96109068627451,1610612738,76,62,2021-05-19T02:38:44Z,4490000,35.0,16.0,1,left,T. Thompson cutting DUNK (8 PTS) (E. Fournier 4 AST),"[202684, 203095]",1610612738.0,BOS,cutting,,,Thompson,T. Thompson,,,,,,3.87,Made,,,,,8.0,E. Fournier,203095.0,4.0,,,,,,,,,
455,PT05M49.00S,2021-05-19T02:38:51.3Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'defensivegoaltending']",201566,91.27792378449409,54.72579656862745,1610612764,76,64,2021-05-19T02:39:28Z,4510000,24.0,29.0,1,right,R. Westbrook driving Layup (14 PTS),[201566],1610612764.0,WAS,driving,,,Westbrook,R. Westbrook,,,,,,3.78,Made,,,,,14.0,,,,,,,,,,,,
457,PT05M49.00S,2021-05-19T02:38:59.5Z,3,REGULAR,violation,defensive goaltending,[],202684,,,1610612764,76,64,2021-05-19T02:39:28Z,4530000,,,0,,T. Thompson defensive goaltending VIOLATION,[202684],1610612738.0,BOS,,,,Thompson,T. Thompson,,,,,,,,,,,,,,,,,,202058.0,,,,,,
458,PT05M42.00S,2021-05-19T02:39:18.8Z,3,REGULAR,foul,personal,[],203078,,,1610612738,76,64,2021-05-19T02:39:22Z,4540000,,,0,,B. Beal personal FOUL (3 PF),"[203078, 202689]",1610612764.0,WAS,,,,Beal,B. Beal,,,,,,,,,,,,,,,,,,1162.0,3.0,0.0,Walker,202689.0,,
460,PT05M42.00S,2021-05-19T02:39:25.3Z,3,REGULAR,substitution,out,[],201566,,,1610612738,76,64,2021-05-19T02:39:36Z,4560000,,,0,,SUB out: R. Westbrook,[201566],1610612764.0,WAS,,,,Westbrook,R. Westbrook,,,,,,,,,,,,,,,,,,,,,,,,
461,PT05M42.00S,2021-05-19T02:39:25.3Z,3,REGULAR,substitution,in,[],1629726,,,1610612738,76,64,2021-05-19T02:39:36Z,4570000,,,0,,SUB in: G. Mathews,[1629726],1610612764.0,WAS,,,,Mathews,G. Mathews,,,,,,,,,,,,,,,,,,,,,,,,
462,PT05M36.00S,2021-05-19T02:39:42.9Z,3,REGULAR,3pt,Jump Shot,[],1628369,27.94021024967148,76.29442401960785,1610612738,76,64,2021-05-19T02:39:51Z,4580000,-131.0,210.0,1,left,MISS J. Tatum 24' 3PT,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,24.79,Missed,,,,,,,,,,,,,,,,,
463,PT05M30.00S,2021-05-19T02:39:48.9Z,3,REGULAR,rebound,defensive,[],202397,,,1610612764,76,64,2021-05-19T02:39:51Z,4590000,,,0,,I. Smith REBOUND (Off:1 Def:6),[202397],1610612764.0,WAS,,,,Smith,I. Smith,,,,,,,,462.0,7.0,6.0,1.0,,,,,,,,,,,,,
464,PT05M26.00S,2021-05-19T02:39:52.1Z,3,REGULAR,2pt,Jump Shot,['fastbreak'],202722,91.93495400788436,30.46109068627451,1610612764,76,66,2021-05-19T02:39:57Z,4600000,-98.0,23.0,1,right,D. Bertans 10' Jump Shot (2 PTS) (I. Smith 2 AST),"[202722, 202397]",1610612764.0,WAS,,,,Bertans,D. Bertans,,,,,,10.04,Made,,,,,2.0,I. Smith,202397.0,2.0,,,,,,,,,
466,PT05M05.00S,2021-05-19T02:40:16.0Z,3,REGULAR,foul,offensive,[],203095,,,1610612738,76,66,2021-05-19T02:40:31Z,4620000,,,0,,E. Fournier offensive FOUL (3 PF),"[203095, 1629726]",1610612738.0,BOS,,,,Fournier,E. Fournier,,,,,,,,,,,,,,,,,,1179.0,3.0,0.0,Mathews,1629726.0,,
468,PT05M05.00S,2021-05-19T02:40:16.0Z,3,REGULAR,turnover,offensive foul,[],203095,,,1610612738,76,66,2021-05-19T02:40:16Z,4640000,,,0,,E. Fournier offensive foul TURNOVER (2 TO),[203095],1610612738.0,BOS,,,,Fournier,E. Fournier,,,,,2.0,,,,,,,,,,,,,1179.0,,,,,,
469,PT05M05.00S,2021-05-19T02:40:27.1Z,3,REGULAR,substitution,out,[],1628369,,,1610612764,76,66,2021-05-19T02:40:35Z,4650000,,,0,,SUB out: J. Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,
470,PT05M05.00S,2021-05-19T02:40:27.1Z,3,REGULAR,substitution,in,[],1630174,,,1610612764,76,66,2021-05-19T02:40:35Z,4660000,,,0,,SUB in: A. Nesmith,[1630174],1610612738.0,BOS,,,,Nesmith,A. Nesmith,,,,,,,,,,,,,,,,,,,,,,,,
471,PT04M56.00S,2021-05-19T02:40:50.8Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",203078,91.80354796320631,52.029718137254896,1610612764,76,68,2021-05-19T02:41:01Z,4670000,10.0,25.0,1,right,B. Beal driving Layup (17 PTS),[203078],1610612764.0,WAS,driving,,,Beal,B. Beal,,,,,,2.65,Made,,,,,17.0,,,,,,,,,,,,
472,PT04M35.00S,2021-05-19T02:41:10.8Z,3,REGULAR,3pt,Jump Shot,[],1630174,27.94021024967148,78.99050245098039,1610612738,79,68,2021-05-19T02:41:15Z,4680000,-145.0,210.0,1,left,A. Nesmith 25' 3PT  (3 PTS) (M. Smart 4 AST),"[1630174, 203935]",1610612738.0,BOS,,,,Nesmith,A. Nesmith,,,,,,25.53,Made,,,,,3.0,M. Smart,203935.0,4.0,,,,,,,,,
474,PT04M17.00S,2021-05-19T02:41:28.7Z,3,REGULAR,turnover,lost ball,[],203078,,,1610612764,79,68,2021-05-19T02:41:35Z,4700000,,,0,,B. Beal lost ball TURNOVER (2 TO),"[203078, 1630174]",1610612764.0,WAS,,,,Beal,B. Beal,,,,,2.0,,,,,,,,,,,,,,,,,,Nesmith,1630174.0
475,PT04M17.00S,2021-05-19T02:41:28.7Z,3,REGULAR,steal,,[],1630174,,,1610612738,79,68,2021-05-19T02:41:30Z,4710000,,,0,,A. Nesmith STEAL (1 STL),[1630174],1610612738.0,BOS,,,,Nesmith,A. Nesmith,,,,,,,,,,,,,,,,,,,,,,,,
476,PT04M05.00S,2021-05-19T02:41:41.3Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],202689,27.677398160315374,76.53952205882352,1610612738,79,68,2021-05-19T02:42:32Z,4720000,-133.0,208.0,1,left,MISS K. Walker 24' 3PT,[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,24.65,Missed,,,,,,,,,,,,,,,,,
477,PT04M03.00S,2021-05-19T02:41:43.3Z,3,REGULAR,rebound,offensive,[],202684,,,1610612738,79,68,2021-05-19T02:42:32Z,4730000,,,0,,T. Thompson REBOUND (Off:2 Def:4),[202684],1610612738.0,BOS,,,,Thompson,T. Thompson,,,,,,,,476.0,6.0,4.0,2.0,,,,,,,,,,,,,
478,PT04M03.00S,2021-05-19T02:41:46.5Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",202397,,,1610612738,79,68,2021-05-19T02:42:05Z,4740000,,,0,,I. Smith loose ball personal FOUL (2 PF) (Thompson 2 FT),"[202397, 202684]",1610612764.0,WAS,loose ball,,,Smith,I. Smith,,,,,,,,,,,,,,,,,,202058.0,2.0,0.0,Thompson,202684.0,,
480,PT04M03.00S,2021-05-19T02:42:28.2Z,3,REGULAR,freethrow,1 of 2,"['fromturnover', '2ndchance']",202684,,,1610612738,79,68,2021-05-19T02:42:28Z,4760000,,,0,,MISS T. Thompson Free Throw 1 of 2,[202684],1610612738.0,BOS,,,,Thompson,T. Thompson,,,,,,,Missed,,,,,,,,,,,,,,,,,
481,PT04M03.00S,2021-05-19T02:42:28.2Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612738,79,68,2021-05-19T02:42:28Z,4770000,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,480.0,,,,,,,,,,,,,,,,
482,PT04M03.00S,2021-05-19T02:42:29.2Z,3,REGULAR,substitution,out,[],202689,,,1610612738,79,68,2021-05-19T02:42:40Z,4780000,,,0,,SUB out: K. Walker,[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,,,,,,,,,,,,,,,,,,
483,PT04M03.00S,2021-05-19T02:42:29.2Z,3,REGULAR,substitution,in,[],1629641,,,1610612738,79,68,2021-05-19T02:42:40Z,4790000,,,0,,SUB in: R. Langford,[1629641],1610612738.0,BOS,,,,Langford,R. Langford,,,,,,,,,,,,,,,,,,,,,,,,
484,PT04M03.00S,2021-05-19T02:42:41.7Z,3,REGULAR,freethrow,2 of 2,"['fromturnover', '2ndchance']",202684,,,1610612738,80,68,2021-05-19T02:42:41Z,4800000,,,0,,T. Thompson Free Throw 2 of 2 (9 PTS),[202684],1610612738.0,BOS,,,,Thompson,T. Thompson,,,,,,,Made,,,,,9.0,,,,,,,,,,,,
485,PT03M51.00S,2021-05-19T02:42:54.6Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203078,80.23981603153744,34.872855392156865,1610612764,80,68,2021-05-19T02:43:02Z,4810000,-76.0,133.0,1,right,MISS B. Beal 15' driving floating Shot,[203078],1610612764.0,WAS,driving floating,,,Beal,B. Beal,,,,,,15.32,Missed,,,,,,,,,,,,,,,,,
486,PT03M47.00S,2021-05-19T02:42:58.6Z,3,REGULAR,rebound,defensive,[],202684,,,1610612738,80,68,2021-05-19T02:43:02Z,4820000,,,0,,T. Thompson REBOUND (Off:2 Def:5),[202684],1610612738.0,BOS,,,,Thompson,T. Thompson,,,,,,,,485.0,7.0,5.0,2.0,,,,,,,,,,,,,
487,PT03M36.00S,2021-05-19T02:43:09.3Z,3,REGULAR,2pt,Jump Shot,[],203095,23.209592641261498,33.40226715686275,1610612738,80,68,2021-05-19T02:43:21Z,4830000,83.0,166.0,1,left,MISS E. Fournier 18' Jump Shot,[203095],1610612738.0,BOS,,,,Fournier,E. Fournier,,,,,,18.53,Missed,,,,,,,,,,,,,,,,,
488,PT03M31.00S,2021-05-19T02:43:14.3Z,3,REGULAR,rebound,offensive,[],202684,,,1610612738,80,68,2021-05-19T02:43:21Z,4840000,,,0,,T. Thompson REBOUND (Off:3 Def:5),[202684],1610612738.0,BOS,,,,Thompson,T. Thompson,,,,,,,,487.0,8.0,5.0,3.0,,,,,,,,,,,,,
489,PT03M31.00S,2021-05-19T02:43:14.5Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",202684,5.590000152587891,50.0,1610612738,80,68,2021-05-19T02:43:14Z,4850000,0.0,0.0,1,left,MISS T. Thompson tip Layup,[202684],1610612738.0,BOS,tip,,,Thompson,T. Thompson,,,,,,0.0,Missed,,,,,,,,,,,,,,,,,
490,PT03M30.00S,2021-05-19T02:43:15.2Z,3,REGULAR,rebound,defensive,[],202397,,,1610612764,80,68,2021-05-19T02:43:15Z,4860000,,,0,,I. Smith REBOUND (Off:1 Def:7),[202397],1610612764.0,WAS,,,,Smith,I. Smith,,,,,,,,489.0,8.0,7.0,1.0,,,,,,,,,,,,,
491,PT03M28.00S,2021-05-19T02:43:19.7Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629641,,,1610612764,80,68,2021-05-19T02:43:31Z,4870000,,,0,,R. Langford shooting personal FOUL (1 PF) (Smith 2 FT),"[1629641, 202397]",1610612738.0,BOS,shooting,,,Langford,R. Langford,,,,,,,,,,,,,,,,,,1162.0,1.0,0.0,Smith,202397.0,,
493,PT03M28.00S,2021-05-19T02:43:39.2Z,3,REGULAR,freethrow,1 of 2,[],202397,,,1610612764,80,69,2021-05-19T02:43:39Z,4890000,,,0,,I. Smith Free Throw 1 of 2 (12 PTS),[202397],1610612764.0,WAS,,,,Smith,I. Smith,,,,,,,Made,,,,,12.0,,,,,,,,,,,,
494,PT03M28.00S,2021-05-19T02:43:49.3Z,3,REGULAR,substitution,out,[],203095,,,1610612764,80,69,2021-05-19T02:43:53Z,4900000,,,0,,SUB out: E. Fournier,[203095],1610612738.0,BOS,,,,Fournier,E. Fournier,,,,,,,,,,,,,,,,,,,,,,,,
495,PT03M28.00S,2021-05-19T02:43:49.3Z,3,REGULAR,substitution,in,[],1628369,,,1610612764,80,69,2021-05-19T02:43:53Z,4910000,,,0,,SUB in: J. Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,
496,PT03M28.00S,2021-05-19T02:44:06.6Z,3,REGULAR,freethrow,2 of 2,[],202397,,,1610612764,80,70,2021-05-19T02:44:06Z,4920000,,,0,,I. Smith Free Throw 2 of 2 (13 PTS),[202397],1610612764.0,WAS,,,,Smith,I. Smith,,,,,,,Made,,,,,13.0,,,,,,,,,,,,
497,PT03M10.00S,2021-05-19T02:44:26.2Z,3,REGULAR,2pt,Jump Shot,[],1628369,20.318659658344284,25.559129901960787,1610612738,82,70,2021-05-19T02:44:33Z,4930000,122.0,138.0,1,left,J. Tatum 18' turnaround fadeaway Jump Shot (33 PTS),[1628369],1610612738.0,BOS,turnaround fadeaway,,,Tatum,J. Tatum,,,,,,18.47,Made,,,,,33.0,,,,,,,,,,,,
498,PT02M49.00S,2021-05-19T02:44:46.6Z,3,REGULAR,turnover,bad pass,[],203078,,,1610612764,82,70,2021-05-19T02:44:59Z,4940000,,,0,,B. Beal bad pass TURNOVER (3 TO),"[203078, 202684]",1610612764.0,WAS,,,,Beal,B. Beal,,,,,3.0,,,,,,,,,,,,,,,,,,Thompson,202684.0
499,PT02M49.00S,2021-05-19T02:44:46.6Z,3,REGULAR,steal,,[],202684,,,1610612738,82,70,2021-05-19T02:44:59Z,4950000,,,0,,T. Thompson STEAL (1 STL),[202684],1610612738.0,BOS,,,,Thompson,T. Thompson,,,,,,,,,,,,,,,,,,,,,,,,
500,PT02M47.00S,2021-05-19T02:44:51.3Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629726,,,1610612738,82,70,2021-05-19T02:45:08Z,4960000,,,0,,G. Mathews shooting personal FOUL (1 PF) (Tatum 2 FT),"[1629726, 1628369]",1610612764.0,WAS,shooting,,,Mathews,G. Mathews,,,,,,,,,,,,,,,,,,1179.0,1.0,0.0,Tatum,1628369.0,,
502,PT02M47.00S,2021-05-19T02:45:16.5Z,3,REGULAR,freethrow,1 of 2,"['fromturnover', 'fastbreak']",1628369,,,1610612738,83,70,2021-05-19T02:45:16Z,4980000,,,0,,J. Tatum Free Throw 1 of 2 (34 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,Made,,,,,34.0,,,,,,,,,,,,
503,PT02M47.00S,2021-05-19T02:45:32.9Z,3,REGULAR,freethrow,2 of 2,"['fastbreak', 'fromturnover']",1628369,,,1610612738,84,70,2021-05-19T02:45:32Z,4990000,,,0,,J. Tatum Free Throw 2 of 2 (35 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,Made,,,,,35.0,,,,,,,,,,,,
504,PT02M25.00S,2021-05-19T02:45:58.6Z,3,REGULAR,3pt,Jump Shot,[],203078,65.91655716162943,58.647365196078425,1610612764,84,73,2021-05-19T02:46:04Z,5000000,43.0,268.0,1,right,B. Beal 27' 3PT pullup (20 PTS),[203078],1610612764.0,WAS,pullup,,,Beal,B. Beal,,,,,,27.14,Made,,,,,20.0,,,,,,,,,,,,
505,PT02M14.00S,2021-05-19T02:46:10.4Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",202722,,,1610612738,84,73,2021-05-19T02:46:29Z,5010000,,,0,,D. Bertans personal FOUL (2 PF) (Tatum 2 FT),"[202722, 1628369]",1610612764.0,WAS,,,,Bertans,D. Bertans,,,,,,,,,,,,,,,,,,1162.0,2.0,0.0,Tatum,1628369.0,,
507,PT02M14.00S,2021-05-19T02:46:42.3Z,3,REGULAR,freethrow,1 of 2,[],1628369,,,1610612738,85,73,2021-05-19T02:46:42Z,5030000,,,0,,J. Tatum Free Throw 1 of 2 (36 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,Made,,,,,36.0,,,,,,,,,,,,
508,PT02M14.00S,2021-05-19T02:46:43.7Z,3,REGULAR,substitution,out,[],202684,,,1610612738,85,73,2021-05-19T02:46:59Z,5040000,,,0,,SUB out: T. Thompson,[202684],1610612738.0,BOS,,,,Thompson,T. Thompson,,,,,,,,,,,,,,,,,,,,,,,,
509,PT02M14.00S,2021-05-19T02:46:43.7Z,3,REGULAR,substitution,out,[],202722,,,1610612738,85,73,2021-05-19T02:46:59Z,5050000,,,0,,SUB out: D. Bertans,[202722],1610612764.0,WAS,,,,Bertans,D. Bertans,,,,,,,,,,,,,,,,,,,,,,,,
510,PT02M14.00S,2021-05-19T02:46:43.7Z,3,REGULAR,substitution,in,[],1628436,,,1610612738,85,73,2021-05-19T02:46:59Z,5060000,,,0,,SUB in: L. Kornet,[1628436],1610612738.0,BOS,,,,Kornet,L. Kornet,,,,,,,,,,,,,,,,,,,,,,,,
511,PT02M14.00S,2021-05-19T02:46:43.7Z,3,REGULAR,substitution,in,[],201566,,,1610612738,85,73,2021-05-19T02:46:59Z,5070000,,,0,,SUB in: R. Westbrook,[201566],1610612764.0,WAS,,,,Westbrook,R. Westbrook,,,,,,,,,,,,,,,,,,,,,,,,
512,PT02M14.00S,2021-05-19T02:47:04.9Z,3,REGULAR,freethrow,2 of 2,[],1628369,,,1610612738,86,73,2021-05-19T02:47:05Z,5080000,,,0,,J. Tatum Free Throw 2 of 2 (37 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,Made,,,,,37.0,,,,,,,,,,,,
513,PT02M06.00S,2021-05-19T02:47:15.9Z,3,REGULAR,2pt,Jump Shot,[],202397,89.70105124835742,74.08854166666666,1610612764,86,75,2021-05-19T02:47:23Z,5090000,120.0,44.0,1,right,I. Smith 12' pullup Jump Shot (15 PTS),[202397],1610612764.0,WAS,pullup,,,Smith,I. Smith,,,,,,12.83,Made,,,,,15.0,,,,,,,,,,,,
514,PT01M47.00S,2021-05-19T02:47:34.8Z,3,REGULAR,turnover,lost ball,[],1630174,,,1610612738,86,75,2021-05-19T02:47:40Z,5100000,,,0,,A. Nesmith lost ball TURNOVER (1 TO),"[1630174, 202397]",1610612738.0,BOS,,,,Nesmith,A. Nesmith,,,,,1.0,,,,,,,,,,,,,,,,,,Smith,202397.0
515,PT01M47.00S,2021-05-19T02:47:34.8Z,3,REGULAR,steal,,[],202397,,,1610612764,86,75,2021-05-19T02:47:36Z,5110000,,,0,,I. Smith STEAL (1 STL),[202397],1610612764.0,WAS,,,,Smith,I. Smith,,,,,,,,,,,,,,,,,,,,,,,,
516,PT01M43.00S,2021-05-19T02:47:39.3Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",201566,92.59198423127464,41.490502450980394,1610612764,86,75,2021-05-19T02:48:04Z,5120000,-43.0,17.0,1,right,MISS R. Westbrook driving Layup,[201566],1610612764.0,WAS,driving,,,Westbrook,R. Westbrook,,,,,,4.58,Missed,,,,,,,,,,,,,,,,,
517,PT01M40.00S,2021-05-19T02:47:42.3Z,3,REGULAR,rebound,defensive,[],1628436,,,1610612738,86,75,2021-05-19T02:48:33Z,5130000,,,0,,L. Kornet REBOUND (Off:0 Def:1),[1628436],1610612738.0,BOS,,,,Kornet,L. Kornet,,,,,,,,516.0,1.0,1.0,0.0,,,,,,,,,,,,,
518,PT01M34.00S,2021-05-19T02:47:47.9Z,3,REGULAR,3pt,Jump Shot,[],1630174,27.94021024967148,21.39246323529412,1610612738,86,75,2021-05-19T02:48:06Z,5140000,143.0,210.0,1,left,MISS A. Nesmith 25' 3PT,[1630174],1610612738.0,BOS,,,,Nesmith,A. Nesmith,,,,,,25.41,Missed,,,,,,,,,,,,,,,,,
519,PT01M30.00S,2021-05-19T02:47:51.9Z,3,REGULAR,rebound,defensive,[],203078,,,1610612764,86,75,2021-05-19T02:48:06Z,5150000,,,0,,B. Beal REBOUND (Off:1 Def:8),[203078],1610612764.0,WAS,,,,Beal,B. Beal,,,,,,,,518.0,9.0,8.0,1.0,,,,,,,,,,,,,
520,PT01M21.00S,2021-05-19T02:48:00.2Z,3,REGULAR,3pt,Jump Shot,[],1629726,86.5473061760841,2.5199142156862746,1610612764,86,78,2021-05-19T02:48:09Z,5160000,-237.0,74.0,1,right,G. Mathews 24' 3PT  (3 PTS) (D. Gafford 1 AST),"[1629726, 1629655]",1610612764.0,WAS,,,,Mathews,G. Mathews,,,,,,24.87,Made,,,,,3.0,D. Gafford,1629655.0,1.0,,,,,,,,,
522,PT01M02.00S,2021-05-19T02:48:21.6Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629655,,,1610612738,86,78,2021-05-19T02:48:30Z,5180000,,,0,,D. Gafford shooting personal FOUL (4 PF) (Tatum 2 FT),"[1629655, 1628369]",1610612764.0,WAS,shooting,,,Gafford,D. Gafford,,,,,,,,,,,,,,,,,,1162.0,4.0,0.0,Tatum,1628369.0,,
524,PT01M02.00S,2021-05-19T02:48:43.5Z,3,REGULAR,freethrow,1 of 2,[],1628369,,,1610612738,87,78,2021-05-19T02:48:43Z,5200000,,,0,,J. Tatum Free Throw 1 of 2 (38 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,Made,,,,,38.0,,,,,,,,,,,,
525,PT01M02.00S,2021-05-19T02:48:44.8Z,3,REGULAR,substitution,out,[],203935,,,1610612738,87,78,2021-05-19T02:48:57Z,5210000,,,0,,SUB out: M. Smart,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,
526,PT01M02.00S,2021-05-19T02:48:44.8Z,3,REGULAR,substitution,out,[],1629655,,,1610612738,87,78,2021-05-19T02:48:57Z,5220000,,,0,,SUB out: D. Gafford,[1629655],1610612764.0,WAS,,,,Gafford,D. Gafford,,,,,,,,,,,,,,,,,,,,,,,,
527,PT01M02.00S,2021-05-19T02:48:44.8Z,3,REGULAR,substitution,in,[],202689,,,1610612738,87,78,2021-05-19T02:48:57Z,5230000,,,0,,SUB in: K. Walker,[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,,,,,,,,,,,,,,,,,,
528,PT01M02.00S,2021-05-19T02:48:44.8Z,3,REGULAR,substitution,in,[],201577,,,1610612738,87,78,2021-05-19T02:48:57Z,5240000,,,0,,SUB in: R. Lopez,[201577],1610612764.0,WAS,,,,Lopez,R. Lopez,,,,,,,,,,,,,,,,,,,,,,,,
