actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,value
260,PT03M31.00S,2021-04-18T01:29:18.3Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1629684,84.1819973718791,41.73560049019608,1610612738,43,56,2021-04-18T01:29:25Z,2590000,-41.0,96.0,1,right,MISS G. Williams 10' driving floating Shot,[1629684],1610612738.0,BOS,driving floating,,,Williams,G. Williams,,,,,10.47,Missed,,,,,,,,,,,,,,,,,,,
261,PT03M29.00S,2021-04-18T01:29:20.3Z,2,REGULAR,rebound,defensive,[],203110,,,1610612744,43,56,2021-04-18T01:29:25Z,2600000,,,0,,D. Green REBOUND (Off:0 Def:2),[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,,,260.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
262,PT03M23.00S,2021-04-18T01:29:25.8Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",203110,7.703679369250986,49.333639705882355,1610612744,43,58,2021-04-18T01:29:33Z,2610000,3.0,20.0,1,left,D. Green running finger roll Layup (5 PTS),[203110],1610612744.0,GSW,running finger roll,,,Green,D. Green,,,,,2.02,Made,,,,,5.0,,,,,,,,,,,,,,
263,PT03M12.00S,2021-04-18T01:29:38.8Z,2,REGULAR,foul,personal,['2freethrow'],203110,,,1610612738,43,58,2021-04-18T01:29:49Z,2620000,,,0,,D. Green shooting personal FOUL (1 PF) (Smart 2 FT),"[203110, 203935]",1610612744.0,GSW,shooting,,,Green,D. Green,,,,,,,,,,,,1148.0,1.0,0.0,Smart,203935.0,,,,,,,,,
265,PT03M12.00S,2021-04-18T01:30:03.1Z,2,REGULAR,freethrow,1 of 2,[],203935,,,1610612738,44,58,2021-04-18T01:30:03Z,2640000,,,0,,M. Smart Free Throw 1 of 2 (6 PTS),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,Made,,,,,6.0,,,,,,,,,,,,,,
266,PT03M12.00S,2021-04-18T01:30:03.6Z,2,REGULAR,substitution,out,[],1630202,,,1610612738,44,58,2021-04-18T01:30:08Z,2650000,,,0,,SUB out: P. Pritchard,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,,,,,,,,
267,PT03M12.00S,2021-04-18T01:30:03.6Z,2,REGULAR,substitution,in,[],1628369,,,1610612738,44,58,2021-04-18T01:30:08Z,2660000,,,0,,SUB in: J. Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,
268,PT03M12.00S,2021-04-18T01:30:22.9Z,2,REGULAR,freethrow,2 of 2,[],203935,,,1610612738,45,58,2021-04-18T01:30:22Z,2670000,,,0,,M. Smart Free Throw 2 of 2 (7 PTS),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,Made,,,,,7.0,,,,,,,,,,,,,,
269,PT03M02.00S,2021-04-18T01:30:34.1Z,2,REGULAR,3pt,Jump Shot,[],201939,33.459264126149804,25.06893382352941,1610612744,45,58,2021-04-18T01:30:38Z,2680000,125.0,262.0,1,left,MISS S. Curry 29' pullup 3PT,[201939],1610612744.0,GSW,pullup,,,Curry,S. Curry,,,,,29.02,Missed,,,,,,,,,,,,,,,,,,,
270,PT02M58.00S,2021-04-18T01:30:38.1Z,2,REGULAR,rebound,defensive,[],1628369,,,1610612738,45,58,2021-04-18T01:30:38Z,2690000,,,0,,J. Tatum REBOUND (Off:0 Def:5),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,269.0,5.0,5.0,0.0,,,,,,,,,,,,,,,
271,PT02M47.00S,2021-04-18T01:30:48.2Z,2,REGULAR,2pt,Jump Shot,[],202689,75.24638633377135,45.90226715686275,1610612738,45,58,2021-04-18T01:33:25Z,2700000,-20.0,180.0,1,right,MISS K. Walker 18' step back Shot,[202689],1610612738.0,BOS,step back,,,Walker,K. Walker,,,,,18.14,Missed,,,,,,,,,,,,,,,,,,,
272,PT02M44.00S,2021-04-18T01:30:51.2Z,2,REGULAR,rebound,offensive,[],203935,,,1610612738,45,58,2021-04-18T01:30:54Z,2710000,,,0,,M. Smart REBOUND (Off:2 Def:0),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,271.0,2.0,0.0,2.0,,,,,,,,,,,,,,,
273,PT02M42.00S,2021-04-18T01:30:56.9Z,2,REGULAR,foul,offensive,[],202684,,,1610612738,45,58,2021-04-18T01:31:17Z,2720000,,,0,,T. Thompson offensive FOUL (1 PF),"[202684, 203110]",1610612738.0,BOS,,,,Thompson,T. Thompson,,,,,,,,,,,,1198.0,1.0,0.0,Green,203110.0,,,,,,,,,
275,PT02M42.00S,2021-04-18T01:30:56.9Z,2,REGULAR,turnover,offensive foul,[],202684,,,1610612738,45,58,2021-04-18T01:30:56Z,2740000,,,0,,T. Thompson offensive foul TURNOVER (1 TO),[202684],1610612738.0,BOS,,,,Thompson,T. Thompson,,,,,,,,,,,,1198.0,,,,,,,,1.0,,,,,
276,PT02M27.00S,2021-04-18T01:31:28.7Z,2,REGULAR,foul,personal,['3freethrow'],202684,,,1610612744,45,58,2021-04-18T01:31:35Z,2750000,,,0,,T. Thompson shooting personal FOUL (2 PF) (Curry 3 FT),"[202684, 201939]",1610612738.0,BOS,shooting,,,Thompson,T. Thompson,,,,,,,,,,,,1198.0,2.0,0.0,Curry,201939.0,,,,,,,,,
278,PT02M27.00S,2021-04-18T01:31:58.9Z,2,REGULAR,freethrow,1 of 3,['fromturnover'],201939,,,1610612744,45,58,2021-04-18T01:31:58Z,2770000,,,0,,MISS S. Curry Free Throw 1 of 3,[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,,Missed,,,,,,,,,,,,,,,,,,,
279,PT02M27.00S,2021-04-18T01:31:58.9Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612744,45,58,2021-04-18T01:31:58Z,2780000,,,0,,TEAM offensive REBOUND,[],1610612744.0,GSW,,,,,,,,,,,,278.0,,,,,,,,,,,,,,,,,,
280,PT02M27.00S,2021-04-18T01:32:12.4Z,2,REGULAR,freethrow,2 of 3,['fromturnover'],201939,,,1610612744,45,59,2021-04-18T01:32:12Z,2790000,,,0,,S. Curry Free Throw 2 of 3 (15 PTS),[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,,Made,,,,,15.0,,,,,,,,,,,,,,
281,PT02M27.00S,2021-04-18T01:32:26.5Z,2,REGULAR,freethrow,3 of 3,['fromturnover'],201939,,,1610612744,45,60,2021-04-18T01:32:26Z,2800000,,,0,,S. Curry Free Throw 3 of 3 (16 PTS),[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,,Made,,,,,16.0,,,,,,,,,,,,,,
282,PT02M15.00S,2021-04-18T01:32:42.2Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612738,45,60,2021-04-18T01:32:42Z,2810000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
283,PT02M05.00S,2021-04-18T01:33:13.1Z,2,REGULAR,3pt,Jump Shot,[],1628369,70.51576872536137,20.902267156862745,1610612738,48,60,2021-04-18T01:33:18Z,2820000,-145.0,225.0,1,right,J. Tatum 26' 3PT  (18 PTS) (M. Smart 1 AST),"[1628369, 203935]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,26.77,Made,,,,,18.0,,,,,,M. Smart,203935.0,1.0,,,,,,
285,PT01M53.00S,2021-04-18T01:33:27.8Z,2,REGULAR,2pt,Hook,[],201939,13.403416557161629,91.75857843137256,1610612744,48,62,2021-04-18T01:36:13Z,2840000,-209.0,73.0,1,left,S. Curry 22' Hook (18 PTS),[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,22.14,Made,,,,,18.0,,,,,,,,,,,,,,
286,PT01M53.00S,2021-04-18T01:33:31.5Z,2,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1629684,,,1610612744,48,62,2021-04-18T01:33:39Z,2850000,,,0,,G. Williams shooting personal FOUL (1 PF) (Curry 1 FT),"[1629684, 201939]",1610612738.0,BOS,shooting,,,Williams,G. Williams,,,,,,,,,,,,1198.0,1.0,0.0,Curry,201939.0,,,,,,,,,
288,PT01M53.00S,2021-04-18T01:33:41.4Z,2,REGULAR,substitution,out,[],1629684,,,1610612744,48,62,2021-04-18T01:33:55Z,2870000,,,0,,SUB out: G. Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
289,PT01M53.00S,2021-04-18T01:33:41.4Z,2,REGULAR,substitution,in,[],1630202,,,1610612744,48,62,2021-04-18T01:33:55Z,2880000,,,0,,SUB in: P. Pritchard,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,,,,,,,,
290,PT01M53.00S,2021-04-18T01:34:09.7Z,2,REGULAR,freethrow,1 of 1,[],201939,,,1610612744,48,63,2021-04-18T01:34:09Z,2890000,,,0,,S. Curry Free Throw 1 of 1 (19 PTS),[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,,Made,,,,,19.0,,,,,,,,,,,,,,
291,PT01M41.00S,2021-04-18T01:34:23.6Z,2,REGULAR,2pt,Jump Shot,[],202689,75.50919842312747,53.74540441176471,1610612738,50,63,2021-04-18T01:34:28Z,2900000,19.0,178.0,1,right,K. Walker 17' pullup Jump Shot (6 PTS),[202689],1610612738.0,BOS,pullup,,,Walker,K. Walker,,,,,17.87,Made,,,,,6.0,,,,,,,,,,,,,,
292,PT01M29.00S,2021-04-18T01:34:35.7Z,2,REGULAR,3pt,Jump Shot,[],201939,31.882391590013142,38.05912990196079,1610612744,50,66,2021-04-18T01:34:41Z,2910000,60.0,247.0,1,left,S. Curry 25' 3PT step back (22 PTS),[201939],1610612744.0,GSW,step back,,,Curry,S. Curry,,,,,25.43,Made,,,,,22.0,,,,,,,,,,,,,,
293,PT01M08.00S,2021-04-18T01:34:56.8Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203935,88.91261498028909,35.11795343137255,1610612738,50,66,2021-04-18T01:35:05Z,2920000,-74.0,52.0,1,right,MISS M. Smart 9' driving floating bank Shot,[203935],1610612738.0,BOS,driving floating bank,,,Smart,M. Smart,,,,,9.06,Missed,,,,,,,,,,,,,,,,,,,
294,PT01M06.00S,2021-04-18T01:34:58.8Z,2,REGULAR,rebound,offensive,[],202684,,,1610612738,50,66,2021-04-18T01:35:05Z,2930000,,,0,,T. Thompson REBOUND (Off:1 Def:1),[202684],1610612738.0,BOS,,,,Thompson,T. Thompson,,,,,,,293.0,2.0,1.0,1.0,,,,,,,,,,,,,,,
295,PT01M05.00S,2021-04-18T01:34:59.6Z,2,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",202684,94.40999984741211,50.0,1610612738,52,66,2021-04-18T01:35:11Z,2940000,0.0,0.0,1,right,T. Thompson tip Layup (2 PTS),[202684],1610612738.0,BOS,tip,,,Thompson,T. Thompson,,,,,0.0,Made,,,,,2.0,,,,,,,,,,,,,,
296,PT00M54.90S,2021-04-18T01:35:09.6Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201939,13.485545335085414,34.38265931372549,1610612744,52,66,2021-04-18T01:35:14Z,2950000,78.0,74.0,1,left,MISS S. Curry 10' driving floating Shot,[201939],1610612744.0,GSW,driving floating,,,Curry,S. Curry,,,,,10.78,Missed,,,,,,,,,,,,,,,,,,,
297,PT00M54.90S,2021-04-18T01:35:09.6Z,2,REGULAR,rebound,defensive,[],202689,,,1610612738,52,66,2021-04-18T01:35:14Z,2960000,,,0,,K. Walker REBOUND (Off:1 Def:2),[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,296.0,3.0,2.0,1.0,,,,,,,,,,,,,,,
298,PT00M49.80S,2021-04-18T01:35:17.0Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",202689,92.32917214191852,42.96109068627451,1610612738,54,66,2021-04-18T01:35:22Z,2970000,-35.0,20.0,1,right,K. Walker running Layup (8 PTS),[202689],1610612738.0,BOS,running,,,Walker,K. Walker,,,,,4.03,Made,,,,,8.0,,,,,,,,,,,,,,
299,PT00M49.80S,2021-04-18T01:35:19.7Z,2,REGULAR,foul,personal,['1freethrow'],203110,,,1610612738,54,66,2021-04-18T01:35:38Z,2980000,,,0,,D. Green shooting personal FOUL (2 PF) (Walker 1 FT),"[203110, 202689]",1610612744.0,GSW,shooting,,,Green,D. Green,,,,,,,,,,,,1198.0,2.0,0.0,Walker,202689.0,,,,,,,,,
301,PT00M49.80S,2021-04-18T01:35:48.6Z,2,REGULAR,freethrow,1 of 1,['fastbreak'],202689,,,1610612738,55,66,2021-04-18T01:35:48Z,3000000,,,0,,K. Walker Free Throw 1 of 1 (9 PTS),[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,Made,,,,,9.0,,,,,,,,,,,,,,
302,PT00M37.00S,2021-04-18T01:36:06.1Z,2,REGULAR,3pt,Jump Shot,[],203952,28.203022339027594,78.99050245098039,1610612744,55,66,2021-04-18T01:36:10Z,3010000,-145.0,213.0,1,left,MISS A. Wiggins 25' pullup 3PT,[203952],1610612744.0,GSW,pullup,,,Wiggins,A. Wiggins,,,,,25.73,Missed,,,,,,,,,,,,,,,,,,,
303,PT00M34.40S,2021-04-18T01:36:08.7Z,2,REGULAR,rebound,defensive,[],1628369,,,1610612738,55,66,2021-04-18T01:36:10Z,3020000,,,0,,J. Tatum REBOUND (Off:0 Def:6),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,302.0,6.0,6.0,0.0,,,,,,,,,,,,,,,
304,PT00M28.80S,2021-04-18T01:36:14.7Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1628369,91.93495400788436,45.65716911764706,1610612738,57,66,2021-04-18T01:36:25Z,3030000,-22.0,23.0,1,right,J. Tatum running finger roll Layup (20 PTS),[1628369],1610612738.0,BOS,running finger roll,,,Tatum,J. Tatum,,,,,3.18,Made,,,,,20.0,,,,,,,,,,,,,,
305,PT00M10.90S,2021-04-18T01:36:37.0Z,2,REGULAR,foul,offensive,[],203145,,,1610612744,57,66,2021-04-18T01:36:52Z,3040000,,,0,,K. Bazemore charge offensive FOUL (2 PF),"[203145, 202689]",1610612744.0,GSW,charge,,,Bazemore,K. Bazemore,,,,,,,,,,,,1198.0,2.0,0.0,Walker,202689.0,,,,,,,,,
307,PT00M10.90S,2021-04-18T01:36:37.0Z,2,REGULAR,turnover,offensive foul,[],203145,,,1610612744,57,66,2021-04-18T01:36:37Z,3060000,,,0,,K. Bazemore offensive foul TURNOVER (3 TO),[203145],1610612744.0,GSW,,,,Bazemore,K. Bazemore,,,,,,,,,,,,1198.0,,,,,,,,3.0,,,,,
308,PT00M10.90S,2021-04-18T01:36:46.9Z,2,REGULAR,foul,technical,['1freethrow'],203145,,,1610612738,57,66,2021-04-18T01:36:58Z,3070000,,,0,,K. Bazemore technical FOUL (1 Tech),[203145],1610612744.0,GSW,,,,Bazemore,K. Bazemore,,,,,,,,,,,,1198.0,2.0,1.0,,,,,,,,,,,
309,PT00M10.90S,2021-04-18T01:37:05.9Z,2,REGULAR,freethrow,1 of 1,[],1628369,,,1610612738,58,66,2021-04-18T01:37:05Z,3080000,,,0,,J. Tatum technical Free Throw 1 of 1 (21 PTS),[1628369],1610612738.0,BOS,technical,,,Tatum,J. Tatum,,,,,,Made,,,,,21.0,,,,,,,,,,,,,,
310,PT00M10.90S,2021-04-18T01:37:13.0Z,2,REGULAR,substitution,out,[],1627814,,,1610612738,58,66,2021-04-18T01:37:18Z,3090000,,,0,,SUB out: D. Lee,[1627814],1610612744.0,GSW,,,,Lee,D. Lee,,,,,,,,,,,,,,,,,,,,,,,,,
311,PT00M10.90S,2021-04-18T01:37:13.0Z,2,REGULAR,substitution,in,[],1626172,,,1610612738,58,66,2021-04-18T01:37:18Z,3100000,,,0,,SUB in: K. Looney,[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,,,,,,,,,,,,,,,,,,,,
312,PT00M10.90S,2021-04-18T01:37:13.0Z,2,REGULAR,substitution,out,[],201939,,,1610612738,58,66,2021-04-18T01:37:36Z,3110000,,,0,,SUB out: S. Curry,[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,,,,,,,,,,,,,,,,,,,,,
313,PT00M10.90S,2021-04-18T01:37:13.0Z,2,REGULAR,substitution,in,[],1627780,,,1610612738,58,66,2021-04-18T01:37:36Z,3120000,,,0,,SUB in: G. Payton II,[1627780],1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,,,,,,,,,,,,,,,,,,,,,
314,PT00M02.40S,2021-04-18T01:37:41.9Z,2,REGULAR,violation,kicked ball,[],203145,,,1610612738,58,66,2021-04-18T01:37:51Z,3130000,,,0,,K. Bazemore kicked ball VIOLATION,[203145],1610612744.0,GSW,,,,Bazemore,K. Bazemore,,,,,,,,,,,,1198.0,,,,,,,,,,,,,
315,PT00M00.00S,2021-04-18T01:38:00.0Z,2,REGULAR,2pt,Jump Shot,['fromturnover'],1628369,94.43166885676742,9.137561274509803,1610612738,60,66,2021-04-18T01:38:13Z,3140000,-204.0,0.0,1,right,J. Tatum 20' turnaround fadeaway Jump Shot (23 PTS) (M. Smart 2 AST),"[1628369, 203935]",1610612738.0,BOS,turnaround fadeaway,,,Tatum,J. Tatum,,,,,20.43,Made,,,,,23.0,,,,,,M. Smart,203935.0,2.0,,,,,,
317,PT00M00.00S,2021-04-18T01:38:15.3Z,2,REGULAR,instantreplay,request,[],0,,,1610612744,60,66,2021-04-18T01:38:33Z,3160000,,,0,,,[],,,support,,,,,,,,,,,,,,,,1148.0,,,,,,,,,,,,,End Period - Good Basket
319,PT00M00.00S,2021-04-18T01:38:22.3Z,2,REGULAR,period,end,[],0,,,1610612744,60,66,2021-04-18T01:38:22Z,3180000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
320,PT12M00.00S,2021-04-18T01:52:44.9Z,3,REGULAR,substitution,out,['startperiod'],1630202,,,1610612744,60,66,2021-04-18T01:53:12Z,3190000,,,0,,SUB out: P. Pritchard,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,,,,,,,,
321,PT12M00.00S,2021-04-18T01:52:44.9Z,3,REGULAR,substitution,out,['startperiod'],1627780,,,1610612744,60,66,2021-04-18T01:53:12Z,3200000,,,0,,SUB out: G. Payton II,[1627780],1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,,,,,,,,,,,,,,,,,,,,,
322,PT12M00.00S,2021-04-18T01:52:44.9Z,3,REGULAR,substitution,in,['startperiod'],1628400,,,1610612744,60,66,2021-04-18T01:53:12Z,3210000,,,0,,SUB in: S. Ojeleye,[1628400],1610612738.0,BOS,,,,Ojeleye,S. Ojeleye,,,,,,,,,,,,,,,,,,,,,,,,,
323,PT12M00.00S,2021-04-18T01:52:44.9Z,3,REGULAR,substitution,in,['startperiod'],201939,,,1610612744,60,66,2021-04-18T01:53:12Z,3220000,,,0,,SUB in: S. Curry,[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,,,,,,,,,,,,,,,,,,,,,
324,PT12M00.00S,2021-04-18T01:53:32.1Z,3,REGULAR,period,start,[],0,,,1610612738,60,66,2021-04-18T01:53:32Z,3230000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
325,PT11M47.00S,2021-04-18T01:53:44.4Z,3,REGULAR,3pt,Jump Shot,[],203935,9.543363994743759,4.235600490196079,1610612738,60,66,2021-04-18T01:53:50Z,3240000,229.0,37.0,1,left,MISS M. Smart 3PT,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,23.18,Missed,,,,,,,,,,,,,,,,,,,
326,PT11M44.00S,2021-04-18T01:53:47.4Z,3,REGULAR,rebound,defensive,[],201939,,,1610612744,60,66,2021-04-18T01:53:50Z,3250000,,,0,,S. Curry REBOUND (Off:0 Def:2),[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,,,325.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
327,PT11M32.00S,2021-04-18T01:53:59.9Z,3,REGULAR,3pt,Jump Shot,[],203145,72.7496714848883,16.490502450980394,1610612744,60,66,2021-04-18T01:54:07Z,3260000,-168.0,204.0,1,right,MISS K. Bazemore 26' 3PT,[203145],1610612744.0,GSW,,,,Bazemore,K. Bazemore,,,,,26.37,Missed,,,,,,,,,,,,,,,,,,,
328,PT11M29.00S,2021-04-18T01:54:02.9Z,3,REGULAR,rebound,defensive,[],202684,,,1610612738,60,66,2021-04-18T01:54:07Z,3270000,,,0,,T. Thompson REBOUND (Off:1 Def:2),[202684],1610612738.0,BOS,,,,Thompson,T. Thompson,,,,,,,327.0,3.0,2.0,1.0,,,,,,,,,,,,,,,
329,PT11M22.00S,2021-04-18T01:54:09.3Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],202689,27.414586070959263,78.01011029411765,1610612738,63,66,2021-04-18T01:55:03Z,3280000,-140.0,205.0,1,left,K. Walker 24' 3PT pullup (12 PTS),[202689],1610612738.0,BOS,pullup,,,Walker,K. Walker,,,,,24.85,Made,,,,,12.0,,,,,,,,,,,,,,
330,PT11M05.00S,2021-04-18T01:54:29.6Z,3,REGULAR,foul,personal,[],203935,,,1610612744,63,66,2021-04-18T01:54:39Z,3290000,,,0,,M. Smart personal FOUL (2 PF),"[203935, 201939]",1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,1198.0,2.0,0.0,Curry,201939.0,,,,,,,,,
332,PT10M56.00S,2021-04-18T01:54:55.5Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612744,63,66,2021-04-18T01:54:55Z,3310000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
333,PT10M54.00S,2021-04-18T01:55:15.0Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203952,93.24901445466492,55.951286764705884,1610612744,63,68,2021-04-18T01:56:02Z,3320000,30.0,11.0,1,right,A. Wiggins reverse Layup (14 PTS) (D. Green 4 AST),"[203952, 203110]",1610612744.0,GSW,reverse,,,Wiggins,A. Wiggins,,,,,3.18,Made,,,,,14.0,,,,,,D. Green,203110.0,4.0,,,,,,
335,PT10M44.00S,2021-04-18T01:55:29.9Z,3,REGULAR,foul,personal,[],203145,,,1610612738,63,68,2021-04-18T01:55:34Z,3340000,,,0,,K. Bazemore personal FOUL (3 PF),"[203145, 1628369]",1610612744.0,GSW,,,,Bazemore,K. Bazemore,,,,,,,,,,,,204059.0,3.0,1.0,Tatum,1628369.0,,,,,,,,,
337,PT10M35.00S,2021-04-18T01:55:49.6Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628369,5.863994743758213,57.176776960784316,1610612738,65,68,2021-04-18T01:55:54Z,3360000,-36.0,3.0,1,left,J. Tatum driving finger roll Layup (25 PTS) (M. Smart 3 AST),"[1628369, 203935]",1610612738.0,BOS,driving finger roll,,,Tatum,J. Tatum,,,,,3.6,Made,,,,,25.0,,,,,,M. Smart,203935.0,3.0,,,,,,
339,PT10M22.00S,2021-04-18T01:56:02.5Z,3,REGULAR,3pt,Jump Shot,[],1626172,88.51839684625493,2.5199142156862746,1610612744,65,68,2021-04-18T01:56:09Z,3380000,-237.0,55.0,1,right,MISS K. Looney 24' 3PT,[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,24.38,Missed,,,,,,,,,,,,,,,,,,,
340,PT10M20.00S,2021-04-18T01:56:04.5Z,3,REGULAR,rebound,defensive,[],202689,,,1610612738,65,68,2021-04-18T01:56:09Z,3390000,,,0,,K. Walker REBOUND (Off:1 Def:3),[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,339.0,4.0,3.0,1.0,,,,,,,,,,,,,,,
341,PT10M04.00S,2021-04-18T01:56:21.3Z,3,REGULAR,3pt,Jump Shot,[],202689,30.042706964520367,71.8826593137255,1610612738,68,68,2021-04-18T01:56:25Z,3400000,-109.0,230.0,1,left,K. Walker 25' 3PT  (15 PTS) (M. Smart 4 AST),"[202689, 203935]",1610612738.0,BOS,,,,Walker,K. Walker,,,,,25.46,Made,,,,,15.0,,,,,,M. Smart,203935.0,4.0,,,,,,
343,PT09M47.00S,2021-04-18T01:56:41.3Z,3,REGULAR,foul,personal,[],202689,,,1610612744,68,68,2021-04-18T01:56:48Z,3420000,,,0,,K. Walker personal FOUL (2 PF),"[202689, 203145]",1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,,,,,,1198.0,2.0,0.0,Bazemore,203145.0,,,,,,,,,
345,PT09M47.00S,2021-04-18T01:57:04.7Z,3,REGULAR,foul,offensive,[],203145,,,1610612744,68,68,2021-04-18T01:57:21Z,3440000,,,0,,K. Bazemore offensive FOUL (4 PF),"[203145, 202684]",1610612744.0,GSW,,,,Bazemore,K. Bazemore,,,,,,,,,,,,1198.0,4.0,1.0,Thompson,202684.0,,,,,,,,,
347,PT09M47.00S,2021-04-18T01:57:04.7Z,3,REGULAR,turnover,offensive foul,[],203145,,,1610612744,68,68,2021-04-18T01:57:04Z,3460000,,,0,,K. Bazemore offensive foul TURNOVER (4 TO),[203145],1610612744.0,GSW,,,,Bazemore,K. Bazemore,,,,,,,,,,,,1198.0,,,,,,,,4.0,,,,,
348,PT09M47.00S,2021-04-18T01:57:20.3Z,3,REGULAR,substitution,out,[],203145,,,1610612738,68,68,2021-04-18T01:57:27Z,3470000,,,0,,SUB out: K. Bazemore,[203145],1610612744.0,GSW,,,,Bazemore,K. Bazemore,,,,,,,,,,,,,,,,,,,,,,,,,
349,PT09M47.00S,2021-04-18T01:57:20.3Z,3,REGULAR,substitution,in,[],1627814,,,1610612738,68,68,2021-04-18T01:57:27Z,3480000,,,0,,SUB in: D. Lee,[1627814],1610612744.0,GSW,,,,Lee,D. Lee,,,,,,,,,,,,,,,,,,,,,,,,,
350,PT09M38.00S,2021-04-18T01:57:38.9Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],202689,30.699737187910642,27.27481617647059,1610612738,71,68,2021-04-18T01:57:43Z,3490000,114.0,236.0,1,left,K. Walker 26' 3PT pullup (18 PTS),[202689],1610612738.0,BOS,pullup,,,Walker,K. Walker,,,,,26.2,Made,,,,,18.0,,,,,,,,,,,,,,
351,PT09M37.00S,2021-04-18T01:57:45.0Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612744,71,68,2021-04-18T01:57:45Z,3500000,,,0,,GSW Timeout,[],1610612744.0,GSW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
352,PT09M23.00S,2021-04-18T02:01:20.7Z,3,REGULAR,3pt,Jump Shot,[],203952,69.33311432325887,19.676776960784316,1610612744,71,68,2021-04-18T02:01:30Z,3510000,-152.0,236.0,1,right,MISS A. Wiggins 28' 3PT,[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,28.03,Missed,,,,,,,,,,,,,,,,,,,
