actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
356,PT10M02.00S,2020-12-16T01:46:01.8Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628369,8.722076215505908,42.823223039215684,1610612738,54,50,2020-12-16T01:46:08Z,3530000,36.0,29.0,1,left,J. Tatum floating Jump Shot (10 PTS) (R. Williams III 1 AST),"[1628369, 1629057]",1610612738.0,BOS,floating,,,Tatum,J. Tatum,,,,,,,,4.65,Made,,,,,10.0,R. Williams III,1629057.0,1.0,,,,,,,
359,PT10M01.00S,2020-12-16T01:46:18.3Z,3,REGULAR,foul,personal,[],203935,,,1610612755,54,50,2020-12-16T01:46:25Z,3560000,,,0,,M. Smart personal FOUL (1 PF),"[203935, 1627732]",1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,201639.0,1.0,0.0,Simmons,1627732.0,,
361,PT09M59.00S,2020-12-16T01:46:31.1Z,3,REGULAR,foul,offensive,[],1627732,,,1610612755,54,50,2020-12-16T01:46:41Z,3580000,,,0,,B. Simmons offensive FOUL (2 PF),"[1627732, 203935]",1610612755.0,PHI,,,,Simmons,B. Simmons,,,,,,,,,,,,,,,,,,201639.0,2.0,0.0,Smart,203935.0,,
363,PT09M59.00S,2020-12-16T01:46:31.1Z,3,REGULAR,turnover,offensive foul,[],1627732,,,1610612755,54,50,2020-12-16T01:46:31Z,3600000,,,0,,B. Simmons offensive foul TURNOVER (3 TO),[1627732],1610612755.0,PHI,,,,Simmons,B. Simmons,,,,,3.0,,,,,,,,,,,,,201639.0,,,,,,
364,PT09M48.00S,2020-12-16T01:46:56.2Z,3,REGULAR,foul,personal,['2freethrow'],1629003,,,1610612738,54,50,2020-12-16T01:47:35Z,3610000,,,0,,S. Milton personal FOUL (2 PF) (Williams III 2 FT),"[1629003, 1629057]",1610612755.0,PHI,,,,Milton,S. Milton,,,,,,,,,,,,,,,,,,202007.0,2.0,0.0,Williams III,1629057.0,,
366,PT09M42.00S,2020-12-16T01:47:46.4Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1629057,6.619579500657039,49.685968137254896,1610612738,54,52,2020-12-16T01:47:52Z,3630000,2.0,10.0,1,left,R. Williams III alley-oop DUNK (6 PTS) (J. Brown 2 AST),"[1629057, 1627759]",1610612738.0,BOS,alley-oop,,,Williams III,R. Williams III,,,,,,,,0.98,Made,,,,,6.0,J. Brown,1627759.0,2.0,,,,,,,
368,PT09M25.00S,2020-12-16T01:48:04.8Z,3,REGULAR,foul,personal,['2freethrow'],1629057,,,1610612755,54,52,2020-12-16T01:48:10Z,3650000,,,0,,R. Williams III shooting personal FOUL (5 PF) (Howard 2 FT),"[1629057, 2730]",1610612738.0,BOS,shooting,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,202007.0,5.0,0.0,Howard,2730.0,,
370,PT09M25.00S,2020-12-16T01:48:31.1Z,3,REGULAR,freethrow,1 of 2,[],2730,,,1610612755,55,52,2020-12-16T01:48:50Z,3670000,,,0,,D. Howard Free Throw 1 of 2 (5 PTS),[2730],1610612755.0,PHI,,,,Howard,D. Howard,,,,,,,,,Made,,,,,5.0,,,,,,,,,,
371,PT09M25.00S,2020-12-16T01:48:31.1Z,3,REGULAR,freethrow,2 of 2,[],2730,,,1610612755,55,52,2020-12-16T01:48:50Z,3680000,,,0,,MISS D. Howard Free Throw 2 of 2,[2730],1610612755.0,PHI,,,,Howard,D. Howard,,,,,,,,,Missed,,,,,,,,,,,,,,,
372,PT09M23.00S,2020-12-16T01:48:33.1Z,3,REGULAR,rebound,defensive,[],1629057,,,1610612738,55,52,2020-12-16T01:48:50Z,3690000,,,0,,R. Williams III REBOUND (Off:2 Def:2),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,371.0,4.0,2.0,2.0,,,,,,,,,,,
373,PT09M08.00S,2020-12-16T01:49:03.8Z,3,REGULAR,turnover,lost ball,[],1628369,,,1610612738,55,52,2020-12-16T01:49:09Z,3700000,,,0,,J. Tatum lost ball TURNOVER (3 TO),"[1628369, 2730]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,3.0,Howard,2730.0,,,,,,,,,,,,,,,,,
374,PT09M08.00S,2020-12-16T01:49:03.8Z,3,REGULAR,steal,,[],2730,,,1610612755,55,52,2020-12-16T01:49:06Z,3710000,,,0,,D. Howard STEAL (1 STL),[2730],1610612755.0,PHI,,,,Howard,D. Howard,,,,,,,,,,,,,,,,,,,,,,,,
375,PT09M03.00S,2020-12-16T01:49:09.1Z,3,REGULAR,turnover,bad pass,[],202699,,,1610612755,55,52,2020-12-16T01:49:12Z,3720000,,,0,,T. Harris bad pass TURNOVER (4 TO),"[202699, 1627759]",1610612755.0,PHI,,,,Harris,T. Harris,,,,,4.0,Brown,1627759.0,,,,,,,,,,,,,,,,,
376,PT09M03.00S,2020-12-16T01:49:09.1Z,3,REGULAR,steal,,[],1627759,,,1610612738,55,52,2020-12-16T01:49:10Z,3730000,,,0,,J. Brown STEAL (2 STL),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,
377,PT08M58.00S,2020-12-16T01:49:14.2Z,3,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1629750,30.66688567674113,26.15655637254902,1610612738,55,52,2020-12-16T01:49:24Z,3740000,119.0,236.0,1,left,MISS J. Green 26' bank 3PT,[1629750],1610612738.0,BOS,bank,,,Green,J. Green,,,,,,,,26.42,Missed,,,,,,,,,,,,,,,
378,PT08M53.00S,2020-12-16T01:49:19.2Z,3,REGULAR,rebound,defensive,[],1629003,,,1610612755,55,52,2020-12-16T01:49:24Z,3750000,,,0,,S. Milton REBOUND (Off:0 Def:3),[1629003],1610612755.0,PHI,,,,Milton,S. Milton,,,,,,,,,,377.0,3.0,3.0,0.0,,,,,,,,,,,
379,PT08M44.00S,2020-12-16T01:49:27.6Z,3,REGULAR,2pt,Jump Shot,[],202699,94.92444152431011,29.83302696078431,1610612755,55,52,2020-12-16T01:49:34Z,3760000,-101.0,-5.0,1,right,MISS T. Harris 10' turnaround Shot,[202699],1610612755.0,PHI,turnaround,,,Harris,T. Harris,,,,,,,,10.09,Missed,,,,,,,,,,,,,,,
380,PT08M41.00S,2020-12-16T01:49:30.6Z,3,REGULAR,rebound,defensive,[],1629057,,,1610612738,55,52,2020-12-16T01:49:34Z,3770000,,,0,,R. Williams III REBOUND (Off:2 Def:3),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,379.0,5.0,3.0,2.0,,,,,,,,,,,
381,PT08M32.00S,2020-12-16T01:49:41.9Z,3,REGULAR,foul,offensive,[],1627759,,,1610612738,55,52,2020-12-16T01:49:50Z,3780000,,,0,,J. Brown offensive FOUL (1 PF),"[1627759, 1629003]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,202007.0,1.0,0.0,Milton,1629003.0,,
383,PT08M32.00S,2020-12-16T01:49:41.9Z,3,REGULAR,turnover,offensive foul,[],1627759,,,1610612738,55,52,2020-12-16T01:49:41Z,3800000,,,0,,J. Brown offensive foul TURNOVER (4 TO),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,4.0,,,,,,,,,,,,,202007.0,,,,,,
384,PT08M32.00S,2020-12-16T01:49:52.5Z,3,REGULAR,timeout,full,['team'],0,,,1610612755,55,52,2020-12-16T01:49:52Z,3810000,,,0,,PHI Timeout,[],1610612755.0,PHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
385,PT08M13.00S,2020-12-16T01:53:25.9Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],202699,77.84165571616295,87.92126225490196,1610612755,58,52,2020-12-16T01:53:30Z,3820000,190.0,156.0,1,right,T. Harris 24' 3PT  (13 PTS) (S. Milton 3 AST),"[202699, 1629003]",1610612755.0,PHI,,,,Harris,T. Harris,,,,,,,,24.54,Made,,,,,13.0,S. Milton,1629003.0,3.0,,,,,,,
387,PT07M46.00S,2020-12-16T01:53:53.2Z,3,REGULAR,3pt,Jump Shot,[],1628369,31.980946123521676,70.51930147058823,1610612738,58,52,2020-12-16T01:53:58Z,3840000,-103.0,248.0,1,left,MISS J. Tatum 26' pullup 3PT,[1628369],1610612738.0,BOS,pullup,,,Tatum,J. Tatum,,,,,,,,26.85,Missed,,,,,,,,,,,,,,,
388,PT07M43.00S,2020-12-16T01:53:56.2Z,3,REGULAR,rebound,defensive,[],1627732,,,1610612755,58,52,2020-12-16T01:53:58Z,3850000,,,0,,B. Simmons REBOUND (Off:0 Def:1),[1627732],1610612755.0,PHI,,,,Simmons,B. Simmons,,,,,,,,,,387.0,1.0,1.0,0.0,,,,,,,,,,,
389,PT07M40.00S,2020-12-16T01:54:00.1Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1629003,71.27135348226018,79.09773284313725,1610612755,61,52,2020-12-16T01:54:57Z,3860000,145.0,218.0,1,right,S. Milton 26' 3PT running (9 PTS) (B. Simmons 5 AST),"[1629003, 1627732]",1610612755.0,PHI,running,,,Milton,S. Milton,,,,,,,,26.17,Made,,,,,9.0,B. Simmons,1627732.0,5.0,,,,,,,
391,PT07M31.00S,2020-12-16T01:54:12.1Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612738,61,52,2020-12-16T01:54:12Z,3880000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
392,PT07M24.00S,2020-12-16T01:54:27.8Z,3,REGULAR,turnover,bad pass,[],1629057,,,1610612738,61,52,2020-12-16T01:54:31Z,3890000,,,0,,R. Williams III bad pass TURNOVER (1 TO),"[1629057, 1627732]",1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,1.0,Simmons,1627732.0,,,,,,,,,,,,,,,,,
393,PT07M24.00S,2020-12-16T01:54:27.8Z,3,REGULAR,steal,,[],1627732,,,1610612755,61,52,2020-12-16T01:54:30Z,3900000,,,0,,B. Simmons STEAL (2 STL),[1627732],1610612755.0,PHI,,,,Simmons,B. Simmons,,,,,,,,,,,,,,,,,,,,,,,,
394,PT07M13.00S,2020-12-16T01:54:39.1Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],203552,72.19119579500656,74.9310661764706,1610612755,61,52,2020-12-16T01:55:50Z,3910000,125.0,209.0,1,right,MISS S. Curry 24' pullup 3PT - blocked,"[203552, 1629750]",1610612755.0,PHI,pullup,,,Curry,S. Curry,,,,,,,,24.33,Missed,,,,,,,,,,,,,,Green,1629750.0
395,PT07M13.00S,2020-12-16T01:54:39.1Z,3,REGULAR,block,,[],1629750,,,1610612755,61,52,2020-12-16T01:54:43Z,3920000,,,0,,J. Green BLOCK (1 BLK),[1629750],1610612738.0,BOS,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,
396,PT07M08.00S,2020-12-16T01:54:44.1Z,3,REGULAR,rebound,offensive,[],203552,,,1610612755,61,52,2020-12-16T01:54:46Z,3930000,,,0,,S. Curry REBOUND (Off:1 Def:1),[203552],1610612755.0,PHI,,,,Curry,S. Curry,,,,,,,,,,394.0,2.0,1.0,1.0,,,,,,,,,,,
397,PT07M07.00S,2020-12-16T01:54:46.0Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1629003,91.59001314060447,61.182598039215684,1610612755,61,52,2020-12-16T01:54:54Z,3940000,56.0,27.0,1,right,MISS S. Milton 6' Layup,[1629003],1610612755.0,PHI,,,,Milton,S. Milton,,,,,,,,6.19,Missed,,,,,,,,,,,,,,,
398,PT07M07.00S,2020-12-16T01:54:46.0Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612755,61,52,2020-12-16T01:54:54Z,3950000,,,0,,TEAM offensive REBOUND,[],1610612755.0,PHI,,,,,,,,,,,,,,,397.0,,,,,,,,,,,,,,
399,PT07M07.00S,2020-12-16T01:54:55.8Z,3,REGULAR,substitution,out,[],1628369,,,1610612755,61,52,2020-12-16T01:55:07Z,3960000,,,0,,SUB out: J. Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,
400,PT07M07.00S,2020-12-16T01:54:55.8Z,3,REGULAR,substitution,out,[],1627759,,,1610612755,61,52,2020-12-16T01:55:07Z,3970000,,,0,,SUB out: J. Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,
401,PT07M07.00S,2020-12-16T01:54:55.8Z,3,REGULAR,substitution,out,[],203935,,,1610612755,61,52,2020-12-16T01:55:07Z,3980000,,,0,,SUB out: M. Smart,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,
402,PT07M07.00S,2020-12-16T01:54:55.8Z,3,REGULAR,substitution,out,[],1629750,,,1610612755,61,52,2020-12-16T01:55:07Z,3990000,,,0,,SUB out: J. Green,[1629750],1610612738.0,BOS,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,
403,PT07M07.00S,2020-12-16T01:54:55.8Z,3,REGULAR,substitution,out,[],1629057,,,1610612755,61,52,2020-12-16T01:55:07Z,4000000,,,0,,SUB out: R. Williams III,[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,
404,PT07M07.00S,2020-12-16T01:54:55.8Z,3,REGULAR,substitution,in,[],201952,,,1610612755,61,52,2020-12-16T01:55:07Z,4010000,,,0,,SUB in: J. Teague,[201952],1610612738.0,BOS,,,,Teague,J. Teague,,,,,,,,,,,,,,,,,,,,,,,,
405,PT07M07.00S,2020-12-16T01:54:55.8Z,3,REGULAR,substitution,in,[],1629684,,,1610612755,61,52,2020-12-16T01:55:07Z,4020000,,,0,,SUB in: G. Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,
406,PT07M07.00S,2020-12-16T01:54:55.8Z,3,REGULAR,substitution,in,[],1628400,,,1610612755,61,52,2020-12-16T01:55:07Z,4030000,,,0,,SUB in: S. Ojeleye,[1628400],1610612738.0,BOS,,,,Ojeleye,S. Ojeleye,,,,,,,,,,,,,,,,,,,,,,,,
407,PT07M07.00S,2020-12-16T01:54:55.8Z,3,REGULAR,substitution,in,[],1630174,,,1610612755,61,52,2020-12-16T01:55:07Z,4040000,,,0,,SUB in: A. Nesmith,[1630174],1610612738.0,BOS,,,,Nesmith,A. Nesmith,,,,,,,,,,,,,,,,,,,,,,,,
408,PT07M07.00S,2020-12-16T01:54:55.8Z,3,REGULAR,substitution,in,[],1629035,,,1610612755,61,52,2020-12-16T01:55:07Z,4050000,,,0,,SUB in: C. Edwards,[1629035],1610612738.0,BOS,,,,Edwards,C. Edwards,,,,,,,,,,,,,,,,,,,,,,,,
409,PT07M00.00S,2020-12-16T01:55:25.4Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover', '2ndchance']",202699,88.09132720105124,47.23498774509803,1610612755,63,52,2020-12-16T01:55:32Z,4060000,-14.0,59.0,1,right,T. Harris 6' driving floating Jump Shot (15 PTS),[202699],1610612755.0,PHI,driving floating,,,Harris,T. Harris,,,,,,,,6.1,Made,,,,,15.0,,,,,,,,,,
410,PT06M45.00S,2020-12-16T01:55:39.2Z,3,REGULAR,3pt,Jump Shot,[],201952,32.769382391590014,34.48988970588235,1610612738,63,55,2020-12-16T01:57:23Z,4070000,78.0,256.0,1,left,J. Teague 26' 3PT pullup (12 PTS) (G. Williams 1 AST),"[201952, 1629684]",1610612738.0,BOS,pullup,,,Teague,J. Teague,,,,,,,,26.7,Made,,,,,12.0,G. Williams,1629684.0,1.0,,,,,,,
412,PT06M35.00S,2020-12-16T01:55:52.0Z,3,REGULAR,foul,personal,['2freethrow'],1629035,,,1610612755,63,55,2020-12-16T01:56:16Z,4090000,,,0,,C. Edwards shooting personal FOUL (1 PF) (Simmons 2 FT),"[1629035, 1627732]",1610612738.0,BOS,shooting,,,Edwards,C. Edwards,,,,,,,,,,,,,,,,,,201639.0,1.0,0.0,Simmons,1627732.0,,
414,PT06M35.00S,2020-12-16T01:56:18.0Z,3,REGULAR,freethrow,1 of 2,[],1627732,,,1610612755,63,55,2020-12-16T01:56:18Z,4110000,,,0,,MISS B. Simmons Free Throw 1 of 2,[1627732],1610612755.0,PHI,,,,Simmons,B. Simmons,,,,,,,,,Missed,,,,,,,,,,,,,,,
415,PT06M35.00S,2020-12-16T01:56:18.0Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612755,63,55,2020-12-16T01:56:18Z,4120000,,,0,,TEAM offensive REBOUND,[],1610612755.0,PHI,,,,,,,,,,,,,,,414.0,,,,,,,,,,,,,,
416,PT06M35.00S,2020-12-16T01:56:34.8Z,3,REGULAR,freethrow,2 of 2,[],1627732,,,1610612755,64,55,2020-12-16T01:56:34Z,4130000,,,0,,B. Simmons Free Throw 2 of 2 (6 PTS),[1627732],1610612755.0,PHI,,,,Simmons,B. Simmons,,,,,,,,,Made,,,,,6.0,,,,,,,,,,
417,PT06M22.00S,2020-12-16T01:56:48.8Z,3,REGULAR,3pt,Jump Shot,[],1630174,27.38173455978975,81.54871323529412,1610612738,64,58,2020-12-16T01:57:00Z,4140000,-158.0,205.0,1,left,A. Nesmith 25' 3PT step back (3 PTS),[1630174],1610612738.0,BOS,step back,,,Nesmith,A. Nesmith,,,,,,,,25.86,Made,,,,,3.0,,,,,,,,,,
418,PT06M08.00S,2020-12-16T01:57:02.8Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1627732,94.00459921156373,48.705575980392155,1610612755,66,58,2020-12-16T01:57:12Z,4150000,-6.0,4.0,1,right,B. Simmons driving reverse Layup (8 PTS),[1627732],1610612755.0,PHI,driving reverse,,,Simmons,B. Simmons,,,,,,,,0.76,Made,,,,,8.0,,,,,,,,,,
419,PT06M01.00S,2020-12-16T01:57:10.4Z,3,REGULAR,2pt,Jump Shot,[],201952,17.65768725361366,71.74479166666667,1610612738,66,60,2020-12-16T01:57:20Z,4160000,-109.0,113.0,1,left,J. Teague 15' pullup Jump Shot (14 PTS),[201952],1610612738.0,BOS,pullup,,,Teague,J. Teague,,,,,,,,15.72,Made,,,,,14.0,,,,,,,,,,
420,PT05M42.00S,2020-12-16T01:57:29.2Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203552,84.93758212877792,52.872242647058826,1610612755,66,60,2020-12-16T01:57:34Z,4170000,14.0,89.0,1,right,MISS S. Curry 9' driving floating Shot,[203552],1610612755.0,PHI,driving floating,,,Curry,S. Curry,,,,,,,,9.03,Missed,,,,,,,,,,,,,,,
421,PT05M41.00S,2020-12-16T01:57:30.2Z,3,REGULAR,rebound,offensive,[],203552,,,1610612755,66,60,2020-12-16T01:57:34Z,4180000,,,0,,S. Curry REBOUND (Off:2 Def:1),[203552],1610612755.0,PHI,,,,Curry,S. Curry,,,,,,,,,,420.0,3.0,1.0,2.0,,,,,,,,,,,
422,PT05M33.00S,2020-12-16T01:57:38.9Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],203552,73.76806833114324,82.0389093137255,1610612755,69,60,2020-12-16T01:57:45Z,4190000,160.0,194.0,1,right,S. Curry 25' 3PT step back (7 PTS) (B. Simmons 6 AST),"[203552, 1627732]",1610612755.0,PHI,step back,,,Curry,S. Curry,,,,,,,,25.17,Made,,,,,7.0,B. Simmons,1627732.0,6.0,,,,,,,
424,PT05M14.00S,2020-12-16T01:57:57.9Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201952,7.539421813403408,59.73498774509804,1610612738,69,62,2020-12-16T01:58:02Z,4210000,-49.0,18.0,1,left,J. Teague driving floating Jump Shot (16 PTS),[201952],1610612738.0,BOS,driving floating,,,Teague,J. Teague,,,,,,,,5.21,Made,,,,,16.0,,,,,,,,,,
425,PT05M01.00S,2020-12-16T01:58:11.2Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1627732,92.82194480946123,49.685968137254896,1610612755,69,62,2020-12-16T01:58:31Z,4220000,-2.0,15.0,1,right,MISS B. Simmons driving Layup,[1627732],1610612755.0,PHI,driving,,,Simmons,B. Simmons,,,,,,,,1.51,Missed,,,,,,,,,,,,,,,
426,PT05M01.00S,2020-12-16T01:58:11.2Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612738,69,62,2020-12-16T01:58:31Z,4230000,,,0,,TEAM defensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,,425.0,,,,,,,,,,,,,,
427,PT05M01.00S,2020-12-16T01:58:26.0Z,3,REGULAR,foul,personal,[],2730,,,1610612738,69,62,2020-12-16T01:58:37Z,4240000,,,0,,D. Howard loose ball personal FOUL (4 PF),"[2730, 1628400]",1610612755.0,PHI,loose ball,,,Howard,D. Howard,,,,,,,,,,,,,,,,,,201639.0,4.0,0.0,Ojeleye,1628400.0,,
429,PT04M41.00S,2020-12-16T01:58:49.4Z,3,REGULAR,3pt,Jump Shot,[],1630174,11.087385019710908,96.25459558823529,1610612738,69,62,2020-12-16T02:01:34Z,4260000,-231.0,52.0,1,left,MISS A. Nesmith 3PT,[1630174],1610612738.0,BOS,,,,Nesmith,A. Nesmith,,,,,,,,23.7,Missed,,,,,,,,,,,,,,,
430,PT04M37.00S,2020-12-16T01:58:53.4Z,3,REGULAR,rebound,defensive,[],202699,,,1610612755,69,62,2020-12-16T01:59:04Z,4270000,,,0,,T. Harris REBOUND (Off:1 Def:8),[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,,,,,,429.0,9.0,8.0,1.0,,,,,,,,,,,
431,PT04M33.00S,2020-12-16T01:58:57.5Z,3,REGULAR,3pt,Jump Shot,[],1629003,67.19776609724047,29.83302696078431,1610612755,72,62,2020-12-16T01:59:13Z,4280000,-101.0,256.0,1,right,S. Milton 27' 3PT  (12 PTS) (T. Harris 3 AST),"[1629003, 202699]",1610612755.0,PHI,,,,Milton,S. Milton,,,,,,,,27.49,Made,,,,,12.0,T. Harris,202699.0,3.0,,,,,,,
433,PT04M16.00S,2020-12-16T01:59:13.5Z,3,REGULAR,3pt,Jump Shot,[],1629035,29.352825229960573,82.28400735294117,1610612738,72,62,2020-12-16T01:59:19Z,4300000,-161.0,223.0,1,left,MISS C. Edwards 27' 3PT,[1629035],1610612738.0,BOS,,,,Edwards,C. Edwards,,,,,,,,27.56,Missed,,,,,,,,,,,,,,,
434,PT04M13.00S,2020-12-16T01:59:16.5Z,3,REGULAR,rebound,defensive,[],2730,,,1610612755,72,62,2020-12-16T01:59:19Z,4310000,,,0,,D. Howard REBOUND (Off:1 Def:3),[2730],1610612755.0,PHI,,,,Howard,D. Howard,,,,,,,,,,433.0,4.0,3.0,1.0,,,,,,,,,,,
435,PT04M04.00S,2020-12-16T01:59:27.1Z,3,REGULAR,foul,personal,['2freethrow'],1629035,,,1610612755,72,62,2020-12-16T01:59:33Z,4320000,,,0,,C. Edwards shooting personal FOUL (2 PF) (Harris 2 FT),"[1629035, 202699]",1610612738.0,BOS,shooting,,,Edwards,C. Edwards,,,,,,,,,,,,,,,,,,1627529.0,2.0,0.0,Harris,202699.0,,
437,PT04M04.00S,2020-12-16T02:00:01.0Z,3,REGULAR,freethrow,1 of 2,[],202699,,,1610612755,73,62,2020-12-16T02:00:20Z,4340000,,,0,,T. Harris Free Throw 1 of 2 (16 PTS),[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,,,,,Made,,,,,16.0,,,,,,,,,,
438,PT04M04.00S,2020-12-16T02:00:04.1Z,3,REGULAR,substitution,out,[],203552,,,1610612755,73,62,2020-12-16T02:00:09Z,4350000,,,0,,SUB out: S. Curry,[203552],1610612755.0,PHI,,,,Curry,S. Curry,,,,,,,,,,,,,,,,,,,,,,,,
439,PT04M04.00S,2020-12-16T02:00:04.1Z,3,REGULAR,substitution,in,[],1627788,,,1610612755,73,62,2020-12-16T02:00:09Z,4360000,,,0,,SUB in: F. Korkmaz,[1627788],1610612755.0,PHI,,,,Korkmaz,F. Korkmaz,,,,,,,,,,,,,,,,,,,,,,,,
440,PT04M04.00S,2020-12-16T02:00:01.0Z,3,REGULAR,freethrow,2 of 2,[],202699,,,1610612755,73,62,2020-12-16T02:00:20Z,4370000,,,0,,MISS T. Harris Free Throw 2 of 2,[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,,,,,Missed,,,,,,,,,,,,,,,
441,PT04M01.00S,2020-12-16T02:00:04.0Z,3,REGULAR,rebound,offensive,[],2730,,,1610612755,73,62,2020-12-16T02:00:20Z,4380000,,,0,,D. Howard REBOUND (Off:2 Def:3),[2730],1610612755.0,PHI,,,,Howard,D. Howard,,,,,,,,,,440.0,5.0,3.0,2.0,,,,,,,,,,,
442,PT03M54.00S,2020-12-16T02:00:29.8Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",201952,,,1610612755,73,62,2020-12-16T02:00:42Z,4390000,,,0,,J. Teague personal FOUL (2 PF) (Simmons 2 FT),"[201952, 1627732]",1610612738.0,BOS,,,,Teague,J. Teague,,,,,,,,,,,,,,,,,,202007.0,2.0,0.0,Simmons,1627732.0,,
444,PT03M54.00S,2020-12-16T02:00:58.6Z,3,REGULAR,freethrow,1 of 2,['2ndchance'],1627732,,,1610612755,74,62,2020-12-16T02:00:58Z,4410000,,,0,,B. Simmons Free Throw 1 of 2 (9 PTS),[1627732],1610612755.0,PHI,,,,Simmons,B. Simmons,,,,,,,,,Made,,,,,9.0,,,,,,,,,,
445,PT03M54.00S,2020-12-16T02:01:18.4Z,3,REGULAR,freethrow,2 of 2,['2ndchance'],1627732,,,1610612755,75,62,2020-12-16T02:01:18Z,4420000,,,0,,B. Simmons Free Throw 2 of 2 (10 PTS),[1627732],1610612755.0,PHI,,,,Simmons,B. Simmons,,,,,,,,,Made,,,,,10.0,,,,,,,,,,
446,PT03M38.00S,2020-12-16T02:01:35.5Z,3,REGULAR,3pt,Jump Shot,[],1630174,34.477660972404735,49.93106617647059,1610612738,75,62,2020-12-16T02:01:41Z,4430000,0.0,272.0,1,left,MISS A. Nesmith 27' 3PT,[1630174],1610612738.0,BOS,,,,Nesmith,A. Nesmith,,,,,,,,27.16,Missed,,,,,,,,,,,,,,,
447,PT03M36.00S,2020-12-16T02:01:37.5Z,3,REGULAR,rebound,defensive,[],1629003,,,1610612755,75,62,2020-12-16T02:01:41Z,4440000,,,0,,S. Milton REBOUND (Off:0 Def:4),[1629003],1610612755.0,PHI,,,,Milton,S. Milton,,,,,,,,,,446.0,4.0,4.0,0.0,,,,,,,,,,,
448,PT03M25.00S,2020-12-16T02:01:49.3Z,3,REGULAR,2pt,Jump Shot,[],1629003,91.50788436268068,74.19577205882354,1610612755,77,62,2020-12-16T02:01:55Z,4450000,121.0,27.0,1,right,S. Milton 12' fadeaway Jump Shot (14 PTS) (D. Howard 1 AST),"[1629003, 2730]",1610612755.0,PHI,fadeaway,,,Milton,S. Milton,,,,,,,,12.4,Made,,,,,14.0,D. Howard,2730.0,1.0,,,,,,,
