actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
357,PT08M02.00S,2021-03-21T20:56:03.9Z,3,REGULAR,rebound,defensive,[],1628369,,,1610612738,66,52,2021-03-21T20:56:14Z,3530000,,,0,,J. Tatum REBOUND (Off:1 Def:2),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,355.0,3.0,2.0,1.0,,,,,,,,,,,,,,
358,PT07M54.00S,2021-03-21T20:56:11.8Z,3,REGULAR,3pt,Jump Shot,[],1627759,88.64980289093299,3.2552083333333335,1610612738,69,52,2021-03-21T20:56:18Z,3540000,-234.0,54.0,1,right,J. Brown 3PT  (17 PTS) (D. Theis 3 AST),"[1627759, 1628464]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,23.99,Made,,,,,,,17.0,D. Theis,1628464.0,3.0,,,,,,,,
360,PT07M34.00S,2021-03-21T20:56:30.9Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202696,15.325229960578188,35.853247549019606,1610612753,69,54,2021-03-21T20:56:48Z,3560000,71.0,92.0,1,left,N. Vucevic 11' floating Jump Shot (14 PTS) (M. Carter-Williams 2 AST),"[202696, 203487]",1610612753.0,ORL,floating,,,Vucevic,N. Vucevic,,,,,11.57,Made,,,,,,,14.0,M. Carter-Williams,203487.0,2.0,,,,,,,,
362,PT07M18.00S,2021-03-21T20:56:46.5Z,3,REGULAR,3pt,Jump Shot,[],1627759,65.52233902759527,34.627757352941174,1610612738,72,54,2021-03-21T20:56:52Z,3580000,-77.0,272.0,1,right,J. Brown 28' 3PT  (20 PTS) (J. Tatum 3 AST),"[1627759, 1628369]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,28.23,Made,,,,,,,20.0,J. Tatum,1628369.0,3.0,,,,,,,,
364,PT07M05.00S,2021-03-21T20:56:59.8Z,3,REGULAR,3pt,Jump Shot,[],202696,31.09395532194481,32.176776960784316,1610612753,72,54,2021-03-21T20:57:05Z,3600000,89.0,240.0,1,left,MISS N. Vucevic 25' pullup 3PT,[202696],1610612753.0,ORL,pullup,,,Vucevic,N. Vucevic,,,,,25.58,Missed,,,,,,,,,,,,,,,,,,
365,PT07M02.00S,2021-03-21T20:57:02.8Z,3,REGULAR,rebound,defensive,[],1627759,,,1610612738,72,54,2021-03-21T20:57:05Z,3610000,,,0,,J. Brown REBOUND (Off:0 Def:2),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,364.0,2.0,2.0,0.0,,,,,,,,,,,,,,
366,PT06M54.00S,2021-03-21T20:57:11.1Z,3,REGULAR,3pt,Jump Shot,[],202689,68.41327201051249,75.3140318627451,1610612738,75,54,2021-03-21T20:57:16Z,3620000,127.0,244.0,1,right,K. Walker 27' 3PT  (14 PTS) (M. Smart 5 AST),"[202689, 203935]",1610612738.0,BOS,,,,Walker,K. Walker,,,,,27.52,Made,,,,,,,14.0,M. Smart,203935.0,5.0,,,,,,,,
368,PT06M46.00S,2021-03-21T20:57:25.5Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612753,75,54,2021-03-21T20:57:25Z,3640000,,,0,,ORL Timeout,[],1610612753.0,ORL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
369,PT06M43.00S,2021-03-21T21:00:19.5Z,3,REGULAR,3pt,Jump Shot,[],203095,30.436925098554536,19.676776960784316,1610612753,75,57,2021-03-21T21:00:26Z,3650000,152.0,234.0,1,left,E. Fournier 27' 3PT  (12 PTS) (M. Carter-Williams 3 AST),"[203095, 203487]",1610612753.0,ORL,,,,Fournier,E. Fournier,,,,,27.85,Made,,,,,,,12.0,M. Carter-Williams,203487.0,3.0,,,,,,,,
371,PT06M29.00S,2021-03-21T21:00:34.2Z,3,REGULAR,turnover,out-of-bounds,[],1628464,,,1610612738,75,57,2021-03-21T21:00:44Z,3670000,,,0,,D. Theis bad pass out-of-bounds TURNOVER (1 TO),[1628464],1610612738.0,BOS,bad pass,,,Theis,D. Theis,,,,,,,,,,,,,,,,,1.0,,,203593.0,,,,
372,PT06M10.00S,2021-03-21T21:00:58.9Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",203487,7.30946123521682,46.88265931372549,1610612753,75,59,2021-03-21T21:01:03Z,3680000,16.0,16.0,1,left,M. Carter-Williams cutting Layup (4 PTS) (N. Vucevic 3 AST),"[203487, 202696]",1610612753.0,ORL,cutting,,,Carter-Williams,M. Carter-Williams,,,,,2.25,Made,,,,,,,4.0,N. Vucevic,202696.0,3.0,,,,,,,,
374,PT05M55.00S,2021-03-21T21:01:16.3Z,3,REGULAR,foul,personal,[],202329,,,1610612738,75,59,2021-03-21T21:01:24Z,3700000,,,0,,A. Aminu personal FOUL (1 PF),"[202329, 1628369]",1610612753.0,ORL,,,,Aminu,A. Aminu,,,,,,,,,,,,,,,,,,,,203593.0,1.0,0.0,Tatum,1628369.0
376,PT05M55.00S,2021-03-21T21:01:21.7Z,3,REGULAR,substitution,out,[],1628369,,,1610612738,75,59,2021-03-21T21:01:30Z,3720000,,,0,,SUB out: J. Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,
377,PT05M55.00S,2021-03-21T21:01:21.7Z,3,REGULAR,substitution,out,[],203932,,,1610612738,75,59,2021-03-21T21:01:30Z,3730000,,,0,,SUB out: A. Gordon,[203932],1610612753.0,ORL,,,,Gordon,A. Gordon,,,,,,,,,,,,,,,,,,,,,,,,
378,PT05M55.00S,2021-03-21T21:01:21.7Z,3,REGULAR,substitution,out,[],202329,,,1610612738,75,59,2021-03-21T21:01:30Z,3740000,,,0,,SUB out: A. Aminu,[202329],1610612753.0,ORL,,,,Aminu,A. Aminu,,,,,,,,,,,,,,,,,,,,,,,,
379,PT05M55.00S,2021-03-21T21:01:21.7Z,3,REGULAR,substitution,in,[],1629684,,,1610612738,75,59,2021-03-21T21:01:30Z,3750000,,,0,,SUB in: G. Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,
380,PT05M55.00S,2021-03-21T21:01:21.7Z,3,REGULAR,substitution,in,[],1629643,,,1610612738,75,59,2021-03-21T21:01:30Z,3760000,,,0,,SUB in: C. Okeke,[1629643],1610612753.0,ORL,,,,Okeke,C. Okeke,,,,,,,,,,,,,,,,,,,,,,,,
381,PT05M55.00S,2021-03-21T21:01:21.7Z,3,REGULAR,substitution,in,[],1628407,,,1610612738,75,59,2021-03-21T21:01:30Z,3770000,,,0,,SUB in: D. Bacon,[1628407],1610612753.0,ORL,,,,Bacon,D. Bacon,,,,,,,,,,,,,,,,,,,,,,,,
382,PT05M49.00S,2021-03-21T21:01:47.3Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1627759,92.32917214191852,45.166973039215684,1610612738,77,59,2021-03-21T21:01:51Z,3780000,-24.0,20.0,1,right,J. Brown cutting Layup (22 PTS) (M. Smart 6 AST),"[1627759, 203935]",1610612738.0,BOS,cutting,,,Brown,J. Brown,,,,,3.11,Made,,,,,,,22.0,M. Smart,203935.0,6.0,,,,,,,,
384,PT05M37.00S,2021-03-21T21:01:59.3Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203095,16.113666228646515,45.166973039215684,1610612753,77,59,2021-03-21T21:02:07Z,3800000,24.0,99.0,1,left,MISS E. Fournier 10' fadeaway Shot,[203095],1610612753.0,ORL,fadeaway,,,Fournier,E. Fournier,,,,,10.19,Missed,,,,,,,,,,,,,,,,,,
385,PT05M35.00S,2021-03-21T21:02:01.3Z,3,REGULAR,rebound,defensive,[],202689,,,1610612738,77,59,2021-03-21T21:02:07Z,3810000,,,0,,K. Walker REBOUND (Off:0 Def:2),[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,384.0,2.0,2.0,0.0,,,,,,,,,,,,,,
386,PT05M26.00S,2021-03-21T21:02:14.1Z,3,REGULAR,foul,offensive,[],203935,,,1610612738,77,59,2021-03-21T21:02:22Z,3820000,,,0,,M. Smart offensive FOUL (2 PF),"[203935, 203095]",1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,203593.0,2.0,0.0,Fournier,203095.0
388,PT05M26.00S,2021-03-21T21:02:14.1Z,3,REGULAR,turnover,offensive foul,[],203935,,,1610612738,77,59,2021-03-21T21:02:14Z,3840000,,,0,,M. Smart offensive foul TURNOVER (1 TO),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,1.0,,,203593.0,,,,
389,PT05M09.00S,2021-03-21T21:02:40.6Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1628407,11.645860709592641,49.57873774509804,1610612753,77,59,2021-03-21T21:02:46Z,3850000,2.0,57.0,1,left,MISS D. Bacon driving floating Shot,[1628407],1610612753.0,ORL,driving floating,,,Bacon,D. Bacon,,,,,5.7,Missed,,,,,,,,,,,,,,,,,,
390,PT05M07.00S,2021-03-21T21:02:42.6Z,3,REGULAR,rebound,defensive,[],202689,,,1610612738,77,59,2021-03-21T21:02:46Z,3860000,,,0,,K. Walker REBOUND (Off:0 Def:3),[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,389.0,3.0,3.0,0.0,,,,,,,,,,,,,,
391,PT05M03.00S,2021-03-21T21:02:46.6Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1629684,67.62483574244416,27.519914215686274,1610612738,77,59,2021-03-21T21:02:56Z,3870000,-112.0,252.0,1,right,MISS G. Williams 27' 3PT,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,27.57,Missed,,,,,,,,,,,,,,,,,,
392,PT05M01.00S,2021-03-21T21:02:48.6Z,3,REGULAR,rebound,defensive,[],203095,,,1610612753,77,59,2021-03-21T21:02:56Z,3880000,,,0,,E. Fournier REBOUND (Off:0 Def:3),[203095],1610612753.0,ORL,,,,Fournier,E. Fournier,,,,,,,391.0,3.0,3.0,0.0,,,,,,,,,,,,,,
393,PT04M53.00S,2021-03-21T21:02:56.9Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203095,6.389618922470433,54.72579656862745,1610612753,77,59,2021-03-21T21:03:02Z,3890000,-24.0,8.0,1,left,MISS E. Fournier driving Layup,[203095],1610612753.0,ORL,driving,,,Fournier,E. Fournier,,,,,2.48,Missed,,,,,,,,,,,,,,,,,,
394,PT04M51.00S,2021-03-21T21:02:58.9Z,3,REGULAR,rebound,defensive,[],1628464,,,1610612738,77,59,2021-03-21T21:03:02Z,3900000,,,0,,D. Theis REBOUND (Off:2 Def:8),[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,393.0,10.0,8.0,2.0,,,,,,,,,,,,,,
395,PT04M44.00S,2021-03-21T21:03:06.0Z,3,REGULAR,3pt,Jump Shot,[],1627759,66.96780551905388,31.686580882352942,1610612738,80,59,2021-03-21T21:03:11Z,3910000,-92.0,258.0,1,right,J. Brown 27' 3PT  (25 PTS) (K. Walker 2 AST),"[1627759, 202689]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,27.38,Made,,,,,,,25.0,K. Walker,202689.0,2.0,,,,,,,,
397,PT04M17.00S,2021-03-21T21:03:31.6Z,3,REGULAR,3pt,Jump Shot,[],1629643,31.750985545335087,36.833639705882355,1610612753,80,59,2021-03-21T21:03:43Z,3930000,66.0,246.0,1,left,MISS C. Okeke 25' 3PT,[1629643],1610612753.0,ORL,,,,Okeke,C. Okeke,,,,,25.46,Missed,,,,,,,,,,,,,,,,,,
398,PT04M16.00S,2021-03-21T21:03:32.6Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612753,80,59,2021-03-21T21:03:43Z,3940000,,,0,,TEAM offensive REBOUND,[],1610612753.0,ORL,,,,,,,,,,,,397.0,,,,,,,,,,,,,,,,,
399,PT04M16.00S,2021-03-21T21:03:41.8Z,3,REGULAR,foul,personal,[],1627759,,,1610612753,80,59,2021-03-21T21:03:56Z,3950000,,,0,,J. Brown loose ball personal FOUL (4 PF),"[1627759, 203487]",1610612738.0,BOS,loose ball,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,203593.0,4.0,0.0,Carter-Williams,203487.0
401,PT04M16.00S,2021-03-21T21:03:50.2Z,3,REGULAR,substitution,out,[],1627759,,,1610612753,80,59,2021-03-21T21:03:58Z,3970000,,,0,,SUB out: J. Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,
402,PT04M16.00S,2021-03-21T21:03:50.2Z,3,REGULAR,substitution,in,[],1630174,,,1610612753,80,59,2021-03-21T21:03:58Z,3980000,,,0,,SUB in: A. Nesmith,[1630174],1610612738.0,BOS,,,,Nesmith,A. Nesmith,,,,,,,,,,,,,,,,,,,,,,,,
403,PT04M07.00S,2021-03-21T21:04:19.5Z,3,REGULAR,2pt,Jump Shot,['2ndchance'],203095,21.28777923784494,76.5625,1610612753,80,59,2021-03-21T21:04:26Z,3990000,-133.0,148.0,1,left,MISS E. Fournier 19' fadeaway Shot,[203095],1610612753.0,ORL,fadeaway,,,Fournier,E. Fournier,,,,,19.85,Missed,,,,,,,,,,,,,,,,,,
404,PT04M05.00S,2021-03-21T21:04:21.5Z,3,REGULAR,rebound,defensive,[],1629684,,,1610612738,80,59,2021-03-21T21:04:26Z,4000000,,,0,,G. Williams REBOUND (Off:0 Def:2),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,403.0,2.0,2.0,0.0,,,,,,,,,,,,,,
405,PT03M59.00S,2021-03-21T21:04:31.0Z,3,REGULAR,foul,offensive,[],1629684,,,1610612738,80,59,2021-03-21T21:04:38Z,4010000,,,0,,G. Williams offensive FOUL (1 PF),"[1629684, 203487]",1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,1174.0,1.0,0.0,Carter-Williams,203487.0
407,PT03M59.00S,2021-03-21T21:04:31.0Z,3,REGULAR,turnover,offensive foul,[],1629684,,,1610612738,80,59,2021-03-21T21:04:31Z,4030000,,,0,,G. Williams offensive foul TURNOVER (1 TO),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,1.0,,,1174.0,,,,
408,PT03M59.00S,2021-03-21T21:04:36.4Z,3,REGULAR,substitution,out,[],203095,,,1610612753,80,59,2021-03-21T21:04:39Z,4040000,,,0,,SUB out: E. Fournier,[203095],1610612753.0,ORL,,,,Fournier,E. Fournier,,,,,,,,,,,,,,,,,,,,,,,,
409,PT03M59.00S,2021-03-21T21:04:36.4Z,3,REGULAR,substitution,in,[],203516,,,1610612753,80,59,2021-03-21T21:04:39Z,4050000,,,0,,SUB in: J. Ennis III,[203516],1610612753.0,ORL,,,,Ennis III,J. Ennis III,,,,,,,,,,,,,,,,,,,,,,,,
410,PT03M49.00S,2021-03-21T21:04:56.5Z,3,REGULAR,foul,personal,['2freethrow'],1630174,,,1610612753,80,59,2021-03-21T21:05:07Z,4060000,,,0,,A. Nesmith shooting personal FOUL (3 PF) (Carter-Williams 2 FT),"[1630174, 203487]",1610612738.0,BOS,shooting,,,Nesmith,A. Nesmith,,,,,,,,,,,,,,,,,,,,1174.0,3.0,0.0,Carter-Williams,203487.0
412,PT03M49.00S,2021-03-21T21:05:20.1Z,3,REGULAR,freethrow,1 of 2,['fromturnover'],203487,,,1610612753,80,59,2021-03-21T21:05:20Z,4080000,,,0,,MISS M. Carter-Williams Free Throw 1 of 2,[203487],1610612753.0,ORL,,,,Carter-Williams,M. Carter-Williams,,,,,,Missed,,,,,,,,,,,,,,,,,,
413,PT03M49.00S,2021-03-21T21:05:20.1Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612753,80,59,2021-03-21T21:05:20Z,4090000,,,0,,TEAM offensive REBOUND,[],1610612753.0,ORL,,,,,,,,,,,,412.0,,,,,,,,,,,,,,,,,
414,PT03M49.00S,2021-03-21T21:05:35.2Z,3,REGULAR,freethrow,2 of 2,['fromturnover'],203487,,,1610612753,80,60,2021-03-21T21:05:35Z,4100000,,,0,,M. Carter-Williams Free Throw 2 of 2 (5 PTS),[203487],1610612753.0,ORL,,,,Carter-Williams,M. Carter-Williams,,,,,,Made,,,,,,,5.0,,,,,,,,,,,
415,PT03M30.00S,2021-03-21T21:05:55.4Z,3,REGULAR,3pt,Jump Shot,[],1630174,72.48685939553219,82.66697303921569,1610612738,83,60,2021-03-21T21:06:00Z,4110000,163.0,206.0,1,right,A. Nesmith 26' 3PT  (3 PTS) (K. Walker 3 AST),"[1630174, 202689]",1610612738.0,BOS,,,,Nesmith,A. Nesmith,,,,,26.3,Made,,,,,,,3.0,K. Walker,202689.0,3.0,,,,,,,,
417,PT03M02.00S,2021-03-21T21:06:24.0Z,3,REGULAR,turnover,bad pass,[],203487,,,1610612753,83,60,2021-03-21T21:06:28Z,4130000,,,0,,M. Carter-Williams bad pass TURNOVER (2 TO),"[203487, 1629684]",1610612753.0,ORL,,,,Carter-Williams,M. Carter-Williams,,,,,,,,,,,,,,,,,2.0,Williams,1629684.0,,,,,
418,PT03M02.00S,2021-03-21T21:06:24.0Z,3,REGULAR,steal,,[],1629684,,,1610612738,83,60,2021-03-21T21:06:25Z,4140000,,,0,,G. Williams STEAL (1 STL),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,
419,PT02M55.00S,2021-03-21T21:06:30.3Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1630174,93.5611038107753,96.41544117647058,1610612738,83,60,2021-03-21T21:06:40Z,4150000,232.0,8.0,1,right,MISS A. Nesmith 3PT,[1630174],1610612738.0,BOS,,,,Nesmith,A. Nesmith,,,,,23.22,Missed,,,,,,,,,,,,,,,,,,
420,PT02M53.00S,2021-03-21T21:06:32.3Z,3,REGULAR,rebound,defensive,[],203487,,,1610612753,83,60,2021-03-21T21:06:40Z,4160000,,,0,,M. Carter-Williams REBOUND (Off:0 Def:2),[203487],1610612753.0,ORL,,,,Carter-Williams,M. Carter-Williams,,,,,,,419.0,2.0,2.0,0.0,,,,,,,,,,,,,,
421,PT02M46.00S,2021-03-21T21:06:39.3Z,3,REGULAR,3pt,Jump Shot,[],203516,8.754927726675426,95.65716911764706,1610612753,83,63,2021-03-21T21:06:48Z,4170000,-228.0,30.0,1,left,J. Ennis III 3PT  (11 PTS) (C. Okeke 2 AST),"[203516, 1629643]",1610612753.0,ORL,,,,Ennis III,J. Ennis III,,,,,23.02,Made,,,,,,,11.0,C. Okeke,1629643.0,2.0,,,,,,,,
423,PT02M28.00S,2021-03-21T21:06:56.3Z,3,REGULAR,3pt,Jump Shot,[],203935,68.28186596583443,72.86305147058823,1610612738,86,63,2021-03-21T21:07:01Z,4190000,114.0,246.0,1,right,M. Smart 27' 3PT  (11 PTS),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,27.1,Made,,,,,,,11.0,,,,,,,,,,,
424,PT02M16.00S,2021-03-21T21:07:14.5Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'defensivegoaltending']",203487,7.046649145860711,47.127757352941174,1610612753,86,65,2021-03-21T21:07:25Z,4200000,14.0,14.0,1,left,M. Carter-Williams driving Layup (7 PTS),[203487],1610612753.0,ORL,driving,,,Carter-Williams,M. Carter-Williams,,,,,1.99,Made,,,,,,,7.0,,,,,,,,,,,
425,PT02M16.00S,2021-03-21T21:07:17.5Z,3,REGULAR,violation,defensive goaltending,[],1628464,,,1610612753,86,65,2021-03-21T21:07:25Z,4210000,,,0,,D. Theis defensive goaltending VIOLATION,[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,,,,,,,,,,1174.0,,,,
426,PT02M05.00S,2021-03-21T21:07:34.6Z,3,REGULAR,3pt,Jump Shot,[],203935,73.27529566360053,15.510110294117647,1610612738,86,65,2021-03-21T21:07:43Z,4220000,-172.0,199.0,1,right,MISS M. Smart 26' 3PT,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,26.31,Missed,,,,,,,,,,,,,,,,,,
427,PT02M03.00S,2021-03-21T21:07:36.6Z,3,REGULAR,rebound,defensive,[],202696,,,1610612753,86,65,2021-03-21T21:07:43Z,4230000,,,0,,N. Vucevic REBOUND (Off:1 Def:9),[202696],1610612753.0,ORL,,,,Vucevic,N. Vucevic,,,,,,,426.0,10.0,9.0,1.0,,,,,,,,,,,,,,
428,PT01M54.00S,2021-03-21T21:07:45.2Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],202696,5.995400788436268,52.029718137254896,1610612753,86,67,2021-03-21T21:07:52Z,4240000,-10.0,4.0,1,left,N. Vucevic driving Layup (16 PTS) (M. Carter-Williams 4 AST),"[202696, 203487]",1610612753.0,ORL,driving,,,Vucevic,N. Vucevic,,,,,1.08,Made,,,,,,,16.0,M. Carter-Williams,203487.0,4.0,,,,,,,,
429,PT01M47.00S,2021-03-21T21:08:00.1Z,3,REGULAR,timeout,full,['team'],0,,,1610612738,86,67,2021-03-21T21:08:00Z,4250000,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
431,PT01M47.00S,2021-03-21T21:09:09.2Z,3,REGULAR,substitution,out,[],202689,,,1610612738,86,67,2021-03-21T21:09:24Z,4260000,,,0,,SUB out: K. Walker,[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,,,,,,,,,,,,,,,,,,
432,PT01M47.00S,2021-03-21T21:09:09.2Z,3,REGULAR,substitution,out,[],1628464,,,1610612738,86,67,2021-03-21T21:09:24Z,4270000,,,0,,SUB out: D. Theis,[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,,,,,,,,,,,,,,
433,PT01M47.00S,2021-03-21T21:09:09.2Z,3,REGULAR,substitution,out,[],203935,,,1610612738,86,67,2021-03-21T21:09:24Z,4280000,,,0,,SUB out: M. Smart,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,
434,PT01M47.00S,2021-03-21T21:09:09.2Z,3,REGULAR,substitution,out,[],203487,,,1610612738,86,67,2021-03-21T21:09:24Z,4290000,,,0,,SUB out: M. Carter-Williams,[203487],1610612753.0,ORL,,,,Carter-Williams,M. Carter-Williams,,,,,,,,,,,,,,,,,,,,,,,,
435,PT01M47.00S,2021-03-21T21:09:09.2Z,3,REGULAR,substitution,in,[],1630202,,,1610612738,86,67,2021-03-21T21:09:24Z,4300000,,,0,,SUB in: P. Pritchard,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,,,,,,,
436,PT01M47.00S,2021-03-21T21:09:09.2Z,3,REGULAR,substitution,in,[],1629057,,,1610612738,86,67,2021-03-21T21:09:24Z,4310000,,,0,,SUB in: R. Williams III,[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,
437,PT01M47.00S,2021-03-21T21:09:09.2Z,3,REGULAR,substitution,in,[],1628369,,,1610612738,86,67,2021-03-21T21:09:24Z,4320000,,,0,,SUB in: J. Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,
438,PT01M47.00S,2021-03-21T21:09:09.2Z,3,REGULAR,substitution,in,[],203932,,,1610612738,86,67,2021-03-21T21:09:24Z,4330000,,,0,,SUB in: A. Gordon,[203932],1610612753.0,ORL,,,,Gordon,A. Gordon,,,,,,,,,,,,,,,,,,,,,,,,
439,PT01M45.00S,2021-03-21T21:09:44.3Z,3,REGULAR,foul,personal,[],1629643,,,1610612738,86,67,2021-03-21T21:09:50Z,4340000,,,0,,C. Okeke personal FOUL (1 PF),"[1629643, 1629684]",1610612753.0,ORL,,,,Okeke,C. Okeke,,,,,,,,,,,,,,,,,,,,203593.0,1.0,0.0,Williams,1629684.0
441,PT01M36.00S,2021-03-21T21:10:07.8Z,3,REGULAR,3pt,Jump Shot,[],1630202,67.09921156373193,74.82383578431373,1610612738,89,67,2021-03-21T21:10:12Z,4360000,124.0,257.0,1,right,P. Pritchard 28' 3PT  (3 PTS) (G. Williams 1 AST),"[1630202, 1629684]",1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,28.52,Made,,,,,,,3.0,G. Williams,1629684.0,1.0,,,,,,,,
443,PT01M11.00S,2021-03-21T21:10:32.4Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],202696,10.512483574244415,47.59497549019608,1610612753,89,69,2021-03-21T21:10:38Z,4380000,12.0,46.0,1,left,N. Vucevic driving Hook (18 PTS),[202696],1610612753.0,ORL,driving,,,Vucevic,N. Vucevic,,,,,4.78,Made,,,,,,,18.0,,,,,,,,,,,
444,PT00M55.70S,2021-03-21T21:10:49.3Z,3,REGULAR,2pt,Jump Shot,[],1628369,76.82325886990802,50.80422794117647,1610612738,89,69,2021-03-21T21:10:56Z,4390000,4.0,165.0,1,right,MISS J. Tatum 16' pullup Shot,[1628369],1610612738.0,BOS,pullup,,,Tatum,J. Tatum,,,,,16.54,Missed,,,,,,,,,,,,,,,,,,
445,PT00M53.50S,2021-03-21T21:10:51.6Z,3,REGULAR,rebound,offensive,[],1630174,,,1610612738,89,69,2021-03-21T21:10:51Z,4400000,,,0,,A. Nesmith REBOUND (Off:1 Def:2),[1630174],1610612738.0,BOS,,,,Nesmith,A. Nesmith,,,,,,,444.0,3.0,2.0,1.0,,,,,,,,,,,,,,
446,PT00M52.20S,2021-03-21T21:10:52.7Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1630202,67.36202365308804,72.12775735294117,1610612738,89,69,2021-03-21T21:10:59Z,4410000,111.0,254.0,1,right,MISS P. Pritchard 27' 3PT,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,27.73,Missed,,,,,,,,,,,,,,,,,,
447,PT00M49.10S,2021-03-21T21:10:55.8Z,3,REGULAR,rebound,defensive,[],1628407,,,1610612753,89,69,2021-03-21T21:10:59Z,4420000,,,0,,D. Bacon REBOUND (Off:0 Def:1),[1628407],1610612753.0,ORL,,,,Bacon,D. Bacon,,,,,,,446.0,1.0,1.0,0.0,,,,,,,,,,,,,,
448,PT00M39.70S,2021-03-21T21:11:07.7Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629643,6.652431011826544,54.72579656862745,1610612753,89,71,2021-03-21T21:11:14Z,4430000,-24.0,10.0,1,left,C. Okeke driving Layup (2 PTS),[1629643],1610612753.0,ORL,driving,,,Okeke,C. Okeke,,,,,2.56,Made,,,,,,,2.0,,,,,,,,,,,
449,PT00M39.70S,2021-03-21T21:11:11.9Z,3,REGULAR,foul,personal,['1freethrow'],1629684,,,1610612753,89,71,2021-03-21T21:11:17Z,4440000,,,0,,G. Williams shooting personal FOUL (2 PF) (Okeke 1 FT),"[1629684, 1629643]",1610612738.0,BOS,shooting,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,1628480.0,2.0,0.0,Okeke,1629643.0
