actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId
354,PT09M14.00S,2021-02-13T02:25:20.9Z,3,REGULAR,foul,personal,['2freethrow'],1628400,,,1610612765,59,59,2021-02-13T02:25:31Z,3450000,,,0,,S. Ojeleye shooting personal FOUL (1 PF) (Griffin 2 FT),"[1628400, 201933]",1610612738.0,BOS,shooting,,,Ojeleye,S. Ojeleye,,,,,,,,,,,,,,,2534.0,1.0,0.0,Griffin,201933.0,,,,,
356,PT09M14.00S,2021-02-13T02:25:56.6Z,3,REGULAR,freethrow,1 of 2,['2ndchance'],201933,,,1610612765,59,60,2021-02-13T02:26:20Z,3470000,,,0,,B. Griffin Free Throw 1 of 2 (9 PTS),[201933],1610612765.0,DET,,,,Griffin,B. Griffin,,,,,,Made,9.0,,,,,,,,,,,,,,,,,
357,PT09M14.00S,2021-02-13T02:25:56.6Z,3,REGULAR,freethrow,2 of 2,['2ndchance'],201933,,,1610612765,59,60,2021-02-13T02:26:20Z,3480000,,,0,,MISS B. Griffin Free Throw 2 of 2,[201933],1610612765.0,DET,,,,Griffin,B. Griffin,,,,,,Missed,,,,,,,,,,,,,,,,,,
358,PT09M14.00S,2021-02-13T02:25:56.6Z,3,REGULAR,rebound,defensive,[],1628400,,,1610612738,59,60,2021-02-13T02:26:20Z,3490000,,,0,,S. Ojeleye REBOUND (Off:0 Def:5),[1628400],1610612738.0,BOS,,,,Ojeleye,S. Ojeleye,,,,,,,,,,,357.0,5.0,5.0,0.0,,,,,,,,,,
359,PT08M49.00S,2021-02-13T02:26:38.5Z,3,REGULAR,2pt,Jump Shot,[],1627759,9.986859395532194,82.19975490196079,1610612738,59,60,2021-02-13T02:26:51Z,3500000,-161.0,41.0,1,left,MISS J. Brown 16' step back Shot,[1627759],1610612738.0,BOS,step back,,,Brown,J. Brown,,,,,16.62,Missed,,,,,,,,,,,,,,,,,,
360,PT08M48.00S,2021-02-13T02:26:39.5Z,3,REGULAR,rebound,offensive,[],1628464,,,1610612738,59,60,2021-02-13T02:26:51Z,3510000,,,0,,D. Theis REBOUND (Off:3 Def:3),[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,359.0,6.0,3.0,3.0,,,,,,,,,,
361,PT08M47.00S,2021-02-13T02:26:42.3Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628464,6.521024967148489,46.392463235294116,1610612738,61,60,2021-02-13T02:26:59Z,3520000,18.0,9.0,1,left,D. Theis putback Layup (5 PTS),[1628464],1610612738.0,BOS,putback,,,Theis,D. Theis,,,,,2.0,Made,5.0,,,,,,,,,,,,,,,,,
362,PT08M25.00S,2021-02-13T02:27:01.9Z,3,REGULAR,3pt,Jump Shot,[],201961,76.34691195795007,10.386029411764707,1610612765,61,60,2021-02-13T02:27:09Z,3530000,-198.0,170.0,1,right,MISS W. Ellington 26' 3PT,[201961],1610612765.0,DET,,,,Ellington,W. Ellington,,,,,26.09,Missed,,,,,,,,,,,,,,,,,,
363,PT08M23.00S,2021-02-13T02:27:03.9Z,3,REGULAR,rebound,defensive,[],1628369,,,1610612738,61,60,2021-02-13T02:27:09Z,3540000,,,0,,J. Tatum REBOUND (Off:0 Def:7),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,362.0,7.0,7.0,0.0,,,,,,,,,,
364,PT08M13.00S,2021-02-13T02:27:13.8Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628369,7.884362680683312,57.19975490196079,1610612738,61,60,2021-02-13T02:27:21Z,3550000,-36.0,22.0,1,left,MISS J. Tatum driving Layup,[1628369],1610612738.0,BOS,driving,,,Tatum,J. Tatum,,,,,4.2,Missed,,,,,,,,,,,,,,,,,,
365,PT08M12.00S,2021-02-13T02:27:14.8Z,3,REGULAR,rebound,defensive,[],203924,,,1610612765,61,60,2021-02-13T02:27:21Z,3560000,,,0,,J. Grant REBOUND (Off:0 Def:3),[203924],1610612765.0,DET,,,,Grant,J. Grant,,,,,,,,,,,364.0,3.0,3.0,0.0,,,,,,,,,,
366,PT07M55.00S,2021-02-13T02:27:33.0Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1626153,94.48094612352168,45.96737132352941,1610612765,61,62,2021-02-13T02:27:43Z,3570000,-20.0,-1.0,1,right,D. Wright driving reverse Layup (10 PTS),[1626153],1610612765.0,DET,driving reverse,,,Wright,D. Wright,,,,,2.02,Made,10.0,,,,,,,,,,,,,,,,,
368,PT07M40.00S,2021-02-13T02:27:49.4Z,3,REGULAR,foul,personal,['2freethrow'],201961,,,1610612738,61,62,2021-02-13T02:28:02Z,3590000,,,0,,W. Ellington shooting personal FOUL (2 PF) (Brown 2 FT),"[201961, 1627759]",1610612765.0,DET,shooting,,,Ellington,W. Ellington,,,,,,,,,,,,,,,2534.0,2.0,0.0,Brown,1627759.0,,,,,
370,PT07M40.00S,2021-02-13T02:28:15.3Z,3,REGULAR,freethrow,1 of 2,[],1627759,,,1610612738,61,62,2021-02-13T02:28:15Z,3610000,,,0,,MISS J. Brown Free Throw 1 of 2,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,Missed,,,,,,,,,,,,,,,,,,
371,PT07M40.00S,2021-02-13T02:28:15.3Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612738,61,62,2021-02-13T02:28:15Z,3620000,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,,,370.0,,,,,,,,,,,,,
372,PT07M40.00S,2021-02-13T02:28:31.6Z,3,REGULAR,freethrow,2 of 2,[],1627759,,,1610612738,62,62,2021-02-13T02:28:31Z,3630000,,,0,,J. Brown Free Throw 2 of 2 (16 PTS),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,Made,16.0,,,,,,,,,,,,,,,,,
373,PT07M19.00S,2021-02-13T02:28:53.9Z,3,REGULAR,3pt,Jump Shot,[],1626153,81.94809461235218,3.5003063725490198,1610612765,62,65,2021-02-13T02:28:59Z,3640000,-232.0,117.0,1,right,D. Wright 26' 3PT  (13 PTS) (B. Griffin 6 AST),"[1626153, 201933]",1610612765.0,DET,,,,Wright,D. Wright,,,,,26.04,Made,13.0,B. Griffin,201933.0,6.0,,,,,,,,,,,,,,
375,PT07M04.00S,2021-02-13T02:29:11.8Z,3,REGULAR,foul,personal,[],201961,,,1610612738,62,65,2021-02-13T02:29:19Z,3660000,,,0,,W. Ellington personal FOUL (3 PF),"[201961, 1627759]",1610612765.0,DET,,,,Ellington,W. Ellington,,,,,,,,,,,,,,,1627529.0,3.0,0.0,Brown,1627759.0,,,,,
377,PT06M57.00S,2021-02-13T02:29:40.8Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612738,62,65,2021-02-13T02:29:40Z,3680000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
378,PT06M50.00S,2021-02-13T02:30:00.2Z,3,REGULAR,3pt,Jump Shot,[],1627759,34.90473061760841,43.451286764705884,1610612738,65,65,2021-02-13T02:30:08Z,3690000,33.0,276.0,1,left,J. Brown 27' 3PT step back bank (19 PTS),[1627759],1610612738.0,BOS,step back bank,,,Brown,J. Brown,,,,,27.75,Made,19.0,,,,,,,,,,,,,,,,,
379,PT06M38.00S,2021-02-13T02:30:12.1Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203924,92.06636005256242,49.333639705882355,1610612765,65,67,2021-02-13T02:30:17Z,3700000,-3.0,22.0,1,right,J. Grant driving finger roll Layup (13 PTS) (D. Wright 2 AST),"[203924, 1626153]",1610612765.0,DET,driving finger roll,,,Grant,J. Grant,,,,,2.23,Made,13.0,D. Wright,1626153.0,2.0,,,,,,,,,,,,,,
381,PT06M18.00S,2021-02-13T02:30:34.3Z,3,REGULAR,foul,offensive,[],1628400,,,1610612738,65,67,2021-02-13T02:30:54Z,3720000,,,0,,S. Ojeleye charge offensive FOUL (2 PF),"[1628400, 201933]",1610612738.0,BOS,charge,,,Ojeleye,S. Ojeleye,,,,,,,,,,,,,,,2534.0,2.0,0.0,Griffin,201933.0,,,,,
383,PT06M18.00S,2021-02-13T02:30:34.3Z,3,REGULAR,turnover,offensive foul,[],1628400,,,1610612738,65,67,2021-02-13T02:30:54Z,3740000,,,0,,S. Ojeleye offensive foul TURNOVER (1 TO),[1628400],1610612738.0,BOS,,,,Ojeleye,S. Ojeleye,,,,,,,,,,,,,,,2534.0,,,,,,,1.0,,
384,PT06M18.00S,2021-02-13T02:30:53.6Z,3,REGULAR,substitution,out,[],1628400,,,1610612765,65,67,2021-02-13T02:31:00Z,3750000,,,0,,SUB out: S. Ojeleye,[1628400],1610612738.0,BOS,,,,Ojeleye,S. Ojeleye,,,,,,,,,,,,,,,,,,,,,,,,
385,PT06M18.00S,2021-02-13T02:30:53.6Z,3,REGULAR,substitution,in,[],1629684,,,1610612765,65,67,2021-02-13T02:31:00Z,3760000,,,0,,SUB in: G. Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,
386,PT06M04.00S,2021-02-13T02:31:22.2Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",201933,90.67017082785807,38.721660539215684,1610612765,65,67,2021-02-13T02:31:32Z,3770000,-56.0,35.0,1,right,MISS B. Griffin 6' turnaround bank Shot,[201933],1610612765.0,DET,turnaround bank,,,Griffin,B. Griffin,,,,,6.65,Missed,,,,,,,,,,,,,,,,,,
387,PT06M02.00S,2021-02-13T02:31:24.2Z,3,REGULAR,rebound,defensive,[],1629684,,,1610612738,65,67,2021-02-13T02:31:32Z,3780000,,,0,,G. Williams REBOUND (Off:0 Def:2),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,386.0,2.0,2.0,0.0,,,,,,,,,,
388,PT05M46.00S,2021-02-13T02:31:41.3Z,3,REGULAR,3pt,Jump Shot,[],1628369,32.40801576872536,53.255208333333336,1610612738,65,67,2021-02-13T02:31:48Z,3790000,-16.0,252.0,1,left,MISS J. Tatum 25' 3PT,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,25.26,Missed,,,,,,,,,,,,,,,,,,
389,PT05M44.00S,2021-02-13T02:31:43.3Z,3,REGULAR,rebound,defensive,[],1630191,,,1610612765,65,67,2021-02-13T02:31:48Z,3800000,,,0,,I. Stewart REBOUND (Off:2 Def:2),[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,,,,,,,388.0,4.0,2.0,2.0,,,,,,,,,,
390,PT05M38.00S,2021-02-13T02:31:50.1Z,3,REGULAR,foul,personal,[],1628369,,,1610612765,65,67,2021-02-13T02:31:57Z,3810000,,,0,,J. Tatum personal FOUL (2 PF),"[1628369, 203924]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,1155.0,2.0,0.0,Grant,203924.0,,,,,
392,PT05M38.00S,2021-02-13T02:31:56.7Z,3,REGULAR,substitution,out,[],1630191,,,1610612765,65,67,2021-02-13T02:32:05Z,3830000,,,0,,SUB out: I. Stewart,[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,,,,,,,,,,,,,,,,,,,,
393,PT05M38.00S,2021-02-13T02:31:56.7Z,3,REGULAR,substitution,in,[],1628367,,,1610612765,65,67,2021-02-13T02:32:05Z,3840000,,,0,,SUB in: J. Jackson,[1628367],1610612765.0,DET,,,,Jackson,J. Jackson,,,,,,,,,,,,,,,,,,,,,,,,
394,PT05M38.00S,2021-02-13T02:32:08.5Z,3,REGULAR,substitution,out,[],1628369,,,1610612765,65,67,2021-02-13T02:32:21Z,3850000,,,0,,SUB out: J. Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,
395,PT05M38.00S,2021-02-13T02:32:08.5Z,3,REGULAR,substitution,in,[],1629750,,,1610612765,65,67,2021-02-13T02:32:21Z,3860000,,,0,,SUB in: J. Green,[1629750],1610612738.0,BOS,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,
413,PT05M33.00S,2021-02-13T02:32:36.3Z,3,REGULAR,turnover,out-of-bounds,[],203924,,,1610612765,65,67,2021-02-13T02:42:45Z,3885000,,,0,,J. Grant bad pass out-of-bounds TURNOVER (3 TO),[203924],1610612765.0,DET,bad pass,,,Grant,J. Grant,,,,,,,,,,,,,,,1155.0,,,,,,,3.0,,
398,PT05M32.00S,2021-02-13T02:32:38.2Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612738,65,67,2021-02-13T02:32:38Z,3890000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
399,PT05M21.00S,2021-02-13T02:32:56.0Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1628464,19.136005256241788,56.93167892156863,1610612738,65,67,2021-02-13T02:34:21Z,3900000,-35.0,127.0,1,left,MISS D. Theis 13' pullup Shot,[1628464],1610612738.0,BOS,pullup,,,Theis,D. Theis,,,,,13.2,Missed,,,,,,,,,,,,,,,,,,
400,PT05M19.00S,2021-02-13T02:32:58.0Z,3,REGULAR,rebound,defensive,[],1626153,,,1610612765,65,67,2021-02-13T02:33:03Z,3910000,,,0,,D. Wright REBOUND (Off:1 Def:3),[1626153],1610612765.0,DET,,,,Wright,D. Wright,,,,,,,,,,,399.0,4.0,3.0,1.0,,,,,,,,,,
401,PT05M11.00S,2021-02-13T02:33:05.3Z,3,REGULAR,3pt,Jump Shot,[],201933,79.36925098554534,91.51348039215686,1610612765,65,70,2021-02-13T02:33:16Z,3920000,208.0,141.0,1,right,B. Griffin 25' 3PT  (12 PTS) (D. Wright 3 AST),"[201933, 1626153]",1610612765.0,DET,,,,Griffin,B. Griffin,,,,,25.12,Made,12.0,D. Wright,1626153.0,3.0,,,,,,,,,,,,,,
403,PT04M59.00S,2021-02-13T02:33:24.0Z,3,REGULAR,foul,offensive,[],1627759,,,1610612738,65,70,2021-02-13T02:33:39Z,3940000,,,0,,J. Brown charge offensive FOUL (4 PF),"[1627759, 201933]",1610612738.0,BOS,charge,,,Brown,J. Brown,,,,,,,,,,,,,,,1155.0,4.0,0.0,Griffin,201933.0,,,,,
405,PT04M59.00S,2021-02-13T02:33:24.0Z,3,REGULAR,turnover,offensive foul,[],1627759,,,1610612738,65,70,2021-02-13T02:33:24Z,3960000,,,0,,J. Brown offensive foul TURNOVER (2 TO),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,1155.0,,,,,,,2.0,,
406,PT04M41.00S,2021-02-13T02:34:03.5Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",201961,92.46057818659659,52.029718137254896,1610612765,65,70,2021-02-13T02:34:45Z,3970000,10.0,18.0,1,right,MISS W. Ellington Layup,[201961],1610612765.0,DET,,,,Ellington,W. Ellington,,,,,2.1,Missed,,,,,,,,,,,,,,,,,,
407,PT04M39.00S,2021-02-13T02:34:05.5Z,3,REGULAR,rebound,defensive,[],1630202,,,1610612738,65,70,2021-02-13T02:34:45Z,3980000,,,0,,P. Pritchard REBOUND (Off:0 Def:3),[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,406.0,3.0,3.0,0.0,,,,,,,,,,
408,PT04M32.00S,2021-02-13T02:34:10.3Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1627759,7.5722733245729295,40.75520833333333,1610612738,65,70,2021-02-13T02:34:58Z,3990000,46.0,19.0,1,left,MISS J. Brown Layup - blocked,"[1627759, 1628367]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,4.98,Missed,,,,,,,,,,,,,,Jackson,1628367.0,,,
409,PT04M32.00S,2021-02-13T02:34:10.3Z,3,REGULAR,block,,[],1628367,,,1610612738,65,70,2021-02-13T02:34:12Z,4000000,,,0,,J. Jackson BLOCK (2 BLK),[1628367],1610612765.0,DET,,,,Jackson,J. Jackson,,,,,,,,,,,,,,,,,,,,,,,,
410,PT04M30.00S,2021-02-13T02:34:12.3Z,3,REGULAR,rebound,defensive,[],1626153,,,1610612765,65,70,2021-02-13T02:34:58Z,4010000,,,0,,D. Wright REBOUND (Off:1 Def:4),[1626153],1610612765.0,DET,,,,Wright,D. Wright,,,,,,,,,,,408.0,5.0,4.0,1.0,,,,,,,,,,
411,PT04M25.00S,2021-02-13T02:34:17.5Z,3,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",201961,91.67214191852825,46.14736519607843,1610612765,65,72,2021-02-13T02:35:14Z,4020000,-19.0,26.0,1,right,W. Ellington running Layup (2 PTS) (D. Wright 4 AST),"[201961, 1626153]",1610612765.0,DET,running,,,Ellington,W. Ellington,,,,,3.22,Made,2.0,D. Wright,1626153.0,4.0,,,,,,,,,,,,,,
414,PT04M25.00S,2021-02-13T02:34:32.7Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612738,65,72,2021-02-13T02:34:32Z,4040000,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
415,PT04M25.00S,2021-02-13T02:36:41.1Z,3,REGULAR,substitution,out,[],1627759,,,1610612738,65,72,2021-02-13T02:36:52Z,4050000,,,0,,SUB out: J. Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,
416,PT04M25.00S,2021-02-13T02:36:41.1Z,3,REGULAR,substitution,out,[],1630202,,,1610612738,65,72,2021-02-13T02:36:52Z,4060000,,,0,,SUB out: P. Pritchard,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,,,,,,,
417,PT04M25.00S,2021-02-13T02:36:41.1Z,3,REGULAR,substitution,out,[],1628464,,,1610612738,65,72,2021-02-13T02:36:52Z,4070000,,,0,,SUB out: D. Theis,[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,,,,,,,,,,,,,,
418,PT04M25.00S,2021-02-13T02:36:41.1Z,3,REGULAR,substitution,out,[],1629750,,,1610612738,65,72,2021-02-13T02:36:52Z,4080000,,,0,,SUB out: J. Green,[1629750],1610612738.0,BOS,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,
419,PT04M25.00S,2021-02-13T02:36:41.1Z,3,REGULAR,substitution,out,[],201961,,,1610612738,65,72,2021-02-13T02:36:52Z,4090000,,,0,,SUB out: W. Ellington,[201961],1610612765.0,DET,,,,Ellington,W. Ellington,,,,,,,,,,,,,,,,,,,,,,,,
420,PT04M25.00S,2021-02-13T02:36:41.1Z,3,REGULAR,substitution,in,[],1628369,,,1610612738,65,72,2021-02-13T02:36:52Z,4100000,,,0,,SUB in: J. Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,
421,PT04M25.00S,2021-02-13T02:36:41.1Z,3,REGULAR,substitution,in,[],1629035,,,1610612738,65,72,2021-02-13T02:36:52Z,4110000,,,0,,SUB in: C. Edwards,[1629035],1610612738.0,BOS,,,,Edwards,C. Edwards,,,,,,,,,,,,,,,,,,,,,,,,
422,PT04M25.00S,2021-02-13T02:36:41.1Z,3,REGULAR,substitution,in,[],202684,,,1610612738,65,72,2021-02-13T02:36:52Z,4120000,,,0,,SUB in: T. Thompson,[202684],1610612738.0,BOS,,,,Thompson,T. Thompson,,,,,,,,,,,,,,,,,,,,,,,,
423,PT04M25.00S,2021-02-13T02:36:41.1Z,3,REGULAR,substitution,in,[],201952,,,1610612738,65,72,2021-02-13T02:36:52Z,4130000,,,0,,SUB in: J. Teague,[201952],1610612738.0,BOS,,,,Teague,J. Teague,,,,,,,,,,,,,,,,,,,,,,,,
424,PT04M25.00S,2021-02-13T02:36:41.1Z,3,REGULAR,substitution,in,[],1630180,,,1610612738,65,72,2021-02-13T02:36:52Z,4140000,,,0,,SUB in: S. Bey,[1630180],1610612765.0,DET,,,,Bey,S. Bey,,,,,,,,,,,,,,,,,,,,,,,,
425,PT04M00.00S,2021-02-13T02:37:36.3Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],202684,11.12023653088042,46.88265931372549,1610612738,67,72,2021-02-13T02:37:47Z,4150000,16.0,52.0,1,left,T. Thompson driving Hook (4 PTS),[202684],1610612738.0,BOS,driving,,,Thompson,T. Thompson,,,,,5.43,Made,4.0,,,,,,,,,,,,,,,,,
426,PT03M40.00S,2021-02-13T02:37:56.1Z,3,REGULAR,3pt,Jump Shot,[],1630180,78.18659658344284,89.55269607843137,1610612765,67,75,2021-02-13T02:38:02Z,4160000,198.0,153.0,1,right,S. Bey 24' 3PT  (22 PTS) (D. Wright 5 AST),"[1630180, 1626153]",1610612765.0,DET,,,,Bey,S. Bey,,,,,24.98,Made,22.0,D. Wright,1626153.0,5.0,,,,,,,,,,,,,,
428,PT03M24.00S,2021-02-13T02:38:15.8Z,3,REGULAR,foul,offensive,[],1628369,,,1610612738,67,75,2021-02-13T02:38:27Z,4180000,,,0,,J. Tatum offensive FOUL (3 PF),"[1628369, 201933]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,1155.0,3.0,0.0,Griffin,201933.0,,,,,
430,PT03M24.00S,2021-02-13T02:38:15.8Z,3,REGULAR,turnover,offensive foul,[],1628369,,,1610612738,67,75,2021-02-13T02:38:15Z,4200000,,,0,,J. Tatum offensive foul TURNOVER (2 TO),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,1155.0,,,,,,,2.0,,
431,PT03M06.00S,2021-02-13T02:38:46.2Z,3,REGULAR,2pt,Jump Shot,['fromturnover'],203924,80.02628120893561,25.337009803921568,1610612765,67,75,2021-02-13T02:38:55Z,4210000,-123.0,135.0,1,right,MISS J. Grant 18' Jump Shot,[203924],1610612765.0,DET,,,,Grant,J. Grant,,,,,18.31,Missed,,,,,,,,,,,,,,,,,,
432,PT03M04.00S,2021-02-13T02:38:48.2Z,3,REGULAR,rebound,defensive,[],1628369,,,1610612738,67,75,2021-02-13T02:38:55Z,4220000,,,0,,J. Tatum REBOUND (Off:0 Def:8),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,431.0,8.0,8.0,0.0,,,,,,,,,,
433,PT02M49.00S,2021-02-13T02:39:03.5Z,3,REGULAR,2pt,Jump Shot,[],201952,20.76215505913272,32.689950980392155,1610612738,69,75,2021-02-13T02:39:09Z,4230000,87.0,143.0,1,left,J. Teague 16' pullup Jump Shot (5 PTS),[201952],1610612738.0,BOS,pullup,,,Teague,J. Teague,,,,,16.69,Made,5.0,,,,,,,,,,,,,,,,,
434,PT02M36.00S,2021-02-13T02:39:16.1Z,3,REGULAR,3pt,Jump Shot,[],201933,65.25952693823915,35.60814950980392,1610612765,69,75,2021-02-13T02:39:23Z,4240000,-72.0,274.0,1,right,MISS B. Griffin 28' 3PT,[201933],1610612765.0,DET,,,,Griffin,B. Griffin,,,,,28.34,Missed,,,,,,,,,,,,,,,,,,
435,PT02M34.00S,2021-02-13T02:39:18.1Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612738,69,75,2021-02-13T02:39:23Z,4250000,,,0,,TEAM defensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,,,434.0,,,,,,,,,,,,,
436,PT02M34.00S,2021-02-13T02:39:22.4Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612738,69,75,2021-02-13T02:39:22Z,4260000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
437,PT02M34.00S,2021-02-13T02:39:22.9Z,3,REGULAR,substitution,out,[],201933,,,1610612738,69,75,2021-02-13T02:39:37Z,4270000,,,0,,SUB out: B. Griffin,[201933],1610612765.0,DET,,,,Griffin,B. Griffin,,,,,,,,,,,,,,,,,,,,,,,,
438,PT02M34.00S,2021-02-13T02:39:22.9Z,3,REGULAR,substitution,in,[],1630191,,,1610612738,69,75,2021-02-13T02:39:37Z,4280000,,,0,,SUB in: I. Stewart,[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,,,,,,,,,,,,,,,,,,,,
439,PT02M24.00S,2021-02-13T02:39:55.6Z,3,REGULAR,3pt,Jump Shot,[],1629035,28.465834428383708,73.84344362745098,1610612738,69,75,2021-02-13T02:40:01Z,4290000,-119.0,215.0,1,left,MISS C. Edwards 24' 3PT,[1629035],1610612738.0,BOS,,,,Edwards,C. Edwards,,,,,24.59,Missed,,,,,,,,,,,,,,,,,,
440,PT02M22.00S,2021-02-13T02:39:57.6Z,3,REGULAR,rebound,defensive,[],1628367,,,1610612765,69,75,2021-02-13T02:40:01Z,4300000,,,0,,J. Jackson REBOUND (Off:0 Def:4),[1628367],1610612765.0,DET,,,,Jackson,J. Jackson,,,,,,,,,,,439.0,4.0,4.0,0.0,,,,,,,,,,
441,PT02M21.00S,2021-02-13T02:40:21.8Z,3,REGULAR,foul,personal,[],1629035,,,1610612765,69,75,2021-02-13T02:40:29Z,4310000,,,0,,C. Edwards personal FOUL (1 PF),"[1629035, 203924]",1610612738.0,BOS,,,,Edwards,C. Edwards,,,,,,,,,,,,,,,1155.0,1.0,0.0,Grant,203924.0,,,,,
443,PT02M21.00S,2021-02-13T02:40:27.6Z,3,REGULAR,instantreplay,request,[],0,,,1610612765,69,75,2021-02-13T02:43:00Z,4330000,,,0,,,[],,,support,,,,,,,,,,,,,,,,,,,2534.0,,,,,,,,,
444,PT02M11.00S,2021-02-13T02:42:28.7Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630180,91.80354796320631,49.08854166666667,1610612765,69,77,2021-02-13T02:42:35Z,4340000,-5.0,25.0,1,right,S. Bey cutting Layup (24 PTS) (J. Grant 2 AST),"[1630180, 203924]",1610612765.0,DET,cutting,,,Bey,S. Bey,,,,,2.49,Made,24.0,J. Grant,203924.0,2.0,,,,,,,,,,,,,,
446,PT01M49.00S,2021-02-13T02:42:50.2Z,3,REGULAR,2pt,Jump Shot,[],1628369,10.988830486202366,16.980698529411764,1610612738,69,77,2021-02-13T02:42:56Z,4360000,165.0,51.0,1,left,MISS J. Tatum 17' turnaround fadeaway Shot,[1628369],1610612738.0,BOS,turnaround fadeaway,,,Tatum,J. Tatum,,,,,17.27,Missed,,,,,,,,,,,,,,,,,,
447,PT01M47.00S,2021-02-13T02:42:52.2Z,3,REGULAR,rebound,defensive,[],1630191,,,1610612765,69,77,2021-02-13T02:42:56Z,4370000,,,0,,I. Stewart REBOUND (Off:2 Def:3),[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,,,,,,,446.0,5.0,3.0,2.0,,,,,,,,,,
448,PT01M35.00S,2021-02-13T02:43:04.3Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1626153,90.62089356110381,44.18658088235294,1610612765,69,79,2021-02-13T02:43:12Z,4380000,-29.0,36.0,1,right,D. Wright reverse Layup (15 PTS),[1626153],1610612765.0,DET,reverse,,,Wright,D. Wright,,,,,4.61,Made,15.0,,,,,,,,,,,,,,,,,
