actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,value
621,PT03M32.00S,2021-04-24T01:46:43.5Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],1628369,31.750985545335087,38.794424019607845,1610612738,98,95,2021-04-24T01:46:48Z,6080000,56.0,246.0,1,left,J. Tatum 25' 3PT  (32 PTS) (J. Parker 2 AST),"[1628369, 203953]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,25.23,Made,32.0,J. Parker,203953.0,2.0,,,,,,,,,,,,
623,PT03M31.00S,2021-04-24T01:46:52.4Z,4,REGULAR,timeout,full,['team'],0,,,1610612751,98,95,2021-04-24T01:46:52Z,6100000,,,0,,BKN Timeout,[],1610612751.0,BKN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
624,PT03M31.00S,2021-04-24T01:47:01.4Z,4,REGULAR,substitution,out,[],1628971,,,1610612751,98,95,2021-04-24T01:48:12Z,6110000,,,0,,SUB out: B. Brown,[1628971],1610612751.0,BKN,,,,Brown,B. Brown,,,,,,,,,,,,,,,,,,,,,,,,,
625,PT03M31.00S,2021-04-24T01:47:01.4Z,4,REGULAR,substitution,in,[],203925,,,1610612751,98,95,2021-04-24T01:48:12Z,6120000,,,0,,SUB in: J. Harris,[203925],1610612751.0,BKN,,,,Harris,J. Harris,,,,,,,,,,,,,,,,,,,,,,,,,
629,PT03M13.00S,2021-04-24T01:48:44.9Z,4,REGULAR,stoppage,out-of-bounds,[],0,,,1610612751,98,95,2021-04-24T01:48:44Z,6130000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
630,PT03M09.00S,2021-04-24T01:49:01.3Z,4,REGULAR,3pt,Jump Shot,[],203925,67.62483574244416,70.90226715686273,1610612751,101,95,2021-04-24T01:49:06Z,6140000,105.0,252.0,1,right,J. Harris 27' 3PT  (20 PTS) (B. Griffin 3 AST),"[203925, 201933]",1610612751.0,BKN,,,,Harris,J. Harris,,,,,,,,27.26,Made,20.0,B. Griffin,201933.0,3.0,,,,,,,,,,,,
632,PT03M00.00S,2021-04-24T01:49:10.4Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630202,5.732588699080158,50.80422794117647,1610612738,101,95,2021-04-24T01:49:15Z,6160000,-4.0,1.0,1,left,MISS P. Pritchard driving Layup,[1630202],1610612738.0,BOS,driving,,,Pritchard,P. Pritchard,,,,,,,,0.42,Missed,,,,,,,,,,,,,,,,
633,PT02M58.00S,2021-04-24T01:49:12.4Z,4,REGULAR,rebound,defensive,[],202681,,,1610612751,101,95,2021-04-24T01:49:15Z,6170000,,,0,,K. Irving REBOUND (Off:0 Def:9),[202681],1610612751.0,BKN,,,,Irving,K. Irving,,,,,,,,,,,,,,632.0,9.0,9.0,0.0,,,,,,,,
634,PT02M55.00S,2021-04-24T01:49:15.8Z,4,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",201145,93.51182654402102,51.53952205882353,1610612751,103,95,2021-04-24T01:49:29Z,6180000,8.0,8.0,1,right,J. Green running DUNK (19 PTS) (K. Irving 11 AST),"[201145, 202681]",1610612751.0,BKN,running,,,Green,J. Green,,,,,,,,1.15,Made,19.0,K. Irving,202681.0,11.0,,,,,,,,,,,,
636,PT02M37.00S,2021-04-24T01:49:36.7Z,4,REGULAR,turnover,out-of-bounds,[],1628369,,,1610612738,103,95,2021-04-24T01:49:42Z,6200000,,,0,,J. Tatum lost ball out-of-bounds TURNOVER (4 TO),[1628369],1610612738.0,BOS,lost ball,,,Tatum,J. Tatum,,,,,4.0,,,,,,,,,,,,,,,201640.0,,,,,
637,PT02M20.00S,2021-04-24T01:50:03.4Z,4,REGULAR,foul,personal,[],203953,,,1610612751,103,95,2021-04-24T01:50:27Z,6210000,,,0,,J. Parker personal FOUL (1 PF),"[203953, 201933]",1610612738.0,BOS,,,,Parker,J. Parker,,,,,,,,,,,,,,,,,,,,201640.0,1.0,0.0,Griffin,201933.0,
639,PT02M09.00S,2021-04-24T01:50:36.5Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],1629013,69.59592641261499,29.970894607843135,1610612751,103,95,2021-04-24T01:50:41Z,6230000,-100.0,233.0,1,right,MISS L. Shamet 25' 3PT,[1629013],1610612751.0,BKN,,,,Shamet,L. Shamet,,,,,,,,25.39,Missed,,,,,,,,,,,,,,,,
640,PT02M07.00S,2021-04-24T01:50:38.5Z,4,REGULAR,rebound,defensive,[],203953,,,1610612738,103,95,2021-04-24T01:50:41Z,6240000,,,0,,J. Parker REBOUND (Off:1 Def:5),[203953],1610612738.0,BOS,,,,Parker,J. Parker,,,,,,,,,,,,,,639.0,6.0,5.0,1.0,,,,,,,,
641,PT02M01.00S,2021-04-24T01:50:47.9Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1628369,5.469776609724048,48.10814950980392,1610612738,103,97,2021-04-24T01:50:52Z,6250000,9.0,-1.0,1,left,J. Tatum driving Layup (34 PTS),[1628369],1610612738.0,BOS,driving,,,Tatum,J. Tatum,,,,,,,,0.96,Made,34.0,,,,,,,,,,,,,,,
642,PT02M01.00S,2021-04-24T01:50:50.1Z,4,REGULAR,foul,personal,['1freethrow'],201145,,,1610612738,103,97,2021-04-24T01:51:07Z,6260000,,,0,,J. Green shooting personal FOUL (2 PF) (Tatum 1 FT),"[201145, 1628369]",1610612751.0,BKN,shooting,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,2148.0,2.0,0.0,Tatum,1628369.0,
644,PT02M01.00S,2021-04-24T01:51:20.1Z,4,REGULAR,freethrow,1 of 1,[],1628369,,,1610612738,103,98,2021-04-24T01:51:20Z,6280000,,,0,,J. Tatum Free Throw 1 of 1 (35 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,Made,35.0,,,,,,,,,,,,,,,
645,PT01M43.00S,2021-04-24T01:51:39.1Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],202681,95.22010512483574,49.82383578431372,1610612751,103,98,2021-04-24T01:51:43Z,6290000,-1.0,-8.0,1,right,MISS K. Irving driving reverse Layup,[202681],1610612751.0,BKN,driving reverse,,,Irving,K. Irving,,,,,,,,0.77,Missed,,,,,,,,,,,,,,,,
646,PT01M40.00S,2021-04-24T01:51:42.1Z,4,REGULAR,rebound,defensive,[],1628369,,,1610612738,103,98,2021-04-24T01:51:43Z,6300000,,,0,,J. Tatum REBOUND (Off:0 Def:7),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,645.0,7.0,7.0,0.0,,,,,,,,
647,PT01M35.00S,2021-04-24T01:51:49.3Z,4,REGULAR,turnover,out-of-bounds,[],203935,,,1610612738,103,98,2021-04-24T01:52:04Z,6310000,,,0,,M. Smart bad pass out-of-bounds TURNOVER (5 TO),[203935],1610612738.0,BOS,bad pass,,,Smart,M. Smart,,,,,5.0,,,,,,,,,,,,,,,201640.0,,,,,
648,PT01M17.00S,2021-04-24T01:52:13.5Z,4,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",202681,83.919185282523,42.715992647058826,1610612751,103,98,2021-04-24T01:52:19Z,6320000,-36.0,99.0,1,right,MISS K. Irving 10' fadeaway Shot,[202681],1610612751.0,BKN,fadeaway,,,Irving,K. Irving,,,,,,,,10.52,Missed,,,,,,,,,,,,,,,,
649,PT01M13.00S,2021-04-24T01:52:17.5Z,4,REGULAR,rebound,defensive,[],203953,,,1610612738,103,98,2021-04-24T01:52:19Z,6330000,,,0,,J. Parker REBOUND (Off:1 Def:6),[203953],1610612738.0,BOS,,,,Parker,J. Parker,,,,,,,,,,,,,,648.0,7.0,6.0,1.0,,,,,,,,
650,PT01M12.00S,2021-04-24T01:52:21.6Z,4,REGULAR,turnover,out-of-bounds,[],1628369,,,1610612738,103,98,2021-04-24T01:52:37Z,6340000,,,0,,J. Tatum lost ball out-of-bounds TURNOVER (5 TO),[1628369],1610612738.0,BOS,lost ball,,,Tatum,J. Tatum,,,,,5.0,,,,,,,,,,,,,,,201638.0,,,,,
651,PT01M12.00S,2021-04-24T01:52:35.6Z,4,REGULAR,timeout,full,['team'],0,,,1610612751,103,98,2021-04-24T01:52:35Z,6350000,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
653,PT01M12.00S,2021-04-24T01:52:54.2Z,4,REGULAR,instantreplay,request,[],0,,,1610612751,103,98,2021-04-24T01:53:38Z,6370000,,,0,,,[],,,stands,,,,,,,,,,,,,,,,,,,,,,,,201640.0,,,,,Out of Bounds - Support Call
654,PT01M12.00S,2021-04-24T01:53:13.9Z,4,REGULAR,substitution,out,[],203953,,,1610612751,103,98,2021-04-24T01:54:00Z,6380000,,,0,,SUB out: J. Parker,[203953],1610612738.0,BOS,,,,Parker,J. Parker,,,,,,,,,,,,,,,,,,,,,,,,,
655,PT01M12.00S,2021-04-24T01:53:13.9Z,4,REGULAR,substitution,in,[],1629684,,,1610612751,103,98,2021-04-24T01:54:00Z,6390000,,,0,,SUB in: G. Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
656,PT00M53.40S,2021-04-24T01:54:21.7Z,4,REGULAR,foul,personal,[],1628369,,,1610612751,103,98,2021-04-24T01:54:35Z,6400000,,,0,,J. Tatum personal FOUL (3 PF),"[1628369, 1629013]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,201640.0,3.0,0.0,Shamet,1629013.0,
658,PT00M39.30S,2021-04-24T01:54:50.7Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],201933,87.86136662286465,94.921875,1610612751,103,98,2021-04-24T01:55:00Z,6420000,225.0,62.0,1,right,MISS B. Griffin 3PT,[201933],1610612751.0,BKN,,,,Griffin,B. Griffin,,,,,,,,23.29,Missed,,,,,,,,,,,,,,,,
659,PT00M37.60S,2021-04-24T01:54:54.6Z,4,REGULAR,rebound,defensive,[],1628369,,,1610612738,103,98,2021-04-24T01:54:54Z,6430000,,,0,,J. Tatum REBOUND (Off:0 Def:8),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,658.0,8.0,8.0,0.0,,,,,,,,
660,PT00M37.60S,2021-04-24T01:55:05.7Z,4,REGULAR,timeout,full,['team'],0,,,1610612738,103,98,2021-04-24T01:55:05Z,6440000,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
661,PT00M37.60S,2021-04-24T01:55:19.0Z,4,REGULAR,substitution,out,[],1629684,,,1610612738,103,98,2021-04-24T01:56:33Z,6450000,,,0,,SUB out: G. Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
662,PT00M37.60S,2021-04-24T01:55:19.0Z,4,REGULAR,substitution,in,[],203953,,,1610612738,103,98,2021-04-24T01:56:33Z,6460000,,,0,,SUB in: J. Parker,[203953],1610612738.0,BOS,,,,Parker,J. Parker,,,,,,,,,,,,,,,,,,,,,,,,,
675,PT00M37.60S,2021-04-24T01:55:19.0Z,4,REGULAR,substitution,out,[],1629013,,,1610612738,103,98,2021-04-24T01:58:07Z,6465000,,,0,,SUB out: L. Shamet,[1629013],1610612751.0,BKN,,,,Shamet,L. Shamet,,,,,,,,,,,,,,,,,,,,,,,,,
676,PT00M37.60S,2021-04-24T01:55:19.0Z,4,REGULAR,substitution,in,[],1628971,,,1610612738,103,98,2021-04-24T01:58:07Z,6467500,,,0,,SUB in: B. Brown,[1628971],1610612751.0,BKN,,,,Brown,B. Brown,,,,,,,,,,,,,,,,,,,,,,,,,
663,PT00M30.60S,2021-04-24T01:56:53.5Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",201933,,,1610612738,103,98,2021-04-24T01:57:06Z,6470000,,,0,,B. Griffin personal FOUL (3 PF) (Tatum 2 FT),"[201933, 1628369]",1610612751.0,BKN,,,,Griffin,B. Griffin,,,,,,,,,,,,,,,,,,,,2148.0,3.0,0.0,Tatum,1628369.0,
665,PT00M30.60S,2021-04-24T01:57:18.9Z,4,REGULAR,freethrow,1 of 2,[],1628369,,,1610612738,103,98,2021-04-24T01:57:18Z,6490000,,,0,,MISS J. Tatum Free Throw 1 of 2,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,Missed,,,,,,,,,,,,,,,,
666,PT00M30.60S,2021-04-24T01:57:18.9Z,4,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612738,103,98,2021-04-24T01:57:18Z,6500000,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,665.0,,,,,,,,,,,
668,PT00M30.60S,2021-04-24T01:57:19.9Z,4,REGULAR,substitution,out,[],1630202,,,1610612738,103,98,2021-04-24T01:57:45Z,6520000,,,0,,SUB out: P. Pritchard,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,,,,,,,,
669,PT00M30.60S,2021-04-24T01:57:19.9Z,4,REGULAR,substitution,out,[],203953,,,1610612738,103,98,2021-04-24T01:57:45Z,6530000,,,0,,SUB out: J. Parker,[203953],1610612738.0,BOS,,,,Parker,J. Parker,,,,,,,,,,,,,,,,,,,,,,,,,
670,PT00M30.60S,2021-04-24T01:57:19.9Z,4,REGULAR,substitution,in,[],201599,,,1610612738,103,98,2021-04-24T01:57:45Z,6540000,,,0,,SUB in: D. Jordan,[201599],1610612751.0,BKN,,,,Jordan,D. Jordan,,,,,,,,,,,,,,,,,,,,,,,,,
671,PT00M30.60S,2021-04-24T01:57:19.9Z,4,REGULAR,substitution,in,[],1629684,,,1610612738,103,98,2021-04-24T01:57:45Z,6550000,,,0,,SUB in: G. Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
672,PT00M30.60S,2021-04-24T01:57:19.9Z,4,REGULAR,substitution,in,[],1629641,,,1610612738,103,98,2021-04-24T01:57:45Z,6560000,,,0,,SUB in: R. Langford,[1629641],1610612738.0,BOS,,,,Langford,R. Langford,,,,,,,,,,,,,,,,,,,,,,,,,
677,PT00M30.60S,2021-04-24T01:57:19.9Z,4,REGULAR,substitution,out,[],1628971,,,1610612738,103,98,2021-04-24T01:58:14Z,6565000,,,0,,SUB out: B. Brown,[1628971],1610612751.0,BKN,,,,Brown,B. Brown,,,,,,,,,,,,,,,,,,,,,,,,,
673,PT00M30.60S,2021-04-24T01:57:49.8Z,4,REGULAR,freethrow,2 of 2,[],1628369,,,1610612738,103,99,2021-04-24T01:57:49Z,6570000,,,0,,J. Tatum Free Throw 2 of 2 (36 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,Made,36.0,,,,,,,,,,,,,,,
674,PT00M30.60S,2021-04-24T01:57:59.0Z,4,REGULAR,timeout,full,['team'],0,,,1610612751,103,99,2021-04-24T01:57:59Z,6580000,,,0,,BKN Timeout,[],1610612751.0,BKN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
678,PT00M30.60S,2021-04-24T01:58:23.7Z,4,REGULAR,substitution,out,[],201599,,,1610612751,103,99,2021-04-24T01:59:32Z,6590000,,,0,,SUB out: D. Jordan,[201599],1610612751.0,BKN,,,,Jordan,D. Jordan,,,,,,,,,,,,,,,,,,,,,,,,,
679,PT00M30.60S,2021-04-24T01:58:23.7Z,4,REGULAR,substitution,out,[],1629684,,,1610612751,103,99,2021-04-24T01:59:32Z,6600000,,,0,,SUB out: G. Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
680,PT00M30.60S,2021-04-24T01:58:23.7Z,4,REGULAR,substitution,in,[],1629013,,,1610612751,103,99,2021-04-24T01:59:32Z,6610000,,,0,,SUB in: L. Shamet,[1629013],1610612751.0,BKN,,,,Shamet,L. Shamet,,,,,,,,,,,,,,,,,,,,,,,,,
681,PT00M30.60S,2021-04-24T01:58:23.7Z,4,REGULAR,substitution,in,[],1630174,,,1610612751,103,99,2021-04-24T01:59:32Z,6620000,,,0,,SUB in: A. Nesmith,[1630174],1610612738.0,BOS,,,,Nesmith,A. Nesmith,,,,,,,,,,,,,,,,,,,,,,,,,
682,PT00M26.00S,2021-04-24T01:59:57.1Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203095,,,1610612751,103,99,2021-04-24T02:00:09Z,6630000,,,0,,E. Fournier personal FOUL (2 PF) (Shamet 2 FT),"[203095, 1629013]",1610612738.0,BOS,,,,Fournier,E. Fournier,,,,,,,,,,,,,,,,,,,,201640.0,2.0,0.0,Shamet,1629013.0,
684,PT00M26.00S,2021-04-24T02:00:17.4Z,4,REGULAR,freethrow,1 of 2,[],1629013,,,1610612751,104,99,2021-04-24T02:00:17Z,6650000,,,0,,L. Shamet Free Throw 1 of 2 (8 PTS),[1629013],1610612751.0,BKN,,,,Shamet,L. Shamet,,,,,,,,,Made,8.0,,,,,,,,,,,,,,,
685,PT00M26.00S,2021-04-24T02:00:18.1Z,4,REGULAR,substitution,out,[],201933,,,1610612751,104,99,2021-04-24T02:00:34Z,6660000,,,0,,SUB out: B. Griffin,[201933],1610612751.0,BKN,,,,Griffin,B. Griffin,,,,,,,,,,,,,,,,,,,,,,,,,
686,PT00M26.00S,2021-04-24T02:00:18.1Z,4,REGULAR,substitution,out,[],1629641,,,1610612751,104,99,2021-04-24T02:00:34Z,6670000,,,0,,SUB out: R. Langford,[1629641],1610612738.0,BOS,,,,Langford,R. Langford,,,,,,,,,,,,,,,,,,,,,,,,,
687,PT00M26.00S,2021-04-24T02:00:18.1Z,4,REGULAR,substitution,out,[],1630174,,,1610612751,104,99,2021-04-24T02:00:34Z,6680000,,,0,,SUB out: A. Nesmith,[1630174],1610612738.0,BOS,,,,Nesmith,A. Nesmith,,,,,,,,,,,,,,,,,,,,,,,,,
688,PT00M26.00S,2021-04-24T02:00:18.1Z,4,REGULAR,substitution,in,[],1628971,,,1610612751,104,99,2021-04-24T02:00:34Z,6690000,,,0,,SUB in: B. Brown,[1628971],1610612751.0,BKN,,,,Brown,B. Brown,,,,,,,,,,,,,,,,,,,,,,,,,
689,PT00M26.00S,2021-04-24T02:00:18.1Z,4,REGULAR,substitution,in,[],1630202,,,1610612751,104,99,2021-04-24T02:00:34Z,6700000,,,0,,SUB in: P. Pritchard,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,,,,,,,,
690,PT00M26.00S,2021-04-24T02:00:18.1Z,4,REGULAR,substitution,in,[],203953,,,1610612751,104,99,2021-04-24T02:00:34Z,6710000,,,0,,SUB in: J. Parker,[203953],1610612738.0,BOS,,,,Parker,J. Parker,,,,,,,,,,,,,,,,,,,,,,,,,
691,PT00M26.00S,2021-04-24T02:00:50.5Z,4,REGULAR,freethrow,2 of 2,[],1629013,,,1610612751,105,99,2021-04-24T02:00:50Z,6720000,,,0,,L. Shamet Free Throw 2 of 2 (9 PTS),[1629013],1610612751.0,BKN,,,,Shamet,L. Shamet,,,,,,,,,Made,9.0,,,,,,,,,,,,,,,
692,PT00M19.20S,2021-04-24T02:00:59.6Z,4,REGULAR,3pt,Jump Shot,[],1628369,19.92444152431012,7.912071078431373,1610612738,105,99,2021-04-24T02:01:06Z,6730000,210.0,135.0,1,left,MISS J. Tatum 24' step back 3PT,[1628369],1610612738.0,BOS,step back,,,Tatum,J. Tatum,,,,,,,,24.99,Missed,,,,,,,,,,,,,,,,
693,PT00M15.30S,2021-04-24T02:01:03.6Z,4,REGULAR,rebound,offensive,[],203095,,,1610612738,105,99,2021-04-24T02:01:03Z,6740000,,,0,,E. Fournier REBOUND (Off:1 Def:1),[203095],1610612738.0,BOS,,,,Fournier,E. Fournier,,,,,,,,,,,,,,692.0,2.0,1.0,1.0,,,,,,,,
694,PT00M13.30S,2021-04-24T02:01:05.6Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203095,5.863994743758213,49.333639705882355,1610612738,105,99,2021-04-24T02:01:10Z,6750000,3.0,3.0,1,left,MISS E. Fournier putback Layup,[203095],1610612738.0,BOS,putback,,,Fournier,E. Fournier,,,,,,,,0.42,Missed,,,,,,,,,,,,,,,,
695,PT00M10.80S,2021-04-24T02:01:08.1Z,4,REGULAR,rebound,offensive,[],203953,,,1610612738,105,99,2021-04-24T02:01:08Z,6760000,,,0,,J. Parker REBOUND (Off:2 Def:6),[203953],1610612738.0,BOS,,,,Parker,J. Parker,,,,,,,,,,,,,,694.0,8.0,6.0,2.0,,,,,,,,
696,PT00M08.70S,2021-04-24T02:01:10.2Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203953,9.806176084099869,57.176776960784316,1610612738,105,99,2021-04-24T02:01:22Z,6770000,-36.0,40.0,1,left,MISS J. Parker Layup,[203953],1610612738.0,BOS,,,,Parker,J. Parker,,,,,,,,5.35,Missed,,,,,,,,,,,,,,,,
697,PT00M08.10S,2021-04-24T02:01:10.8Z,4,REGULAR,rebound,offensive,[],1628369,,,1610612738,105,99,2021-04-24T02:03:12Z,6780000,,,0,,J. Tatum REBOUND (Off:1 Def:8),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,696.0,9.0,8.0,1.0,,,,,,,,
708,PT00M07.70S,2021-04-24T02:01:12.5Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628369,5.601182654402102,51.049325980392155,1610612738,105,99,2021-04-24T02:03:21Z,6785000,-5.0,0.0,1,left,MISS J. Tatum putback Layup - blocked,"[1628369, 203925]",1610612738.0,BOS,putback,,,Tatum,J. Tatum,,,,,,,,0.52,Missed,,,,,,,,,Harris,203925.0,,,,,,
709,PT00M07.70S,2021-04-24T02:01:12.5Z,4,REGULAR,block,,[],203925,,,1610612738,105,99,2021-04-24T02:14:52Z,6787500,,,0,,J. Harris BLOCK (2 BLK),[203925],1610612751.0,BKN,,,,Harris,J. Harris,,,,,,,,,,,,,,,,,,,,,,,,,
710,PT00M07.70S,2021-04-24T02:01:12.5Z,4,REGULAR,rebound,offensive,[],1628369,,,1610612738,105,99,2021-04-24T02:03:21Z,6788750,,,0,,J. Tatum REBOUND (Off:2 Def:8),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,708.0,10.0,8.0,2.0,,,,,,,,
698,PT00M06.40S,2021-04-24T02:01:14.8Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628369,5.995400788436268,48.353247549019606,1610612738,105,101,2021-04-24T02:02:55Z,6790000,8.0,4.0,1,left,J. Tatum putback Layup (38 PTS),[1628369],1610612738.0,BOS,putback,,,Tatum,J. Tatum,,,,,,,,0.91,Made,38.0,,,,,,,,,,,,,,,
699,PT00M06.40S,2021-04-24T02:01:20.5Z,4,REGULAR,foul,personal,"['inpenalty', '1freethrow']",202681,,,1610612738,105,101,2021-04-24T02:02:00Z,6800000,,,0,,K. Irving shooting personal FOUL (3 PF) (Tatum 1 FT),"[202681, 1628369]",1610612751.0,BKN,shooting,,,Irving,K. Irving,,,,,,,,,,,,,,,,,,,,2148.0,3.0,0.0,Tatum,1628369.0,
701,PT00M06.40S,2021-04-24T02:01:32.7Z,4,REGULAR,substitution,out,[],1628971,,,1610612738,105,101,2021-04-24T02:01:54Z,6820000,,,0,,SUB out: B. Brown,[1628971],1610612751.0,BKN,,,,Brown,B. Brown,,,,,,,,,,,,,,,,,,,,,,,,,
702,PT00M06.40S,2021-04-24T02:01:32.7Z,4,REGULAR,substitution,out,[],203953,,,1610612738,105,101,2021-04-24T02:01:54Z,6830000,,,0,,SUB out: J. Parker,[203953],1610612738.0,BOS,,,,Parker,J. Parker,,,,,,,,,,,,,,,,,,,,,,,,,
703,PT00M06.40S,2021-04-24T02:01:32.7Z,4,REGULAR,substitution,in,[],201933,,,1610612738,105,101,2021-04-24T02:01:54Z,6840000,,,0,,SUB in: B. Griffin,[201933],1610612751.0,BKN,,,,Griffin,B. Griffin,,,,,,,,,,,,,,,,,,,,,,,,,
704,PT00M06.40S,2021-04-24T02:01:32.7Z,4,REGULAR,substitution,in,[],1629641,,,1610612738,105,101,2021-04-24T02:01:54Z,6850000,,,0,,SUB in: R. Langford,[1629641],1610612738.0,BOS,,,,Langford,R. Langford,,,,,,,,,,,,,,,,,,,,,,,,,
705,PT00M06.40S,2021-04-24T02:02:09.2Z,4,REGULAR,stoppage,blood rule,[],0,,,1610612738,105,101,2021-04-24T02:02:09Z,6860000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
706,PT00M06.40S,2021-04-24T02:02:53.3Z,4,REGULAR,freethrow,1 of 1,['2ndchance'],1628369,,,1610612738,105,101,2021-04-24T02:02:55Z,6870000,,,0,,MISS J. Tatum Free Throw 1 of 1,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,Missed,,,,,,,,,,,,,,,,
707,PT00M05.00S,2021-04-24T02:02:55.3Z,4,REGULAR,rebound,defensive,[],201933,,,1610612751,105,101,2021-04-24T02:02:55Z,6880000,,,0,,B. Griffin REBOUND (Off:1 Def:4),[201933],1610612751.0,BKN,,,,Griffin,B. Griffin,,,,,,,,,,,,,,706.0,5.0,4.0,1.0,,,,,,,,
711,PT00M05.00S,2021-04-24T02:02:57.8Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203935,,,1610612751,105,101,2021-04-24T02:03:20Z,6890000,,,0,,M. Smart personal FOUL (3 PF) (Griffin 2 FT),"[203935, 201933]",1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,201638.0,3.0,0.0,Griffin,201933.0,
713,PT00M05.00S,2021-04-24T02:03:28.6Z,4,REGULAR,freethrow,1 of 2,[],201933,,,1610612751,106,101,2021-04-24T02:03:28Z,6910000,,,0,,B. Griffin Free Throw 1 of 2 (12 PTS),[201933],1610612751.0,BKN,,,,Griffin,B. Griffin,,,,,,,,,Made,12.0,,,,,,,,,,,,,,,
714,PT00M05.00S,2021-04-24T02:03:45.4Z,4,REGULAR,freethrow,2 of 2,[],201933,,,1610612751,107,101,2021-04-24T02:03:45Z,6920000,,,0,,B. Griffin Free Throw 2 of 2 (13 PTS),[201933],1610612751.0,BKN,,,,Griffin,B. Griffin,,,,,,,,,Made,13.0,,,,,,,,,,,,,,,
715,PT00M05.00S,2021-04-24T02:03:50.9Z,4,REGULAR,timeout,full,['team'],0,,,1610612738,107,101,2021-04-24T02:03:50Z,6930000,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
716,PT00M05.00S,2021-04-24T02:03:52.9Z,4,REGULAR,substitution,out,[],201933,,,1610612738,107,101,2021-04-24T02:05:05Z,6940000,,,0,,SUB out: B. Griffin,[201933],1610612751.0,BKN,,,,Griffin,B. Griffin,,,,,,,,,,,,,,,,,,,,,,,,,
