actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,value
265,PT03M08.00S,2021-05-09T18:06:15.4Z,2,REGULAR,steal,,[],1628389,,,1610612748,43,62,2021-05-09T18:06:42Z,2615000,,,0,,B. Adebayo STEAL (2 STL),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,,,,,,,,,,,,,,,,
263,PT03M03.00S,2021-05-09T18:06:30.6Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",202689,,,1610612748,43,62,2021-05-09T18:07:21Z,2620000,,,0,,K. Walker take personal FOUL (1 PF) (Adebayo 2 FT),"[202689, 1628389]",1610612738.0,BOS,take,,,Walker,K. Walker,,,,,,,,,,,,,,1162.0,1.0,0.0,Adebayo,1628389.0,,,,,,,
266,PT03M03.00S,2021-05-09T18:06:44.7Z,2,REGULAR,freethrow,1 of 2,['fromturnover'],1628389,,,1610612748,43,63,2021-05-09T18:06:44Z,2640000,,,0,,B. Adebayo Free Throw 1 of 2 (7 PTS),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,Made,,,,,,,,,,,,,7.0,,,,,,
267,PT03M03.00S,2021-05-09T18:07:05.6Z,2,REGULAR,freethrow,2 of 2,['fromturnover'],1628389,,,1610612748,43,64,2021-05-09T18:07:05Z,2650000,,,0,,B. Adebayo Free Throw 2 of 2 (8 PTS),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,Made,,,,,,,,,,,,,8.0,,,,,,
268,PT02M51.00S,2021-05-09T18:07:20.0Z,2,REGULAR,3pt,Jump Shot,[],1628369,71.69842312746385,17.22579656862745,1610612738,46,64,2021-05-09T18:07:24Z,2660000,-164.0,214.0,1,right,J. Tatum 26' 3PT  (11 PTS) (E. Fournier 3 AST),"[1628369, 203095]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,26.92,Made,,,,,,,,,,,,,11.0,E. Fournier,203095.0,3.0,,,
270,PT02M40.00S,2021-05-09T18:07:33.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628389,3.7614980289093296,53.74540441176471,1610612748,46,66,2021-05-09T18:07:41Z,2680000,-19.0,-17.0,1,left,B. Adebayo driving Layup (10 PTS),[1628389],1610612748.0,MIA,driving,,,Adebayo,B. Adebayo,,,,,2.53,Made,,,,,,,,,,,,,10.0,,,,,,
271,PT02M40.00S,2021-05-09T18:07:41.7Z,2,REGULAR,foul,personal,"['inpenalty', '1freethrow']",203935,,,1610612748,46,66,2021-05-09T18:07:58Z,2690000,,,0,,M. Smart shooting personal FOUL (3 PF) (Adebayo 1 FT),"[203935, 1628389]",1610612738.0,BOS,shooting,,,Smart,M. Smart,,,,,,,,,,,,,,1155.0,3.0,0.0,Adebayo,1628389.0,,,,,,,
273,PT02M40.00S,2021-05-09T18:07:47.9Z,2,REGULAR,substitution,out,[],203935,,,1610612748,46,66,2021-05-09T18:07:54Z,2710000,,,0,,SUB out: M. Smart,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,,
274,PT02M40.00S,2021-05-09T18:07:47.9Z,2,REGULAR,substitution,out,[],1629134,,,1610612748,46,66,2021-05-09T18:07:54Z,2720000,,,0,,SUB out: K. Nunn,[1629134],1610612748.0,MIA,,,,Nunn,K. Nunn,,,,,,,,,,,,,,,,,,,,,,,,,
275,PT02M40.00S,2021-05-09T18:07:47.9Z,2,REGULAR,substitution,in,[],1630174,,,1610612748,46,66,2021-05-09T18:07:54Z,2730000,,,0,,SUB in: A. Nesmith,[1630174],1610612738.0,BOS,,,,Nesmith,A. Nesmith,,,,,,,,,,,,,,,,,,,,,,,,,
276,PT02M40.00S,2021-05-09T18:07:47.9Z,2,REGULAR,substitution,in,[],1629639,,,1610612748,46,66,2021-05-09T18:07:54Z,2740000,,,0,,SUB in: T. Herro,[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,,,,,,,,,,,,,,,,,,,,,
277,PT02M40.00S,2021-05-09T18:08:11.7Z,2,REGULAR,freethrow,1 of 1,[],1628389,,,1610612748,46,67,2021-05-09T18:08:11Z,2750000,,,0,,B. Adebayo Free Throw 1 of 1 (11 PTS),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,Made,,,,,,,,,,,,,11.0,,,,,,
278,PT02M27.00S,2021-05-09T18:08:28.4Z,2,REGULAR,3pt,Jump Shot,[],1630174,72.09264126149803,85.36305147058823,1610612738,46,67,2021-05-09T18:08:36Z,2760000,177.0,210.0,1,right,MISS A. Nesmith 27' 3PT,[1630174],1610612738.0,BOS,,,,Nesmith,A. Nesmith,,,,,27.44,Missed,,,,,,,,,,,,,,,,,,,
279,PT02M24.00S,2021-05-09T18:08:31.4Z,2,REGULAR,rebound,defensive,[],202710,,,1610612748,46,67,2021-05-09T18:08:36Z,2770000,,,0,,J. Butler REBOUND (Off:1 Def:3),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,278.0,4.0,3.0,1.0,,,,,,,,,,,,,,,
280,PT02M21.00S,2021-05-09T18:08:34.2Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",2772,5.732588699080158,51.78462009803921,1610612748,46,69,2021-05-09T18:08:42Z,2780000,-9.0,1.0,1,left,T. Ariza running DUNK (12 PTS) (J. Butler 6 AST),"[2772, 202710]",1610612748.0,MIA,running,,,Ariza,T. Ariza,,,,,0.9,Made,,,,,,,,,,,,,12.0,J. Butler,202710.0,6.0,,,
282,PT02M00.00S,2021-05-09T18:09:02.3Z,2,REGULAR,foul,offensive,['inpenalty'],1628369,,,1610612738,46,69,2021-05-09T18:09:12Z,2800000,,,0,,J. Tatum charge offensive FOUL (1 PF),"[1628369, 202710]",1610612738.0,BOS,charge,,,Tatum,J. Tatum,,,,,,,,,,,,,,1162.0,1.0,0.0,Butler,202710.0,,,,,,,
284,PT02M00.00S,2021-05-09T18:09:02.3Z,2,REGULAR,turnover,offensive foul,[],1628369,,,1610612738,46,69,2021-05-09T18:09:02Z,2820000,,,0,,J. Tatum offensive foul TURNOVER (2 TO),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,2.0,,,1162.0,,,,,,,,,,,
285,PT01M50.00S,2021-05-09T18:09:27.6Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1629130,32.013797634691194,52.27481617647059,1610612748,46,72,2021-05-09T18:09:33Z,2830000,-11.0,248.0,1,left,D. Robinson 24' 3PT pullup (11 PTS) (B. Adebayo 3 AST),"[1629130, 1628389]",1610612748.0,MIA,pullup,,,Robinson,D. Robinson,,,,,24.87,Made,,,,,,,,,,,,,11.0,B. Adebayo,1628389.0,3.0,,,
287,PT01M48.00S,2021-05-09T18:09:36.5Z,2,REGULAR,timeout,full,['team'],0,,,1610612738,46,72,2021-05-09T18:09:36Z,2850000,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
288,PT01M32.00S,2021-05-09T18:11:24.5Z,2,REGULAR,3pt,Jump Shot,[],203095,74.06373193166885,88.30422794117648,1610612738,49,72,2021-05-09T18:11:29Z,2860000,192.0,191.0,1,right,E. Fournier 27' 3PT  (5 PTS) (J. Tatum 2 AST),"[203095, 1628369]",1610612738.0,BOS,,,,Fournier,E. Fournier,,,,,27.07,Made,,,,,,,,,,,,,5.0,J. Tatum,1628369.0,2.0,,,
290,PT01M14.00S,2021-05-09T18:11:44.6Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628369,,,1610612748,49,72,2021-05-09T18:11:58Z,2880000,,,0,,J. Tatum shooting personal FOUL (2 PF) (Robinson 2 FT),"[1628369, 1629130]",1610612738.0,BOS,shooting,,,Tatum,J. Tatum,,,,,,,,,,,,,,1162.0,2.0,0.0,Robinson,1629130.0,,,,,,,
292,PT01M14.00S,2021-05-09T18:12:11.3Z,2,REGULAR,freethrow,1 of 2,[],1629130,,,1610612748,49,73,2021-05-09T18:12:11Z,2900000,,,0,,D. Robinson Free Throw 1 of 2 (12 PTS),[1629130],1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,,Made,,,,,,,,,,,,,12.0,,,,,,
293,PT01M14.00S,2021-05-09T18:12:28.3Z,2,REGULAR,freethrow,2 of 2,[],1629130,,,1610612748,49,74,2021-05-09T18:12:28Z,2910000,,,0,,D. Robinson Free Throw 2 of 2 (13 PTS),[1629130],1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,,Made,,,,,,,,,,,,,13.0,,,,,,
294,PT00M54.70S,2021-05-09T18:12:52.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628369,91.93495400788436,46.63756127450981,1610612738,51,74,2021-05-09T18:12:58Z,2920000,-17.0,23.0,1,right,J. Tatum driving finger roll Layup (13 PTS) (E. Fournier 4 AST),"[1628369, 203095]",1610612738.0,BOS,driving finger roll,,,Tatum,J. Tatum,,,,,2.87,Made,,,,,,,,,,,,,13.0,E. Fournier,203095.0,4.0,,,
296,PT00M36.90S,2021-05-09T18:13:13.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],2772,5.601182654402102,51.049325980392155,1610612748,51,76,2021-05-09T18:13:17Z,2940000,-5.0,0.0,1,left,T. Ariza driving Layup (14 PTS),[2772],1610612748.0,MIA,driving,,,Ariza,T. Ariza,,,,,0.52,Made,,,,,,,,,,,,,14.0,,,,,,
297,PT00M29.40S,2021-05-09T18:13:23.0Z,2,REGULAR,3pt,Jump Shot,[],1628369,70.77858081471747,81.19638480392157,1610612738,51,76,2021-05-09T18:13:28Z,2950000,156.0,222.0,1,right,MISS J. Tatum 27' 3PT,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,27.15,Missed,,,,,,,,,,,,,,,,,,,
298,PT00M27.30S,2021-05-09T18:13:25.1Z,2,REGULAR,rebound,offensive,[],203095,,,1610612738,51,76,2021-05-09T18:13:25Z,2960000,,,0,,E. Fournier REBOUND (Off:1 Def:2),[203095],1610612738.0,BOS,,,,Fournier,E. Fournier,,,,,,,297.0,3.0,2.0,1.0,,,,,,,,,,,,,,,
299,PT00M25.00S,2021-05-09T18:13:27.2Z,2,REGULAR,2pt,Jump Shot,['2ndchance'],203095,93.38042049934296,16.00030637254902,1610612738,53,76,2021-05-09T18:14:01Z,2970000,-170.0,10.0,1,right,E. Fournier 17' step back Jump Shot (7 PTS),[203095],1610612738.0,BOS,step back,,,Fournier,E. Fournier,,,,,17.03,Made,,,,,,,,,,,,,7.0,,,,,,
300,PT00M01.00S,2021-05-09T18:13:54.7Z,2,REGULAR,3pt,Jump Shot,[],2772,4.02431011826544,3.2552083333333335,1610612748,53,79,2021-05-09T18:14:08Z,2980000,234.0,-15.0,1,left,T. Ariza 3PT  (17 PTS) (J. Butler 7 AST),"[2772, 202710]",1610612748.0,MIA,,,,Ariza,T. Ariza,,,,,23.42,Made,,,,,,,,,,,,,17.0,J. Butler,202710.0,7.0,,,
302,PT00M00.00S,2021-05-09T18:14:01.0Z,2,REGULAR,period,end,[],0,,,1610612738,53,79,2021-05-09T18:14:01Z,3000000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
303,PT12M00.00S,2021-05-09T18:28:33.6Z,3,REGULAR,substitution,out,['startperiod'],1630174,,,1610612738,53,79,2021-05-09T18:29:18Z,3010000,,,0,,SUB out: A. Nesmith,[1630174],1610612738.0,BOS,,,,Nesmith,A. Nesmith,,,,,,,,,,,,,,,,,,,,,,,,,
304,PT12M00.00S,2021-05-09T18:28:33.6Z,3,REGULAR,substitution,out,['startperiod'],1629639,,,1610612738,53,79,2021-05-09T18:29:18Z,3020000,,,0,,SUB out: T. Herro,[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,,,,,,,,,,,,,,,,,,,,,
305,PT12M00.00S,2021-05-09T18:28:33.6Z,3,REGULAR,substitution,in,['startperiod'],203935,,,1610612738,53,79,2021-05-09T18:29:18Z,3030000,,,0,,SUB in: M. Smart,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,,
306,PT12M00.00S,2021-05-09T18:28:33.6Z,3,REGULAR,substitution,in,['startperiod'],1629134,,,1610612738,53,79,2021-05-09T18:29:18Z,3040000,,,0,,SUB in: K. Nunn,[1629134],1610612748.0,MIA,,,,Nunn,K. Nunn,,,,,,,,,,,,,,,,,,,,,,,,,
307,PT12M00.00S,2021-05-09T18:29:28.5Z,3,REGULAR,period,start,[],0,,,1610612738,53,79,2021-05-09T18:29:28Z,3050000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
308,PT11M54.00S,2021-05-09T18:29:36.2Z,3,REGULAR,foul,personal,[],2772,,,1610612738,53,79,2021-05-09T18:29:46Z,3060000,,,0,,T. Ariza personal FOUL (2 PF),"[2772, 1628369]",1610612748.0,MIA,,,,Ariza,T. Ariza,,,,,,,,,,,,,,1162.0,2.0,0.0,Tatum,1628369.0,,,,,,,
310,PT11M43.00S,2021-05-09T18:30:01.2Z,3,REGULAR,foul,personal,['2freethrow'],1628389,,,1610612738,53,79,2021-05-09T18:30:11Z,3080000,,,0,,B. Adebayo shooting personal FOUL (2 PF) (Walker 2 FT),"[1628389, 202689]",1610612748.0,MIA,shooting,,,Adebayo,B. Adebayo,,,,,,,,,,,,,,1155.0,2.0,0.0,Walker,202689.0,,,,,,,
312,PT11M43.00S,2021-05-09T18:30:23.4Z,3,REGULAR,freethrow,1 of 2,[],202689,,,1610612738,54,79,2021-05-09T18:30:23Z,3100000,,,0,,K. Walker Free Throw 1 of 2 (4 PTS),[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,Made,,,,,,,,,,,,,4.0,,,,,,
313,PT11M43.00S,2021-05-09T18:30:38.5Z,3,REGULAR,freethrow,2 of 2,[],202689,,,1610612738,55,79,2021-05-09T18:30:38Z,3110000,,,0,,K. Walker Free Throw 2 of 2 (5 PTS),[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,Made,,,,,,,,,,,,,5.0,,,,,,
314,PT11M27.00S,2021-05-09T18:30:57.0Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629130,91.93495400788436,56.93167892156863,1610612748,55,79,2021-05-09T18:31:04Z,3120000,35.0,23.0,1,right,MISS D. Robinson driving finger roll Layup,[1629130],1610612748.0,MIA,driving finger roll,,,Robinson,D. Robinson,,,,,4.18,Missed,,,,,,,,,,,,,,,,,,,
315,PT11M25.00S,2021-05-09T18:30:59.0Z,3,REGULAR,rebound,defensive,[],203935,,,1610612738,55,79,2021-05-09T18:31:04Z,3130000,,,0,,M. Smart REBOUND (Off:0 Def:2),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,314.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
316,PT11M19.00S,2021-05-09T18:31:05.0Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],203095,21.107095926412615,93.94148284313727,1610612738,58,79,2021-05-09T18:31:15Z,3140000,-220.0,146.0,1,left,E. Fournier 26' 3PT  (10 PTS) (M. Smart 1 AST),"[203095, 203935]",1610612738.0,BOS,,,,Fournier,E. Fournier,,,,,26.37,Made,,,,,,,,,,,,,10.0,M. Smart,203935.0,1.0,,,
318,PT10M56.00S,2021-05-09T18:31:28.3Z,3,REGULAR,2pt,Hook,[],1629134,93.82391590013141,31.954656862745097,1610612748,58,79,2021-05-09T18:31:36Z,3160000,-90.0,6.0,1,right,MISS K. Nunn 9' turnaround Hook,[1629134],1610612748.0,MIA,turnaround,,,Nunn,K. Nunn,,,,,9.04,Missed,,,,,,,,,,,,,,,,,,,
319,PT10M54.00S,2021-05-09T18:31:30.3Z,3,REGULAR,rebound,defensive,[],1628369,,,1610612738,58,79,2021-05-09T18:31:36Z,3170000,,,0,,J. Tatum REBOUND (Off:0 Def:1),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,318.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
320,PT10M51.00S,2021-05-09T18:31:37.6Z,3,REGULAR,foul,personal,['2freethrow'],1629130,,,1610612738,58,79,2021-05-09T18:31:48Z,3180000,,,0,,D. Robinson shooting personal FOUL (1 PF) (Walker 2 FT),"[1629130, 202689]",1610612748.0,MIA,shooting,,,Robinson,D. Robinson,,,,,,,,,,,,,,1162.0,1.0,0.0,Walker,202689.0,,,,,,,
322,PT10M51.00S,2021-05-09T18:32:05.4Z,3,REGULAR,freethrow,1 of 2,['fastbreak'],202689,,,1610612738,59,79,2021-05-09T18:32:05Z,3200000,,,0,,K. Walker Free Throw 1 of 2 (6 PTS),[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,Made,,,,,,,,,,,,,6.0,,,,,,
323,PT10M51.00S,2021-05-09T18:32:21.3Z,3,REGULAR,freethrow,2 of 2,['fastbreak'],202689,,,1610612738,60,79,2021-05-09T18:32:21Z,3210000,,,0,,K. Walker Free Throw 2 of 2 (7 PTS),[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,Made,,,,,,,,,,,,,7.0,,,,,,
324,PT10M34.00S,2021-05-09T18:32:43.4Z,3,REGULAR,foul,personal,['2freethrow'],202689,,,1610612748,60,79,2021-05-09T18:32:51Z,3220000,,,0,,K. Walker shooting personal FOUL (2 PF) (Butler 2 FT),"[202689, 202710]",1610612738.0,BOS,shooting,,,Walker,K. Walker,,,,,,,,,,,,,,1162.0,2.0,0.0,Butler,202710.0,,,,,,,
326,PT10M34.00S,2021-05-09T18:33:03.7Z,3,REGULAR,freethrow,1 of 2,[],202710,,,1610612748,60,80,2021-05-09T18:33:26Z,3240000,,,0,,J. Butler Free Throw 1 of 2 (5 PTS),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,Made,,,,,,,,,,,,,5.0,,,,,,
327,PT10M34.00S,2021-05-09T18:33:03.7Z,3,REGULAR,freethrow,2 of 2,[],202710,,,1610612748,60,80,2021-05-09T18:33:26Z,3250000,,,0,,MISS J. Butler Free Throw 2 of 2,[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,Missed,,,,,,,,,,,,,,,,,,,
328,PT10M33.00S,2021-05-09T18:33:04.7Z,3,REGULAR,rebound,defensive,[],202684,,,1610612738,60,80,2021-05-09T18:33:26Z,3260000,,,0,,T. Thompson REBOUND (Off:1 Def:5),[202684],1610612738.0,BOS,,,,Thompson,T. Thompson,,,,,,,327.0,6.0,5.0,1.0,,,,,,,,,,,,,,,
329,PT10M17.00S,2021-05-09T18:33:36.1Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612738,60,80,2021-05-09T18:33:36Z,3270000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
330,PT10M10.00S,2021-05-09T18:33:55.5Z,3,REGULAR,3pt,Jump Shot,[],203095,29.122864651773984,71.14736519607843,1610612738,60,80,2021-05-09T18:34:07Z,3280000,-106.0,221.0,1,left,MISS E. Fournier 24' pullup 3PT,[203095],1610612738.0,BOS,pullup,,,Fournier,E. Fournier,,,,,24.52,Missed,,,,,,,,,,,,,,,,,,,
331,PT10M09.00S,2021-05-09T18:33:56.5Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612738,60,80,2021-05-09T18:34:07Z,3290000,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,330.0,,,,,,,,,,,,,,,,,,
332,PT10M09.00S,2021-05-09T18:34:04.5Z,3,REGULAR,foul,personal,[],1629134,,,1610612738,60,80,2021-05-09T18:34:18Z,3300000,,,0,,K. Nunn loose ball personal FOUL (1 PF),"[1629134, 202684]",1610612748.0,MIA,loose ball,,,Nunn,K. Nunn,,,,,,,,,,,,,,1162.0,1.0,0.0,Thompson,202684.0,,,,,,,
334,PT10M01.00S,2021-05-09T18:34:30.0Z,3,REGULAR,foul,offensive,[],203935,,,1610612738,60,80,2021-05-09T18:34:39Z,3320000,,,0,,M. Smart charge offensive FOUL (4 PF),"[203935, 2772]",1610612738.0,BOS,charge,,,Smart,M. Smart,,,,,,,,,,,,,,203592.0,4.0,0.0,Ariza,2772.0,,,,,,,
336,PT10M01.00S,2021-05-09T18:34:30.0Z,3,REGULAR,turnover,offensive foul,[],203935,,,1610612738,60,80,2021-05-09T18:34:30Z,3340000,,,0,,M. Smart offensive foul TURNOVER (4 TO),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,4.0,,,203592.0,,,,,,,,,,,
337,PT09M49.00S,2021-05-09T18:34:58.2Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1629134,77.26675427069645,6.2193627450980395,1610612748,60,80,2021-05-09T18:35:07Z,3350000,-219.0,161.0,1,right,MISS K. Nunn 27' 3PT,[1629134],1610612748.0,MIA,,,,Nunn,K. Nunn,,,,,27.19,Missed,,,,,,,,,,,,,,,,,,,
338,PT09M46.00S,2021-05-09T18:35:01.2Z,3,REGULAR,rebound,defensive,[],1628369,,,1610612738,60,80,2021-05-09T18:35:07Z,3360000,,,0,,J. Tatum REBOUND (Off:0 Def:2),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,337.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
339,PT09M35.00S,2021-05-09T18:35:14.0Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203935,7.440867279894875,44.676776960784316,1610612738,60,80,2021-05-09T18:35:31Z,3370000,27.0,17.0,1,left,MISS M. Smart driving Layup,[203935],1610612738.0,BOS,driving,,,Smart,M. Smart,,,,,3.18,Missed,,,,,,,,,,,,,,,,,,,
340,PT09M33.00S,2021-05-09T18:35:16.0Z,3,REGULAR,rebound,defensive,[],1629130,,,1610612748,60,80,2021-05-09T18:35:31Z,3380000,,,0,,D. Robinson REBOUND (Off:0 Def:3),[1629130],1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,,,339.0,3.0,3.0,0.0,,,,,,,,,,,,,,,
341,PT09M32.00S,2021-05-09T18:35:20.1Z,3,REGULAR,foul,personal,[],1628369,,,1610612748,60,80,2021-05-09T18:36:19Z,3390000,,,0,,J. Tatum take personal FOUL (3 PF),"[1628369, 202710]",1610612738.0,BOS,take,,,Tatum,J. Tatum,,,,,,,,,,,,,,1162.0,3.0,0.0,Butler,202710.0,,,,,,,
343,PT09M18.00S,2021-05-09T18:35:55.8Z,3,REGULAR,foul,personal,[],203095,,,1610612748,60,80,2021-05-09T18:36:07Z,3410000,,,0,,E. Fournier personal FOUL (3 PF),"[203095, 1629130]",1610612738.0,BOS,,,,Fournier,E. Fournier,,,,,,,,,,,,,,1155.0,3.0,0.0,Robinson,1629130.0,,,,,,,
345,PT09M12.00S,2021-05-09T18:36:17.0Z,3,REGULAR,3pt,Jump Shot,[],1629130,74.06373193166885,13.549325980392158,1610612748,60,83,2021-05-09T18:36:22Z,3430000,-182.0,191.0,1,right,D. Robinson 26' 3PT  (16 PTS) (J. Butler 8 AST),"[1629130, 202710]",1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,26.43,Made,,,,,,,,,,,,,16.0,J. Butler,202710.0,8.0,,,
347,PT08M54.00S,2021-05-09T18:36:34.6Z,3,REGULAR,3pt,Jump Shot,[],203095,4.155716162943495,3.990502450980392,1610612738,63,83,2021-05-09T18:36:39Z,3450000,230.0,-13.0,1,left,E. Fournier 3PT  (13 PTS) (J. Tatum 3 AST),"[203095, 1628369]",1610612738.0,BOS,,,,Fournier,E. Fournier,,,,,23.04,Made,,,,,,,,,,,,,13.0,J. Tatum,1628369.0,3.0,,,
349,PT08M43.00S,2021-05-09T18:36:48.9Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612748,63,83,2021-05-09T18:36:48Z,3470000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350,PT08M41.00S,2021-05-09T18:37:11.0Z,3,REGULAR,3pt,Jump Shot,[],1629130,84.05059132720105,94.921875,1610612748,63,83,2021-05-09T18:37:18Z,3480000,225.0,97.0,1,right,MISS D. Robinson 24' 3PT,[1629130],1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,24.48,Missed,,,,,,,,,,,,,,,,,,,
351,PT08M39.00S,2021-05-09T18:37:13.0Z,3,REGULAR,rebound,defensive,[],202684,,,1610612738,63,83,2021-05-09T18:37:18Z,3490000,,,0,,T. Thompson REBOUND (Off:1 Def:6),[202684],1610612738.0,BOS,,,,Thompson,T. Thompson,,,,,,,350.0,7.0,6.0,1.0,,,,,,,,,,,,,,,
352,PT08M30.00S,2021-05-09T18:37:21.4Z,3,REGULAR,2pt,Jump Shot,[],202689,3.235873850197109,17.22579656862745,1610612738,63,83,2021-05-09T18:37:30Z,3500000,164.0,-22.0,1,left,MISS K. Walker 16' pullup Shot,[202689],1610612738.0,BOS,pullup,,,Walker,K. Walker,,,,,16.54,Missed,,,,,,,,,,,,,,,,,,,
353,PT08M28.00S,2021-05-09T18:37:23.4Z,3,REGULAR,rebound,defensive,[],202710,,,1610612748,63,83,2021-05-09T18:37:30Z,3510000,,,0,,J. Butler REBOUND (Off:1 Def:4),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,352.0,5.0,4.0,1.0,,,,,,,,,,,,,,,
354,PT08M16.00S,2021-05-09T18:37:36.5Z,3,REGULAR,3pt,Jump Shot,[],1629134,86.67871222076215,94.921875,1610612748,63,83,2021-05-09T18:37:43Z,3520000,225.0,73.0,1,right,MISS K. Nunn 3PT,[1629134],1610612748.0,MIA,,,,Nunn,K. Nunn,,,,,23.61,Missed,,,,,,,,,,,,,,,,,,,
355,PT08M14.00S,2021-05-09T18:37:38.5Z,3,REGULAR,rebound,defensive,[],202689,,,1610612738,63,83,2021-05-09T18:37:43Z,3530000,,,0,,K. Walker REBOUND (Off:0 Def:1),[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,354.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
356,PT08M06.00S,2021-05-09T18:37:45.7Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203095,7.835085413929041,39.5297181372549,1610612738,65,83,2021-05-09T18:38:20Z,3540000,52.0,21.0,1,left,E. Fournier driving finger roll Layup (15 PTS) (K. Walker 3 AST),"[203095, 202689]",1610612738.0,BOS,driving finger roll,,,Fournier,E. Fournier,,,,,5.65,Made,,,,,,,,,,,,,15.0,K. Walker,202689.0,3.0,,,
358,PT07M49.00S,2021-05-09T18:38:06.8Z,3,REGULAR,turnover,out-of-bounds,[],1628389,,,1610612748,65,83,2021-05-09T18:39:52Z,3560000,,,0,,B. Adebayo bad pass out-of-bounds TURNOVER (2 TO),[1628389],1610612748.0,MIA,bad pass,,,Adebayo,B. Adebayo,,,,,,,,,,,2.0,,,1162.0,,,,,,,,,,,
