actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
96,PT04M39.00S,2021-02-12T00:54:12.0Z,1,REGULAR,substitution,out,[],1628464,,,1610612738,21,14,2021-02-12T00:54:17Z,930000,,,0,,SUB out: D. Theis,[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,,,,,,,,,,,,,,
97,PT04M39.00S,2021-02-12T00:54:12.0Z,1,REGULAR,substitution,in,[],202684,,,1610612738,21,14,2021-02-12T00:54:17Z,940000,,,0,,SUB in: T. Thompson,[202684],1610612738.0,BOS,,,,Thompson,T. Thompson,,,,,,,,,,,,,,,,,,,,,,,,
98,PT04M39.00S,2021-02-12T00:54:35.0Z,1,REGULAR,freethrow,2 of 2,[],202689,,,1610612738,22,14,2021-02-12T00:54:35Z,950000,,,0,,K. Walker Free Throw 2 of 2 (8 PTS),[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,Made,8.0,,,,,,,,,,,,,,,,,
99,PT04M23.00S,2021-02-12T00:54:53.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629056,9.017739816031538,47.372855392156865,1610612761,22,14,2021-02-12T00:55:02Z,960000,13.0,32.0,1,left,MISS T. Davis Jump Shot,[1629056],1610612761.0,TOR,,,,Davis,T. Davis,,,,,3.49,Missed,,,,,,,,,,,,,,,,,,
100,PT04M19.00S,2021-02-12T00:54:57.7Z,1,REGULAR,rebound,defensive,[],202684,,,1610612738,22,14,2021-02-12T00:55:02Z,970000,,,0,,T. Thompson REBOUND (Off:0 Def:1),[202684],1610612738.0,BOS,,,,Thompson,T. Thompson,,,,,,,,,,,99.0,1.0,1.0,0.0,,,,,,,,,,
101,PT04M15.00S,2021-02-12T00:55:02.2Z,1,REGULAR,turnover,bad pass,[],202689,,,1610612738,22,14,2021-02-12T00:55:07Z,980000,,,0,,K. Walker bad pass TURNOVER (2 TO),"[202689, 1628449]",1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,,,,,,,,,2.0,Boucher,1628449.0,,,,,,,
102,PT04M15.00S,2021-02-12T00:55:02.2Z,1,REGULAR,steal,,[],1628449,,,1610612761,22,14,2021-02-12T00:56:38Z,990000,,,0,,C. Boucher STEAL (1 STL),[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,,,,,,,,,,,,,,,,,,,,
103,PT04M11.00S,2021-02-12T00:55:05.8Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1627761,4.155716162943495,51.78462009803921,1610612761,22,16,2021-02-12T00:55:14Z,1000000,-9.0,-13.0,1,left,D. Bembry running DUNK (2 PTS) (P. Siakam 1 AST),"[1627761, 1627783]",1610612761.0,TOR,running,,,Bembry,D. Bembry,,,,,1.61,Made,2.0,P. Siakam,1627783.0,1.0,,,,,,,,,,,,,,
105,PT03M51.00S,2021-02-12T00:55:30.3Z,1,REGULAR,turnover,lost ball,[],1627759,,,1610612738,22,16,2021-02-12T00:57:15Z,1020000,,,0,,J. Brown lost ball TURNOVER (1 TO),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,1.0,,,,,,,,,
106,PT03M51.00S,2021-02-12T00:55:33.8Z,1,REGULAR,foul,personal,[],1627759,,,1610612761,22,16,2021-02-12T00:55:39Z,1030000,,,0,,J. Brown loose ball personal FOUL (1 PF),"[1627759, 1627832]",1610612738.0,BOS,loose ball,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,1155.0,1.0,0.0,VanVleet,1627832.0,,
108,PT03M51.00S,2021-02-12T00:55:41.3Z,1,REGULAR,substitution,out,[],202689,,,1610612761,22,16,2021-02-12T00:55:43Z,1050000,,,0,,SUB out: K. Walker,[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,,,,,,,,,,,,,,,,,,
109,PT03M51.00S,2021-02-12T00:55:41.3Z,1,REGULAR,substitution,in,[],1628369,,,1610612761,22,16,2021-02-12T00:55:43Z,1060000,,,0,,SUB in: J. Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,
110,PT03M39.00S,2021-02-12T00:56:01.5Z,1,REGULAR,foul,personal,['2freethrow'],202684,,,1610612761,22,16,2021-02-12T00:56:09Z,1070000,,,0,,T. Thompson shooting personal FOUL (1 PF) (Boucher 2 FT),"[202684, 1628449]",1610612738.0,BOS,shooting,,,Thompson,T. Thompson,,,,,,,,,,,,,,,,,,1628953.0,1.0,0.0,Boucher,1628449.0,,
112,PT03M39.00S,2021-02-12T00:56:23.5Z,1,REGULAR,freethrow,1 of 2,['fromturnover'],1628449,,,1610612761,22,17,2021-02-12T00:56:23Z,1090000,,,0,,C. Boucher Free Throw 1 of 2 (3 PTS),[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
113,PT03M39.00S,2021-02-12T00:56:26.7Z,1,REGULAR,substitution,out,[],1627759,,,1610612761,22,17,2021-02-12T00:56:44Z,1100000,,,0,,SUB out: J. Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,
114,PT03M39.00S,2021-02-12T00:56:26.7Z,1,REGULAR,substitution,out,[],1627783,,,1610612761,22,17,2021-02-12T00:56:44Z,1110000,,,0,,SUB out: P. Siakam,[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,,,,,,,,,,,,,,,,,,
115,PT03M39.00S,2021-02-12T00:56:26.7Z,1,REGULAR,substitution,in,[],1629035,,,1610612761,22,17,2021-02-12T00:56:44Z,1120000,,,0,,SUB in: C. Edwards,[1629035],1610612738.0,BOS,,,,Edwards,C. Edwards,,,,,,,,,,,,,,,,,,,,,,,,
116,PT03M39.00S,2021-02-12T00:56:26.7Z,1,REGULAR,substitution,in,[],1626181,,,1610612761,22,17,2021-02-12T00:56:44Z,1130000,,,0,,SUB in: N. Powell,[1626181],1610612761.0,TOR,,,,Powell,N. Powell,,,,,,,,,,,,,,,,,,,,,,,,
117,PT03M39.00S,2021-02-12T00:56:50.3Z,1,REGULAR,freethrow,2 of 2,['fromturnover'],1628449,,,1610612761,22,18,2021-02-12T00:56:50Z,1140000,,,0,,C. Boucher Free Throw 2 of 2 (4 PTS),[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,,Made,4.0,,,,,,,,,,,,,,,,,
118,PT03M18.00S,2021-02-12T00:57:13.8Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628449,,,1610612738,22,18,2021-02-12T00:57:20Z,1150000,,,0,,C. Boucher shooting personal FOUL (2 PF) (Pritchard 2 FT),"[1628449, 1630202]",1610612761.0,TOR,shooting,,,Boucher,C. Boucher,,,,,,,,,,,,,,,,,,1628953.0,2.0,0.0,Pritchard,1630202.0,,
120,PT03M18.00S,2021-02-12T00:57:39.1Z,1,REGULAR,freethrow,1 of 2,[],1630202,,,1610612738,23,18,2021-02-12T00:57:39Z,1170000,,,0,,P. Pritchard Free Throw 1 of 2 (1 PTS),[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
121,PT03M18.00S,2021-02-12T00:57:53.7Z,1,REGULAR,freethrow,2 of 2,[],1630202,,,1610612738,24,18,2021-02-12T00:57:53Z,1180000,,,0,,P. Pritchard Free Throw 2 of 2 (2 PTS),[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,Made,2.0,,,,,,,,,,,,,,,,,
122,PT03M04.00S,2021-02-12T00:58:08.6Z,1,REGULAR,2pt,Jump Shot,[],1629056,23.078186596583443,63.549325980392155,1610612761,24,18,2021-02-12T00:58:24Z,1190000,-68.0,164.0,1,left,MISS T. Davis 17' Jump Shot,[1629056],1610612761.0,TOR,,,,Davis,T. Davis,,,,,17.78,Missed,,,,,,,,,,,,,,,,,,
123,PT03M00.00S,2021-02-12T00:58:12.6Z,1,REGULAR,rebound,defensive,[],1628400,,,1610612738,24,18,2021-02-12T00:58:24Z,1200000,,,0,,S. Ojeleye REBOUND (Off:1 Def:2),[1628400],1610612738.0,BOS,,,,Ojeleye,S. Ojeleye,,,,,,,,,,,122.0,3.0,2.0,1.0,,,,,,,,,,
124,PT02M54.00S,2021-02-12T00:58:19.1Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],202684,91.93495400788436,52.51991421568627,1610612738,24,18,2021-02-12T00:58:33Z,1210000,13.0,23.0,1,right,MISS T. Thompson turnaround Hook,[202684],1610612738.0,BOS,turnaround,,,Thompson,T. Thompson,,,,,2.65,Missed,,,,,,,,,,,,,,,,,,
125,PT02M51.00S,2021-02-12T00:58:22.1Z,1,REGULAR,rebound,defensive,[],1628449,,,1610612761,24,18,2021-02-12T00:58:33Z,1220000,,,0,,C. Boucher REBOUND (Off:0 Def:1),[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,,,,,,,124.0,1.0,1.0,0.0,,,,,,,,,,
126,PT02M48.00S,2021-02-12T00:58:27.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1626181,7.835085413929041,46.392463235294116,1610612761,24,20,2021-02-12T00:58:43Z,1230000,18.0,21.0,1,left,N. Powell driving finger roll Layup (4 PTS) (C. Boucher 1 AST),"[1626181, 1628449]",1610612761.0,TOR,driving finger roll,,,Powell,N. Powell,,,,,2.77,Made,4.0,C. Boucher,1628449.0,1.0,,,,,,,,,,,,,,
127,PT02M48.00S,2021-02-12T00:58:30.4Z,1,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1629035,,,1610612761,24,20,2021-02-12T00:58:46Z,1240000,,,0,,C. Edwards shooting personal FOUL (1 PF) (Powell 1 FT),"[1629035, 1626181]",1610612738.0,BOS,shooting,,,Edwards,C. Edwards,,,,,,,,,,,,,,,,,,1628953.0,1.0,0.0,Powell,1626181.0,,
129,PT02M48.00S,2021-02-12T00:58:48.9Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612761,24,20,2021-02-12T01:02:23Z,1260000,,,0,,TOR Timeout,[],1610612761.0,TOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,PT02M48.00S,2021-02-12T01:00:57.8Z,1,REGULAR,substitution,out,[],1628400,,,1610612761,24,20,2021-02-12T01:02:23Z,1270000,,,0,,SUB out: S. Ojeleye,[1628400],1610612738.0,BOS,,,,Ojeleye,S. Ojeleye,,,,,,,,,,,,,,,,,,,,,,,,
132,PT02M48.00S,2021-02-12T01:00:57.8Z,1,REGULAR,substitution,out,[],1627832,,,1610612761,24,20,2021-02-12T01:02:23Z,1280000,,,0,,SUB out: F. VanVleet,[1627832],1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,,,,,,,,,,,,,,,,,,,,
133,PT02M48.00S,2021-02-12T01:00:57.8Z,1,REGULAR,substitution,out,[],1628449,,,1610612761,24,20,2021-02-12T01:02:23Z,1290000,,,0,,SUB out: C. Boucher,[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,,,,,,,,,,,,,,,,,,,,
134,PT02M48.00S,2021-02-12T01:00:57.8Z,1,REGULAR,substitution,in,[],1629684,,,1610612761,24,20,2021-02-12T01:02:23Z,1300000,,,0,,SUB in: G. Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,
135,PT02M48.00S,2021-02-12T01:00:57.8Z,1,REGULAR,substitution,in,[],200768,,,1610612761,24,20,2021-02-12T01:02:23Z,1310000,,,0,,SUB in: K. Lowry,[200768],1610612761.0,TOR,,,,Lowry,K. Lowry,,,,,,,,,,,,,,,,,,,,,,,,
136,PT02M48.00S,2021-02-12T01:00:57.8Z,1,REGULAR,substitution,in,[],203382,,,1610612761,24,20,2021-02-12T01:02:23Z,1320000,,,0,,SUB in: A. Baynes,[203382],1610612761.0,TOR,,,,Baynes,A. Baynes,,,,,,,,,,,,,,,,,,,,,,,,
137,PT02M48.00S,2021-02-12T01:01:42.3Z,1,REGULAR,freethrow,1 of 1,['fastbreak'],1626181,,,1610612761,24,21,2021-02-12T01:01:42Z,1330000,,,0,,N. Powell Free Throw 1 of 1 (5 PTS),[1626181],1610612761.0,TOR,,,,Powell,N. Powell,,,,,,Made,5.0,,,,,,,,,,,,,,,,,
138,PT02M27.00S,2021-02-12T01:02:04.1Z,1,REGULAR,2pt,Jump Shot,[],1628369,74.98357424441524,53.74540441176471,1610612738,26,21,2021-02-12T01:02:09Z,1340000,19.0,183.0,1,right,J. Tatum 18' Jump Shot (2 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,18.37,Made,2.0,,,,,,,,,,,,,,,,,
139,PT02M11.00S,2021-02-12T01:02:20.7Z,1,REGULAR,3pt,Jump Shot,[],200768,32.802233902759525,22.61795343137255,1610612761,26,21,2021-02-12T01:02:31Z,1350000,137.0,256.0,1,left,MISS K. Lowry 29' 3PT,[200768],1610612761.0,TOR,,,,Lowry,K. Lowry,,,,,29.01,Missed,,,,,,,,,,,,,,,,,,
140,PT02M08.00S,2021-02-12T01:02:23.7Z,1,REGULAR,rebound,defensive,[],202684,,,1610612738,26,21,2021-02-12T01:02:31Z,1360000,,,0,,T. Thompson REBOUND (Off:0 Def:2),[202684],1610612738.0,BOS,,,,Thompson,T. Thompson,,,,,,,,,,,139.0,2.0,2.0,0.0,,,,,,,,,,
141,PT02M00.00S,2021-02-12T01:02:32.5Z,1,REGULAR,3pt,Jump Shot,[],1630202,89.70105124835742,3.990502450980392,1610612738,29,21,2021-02-12T01:02:37Z,1370000,-230.0,44.0,1,right,P. Pritchard 3PT  (5 PTS) (J. Tatum 3 AST),"[1630202, 1628369]",1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,23.42,Made,5.0,J. Tatum,1628369.0,3.0,,,,,,,,,,,,,,
143,PT01M45.00S,2021-02-12T01:02:48.9Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628369,,,1610612761,29,21,2021-02-12T01:03:02Z,1390000,,,0,,J. Tatum personal FOUL (1 PF) (Powell 2 FT),"[1628369, 1626181]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,2534.0,1.0,0.0,Powell,1626181.0,,
145,PT01M45.00S,2021-02-12T01:03:25.1Z,1,REGULAR,freethrow,1 of 2,[],1626181,,,1610612761,29,22,2021-02-12T01:03:25Z,1410000,,,0,,N. Powell Free Throw 1 of 2 (6 PTS),[1626181],1610612761.0,TOR,,,,Powell,N. Powell,,,,,,Made,6.0,,,,,,,,,,,,,,,,,
146,PT01M45.00S,2021-02-12T01:03:37.4Z,1,REGULAR,freethrow,2 of 2,[],1626181,,,1610612761,29,23,2021-02-12T01:03:37Z,1420000,,,0,,N. Powell Free Throw 2 of 2 (7 PTS),[1626181],1610612761.0,TOR,,,,Powell,N. Powell,,,,,,Made,7.0,,,,,,,,,,,,,,,,,
147,PT01M28.00S,2021-02-12T01:03:55.1Z,1,REGULAR,3pt,Jump Shot,[],1630202,68.54467805519053,20.166973039215684,1610612738,32,23,2021-02-12T01:04:01Z,1430000,-149.0,243.0,1,right,P. Pritchard 28' 3PT  (8 PTS) (J. Tatum 4 AST),"[1630202, 1628369]",1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,28.53,Made,8.0,J. Tatum,1628369.0,4.0,,,,,,,,,,,,,,
149,PT01M18.00S,2021-02-12T01:04:04.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],200768,5.469776609724048,54.970894607843135,1610612761,32,25,2021-02-12T01:04:11Z,1450000,-25.0,-1.0,1,left,K. Lowry driving Layup (8 PTS),[200768],1610612761.0,TOR,driving,,,Lowry,K. Lowry,,,,,2.49,Made,8.0,,,,,,,,,,,,,,,,,
150,PT01M01.00S,2021-02-12T01:04:21.8Z,1,REGULAR,3pt,Jump Shot,[],1629684,91.59001314060447,95.92524509803921,1610612738,32,25,2021-02-12T01:04:30Z,1460000,230.0,27.0,1,right,MISS G. Williams 3PT,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,23.11,Missed,,,,,,,,,,,,,,,,,,
151,PT01M00.00S,2021-02-12T01:04:22.8Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612738,32,25,2021-02-12T01:04:30Z,1470000,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,,,150.0,,,,,,,,,,,,,
152,PT01M00.00S,2021-02-12T01:04:29.5Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203382,,,1610612738,32,25,2021-02-12T01:04:38Z,1480000,,,0,,A. Baynes loose ball personal FOUL (1 PF) (Thompson 2 FT),"[203382, 202684]",1610612761.0,TOR,loose ball,,,Baynes,A. Baynes,,,,,,,,,,,,,,,,,,1628953.0,1.0,0.0,Thompson,202684.0,,
154,PT01M00.00S,2021-02-12T01:04:57.4Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],202684,,,1610612738,32,25,2021-02-12T01:04:57Z,1500000,,,0,,MISS T. Thompson Free Throw 1 of 2,[202684],1610612738.0,BOS,,,,Thompson,T. Thompson,,,,,,Missed,,,,,,,,,,,,,,,,,,
155,PT01M00.00S,2021-02-12T01:04:57.4Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612738,32,25,2021-02-12T01:04:57Z,1510000,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,,,154.0,,,,,,,,,,,,,
156,PT01M00.00S,2021-02-12T01:04:57.4Z,1,REGULAR,freethrow,2 of 2,['2ndchance'],202684,,,1610612738,32,25,2021-02-12T01:05:25Z,1520000,,,0,,MISS T. Thompson Free Throw 2 of 2,[202684],1610612738.0,BOS,,,,Thompson,T. Thompson,,,,,,Missed,,,,,,,,,,,,,,,,,,
157,PT01M00.00S,2021-02-12T01:04:57.4Z,1,REGULAR,rebound,defensive,[],1627761,,,1610612761,32,25,2021-02-12T01:06:34Z,1530000,,,0,,D. Bembry REBOUND (Off:0 Def:1),[1627761],1610612761.0,TOR,,,,Bembry,D. Bembry,,,,,,,,,,,156.0,1.0,1.0,0.0,,,,,,,,,,
158,PT00M49.10S,2021-02-12T01:05:29.9Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630202,,,1610612761,32,25,2021-02-12T01:05:40Z,1540000,,,0,,P. Pritchard shooting personal FOUL (1 PF) (Lowry 2 FT),"[1630202, 200768]",1610612738.0,BOS,shooting,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,2534.0,1.0,0.0,Lowry,200768.0,,
160,PT00M49.10S,2021-02-12T01:05:55.4Z,1,REGULAR,freethrow,1 of 2,[],200768,,,1610612761,32,26,2021-02-12T01:05:55Z,1560000,,,0,,K. Lowry Free Throw 1 of 2 (9 PTS),[200768],1610612761.0,TOR,,,,Lowry,K. Lowry,,,,,,Made,9.0,,,,,,,,,,,,,,,,,
161,PT00M49.10S,2021-02-12T01:05:59.6Z,1,REGULAR,substitution,out,[],1629056,,,1610612761,32,26,2021-02-12T01:06:04Z,1570000,,,0,,SUB out: T. Davis,[1629056],1610612761.0,TOR,,,,Davis,T. Davis,,,,,,,,,,,,,,,,,,,,,,,,
162,PT00M49.10S,2021-02-12T01:05:59.6Z,1,REGULAR,substitution,in,[],1626169,,,1610612761,32,26,2021-02-12T01:06:04Z,1580000,,,0,,SUB in: S. Johnson,[1626169],1610612761.0,TOR,,,,Johnson,S. Johnson,,,,,,,,,,,,,,,,,,,,,,,,
163,PT00M49.10S,2021-02-12T01:06:21.3Z,1,REGULAR,freethrow,2 of 2,[],200768,,,1610612761,32,27,2021-02-12T01:06:21Z,1590000,,,0,,K. Lowry Free Throw 2 of 2 (10 PTS),[200768],1610612761.0,TOR,,,,Lowry,K. Lowry,,,,,,Made,10.0,,,,,,,,,,,,,,,,,
164,PT00M34.10S,2021-02-12T01:06:39.9Z,1,REGULAR,3pt,Jump Shot,[],1628369,71.04139290407359,17.22579656862745,1610612738,32,27,2021-02-12T01:06:46Z,1600000,-164.0,220.0,1,right,MISS J. Tatum 27' 3PT,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,27.41,Missed,,,,,,,,,,,,,,,,,,
165,PT00M31.10S,2021-02-12T01:06:42.9Z,1,REGULAR,rebound,offensive,[],202684,,,1610612738,32,27,2021-02-12T01:06:42Z,1610000,,,0,,T. Thompson REBOUND (Off:1 Def:2),[202684],1610612738.0,BOS,,,,Thompson,T. Thompson,,,,,,,,,,,164.0,3.0,2.0,1.0,,,,,,,,,,
166,PT00M30.00S,2021-02-12T01:06:44.2Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",202684,91.5407358738502,50.80422794117647,1610612738,32,27,2021-02-12T01:08:17Z,1620000,4.0,27.0,1,right,MISS T. Thompson Layup,[202684],1610612738.0,BOS,,,,Thompson,T. Thompson,,,,,2.73,Missed,,,,,,,,,,,,,,,,,,
167,PT00M30.00S,2021-02-12T01:06:44.2Z,1,REGULAR,rebound,offensive,[],202684,,,1610612738,32,27,2021-02-12T01:06:58Z,1630000,,,0,,T. Thompson REBOUND (Off:2 Def:2),[202684],1610612738.0,BOS,,,,Thompson,T. Thompson,,,,,,,,,,,166.0,4.0,2.0,2.0,,,,,,,,,,
168,PT00M28.80S,2021-02-12T01:06:48.2Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",202684,94.40999984741211,50.0,1610612738,34,27,2021-02-12T01:07:04Z,1640000,0.0,0.0,1,right,T. Thompson tip Layup (2 PTS),[202684],1610612738.0,BOS,tip,,,Thompson,T. Thompson,,,,,0.0,Made,2.0,,,,,,,,,,,,,,,,,
169,PT00M08.70S,2021-02-12T01:07:08.3Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],203382,11.514454664914586,49.333639705882355,1610612761,34,29,2021-02-12T01:08:40Z,1650000,3.0,56.0,1,left,A. Baynes Hook (2 PTS) (D. Bembry 1 AST),"[203382, 1627761]",1610612761.0,TOR,,,,Baynes,A. Baynes,,,,,5.58,Made,2.0,D. Bembry,1627761.0,1.0,,,,,,,,,,,,,,
171,PT00M01.10S,2021-02-12T01:07:27.9Z,1,REGULAR,foul,offensive,['inpenalty'],1628369,,,1610612738,34,29,2021-02-12T01:08:40Z,1670000,,,0,,J. Tatum charge offensive FOUL (2 PF),"[1628369, 203382]",1610612738.0,BOS,charge,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,1155.0,2.0,0.0,Baynes,203382.0,,
173,PT00M01.10S,2021-02-12T01:07:27.9Z,1,REGULAR,turnover,offensive foul,[],1628369,,,1610612738,34,29,2021-02-12T01:07:27Z,1690000,,,0,,J. Tatum offensive foul TURNOVER (2 TO),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,2.0,,,1155.0,,,,,,
174,PT00M01.10S,2021-02-12T01:07:42.0Z,1,REGULAR,substitution,out,[],1626169,,,1610612761,34,29,2021-02-12T01:07:48Z,1700000,,,0,,SUB out: S. Johnson,[1626169],1610612761.0,TOR,,,,Johnson,S. Johnson,,,,,,,,,,,,,,,,,,,,,,,,
175,PT00M01.10S,2021-02-12T01:07:42.0Z,1,REGULAR,substitution,in,[],1629056,,,1610612761,34,29,2021-02-12T01:07:48Z,1710000,,,0,,SUB in: T. Davis,[1629056],1610612761.0,TOR,,,,Davis,T. Davis,,,,,,,,,,,,,,,,,,,,,,,,
176,PT00M00.00S,2021-02-12T01:07:57.0Z,1,REGULAR,turnover,bad pass,[],200768,,,1610612761,34,29,2021-02-12T01:08:09Z,1720000,,,0,,K. Lowry bad pass TURNOVER (1 TO),"[200768, 1628369]",1610612761.0,TOR,,,,Lowry,K. Lowry,,,,,,,,,,,,,,,1.0,Tatum,1628369.0,,,,,,,
177,PT00M00.00S,2021-02-12T01:07:57.0Z,1,REGULAR,steal,,[],1628369,,,1610612738,34,29,2021-02-12T01:08:02Z,1730000,,,0,,J. Tatum STEAL (1 STL),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,
178,PT00M00.00S,2021-02-12T01:08:03.7Z,1,REGULAR,period,end,[],0,,,1610612738,34,29,2021-02-12T01:08:03Z,1740000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180,PT12M00.00S,2021-02-12T01:10:03.3Z,2,REGULAR,substitution,out,['startperiod'],1629035,,,1610612738,34,29,2021-02-12T01:10:30Z,1750000,,,0,,SUB out: C. Edwards,[1629035],1610612738.0,BOS,,,,Edwards,C. Edwards,,,,,,,,,,,,,,,,,,,,,,,,
181,PT12M00.00S,2021-02-12T01:10:03.3Z,2,REGULAR,substitution,out,['startperiod'],202684,,,1610612738,34,29,2021-02-12T01:10:30Z,1760000,,,0,,SUB out: T. Thompson,[202684],1610612738.0,BOS,,,,Thompson,T. Thompson,,,,,,,,,,,,,,,,,,,,,,,,
182,PT12M00.00S,2021-02-12T01:10:03.3Z,2,REGULAR,substitution,out,['startperiod'],1627761,,,1610612738,34,29,2021-02-12T01:10:30Z,1770000,,,0,,SUB out: D. Bembry,[1627761],1610612761.0,TOR,,,,Bembry,D. Bembry,,,,,,,,,,,,,,,,,,,,,,,,
183,PT12M00.00S,2021-02-12T01:10:03.3Z,2,REGULAR,substitution,out,['startperiod'],1629056,,,1610612738,34,29,2021-02-12T01:10:30Z,1780000,,,0,,SUB out: T. Davis,[1629056],1610612761.0,TOR,,,,Davis,T. Davis,,,,,,,,,,,,,,,,,,,,,,,,
184,PT12M00.00S,2021-02-12T01:10:03.3Z,2,REGULAR,substitution,in,['startperiod'],1627759,,,1610612738,34,29,2021-02-12T01:10:30Z,1790000,,,0,,SUB in: J. Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,
185,PT12M00.00S,2021-02-12T01:10:03.3Z,2,REGULAR,substitution,in,['startperiod'],1628464,,,1610612738,34,29,2021-02-12T01:10:30Z,1800000,,,0,,SUB in: D. Theis,[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,,,,,,,,,,,,,,
186,PT12M00.00S,2021-02-12T01:10:03.3Z,2,REGULAR,substitution,in,['startperiod'],1626169,,,1610612738,34,29,2021-02-12T01:10:30Z,1810000,,,0,,SUB in: S. Johnson,[1626169],1610612761.0,TOR,,,,Johnson,S. Johnson,,,,,,,,,,,,,,,,,,,,,,,,
187,PT12M00.00S,2021-02-12T01:10:03.3Z,2,REGULAR,substitution,in,['startperiod'],1627832,,,1610612738,34,29,2021-02-12T01:10:30Z,1820000,,,0,,SUB in: F. VanVleet,[1627832],1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,,,,,,,,,,,,,,,,,,,,
188,PT12M00.00S,2021-02-12T01:10:46.7Z,2,REGULAR,period,start,[],0,,,1610612761,34,29,2021-02-12T01:10:46Z,1830000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
