actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
17,PT10M46.00S,2021-02-12T00:41:29.3Z,1,REGULAR,3pt,Jump Shot,[],1628400,76.2976346911958,91.00030637254902,1610612738,7,0,2021-02-12T00:41:41Z,170000,205.0,170.0,1,right,S. Ojeleye 26' 3PT  (5 PTS) (J. Brown 2 AST),"[1628400, 1627759]",1610612738.0,BOS,,,,Ojeleye,S. Ojeleye,,,,,26.65,Made,5.0,J. Brown,1627759.0,2.0,,,,,,,,,,,,,,
19,PT10M25.00S,2021-02-12T00:41:50.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],200768,14.799605781865965,36.833639705882355,1610612761,7,0,2021-02-12T00:42:06Z,190000,66.0,87.0,1,left,MISS K. Lowry 10' pullup Shot,[200768],1610612761.0,TOR,pullup,,,Lowry,K. Lowry,,,,,10.88,Missed,,,,,,,,,,,,,,,,,,
20,PT10M22.00S,2021-02-12T00:41:53.9Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612738,7,0,2021-02-12T00:42:06Z,200000,,,0,,TEAM defensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,,,19.0,,,,,,,,,,,,,
29,PT10M22.00S,2021-02-12T00:42:00.9Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612738,7,0,2021-02-12T00:43:27Z,205000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,PT10M11.00S,2021-02-12T00:42:11.0Z,1,REGULAR,turnover,bad pass,[],202689,,,1610612738,7,0,2021-02-12T00:42:17Z,210000,,,0,,K. Walker bad pass TURNOVER (1 TO),"[202689, 1627832]",1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,,,,,,,,,1.0,VanVleet,1627832.0,,,,,,,
22,PT10M11.00S,2021-02-12T00:42:11.0Z,1,REGULAR,steal,,[],1627832,,,1610612761,7,0,2021-02-12T00:42:13Z,220000,,,0,,F. VanVleet STEAL (1 STL),[1627832],1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,,,,,,,,,,,,,,,,,,,,
23,PT10M06.00S,2021-02-12T00:42:16.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1627783,5.206964520367937,58.647365196078425,1610612761,7,0,2021-02-12T00:42:22Z,230000,-43.0,-4.0,1,left,MISS P. Siakam running Layup,[1627783],1610612761.0,TOR,running,,,Siakam,P. Siakam,,,,,4.33,Missed,,,,,,,,,,,,,,,,,,
24,PT10M04.00S,2021-02-12T00:42:18.1Z,1,REGULAR,rebound,defensive,[],202689,,,1610612738,7,0,2021-02-12T00:42:22Z,240000,,,0,,K. Walker REBOUND (Off:0 Def:1),[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,,,,,23.0,1.0,1.0,0.0,,,,,,,,,,
25,PT10M02.00S,2021-02-12T00:42:20.5Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1627759,66.17936925098554,24.823835784313726,1610612738,7,0,2021-02-12T00:42:27Z,250000,-126.0,265.0,1,right,MISS J. Brown 29' 3PT,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,29.37,Missed,,,,,,,,,,,,,,,,,,
26,PT09M56.00S,2021-02-12T00:42:26.5Z,1,REGULAR,rebound,defensive,[],203382,,,1610612761,7,0,2021-02-12T00:42:27Z,260000,,,0,,A. Baynes REBOUND (Off:1 Def:1),[203382],1610612761.0,TOR,,,,Baynes,A. Baynes,,,,,,,,,,,25.0,2.0,1.0,1.0,,,,,,,,,,
27,PT09M50.00S,2021-02-12T00:42:37.0Z,1,REGULAR,turnover,out-of-bounds,[],203382,,,1610612761,7,0,2021-02-12T00:42:51Z,270000,,,0,,A. Baynes lost ball out-of-bounds TURNOVER (1 TO),[203382],1610612761.0,TOR,lost ball,,,Baynes,A. Baynes,,,,,,,,,,,,,,,1.0,,,2534.0,,,,,,
28,PT09M37.00S,2021-02-12T00:42:52.8Z,1,REGULAR,turnover,out-of-bounds,[],1628369,,,1610612738,7,0,2021-02-12T00:43:01Z,280000,,,0,,J. Tatum bad pass out-of-bounds TURNOVER (1 TO),[1628369],1610612738.0,BOS,bad pass,,,Tatum,J. Tatum,,,,,,,,,,,,,,,1.0,,,2534.0,,,,,,
30,PT09M23.00S,2021-02-12T00:43:14.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",200768,5.601182654402102,46.63756127450981,1610612761,7,2,2021-02-12T00:43:18Z,290000,17.0,0.0,1,left,K. Lowry driving Layup (2 PTS) (A. Baynes 1 AST),"[200768, 203382]",1610612761.0,TOR,driving,,,Lowry,K. Lowry,,,,,1.68,Made,2.0,A. Baynes,203382.0,1.0,,,,,,,,,,,,,,
31,PT09M12.00S,2021-02-12T00:43:30.5Z,1,REGULAR,foul,personal,[],1626181,,,1610612738,7,2,2021-02-12T00:43:38Z,300000,,,0,,N. Powell personal FOUL (1 PF),"[1626181, 1627759]",1610612761.0,TOR,,,,Powell,N. Powell,,,,,,,,,,,,,,,,,,1155.0,1.0,0.0,Brown,1627759.0,,
33,PT09M12.00S,2021-02-12T00:43:38.4Z,1,REGULAR,substitution,out,[],203382,,,1610612738,7,2,2021-02-12T00:43:40Z,320000,,,0,,SUB out: A. Baynes,[203382],1610612761.0,TOR,,,,Baynes,A. Baynes,,,,,,,,,,,,,,,,,,,,,,,,
34,PT09M12.00S,2021-02-12T00:43:38.4Z,1,REGULAR,substitution,in,[],1628449,,,1610612738,7,2,2021-02-12T00:43:40Z,330000,,,0,,SUB in: C. Boucher,[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,,,,,,,,,,,,,,,,,,,,
36,PT09M07.00S,2021-02-12T00:43:54.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628464,90.14454664914587,53.033088235294116,1610612738,9,2,2021-02-12T00:44:03Z,340000,15.0,40.0,1,right,D. Theis driving floating bank Jump Shot (4 PTS) (J. Tatum 1 AST),"[1628464, 1628369]",1610612738.0,BOS,driving floating bank,,,Theis,D. Theis,,,,,4.29,Made,4.0,J. Tatum,1628369.0,1.0,,,,,,,,,,,,,,
37,PT08M51.00S,2021-02-12T00:44:09.5Z,1,REGULAR,3pt,Jump Shot,[],1626181,7.966491458607096,3.2552083333333335,1610612761,9,2,2021-02-12T00:44:17Z,350000,234.0,22.0,1,left,MISS N. Powell 3PT,[1626181],1610612761.0,TOR,,,,Powell,N. Powell,,,,,23.48,Missed,,,,,,,,,,,,,,,,,,
38,PT08M49.00S,2021-02-12T00:44:11.5Z,1,REGULAR,rebound,defensive,[],1628369,,,1610612738,9,2,2021-02-12T00:44:17Z,360000,,,0,,J. Tatum REBOUND (Off:0 Def:1),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,37.0,1.0,1.0,0.0,,,,,,,,,,
39,PT08M40.00S,2021-02-12T00:44:21.7Z,1,REGULAR,3pt,Jump Shot,[],1628464,76.03482260183968,11.34344362745098,1610612738,9,2,2021-02-12T00:44:28Z,370000,-193.0,173.0,1,right,MISS D. Theis 25' 3PT,[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,25.93,Missed,,,,,,,,,,,,,,,,,,
40,PT08M36.00S,2021-02-12T00:44:24.6Z,1,REGULAR,rebound,offensive,[],1628400,,,1610612738,9,2,2021-02-12T00:44:24Z,380000,,,0,,S. Ojeleye REBOUND (Off:1 Def:1),[1628400],1610612738.0,BOS,,,,Ojeleye,S. Ojeleye,,,,,,,,,,,39.0,2.0,1.0,1.0,,,,,,,,,,
42,PT08M27.00S,2021-02-12T00:44:34.0Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1628400,91.5407358738502,96.8826593137255,1610612738,9,2,2021-02-12T00:44:41Z,390000,234.0,27.0,1,right,MISS S. Ojeleye 3PT,[1628400],1610612738.0,BOS,,,,Ojeleye,S. Ojeleye,,,,,23.59,Missed,,,,,,,,,,,,,,,,,,
43,PT08M26.00S,2021-02-12T00:44:35.0Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612738,9,2,2021-02-12T00:44:41Z,400000,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,,,42.0,,,,,,,,,,,,,
44,PT08M26.00S,2021-02-12T00:44:42.6Z,1,REGULAR,foul,personal,[],1628449,,,1610612738,9,2,2021-02-12T00:44:58Z,410000,,,0,,C. Boucher loose ball personal FOUL (1 PF),"[1628449, 1628464]",1610612761.0,TOR,loose ball,,,Boucher,C. Boucher,,,,,,,,,,,,,,,,,,2534.0,1.0,0.0,Theis,1628464.0,,
46,PT08M17.00S,2021-02-12T00:45:00.3Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1628400,89.56964520367937,3.990502450980392,1610612738,12,2,2021-02-12T00:45:05Z,430000,-230.0,46.0,1,right,S. Ojeleye 3PT  (8 PTS) (J. Brown 3 AST),"[1628400, 1627759]",1610612738.0,BOS,,,,Ojeleye,S. Ojeleye,,,,,23.45,Made,8.0,J. Brown,1627759.0,3.0,,,,,,,,,,,,,,
48,PT08M03.00S,2021-02-12T00:45:13.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628449,7.046649145860711,48.59834558823529,1610612761,12,4,2021-02-12T00:45:18Z,450000,7.0,14.0,1,left,C. Boucher cutting Layup (2 PTS) (K. Lowry 1 AST),"[1628449, 200768]",1610612761.0,TOR,cutting,,,Boucher,C. Boucher,,,,,1.54,Made,2.0,K. Lowry,200768.0,1.0,,,,,,,,,,,,,,
50,PT07M43.00S,2021-02-12T00:45:33.1Z,1,REGULAR,3pt,Jump Shot,[],202689,66.83639947437582,66.00030637254902,1610612738,15,4,2021-02-12T00:45:38Z,470000,80.0,259.0,1,right,K. Walker 27' 3PT pullup (3 PTS) (D. Theis 1 AST),"[202689, 1628464]",1610612738.0,BOS,pullup,,,Walker,K. Walker,,,,,27.13,Made,3.0,D. Theis,1628464.0,1.0,,,,,,,,,,,,,,
52,PT07M32.00S,2021-02-12T00:45:44.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1626181,7.835085413929041,45.65716911764706,1610612761,15,6,2021-02-12T00:45:50Z,490000,22.0,21.0,1,left,N. Powell cutting Layup (2 PTS) (K. Lowry 2 AST),"[1626181, 200768]",1610612761.0,TOR,cutting,,,Powell,N. Powell,,,,,3.03,Made,2.0,K. Lowry,200768.0,2.0,,,,,,,,,,,,,,
54,PT07M22.00S,2021-02-12T00:45:57.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],202689,91.40932982917214,55.21599264705882,1610612738,15,6,2021-02-12T00:46:10Z,510000,26.0,28.0,1,right,MISS K. Walker driving Layup - blocked,"[202689, 1627832]",1610612738.0,BOS,driving,,,Walker,K. Walker,,,,,3.85,Missed,,,,,,,,,,,,,,,,,VanVleet,1627832.0
55,PT07M22.00S,2021-02-12T00:45:57.2Z,1,REGULAR,block,,[],1627832,,,1610612738,15,6,2021-02-12T00:47:36Z,520000,,,0,,F. VanVleet BLOCK (1 BLK),[1627832],1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,,,,,,,,,,,,,,,,,,,,
56,PT07M20.00S,2021-02-12T00:45:59.2Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612738,15,6,2021-02-12T00:46:10Z,530000,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,,,54.0,,,,,,,,,,,,,
57,PT07M20.00S,2021-02-12T00:46:03.0Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612738,15,6,2021-02-12T00:46:03Z,540000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,PT07M16.00S,2021-02-12T00:46:14.3Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1627759,83.52496714848883,44.18658088235294,1610612738,15,6,2021-02-12T00:46:34Z,550000,-29.0,102.0,1,right,MISS J. Brown 10' floating Shot,[1627759],1610612738.0,BOS,floating,,,Brown,J. Brown,,,,,10.65,Missed,,,,,,,,,,,,,,,,,,
59,PT07M14.00S,2021-02-12T00:46:16.3Z,1,REGULAR,rebound,offensive,[],1628464,,,1610612738,15,6,2021-02-12T00:46:34Z,560000,,,0,,D. Theis REBOUND (Off:1 Def:0),[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,58.0,1.0,0.0,1.0,,,,,,,,,,
60,PT07M14.00S,2021-02-12T00:46:21.8Z,1,REGULAR,foul,personal,['2freethrow'],1627783,,,1610612738,15,6,2021-02-12T00:46:40Z,570000,,,0,,P. Siakam shooting personal FOUL (1 PF) (Theis 2 FT),"[1627783, 1628464]",1610612761.0,TOR,shooting,,,Siakam,P. Siakam,,,,,,,,,,,,,,,,,,1155.0,1.0,0.0,Theis,1628464.0,,
62,PT07M14.00S,2021-02-12T00:46:41.7Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],1628464,,,1610612738,15,6,2021-02-12T00:46:58Z,590000,,,0,,MISS D. Theis Free Throw 1 of 2,[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,Missed,,,,,,,,,,,,,,,,,,
63,PT07M14.00S,2021-02-12T00:46:41.7Z,1,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612738,15,6,2021-02-12T00:46:58Z,600000,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,,,62.0,,,,,,,,,,,,,
64,PT07M14.00S,2021-02-12T00:46:41.7Z,1,REGULAR,freethrow,2 of 2,['2ndchance'],1628464,,,1610612738,15,6,2021-02-12T00:46:58Z,610000,,,0,,MISS D. Theis Free Throw 2 of 2,[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,Missed,,,,,,,,,,,,,,,,,,
65,PT07M14.00S,2021-02-12T00:46:41.7Z,1,REGULAR,rebound,offensive,[],1627759,,,1610612738,15,6,2021-02-12T00:47:03Z,620000,,,0,,J. Brown REBOUND (Off:1 Def:1),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,64.0,2.0,1.0,1.0,,,,,,,,,,
66,PT07M10.00S,2021-02-12T00:47:03.7Z,1,REGULAR,violation,kicked ball,[],1627783,,,1610612738,15,6,2021-02-12T00:47:16Z,630000,,,0,,P. Siakam kicked ball VIOLATION,[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,,,,,,,,,,,,2534.0,,,,,,
67,PT07M10.00S,2021-02-12T00:47:09.8Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612738,15,6,2021-02-12T00:47:09Z,640000,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,PT07M02.00S,2021-02-12T00:50:14.9Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1628464,91.40932982917214,48.59834558823529,1610612738,17,6,2021-02-12T00:50:19Z,650000,-7.0,28.0,1,right,D. Theis alley-oop DUNK (6 PTS) (J. Tatum 2 AST),"[1628464, 1628369]",1610612738.0,BOS,alley-oop,,,Theis,D. Theis,,,,,2.92,Made,6.0,J. Tatum,1628369.0,2.0,,,,,,,,,,,,,,
70,PT06M39.00S,2021-02-12T00:50:40.3Z,1,REGULAR,foul,personal,[],1628464,,,1610612761,17,6,2021-02-12T00:50:49Z,670000,,,0,,D. Theis personal FOUL (1 PF),"[1628464, 1627832]",1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,,,,,,,,1628953.0,1.0,0.0,VanVleet,1627832.0,,
72,PT06M39.00S,2021-02-12T00:50:50.1Z,1,REGULAR,substitution,out,[],1628369,,,1610612761,17,6,2021-02-12T00:50:56Z,690000,,,0,,SUB out: J. Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,
73,PT06M39.00S,2021-02-12T00:50:50.1Z,1,REGULAR,substitution,in,[],1630202,,,1610612761,17,6,2021-02-12T00:50:56Z,700000,,,0,,SUB in: P. Pritchard,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,,,,,,,
74,PT06M30.00S,2021-02-12T00:51:13.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],200768,7.703679369250986,49.08854166666667,1610612761,17,8,2021-02-12T00:51:19Z,710000,5.0,20.0,1,left,K. Lowry driving Layup (4 PTS) (F. VanVleet 1 AST),"[200768, 1627832]",1610612761.0,TOR,driving,,,Lowry,K. Lowry,,,,,2.04,Made,4.0,F. VanVleet,1627832.0,1.0,,,,,,,,,,,,,,
76,PT06M17.00S,2021-02-12T00:51:25.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],202689,91.67214191852825,54.72579656862745,1610612738,17,8,2021-02-12T00:51:36Z,730000,24.0,26.0,1,right,MISS K. Walker driving finger roll Layup - blocked,"[202689, 1628449]",1610612738.0,BOS,driving finger roll,,,Walker,K. Walker,,,,,3.5,Missed,,,,,,,,,,,,,,,,,Boucher,1628449.0
77,PT06M17.00S,2021-02-12T00:51:25.1Z,1,REGULAR,block,,[],1628449,,,1610612738,17,8,2021-02-12T00:52:07Z,740000,,,0,,C. Boucher BLOCK (1 BLK),[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,,,,,,,,,,,,,,,,,,,,
78,PT06M15.00S,2021-02-12T00:51:27.1Z,1,REGULAR,rebound,defensive,[],1627832,,,1610612761,17,8,2021-02-12T00:51:36Z,750000,,,0,,F. VanVleet REBOUND (Off:0 Def:1),[1627832],1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,,,,,,,76.0,1.0,1.0,0.0,,,,,,,,,,
79,PT06M12.00S,2021-02-12T00:51:33.0Z,1,REGULAR,foul,personal,[],202689,,,1610612761,17,8,2021-02-12T00:51:48Z,760000,,,0,,K. Walker personal FOUL (1 PF),"[202689, 200768]",1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,,,,,,,,,,,,1155.0,1.0,0.0,Lowry,200768.0,,
81,PT06M03.00S,2021-02-12T00:51:53.8Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1627783,6.652431011826544,48.353247549019606,1610612761,17,10,2021-02-12T00:52:01Z,780000,8.0,10.0,1,left,P. Siakam driving Hook (2 PTS),[1627783],1610612761.0,TOR,driving,,,Siakam,P. Siakam,,,,,1.29,Made,2.0,,,,,,,,,,,,,,,,,
82,PT05M44.00S,2021-02-12T00:52:12.3Z,1,REGULAR,3pt,Jump Shot,[],202689,74.19513797634691,12.078737745098039,1610612738,20,10,2021-02-12T00:52:18Z,790000,-190.0,190.0,1,right,K. Walker 26' 3PT  (6 PTS) (J. Brown 4 AST),"[202689, 1627759]",1610612738.0,BOS,,,,Walker,K. Walker,,,,,26.85,Made,6.0,J. Brown,1627759.0,4.0,,,,,,,,,,,,,,
84,PT05M35.00S,2021-02-12T00:52:21.8Z,1,REGULAR,2pt,Jump Shot,[],200768,16.951379763469117,72.39583333333334,1610612761,20,12,2021-02-12T00:52:33Z,810000,-112.0,107.0,1,left,K. Lowry 15' pullup Jump Shot (6 PTS),[200768],1610612761.0,TOR,pullup,,,Lowry,K. Lowry,,,,,15.48,Made,6.0,,,,,,,,,,,,,,,,,
85,PT05M18.00S,2021-02-12T00:52:38.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627759,89.70105124835742,54.48069852941176,1610612738,20,12,2021-02-12T00:52:44Z,820000,22.0,44.0,1,right,MISS J. Brown Jump Shot,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,4.96,Missed,,,,,,,,,,,,,,,,,,
86,PT05M16.00S,2021-02-12T00:52:40.5Z,1,REGULAR,rebound,defensive,[],1627783,,,1610612761,20,12,2021-02-12T00:52:44Z,830000,,,0,,P. Siakam REBOUND (Off:0 Def:1),[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,,,,,85.0,1.0,1.0,0.0,,,,,,,,,,
87,PT05M13.00S,2021-02-12T00:52:49.0Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612761,20,12,2021-02-12T00:52:49Z,840000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,PT05M13.00S,2021-02-12T00:52:55.0Z,1,REGULAR,substitution,out,[],200768,,,1610612761,20,12,2021-02-12T00:53:05Z,850000,,,0,,SUB out: K. Lowry,[200768],1610612761.0,TOR,,,,Lowry,K. Lowry,,,,,,,,,,,,,,,,,,,,,,,,
89,PT05M13.00S,2021-02-12T00:52:55.0Z,1,REGULAR,substitution,out,[],1626181,,,1610612761,20,12,2021-02-12T00:53:05Z,860000,,,0,,SUB out: N. Powell,[1626181],1610612761.0,TOR,,,,Powell,N. Powell,,,,,,,,,,,,,,,,,,,,,,,,
90,PT05M13.00S,2021-02-12T00:52:55.0Z,1,REGULAR,substitution,in,[],1629056,,,1610612761,20,12,2021-02-12T00:53:05Z,870000,,,0,,SUB in: T. Davis,[1629056],1610612761.0,TOR,,,,Davis,T. Davis,,,,,,,,,,,,,,,,,,,,,,,,
91,PT05M13.00S,2021-02-12T00:52:55.0Z,1,REGULAR,substitution,in,[],1627761,,,1610612761,20,12,2021-02-12T00:53:05Z,880000,,,0,,SUB in: D. Bembry,[1627761],1610612761.0,TOR,,,,Bembry,D. Bembry,,,,,,,,,,,,,,,,,,,,,,,,
92,PT05M01.00S,2021-02-12T00:53:19.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627783,7.178055190538765,54.23560049019608,1610612761,20,14,2021-02-12T00:53:25Z,890000,-21.0,15.0,1,left,P. Siakam turnaround Jump Shot (4 PTS),[1627783],1610612761.0,TOR,turnaround,,,Siakam,P. Siakam,,,,,2.6,Made,4.0,,,,,,,,,,,,,,,,,
93,PT04M39.00S,2021-02-12T00:53:43.9Z,1,REGULAR,foul,personal,['2freethrow'],1627783,,,1610612738,20,14,2021-02-12T00:53:57Z,900000,,,0,,P. Siakam shooting personal FOUL (2 PF) (Walker 2 FT),"[1627783, 202689]",1610612761.0,TOR,shooting,,,Siakam,P. Siakam,,,,,,,,,,,,,,,,,,1155.0,2.0,0.0,Walker,202689.0,,
95,PT04M39.00S,2021-02-12T00:54:10.9Z,1,REGULAR,freethrow,1 of 2,[],202689,,,1610612738,21,14,2021-02-12T00:54:10Z,920000,,,0,,K. Walker Free Throw 1 of 2 (7 PTS),[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,Made,7.0,,,,,,,,,,,,,,,,,
