actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,value
347,PT09M59.00S,2021-04-25T18:31:35.1Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629023,92.9862023653088,50.55912990196079,1610612766,65,56,2021-04-25T18:31:45Z,3380000,3.0,13.0,1,right,P. Washington reverse Layup (16 PTS) (M. Bridges 2 AST),"[1629023, 1628970]",1610612766.0,CHA,reverse,,,Washington,P. Washington,,,,,1.37,Made,16.0,M. Bridges,1628970.0,2.0,,,,,,,,,,,,,,,
349,PT09M36.00S,2021-04-25T18:31:58.2Z,3,REGULAR,2pt,Jump Shot,[],1628369,18.610381077529567,66.98069852941177,1610612738,65,58,2021-04-25T18:34:31Z,3400000,-85.0,122.0,1,left,J. Tatum 14' turnaround fadeaway Jump Shot (9 PTS),[1628369],1610612738.0,BOS,turnaround fadeaway,,,Tatum,J. Tatum,,,,,14.9,Made,9.0,,,,,,,,,,,,,,,,,,
350,PT09M27.00S,2021-04-25T18:32:06.3Z,3,REGULAR,3pt,Jump Shot,[],1629023,68.15045992115637,52.51991421568627,1610612766,68,58,2021-04-25T18:32:10Z,3410000,13.0,247.0,1,right,P. Washington 24' 3PT  (19 PTS) (T. Rozier 9 AST),"[1629023, 1626179]",1610612766.0,CHA,,,,Washington,P. Washington,,,,,24.72,Made,19.0,T. Rozier,1626179.0,9.0,,,,,,,,,,,,,,,
352,PT09M12.00S,2021-04-25T18:32:22.9Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628369,6.389618922470433,55.21599264705882,1610612738,68,58,2021-04-25T18:35:31Z,3430000,-26.0,8.0,1,left,MISS J. Tatum driving floating Shot,[1628369],1610612738.0,BOS,driving floating,,,Tatum,J. Tatum,,,,,2.72,Missed,,,,,,,,,,,,,,,,,,,
353,PT09M12.00S,2021-04-25T18:32:25.7Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612738,68,58,2021-04-25T18:32:25Z,3440000,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,352.0,,,,,,,,,,,,
354,PT09M12.00S,2021-04-25T18:32:26.9Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612738,68,58,2021-04-25T18:32:26Z,3450000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
355,PT09M07.00S,2021-04-25T18:32:42.0Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],202689,7.178055190538765,3.7454044117647056,1610612738,68,58,2021-04-25T18:32:45Z,3460000,231.0,15.0,1,left,MISS K. Walker 3PT,[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,23.18,Missed,,,,,,,,,,,,,,,,,,,
356,PT09M05.00S,2021-04-25T18:32:44.0Z,3,REGULAR,rebound,defensive,[],1628970,,,1610612766,68,58,2021-04-25T18:32:45Z,3470000,,,0,,M. Bridges REBOUND (Off:0 Def:3),[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,,,,,,,,355.0,3.0,3.0,0.0,,,,,,,,,
357,PT08M56.00S,2021-04-25T18:32:52.8Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1626179,93.38042049934296,53.255208333333336,1610612766,70,58,2021-04-25T18:33:02Z,3480000,16.0,10.0,1,right,T. Rozier driving DUNK (13 PTS) (C. Martin 3 AST),"[1626179, 1628998]",1610612766.0,CHA,driving,,,Rozier,T. Rozier,,,,,1.9,Made,13.0,C. Martin,1628998.0,3.0,,,,,,,,,,,,,,,
359,PT08M42.00S,2021-04-25T18:33:09.2Z,3,REGULAR,foul,personal,['2freethrow'],1629023,,,1610612738,70,58,2021-04-25T18:33:19Z,3500000,,,0,,P. Washington shooting personal FOUL (2 PF) (Walker 2 FT),"[1629023, 202689]",1610612766.0,CHA,shooting,,,Washington,P. Washington,,,,,,,,,,,,,,,,,202901.0,2.0,0.0,Walker,202689.0,,,,
361,PT08M42.00S,2021-04-25T18:33:34.7Z,3,REGULAR,freethrow,1 of 2,[],202689,,,1610612738,70,59,2021-04-25T18:33:58Z,3520000,,,0,,K. Walker Free Throw 1 of 2 (11 PTS),[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,Made,11.0,,,,,,,,,,,,,,,,,,
362,PT08M42.00S,2021-04-25T18:33:34.7Z,3,REGULAR,freethrow,2 of 2,[],202689,,,1610612738,70,59,2021-04-25T18:33:58Z,3530000,,,0,,MISS K. Walker Free Throw 2 of 2,[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,Missed,,,,,,,,,,,,,,,,,,,
363,PT08M40.00S,2021-04-25T18:33:36.7Z,3,REGULAR,rebound,defensive,[],1629023,,,1610612766,70,59,2021-04-25T18:33:58Z,3540000,,,0,,P. Washington REBOUND (Off:3 Def:3),[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,,,,,,,,,362.0,6.0,3.0,3.0,,,,,,,,,
364,PT08M25.00S,2021-04-25T18:34:06.7Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628970,92.32917214191852,52.76501225490197,1610612766,72,59,2021-04-25T18:40:02Z,3550000,14.0,20.0,1,right,M. Bridges driving reverse Layup (12 PTS),[1628970],1610612766.0,CHA,driving reverse,,,Bridges,M. Bridges,,,,,2.4,Made,12.0,,,,,,,,,,,,,,,,,,
365,PT08M16.00S,2021-04-25T18:34:16.9Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628369,7.178055190538765,50.06893382352941,1610612738,72,61,2021-04-25T18:39:00Z,3560000,0.0,15.0,1,left,J. Tatum driving finger roll Layup (11 PTS),[1628369],1610612738.0,BOS,driving finger roll,,,Tatum,J. Tatum,,,,,1.5,Made,11.0,,,,,,,,,,,,,,,,,,
366,PT08M07.00S,2021-04-25T18:34:24.4Z,3,REGULAR,3pt,Jump Shot,[],1628984,68.28186596583443,59.872855392156865,1610612766,75,61,2021-04-25T18:34:34Z,3570000,49.0,246.0,1,right,D. Graham 25' 3PT  (12 PTS) (T. Rozier 10 AST),"[1628984, 1626179]",1610612766.0,CHA,,,,Graham,D. Graham,,,,,25.06,Made,12.0,T. Rozier,1626179.0,10.0,,,,,,,,,,,,,,,
369,PT07M47.00S,2021-04-25T18:34:45.7Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1627759,6.389618922470433,50.80422794117647,1610612738,75,63,2021-04-25T18:34:50Z,3590000,-4.0,8.0,1,left,J. Brown Layup (14 PTS),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,0.86,Made,14.0,,,,,,,,,,,,,,,,,,
370,PT07M42.00S,2021-04-25T18:34:52.7Z,3,REGULAR,foul,personal,['2freethrow'],1627759,,,1610612766,75,63,2021-04-25T18:35:16Z,3600000,,,0,,J. Brown shooting personal FOUL (1 PF) (Graham 2 FT),"[1627759, 1628984]",1610612738.0,BOS,shooting,,,Brown,J. Brown,,,,,,,,,,,,,,,,,1151.0,1.0,0.0,Graham,1628984.0,,,,
372,PT07M42.00S,2021-04-25T18:35:27.2Z,3,REGULAR,freethrow,1 of 2,[],1628984,,,1610612766,76,63,2021-04-25T18:35:27Z,3620000,,,0,,D. Graham Free Throw 1 of 2 (13 PTS),[1628984],1610612766.0,CHA,,,,Graham,D. Graham,,,,,,Made,13.0,,,,,,,,,,,,,,,,,,
373,PT07M42.00S,2021-04-25T18:35:44.0Z,3,REGULAR,freethrow,2 of 2,[],1628984,,,1610612766,77,63,2021-04-25T18:35:44Z,3630000,,,0,,D. Graham Free Throw 2 of 2 (14 PTS),[1628984],1610612766.0,CHA,,,,Graham,D. Graham,,,,,,Made,14.0,,,,,,,,,,,,,,,,,,
374,PT07M29.00S,2021-04-25T18:36:02.7Z,3,REGULAR,foul,offensive,[],1628369,,,1610612738,77,63,2021-04-25T18:36:20Z,3640000,,,0,,J. Tatum charge offensive FOUL (3 PF),"[1628369, 1628984]",1610612738.0,BOS,charge,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,1151.0,3.0,0.0,Graham,1628984.0,,,,
376,PT07M29.00S,2021-04-25T18:36:02.7Z,3,REGULAR,turnover,offensive foul,[],1628369,,,1610612738,77,63,2021-04-25T18:36:02Z,3660000,,,0,,J. Tatum offensive foul TURNOVER (5 TO),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,1151.0,,,,,5.0,,,
420,PT07M06.00S,2021-04-25T18:36:44.1Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'defensivegoaltending']",1628998,92.55913272010513,50.42126225490196,1610612766,79,63,2021-04-25T18:47:50Z,3675000,2.0,17.0,1,right,C. Martin reverse Layup (13 PTS) (P. Washington 3 AST),"[1628998, 1629023]",1610612766.0,CHA,reverse,,,Martin,C. Martin,,,,,1.75,Made,13.0,P. Washington,1629023.0,3.0,,,,,,,,,,,,,,,
422,PT07M06.00S,2021-04-25T18:37:04.8Z,3,REGULAR,violation,defensive goaltending,[],202684,,,1610612766,79,63,2021-04-25T18:47:50Z,3686250,,,0,,T. Thompson defensive goaltending VIOLATION,[202684],1610612738.0,BOS,,,,Thompson,T. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,
379,PT07M06.00S,2021-04-25T18:37:25.6Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612738,79,63,2021-04-25T18:45:24Z,3690000,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
412,PT07M06.00S,2021-04-25T18:37:03.2Z,3,REGULAR,instantreplay,challenge,[],0,,,1610612738,79,63,2021-04-25T18:45:24Z,3700000,,,0,,,[],1610612738.0,BOS,overturned,,,,,,,,,,,,,,,,,,,,,1151.0,,,,,,,,No Foul on J. Brown
381,PT06M49.00S,2021-04-25T18:41:30.7Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203935,7.835085413929041,52.27481617647059,1610612738,79,63,2021-04-25T18:48:35Z,3710000,-11.0,21.0,1,left,MISS M. Smart driving reverse Layup,[203935],1610612738.0,BOS,driving reverse,,,Smart,M. Smart,,,,,2.4,Missed,,,,,,,,,,,,,,,,,,,
382,PT06M47.00S,2021-04-25T18:41:33.1Z,3,REGULAR,rebound,defensive,[],1628998,,,1610612766,79,63,2021-04-25T18:41:33Z,3720000,,,0,,C. Martin REBOUND (Off:0 Def:5),[1628998],1610612766.0,CHA,,,,Martin,C. Martin,,,,,,,,,,,,,381.0,5.0,5.0,0.0,,,,,,,,,
383,PT06M44.00S,2021-04-25T18:41:37.0Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1628970,93.11760840998686,49.57873774509804,1610612766,79,63,2021-04-25T18:48:32Z,3730000,-2.0,12.0,1,right,MISS M. Bridges running alley-oop Layup,[1628970],1610612766.0,CHA,running alley-oop,,,Bridges,M. Bridges,,,,,1.24,Missed,,,,,,,,,,,,,,,,,,,
384,PT06M40.00S,2021-04-25T18:41:41.0Z,3,REGULAR,rebound,offensive,[],1628984,,,1610612766,79,63,2021-04-25T18:56:09Z,3740000,,,0,,D. Graham REBOUND (Off:1 Def:1),[1628984],1610612766.0,CHA,,,,Graham,D. Graham,,,,,,,,,,,,,383.0,2.0,1.0,1.0,,,,,,,,,
385,PT06M39.00S,2021-04-25T18:41:41.2Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1626179,92.9862023653088,1.7846200980392155,1610612766,82,63,2021-04-25T18:41:51Z,3750000,-241.0,13.0,1,right,T. Rozier 24' 3PT  (16 PTS) (D. Graham 8 AST),"[1626179, 1628984]",1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,24.15,Made,16.0,D. Graham,1628984.0,8.0,,,,,,,,,,,,,,,
387,PT06M28.00S,2021-04-25T18:41:52.7Z,3,REGULAR,3pt,Jump Shot,[],203935,8.623521681997373,3.990502450980392,1610612738,82,66,2021-04-25T18:41:57Z,3770000,230.0,29.0,1,left,M. Smart 3PT  (10 PTS) (K. Walker 2 AST),"[203935, 202689]",1610612738.0,BOS,,,,Smart,M. Smart,,,,,23.18,Made,10.0,K. Walker,202689.0,2.0,,,,,,,,,,,,,,,
389,PT06M21.00S,2021-04-25T18:41:59.6Z,3,REGULAR,turnover,bad pass,[],1628984,,,1610612766,82,66,2021-04-25T18:44:38Z,3790000,,,0,,D. Graham bad pass TURNOVER (1 TO),"[1628984, 1628369]",1610612766.0,CHA,,,,Graham,D. Graham,,,,,,,,,,,,,,,,,,,,,,1.0,Tatum,1628369.0,
390,PT06M21.00S,2021-04-25T18:41:59.6Z,3,REGULAR,steal,,[],1628369,,,1610612738,82,66,2021-04-25T18:44:38Z,3800000,,,0,,J. Tatum STEAL (1 STL),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,
391,PT06M15.00S,2021-04-25T18:42:05.3Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],203935,29.122864651773984,27.029718137254903,1610612738,82,69,2021-04-25T18:42:16Z,3810000,115.0,221.0,1,left,M. Smart 24' 3PT  (13 PTS) (K. Walker 3 AST),"[203935, 202689]",1610612738.0,BOS,,,,Smart,M. Smart,,,,,24.94,Made,13.0,K. Walker,202689.0,3.0,,,,,,,,,,,,,,,
393,PT05M53.00S,2021-04-25T18:42:27.5Z,3,REGULAR,2pt,Jump Shot,[],1628984,75.64060446780552,39.5297181372549,1610612766,84,69,2021-04-25T18:51:12Z,3830000,-52.0,176.0,1,right,D. Graham 18' pullup Jump Shot (16 PTS) (C. Martin 4 AST),"[1628984, 1628998]",1610612766.0,CHA,pullup,,,Graham,D. Graham,,,,,18.41,Made,16.0,C. Martin,1628998.0,4.0,,,,,,,,,,,,,,,
394,PT05M41.00S,2021-04-25T18:42:48.6Z,3,REGULAR,foul,personal,['2freethrow'],1628984,,,1610612738,84,69,2021-04-25T18:43:03Z,3840000,,,0,,D. Graham shooting personal FOUL (2 PF) (Smart 2 FT),"[1628984, 203935]",1610612766.0,CHA,shooting,,,Graham,D. Graham,,,,,,,,,,,,,,,,,202901.0,2.0,0.0,Smart,203935.0,,,,
396,PT05M41.00S,2021-04-25T18:43:13.2Z,3,REGULAR,freethrow,1 of 2,[],203935,,,1610612738,84,70,2021-04-25T18:43:13Z,3860000,,,0,,M. Smart Free Throw 1 of 2 (14 PTS),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,Made,14.0,,,,,,,,,,,,,,,,,,
397,PT05M41.00S,2021-04-25T18:43:14.5Z,3,REGULAR,substitution,out,[],1628984,,,1610612738,84,70,2021-04-25T18:43:28Z,3870000,,,0,,SUB out: D. Graham,[1628984],1610612766.0,CHA,,,,Graham,D. Graham,,,,,,,,,,,,,,,,,,,,,,,,,
398,PT05M41.00S,2021-04-25T18:43:14.5Z,3,REGULAR,substitution,out,[],1628998,,,1610612738,84,70,2021-04-25T18:43:28Z,3880000,,,0,,SUB out: C. Martin,[1628998],1610612766.0,CHA,,,,Martin,C. Martin,,,,,,,,,,,,,,,,,,,,,,,,,
399,PT05M41.00S,2021-04-25T18:43:14.5Z,3,REGULAR,substitution,out,[],1629023,,,1610612738,84,70,2021-04-25T18:43:28Z,3890000,,,0,,SUB out: P. Washington,[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,,,,,,,,,,,,,,,,,,,,,
400,PT05M41.00S,2021-04-25T18:43:14.5Z,3,REGULAR,substitution,out,[],1628369,,,1610612738,84,70,2021-04-25T18:43:28Z,3900000,,,0,,SUB out: J. Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,
401,PT05M41.00S,2021-04-25T18:43:14.5Z,3,REGULAR,substitution,out,[],202684,,,1610612738,84,70,2021-04-25T18:43:28Z,3910000,,,0,,SUB out: T. Thompson,[202684],1610612738.0,BOS,,,,Thompson,T. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,
402,PT05M41.00S,2021-04-25T18:43:14.5Z,3,REGULAR,substitution,in,[],202687,,,1610612738,84,70,2021-04-25T18:43:28Z,3920000,,,0,,SUB in: B. Biyombo,[202687],1610612766.0,CHA,,,,Biyombo,B. Biyombo,,,,,,,,,,,,,,,,,,,,,,,,,
403,PT05M41.00S,2021-04-25T18:43:14.5Z,3,REGULAR,substitution,in,[],1629667,,,1610612738,84,70,2021-04-25T18:43:28Z,3930000,,,0,,SUB in: J. McDaniels,[1629667],1610612766.0,CHA,,,,McDaniels,J. McDaniels,,,,,,,,,,,,,,,,,,,,,,,,,
404,PT05M41.00S,2021-04-25T18:43:14.5Z,3,REGULAR,substitution,in,[],202954,,,1610612738,84,70,2021-04-25T18:43:28Z,3940000,,,0,,SUB in: B. Wanamaker,[202954],1610612766.0,CHA,,,,Wanamaker,B. Wanamaker,,,,,,,,,,,,,,,,,,,,,,,,,
405,PT05M41.00S,2021-04-25T18:43:14.5Z,3,REGULAR,substitution,in,[],203095,,,1610612738,84,70,2021-04-25T18:43:28Z,3950000,,,0,,SUB in: E. Fournier,[203095],1610612738.0,BOS,,,,Fournier,E. Fournier,,,,,,,,,,,,,,,,,,,,,,,,,
406,PT05M41.00S,2021-04-25T18:43:14.5Z,3,REGULAR,substitution,in,[],1629684,,,1610612738,84,70,2021-04-25T18:43:28Z,3960000,,,0,,SUB in: G. Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
407,PT05M41.00S,2021-04-25T18:43:37.9Z,3,REGULAR,freethrow,2 of 2,[],203935,,,1610612738,84,71,2021-04-25T18:43:37Z,3970000,,,0,,M. Smart Free Throw 2 of 2 (15 PTS),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,Made,15.0,,,,,,,,,,,,,,,,,,
408,PT05M26.00S,2021-04-25T18:43:55.8Z,3,REGULAR,turnover,bad pass,[],1626179,,,1610612766,84,71,2021-04-25T18:44:00Z,3980000,,,0,,T. Rozier bad pass TURNOVER (2 TO),"[1626179, 203935]",1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,,,,,,,,,,,,,,,,,,2.0,Smart,203935.0,
409,PT05M26.00S,2021-04-25T18:43:55.8Z,3,REGULAR,steal,,[],203935,,,1610612738,84,71,2021-04-25T18:43:57Z,3990000,,,0,,M. Smart STEAL (1 STL),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,,
410,PT05M24.00S,2021-04-25T18:43:59.8Z,3,REGULAR,foul,personal,['2freethrow'],1626179,,,1610612738,84,71,2021-04-25T18:44:08Z,4000000,,,0,,T. Rozier shooting personal FOUL (4 PF) (Smart 2 FT),"[1626179, 203935]",1610612766.0,CHA,shooting,,,Rozier,T. Rozier,,,,,,,,,,,,,,,,,1151.0,4.0,0.0,Smart,203935.0,,,,
413,PT05M24.00S,2021-04-25T18:44:26.8Z,3,REGULAR,freethrow,1 of 2,"['fromturnover', 'fastbreak']",203935,,,1610612738,84,72,2021-04-25T18:44:26Z,4020000,,,0,,M. Smart Free Throw 1 of 2 (16 PTS),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,Made,16.0,,,,,,,,,,,,,,,,,,
414,PT05M24.00S,2021-04-25T18:44:40.1Z,3,REGULAR,freethrow,2 of 2,"['fastbreak', 'fromturnover']",203935,,,1610612738,84,73,2021-04-25T18:44:40Z,4030000,,,0,,M. Smart Free Throw 2 of 2 (17 PTS),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,Made,17.0,,,,,,,,,,,,,,,,,,
415,PT05M12.00S,2021-04-25T18:44:53.6Z,3,REGULAR,turnover,lost ball,[],1628970,,,1610612766,84,73,2021-04-25T18:44:58Z,4040000,,,0,,M. Bridges lost ball TURNOVER (1 TO),"[1628970, 1627759]",1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,,,,,1.0,Brown,1627759.0,
416,PT05M12.00S,2021-04-25T18:44:53.6Z,3,REGULAR,steal,,[],1627759,,,1610612738,84,73,2021-04-25T18:44:55Z,4050000,,,0,,J. Brown STEAL (1 STL),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,
417,PT05M10.00S,2021-04-25T18:44:57.3Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'defensivegoaltending']",1627759,5.469776609724048,50.06893382352941,1610612738,84,75,2021-04-25T18:53:24Z,4060000,0.0,-1.0,1,left,J. Brown running finger roll Layup (16 PTS),[1627759],1610612738.0,BOS,running finger roll,,,Brown,J. Brown,,,,,0.11,Made,16.0,,,,,,,,,,,,,,,,,,
418,PT05M10.00S,2021-04-25T18:45:02.0Z,3,REGULAR,violation,defensive goaltending,[],1628970,,,1610612738,84,75,2021-04-25T18:45:12Z,4070000,,,0,,M. Bridges defensive goaltending VIOLATION,[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,1151.0,,,,,,,,
419,PT05M10.00S,2021-04-25T18:45:08.0Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612766,84,75,2021-04-25T18:45:08Z,4080000,,,0,,CHA Timeout,[],1610612766.0,CHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
423,PT04M58.00S,2021-04-25T18:48:36.3Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],202954,92.72339027595268,51.53952205882353,1610612766,86,75,2021-04-25T18:48:43Z,4090000,8.0,16.0,1,right,B. Wanamaker driving finger roll Layup (6 PTS),[202954],1610612766.0,CHA,driving finger roll,,,Wanamaker,B. Wanamaker,,,,,1.77,Made,6.0,,,,,,,,,,,,,,,,,,
424,PT04M44.00S,2021-04-25T18:48:49.6Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1627759,6.652431011826544,51.294424019607845,1610612738,86,77,2021-04-25T18:48:55Z,4100000,-6.0,10.0,1,left,J. Brown driving finger roll Layup (18 PTS) (K. Walker 4 AST),"[1627759, 202689]",1610612738.0,BOS,driving finger roll,,,Brown,J. Brown,,,,,1.19,Made,18.0,K. Walker,202689.0,4.0,,,,,,,,,,,,,,,
426,PT04M28.00S,2021-04-25T18:49:05.6Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202954,91.80354796320631,57.176776960784316,1610612766,88,77,2021-04-25T18:49:12Z,4120000,36.0,25.0,1,right,B. Wanamaker driving bank Jump Shot (8 PTS) (T. Rozier 11 AST),"[202954, 1626179]",1610612766.0,CHA,driving bank,,,Wanamaker,B. Wanamaker,,,,,4.35,Made,8.0,T. Rozier,1626179.0,11.0,,,,,,,,,,,,,,,
428,PT04M21.00S,2021-04-25T18:49:14.4Z,3,REGULAR,3pt,Jump Shot,[],203935,25.443495400788436,81.93167892156863,1610612738,88,77,2021-04-25T18:54:50Z,4140000,-160.0,187.0,1,left,MISS M. Smart 24' pullup 3PT,[203935],1610612738.0,BOS,pullup,,,Smart,M. Smart,,,,,24.57,Missed,,,,,,,,,,,,,,,,,,,
429,PT04M19.00S,2021-04-25T18:49:16.4Z,3,REGULAR,rebound,defensive,[],1626179,,,1610612766,88,77,2021-04-25T18:54:50Z,4150000,,,0,,T. Rozier REBOUND (Off:0 Def:3),[1626179],1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,,,,,,,,,428.0,3.0,3.0,0.0,,,,,,,,,
430,PT04M08.00S,2021-04-25T18:49:25.9Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1626179,91.80354796320631,52.76501225490197,1610612766,88,77,2021-04-25T18:49:31Z,4160000,14.0,25.0,1,right,MISS T. Rozier Layup - blocked,"[1626179, 203935]",1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,2.81,Missed,,,,,Smart,203935.0,,,,,,,,,,,,,
557,PT04M08.00S,2021-04-25T18:49:25.9Z,3,REGULAR,block,,[],203935,,,1610612766,88,77,2021-04-25T19:10:37Z,4170000,,,0,,M. Smart BLOCK (1 BLK),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,,
432,PT04M05.00S,2021-04-25T18:49:28.9Z,3,REGULAR,rebound,defensive,[],203095,,,1610612738,88,77,2021-04-25T19:00:55Z,4180000,,,0,,E. Fournier REBOUND (Off:0 Def:2),[203095],1610612738.0,BOS,,,,Fournier,E. Fournier,,,,,,,,,,,,,430.0,2.0,2.0,0.0,,,,,,,,,
433,PT04M03.00S,2021-04-25T18:49:30.7Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1627759,7.30946123521682,50.314031862745104,1610612738,88,77,2021-04-25T19:04:37Z,4190000,-2.0,16.0,1,left,MISS J. Brown running Layup,[1627759],1610612738.0,BOS,running,,,Brown,J. Brown,,,,,1.63,Missed,,,,,,,,,,,,,,,,,,,
435,PT04M03.00S,2021-04-25T18:49:30.7Z,3,REGULAR,rebound,offensive,[],202689,,,1610612738,88,77,2021-04-25T19:00:46Z,4210000,,,0,,K. Walker REBOUND (Off:2 Def:3),[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,,,,,,,433.0,5.0,3.0,2.0,,,,,,,,,
436,PT03M56.00S,2021-04-25T18:49:37.2Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",202689,5.590000152587891,50.0,1610612738,88,79,2021-04-25T18:49:37Z,4220000,0.0,0.0,1,left,K. Walker putback Layup (13 PTS),[202689],1610612738.0,BOS,putback,,,Walker,K. Walker,,,,,0.0,Made,13.0,,,,,,,,,,,,,,,,,,
437,PT03M47.00S,2021-04-25T18:49:47.6Z,3,REGULAR,3pt,Jump Shot,[],1628970,66.5735873850197,53.990502450980394,1610612766,91,79,2021-04-25T18:59:00Z,4230000,20.0,262.0,1,right,M. Bridges 26' 3PT pullup (15 PTS) (B. Wanamaker 1 AST),"[1628970, 202954]",1610612766.0,CHA,pullup,,,Bridges,M. Bridges,,,,,26.25,Made,15.0,B. Wanamaker,202954.0,1.0,,,,,,,,,,,,,,,
439,PT03M32.00S,2021-04-25T18:50:03.5Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1627759,11.383048620236531,50.314031862745104,1610612738,91,79,2021-04-25T19:02:01Z,4250000,-2.0,55.0,1,left,MISS J. Brown driving Layup - blocked,"[1627759, 1626179]",1610612738.0,BOS,driving,,,Brown,J. Brown,,,,,5.45,Missed,,,,,Rozier,1626179.0,,,,,,,,,,,,,
523,PT03M32.00S,2021-04-25T18:50:03.5Z,3,REGULAR,block,,[],1626179,,,1610612738,91,79,2021-04-25T19:02:52Z,4255000,,,0,,T. Rozier BLOCK (1 BLK),[1626179],1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,,,,,,,,,,,,,,,,,,,,,
440,PT03M32.00S,2021-04-25T18:50:03.5Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612738,91,79,2021-04-25T19:02:52Z,4260000,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,439.0,,,,,,,,,,,,
