actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,value
344,PT09M33.00S,2021-05-16T18:31:23.4Z,3,REGULAR,freethrow,1 of 1,[],1629684,,,1610612738,55,45,2021-05-16T18:31:23Z,3390000,,,0,,G. Williams Free Throw 1 of 1 (11 PTS),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,Made,,,,,,,11.0,,,,,,,,,,,,
345,PT09M10.00S,2021-05-16T18:31:51.8Z,3,REGULAR,2pt,Jump Shot,[],1629628,89.70105124835742,32.421875,1610612752,55,45,2021-05-16T18:32:01Z,3400000,-88.0,44.0,1,right,MISS R. Barrett 9' turnaround Shot,[1629628],1610612752.0,NYK,turnaround,,,Barrett,R. Barrett,,,,,9.84,Missed,,,,,,,,,,,,,,,,,,,
346,PT09M08.00S,2021-05-16T18:31:53.8Z,3,REGULAR,rebound,defensive,[],1628400,,,1610612738,55,45,2021-05-16T18:32:01Z,3410000,,,0,,S. Ojeleye REBOUND (Off:0 Def:2),[1628400],1610612738.0,BOS,,,,Ojeleye,S. Ojeleye,,,,,,,345.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
347,PT08M58.00S,2021-05-16T18:32:03.6Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629684,8.229303547963205,46.63756127450981,1610612738,55,45,2021-05-16T18:32:09Z,3420000,17.0,25.0,1,left,MISS G. Williams driving Layup,[1629684],1610612738.0,BOS,driving,,,Williams,G. Williams,,,,,3.0,Missed,,,,,,,,,,,,,,,,,,,
348,PT08M56.00S,2021-05-16T18:32:05.6Z,3,REGULAR,rebound,defensive,[],203901,,,1610612752,55,45,2021-05-16T18:32:09Z,3430000,,,0,,E. Payton REBOUND (Off:0 Def:3),[203901],1610612752.0,NYK,,,,Payton,E. Payton,,,,,,,347.0,3.0,3.0,0.0,,,,,,,,,,,,,,,
349,PT08M42.00S,2021-05-16T18:32:20.0Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203944,87.86136662286465,48.84344362745098,1610612752,55,45,2021-05-16T18:32:25Z,3440000,-6.0,62.0,1,right,MISS J. Randle 6' Jump Shot,[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,6.19,Missed,,,,,,,,,,,,,,,,,,,
350,PT08M40.00S,2021-05-16T18:32:22.0Z,3,REGULAR,rebound,defensive,[],1628436,,,1610612738,55,45,2021-05-16T18:32:25Z,3450000,,,0,,L. Kornet REBOUND (Off:0 Def:2),[1628436],1610612738.0,BOS,,,,Kornet,L. Kornet,,,,,,,349.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
351,PT08M33.00S,2021-05-16T18:32:28.8Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629641,6.258212877792378,52.029718137254896,1610612738,55,45,2021-05-16T18:32:33Z,3460000,-10.0,6.0,1,left,MISS R. Langford driving Layup,[1629641],1610612738.0,BOS,driving,,,Langford,R. Langford,,,,,1.19,Missed,,,,,,,,,,,,,,,,,,,
352,PT08M31.00S,2021-05-16T18:32:30.8Z,3,REGULAR,rebound,defensive,[],203901,,,1610612752,55,45,2021-05-16T18:32:33Z,3470000,,,0,,E. Payton REBOUND (Off:0 Def:4),[203901],1610612752.0,NYK,,,,Payton,E. Payton,,,,,,,351.0,4.0,4.0,0.0,,,,,,,,,,,,,,,
353,PT08M25.00S,2021-05-16T18:32:37.4Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1629628,93.77463863337714,50.06893382352941,1610612752,57,45,2021-05-16T18:32:41Z,3480000,0.0,6.0,1,right,R. Barrett Layup (11 PTS),[1629628],1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,0.6,Made,,,,,,,11.0,,,,,,,,,,,,
354,PT08M07.00S,2021-05-16T18:32:54.7Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629641,6.521024967148489,51.294424019607845,1610612738,57,45,2021-05-16T18:32:59Z,3490000,-6.0,9.0,1,left,MISS R. Langford driving Layup - blocked,"[1629641, 203944]",1610612738.0,BOS,driving,,,Langford,R. Langford,,,,,1.09,Missed,,,,,Randle,203944.0,,,,,,,,,,,,,
355,PT08M07.00S,2021-05-16T18:32:54.7Z,3,REGULAR,block,,[],203944,,,1610612738,57,45,2021-05-16T18:32:56Z,3500000,,,0,,J. Randle BLOCK (1 BLK),[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,,,,,,,,,,,,,,,,,,,,,
356,PT08M05.00S,2021-05-16T18:32:56.7Z,3,REGULAR,rebound,defensive,[],203457,,,1610612752,57,45,2021-05-16T18:32:59Z,3510000,,,0,,N. Noel REBOUND (Off:0 Def:4),[203457],1610612752.0,NYK,,,,Noel,N. Noel,,,,,,,354.0,4.0,4.0,0.0,,,,,,,,,,,,,,,
357,PT08M00.00S,2021-05-16T18:33:02.0Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fastbreak']",203901,82.34231274638634,51.53952205882353,1610612752,57,45,2021-05-16T18:33:08Z,3520000,8.0,113.0,1,right,MISS E. Payton 11' pullup Shot,[203901],1610612752.0,NYK,pullup,,,Payton,E. Payton,,,,,11.38,Missed,,,,,,,,,,,,,,,,,,,
358,PT07M58.00S,2021-05-16T18:33:04.0Z,3,REGULAR,rebound,defensive,[],1630202,,,1610612738,57,45,2021-05-16T18:33:08Z,3530000,,,0,,P. Pritchard REBOUND (Off:1 Def:4),[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,357.0,5.0,4.0,1.0,,,,,,,,,,,,,,,
359,PT07M49.00S,2021-05-16T18:33:12.7Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630202,7.703679369250986,48.59834558823529,1610612738,57,45,2021-05-16T18:33:19Z,3540000,7.0,20.0,1,left,MISS P. Pritchard driving Layup,[1630202],1610612738.0,BOS,driving,,,Pritchard,P. Pritchard,,,,,2.11,Missed,,,,,,,,,,,,,,,,,,,
360,PT07M47.00S,2021-05-16T18:33:14.7Z,3,REGULAR,rebound,defensive,[],203457,,,1610612752,57,45,2021-05-16T18:33:19Z,3550000,,,0,,N. Noel REBOUND (Off:0 Def:5),[203457],1610612752.0,NYK,,,,Noel,N. Noel,,,,,,,359.0,5.0,5.0,0.0,,,,,,,,,,,,,,,
361,PT07M26.00S,2021-05-16T18:33:35.6Z,3,REGULAR,2pt,Jump Shot,[],203457,79.05716162943496,41.73560049019608,1610612752,57,45,2021-05-16T18:33:41Z,3560000,-41.0,144.0,1,right,MISS N. Noel 15' Jump Shot,[203457],1610612752.0,NYK,,,,Noel,N. Noel,,,,,15.02,Missed,,,,,,,,,,,,,,,,,,,
362,PT07M24.00S,2021-05-16T18:33:37.6Z,3,REGULAR,rebound,defensive,[],1630202,,,1610612738,57,45,2021-05-16T18:33:41Z,3570000,,,0,,P. Pritchard REBOUND (Off:1 Def:5),[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,361.0,6.0,5.0,1.0,,,,,,,,,,,,,,,
363,PT07M01.00S,2021-05-16T18:34:00.1Z,3,REGULAR,3pt,Jump Shot,[],1628400,23.73521681997372,13.059129901960784,1610612738,57,48,2021-05-16T18:34:04Z,3580000,185.0,171.0,1,left,S. Ojeleye 25' 3PT  (5 PTS) (P. Pritchard 4 AST),"[1628400, 1630202]",1610612738.0,BOS,,,,Ojeleye,S. Ojeleye,,,,,25.14,Made,,,,,,,5.0,P. Pritchard,1630202.0,4.0,,,,,,,,,
365,PT06M31.00S,2021-05-16T18:34:30.9Z,3,REGULAR,3pt,Jump Shot,[],1629628,68.80749014454665,87.07873774509804,1610612752,60,48,2021-05-16T18:34:34Z,3600000,185.0,241.0,1,right,R. Barrett 30' 3PT  (14 PTS) (R. Bullock 2 AST),"[1629628, 203493]",1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,30.38,Made,,,,,,,14.0,R. Bullock,203493.0,2.0,,,,,,,,,
367,PT06M23.00S,2021-05-16T18:34:44.3Z,3,REGULAR,timeout,full,['team'],0,,,1610612738,60,48,2021-05-16T18:34:44Z,3620000,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
368,PT06M10.00S,2021-05-16T18:38:24.2Z,3,REGULAR,3pt,Jump Shot,[],1630202,29.77989487516426,78.01011029411765,1610612738,60,48,2021-05-16T18:38:30Z,3630000,-140.0,227.0,1,left,MISS P. Pritchard 26' 3PT,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,26.71,Missed,,,,,,,,,,,,,,,,,,,
369,PT06M08.00S,2021-05-16T18:38:26.2Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612738,60,48,2021-05-16T18:38:30Z,3640000,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,368.0,,,,,,,,,,,,,,,,,,
370,PT06M08.00S,2021-05-16T18:38:29.9Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612738,60,48,2021-05-16T18:38:29Z,3650000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
371,PT06M01.00S,2021-05-16T18:38:49.1Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1629641,16.113666228646515,44.18658088235294,1610612738,60,48,2021-05-16T18:38:53Z,3660000,29.0,99.0,1,left,MISS R. Langford 10' driving floating Shot,[1629641],1610612738.0,BOS,driving floating,,,Langford,R. Langford,,,,,10.32,Missed,,,,,,,,,,,,,,,,,,,
372,PT05M59.00S,2021-05-16T18:38:51.1Z,3,REGULAR,rebound,defensive,[],1629628,,,1610612752,60,48,2021-05-16T18:38:53Z,3670000,,,0,,R. Barrett REBOUND (Off:0 Def:4),[1629628],1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,,,371.0,4.0,4.0,0.0,,,,,,,,,,,,,,,
373,PT05M57.00S,2021-05-16T18:38:57.1Z,3,REGULAR,foul,personal,['2freethrow'],1630202,,,1610612752,60,48,2021-05-16T18:39:04Z,3680000,,,0,,P. Pritchard shooting personal FOUL (2 PF) (Barrett 2 FT),"[1630202, 1629628]",1610612738.0,BOS,shooting,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,,,101283.0,2.0,0.0,Barrett,1629628.0,
376,PT05M57.00S,2021-05-16T18:39:07.2Z,3,REGULAR,substitution,out,[],1628436,,,1610612752,60,48,2021-05-16T18:39:28Z,3695000,,,0,,SUB out: L. Kornet,[1628436],1610612738.0,BOS,,,,Kornet,L. Kornet,,,,,,,,,,,,,,,,,,,,,,,,,
377,PT05M57.00S,2021-05-16T18:39:07.2Z,3,REGULAR,substitution,out,[],1628400,,,1610612752,60,48,2021-05-16T18:39:28Z,3697500,,,0,,SUB out: S. Ojeleye,[1628400],1610612738.0,BOS,,,,Ojeleye,S. Ojeleye,,,,,,,,,,,,,,,,,,,,,,,,,
378,PT05M57.00S,2021-05-16T18:39:07.2Z,3,REGULAR,substitution,in,[],203953,,,1610612752,60,48,2021-05-16T18:39:28Z,3698750,,,0,,SUB in: J. Parker,[203953],1610612738.0,BOS,,,,Parker,J. Parker,,,,,,,,,,,,,,,,,,,,,,,,,
379,PT05M57.00S,2021-05-16T18:39:07.2Z,3,REGULAR,substitution,in,[],1630174,,,1610612752,60,48,2021-05-16T18:39:28Z,3699375,,,0,,SUB in: A. Nesmith,[1630174],1610612738.0,BOS,,,,Nesmith,A. Nesmith,,,,,,,,,,,,,,,,,,,,,,,,,
375,PT05M57.00S,2021-05-16T18:39:17.3Z,3,REGULAR,freethrow,1 of 2,[],1629628,,,1610612752,61,48,2021-05-16T18:39:17Z,3700000,,,0,,R. Barrett Free Throw 1 of 2 (15 PTS),[1629628],1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,,Made,,,,,,,15.0,,,,,,,,,,,,
380,PT05M57.00S,2021-05-16T18:39:36.3Z,3,REGULAR,freethrow,2 of 2,[],1629628,,,1610612752,62,48,2021-05-16T18:39:36Z,3710000,,,0,,R. Barrett Free Throw 2 of 2 (16 PTS),[1629628],1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,,Made,,,,,,,16.0,,,,,,,,,,,,
381,PT05M46.00S,2021-05-16T18:39:50.4Z,3,REGULAR,turnover,lost ball,[],1629684,,,1610612738,62,48,2021-05-16T18:39:53Z,3720000,,,0,,G. Williams lost ball TURNOVER (1 TO),"[1629684, 203457]",1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,1.0,Noel,203457.0,,,,,,
382,PT05M46.00S,2021-05-16T18:39:50.4Z,3,REGULAR,steal,,[],203457,,,1610612752,62,48,2021-05-16T18:39:52Z,3730000,,,0,,N. Noel STEAL (3 STL),[203457],1610612752.0,NYK,,,,Noel,N. Noel,,,,,,,,,,,,,,,,,,,,,,,,,
383,PT05M31.00S,2021-05-16T18:40:05.2Z,3,REGULAR,2pt,Jump Shot,['fromturnover'],203493,75.3777923784494,25.80422794117647,1610612752,64,48,2021-05-16T18:41:01Z,3740000,-121.0,179.0,1,right,R. Bullock 21' pullup Jump Shot (11 PTS) (J. Randle 5 AST),"[203493, 203944]",1610612752.0,NYK,pullup,,,Bullock,R. Bullock,,,,,21.6,Made,,,,,,,11.0,J. Randle,203944.0,5.0,,,,,,,,,
387,PT05M19.00S,2021-05-16T18:40:34.2Z,3,REGULAR,turnover,lost ball,[],1630174,,,1610612738,64,48,2021-05-16T18:40:40Z,3780000,,,0,,A. Nesmith lost ball TURNOVER (1 TO),[1630174],1610612738.0,BOS,,,,Nesmith,A. Nesmith,,,,,,,,,,,,,,,,,1.0,,,,,,,,
390,PT05M19.00S,2021-05-16T18:40:38.0Z,3,REGULAR,substitution,out,[],203901,,,1610612752,64,48,2021-05-16T18:40:45Z,3810000,,,0,,SUB out: E. Payton,[203901],1610612752.0,NYK,,,,Payton,E. Payton,,,,,,,,,,,,,,,,,,,,,,,,,
391,PT05M19.00S,2021-05-16T18:40:38.0Z,3,REGULAR,substitution,in,[],201565,,,1610612752,64,48,2021-05-16T18:40:45Z,3820000,,,0,,SUB in: D. Rose,[201565],1610612752.0,NYK,,,,Rose,D. Rose,,,,,,,,,,,,,,,,,,,,,,,,,
392,PT05M06.00S,2021-05-16T18:40:54.4Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],203493,95.74572930354796,5.215992647058823,1610612752,67,48,2021-05-16T18:40:58Z,3830000,-224.0,-13.0,1,right,R. Bullock 3PT  (14 PTS) (J. Randle 6 AST),"[203493, 203944]",1610612752.0,NYK,,,,Bullock,R. Bullock,,,,,22.42,Made,,,,,,,14.0,J. Randle,203944.0,6.0,,,,,,,,,
394,PT04M51.00S,2021-05-16T18:41:09.6Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629684,6.915243101182654,48.59834558823529,1610612738,67,50,2021-05-16T18:41:13Z,3850000,7.0,13.0,1,left,G. Williams driving Layup (13 PTS) (J. Parker 1 AST),"[1629684, 203953]",1610612738.0,BOS,driving,,,Williams,G. Williams,,,,,1.43,Made,,,,,,,13.0,J. Parker,203953.0,1.0,,,,,,,,,
396,PT04M35.00S,2021-05-16T18:41:25.5Z,3,REGULAR,2pt,Jump Shot,[],203944,82.86793692509855,66.24540441176471,1610612752,69,50,2021-05-16T18:46:18Z,3870000,81.0,109.0,1,right,J. Randle 13' step back Jump Shot (15 PTS),[203944],1610612752.0,NYK,step back,,,Randle,J. Randle,,,,,13.55,Made,,,,,,,15.0,,,,,,,,,,,,
397,PT04M17.00S,2021-05-16T18:41:44.5Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],203953,7.178055190538765,43.69638480392157,1610612738,69,52,2021-05-16T18:41:48Z,3880000,32.0,15.0,1,left,J. Parker driving Hook (8 PTS) (P. Pritchard 5 AST),"[203953, 1630202]",1610612738.0,BOS,driving,,,Parker,J. Parker,,,,,3.49,Made,,,,,,,8.0,P. Pritchard,1630202.0,5.0,,,,,,,,,
399,PT03M53.00S,2021-05-16T18:42:07.8Z,3,REGULAR,3pt,Jump Shot,[],1629628,76.95466491458606,87.07873774509804,1610612752,72,52,2021-05-16T18:42:12Z,3900000,185.0,164.0,1,right,R. Barrett 24' 3PT  (19 PTS) (D. Rose 2 AST),"[1629628, 201565]",1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,24.76,Made,,,,,,,19.0,D. Rose,201565.0,2.0,,,,,,,,,
401,PT03M37.00S,2021-05-16T18:42:24.0Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203953,9.149145860709593,58.647365196078425,1610612738,72,54,2021-05-16T18:42:33Z,3920000,-43.0,34.0,1,left,J. Parker fadeaway Jump Shot (10 PTS) (P. Pritchard 6 AST),"[203953, 1630202]",1610612738.0,BOS,fadeaway,,,Parker,J. Parker,,,,,5.47,Made,,,,,,,10.0,P. Pritchard,1630202.0,6.0,,,,,,,,,
403,PT03M10.00S,2021-05-16T18:42:53.7Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629628,92.46057818659659,46.88265931372549,1610612752,74,54,2021-05-16T18:42:56Z,3940000,-16.0,18.0,1,right,R. Barrett driving Layup (21 PTS),[1629628],1610612752.0,NYK,driving,,,Barrett,R. Barrett,,,,,2.41,Made,,,,,,,21.0,,,,,,,,,,,,
404,PT03M10.00S,2021-05-16T18:42:55.7Z,3,REGULAR,foul,personal,['1freethrow'],1630174,,,1610612752,74,54,2021-05-16T18:43:07Z,3950000,,,0,,A. Nesmith shooting personal FOUL (2 PF) (Barrett 1 FT),"[1630174, 1629628]",1610612738.0,BOS,shooting,,,Nesmith,A. Nesmith,,,,,,,,,,,,,,,,,,,,1627964.0,2.0,0.0,Barrett,1629628.0,
406,PT03M10.00S,2021-05-16T18:42:55.7Z,3,REGULAR,substitution,out,[],1630202,,,1610612752,74,54,2021-05-16T18:43:17Z,3970000,,,0,,SUB out: P. Pritchard,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,,,,,,,,
407,PT03M10.00S,2021-05-16T18:42:55.7Z,3,REGULAR,substitution,out,[],1629684,,,1610612752,74,54,2021-05-16T18:43:17Z,3980000,,,0,,SUB out: G. Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
408,PT03M10.00S,2021-05-16T18:42:55.7Z,3,REGULAR,substitution,out,[],1629641,,,1610612752,74,54,2021-05-16T18:43:17Z,3990000,,,0,,SUB out: R. Langford,[1629641],1610612738.0,BOS,,,,Langford,R. Langford,,,,,,,,,,,,,,,,,,,,,,,,,
409,PT03M10.00S,2021-05-16T18:42:55.7Z,3,REGULAR,substitution,in,[],1629035,,,1610612752,74,54,2021-05-16T18:43:17Z,4000000,,,0,,SUB in: C. Edwards,[1629035],1610612738.0,BOS,,,,Edwards,C. Edwards,,,,,,,,,,,,,,,,,,,,,,,,,
410,PT03M10.00S,2021-05-16T18:42:55.7Z,3,REGULAR,substitution,in,[],1629605,,,1610612752,74,54,2021-05-16T18:43:17Z,4010000,,,0,,SUB in: T. Fall,[1629605],1610612738.0,BOS,,,,Fall,T. Fall,,,,,,,,,,,,,,,,,,,,,,,,,
411,PT03M10.00S,2021-05-16T18:42:55.7Z,3,REGULAR,substitution,in,[],1629682,,,1610612752,74,54,2021-05-16T18:43:17Z,4020000,,,0,,SUB in: T. Waters,[1629682],1610612738.0,BOS,,,,Waters,T. Waters,,,,,,,,,,,,,,,,,,,,,,,,,
412,PT03M10.00S,2021-05-16T18:43:30.3Z,3,REGULAR,freethrow,1 of 1,[],1629628,,,1610612752,75,54,2021-05-16T18:43:30Z,4030000,,,0,,R. Barrett Free Throw 1 of 1 (22 PTS),[1629628],1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,,Made,,,,,,,22.0,,,,,,,,,,,,
413,PT02M55.00S,2021-05-16T18:43:50.7Z,3,REGULAR,2pt,Jump Shot,[],1629682,24.52365308804205,36.09834558823529,1610612738,75,56,2021-05-16T18:43:55Z,4040000,70.0,178.0,1,left,T. Waters 19' pullup Jump Shot (2 PTS),[1629682],1610612738.0,BOS,pullup,,,Waters,T. Waters,,,,,19.11,Made,,,,,,,2.0,,,,,,,,,,,,
414,PT02M30.00S,2021-05-16T18:44:15.1Z,3,REGULAR,2pt,Jump Shot,[],203944,80.50262812089356,15.755208333333334,1610612752,75,56,2021-05-16T18:44:23Z,4050000,-171.0,131.0,1,right,MISS J. Randle 21' Jump Shot,[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,21.54,Missed,,,,,,,,,,,,,,,,,,,
415,PT02M28.00S,2021-05-16T18:44:17.1Z,3,REGULAR,rebound,defensive,[],1629605,,,1610612738,75,56,2021-05-16T18:44:23Z,4060000,,,0,,T. Fall REBOUND (Off:3 Def:3),[1629605],1610612738.0,BOS,,,,Fall,T. Fall,,,,,,,414.0,6.0,3.0,3.0,,,,,,,,,,,,,,,
416,PT02M21.00S,2021-05-16T18:44:24.7Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",203953,6.783837056504599,48.353247549019606,1610612738,75,58,2021-05-16T18:49:09Z,4070000,8.0,11.0,1,left,J. Parker driving DUNK (12 PTS),[203953],1610612738.0,BOS,driving,,,Parker,J. Parker,,,,,1.4,Made,,,,,,,12.0,,,,,,,,,,,,
417,PT02M06.00S,2021-05-16T18:44:39.2Z,3,REGULAR,3pt,Jump Shot,[],203493,90.48948751642575,3.7454044117647056,1610612752,75,58,2021-05-16T18:44:46Z,4080000,-231.0,37.0,1,right,MISS R. Bullock 3PT,[203493],1610612752.0,NYK,,,,Bullock,R. Bullock,,,,,23.42,Missed,,,,,,,,,,,,,,,,,,,
418,PT02M04.00S,2021-05-16T18:44:41.2Z,3,REGULAR,rebound,defensive,[],203953,,,1610612738,75,58,2021-05-16T18:44:46Z,4090000,,,0,,J. Parker REBOUND (Off:1 Def:4),[203953],1610612738.0,BOS,,,,Parker,J. Parker,,,,,,,417.0,5.0,4.0,1.0,,,,,,,,,,,,,,,
419,PT01M50.00S,2021-05-16T18:44:55.3Z,3,REGULAR,3pt,Jump Shot,[],203953,31.61957950065703,47.127757352941174,1610612738,75,61,2021-05-16T18:44:59Z,4100000,14.0,245.0,1,left,J. Parker 24' 3PT  (15 PTS) (T. Waters 3 AST),"[203953, 1629682]",1610612738.0,BOS,,,,Parker,J. Parker,,,,,24.51,Made,,,,,,,15.0,T. Waters,1629682.0,3.0,,,,,,,,,
421,PT01M33.00S,2021-05-16T18:45:15.7Z,3,REGULAR,foul,personal,['2freethrow'],1630174,,,1610612752,75,61,2021-05-16T18:45:22Z,4120000,,,0,,A. Nesmith shooting personal FOUL (3 PF) (Randle 2 FT),"[1630174, 203944]",1610612738.0,BOS,shooting,,,Nesmith,A. Nesmith,,,,,,,,,,,,,,,,,,,,101283.0,3.0,0.0,Randle,203944.0,
423,PT01M33.00S,2021-05-16T18:45:24.9Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612752,75,61,2021-05-16T18:45:24Z,4140000,,,0,,NYK Timeout,[],1610612752.0,NYK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
424,PT01M33.00S,2021-05-16T18:45:25.0Z,3,REGULAR,substitution,out,[],203493,,,1610612752,75,61,2021-05-16T18:48:34Z,4150000,,,0,,SUB out: R. Bullock,[203493],1610612752.0,NYK,,,,Bullock,R. Bullock,,,,,,,,,,,,,,,,,,,,,,,,,
425,PT01M33.00S,2021-05-16T18:45:25.0Z,3,REGULAR,substitution,in,[],202692,,,1610612752,75,61,2021-05-16T18:48:34Z,4160000,,,0,,SUB in: A. Burks,[202692],1610612752.0,NYK,,,,Burks,A. Burks,,,,,,,,,,,,,,,,,,,,,,,,,
426,PT01M33.00S,2021-05-16T18:48:54.8Z,3,REGULAR,freethrow,1 of 2,[],203944,,,1610612752,76,61,2021-05-16T18:48:54Z,4170000,,,0,,J. Randle Free Throw 1 of 2 (16 PTS),[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,,Made,,,,,,,16.0,,,,,,,,,,,,
427,PT01M33.00S,2021-05-16T18:49:14.0Z,3,REGULAR,freethrow,2 of 2,[],203944,,,1610612752,77,61,2021-05-16T18:49:14Z,4180000,,,0,,J. Randle Free Throw 2 of 2 (17 PTS),[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,,Made,,,,,,,17.0,,,,,,,,,,,,
428,PT01M29.00S,2021-05-16T18:49:30.3Z,3,REGULAR,violation,kicked ball,[],202692,,,1610612738,77,61,2021-05-16T18:49:36Z,4190000,,,0,,A. Burks kicked ball VIOLATION,[202692],1610612752.0,NYK,,,,Burks,A. Burks,,,,,,,,,,,,,,,,,,,,1627964.0,,,,,
429,PT01M22.00S,2021-05-16T18:49:48.1Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629682,6.783837056504599,49.08854166666667,1610612738,77,63,2021-05-16T18:49:51Z,4200000,5.0,11.0,1,left,T. Waters driving Layup (4 PTS),[1629682],1610612738.0,BOS,driving,,,Waters,T. Waters,,,,,1.22,Made,,,,,,,4.0,,,,,,,,,,,,
430,PT01M02.00S,2021-05-16T18:50:07.2Z,3,REGULAR,3pt,Jump Shot,[],202692,93.77463863337714,4.4806985294117645,1610612752,77,63,2021-05-16T18:50:13Z,4210000,-228.0,6.0,1,right,MISS A. Burks 3PT,[202692],1610612752.0,NYK,,,,Burks,A. Burks,,,,,22.77,Missed,,,,,,,,,,,,,,,,,,,
431,PT00M59.60S,2021-05-16T18:50:09.6Z,3,REGULAR,rebound,defensive,[],203953,,,1610612738,77,63,2021-05-16T18:50:13Z,4220000,,,0,,J. Parker REBOUND (Off:1 Def:5),[203953],1610612738.0,BOS,,,,Parker,J. Parker,,,,,,,430.0,6.0,5.0,1.0,,,,,,,,,,,,,,,
432,PT00M54.00S,2021-05-16T18:50:18.9Z,3,REGULAR,turnover,out-of-bounds,[],1629682,,,1610612738,77,63,2021-05-16T18:50:24Z,4230000,,,0,,T. Waters bad pass out-of-bounds TURNOVER (2 TO),[1629682],1610612738.0,BOS,bad pass,,,Waters,T. Waters,,,,,,,,,,,,,,,,,2.0,,,101283.0,,,,,
433,PT00M40.80S,2021-05-16T18:50:48.7Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",203944,93.9060446780552,63.794424019607845,1610612752,77,63,2021-05-16T18:50:54Z,4240000,69.0,5.0,1,right,MISS J. Randle 6' fadeaway Shot,[203944],1610612752.0,NYK,fadeaway,,,Randle,J. Randle,,,,,6.92,Missed,,,,,,,,,,,,,,,,,,,
434,PT00M38.40S,2021-05-16T18:50:51.1Z,3,REGULAR,rebound,defensive,[],1630174,,,1610612738,77,63,2021-05-16T18:50:51Z,4250000,,,0,,A. Nesmith REBOUND (Off:1 Def:2),[1630174],1610612738.0,BOS,,,,Nesmith,A. Nesmith,,,,,,,433.0,3.0,2.0,1.0,,,,,,,,,,,,,,,
