actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotResult,pointsTotal,shotDistance,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
193,PT10M13.00S,2021-05-26T00:08:09.8Z,2,REGULAR,foul,personal,['1freethrow'],1629057,,,1610612751,46,26,2021-05-26T00:12:03Z,1830000,,,0,,R. Williams III shooting personal FOUL (1 PF) (Harden 1 FT),"[1629057, 201935]",1610612738.0,BOS,shooting,,,Williams III,R. Williams III,,,,,1174.0,1.0,0.0,Harden,201935.0,,,,,,,,,,,,,,,
195,PT10M13.00S,2021-05-26T00:08:24.6Z,2,REGULAR,substitution,out,[],1629057,,,1610612751,46,26,2021-05-26T00:08:40Z,1850000,,,0,,SUB out: R. Williams III,[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,
196,PT10M13.00S,2021-05-26T00:08:24.6Z,2,REGULAR,substitution,in,[],203095,,,1610612751,46,26,2021-05-26T00:08:40Z,1860000,,,0,,SUB in: E. Fournier,[203095],1610612738.0,BOS,,,,Fournier,E. Fournier,,,,,,,,,,,,,,,,,,,,,,,,
198,PT10M13.00S,2021-05-26T00:08:46.6Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612751,46,26,2021-05-26T00:08:46Z,1870000,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200,PT10M13.00S,2021-05-26T00:09:07.4Z,2,REGULAR,instantreplay,challenge,[],0,,,1610612751,46,26,2021-05-26T00:11:00Z,1890000,,,0,,,[],1610612738.0,BOS,stands,,,,,,,,,1148.0,,,,,,,,,,,,,,,,,,,
201,PT10M13.00S,2021-05-26T00:09:07.6Z,2,REGULAR,substitution,out,[],203953,,,1610612751,46,26,2021-05-26T00:11:57Z,1900000,,,0,,SUB out: J. Parker,[203953],1610612738.0,BOS,,,,Parker,J. Parker,,,,,,,,,,,,,,,,,,,,,,,,
202,PT10M13.00S,2021-05-26T00:09:07.6Z,2,REGULAR,substitution,out,[],1630174,,,1610612751,46,26,2021-05-26T00:11:57Z,1910000,,,0,,SUB out: A. Nesmith,[1630174],1610612738.0,BOS,,,,Nesmith,A. Nesmith,,,,,,,,,,,,,,,,,,,,,,,,
203,PT10M13.00S,2021-05-26T00:09:07.6Z,2,REGULAR,substitution,in,[],202684,,,1610612751,46,26,2021-05-26T00:11:57Z,1920000,,,0,,SUB in: T. Thompson,[202684],1610612738.0,BOS,,,,Thompson,T. Thompson,,,,,,,,,,,,,,,,,,,,,,,,
204,PT10M13.00S,2021-05-26T00:09:07.6Z,2,REGULAR,substitution,in,[],1629641,,,1610612751,46,26,2021-05-26T00:11:57Z,1930000,,,0,,SUB in: R. Langford,[1629641],1610612738.0,BOS,,,,Langford,R. Langford,,,,,,,,,,,,,,,,,,,,,,,,
205,PT10M13.00S,2021-05-26T00:12:27.0Z,2,REGULAR,freethrow,1 of 1,['fromturnover'],201935,,,1610612751,47,26,2021-05-26T00:12:27Z,1940000,,,0,,J. Harden Free Throw 1 of 1 (7 PTS),[201935],1610612751.0,BKN,,,,Harden,J. Harden,,,,,,,,,,Made,7.0,,,,,,,,,,,,,
206,PT09M51.00S,2021-05-26T00:12:50.7Z,2,REGULAR,3pt,Jump Shot,[],1630202,68.41327201051249,26.53952205882353,1610612738,47,26,2021-05-26T00:12:58Z,1950000,-117.0,244.0,1,right,MISS P. Pritchard 27' 3PT,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,Missed,,27.11,,,,,,,,,,,,
207,PT09M45.00S,2021-05-26T00:12:56.7Z,2,REGULAR,rebound,offensive,[],202684,,,1610612738,47,26,2021-05-26T00:12:58Z,1960000,,,0,,T. Thompson REBOUND (Off:3 Def:0),[202684],1610612738.0,BOS,,,,Thompson,T. Thompson,,,,,,,,,,,,,,,,206.0,3.0,0.0,3.0,,,,,
210,PT09M45.00S,2021-05-26T00:13:00.2Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629641,92.06636005256242,49.08854166666667,1610612738,47,26,2021-05-26T00:21:20Z,1965000,-5.0,22.0,1,right,MISS R. Langford Layup - blocked,"[1629641, 1629651]",1610612738.0,BOS,,,,Langford,R. Langford,,,,,,,,,,Missed,,2.26,,,,,,,,,,,Claxton,1629651.0
221,PT09M45.00S,2021-05-26T00:13:00.2Z,2,REGULAR,block,,[],1629651,,,1610612738,47,26,2021-05-26T00:14:06Z,1967500,,,0,,N. Claxton BLOCK (1 BLK),[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,,,,,,,,,,,,,,,,,,,,
211,PT09M45.00S,2021-05-26T00:13:00.2Z,2,REGULAR,rebound,offensive,[],1629641,,,1610612738,47,26,2021-05-26T00:21:20Z,1968750,,,0,,R. Langford REBOUND (Off:1 Def:0),[1629641],1610612738.0,BOS,,,,Langford,R. Langford,,,,,,,,,,,,,,,,210.0,1.0,0.0,1.0,,,,,
259,PT09M43.00S,2021-05-26T00:13:02.1Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629641,92.64126149802891,49.17279411764706,1610612738,47,26,2021-05-26T00:22:43Z,1985000,-4.0,17.0,1,right,MISS R. Langford Layup,[1629641],1610612738.0,BOS,,,,Langford,R. Langford,,,,,,,,,,Missed,,1.72,,,,,,,,,,,,
260,PT09M42.00S,2021-05-26T00:13:03.1Z,2,REGULAR,rebound,offensive,[],202684,,,1610612738,47,26,2021-05-26T00:22:43Z,1987500,,,0,,T. Thompson REBOUND (Off:4 Def:0),[202684],1610612738.0,BOS,,,,Thompson,T. Thompson,,,,,,,,,,,,,,,,259.0,4.0,0.0,4.0,,,,,
212,PT09M38.00S,2021-05-26T00:13:04.1Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",202684,94.40999984741211,50.0,1610612738,47,28,2021-05-26T00:19:02Z,2010000,0.0,0.0,1,right,T. Thompson tip Layup (5 PTS),[202684],1610612738.0,BOS,tip,,,Thompson,T. Thompson,,,,,,,,,,Made,5.0,0.0,,,,,,,,,,,,
213,PT09M26.00S,2021-05-26T00:13:16.7Z,2,REGULAR,3pt,Jump Shot,[],203925,28.07161629434954,24.088541666666664,1610612751,47,28,2021-05-26T00:13:22Z,2020000,130.0,211.0,1,left,MISS J. Harris 24' 3PT,[203925],1610612751.0,BKN,,,,Harris,J. Harris,,,,,,,,,,Missed,,24.8,,,,,,,,,,,,
214,PT09M21.00S,2021-05-26T00:13:21.7Z,2,REGULAR,rebound,defensive,[],1630202,,,1610612738,47,28,2021-05-26T00:13:22Z,2030000,,,0,,P. Pritchard REBOUND (Off:0 Def:1),[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,213.0,1.0,1.0,0.0,,,,,
215,PT09M06.00S,2021-05-26T00:13:35.9Z,2,REGULAR,turnover,bad pass,[],203095,,,1610612738,47,28,2021-05-26T00:13:42Z,2040000,,,0,,E. Fournier bad pass TURNOVER (1 TO),"[203095, 201145]",1610612738.0,BOS,,,,Fournier,E. Fournier,,,,,,,,,,,,,,,,,,,,1.0,Green,201145.0,,
216,PT09M06.00S,2021-05-26T00:13:35.9Z,2,REGULAR,steal,,[],201145,,,1610612751,47,28,2021-05-26T00:24:14Z,2050000,,,0,,J. Green STEAL (1 STL),[201145],1610612751.0,BKN,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,
217,PT09M01.00S,2021-05-26T00:13:41.5Z,2,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",203925,23.209592641261498,14.039522058823529,1610612751,47,28,2021-05-26T00:13:58Z,2060000,180.0,166.0,1,left,MISS J. Harris 24' pullup 3PT,[203925],1610612751.0,BKN,pullup,,,Harris,J. Harris,,,,,,,,,,Missed,,24.45,,,,,,,,,,,,
218,PT08M55.00S,2021-05-26T00:13:47.5Z,2,REGULAR,rebound,defensive,[],1628369,,,1610612738,47,28,2021-05-26T00:13:58Z,2070000,,,0,,J. Tatum REBOUND (Off:0 Def:1),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,217.0,1.0,1.0,0.0,,,,,
219,PT08M51.00S,2021-05-26T00:13:54.0Z,2,REGULAR,foul,personal,['2freethrow'],1629013,,,1610612738,47,28,2021-05-26T00:14:08Z,2080000,,,0,,L. Shamet shooting personal FOUL (1 PF) (Tatum 2 FT),"[1629013, 1628369]",1610612751.0,BKN,shooting,,,Shamet,L. Shamet,,,,,1148.0,1.0,0.0,Tatum,1628369.0,,,,,,,,,,,,,,,
222,PT08M51.00S,2021-05-26T00:14:20.2Z,2,REGULAR,freethrow,1 of 2,[],1628369,,,1610612738,47,29,2021-05-26T00:14:20Z,2100000,,,0,,J. Tatum Free Throw 1 of 2 (4 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,Made,4.0,,,,,,,,,,,,,
223,PT08M51.00S,2021-05-26T00:14:34.9Z,2,REGULAR,freethrow,2 of 2,[],1628369,,,1610612738,47,30,2021-05-26T00:14:34Z,2110000,,,0,,J. Tatum Free Throw 2 of 2 (5 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,Made,5.0,,,,,,,,,,,,,
224,PT08M33.00S,2021-05-26T00:14:54.8Z,2,REGULAR,3pt,Jump Shot,[],201935,29.38567674113009,26.53952205882353,1610612751,47,30,2021-05-26T00:15:00Z,2120000,117.0,224.0,1,left,MISS J. Harden 25' step back 3PT,[201935],1610612751.0,BKN,step back,,,Harden,J. Harden,,,,,,,,,,Missed,,25.26,,,,,,,,,,,,
225,PT08M30.00S,2021-05-26T00:14:57.8Z,2,REGULAR,rebound,offensive,[],201935,,,1610612751,47,30,2021-05-26T00:15:00Z,2130000,,,0,,J. Harden REBOUND (Off:2 Def:1),[201935],1610612751.0,BKN,,,,Harden,J. Harden,,,,,,,,,,,,,,,,224.0,3.0,1.0,2.0,,,,,
226,PT08M22.00S,2021-05-26T00:15:05.0Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1629013,32.670827858081466,47.61795343137255,1610612751,50,30,2021-05-26T00:15:09Z,2140000,12.0,255.0,1,left,L. Shamet 25' 3PT  (3 PTS) (J. Harden 4 AST),"[1629013, 201935]",1610612751.0,BKN,,,,Shamet,L. Shamet,,,,,,,,,,Made,3.0,25.49,J. Harden,201935.0,4.0,,,,,,,,,
228,PT08M06.00S,2021-05-26T00:15:21.2Z,2,REGULAR,turnover,lost ball,[],203095,,,1610612738,50,30,2021-05-26T00:15:25Z,2160000,,,0,,E. Fournier lost ball TURNOVER (2 TO),"[203095, 1629651]",1610612738.0,BOS,,,,Fournier,E. Fournier,,,,,,,,,,,,,,,,,,,,2.0,Claxton,1629651.0,,
229,PT08M06.00S,2021-05-26T00:15:21.2Z,2,REGULAR,steal,,[],1629651,,,1610612751,50,30,2021-05-26T00:15:23Z,2170000,,,0,,N. Claxton STEAL (1 STL),[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,,,,,,,,,,,,,,,,,,,,
230,PT08M00.00S,2021-05-26T00:15:27.1Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",201145,5.863994743758213,48.84344362745098,1610612751,50,30,2021-05-26T00:15:32Z,2180000,6.0,3.0,1,left,MISS J. Green alley-oop DUNK,[201145],1610612751.0,BKN,alley-oop,,,Green,J. Green,,,,,,,,,,Missed,,0.64,,,,,,,,,,,,
231,PT07M58.00S,2021-05-26T00:15:29.1Z,2,REGULAR,rebound,defensive,[],1630202,,,1610612738,50,30,2021-05-26T00:15:32Z,2190000,,,0,,P. Pritchard REBOUND (Off:0 Def:2),[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,230.0,2.0,2.0,0.0,,,,,
232,PT07M57.00S,2021-05-26T00:15:32.5Z,2,REGULAR,turnover,out-of-bounds,[],1630202,,,1610612738,50,30,2021-05-26T00:16:27Z,2200000,,,0,,P. Pritchard bad pass out-of-bounds TURNOVER (1 TO),[1630202],1610612738.0,BOS,bad pass,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,,,1.0,,,,
233,PT07M44.00S,2021-05-26T00:15:54.6Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",201935,10.33180026281209,47.127757352941174,1610612751,52,30,2021-05-26T00:15:59Z,2210000,14.0,45.0,1,left,J. Harden driving floating Jump Shot (9 PTS),[201935],1610612751.0,BKN,driving floating,,,Harden,J. Harden,,,,,,,,,,Made,9.0,4.69,,,,,,,,,,,,
234,PT07M44.00S,2021-05-26T00:15:58.2Z,2,REGULAR,foul,personal,['1freethrow'],203095,,,1610612751,52,30,2021-05-26T00:16:20Z,2220000,,,0,,E. Fournier shooting personal FOUL (1 PF) (Harden 1 FT),"[203095, 201935]",1610612738.0,BOS,shooting,,,Fournier,E. Fournier,,,,,1151.0,1.0,0.0,Harden,201935.0,,,,,,,,,,,,,,,
236,PT07M44.00S,2021-05-26T00:16:09.8Z,2,REGULAR,substitution,out,[],1630202,,,1610612751,52,30,2021-05-26T00:16:18Z,2240000,,,0,,SUB out: P. Pritchard,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,,,,,,,
237,PT07M44.00S,2021-05-26T00:16:09.8Z,2,REGULAR,substitution,out,[],203095,,,1610612751,52,30,2021-05-26T00:16:18Z,2250000,,,0,,SUB out: E. Fournier,[203095],1610612738.0,BOS,,,,Fournier,E. Fournier,,,,,,,,,,,,,,,,,,,,,,,,
238,PT07M44.00S,2021-05-26T00:16:09.8Z,2,REGULAR,substitution,in,[],202689,,,1610612751,52,30,2021-05-26T00:16:18Z,2260000,,,0,,SUB in: K. Walker,[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,,,,,,,,,,,,,,,,,,
239,PT07M44.00S,2021-05-26T00:16:09.8Z,2,REGULAR,substitution,in,[],203935,,,1610612751,52,30,2021-05-26T00:16:18Z,2270000,,,0,,SUB in: M. Smart,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,
240,PT07M44.00S,2021-05-26T00:16:29.7Z,2,REGULAR,freethrow,1 of 1,['fromturnover'],201935,,,1610612751,53,30,2021-05-26T00:16:29Z,2280000,,,0,,J. Harden Free Throw 1 of 1 (10 PTS),[201935],1610612751.0,BKN,,,,Harden,J. Harden,,,,,,,,,,Made,10.0,,,,,,,,,,,,,
241,PT07M29.00S,2021-05-26T00:16:46.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628369,93.38042049934296,47.127757352941174,1610612738,53,32,2021-05-26T00:16:51Z,2290000,-14.0,10.0,1,right,J. Tatum driving finger roll Layup (7 PTS) (K. Walker 1 AST),"[1628369, 202689]",1610612738.0,BOS,driving finger roll,,,Tatum,J. Tatum,,,,,,,,,,Made,7.0,1.74,K. Walker,202689.0,1.0,,,,,,,,,
243,PT07M09.00S,2021-05-26T00:17:14.2Z,2,REGULAR,foul,personal,[],203935,,,1610612751,53,32,2021-05-26T00:17:36Z,2310000,,,0,,M. Smart personal FOUL (2 PF),"[203935, 201935]",1610612738.0,BOS,,,,Smart,M. Smart,,,,,1148.0,2.0,0.0,Harden,201935.0,,,,,,,,,,,,,,,
245,PT06M55.00S,2021-05-26T00:17:37.1Z,2,REGULAR,3pt,Jump Shot,[],201935,32.802233902759525,31.44148284313725,1610612751,53,32,2021-05-26T00:17:43Z,2330000,93.0,256.0,1,left,MISS J. Harden 27' step back 3PT,[201935],1610612751.0,BKN,step back,,,Harden,J. Harden,,,,,,,,,,Missed,,27.21,,,,,,,,,,,,
246,PT06M50.00S,2021-05-26T00:17:42.1Z,2,REGULAR,rebound,defensive,[],1628369,,,1610612738,53,32,2021-05-26T00:17:43Z,2340000,,,0,,J. Tatum REBOUND (Off:0 Def:2),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,245.0,2.0,2.0,0.0,,,,,
247,PT06M47.00S,2021-05-26T00:17:45.2Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1628369,94.1688567674113,48.10814950980392,1610612738,53,32,2021-05-26T00:17:50Z,2350000,-9.0,2.0,1,right,MISS J. Tatum running finger roll Layup,[1628369],1610612738.0,BOS,running finger roll,,,Tatum,J. Tatum,,,,,,,,,,Missed,,0.98,,,,,,,,,,,,
248,PT06M44.00S,2021-05-26T00:17:48.2Z,2,REGULAR,rebound,defensive,[],1629651,,,1610612751,53,32,2021-05-26T00:17:50Z,2360000,,,0,,N. Claxton REBOUND (Off:1 Def:1),[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,,,,,,,,,,,,247.0,2.0,1.0,1.0,,,,,
249,PT06M40.00S,2021-05-26T00:17:51.4Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],203925,28.991458607095925,27.27481617647059,1610612751,56,32,2021-05-26T00:18:04Z,2370000,114.0,220.0,1,left,J. Harris 24' 3PT  (19 PTS) (J. Harden 5 AST),"[203925, 201935]",1610612751.0,BKN,,,,Harris,J. Harris,,,,,,,,,,Made,19.0,24.76,J. Harden,201935.0,5.0,,,,,,,,,
251,PT06M28.00S,2021-05-26T00:18:03.9Z,2,REGULAR,2pt,Jump Shot,[],202689,69.07030223390277,48.353247549019606,1610612738,56,32,2021-05-26T00:20:37Z,2390000,-8.0,238.0,1,right,MISS K. Walker 23' pullup Shot,[202689],1610612738.0,BOS,pullup,,,Walker,K. Walker,,,,,,,,,,Missed,,23.83,,,,,,,,,,,,
252,PT06M23.00S,2021-05-26T00:18:08.9Z,2,REGULAR,rebound,defensive,[],1629013,,,1610612751,56,32,2021-05-26T00:18:10Z,2400000,,,0,,L. Shamet REBOUND (Off:0 Def:1),[1629013],1610612751.0,BKN,,,,Shamet,L. Shamet,,,,,,,,,,,,,,,,251.0,1.0,1.0,0.0,,,,,
253,PT06M09.00S,2021-05-26T00:18:23.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629013,5.732588699080158,52.76501225490197,1610612751,58,32,2021-05-26T00:18:29Z,2410000,-14.0,1.0,1,left,L. Shamet driving reverse Layup (5 PTS),[1629013],1610612751.0,BKN,driving reverse,,,Shamet,L. Shamet,,,,,,,,,,Made,5.0,1.39,,,,,,,,,,,,
254,PT05M52.00S,2021-05-26T00:18:39.8Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628369,84.05059132720105,56.93167892156863,1610612738,58,32,2021-05-26T00:18:51Z,2420000,35.0,97.0,1,right,MISS J. Tatum 10' Jump Shot - blocked,"[1628369, 203925]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,Missed,,10.34,,,,,,,,,,,Harris,203925.0
255,PT05M52.00S,2021-05-26T00:18:39.8Z,2,REGULAR,block,,[],203925,,,1610612738,58,32,2021-05-26T00:18:43Z,2430000,,,0,,J. Harris BLOCK (1 BLK),[203925],1610612751.0,BKN,,,,Harris,J. Harris,,,,,,,,,,,,,,,,,,,,,,,,
256,PT05M48.00S,2021-05-26T00:18:43.8Z,2,REGULAR,rebound,offensive,[],1628369,,,1610612738,58,32,2021-05-26T00:18:43Z,2440000,,,0,,J. Tatum REBOUND (Off:1 Def:2),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,254.0,3.0,2.0,1.0,,,,,
257,PT05M41.00S,2021-05-26T00:18:51.0Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",202684,92.72339027595268,49.08854166666667,1610612738,58,34,2021-05-26T00:19:00Z,2450000,-5.0,16.0,1,right,T. Thompson cutting Layup (7 PTS) (R. Langford 1 AST),"[202684, 1629641]",1610612738.0,BOS,cutting,,,Thompson,T. Thompson,,,,,,,,,,Made,7.0,1.66,R. Langford,1629641.0,1.0,,,,,,,,,
261,PT05M15.00S,2021-05-26T00:19:17.0Z,2,REGULAR,3pt,Jump Shot,[],1629013,6.389618922470433,4.235600490196079,1610612751,58,34,2021-05-26T00:27:36Z,2470000,229.0,8.0,1,left,MISS L. Shamet step back 3PT,[1629013],1610612751.0,BKN,step back,,,Shamet,L. Shamet,,,,,,,,,,Missed,,22.89,,,,,,,,,,,,
262,PT05M11.00S,2021-05-26T00:19:21.0Z,2,REGULAR,rebound,defensive,[],203935,,,1610612738,58,34,2021-05-26T00:19:22Z,2480000,,,0,,M. Smart REBOUND (Off:0 Def:1),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,261.0,1.0,1.0,0.0,,,,,
263,PT05M10.00S,2021-05-26T00:19:24.5Z,2,REGULAR,foul,personal,['2freethrow'],1629651,,,1610612738,58,34,2021-05-26T00:19:52Z,2490000,,,0,,N. Claxton shooting personal FOUL (1 PF) (Walker 2 FT),"[1629651, 202689]",1610612751.0,BKN,shooting,,,Claxton,N. Claxton,,,,,1148.0,1.0,0.0,Walker,202689.0,,,,,,,,,,,,,,,
265,PT05M10.00S,2021-05-26T00:20:00.6Z,2,REGULAR,freethrow,1 of 2,['fastbreak'],202689,,,1610612738,58,35,2021-05-26T00:20:00Z,2510000,,,0,,K. Walker Free Throw 1 of 2 (10 PTS),[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,,,,Made,10.0,,,,,,,,,,,,,
266,PT05M10.00S,2021-05-26T00:20:01.4Z,2,REGULAR,substitution,out,[],201145,,,1610612738,58,35,2021-05-26T00:20:25Z,2520000,,,0,,SUB out: J. Green,[201145],1610612751.0,BKN,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,
267,PT05M10.00S,2021-05-26T00:20:01.4Z,2,REGULAR,substitution,out,[],201935,,,1610612738,58,35,2021-05-26T00:20:25Z,2530000,,,0,,SUB out: J. Harden,[201935],1610612751.0,BKN,,,,Harden,J. Harden,,,,,,,,,,,,,,,,,,,,,,,,
268,PT05M10.00S,2021-05-26T00:20:01.4Z,2,REGULAR,substitution,out,[],1629013,,,1610612738,58,35,2021-05-26T00:20:25Z,2540000,,,0,,SUB out: L. Shamet,[1629013],1610612751.0,BKN,,,,Shamet,L. Shamet,,,,,,,,,,,,,,,,,,,,,,,,
269,PT05M10.00S,2021-05-26T00:20:01.4Z,2,REGULAR,substitution,out,[],1629651,,,1610612738,58,35,2021-05-26T00:20:25Z,2550000,,,0,,SUB out: N. Claxton,[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,,,,,,,,,,,,,,,,,,,,
270,PT05M10.00S,2021-05-26T00:20:01.4Z,2,REGULAR,substitution,out,[],1628369,,,1610612738,58,35,2021-05-26T00:20:25Z,2560000,,,0,,SUB out: J. Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,
271,PT05M10.00S,2021-05-26T00:20:01.4Z,2,REGULAR,substitution,in,[],1628971,,,1610612738,58,35,2021-05-26T00:20:25Z,2570000,,,0,,SUB in: B. Brown,[1628971],1610612751.0,BKN,,,,Brown,B. Brown,,,,,,,,,,,,,,,,,,,,,,,,
272,PT05M10.00S,2021-05-26T00:20:01.4Z,2,REGULAR,substitution,in,[],201933,,,1610612738,58,35,2021-05-26T00:20:25Z,2580000,,,0,,SUB in: B. Griffin,[201933],1610612751.0,BKN,,,,Griffin,B. Griffin,,,,,,,,,,,,,,,,,,,,,,,,
273,PT05M10.00S,2021-05-26T00:20:01.4Z,2,REGULAR,substitution,in,[],201142,,,1610612738,58,35,2021-05-26T00:20:25Z,2590000,,,0,,SUB in: K. Durant,[201142],1610612751.0,BKN,,,,Durant,K. Durant,,,,,,,,,,,,,,,,,,,,,,,,
274,PT05M10.00S,2021-05-26T00:20:01.4Z,2,REGULAR,substitution,in,[],202681,,,1610612738,58,35,2021-05-26T00:20:25Z,2600000,,,0,,SUB in: K. Irving,[202681],1610612751.0,BKN,,,,Irving,K. Irving,,,,,,,,,,,,,,,,,,,,,,,,
275,PT05M10.00S,2021-05-26T00:20:01.4Z,2,REGULAR,substitution,in,[],203095,,,1610612738,58,35,2021-05-26T00:20:25Z,2610000,,,0,,SUB in: E. Fournier,[203095],1610612738.0,BOS,,,,Fournier,E. Fournier,,,,,,,,,,,,,,,,,,,,,,,,
276,PT05M10.00S,2021-05-26T00:20:29.0Z,2,REGULAR,freethrow,2 of 2,['fastbreak'],202689,,,1610612738,58,36,2021-05-26T00:20:29Z,2620000,,,0,,K. Walker Free Throw 2 of 2 (11 PTS),[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,,,,Made,11.0,,,,,,,,,,,,,
277,PT04M59.00S,2021-05-26T00:20:41.8Z,2,REGULAR,3pt,Jump Shot,[],203925,27.677398160315374,23.84344362745098,1610612751,61,36,2021-05-26T00:20:47Z,2630000,131.0,208.0,1,left,J. Harris 24' 3PT pullup (22 PTS) (B. Griffin 4 AST),"[203925, 201933]",1610612751.0,BKN,pullup,,,Harris,J. Harris,,,,,,,,,,Made,22.0,24.55,B. Griffin,201933.0,4.0,,,,,,,,,
279,PT04M47.00S,2021-05-26T00:20:54.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],202684,94.43166885676742,50.55912990196079,1610612738,61,38,2021-05-26T00:21:08Z,2650000,3.0,0.0,1,right,T. Thompson Layup (9 PTS) (M. Smart 2 AST),"[202684, 203935]",1610612738.0,BOS,,,,Thompson,T. Thompson,,,,,,,,,,Made,9.0,0.28,M. Smart,203935.0,2.0,,,,,,,,,
281,PT04M28.00S,2021-05-26T00:21:13.6Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628971,8.360709592641262,47.127757352941174,1610612751,63,38,2021-05-26T00:21:17Z,2670000,14.0,26.0,1,left,B. Brown floating Jump Shot (2 PTS) (K. Durant 3 AST),"[1628971, 201142]",1610612751.0,BKN,floating,,,Brown,B. Brown,,,,,,,,,,Made,2.0,2.98,K. Durant,201142.0,3.0,,,,,,,,,
283,PT04M10.00S,2021-05-26T00:21:30.5Z,2,REGULAR,3pt,Jump Shot,[],203095,92.59198423127464,3.990502450980392,1610612738,63,38,2021-05-26T00:21:34Z,2690000,-230.0,17.0,1,right,MISS E. Fournier 3PT,[203095],1610612738.0,BOS,,,,Fournier,E. Fournier,,,,,,,,,,Missed,,23.06,,,,,,,,,,,,
284,PT04M07.00S,2021-05-26T00:21:33.5Z,2,REGULAR,rebound,defensive,[],203925,,,1610612751,63,38,2021-05-26T00:21:34Z,2700000,,,0,,J. Harris REBOUND (Off:1 Def:3),[203925],1610612751.0,BKN,,,,Harris,J. Harris,,,,,,,,,,,,,,,,283.0,4.0,3.0,1.0,,,,,
285,PT03M55.00S,2021-05-26T00:21:46.5Z,2,REGULAR,turnover,bad pass,[],1628971,,,1610612751,63,38,2021-05-26T00:29:18Z,2710000,,,0,,B. Brown bad pass TURNOVER (1 TO),"[1628971, 203935]",1610612751.0,BKN,,,,Brown,B. Brown,,,,,,,,,,,,,,,,,,,,1.0,Smart,203935.0,,
