actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,turnoverTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
261,PT03M37.00S,2021-04-03T00:23:35.8Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626174,20.18725361366623,38.549325980392155,1610612745,43,44,2021-04-03T00:23:45Z,2570000,57.0,137.0,1,left,C. Wood 14' driving floating Jump Shot (14 PTS) (K. Porter Jr. 6 AST),"[1626174, 1629645]",1610612745.0,HOU,driving floating,,,Wood,C. Wood,,,,,14.88,Made,14.0,K. Porter Jr.,1629645.0,6.0,,,,,,,,,,,,,,
262,PT03M21.00S,2021-04-03T00:23:52.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203935,91.40932982917214,49.08854166666667,1610612738,45,44,2021-04-03T00:23:57Z,2580000,-5.0,28.0,1,right,M. Smart cutting Layup (4 PTS) (K. Walker 4 AST),"[203935, 202689]",1610612738.0,BOS,cutting,,,Smart,M. Smart,,,,,2.87,Made,4.0,K. Walker,202689.0,4.0,,,,,,,,,,,,,,
264,PT03M04.00S,2021-04-03T00:24:14.6Z,2,REGULAR,foul,personal,[],203095,,,1610612745,45,44,2021-04-03T00:24:27Z,2600000,,,0,,E. Fournier personal FOUL (3 PF),"[203095, 1626174]",1610612738.0,BOS,,,,Fournier,E. Fournier,,,,,,,,,,,,,,,1628953.0,,3.0,0.0,Wood,1626174.0,,,,
267,PT03M04.00S,2021-04-03T00:24:38.9Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612745,45,44,2021-04-03T00:24:38Z,2620000,,,0,,HOU Timeout,[],1610612745.0,HOU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
270,PT03M04.00S,2021-04-03T00:26:54.2Z,2,REGULAR,substitution,out,[],1628436,,,1610612745,45,44,2021-04-03T00:27:17Z,2630000,,,0,,SUB out: L. Kornet,[1628436],1610612738.0,BOS,,,,Kornet,L. Kornet,,,,,,,,,,,,,,,,,,,,,,,,
271,PT03M04.00S,2021-04-03T00:26:54.2Z,2,REGULAR,substitution,out,[],203095,,,1610612745,45,44,2021-04-03T00:27:17Z,2640000,,,0,,SUB out: E. Fournier,[203095],1610612738.0,BOS,,,,Fournier,E. Fournier,,,,,,,,,,,,,,,,,,,,,,,,
272,PT03M04.00S,2021-04-03T00:26:54.2Z,2,REGULAR,substitution,out,[],1630231,,,1610612745,45,44,2021-04-03T00:27:17Z,2650000,,,0,,SUB out: K. Martin Jr.,[1630231],1610612745.0,HOU,,,,Martin Jr.,K. Martin Jr.,,,,,,,,,,,,,,,,,,,,,,,,
273,PT03M04.00S,2021-04-03T00:26:54.2Z,2,REGULAR,substitution,in,[],1628369,,,1610612745,45,44,2021-04-03T00:27:17Z,2660000,,,0,,SUB in: J. Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,
274,PT03M04.00S,2021-04-03T00:26:54.2Z,2,REGULAR,substitution,in,[],1629057,,,1610612745,45,44,2021-04-03T00:27:17Z,2670000,,,0,,SUB in: R. Williams III,[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,
275,PT03M04.00S,2021-04-03T00:26:54.2Z,2,REGULAR,substitution,in,[],1630256,,,1610612745,45,44,2021-04-03T00:27:17Z,2680000,,,0,,SUB in: J. Tate,[1630256],1610612745.0,HOU,,,,Tate,J. Tate,,,,,,,,,,,,,,,,,,,,,,,,
276,PT02M50.00S,2021-04-03T00:27:43.5Z,2,REGULAR,3pt,Jump Shot,[],1629645,30.56833114323259,26.294424019607842,1610612745,45,44,2021-04-03T00:27:50Z,2690000,119.0,235.0,1,left,MISS K. Porter Jr. 26' turnaround 3PT,[1629645],1610612745.0,HOU,turnaround,,,Porter Jr.,K. Porter Jr.,,,,,26.3,Missed,,,,,,,,,,,,,,,,,,
277,PT02M46.00S,2021-04-03T00:27:47.5Z,2,REGULAR,rebound,defensive,[],1629057,,,1610612738,45,44,2021-04-03T00:27:50Z,2700000,,,0,,R. Williams III REBOUND (Off:2 Def:5),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,276.0,7.0,5.0,2.0,,,,,,,,,,
278,PT02M34.00S,2021-04-03T00:27:58.7Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1628369,91.93495400788436,45.166973039215684,1610612738,47,44,2021-04-03T00:28:10Z,2710000,-24.0,23.0,1,right,J. Tatum alley-oop DUNK (11 PTS) (M. Smart 4 AST),"[1628369, 203935]",1610612738.0,BOS,alley-oop,,,Tatum,J. Tatum,,,,,3.36,Made,11.0,M. Smart,203935.0,4.0,,,,,,,,,,,,,,
280,PT02M13.00S,2021-04-03T00:28:19.8Z,2,REGULAR,3pt,Jump Shot,[],1629645,16.507884362680684,93.94148284313727,1610612745,47,44,2021-04-03T00:28:27Z,2730000,-220.0,103.0,1,left,MISS K. Porter Jr. 24' 3PT,[1629645],1610612745.0,HOU,,,,Porter Jr.,K. Porter Jr.,,,,,24.25,Missed,,,,,,,,,,,,,,,,,,
281,PT02M08.00S,2021-04-03T00:28:24.8Z,2,REGULAR,rebound,defensive,[],1628369,,,1610612738,47,44,2021-04-03T00:28:27Z,2740000,,,0,,J. Tatum REBOUND (Off:0 Def:4),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,280.0,4.0,4.0,0.0,,,,,,,,,,
282,PT01M52.00S,2021-04-03T00:28:43.5Z,2,REGULAR,turnover,out-of-bounds,[],1627759,,,1610612738,47,44,2021-04-03T00:28:50Z,2750000,,,0,,J. Brown lost ball out-of-bounds TURNOVER (1 TO),[1627759],1610612738.0,BOS,lost ball,,,Brown,J. Brown,,,,,,,,,,,,,,,2529.0,1.0,,,,,,,,
283,PT01M38.00S,2021-04-03T00:29:15.4Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1626174,31.225361366622867,69.67677696078431,1610612745,47,44,2021-04-03T00:29:20Z,2760000,-98.0,241.0,1,left,MISS C. Wood 26' 3PT,[1626174],1610612745.0,HOU,,,,Wood,C. Wood,,,,,26.03,Missed,,,,,,,,,,,,,,,,,,
284,PT01M35.00S,2021-04-03T00:29:18.4Z,2,REGULAR,rebound,defensive,[],1627759,,,1610612738,47,44,2021-04-03T00:29:20Z,2770000,,,0,,J. Brown REBOUND (Off:4 Def:3),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,283.0,7.0,3.0,4.0,,,,,,,,,,
285,PT01M28.00S,2021-04-03T00:29:25.0Z,2,REGULAR,3pt,Jump Shot,[],1628369,92.59198423127464,95.65716911764706,1610612738,47,44,2021-04-03T00:29:31Z,2780000,228.0,17.0,1,right,MISS J. Tatum step back 3PT,[1628369],1610612738.0,BOS,step back,,,Tatum,J. Tatum,,,,,22.89,Missed,,,,,,,,,,,,,,,,,,
286,PT01M26.00S,2021-04-03T00:29:27.9Z,2,REGULAR,rebound,offensive,[],1629057,,,1610612738,47,44,2021-04-03T00:29:27Z,2790000,,,0,,R. Williams III REBOUND (Off:3 Def:5),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,285.0,8.0,5.0,3.0,,,,,,,,,,
287,PT01M24.00S,2021-04-03T00:29:29.1Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],202689,68.41327201051249,26.294424019607842,1610612738,50,44,2021-04-03T00:29:34Z,2800000,-119.0,244.0,1,right,K. Walker 27' 3PT  (11 PTS) (R. Williams III 4 AST),"[202689, 1629057]",1610612738.0,BOS,,,,Walker,K. Walker,,,,,27.16,Made,11.0,R. Williams III,1629057.0,4.0,,,,,,,,,,,,,,
289,PT00M57.10S,2021-04-03T00:29:57.2Z,2,REGULAR,3pt,Jump Shot,[],1628425,7.703679369250986,96.14736519607843,1610612745,50,44,2021-04-03T00:30:05Z,2820000,-231.0,20.0,1,left,MISS S. Brown 3PT,[1628425],1610612745.0,HOU,,,,Brown,S. Brown,,,,,23.16,Missed,,,,,,,,,,,,,,,,,,
290,PT00M53.70S,2021-04-03T00:30:00.6Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612738,50,44,2021-04-03T00:30:05Z,2830000,,,0,,TEAM defensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,,,289.0,,,,,,,,,,,,,
291,PT00M53.70S,2021-04-03T00:30:04.3Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612738,50,44,2021-04-03T00:30:04Z,2840000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
292,PT00M31.20S,2021-04-03T00:30:34.1Z,2,REGULAR,turnover,bad pass,[],1628369,,,1610612738,50,44,2021-04-03T00:30:38Z,2850000,,,0,,J. Tatum bad pass TURNOVER (2 TO),"[1628369, 1626174]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,2.0,,,,,Wood,1626174.0,,
293,PT00M31.20S,2021-04-03T00:30:34.1Z,2,REGULAR,steal,,[],1626174,,,1610612745,50,44,2021-04-03T00:30:36Z,2860000,,,0,,C. Wood STEAL (1 STL),[1626174],1610612745.0,HOU,,,,Wood,C. Wood,,,,,,,,,,,,,,,,,,,,,,,,
294,PT00M21.20S,2021-04-03T00:30:44.1Z,2,REGULAR,turnover,bad pass,[],1627863,,,1610612745,50,44,2021-04-03T00:30:48Z,2870000,,,0,,D. House Jr. bad pass TURNOVER (1 TO),"[1627863, 1627759]",1610612745.0,HOU,,,,House Jr.,D. House Jr.,,,,,,,,,,,,,,,,1.0,,,,,Brown,1627759.0,,
295,PT00M21.20S,2021-04-03T00:30:44.1Z,2,REGULAR,steal,,[],1627759,,,1610612738,50,44,2021-04-03T00:47:55Z,2880000,,,0,,J. Brown STEAL (2 STL),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,
296,PT00M19.00S,2021-04-03T00:30:47.4Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1628369,92.9862023653088,49.57873774509804,1610612738,52,44,2021-04-03T00:30:53Z,2890000,-2.0,13.0,1,right,J. Tatum running DUNK (13 PTS) (M. Smart 5 AST),"[1628369, 203935]",1610612738.0,BOS,running,,,Tatum,J. Tatum,,,,,1.36,Made,13.0,M. Smart,203935.0,5.0,,,,,,,,,,,,,,
298,PT00M03.80S,2021-04-03T00:31:09.5Z,2,REGULAR,foul,personal,[],1627759,,,1610612745,52,44,2021-04-03T00:31:16Z,2910000,,,0,,J. Brown personal FOUL (2 PF),"[1627759, 1629645]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,1628953.0,,2.0,0.0,Porter Jr.,1629645.0,,,,
300,PT00M01.40S,2021-04-03T00:31:30.0Z,2,REGULAR,2pt,Jump Shot,[],1626174,28.203022339027594,37.9672181372549,1610612745,52,44,2021-04-03T00:46:05Z,2930000,60.0,213.0,1,left,MISS C. Wood 22' pullup Shot,[1626174],1610612745.0,HOU,pullup,,,Wood,C. Wood,,,,,22.1,Missed,,,,,,,,,,,,,,,,,,
301,PT00M01.40S,2021-04-03T00:31:30.0Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612745,52,44,2021-04-03T00:32:33Z,2940000,,,0,,TEAM offensive REBOUND,[],1610612745.0,HOU,,,,,,,,,,,,,,,,300.0,,,,,,,,,,,,,
302,PT00M00.00S,2021-04-03T00:31:34.7Z,2,REGULAR,period,end,[],0,,,1610612745,52,44,2021-04-03T00:31:34Z,2950000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
309,PT12M00.00S,2021-04-03T00:47:00.5Z,3,REGULAR,period,start,[],0,,,1610612745,52,44,2021-04-03T00:47:00Z,2960000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
310,PT11M45.00S,2021-04-03T00:47:14.6Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629645,92.24704336399473,53.033088235294116,1610612745,52,46,2021-04-03T00:47:23Z,2970000,15.0,20.0,1,right,K. Porter Jr. driving finger roll Layup (9 PTS),[1629645],1610612745.0,HOU,driving finger roll,,,Porter Jr.,K. Porter Jr.,,,,,2.54,Made,9.0,,,,,,,,,,,,,,,,,
311,PT11M31.00S,2021-04-03T00:47:31.5Z,3,REGULAR,foul,personal,[],1626174,,,1610612738,52,46,2021-04-03T00:48:06Z,2980000,,,0,,C. Wood personal FOUL (1 PF),"[1626174, 1627759]",1610612745.0,HOU,,,,Wood,C. Wood,,,,,,,,,,,,,,,2529.0,,1.0,0.0,Brown,1627759.0,,,,
313,PT11M16.00S,2021-04-03T00:48:03.5Z,3,REGULAR,2pt,Jump Shot,[],1627759,24.52365308804205,28.010110294117645,1610612738,52,46,2021-04-03T00:48:23Z,3000000,110.0,178.0,1,left,MISS J. Brown 20' pullup Shot,[1627759],1610612738.0,BOS,pullup,,,Brown,J. Brown,,,,,20.92,Missed,,,,,,,,,,,,,,,,,,
314,PT11M14.00S,2021-04-03T00:48:05.5Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612745,52,46,2021-04-03T00:48:13Z,3010000,,,0,,TEAM defensive REBOUND,[],1610612745.0,HOU,,,,,,,,,,,,,,,,313.0,,,,,,,,,,,,,
315,PT11M14.00S,2021-04-03T00:48:09.7Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612745,52,46,2021-04-03T00:48:09Z,3020000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
316,PT11M05.00S,2021-04-03T00:48:19.8Z,3,REGULAR,turnover,lost ball,[],1629645,,,1610612745,52,46,2021-04-03T00:49:02Z,3030000,,,0,,K. Porter Jr. lost ball TURNOVER (3 TO),"[1629645, 203935]",1610612745.0,HOU,,,,Porter Jr.,K. Porter Jr.,,,,,,,,,,,,,,,,3.0,,,,,Smart,203935.0,,
317,PT11M05.00S,2021-04-03T00:48:19.8Z,3,REGULAR,steal,,[],203935,,,1610612738,52,46,2021-04-03T00:48:22Z,3040000,,,0,,M. Smart STEAL (2 STL),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,
318,PT11M03.00S,2021-04-03T00:48:24.7Z,3,REGULAR,foul,personal,['2freethrow'],1630256,,,1610612738,52,46,2021-04-03T00:48:30Z,3050000,,,0,,J. Tate shooting personal FOUL (2 PF) (Brown 2 FT),"[1630256, 1627759]",1610612745.0,HOU,shooting,,,Tate,J. Tate,,,,,,,,,,,,,,,1628953.0,,2.0,0.0,Brown,1627759.0,,,,
320,PT11M03.00S,2021-04-03T00:48:52.6Z,3,REGULAR,freethrow,1 of 2,['fromturnover'],1627759,,,1610612738,53,46,2021-04-03T00:49:10Z,3070000,,,0,,J. Brown Free Throw 1 of 2 (10 PTS),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,Made,10.0,,,,,,,,,,,,,,,,,
321,PT11M03.00S,2021-04-03T00:48:52.6Z,3,REGULAR,freethrow,2 of 2,['fromturnover'],1627759,,,1610612738,53,46,2021-04-03T00:49:10Z,3080000,,,0,,MISS J. Brown Free Throw 2 of 2,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,Missed,,,,,,,,,,,,,,,,,,
322,PT11M00.00S,2021-04-03T00:48:55.6Z,3,REGULAR,rebound,defensive,[],1630256,,,1610612745,53,46,2021-04-03T00:49:10Z,3090000,,,0,,J. Tate REBOUND (Off:1 Def:2),[1630256],1610612745.0,HOU,,,,Tate,J. Tate,,,,,,,,,,,321.0,3.0,2.0,1.0,,,,,,,,,,
323,PT10M57.00S,2021-04-03T00:49:11.5Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1627863,78.0059132720105,7.912071078431373,1610612745,53,46,2021-04-03T00:49:19Z,3100000,-210.0,154.0,1,right,MISS D. House Jr. 26' running pullup 3PT,[1627863],1610612745.0,HOU,running pullup,,,House Jr.,D. House Jr.,,,,,26.09,Missed,,,,,,,,,,,,,,,,,,
324,PT10M54.00S,2021-04-03T00:49:14.5Z,3,REGULAR,rebound,defensive,[],1628369,,,1610612738,53,46,2021-04-03T00:49:19Z,3110000,,,0,,J. Tatum REBOUND (Off:0 Def:5),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,323.0,5.0,5.0,0.0,,,,,,,,,,
325,PT10M48.00S,2021-04-03T00:49:20.2Z,3,REGULAR,turnover,bad pass,[],1628369,,,1610612738,53,46,2021-04-03T00:52:11Z,3120000,,,0,,J. Tatum bad pass TURNOVER (3 TO),"[1628369, 1626174]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,3.0,,,,,Wood,1626174.0,,
326,PT10M48.00S,2021-04-03T00:49:20.2Z,3,REGULAR,steal,,[],1626174,,,1610612745,53,46,2021-04-03T00:49:22Z,3130000,,,0,,C. Wood STEAL (2 STL),[1626174],1610612745.0,HOU,,,,Wood,C. Wood,,,,,,,,,,,,,,,,,,,,,,,,
327,PT10M42.00S,2021-04-03T00:49:26.5Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1626174,91.01511169513797,63.05912990196079,1610612745,53,46,2021-04-03T00:55:08Z,3140000,65.0,32.0,1,right,MISS C. Wood 7' cutting Layup - blocked,"[1626174, 1629057]",1610612745.0,HOU,cutting,,,Wood,C. Wood,,,,,7.27,Missed,,,,,,,,,,,,,,,,,Williams III,1629057.0
344,PT10M42.00S,2021-04-03T00:49:26.5Z,3,REGULAR,block,,[],1629057,,,1610612745,53,46,2021-04-03T00:51:59Z,3145000,,,0,,R. Williams III BLOCK (1 BLK),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,
328,PT10M40.00S,2021-04-03T00:49:28.5Z,3,REGULAR,rebound,offensive,[],1630256,,,1610612745,53,46,2021-04-03T00:49:35Z,3150000,,,0,,J. Tate REBOUND (Off:2 Def:2),[1630256],1610612745.0,HOU,,,,Tate,J. Tate,,,,,,,,,,,327.0,4.0,2.0,2.0,,,,,,,,,,
329,PT10M39.00S,2021-04-03T00:49:29.3Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1630256,92.06636005256242,51.53952205882353,1610612745,53,46,2021-04-03T00:55:37Z,3160000,8.0,22.0,1,right,MISS J. Tate putback Layup,[1630256],1610612745.0,HOU,putback,,,Tate,J. Tate,,,,,2.34,Missed,,,,,,,,,,,,,,,,,,
330,PT10M37.00S,2021-04-03T00:49:30.8Z,3,REGULAR,rebound,defensive,[],1628369,,,1610612738,53,46,2021-04-03T00:49:30Z,3170000,,,0,,J. Tatum REBOUND (Off:0 Def:6),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,329.0,6.0,6.0,0.0,,,,,,,,,,
331,PT10M33.00S,2021-04-03T00:49:35.8Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1629057,5.601182654402102,51.53952205882353,1610612738,55,46,2021-04-03T00:49:43Z,3180000,-8.0,0.0,1,left,R. Williams III cutting DUNK (12 PTS) (K. Walker 5 AST),"[1629057, 202689]",1610612738.0,BOS,cutting,,,Williams III,R. Williams III,,,,,0.77,Made,12.0,K. Walker,202689.0,5.0,,,,,,,,,,,,,,
333,PT10M14.00S,2021-04-03T00:49:58.0Z,3,REGULAR,foul,personal,[],203935,,,1610612745,55,46,2021-04-03T00:50:05Z,3200000,,,0,,M. Smart personal FOUL (2 PF),"[203935, 1630256]",1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,2529.0,,2.0,0.0,Tate,1630256.0,,,,
335,PT10M05.00S,2021-04-03T00:50:22.1Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],1630256,88.91261498028909,59.62775735294118,1610612745,55,48,2021-04-03T00:50:32Z,3220000,48.0,52.0,1,right,J. Tate 7' Hook (4 PTS),[1630256],1610612745.0,HOU,,,,Tate,J. Tate,,,,,7.06,Made,4.0,,,,,,,,,,,,,,,,,
336,PT09M52.00S,2021-04-03T00:50:36.2Z,3,REGULAR,turnover,out-of-bounds,[],203935,,,1610612738,55,48,2021-04-03T00:50:47Z,3230000,,,0,,M. Smart bad pass out-of-bounds TURNOVER (2 TO),[203935],1610612738.0,BOS,bad pass,,,Smart,M. Smart,,,,,,,,,,,,,,,1628953.0,2.0,,,,,,,,
337,PT09M39.00S,2021-04-03T00:51:02.4Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630256,90.62089356110381,44.921875,1610612745,55,48,2021-04-03T00:56:51Z,3240000,-25.0,36.0,1,right,MISS J. Tate driving Layup,[1630256],1610612745.0,HOU,driving,,,Tate,J. Tate,,,,,4.38,Missed,,,,,,,,,,,,,,,,,,
338,PT09M36.00S,2021-04-03T00:51:05.4Z,3,REGULAR,rebound,defensive,[],1628369,,,1610612738,55,48,2021-04-03T00:51:13Z,3250000,,,0,,J. Tatum REBOUND (Off:0 Def:7),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,337.0,7.0,7.0,0.0,,,,,,,,,,
339,PT09M22.00S,2021-04-03T00:51:18.2Z,3,REGULAR,2pt,Jump Shot,[],1628369,15.062417871222076,17.715992647058822,1610612738,55,48,2021-04-03T00:57:27Z,3260000,161.0,89.0,1,left,MISS J. Tatum 18' step back Shot,[1628369],1610612738.0,BOS,step back,,,Tatum,J. Tatum,,,,,18.44,Missed,,,,,,,,,,,,,,,,,,
340,PT09M18.00S,2021-04-03T00:51:22.2Z,3,REGULAR,rebound,offensive,[],1629057,,,1610612738,55,48,2021-04-03T00:51:27Z,3270000,,,0,,R. Williams III REBOUND (Off:4 Def:5),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,339.0,9.0,5.0,4.0,,,,,,,,,,
341,PT09M18.00S,2021-04-03T00:51:31.3Z,3,REGULAR,foul,personal,['2freethrow'],1628425,,,1610612738,55,48,2021-04-03T00:51:36Z,3280000,,,0,,S. Brown shooting personal FOUL (1 PF) (Williams III 2 FT),"[1628425, 1629057]",1610612745.0,HOU,shooting,,,Brown,S. Brown,,,,,,,,,,,,,,,2529.0,,1.0,0.0,Williams III,1629057.0,,,,
343,PT09M18.00S,2021-04-03T00:51:55.3Z,3,REGULAR,freethrow,1 of 2,['2ndchance'],1629057,,,1610612738,56,48,2021-04-03T00:51:55Z,3300000,,,0,,R. Williams III Free Throw 1 of 2 (13 PTS),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,Made,13.0,,,,,,,,,,,,,,,,,
345,PT09M18.00S,2021-04-03T00:52:11.9Z,3,REGULAR,freethrow,2 of 2,['2ndchance'],1629057,,,1610612738,57,48,2021-04-03T00:52:11Z,3310000,,,0,,R. Williams III Free Throw 2 of 2 (14 PTS),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,Made,14.0,,,,,,,,,,,,,,,,,
346,PT09M05.00S,2021-04-03T00:52:27.6Z,3,REGULAR,foul,personal,['2freethrow'],203935,,,1610612745,57,48,2021-04-03T00:52:36Z,3320000,,,0,,M. Smart shooting personal FOUL (3 PF) (Porter Jr. 2 FT),"[203935, 1629645]",1610612738.0,BOS,shooting,,,Smart,M. Smart,,,,,,,,,,,,,,,1626300.0,,3.0,0.0,Porter Jr.,1629645.0,,,,
348,PT09M05.00S,2021-04-03T00:52:55.8Z,3,REGULAR,freethrow,1 of 2,[],1629645,,,1610612745,57,48,2021-04-03T00:52:55Z,3340000,,,0,,MISS K. Porter Jr. Free Throw 1 of 2,[1629645],1610612745.0,HOU,,,,Porter Jr.,K. Porter Jr.,,,,,,Missed,,,,,,,,,,,,,,,,,,
349,PT09M05.00S,2021-04-03T00:52:55.8Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612745,57,48,2021-04-03T00:52:55Z,3350000,,,0,,TEAM offensive REBOUND,[],1610612745.0,HOU,,,,,,,,,,,,,,,,348.0,,,,,,,,,,,,,
350,PT09M05.00S,2021-04-03T00:53:10.3Z,3,REGULAR,freethrow,2 of 2,[],1629645,,,1610612745,57,49,2021-04-03T00:53:10Z,3360000,,,0,,K. Porter Jr. Free Throw 2 of 2 (10 PTS),[1629645],1610612745.0,HOU,,,,Porter Jr.,K. Porter Jr.,,,,,,Made,10.0,,,,,,,,,,,,,,,,,
351,PT08M56.00S,2021-04-03T00:53:21.4Z,3,REGULAR,3pt,Jump Shot,[],203935,32.802233902759525,47.86305147058824,1610612738,57,49,2021-04-03T00:53:36Z,3370000,11.0,256.0,1,left,MISS M. Smart 25' 3PT,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,25.6,Missed,,,,,,,,,,,,,,,,,,
352,PT08M52.00S,2021-04-03T00:53:25.4Z,3,REGULAR,rebound,defensive,[],1629645,,,1610612745,57,49,2021-04-03T00:53:36Z,3380000,,,0,,K. Porter Jr. REBOUND (Off:1 Def:3),[1629645],1610612745.0,HOU,,,,Porter Jr.,K. Porter Jr.,,,,,,,,,,,351.0,4.0,3.0,1.0,,,,,,,,,,
353,PT08M44.00S,2021-04-03T00:53:33.2Z,3,REGULAR,3pt,Jump Shot,[],1629645,77.34888304862024,92.71599264705883,1610612745,57,49,2021-04-03T00:53:39Z,3390000,214.0,160.0,1,right,MISS K. Porter Jr. 26' 3PT,[1629645],1610612745.0,HOU,,,,Porter Jr.,K. Porter Jr.,,,,,26.71,Missed,,,,,,,,,,,,,,,,,,
354,PT08M41.00S,2021-04-03T00:53:36.2Z,3,REGULAR,rebound,defensive,[],202689,,,1610612738,57,49,2021-04-03T00:53:39Z,3400000,,,0,,K. Walker REBOUND (Off:0 Def:4),[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,,,,,353.0,4.0,4.0,0.0,,,,,,,,,,
355,PT08M39.00S,2021-04-03T00:53:38.7Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1628369,6.915243101182654,49.57873774509804,1610612738,59,49,2021-04-03T00:53:45Z,3410000,2.0,13.0,1,left,J. Tatum running DUNK (15 PTS) (M. Smart 6 AST),"[1628369, 203935]",1610612738.0,BOS,running,,,Tatum,J. Tatum,,,,,1.27,Made,15.0,M. Smart,203935.0,6.0,,,,,,,,,,,,,,
357,PT08M38.00S,2021-04-03T00:53:46.2Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612745,59,49,2021-04-03T00:53:46Z,3430000,,,0,,HOU Timeout,[],1610612745.0,HOU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
358,PT08M13.00S,2021-04-03T00:57:00.9Z,3,REGULAR,turnover,shot clock,['team'],0,,,1610612745,59,49,2021-04-03T00:57:12Z,3440000,,,0,,HOU shot clock Team TURNOVER,[],1610612745.0,HOU,,,,,,,,,,,,,,,,,,,,1626300.0,,,,,,,,,
