actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,turnoverTotal,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,value
264,PT00M32.60S,2021-04-20T00:22:17.8Z,2,REGULAR,foul,offensive,[],1628464,,,1610612741,45,40,2021-04-20T00:22:29Z,2620000,,,0,,D. Theis offensive FOUL (1 PF),"[1628464, 202684]",1610612741.0,CHI,,,,Theis,D. Theis,,,,,204059.0,,,,,,,,,,,,,,,,1.0,0.0,Thompson,202684.0,
266,PT00M32.60S,2021-04-20T00:22:17.8Z,2,REGULAR,turnover,offensive foul,[],1628464,,,1610612741,45,40,2021-04-20T00:22:17Z,2640000,,,0,,D. Theis offensive foul TURNOVER (1 TO),[1628464],1610612741.0,CHI,,,,Theis,D. Theis,,,,,204059.0,1.0,,,,,,,,,,,,,,,,,,,
267,PT00M27.80S,2021-04-20T00:22:38.8Z,2,REGULAR,foul,personal,[],202066,,,1610612738,45,40,2021-04-20T00:22:44Z,2650000,,,0,,G. Temple personal FOUL (1 PF),"[202066, 1628369]",1610612741.0,CHI,,,,Temple,G. Temple,,,,,1627534.0,,,,,,,,,,,,,,,,1.0,0.0,Tatum,1628369.0,
269,PT00M18.90S,2021-04-20T00:23:03.2Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1630202,31.35676741130092,35.36305147058824,1610612738,48,40,2021-04-20T00:23:10Z,2670000,73.0,242.0,1,left,P. Pritchard 25' 3PT  (9 PTS) (J. Tatum 5 AST),"[1630202, 1628369]",1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,25.31,Made,,,,,9.0,J. Tatum,1628369.0,5.0,,,,,,,,,
271,PT00M03.20S,2021-04-20T00:23:22.8Z,2,REGULAR,2pt,Hook,[],202696,88.12417871222075,72.86305147058823,1610612741,48,42,2021-04-20T00:23:35Z,2690000,114.0,59.0,1,right,N. Vucevic 12' turnaround Hook (17 PTS) (P. Williams 2 AST),"[202696, 1630172]",1610612741.0,CHI,turnaround,,,Vucevic,N. Vucevic,,,,,,,12.87,Made,,,,,17.0,P. Williams,1630172.0,2.0,,,,,,,,,
273,PT00M00.00S,2021-04-20T00:23:36.7Z,2,REGULAR,period,end,[],0,,,1610612738,48,42,2021-04-20T00:23:36Z,2710000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
276,PT12M00.00S,2021-04-20T00:39:02.7Z,3,REGULAR,period,start,[],0,,,1610612741,48,42,2021-04-20T00:39:02Z,2720000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
277,PT11M48.00S,2021-04-20T00:39:18.7Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612741,48,42,2021-04-20T00:39:18Z,2730000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
278,PT11M40.00S,2021-04-20T00:39:36.3Z,3,REGULAR,2pt,Jump Shot,[],202696,7.966491458607096,13.794424019607842,1610612741,48,42,2021-04-20T00:39:41Z,2740000,181.0,22.0,1,left,MISS N. Vucevic 18' Jump Shot,[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,,,18.24,Missed,,,,,,,,,,,,,,,,,
279,PT11M37.00S,2021-04-20T00:39:39.3Z,3,REGULAR,rebound,defensive,[],1627759,,,1610612738,48,42,2021-04-20T00:39:41Z,2750000,,,0,,J. Brown REBOUND (Off:0 Def:2),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,278.0,2.0,2.0,0.0,,,,,,,,,,,,,
280,PT11M24.00S,2021-04-20T00:39:52.0Z,3,REGULAR,2pt,Jump Shot,[],1628369,91.40932982917214,82.91207107843137,1610612738,48,42,2021-04-20T00:39:59Z,2760000,165.0,28.0,1,right,MISS J. Tatum 16' fadeaway Shot,[1628369],1610612738.0,BOS,fadeaway,,,Tatum,J. Tatum,,,,,,,16.7,Missed,,,,,,,,,,,,,,,,,
281,PT11M21.00S,2021-04-20T00:39:55.0Z,3,REGULAR,rebound,defensive,[],202066,,,1610612741,48,42,2021-04-20T00:39:59Z,2770000,,,0,,G. Temple REBOUND (Off:0 Def:2),[202066],1610612741.0,CHI,,,,Temple,G. Temple,,,,,,,,,280.0,2.0,2.0,0.0,,,,,,,,,,,,,
282,PT11M14.00S,2021-04-20T00:40:02.2Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1628464,6.389618922470433,45.41207107843137,1610612741,48,44,2021-04-20T00:40:08Z,2780000,23.0,8.0,1,left,D. Theis alley-oop DUNK (4 PTS) (C. White 5 AST),"[1628464, 1629632]",1610612741.0,CHI,alley-oop,,,Theis,D. Theis,,,,,,,2.41,Made,,,,,4.0,C. White,1629632.0,5.0,,,,,,,,,
284,PT10M48.00S,2021-04-20T00:40:28.6Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],202684,83.65637319316689,50.314031862745104,1610612738,50,44,2021-04-20T00:41:20Z,2800000,2.0,101.0,1,right,T. Thompson 10' Hook (4 PTS) (P. Pritchard 3 AST),"[202684, 1630202]",1610612738.0,BOS,,,,Thompson,T. Thompson,,,,,,,10.11,Made,,,,,4.0,P. Pritchard,1630202.0,3.0,,,,,,,,,
286,PT10M48.00S,2021-04-20T00:40:31.6Z,3,REGULAR,foul,personal,['1freethrow'],1628464,,,1610612738,50,44,2021-04-20T00:40:41Z,2820000,,,0,,D. Theis shooting personal FOUL (2 PF) (Thompson 1 FT),"[1628464, 202684]",1610612741.0,CHI,shooting,,,Theis,D. Theis,,,,,204059.0,,,,,,,,,,,,,,,,2.0,0.0,Thompson,202684.0,
288,PT10M48.00S,2021-04-20T00:41:01.4Z,3,REGULAR,freethrow,1 of 1,[],202684,,,1610612738,51,44,2021-04-20T00:41:01Z,2840000,,,0,,T. Thompson Free Throw 1 of 1 (5 PTS),[202684],1610612738.0,BOS,,,,Thompson,T. Thompson,,,,,,,,Made,,,,,5.0,,,,,,,,,,,,
289,PT10M30.00S,2021-04-20T00:41:20.8Z,3,REGULAR,3pt,Jump Shot,[],202696,24.52365308804205,84.3826593137255,1610612741,51,47,2021-04-20T00:41:25Z,2850000,-172.0,178.0,1,left,N. Vucevic 24' 3PT  (20 PTS) (G. Temple 2 AST),"[202696, 202066]",1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,,,24.75,Made,,,,,20.0,G. Temple,202066.0,2.0,,,,,,,,,
291,PT10M16.00S,2021-04-20T00:41:35.7Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],202684,92.19776609724047,45.166973039215684,1610612738,53,47,2021-04-20T00:41:39Z,2870000,-24.0,21.0,1,right,T. Thompson alley-oop DUNK (7 PTS) (J. Brown 1 AST),"[202684, 1627759]",1610612738.0,BOS,alley-oop,,,Thompson,T. Thompson,,,,,,,3.19,Made,,,,,7.0,J. Brown,1627759.0,1.0,,,,,,,,,
293,PT09M56.00S,2021-04-20T00:41:55.0Z,3,REGULAR,3pt,Jump Shot,[],202696,29.517082785808146,73.84344362745098,1610612741,53,50,2021-04-20T00:41:58Z,2890000,-119.0,225.0,1,left,N. Vucevic 25' 3PT  (23 PTS) (G. Temple 3 AST),"[202696, 202066]",1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,,,25.46,Made,,,,,23.0,G. Temple,202066.0,3.0,,,,,,,,,
295,PT09M36.00S,2021-04-20T00:42:14.9Z,3,REGULAR,turnover,bad pass,[],1628369,,,1610612738,53,50,2021-04-20T00:42:20Z,2910000,,,0,,J. Tatum bad pass TURNOVER (1 TO),"[1628369, 202696]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,1.0,,,,,,,,,,,Vucevic,202696.0,,,,,,,
296,PT09M36.00S,2021-04-20T00:42:14.9Z,3,REGULAR,steal,,[],202696,,,1610612741,53,50,2021-04-20T00:42:17Z,2920000,,,0,,N. Vucevic STEAL (1 STL),[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,,,,,,,,,,,,,,,,,,,,,
297,PT09M32.00S,2021-04-20T00:42:19.2Z,3,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1629632,7.046649145860711,55.4610906862745,1610612741,53,50,2021-04-20T00:46:29Z,2930000,-27.0,14.0,1,left,MISS C. White running Layup,[1629632],1610612741.0,CHI,running,,,White,C. White,,,,,,,3.05,Missed,,,,,,,,,,,,,,,,,
298,PT09M30.00S,2021-04-20T00:42:21.2Z,3,REGULAR,rebound,defensive,[],1628400,,,1610612738,53,50,2021-04-20T00:45:24Z,2940000,,,0,,S. Ojeleye REBOUND (Off:0 Def:3),[1628400],1610612738.0,BOS,,,,Ojeleye,S. Ojeleye,,,,,,,,,297.0,3.0,3.0,0.0,,,,,,,,,,,,,
299,PT09M20.00S,2021-04-20T00:42:31.6Z,3,REGULAR,3pt,Jump Shot,[],1627759,69.59592641261499,24.333639705882355,1610612738,56,50,2021-04-20T00:42:38Z,2950000,-128.0,233.0,1,right,J. Brown 26' 3PT  (16 PTS) (S. Ojeleye 1 AST),"[1627759, 1628400]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,26.63,Made,,,,,16.0,S. Ojeleye,1628400.0,1.0,,,,,,,,,
301,PT09M00.00S,2021-04-20T00:42:51.5Z,3,REGULAR,3pt,Jump Shot,[],1629632,27.677398160315374,17.22579656862745,1610612741,56,53,2021-04-20T00:42:55Z,2970000,164.0,208.0,1,left,C. White 26' 3PT  (6 PTS) (D. Theis 4 AST),"[1629632, 1628464]",1610612741.0,CHI,,,,White,C. White,,,,,,,26.46,Made,,,,,6.0,D. Theis,1628464.0,4.0,,,,,,,,,
303,PT08M34.00S,2021-04-20T00:43:16.8Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628400,87.59855453350855,41.24540441176471,1610612738,56,53,2021-04-20T00:43:23Z,2990000,-44.0,64.0,1,right,MISS S. Ojeleye 7' driving Layup - blocked,"[1628400, 202696]",1610612738.0,BOS,driving,,,Ojeleye,S. Ojeleye,,,,,,,7.76,Missed,,,,,,,,,,,Vucevic,202696.0,,,,,
304,PT08M34.00S,2021-04-20T00:43:16.8Z,3,REGULAR,block,,[],202696,,,1610612738,56,53,2021-04-20T00:43:19Z,3000000,,,0,,N. Vucevic BLOCK (1 BLK),[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,,,,,,,,,,,,,,,,,,,,,
305,PT08M32.00S,2021-04-20T00:43:18.8Z,3,REGULAR,rebound,defensive,[],202696,,,1610612741,56,53,2021-04-20T00:43:23Z,3010000,,,0,,N. Vucevic REBOUND (Off:2 Def:4),[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,,,,,303.0,6.0,4.0,2.0,,,,,,,,,,,,,
306,PT08M30.00S,2021-04-20T00:43:22.8Z,3,REGULAR,foul,personal,['2freethrow'],1627759,,,1610612741,56,53,2021-04-20T00:43:31Z,3020000,,,0,,J. Brown shooting personal FOUL (2 PF) (White 2 FT),"[1627759, 1629632]",1610612738.0,BOS,shooting,,,Brown,J. Brown,,,,,204059.0,,,,,,,,,,,,,,,,2.0,0.0,White,1629632.0,
308,PT08M30.00S,2021-04-20T00:43:49.1Z,3,REGULAR,freethrow,1 of 2,['fastbreak'],1629632,,,1610612741,56,54,2021-04-20T00:43:49Z,3040000,,,0,,C. White Free Throw 1 of 2 (7 PTS),[1629632],1610612741.0,CHI,,,,White,C. White,,,,,,,,Made,,,,,7.0,,,,,,,,,,,,
309,PT08M30.00S,2021-04-20T00:44:00.1Z,3,REGULAR,freethrow,2 of 2,['fastbreak'],1629632,,,1610612741,56,55,2021-04-20T00:44:00Z,3050000,,,0,,C. White Free Throw 2 of 2 (8 PTS),[1629632],1610612741.0,CHI,,,,White,C. White,,,,,,,,Made,,,,,8.0,,,,,,,,,,,,
310,PT08M14.00S,2021-04-20T00:44:22.3Z,3,REGULAR,foul,offensive,[],202684,,,1610612738,56,55,2021-04-20T00:44:52Z,3060000,,,0,,T. Thompson offensive FOUL (2 PF),"[202684, 202696]",1610612738.0,BOS,,,,Thompson,T. Thompson,,,,,1627534.0,,,,,,,,,,,,,,,,2.0,0.0,Vucevic,202696.0,
312,PT08M14.00S,2021-04-20T00:44:22.3Z,3,REGULAR,turnover,offensive foul,[],202684,,,1610612738,56,55,2021-04-20T00:44:22Z,3080000,,,0,,T. Thompson offensive foul TURNOVER (3 TO),[202684],1610612738.0,BOS,,,,Thompson,T. Thompson,,,,,1627534.0,3.0,,,,,,,,,,,,,,,,,,,
313,PT07M54.00S,2021-04-20T00:44:53.9Z,3,REGULAR,turnover,bad pass,[],202696,,,1610612741,56,55,2021-04-20T00:44:58Z,3090000,,,0,,N. Vucevic bad pass TURNOVER (2 TO),"[202696, 1628400]",1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,,2.0,,,,,,,,,,,Ojeleye,1628400.0,,,,,,,
314,PT07M54.00S,2021-04-20T00:44:53.9Z,3,REGULAR,steal,,[],1628400,,,1610612738,56,55,2021-04-20T00:44:56Z,3100000,,,0,,S. Ojeleye STEAL (1 STL),[1628400],1610612738.0,BOS,,,,Ojeleye,S. Ojeleye,,,,,,,,,,,,,,,,,,,,,,,,,
315,PT07M51.00S,2021-04-20T00:45:01.0Z,3,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1628400,87.07293035479631,42.470894607843135,1610612738,56,55,2021-04-20T00:45:11Z,3110000,-38.0,69.0,1,right,MISS S. Ojeleye 7' running Layup - blocked,"[1628400, 202066]",1610612738.0,BOS,running,,,Ojeleye,S. Ojeleye,,,,,,,7.86,Missed,,,,,,,,,,,Temple,202066.0,,,,,
316,PT07M51.00S,2021-04-20T00:45:01.0Z,3,REGULAR,block,,[],202066,,,1610612738,56,55,2021-04-20T00:45:04Z,3120000,,,0,,G. Temple BLOCK (1 BLK),[202066],1610612741.0,CHI,,,,Temple,G. Temple,,,,,,,,,,,,,,,,,,,,,,,,,
317,PT07M50.00S,2021-04-20T00:45:02.0Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612738,56,55,2021-04-20T00:45:11Z,3130000,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,315.0,,,,,,,,,,,,,,,,
318,PT07M50.00S,2021-04-20T00:45:06.8Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612738,56,55,2021-04-20T00:45:06Z,3140000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
319,PT07M50.00S,2021-04-20T00:45:10.6Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612738,56,55,2021-04-20T00:45:10Z,3150000,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
320,PT07M46.00S,2021-04-20T00:48:12.4Z,3,REGULAR,foul,personal,['2freethrow'],1628464,,,1610612738,56,55,2021-04-20T00:48:36Z,3160000,,,0,,D. Theis shooting personal FOUL (3 PF) (Tatum 2 FT),"[1628464, 1628369]",1610612741.0,CHI,shooting,,,Theis,D. Theis,,,,,204059.0,,,,,,,,,,,,,,,,3.0,0.0,Tatum,1628369.0,
322,PT07M46.00S,2021-04-20T00:48:36.9Z,3,REGULAR,freethrow,1 of 2,"['fromturnover', '2ndchance']",1628369,,,1610612738,57,55,2021-04-20T00:48:36Z,3180000,,,0,,J. Tatum Free Throw 1 of 2 (4 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,Made,,,,,4.0,,,,,,,,,,,,
323,PT07M46.00S,2021-04-20T00:48:49.3Z,3,REGULAR,freethrow,2 of 2,"['fromturnover', '2ndchance']",1628369,,,1610612738,58,55,2021-04-20T00:48:49Z,3190000,,,0,,J. Tatum Free Throw 2 of 2 (5 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,Made,,,,,5.0,,,,,,,,,,,,
324,PT07M38.00S,2021-04-20T00:49:02.1Z,3,REGULAR,2pt,Jump Shot,[],1628464,27.283180026281208,44.18658088235294,1610612741,58,57,2021-04-20T00:49:08Z,3200000,29.0,204.0,1,left,D. Theis 20' Jump Shot (6 PTS) (C. White 6 AST),"[1628464, 1629632]",1610612741.0,CHI,,,,Theis,D. Theis,,,,,,,20.61,Made,,,,,6.0,C. White,1629632.0,6.0,,,,,,,,,
326,PT07M21.00S,2021-04-20T00:49:20.2Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1628400,90.88370565045992,45.65716911764706,1610612738,60,57,2021-04-20T00:50:42Z,3220000,-22.0,33.0,1,right,S. Ojeleye driving DUNK (8 PTS) (J. Tatum 6 AST),"[1628400, 1628369]",1610612738.0,BOS,driving,,,Ojeleye,S. Ojeleye,,,,,,,3.97,Made,,,,,8.0,J. Tatum,1628369.0,6.0,,,,,,,,,
328,PT07M10.00S,2021-04-20T00:49:30.6Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629632,7.178055190538765,44.921875,1610612741,60,59,2021-04-20T00:49:35Z,3240000,25.0,15.0,1,left,C. White driving finger roll Layup (10 PTS),[1629632],1610612741.0,CHI,driving finger roll,,,White,C. White,,,,,,,2.95,Made,,,,,10.0,,,,,,,,,,,,
329,PT06M56.00S,2021-04-20T00:49:43.5Z,3,REGULAR,3pt,Jump Shot,[],1628369,67.62483574244416,32.176776960784316,1610612738,60,59,2021-04-20T00:51:40Z,3250000,-89.0,252.0,1,right,MISS J. Tatum 26' pullup 3PT,[1628369],1610612738.0,BOS,pullup,,,Tatum,J. Tatum,,,,,,,26.71,Missed,,,,,,,,,,,,,,,,,
330,PT06M56.00S,2021-04-20T00:49:43.5Z,3,REGULAR,rebound,defensive,[],1630172,,,1610612741,60,59,2021-04-20T00:51:40Z,3260000,,,0,,P. Williams REBOUND (Off:0 Def:2),[1630172],1610612741.0,CHI,,,,Williams,P. Williams,,,,,,,,,329.0,2.0,2.0,0.0,,,,,,,,,,,,,
331,PT06M48.00S,2021-04-20T00:49:51.8Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],202696,32.276609724047304,59.3826593137255,1610612741,60,59,2021-04-20T00:49:57Z,3270000,-47.0,251.0,1,left,MISS N. Vucevic 25' 3PT,[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,,,25.52,Missed,,,,,,,,,,,,,,,,,
332,PT06M45.00S,2021-04-20T00:49:54.8Z,3,REGULAR,rebound,defensive,[],202684,,,1610612738,60,59,2021-04-20T00:49:57Z,3280000,,,0,,T. Thompson REBOUND (Off:1 Def:3),[202684],1610612738.0,BOS,,,,Thompson,T. Thompson,,,,,,,,,331.0,4.0,3.0,1.0,,,,,,,,,,,,,
333,PT06M33.00S,2021-04-20T00:50:07.4Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],202684,90.48948751642575,50.06893382352941,1610612738,62,59,2021-04-20T00:50:11Z,3290000,0.0,37.0,1,right,T. Thompson cutting DUNK (9 PTS) (J. Tatum 7 AST),"[202684, 1628369]",1610612738.0,BOS,cutting,,,Thompson,T. Thompson,,,,,,,3.69,Made,,,,,9.0,J. Tatum,1628369.0,7.0,,,,,,,,,
335,PT06M32.00S,2021-04-20T00:50:20.6Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612741,62,59,2021-04-20T00:50:20Z,3310000,,,0,,CHI Timeout,[],1610612741.0,CHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
336,PT06M13.00S,2021-04-20T00:53:22.0Z,3,REGULAR,3pt,Jump Shot,[],1628464,29.6484888304862,68.2061887254902,1610612741,62,59,2021-04-20T00:53:27Z,3320000,-91.0,226.0,1,left,MISS D. Theis 24' 3PT,[1628464],1610612741.0,CHI,,,,Theis,D. Theis,,,,,,,24.38,Missed,,,,,,,,,,,,,,,,,
337,PT06M10.00S,2021-04-20T00:53:25.0Z,3,REGULAR,rebound,offensive,[],202696,,,1610612741,62,59,2021-04-20T00:53:27Z,3330000,,,0,,N. Vucevic REBOUND (Off:3 Def:4),[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,,,,,336.0,7.0,4.0,3.0,,,,,,,,,,,,,
338,PT06M07.00S,2021-04-20T00:53:29.0Z,3,REGULAR,violation,kicked ball,[],1627759,,,1610612741,62,59,2021-04-20T00:53:55Z,3340000,,,0,,J. Brown kicked ball VIOLATION,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,204059.0,,,,,,,,,,,,,,,,,,,,
339,PT05M55.00S,2021-04-20T00:54:01.9Z,3,REGULAR,2pt,Jump Shot,['2ndchance'],202696,12.697109067017081,19.676776960784316,1610612741,62,61,2021-04-20T00:54:08Z,3350000,152.0,67.0,1,left,N. Vucevic 16' fadeaway Jump Shot (25 PTS),[202696],1610612741.0,CHI,fadeaway,,,Vucevic,N. Vucevic,,,,,,,16.57,Made,,,,,25.0,,,,,,,,,,,,
340,PT05M35.00S,2021-04-20T00:54:21.8Z,3,REGULAR,3pt,Jump Shot,[],1628400,71.17279894875165,20.412071078431374,1610612738,62,61,2021-04-20T00:54:28Z,3360000,-148.0,218.0,1,right,MISS S. Ojeleye 26' 3PT,[1628400],1610612738.0,BOS,,,,Ojeleye,S. Ojeleye,,,,,,,26.38,Missed,,,,,,,,,,,,,,,,,
341,PT05M31.00S,2021-04-20T00:54:25.8Z,3,REGULAR,rebound,defensive,[],1630172,,,1610612741,62,61,2021-04-20T00:54:28Z,3370000,,,0,,P. Williams REBOUND (Off:0 Def:3),[1630172],1610612741.0,CHI,,,,Williams,P. Williams,,,,,,,,,340.0,3.0,3.0,0.0,,,,,,,,,,,,,
342,PT05M19.00S,2021-04-20T00:54:37.4Z,3,REGULAR,turnover,bad pass,[],202066,,,1610612741,62,61,2021-04-20T00:54:47Z,3380000,,,0,,G. Temple bad pass TURNOVER (1 TO),"[202066, 1630202]",1610612741.0,CHI,,,,Temple,G. Temple,,,,,,1.0,,,,,,,,,,,Pritchard,1630202.0,,,,,,,
343,PT05M19.00S,2021-04-20T00:54:37.4Z,3,REGULAR,steal,,[],1630202,,,1610612738,62,61,2021-04-20T00:54:42Z,3390000,,,0,,P. Pritchard STEAL (1 STL),[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,,,,,,,,
344,PT05M19.00S,2021-04-20T00:54:48.3Z,3,REGULAR,foul,offensive,[],1630202,,,1610612738,62,61,2021-04-20T00:54:58Z,3400000,,,0,,P. Pritchard offensive FOUL (1 PF),"[1630202, 1629632]",1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,1148.0,,,,,,,,,,,,,,,,1.0,0.0,White,1629632.0,
346,PT05M19.00S,2021-04-20T00:54:48.3Z,3,REGULAR,turnover,offensive foul,[],1630202,,,1610612738,62,61,2021-04-20T00:54:48Z,3420000,,,0,,P. Pritchard offensive foul TURNOVER (2 TO),[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,1148.0,2.0,,,,,,,,,,,,,,,,,,,
347,PT05M19.00S,2021-04-20T00:54:55.8Z,3,REGULAR,substitution,out,[],1628369,,,1610612741,62,61,2021-04-20T00:55:06Z,3430000,,,0,,SUB out: J. Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,
348,PT05M19.00S,2021-04-20T00:54:55.8Z,3,REGULAR,substitution,out,[],1628400,,,1610612741,62,61,2021-04-20T00:55:06Z,3440000,,,0,,SUB out: S. Ojeleye,[1628400],1610612738.0,BOS,,,,Ojeleye,S. Ojeleye,,,,,,,,,,,,,,,,,,,,,,,,,
349,PT05M19.00S,2021-04-20T00:54:55.8Z,3,REGULAR,substitution,in,[],1629684,,,1610612741,62,61,2021-04-20T00:55:06Z,3450000,,,0,,SUB in: G. Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
350,PT05M19.00S,2021-04-20T00:54:55.8Z,3,REGULAR,substitution,in,[],1629641,,,1610612741,62,61,2021-04-20T00:55:06Z,3460000,,,0,,SUB in: R. Langford,[1629641],1610612738.0,BOS,,,,Langford,R. Langford,,,,,,,,,,,,,,,,,,,,,,,,,
353,PT05M13.00S,2021-04-20T00:56:03.3Z,3,REGULAR,jumpball,recovered,[],1628464,,,1610612741,62,61,2021-04-20T00:56:03Z,3465000,,,0,,Jump Ball P. Williams vs. G. Williams: Tip to D. Theis,"[1628464, 1630172, 1629684]",1610612741.0,CHI,heldball,D. Theis,1628464.0,Theis,D. Theis,Williams,1630172.0,Williams,1629684.0,,,,,,,,,,,,,,,,,,,,,
351,PT05M13.00S,2021-04-20T00:56:09.0Z,3,REGULAR,substitution,out,[],202066,,,1610612741,62,61,2021-04-20T00:55:53Z,3470000,,,0,,SUB out: G. Temple,[202066],1610612741.0,CHI,,,,Temple,G. Temple,,,,,,,,,,,,,,,,,,,,,,,,,
352,PT05M13.00S,2021-04-20T00:56:09.0Z,3,REGULAR,substitution,in,[],1628972,,,1610612741,62,61,2021-04-20T00:55:53Z,3480000,,,0,,SUB in: T. Brown Jr.,[1628972],1610612741.0,CHI,,,,Brown Jr.,T. Brown Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
356,PT05M03.00S,2021-04-20T00:56:10.8Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1629632,31.09395532194481,35.853247549019606,1610612741,62,61,2021-04-20T00:56:19Z,3490000,71.0,240.0,1,left,MISS C. White 25' 3PT,[1629632],1610612741.0,CHI,,,,White,C. White,,,,,,,25.0,Missed,,,,,,,,,,,,,,,,,
357,PT05M00.00S,2021-04-20T00:56:13.8Z,3,REGULAR,rebound,defensive,[],1627759,,,1610612738,62,61,2021-04-20T00:56:19Z,3500000,,,0,,J. Brown REBOUND (Off:0 Def:3),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,356.0,3.0,3.0,0.0,,,,,,,,,,,,,
358,PT04M48.00S,2021-04-20T00:56:25.3Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627759,82.86793692509855,50.80422794117647,1610612738,64,61,2021-04-20T00:56:33Z,3510000,4.0,109.0,1,right,J. Brown 10' turnaround fadeaway Jump Shot (18 PTS),[1627759],1610612738.0,BOS,turnaround fadeaway,,,Brown,J. Brown,,,,,,,10.86,Made,,,,,18.0,,,,,,,,,,,,
359,PT04M19.00S,2021-04-20T00:56:54.8Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629632,8.09789750328515,42.96109068627451,1610612741,64,61,2021-04-20T00:57:19Z,3520000,35.0,24.0,1,left,MISS C. White driving Layup,[1629632],1610612741.0,CHI,driving,,,White,C. White,,,,,,,4.24,Missed,,,,,,,,,,,,,,,,,
360,PT04M17.00S,2021-04-20T00:56:56.7Z,3,REGULAR,rebound,defensive,[],1629641,,,1610612738,64,61,2021-04-20T00:56:56Z,3530000,,,0,,R. Langford REBOUND (Off:0 Def:4),[1629641],1610612738.0,BOS,,,,Langford,R. Langford,,,,,,,,,359.0,4.0,4.0,0.0,,,,,,,,,,,,,
