actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId,value
357,PT10M03.00S,2021-04-11T20:26:19.2Z,3,REGULAR,rebound,defensive,[],203999,,,1610612743,53,50,2021-04-11T20:26:26Z,3480000,,,0,,N. Jokic REBOUND (Off:0 Def:6),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,356.0,6.0,6.0,0.0,,,,,,,,,,,,,,,
359,PT09M50.00S,2021-04-11T20:26:31.9Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629008,93.11760840998686,50.55912990196079,1610612743,55,50,2021-04-11T20:26:40Z,3490000,3.0,12.0,1,right,M. Porter Jr. driving finger roll Layup (15 PTS) (N. Jokic 7 AST),"[1629008, 203999]",1610612743.0,DEN,driving finger roll,,,Porter Jr.,M. Porter Jr.,,,,,1.25,Made,,,,,,,,,,15.0,N. Jokic,203999.0,7.0,,,,,,
361,PT09M26.00S,2021-04-11T20:26:55.8Z,3,REGULAR,2pt,Jump Shot,[],203935,21.895532194480946,17.22579656862745,1610612738,55,50,2021-04-11T20:27:00Z,3510000,164.0,153.0,1,left,MISS M. Smart 22' step back Shot,[203935],1610612738.0,BOS,step back,,,Smart,M. Smart,,,,,22.44,Missed,,,,,,,,,,,,,,,,,,,
362,PT09M24.00S,2021-04-11T20:26:57.8Z,3,REGULAR,rebound,defensive,[],1629008,,,1610612743,55,50,2021-04-11T20:27:00Z,3520000,,,0,,M. Porter Jr. REBOUND (Off:1 Def:6),[1629008],1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,,,361.0,7.0,6.0,1.0,,,,,,,,,,,,,,,
363,PT09M16.00S,2021-04-11T20:27:08.1Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203999,92.32917214191852,46.392463235294116,1610612743,57,50,2021-04-11T20:27:13Z,3530000,-18.0,20.0,1,right,N. Jokic Layup (7 PTS) (W. Barton 2 AST),"[203999, 203115]",1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,2.66,Made,,,,,,,,,,7.0,W. Barton,203115.0,2.0,,,,,,
365,PT09M16.00S,2021-04-11T20:27:09.7Z,3,REGULAR,foul,personal,['1freethrow'],1627759,,,1610612743,57,50,2021-04-11T20:27:21Z,3550000,,,0,,J. Brown shooting personal FOUL (2 PF) (Jokic 1 FT),"[1627759, 203999]",1610612738.0,BOS,shooting,,,Brown,J. Brown,,,,,,,,,,,2715.0,2.0,0.0,Jokic,203999.0,,,,,,,,,,
367,PT09M16.00S,2021-04-11T20:27:33.8Z,3,REGULAR,freethrow,1 of 1,[],203999,,,1610612743,58,50,2021-04-11T20:27:33Z,3570000,,,0,,N. Jokic Free Throw 1 of 1 (8 PTS),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,Made,,,,,,,,,,8.0,,,,,,,,,
368,PT08M55.00S,2021-04-11T20:27:58.6Z,3,REGULAR,turnover,bad pass,[],1628369,,,1610612738,58,50,2021-04-11T20:28:02Z,3580000,,,0,,J. Tatum bad pass TURNOVER (2 TO),"[1628369, 203115]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,2.0,Barton,203115.0,
369,PT08M55.00S,2021-04-11T20:27:58.6Z,3,REGULAR,steal,,[],203115,,,1610612743,58,50,2021-04-11T20:28:00Z,3590000,,,0,,W. Barton STEAL (1 STL),[203115],1610612743.0,DEN,,,,Barton,W. Barton,,,,,,,,,,,,,,,,,,,,,,,,,
370,PT08M47.00S,2021-04-11T20:28:11.7Z,3,REGULAR,foul,personal,[],203935,,,1610612743,58,50,2021-04-11T20:28:41Z,3600000,,,0,,M. Smart personal FOUL (3 PF),"[203935, 203999]",1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,1363.0,3.0,0.0,Jokic,203999.0,,,,,,,,,,
372,PT08M41.00S,2021-04-11T20:28:37.4Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],203999,71.69842312746385,22.863051470588236,1610612743,58,50,2021-04-11T20:28:44Z,3620000,-136.0,214.0,1,right,MISS N. Jokic 25' 3PT,[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,25.3,Missed,,,,,,,,,,,,,,,,,,,
373,PT08M37.00S,2021-04-11T20:28:41.4Z,3,REGULAR,rebound,offensive,[],203932,,,1610612743,58,50,2021-04-11T20:28:41Z,3630000,,,0,,A. Gordon REBOUND (Off:2 Def:3),[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,,,372.0,5.0,3.0,2.0,,,,,,,,,,,,,,,
374,PT08M33.00S,2021-04-11T20:28:45.5Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover', '2ndchance']",203115,88.25558475689881,50.55912990196079,1610612743,58,50,2021-04-11T20:28:53Z,3640000,3.0,58.0,1,right,MISS W. Barton driving floating Shot,[203115],1610612743.0,DEN,driving floating,,,Barton,W. Barton,,,,,5.8,Missed,,,,,,,,,,,,,,,,,,,
375,PT08M29.00S,2021-04-11T20:28:49.5Z,3,REGULAR,rebound,defensive,[],1628369,,,1610612738,58,50,2021-04-11T20:28:53Z,3650000,,,0,,J. Tatum REBOUND (Off:1 Def:5),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,374.0,6.0,5.0,1.0,,,,,,,,,,,,,,,
376,PT08M24.00S,2021-04-11T20:28:54.5Z,3,REGULAR,3pt,Jump Shot,[],1628369,32.802233902759525,41.73560049019608,1610612738,58,50,2021-04-11T20:29:00Z,3660000,41.0,256.0,1,left,MISS J. Tatum 25' pullup 3PT,[1628369],1610612738.0,BOS,pullup,,,Tatum,J. Tatum,,,,,25.91,Missed,,,,,,,,,,,,,,,,,,,
377,PT08M21.00S,2021-04-11T20:28:57.5Z,3,REGULAR,rebound,defensive,[],203932,,,1610612743,58,50,2021-04-11T20:29:00Z,3670000,,,0,,A. Gordon REBOUND (Off:2 Def:4),[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,,,376.0,6.0,4.0,2.0,,,,,,,,,,,,,,,
378,PT08M03.00S,2021-04-11T20:29:15.3Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203999,85.89027595269383,59.62775735294118,1610612743,60,50,2021-04-11T20:29:23Z,3680000,48.0,80.0,1,right,N. Jokic 9' driving floating Jump Shot (10 PTS) (W. Barton 3 AST),"[203999, 203115]",1610612743.0,DEN,driving floating,,,Jokic,N. Jokic,,,,,9.34,Made,,,,,,,,,,10.0,W. Barton,203115.0,3.0,,,,,,
380,PT07M49.00S,2021-04-11T20:29:29.3Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],202689,8.09789750328515,45.90226715686275,1610612738,60,52,2021-04-11T20:29:34Z,3700000,20.0,24.0,1,left,K. Walker driving reverse Layup (7 PTS),[202689],1610612738.0,BOS,driving reverse,,,Walker,K. Walker,,,,,3.13,Made,,,,,,,,,,7.0,,,,,,,,,
381,PT07M27.00S,2021-04-11T20:29:53.8Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630267,93.24901445466492,56.44148284313726,1610612743,62,52,2021-04-11T20:30:00Z,3710000,32.0,11.0,1,right,F. Campazzo cutting Layup (10 PTS) (N. Jokic 8 AST),"[1630267, 203999]",1610612743.0,DEN,cutting,,,Campazzo,F. Campazzo,,,,,3.4,Made,,,,,,,,,,10.0,N. Jokic,203999.0,8.0,,,,,,
383,PT07M27.00S,2021-04-11T20:29:55.1Z,3,REGULAR,foul,personal,['1freethrow'],202689,,,1610612743,62,52,2021-04-11T20:30:02Z,3730000,,,0,,K. Walker shooting personal FOUL (1 PF) (Campazzo 1 FT),"[202689, 1630267]",1610612738.0,BOS,shooting,,,Walker,K. Walker,,,,,,,,,,,201245.0,1.0,0.0,Campazzo,1630267.0,,,,,,,,,,
385,PT07M27.00S,2021-04-11T20:30:19.3Z,3,REGULAR,freethrow,1 of 1,[],1630267,,,1610612743,63,52,2021-04-11T20:30:19Z,3750000,,,0,,F. Campazzo Free Throw 1 of 1 (11 PTS),[1630267],1610612743.0,DEN,,,,Campazzo,F. Campazzo,,,,,,Made,,,,,,,,,,11.0,,,,,,,,,
386,PT07M15.00S,2021-04-11T20:30:34.3Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203935,14.14257555847569,57.91207107843137,1610612738,63,52,2021-04-11T20:30:43Z,3760000,-40.0,80.0,1,left,MISS M. Smart 8' driving floating Shot,[203935],1610612738.0,BOS,driving floating,,,Smart,M. Smart,,,,,8.96,Missed,,,,,,,,,,,,,,,,,,,
387,PT07M12.00S,2021-04-11T20:30:36.5Z,3,REGULAR,rebound,offensive,[],203935,,,1610612738,63,52,2021-04-11T20:30:36Z,3770000,,,0,,M. Smart REBOUND (Off:1 Def:0),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,386.0,1.0,0.0,1.0,,,,,,,,,,,,,,,
389,PT07M12.00S,2021-04-11T20:30:39.2Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",203935,10.200394218134035,59.3826593137255,1610612738,63,54,2021-04-11T20:30:58Z,3790000,-47.0,43.0,1,left,M. Smart 6' Jump Shot (13 PTS),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,6.39,Made,,,,,,,,,,13.0,,,,,,,,,
390,PT07M12.00S,2021-04-11T20:30:42.6Z,3,REGULAR,foul,personal,['1freethrow'],203115,,,1610612738,63,54,2021-04-11T20:31:07Z,3800000,,,0,,W. Barton shooting personal FOUL (1 PF) (Smart 1 FT),"[203115, 203935]",1610612743.0,DEN,shooting,,,Barton,W. Barton,,,,,,,,,,,201245.0,1.0,0.0,Smart,203935.0,,,,,,,,,,
392,PT07M12.00S,2021-04-11T20:31:11.3Z,3,REGULAR,freethrow,1 of 1,['2ndchance'],203935,,,1610612738,63,55,2021-04-11T20:31:11Z,3820000,,,0,,M. Smart Free Throw 1 of 1 (14 PTS),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,Made,,,,,,,,,,14.0,,,,,,,,,
393,PT06M58.00S,2021-04-11T20:31:29.0Z,3,REGULAR,3pt,Jump Shot,[],1629008,91.27792378449409,3.5003063725490198,1610612743,63,55,2021-04-11T20:31:35Z,3830000,-232.0,29.0,1,right,MISS M. Porter Jr. 3PT,[1629008],1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,23.44,Missed,,,,,,,,,,,,,,,,,,,
394,PT06M56.00S,2021-04-11T20:31:31.0Z,3,REGULAR,rebound,defensive,[],1628369,,,1610612738,63,55,2021-04-11T20:31:35Z,3840000,,,0,,J. Tatum REBOUND (Off:1 Def:6),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,393.0,7.0,6.0,1.0,,,,,,,,,,,,,,,
395,PT06M45.00S,2021-04-11T20:31:43.1Z,3,REGULAR,3pt,Jump Shot,[],1627759,10.33180026281209,97.37285539215686,1610612738,63,55,2021-04-11T20:31:49Z,3850000,-237.0,45.0,1,left,MISS J. Brown 24' 3PT,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,24.11,Missed,,,,,,,,,,,,,,,,,,,
396,PT06M40.00S,2021-04-11T20:31:48.1Z,3,REGULAR,rebound,defensive,[],203932,,,1610612743,63,55,2021-04-11T20:31:49Z,3860000,,,0,,A. Gordon REBOUND (Off:2 Def:5),[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,,,395.0,7.0,5.0,2.0,,,,,,,,,,,,,,,
397,PT06M34.00S,2021-04-11T20:31:53.4Z,3,REGULAR,3pt,Jump Shot,[],1629008,88.38699080157687,4.235600490196079,1610612743,63,55,2021-04-11T20:32:02Z,3870000,-229.0,57.0,1,right,MISS M. Porter Jr. 3PT,[1629008],1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,23.57,Missed,,,,,,,,,,,,,,,,,,,
398,PT06M32.00S,2021-04-11T20:31:57.3Z,3,REGULAR,rebound,offensive,[],203999,,,1610612743,63,55,2021-04-11T20:31:57Z,3880000,,,0,,N. Jokic REBOUND (Off:1 Def:6),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,397.0,7.0,6.0,1.0,,,,,,,,,,,,,,,
399,PT06M32.00S,2021-04-11T20:31:58.0Z,3,REGULAR,foul,personal,['2freethrow'],1628369,,,1610612743,63,55,2021-04-11T20:32:05Z,3890000,,,0,,J. Tatum shooting personal FOUL (1 PF) (Jokic 2 FT),"[1628369, 203999]",1610612738.0,BOS,shooting,,,Tatum,J. Tatum,,,,,,,,,,,201245.0,1.0,1.0,Jokic,203999.0,,,,,,,,,,
401,PT06M32.00S,2021-04-11T20:32:20.6Z,3,REGULAR,freethrow,1 of 2,['2ndchance'],203999,,,1610612743,64,55,2021-04-11T20:32:20Z,3910000,,,0,,N. Jokic Free Throw 1 of 2 (11 PTS),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,Made,,,,,,,,,,11.0,,,,,,,,,
402,PT06M32.00S,2021-04-11T20:32:33.3Z,3,REGULAR,freethrow,2 of 2,['2ndchance'],203999,,,1610612743,65,55,2021-04-11T20:32:33Z,3920000,,,0,,N. Jokic Free Throw 2 of 2 (12 PTS),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,Made,,,,,,,,,,12.0,,,,,,,,,
403,PT06M14.00S,2021-04-11T20:32:54.4Z,3,REGULAR,3pt,Jump Shot,[],1628369,20.581471747700395,8.402267156862745,1610612738,65,55,2021-04-11T20:33:37Z,3930000,208.0,141.0,1,left,MISS J. Tatum 25' step back 3PT,[1628369],1610612738.0,BOS,step back,,,Tatum,J. Tatum,,,,,25.13,Missed,,,,,,,,,,,,,,,,,,,
404,PT06M10.00S,2021-04-11T20:32:57.8Z,3,REGULAR,rebound,offensive,[],1627759,,,1610612738,65,55,2021-04-11T20:32:57Z,3940000,,,0,,J. Brown REBOUND (Off:1 Def:4),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,403.0,5.0,4.0,1.0,,,,,,,,,,,,,,,
405,PT06M09.00S,2021-04-11T20:32:58.9Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1628369,21.23850197109067,9.137561274509803,1610612738,65,58,2021-04-11T20:33:06Z,3950000,204.0,147.0,1,left,J. Tatum 25' 3PT  (14 PTS) (J. Brown 2 AST),"[1628369, 1627759]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,25.17,Made,,,,,,,,,,14.0,J. Brown,1627759.0,2.0,,,,,,
407,PT05M50.00S,2021-04-11T20:33:18.5Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629057,,,1610612743,65,58,2021-04-11T20:33:26Z,3970000,,,0,,R. Williams III shooting personal FOUL (3 PF) (Jokic 2 FT),"[1629057, 203999]",1610612738.0,BOS,shooting,,,Williams III,R. Williams III,,,,,,,,,,,201245.0,3.0,0.0,Jokic,203999.0,,,,,,,,,,
409,PT05M50.00S,2021-04-11T20:33:43.3Z,3,REGULAR,freethrow,1 of 2,[],203999,,,1610612743,66,58,2021-04-11T20:33:43Z,3990000,,,0,,N. Jokic Free Throw 1 of 2 (13 PTS),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,Made,,,,,,,,,,13.0,,,,,,,,,
410,PT05M50.00S,2021-04-11T20:33:43.8Z,3,REGULAR,substitution,out,[],1629057,,,1610612743,66,58,2021-04-11T20:33:47Z,4000000,,,0,,SUB out: R. Williams III,[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,,
411,PT05M50.00S,2021-04-11T20:33:43.8Z,3,REGULAR,substitution,in,[],202684,,,1610612743,66,58,2021-04-11T20:33:47Z,4010000,,,0,,SUB in: T. Thompson,[202684],1610612738.0,BOS,,,,Thompson,T. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,
412,PT05M50.00S,2021-04-11T20:34:02.4Z,3,REGULAR,freethrow,2 of 2,[],203999,,,1610612743,66,58,2021-04-11T20:34:02Z,4020000,,,0,,MISS N. Jokic Free Throw 2 of 2,[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,Missed,,,,,,,,,,,,,,,,,,,
413,PT05M47.00S,2021-04-11T20:34:03.5Z,3,REGULAR,rebound,defensive,[],1627759,,,1610612738,66,58,2021-04-11T20:34:03Z,4030000,,,0,,J. Brown REBOUND (Off:1 Def:5),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,412.0,6.0,5.0,1.0,,,,,,,,,,,,,,,
414,PT05M34.00S,2021-04-11T20:34:15.9Z,3,REGULAR,3pt,Jump Shot,[],1628369,8.492115637319317,96.8826593137255,1610612738,66,58,2021-04-11T20:34:20Z,4040000,-234.0,27.0,1,left,MISS J. Tatum 3PT,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,23.6,Missed,,,,,,,,,,,,,,,,,,,
415,PT05M33.00S,2021-04-11T20:34:17.8Z,3,REGULAR,rebound,defensive,[],1629008,,,1610612743,66,58,2021-04-11T20:34:17Z,4050000,,,0,,M. Porter Jr. REBOUND (Off:1 Def:7),[1629008],1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,,,414.0,8.0,7.0,1.0,,,,,,,,,,,,,,,
416,PT05M21.00S,2021-04-11T20:34:28.9Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203115,92.85479632063075,45.41207107843137,1610612743,68,58,2021-04-11T20:34:33Z,4060000,-23.0,15.0,1,right,W. Barton cutting Layup (10 PTS) (N. Jokic 9 AST),"[203115, 203999]",1610612743.0,DEN,cutting,,,Barton,W. Barton,,,,,2.72,Made,,,,,,,,,,10.0,N. Jokic,203999.0,9.0,,,,,,
418,PT05M07.00S,2021-04-11T20:34:42.8Z,3,REGULAR,3pt,Jump Shot,[],203935,5.995400788436268,4.970894607843137,1610612738,68,58,2021-04-11T20:34:47Z,4080000,225.0,4.0,1,left,MISS M. Smart 3PT,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,22.51,Missed,,,,,,,,,,,,,,,,,,,
419,PT05M05.00S,2021-04-11T20:34:44.8Z,3,REGULAR,rebound,defensive,[],1629008,,,1610612743,68,58,2021-04-11T20:34:47Z,4090000,,,0,,M. Porter Jr. REBOUND (Off:1 Def:8),[1629008],1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,,,418.0,9.0,8.0,1.0,,,,,,,,,,,,,,,
420,PT04M52.00S,2021-04-11T20:34:58.5Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1629008,93.51182654402102,49.08854166666667,1610612743,70,58,2021-04-11T20:35:04Z,4100000,-5.0,8.0,1,right,M. Porter Jr. alley-oop DUNK (17 PTS) (N. Jokic 10 AST),"[1629008, 203999]",1610612743.0,DEN,alley-oop,,,Porter Jr.,M. Porter Jr.,,,,,0.97,Made,,,,,,,,,,17.0,N. Jokic,203999.0,10.0,,,,,,
422,PT04M38.00S,2021-04-11T20:35:11.8Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202684,10.726018396846255,53.01011029411765,1610612738,70,60,2021-04-11T20:35:18Z,4120000,-15.0,48.0,1,left,T. Thompson floating Jump Shot (9 PTS),[202684],1610612738.0,BOS,floating,,,Thompson,T. Thompson,,,,,5.06,Made,,,,,,,,,,9.0,,,,,,,,,
424,PT04M23.00S,2021-04-11T20:35:29.7Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203935,,,1610612743,70,60,2021-04-11T20:35:37Z,4140000,,,0,,M. Smart shooting personal FOUL (4 PF) (Barton 2 FT),"[203935, 203115]",1610612738.0,BOS,shooting,,,Smart,M. Smart,,,,,,,,,,,1363.0,4.0,0.0,Barton,203115.0,,,,,,,,,,
426,PT04M23.00S,2021-04-11T20:35:54.0Z,3,REGULAR,freethrow,1 of 2,[],203115,,,1610612743,71,60,2021-04-11T20:35:54Z,4160000,,,0,,W. Barton Free Throw 1 of 2 (11 PTS),[203115],1610612743.0,DEN,,,,Barton,W. Barton,,,,,,Made,,,,,,,,,,11.0,,,,,,,,,
427,PT04M23.00S,2021-04-11T20:35:54.6Z,3,REGULAR,substitution,out,[],1628369,,,1610612743,71,60,2021-04-11T20:36:04Z,4170000,,,0,,SUB out: J. Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,
428,PT04M23.00S,2021-04-11T20:35:54.6Z,3,REGULAR,substitution,in,[],1629641,,,1610612743,71,60,2021-04-11T20:36:04Z,4180000,,,0,,SUB in: R. Langford,[1629641],1610612738.0,BOS,,,,Langford,R. Langford,,,,,,,,,,,,,,,,,,,,,,,,,
429,PT04M23.00S,2021-04-11T20:36:20.2Z,3,REGULAR,freethrow,2 of 2,[],203115,,,1610612743,72,60,2021-04-11T20:36:20Z,4190000,,,0,,W. Barton Free Throw 2 of 2 (12 PTS),[203115],1610612743.0,DEN,,,,Barton,W. Barton,,,,,,Made,,,,,,,,,,12.0,,,,,,,,,
430,PT04M07.00S,2021-04-11T20:36:38.6Z,3,REGULAR,2pt,Jump Shot,[],1627759,20.45006570302234,50.55912990196079,1610612738,72,62,2021-04-11T20:36:44Z,4200000,-3.0,140.0,1,left,J. Brown 13' pullup Jump Shot (9 PTS) (K. Walker 4 AST),"[1627759, 202689]",1610612738.0,BOS,pullup,,,Brown,J. Brown,,,,,13.97,Made,,,,,,,,,,9.0,K. Walker,202689.0,4.0,,,,,,
432,PT03M46.00S,2021-04-11T20:36:58.4Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],203999,93.9060446780552,51.53952205882353,1610612743,74,62,2021-04-11T20:37:05Z,4220000,8.0,5.0,1,right,N. Jokic cutting DUNK (15 PTS) (F. Campazzo 4 AST),"[203999, 1630267]",1610612743.0,DEN,cutting,,,Jokic,N. Jokic,,,,,0.91,Made,,,,,,,,,,15.0,F. Campazzo,1630267.0,4.0,,,,,,
434,PT03M45.00S,2021-04-11T20:37:03.7Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612738,74,62,2021-04-11T20:37:03Z,4240000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
435,PT03M31.00S,2021-04-11T20:37:22.7Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],202684,7.440867279894875,46.392463235294116,1610612738,74,62,2021-04-11T20:37:28Z,4250000,18.0,17.0,1,left,MISS T. Thompson Layup - blocked,"[202684, 203999]",1610612738.0,BOS,,,,Thompson,T. Thompson,,,,,2.5,Missed,,,,,,,,,,,,,,Jokic,203999.0,,,,
436,PT03M31.00S,2021-04-11T20:37:22.7Z,3,REGULAR,block,,[],203999,,,1610612738,74,62,2021-04-11T20:37:24Z,4260000,,,0,,N. Jokic BLOCK (1 BLK),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,,,,,,,,,,,,,,,,,,,
437,PT03M28.00S,2021-04-11T20:37:25.7Z,3,REGULAR,rebound,defensive,[],1630267,,,1610612743,74,62,2021-04-11T20:40:04Z,4270000,,,0,,F. Campazzo REBOUND (Off:1 Def:2),[1630267],1610612743.0,DEN,,,,Campazzo,F. Campazzo,,,,,,,435.0,3.0,2.0,1.0,,,,,,,,,,,,,,,
438,PT03M17.00S,2021-04-11T20:37:36.3Z,3,REGULAR,3pt,Jump Shot,[],203115,90.3580814717477,4.235600490196079,1610612743,74,62,2021-04-11T20:37:42Z,4280000,-229.0,38.0,1,right,MISS W. Barton 3PT,[203115],1610612743.0,DEN,,,,Barton,W. Barton,,,,,23.2,Missed,,,,,,,,,,,,,,,,,,,
439,PT03M16.00S,2021-04-11T20:37:38.6Z,3,REGULAR,rebound,offensive,[],203999,,,1610612743,74,62,2021-04-11T20:37:38Z,4290000,,,0,,N. Jokic REBOUND (Off:2 Def:6),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,438.0,8.0,6.0,2.0,,,,,,,,,,,,,,,
440,PT03M15.00S,2021-04-11T20:37:39.7Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203999,92.72339027595268,50.80422794117647,1610612743,76,62,2021-04-11T20:37:47Z,4300000,4.0,16.0,1,right,N. Jokic putback Layup (17 PTS),[203999],1610612743.0,DEN,putback,,,Jokic,N. Jokic,,,,,1.64,Made,,,,,,,,,,17.0,,,,,,,,,
441,PT03M15.00S,2021-04-11T20:37:44.3Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612738,76,62,2021-04-11T20:37:44Z,4310000,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442,PT03M15.00S,2021-04-11T20:40:08.2Z,3,REGULAR,substitution,out,[],203115,,,1610612738,76,62,2021-04-11T20:40:31Z,4320000,,,0,,SUB out: W. Barton,[203115],1610612743.0,DEN,,,,Barton,W. Barton,,,,,,,,,,,,,,,,,,,,,,,,,
443,PT03M15.00S,2021-04-11T20:40:08.2Z,3,REGULAR,substitution,out,[],203932,,,1610612738,76,62,2021-04-11T20:40:31Z,4330000,,,0,,SUB out: A. Gordon,[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,,,,,,,,,,,,,,,,,,,,,
444,PT03M15.00S,2021-04-11T20:40:08.2Z,3,REGULAR,substitution,out,[],203935,,,1610612738,76,62,2021-04-11T20:40:31Z,4340000,,,0,,SUB out: M. Smart,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,,
445,PT03M15.00S,2021-04-11T20:40:08.2Z,3,REGULAR,substitution,in,[],203210,,,1610612738,76,62,2021-04-11T20:40:31Z,4350000,,,0,,SUB in: J. Green,[203210],1610612743.0,DEN,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,
446,PT03M15.00S,2021-04-11T20:40:08.2Z,3,REGULAR,substitution,in,[],1628420,,,1610612738,76,62,2021-04-11T20:40:31Z,4360000,,,0,,SUB in: M. Morris,[1628420],1610612743.0,DEN,,,,Morris,M. Morris,,,,,,,,,,,,,,,,,,,,,,,,,
447,PT03M15.00S,2021-04-11T20:40:08.2Z,3,REGULAR,substitution,in,[],1629684,,,1610612738,76,62,2021-04-11T20:40:31Z,4370000,,,0,,SUB in: G. Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
448,PT03M03.00S,2021-04-11T20:40:46.9Z,3,REGULAR,3pt,Jump Shot,[],202689,28.597240473061763,76.53952205882352,1610612738,76,62,2021-04-11T20:40:57Z,4380000,-133.0,216.0,1,left,MISS K. Walker 25' 3PT,[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,25.38,Missed,,,,,,,,,,,,,,,,,,,
449,PT03M01.00S,2021-04-11T20:40:48.9Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612738,76,62,2021-04-11T20:40:57Z,4390000,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,448.0,,,,,,,,,,,,,,,,,,
