actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,value
444,PT09M53.00S,2021-03-03T02:34:03.3Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1629611,90.22667542706965,61.09834558823529,1610612746,96,92,2021-03-03T02:34:15Z,4390000,55.0,39.0,1,right,MISS T. Mann 6' Layup - blocked,"[1629611, 1629057]",1610612746.0,LAC,,,,Mann,T. Mann,,,,,,,,,,6.81,Missed,,,,,,,,,,,,Williams III,1629057.0,
445,PT09M53.00S,2021-03-03T02:34:03.3Z,4,REGULAR,block,,[],1629057,,,1610612746,96,92,2021-03-03T02:34:06Z,4400000,,,0,,R. Williams III BLOCK (3 BLK),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,,
446,PT09M51.00S,2021-03-03T02:34:05.3Z,4,REGULAR,rebound,defensive,[],201952,,,1610612738,96,92,2021-03-03T02:34:15Z,4410000,,,0,,J. Teague REBOUND (Off:0 Def:1),[201952],1610612738.0,BOS,,,,Teague,J. Teague,,,,,,,,,,,,,,,,,,,444.0,1.0,1.0,0.0,,,
447,PT09M51.00S,2021-03-03T02:34:08.2Z,4,REGULAR,foul,personal,[],101150,,,1610612738,96,92,2021-03-03T02:38:18Z,4420000,,,0,,L. Williams take personal FOUL (2 PF),"[101150, 201952]",1610612746.0,LAC,take,,,Williams,L. Williams,,,,,1155.0,2.0,0.0,Teague,201952.0,,,,,,,,,,,,,,,,
449,PT09M51.00S,2021-03-03T02:34:22.8Z,4,REGULAR,substitution,out,[],1628379,,,1610612738,96,92,2021-03-03T02:34:35Z,4440000,,,0,,SUB out: L. Kennard,[1628379],1610612746.0,LAC,,,,Kennard,L. Kennard,,,,,,,,,,,,,,,,,,,,,,,,,
450,PT09M51.00S,2021-03-03T02:34:22.8Z,4,REGULAR,substitution,out,[],1629611,,,1610612738,96,92,2021-03-03T02:34:35Z,4450000,,,0,,SUB out: T. Mann,[1629611],1610612746.0,LAC,,,,Mann,T. Mann,,,,,,,,,,,,,,,,,,,,,,,,,
451,PT09M51.00S,2021-03-03T02:34:22.8Z,4,REGULAR,substitution,in,[],202331,,,1610612738,96,92,2021-03-03T02:34:35Z,4460000,,,0,,SUB in: P. George,[202331],1610612746.0,LAC,,,,George,P. George,,,,,,,,,,,,,,,,,,,,,,,,,
452,PT09M51.00S,2021-03-03T02:34:22.8Z,4,REGULAR,substitution,in,[],201976,,,1610612738,96,92,2021-03-03T02:34:35Z,4470000,,,0,,SUB in: P. Beverley,[201976],1610612746.0,LAC,,,,Beverley,P. Beverley,,,,,,,,,,,,,,,,,,,,,,,,,
453,PT09M34.00S,2021-03-03T02:34:47.9Z,4,REGULAR,foul,personal,['2freethrow'],101150,,,1610612738,96,92,2021-03-03T02:35:00Z,4480000,,,0,,L. Williams shooting personal FOUL (3 PF) (Williams III 2 FT),"[101150, 1629057]",1610612746.0,LAC,shooting,,,Williams,L. Williams,,,,,202049.0,3.0,0.0,Williams III,1629057.0,,,,,,,,,,,,,,,,
455,PT09M34.00S,2021-03-03T02:35:20.2Z,4,REGULAR,freethrow,1 of 2,[],1629057,,,1610612738,96,92,2021-03-03T02:35:20Z,4500000,,,0,,MISS R. Williams III Free Throw 1 of 2,[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,Missed,,,,,,,,,,,,,,
456,PT09M34.00S,2021-03-03T02:35:20.2Z,4,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612738,96,92,2021-03-03T02:35:20Z,4510000,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,455.0,,,,,,
457,PT09M34.00S,2021-03-03T02:35:38.6Z,4,REGULAR,freethrow,2 of 2,[],1629057,,,1610612738,97,92,2021-03-03T02:35:38Z,4520000,,,0,,R. Williams III Free Throw 2 of 2 (10 PTS),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,Made,10.0,,,,,,,,,,,,,
458,PT09M15.00S,2021-03-03T02:36:00.7Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],101150,85.3646517739816,43.69638480392157,1610612746,97,92,2021-03-03T02:36:15Z,4530000,-32.0,85.0,1,right,MISS L. Williams 9' driving floating Shot,[101150],1610612746.0,LAC,driving floating,,,Williams,L. Williams,,,,,,,,,,9.07,Missed,,,,,,,,,,,,,,
459,PT09M11.00S,2021-03-03T02:36:04.7Z,4,REGULAR,rebound,offensive,[],1627826,,,1610612746,97,92,2021-03-03T02:36:15Z,4540000,,,0,,I. Zubac REBOUND (Off:4 Def:4),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,,,,,,,,,,,,,,,458.0,8.0,4.0,4.0,,,
460,PT09M10.00S,2021-03-03T02:36:06.6Z,4,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1627826,94.40999984741211,50.0,1610612746,97,94,2021-03-03T02:36:26Z,4550000,0.0,0.0,1,right,I. Zubac tip Layup (4 PTS),[1627826],1610612746.0,LAC,tip,,,Zubac,I. Zubac,,,,,,,,,,0.0,Made,4.0,,,,,,,,,,,,,
461,PT09M05.00S,2021-03-03T02:36:12.9Z,4,REGULAR,foul,personal,[],201976,,,1610612738,97,94,2021-03-03T02:36:23Z,4560000,,,0,,P. Beverley personal FOUL (1 PF),"[201976, 1628369]",1610612746.0,LAC,,,,Beverley,P. Beverley,,,,,1155.0,1.0,0.0,Tatum,1628369.0,,,,,,,,,,,,,,,,
463,PT08M54.00S,2021-03-03T02:36:41.9Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628400,12.565703022339028,37.07873774509804,1610612738,97,94,2021-03-03T02:36:48Z,4580000,65.0,66.0,1,left,MISS S. Ojeleye 9' driving floating Shot,[1628400],1610612738.0,BOS,driving floating,,,Ojeleye,S. Ojeleye,,,,,,,,,,9.21,Missed,,,,,,,,,,,,,,
464,PT08M51.00S,2021-03-03T02:36:44.9Z,4,REGULAR,rebound,defensive,[],1627826,,,1610612746,97,94,2021-03-03T02:36:48Z,4590000,,,0,,I. Zubac REBOUND (Off:4 Def:5),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,,,,,,,,,,,,,,,463.0,9.0,5.0,4.0,,,
465,PT08M41.00S,2021-03-03T02:36:54.9Z,4,REGULAR,3pt,Jump Shot,[],101150,87.20433639947439,94.921875,1610612746,97,94,2021-03-03T02:37:01Z,4600000,225.0,68.0,1,right,MISS L. Williams 3PT,[101150],1610612746.0,LAC,,,,Williams,L. Williams,,,,,,,,,,23.46,Missed,,,,,,,,,,,,,,
466,PT08M38.00S,2021-03-03T02:36:57.9Z,4,REGULAR,rebound,defensive,[],1629057,,,1610612738,97,94,2021-03-03T02:37:01Z,4610000,,,0,,R. Williams III REBOUND (Off:1 Def:5),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,465.0,6.0,5.0,1.0,,,
467,PT08M27.00S,2021-03-03T02:37:08.3Z,4,REGULAR,3pt,Jump Shot,[],201952,21.76412614980289,88.05912990196079,1610612738,100,94,2021-03-03T02:37:13Z,4620000,-190.0,152.0,1,left,J. Teague 24' 3PT  (3 PTS) (R. Williams III 2 AST),"[201952, 1629057]",1610612738.0,BOS,,,,Teague,J. Teague,,,,,,,,,,24.36,Made,3.0,R. Williams III,1629057.0,2.0,,,,,,,,,,
469,PT08M09.00S,2021-03-03T02:37:26.5Z,4,REGULAR,2pt,Hook,['pointsinthepaint'],1627826,87.59855453350855,41.98069852941176,1610612746,100,96,2021-03-03T02:37:36Z,4640000,-40.0,64.0,1,right,I. Zubac 7' turnaround Hook (6 PTS) (R. Jackson 6 AST),"[1627826, 202704]",1610612746.0,LAC,turnaround,,,Zubac,I. Zubac,,,,,,,,,,7.56,Made,6.0,R. Jackson,202704.0,6.0,,,,,,,,,,
471,PT07M49.00S,2021-03-03T02:37:46.7Z,4,REGULAR,3pt,Jump Shot,[],1628369,25.04927726675427,85.36305147058823,1610612738,100,96,2021-03-03T02:39:51Z,4660000,-177.0,183.0,1,left,MISS J. Tatum 25' pullup 3PT,[1628369],1610612738.0,BOS,pullup,,,Tatum,J. Tatum,,,,,,,,,,25.45,Missed,,,,,,,,,,,,,,
472,PT07M48.00S,2021-03-03T02:37:47.7Z,4,REGULAR,rebound,defensive,['team'],0,,,1610612746,100,96,2021-03-03T02:37:57Z,4670000,,,0,,TEAM defensive REBOUND,[],1610612746.0,LAC,,,,,,,,,,,,,,,,,,,,,,,,471.0,,,,,,
473,PT07M48.00S,2021-03-03T02:37:53.7Z,4,REGULAR,foul,personal,[],1628400,,,1610612746,100,96,2021-03-03T02:38:01Z,4680000,,,0,,S. Ojeleye loose ball personal FOUL (1 PF),"[1628400, 202704]",1610612738.0,BOS,loose ball,,,Ojeleye,S. Ojeleye,,,,,202049.0,1.0,0.0,Jackson,202704.0,,,,,,,,,,,,,,,,
475,PT07M31.00S,2021-03-03T02:38:29.1Z,4,REGULAR,3pt,Jump Shot,[],202331,78.79434954007884,91.98069852941177,1610612746,100,96,2021-03-03T02:38:34Z,4700000,210.0,147.0,1,right,MISS P. George 25' 3PT,[202331],1610612746.0,LAC,,,,George,P. George,,,,,,,,,,25.61,Missed,,,,,,,,,,,,,,
476,PT07M28.00S,2021-03-03T02:38:32.1Z,4,REGULAR,rebound,offensive,[],1627826,,,1610612746,100,96,2021-03-03T02:38:34Z,4710000,,,0,,I. Zubac REBOUND (Off:5 Def:5),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,,,,,,,,,,,,,,,475.0,10.0,5.0,5.0,,,
477,PT07M25.00S,2021-03-03T02:38:35.3Z,4,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1627826,89.70105124835742,50.06893382352941,1610612746,100,98,2021-03-03T02:38:40Z,4720000,0.0,44.0,1,right,I. Zubac cutting DUNK (8 PTS) (L. Williams 4 AST),"[1627826, 101150]",1610612746.0,LAC,cutting,,,Zubac,I. Zubac,,,,,,,,,,4.43,Made,8.0,L. Williams,101150.0,4.0,,,,,,,,,,
479,PT07M22.00S,2021-03-03T02:38:46.1Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612738,100,98,2021-03-03T02:38:46Z,4740000,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
480,PT07M22.00S,2021-03-03T02:40:38.1Z,4,REGULAR,substitution,out,[],1630202,,,1610612738,100,98,2021-03-03T02:42:00Z,4750000,,,0,,SUB out: P. Pritchard,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,,,,,,,,
481,PT07M22.00S,2021-03-03T02:40:38.1Z,4,REGULAR,substitution,out,[],201976,,,1610612738,100,98,2021-03-03T02:42:00Z,4760000,,,0,,SUB out: P. Beverley,[201976],1610612746.0,LAC,,,,Beverley,P. Beverley,,,,,,,,,,,,,,,,,,,,,,,,,
482,PT07M22.00S,2021-03-03T02:40:38.1Z,4,REGULAR,substitution,in,[],202689,,,1610612738,100,98,2021-03-03T02:42:00Z,4770000,,,0,,SUB in: K. Walker,[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,,,,,,,,,,,,,,,,,,,
483,PT07M22.00S,2021-03-03T02:40:38.1Z,4,REGULAR,substitution,in,[],201587,,,1610612738,100,98,2021-03-03T02:42:00Z,4780000,,,0,,SUB in: N. Batum,[201587],1610612746.0,LAC,,,,Batum,N. Batum,,,,,,,,,,,,,,,,,,,,,,,,,
484,PT07M14.00S,2021-03-03T02:42:12.8Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],201952,7.5722733245729295,41.73560049019608,1610612738,102,98,2021-03-03T02:42:19Z,4790000,41.0,19.0,1,left,J. Teague driving finger roll Layup (5 PTS),[201952],1610612738.0,BOS,driving finger roll,,,Teague,J. Teague,,,,,,,,,,4.53,Made,5.0,,,,,,,,,,,,,
485,PT06M56.00S,2021-03-03T02:42:32.5Z,4,REGULAR,foul,personal,['2freethrow'],201952,,,1610612746,102,98,2021-03-03T02:42:42Z,4800000,,,0,,J. Teague shooting personal FOUL (1 PF) (Williams 2 FT),"[201952, 101150]",1610612738.0,BOS,shooting,,,Teague,J. Teague,,,,,1155.0,1.0,0.0,Williams,101150.0,,,,,,,,,,,,,,,,
487,PT06M56.00S,2021-03-03T02:42:56.8Z,4,REGULAR,freethrow,1 of 2,[],101150,,,1610612746,102,99,2021-03-03T02:42:56Z,4820000,,,0,,L. Williams Free Throw 1 of 2 (11 PTS),[101150],1610612746.0,LAC,,,,Williams,L. Williams,,,,,,,,,,,Made,11.0,,,,,,,,,,,,,
488,PT06M56.00S,2021-03-03T02:43:11.4Z,4,REGULAR,freethrow,2 of 2,[],101150,,,1610612746,102,100,2021-03-03T02:43:11Z,4830000,,,0,,L. Williams Free Throw 2 of 2 (12 PTS),[101150],1610612746.0,LAC,,,,Williams,L. Williams,,,,,,,,,,,Made,12.0,,,,,,,,,,,,,
489,PT06M43.00S,2021-03-03T02:43:25.4Z,4,REGULAR,2pt,DUNK,['pointsinthepaint'],1629057,7.5722733245729295,54.23560049019608,1610612738,104,100,2021-03-03T02:43:35Z,4840000,-21.0,19.0,1,left,R. Williams III alley-oop DUNK (12 PTS) (K. Walker 6 AST),"[1629057, 202689]",1610612738.0,BOS,alley-oop,,,Williams III,R. Williams III,,,,,,,,,,2.83,Made,12.0,K. Walker,202689.0,6.0,,,,,,,,,,
491,PT06M25.00S,2021-03-03T02:43:43.1Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202331,84.57621550591328,50.55912990196079,1610612746,104,100,2021-03-03T02:43:50Z,4860000,3.0,92.0,1,right,MISS P. George 9' Jump Shot,[202331],1610612746.0,LAC,,,,George,P. George,,,,,,,,,,9.25,Missed,,,,,,,,,,,,,,
492,PT06M22.00S,2021-03-03T02:43:46.1Z,4,REGULAR,rebound,offensive,[],202331,,,1610612746,104,100,2021-03-03T02:43:50Z,4870000,,,0,,P. George REBOUND (Off:1 Def:2),[202331],1610612746.0,LAC,,,,George,P. George,,,,,,,,,,,,,,,,,,,491.0,3.0,2.0,1.0,,,
493,PT06M12.00S,2021-03-03T02:43:55.7Z,4,REGULAR,turnover,bad pass,[],101150,,,1610612746,104,100,2021-03-03T02:44:06Z,4880000,,,0,,L. Williams bad pass TURNOVER (2 TO),"[101150, 1628400]",1610612746.0,LAC,,,,Williams,L. Williams,,,,,,,,,,,,,,,,2.0,Ojeleye,1628400.0,,,,,,,
494,PT06M12.00S,2021-03-03T02:43:55.7Z,4,REGULAR,steal,,[],1628400,,,1610612738,104,100,2021-03-03T02:43:58Z,4890000,,,0,,S. Ojeleye STEAL (1 STL),[1628400],1610612738.0,BOS,,,,Ojeleye,S. Ojeleye,,,,,,,,,,,,,,,,,,,,,,,,,
495,PT06M10.00S,2021-03-03T02:44:01.2Z,4,REGULAR,foul,personal,['2freethrow'],202704,,,1610612738,104,100,2021-03-03T02:44:14Z,4900000,,,0,,R. Jackson shooting personal FOUL (2 PF) (Tatum 2 FT),"[202704, 1628369]",1610612746.0,LAC,shooting,,,Jackson,R. Jackson,,,,,202049.0,2.0,0.0,Tatum,1628369.0,,,,,,,,,,,,,,,,
497,PT06M10.00S,2021-03-03T02:44:38.3Z,4,REGULAR,freethrow,1 of 2,"['fromturnover', 'fastbreak']",1628369,,,1610612738,105,100,2021-03-03T02:44:38Z,4920000,,,0,,J. Tatum Free Throw 1 of 2 (8 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,Made,8.0,,,,,,,,,,,,,
498,PT06M10.00S,2021-03-03T02:44:39.1Z,4,REGULAR,substitution,out,[],201952,,,1610612738,105,100,2021-03-03T02:44:44Z,4930000,,,0,,SUB out: J. Teague,[201952],1610612738.0,BOS,,,,Teague,J. Teague,,,,,,,,,,,,,,,,,,,,,,,,,
499,PT06M10.00S,2021-03-03T02:44:39.1Z,4,REGULAR,substitution,in,[],1627759,,,1610612738,105,100,2021-03-03T02:44:44Z,4940000,,,0,,SUB in: J. Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,
500,PT06M10.00S,2021-03-03T02:45:14.5Z,4,REGULAR,freethrow,2 of 2,"['fastbreak', 'fromturnover']",1628369,,,1610612738,106,100,2021-03-03T02:45:14Z,4950000,,,0,,J. Tatum Free Throw 2 of 2 (9 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,Made,9.0,,,,,,,,,,,,,
501,PT05M52.00S,2021-03-03T02:45:35.3Z,4,REGULAR,3pt,Jump Shot,[],201587,65.52233902759527,46.63756127450981,1610612746,106,100,2021-03-03T02:45:41Z,4960000,-17.0,272.0,1,right,MISS N. Batum 27' 3PT,[201587],1610612746.0,LAC,,,,Batum,N. Batum,,,,,,,,,,27.21,Missed,,,,,,,,,,,,,,
502,PT05M48.00S,2021-03-03T02:45:39.3Z,4,REGULAR,rebound,defensive,[],1628369,,,1610612738,106,100,2021-03-03T02:45:41Z,4970000,,,0,,J. Tatum REBOUND (Off:0 Def:4),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,501.0,4.0,4.0,0.0,,,
503,PT05M37.00S,2021-03-03T02:45:49.9Z,4,REGULAR,3pt,Jump Shot,[],1628369,8.09789750328515,2.5199142156862746,1610612738,109,100,2021-03-03T02:47:12Z,4980000,237.0,24.0,1,left,J. Tatum 3PT step back (12 PTS) (R. Williams III 3 AST),"[1628369, 1629057]",1610612738.0,BOS,step back,,,Tatum,J. Tatum,,,,,,,,,,23.86,Made,12.0,R. Williams III,1629057.0,3.0,,,,,,,,,,
505,PT05M36.00S,2021-03-03T02:45:57.8Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612746,109,100,2021-03-03T02:45:57Z,5000000,,,0,,LAC Timeout,[],1610612746.0,LAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
506,PT05M36.00S,2021-03-03T02:49:12.2Z,4,REGULAR,substitution,out,[],101150,,,1610612746,109,100,2021-03-03T02:49:17Z,5010000,,,0,,SUB out: L. Williams,[101150],1610612746.0,LAC,,,,Williams,L. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
507,PT05M36.00S,2021-03-03T02:49:12.2Z,4,REGULAR,substitution,in,[],201976,,,1610612746,109,100,2021-03-03T02:49:17Z,5020000,,,0,,SUB in: P. Beverley,[201976],1610612746.0,LAC,,,,Beverley,P. Beverley,,,,,,,,,,,,,,,,,,,,,,,,,
508,PT05M19.00S,2021-03-03T02:49:37.4Z,4,REGULAR,2pt,Jump Shot,[],202331,87.86136662286465,21.39246323529412,1610612746,109,100,2021-03-03T02:54:11Z,5030000,-143.0,62.0,1,right,MISS P. George 15' pullup Shot,[202331],1610612746.0,LAC,pullup,,,George,P. George,,,,,,,,,,15.57,Missed,,,,,,,,,,,,,,
509,PT05M16.00S,2021-03-03T02:49:40.4Z,4,REGULAR,rebound,defensive,[],1628400,,,1610612738,109,100,2021-03-03T02:49:49Z,5040000,,,0,,S. Ojeleye REBOUND (Off:0 Def:2),[1628400],1610612738.0,BOS,,,,Ojeleye,S. Ojeleye,,,,,,,,,,,,,,,,,,,508.0,2.0,2.0,0.0,,,
510,PT05M01.00S,2021-03-03T02:49:55.2Z,4,REGULAR,3pt,Jump Shot,[],202689,27.54599211563732,20.166973039215684,1610612738,109,100,2021-03-03T02:50:02Z,5050000,149.0,206.0,1,left,MISS K. Walker 25' pullup 3PT,[202689],1610612738.0,BOS,pullup,,,Walker,K. Walker,,,,,,,,,,25.47,Missed,,,,,,,,,,,,,,
511,PT04M56.00S,2021-03-03T02:50:00.2Z,4,REGULAR,rebound,defensive,[],201976,,,1610612746,109,100,2021-03-03T02:50:02Z,5060000,,,0,,P. Beverley REBOUND (Off:2 Def:4),[201976],1610612746.0,LAC,,,,Beverley,P. Beverley,,,,,,,,,,,,,,,,,,,510.0,6.0,4.0,2.0,,,
512,PT04M40.00S,2021-03-03T02:50:15.5Z,4,REGULAR,3pt,Jump Shot,[],202331,93.38042049934296,95.65716911764706,1610612746,109,100,2021-03-03T02:50:20Z,5070000,228.0,10.0,1,right,MISS P. George 3PT,[202331],1610612746.0,LAC,,,,George,P. George,,,,,,,,,,22.85,Missed,,,,,,,,,,,,,,
513,PT04M37.00S,2021-03-03T02:50:18.5Z,4,REGULAR,rebound,defensive,[],1627759,,,1610612738,109,100,2021-03-03T02:50:20Z,5080000,,,0,,J. Brown REBOUND (Off:2 Def:3),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,512.0,5.0,3.0,2.0,,,
514,PT04M23.00S,2021-03-03T02:50:32.6Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1628369,5.338370565045992,53.255208333333336,1610612738,111,100,2021-03-03T02:50:38Z,5090000,-16.0,-2.0,1,left,J. Tatum driving reverse Layup (14 PTS) (R. Williams III 4 AST),"[1628369, 1629057]",1610612738.0,BOS,driving reverse,,,Tatum,J. Tatum,,,,,,,,,,1.65,Made,14.0,R. Williams III,1629057.0,4.0,,,,,,,,,,
516,PT04M04.00S,2021-03-03T02:50:51.6Z,4,REGULAR,3pt,Jump Shot,[],201976,75.1149802890933,87.56893382352942,1610612746,111,103,2021-03-03T02:50:56Z,5110000,188.0,181.0,1,right,P. Beverley 26' 3PT  (7 PTS) (P. George 3 AST),"[201976, 202331]",1610612746.0,LAC,,,,Beverley,P. Beverley,,,,,,,,,,26.11,Made,7.0,P. George,202331.0,3.0,,,,,,,,,,
518,PT03M40.00S,2021-03-03T02:51:16.9Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202689,12.697109067017081,50.55912990196079,1610612738,111,103,2021-03-03T02:52:03Z,5130000,-3.0,67.0,1,left,MISS K. Walker 6' driving floating Shot - blocked,"[202689, 201976]",1610612738.0,BOS,driving floating,,,Walker,K. Walker,,,,,,,,,,6.7,Missed,,,,,,,,,,,,Beverley,201976.0,
519,PT03M40.00S,2021-03-03T02:51:16.9Z,4,REGULAR,block,,[],201976,,,1610612738,111,103,2021-03-03T02:51:19Z,5140000,,,0,,P. Beverley BLOCK (2 BLK),[201976],1610612746.0,LAC,,,,Beverley,P. Beverley,,,,,,,,,,,,,,,,,,,,,,,,,
520,PT03M38.00S,2021-03-03T02:51:18.9Z,4,REGULAR,rebound,defensive,[],202331,,,1610612746,111,103,2021-03-03T02:51:34Z,5150000,,,0,,P. George REBOUND (Off:1 Def:3),[202331],1610612746.0,LAC,,,,George,P. George,,,,,,,,,,,,,,,,,,,518.0,4.0,3.0,1.0,,,
521,PT03M38.00S,2021-03-03T02:51:22.2Z,4,REGULAR,foul,personal,[],202689,,,1610612746,111,103,2021-03-03T02:52:38Z,5160000,,,0,,K. Walker take personal FOUL (1 PF),"[202689, 202331]",1610612738.0,BOS,take,,,Walker,K. Walker,,,,,1162.0,1.0,0.0,George,202331.0,,,,,,,,,,,,,,,,
523,PT03M38.00S,2021-03-03T02:51:36.9Z,4,REGULAR,substitution,out,[],1629057,,,1610612746,111,103,2021-03-03T02:51:54Z,5180000,,,0,,SUB out: R. Williams III,[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,,
524,PT03M38.00S,2021-03-03T02:51:36.9Z,4,REGULAR,substitution,out,[],1627826,,,1610612746,111,103,2021-03-03T02:51:54Z,5190000,,,0,,SUB out: I. Zubac,[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,,,,,,,,,,,,,,,,,,,,,
525,PT03M38.00S,2021-03-03T02:51:36.9Z,4,REGULAR,substitution,in,[],1628464,,,1610612746,111,103,2021-03-03T02:51:54Z,5200000,,,0,,SUB in: D. Theis,[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,,,,,,,,,,,,,,,
526,PT03M38.00S,2021-03-03T02:51:36.9Z,4,REGULAR,substitution,in,[],201586,,,1610612746,111,103,2021-03-03T02:51:54Z,5210000,,,0,,SUB in: S. Ibaka,[201586],1610612746.0,LAC,,,,Ibaka,S. Ibaka,,,,,,,,,,,,,,,,,,,,,,,,,
527,PT03M24.00S,2021-03-03T02:52:03.3Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],202331,91.01511169513797,43.20618872549019,1610612746,111,103,2021-03-03T02:52:14Z,5220000,-34.0,32.0,1,right,MISS P. George driving Layup,[202331],1610612746.0,LAC,driving,,,George,P. George,,,,,,,,,,4.67,Missed,,,,,,,,,,,,,,
528,PT03M22.00S,2021-03-03T02:52:05.6Z,4,REGULAR,rebound,offensive,[],202331,,,1610612746,111,103,2021-03-03T02:52:05Z,5230000,,,0,,P. George REBOUND (Off:2 Def:3),[202331],1610612746.0,LAC,,,,George,P. George,,,,,,,,,,,,,,,,,,,527.0,5.0,3.0,2.0,,,
529,PT03M21.00S,2021-03-03T02:52:06.6Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",202331,92.59198423127464,52.51991421568627,1610612746,111,105,2021-03-03T02:52:20Z,5240000,13.0,17.0,1,right,P. George putback Layup (29 PTS),[202331],1610612746.0,LAC,putback,,,George,P. George,,,,,,,,,,2.12,Made,29.0,,,,,,,,,,,,,
530,PT03M05.00S,2021-03-03T02:52:25.6Z,4,REGULAR,stoppage,out-of-bounds,[],0,,,1610612738,111,105,2021-03-03T02:52:25Z,5250000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
531,PT03M05.00S,2021-03-03T02:52:31.3Z,4,REGULAR,timeout,full,['team'],0,,,1610612738,111,105,2021-03-03T02:52:31Z,5260000,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
532,PT02M59.00S,2021-03-03T02:54:33.1Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",201586,,,1610612738,111,105,2021-03-03T02:54:44Z,5270000,,,0,,S. Ibaka shooting personal FOUL (4 PF) (Theis 2 FT),"[201586, 1628464]",1610612746.0,LAC,shooting,,,Ibaka,S. Ibaka,,,,,1162.0,4.0,0.0,Theis,1628464.0,,,,,,,,,,,,,,,,
534,PT02M59.00S,2021-03-03T02:55:00.6Z,4,REGULAR,freethrow,1 of 2,[],1628464,,,1610612738,112,105,2021-03-03T02:55:00Z,5290000,,,0,,D. Theis Free Throw 1 of 2 (6 PTS),[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,Made,6.0,,,,,,,,,,,,,
535,PT02M59.00S,2021-03-03T02:55:16.6Z,4,REGULAR,freethrow,2 of 2,[],1628464,,,1610612738,113,105,2021-03-03T02:55:16Z,5300000,,,0,,D. Theis Free Throw 2 of 2 (7 PTS),[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,Made,7.0,,,,,,,,,,,,,
