actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId,value
531,PT08M47.00S,2021-03-30T01:31:07.9Z,4,REGULAR,foul,personal,[],1629684,,,1610612740,84,95,2021-03-30T01:31:15Z,5260000,,,0,,G. Williams take personal FOUL (4 PF),"[1629684, 1630184]",1610612738.0,BOS,take,,,Williams,G. Williams,,,,,,,,,,,,202056.0,4.0,0.0,Lewis Jr.,1630184.0,,,,,,,,,
533,PT08M37.00S,2021-03-30T01:31:32.1Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1629637,90.62089356110381,44.43167892156863,1610612740,84,97,2021-03-30T01:31:36Z,5280000,-28.0,36.0,1,right,J. Hayes cutting Layup (4 PTS) (Z. Williamson 3 AST),"[1629637, 1629627]",1610612740.0,NOP,cutting,,,Hayes,J. Hayes,,,,,4.52,Made,,4.0,Z. Williamson,1629627.0,3.0,,,,,,,,,,,,,,
535,PT08M20.00S,2021-03-30T01:31:48.3Z,4,REGULAR,2pt,Jump Shot,[],1628369,27.677398160315374,73.59834558823529,1610612738,84,97,2021-03-30T01:31:57Z,5300000,-118.0,208.0,1,left,MISS J. Tatum 23' step back Shot,[1628369],1610612738.0,BOS,step back,,,Tatum,J. Tatum,,,,,23.89,Missed,,,,,,,,,,,,,,,,,,,
536,PT08M18.00S,2021-03-30T01:31:50.3Z,4,REGULAR,rebound,defensive,[],1628404,,,1610612740,84,97,2021-03-30T01:31:57Z,5310000,,,0,,J. Hart REBOUND (Off:1 Def:11),[1628404],1610612740.0,NOP,,,,Hart,J. Hart,,,,,,,535.0,,,,,,,,,,12.0,11.0,1.0,,,,,,
537,PT08M08.00S,2021-03-30T01:32:03.5Z,4,REGULAR,foul,personal,['2freethrow'],203095,,,1610612740,84,97,2021-03-30T01:32:14Z,5320000,,,0,,E. Fournier shooting personal FOUL (3 PF) (Williamson 2 FT),"[203095, 1629627]",1610612738.0,BOS,shooting,,,Fournier,E. Fournier,,,,,,,,,,,,201639.0,3.0,0.0,Williamson,1629627.0,,,,,,,,,
539,PT08M08.00S,2021-03-30T01:32:34.4Z,4,REGULAR,freethrow,1 of 2,[],1629627,,,1610612740,84,98,2021-03-30T01:32:34Z,5340000,,,0,,Z. Williamson Free Throw 1 of 2 (25 PTS),[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,,Made,,25.0,,,,,,,,,,,,,,,,,
540,PT08M08.00S,2021-03-30T01:32:35.1Z,4,REGULAR,substitution,out,[],203095,,,1610612740,84,98,2021-03-30T01:32:41Z,5350000,,,0,,SUB out: E. Fournier,[203095],1610612738.0,BOS,,,,Fournier,E. Fournier,,,,,,,,,,,,,,,,,,,,,,,,,
541,PT08M08.00S,2021-03-30T01:32:35.1Z,4,REGULAR,substitution,out,[],1630184,,,1610612740,84,98,2021-03-30T01:32:41Z,5360000,,,0,,SUB out: K. Lewis Jr.,[1630184],1610612740.0,NOP,,,,Lewis Jr.,K. Lewis Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
542,PT08M08.00S,2021-03-30T01:32:35.1Z,4,REGULAR,substitution,in,[],202689,,,1610612740,84,98,2021-03-30T01:32:41Z,5370000,,,0,,SUB in: K. Walker,[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,,,,,,,,,,,,,,,,,,,
543,PT08M08.00S,2021-03-30T01:32:35.1Z,4,REGULAR,substitution,in,[],202339,,,1610612740,84,98,2021-03-30T01:32:41Z,5380000,,,0,,SUB in: E. Bledsoe,[202339],1610612740.0,NOP,,,,Bledsoe,E. Bledsoe,,,,,,,,,,,,,,,,,,,,,,,,,
544,PT08M08.00S,2021-03-30T01:32:52.7Z,4,REGULAR,freethrow,2 of 2,[],1629627,,,1610612740,84,99,2021-03-30T01:32:52Z,5390000,,,0,,Z. Williamson Free Throw 2 of 2 (26 PTS),[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,,Made,,26.0,,,,,,,,,,,,,,,,,
545,PT07M48.00S,2021-03-30T01:33:21.2Z,4,REGULAR,foul,personal,['2freethrow'],203935,,,1610612738,84,99,2021-03-30T01:36:18Z,5400000,,,0,,M. Smart flagrant-type-1 personal FOUL (3 PF) (Alexander-Walker 2 FT),"[203935, 1629638]",1610612738.0,BOS,flagrant-type-1,,,Smart,M. Smart,,,,,,,,,,,,203591.0,3.0,0.0,Alexander-Walker,1629638.0,,,,,,,,,
547,PT07M48.00S,2021-03-30T01:33:21.2Z,4,REGULAR,turnover,,[],203935,,,1610612738,84,99,2021-03-30T01:36:01Z,5420000,,,0,,M. Smart TURNOVER (2 TO),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,203591.0,,,,,,,,,,2.0,,,
548,PT07M48.00S,2021-03-30T01:33:47.0Z,4,REGULAR,instantreplay,request,[],0,,,1610612740,84,99,2021-03-30T01:36:00Z,5430000,,,0,,,[],,,overturned,,,,,,,,,,,,,,,,201639.0,,,,,,,,,,,,,Common Foul to Flagrant 1
549,PT07M48.00S,2021-03-30T01:36:27.8Z,4,REGULAR,freethrow,1 of 2,[],1629638,,,1610612740,84,99,2021-03-30T01:36:47Z,5440000,,,0,,MISS N. Alexander-Walker flagrant Free Throw 1 of 2,[1629638],1610612740.0,NOP,flagrant,,,Alexander-Walker,N. Alexander-Walker,,,,,,Missed,,,,,,,,,,,,,,,,,,,
550,PT07M48.00S,2021-03-30T01:36:27.8Z,4,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612740,84,99,2021-03-30T01:36:47Z,5450000,,,0,,TEAM offensive REBOUND,[],1610612740.0,NOP,,,,,,,,,,,,549.0,,,,,,,,,,,,,,,,,,
551,PT07M48.00S,2021-03-30T01:36:27.8Z,4,REGULAR,freethrow,2 of 2,[],1629638,,,1610612740,84,99,2021-03-30T01:36:47Z,5460000,,,0,,MISS N. Alexander-Walker flagrant Free Throw 2 of 2,[1629638],1610612740.0,NOP,flagrant,,,Alexander-Walker,N. Alexander-Walker,,,,,,Missed,,,,,,,,,,,,,,,,,,,
552,PT07M48.00S,2021-03-30T01:36:27.8Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612740,84,99,2021-03-30T01:36:47Z,5470000,,,0,,TEAM offensive REBOUND,[],1610612740.0,NOP,,,,,,,,,,,,551.0,,,,,,,,,,,,,,,,,,
553,PT07M48.00S,2021-03-30T01:36:46.1Z,4,REGULAR,substitution,out,[],1629684,,,1610612740,84,99,2021-03-30T01:36:57Z,5480000,,,0,,SUB out: G. Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
554,PT07M48.00S,2021-03-30T01:36:46.1Z,4,REGULAR,substitution,out,[],1629627,,,1610612740,84,99,2021-03-30T01:36:57Z,5490000,,,0,,SUB out: Z. Williamson,[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,,,,,,,,,,,,,,,,,,,,,
555,PT07M48.00S,2021-03-30T01:36:46.1Z,4,REGULAR,substitution,out,[],1629637,,,1610612740,84,99,2021-03-30T01:36:57Z,5500000,,,0,,SUB out: J. Hayes,[1629637],1610612740.0,NOP,,,,Hayes,J. Hayes,,,,,,,,,,,,,,,,,,,,,,,,,
556,PT07M48.00S,2021-03-30T01:36:46.1Z,4,REGULAR,substitution,in,[],1630202,,,1610612740,84,99,2021-03-30T01:36:57Z,5510000,,,0,,SUB in: P. Pritchard,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,,,,,,,,
557,PT07M48.00S,2021-03-30T01:36:46.1Z,4,REGULAR,substitution,in,[],203500,,,1610612740,84,99,2021-03-30T01:36:57Z,5520000,,,0,,SUB in: S. Adams,[203500],1610612740.0,NOP,,,,Adams,S. Adams,,,,,,,,,,,,,,,,,,,,,,,,,
558,PT07M48.00S,2021-03-30T01:36:46.1Z,4,REGULAR,substitution,in,[],1627742,,,1610612740,84,99,2021-03-30T01:36:57Z,5530000,,,0,,SUB in: B. Ingram,[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,,,,,,,,,,,,,,,,,,,,,
559,PT07M40.00S,2021-03-30T01:37:11.9Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203935,,,1610612740,84,99,2021-03-30T01:37:28Z,5540000,,,0,,M. Smart personal FOUL (4 PF) (Bledsoe 2 FT),"[203935, 202339]",1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,203591.0,4.0,0.0,Bledsoe,202339.0,,,,,,,,,
561,PT07M40.00S,2021-03-30T01:37:42.8Z,4,REGULAR,freethrow,1 of 2,"['fromturnover', '2ndchance']",202339,,,1610612740,84,100,2021-03-30T01:38:03Z,5560000,,,0,,E. Bledsoe Free Throw 1 of 2 (7 PTS),[202339],1610612740.0,NOP,,,,Bledsoe,E. Bledsoe,,,,,,Made,,7.0,,,,,,,,,,,,,,,,,
562,PT07M40.00S,2021-03-30T01:37:42.8Z,4,REGULAR,freethrow,2 of 2,"['fromturnover', '2ndchance']",202339,,,1610612740,84,100,2021-03-30T01:38:03Z,5570000,,,0,,MISS E. Bledsoe Free Throw 2 of 2,[202339],1610612740.0,NOP,,,,Bledsoe,E. Bledsoe,,,,,,Missed,,,,,,,,,,,,,,,,,,,
563,PT07M40.00S,2021-03-30T01:37:42.8Z,4,REGULAR,rebound,defensive,[],1628369,,,1610612738,84,100,2021-03-30T01:38:03Z,5580000,,,0,,J. Tatum REBOUND (Off:1 Def:5),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,562.0,,,,,,,,,,6.0,5.0,1.0,,,,,,
564,PT07M26.00S,2021-03-30T01:38:10.1Z,4,REGULAR,3pt,Jump Shot,[],1630202,29.517082785808146,17.22579656862745,1610612738,87,100,2021-03-30T01:38:15Z,5590000,164.0,225.0,1,left,P. Pritchard 27' 3PT  (11 PTS) (K. Walker 4 AST),"[1630202, 202689]",1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,27.84,Made,,11.0,K. Walker,202689.0,4.0,,,,,,,,,,,,,,
566,PT07M01.00S,2021-03-30T01:38:35.4Z,4,REGULAR,3pt,Jump Shot,[],1629638,71.56701708278581,15.755208333333334,1610612740,87,100,2021-03-30T01:38:41Z,5610000,-171.0,215.0,1,right,MISS N. Alexander-Walker 27' 3PT,[1629638],1610612740.0,NOP,,,,Alexander-Walker,N. Alexander-Walker,,,,,27.47,Missed,,,,,,,,,,,,,,,,,,,
567,PT06M58.00S,2021-03-30T01:38:38.4Z,4,REGULAR,rebound,offensive,[],1628404,,,1610612740,87,100,2021-03-30T01:38:41Z,5620000,,,0,,J. Hart REBOUND (Off:2 Def:11),[1628404],1610612740.0,NOP,,,,Hart,J. Hart,,,,,,,566.0,,,,,,,,,,13.0,11.0,2.0,,,,,,
568,PT06M55.00S,2021-03-30T01:38:41.7Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],202339,88.12417871222075,95.65716911764706,1610612740,87,103,2021-03-30T01:39:07Z,5630000,228.0,59.0,1,right,E. Bledsoe 3PT  (10 PTS) (B. Ingram 8 AST),"[202339, 1627742]",1610612740.0,NOP,,,,Bledsoe,E. Bledsoe,,,,,23.58,Made,,10.0,B. Ingram,1627742.0,8.0,,,,,,,,,,,,,,
570,PT06M35.00S,2021-03-30T01:39:01.6Z,4,REGULAR,2pt,Jump Shot,[],1628369,20.71287779237845,38.549325980392155,1610612738,87,103,2021-03-30T01:39:11Z,5650000,57.0,142.0,1,left,MISS J. Tatum 15' turnaround fadeaway Shot,[1628369],1610612738.0,BOS,turnaround fadeaway,,,Tatum,J. Tatum,,,,,15.33,Missed,,,,,,,,,,,,,,,,,,,
571,PT06M35.00S,2021-03-30T01:39:01.6Z,4,REGULAR,rebound,offensive,[],1628369,,,1610612738,87,103,2021-03-30T01:39:11Z,5660000,,,0,,J. Tatum REBOUND (Off:2 Def:5),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,570.0,,,,,,,,,,7.0,5.0,2.0,,,,,,
572,PT06M26.00S,2021-03-30T01:39:10.9Z,4,REGULAR,turnover,bad pass,[],1629057,,,1610612738,87,103,2021-03-30T01:39:16Z,5670000,,,0,,R. Williams III bad pass TURNOVER (2 TO),"[1629057, 1627742]",1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,2.0,Ingram,1627742.0,
573,PT06M26.00S,2021-03-30T01:39:10.9Z,4,REGULAR,steal,,[],1627742,,,1610612740,87,103,2021-03-30T01:39:13Z,5680000,,,0,,B. Ingram STEAL (1 STL),[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,,,,,,,,,,,,,,,,,,,,,
574,PT06M18.00S,2021-03-30T01:39:22.7Z,4,REGULAR,turnover,traveling,[],1629638,,,1610612740,87,103,2021-03-30T01:39:29Z,5690000,,,0,,N. Alexander-Walker traveling TURNOVER (1 TO),[1629638],1610612740.0,NOP,,,,Alexander-Walker,N. Alexander-Walker,,,,,,,,,,,,202056.0,,,,,,,,,,1.0,,,
575,PT06M18.00S,2021-03-30T01:39:40.8Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612738,87,103,2021-03-30T01:39:40Z,5700000,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
576,PT06M08.00S,2021-03-30T01:42:42.7Z,4,REGULAR,foul,personal,['2freethrow'],203500,,,1610612738,87,103,2021-03-30T01:42:55Z,5710000,,,0,,S. Adams shooting personal FOUL (2 PF) (Tatum 2 FT),"[203500, 1628369]",1610612740.0,NOP,shooting,,,Adams,S. Adams,,,,,,,,,,,,203591.0,2.0,0.0,Tatum,1628369.0,,,,,,,,,
578,PT06M08.00S,2021-03-30T01:43:07.5Z,4,REGULAR,freethrow,1 of 2,['fromturnover'],1628369,,,1610612738,88,103,2021-03-30T01:43:07Z,5730000,,,0,,J. Tatum Free Throw 1 of 2 (21 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,Made,,21.0,,,,,,,,,,,,,,,,,
579,PT06M08.00S,2021-03-30T01:43:22.2Z,4,REGULAR,freethrow,2 of 2,['fromturnover'],1628369,,,1610612738,89,103,2021-03-30T01:43:22Z,5740000,,,0,,J. Tatum Free Throw 2 of 2 (22 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,Made,,22.0,,,,,,,,,,,,,,,,,
580,PT05M50.00S,2021-03-30T01:43:41.8Z,4,REGULAR,3pt,Jump Shot,[],1629638,78.26872536136662,6.441482843137254,1610612740,89,106,2021-03-30T01:43:51Z,5750000,-218.0,152.0,1,right,N. Alexander-Walker 26' 3PT  (17 PTS) (E. Bledsoe 5 AST),"[1629638, 202339]",1610612740.0,NOP,,,,Alexander-Walker,N. Alexander-Walker,,,,,26.55,Made,,17.0,E. Bledsoe,202339.0,5.0,,,,,,,,,,,,,,
582,PT05M28.00S,2021-03-30T01:44:03.7Z,4,REGULAR,2pt,Jump Shot,[],202689,29.517082785808146,65.75520833333334,1610612738,89,106,2021-03-30T01:44:17Z,5770000,-79.0,225.0,1,left,MISS K. Walker 23' Jump Shot,[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,23.84,Missed,,,,,,,,,,,,,,,,,,,
583,PT05M27.00S,2021-03-30T01:44:04.7Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612738,89,106,2021-03-30T01:44:17Z,5780000,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,582.0,,,,,,,,,,,,,,,,,,
584,PT05M27.00S,2021-03-30T01:44:10.7Z,4,REGULAR,foul,personal,[],203500,,,1610612738,89,106,2021-03-30T01:44:20Z,5790000,,,0,,S. Adams loose ball personal FOUL (3 PF),"[203500, 1629057]",1610612740.0,NOP,loose ball,,,Adams,S. Adams,,,,,,,,,,,,203591.0,3.0,0.0,Williams III,1629057.0,,,,,,,,,
586,PT05M27.00S,2021-03-30T01:44:20.3Z,4,REGULAR,substitution,out,[],1630202,,,1610612738,89,106,2021-03-30T01:44:24Z,5810000,,,0,,SUB out: P. Pritchard,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,,,,,,,,
587,PT05M27.00S,2021-03-30T01:44:20.3Z,4,REGULAR,substitution,in,[],203095,,,1610612738,89,106,2021-03-30T01:44:24Z,5820000,,,0,,SUB in: E. Fournier,[203095],1610612738.0,BOS,,,,Fournier,E. Fournier,,,,,,,,,,,,,,,,,,,,,,,,,
588,PT05M09.00S,2021-03-30T01:44:46.6Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],202689,14.011169513797633,96.6375612745098,1610612738,89,106,2021-03-30T01:45:04Z,5830000,-233.0,79.0,1,left,MISS K. Walker 24' 3PT,[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,24.63,Missed,,,,,,,,,,,,,,,,,,,
589,PT05M08.00S,2021-03-30T01:44:47.6Z,4,REGULAR,rebound,offensive,[],1628369,,,1610612738,89,106,2021-03-30T01:45:04Z,5840000,,,0,,J. Tatum REBOUND (Off:3 Def:5),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,588.0,,,,,,,,,,8.0,5.0,3.0,,,,,,
590,PT05M08.00S,2021-03-30T01:44:51.9Z,4,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1628369,5.590000152587891,50.0,1610612738,91,106,2021-03-30T01:45:12Z,5850000,0.0,0.0,1,left,J. Tatum tip Layup (24 PTS),[1628369],1610612738.0,BOS,tip,,,Tatum,J. Tatum,,,,,0.0,Made,,24.0,,,,,,,,,,,,,,,,,
591,PT05M01.00S,2021-03-30T01:45:00.9Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203935,,,1610612740,91,106,2021-03-30T01:45:21Z,5860000,,,0,,M. Smart personal FOUL (5 PF) (Ingram 2 FT),"[203935, 1627742]",1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,203591.0,5.0,0.0,Ingram,1627742.0,,,,,,,,,
593,PT05M01.00S,2021-03-30T01:45:29.4Z,4,REGULAR,freethrow,1 of 2,[],1627742,,,1610612740,91,106,2021-03-30T01:45:29Z,5880000,,,0,,MISS B. Ingram Free Throw 1 of 2,[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,,Missed,,,,,,,,,,,,,,,,,,,
594,PT05M01.00S,2021-03-30T01:45:29.4Z,4,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612740,91,106,2021-03-30T01:45:29Z,5890000,,,0,,TEAM offensive REBOUND,[],1610612740.0,NOP,,,,,,,,,,,,593.0,,,,,,,,,,,,,,,,,,
595,PT05M01.00S,2021-03-30T01:45:47.8Z,4,REGULAR,freethrow,2 of 2,[],1627742,,,1610612740,91,107,2021-03-30T01:45:47Z,5900000,,,0,,B. Ingram Free Throw 2 of 2 (22 PTS),[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,,Made,,22.0,,,,,,,,,,,,,,,,,
596,PT04M48.00S,2021-03-30T01:46:06.8Z,4,REGULAR,3pt,Jump Shot,[],203935,29.38567674113009,18.45128676470588,1610612738,91,107,2021-03-30T01:46:15Z,5910000,158.0,224.0,1,left,MISS M. Smart 27' 3PT,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,27.37,Missed,,,,,,,,,,,,,,,,,,,
597,PT04M46.00S,2021-03-30T01:46:08.8Z,4,REGULAR,rebound,defensive,[],1628404,,,1610612740,91,107,2021-03-30T01:46:15Z,5920000,,,0,,J. Hart REBOUND (Off:2 Def:12),[1628404],1610612740.0,NOP,,,,Hart,J. Hart,,,,,,,596.0,,,,,,,,,,14.0,12.0,2.0,,,,,,
598,PT04M39.00S,2021-03-30T01:46:15.4Z,4,REGULAR,2pt,Jump Shot,['fastbreak'],1627742,70.90998685939553,48.59834558823529,1610612740,91,107,2021-03-30T02:03:26Z,5930000,-7.0,221.0,1,right,MISS B. Ingram 22' Jump Shot,[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,22.1,Missed,,,,,,,,,,,,,,,,,,,
599,PT04M38.00S,2021-03-30T01:46:16.4Z,4,REGULAR,rebound,defensive,[],1629057,,,1610612738,91,107,2021-03-30T01:46:37Z,5940000,,,0,,R. Williams III REBOUND (Off:3 Def:4),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,598.0,,,,,,,,,,7.0,4.0,3.0,,,,,,
600,PT04M30.00S,2021-03-30T01:46:24.5Z,4,REGULAR,3pt,Jump Shot,[],1628369,21.50131406044678,6.686580882352941,1610612738,94,107,2021-03-30T01:46:32Z,5950000,217.0,150.0,1,left,J. Tatum 26' 3PT step back (27 PTS),[1628369],1610612738.0,BOS,step back,,,Tatum,J. Tatum,,,,,26.32,Made,,27.0,,,,,,,,,,,,,,,,,
601,PT04M08.00S,2021-03-30T01:46:46.1Z,4,REGULAR,3pt,Jump Shot,[],202339,75.24638633377135,90.01991421568627,1610612740,94,110,2021-03-30T01:46:50Z,5960000,200.0,180.0,1,right,E. Bledsoe 26' 3PT  (13 PTS) (B. Ingram 9 AST),"[202339, 1627742]",1610612740.0,NOP,,,,Bledsoe,E. Bledsoe,,,,,26.93,Made,,13.0,B. Ingram,1627742.0,9.0,,,,,,,,,,,,,,
603,PT03M52.00S,2021-03-30T01:47:03.2Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],202689,7.703679369250986,43.20618872549019,1610612738,94,110,2021-03-30T01:51:10Z,5980000,34.0,20.0,1,left,MISS K. Walker driving Layup - blocked,"[202689, 203500]",1610612738.0,BOS,driving,,,Walker,K. Walker,,,,,3.94,Missed,,,,,,,,,,,,,,Adams,203500.0,,,,
604,PT03M52.00S,2021-03-30T01:47:03.2Z,4,REGULAR,block,,[],203500,,,1610612738,94,110,2021-03-30T01:47:05Z,5990000,,,0,,S. Adams BLOCK (1 BLK),[203500],1610612740.0,NOP,,,,Adams,S. Adams,,,,,,,,,,,,,,,,,,,,,,,,,
605,PT03M51.00S,2021-03-30T01:47:04.2Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612738,94,110,2021-03-30T01:51:10Z,6000000,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,603.0,,,,,,,,,,,,,,,,,,
606,PT03M51.00S,2021-03-30T01:47:10.1Z,4,REGULAR,stoppage,out-of-bounds,[],0,,,1610612738,94,110,2021-03-30T01:51:03Z,6010000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
607,PT03M51.00S,2021-03-30T01:47:34.6Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612738,94,110,2021-03-30T01:50:58Z,6020000,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
609,PT03M51.00S,2021-03-30T01:48:11.2Z,4,REGULAR,instantreplay,challenge,[],0,,,1610612738,94,110,2021-03-30T01:53:56Z,6040000,,,0,,,[],1610612738.0,BOS,overturned,,,,,,,,,,,,,,,,201639.0,,,,,,,,,,,,,
610,PT03M51.00S,2021-03-30T01:49:22.4Z,4,REGULAR,substitution,out,[],1629638,,,1610612738,94,110,2021-03-30T01:49:50Z,6050000,,,0,,SUB out: N. Alexander-Walker,[1629638],1610612740.0,NOP,,,,Alexander-Walker,N. Alexander-Walker,,,,,,,,,,,,,,,,,,,,,,,,,
611,PT03M51.00S,2021-03-30T01:49:22.4Z,4,REGULAR,substitution,in,[],1629627,,,1610612738,94,110,2021-03-30T01:49:50Z,6060000,,,0,,SUB in: Z. Williamson,[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,,,,,,,,,,,,,,,,,,,,,
612,PT03M45.00S,2021-03-30T01:50:26.3Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203935,6.258212877792378,43.69638480392157,1610612738,96,110,2021-03-30T01:50:33Z,6070000,32.0,6.0,1,left,M. Smart driving Layup (15 PTS) (R. Williams III 4 AST),"[203935, 1629057]",1610612738.0,BOS,driving,,,Smart,M. Smart,,,,,3.21,Made,,15.0,R. Williams III,1629057.0,4.0,,,,,,,,,,,,,,
614,PT03M36.00S,2021-03-30T01:50:39.1Z,4,REGULAR,foul,offensive,[],1629627,,,1610612740,96,110,2021-03-30T02:03:43Z,6090000,,,0,,Z. Williamson charge offensive FOUL (1 PF),"[1629627, 203935]",1610612740.0,NOP,charge,,,Williamson,Z. Williamson,,,,,,,,,,,,203591.0,1.0,0.0,Smart,203935.0,,,,,,,,,
616,PT03M36.00S,2021-03-30T01:50:39.1Z,4,REGULAR,turnover,offensive foul,[],1629627,,,1610612740,96,110,2021-03-30T01:50:39Z,6110000,,,0,,Z. Williamson offensive foul TURNOVER (2 TO),[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,,,,,,,,203591.0,,,,,,,,,,2.0,,,
617,PT03M19.00S,2021-03-30T01:51:12.8Z,4,REGULAR,2pt,Jump Shot,['fromturnover'],1628369,14.799605781865965,83.40226715686273,1610612738,96,110,2021-03-30T01:51:18Z,6120000,-167.0,87.0,1,left,MISS J. Tatum 18' fadeaway Shot,[1628369],1610612738.0,BOS,fadeaway,,,Tatum,J. Tatum,,,,,18.81,Missed,,,,,,,,,,,,,,,,,,,
618,PT03M17.00S,2021-03-30T01:51:14.6Z,4,REGULAR,rebound,offensive,[],203935,,,1610612738,96,110,2021-03-30T01:51:14Z,6130000,,,0,,M. Smart REBOUND (Off:1 Def:1),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,617.0,,,,,,,,,,2.0,1.0,1.0,,,,,,
619,PT03M14.00S,2021-03-30T01:51:16.9Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1628369,5.995400788436268,46.392463235294116,1610612738,98,110,2021-03-30T01:51:23Z,6140000,18.0,4.0,1,left,J. Tatum driving reverse Layup (29 PTS) (M. Smart 3 AST),"[1628369, 203935]",1610612738.0,BOS,driving reverse,,,Tatum,J. Tatum,,,,,1.84,Made,,29.0,M. Smart,203935.0,3.0,,,,,,,,,,,,,,
621,PT03M10.00S,2021-03-30T01:51:24.4Z,4,REGULAR,turnover,out-of-bounds,[],1628404,,,1610612740,98,110,2021-03-30T01:51:42Z,6160000,,,0,,J. Hart bad pass out-of-bounds TURNOVER (4 TO),[1628404],1610612740.0,NOP,bad pass,,,Hart,J. Hart,,,,,,,,,,,,203591.0,,,,,,,,,,4.0,,,
622,PT02M56.00S,2021-03-30T01:51:52.4Z,4,REGULAR,2pt,Jump Shot,['fromturnover'],203095,12.302890932982917,89.28462009803921,1610612738,98,110,2021-03-30T01:52:01Z,6170000,-196.0,63.0,1,left,MISS E. Fournier 20' Jump Shot,[203095],1610612738.0,BOS,,,,Fournier,E. Fournier,,,,,20.63,Missed,,,,,,,,,,,,,,,,,,,
