actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
537,PT08M04.00S,2021-02-18T02:29:40.0Z,4,REGULAR,2pt,Hook,"['pointsinthepaint', 'fromturnover']",203991,91.80354796320631,44.921875,1610612737,91,97,2021-02-18T02:29:48Z,5190000,-25.0,25.0,1,right,MISS C. Capela Hook,[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,3.53,Missed,,,,,,,,,,,,,,,,,,
538,PT08M02.00S,2021-02-18T02:29:42.0Z,4,REGULAR,rebound,defensive,[],1628369,,,1610612738,91,97,2021-02-18T02:29:48Z,5200000,,,0,,J. Tatum REBOUND (Off:0 Def:4),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,537.0,4.0,4.0,0.0,,,,,,,,,,,,,,
539,PT07M51.00S,2021-02-18T02:29:56.5Z,4,REGULAR,turnover,traveling,[],201952,,,1610612738,91,97,2021-02-18T02:30:03Z,5210000,,,0,,J. Teague traveling TURNOVER (2 TO),[201952],1610612738.0,BOS,,,,Teague,J. Teague,,,,,,,,,,,,,,,2.0,,,1204.0,,,,,,
540,PT07M36.00S,2021-02-18T02:30:22.5Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],1628989,92.59198423127464,94.43167892156863,1610612737,91,97,2021-02-18T02:30:29Z,5220000,222.0,17.0,1,right,MISS K. Huerter 3PT,[1628989],1610612737.0,ATL,,,,Huerter,K. Huerter,,,,,22.29,Missed,,,,,,,,,,,,,,,,,,
541,PT07M32.00S,2021-02-18T02:30:26.5Z,4,REGULAR,rebound,defensive,[],1628369,,,1610612738,91,97,2021-02-18T02:30:29Z,5230000,,,0,,J. Tatum REBOUND (Off:0 Def:5),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,540.0,5.0,5.0,0.0,,,,,,,,,,,,,,
542,PT07M26.00S,2021-02-18T02:30:32.6Z,4,REGULAR,2pt,DUNK,['pointsinthepaint'],1629057,5.469776609724048,50.06893382352941,1610612738,93,97,2021-02-18T02:30:37Z,5240000,0.0,-1.0,1,left,R. Williams III cutting DUNK (8 PTS) (J. Tatum 4 AST),"[1629057, 1628369]",1610612738.0,BOS,cutting,,,Williams III,R. Williams III,,,,,0.11,Made,,,,,8.0,J. Tatum,1628369.0,4.0,,,,,,,,,,
544,PT07M12.00S,2021-02-18T02:30:45.7Z,4,REGULAR,3pt,Jump Shot,[],1629027,65.52233902759527,69.18658088235294,1610612737,93,100,2021-02-18T02:30:51Z,5260000,96.0,272.0,1,right,T. Young 28' 3PT  (27 PTS),[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,28.8,Made,,,,,27.0,,,,,,,,,,,,,
545,PT06M42.00S,2021-02-18T02:31:16.6Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629684,6.652431011826544,34.627757352941174,1610612738,93,100,2021-02-18T02:31:24Z,5270000,77.0,10.0,1,left,MISS G. Williams 7' floating Shot,[1629684],1610612738.0,BOS,floating,,,Williams,G. Williams,,,,,7.75,Missed,,,,,,,,,,,,,,,,,,
546,PT06M39.00S,2021-02-18T02:31:19.6Z,4,REGULAR,rebound,defensive,[],1629629,,,1610612737,93,100,2021-02-18T02:31:24Z,5280000,,,0,,C. Reddish REBOUND (Off:1 Def:3),[1629629],1610612737.0,ATL,,,,Reddish,C. Reddish,,,,,,,545.0,4.0,3.0,1.0,,,,,,,,,,,,,,
547,PT06M33.00S,2021-02-18T02:31:25.8Z,4,REGULAR,2pt,DUNK,['pointsinthepaint'],203991,91.14651773981603,49.82383578431372,1610612737,93,102,2021-02-18T02:31:33Z,5290000,-1.0,31.0,1,right,C. Capela cutting DUNK (21 PTS) (T. Young 8 AST),"[203991, 1629027]",1610612737.0,ATL,cutting,,,Capela,C. Capela,,,,,3.07,Made,,,,,21.0,T. Young,1629027.0,8.0,,,,,,,,,,
549,PT06M33.00S,2021-02-18T02:31:29.4Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612738,93,102,2021-02-18T02:31:29Z,5310000,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
550,PT06M33.00S,2021-02-18T02:33:27.0Z,4,REGULAR,substitution,out,[],1629684,,,1610612738,93,102,2021-02-18T02:34:07Z,5320000,,,0,,SUB out: G. Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,
551,PT06M33.00S,2021-02-18T02:33:27.0Z,4,REGULAR,substitution,out,[],1629057,,,1610612738,93,102,2021-02-18T02:34:07Z,5330000,,,0,,SUB out: R. Williams III,[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,
552,PT06M33.00S,2021-02-18T02:33:27.0Z,4,REGULAR,substitution,in,[],202684,,,1610612738,93,102,2021-02-18T02:34:07Z,5340000,,,0,,SUB in: T. Thompson,[202684],1610612738.0,BOS,,,,Thompson,T. Thompson,,,,,,,,,,,,,,,,,,,,,,,,
553,PT06M33.00S,2021-02-18T02:33:27.0Z,4,REGULAR,substitution,in,[],1628400,,,1610612738,93,102,2021-02-18T02:34:07Z,5350000,,,0,,SUB in: S. Ojeleye,[1628400],1610612738.0,BOS,,,,Ojeleye,S. Ojeleye,,,,,,,,,,,,,,,,,,,,,,,,
554,PT06M12.00S,2021-02-18T02:34:42.7Z,4,REGULAR,turnover,bad pass,[],201952,,,1610612738,93,102,2021-02-18T02:34:54Z,5360000,,,0,,J. Teague bad pass TURNOVER (3 TO),"[201952, 1628989]",1610612738.0,BOS,,,,Teague,J. Teague,,,,,,,,,,,,,,,3.0,Huerter,1628989.0,,,,,,,
555,PT06M12.00S,2021-02-18T02:34:42.7Z,4,REGULAR,steal,,[],1628989,,,1610612737,93,102,2021-02-18T02:34:54Z,5370000,,,0,,K. Huerter STEAL (2 STL),[1628989],1610612737.0,ATL,,,,Huerter,K. Huerter,,,,,,,,,,,,,,,,,,,,,,,,
556,PT05M57.00S,2021-02-18T02:34:58.2Z,4,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1629027,86.02168199737189,52.76501225490197,1610612737,93,102,2021-02-18T02:35:29Z,5380000,14.0,79.0,1,right,MISS T. Young 8' driving floating Shot,[1629027],1610612737.0,ATL,driving floating,,,Young,T. Young,,,,,8.01,Missed,,,,,,,,,,,,,,,,,,
557,PT05M56.00S,2021-02-18T02:34:59.2Z,4,REGULAR,rebound,offensive,[],203991,,,1610612737,93,102,2021-02-18T02:35:29Z,5390000,,,0,,C. Capela REBOUND (Off:4 Def:9),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,556.0,13.0,9.0,4.0,,,,,,,,,,,,,,
558,PT05M56.00S,2021-02-18T02:35:03.2Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",202684,,,1610612737,93,102,2021-02-18T02:35:55Z,5400000,,,0,,T. Thompson personal FOUL (2 PF) (Capela 2 FT),"[202684, 203991]",1610612738.0,BOS,,,,Thompson,T. Thompson,,,,,,,,,,,,,,,,,,204058.0,2.0,0.0,Capela,203991.0,,
560,PT05M56.00S,2021-02-18T02:35:31.2Z,4,REGULAR,freethrow,1 of 2,"['fromturnover', '2ndchance']",203991,,,1610612737,93,103,2021-02-18T02:35:31Z,5420000,,,0,,C. Capela Free Throw 1 of 2 (22 PTS),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,Made,,,,,22.0,,,,,,,,,,,,,
561,PT05M56.00S,2021-02-18T02:35:31.2Z,4,REGULAR,freethrow,2 of 2,"['fromturnover', '2ndchance']",203991,,,1610612737,93,103,2021-02-18T02:35:51Z,5430000,,,0,,MISS C. Capela Free Throw 2 of 2,[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,Missed,,,,,,,,,,,,,,,,,,
562,PT05M52.00S,2021-02-18T02:35:35.2Z,4,REGULAR,rebound,defensive,[],1628400,,,1610612738,93,103,2021-02-18T02:35:51Z,5440000,,,0,,S. Ojeleye REBOUND (Off:0 Def:3),[1628400],1610612738.0,BOS,,,,Ojeleye,S. Ojeleye,,,,,,,561.0,3.0,3.0,0.0,,,,,,,,,,,,,,
563,PT05M40.00S,2021-02-18T02:36:00.0Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1627759,6.1268068331143235,50.314031862745104,1610612738,95,103,2021-02-18T02:36:03Z,5450000,-2.0,5.0,1,left,J. Brown driving finger roll Layup (15 PTS),[1627759],1610612738.0,BOS,driving finger roll,,,Brown,J. Brown,,,,,0.53,Made,,,,,15.0,,,,,,,,,,,,,
564,PT05M33.00S,2021-02-18T02:36:11.4Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",201952,,,1610612737,95,103,2021-02-18T02:36:18Z,5460000,,,0,,J. Teague take personal FOUL (2 PF) (Capela 2 FT),"[201952, 203991]",1610612738.0,BOS,take,,,Teague,J. Teague,,,,,,,,,,,,,,,,,,204058.0,2.0,0.0,Capela,203991.0,,
566,PT05M33.00S,2021-02-18T02:36:30.5Z,4,REGULAR,freethrow,1 of 2,[],203991,,,1610612737,95,103,2021-02-18T02:36:49Z,5480000,,,0,,MISS C. Capela Free Throw 1 of 2,[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,Missed,,,,,,,,,,,,,,,,,,
567,PT05M33.00S,2021-02-18T02:36:30.5Z,4,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612737,95,103,2021-02-18T02:36:49Z,5490000,,,0,,TEAM offensive REBOUND,[],1610612737.0,ATL,,,,,,,,,,,,566.0,,,,,,,,,,,,,,,,,
568,PT05M33.00S,2021-02-18T02:36:30.5Z,4,REGULAR,freethrow,2 of 2,[],203991,,,1610612737,95,103,2021-02-18T02:36:49Z,5500000,,,0,,MISS C. Capela Free Throw 2 of 2,[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,Missed,,,,,,,,,,,,,,,,,,
569,PT05M31.00S,2021-02-18T02:36:32.5Z,4,REGULAR,rebound,defensive,[],1628400,,,1610612738,95,103,2021-02-18T02:36:49Z,5510000,,,0,,S. Ojeleye REBOUND (Off:0 Def:4),[1628400],1610612738.0,BOS,,,,Ojeleye,S. Ojeleye,,,,,,,568.0,4.0,4.0,0.0,,,,,,,,,,,,,,
570,PT05M17.00S,2021-02-18T02:36:59.9Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1628369,5.995400788436268,51.049325980392155,1610612738,95,103,2021-02-18T02:39:41Z,5520000,-5.0,4.0,1,left,MISS J. Tatum driving finger roll Layup,[1628369],1610612738.0,BOS,driving finger roll,,,Tatum,J. Tatum,,,,,0.65,Missed,,,,,,,,,,,,,,,,,,
571,PT05M12.00S,2021-02-18T02:37:04.9Z,4,REGULAR,rebound,defensive,[],1629629,,,1610612737,95,103,2021-02-18T02:39:02Z,5530000,,,0,,C. Reddish REBOUND (Off:1 Def:4),[1629629],1610612737.0,ATL,,,,Reddish,C. Reddish,,,,,,,570.0,5.0,4.0,1.0,,,,,,,,,,,,,,
574,PT05M10.00S,2021-02-18T02:37:10.1Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",201952,,,1610612737,95,103,2021-02-18T02:37:31Z,5560000,,,0,,J. Teague take personal FOUL (3 PF) (Capela 2 FT),"[201952, 203991]",1610612738.0,BOS,take,,,Teague,J. Teague,,,,,,,,,,,,,,,,,,101283.0,3.0,0.0,Capela,203991.0,,
576,PT05M10.00S,2021-02-18T02:37:31.9Z,4,REGULAR,freethrow,1 of 2,[],203991,,,1610612737,95,104,2021-02-18T02:37:31Z,5580000,,,0,,C. Capela Free Throw 1 of 2 (23 PTS),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,Made,,,,,23.0,,,,,,,,,,,,,
577,PT05M10.00S,2021-02-18T02:37:44.9Z,4,REGULAR,freethrow,2 of 2,[],203991,,,1610612737,95,105,2021-02-18T02:37:44Z,5590000,,,0,,C. Capela Free Throw 2 of 2 (24 PTS),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,Made,,,,,24.0,,,,,,,,,,,,,
578,PT04M58.00S,2021-02-18T02:37:58.9Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201952,11.251642575558476,45.65716911764706,1610612738,95,105,2021-02-18T02:38:17Z,5600000,22.0,53.0,1,left,MISS J. Teague driving floating Shot,[201952],1610612738.0,BOS,driving floating,,,Teague,J. Teague,,,,,5.75,Missed,,,,,,,,,,,,,,,,,,
579,PT04M53.00S,2021-02-18T02:38:03.9Z,4,REGULAR,rebound,defensive,[],1629629,,,1610612737,95,105,2021-02-18T02:38:10Z,5610000,,,0,,C. Reddish REBOUND (Off:1 Def:5),[1629629],1610612737.0,ATL,,,,Reddish,C. Reddish,,,,,,,578.0,6.0,5.0,1.0,,,,,,,,,,,,,,
580,PT04M32.00S,2021-02-18T02:38:24.2Z,4,REGULAR,3pt,Jump Shot,[],1629027,64.99671484888306,32.91207107843137,1610612737,95,108,2021-02-18T02:38:32Z,5620000,-85.0,277.0,1,right,T. Young 28' 3PT step back (30 PTS),[1629027],1610612737.0,ATL,step back,,,Young,T. Young,,,,,28.94,Made,,,,,30.0,,,,,,,,,,,,,
582,PT04M31.00S,2021-02-18T02:38:30.1Z,4,REGULAR,timeout,full,['team'],0,,,1610612738,95,108,2021-02-18T02:38:30Z,5640000,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
583,PT04M31.00S,2021-02-18T02:39:56.7Z,4,REGULAR,substitution,out,[],201952,,,1610612738,95,108,2021-02-18T02:40:06Z,5650000,,,0,,SUB out: J. Teague,[201952],1610612738.0,BOS,,,,Teague,J. Teague,,,,,,,,,,,,,,,,,,,,,,,,
584,PT04M31.00S,2021-02-18T02:39:56.7Z,4,REGULAR,substitution,in,[],1629750,,,1610612738,95,108,2021-02-18T02:40:06Z,5660000,,,0,,SUB in: J. Green,[1629750],1610612738.0,BOS,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,
585,PT04M11.00S,2021-02-18T02:40:34.9Z,4,REGULAR,3pt,Jump Shot,[],1628400,6.258212877792378,94.921875,1610612738,98,108,2021-02-18T02:40:39Z,5670000,-225.0,6.0,1,left,S. Ojeleye 3PT  (9 PTS) (J. Tatum 5 AST),"[1628400, 1628369]",1610612738.0,BOS,,,,Ojeleye,S. Ojeleye,,,,,22.47,Made,,,,,9.0,J. Tatum,1628369.0,5.0,,,,,,,,,,
587,PT03M47.00S,2021-02-18T02:40:57.9Z,4,REGULAR,2pt,Jump Shot,[],1629027,72.22404730617609,59.62775735294118,1610612737,98,110,2021-02-18T02:41:03Z,5690000,48.0,209.0,1,right,T. Young 21' pullup Jump Shot (32 PTS),[1629027],1610612737.0,ATL,pullup,,,Young,T. Young,,,,,21.41,Made,,,,,32.0,,,,,,,,,,,,,
588,PT03M34.00S,2021-02-18T02:41:10.5Z,4,REGULAR,2pt,Jump Shot,[],1627759,23.73521681997372,66.73560049019608,1610612738,100,110,2021-02-18T02:41:21Z,5700000,-84.0,171.0,1,left,J. Brown 19' pullup Jump Shot (17 PTS) (J. Tatum 6 AST),"[1627759, 1628369]",1610612738.0,BOS,pullup,,,Brown,J. Brown,,,,,19.0,Made,,,,,17.0,J. Tatum,1628369.0,6.0,,,,,,,,,,
590,PT03M11.00S,2021-02-18T02:41:35.8Z,4,REGULAR,turnover,out-of-bounds,[],1629027,,,1610612737,100,110,2021-02-18T02:41:43Z,5720000,,,0,,T. Young bad pass out-of-bounds TURNOVER (8 TO),[1629027],1610612737.0,ATL,bad pass,,,Young,T. Young,,,,,,,,,,,,,,,8.0,,,101283.0,,,,,,
591,PT03M11.00S,2021-02-18T02:41:46.8Z,4,REGULAR,timeout,full,['team'],0,,,1610612738,100,110,2021-02-18T02:41:46Z,5730000,,,0,,ATL Timeout,[],1610612737.0,ATL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
592,PT03M03.00S,2021-02-18T02:43:25.0Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1628369,12.171484888304862,46.88265931372549,1610612738,100,110,2021-02-18T02:43:32Z,5740000,16.0,62.0,1,left,MISS J. Tatum 6' driving Layup,[1628369],1610612738.0,BOS,driving,,,Tatum,J. Tatum,,,,,6.38,Missed,,,,,,,,,,,,,,,,,,
593,PT03M01.00S,2021-02-18T02:43:26.9Z,4,REGULAR,rebound,offensive,[],202684,,,1610612738,100,110,2021-02-18T02:43:26Z,5750000,,,0,,T. Thompson REBOUND (Off:4 Def:3),[202684],1610612738.0,BOS,,,,Thompson,T. Thompson,,,,,,,592.0,7.0,3.0,4.0,,,,,,,,,,,,,,
594,PT03M00.00S,2021-02-18T02:43:29.3Z,4,REGULAR,foul,personal,['2freethrow'],203991,,,1610612738,100,110,2021-02-18T02:43:37Z,5760000,,,0,,C. Capela shooting personal FOUL (3 PF) (Thompson 2 FT),"[203991, 202684]",1610612737.0,ATL,shooting,,,Capela,C. Capela,,,,,,,,,,,,,,,,,,101283.0,3.0,0.0,Thompson,202684.0,,
596,PT03M00.00S,2021-02-18T02:43:56.1Z,4,REGULAR,freethrow,1 of 2,"['fromturnover', '2ndchance']",202684,,,1610612738,101,110,2021-02-18T02:43:56Z,5780000,,,0,,T. Thompson Free Throw 1 of 2 (13 PTS),[202684],1610612738.0,BOS,,,,Thompson,T. Thompson,,,,,,Made,,,,,13.0,,,,,,,,,,,,,
597,PT03M00.00S,2021-02-18T02:44:15.2Z,4,REGULAR,freethrow,2 of 2,"['fromturnover', '2ndchance']",202684,,,1610612738,102,110,2021-02-18T02:44:15Z,5790000,,,0,,T. Thompson Free Throw 2 of 2 (14 PTS),[202684],1610612738.0,BOS,,,,Thompson,T. Thompson,,,,,,Made,,,,,14.0,,,,,,,,,,,,,
598,PT02M49.00S,2021-02-18T02:44:27.2Z,4,REGULAR,3pt,Jump Shot,[],1628989,66.3107752956636,66.98069852941177,1610612737,102,110,2021-02-18T02:44:33Z,5800000,85.0,264.0,1,right,MISS K. Huerter 27' 3PT,[1628989],1610612737.0,ATL,,,,Huerter,K. Huerter,,,,,27.75,Missed,,,,,,,,,,,,,,,,,,
599,PT02M45.00S,2021-02-18T02:44:31.2Z,4,REGULAR,rebound,defensive,[],1628369,,,1610612738,102,110,2021-02-18T02:44:33Z,5810000,,,0,,J. Tatum REBOUND (Off:0 Def:6),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,598.0,6.0,6.0,0.0,,,,,,,,,,,,,,
600,PT02M38.00S,2021-02-18T02:44:38.1Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1628369,6.258212877792378,50.80422794117647,1610612738,104,110,2021-02-18T02:44:41Z,5820000,-4.0,6.0,1,left,J. Tatum driving finger roll Layup (30 PTS),[1628369],1610612738.0,BOS,driving finger roll,,,Tatum,J. Tatum,,,,,0.75,Made,,,,,30.0,,,,,,,,,,,,,
601,PT02M23.00S,2021-02-18T02:44:53.5Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629027,92.19776609724047,56.68658088235294,1610612737,104,112,2021-02-18T02:44:58Z,5830000,33.0,21.0,1,right,T. Young driving floating bank Jump Shot (34 PTS),[1629027],1610612737.0,ATL,driving floating bank,,,Young,T. Young,,,,,3.93,Made,,,,,34.0,,,,,,,,,,,,,
602,PT02M13.00S,2021-02-18T02:45:02.9Z,4,REGULAR,3pt,Jump Shot,[],1628400,33.43051905387648,34.98774509803921,1610612738,104,112,2021-02-18T02:45:12Z,5840000,75.0,262.0,1,left,MISS S. Ojeleye 27' 3PT,[1628400],1610612738.0,BOS,,,,Ojeleye,S. Ojeleye,,,,,27.23,Missed,,,,,,,,,,,,,,,,,,
603,PT02M11.00S,2021-02-18T02:45:04.9Z,4,REGULAR,rebound,defensive,[],1628989,,,1610612737,104,112,2021-02-18T02:45:12Z,5850000,,,0,,K. Huerter REBOUND (Off:0 Def:2),[1628989],1610612737.0,ATL,,,,Huerter,K. Huerter,,,,,,,602.0,2.0,2.0,0.0,,,,,,,,,,,,,,
604,PT01M54.00S,2021-02-18T02:45:24.0Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'defensivegoaltending']",1629027,93.77463863337714,53.74540441176471,1610612737,104,114,2021-02-18T02:45:44Z,5860000,19.0,6.0,1,right,T. Young driving finger roll Layup (36 PTS),[1629027],1610612737.0,ATL,driving finger roll,,,Young,T. Young,,,,,1.96,Made,,,,,36.0,,,,,,,,,,,,,
605,PT01M54.00S,2021-02-18T02:45:26.9Z,4,REGULAR,violation,defensive goaltending,[],202684,,,1610612737,104,114,2021-02-18T02:45:44Z,5870000,,,0,,T. Thompson defensive goaltending VIOLATION,[202684],1610612738.0,BOS,,,,Thompson,T. Thompson,,,,,,,,,,,,,,,,,,1204.0,,,,,,
606,PT01M42.00S,2021-02-18T02:45:56.1Z,4,REGULAR,foul,personal,[],203524,,,1610612738,104,114,2021-02-18T02:46:03Z,5880000,,,0,,S. Hill personal FOUL (1 PF),"[203524, 1628369]",1610612737.0,ATL,,,,Hill,S. Hill,,,,,,,,,,,,,,,,,,204058.0,1.0,0.0,Tatum,1628369.0,,
608,PT01M42.00S,2021-02-18T02:46:02.8Z,4,REGULAR,substitution,out,[],202684,,,1610612738,104,114,2021-02-18T02:46:15Z,5900000,,,0,,SUB out: T. Thompson,[202684],1610612738.0,BOS,,,,Thompson,T. Thompson,,,,,,,,,,,,,,,,,,,,,,,,
609,PT01M42.00S,2021-02-18T02:46:02.8Z,4,REGULAR,substitution,out,[],203524,,,1610612738,104,114,2021-02-18T02:46:15Z,5910000,,,0,,SUB out: S. Hill,[203524],1610612737.0,ATL,,,,Hill,S. Hill,,,,,,,,,,,,,,,,,,,,,,,,
610,PT01M42.00S,2021-02-18T02:46:02.8Z,4,REGULAR,substitution,in,[],1629684,,,1610612738,104,114,2021-02-18T02:46:15Z,5920000,,,0,,SUB in: G. Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,
611,PT01M42.00S,2021-02-18T02:46:02.8Z,4,REGULAR,substitution,in,[],1628381,,,1610612738,104,114,2021-02-18T02:46:15Z,5930000,,,0,,SUB in: J. Collins,[1628381],1610612737.0,ATL,,,,Collins,J. Collins,,,,,,,,,,,,,,,,,,,,,,,,
612,PT01M38.00S,2021-02-18T02:46:36.2Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628989,,,1610612738,104,114,2021-02-18T02:46:52Z,5940000,,,0,,K. Huerter personal FOUL (1 PF) (Brown 2 FT),"[1628989, 1627759]",1610612737.0,ATL,,,,Huerter,K. Huerter,,,,,,,,,,,,,,,,,,101283.0,1.0,0.0,Brown,1627759.0,,
614,PT01M38.00S,2021-02-18T02:46:58.8Z,4,REGULAR,freethrow,1 of 2,[],1627759,,,1610612738,105,114,2021-02-18T02:46:58Z,5960000,,,0,,J. Brown Free Throw 1 of 2 (18 PTS),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,Made,,,,,18.0,,,,,,,,,,,,,
615,PT01M38.00S,2021-02-18T02:47:12.5Z,4,REGULAR,freethrow,2 of 2,[],1627759,,,1610612738,106,114,2021-02-18T02:47:12Z,5970000,,,0,,J. Brown Free Throw 2 of 2 (19 PTS),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,Made,,,,,19.0,,,,,,,,,,,,,
616,PT01M16.00S,2021-02-18T02:47:39.4Z,4,REGULAR,2pt,Jump Shot,[],1629027,72.61826544021025,70.65716911764706,1610612737,106,116,2021-02-18T02:48:01Z,5980000,103.0,205.0,1,right,T. Young 22' Jump Shot (38 PTS),[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,22.95,Made,,,,,38.0,,,,,,,,,,,,,
617,PT01M08.00S,2021-02-18T02:48:13.4Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628989,,,1610612738,106,116,2021-02-18T02:48:35Z,5990000,,,0,,K. Huerter personal FOUL (2 PF) (Tatum 2 FT),"[1628989, 1628369]",1610612737.0,ATL,,,,Huerter,K. Huerter,,,,,,,,,,,,,,,,,,204058.0,2.0,0.0,Tatum,1628369.0,,
619,PT01M08.00S,2021-02-18T02:48:41.4Z,4,REGULAR,freethrow,1 of 2,[],1628369,,,1610612738,107,116,2021-02-18T02:48:41Z,6010000,,,0,,J. Tatum Free Throw 1 of 2 (31 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,Made,,,,,31.0,,,,,,,,,,,,,
620,PT01M08.00S,2021-02-18T02:48:57.1Z,4,REGULAR,freethrow,2 of 2,[],1628369,,,1610612738,108,116,2021-02-18T02:48:57Z,6020000,,,0,,J. Tatum Free Throw 2 of 2 (32 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,Made,,,,,32.0,,,,,,,,,,,,,
621,PT00M54.80S,2021-02-18T02:49:14.7Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629750,,,1610612737,108,116,2021-02-18T02:49:20Z,6030000,,,0,,J. Green personal FOUL (2 PF) (Young 2 FT),"[1629750, 1629027]",1610612738.0,BOS,,,,Green,J. Green,,,,,,,,,,,,,,,,,,1204.0,2.0,0.0,Young,1629027.0,,
623,PT00M54.80S,2021-02-18T02:49:38.0Z,4,REGULAR,freethrow,1 of 2,[],1629027,,,1610612737,108,117,2021-02-18T02:49:38Z,6050000,,,0,,T. Young Free Throw 1 of 2 (39 PTS),[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,Made,,,,,39.0,,,,,,,,,,,,,
624,PT00M54.80S,2021-02-18T02:49:50.2Z,4,REGULAR,freethrow,2 of 2,[],1629027,,,1610612737,108,118,2021-02-18T02:49:50Z,6060000,,,0,,T. Young Free Throw 2 of 2 (40 PTS),[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,Made,,,,,40.0,,,,,,,,,,,,,
625,PT00M54.80S,2021-02-18T02:49:53.8Z,4,REGULAR,timeout,full,['team'],0,,,1610612738,108,118,2021-02-18T02:49:53Z,6070000,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
626,PT00M54.80S,2021-02-18T02:50:58.4Z,4,REGULAR,substitution,out,[],1629750,,,1610612738,108,118,2021-02-18T02:51:11Z,6080000,,,0,,SUB out: J. Green,[1629750],1610612738.0,BOS,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,
627,PT00M54.80S,2021-02-18T02:50:58.4Z,4,REGULAR,substitution,in,[],1630202,,,1610612738,108,118,2021-02-18T02:51:11Z,6090000,,,0,,SUB in: P. Pritchard,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,,,,,,,
