actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,value
189,PT08M38.00S,2021-04-04T22:44:36.0Z,2,REGULAR,rebound,defensive,[],1628369,,,1610612738,34,28,2021-04-04T22:44:39Z,1780000,,,0,,J. Tatum REBOUND (Off:0 Def:1),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,188.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
190,PT08M31.00S,2021-04-04T22:44:44.2Z,2,REGULAR,foul,personal,['2freethrow'],1629667,,,1610612738,34,28,2021-04-04T22:45:12Z,1790000,,,0,,J. McDaniels shooting personal FOUL (1 PF) (Tatum 2 FT),"[1629667, 1628369]",1610612766.0,CHA,shooting,,,McDaniels,J. McDaniels,,,,,,,,,,,2005.0,1.0,0.0,Tatum,1628369.0,,,,,,,,,,
192,PT08M31.00S,2021-04-04T22:45:13.6Z,2,REGULAR,freethrow,1 of 2,[],1628369,,,1610612738,35,28,2021-04-04T22:45:36Z,1810000,,,0,,J. Tatum Free Throw 1 of 2 (3 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,Made,,,,,,,,,,3.0,,,,,,,,,
193,PT08M31.00S,2021-04-04T22:45:14.2Z,2,REGULAR,substitution,out,[],1629641,,,1610612738,35,28,2021-04-04T22:45:17Z,1820000,,,0,,SUB out: R. Langford,[1629641],1610612738.0,BOS,,,,Langford,R. Langford,,,,,,,,,,,,,,,,,,,,,,,,,
194,PT08M31.00S,2021-04-04T22:45:14.2Z,2,REGULAR,substitution,in,[],203935,,,1610612738,35,28,2021-04-04T22:45:17Z,1830000,,,0,,SUB in: M. Smart,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,,
195,PT08M31.00S,2021-04-04T22:45:13.6Z,2,REGULAR,freethrow,2 of 2,[],1628369,,,1610612738,35,28,2021-04-04T22:45:36Z,1840000,,,0,,MISS J. Tatum Free Throw 2 of 2,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,Missed,,,,,,,,,,,,,,,,,,,
196,PT08M29.00S,2021-04-04T22:45:15.6Z,2,REGULAR,rebound,defensive,[],1629667,,,1610612766,35,28,2021-04-04T22:45:36Z,1850000,,,0,,J. McDaniels REBOUND (Off:0 Def:1),[1629667],1610612766.0,CHA,,,,McDaniels,J. McDaniels,,,,,,,195.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
197,PT08M11.00S,2021-04-04T22:45:52.1Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628998,17.559132720105126,35.11795343137255,1610612766,35,28,2021-04-04T22:46:04Z,1860000,74.0,113.0,1,left,MISS C. Martin 13' turnaround Shot,[1628998],1610612766.0,CHA,turnaround,,,Martin,C. Martin,,,,,13.5,Missed,,,,,,,,,,,,,,,,,,,
198,PT08M08.00S,2021-04-04T22:45:55.1Z,2,REGULAR,rebound,defensive,[],1628369,,,1610612738,35,28,2021-04-04T22:46:04Z,1870000,,,0,,J. Tatum REBOUND (Off:0 Def:2),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,197.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
199,PT07M59.00S,2021-04-04T22:46:04.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628369,92.72339027595268,45.41207107843137,1610612738,37,28,2021-04-04T22:46:09Z,1880000,-23.0,16.0,1,right,J. Tatum driving finger roll Layup (5 PTS),[1628369],1610612738.0,BOS,driving finger roll,,,Tatum,J. Tatum,,,,,2.79,Made,,,,,,,,,,5.0,,,,,,,,,
200,PT07M37.00S,2021-04-04T22:46:25.2Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1629667,8.09789750328515,47.372855392156865,1610612766,37,30,2021-04-04T22:46:30Z,1890000,13.0,24.0,1,left,J. McDaniels cutting DUNK (2 PTS) (P. Washington 1 AST),"[1629667, 1629023]",1610612766.0,CHA,cutting,,,McDaniels,J. McDaniels,,,,,2.7,Made,,,,,,,,,,2.0,P. Washington,1629023.0,1.0,,,,,,
202,PT07M27.00S,2021-04-04T22:46:35.7Z,2,REGULAR,turnover,bad pass,[],203935,,,1610612738,37,30,2021-04-04T22:46:41Z,1910000,,,0,,M. Smart bad pass TURNOVER (1 TO),"[203935, 1626179]",1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,1.0,Rozier,1626179.0,,,
203,PT07M27.00S,2021-04-04T22:46:35.7Z,2,REGULAR,steal,,[],1626179,,,1610612766,37,30,2021-04-04T22:46:37Z,1920000,,,0,,T. Rozier STEAL (1 STL),[1626179],1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,,,,,,,,,,,,,,,,,,,,,
204,PT07M25.00S,2021-04-04T22:46:39.2Z,2,REGULAR,foul,personal,[],1629684,,,1610612766,37,30,2021-04-04T22:50:43Z,1930000,,,0,,G. Williams take personal FOUL (1 PF),"[1629684, 1626179]",1610612738.0,BOS,take,,,Williams,G. Williams,,,,,,,,,,,202049.0,1.0,0.0,Rozier,1626179.0,,,,,,,,,,
206,PT07M25.00S,2021-04-04T22:46:48.1Z,2,REGULAR,substitution,out,[],1628369,,,1610612766,37,30,2021-04-04T22:47:16Z,1950000,,,0,,SUB out: J. Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,
207,PT07M25.00S,2021-04-04T22:46:48.1Z,2,REGULAR,substitution,out,[],1630202,,,1610612766,37,30,2021-04-04T22:47:16Z,1960000,,,0,,SUB out: P. Pritchard,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,,,,,,,,
208,PT07M25.00S,2021-04-04T22:46:48.1Z,2,REGULAR,substitution,out,[],1629684,,,1610612766,37,30,2021-04-04T22:47:16Z,1970000,,,0,,SUB out: G. Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
209,PT07M25.00S,2021-04-04T22:46:48.1Z,2,REGULAR,substitution,out,[],1628970,,,1610612766,37,30,2021-04-04T22:47:16Z,1980000,,,0,,SUB out: M. Bridges,[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,,,,,,,,
210,PT07M25.00S,2021-04-04T22:46:48.1Z,2,REGULAR,substitution,in,[],202689,,,1610612766,37,30,2021-04-04T22:47:16Z,1990000,,,0,,SUB in: K. Walker,[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,,,,,,,,,,,,,,,,,,,
211,PT07M25.00S,2021-04-04T22:46:48.1Z,2,REGULAR,substitution,in,[],1627759,,,1610612766,37,30,2021-04-04T22:47:16Z,2000000,,,0,,SUB in: J. Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,
212,PT07M25.00S,2021-04-04T22:46:48.1Z,2,REGULAR,substitution,in,[],1629057,,,1610612766,37,30,2021-04-04T22:47:16Z,2010000,,,0,,SUB in: R. Williams III,[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,,
213,PT07M25.00S,2021-04-04T22:46:48.1Z,2,REGULAR,substitution,in,[],202687,,,1610612766,37,30,2021-04-04T22:47:16Z,2020000,,,0,,SUB in: B. Biyombo,[202687],1610612766.0,CHA,,,,Biyombo,B. Biyombo,,,,,,,,,,,,,,,,,,,,,,,,,
215,PT07M01.00S,2021-04-04T22:47:45.3Z,2,REGULAR,2pt,Jump Shot,['fromturnover'],1628998,28.597240473061763,43.451286764705884,1610612766,37,30,2021-04-04T22:47:51Z,2030000,33.0,216.0,1,left,MISS C. Martin 21' Jump Shot,[1628998],1610612766.0,CHA,,,,Martin,C. Martin,,,,,21.88,Missed,,,,,,,,,,,,,,,,,,,
216,PT06M58.00S,2021-04-04T22:47:47.9Z,2,REGULAR,rebound,offensive,[],202687,,,1610612766,37,30,2021-04-04T22:47:47Z,2040000,,,0,,B. Biyombo REBOUND (Off:1 Def:1),[202687],1610612766.0,CHA,,,,Biyombo,B. Biyombo,,,,,,,215.0,2.0,1.0,1.0,,,,,,,,,,,,,,,
217,PT06M47.00S,2021-04-04T22:47:58.0Z,2,REGULAR,2pt,Jump Shot,"['fromturnover', '2ndchance']",1629023,12.828515111695138,16.735600490196077,1610612766,37,30,2021-04-04T22:48:04Z,2050000,166.0,68.0,1,left,MISS P. Washington 17' pullup Shot,[1629023],1610612766.0,CHA,pullup,,,Washington,P. Washington,,,,,17.97,Missed,,,,,,,,,,,,,,,,,,,
218,PT06M45.00S,2021-04-04T22:48:00.0Z,2,REGULAR,rebound,defensive,[],1627759,,,1610612738,37,30,2021-04-04T22:48:04Z,2060000,,,0,,J. Brown REBOUND (Off:1 Def:1),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,217.0,2.0,1.0,1.0,,,,,,,,,,,,,,,
233,PT06M40.00S,2021-04-04T22:48:05.2Z,2,REGULAR,2pt,Layup,[],203095,79.188567674113,42.96109068627451,1610612738,37,30,2021-04-04T22:53:14Z,2065000,-35.0,143.0,1,right,MISS E. Fournier 14' driving Layup - blocked,"[203095, 1626179]",1610612738.0,BOS,driving,,,Fournier,E. Fournier,,,,,14.74,Missed,,,,,,,,,,,,,,,,,Rozier,1626179.0,
234,PT06M40.00S,2021-04-04T22:48:05.2Z,2,REGULAR,block,,[],1626179,,,1610612738,37,30,2021-04-04T22:53:00Z,2067500,,,0,,T. Rozier BLOCK (1 BLK),[1626179],1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,,,,,,,,,,,,,,,,,,,,,
235,PT06M38.00S,2021-04-04T22:48:07.2Z,2,REGULAR,rebound,offensive,[],1627759,,,1610612738,37,30,2021-04-04T22:53:14Z,2068750,,,0,,J. Brown REBOUND (Off:2 Def:1),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,233.0,3.0,1.0,2.0,,,,,,,,,,,,,,,
219,PT06M34.00S,2021-04-04T22:48:12.4Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],203095,76.69185282522996,8.892463235294118,1610612738,40,30,2021-04-04T22:53:00Z,2070000,-206.0,167.0,1,right,E. Fournier 26' 3PT  (11 PTS) (J. Brown 1 AST),"[203095, 1627759]",1610612738.0,BOS,,,,Fournier,E. Fournier,,,,,26.45,Made,,,,,,,,,,11.0,J. Brown,1627759.0,1.0,,,,,,
221,PT06M34.00S,2021-04-04T22:48:16.2Z,2,REGULAR,foul,personal,['1freethrow'],1629023,,,1610612738,40,30,2021-04-04T22:48:44Z,2090000,,,0,,P. Washington shooting personal FOUL (3 PF) (Fournier 1 FT),"[1629023, 203095]",1610612766.0,CHA,shooting,,,Washington,P. Washington,,,,,,,,,,,2005.0,3.0,0.0,Fournier,203095.0,,,,,,,,,,
223,PT06M34.00S,2021-04-04T22:48:36.0Z,2,REGULAR,substitution,out,[],1629023,,,1610612738,40,30,2021-04-04T22:48:42Z,2110000,,,0,,SUB out: P. Washington,[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,,,,,,,,,,,,,,,,,,,,,
224,PT06M34.00S,2021-04-04T22:48:36.0Z,2,REGULAR,substitution,in,[],1628984,,,1610612738,40,30,2021-04-04T22:48:42Z,2120000,,,0,,SUB in: D. Graham,[1628984],1610612766.0,CHA,,,,Graham,D. Graham,,,,,,,,,,,,,,,,,,,,,,,,,
225,PT06M34.00S,2021-04-04T22:48:48.1Z,2,REGULAR,substitution,out,[],1628998,,,1610612738,40,30,2021-04-04T22:48:55Z,2130000,,,0,,SUB out: C. Martin,[1628998],1610612766.0,CHA,,,,Martin,C. Martin,,,,,,,,,,,,,,,,,,,,,,,,,
226,PT06M34.00S,2021-04-04T22:48:48.1Z,2,REGULAR,substitution,in,[],1628997,,,1610612738,40,30,2021-04-04T22:48:55Z,2140000,,,0,,SUB in: C. Martin,[1628997],1610612766.0,CHA,,,,Martin,C. Martin,,,,,,,,,,,,,,,,,,,,,,,,,
227,PT06M34.00S,2021-04-04T22:49:14.8Z,2,REGULAR,freethrow,1 of 1,['2ndchance'],203095,,,1610612738,41,30,2021-04-04T22:53:00Z,2150000,,,0,,E. Fournier Free Throw 1 of 1 (12 PTS),[203095],1610612738.0,BOS,,,,Fournier,E. Fournier,,,,,,Made,,,,,,,,,,12.0,,,,,,,,,
228,PT06M16.00S,2021-04-04T22:49:34.3Z,2,REGULAR,3pt,Jump Shot,[],1626179,28.33442838370565,22.127757352941178,1610612766,41,30,2021-04-04T22:49:46Z,2160000,139.0,214.0,1,left,MISS T. Rozier 25' step back 3PT,[1626179],1610612766.0,CHA,step back,,,Rozier,T. Rozier,,,,,25.52,Missed,,,,,,,,,,,,,,,,,,,
229,PT06M11.00S,2021-04-04T22:49:39.3Z,2,REGULAR,rebound,defensive,[],1629057,,,1610612738,41,30,2021-04-04T22:49:46Z,2170000,,,0,,R. Williams III REBOUND (Off:1 Def:2),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,228.0,3.0,2.0,1.0,,,,,,,,,,,,,,,
230,PT06M03.00S,2021-04-04T22:49:47.3Z,2,REGULAR,3pt,Jump Shot,[],1627759,73.27529566360053,15.019914215686276,1610612738,44,30,2021-04-04T22:49:52Z,2180000,-175.0,199.0,1,right,J. Brown 26' 3PT  (14 PTS) (K. Walker 4 AST),"[1627759, 202689]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,26.47,Made,,,,,,,,,,14.0,K. Walker,202689.0,4.0,,,,,,
232,PT06M01.00S,2021-04-04T22:49:53.3Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612766,44,30,2021-04-04T22:49:53Z,2200000,,,0,,CHA Timeout,[],1610612766.0,CHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
236,PT05M47.00S,2021-04-04T22:53:08.5Z,2,REGULAR,turnover,lost ball,[],1626179,,,1610612766,44,30,2021-04-04T22:54:11Z,2210000,,,0,,T. Rozier lost ball TURNOVER (2 TO),"[1626179, 1629057]",1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,,,,,,,,,,,,,,,,2.0,Williams III,1629057.0,,,
237,PT05M47.00S,2021-04-04T22:53:08.5Z,2,REGULAR,steal,,[],1629057,,,1610612738,44,30,2021-04-04T22:53:11Z,2220000,,,0,,R. Williams III STEAL (2 STL),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,,
238,PT05M33.00S,2021-04-04T22:53:22.7Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],202689,66.5735873850197,59.872855392156865,1610612738,44,30,2021-04-04T22:53:38Z,2230000,49.0,262.0,1,right,MISS K. Walker 26' 3PT - blocked,"[202689, 202687]",1610612738.0,BOS,,,,Walker,K. Walker,,,,,26.63,Missed,,,,,,,,,,,,,,,,,Biyombo,202687.0,
239,PT05M33.00S,2021-04-04T22:53:22.7Z,2,REGULAR,block,,[],202687,,,1610612738,44,30,2021-04-04T22:53:26Z,2240000,,,0,,B. Biyombo BLOCK (1 BLK),[202687],1610612766.0,CHA,,,,Biyombo,B. Biyombo,,,,,,,,,,,,,,,,,,,,,,,,,
240,PT05M30.00S,2021-04-04T22:53:25.7Z,2,REGULAR,rebound,defensive,[],1626179,,,1610612766,44,30,2021-04-04T22:53:38Z,2250000,,,0,,T. Rozier REBOUND (Off:0 Def:3),[1626179],1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,,,238.0,3.0,3.0,0.0,,,,,,,,,,,,,,,
241,PT05M27.00S,2021-04-04T22:53:29.3Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1629667,5.995400788436268,52.27481617647059,1610612766,44,32,2021-04-04T22:53:49Z,2260000,-11.0,4.0,1,left,J. McDaniels running Layup (4 PTS) (T. Rozier 1 AST),"[1629667, 1626179]",1610612766.0,CHA,running,,,McDaniels,J. McDaniels,,,,,1.2,Made,,,,,,,,,,4.0,T. Rozier,1626179.0,1.0,,,,,,
243,PT05M27.00S,2021-04-04T22:53:33.5Z,2,REGULAR,foul,personal,['1freethrow'],203095,,,1610612766,44,32,2021-04-04T22:53:49Z,2280000,,,0,,E. Fournier shooting personal FOUL (1 PF) (McDaniels 1 FT),"[203095, 1629667]",1610612738.0,BOS,shooting,,,Fournier,E. Fournier,,,,,,,,,,,1627524.0,1.0,0.0,McDaniels,1629667.0,,,,,,,,,,
245,PT05M27.00S,2021-04-04T22:54:02.0Z,2,REGULAR,freethrow,1 of 1,['fastbreak'],1629667,,,1610612766,44,33,2021-04-04T22:54:02Z,2300000,,,0,,J. McDaniels Free Throw 1 of 1 (5 PTS),[1629667],1610612766.0,CHA,,,,McDaniels,J. McDaniels,,,,,,Made,,,,,,,,,,5.0,,,,,,,,,
246,PT05M19.00S,2021-04-04T22:54:13.8Z,2,REGULAR,3pt,Jump Shot,[],1627759,89.04402102496715,95.16697303921569,1610612738,44,33,2021-04-04T22:54:19Z,2310000,226.0,50.0,1,right,MISS J. Brown 3PT,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,23.14,Missed,,,,,,,,,,,,,,,,,,,
247,PT05M16.00S,2021-04-04T22:54:16.8Z,2,REGULAR,rebound,defensive,[],1628984,,,1610612766,44,33,2021-04-04T22:54:19Z,2320000,,,0,,D. Graham REBOUND (Off:0 Def:3),[1628984],1610612766.0,CHA,,,,Graham,D. Graham,,,,,,,246.0,3.0,3.0,0.0,,,,,,,,,,,,,,,
248,PT05M09.00S,2021-04-04T22:54:23.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],202687,7.752956636005257,48.908547794117645,1610612766,44,35,2021-04-04T22:54:31Z,2330000,5.0,20.0,1,left,B. Biyombo cutting Layup (2 PTS) (D. Graham 4 AST),"[202687, 1628984]",1610612766.0,CHA,cutting,,,Biyombo,B. Biyombo,,,,,2.11,Made,,,,,,,,,,2.0,D. Graham,1628984.0,4.0,,,,,,
250,PT04M58.00S,2021-04-04T22:54:34.6Z,2,REGULAR,turnover,bad pass,[],1627759,,,1610612738,44,35,2021-04-04T22:54:40Z,2350000,,,0,,J. Brown bad pass TURNOVER (1 TO),"[1627759, 1628984]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,1.0,Graham,1628984.0,,,
251,PT04M58.00S,2021-04-04T22:54:34.6Z,2,REGULAR,steal,,[],1628984,,,1610612766,44,35,2021-04-04T22:54:36Z,2360000,,,0,,D. Graham STEAL (1 STL),[1628984],1610612766.0,CHA,,,,Graham,D. Graham,,,,,,,,,,,,,,,,,,,,,,,,,
252,PT04M51.00S,2021-04-04T22:54:41.9Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1628997,8.229303547963205,2.7650122549019605,1610612766,44,35,2021-04-04T22:54:49Z,2370000,236.0,25.0,1,left,MISS C. Martin 3PT,[1628997],1610612766.0,CHA,,,,Martin,C. Martin,,,,,23.75,Missed,,,,,,,,,,,,,,,,,,,
253,PT04M47.00S,2021-04-04T22:54:45.4Z,2,REGULAR,rebound,offensive,[],1626179,,,1610612766,44,35,2021-04-04T22:54:45Z,2380000,,,0,,T. Rozier REBOUND (Off:1 Def:3),[1626179],1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,,,252.0,4.0,3.0,1.0,,,,,,,,,,,,,,,
254,PT04M44.00S,2021-04-04T22:54:49.3Z,2,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",1626179,19.793035479632064,91.00030637254902,1610612766,44,35,2021-04-04T22:55:05Z,2390000,-205.0,134.0,1,left,MISS T. Rozier 24' 3PT,[1626179],1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,24.47,Missed,,,,,,,,,,,,,,,,,,,
255,PT04M40.00S,2021-04-04T22:54:53.3Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612766,44,35,2021-04-04T22:55:10Z,2400000,,,0,,TEAM offensive REBOUND,[],1610612766.0,CHA,,,,,,,,,,,,254.0,,,,,,,,,,,,,,,,,,
256,PT04M40.00S,2021-04-04T22:55:00.1Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612766,44,35,2021-04-04T22:55:05Z,2410000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
257,PT04M35.00S,2021-04-04T22:55:21.4Z,2,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",1629667,7.178055190538765,95.16697303921569,1610612766,44,35,2021-04-04T22:55:27Z,2420000,-226.0,15.0,1,left,MISS J. McDaniels 3PT,[1629667],1610612766.0,CHA,,,,McDaniels,J. McDaniels,,,,,22.63,Missed,,,,,,,,,,,,,,,,,,,
258,PT04M32.00S,2021-04-04T22:55:24.4Z,2,REGULAR,rebound,defensive,[],1629057,,,1610612738,44,35,2021-04-04T22:55:27Z,2430000,,,0,,R. Williams III REBOUND (Off:1 Def:3),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,257.0,4.0,3.0,1.0,,,,,,,,,,,,,,,
259,PT04M17.00S,2021-04-04T22:55:39.8Z,2,REGULAR,3pt,Jump Shot,[],203935,81.2910643889619,4.4806985294117645,1610612738,47,35,2021-04-04T22:55:45Z,2440000,-228.0,123.0,1,right,M. Smart 25' 3PT  (3 PTS) (E. Fournier 2 AST),"[203935, 203095]",1610612738.0,BOS,,,,Smart,M. Smart,,,,,25.89,Made,,,,,,,,,,3.0,E. Fournier,203095.0,2.0,,,,,,
261,PT04M03.00S,2021-04-04T22:55:59.0Z,2,REGULAR,violation,kicked ball,[],1629057,,,1610612766,47,35,2021-04-04T22:57:32Z,2460000,,,0,,R. Williams III kicked ball VIOLATION,[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,202049.0,,,,,,,,,,,,,,
262,PT04M03.00S,2021-04-04T22:56:02.0Z,2,REGULAR,substitution,out,[],203095,,,1610612766,47,35,2021-04-04T22:56:07Z,2470000,,,0,,SUB out: E. Fournier,[203095],1610612738.0,BOS,,,,Fournier,E. Fournier,,,,,,,,,,,,,,,,,,,,,,,,,
263,PT04M03.00S,2021-04-04T22:56:02.0Z,2,REGULAR,substitution,out,[],1629667,,,1610612766,47,35,2021-04-04T22:56:07Z,2480000,,,0,,SUB out: J. McDaniels,[1629667],1610612766.0,CHA,,,,McDaniels,J. McDaniels,,,,,,,,,,,,,,,,,,,,,,,,,
264,PT04M03.00S,2021-04-04T22:56:02.0Z,2,REGULAR,substitution,in,[],1628369,,,1610612766,47,35,2021-04-04T22:56:07Z,2490000,,,0,,SUB in: J. Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,
265,PT04M03.00S,2021-04-04T22:56:02.0Z,2,REGULAR,substitution,in,[],1628970,,,1610612766,47,35,2021-04-04T22:56:07Z,2500000,,,0,,SUB in: M. Bridges,[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,,,,,,,,
266,PT03M52.00S,2021-04-04T22:56:33.5Z,2,REGULAR,foul,offensive,[],1626179,,,1610612766,47,35,2021-04-04T22:56:46Z,2510000,,,0,,T. Rozier offensive FOUL (1 PF),"[1626179, 203935]",1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,,,,,,,1627524.0,1.0,0.0,Smart,203935.0,,,,,,,,,,
268,PT03M52.00S,2021-04-04T22:56:33.5Z,2,REGULAR,turnover,offensive foul,[],1626179,,,1610612766,47,35,2021-04-04T22:56:33Z,2530000,,,0,,T. Rozier offensive foul TURNOVER (3 TO),[1626179],1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,,,,,,,1627524.0,,,,,,,,,3.0,,,,,
269,PT03M34.00S,2021-04-04T22:57:05.8Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1628369,65.91655716162943,41.98069852941176,1610612738,47,35,2021-04-04T23:01:21Z,2540000,-40.0,268.0,1,right,MISS J. Tatum 27' step back 3PT - blocked,"[1628369, 202687]",1610612738.0,BOS,step back,,,Tatum,J. Tatum,,,,,27.09,Missed,,,,,,,,,,,,,,,,,Biyombo,202687.0,
270,PT03M34.00S,2021-04-04T22:57:05.8Z,2,REGULAR,block,,[],202687,,,1610612738,47,35,2021-04-04T22:57:09Z,2550000,,,0,,B. Biyombo BLOCK (2 BLK),[202687],1610612766.0,CHA,,,,Biyombo,B. Biyombo,,,,,,,,,,,,,,,,,,,,,,,,,
271,PT03M31.00S,2021-04-04T22:57:08.8Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612766,47,35,2021-04-04T22:57:20Z,2560000,,,0,,TEAM defensive REBOUND,[],1610612766.0,CHA,,,,,,,,,,,,269.0,,,,,,,,,,,,,,,,,,
272,PT03M31.00S,2021-04-04T22:57:16.1Z,2,REGULAR,foul,personal,[],1629057,,,1610612766,47,35,2021-04-04T22:57:26Z,2570000,,,0,,R. Williams III loose ball personal FOUL (1 PF),"[1629057, 1626179]",1610612738.0,BOS,loose ball,,,Williams III,R. Williams III,,,,,,,,,,,202049.0,1.0,0.0,Rozier,1626179.0,,,,,,,,,,
274,PT03M20.00S,2021-04-04T22:57:50.6Z,2,REGULAR,2pt,Jump Shot,[],1628984,19.136005256241788,25.06893382352941,1610612766,47,37,2021-04-04T23:02:17Z,2590000,125.0,127.0,1,left,D. Graham 17' pullup Jump Shot (7 PTS),[1628984],1610612766.0,CHA,pullup,,,Graham,D. Graham,,,,,17.83,Made,,,,,,,,,,7.0,,,,,,,,,
275,PT02M55.00S,2021-04-04T22:58:14.4Z,2,REGULAR,3pt,Jump Shot,[],202689,75.90341655716163,11.34344362745098,1610612738,47,37,2021-04-04T22:58:40Z,2600000,-193.0,174.0,1,right,MISS K. Walker 26' 3PT,[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,26.01,Missed,,,,,,,,,,,,,,,,,,,
276,PT02M52.00S,2021-04-04T22:58:17.4Z,2,REGULAR,rebound,defensive,[],1626179,,,1610612766,47,37,2021-04-04T22:58:40Z,2610000,,,0,,T. Rozier REBOUND (Off:1 Def:4),[1626179],1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,,,275.0,5.0,4.0,1.0,,,,,,,,,,,,,,,
277,PT02M47.00S,2021-04-04T22:58:22.9Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1628997,6.389618922470433,53.255208333333336,1610612766,47,39,2021-04-04T22:58:52Z,2620000,-16.0,8.0,1,left,C. Martin running Layup (2 PTS) (T. Rozier 2 AST),"[1628997, 1626179]",1610612766.0,CHA,running,,,Martin,C. Martin,,,,,1.8,Made,,,,,,,,,,2.0,T. Rozier,1626179.0,2.0,,,,,,
279,PT02M46.00S,2021-04-04T22:58:31.1Z,2,REGULAR,timeout,full,['team'],0,,,1610612738,47,39,2021-04-04T22:58:31Z,2640000,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
