actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,value,stealPlayerName,stealPersonId
366,PT09M42.00S,2021-02-27T02:07:32.2Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1628369,7.966491458607096,46.88265931372549,1610612738,65,63,2021-02-27T02:07:36Z,3540000,16.0,22.0,1,left,MISS J. Tatum driving DUNK,[1628369],1610612738.0,BOS,driving,,,Tatum,J. Tatum,,,,,2.73,Missed,,,,,,,,,,,,,,,,,,,
367,PT09M40.00S,2021-02-27T02:07:34.2Z,3,REGULAR,rebound,defensive,[],1626167,,,1610612754,65,63,2021-02-27T02:07:36Z,3550000,,,0,,M. Turner REBOUND (Off:1 Def:7),[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,,,,,366.0,8.0,7.0,1.0,,,,,,,,,,,,,
368,PT09M39.00S,2021-02-27T02:07:37.0Z,3,REGULAR,foul,personal,[],1628464,,,1610612754,65,63,2021-02-27T02:08:57Z,3560000,,,0,,D. Theis take personal FOUL (2 PF),"[1628464, 1627763]",1610612738.0,BOS,take,,,Theis,D. Theis,,,,,,,,,,,,,1626302.0,,,,,,2.0,0.0,Brogdon,1627763.0,,,
370,PT09M35.00S,2021-02-27T02:08:06.4Z,3,REGULAR,3pt,Jump Shot,[],203200,73.40670170827858,84.62775735294117,1610612754,65,63,2021-02-27T02:08:11Z,3580000,173.0,197.0,1,right,MISS J. Holiday 26' 3PT,[203200],1610612754.0,IND,,,,Holiday,J. Holiday,,,,,26.26,Missed,,,,,,,,,,,,,,,,,,,
371,PT09M31.00S,2021-02-27T02:08:10.4Z,3,REGULAR,rebound,defensive,[],202684,,,1610612738,65,63,2021-02-27T02:08:11Z,3590000,,,0,,T. Thompson REBOUND (Off:0 Def:5),[202684],1610612738.0,BOS,,,,Thompson,T. Thompson,,,,,,,,,370.0,5.0,5.0,0.0,,,,,,,,,,,,,
372,PT09M17.00S,2021-02-27T02:08:23.8Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627759,8.804204993429698,49.724264705882355,1610612738,67,63,2021-02-27T02:08:30Z,3600000,1.0,30.0,1,left,J. Brown driving floating Jump Shot (11 PTS),[1627759],1610612738.0,BOS,driving floating,,,Brown,J. Brown,,,,,3.03,Made,,,,,,,,11.0,,,,,,,,,,,
373,PT09M08.00S,2021-02-27T02:08:34.2Z,3,REGULAR,foul,personal,['2freethrow'],202684,,,1610612754,67,63,2021-02-27T02:08:42Z,3610000,,,0,,T. Thompson shooting personal FOUL (1 PF) (Sabonis 2 FT),"[202684, 1627734]",1610612738.0,BOS,shooting,,,Thompson,T. Thompson,,,,,,,,,,,,,200834.0,,,,,,1.0,0.0,Sabonis,1627734.0,,,
375,PT09M08.00S,2021-02-27T02:09:03.7Z,3,REGULAR,freethrow,1 of 2,[],1627734,,,1610612754,67,64,2021-02-27T02:09:03Z,3630000,,,0,,D. Sabonis Free Throw 1 of 2 (7 PTS),[1627734],1610612754.0,IND,,,,Sabonis,D. Sabonis,,,,,,Made,,,,,,,,7.0,,,,,,,,,,,
376,PT09M08.00S,2021-02-27T02:09:25.3Z,3,REGULAR,freethrow,2 of 2,[],1627734,,,1610612754,67,65,2021-02-27T02:09:25Z,3640000,,,0,,D. Sabonis Free Throw 2 of 2 (8 PTS),[1627734],1610612754.0,IND,,,,Sabonis,D. Sabonis,,,,,,Made,,,,,,,,8.0,,,,,,,,,,,
377,PT08M57.00S,2021-02-27T02:09:39.0Z,3,REGULAR,3pt,Jump Shot,[],202689,26.49474375821288,79.97089460784314,1610612738,70,65,2021-02-27T02:09:44Z,3650000,-150.0,197.0,1,left,K. Walker 24' 3PT  (21 PTS),[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,24.72,Made,,,,,,,,21.0,,,,,,,,,,,
378,PT08M46.00S,2021-02-27T02:09:49.4Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1627763,91.80354796320631,46.88265931372549,1610612754,70,67,2021-02-27T02:09:55Z,3660000,-16.0,25.0,1,right,M. Brogdon driving finger roll Layup (9 PTS),[1627763],1610612754.0,IND,driving finger roll,,,Brogdon,M. Brogdon,,,,,2.9,Made,,,,,,,,9.0,,,,,,,,,,,
379,PT08M34.00S,2021-02-27T02:10:06.5Z,3,REGULAR,foul,personal,[],203200,,,1610612738,70,67,2021-02-27T02:10:12Z,3670000,,,0,,J. Holiday personal FOUL (1 PF),"[203200, 202689]",1610612754.0,IND,,,,Holiday,J. Holiday,,,,,,,,,,,,,200834.0,,,,,,1.0,0.0,Walker,202689.0,,,
381,PT08M24.00S,2021-02-27T02:10:31.9Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],202684,8.754927726675426,46.63756127450981,1610612738,72,67,2021-02-27T02:10:36Z,3690000,17.0,30.0,1,left,T. Thompson Hook (4 PTS) (J. Brown 4 AST),"[202684, 1627759]",1610612738.0,BOS,,,,Thompson,T. Thompson,,,,,3.42,Made,,,,,,,,4.0,J. Brown,1627759.0,4.0,,,,,,,,
383,PT08M13.00S,2021-02-27T02:10:42.2Z,3,REGULAR,3pt,Jump Shot,[],203926,65.25952693823915,49.333639705882355,1610612754,72,67,2021-02-27T02:10:46Z,3710000,-3.0,274.0,1,right,MISS D. McDermott 27' 3PT,[203926],1610612754.0,IND,,,,McDermott,D. McDermott,,,,,27.41,Missed,,,,,,,,,,,,,,,,,,,
384,PT08M10.00S,2021-02-27T02:10:45.2Z,3,REGULAR,rebound,defensive,[],1628369,,,1610612738,72,67,2021-02-27T02:10:46Z,3720000,,,0,,J. Tatum REBOUND (Off:1 Def:4),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,383.0,5.0,4.0,1.0,,,,,,,,,,,,,
385,PT08M04.00S,2021-02-27T02:10:51.4Z,3,REGULAR,3pt,Jump Shot,[],1628369,25.04927726675427,83.40226715686273,1610612738,72,67,2021-02-27T02:11:47Z,3730000,-167.0,183.0,1,left,MISS J. Tatum 24' pullup 3PT,[1628369],1610612738.0,BOS,pullup,,,Tatum,J. Tatum,,,,,24.77,Missed,,,,,,,,,,,,,,,,,,,
386,PT08M01.00S,2021-02-27T02:10:54.4Z,3,REGULAR,rebound,defensive,[],203926,,,1610612754,72,67,2021-02-27T02:10:56Z,3740000,,,0,,D. McDermott REBOUND (Off:1 Def:2),[203926],1610612754.0,IND,,,,McDermott,D. McDermott,,,,,,,,,385.0,3.0,2.0,1.0,,,,,,,,,,,,,
387,PT07M53.00S,2021-02-27T02:11:02.2Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203926,91.93495400788436,49.82383578431372,1610612754,72,67,2021-02-27T02:11:09Z,3750000,-1.0,23.0,1,right,MISS D. McDermott cutting Layup,[203926],1610612754.0,IND,cutting,,,McDermott,D. McDermott,,,,,2.33,Missed,,,,,,,,,,,,,,,,,,,
388,PT07M51.00S,2021-02-27T02:11:04.2Z,3,REGULAR,rebound,defensive,[],202689,,,1610612738,72,67,2021-02-27T02:11:09Z,3760000,,,0,,K. Walker REBOUND (Off:0 Def:2),[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,,,387.0,2.0,2.0,0.0,,,,,,,,,,,,,
389,PT07M42.00S,2021-02-27T02:11:12.8Z,3,REGULAR,2pt,Jump Shot,[],1628464,5.601182654402102,27.029718137254903,1610612738,74,67,2021-02-27T02:11:17Z,3770000,115.0,0.0,1,left,D. Theis 11' Jump Shot (9 PTS) (K. Walker 3 AST),"[1628464, 202689]",1610612738.0,BOS,,,,Theis,D. Theis,,,,,11.49,Made,,,,,,,,9.0,K. Walker,202689.0,3.0,,,,,,,,
391,PT07M21.00S,2021-02-27T02:11:34.2Z,3,REGULAR,2pt,Jump Shot,[],1627734,85.89027595269383,25.314031862745097,1610612754,74,67,2021-02-27T02:11:39Z,3790000,-123.0,80.0,1,right,MISS D. Sabonis 14' Jump Shot,[1627734],1610612754.0,IND,,,,Sabonis,D. Sabonis,,,,,14.71,Missed,,,,,,,,,,,,,,,,,,,
392,PT07M18.00S,2021-02-27T02:11:37.2Z,3,REGULAR,rebound,defensive,[],1628464,,,1610612738,74,67,2021-02-27T02:11:37Z,3800000,,,0,,D. Theis REBOUND (Off:0 Def:1),[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,391.0,1.0,1.0,0.0,,,,,,,,,,,,,
393,PT07M07.00S,2021-02-27T02:11:47.9Z,3,REGULAR,3pt,Jump Shot,[],1628464,25.04927726675427,82.421875,1610612738,77,67,2021-02-27T02:11:52Z,3810000,-162.0,183.0,1,left,D. Theis 24' 3PT  (12 PTS) (K. Walker 4 AST),"[1628464, 202689]",1610612738.0,BOS,,,,Theis,D. Theis,,,,,24.45,Made,,,,,,,,12.0,K. Walker,202689.0,4.0,,,,,,,,
395,PT07M06.00S,2021-02-27T02:11:52.0Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612754,77,67,2021-02-27T02:11:52Z,3830000,,,0,,IND Timeout,[],1610612754.0,IND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
396,PT06M57.00S,2021-02-27T02:15:22.7Z,3,REGULAR,3pt,Jump Shot,[],1626167,73.01248357424441,16.00030637254902,1610612754,77,67,2021-02-27T02:15:28Z,3840000,-170.0,201.0,1,right,MISS M. Turner 26' 3PT,[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,26.34,Missed,,,,,,,,,,,,,,,,,,,
397,PT06M53.00S,2021-02-27T02:15:26.7Z,3,REGULAR,rebound,defensive,[],1628464,,,1610612738,77,67,2021-02-27T02:15:28Z,3850000,,,0,,D. Theis REBOUND (Off:0 Def:2),[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,396.0,2.0,2.0,0.0,,,,,,,,,,,,,
398,PT06M40.00S,2021-02-27T02:15:39.1Z,3,REGULAR,turnover,lost ball,[],1627759,,,1610612738,77,67,2021-02-27T02:15:44Z,3860000,,,0,,J. Brown lost ball TURNOVER (1 TO),"[1627759, 203200]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,1.0,,,,,,Holiday,203200.0
399,PT06M40.00S,2021-02-27T02:15:39.1Z,3,REGULAR,steal,,[],203200,,,1610612754,77,67,2021-02-27T02:15:40Z,3870000,,,0,,J. Holiday STEAL (1 STL),[203200],1610612754.0,IND,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,
400,PT06M37.00S,2021-02-27T02:15:42.7Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",203200,91.93495400788436,51.294424019607845,1610612754,77,69,2021-02-27T02:16:00Z,3880000,6.0,23.0,1,right,J. Holiday running Layup (14 PTS),[203200],1610612754.0,IND,running,,,Holiday,J. Holiday,,,,,2.42,Made,,,,,,,,14.0,,,,,,,,,,,
401,PT06M19.00S,2021-02-27T02:15:59.9Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628464,10.200394218134035,49.57873774509804,1610612738,77,69,2021-02-27T02:16:11Z,3890000,2.0,43.0,1,left,MISS D. Theis driving floating Shot - blocked,"[1628464, 1626167]",1610612738.0,BOS,driving floating,,,Theis,D. Theis,,,,,4.35,Missed,Turner,1626167.0,,,,,,,,,,,,,,,,,
402,PT06M19.00S,2021-02-27T02:15:59.9Z,3,REGULAR,block,,[],1626167,,,1610612738,77,69,2021-02-27T02:16:01Z,3900000,,,0,,M. Turner BLOCK (3 BLK),[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,,,,,,,,,,,,,,,,,,,,,
403,PT06M19.00S,2021-02-27T02:15:59.9Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612738,77,69,2021-02-27T02:16:11Z,3910000,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,401.0,,,,,,,,,,,,,,,,
404,PT06M19.00S,2021-02-27T02:16:03.6Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612738,77,69,2021-02-27T02:16:03Z,3920000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
405,PT06M15.00S,2021-02-27T02:16:20.7Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1627759,6.176084099868594,44.89889705882353,1610612738,77,69,2021-02-27T02:16:31Z,3930000,26.0,6.0,1,left,MISS J. Brown driving Layup,[1627759],1610612738.0,BOS,driving,,,Brown,J. Brown,,,,,2.61,Missed,,,,,,,,,,,,,,,,,,,
406,PT06M09.00S,2021-02-27T02:16:26.7Z,3,REGULAR,rebound,defensive,[],1627763,,,1610612754,77,69,2021-02-27T02:16:31Z,3940000,,,0,,M. Brogdon REBOUND (Off:1 Def:3),[1627763],1610612754.0,IND,,,,Brogdon,M. Brogdon,,,,,,,,,405.0,4.0,3.0,1.0,,,,,,,,,,,,,
407,PT05M58.00S,2021-02-27T02:16:36.2Z,3,REGULAR,3pt,Jump Shot,[],1627763,67.88764783180025,70.90226715686273,1610612754,77,72,2021-02-27T02:16:41Z,3950000,105.0,249.0,1,right,M. Brogdon 27' 3PT  (12 PTS) (D. Sabonis 8 AST),"[1627763, 1627734]",1610612754.0,IND,,,,Brogdon,M. Brogdon,,,,,27.04,Made,,,,,,,,12.0,D. Sabonis,1627734.0,8.0,,,,,,,,
409,PT05M41.00S,2021-02-27T02:16:53.2Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628369,12.040078843626807,41.490502450980394,1610612738,77,72,2021-02-27T02:16:58Z,3970000,43.0,61.0,1,left,MISS J. Tatum 7' driving floating Shot,[1628369],1610612738.0,BOS,driving floating,,,Tatum,J. Tatum,,,,,7.41,Missed,,,,,,,,,,,,,,,,,,,
410,PT05M39.00S,2021-02-27T02:16:55.2Z,3,REGULAR,rebound,defensive,[],1627734,,,1610612754,77,72,2021-02-27T02:16:58Z,3980000,,,0,,D. Sabonis REBOUND (Off:0 Def:2),[1627734],1610612754.0,IND,,,,Sabonis,D. Sabonis,,,,,,,,,409.0,2.0,2.0,0.0,,,,,,,,,,,,,
411,PT05M34.00S,2021-02-27T02:17:00.6Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],203926,69.07030223390277,79.97089460784314,1610612754,77,72,2021-02-27T02:17:09Z,3990000,150.0,238.0,1,right,MISS D. McDermott 28' running pullup 3PT,[203926],1610612754.0,IND,running pullup,,,McDermott,D. McDermott,,,,,28.14,Missed,,,,,,,,,,,,,,,,,,,
412,PT05M31.00S,2021-02-27T02:17:03.6Z,3,REGULAR,rebound,defensive,[],1627759,,,1610612738,77,72,2021-02-27T02:17:09Z,4000000,,,0,,J. Brown REBOUND (Off:0 Def:4),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,411.0,4.0,4.0,0.0,,,,,,,,,,,,,
431,PT05M16.00S,2021-02-27T02:17:09.5Z,3,REGULAR,turnover,bad pass,[],1627759,,,1610612738,77,72,2021-02-27T02:20:33Z,4005000,,,0,,J. Brown bad pass TURNOVER (2 TO),"[1627759, 1626167]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,2.0,,,,,,Turner,1626167.0
432,PT05M16.00S,2021-02-27T02:17:09.5Z,3,REGULAR,steal,,[],1626167,,,1610612754,77,72,2021-02-27T02:20:33Z,4007500,,,0,,M. Turner STEAL (1 STL),[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,,,,,,,,,,,,,,,,,,,,,
415,PT05M11.00S,2021-02-27T02:17:24.0Z,3,REGULAR,3pt,Jump Shot,"['fastbreak', 'fromturnover']",203200,74.19513797634691,14.529718137254902,1610612754,77,72,2021-02-27T02:21:02Z,4030000,-177.0,190.0,1,right,MISS J. Holiday 26' 3PT,[203200],1610612754.0,IND,,,,Holiday,J. Holiday,,,,,26.0,Missed,,,,,,,,,,,,,,,,,,,
416,PT05M08.00S,2021-02-27T02:17:27.0Z,3,REGULAR,rebound,defensive,[],1628464,,,1610612738,77,72,2021-02-27T02:17:29Z,4040000,,,0,,D. Theis REBOUND (Off:0 Def:3),[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,415.0,3.0,3.0,0.0,,,,,,,,,,,,,
417,PT04M58.00S,2021-02-27T02:17:37.7Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202684,12.87779237844941,45.400582107843135,1610612738,79,72,2021-02-27T02:20:18Z,4050000,23.0,69.0,1,left,T. Thompson 7' turnaround Jump Shot (6 PTS),[202684],1610612738.0,BOS,turnaround,,,Thompson,T. Thompson,,,,,7.24,Made,,,,,,,,6.0,,,,,,,,,,,
418,PT04M31.00S,2021-02-27T02:18:05.1Z,3,REGULAR,foul,personal,['2freethrow'],202684,,,1610612754,79,72,2021-02-27T02:18:14Z,4060000,,,0,,T. Thompson shooting personal FOUL (2 PF) (Sabonis 2 FT),"[202684, 1627734]",1610612738.0,BOS,shooting,,,Thompson,T. Thompson,,,,,,,,,,,,,1626302.0,,,,,,2.0,0.0,Sabonis,1627734.0,,,
420,PT04M31.00S,2021-02-27T02:18:35.8Z,3,REGULAR,freethrow,1 of 2,[],1627734,,,1610612754,79,73,2021-02-27T02:18:35Z,4080000,,,0,,D. Sabonis Free Throw 1 of 2 (9 PTS),[1627734],1610612754.0,IND,,,,Sabonis,D. Sabonis,,,,,,Made,,,,,,,,9.0,,,,,,,,,,,
421,PT04M31.00S,2021-02-27T02:18:36.3Z,3,REGULAR,substitution,out,[],1628369,,,1610612754,79,73,2021-02-27T02:18:40Z,4090000,,,0,,SUB out: J. Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,
422,PT04M31.00S,2021-02-27T02:18:36.3Z,3,REGULAR,substitution,out,[],203926,,,1610612754,79,73,2021-02-27T02:18:40Z,4100000,,,0,,SUB out: D. McDermott,[203926],1610612754.0,IND,,,,McDermott,D. McDermott,,,,,,,,,,,,,,,,,,,,,,,,,
423,PT04M31.00S,2021-02-27T02:18:36.3Z,3,REGULAR,substitution,in,[],1630202,,,1610612754,79,73,2021-02-27T02:18:40Z,4110000,,,0,,SUB in: P. Pritchard,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,,,,,,,,
424,PT04M31.00S,2021-02-27T02:18:36.3Z,3,REGULAR,substitution,in,[],204456,,,1610612754,79,73,2021-02-27T02:18:40Z,4120000,,,0,,SUB in: T. McConnell,[204456],1610612754.0,IND,,,,McConnell,T. McConnell,,,,,,,,,,,,,,,,,,,,,,,,,
425,PT04M31.00S,2021-02-27T02:18:58.6Z,3,REGULAR,freethrow,2 of 2,[],1627734,,,1610612754,79,74,2021-02-27T02:18:58Z,4130000,,,0,,D. Sabonis Free Throw 2 of 2 (10 PTS),[1627734],1610612754.0,IND,,,,Sabonis,D. Sabonis,,,,,,Made,,,,,,,,10.0,,,,,,,,,,,
426,PT04M14.00S,2021-02-27T02:19:20.6Z,3,REGULAR,2pt,Jump Shot,[],1627759,25.18068331143233,74.08854166666666,1610612738,79,74,2021-02-27T02:21:58Z,4140000,-120.0,184.0,1,left,MISS J. Brown 22' pullup Shot,[1627759],1610612738.0,BOS,pullup,,,Brown,J. Brown,,,,,22.01,Missed,,,,,,,,,,,,,,,,,,,
427,PT04M11.00S,2021-02-27T02:19:23.6Z,3,REGULAR,rebound,defensive,[],1627734,,,1610612754,79,74,2021-02-27T02:19:30Z,4150000,,,0,,D. Sabonis REBOUND (Off:0 Def:3),[1627734],1610612754.0,IND,,,,Sabonis,D. Sabonis,,,,,,,,,426.0,3.0,3.0,0.0,,,,,,,,,,,,,
428,PT03M48.00S,2021-02-27T02:19:46.0Z,3,REGULAR,3pt,Jump Shot,[],203200,92.59198423127464,3.7454044117647056,1610612754,79,77,2021-02-27T02:19:51Z,4160000,-231.0,17.0,1,right,J. Holiday 3PT  (17 PTS) (D. Sabonis 9 AST),"[203200, 1627734]",1610612754.0,IND,,,,Holiday,J. Holiday,,,,,23.19,Made,,,,,,,,17.0,D. Sabonis,1627734.0,9.0,,,,,,,,
430,PT03M46.00S,2021-02-27T02:19:53.4Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612738,79,77,2021-02-27T02:19:53Z,4180000,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
433,PT03M46.00S,2021-02-27T02:22:30.1Z,3,REGULAR,substitution,out,[],202684,,,1610612738,79,77,2021-02-27T02:22:59Z,4190000,,,0,,SUB out: T. Thompson,[202684],1610612738.0,BOS,,,,Thompson,T. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,
434,PT03M46.00S,2021-02-27T02:22:30.1Z,3,REGULAR,substitution,out,[],1626167,,,1610612738,79,77,2021-02-27T02:22:59Z,4200000,,,0,,SUB out: M. Turner,[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,,,,,,,,,,,,,,,,,,,,,
435,PT03M46.00S,2021-02-27T02:22:30.1Z,3,REGULAR,substitution,in,[],1629057,,,1610612738,79,77,2021-02-27T02:22:59Z,4210000,,,0,,SUB in: R. Williams III,[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,,
436,PT03M46.00S,2021-02-27T02:22:30.1Z,3,REGULAR,substitution,in,[],203087,,,1610612738,79,77,2021-02-27T02:22:59Z,4220000,,,0,,SUB in: J. Lamb,[203087],1610612754.0,IND,,,,Lamb,J. Lamb,,,,,,,,,,,,,,,,,,,,,,,,,
437,PT03M30.00S,2021-02-27T02:23:30.5Z,3,REGULAR,3pt,Jump Shot,[],202689,25.969119579500656,16.980698529411764,1610612738,82,77,2021-02-27T02:23:35Z,4230000,165.0,192.0,1,left,K. Walker 25' 3PT pullup (24 PTS) (R. Williams III 3 AST),"[202689, 1629057]",1610612738.0,BOS,pullup,,,Walker,K. Walker,,,,,25.29,Made,,,,,,,,24.0,R. Williams III,1629057.0,3.0,,,,,,,,
439,PT03M03.00S,2021-02-27T02:23:57.3Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],204456,91.5407358738502,49.333639705882355,1610612754,82,77,2021-02-27T02:24:04Z,4250000,-3.0,27.0,1,right,MISS T. McConnell driving finger roll Layup,[204456],1610612754.0,IND,driving finger roll,,,McConnell,T. McConnell,,,,,2.72,Missed,,,,,,,,,,,,,,,,,,,
440,PT03M02.00S,2021-02-27T02:23:59.4Z,3,REGULAR,rebound,offensive,[],1627734,,,1610612754,82,77,2021-02-27T02:23:59Z,4260000,,,0,,D. Sabonis REBOUND (Off:1 Def:3),[1627734],1610612754.0,IND,,,,Sabonis,D. Sabonis,,,,,,,,,439.0,4.0,3.0,1.0,,,,,,,,,,,,,
441,PT03M02.00S,2021-02-27T02:24:00.1Z,3,REGULAR,foul,personal,['2freethrow'],1627759,,,1610612754,82,77,2021-02-27T02:24:11Z,4270000,,,0,,J. Brown shooting personal FOUL (2 PF) (Sabonis 2 FT),"[1627759, 1627734]",1610612738.0,BOS,shooting,,,Brown,J. Brown,,,,,,,,,,,,,1626302.0,,,,,,2.0,0.0,Sabonis,1627734.0,,,
443,PT03M02.00S,2021-02-27T02:24:33.5Z,3,REGULAR,freethrow,1 of 2,['2ndchance'],1627734,,,1610612754,82,77,2021-02-27T02:24:33Z,4290000,,,0,,MISS D. Sabonis Free Throw 1 of 2,[1627734],1610612754.0,IND,,,,Sabonis,D. Sabonis,,,,,,Missed,,,,,,,,,,,,,,,,,,,
444,PT03M02.00S,2021-02-27T02:24:33.5Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612754,82,77,2021-02-27T02:24:33Z,4300000,,,0,,TEAM offensive REBOUND,[],1610612754.0,IND,,,,,,,,,,,,,,443.0,,,,,,,,,,,,,,,,
445,PT03M02.00S,2021-02-27T02:24:34.2Z,3,REGULAR,substitution,out,[],202689,,,1610612754,82,77,2021-02-27T02:24:38Z,4310000,,,0,,SUB out: K. Walker,[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,,,,,,,,,,,,,,,,,,,
446,PT03M02.00S,2021-02-27T02:24:34.2Z,3,REGULAR,substitution,out,[],1628464,,,1610612754,82,77,2021-02-27T02:24:38Z,4320000,,,0,,SUB out: D. Theis,[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,,,,,,,,,,,,,,,
447,PT03M02.00S,2021-02-27T02:24:34.2Z,3,REGULAR,substitution,in,[],201952,,,1610612754,82,77,2021-02-27T02:24:38Z,4330000,,,0,,SUB in: J. Teague,[201952],1610612738.0,BOS,,,,Teague,J. Teague,,,,,,,,,,,,,,,,,,,,,,,,,
448,PT03M02.00S,2021-02-27T02:24:34.2Z,3,REGULAR,substitution,in,[],1628369,,,1610612754,82,77,2021-02-27T02:24:38Z,4340000,,,0,,SUB in: J. Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,
449,PT03M02.00S,2021-02-27T02:24:54.7Z,3,REGULAR,freethrow,2 of 2,['2ndchance'],1627734,,,1610612754,82,78,2021-02-27T02:24:54Z,4350000,,,0,,D. Sabonis Free Throw 2 of 2 (11 PTS),[1627734],1610612754.0,IND,,,,Sabonis,D. Sabonis,,,,,,Made,,,,,,,,11.0,,,,,,,,,,,
450,PT02M42.00S,2021-02-27T02:25:17.0Z,3,REGULAR,2pt,Jump Shot,[],1628369,8.623521681997373,75.3140318627451,1610612738,84,78,2021-02-27T02:26:28Z,4360000,-127.0,29.0,1,left,J. Tatum 12' turnaround fadeaway Jump Shot (4 PTS),[1628369],1610612738.0,BOS,turnaround fadeaway,,,Tatum,J. Tatum,,,,,12.98,Made,,,,,,,,4.0,,,,,,,,,,,
451,PT02M31.00S,2021-02-27T02:25:27.9Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1627734,91.01511169513797,49.08854166666667,1610612754,84,80,2021-02-27T02:25:32Z,4370000,-5.0,32.0,1,right,D. Sabonis cutting DUNK (13 PTS) (M. Brogdon 4 AST),"[1627734, 1627763]",1610612754.0,IND,cutting,,,Sabonis,D. Sabonis,,,,,3.23,Made,,,,,,,,13.0,M. Brogdon,1627763.0,4.0,,,,,,,,
453,PT02M18.00S,2021-02-27T02:25:42.4Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629057,6.1268068331143235,50.06893382352941,1610612738,86,80,2021-02-27T02:25:51Z,4390000,0.0,5.0,1,left,R. Williams III alley-oop Layup (10 PTS) (J. Teague 1 AST),"[1629057, 201952]",1610612738.0,BOS,alley-oop,,,Williams III,R. Williams III,,,,,0.51,Made,,,,,,,,10.0,J. Teague,201952.0,1.0,,,,,,,,
455,PT02M18.00S,2021-02-27T02:25:46.4Z,3,REGULAR,foul,personal,['1freethrow'],1627734,,,1610612738,86,80,2021-02-27T02:25:52Z,4410000,,,0,,D. Sabonis shooting personal FOUL (3 PF) (Williams III 1 FT),"[1627734, 1629057]",1610612754.0,IND,shooting,,,Sabonis,D. Sabonis,,,,,,,,,,,,,1626302.0,,,,,,3.0,0.0,Williams III,1629057.0,,,
