actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,value
352,PT12M00.00S,2020-12-19T02:22:32.9Z,3,REGULAR,substitution,out,['startperiod'],201145,,,1610612751,44,62,2020-12-19T02:23:39Z,3420000,,,0,,SUB out: J. Green,[201145],1610612751.0,BKN,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,
353,PT12M00.00S,2020-12-19T02:22:32.9Z,3,REGULAR,substitution,in,['startperiod'],1629750,,,1610612751,44,62,2020-12-19T02:23:39Z,3430000,,,0,,SUB in: J. Green,[1629750],1610612738.0,BOS,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,
354,PT12M00.00S,2020-12-19T02:22:32.9Z,3,REGULAR,substitution,in,['startperiod'],201599,,,1610612751,44,62,2020-12-19T02:23:39Z,3440000,,,0,,SUB in: D. Jordan,[201599],1610612751.0,BKN,,,,Jordan,D. Jordan,,,,,,,,,,,,,,,,,,,,,,,,,
355,PT12M00.00S,2020-12-19T02:23:42.2Z,3,REGULAR,period,start,[],0,,,1610612738,44,62,2020-12-19T02:23:42Z,3450000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
356,PT11M42.00S,2020-12-19T02:23:59.2Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203935,6.1268068331143235,54.48069852941176,1610612738,46,62,2020-12-19T02:24:05Z,3460000,-22.0,5.0,1,left,M. Smart cutting Layup (7 PTS) (J. Tatum 3 AST),"[203935, 1628369]",1610612738.0,BOS,cutting,,,Smart,M. Smart,,,,,,,,2.3,Made,,,,,7.0,,,,,,J. Tatum,1628369.0,3.0,,,
358,PT11M26.00S,2020-12-19T02:24:15.4Z,3,REGULAR,turnover,bad pass,[],203925,,,1610612751,46,62,2020-12-19T02:24:19Z,3480000,,,0,,J. Harris bad pass TURNOVER (1 TO),"[203925, 203935]",1610612751.0,BKN,,,,Harris,J. Harris,,,,,1.0,Smart,203935.0,,,,,,,,,,,,,,,,,,
359,PT11M26.00S,2020-12-19T02:24:15.4Z,3,REGULAR,steal,,[],203935,,,1610612738,46,62,2020-12-19T02:24:16Z,3490000,,,0,,M. Smart STEAL (1 STL),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,,
360,PT11M16.00S,2020-12-19T02:24:25.5Z,3,REGULAR,turnover,bad pass,[],203935,,,1610612738,46,62,2020-12-19T02:24:32Z,3500000,,,0,,M. Smart bad pass TURNOVER (3 TO),"[203935, 203915]",1610612738.0,BOS,,,,Smart,M. Smart,,,,,3.0,Dinwiddie,203915.0,,,,,,,,,,,,,,,,,,
361,PT11M16.00S,2020-12-19T02:24:25.5Z,3,REGULAR,steal,,[],203915,,,1610612751,46,62,2020-12-19T02:24:29Z,3510000,,,0,,S. Dinwiddie STEAL (2 STL),[203915],1610612751.0,BKN,,,,Dinwiddie,S. Dinwiddie,,,,,,,,,,,,,,,,,,,,,,,,,
362,PT11M11.00S,2020-12-19T02:24:30.0Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],202681,67.09921156373193,74.08854166666666,1610612751,46,62,2020-12-19T02:24:38Z,3520000,120.0,257.0,1,right,MISS K. Irving 28' 3PT,[202681],1610612751.0,BKN,,,,Irving,K. Irving,,,,,,,,28.36,Missed,,,,,,,,,,,,,,,,
363,PT11M08.00S,2020-12-19T02:24:33.0Z,3,REGULAR,rebound,offensive,[],201599,,,1610612751,46,62,2020-12-19T02:24:38Z,3530000,,,0,,D. Jordan REBOUND (Off:2 Def:2),[201599],1610612751.0,BKN,,,,Jordan,D. Jordan,,,,,,,,,,362.0,4.0,2.0,2.0,,,,,,,,,,,,
365,PT11M07.00S,2020-12-19T02:24:35.9Z,3,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",202681,62.89421813403416,68.45128676470588,1610612751,46,65,2020-12-19T02:24:53Z,3550000,92.0,296.0,1,right,K. Irving 31' 3PT  (12 PTS) (D. Jordan 4 AST),"[202681, 201599]",1610612751.0,BKN,,,,Irving,K. Irving,,,,,,,,31.03,Made,,,,,12.0,,,,,,D. Jordan,201599.0,4.0,,,
367,PT10M58.00S,2020-12-19T02:24:46.8Z,3,REGULAR,foul,personal,['2freethrow'],201599,,,1610612738,46,65,2020-12-19T02:24:56Z,3570000,,,0,,D. Jordan shooting personal FOUL (3 PF) (Tatum 2 FT),"[201599, 1628369]",1610612751.0,BKN,shooting,,,Jordan,D. Jordan,,,,,,,,,,,,,,,202041.0,3.0,0.0,Tatum,1628369.0,,,,,,
369,PT10M58.00S,2020-12-19T02:25:11.2Z,3,REGULAR,freethrow,1 of 2,[],1628369,,,1610612738,46,65,2020-12-19T02:25:11Z,3590000,,,0,,MISS J. Tatum Free Throw 1 of 2,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,Missed,,,,,,,,,,,,,,,,
370,PT10M58.00S,2020-12-19T02:25:11.2Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612738,46,65,2020-12-19T02:25:11Z,3600000,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,,369.0,,,,,,,,,,,,,,,
371,PT10M58.00S,2020-12-19T02:25:24.7Z,3,REGULAR,freethrow,2 of 2,[],1628369,,,1610612738,47,65,2020-12-19T02:25:24Z,3610000,,,0,,J. Tatum Free Throw 2 of 2 (16 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,Made,,,,,16.0,,,,,,,,,,,
372,PT10M47.00S,2020-12-19T02:25:38.2Z,3,REGULAR,2pt,Jump Shot,[],201142,71.30420499342969,35.60814950980392,1610612751,47,65,2020-12-19T02:25:44Z,3620000,-72.0,217.0,1,right,MISS K. Durant 22' pullup Shot,[201142],1610612751.0,BKN,pullup,,,Durant,K. Durant,,,,,,,,22.88,Missed,,,,,,,,,,,,,,,,
373,PT10M44.00S,2020-12-19T02:25:41.2Z,3,REGULAR,rebound,defensive,[],203935,,,1610612738,47,65,2020-12-19T02:25:44Z,3630000,,,0,,M. Smart REBOUND (Off:0 Def:2),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,372.0,2.0,2.0,0.0,,,,,,,,,,,,
374,PT10M31.00S,2020-12-19T02:25:53.7Z,3,REGULAR,3pt,Jump Shot,[],1627759,6.258212877792378,97.37285539215686,1610612738,50,65,2020-12-19T02:25:58Z,3640000,-237.0,6.0,1,left,J. Brown 3PT  (11 PTS),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,23.7,Made,,,,,11.0,,,,,,,,,,,
375,PT10M15.00S,2020-12-19T02:26:09.3Z,3,REGULAR,3pt,Jump Shot,[],203915,87.33574244415243,3.7454044117647056,1610612751,50,65,2020-12-19T02:26:15Z,3650000,-231.0,67.0,1,right,MISS S. Dinwiddie 24' 3PT,[203915],1610612751.0,BKN,,,,Dinwiddie,S. Dinwiddie,,,,,,,,24.07,Missed,,,,,,,,,,,,,,,,
376,PT10M13.00S,2020-12-19T02:26:11.3Z,3,REGULAR,rebound,defensive,[],1627759,,,1610612738,50,65,2020-12-19T02:26:15Z,3660000,,,0,,J. Brown REBOUND (Off:1 Def:3),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,375.0,4.0,3.0,1.0,,,,,,,,,,,,
377,PT10M07.00S,2020-12-19T02:26:17.5Z,3,REGULAR,3pt,Jump Shot,[],1628369,32.40801576872536,57.421875,1610612738,53,65,2020-12-19T02:26:30Z,3670000,-37.0,252.0,1,left,J. Tatum 25' 3PT pullup (19 PTS),[1628369],1610612738.0,BOS,pullup,,,Tatum,J. Tatum,,,,,,,,25.48,Made,,,,,19.0,,,,,,,,,,,
378,PT09M55.00S,2020-12-19T02:26:29.1Z,3,REGULAR,2pt,Jump Shot,[],203925,70.77858081471747,54.72579656862745,1610612751,53,65,2020-12-19T02:26:34Z,3680000,24.0,222.0,1,right,MISS J. Harris 22' Jump Shot,[203925],1610612751.0,BKN,,,,Harris,J. Harris,,,,,,,,22.34,Missed,,,,,,,,,,,,,,,,
379,PT09M53.00S,2020-12-19T02:26:31.1Z,3,REGULAR,rebound,defensive,[],1628369,,,1610612738,53,65,2020-12-19T02:26:34Z,3690000,,,0,,J. Tatum REBOUND (Off:0 Def:7),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,378.0,7.0,7.0,0.0,,,,,,,,,,,,
380,PT09M47.00S,2020-12-19T02:26:38.5Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628369,13.091327201051248,41.24540441176471,1610612738,53,65,2020-12-19T03:26:08Z,3700000,44.0,71.0,1,left,MISS J. Tatum 8' driving Layup,[1628369],1610612738.0,BOS,driving,,,Tatum,J. Tatum,,,,,,,,8.31,Missed,,,,,,,,,,,,,,,,
381,PT09M47.00S,2020-12-19T02:26:38.5Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612751,53,65,2020-12-19T02:26:47Z,3710000,,,0,,TEAM defensive REBOUND,[],1610612751.0,BKN,,,,,,,,,,,,,,,380.0,,,,,,,,,,,,,,,
382,PT09M47.00S,2020-12-19T02:26:45.7Z,3,REGULAR,foul,personal,[],1628464,,,1610612751,53,65,2020-12-19T02:26:53Z,3720000,,,0,,D. Theis loose ball personal FOUL (4 PF),"[1628464, 201599]",1610612738.0,BOS,loose ball,,,Theis,D. Theis,,,,,,,,,,,,,,,1626301.0,4.0,0.0,Jordan,201599.0,,,,,,
384,PT09M38.00S,2020-12-19T02:27:07.2Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203915,91.40932982917214,59.62775735294118,1610612751,53,65,2020-12-19T02:27:13Z,3740000,48.0,28.0,1,right,MISS S. Dinwiddie driving Layup - blocked,"[203915, 1628369]",1610612751.0,BKN,driving,,,Dinwiddie,S. Dinwiddie,,,,,,,,5.58,Missed,,,,,,,,,,,,,,Tatum,1628369.0,
385,PT09M38.00S,2020-12-19T02:27:07.2Z,3,REGULAR,block,,[],1628369,,,1610612751,53,65,2020-12-19T02:27:09Z,3750000,,,0,,J. Tatum BLOCK (1 BLK),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,
386,PT09M35.00S,2020-12-19T02:27:10.2Z,3,REGULAR,rebound,defensive,[],1628464,,,1610612738,53,65,2020-12-19T02:27:13Z,3760000,,,0,,D. Theis REBOUND (Off:1 Def:5),[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,384.0,6.0,5.0,1.0,,,,,,,,,,,,
387,PT09M31.00S,2020-12-19T02:27:15.0Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1627759,10.463206307490145,44.43167892156863,1610612738,55,65,2020-12-19T02:27:29Z,3770000,28.0,46.0,1,left,J. Brown driving Layup (13 PTS) (M. Smart 3 AST),"[1627759, 203935]",1610612738.0,BOS,driving,,,Brown,J. Brown,,,,,,,,5.37,Made,,,,,13.0,,,,,,M. Smart,203935.0,3.0,,,
389,PT09M31.00S,2020-12-19T02:27:20.0Z,3,REGULAR,foul,personal,['1freethrow'],201142,,,1610612738,55,65,2020-12-19T02:27:27Z,3790000,,,0,,K. Durant shooting personal FOUL (2 PF) (Brown 1 FT),"[201142, 1627759]",1610612751.0,BKN,shooting,,,Durant,K. Durant,,,,,,,,,,,,,,,1626301.0,2.0,0.0,Brown,1627759.0,,,,,,
391,PT09M31.00S,2020-12-19T02:27:45.3Z,3,REGULAR,freethrow,1 of 1,[],1627759,,,1610612738,56,65,2020-12-19T02:27:45Z,3810000,,,0,,J. Brown Free Throw 1 of 1 (14 PTS),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,Made,,,,,14.0,,,,,,,,,,,
392,PT09M12.00S,2020-12-19T02:28:06.9Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],202681,89.96386333771353,55.70618872549019,1610612751,56,67,2020-12-19T02:28:12Z,3820000,29.0,42.0,1,right,K. Irving driving Layup (14 PTS),[202681],1610612751.0,BKN,driving,,,Irving,K. Irving,,,,,,,,5.06,Made,,,,,14.0,,,,,,,,,,,
393,PT08M57.00S,2020-12-19T02:28:21.1Z,3,REGULAR,3pt,Jump Shot,[],1628369,21.50131406044678,7.912071078431373,1610612738,56,67,2020-12-19T02:28:27Z,3830000,210.0,150.0,1,left,MISS J. Tatum 25' bank 3PT,[1628369],1610612738.0,BOS,bank,,,Tatum,J. Tatum,,,,,,,,25.82,Missed,,,,,,,,,,,,,,,,
394,PT08M55.00S,2020-12-19T02:28:23.1Z,3,REGULAR,rebound,defensive,[],203925,,,1610612751,56,67,2020-12-19T02:28:27Z,3840000,,,0,,J. Harris REBOUND (Off:0 Def:3),[203925],1610612751.0,BKN,,,,Harris,J. Harris,,,,,,,,,,393.0,3.0,3.0,0.0,,,,,,,,,,,,
395,PT08M49.00S,2020-12-19T02:28:30.1Z,3,REGULAR,3pt,Jump Shot,[],201142,90.88370565045992,4.970894607843137,1610612751,56,67,2020-12-19T02:28:40Z,3850000,-225.0,33.0,1,right,MISS K. Durant 3PT,[201142],1610612751.0,BKN,,,,Durant,K. Durant,,,,,,,,22.75,Missed,,,,,,,,,,,,,,,,
396,PT08M41.00S,2020-12-19T02:28:38.1Z,3,REGULAR,rebound,offensive,[],203915,,,1610612751,56,67,2020-12-19T02:28:40Z,3860000,,,0,,S. Dinwiddie REBOUND (Off:1 Def:2),[203915],1610612751.0,BKN,,,,Dinwiddie,S. Dinwiddie,,,,,,,,,,395.0,3.0,2.0,1.0,,,,,,,,,,,,
397,PT08M40.00S,2020-12-19T02:28:38.7Z,3,REGULAR,turnover,lost ball,[],203915,,,1610612751,56,67,2020-12-19T02:28:46Z,3870000,,,0,,S. Dinwiddie lost ball TURNOVER (2 TO),"[203915, 1629750]",1610612751.0,BKN,,,,Dinwiddie,S. Dinwiddie,,,,,2.0,Green,1629750.0,,,,,,,,,,,,,,,,,,
398,PT08M40.00S,2020-12-19T02:28:38.7Z,3,REGULAR,steal,,[],1629750,,,1610612738,56,67,2020-12-19T02:28:40Z,3880000,,,0,,J. Green STEAL (1 STL),[1629750],1610612738.0,BOS,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,
399,PT08M37.00S,2020-12-19T02:28:41.9Z,3,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1628464,27.283180026281208,20.166973039215684,1610612738,56,67,2020-12-19T02:28:52Z,3890000,149.0,204.0,1,left,MISS D. Theis 25' 3PT,[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,25.27,Missed,,,,,,,,,,,,,,,,
400,PT08M34.00S,2020-12-19T02:28:44.1Z,3,REGULAR,rebound,offensive,[],1629750,,,1610612738,56,67,2020-12-19T02:28:44Z,3900000,,,0,,J. Green REBOUND (Off:3 Def:1),[1629750],1610612738.0,BOS,,,,Green,J. Green,,,,,,,,,,399.0,4.0,1.0,3.0,,,,,,,,,,,,
401,PT08M32.00S,2020-12-19T02:28:46.1Z,3,REGULAR,turnover,lost ball,[],1628464,,,1610612738,56,67,2020-12-19T02:41:28Z,3910000,,,0,,D. Theis lost ball TURNOVER (2 TO),"[1628464, 201599]",1610612738.0,BOS,,,,Theis,D. Theis,,,,,2.0,Jordan,201599.0,,,,,,,,,,,,,,,,,,
402,PT08M32.00S,2020-12-19T02:28:46.1Z,3,REGULAR,steal,,[],201599,,,1610612751,56,67,2020-12-19T02:28:50Z,3920000,,,0,,D. Jordan STEAL (2 STL),[201599],1610612751.0,BKN,,,,Jordan,D. Jordan,,,,,,,,,,,,,,,,,,,,,,,,,
403,PT08M21.00S,2020-12-19T02:28:57.8Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",203925,91.93495400788436,52.27481617647059,1610612751,56,69,2020-12-19T02:29:04Z,3930000,11.0,23.0,1,right,J. Harris cutting Layup (14 PTS) (K. Durant 2 AST),"[203925, 201142]",1610612751.0,BKN,cutting,,,Harris,J. Harris,,,,,,,,2.59,Made,,,,,14.0,,,,,,K. Durant,201142.0,2.0,,,
405,PT08M05.00S,2020-12-19T02:29:13.7Z,3,REGULAR,turnover,lost ball,[],1627759,,,1610612738,56,69,2020-12-19T02:29:19Z,3950000,,,0,,J. Brown lost ball TURNOVER (1 TO),"[1627759, 202681]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,1.0,Irving,202681.0,,,,,,,,,,,,,,,,,,
406,PT08M05.00S,2020-12-19T02:29:13.7Z,3,REGULAR,steal,,[],202681,,,1610612751,56,69,2020-12-19T02:29:16Z,3960000,,,0,,K. Irving STEAL (2 STL),[202681],1610612751.0,BKN,,,,Irving,K. Irving,,,,,,,,,,,,,,,,,,,,,,,,,
407,PT08M00.00S,2020-12-19T02:29:18.7Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",203915,91.5407358738502,58.15716911764706,1610612751,56,69,2020-12-19T02:29:30Z,3970000,41.0,27.0,1,right,MISS S. Dinwiddie Layup - blocked,"[203915, 203935]",1610612751.0,BKN,,,,Dinwiddie,S. Dinwiddie,,,,,,,,4.89,Missed,,,,,,,,,,,,,,Smart,203935.0,
408,PT08M00.00S,2020-12-19T02:29:18.7Z,3,REGULAR,block,,[],203935,,,1610612751,56,69,2020-12-19T02:29:24Z,3980000,,,0,,M. Smart BLOCK (1 BLK),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,,
409,PT08M00.00S,2020-12-19T02:29:18.7Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612751,56,69,2020-12-19T02:29:30Z,3990000,,,0,,TEAM offensive REBOUND,[],1610612751.0,BKN,,,,,,,,,,,,,,,407.0,,,,,,,,,,,,,,,
410,PT08M00.00S,2020-12-19T02:29:37.3Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612751,56,69,2020-12-19T02:29:37Z,4000000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
411,PT08M00.00S,2020-12-19T02:29:45.8Z,3,REGULAR,foul,personal,['1freethrow'],1628369,,,1610612751,56,69,2020-12-19T02:30:20Z,4010000,,,0,,J. Tatum away-from-play personal FOUL (1 PF) (Dinwiddie 1 FT),"[1628369, 203915]",1610612738.0,BOS,away-from-play,,,Tatum,J. Tatum,,,,,,,,,,,,,,,202041.0,1.0,0.0,Dinwiddie,203915.0,,,,,,
413,PT08M00.00S,2020-12-19T02:30:06.2Z,3,REGULAR,freethrow,1 of 1,"['fromturnover', '2ndchance']",201142,,,1610612751,56,69,2020-12-19T02:30:06Z,4030000,,,0,,MISS K. Durant away-from-play Free Throw 1 of 1,[201142],1610612751.0,BKN,away-from-play,,,Durant,K. Durant,,,,,,,,,Missed,,,,,,,,,,,,,,,,
414,PT08M00.00S,2020-12-19T02:30:06.2Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612751,56,69,2020-12-19T02:30:17Z,4040000,,,0,,TEAM offensive REBOUND,[],1610612751.0,BKN,,,,,,,,,,,,,,,413.0,,,,,,,,,,,,,,,
415,PT07M56.00S,2020-12-19T02:30:23.6Z,3,REGULAR,2pt,Jump Shot,"['fromturnover', '2ndchance']",201142,89.96386333771353,77.0297181372549,1610612751,56,69,2020-12-19T02:30:33Z,4050000,135.0,42.0,1,right,MISS K. Durant 14' Jump Shot,[201142],1610612751.0,BKN,,,,Durant,K. Durant,,,,,,,,14.14,Missed,,,,,,,,,,,,,,,,
416,PT07M53.00S,2020-12-19T02:30:26.6Z,3,REGULAR,rebound,defensive,[],1628369,,,1610612738,56,69,2020-12-19T02:30:33Z,4060000,,,0,,J. Tatum REBOUND (Off:0 Def:8),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,415.0,8.0,8.0,0.0,,,,,,,,,,,,
417,PT07M45.00S,2020-12-19T02:30:34.9Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628464,9.674770039421814,45.166973039215684,1610612738,56,69,2020-12-19T02:30:41Z,4070000,24.0,38.0,1,left,MISS D. Theis Layup - blocked,"[1628464, 201142]",1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,4.54,Missed,,,,,,,,,,,,,,Durant,201142.0,
418,PT07M45.00S,2020-12-19T02:30:34.9Z,3,REGULAR,block,,[],201142,,,1610612738,56,69,2020-12-19T02:30:36Z,4080000,,,0,,K. Durant BLOCK (2 BLK),[201142],1610612751.0,BKN,,,,Durant,K. Durant,,,,,,,,,,,,,,,,,,,,,,,,,
419,PT07M40.00S,2020-12-19T02:30:39.9Z,3,REGULAR,rebound,defensive,[],203925,,,1610612751,56,69,2020-12-19T02:30:41Z,4090000,,,0,,J. Harris REBOUND (Off:0 Def:4),[203925],1610612751.0,BKN,,,,Harris,J. Harris,,,,,,,,,,417.0,4.0,4.0,0.0,,,,,,,,,,,,
420,PT07M39.00S,2020-12-19T02:30:44.1Z,3,REGULAR,foul,personal,[],203935,,,1610612751,56,69,2020-12-19T02:30:59Z,4100000,,,0,,M. Smart personal FOUL (2 PF),"[203935, 201599]",1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,202041.0,2.0,0.0,Jordan,201599.0,,,,,,
422,PT07M33.00S,2020-12-19T02:31:04.9Z,3,REGULAR,3pt,Jump Shot,[],202681,68.67608409986859,25.314031862745097,1610612751,56,72,2020-12-19T02:31:11Z,4120000,-123.0,242.0,1,right,K. Irving 27' 3PT  (17 PTS) (D. Jordan 5 AST),"[202681, 201599]",1610612751.0,BKN,,,,Irving,K. Irving,,,,,,,,27.16,Made,,,,,17.0,,,,,,D. Jordan,201599.0,5.0,,,
424,PT07M32.00S,2020-12-19T02:31:11.7Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612738,56,72,2020-12-19T02:31:11Z,4140000,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
425,PT07M32.00S,2020-12-19T02:33:27.5Z,3,REGULAR,substitution,out,[],1628464,,,1610612738,56,72,2020-12-19T02:34:05Z,4150000,,,0,,SUB out: D. Theis,[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,,,,,,,,,,,,,,,
426,PT07M32.00S,2020-12-19T02:33:27.5Z,3,REGULAR,substitution,out,[],1629750,,,1610612738,56,72,2020-12-19T02:34:05Z,4160000,,,0,,SUB out: J. Green,[1629750],1610612738.0,BOS,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,
427,PT07M32.00S,2020-12-19T02:33:27.5Z,3,REGULAR,substitution,in,[],1629684,,,1610612738,56,72,2020-12-19T02:34:05Z,4170000,,,0,,SUB in: G. Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
428,PT07M32.00S,2020-12-19T02:33:27.5Z,3,REGULAR,substitution,in,[],1629057,,,1610612738,56,72,2020-12-19T02:34:05Z,4180000,,,0,,SUB in: R. Williams III,[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,,
429,PT07M21.00S,2020-12-19T02:34:39.5Z,3,REGULAR,2pt,Jump Shot,[],1627759,21.107095926412615,32.91207107843137,1610612738,58,72,2020-12-19T02:34:45Z,4190000,85.0,146.0,1,left,J. Brown 16' Jump Shot (16 PTS),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,16.91,Made,,,,,16.0,,,,,,,,,,,
430,PT07M08.00S,2020-12-19T02:34:56.6Z,3,REGULAR,foul,offensive,[],202681,,,1610612751,58,72,2020-12-19T02:35:05Z,4200000,,,0,,K. Irving offensive FOUL (1 PF),"[202681, 1627759]",1610612751.0,BKN,,,,Irving,K. Irving,,,,,,,,,,,,,,,1626301.0,1.0,0.0,Brown,1627759.0,,,,,,
432,PT07M08.00S,2020-12-19T02:34:56.6Z,3,REGULAR,turnover,offensive foul,[],202681,,,1610612751,58,72,2020-12-19T02:34:56Z,4220000,,,0,,K. Irving offensive foul TURNOVER (4 TO),[202681],1610612751.0,BKN,,,,Irving,K. Irving,,,,,4.0,,,,,,,,,,1626301.0,,,,,,,,,,
433,PT06M51.00S,2020-12-19T02:35:23.1Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1629684,23.209592641261498,85.85324754901961,1610612738,58,72,2020-12-19T02:35:28Z,4230000,-179.0,166.0,1,left,MISS G. Williams 24' 3PT,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,24.41,Missed,,,,,,,,,,,,,,,,
434,PT06M48.00S,2020-12-19T02:35:26.1Z,3,REGULAR,rebound,defensive,[],202681,,,1610612751,58,72,2020-12-19T02:35:28Z,4240000,,,0,,K. Irving REBOUND (Off:0 Def:5),[202681],1610612751.0,BKN,,,,Irving,K. Irving,,,,,,,,,,433.0,5.0,5.0,0.0,,,,,,,,,,,,
435,PT06M41.00S,2020-12-19T02:35:33.0Z,3,REGULAR,3pt,Jump Shot,[],203925,70.64717477003943,80.21599264705883,1610612751,58,72,2020-12-19T02:35:38Z,4250000,151.0,223.0,1,right,MISS J. Harris 26' 3PT,[203925],1610612751.0,BKN,,,,Harris,J. Harris,,,,,,,,26.97,Missed,,,,,,,,,,,,,,,,
436,PT06M38.00S,2020-12-19T02:35:36.0Z,3,REGULAR,rebound,defensive,[],203935,,,1610612738,58,72,2020-12-19T02:35:38Z,4260000,,,0,,M. Smart REBOUND (Off:0 Def:3),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,435.0,3.0,3.0,0.0,,,,,,,,,,,,
437,PT06M32.00S,2020-12-19T02:35:42.0Z,3,REGULAR,3pt,Jump Shot,[],1628369,25.312089356110377,17.22579656862745,1610612738,58,72,2020-12-19T02:35:46Z,4270000,164.0,185.0,1,left,MISS J. Tatum 24' 3PT,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,24.75,Missed,,,,,,,,,,,,,,,,
438,PT06M30.00S,2020-12-19T02:35:44.0Z,3,REGULAR,rebound,defensive,[],202681,,,1610612751,58,72,2020-12-19T02:35:46Z,4280000,,,0,,K. Irving REBOUND (Off:0 Def:6),[202681],1610612751.0,BKN,,,,Irving,K. Irving,,,,,,,,,,437.0,6.0,6.0,0.0,,,,,,,,,,,,
439,PT06M15.00S,2020-12-19T02:35:58.1Z,3,REGULAR,2pt,Jump Shot,[],201142,74.98357424441524,58.15716911764706,1610612751,58,74,2020-12-19T02:36:04Z,4290000,41.0,183.0,1,right,K. Durant 18' pullup Jump Shot (16 PTS) (S. Dinwiddie 3 AST),"[201142, 203915]",1610612751.0,BKN,pullup,,,Durant,K. Durant,,,,,,,,18.72,Made,,,,,16.0,,,,,,S. Dinwiddie,203915.0,3.0,,,
