actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,value
180,PT11M47.00S,2021-04-27T23:41:26.3Z,2,REGULAR,turnover,out-of-bounds,[],203095,,,1610612738,24,29,2021-04-27T23:44:57Z,1780000,,,0,,E. Fournier bad pass out-of-bounds TURNOVER (1 TO),[203095],1610612738.0,BOS,bad pass,,,Fournier,E. Fournier,,,,,,,,,,,1.0,,,,,,,1627963.0,,,,,,,
181,PT11M37.00S,2021-04-27T23:41:46.3Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1629004,7.046649145860711,40.01991421568628,1610612760,24,29,2021-04-27T23:42:08Z,1790000,50.0,14.0,1,left,MISS S. Mykhailiuk driving finger roll Layup - blocked,"[1629004, 1628436]",1610612760.0,OKC,driving finger roll,,,Mykhailiuk,S. Mykhailiuk,,,,,5.17,Missed,,,,,,,,,,,,,,,,,Kornet,1628436.0,
182,PT11M37.00S,2021-04-27T23:41:46.3Z,2,REGULAR,block,,[],1628436,,,1610612760,24,29,2021-04-27T23:41:48Z,1800000,,,0,,L. Kornet BLOCK (1 BLK),[1628436],1610612738.0,BOS,,,,Kornet,L. Kornet,,,,,,,,,,,,,,,,,,,,,,,,,
183,PT11M35.00S,2021-04-27T23:41:48.3Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612760,24,29,2021-04-27T23:42:08Z,1810000,,,0,,TEAM offensive REBOUND,[],1610612760.0,OKC,,,,,,,,,,,,,,,,,,,181.0,,,,,,,,,,,
184,PT11M35.00S,2021-04-27T23:41:51.3Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612760,24,29,2021-04-27T23:41:51Z,1820000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
185,PT11M30.00S,2021-04-27T23:42:11.3Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1628396,9.937582128777924,41.490502450980394,1610612760,24,31,2021-04-27T23:42:18Z,1830000,43.0,41.0,1,left,T. Bradley cutting Layup (2 PTS) (S. Mykhailiuk 3 AST),"[1628396, 1629004]",1610612760.0,OKC,cutting,,,Bradley,T. Bradley,,,,,5.9,Made,2.0,S. Mykhailiuk,1629004.0,3.0,,,,,,,,,,,,,,,
187,PT11M17.00S,2021-04-27T23:42:24.1Z,2,REGULAR,turnover,bad pass,[],1630202,,,1610612738,24,31,2021-04-27T23:42:31Z,1850000,,,0,,P. Pritchard bad pass TURNOVER (2 TO),"[1630202, 1629004]",1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,2.0,Mykhailiuk,1629004.0,,,,,,,,,,,,
188,PT11M17.00S,2021-04-27T23:42:24.1Z,2,REGULAR,steal,,[],1629004,,,1610612760,24,31,2021-04-27T23:42:26Z,1860000,,,0,,S. Mykhailiuk STEAL (1 STL),[1629004],1610612760.0,OKC,,,,Mykhailiuk,S. Mykhailiuk,,,,,,,,,,,,,,,,,,,,,,,,,
189,PT11M10.00S,2021-04-27T23:42:31.0Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1629004,7.835085413929041,45.166973039215684,1610612760,24,31,2021-04-27T23:42:39Z,1870000,24.0,21.0,1,left,MISS S. Mykhailiuk Layup,[1629004],1610612760.0,OKC,,,,Mykhailiuk,S. Mykhailiuk,,,,,3.21,Missed,,,,,,,,,,,,,,,,,,,
190,PT11M07.00S,2021-04-27T23:42:34.0Z,2,REGULAR,rebound,defensive,[],1629641,,,1610612738,24,31,2021-04-27T23:42:39Z,1880000,,,0,,R. Langford REBOUND (Off:0 Def:1),[1629641],1610612738.0,BOS,,,,Langford,R. Langford,,,,,,,,,,,,,,189.0,1.0,1.0,0.0,,,,,,,,
191,PT11M01.00S,2021-04-27T23:42:41.6Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1628436,89.56964520367937,55.70618872549019,1610612738,24,31,2021-04-27T23:42:49Z,1890000,29.0,46.0,1,right,MISS L. Kornet Hook,[1628436],1610612738.0,BOS,,,,Kornet,L. Kornet,,,,,5.37,Missed,,,,,,,,,,,,,,,,,,,
192,PT10M58.00S,2021-04-27T23:42:43.3Z,2,REGULAR,rebound,offensive,[],1629641,,,1610612738,24,31,2021-04-27T23:42:43Z,1900000,,,0,,R. Langford REBOUND (Off:1 Def:1),[1629641],1610612738.0,BOS,,,,Langford,R. Langford,,,,,,,,,,,,,,191.0,2.0,1.0,1.0,,,,,,,,
193,PT10M58.00S,2021-04-27T23:42:44.1Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629641,90.75229960578186,50.06893382352941,1610612738,26,31,2021-04-27T23:42:53Z,1910000,0.0,34.0,1,right,R. Langford putback Layup (2 PTS),[1629641],1610612738.0,BOS,putback,,,Langford,R. Langford,,,,,3.44,Made,2.0,,,,,,,,,,,,,,,,,,
194,PT10M45.00S,2021-04-27T23:42:56.2Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629026,16.113666228646515,41.00030637254902,1610612760,26,33,2021-04-27T23:43:03Z,1920000,45.0,99.0,1,left,K. Williams 10' pullup Jump Shot (6 PTS) (T. Bradley 1 AST),"[1629026, 1628396]",1610612760.0,OKC,pullup,,,Williams,K. Williams,,,,,10.87,Made,6.0,T. Bradley,1628396.0,1.0,,,,,,,,,,,,,,,
195,PT10M23.00S,2021-04-27T23:43:18.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630202,91.27792378449409,49.333639705882355,1610612738,28,33,2021-04-27T23:43:23Z,1930000,-3.0,29.0,1,right,P. Pritchard driving finger roll Layup (11 PTS),[1630202],1610612738.0,BOS,driving finger roll,,,Pritchard,P. Pritchard,,,,,2.97,Made,11.0,,,,,,,,,,,,,,,,,,
196,PT10M09.00S,2021-04-27T23:43:32.4Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629660,8.09789750328515,55.4610906862745,1610612760,28,35,2021-04-27T23:47:24Z,1940000,-27.0,24.0,1,left,T. Jerome driving floating Jump Shot (2 PTS),[1629660],1610612760.0,OKC,driving floating,,,Jerome,T. Jerome,,,,,3.61,Made,2.0,,,,,,,,,,,,,,,,,,
197,PT09M59.00S,2021-04-27T23:43:43.1Z,2,REGULAR,3pt,Jump Shot,[],1629641,70.77858081471747,15.019914215686276,1610612738,28,35,2021-04-27T23:43:52Z,1950000,-175.0,222.0,1,right,MISS R. Langford 28' 3PT,[1629641],1610612738.0,BOS,,,,Langford,R. Langford,,,,,28.28,Missed,,,,,,,,,,,,,,,,,,,
198,PT09M58.00S,2021-04-27T23:43:44.1Z,2,REGULAR,rebound,offensive,[],1628436,,,1610612738,28,35,2021-04-27T23:43:52Z,1960000,,,0,,L. Kornet REBOUND (Off:1 Def:2),[1628436],1610612738.0,BOS,,,,Kornet,L. Kornet,,,,,,,,,,,,,,197.0,3.0,2.0,1.0,,,,,,,,
199,PT09M57.00S,2021-04-27T23:43:50.7Z,2,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1628436,94.40999984741211,50.0,1610612738,30,35,2021-04-27T23:44:38Z,1970000,0.0,0.0,1,right,L. Kornet tip Layup (2 PTS),[1628436],1610612738.0,BOS,tip,,,Kornet,L. Kornet,,,,,0.0,Made,2.0,,,,,,,,,,,,,,,,,,
200,PT09M46.00S,2021-04-27T23:44:03.7Z,2,REGULAR,foul,personal,['2freethrow'],1630174,,,1610612760,30,35,2021-04-27T23:44:20Z,1980000,,,0,,A. Nesmith shooting personal FOUL (1 PF) (Bradley 2 FT),"[1630174, 1628396]",1610612738.0,BOS,shooting,,,Nesmith,A. Nesmith,,,,,,,,,,,,,,,,,,1627963.0,1.0,0.0,Bradley,1628396.0,,,
202,PT09M46.00S,2021-04-27T23:44:25.9Z,2,REGULAR,freethrow,1 of 2,[],1628396,,,1610612760,30,36,2021-04-27T23:44:25Z,2000000,,,0,,T. Bradley Free Throw 1 of 2 (3 PTS),[1628396],1610612760.0,OKC,,,,Bradley,T. Bradley,,,,,,Made,3.0,,,,,,,,,,,,,,,,,,
203,PT09M46.00S,2021-04-27T23:44:42.8Z,2,REGULAR,freethrow,2 of 2,[],1628396,,,1610612760,30,36,2021-04-27T23:44:42Z,2010000,,,0,,MISS T. Bradley Free Throw 2 of 2,[1628396],1610612760.0,OKC,,,,Bradley,T. Bradley,,,,,,Missed,,,,,,,,,,,,,,,,,,,
204,PT09M44.00S,2021-04-27T23:44:44.4Z,2,REGULAR,rebound,offensive,[],1629026,,,1610612760,30,36,2021-04-27T23:44:44Z,2020000,,,0,,K. Williams REBOUND (Off:1 Def:1),[1629026],1610612760.0,OKC,,,,Williams,K. Williams,,,,,,,,,,,,,,203.0,2.0,1.0,1.0,,,,,,,,
205,PT09M35.00S,2021-04-27T23:44:52.8Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629676,7.30946123521682,48.353247549019606,1610612760,30,38,2021-04-27T23:45:08Z,2030000,8.0,16.0,1,left,I. Roby driving Layup (5 PTS),[1629676],1610612760.0,OKC,driving,,,Roby,I. Roby,,,,,1.82,Made,5.0,,,,,,,,,,,,,,,,,,
206,PT09M17.00S,2021-04-27T23:45:09.9Z,2,REGULAR,3pt,Jump Shot,[],203095,71.30420499342969,16.00030637254902,1610612738,30,38,2021-04-27T23:45:15Z,2040000,-170.0,217.0,1,right,MISS E. Fournier 27' pullup 3PT,[203095],1610612738.0,BOS,pullup,,,Fournier,E. Fournier,,,,,27.58,Missed,,,,,,,,,,,,,,,,,,,
207,PT09M15.00S,2021-04-27T23:45:11.9Z,2,REGULAR,rebound,defensive,[],1628396,,,1610612760,30,38,2021-04-27T23:45:15Z,2050000,,,0,,T. Bradley REBOUND (Off:0 Def:1),[1628396],1610612760.0,OKC,,,,Bradley,T. Bradley,,,,,,,,,,,,,,206.0,1.0,1.0,0.0,,,,,,,,
208,PT09M08.00S,2021-04-27T23:45:20.5Z,2,REGULAR,3pt,Jump Shot,[],1629004,4.02431011826544,95.90226715686273,1610612760,30,41,2021-04-27T23:45:26Z,2060000,-230.0,-15.0,1,left,S. Mykhailiuk 3PT  (3 PTS) (T. Jerome 1 AST),"[1629004, 1629660]",1610612760.0,OKC,,,,Mykhailiuk,S. Mykhailiuk,,,,,23.0,Made,3.0,T. Jerome,1629660.0,1.0,,,,,,,,,,,,,,,
210,PT09M06.00S,2021-04-27T23:45:27.9Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612738,30,41,2021-04-27T23:45:27Z,2080000,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212,PT09M06.00S,2021-04-27T23:47:32.7Z,2,REGULAR,substitution,out,[],1630202,,,1610612738,30,41,2021-04-27T23:48:10Z,2090000,,,0,,SUB out: P. Pritchard,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,,,,,,,,
213,PT09M06.00S,2021-04-27T23:47:32.7Z,2,REGULAR,substitution,out,[],1628436,,,1610612738,30,41,2021-04-27T23:48:10Z,2100000,,,0,,SUB out: L. Kornet,[1628436],1610612738.0,BOS,,,,Kornet,L. Kornet,,,,,,,,,,,,,,,,,,,,,,,,,
214,PT09M06.00S,2021-04-27T23:47:32.7Z,2,REGULAR,substitution,in,[],202684,,,1610612738,30,41,2021-04-27T23:48:10Z,2110000,,,0,,SUB in: T. Thompson,[202684],1610612738.0,BOS,,,,Thompson,T. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,
215,PT09M06.00S,2021-04-27T23:47:32.7Z,2,REGULAR,substitution,in,[],203935,,,1610612738,30,41,2021-04-27T23:48:10Z,2120000,,,0,,SUB in: M. Smart,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,,
216,PT08M56.00S,2021-04-27T23:48:34.8Z,2,REGULAR,foul,personal,[],1629660,,,1610612738,30,41,2021-04-27T23:48:43Z,2130000,,,0,,T. Jerome personal FOUL (2 PF),"[1629660, 203935]",1610612760.0,OKC,,,,Jerome,T. Jerome,,,,,,,,,,,,,,,,,,1627963.0,2.0,0.0,Smart,203935.0,,,
218,PT08M50.00S,2021-04-27T23:48:54.8Z,2,REGULAR,2pt,Jump Shot,[],203095,79.188567674113,53.990502450980394,1610612738,32,41,2021-04-27T23:50:51Z,2150000,20.0,143.0,1,right,E. Fournier 14' fadeaway Jump Shot (2 PTS) (M. Smart 2 AST),"[203095, 203935]",1610612738.0,BOS,fadeaway,,,Fournier,E. Fournier,,,,,14.45,Made,2.0,M. Smart,203935.0,2.0,,,,,,,,,,,,,,,
220,PT08M36.00S,2021-04-27T23:49:14.6Z,2,REGULAR,foul,personal,[],203095,,,1610612760,32,41,2021-04-27T23:50:12Z,2170000,,,0,,E. Fournier personal FOUL (2 PF),"[203095, 1628396]",1610612738.0,BOS,,,,Fournier,E. Fournier,,,,,,,,,,,,,,,,,,202058.0,2.0,0.0,Bradley,1628396.0,,,
222,PT08M30.00S,2021-04-27T23:49:31.7Z,2,REGULAR,3pt,Jump Shot,[],1629004,27.283180026281208,81.68658088235294,1610612760,32,41,2021-04-27T23:49:37Z,2190000,-158.0,204.0,1,left,MISS S. Mykhailiuk 25' 3PT,[1629004],1610612760.0,OKC,,,,Mykhailiuk,S. Mykhailiuk,,,,,25.83,Missed,,,,,,,,,,,,,,,,,,,
223,PT08M27.00S,2021-04-27T23:49:34.5Z,2,REGULAR,rebound,defensive,[],203095,,,1610612738,32,41,2021-04-27T23:49:34Z,2200000,,,0,,E. Fournier REBOUND (Off:0 Def:3),[203095],1610612738.0,BOS,,,,Fournier,E. Fournier,,,,,,,,,,,,,,222.0,3.0,3.0,0.0,,,,,,,,
224,PT08M21.00S,2021-04-27T23:49:39.9Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],203095,65.65374507227332,41.00030637254902,1610612738,32,41,2021-04-27T23:49:49Z,2210000,-45.0,270.0,1,right,MISS E. Fournier 27' running pullup 3PT,[203095],1610612738.0,BOS,running pullup,,,Fournier,E. Fournier,,,,,27.41,Missed,,,,,,,,,,,,,,,,,,,
225,PT08M18.00S,2021-04-27T23:49:42.9Z,2,REGULAR,rebound,defensive,[],1629676,,,1610612760,32,41,2021-04-27T23:49:49Z,2220000,,,0,,I. Roby REBOUND (Off:0 Def:3),[1629676],1610612760.0,OKC,,,,Roby,I. Roby,,,,,,,,,,,,,,224.0,3.0,3.0,0.0,,,,,,,,
226,PT08M15.00S,2021-04-27T23:49:48.6Z,2,REGULAR,foul,offensive,[],1629676,,,1610612760,32,41,2021-04-27T23:50:16Z,2230000,,,0,,I. Roby charge offensive FOUL (2 PF),"[1629676, 1629641]",1610612760.0,OKC,charge,,,Roby,I. Roby,,,,,,,,,,,,,,,,,,202058.0,2.0,0.0,Langford,1629641.0,,,
228,PT08M15.00S,2021-04-27T23:49:48.6Z,2,REGULAR,turnover,offensive foul,[],1629676,,,1610612760,32,41,2021-04-27T23:49:48Z,2250000,,,0,,I. Roby offensive foul TURNOVER (1 TO),[1629676],1610612760.0,OKC,,,,Roby,I. Roby,,,,,,,,,,,1.0,,,,,,,202058.0,,,,,,,
229,PT08M15.00S,2021-04-27T23:50:08.9Z,2,REGULAR,substitution,out,[],1629676,,,1610612738,32,41,2021-04-27T23:50:12Z,2260000,,,0,,SUB out: I. Roby,[1629676],1610612760.0,OKC,,,,Roby,I. Roby,,,,,,,,,,,,,,,,,,,,,,,,,
230,PT08M15.00S,2021-04-27T23:50:08.9Z,2,REGULAR,substitution,in,[],1629647,,,1610612738,32,41,2021-04-27T23:50:12Z,2270000,,,0,,SUB in: D. Bazley,[1629647],1610612760.0,OKC,,,,Bazley,D. Bazley,,,,,,,,,,,,,,,,,,,,,,,,,
231,PT07M58.00S,2021-04-27T23:50:26.4Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",203935,92.72339027595268,44.676776960784316,1610612738,34,41,2021-04-27T23:50:31Z,2280000,-27.0,16.0,1,right,M. Smart driving reverse Layup (2 PTS),[203935],1610612738.0,BOS,driving reverse,,,Smart,M. Smart,,,,,3.1,Made,2.0,,,,,,,,,,,,,,,,,,
232,PT07M42.00S,2021-04-27T23:50:42.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629660,8.886333771353483,55.21599264705882,1610612760,34,41,2021-04-27T23:50:52Z,2290000,-26.0,31.0,1,left,MISS T. Jerome driving Layup - blocked,"[1629660, 1629641]",1610612760.0,OKC,driving,,,Jerome,T. Jerome,,,,,4.05,Missed,,,,,,,,,,,,,,,,,Langford,1629641.0,
247,PT07M42.00S,2021-04-27T23:50:42.8Z,2,REGULAR,block,,[],1629641,,,1610612760,34,41,2021-04-27T23:52:02Z,2295000,,,0,,R. Langford BLOCK (1 BLK),[1629641],1610612738.0,BOS,,,,Langford,R. Langford,,,,,,,,,,,,,,,,,,,,,,,,,
233,PT07M40.00S,2021-04-27T23:50:44.8Z,2,REGULAR,rebound,defensive,[],202684,,,1610612738,34,41,2021-04-27T23:50:52Z,2300000,,,0,,T. Thompson REBOUND (Off:1 Def:1),[202684],1610612738.0,BOS,,,,Thompson,T. Thompson,,,,,,,,,,,,,,232.0,2.0,1.0,1.0,,,,,,,,
234,PT07M29.00S,2021-04-27T23:50:59.0Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612738,34,41,2021-04-27T23:50:59Z,2310000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
235,PT07M29.00S,2021-04-27T23:51:01.4Z,2,REGULAR,substitution,out,[],1630174,,,1610612738,34,41,2021-04-27T23:51:19Z,2320000,,,0,,SUB out: A. Nesmith,[1630174],1610612738.0,BOS,,,,Nesmith,A. Nesmith,,,,,,,,,,,,,,,,,,,,,,,,,
236,PT07M29.00S,2021-04-27T23:51:01.4Z,2,REGULAR,substitution,out,[],1628396,,,1610612738,34,41,2021-04-27T23:51:19Z,2330000,,,0,,SUB out: T. Bradley,[1628396],1610612760.0,OKC,,,,Bradley,T. Bradley,,,,,,,,,,,,,,,,,,,,,,,,,
237,PT07M29.00S,2021-04-27T23:51:01.4Z,2,REGULAR,substitution,out,[],1629660,,,1610612738,34,41,2021-04-27T23:51:19Z,2340000,,,0,,SUB out: T. Jerome,[1629660],1610612760.0,OKC,,,,Jerome,T. Jerome,,,,,,,,,,,,,,,,,,,,,,,,,
238,PT07M29.00S,2021-04-27T23:51:01.4Z,2,REGULAR,substitution,in,[],1627759,,,1610612738,34,41,2021-04-27T23:51:19Z,2350000,,,0,,SUB in: J. Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,
239,PT07M29.00S,2021-04-27T23:51:01.4Z,2,REGULAR,substitution,in,[],1629650,,,1610612738,34,41,2021-04-27T23:51:19Z,2360000,,,0,,SUB in: M. Brown,[1629650],1610612760.0,OKC,,,,Brown,M. Brown,,,,,,,,,,,,,,,,,,,,,,,,,
240,PT07M29.00S,2021-04-27T23:51:01.4Z,2,REGULAR,substitution,in,[],1629652,,,1610612738,34,41,2021-04-27T23:51:19Z,2370000,,,0,,SUB in: L. Dort,[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,,,,,,,,,,,,,,,,,,,,,
241,PT07M22.00S,2021-04-27T23:51:31.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203095,91.40932982917214,47.372855392156865,1610612738,34,41,2021-04-27T23:51:40Z,2380000,-13.0,28.0,1,right,MISS E. Fournier driving reverse Layup,[203095],1610612738.0,BOS,driving reverse,,,Fournier,E. Fournier,,,,,3.12,Missed,,,,,,,,,,,,,,,,,,,
243,PT07M18.00S,2021-04-27T23:51:35.8Z,2,REGULAR,rebound,defensive,[],1629004,,,1610612760,34,41,2021-04-27T23:51:40Z,2400000,,,0,,S. Mykhailiuk REBOUND (Off:0 Def:2),[1629004],1610612760.0,OKC,,,,Mykhailiuk,S. Mykhailiuk,,,,,,,,,,,,,,241.0,2.0,2.0,0.0,,,,,,,,
244,PT07M18.00S,2021-04-27T23:51:37.1Z,2,REGULAR,foul,personal,['2freethrow'],203935,,,1610612760,34,41,2021-04-27T23:51:49Z,2410000,,,0,,M. Smart shooting personal FOUL (1 PF) (Williams 2 FT),"[203935, 1629026]",1610612738.0,BOS,shooting,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,200833.0,1.0,0.0,Williams,1629026.0,,,
246,PT07M18.00S,2021-04-27T23:51:58.3Z,2,REGULAR,freethrow,1 of 2,['fastbreak'],1629026,,,1610612760,34,42,2021-04-27T23:51:58Z,2430000,,,0,,K. Williams Free Throw 1 of 2 (7 PTS),[1629026],1610612760.0,OKC,,,,Williams,K. Williams,,,,,,Made,7.0,,,,,,,,,,,,,,,,,,
248,PT07M18.00S,2021-04-27T23:52:11.3Z,2,REGULAR,freethrow,2 of 2,['fastbreak'],1629026,,,1610612760,34,43,2021-04-27T23:52:11Z,2440000,,,0,,K. Williams Free Throw 2 of 2 (8 PTS),[1629026],1610612760.0,OKC,,,,Williams,K. Williams,,,,,,Made,8.0,,,,,,,,,,,,,,,,,,
249,PT07M06.00S,2021-04-27T23:52:26.4Z,2,REGULAR,3pt,Jump Shot,[],203935,67.7562417871222,67.47089460784314,1610612738,34,43,2021-04-27T23:52:30Z,2450000,87.0,251.0,1,right,MISS M. Smart 26' 3PT,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,26.54,Missed,,,,,,,,,,,,,,,,,,,
250,PT07M04.00S,2021-04-27T23:52:28.4Z,2,REGULAR,rebound,defensive,[],1629004,,,1610612760,34,43,2021-04-27T23:52:30Z,2460000,,,0,,S. Mykhailiuk REBOUND (Off:0 Def:3),[1629004],1610612760.0,OKC,,,,Mykhailiuk,S. Mykhailiuk,,,,,,,,,,,,,,249.0,3.0,3.0,0.0,,,,,,,,
251,PT06M58.00S,2021-04-27T23:52:34.8Z,2,REGULAR,3pt,Jump Shot,[],1629026,30.831143232588698,63.549325980392155,1610612760,34,43,2021-04-27T23:52:41Z,2470000,-68.0,237.0,1,left,MISS K. Williams 24' 3PT,[1629026],1610612760.0,OKC,,,,Williams,K. Williams,,,,,24.68,Missed,,,,,,,,,,,,,,,,,,,
252,PT06M54.00S,2021-04-27T23:52:38.8Z,2,REGULAR,rebound,defensive,[],1627759,,,1610612738,34,43,2021-04-27T23:57:14Z,2480000,,,0,,J. Brown REBOUND (Off:0 Def:3),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,251.0,3.0,3.0,0.0,,,,,,,,
253,PT06M50.00S,2021-04-27T23:52:42.1Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1627759,67.49342969776609,37.8140318627451,1610612738,34,43,2021-04-27T23:55:57Z,2490000,-61.0,253.0,1,right,MISS J. Brown 26' pullup 3PT,[1627759],1610612738.0,BOS,pullup,,,Brown,J. Brown,,,,,26.03,Missed,,,,,,,,,,,,,,,,,,,
254,PT06M48.00S,2021-04-27T23:52:44.1Z,2,REGULAR,rebound,defensive,[],1629650,,,1610612760,34,43,2021-04-27T23:52:49Z,2500000,,,0,,M. Brown REBOUND (Off:1 Def:2),[1629650],1610612760.0,OKC,,,,Brown,M. Brown,,,,,,,,,,,,,,253.0,3.0,2.0,1.0,,,,,,,,
255,PT06M30.00S,2021-04-27T23:53:02.4Z,2,REGULAR,3pt,Jump Shot,[],1629652,27.808804204993432,16.980698529411764,1610612760,34,43,2021-04-27T23:53:12Z,2510000,165.0,209.0,1,left,MISS L. Dort 26' step back 3PT,[1629652],1610612760.0,OKC,step back,,,Dort,L. Dort,,,,,26.63,Missed,,,,,,,,,,,,,,,,,,,
256,PT06M27.00S,2021-04-27T23:53:05.4Z,2,REGULAR,rebound,offensive,[],1629026,,,1610612760,34,43,2021-04-27T23:53:12Z,2520000,,,0,,K. Williams REBOUND (Off:2 Def:1),[1629026],1610612760.0,OKC,,,,Williams,K. Williams,,,,,,,,,,,,,,255.0,3.0,1.0,2.0,,,,,,,,
257,PT06M25.00S,2021-04-27T23:53:07.9Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1629004,27.94021024967148,17.47089460784314,1610612760,34,43,2021-04-27T23:53:19Z,2530000,163.0,210.0,1,left,MISS S. Mykhailiuk 26' pullup 3PT,[1629004],1610612760.0,OKC,pullup,,,Mykhailiuk,S. Mykhailiuk,,,,,26.57,Missed,,,,,,,,,,,,,,,,,,,
258,PT06M22.00S,2021-04-27T23:53:10.9Z,2,REGULAR,rebound,defensive,[],1629641,,,1610612738,34,43,2021-04-27T23:53:19Z,2540000,,,0,,R. Langford REBOUND (Off:1 Def:2),[1629641],1610612738.0,BOS,,,,Langford,R. Langford,,,,,,,,,,,,,,257.0,3.0,2.0,1.0,,,,,,,,
259,PT06M19.00S,2021-04-27T23:53:16.4Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],203935,68.9388961892247,73.59834558823529,1610612738,34,43,2021-04-27T23:53:26Z,2550000,118.0,239.0,1,right,MISS M. Smart 26' 3PT,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,26.7,Missed,,,,,,,,,,,,,,,,,,,
260,PT06M17.00S,2021-04-27T23:53:18.4Z,2,REGULAR,rebound,defensive,[],1629004,,,1610612760,34,43,2021-04-27T23:53:26Z,2560000,,,0,,S. Mykhailiuk REBOUND (Off:0 Def:4),[1629004],1610612760.0,OKC,,,,Mykhailiuk,S. Mykhailiuk,,,,,,,,,,,,,,259.0,4.0,4.0,0.0,,,,,,,,
261,PT06M04.00S,2021-04-27T23:53:28.5Z,2,REGULAR,turnover,bad pass,[],1629647,,,1610612760,34,43,2021-04-27T23:53:37Z,2570000,,,0,,D. Bazley bad pass TURNOVER (4 TO),"[1629647, 203935]",1610612760.0,OKC,,,,Bazley,D. Bazley,,,,,,,,,,,4.0,Smart,203935.0,,,,,,,,,,,,
262,PT06M04.00S,2021-04-27T23:53:28.5Z,2,REGULAR,steal,,[],203935,,,1610612738,34,43,2021-04-27T23:53:32Z,2580000,,,0,,M. Smart STEAL (2 STL),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,,
263,PT05M59.00S,2021-04-27T23:53:33.8Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1627759,88.25558475689881,47.61795343137255,1610612738,34,43,2021-04-27T23:53:42Z,2590000,-12.0,58.0,1,right,MISS J. Brown running Layup,[1627759],1610612738.0,BOS,running,,,Brown,J. Brown,,,,,5.91,Missed,,,,,,,,,,,,,,,,,,,
264,PT05M56.00S,2021-04-27T23:53:36.1Z,2,REGULAR,rebound,defensive,[],1629652,,,1610612760,34,43,2021-04-27T23:53:36Z,2600000,,,0,,L. Dort REBOUND (Off:1 Def:2),[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,,,,,,,,,,263.0,3.0,2.0,1.0,,,,,,,,
