actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,value
88,PT05M04.00S,2021-05-15T18:23:25.3Z,1,REGULAR,2pt,Jump Shot,[],203095,20.71287779237845,64.03952205882352,1610612738,20,22,2021-05-15T18:23:31Z,880000,-70.0,142.0,1,left,MISS E. Fournier 15' pullup Shot,[203095],1610612738.0,BOS,pullup,,,Fournier,E. Fournier,,,,,15.86,Missed,,,,,,,,,,,,,,,,,,,
89,PT05M00.00S,2021-05-15T18:23:29.3Z,1,REGULAR,rebound,defensive,[],1629006,,,1610612750,20,22,2021-05-15T18:23:31Z,890000,,,0,,J. Okogie REBOUND (Off:0 Def:1),[1629006],1610612750.0,MIN,,,,Okogie,J. Okogie,,,,,,,,,88.0,1.0,1.0,0.0,,,,,,,,,,,,,
90,PT04M59.00S,2021-05-15T18:23:30.3Z,1,REGULAR,turnover,bad pass,[],1629006,,,1610612750,20,22,2021-05-15T18:23:34Z,900000,,,0,,J. Okogie bad pass TURNOVER (1 TO),"[1629006, 1628369]",1610612750.0,MIN,,,,Okogie,J. Okogie,,,,,,,,,,,,,,,,,,,,,,1.0,Tatum,1628369.0,
91,PT04M59.00S,2021-05-15T18:23:30.3Z,1,REGULAR,steal,,[],1628369,,,1610612738,20,22,2021-05-15T18:23:32Z,910000,,,0,,J. Tatum STEAL (1 STL),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,
92,PT04M51.00S,2021-05-15T18:23:38.4Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],203095,31.882391590013142,49.82383578431372,1610612738,20,22,2021-05-15T18:23:47Z,920000,1.0,247.0,1,left,MISS E. Fournier 24' 3PT,[203095],1610612738.0,BOS,,,,Fournier,E. Fournier,,,,,24.72,Missed,,,,,,,,,,,,,,,,,,,
93,PT04M50.00S,2021-05-15T18:23:45.2Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612738,20,22,2021-05-15T18:23:45Z,930000,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,92.0,,,,,,,,,,,,,,,,
94,PT04M50.00S,2021-05-15T18:23:45.9Z,1,REGULAR,foul,personal,[],1626157,,,1610612738,20,22,2021-05-15T18:24:04Z,940000,,,0,,K. Towns loose ball personal FOUL (2 PF),"[1626157, 1629605]",1610612750.0,MIN,loose ball,,,Towns,K. Towns,,,,,,,,,,,,,,,,,202058.0,2.0,0.0,Fall,1629605.0,,,,
96,PT04M50.00S,2021-05-15T18:23:53.8Z,1,REGULAR,substitution,out,[],1626157,,,1610612738,20,22,2021-05-15T18:24:12Z,960000,,,0,,SUB out: K. Towns,[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,,,,,,,,,,,,,,,,,,,,,
97,PT04M50.00S,2021-05-15T18:23:53.8Z,1,REGULAR,substitution,out,[],1629605,,,1610612738,20,22,2021-05-15T18:24:12Z,970000,,,0,,SUB out: T. Fall,[1629605],1610612738.0,BOS,,,,Fall,T. Fall,,,,,,,,,,,,,,,,,,,,,,,,,
98,PT04M50.00S,2021-05-15T18:23:53.8Z,1,REGULAR,substitution,in,[],1629675,,,1610612738,20,22,2021-05-15T18:24:12Z,980000,,,0,,SUB in: N. Reid,[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,,,,,,,,,,,,,,,,,,,,,
99,PT04M50.00S,2021-05-15T18:23:53.8Z,1,REGULAR,substitution,in,[],1629684,,,1610612738,20,22,2021-05-15T18:24:12Z,990000,,,0,,SUB in: G. Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
100,PT04M40.00S,2021-05-15T18:24:29.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1628369,10.726018396846255,53.990502450980394,1610612738,20,22,2021-05-15T18:24:33Z,1000000,-20.0,48.0,1,left,MISS J. Tatum driving Layup - blocked,"[1628369, 1630183]",1610612738.0,BOS,driving,,,Tatum,J. Tatum,,,,,5.23,Missed,McDaniels,1630183.0,,,,,,,,,,,,,,,,,
101,PT04M40.00S,2021-05-15T18:24:29.1Z,1,REGULAR,block,,[],1630183,,,1610612738,20,22,2021-05-15T18:24:31Z,1010000,,,0,,J. McDaniels BLOCK (1 BLK),[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,,,,,,,,,,,,,,,,,,,,,
102,PT04M36.00S,2021-05-15T18:24:33.1Z,1,REGULAR,rebound,offensive,[],1628369,,,1610612738,20,22,2021-05-15T18:24:33Z,1020000,,,0,,J. Tatum REBOUND (Off:1 Def:1),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,100.0,2.0,1.0,1.0,,,,,,,,,,,,,
103,PT04M35.00S,2021-05-15T18:24:32.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1628369,6.1268068331143235,50.06893382352941,1610612738,20,24,2021-05-15T18:24:36Z,1030000,0.0,5.0,1,left,J. Tatum putback Layup (11 PTS),[1628369],1610612738.0,BOS,putback,,,Tatum,J. Tatum,,,,,0.51,Made,,,,,,,11.0,,,,,,,,,,,,
104,PT04M29.00S,2021-05-15T18:24:39.4Z,1,REGULAR,3pt,Jump Shot,[],1630162,67.09921156373193,50.80422794117647,1610612750,20,24,2021-05-15T18:24:44Z,1040000,4.0,257.0,1,right,MISS A. Edwards 25' pullup 3PT,[1630162],1610612750.0,MIN,pullup,,,Edwards,A. Edwards,,,,,25.68,Missed,,,,,,,,,,,,,,,,,,,
105,PT04M25.00S,2021-05-15T18:24:43.2Z,1,REGULAR,rebound,offensive,[],1629675,,,1610612750,20,24,2021-05-15T18:24:43Z,1050000,,,0,,N. Reid REBOUND (Off:1 Def:0),[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,,,,,104.0,1.0,0.0,1.0,,,,,,,,,,,,,
106,PT04M24.00S,2021-05-15T18:24:45.0Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],201937,70.51576872536137,73.84344362745098,1610612750,20,24,2021-05-15T18:24:50Z,1060000,119.0,225.0,1,right,MISS R. Rubio 25' 3PT,[201937],1610612750.0,MIN,,,,Rubio,R. Rubio,,,,,25.44,Missed,,,,,,,,,,,,,,,,,,,
107,PT04M21.00S,2021-05-15T18:24:48.0Z,1,REGULAR,rebound,defensive,[],1628400,,,1610612738,20,24,2021-05-15T18:24:50Z,1070000,,,0,,S. Ojeleye REBOUND (Off:1 Def:3),[1628400],1610612738.0,BOS,,,,Ojeleye,S. Ojeleye,,,,,,,,,106.0,4.0,3.0,1.0,,,,,,,,,,,,,
108,PT04M07.00S,2021-05-15T18:25:02.1Z,1,REGULAR,3pt,Jump Shot,[],1628369,35.8245729303548,50.55912990196079,1610612738,20,24,2021-05-15T18:25:06Z,1080000,-3.0,284.0,1,left,MISS J. Tatum 28' 3PT,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,28.43,Missed,,,,,,,,,,,,,,,,,,,
109,PT04M03.00S,2021-05-15T18:25:06.1Z,1,REGULAR,rebound,defensive,[],201937,,,1610612750,20,24,2021-05-15T18:25:06Z,1090000,,,0,,R. Rubio REBOUND (Off:0 Def:1),[201937],1610612750.0,MIN,,,,Rubio,R. Rubio,,,,,,,,,108.0,1.0,1.0,0.0,,,,,,,,,,,,,
110,PT03M47.00S,2021-05-15T18:25:21.5Z,1,REGULAR,turnover,bad pass,[],1630162,,,1610612750,20,24,2021-05-15T18:25:24Z,1100000,,,0,,A. Edwards bad pass TURNOVER (1 TO),"[1630162, 1630202]",1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,,,,,,,,,,,,,,,,,1.0,Pritchard,1630202.0,
111,PT03M47.00S,2021-05-15T18:25:21.5Z,1,REGULAR,steal,,[],1630202,,,1610612738,20,24,2021-05-15T18:25:23Z,1110000,,,0,,P. Pritchard STEAL (1 STL),[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,,,,,,,,
112,PT03M42.00S,2021-05-15T18:25:25.8Z,1,REGULAR,3pt,Jump Shot,"['fastbreak', 'fromturnover']",1628369,7.5722733245729295,94.67677696078431,1610612738,20,24,2021-05-15T18:25:50Z,1120000,-223.0,19.0,1,left,MISS J. Tatum 3PT,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,22.42,Missed,,,,,,,,,,,,,,,,,,,
113,PT03M39.00S,2021-05-15T18:25:28.8Z,1,REGULAR,rebound,offensive,[],1628369,,,1610612738,20,24,2021-05-15T18:25:50Z,1130000,,,0,,J. Tatum REBOUND (Off:2 Def:1),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,112.0,3.0,1.0,2.0,,,,,,,,,,,,,
114,PT03M36.00S,2021-05-15T18:25:33.1Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",203095,29.25427069645204,74.33363970588235,1610612738,20,27,2021-05-15T18:25:37Z,1140000,-122.0,222.0,1,left,E. Fournier 25' 3PT  (6 PTS) (J. Tatum 1 AST),"[203095, 1628369]",1610612738.0,BOS,,,,Fournier,E. Fournier,,,,,25.36,Made,,,,,,,6.0,J. Tatum,1628369.0,1.0,,,,,,,,,
116,PT03M16.00S,2021-05-15T18:25:52.5Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1629675,89.17542706964521,38.05912990196079,1610612750,20,27,2021-05-15T18:25:56Z,1160000,-60.0,49.0,1,right,MISS N. Reid 7' turnaround Hook,[1629675],1610612750.0,MIN,turnaround,,,Reid,N. Reid,,,,,7.74,Missed,,,,,,,,,,,,,,,,,,,
117,PT03M15.00S,2021-05-15T18:25:53.5Z,1,REGULAR,rebound,defensive,[],1628369,,,1610612738,20,27,2021-05-15T18:26:18Z,1170000,,,0,,J. Tatum REBOUND (Off:2 Def:2),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,116.0,4.0,2.0,2.0,,,,,,,,,,,,,
118,PT03M08.00S,2021-05-15T18:26:00.6Z,1,REGULAR,3pt,Jump Shot,[],1630202,18.347568988173457,6.931678921568627,1610612738,20,30,2021-05-15T18:26:12Z,1180000,215.0,120.0,1,left,P. Pritchard 24' 3PT step back (9 PTS),[1630202],1610612738.0,BOS,step back,,,Pritchard,P. Pritchard,,,,,24.65,Made,,,,,,,9.0,,,,,,,,,,,,
120,PT02M49.00S,2021-05-15T18:26:22.0Z,1,REGULAR,foul,personal,['2freethrow'],203095,,,1610612750,20,30,2021-05-15T18:26:35Z,1200000,,,0,,E. Fournier shooting personal FOUL (1 PF) (Okogie 2 FT),"[203095, 1629006]",1610612738.0,BOS,shooting,,,Fournier,E. Fournier,,,,,,,,,,,,,,,,,202058.0,1.0,0.0,Okogie,1629006.0,,,,
122,PT02M49.00S,2021-05-15T18:26:37.1Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612750,20,30,2021-05-15T18:26:37Z,1220000,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,PT02M49.00S,2021-05-15T18:28:43.8Z,1,REGULAR,substitution,out,[],1630162,,,1610612750,20,30,2021-05-15T18:29:07Z,1230000,,,0,,SUB out: A. Edwards,[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,,,,,,,,,,,,,,,,,,,,
124,PT02M49.00S,2021-05-15T18:28:43.8Z,1,REGULAR,substitution,out,[],1630183,,,1610612750,20,30,2021-05-15T18:29:07Z,1240000,,,0,,SUB out: J. McDaniels,[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,,,,,,,,,,,,,,,,,,,,,
125,PT02M49.00S,2021-05-15T18:28:43.8Z,1,REGULAR,substitution,out,[],201937,,,1610612750,20,30,2021-05-15T18:29:07Z,1250000,,,0,,SUB out: R. Rubio,[201937],1610612750.0,MIN,,,,Rubio,R. Rubio,,,,,,,,,,,,,,,,,,,,,,,,,
126,PT02M49.00S,2021-05-15T18:28:43.8Z,1,REGULAR,substitution,out,[],1628369,,,1610612750,20,30,2021-05-15T18:29:07Z,1260000,,,0,,SUB out: J. Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,
127,PT02M49.00S,2021-05-15T18:28:43.8Z,1,REGULAR,substitution,out,[],1628400,,,1610612750,20,30,2021-05-15T18:29:07Z,1270000,,,0,,SUB out: S. Ojeleye,[1628400],1610612738.0,BOS,,,,Ojeleye,S. Ojeleye,,,,,,,,,,,,,,,,,,,,,,,,,
128,PT02M49.00S,2021-05-15T18:28:43.8Z,1,REGULAR,substitution,in,[],1629162,,,1610612750,20,30,2021-05-15T18:29:07Z,1280000,,,0,,SUB in: J. McLaughlin,[1629162],1610612750.0,MIN,,,,McLaughlin,J. McLaughlin,,,,,,,,,,,,,,,,,,,,,,,,,
129,PT02M49.00S,2021-05-15T18:28:43.8Z,1,REGULAR,substitution,in,[],1629020,,,1610612750,20,30,2021-05-15T18:29:07Z,1290000,,,0,,SUB in: J. Vanderbilt,[1629020],1610612750.0,MIN,,,,Vanderbilt,J. Vanderbilt,,,,,,,,,,,,,,,,,,,,,,,,,
130,PT02M49.00S,2021-05-15T18:28:43.8Z,1,REGULAR,substitution,in,[],1627823,,,1610612750,20,30,2021-05-15T18:29:07Z,1300000,,,0,,SUB in: J. Hernangomez,[1627823],1610612750.0,MIN,,,,Hernangomez,J. Hernangomez,,,,,,,,,,,,,,,,,,,,,,,,,
131,PT02M49.00S,2021-05-15T18:28:43.8Z,1,REGULAR,substitution,in,[],203953,,,1610612750,20,30,2021-05-15T18:29:07Z,1310000,,,0,,SUB in: J. Parker,[203953],1610612738.0,BOS,,,,Parker,J. Parker,,,,,,,,,,,,,,,,,,,,,,,,,
132,PT02M49.00S,2021-05-15T18:28:43.8Z,1,REGULAR,substitution,in,[],1629641,,,1610612750,20,30,2021-05-15T18:29:07Z,1320000,,,0,,SUB in: R. Langford,[1629641],1610612738.0,BOS,,,,Langford,R. Langford,,,,,,,,,,,,,,,,,,,,,,,,,
133,PT02M49.00S,2021-05-15T18:29:32.1Z,1,REGULAR,freethrow,1 of 2,[],1629006,,,1610612750,20,30,2021-05-15T18:29:32Z,1330000,,,0,,MISS J. Okogie Free Throw 1 of 2,[1629006],1610612750.0,MIN,,,,Okogie,J. Okogie,,,,,,Missed,,,,,,,,,,,,,,,,,,,
134,PT02M49.00S,2021-05-15T18:29:32.1Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612750,20,30,2021-05-15T18:29:32Z,1340000,,,0,,TEAM offensive REBOUND,[],1610612750.0,MIN,,,,,,,,,,,,,,133.0,,,,,,,,,,,,,,,,
135,PT02M49.00S,2021-05-15T18:29:45.0Z,1,REGULAR,freethrow,2 of 2,[],1629006,,,1610612750,21,30,2021-05-15T18:29:45Z,1350000,,,0,,J. Okogie Free Throw 2 of 2 (1 PTS),[1629006],1610612750.0,MIN,,,,Okogie,J. Okogie,,,,,,Made,,,,,,,1.0,,,,,,,,,,,,
136,PT02M33.00S,2021-05-15T18:30:02.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629684,5.863994743758213,51.294424019607845,1610612738,21,32,2021-05-15T18:30:20Z,1360000,-6.0,3.0,1,left,G. Williams alley-oop Layup (2 PTS) (E. Fournier 2 AST),"[1629684, 203095]",1610612738.0,BOS,alley-oop,,,Williams,G. Williams,,,,,0.7,Made,,,,,,,2.0,E. Fournier,203095.0,2.0,,,,,,,,,
138,PT02M20.00S,2021-05-15T18:30:14.7Z,1,REGULAR,3pt,Jump Shot,[],1629006,89.83245729303549,3.990502450980392,1610612750,24,32,2021-05-15T18:30:22Z,1380000,-230.0,43.0,1,right,J. Okogie 3PT  (4 PTS) (J. McLaughlin 1 AST),"[1629006, 1629162]",1610612750.0,MIN,,,,Okogie,J. Okogie,,,,,23.4,Made,,,,,,,4.0,J. McLaughlin,1629162.0,1.0,,,,,,,,,
140,PT01M54.00S,2021-05-15T18:30:43.8Z,1,REGULAR,foul,offensive,[],1629684,,,1610612738,24,32,2021-05-15T18:30:50Z,1400000,,,0,,G. Williams offensive FOUL (1 PF),"[1629684, 1629006]",1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,202007.0,1.0,0.0,Okogie,1629006.0,,,,
142,PT01M54.00S,2021-05-15T18:30:43.8Z,1,REGULAR,turnover,offensive foul,[],1629684,,,1610612738,24,32,2021-05-15T18:30:43Z,1420000,,,0,,G. Williams offensive foul TURNOVER (1 TO),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,202007.0,,,,,1.0,,,
143,PT01M41.00S,2021-05-15T18:31:08.3Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1629006,90.75229960578186,62.814031862745104,1610612750,24,32,2021-05-15T18:31:13Z,1430000,64.0,34.0,1,right,MISS J. Okogie 7' Jump Shot - blocked,"[1629006, 1629684]",1610612750.0,MIN,,,,Okogie,J. Okogie,,,,,7.27,Missed,Williams,1629684.0,,,,,,,,,,,,,,,,,
144,PT01M41.00S,2021-05-15T18:31:08.3Z,1,REGULAR,block,,[],1629684,,,1610612750,24,32,2021-05-15T18:31:11Z,1440000,,,0,,G. Williams BLOCK (1 BLK),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
145,PT01M37.00S,2021-05-15T18:31:12.3Z,1,REGULAR,rebound,defensive,[],1629684,,,1610612738,24,32,2021-05-15T18:31:13Z,1450000,,,0,,G. Williams REBOUND (Off:0 Def:1),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,143.0,1.0,1.0,0.0,,,,,,,,,,,,,
146,PT01M35.00S,2021-05-15T18:31:14.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1629641,5.863994743758213,50.06893382352941,1610612738,24,34,2021-05-15T18:31:20Z,1460000,0.0,3.0,1,left,R. Langford driving reverse Layup (2 PTS) (G. Williams 1 AST),"[1629641, 1629684]",1610612738.0,BOS,driving reverse,,,Langford,R. Langford,,,,,0.26,Made,,,,,,,2.0,G. Williams,1629684.0,1.0,,,,,,,,,
148,PT01M21.00S,2021-05-15T18:31:27.3Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1629675,88.51839684625493,50.06893382352941,1610612750,24,34,2021-05-15T18:31:34Z,1480000,0.0,55.0,1,right,MISS N. Reid turnaround Hook,[1629675],1610612750.0,MIN,turnaround,,,Reid,N. Reid,,,,,5.54,Missed,,,,,,,,,,,,,,,,,,,
149,PT01M19.00S,2021-05-15T18:31:29.3Z,1,REGULAR,rebound,defensive,[],203953,,,1610612738,24,34,2021-05-15T18:31:34Z,1490000,,,0,,J. Parker REBOUND (Off:0 Def:1),[203953],1610612738.0,BOS,,,,Parker,J. Parker,,,,,,,,,148.0,1.0,1.0,0.0,,,,,,,,,,,,,
150,PT01M19.00S,2021-05-15T18:31:35.9Z,1,REGULAR,foul,personal,[],1629675,,,1610612738,24,34,2021-05-15T18:31:47Z,1500000,,,0,,N. Reid personal FOUL (1 PF),"[1629675, 203953]",1610612750.0,MIN,,,,Reid,N. Reid,,,,,,,,,,,,,,,,,202007.0,1.0,0.0,Parker,203953.0,,,,
152,PT01M19.00S,2021-05-15T18:31:42.5Z,1,REGULAR,substitution,out,[],1629006,,,1610612738,24,34,2021-05-15T18:31:47Z,1520000,,,0,,SUB out: J. Okogie,[1629006],1610612750.0,MIN,,,,Okogie,J. Okogie,,,,,,,,,,,,,,,,,,,,,,,,,
153,PT01M19.00S,2021-05-15T18:31:42.5Z,1,REGULAR,substitution,out,[],203095,,,1610612738,24,34,2021-05-15T18:31:47Z,1530000,,,0,,SUB out: E. Fournier,[203095],1610612738.0,BOS,,,,Fournier,E. Fournier,,,,,,,,,,,,,,,,,,,,,,,,,
154,PT01M19.00S,2021-05-15T18:31:42.5Z,1,REGULAR,substitution,in,[],1626156,,,1610612738,24,34,2021-05-15T18:31:47Z,1540000,,,0,,SUB in: D. Russell,[1626156],1610612750.0,MIN,,,,Russell,D. Russell,,,,,,,,,,,,,,,,,,,,,,,,,
155,PT01M19.00S,2021-05-15T18:31:42.5Z,1,REGULAR,substitution,in,[],1630174,,,1610612738,24,34,2021-05-15T18:31:47Z,1550000,,,0,,SUB in: A. Nesmith,[1630174],1610612738.0,BOS,,,,Nesmith,A. Nesmith,,,,,,,,,,,,,,,,,,,,,,,,,
156,PT01M05.00S,2021-05-15T18:32:06.5Z,1,REGULAR,3pt,Jump Shot,[],203953,18.610381077529567,92.71599264705883,1610612738,24,37,2021-05-15T18:32:11Z,1560000,-214.0,122.0,1,left,J. Parker 24' 3PT  (3 PTS) (G. Williams 2 AST),"[203953, 1629684]",1610612738.0,BOS,,,,Parker,J. Parker,,,,,24.62,Made,,,,,,,3.0,G. Williams,1629684.0,2.0,,,,,,,,,
159,PT00M53.10S,2021-05-15T18:32:19.1Z,1,REGULAR,2pt,Jump Shot,[],1626156,79.188567674113,31.93167892156863,1610612750,24,37,2021-05-15T18:32:24Z,1590000,-90.0,143.0,1,right,MISS D. Russell 16' pullup Shot,[1626156],1610612750.0,MIN,pullup,,,Russell,D. Russell,,,,,16.92,Missed,,,,,,,,,,,,,,,,,,,
160,PT00M50.70S,2021-05-15T18:32:21.5Z,1,REGULAR,rebound,defensive,[],203953,,,1610612738,24,37,2021-05-15T18:32:24Z,1600000,,,0,,J. Parker REBOUND (Off:0 Def:2),[203953],1610612738.0,BOS,,,,Parker,J. Parker,,,,,,,,,159.0,2.0,2.0,0.0,,,,,,,,,,,,,
161,PT00M47.20S,2021-05-15T18:32:27.5Z,1,REGULAR,turnover,out-of-bounds,[],203953,,,1610612738,24,37,2021-05-15T18:32:34Z,1610000,,,0,,J. Parker bad pass out-of-bounds TURNOVER (1 TO),[203953],1610612738.0,BOS,bad pass,,,Parker,J. Parker,,,,,,,,,,,,,,,,,202058.0,,,,,1.0,,,
162,PT00M32.20S,2021-05-15T18:32:55.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1629675,93.64323258869908,50.314031862745104,1610612750,26,37,2021-05-15T18:33:01Z,1620000,2.0,7.0,1,right,N. Reid driving Layup (2 PTS) (D. Russell 3 AST),"[1629675, 1626156]",1610612750.0,MIN,driving,,,Reid,N. Reid,,,,,0.75,Made,,,,,,,2.0,D. Russell,1626156.0,3.0,,,,,,,,,
164,PT00M16.50S,2021-05-15T18:33:13.9Z,1,REGULAR,2pt,Jump Shot,[],203953,16.376478318002626,78.99050245098039,1610612738,26,37,2021-05-15T18:33:19Z,1640000,-145.0,101.0,1,left,MISS J. Parker 17' Jump Shot,[203953],1610612738.0,BOS,,,,Parker,J. Parker,,,,,17.69,Missed,,,,,,,,,,,,,,,,,,,
165,PT00M13.80S,2021-05-15T18:33:16.6Z,1,REGULAR,rebound,defensive,[],1629020,,,1610612750,26,37,2021-05-15T18:33:16Z,1650000,,,0,,J. Vanderbilt REBOUND (Off:0 Def:1),[1629020],1610612750.0,MIN,,,,Vanderbilt,J. Vanderbilt,,,,,,,,,164.0,1.0,1.0,0.0,,,,,,,,,,,,,
166,PT00M04.70S,2021-05-15T18:33:25.6Z,1,REGULAR,3pt,Jump Shot,[],1626156,69.20170827858082,26.049325980392158,1610612750,26,37,2021-05-15T18:33:30Z,1660000,-120.0,237.0,1,right,MISS D. Russell 26' 3PT,[1626156],1610612750.0,MIN,,,,Russell,D. Russell,,,,,26.56,Missed,,,,,,,,,,,,,,,,,,,
167,PT00M01.10S,2021-05-15T18:33:29.2Z,1,REGULAR,rebound,defensive,[],1630202,,,1610612738,26,37,2021-05-15T18:33:29Z,1670000,,,0,,P. Pritchard REBOUND (Off:0 Def:1),[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,166.0,1.0,1.0,0.0,,,,,,,,,,,,,
168,PT00M00.00S,2021-05-15T18:33:33.4Z,1,REGULAR,3pt,Jump Shot,[],1630202,43.446123521682,64.77481617647058,1610612738,26,37,2021-05-15T18:33:49Z,1680000,-74.0,356.0,1,left,MISS P. Pritchard 36' 3PT,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,36.35,Missed,,,,,,,,,,,,,,,,,,,
169,PT00M00.00S,2021-05-15T18:33:33.4Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612738,26,37,2021-05-15T18:33:49Z,1690000,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,168.0,,,,,,,,,,,,,,,,
170,PT00M00.00S,2021-05-15T18:33:37.4Z,1,REGULAR,period,end,[],0,,,1610612738,26,37,2021-05-15T18:33:37Z,1700000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171,PT12M00.00S,2021-05-15T18:36:02.2Z,2,REGULAR,substitution,out,['startperiod'],1630202,,,1610612738,26,37,2021-05-15T18:36:18Z,1710000,,,0,,SUB out: P. Pritchard,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,,,,,,,,
172,PT12M00.00S,2021-05-15T18:36:02.2Z,2,REGULAR,substitution,out,['startperiod'],1629684,,,1610612738,26,37,2021-05-15T18:36:18Z,1720000,,,0,,SUB out: G. Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
173,PT12M00.00S,2021-05-15T18:36:02.2Z,2,REGULAR,substitution,in,['startperiod'],1629682,,,1610612738,26,37,2021-05-15T18:36:18Z,1730000,,,0,,SUB in: T. Waters,[1629682],1610612738.0,BOS,,,,Waters,T. Waters,,,,,,,,,,,,,,,,,,,,,,,,,
174,PT12M00.00S,2021-05-15T18:36:02.2Z,2,REGULAR,substitution,in,['startperiod'],1628436,,,1610612738,26,37,2021-05-15T18:36:18Z,1740000,,,0,,SUB in: L. Kornet,[1628436],1610612738.0,BOS,,,,Kornet,L. Kornet,,,,,,,,,,,,,,,,,,,,,,,,,
175,PT12M00.00S,2021-05-15T18:36:16.2Z,2,REGULAR,period,start,[],0,,,1610612738,26,37,2021-05-15T18:36:19Z,1750000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
176,PT11M36.00S,2021-05-15T18:36:39.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630174,7.703679369250986,49.82383578431372,1610612738,26,39,2021-05-15T18:36:43Z,1760000,1.0,20.0,1,left,A. Nesmith driving Layup (2 PTS),[1630174],1610612738.0,BOS,driving,,,Nesmith,A. Nesmith,,,,,1.99,Made,,,,,,,2.0,,,,,,,,,,,,
