actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,value
177,PT11M11.00S,2021-05-15T18:37:06.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629675,89.70105124835742,50.55912990196079,1610612750,26,39,2021-05-15T18:38:01Z,1762500,3.0,44.0,1,right,MISS N. Reid driving Layup - blocked,"[1629675, 1628436]",1610612750.0,MIN,driving,,,Reid,N. Reid,,,,,4.44,Missed,Kornet,1628436.0,,,,,,,,,,,,,,,,,
178,PT11M11.00S,2021-05-15T18:37:06.6Z,2,REGULAR,block,,[],1628436,,,1610612750,26,39,2021-05-15T18:37:08Z,1763750,,,0,,L. Kornet BLOCK (3 BLK),[1628436],1610612738.0,BOS,,,,Kornet,L. Kornet,,,,,,,,,,,,,,,,,,,,,,,,,
179,PT11M09.00S,2021-05-15T18:37:08.6Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612750,26,39,2021-05-15T18:40:08Z,1764375,,,0,,TEAM offensive REBOUND,[],1610612750.0,MIN,,,,,,,,,,,,,,177.0,,,,,,,,,,,,,,,,
180,PT11M09.00S,2021-05-15T18:37:31.1Z,2,REGULAR,substitution,out,[],1629675,,,1610612750,26,39,2021-05-15T18:37:33Z,1765000,,,0,,SUB out: N. Reid,[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,,,,,,,,,,,,,,,,,,,,,
181,PT11M09.00S,2021-05-15T18:37:31.1Z,2,REGULAR,substitution,in,[],1626157,,,1610612750,26,39,2021-05-15T18:37:33Z,1767500,,,0,,SUB in: K. Towns,[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,,,,,,,,,,,,,,,,,,,,,
182,PT11M09.00S,2021-05-15T18:37:42.9Z,2,REGULAR,turnover,shot clock,['team'],0,,,1610612750,26,39,2021-05-15T18:37:55Z,1768750,,,0,,MIN shot clock Team TURNOVER,[],1610612750.0,MIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
183,PT10M52.00S,2021-05-15T18:38:09.9Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],203953,9.280551905387648,93.94148284313727,1610612738,26,39,2021-05-15T18:38:21Z,1830000,-220.0,35.0,1,left,MISS J. Parker 3PT,[203953],1610612738.0,BOS,,,,Parker,J. Parker,,,,,22.24,Missed,,,,,,,,,,,,,,,,,,,
184,PT10M50.00S,2021-05-15T18:38:11.9Z,2,REGULAR,rebound,offensive,[],1628436,,,1610612738,26,39,2021-05-15T18:45:53Z,1840000,,,0,,L. Kornet REBOUND (Off:2 Def:1),[1628436],1610612738.0,BOS,,,,Kornet,L. Kornet,,,,,,,,,183.0,3.0,1.0,2.0,,,,,,,,,,,,,
226,PT10M50.00S,2021-05-15T18:38:14.8Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1628436,6.915243101182654,50.80422794117647,1610612738,26,39,2021-05-15T18:45:53Z,1845000,-4.0,13.0,1,left,MISS L. Kornet tip Layup,[1628436],1610612738.0,BOS,tip,,,Kornet,L. Kornet,,,,,1.31,Missed,,,,,,,,,,,,,,,,,,,
227,PT10M48.00S,2021-05-15T18:38:16.8Z,2,REGULAR,rebound,defensive,[],1626157,,,1610612750,26,39,2021-05-15T18:45:37Z,1847500,,,0,,K. Towns REBOUND (Off:1 Def:5),[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,,,,,226.0,6.0,5.0,1.0,,,,,,,,,,,,,
185,PT10M46.00S,2021-05-15T18:38:19.7Z,2,REGULAR,foul,personal,['2freethrow'],1629641,,,1610612750,26,39,2021-05-15T18:38:34Z,1850000,,,0,,R. Langford shooting personal FOUL (1 PF) (Vanderbilt 2 FT),"[1629641, 1629020]",1610612738.0,BOS,shooting,,,Langford,R. Langford,,,,,,,,,,,,,,,,,1627534.0,1.0,0.0,Vanderbilt,1629020.0,,,,
187,PT10M46.00S,2021-05-15T18:38:48.9Z,2,REGULAR,freethrow,1 of 2,['fastbreak'],1629020,,,1610612750,26,39,2021-05-15T18:38:48Z,1870000,,,0,,MISS J. Vanderbilt Free Throw 1 of 2,[1629020],1610612750.0,MIN,,,,Vanderbilt,J. Vanderbilt,,,,,,Missed,,,,,,,,,,,,,,,,,,,
188,PT10M46.00S,2021-05-15T18:38:48.9Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612750,26,39,2021-05-15T18:38:48Z,1880000,,,0,,TEAM offensive REBOUND,[],1610612750.0,MIN,,,,,,,,,,,,,,187.0,,,,,,,,,,,,,,,,
189,PT10M46.00S,2021-05-15T18:38:50.4Z,2,REGULAR,substitution,out,[],203953,,,1610612750,26,39,2021-05-15T18:38:54Z,1890000,,,0,,SUB out: J. Parker,[203953],1610612738.0,BOS,,,,Parker,J. Parker,,,,,,,,,,,,,,,,,,,,,,,,,
190,PT10M46.00S,2021-05-15T18:38:50.4Z,2,REGULAR,substitution,in,[],1629684,,,1610612750,26,39,2021-05-15T18:38:54Z,1900000,,,0,,SUB in: G. Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
191,PT10M46.00S,2021-05-15T18:39:06.7Z,2,REGULAR,freethrow,2 of 2,['fastbreak'],1629020,,,1610612750,27,39,2021-05-15T18:39:06Z,1910000,,,0,,J. Vanderbilt Free Throw 2 of 2 (1 PTS),[1629020],1610612750.0,MIN,,,,Vanderbilt,J. Vanderbilt,,,,,,Made,,,,,,,1.0,,,,,,,,,,,,
192,PT10M40.00S,2021-05-15T18:39:16.7Z,2,REGULAR,foul,personal,['3freethrow'],1629162,,,1610612738,27,39,2021-05-15T18:39:24Z,1920000,,,0,,J. McLaughlin shooting personal FOUL (1 PF) (Waters 3 FT),"[1629162, 1629682]",1610612750.0,MIN,shooting,,,McLaughlin,J. McLaughlin,,,,,,,,,,,,,,,,,202007.0,1.0,0.0,Waters,1629682.0,,,,
194,PT10M40.00S,2021-05-15T18:39:40.8Z,2,REGULAR,freethrow,1 of 3,[],1629682,,,1610612738,27,40,2021-05-15T18:39:40Z,1940000,,,0,,T. Waters Free Throw 1 of 3 (1 PTS),[1629682],1610612738.0,BOS,,,,Waters,T. Waters,,,,,,Made,,,,,,,1.0,,,,,,,,,,,,
195,PT10M40.00S,2021-05-15T18:39:55.3Z,2,REGULAR,freethrow,2 of 3,[],1629682,,,1610612738,27,41,2021-05-15T18:39:55Z,1950000,,,0,,T. Waters Free Throw 2 of 3 (2 PTS),[1629682],1610612738.0,BOS,,,,Waters,T. Waters,,,,,,Made,,,,,,,2.0,,,,,,,,,,,,
196,PT10M40.00S,2021-05-15T18:40:07.2Z,2,REGULAR,freethrow,3 of 3,[],1629682,,,1610612738,27,42,2021-05-15T18:40:07Z,1960000,,,0,,T. Waters Free Throw 3 of 3 (3 PTS),[1629682],1610612738.0,BOS,,,,Waters,T. Waters,,,,,,Made,,,,,,,3.0,,,,,,,,,,,,
197,PT10M29.00S,2021-05-15T18:40:22.9Z,2,REGULAR,foul,personal,[],1629684,,,1610612750,27,42,2021-05-15T18:40:29Z,1970000,,,0,,G. Williams personal FOUL (2 PF),"[1629684, 1629162]",1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,202007.0,2.0,0.0,McLaughlin,1629162.0,,,,
199,PT10M20.00S,2021-05-15T18:40:48.1Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1626156,92.85479632063075,50.06893382352941,1610612750,29,42,2021-05-15T18:40:52Z,1990000,0.0,15.0,1,right,D. Russell driving DUNK (6 PTS),[1626156],1610612750.0,MIN,driving,,,Russell,D. Russell,,,,,1.47,Made,,,,,,,6.0,,,,,,,,,,,,
200,PT10M05.00S,2021-05-15T18:41:03.3Z,2,REGULAR,3pt,Jump Shot,[],1630174,24.52365308804205,15.265012254901961,1610612738,29,42,2021-05-15T18:41:08Z,2000000,174.0,178.0,1,left,MISS A. Nesmith 24' step back 3PT,[1630174],1610612738.0,BOS,step back,,,Nesmith,A. Nesmith,,,,,24.87,Missed,,,,,,,,,,,,,,,,,,,
201,PT10M02.00S,2021-05-15T18:41:06.3Z,2,REGULAR,rebound,defensive,[],1629020,,,1610612750,29,42,2021-05-15T18:41:08Z,2010000,,,0,,J. Vanderbilt REBOUND (Off:0 Def:2),[1629020],1610612750.0,MIN,,,,Vanderbilt,J. Vanderbilt,,,,,,,,,200.0,2.0,2.0,0.0,,,,,,,,,,,,,
202,PT09M56.00S,2021-05-15T18:41:13.0Z,2,REGULAR,3pt,Jump Shot,[],1626157,65.65374507227332,38.549325980392155,1610612750,29,42,2021-05-15T18:41:17Z,2020000,-57.0,270.0,1,right,MISS K. Towns 27' 3PT,[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,27.64,Missed,,,,,,,,,,,,,,,,,,,
203,PT09M52.00S,2021-05-15T18:41:17.0Z,2,REGULAR,rebound,defensive,[],1630174,,,1610612738,29,42,2021-05-15T18:41:17Z,2030000,,,0,,A. Nesmith REBOUND (Off:0 Def:1),[1630174],1610612738.0,BOS,,,,Nesmith,A. Nesmith,,,,,,,,,202.0,1.0,1.0,0.0,,,,,,,,,,,,,
204,PT09M47.00S,2021-05-15T18:41:21.5Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629682,15.456636005256241,61.588541666666664,1610612738,29,42,2021-05-15T18:41:28Z,2040000,-58.0,93.0,1,left,MISS T. Waters 10' pullup Shot,[1629682],1610612738.0,BOS,pullup,,,Waters,T. Waters,,,,,10.94,Missed,,,,,,,,,,,,,,,,,,,
205,PT09M44.00S,2021-05-15T18:41:24.5Z,2,REGULAR,rebound,defensive,[],1627823,,,1610612750,29,42,2021-05-15T18:41:28Z,2050000,,,0,,J. Hernangomez REBOUND (Off:0 Def:1),[1627823],1610612750.0,MIN,,,,Hernangomez,J. Hernangomez,,,,,,,,,204.0,1.0,1.0,0.0,,,,,,,,,,,,,
206,PT09M38.00S,2021-05-15T18:41:29.9Z,2,REGULAR,3pt,Jump Shot,[],1626157,72.61826544021025,19.431678921568626,1610612750,29,42,2021-05-15T18:41:33Z,2060000,-153.0,205.0,1,right,MISS K. Towns 25' 3PT,[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,25.56,Missed,,,,,,,,,,,,,,,,,,,
207,PT09M36.00S,2021-05-15T18:41:32.5Z,2,REGULAR,rebound,offensive,[],1629020,,,1610612750,29,42,2021-05-15T18:41:32Z,2070000,,,0,,J. Vanderbilt REBOUND (Off:1 Def:2),[1629020],1610612750.0,MIN,,,,Vanderbilt,J. Vanderbilt,,,,,,,,,206.0,3.0,2.0,1.0,,,,,,,,,,,,,
208,PT09M24.00S,2021-05-15T18:41:44.4Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1627823,92.32917214191852,94.67677696078431,1610612750,29,42,2021-05-15T18:41:48Z,2080000,223.0,20.0,1,right,MISS J. Hernangomez 3PT,[1627823],1610612750.0,MIN,,,,Hernangomez,J. Hernangomez,,,,,22.43,Missed,,,,,,,,,,,,,,,,,,,
209,PT09M22.00S,2021-05-15T18:41:46.4Z,2,REGULAR,rebound,defensive,[],1629641,,,1610612738,29,42,2021-05-15T18:41:48Z,2090000,,,0,,R. Langford REBOUND (Off:0 Def:1),[1629641],1610612738.0,BOS,,,,Langford,R. Langford,,,,,,,,,208.0,1.0,1.0,0.0,,,,,,,,,,,,,
210,PT09M08.00S,2021-05-15T18:42:04.0Z,2,REGULAR,foul,personal,['2freethrow'],1629020,,,1610612738,29,42,2021-05-15T18:42:19Z,2100000,,,0,,J. Vanderbilt shooting personal FOUL (1 PF) (Langford 2 FT),"[1629020, 1629641]",1610612750.0,MIN,shooting,,,Vanderbilt,J. Vanderbilt,,,,,,,,,,,,,,,,,202058.0,1.0,0.0,Langford,1629641.0,,,,
212,PT09M08.00S,2021-05-15T18:42:28.3Z,2,REGULAR,freethrow,1 of 2,[],1629641,,,1610612738,29,42,2021-05-15T18:42:28Z,2120000,,,0,,MISS R. Langford Free Throw 1 of 2,[1629641],1610612738.0,BOS,,,,Langford,R. Langford,,,,,,Missed,,,,,,,,,,,,,,,,,,,
213,PT09M08.00S,2021-05-15T18:42:28.3Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612738,29,42,2021-05-15T18:42:28Z,2130000,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,212.0,,,,,,,,,,,,,,,,
214,PT09M08.00S,2021-05-15T18:42:42.6Z,2,REGULAR,freethrow,2 of 2,[],1629641,,,1610612738,29,43,2021-05-15T18:42:42Z,2140000,,,0,,R. Langford Free Throw 2 of 2 (3 PTS),[1629641],1610612738.0,BOS,,,,Langford,R. Langford,,,,,,Made,,,,,,,3.0,,,,,,,,,,,,
215,PT08M56.00S,2021-05-15T18:42:56.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629020,93.51182654402102,49.333639705882355,1610612750,31,43,2021-05-15T18:43:03Z,2150000,-3.0,8.0,1,right,J. Vanderbilt driving reverse Layup (3 PTS) (K. Towns 2 AST),"[1629020, 1626157]",1610612750.0,MIN,driving reverse,,,Vanderbilt,J. Vanderbilt,,,,,0.91,Made,,,,,,,3.0,K. Towns,1626157.0,2.0,,,,,,,,,
217,PT08M41.00S,2021-05-15T18:43:10.9Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1629684,5.601182654402102,50.80422794117647,1610612738,31,45,2021-05-15T18:43:15Z,2170000,-4.0,0.0,1,left,G. Williams driving DUNK (4 PTS) (T. Waters 1 AST),"[1629684, 1629682]",1610612738.0,BOS,driving,,,Williams,G. Williams,,,,,0.4,Made,,,,,,,4.0,T. Waters,1629682.0,1.0,,,,,,,,,
218,PT08M20.00S,2021-05-15T18:43:32.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1626157,92.9862023653088,52.76501225490197,1610612750,31,45,2021-05-15T18:43:36Z,2180000,14.0,13.0,1,right,MISS K. Towns driving Layup,[1626157],1610612750.0,MIN,driving,,,Towns,K. Towns,,,,,1.92,Missed,,,,,,,,,,,,,,,,,,,
219,PT08M18.00S,2021-05-15T18:43:34.1Z,2,REGULAR,rebound,defensive,[],1628436,,,1610612738,31,45,2021-05-15T18:43:36Z,2190000,,,0,,L. Kornet REBOUND (Off:2 Def:2),[1628436],1610612738.0,BOS,,,,Kornet,L. Kornet,,,,,,,,,218.0,4.0,2.0,2.0,,,,,,,,,,,,,
220,PT08M08.00S,2021-05-15T18:43:44.1Z,2,REGULAR,3pt,Jump Shot,[],1629684,28.203022339027594,20.657169117647058,1610612738,31,45,2021-05-15T18:43:48Z,2200000,147.0,213.0,1,left,MISS G. Williams 25' 3PT,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,25.83,Missed,,,,,,,,,,,,,,,,,,,
221,PT08M05.00S,2021-05-15T18:43:47.1Z,2,REGULAR,rebound,defensive,[],1629162,,,1610612750,31,45,2021-05-15T18:43:48Z,2210000,,,0,,J. McLaughlin REBOUND (Off:0 Def:1),[1629162],1610612750.0,MIN,,,,McLaughlin,J. McLaughlin,,,,,,,,,220.0,1.0,1.0,0.0,,,,,,,,,,,,,
222,PT07M57.00S,2021-05-15T18:43:55.5Z,2,REGULAR,turnover,bad pass,[],1626157,,,1610612750,31,45,2021-05-15T18:44:01Z,2220000,,,0,,K. Towns bad pass TURNOVER (2 TO),"[1626157, 1629641]",1610612750.0,MIN,,,,Towns,K. Towns,,,,,,,,,,,,,,,,,,,,,,2.0,Langford,1629641.0,
223,PT07M57.00S,2021-05-15T18:43:55.5Z,2,REGULAR,steal,,[],1629641,,,1610612738,31,45,2021-05-15T18:43:57Z,2230000,,,0,,R. Langford STEAL (1 STL),[1629641],1610612738.0,BOS,,,,Langford,R. Langford,,,,,,,,,,,,,,,,,,,,,,,,,
224,PT07M54.00S,2021-05-15T18:43:58.6Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1629641,5.863994743758213,50.314031862745104,1610612738,31,47,2021-05-15T18:44:35Z,2240000,-2.0,3.0,1,left,R. Langford running DUNK (5 PTS),[1629641],1610612738.0,BOS,running,,,Langford,R. Langford,,,,,0.31,Made,,,,,,,5.0,,,,,,,,,,,,
225,PT07M54.00S,2021-05-15T18:44:05.3Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612750,31,47,2021-05-15T18:44:05Z,2250000,,,0,,MIN Timeout,[],1610612750.0,MIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
228,PT07M54.00S,2021-05-15T18:46:40.6Z,2,REGULAR,substitution,out,[],1626156,,,1610612750,31,47,2021-05-15T18:47:02Z,2260000,,,0,,SUB out: D. Russell,[1626156],1610612750.0,MIN,,,,Russell,D. Russell,,,,,,,,,,,,,,,,,,,,,,,,,
229,PT07M54.00S,2021-05-15T18:46:40.6Z,2,REGULAR,substitution,out,[],1629162,,,1610612750,31,47,2021-05-15T18:47:02Z,2270000,,,0,,SUB out: J. McLaughlin,[1629162],1610612750.0,MIN,,,,McLaughlin,J. McLaughlin,,,,,,,,,,,,,,,,,,,,,,,,,
230,PT07M54.00S,2021-05-15T18:46:40.6Z,2,REGULAR,substitution,out,[],1629020,,,1610612750,31,47,2021-05-15T18:47:02Z,2280000,,,0,,SUB out: J. Vanderbilt,[1629020],1610612750.0,MIN,,,,Vanderbilt,J. Vanderbilt,,,,,,,,,,,,,,,,,,,,,,,,,
231,PT07M54.00S,2021-05-15T18:46:40.6Z,2,REGULAR,substitution,in,[],1630162,,,1610612750,31,47,2021-05-15T18:47:02Z,2290000,,,0,,SUB in: A. Edwards,[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,,,,,,,,,,,,,,,,,,,,
232,PT07M54.00S,2021-05-15T18:46:40.6Z,2,REGULAR,substitution,in,[],1630183,,,1610612750,31,47,2021-05-15T18:47:02Z,2300000,,,0,,SUB in: J. McDaniels,[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,,,,,,,,,,,,,,,,,,,,,
233,PT07M54.00S,2021-05-15T18:46:40.6Z,2,REGULAR,substitution,in,[],201937,,,1610612750,31,47,2021-05-15T18:47:02Z,2310000,,,0,,SUB in: R. Rubio,[201937],1610612750.0,MIN,,,,Rubio,R. Rubio,,,,,,,,,,,,,,,,,,,,,,,,,
235,PT07M40.00S,2021-05-15T18:47:21.2Z,2,REGULAR,turnover,bad pass,[],1626157,,,1610612750,31,47,2021-05-15T18:47:25Z,2320000,,,0,,K. Towns bad pass TURNOVER (3 TO),"[1626157, 1628436]",1610612750.0,MIN,,,,Towns,K. Towns,,,,,,,,,,,,,,,,,,,,,,3.0,Kornet,1628436.0,
236,PT07M40.00S,2021-05-15T18:47:21.2Z,2,REGULAR,steal,,[],1628436,,,1610612738,31,47,2021-05-15T18:51:53Z,2330000,,,0,,L. Kornet STEAL (1 STL),[1628436],1610612738.0,BOS,,,,Kornet,L. Kornet,,,,,,,,,,,,,,,,,,,,,,,,,
237,PT07M37.00S,2021-05-15T18:47:26.7Z,2,REGULAR,turnover,out-of-bounds,[],1630174,,,1610612738,31,47,2021-05-15T18:49:51Z,2340000,,,0,,A. Nesmith lost ball out-of-bounds TURNOVER (1 TO),[1630174],1610612738.0,BOS,lost ball,,,Nesmith,A. Nesmith,,,,,,,,,,,,,,,,,202007.0,,,,,1.0,,,
238,PT07M25.00S,2021-05-15T18:47:42.1Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1626157,88.64980289093299,51.294424019607845,1610612750,33,47,2021-05-15T18:47:46Z,2350000,6.0,54.0,1,right,K. Towns driving floating Jump Shot (13 PTS) (A. Edwards 3 AST),"[1626157, 1630162]",1610612750.0,MIN,driving floating,,,Towns,K. Towns,,,,,5.46,Made,,,,,,,13.0,A. Edwards,1630162.0,3.0,,,,,,,,,
240,PT07M03.00S,2021-05-15T18:48:03.8Z,2,REGULAR,3pt,Jump Shot,[],1629682,34.641918528252305,48.353247549019606,1610612738,33,50,2021-05-15T18:48:08Z,2370000,8.0,273.0,1,left,T. Waters 27' 3PT pullup (6 PTS) (L. Kornet 2 AST),"[1629682, 1628436]",1610612738.0,BOS,pullup,,,Waters,T. Waters,,,,,27.32,Made,,,,,,,6.0,L. Kornet,1628436.0,2.0,,,,,,,,,
242,PT06M52.00S,2021-05-15T18:48:15.0Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1626157,88.91261498028909,47.127757352941174,1610612750,35,50,2021-05-15T18:48:21Z,2390000,-14.0,52.0,1,right,K. Towns Hook (15 PTS) (R. Rubio 1 AST),"[1626157, 201937]",1610612750.0,MIN,,,,Towns,K. Towns,,,,,5.37,Made,,,,,,,15.0,R. Rubio,201937.0,1.0,,,,,,,,,
244,PT06M43.00S,2021-05-15T18:48:23.6Z,2,REGULAR,3pt,Jump Shot,[],1630174,30.17411300919842,63.794424019607845,1610612738,35,50,2021-05-15T18:48:27Z,2410000,-69.0,231.0,1,left,MISS A. Nesmith 24' pullup 3PT,[1630174],1610612738.0,BOS,pullup,,,Nesmith,A. Nesmith,,,,,24.12,Missed,,,,,,,,,,,,,,,,,,,
245,PT06M40.00S,2021-05-15T18:48:26.6Z,2,REGULAR,rebound,defensive,[],1627823,,,1610612750,35,50,2021-05-15T18:48:27Z,2420000,,,0,,J. Hernangomez REBOUND (Off:0 Def:2),[1627823],1610612750.0,MIN,,,,Hernangomez,J. Hernangomez,,,,,,,,,244.0,2.0,2.0,0.0,,,,,,,,,,,,,
246,PT06M32.00S,2021-05-15T18:48:34.4Z,2,REGULAR,3pt,Jump Shot,[],1627823,74.32654402102497,83.15716911764706,1610612750,38,50,2021-05-15T18:48:38Z,2430000,166.0,189.0,1,right,J. Hernangomez 25' 3PT  (3 PTS) (J. McDaniels 1 AST),"[1627823, 1630183]",1610612750.0,MIN,,,,Hernangomez,J. Hernangomez,,,,,25.13,Made,,,,,,,3.0,J. McDaniels,1630183.0,1.0,,,,,,,,,
248,PT06M10.00S,2021-05-15T18:48:56.6Z,2,REGULAR,turnover,bad pass,[],1629682,,,1610612738,38,50,2021-05-15T18:49:03Z,2450000,,,0,,T. Waters bad pass TURNOVER (1 TO),"[1629682, 1630162]",1610612738.0,BOS,,,,Waters,T. Waters,,,,,,,,,,,,,,,,,,,,,,1.0,Edwards,1630162.0,
249,PT06M10.00S,2021-05-15T18:48:56.6Z,2,REGULAR,steal,,[],1630162,,,1610612750,38,50,2021-05-15T18:48:58Z,2460000,,,0,,A. Edwards STEAL (1 STL),[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,,,,,,,,,,,,,,,,,,,,
250,PT06M05.00S,2021-05-15T18:49:01.5Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1627823,93.77463863337714,50.55912990196079,1610612750,38,50,2021-05-15T18:49:10Z,2470000,3.0,6.0,1,right,MISS J. Hernangomez driving reverse Layup,[1627823],1610612750.0,MIN,driving reverse,,,Hernangomez,J. Hernangomez,,,,,0.66,Missed,,,,,,,,,,,,,,,,,,,
251,PT06M00.00S,2021-05-15T18:49:06.5Z,2,REGULAR,rebound,offensive,[],1626157,,,1610612750,38,50,2021-05-15T18:49:10Z,2480000,,,0,,K. Towns REBOUND (Off:2 Def:5),[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,,,,,250.0,7.0,5.0,2.0,,,,,,,,,,,,,
252,PT05M59.00S,2021-05-15T18:49:07.8Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1626157,92.59198423127464,51.294424019607845,1610612750,38,50,2021-05-15T18:49:14Z,2490000,6.0,17.0,1,right,MISS K. Towns Layup - blocked,"[1626157, 1629641]",1610612750.0,MIN,,,,Towns,K. Towns,,,,,1.83,Missed,Langford,1629641.0,,,,,,,,,,,,,,,,,
253,PT05M59.00S,2021-05-15T18:49:07.8Z,2,REGULAR,block,,[],1629641,,,1610612750,38,50,2021-05-15T18:50:55Z,2500000,,,0,,R. Langford BLOCK (1 BLK),[1629641],1610612738.0,BOS,,,,Langford,R. Langford,,,,,,,,,,,,,,,,,,,,,,,,,
254,PT05M59.00S,2021-05-15T18:49:07.8Z,2,REGULAR,rebound,defensive,[],1629684,,,1610612738,38,50,2021-05-15T18:50:55Z,2510000,,,0,,G. Williams REBOUND (Off:0 Def:2),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,252.0,2.0,2.0,0.0,,,,,,,,,,,,,
255,PT05M56.00S,2021-05-15T18:49:10.9Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1629682,5.732588699080158,51.294424019607845,1610612738,38,50,2021-05-15T18:51:10Z,2520000,-6.0,1.0,1,left,MISS T. Waters driving finger roll Layup,[1629682],1610612738.0,BOS,driving finger roll,,,Waters,T. Waters,,,,,0.66,Missed,,,,,,,,,,,,,,,,,,,
256,PT05M54.00S,2021-05-15T18:49:12.9Z,2,REGULAR,rebound,defensive,[],201937,,,1610612750,38,50,2021-05-15T18:49:20Z,2530000,,,0,,R. Rubio REBOUND (Off:0 Def:2),[201937],1610612750.0,MIN,,,,Rubio,R. Rubio,,,,,,,,,255.0,2.0,2.0,0.0,,,,,,,,,,,,,
257,PT05M52.00S,2021-05-15T18:49:15.3Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1630162,76.03482260183968,13.794424019607842,1610612750,38,50,2021-05-15T18:49:25Z,2540000,-181.0,173.0,1,right,MISS A. Edwards 25' 3PT,[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,25.02,Missed,,,,,,,,,,,,,,,,,,,
258,PT05M50.00S,2021-05-15T18:49:17.3Z,2,REGULAR,rebound,defensive,[],1629684,,,1610612738,38,50,2021-05-15T18:49:25Z,2550000,,,0,,G. Williams REBOUND (Off:0 Def:3),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,257.0,3.0,3.0,0.0,,,,,,,,,,,,,
259,PT05M50.00S,2021-05-15T18:49:21.7Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612738,38,50,2021-05-15T18:49:21Z,2560000,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
260,PT05M50.00S,2021-05-15T18:51:48.4Z,2,REGULAR,substitution,out,[],1629684,,,1610612738,38,50,2021-05-15T18:52:12Z,2570000,,,0,,SUB out: G. Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
261,PT05M50.00S,2021-05-15T18:51:48.4Z,2,REGULAR,substitution,out,[],1629641,,,1610612738,38,50,2021-05-15T18:52:12Z,2580000,,,0,,SUB out: R. Langford,[1629641],1610612738.0,BOS,,,,Langford,R. Langford,,,,,,,,,,,,,,,,,,,,,,,,,
